
[00:00:00.000 --> 00:00:02.740]  到2017年的下半年
[00:03:10.140 --> 00:03:12.500]  但是你要很清晰知道
[00:03:12.500 --> 00:03:16.380]  他們所跑的跑道是向哪一個方向
[00:03:16.380 --> 00:03:19.100]  保羅要我們心意更生而變化
[00:03:19.100 --> 00:03:22.540]  保羅要我們自己成為活祭
[00:03:22.540 --> 00:03:27.380]  然後保羅呼召這一幫活祭人
[00:03:27.380 --> 00:03:29.940]  這一幫在羅馬的活祭人
[00:03:29.940 --> 00:03:32.020]  叫他們變身合體
[00:03:32.020 --> 00:03:34.580]  成為一個恩典的肢體
[00:03:34.580 --> 00:03:37.580]  因為他最後要成為天國的明燈
[00:03:37.580 --> 00:03:41.580]  保羅要他們合體變身
[00:03:41.580 --> 00:03:44.900]  以至他們在這個黑暗的世界裡面
[00:03:44.900 --> 00:03:49.740]  為天國做一個更威猛的見證
[00:03:49.740 --> 00:03:53.300]  以至他們在狂風巨浪當中
[00:03:53.300 --> 00:03:58.380]  成為天國的一個燈塔
[00:03:58.380 --> 00:04:01.140]  這是上兩個星期我說的
[00:04:01.140 --> 00:04:04.820]  今天我們要說的是真誠熱愛
[00:04:04.820 --> 00:04:06.100]  今天所要說的
[00:04:06.100 --> 00:04:10.780]  跟之前兩個星期是有直接的關係
[00:04:10.780 --> 00:04:13.580]  當你打開羅馬書第十二章
[00:04:13.580 --> 00:04:15.300]  九至二十一節的時候
[00:04:15.300 --> 00:04:16.740]  你就這樣讀那些經文
[00:04:16.740 --> 00:04:19.300]  你覺得有很多可以明白
[00:04:19.300 --> 00:04:21.980]  很容易可以去應用的地方
[00:04:21.980 --> 00:04:24.940]  但是其實這段聖經非常難說
[00:04:24.940 --> 00:04:28.740]  首先保羅一開始就好像開機關槍一樣
[00:04:28.740 --> 00:04:32.820]  給我們一大堆的命令
[00:04:32.820 --> 00:04:35.300]  而這些一大堆的命令當中
[00:04:35.300 --> 00:04:37.260]  又好像沒有什麼組織
[00:04:37.260 --> 00:04:39.500]  而且經常轉向的
[00:04:39.500 --> 00:04:42.340]  一時就說我們跟上帝的關係
[00:04:42.340 --> 00:04:44.780]  一時又說我們跟弟兄的關係
[00:04:44.780 --> 00:04:47.580]  再一時又說我們跟外面不信的人
[00:04:47.580 --> 00:04:51.500]  敵人的關係
[00:04:51.500 --> 00:04:58.020]  不過在眾多關於上帝天國的教訓當中
[00:04:58.020 --> 00:04:59.740]  保羅確實是有一個主題
[00:04:59.740 --> 00:05:02.740]  主題就是愛
[00:05:02.740 --> 00:05:04.940]  因此很多聖經學者
[00:05:04.940 --> 00:05:06.180]  想這段聖經的時候
[00:05:06.180 --> 00:05:09.260]  他們覺得這段聖經是保羅在羅馬書中
[00:05:09.260 --> 00:05:10.620]  愛的格言
[00:05:10.620 --> 00:05:14.220]  保羅給了我們一堆愛的格言
[00:05:14.220 --> 00:05:16.580]  如果我們好好地回去
[00:05:16.580 --> 00:05:20.540]  將這些愛的格言的經文重組
[00:05:20.540 --> 00:05:22.500]  你記得他們是比較隨機的
[00:05:22.500 --> 00:05:24.740]  他們是比較跳來跳去的
[00:05:24.740 --> 00:05:25.860]  你將它重組的時候
[00:05:25.860 --> 00:05:32.580]  你可以得到以下的四點
[00:05:32.580 --> 00:05:34.220]  首先保羅說
[00:05:34.220 --> 00:05:38.940]  愛不可虛假
[00:05:38.940 --> 00:05:42.020]  在保羅的愛的格言一開始
[00:05:42.020 --> 00:05:43.500]  他說愛不虛假
[00:05:43.500 --> 00:05:47.500]  這個大概是整段聖經裡面的一個大題目
[00:05:47.500 --> 00:05:49.100]  愛不可以虛假
[00:05:49.100 --> 00:05:53.580]  在希臘文在原文裡面所說的不虛假
[00:05:53.580 --> 00:05:59.060]  就好像一個人戴上面具去演一套舞台劇
[00:05:59.060 --> 00:06:00.740]  如果你熟悉聖經的時候
[00:06:00.740 --> 00:06:03.300]  你馬上想到有哪些人在新約聖經裡面
[00:06:03.300 --> 00:06:07.460]  經常都是戴著面具演舞台劇的
[00:06:07.460 --> 00:06:09.100]  是法理賽人
[00:06:09.100 --> 00:06:10.580]  是文士
[00:06:10.580 --> 00:06:11.860]  愛不虛假
[00:06:11.860 --> 00:06:14.220]  不要作假冒為善的人
[00:06:14.220 --> 00:06:16.780]  其實原文是同一個字來的
[00:06:16.780 --> 00:06:18.340]  只是加了一個反義詞
[00:06:18.340 --> 00:06:21.140]  不要好像那些法理賽人
[00:06:21.140 --> 00:06:25.260]  不要好像那些文士這樣做愛的事情
[00:06:25.260 --> 00:06:27.860]  因為他們是做給別人看的
[00:06:27.860 --> 00:06:29.780]  他們不是為上帝而做的
[00:06:29.780 --> 00:06:31.460]  他們所做的不是真的
[00:06:31.460 --> 00:06:32.300]  是假的
[00:06:32.300 --> 00:06:34.460]  你們的愛
[00:06:34.460 --> 00:06:35.540]  要真實的
[00:06:35.540 --> 00:06:36.580]  不是假的
[00:06:36.580 --> 00:06:38.380]  你們的愛是持久的
[00:06:38.380 --> 00:06:40.300]  不是一時的
[00:06:40.300 --> 00:06:43.420]  你聽完下面那三點你就會害怕了
[00:06:43.420 --> 00:06:43.820]  為什麼?
[00:06:43.820 --> 00:06:44.860]  因為他告訴你
[00:06:44.860 --> 00:06:47.060]  除非你做到二、三、四
[00:06:47.060 --> 00:06:50.540]  否則你的愛很可能是虛假的
[00:06:50.540 --> 00:06:51.380]  他叫他們
[00:06:51.380 --> 00:06:53.220]  他說你的愛不能虛假
[00:06:53.220 --> 00:06:59.780]  於是你的愛要好像下面那三樣東西一樣
[00:06:59.780 --> 00:07:00.540]  說真的
[00:07:00.540 --> 00:07:02.180]  當你聽完保羅所說的話
[00:07:02.180 --> 00:07:02.900]  你知道
[00:07:02.900 --> 00:07:04.740]  除非你真的認識上帝
[00:07:04.740 --> 00:07:08.300]  除非你真的認識十字架的福音的話
[00:07:08.300 --> 00:07:10.700]  除非福音的大能在你人生裡面
[00:07:10.700 --> 00:07:14.380]  其實你不可能像保羅那樣去愛的
[00:07:14.380 --> 00:07:15.620]  聖經說我們愛
[00:07:15.620 --> 00:07:17.340]  我們之所以可以愛
[00:07:17.340 --> 00:07:21.220]  因為我們深知道上帝先愛我們
[00:07:21.220 --> 00:07:23.460]  除非我們深深感受到
[00:07:23.460 --> 00:07:27.500]  經歷過上帝在基督裡為我們所預備的救恩
[00:07:27.500 --> 00:07:29.780]  我們沒有辦法
[00:07:29.780 --> 00:07:34.900]  像保羅要我們這樣去愛
[00:07:34.900 --> 00:07:37.780]  在這個愛不虛假的大題目之下
[00:07:37.780 --> 00:07:41.500]  保羅給了我們三重指示
[00:07:41.500 --> 00:07:44.140]  這三重指示是什麼呢?
[00:07:44.140 --> 00:07:44.820]  第一
[00:07:44.820 --> 00:07:46.740]  我們要愛上帝
[00:07:46.740 --> 00:07:47.220]  第二
[00:07:47.220 --> 00:07:48.980]  我們要愛弟兄
[00:07:48.980 --> 00:07:49.780]  第三
[00:07:49.780 --> 00:07:52.060]  我們要愛仇敵
[00:07:52.060 --> 00:07:53.940]  而在這三重的指示當中
[00:07:53.940 --> 00:07:55.380]  我可以這樣跟你說
[00:07:55.380 --> 00:07:59.060]  愛仇敵是整段聖經的高峰
[00:07:59.060 --> 00:08:03.100]  最終保羅要我們愛的是仇敵
[00:08:03.100 --> 00:08:05.620]  但是我們一定要從最基本
[00:08:05.620 --> 00:08:09.180]  最基礎的整個地基開始
[00:08:09.180 --> 00:08:12.140]  我們要從愛上帝開始
[00:08:12.140 --> 00:08:14.180]  因為除非我們會愛上帝
[00:08:14.180 --> 00:08:15.540]  我們不能愛弟兄
[00:08:15.540 --> 00:08:16.820]  我們不能愛弟兄
[00:08:16.820 --> 00:08:20.420]  又怎麼可以愛仇敵呢?
[00:08:20.420 --> 00:08:22.980]  我想帶你一起去看這三件事
[00:08:22.980 --> 00:08:25.460]  愛上帝、愛弟兄、愛仇敵
[00:08:25.460 --> 00:08:27.140]  我想你特別留意一件事
[00:08:27.140 --> 00:08:29.420]  就是無論你怎麼看這三點
[00:08:29.420 --> 00:08:34.740]  最終會讓我們看到十字架的影子在背後
[00:08:34.740 --> 00:08:37.020]  是十字架的大愛
[00:08:37.020 --> 00:08:39.900]  讓我們有能力去愛上帝
[00:08:39.900 --> 00:08:41.780]  去愛弟兄
[00:08:41.780 --> 00:08:45.060]  最後愛仇敵
[00:08:45.060 --> 00:08:47.820]  我們先看愛上帝
[00:08:47.820 --> 00:08:50.620]  保羅說你們應當愛上帝
[00:08:50.620 --> 00:08:52.420]  你怎麼去愛上帝呢?
[00:08:52.420 --> 00:08:53.460]  他馬上告訴我們
[00:08:53.460 --> 00:08:58.700]  你惡要厭惡 善要親近
[00:08:58.700 --> 00:09:00.020]  什麼意思?
[00:09:00.020 --> 00:09:01.500]  是不是保羅告訴我們
[00:09:01.500 --> 00:09:02.420]  我們要愛上帝
[00:09:02.420 --> 00:09:03.580]  做回一個好人
[00:09:03.580 --> 00:09:06.620]  做回一個有道德操守的人
[00:09:06.620 --> 00:09:07.300]  如果是這樣
[00:09:07.300 --> 00:09:09.340]  我們每個人都在愛上帝
[00:09:09.340 --> 00:09:13.940]  能走進公理堂的應該都不是壞人
[00:09:13.940 --> 00:09:15.540]  保羅是不是在說這件事
[00:09:15.540 --> 00:09:18.620]  我想不是這麼簡單
[00:09:18.620 --> 00:09:20.100]  如果你有聽我說過
[00:09:20.100 --> 00:09:22.260]  我曾經說過一個故事很有趣的
[00:09:22.260 --> 00:09:25.620]  我說曾經在《馬可福音》第十章
[00:09:25.620 --> 00:09:28.820]  有個年輕的長官來找耶穌
[00:09:28.820 --> 00:09:31.940]  他一開口他想抬高耶穌
[00:09:31.940 --> 00:09:35.100]  他說善良的夫子
[00:09:35.100 --> 00:09:37.700]  他稱呼耶穌為善良的老師
[00:09:37.700 --> 00:09:40.260]  然後耶穌怎麼回答他?
[00:09:40.260 --> 00:09:41.460]  耶穌質疑他
[00:09:41.460 --> 00:09:44.620]  耶穌說你為什麼稱我是善良的
[00:09:44.620 --> 00:09:48.540]  耶穌說除了神再沒有善良的
[00:09:48.540 --> 00:09:50.460]  你看不看到耶穌在說什麼?
[00:09:50.460 --> 00:09:52.220]  什麼叫做善良?
[00:09:52.220 --> 00:09:56.020]  所謂善良就是上帝
[00:09:56.020 --> 00:09:57.580]  上帝是唯獨善良
[00:09:57.580 --> 00:09:59.340]  所以叫你去做善事
[00:09:59.340 --> 00:10:01.060]  在聖經的原則下
[00:10:01.060 --> 00:10:02.180]  是叫你做什麼?
[00:10:02.180 --> 00:10:03.940]  做上帝的事
[00:10:03.940 --> 00:10:06.100]  所以這個世界除了基督徒裡面
[00:10:06.100 --> 00:10:08.380]  是沒有人做善事的
[00:10:08.380 --> 00:10:11.460]  因為最終的善事是上帝的事
[00:10:11.460 --> 00:10:13.380]  關於天國的事
[00:10:13.380 --> 00:10:17.260]  關於行上帝旨意的事
[00:10:17.260 --> 00:10:18.980]  我想大家都很記得
[00:10:18.980 --> 00:10:20.260]  一件事叫做十誡
[00:10:20.260 --> 00:10:22.980]  對於以色列人來說十誡是最重要的
[00:10:22.980 --> 00:10:25.420]  你問人十誡是什麼?
[00:10:25.420 --> 00:10:26.300]  人們會跟你說
[00:10:26.300 --> 00:10:28.660]  關於道德操守的事情
[00:10:28.660 --> 00:10:32.540]  十誡好像是一些道德的分配
[00:10:32.540 --> 00:10:34.180]  道德的教導
[00:10:34.180 --> 00:10:37.620]  但是你記得十誡裡面第一誡是什麼?
[00:10:37.620 --> 00:10:39.900]  第一誡不是所謂道德操守
[00:10:39.900 --> 00:10:41.260]  第一誡是什麼?
[00:10:41.260 --> 00:10:42.820]  我是耶和華你的神
[00:10:42.820 --> 00:10:44.940]  我將你從埃及地
[00:10:44.940 --> 00:10:46.460]  維羅茲加領出來
[00:10:46.460 --> 00:10:50.220]  除我以外你不可有別的神
[00:10:50.220 --> 00:10:52.860]  所以第十誡最終要告訴我們
[00:10:52.860 --> 00:10:54.740]  或者十誡要告訴我們
[00:10:54.740 --> 00:10:59.060]  是要跟隨上帝做他所喜悅的事
[00:10:59.060 --> 00:11:00.980]  做他的旨意
[00:11:00.980 --> 00:11:07.700]  十誡不是道德教訓這麼簡單
[00:11:07.700 --> 00:11:08.540]  所以這裡他說
[00:11:08.540 --> 00:11:10.220]  惡要嫌棄
[00:11:10.220 --> 00:11:11.300]  善要親近
[00:11:11.300 --> 00:11:12.380]  他在說什麼?
[00:11:12.380 --> 00:11:15.620]  他說所謂惡就是這個世界的事情
[00:11:15.620 --> 00:11:18.660]  所謂善就是上帝天國的事情
[00:11:18.660 --> 00:11:22.020]  保羅叫我們不單單做所謂好事
[00:11:22.020 --> 00:11:25.020]  保羅不是單單叫我們做一個有道德的人
[00:11:25.020 --> 00:11:27.780]  保羅叫我們要做天國的事
[00:11:27.780 --> 00:11:29.260]  要跟隨上帝
[00:11:29.260 --> 00:11:32.540]  保羅告訴我們
[00:11:32.540 --> 00:11:35.780]  我們要跟這個世界劃清界線
[00:11:35.780 --> 00:11:39.340]  其實這裡這一節是回應之前
[00:11:39.340 --> 00:11:40.780]  十二章第二節這麼說
[00:11:40.780 --> 00:11:42.980]  不要效法這個世界
[00:11:42.980 --> 00:11:45.620]  只要心意更生而變化
[00:11:45.620 --> 00:11:46.500]  你記得我剛才說
[00:11:46.500 --> 00:11:47.940]  Remapping your brain
[00:11:47.940 --> 00:11:52.700]  你整個腦袋要改造
[00:11:52.700 --> 00:11:54.500]  不要效法這個世界
[00:11:54.500 --> 00:11:56.380]  不要跟隨這個世界的人
[00:11:56.380 --> 00:11:59.900]  不要像香港人那樣去追求那些東西
[00:11:59.900 --> 00:12:02.700]  因為那些在耶和華眼中看為惡事
[00:12:02.700 --> 00:12:06.980]  相反你要追求天國的事
[00:12:06.980 --> 00:12:08.260]  你記得《約翰一書》
[00:12:08.260 --> 00:12:09.140]  大家都很熟的
[00:12:09.140 --> 00:12:10.140]  不要愛世界
[00:12:10.140 --> 00:12:11.260]  世界上的東西
[00:12:11.260 --> 00:12:12.820]  若有人愛世界
[00:12:12.820 --> 00:12:16.220]  愛父的心就不在他裡面
[00:12:16.220 --> 00:12:17.940]  什麼叫做行善
[00:12:17.940 --> 00:12:19.460]  追求天上的事情
[00:12:19.460 --> 00:12:20.940]  天國的事情
[00:12:20.940 --> 00:12:22.340]  什麼叫做行惡
[00:12:22.340 --> 00:12:23.820]  追求地上的事情
[00:12:23.820 --> 00:12:24.860]  好像這個世界
[00:12:24.860 --> 00:12:28.020]  效法這個世界的事情
[00:12:28.020 --> 00:12:28.940]  保羅繼續
[00:12:28.940 --> 00:12:32.980]  保羅說你們殷勤不可懶惰
[00:12:32.980 --> 00:12:36.700]  要靈裡火熱常常服侍主
[00:12:36.700 --> 00:12:39.620]  他說你們對上帝的熱切
[00:12:39.620 --> 00:12:42.020]  不可以散漫下來
[00:12:42.020 --> 00:12:43.780]  這裡保羅用了一個圖畫
[00:12:43.780 --> 00:12:45.540]  一個很精彩的圖畫
[00:12:45.540 --> 00:12:47.460]  他說你們要再靈裡火熱
[00:12:47.460 --> 00:12:50.220]  火熱這個原文的圖畫是什麼呢?
[00:12:50.220 --> 00:12:52.460]  是沸騰
[00:12:52.460 --> 00:12:54.140]  滾水
[00:12:54.140 --> 00:12:56.620]  今天還有沒有人煮滾水的?
[00:12:56.620 --> 00:12:59.020]  有沒有人不用姐姐幫忙煮滾水
[00:12:59.020 --> 00:13:01.700]  自己去看看那些滾水是怎麼滾的
[00:13:01.700 --> 00:13:02.860]  保羅畫了一個圖畫
[00:13:02.860 --> 00:13:05.420]  他說你們對上帝的熱切
[00:13:05.420 --> 00:13:06.700]  要沸騰
[00:13:06.700 --> 00:13:08.940]  要起泡的
[00:13:08.940 --> 00:13:15.140]  保羅說你們要堅持這個起泡
[00:13:15.140 --> 00:13:17.860]  我想很多時候我們聽人家說
[00:13:17.860 --> 00:13:21.180]  基督徒、剛剛信主那些慢慢來
[00:13:21.180 --> 00:13:23.020]  慢慢來
[00:13:23.020 --> 00:13:24.420]  不用這麼火熱的
[00:13:24.420 --> 00:13:26.300]  不要這麼癲狂
[00:13:26.300 --> 00:13:28.540]  保羅完全不同意這件事
[00:13:28.540 --> 00:13:31.540]  保羅從一開始已經跟你說
[00:13:31.540 --> 00:13:34.020]  我們要再靈裡火熱
[00:13:34.020 --> 00:13:36.180]  在我們自己的靈裡火熱
[00:13:36.180 --> 00:13:38.700]  在羅馬書的上下文裡說到
[00:13:38.700 --> 00:13:40.460]  靈可以代表聖靈
[00:13:40.460 --> 00:13:43.860]  保羅說我們重生得救的人
[00:13:43.860 --> 00:13:46.460]  現在再跟隨聖靈的律
[00:13:46.460 --> 00:13:48.100]  我們在聖靈掌管當中
[00:13:48.100 --> 00:13:50.980]  聖靈將我們從肉體裡釋放出來
[00:13:50.980 --> 00:13:54.300]  我們今天是隨從聖靈的帶來
[00:13:54.300 --> 00:13:57.540]  我們再不是跟隨這個世界
[00:13:57.540 --> 00:13:58.780]  在聖靈裡
[00:13:58.780 --> 00:14:00.940]  在我們自己的靈裡
[00:14:00.940 --> 00:14:04.620]  我們完全的沸騰、火熱
[00:14:04.620 --> 00:14:06.580]  這是一個健康的基督徒人生
[00:14:06.580 --> 00:14:11.140]  這是保羅所認識的唯一的基督徒人生
[00:14:11.140 --> 00:14:15.660]  這是在回應之前保羅已經在那裡說的一件事
[00:14:15.660 --> 00:14:19.300]  他說你要將身體獻上當作活祭
[00:14:19.300 --> 00:14:20.900]  這個活祭不是一時
[00:14:20.900 --> 00:14:24.420]  不是你去一個粉兄會
[00:14:24.420 --> 00:14:25.900]  那一晚你很火熱
[00:14:25.900 --> 00:14:27.500]  於是你說要獻上活祭
[00:14:27.500 --> 00:14:29.380]  第二天就不知道去了哪裡
[00:14:29.380 --> 00:14:32.340]  保羅說你不單要將自己獻上活祭
[00:14:32.340 --> 00:14:40.340]  而是你每天為上帝的緣故沸騰
[00:14:40.340 --> 00:14:44.820]  保羅這個思想太重要了
[00:14:44.820 --> 00:14:47.900]  因為除非我們對上帝的愛是沸騰
[00:14:47.900 --> 00:14:48.820]  說真的
[00:14:48.820 --> 00:14:52.180]  下面那兩點你都不用想了
[00:14:52.180 --> 00:14:56.060]  下面去愛人、去愛弟兄、去愛仇敵
[00:14:56.060 --> 00:15:00.660]  完全是基於我們對上帝的愛
[00:15:00.660 --> 00:15:02.660]  如果我們不愛上帝的話
[00:15:02.660 --> 00:15:04.540]  我們根本沒辦法做到
[00:15:04.540 --> 00:15:07.660]  之下保羅給我們的命令
[00:15:07.660 --> 00:15:09.580]  如果你今天去問保羅
[00:15:09.580 --> 00:15:12.500]  我們為什麼要這麼狂熱
[00:15:12.500 --> 00:15:14.460]  為什麼我們要這麼活祭
[00:15:14.460 --> 00:15:16.340]  你猜保羅會怎麼回答
[00:15:16.340 --> 00:15:18.260]  我想保羅的回答很簡單
[00:15:18.260 --> 00:15:21.580]  他說你知不知道為什麼我們必要成為活祭
[00:15:21.580 --> 00:15:24.500]  因為曾幾何時我們的主耶穌基督
[00:15:24.500 --> 00:15:26.220]  為著你和我的緣故
[00:15:26.220 --> 00:15:29.820]  成為一個活生生的祭物
[00:15:29.820 --> 00:15:31.420]  我們今天要做的事情
[00:15:31.420 --> 00:15:34.260]  其實是耶穌已經做了的
[00:15:34.260 --> 00:15:37.220]  甚至如果耶穌沒有為我們成為活祭的時候
[00:15:37.220 --> 00:15:40.540]  我請問你你哪裡有可能今天
[00:15:40.540 --> 00:15:43.180]  聽一篇道教你變成活祭
[00:15:43.180 --> 00:15:46.380]  但是因為耶穌為我們已經成了活祭
[00:15:46.380 --> 00:15:49.380]  今天你和我沒有其他的可能
[00:15:49.380 --> 00:15:51.580]  我們必須要成為活祭
[00:15:51.580 --> 00:15:54.340]  這是保羅的福音邏輯
[00:15:54.340 --> 00:15:56.140]  祂為我死
[00:15:56.140 --> 00:15:58.140]  我為祂活
[00:15:58.140 --> 00:15:59.180]  祂為我復活
[00:15:59.180 --> 00:16:02.740]  我今天可以為祂喪命
[00:16:02.740 --> 00:16:04.020]  我們多愛上帝
[00:16:04.020 --> 00:16:06.460]  為什麼?因為上帝先愛我們
[00:16:06.460 --> 00:16:08.060]  上帝先愛我們
[00:16:08.060 --> 00:16:10.500]  將祂的獨生子完全賜給我們
[00:16:10.500 --> 00:16:15.340]  於是今天我們對祂的回應就是我們愛祂
[00:16:15.340 --> 00:16:20.980]  而我們的愛和祂對我們的愛是要成為一個正比
[00:16:20.980 --> 00:16:25.220]  如果我們真的去熱切地愛上帝的時候
[00:16:25.220 --> 00:16:26.580]  保羅繼續說
[00:16:26.580 --> 00:16:28.420]  不單止你要愛上帝
[00:16:28.420 --> 00:16:31.660]  你愛上帝的人要愛弟兄
[00:16:31.660 --> 00:16:33.380]  十二章第十節這樣說
[00:16:33.380 --> 00:16:36.740]  愛弟兄要相親相愛
[00:16:36.740 --> 00:16:38.780]  恭敬人要彼此退讓
[00:16:38.780 --> 00:16:41.540]  他說你要愛弟兄
[00:16:41.540 --> 00:16:43.260]  相親相愛
[00:16:43.260 --> 00:16:44.900]  這個在原文裡面
[00:16:44.900 --> 00:16:47.540]  是一個字叫做Philadelphia
[00:16:47.540 --> 00:16:50.980]  對於我們家是很有特別的紀念價值
[00:16:50.980 --> 00:16:52.820]  因為我們之前還沒回來香港
[00:16:52.820 --> 00:16:54.340]  就在Philadelphia住
[00:16:54.340 --> 00:16:56.060]  Philadelphia這個字
[00:16:56.060 --> 00:16:57.940]  解作弟兄的愛
[00:16:57.940 --> 00:16:59.540]  City of brotherly love
[00:16:59.540 --> 00:17:00.660]  弟兄的愛
[00:17:00.660 --> 00:17:07.100]  保羅說我們在基督裡的人好像至親一樣
[00:17:07.100 --> 00:17:09.020]  他說我們的關係是什麼呢?
[00:17:09.020 --> 00:17:09.700]  是兄弟
[00:17:09.700 --> 00:17:12.100]  是至親
[00:17:12.100 --> 00:17:13.820]  可能有人會跟我說
[00:17:13.820 --> 00:17:14.940]  林牧師
[00:17:14.940 --> 00:17:16.740]  保羅也說得很有意思
[00:17:16.740 --> 00:17:18.900]  其實我們中國人也有這樣的想法
[00:17:18.900 --> 00:17:23.700]  所謂四海之內皆兄弟也
[00:17:23.700 --> 00:17:26.100]  四海之內皆兄弟也
[00:17:26.100 --> 00:17:28.140]  我們都是同一個祖宗
[00:17:28.140 --> 00:17:30.300]  所以我們當然是兄弟
[00:17:30.300 --> 00:17:32.500]  你猜保羅是不是這樣想的?
[00:17:32.500 --> 00:17:34.660]  保羅是不是說我們都是弟兄
[00:17:34.660 --> 00:17:36.500]  因為我們都有同一個祖宗
[00:17:36.500 --> 00:17:39.340]  我們的祖宗叫阿當
[00:17:39.340 --> 00:17:41.020]  《舊約聖經》裡面
[00:17:41.020 --> 00:17:43.820]  《創世紀》裡面也說我們都是同一個祖宗阿當
[00:17:43.820 --> 00:17:45.100]  無論外國人也好
[00:17:45.100 --> 00:17:46.620]  廣東人也好
[00:17:46.620 --> 00:17:48.020]  北京人也好
[00:17:48.020 --> 00:17:48.660]  台灣人
[00:17:48.660 --> 00:17:49.380]  香港人
[00:17:49.380 --> 00:17:51.620]  都是我們四海之內皆兄弟
[00:17:51.620 --> 00:17:53.060]  因為我們同一個祖宗
[00:17:53.060 --> 00:17:55.500]  我們血濃於水
[00:17:55.500 --> 00:17:56.860]  這個是不是保羅的意思?
[00:17:56.860 --> 00:18:00.300]  保羅是不是告訴我們我們的弟兄是因為這樣的緣故?
