
[00:00:00.000 --> 00:00:03.980]  上星期朱sir跟我們分享一個題目
[00:01:41.080 --> 00:01:43.080]  請你舉手來看
[00:01:43.080 --> 00:01:45.080]  嘩 太多人了
[00:01:45.080 --> 00:01:46.080]  不如我們反過來問
[00:01:46.080 --> 00:01:49.580]  不信的請你舉手
[00:01:49.580 --> 00:01:50.880]  很害怕吧
[00:01:50.880 --> 00:01:53.880]  所以基本上我們全部人都會相信
[00:01:53.880 --> 00:01:56.680]  主耶穌有一天會再回來
[00:01:56.680 --> 00:02:00.480]  其實彼得前書整卷的聖經
[00:02:00.480 --> 00:02:03.080]  他一直講一個很重要的信息
[00:02:03.080 --> 00:02:05.080]  就是主有一天會再回來
[00:02:05.080 --> 00:02:07.080]  並且他回來
[00:02:07.080 --> 00:02:11.780]  就不只是來探望這個世界這麼簡單
[00:02:11.780 --> 00:02:13.280]  而是他會做一件事
[00:02:13.280 --> 00:02:15.080]  這件事是很重要的
[00:02:15.080 --> 00:02:19.280]  就是他會進行一個審判
[00:02:19.280 --> 00:02:20.780]  而且這個審判
[00:02:20.780 --> 00:02:24.180]  按照彼得前書第四章的一至六節所說
[00:02:24.180 --> 00:02:26.580]  他不只是審判某一部分的人
[00:02:26.580 --> 00:02:29.380]  而是審判所有的人
[00:02:29.380 --> 00:02:33.380]  審判活人和死人
[00:02:33.380 --> 00:02:36.180]  那即是什麼
[00:02:36.180 --> 00:02:38.680]  即是包括所有人在這裡
[00:02:38.680 --> 00:02:43.080]  每一個人有一天都要被審
[00:02:43.080 --> 00:02:44.380]  那怎樣審呢
[00:02:44.380 --> 00:02:45.680]  其實不太清楚
[00:02:45.680 --> 00:02:47.380]  是否像法庭那樣審呢
[00:02:47.380 --> 00:02:49.380]  也不清楚
[00:02:49.380 --> 00:02:51.080]  最可怕的是
[00:02:51.080 --> 00:02:52.680]  朱sir也有一次說過
[00:02:52.680 --> 00:02:56.580]  就是如果我們將我們一生人所有的事
[00:02:56.580 --> 00:02:58.780]  你做過的事 甚至你想過的事
[00:02:58.780 --> 00:03:00.180]  全部鋪出來
[00:03:00.180 --> 00:03:02.380]  給這位公義正直
[00:03:02.380 --> 00:03:04.980]  聖潔的神審一下
[00:03:04.980 --> 00:03:07.480]  嘩 不得了
[00:03:07.480 --> 00:03:10.180]  不知道我們到時候
[00:03:10.180 --> 00:03:16.180]  那種狀態 感覺 各方面會是怎樣的
[00:03:16.180 --> 00:03:18.580]  其實整個彼得前書
[00:03:18.580 --> 00:03:20.380]  他說了好幾次
[00:03:20.380 --> 00:03:22.280]  神是會進行審判的
[00:03:22.280 --> 00:03:23.480]  而對於我們來說
[00:03:23.480 --> 00:03:25.280]  更加貼身的是什麼呢
[00:03:25.280 --> 00:03:28.280]  在彼得前書第四章的後半段
[00:03:28.280 --> 00:03:30.880]  他還在說一件事給我們聽
[00:03:30.880 --> 00:03:35.680]  他說 神的審判在哪裡開始
[00:03:35.680 --> 00:03:37.680]  在神的家那裡
[00:03:37.680 --> 00:03:39.880]  神的家在哪裡
[00:03:39.880 --> 00:03:40.880]  即是教會
[00:03:40.880 --> 00:03:46.780]  即是我們這裡都是神的家的一部分
[00:03:46.780 --> 00:03:55.880]  即是說審判是會由我們這個群體開始
[00:03:55.880 --> 00:04:00.680]  你會覺得 嘩 真是興奮
[00:04:00.680 --> 00:04:03.680]  我們先走
[00:04:03.680 --> 00:04:06.480]  結果是怎樣呢 不知道
[00:04:06.480 --> 00:04:11.880]  我們好像很少說到這些這麼嚴肅的課題
[00:04:11.880 --> 00:04:14.780]  即是我們將要面對一個審判
[00:04:14.780 --> 00:04:17.280]  我不知道你會不會覺得
[00:04:17.280 --> 00:04:20.880]  好像說主再回來這件事
[00:04:20.880 --> 00:04:26.180]  對我們好像越來越不是很切身
[00:04:26.180 --> 00:04:29.380]  我聽過有些人這樣說
[00:04:29.380 --> 00:04:30.980]  說主再回來
[00:04:30.980 --> 00:04:34.780]  由使徒時代 由初期教會
[00:04:34.780 --> 00:04:36.380]  一直說 說到現在
[00:04:36.380 --> 00:04:39.180]  都說了好多年了 都還沒回來
[00:04:39.180 --> 00:04:41.780]  看來主有很長時間都還沒回來
[00:04:41.780 --> 00:04:43.780]  你有沒有聽過別人這樣說
[00:04:43.780 --> 00:04:45.780]  有啊 有啊
[00:04:45.780 --> 00:04:49.780]  《彼得前書》大概是何時寫成的呢
[00:04:49.780 --> 00:04:56.580]  根據研究 最早有人說是主後六十多年
[00:04:56.580 --> 00:05:00.380]  最遲有人說是主後九十多年
[00:05:00.380 --> 00:05:04.080]  即是都是第一世紀的作品
[00:05:04.080 --> 00:05:06.980]  第一世紀 現在是二十一世紀了
[00:05:06.980 --> 00:05:10.680]  即是相距多少年
[00:05:10.680 --> 00:05:13.980]  沒有二千都一千九百多
[00:05:13.980 --> 00:05:18.180]  有些人會覺得說了差不多二千年了
[00:05:18.180 --> 00:05:20.180]  主都還沒回來
[00:05:20.180 --> 00:05:24.380]  那怎麼會萬物的結局近了呢
[00:05:24.380 --> 00:05:26.280]  我不知道大家有沒有這種觀念
[00:05:26.280 --> 00:05:27.980]  因為如果我們有這種觀念
[00:05:27.980 --> 00:05:31.580]  其實我們是不會重視這件事
[00:05:31.580 --> 00:05:33.280]  我們就會很鬆了
[00:05:33.280 --> 00:05:35.580]  我們就會覺得很久都還沒到
[00:05:35.580 --> 00:05:37.480]  我還有很多時間
[00:05:37.480 --> 00:05:39.880]  所以面對審判的日子
[00:05:39.880 --> 00:05:43.280]  其實都不是很快的
[00:05:43.280 --> 00:05:45.380]  我不知道你會不會這樣
[00:05:45.380 --> 00:05:47.780]  但我鼓勵你不要這樣想
[00:05:47.780 --> 00:05:49.280]  因為聖經告訴你
[00:05:49.280 --> 00:05:50.980]  在另一些地方告訴你
[00:05:50.980 --> 00:05:53.880]  主是隨時都可以回來的
[00:05:53.880 --> 00:05:56.980]  甚至形容到好像什麼
[00:05:56.980 --> 00:05:58.980]  好像賊一樣
[00:05:58.980 --> 00:06:00.180]  好像賊一樣
[00:06:00.180 --> 00:06:03.780]  賊是怎樣的
[00:06:03.780 --> 00:06:05.580]  怎麼會讓你知道呢
[00:06:05.580 --> 00:06:07.580]  我最近看了一段新聞
[00:06:07.580 --> 00:06:08.680]  是這樣說的
[00:06:08.680 --> 00:06:14.480]  在兩個豪宅裏面
[00:06:14.480 --> 00:06:16.980]  這兩個豪宅被人入屋
[00:06:16.980 --> 00:06:19.380]  暴竊和偷東西
[00:06:19.380 --> 00:06:23.180]  但是當時這兩間豪宅裏面
[00:06:23.180 --> 00:06:26.380]  都有人在活動
[00:06:26.380 --> 00:06:27.880]  他走了
[00:06:27.880 --> 00:06:29.580]  然後才發現
[00:06:29.580 --> 00:06:30.280]  為什麼會發現呢
[00:06:30.280 --> 00:06:32.180]  就是因為那個主人家
[00:06:32.180 --> 00:06:34.580]  想進去他自己的房間
[00:06:34.580 --> 00:06:38.180]  誰知道他自己的房間被人鎖住了
[00:06:38.180 --> 00:06:40.380]  在裏面反鎖了
[00:06:40.380 --> 00:06:42.480]  後來弄開了門
[00:06:42.480 --> 00:06:46.980]  才發現原來已經沒有幾十萬的財物了
[00:06:46.980 --> 00:06:49.480]  那個賊已經走了
[00:06:49.480 --> 00:06:52.280]  聖經形容主再回來的日子
[00:06:52.280 --> 00:06:54.780]  都好像賊進來一樣
[00:06:54.780 --> 00:06:56.480]  是你不知道的
[00:06:56.480 --> 00:06:57.880]  是不會發現的
[00:06:57.880 --> 00:07:00.280]  是突然間就會出現的
[00:07:00.280 --> 00:07:01.680]  所以按照這樣說
[00:07:01.680 --> 00:07:04.080]  主可不可以明天回來
[00:07:04.080 --> 00:07:05.080]  主可以明天回來
[00:07:05.080 --> 00:07:06.780]  可以兩個星期之後回來
[00:07:06.780 --> 00:07:09.180]  可以三個月之後回來
[00:07:09.180 --> 00:07:10.680]  可以明年回來
[00:07:10.680 --> 00:07:16.780]  當然也可能是很多年都還沒回來
[00:07:16.780 --> 00:07:18.980]  如果我們沒有一個準備
[00:07:18.980 --> 00:07:20.180]  我們沒有一個準備好
[00:07:20.180 --> 00:07:21.480]  我們自己的生命
[00:07:21.480 --> 00:07:22.980]  當主隨時回來
[00:07:22.980 --> 00:07:25.080]  我們要交這盤賬的時候
[00:07:25.080 --> 00:07:27.880]  不知道我們要交些什麼呢
[00:07:27.880 --> 00:07:28.980]  交出來的時候
[00:07:28.980 --> 00:07:30.780]  不知道主又會怎麼看呢
[00:07:30.780 --> 00:07:34.680]  我們換另一個角度說
[00:07:34.680 --> 00:07:38.680]  就算你說要煮很久都還沒回來
[00:07:38.680 --> 00:07:40.280]  你有沒有想過
[00:07:40.280 --> 00:07:41.880]  主不回來住
[00:07:41.880 --> 00:07:48.280]  你可能要回去呢
[00:07:48.280 --> 00:07:51.080]  我相信有一天我們離開這個世界的時候
[00:07:51.080 --> 00:07:52.780]  我們回到主的面前
[00:07:52.780 --> 00:07:57.580]  應該不單止是三幅第二條問題這樣問你的
[00:07:57.580 --> 00:08:02.280]  三幅第二條問題是怎麼問的
[00:08:02.280 --> 00:08:05.780]  這是第一條
[00:08:05.780 --> 00:08:06.880]  現在我們要重溫一下三幅
[00:08:06.880 --> 00:08:08.480]  因為我們要準備好
[00:08:08.480 --> 00:08:09.380]  第二條是什麼
[00:08:09.380 --> 00:08:11.380]  你來到天堂的門口
[00:08:11.380 --> 00:08:14.480]  神問你
[00:08:14.480 --> 00:08:16.380]  為什麼我要讓你進來
[00:08:16.380 --> 00:08:18.980]  你就說因為我信耶穌
[00:08:18.980 --> 00:08:21.280]  我相信有機會也是這樣問的
[00:08:21.280 --> 00:08:24.380]  不過我覺得應該不止這麼少
[00:08:24.380 --> 00:08:26.180]  我們仍然是需要
[00:08:26.180 --> 00:08:29.180]  可能要交賬的
[00:08:29.180 --> 00:08:31.380]  沒有人能夠知道
[00:08:31.380 --> 00:08:35.480]  自己有多久的生命
[00:08:35.480 --> 00:08:38.780]  所以按照這句話
[00:08:38.780 --> 00:08:41.080]  萬物的結局近了
[00:08:41.080 --> 00:08:44.080]  可以說是主回來的日子近了
[00:08:44.080 --> 00:08:46.580]  同樣當我們思考我們的生命的時候
[00:08:46.580 --> 00:08:47.680]  我們也要想一下
[00:08:47.680 --> 00:08:51.580]  其實有機會我們的日子也不多
[00:08:51.580 --> 00:08:52.980]  按照聖經說
[00:08:52.980 --> 00:08:54.180]  一般來說
[00:08:54.180 --> 00:08:56.180]  人一生是七十歲
[00:08:56.180 --> 00:08:58.980]  若是強壯的就八十
[00:08:58.980 --> 00:09:04.280]  當然現在強壯加上醫學的發達
[00:09:04.280 --> 00:09:07.780]  我們有機會去到一百
[00:09:07.780 --> 00:09:09.880]  也不少人的
[00:09:09.880 --> 00:09:13.780]  不過那又如何
[00:09:13.780 --> 00:09:18.780]  大把人可能在一個很早的日子
[00:09:18.780 --> 00:09:20.580]  生命已經流逝了
[00:09:20.580 --> 00:09:23.280]  有些人去到生命的晚期
[00:09:23.280 --> 00:09:25.780]  可能已經動都動不了
[00:09:25.780 --> 00:09:27.180]  到你想努力
[00:09:27.180 --> 00:09:31.580]  到你想拼命去回應主的時候
[00:09:31.580 --> 00:09:33.980]  你已經無能為力
[00:09:33.980 --> 00:09:34.980]  所以弟妹
[00:09:34.980 --> 00:09:36.980]  萬物的結局近了
[00:09:36.980 --> 00:09:42.680]  我們的日子也不會有很多
[00:09:42.680 --> 00:09:44.780]  我們是否應該趁這個機會
[00:09:44.780 --> 00:09:48.580]  好好把握去面對我們自己生命的狀況呢
[00:09:48.580 --> 00:09:52.180]  所以第七節他告訴我們一件事
[00:09:52.180 --> 00:09:55.080]  當我們思考到萬物的結局近了
[00:09:55.080 --> 00:09:58.480]  彼得在寫經文的時候
[00:09:58.480 --> 00:10:00.280]  他提醒我們一件事
[00:10:00.280 --> 00:10:02.680]  所以我們要做什麼呢
[00:10:02.680 --> 00:10:05.180]  就是要謹慎自守
[00:10:05.180 --> 00:10:07.880]  謹聖禱告
[00:10:07.880 --> 00:10:09.880]  其實謹慎自守
[00:10:09.880 --> 00:10:10.980]  謹聖禱告
[00:10:10.980 --> 00:10:14.580]  他的說法應該是這樣說的
[00:10:14.580 --> 00:10:17.180]  我們應該謹慎自守
[00:10:17.180 --> 00:10:19.780]  和謹聖地禱告
[00:10:19.780 --> 00:10:21.180]  用這兩種
[00:10:21.180 --> 00:10:24.380]  其實是接近的意思
[00:10:24.380 --> 00:10:26.180]  就是一種很謹慎自守
[00:10:26.180 --> 00:10:28.680]  很謹慎的態度
[00:10:28.680 --> 00:10:31.880]  去向上祈禱
[00:10:31.880 --> 00:10:33.980]  向主禱告
[00:10:33.980 --> 00:10:36.080]  萬物的結局近了
[00:10:36.080 --> 00:10:37.580]  我們就要這樣做
[00:10:37.580 --> 00:10:41.980]  謹慎和謹慎自守這個字
[00:10:41.980 --> 00:10:43.880]  其實他的意思是
[00:10:43.880 --> 00:10:45.480]  你很有智慧地
[00:10:45.480 --> 00:10:46.680]  很頭腦清晰
[00:10:46.680 --> 00:10:48.080]  很冷靜地
[00:10:48.080 --> 00:10:50.280]  很認清那個情勢
[00:10:50.280 --> 00:10:55.480]  這樣去祈禱
[00:10:55.480 --> 00:10:56.680]  現在我們這個世界
[00:10:56.680 --> 00:10:58.480]  有很多不同的東西
[00:10:58.480 --> 00:10:59.980]  很多不同的思想
[00:10:59.980 --> 00:11:00.880]  做法
[00:11:00.880 --> 00:11:02.180]  理論
[00:11:02.180 --> 00:11:04.180]  會衝進我們的生命裏面
[00:11:04.180 --> 00:11:06.280]  如果我們不謹慎
[00:11:06.280 --> 00:11:07.780]  不謹慎自守
[00:11:07.780 --> 00:11:08.980]  去禱告
[00:11:08.980 --> 00:11:10.980]  去尋求主
[00:11:10.980 --> 00:11:13.680]  你猜會發生什麼事呢
[00:11:13.680 --> 00:11:14.880]  你猜會發生什麼事呢
[00:11:14.880 --> 00:11:16.980]  其實耶穌早就說了
[00:11:16.980 --> 00:11:19.980]  我們就會跌入迷惑裏面
[00:11:19.980 --> 00:11:22.080]  跌入迷惑裏面
[00:11:22.080 --> 00:11:24.480]  為什麼這樣說呢
[00:11:24.480 --> 00:11:25.080]  彼得前書
[00:11:25.080 --> 00:11:26.580]  我們相信是彼得寫的
[00:11:26.580 --> 00:11:28.580]  彼得有一個遭遇
[00:11:28.580 --> 00:11:29.780]  就是什麼遭遇呢
[00:11:29.780 --> 00:11:32.680]  就是耶穌臨上十字架之前
[00:11:32.680 --> 00:11:33.780]  他去了一個地方
[00:11:33.780 --> 00:11:35.980]  叫做赫西瑪利縣這個原址裏面
[00:11:35.980 --> 00:11:37.280]  去祈禱
[00:11:37.280 --> 00:11:39.880]  聖經怎樣形容耶穌的祈禱呢
[00:11:39.880 --> 00:11:42.880]  因為他要面對一個很艱難的
[00:11:42.880 --> 00:11:45.380]  很重要的一個行動
[00:11:45.380 --> 00:11:46.580]  就是上十字架
[00:11:46.580 --> 00:11:47.380]  面對他的死
[00:11:47.380 --> 00:11:49.480]  以及要背負世人的罪
[00:11:49.480 --> 00:11:52.880]  這件事對他來說是非常艱難的
[00:11:52.880 --> 00:11:54.680]  然後他就去到那個地方
[00:11:54.680 --> 00:11:56.080]  在那裏祈禱
[00:11:56.080 --> 00:11:57.680]  聖經形容他祈禱
[00:11:57.680 --> 00:11:59.280]  祈禱到一個地步
[00:11:59.280 --> 00:12:01.080]  是怎樣呢
[00:12:01.080 --> 00:12:02.180]  滴汗
[00:12:02.180 --> 00:12:06.480]  現在滴的汗是血紅色的
[00:12:06.480 --> 00:12:08.880]  即是很激烈的那個禱告
[00:12:08.880 --> 00:12:10.080]  有些人是這樣研究的
[00:12:10.080 --> 00:12:12.080]  他說一個人如果很激烈
[00:12:12.080 --> 00:12:14.380]  很繃緊的時間
[00:12:14.380 --> 00:12:17.380]  他有機會有些表面的微絲管會爆
[00:12:17.380 --> 00:12:24.680]  所以滴出來的就會滲出一些血紅色的血色素
[00:12:24.680 --> 00:12:26.480]  所以就是紅色的那些血
[00:12:26.480 --> 00:12:28.180]  耶穌的狀況是這樣的
[00:12:28.180 --> 00:12:30.580]  但是他帶了幾個門徒去
[00:12:30.580 --> 00:12:32.180]  聖經的形容就是
[00:12:32.180 --> 00:12:33.980]  那些門徒距離耶穌有多遠呢
[00:12:33.980 --> 00:12:37.180]  就是扔一塊石頭那麼遠
[00:12:37.180 --> 00:12:39.680]  不知道你扔石頭扔得多遠
[00:12:39.680 --> 00:12:40.980]  我估計應該是這樣的
[00:12:40.980 --> 00:12:43.680]  我就應該如果拿一塊石頭
[00:12:43.680 --> 00:12:44.680]  即是手拿
[00:12:44.680 --> 00:12:47.780]  應該可以扔到牟威那裡的
[00:12:47.780 --> 00:12:50.080]  應該可以扔到牟威那裡的
[00:12:50.080 --> 00:12:51.480]  那麼距離那麼遠
[00:12:51.480 --> 00:12:52.880]  當距離那麼遠
[00:12:52.880 --> 00:12:54.180]  耶穌在那個台這裡
[00:12:54.180 --> 00:12:56.080]  幾個門徒在那邊
[00:12:56.080 --> 00:12:57.680]  那麼耶穌祈禱了一段時間之後
[00:12:57.680 --> 00:12:59.180]  他出去看看那些門徒
[00:12:59.180 --> 00:13:00.380]  關心一下那些門徒
[00:13:00.380 --> 00:13:03.080]  那麼看到他們做什麼
[00:13:03.080 --> 00:13:07.980]  看到他們疑似祈禱
[00:13:07.980 --> 00:13:09.380]  實質是睡覺
[00:13:09.380 --> 00:13:09.980]  是不是
[00:13:09.980 --> 00:13:10.580]  疑似祈禱
[00:13:10.580 --> 00:13:12.180]  因為他們躺下了
[00:13:12.180 --> 00:13:12.780]  是不是
[00:13:12.780 --> 00:13:14.880]  我們有時候睡覺還是祈禱
[00:13:14.880 --> 00:13:16.580]  我們都睡不著的
[00:13:16.580 --> 00:13:17.480]  OK
[00:13:17.480 --> 00:13:18.980]  那麼他們睡著了
[00:13:18.980 --> 00:13:20.980]  然後耶穌就跟他們說
[00:13:20.980 --> 00:13:22.980]  拍醒他們跟他們說
[00:13:22.980 --> 00:13:23.880]  叫他們做什麼
[00:13:23.880 --> 00:13:26.080]  勸他們做什麼
[00:13:26.080 --> 00:13:27.580]  要不要警醒
[00:13:27.580 --> 00:13:30.880]  免得入了迷惑
[00:13:30.880 --> 00:13:33.580]  我相信這件事對彼得來說
[00:13:33.580 --> 00:13:37.080]  是一個很深刻的一個經歷
[00:13:37.080 --> 00:13:38.880]  因為不止睡一次
[00:13:38.880 --> 00:13:41.380]  然後第二次也是睡著了
[00:13:41.380 --> 00:13:42.380]  是不是
[00:13:42.380 --> 00:13:43.780]  那裡說得很清楚
[00:13:43.780 --> 00:13:46.380]  當時的場景也是一個黑暗的場景
[00:13:46.380 --> 00:13:47.980]  耶穌提醒那些門徒說
[00:13:47.980 --> 00:13:50.280]  我們要警醒
[00:13:50.280 --> 00:13:51.280]  禱告
[00:13:51.280 --> 00:13:53.380]  免得入了迷惑
[00:13:53.380 --> 00:13:55.180]  所以彼得在這裡寫這段的時候
[00:13:55.180 --> 00:13:57.480]  他看到萬物的結局近了
[00:13:57.480 --> 00:13:58.580]  主載回來的日子
[00:13:58.580 --> 00:13:59.980]  他覺得很近了
[00:13:59.980 --> 00:14:02.880]  他就要提醒那些信徒
[00:14:02.880 --> 00:14:05.380]  我們要謹慎自守
[00:14:05.380 --> 00:14:07.380]  警醒禱告
[00:14:07.380 --> 00:14:09.180]  就是用這種態度
[00:14:09.180 --> 00:14:17.680]  去常常進入向主禱告的生命裏面
[00:14:17.680 --> 00:14:20.780]  當我們能夠這樣警醒
[00:14:20.780 --> 00:14:22.780]  這樣謹慎自守的祈禱
[00:14:22.780 --> 00:14:24.480]  我們就能夠避免
[00:14:24.480 --> 00:14:26.580]  跌入那個迷惑裏面
[00:14:26.580 --> 00:14:29.380]  當我們能夠避免跌入迷惑裏面
[00:14:29.380 --> 00:14:31.680]  我們面對我們生命的問題
[00:14:31.680 --> 00:14:33.280]  那些罪的狀況
[00:14:33.280 --> 00:14:35.280]  我們的罪性
[00:14:35.280 --> 00:14:39.080]  就會更加有能力去面對
[00:14:39.080 --> 00:14:42.480]  這是第一件事我想和大家分享的
[00:14:42.480 --> 00:14:44.180]  第二件事我想說的
[00:14:44.180 --> 00:14:46.980]  在第八節
[00:14:46.980 --> 00:14:48.180]  第八節
[00:14:48.180 --> 00:14:49.080]  我們一起讀這些字
[00:14:49.080 --> 00:14:49.680]  勝記好嗎
[00:14:49.680 --> 00:14:50.280]  第八節
[00:14:50.280 --> 00:14:52.280]  預備一二起
[00:14:52.280 --> 00:14:59.780]  是啦
[00:14:59.780 --> 00:15:00.480]  彼得再說
[00:15:00.480 --> 00:15:00.980]  他說
[00:15:00.980 --> 00:15:02.080]  最要緊的
[00:15:02.080 --> 00:15:04.480]  在所有事先
[00:15:04.480 --> 00:15:05.980]  做什麼
[00:15:05.980 --> 00:15:09.480]  要彼此切實相愛
[00:15:09.480 --> 00:15:13.580]  因為如果我們能夠彼此切實相愛
[00:15:13.580 --> 00:15:16.480]  就會發生一件事在我們當中
[00:15:16.480 --> 00:15:17.780]  就會發生什麼事
[00:15:17.780 --> 00:15:19.280]  那個愛
[00:15:19.280 --> 00:15:23.180]  能夠遮掩許多的罪
[00:15:23.180 --> 00:15:27.180]  能夠遮掩許多的罪
[00:15:27.180 --> 00:15:30.480]  什麼叫做彼此切實相愛
[00:15:30.480 --> 00:15:33.480]  彼此就是大家
[00:15:33.480 --> 00:15:34.780]  互相
[00:15:34.780 --> 00:15:36.280]  切實這個字
[00:15:36.280 --> 00:15:38.880]  除了有真真實實的意思之外
[00:15:38.880 --> 00:15:40.580]  其實它還有一種
[00:15:40.580 --> 00:15:42.380]  不是一次半次
[00:15:42.380 --> 00:15:43.680]  是一個恆久
[00:15:43.680 --> 00:15:46.880]  是一個長時間的狀態
[00:15:46.880 --> 00:15:47.380]  就是說
[00:15:47.380 --> 00:15:49.080]  其實他在說給我們聽
[00:15:49.080 --> 00:15:52.380]  如果我們要遮掩許多的罪
[00:15:52.380 --> 00:15:54.380]  我們就要恆久
[00:15:54.380 --> 00:15:57.180]  比較長時間
[00:15:57.180 --> 00:16:01.580]  很真真實實的進入那種相愛的狀況
[00:16:01.580 --> 00:16:02.680]  我經常想
[00:16:02.680 --> 00:16:08.880]  為什麼愛能夠遮掩許多的罪呢
[00:16:08.880 --> 00:16:10.880]  我們很清楚知道
[00:16:10.880 --> 00:16:13.880]  赦罪只有一個方法
[00:16:13.880 --> 00:16:16.680]  就是藉著耶穌基督的救恩
[00:16:16.680 --> 00:16:19.080]  我們的罪才能夠赦免
[00:16:19.080 --> 00:16:20.880]  想著想著就查書看看
[00:16:20.880 --> 00:16:24.180]  為什麼這裡說愛能夠遮掩許多的罪呢
[00:16:24.180 --> 00:16:25.580]  遮掩這個意思
[00:16:25.580 --> 00:16:27.580]  有一種好像消失了
[00:16:27.580 --> 00:16:28.680]  看不見了
[00:16:28.680 --> 00:16:31.180]  這樣的意思在這裡
[00:16:31.180 --> 00:16:33.680]  我就想
[00:16:33.680 --> 00:16:35.080]  參考一下別人怎麼說
[00:16:35.080 --> 00:16:37.380]  我就發覺
[00:16:37.380 --> 00:16:40.880]  我體會這段經文應該是這樣的意思
[00:16:40.880 --> 00:16:42.180]  有兩個意思
[00:16:42.180 --> 00:16:43.180]  第一
[00:16:43.180 --> 00:16:45.480]  就是因為我們生命裡面
[00:16:45.480 --> 00:16:48.180]  即使我們信了耶穌
[00:16:48.180 --> 00:16:51.980]  但是我們裡面仍然有很多性格
[00:16:51.980 --> 00:16:55.780]  人性的軟弱和陰暗面在這裡
[00:16:55.780 --> 00:16:57.780]  你們同不同意嗎
[00:16:57.780 --> 00:17:00.280]  就是信了耶穌的人
[00:17:00.280 --> 00:17:02.080]  都會犯罪的
[00:17:02.080 --> 00:17:05.480]  信了耶穌的人都會發脾氣的
[00:17:05.480 --> 00:17:08.880]  信了耶穌的人都會貪心的
[00:17:08.880 --> 00:17:10.380]  很多的問題
[00:17:10.380 --> 00:17:12.880]  很容易都會在我們的生命裡面
[00:17:12.880 --> 00:17:14.080]  一被激發
[00:17:14.080 --> 00:17:15.280]  一被誘惑
[00:17:15.280 --> 00:17:16.580]  一被試探
[00:17:16.580 --> 00:17:20.380]  都很容易會踩下去的
[00:17:20.380 --> 00:17:22.180]  這個你和我都很明白
[00:17:22.180 --> 00:17:27.480]  因為你和我都是差不多性情的人
[00:17:27.480 --> 00:17:30.980]  但是當我們在互動裡面
[00:17:30.980 --> 00:17:33.380]  如果當有一些
[00:17:33.380 --> 00:17:35.080]  很有機會引發你
[00:17:35.080 --> 00:17:36.180]  這些罪性
[00:17:36.180 --> 00:17:39.180]  這些性格的陰暗面走出來的東西
[00:17:39.180 --> 00:17:43.780]  能夠得到一個愛的回應
[00:17:43.780 --> 00:17:45.080]  譬如舉一個例子
[00:17:45.080 --> 00:17:47.180]  當你有一些事情
[00:17:47.180 --> 00:17:49.680]  令你怒氣沖沖的
[00:17:49.680 --> 00:17:51.380]  如果有人能夠用一個
[00:17:51.380 --> 00:17:55.280]  很有愛很溫和的說話來回應你
[00:17:55.280 --> 00:18:01.080]  可能你的怒氣就會降低
[00:18:01.080 --> 00:18:03.980]  不要輕視發脾氣
[00:18:03.980 --> 00:18:05.880]  不要輕視人的憤怒
[00:18:05.880 --> 00:18:09.980]  人的憤怒很可能會帶來什麼呢
[00:18:09.980 --> 00:18:14.080]  就是生命的傷害
[00:18:14.080 --> 00:18:17.680]  你看很多家裡的爭執
[00:18:17.680 --> 00:18:18.480]  你看很多
[00:18:18.480 --> 00:18:20.480]  甚至是基督徒家裡的爭執
[00:18:20.480 --> 00:18:24.280]  很多從怒氣所發生出來的問題
