
[00:00:00.000 --> 00:00:03.480]  好,在節目一樣是開始聽神的道義,先同心的禱告
[00:02:42.800 --> 00:02:46.480]  是自己很不喜歡、難以經歷的一些事情
[00:02:46.480 --> 00:02:49.520]  是自己很不喜歡、難以經歷的一些事情
[00:02:49.520 --> 00:02:52.280]  但是為甚麼仍然要去愛呢?
[00:02:52.280 --> 00:02:53.600]  但是為甚麼仍然要去愛呢?
[00:02:53.600 --> 00:02:55.440]  既然這麼辛苦了
[00:02:55.440 --> 00:02:56.760]  既然這麼辛苦
[00:02:56.760 --> 00:02:58.760]  不如就索性離開吧
[00:02:58.760 --> 00:03:00.120]  不如乾脆離開
[00:03:00.120 --> 00:03:03.080]  所以為甚麼今天的離婚率這麼高也是這個原因
[00:03:03.080 --> 00:03:06.800]  其實在這個世界離婚率這麼高也是這個原因
[00:03:06.800 --> 00:03:08.920]  為甚麼這麼多家暴也是這個原因
[00:03:08.920 --> 00:03:11.000]  為甚麼有這麼多家暴也是同樣的原因
[00:03:11.000 --> 00:03:13.080]  不開心就走
[00:03:13.080 --> 00:03:14.440]  不開心就離開
[00:03:14.440 --> 00:03:16.280]  開心的時候就叫做愛
[00:03:16.280 --> 00:03:17.640]  開心就叫做愛
[00:03:17.640 --> 00:03:19.160]  不開心就分
[00:03:19.160 --> 00:03:20.840]  不開心就分
[00:03:20.840 --> 00:03:24.080]  離婚就是不了解痛愛的意義
[00:03:24.080 --> 00:03:26.920]  離婚就是不了解痛愛的意義
[00:03:26.920 --> 00:03:30.480]  其實作為父母的應該比較容易明白
[00:03:30.480 --> 00:03:32.800]  作為父母的應該比較容易明白
[00:03:32.800 --> 00:03:35.080]  當你真的愛惜你的兒女
[00:03:35.080 --> 00:03:37.360]  當你愛惜你的兒女
[00:03:37.360 --> 00:03:40.040]  試問你的兒女有沒有生氣的時候
[00:03:40.040 --> 00:03:43.280]  當有沒有你的兒女非常生氣的時候呢?
[00:03:43.280 --> 00:03:44.040]  有沒有?
[00:03:44.040 --> 00:03:45.160]  有沒有?
[00:03:45.160 --> 00:03:46.360]  沒有就假了
[00:03:46.360 --> 00:03:47.960]  沒有肯定是假的
[00:03:47.960 --> 00:03:49.800]  氣得你「紮紮跳」
[00:03:49.800 --> 00:03:53.320]  氣得你這個痛心
[00:03:53.320 --> 00:03:54.760]  那為甚麼你還愛她呢?
[00:03:54.760 --> 00:03:56.320]  為甚麼你還愛她呢?
[00:03:56.320 --> 00:03:57.680]  作為你的配偶
[00:03:57.680 --> 00:03:58.760]  作為你的配偶
[00:03:58.760 --> 00:04:01.840]  有沒有特別留意結婚之後
[00:04:01.840 --> 00:04:03.520]  特別留意結婚之後
[00:04:03.520 --> 00:04:06.920]  真的有時候真的氣得你「紮紮跳」
[00:04:06.920 --> 00:04:09.160]  就是有時候非要你愛
[00:04:09.160 --> 00:04:11.840]  就是這個就是不開心的時候
[00:04:11.840 --> 00:04:15.120]  那為甚麼你又不率性離開正義而愛她呢?
[00:04:15.120 --> 00:04:15.960]  你說不離開
[00:04:15.960 --> 00:04:17.080]  你說愛她呢?
[00:04:17.080 --> 00:04:18.760]  痛愛有一個原因
[00:04:18.760 --> 00:04:20.280]  痛愛有一個原因
[00:04:20.280 --> 00:04:21.960]  就是因為你想那個人好
[00:04:21.960 --> 00:04:23.600]  你希望這個人好
[00:04:23.600 --> 00:04:26.480]  基督教和其他宗教有些不同
[00:04:26.480 --> 00:04:28.640]  基督教和其他宗教有些不同
[00:04:28.640 --> 00:04:30.600]  就是無論那個對象是哪一個
[00:04:30.600 --> 00:04:31.520]  只要你是愛她
[00:04:31.520 --> 00:04:33.080]  你總想她是好的
[00:04:33.080 --> 00:04:34.200]  只要你愛她
[00:04:34.200 --> 00:04:35.800]  你怎樣想她好?
[00:04:35.800 --> 00:04:38.320]  最近我認識了一個朋友
[00:04:38.320 --> 00:04:39.840]  最近我認識了一個朋友
[00:04:39.840 --> 00:04:41.200]  他在做一份工作
[00:04:41.200 --> 00:04:42.480]  他在做一份工作
[00:04:42.480 --> 00:04:43.280]  他每天都說
[00:04:43.280 --> 00:04:45.120]  「我做不成…做不成…做不成…」
[00:04:45.120 --> 00:04:48.040]  就說這個事做不好
[00:04:48.040 --> 00:04:49.800]  但是做不成也好
[00:04:49.800 --> 00:04:50.640]  做不好也好
[00:04:50.640 --> 00:04:51.840]  機會還在你面前
[00:04:51.840 --> 00:04:52.760]  機會還在你面前
[00:04:52.760 --> 00:04:53.560]  不要放棄
[00:04:53.560 --> 00:04:54.640]  不要放棄
[00:04:54.640 --> 00:04:57.000]  就是你仍然喜愛做這份工作
[00:04:57.000 --> 00:04:58.880]  你仍然喜愛做這份工作
[00:04:58.880 --> 00:05:00.000]  無論多困難也好
[00:05:00.000 --> 00:05:01.320]  無論多困難也好
[00:05:01.320 --> 00:05:02.120]  沒錯
[00:05:02.120 --> 00:05:02.600]  沒錯
[00:05:02.600 --> 00:05:04.120]  所以我立定心志
[00:05:04.120 --> 00:05:05.240]  所以我立定心志
[00:05:05.240 --> 00:05:07.320]  做到我做不到我才放棄
[00:05:07.320 --> 00:05:10.600]  我做到我做不到才放棄
[00:05:10.600 --> 00:05:12.240]  但是在聖經裏面的神
[00:05:12.240 --> 00:05:13.200]  在聖經裏面的神
[00:05:13.200 --> 00:05:15.320]  是真實我們這個創造的主
[00:05:15.320 --> 00:05:17.120]  是真實我們這個創造的主
[00:05:17.120 --> 00:05:20.160]  他無論做不到都好的情況
[00:05:20.160 --> 00:05:21.480]  即使做不到的情況
[00:05:21.480 --> 00:05:23.880]  他仍然是這麼愛錫人
[00:05:23.880 --> 00:05:25.360]  他仍然是這麼愛錫人
[00:05:25.360 --> 00:05:27.360]  用於付自己的代價
[00:05:27.360 --> 00:05:28.800]  用於付自己的代價
[00:05:28.800 --> 00:05:30.760]  來成全對方的好處
[00:05:30.760 --> 00:05:32.400]  來成全對方的好處
[00:05:32.400 --> 00:05:35.400]  上帝為甚麼要將耶穌基督犧牲給我們?
[00:05:35.400 --> 00:05:37.200]  上帝為甚麼要將耶穌基督犧牲給我們?
[00:05:37.200 --> 00:05:41.120]  亦都因為祂對我們的同愛
[00:05:41.120 --> 00:05:42.120]  亦都因為祂對我們的同愛
[00:05:42.120 --> 00:05:45.680]  你和我可以說是激到嘩啦嘩啦跳的
[00:05:45.680 --> 00:05:51.520]  就是我們都是讓耶和華神都非常生氣的人
[00:05:51.520 --> 00:05:54.440]  但上帝為甚麼仍然給你機會認識祂呢?
[00:05:54.440 --> 00:05:57.040]  為甚麼給機會讓我去認識祂呢?
[00:05:57.040 --> 00:05:59.000]  你還可以打開那本聖經來看
[00:05:59.000 --> 00:06:00.240]  為甚麼打開這本聖經去看呢?
[00:06:00.240 --> 00:06:01.840]  你有沒有這種感受啊?
[00:06:01.840 --> 00:06:03.800]  每次打開這本聖經的時候
[00:06:03.800 --> 00:06:05.440]  每當你打開聖經的時候
[00:06:05.440 --> 00:06:08.160]  上帝仍然將它打開讓我們去看
[00:06:08.160 --> 00:06:10.520]  上帝仍然打開讓我們去看
[00:06:10.520 --> 00:06:13.240]  而這個亦都是我們今天所看的這段經文的繼續
[00:06:13.240 --> 00:06:15.840]  因此我們今天看到這段經文的延續
[00:06:15.840 --> 00:06:18.440]  今天我們會繼續看《使徒行傳》第26章
[00:06:18.440 --> 00:06:20.120]  今天我們繼續看《使徒行傳》第26章
[00:06:20.120 --> 00:06:23.280]  今天我們從第12節開始看,看到第23節
[00:06:23.280 --> 00:06:25.120]  從第12節開始看到第23節
[00:06:25.120 --> 00:06:26.720]  在這段聖經裏面
[00:06:26.720 --> 00:06:28.320]  在這段聖經裏面
[00:06:28.320 --> 00:06:30.800]  我們見到一個人物叫做保羅
[00:06:30.800 --> 00:06:32.640]  我們見到一個人物叫做保羅
[00:06:32.640 --> 00:06:34.560]  上幾堂主教我們已經講過了
[00:06:34.560 --> 00:06:36.200]  上幾堂主教我們已經講過了
[00:06:36.200 --> 00:06:39.760]  在保羅的身邊,所有的人都滿大居心
[00:06:39.760 --> 00:06:43.400]  在保羅的身邊,所有的人都滿大居心
[00:06:43.400 --> 00:06:46.080]  各為他自己的意思
[00:06:46.080 --> 00:06:47.640]  各為他自己的意思
[00:06:47.640 --> 00:06:51.440]  而在過程當中,希望藉著保羅可以得到一些利益
[00:06:51.440 --> 00:06:53.760]  而在過程當中,希望藉著保羅可以得到一些利益
[00:06:53.760 --> 00:06:55.480]  個個都別有用心的人
[00:06:55.480 --> 00:06:57.040]  個個都別有用心的人
[00:06:57.040 --> 00:06:58.600]  你以為保羅不知道嗎?
[00:06:58.600 --> 00:06:59.960]  你以為保羅不知道嗎?
[00:06:59.960 --> 00:07:02.120]  保羅是一個有上帝的靈的人
[00:07:02.120 --> 00:07:03.840]  保羅是一個有上帝的靈的人
[00:07:03.840 --> 00:07:05.720]  保羅是一個有上帝的靈的人
[00:07:05.720 --> 00:07:06.800]  有上帝的靈的人
[00:07:06.800 --> 00:07:08.640]  在事物的透析度很強
[00:07:08.640 --> 00:07:11.360]  在事物的透析度很強
[00:07:11.360 --> 00:07:13.360]  當他見到一些人士
[00:07:13.360 --> 00:07:14.200]  當他見到一些人士
[00:07:14.200 --> 00:07:15.360]  來到他面前的時候
[00:07:15.360 --> 00:07:16.560]  來到他面前的時候
[00:07:16.560 --> 00:07:19.960]  很容易,也很快會知道這個人的動機是如何
[00:07:19.960 --> 00:07:22.600]  也很容易知道這個人的動機是什麼
[00:07:22.600 --> 00:07:25.600]  保羅不是不知道當時的那個菲利斯
[00:07:25.600 --> 00:07:25.600]  保羅不是不知道當時的那個菲利斯
[00:07:25.600 --> 00:07:27.040]  究竟想怎樣對待他
[00:07:27.040 --> 00:07:30.000]  保羅不是不知道菲利斯想怎樣對待他
[00:07:30.000 --> 00:07:32.480]  他不是不知道後來緊接他的菲斯都
[00:07:32.480 --> 00:07:34.000]  他不是不知道菲斯都想怎樣對待他
[00:07:34.000 --> 00:07:37.280]  他不是不知道菲斯都想怎樣對待他
[00:07:37.280 --> 00:07:41.040]  保羅不是不知道控告他的猶太人怎樣惡待他
[00:07:41.040 --> 00:07:44.840]  也不是不知道控告他的猶太人怎樣惡待他
[00:07:44.840 --> 00:07:46.840]  甚至保羅不是不清楚
[00:07:46.840 --> 00:07:46.840]  甚至保羅不是不清楚
[00:07:46.840 --> 00:07:49.880]  現在就坐在他面前的這個希臘王
[00:07:49.880 --> 00:07:49.880]  現在就坐在他面前的這個希臘王
[00:07:49.880 --> 00:07:52.160]  阿基帕王和他的女人
[00:07:52.160 --> 00:07:53.440]  是什麼動機坐在他面前
[00:07:53.440 --> 00:07:53.480]  他不是不知道坐在他面前的這個阿基帕王
[00:07:53.480 --> 00:07:56.720]  他不是不知道坐在他面前的這個阿基帕王
[00:07:56.720 --> 00:08:00.040]  希臘王的動機
[00:08:00.040 --> 00:08:05.240]  不要說那些其他KFA的軍事尊貴
[00:08:05.240 --> 00:08:08.680]  我們不再去講那些中國的軍事
[00:08:08.680 --> 00:08:09.760]  保羅其實可以說
[00:08:09.760 --> 00:08:12.600]  我為了脫身不如討好他們
[00:08:12.600 --> 00:08:14.840]  保羅說我為了討好他們
[00:08:14.840 --> 00:08:16.320]  為了脫身我討好他們
[00:08:16.320 --> 00:08:17.520]  沒有
[00:08:17.520 --> 00:08:19.800]  反而保羅在第十二章裡面
[00:08:19.800 --> 00:08:22.760]  把自己清清楚楚的在他面前
[00:08:22.760 --> 00:08:25.240]  無懼的坦白在他們面前
[00:08:25.240 --> 00:08:26.800]  在來到十二節的時候
[00:08:26.800 --> 00:08:31.480]  保羅清清晰晰的無懼的坦白在他們面前
[00:08:31.480 --> 00:08:34.600]  目的是因為保羅仍然本著上帝給他差命
[00:08:34.600 --> 00:08:38.280]  和上帝那份痛愛人的心情
[00:08:38.280 --> 00:08:42.040]  他仍然是本著上帝給他那份差命
[00:08:42.040 --> 00:08:44.760]  和上帝對人同愛的過程
[00:08:44.760 --> 00:08:46.600]  甚至可能對自己不利都好
[00:08:46.600 --> 00:08:48.080]  甚至對自己不利都好
[00:08:48.080 --> 00:08:50.000]  保羅仍然躺開讓他們知道
[00:08:50.000 --> 00:08:52.160]  保羅仍然躺開讓他們知道
[00:08:52.160 --> 00:08:53.280]  藉此見證
[00:08:53.280 --> 00:08:55.920]  究竟怎樣臨到這個世界上
[00:08:55.920 --> 00:08:57.800]  救恩如何臨到這個世界上
[00:08:57.800 --> 00:09:01.680]  我們來看看救恩怎樣臨到保羅身上
[00:09:01.680 --> 00:09:03.840]  我們來看看救恩是怎樣臨到保羅身上
[00:09:03.840 --> 00:09:05.920]  我們先打開聖經
[00:09:05.920 --> 00:09:08.440]  司徒行傳第二十六章第十二節
[00:09:08.440 --> 00:09:10.440]  我們先看第十二節
[00:09:10.440 --> 00:09:12.720]  一直到第十八節的經文
[00:09:12.720 --> 00:09:15.520]  我們先看十二到十八節的經文
[00:09:15.520 --> 00:09:17.920]  剛才Wendy已經幫我們讀過一次了
[00:09:17.920 --> 00:09:19.480]  剛才已經幫我們讀過一次了
[00:09:19.480 --> 00:09:21.040]  我們自己再讀一次
[00:09:21.040 --> 00:09:22.080]  我們自己再多讀一次
[00:09:22.080 --> 00:09:24.360]  讀完之後我們一起讀和合本聖經
[00:09:24.360 --> 00:09:26.120]  讀完之後我們一起讀和合本聖經
[00:09:26.120 --> 00:09:28.120]  從二十六章十二節開始讀
[00:09:28.120 --> 00:09:31.120]  從二十六到十八節開始讀
[00:09:31.120 --> 00:09:32.120]  我們一起讀
[00:09:32.120 --> 00:09:33.200]  我們一起來讀
[00:09:33.200 --> 00:09:40.440]  那時我領了祭司長的權柄和命令往大馬時鑑去
[00:09:40.440 --> 00:09:44.440]  王啊,我在路上享悟的時候
[00:09:44.440 --> 00:09:48.600]  看見從天發光比日頭還亮
[00:09:48.600 --> 00:09:52.120]  四面朝著我並與我同行的人
[00:09:52.120 --> 00:09:54.360]  我們都撲倒在地
[00:09:54.360 --> 00:09:59.000]  我就聽見有聲音用希伯來話向我說
[00:09:59.000 --> 00:10:02.560]  「蘇羅,蘇羅,為什麼逼迫我?」
[00:10:02.560 --> 00:10:05.560]  「你用腳踢刺是難的」
[00:10:05.560 --> 00:10:08.560]  我說「主啊,你是誰?」
[00:10:08.560 --> 00:10:12.560]  主說「我就是你所逼迫的耶穌」
[00:10:12.560 --> 00:10:16.560]  「你起來站著,我特意向你顯現」
[00:10:16.560 --> 00:10:19.960]  「要派你作執事、作見證」
[00:10:19.960 --> 00:10:25.960]  「將你所看見的事和我將要指示你的事證明出來」
[00:10:25.960 --> 00:10:29.960]  「我也要救你處理百姓和外邦人的手」
[00:10:29.960 --> 00:10:32.960]  「我差你到他們那裡去」
[00:10:32.960 --> 00:10:35.960]  「要叫他們的眼睛得開」
[00:10:35.960 --> 00:10:37.960]  「從黑暗中歸向光明」
[00:10:37.960 --> 00:10:40.960]  「從撒旦權下歸向上帝」
[00:10:40.960 --> 00:10:43.960]  「又恩訊我登蒙謝罪」
[00:10:43.960 --> 00:10:47.960]  「和一切誠聖的人同德基耶」
[00:10:47.960 --> 00:10:51.960]  讀到這段聖經大家應該很熟悉
[00:10:51.960 --> 00:10:53.960]  讀到這段聖經大家應該很熟悉
[00:10:53.960 --> 00:10:57.960]  你會發覺到這段聖經似曾相識
[00:10:57.960 --> 00:11:00.960]  這段聖經好像似曾相識
[00:11:00.960 --> 00:11:04.960]  因為類似的保羅德教見證
[00:11:04.960 --> 00:11:07.960]  在聖經裡不只是這裡記載
[00:11:07.960 --> 00:11:11.960]  保羅類似的德教見證不是在這裡記載
[00:11:11.960 --> 00:11:13.960]  聖經問答
[00:11:13.960 --> 00:11:17.960]  記不記得在哪個視頻中提及過
[00:11:17.960 --> 00:11:19.960]  在哪個視頻中提及過
[00:11:19.960 --> 00:11:20.960]  有沒有?弟兄姊妹
[00:11:20.960 --> 00:11:22.960]  知道的話就看我
[00:11:22.960 --> 00:11:24.960]  知道的話請看我
[00:11:24.960 --> 00:11:28.960]  你們的眼神好像飄離我的視線
[00:11:28.960 --> 00:11:31.960]  你們的眼神好像飄離了我的視線
[00:11:31.960 --> 00:11:32.960]  第幾章?
[00:11:32.960 --> 00:11:34.960]  第二章
[00:11:34.960 --> 00:11:36.960]  第幾章?
[00:11:36.960 --> 00:11:37.960]  第九章
[00:11:37.960 --> 00:11:39.960]  第九章是嗎?
[00:11:39.960 --> 00:11:41.960]  衛東心水清了
[00:11:41.960 --> 00:11:43.960]  衛東解決了一個問題
[00:11:43.960 --> 00:11:45.960]  大家可以看我
[00:11:45.960 --> 00:11:48.960]  但不只是第九章
[00:11:48.960 --> 00:11:49.960]  還有二十二章
[00:11:49.960 --> 00:11:51.960]  還有第二十二章
[00:11:51.960 --> 00:11:54.960]  你答完他們就不用怕了
[00:11:54.960 --> 00:11:58.960]  原來早在《使徒行尊》第九章和第二十二章裡
[00:11:58.960 --> 00:12:03.960]  都分別記載過兩次保羅的德教見證
[00:12:03.960 --> 00:12:08.960]  在《使徒行尊》第九章和二十二章都記載了
[00:12:08.960 --> 00:12:11.960]  保羅的德教見證
[00:12:11.960 --> 00:12:14.960]  既然讀聖經我們讀到這裡
[00:12:14.960 --> 00:12:18.960]  應該我們作為讀者就有一個比較優越的位置
[00:12:18.960 --> 00:12:23.960]  作為讀聖經作為讀者讀到這裡應該有一個優越的位置
[00:12:23.960 --> 00:12:25.960]  那我又要問一條問題了
[00:12:25.960 --> 00:12:26.960]  那我又要問一個問題
[00:12:26.960 --> 00:12:31.960]  那保羅在這裡第二十六章的記載他的德教見證
[00:12:31.960 --> 00:12:34.960]  在這裡二十六章的見證
[00:12:34.960 --> 00:12:39.960]  和在第九章和第二十二章裡的記載又有什麼分別呢?
[00:12:39.960 --> 00:12:43.960]  和第九章和第二十二章又有什麼分別呢?
[00:12:43.960 --> 00:12:44.960]  有什麼分別呢?
[00:12:44.960 --> 00:12:47.960]  有什麼分別呢?
[00:12:47.960 --> 00:12:49.960]  知道的又看一下我好不好?
[00:12:49.960 --> 00:12:51.960]  知道的可以看一下我
[00:12:51.960 --> 00:12:52.960]  有沒有?
[00:12:52.960 --> 00:12:53.960]  有沒有?
[00:12:53.960 --> 00:12:56.960]  有沒有人敢看我呢?
[00:12:56.960 --> 00:12:57.960]  有什麼不同呢?
[00:12:57.960 --> 00:13:01.960]  有什麼不同呢?
[00:13:01.960 --> 00:13:04.960]  原來在第二十六章裡
[00:13:04.960 --> 00:13:06.960]  原來在第二十六章裡
[00:13:06.960 --> 00:13:12.960]  當我們比較在第九章和第二十二章保羅的信主過程
[00:13:12.960 --> 00:13:12.960]  當我們比較在第二十六章和第二十二章保羅的信主過程
[00:13:12.960 --> 00:13:16.960]  那比較第九章和第二十二章的信主過程
[00:13:16.960 --> 00:13:16.960]  那比較第二十六章和第二十二章的信主過程
[00:13:16.960 --> 00:13:18.960]  有一些東西在這裡有說
[00:13:18.960 --> 00:13:20.960]  在其他的兩章是沒有說過的
[00:13:20.960 --> 00:13:22.960]  有一些事情在這裡有記載
[00:13:22.960 --> 00:13:24.960]  其他兩章沒有記載
[00:13:24.960 --> 00:13:26.960]  為了時間的關係
[00:13:26.960 --> 00:13:27.960]  為了時間的關係
[00:13:27.960 --> 00:13:31.960]  我就簡單的將不同的地方告訴大家
[00:13:31.960 --> 00:13:32.960]  我就簡單的將不同的地方告訴大家
[00:13:32.960 --> 00:13:33.960]  我是將不同的地方告訴大家
[00:13:33.960 --> 00:13:35.960]  第一,我們去看回聖經
[00:13:35.960 --> 00:13:42.960]  保羅在當時對著希律王說
[00:13:42.960 --> 00:13:44.960]  保羅在當時對著希律王說
[00:13:44.960 --> 00:13:48.960]  我在大馬士革的經歷裡
[00:13:48.960 --> 00:13:50.960]  我在大馬士革的經歷裡
[00:13:50.960 --> 00:13:52.960]  曾經遇過這樣的事件
[00:13:52.960 --> 00:13:53.960]  曾經遇過這樣的事件
[00:13:53.960 --> 00:13:57.960]  他說我走在大馬士革路上的時候
[00:13:57.960 --> 00:13:59.960]  約在五間的時間
[00:13:59.960 --> 00:14:01.960]  約在五間的時間
[00:14:01.960 --> 00:14:05.960]  就看見從天發光
[00:14:05.960 --> 00:14:07.960]  就看見從天發光
[00:14:07.960 --> 00:14:09.960]  第一個不同的地方就出現了
[00:14:09.960 --> 00:14:10.960]  第一個不同的地方就出現了
[00:14:10.960 --> 00:14:11.960]  第一個不同的地方就出現了
[00:14:11.960 --> 00:14:14.960]  在這裡保羅說比日頭還亮
[00:14:14.960 --> 00:14:14.960]  在這裡保羅說比日頭還亮
[00:14:14.960 --> 00:14:15.960]  比日頭還亮
[00:14:15.960 --> 00:14:19.960]  如果我們比較在第九章和第二十二章裡的時候
[00:14:19.960 --> 00:14:24.960]  如果我們比較在第九章和第二十二章的時候
[00:14:24.960 --> 00:14:26.960]  第九章裡面
[00:14:26.960 --> 00:14:28.960]  在那裡記載有光
[00:14:28.960 --> 00:14:29.960]  在那裡記載有光
[00:14:29.960 --> 00:14:31.960]  然後保羅瞎了眼
[00:14:31.960 --> 00:14:33.960]  然後保羅瞎了眼
[00:14:33.960 --> 00:14:36.960]  第二,在第二十二章裡面
[00:14:36.960 --> 00:14:37.960]  第二,在第二十二章裡面
[00:14:37.960 --> 00:14:38.960]  記載有光
[00:14:38.960 --> 00:14:39.960]  記載有光
[00:14:39.960 --> 00:14:40.960]  記載有光
[00:14:40.960 --> 00:14:42.960]  不過當時所有人都看不到什麼
[00:14:42.960 --> 00:14:43.960]  不過當時所有人都看不到什麼
[00:14:43.960 --> 00:14:44.960]  其他人都看不到
[00:14:44.960 --> 00:14:45.960]  只有保羅聽見有聲音
[00:14:45.960 --> 00:14:46.960]  只有保羅聽見有聲音
[00:14:46.960 --> 00:14:47.960]  只有保羅聽見有聲音
[00:14:47.960 --> 00:14:54.360]  但在這裏就記載到光比白天的光更強
[00:14:54.360 --> 00:14:55.860]  光比白天還亮
[00:14:55.860 --> 00:14:59.560]  在這裏保羅要強調的是什麽呢?
[00:14:59.560 --> 00:15:01.060]  保羅要強調的是什麽呢?
[00:15:01.060 --> 00:15:04.460]  有些大型節目說他在作弄人,越作越大了
[00:15:04.460 --> 00:15:11.360]  就是越編越大了
[00:15:11.360 --> 00:15:16.360]  就是講吹牛,吹牛吹得越來越大,是不是這樣?不是
[00:15:16.360 --> 00:15:19.060]  是不是吹牛越吹越大呢?不是
[00:15:19.060 --> 00:15:29.260]  保羅在這裏強調光比白天還亮,四面照著我並與我同行的人
[00:15:29.260 --> 00:15:36.760]  我們全部撲倒,只有我聽到聲音
[00:15:36.760 --> 00:15:42.460]  保羅在這裏記載特別強調是他聽到這個聲音
[00:15:42.460 --> 00:15:47.860]  而且是用希伯來話來對我說
[00:15:47.860 --> 00:15:51.660]  我聽到聲音,並且這聲音是希伯來語來講
[00:15:51.660 --> 00:15:55.960]  在《仕途行傳》裏面,我已經多次曾經和大家提到
[00:15:55.960 --> 00:15:58.960]  在《仕途行傳》裏面,我多次和大家提到
[00:15:58.960 --> 00:16:03.460]  當聖經特意提到用一種語言的時候
[00:16:03.460 --> 00:16:06.260]  當聖經特意提到一種語言的時候
[00:16:06.260 --> 00:16:08.360]  就一定有它其特別的用意
[00:16:08.360 --> 00:16:10.360]  一定有其特別的意義
[00:16:10.360 --> 00:16:11.860]  還記不記得是什麽用意?
[00:16:11.860 --> 00:16:16.560]  還記不記得是什麽用意?
[00:16:16.560 --> 00:16:19.560]  比如給大家幾個例子
[00:16:19.560 --> 00:16:21.860]  記不記得在《仕途行傳》最初
[00:16:21.860 --> 00:16:27.560]  當信徒聚在耶路撒冷一間屋裏面的時候
[00:16:27.560 --> 00:16:30.860]  當信徒聚在一間屋裏的時候
[00:16:30.860 --> 00:16:35.060]  正在祈禱的時候,聖靈就如火一樣降臨在他們身上
[00:16:35.060 --> 00:16:37.360]  聖靈如火一樣降臨在他們身上
[00:16:37.360 --> 00:16:40.060]  當聖靈在他們身上的時候,然後怎麽樣?
[00:16:40.060 --> 00:16:41.760]  聖靈在他們身上會怎麽樣?
