
[00:00:00.000 --> 00:00:03.920]  各位聽眾朋友,我們繼續讀《譚耀利書》
[00:05:53.400 --> 00:05:55.600]  於是他就跟丹尼說
[00:05:55.600 --> 00:05:58.440]  我深信你的神
[00:05:58.440 --> 00:06:00.120]  必保護你
[00:06:00.120 --> 00:06:02.080]  真的挺好的見證
[00:06:02.080 --> 00:06:04.560]  連皇帝都知道
[00:06:04.560 --> 00:06:07.400]  神一定會救他
[00:06:07.400 --> 00:06:09.000]  結果那一晚
[00:06:09.000 --> 00:06:10.880]  那些人抓了丹尼
[00:06:10.880 --> 00:06:12.400]  把他扔入獅子坑
[00:06:12.400 --> 00:06:15.680]  又把坑口封了
[00:06:15.680 --> 00:06:20.160]  到王那一晚睡不著覺
[00:06:20.160 --> 00:06:22.640]  原來他心掛掛
[00:06:22.640 --> 00:06:24.480]  掛著丹尼
[00:06:24.480 --> 00:06:26.280]  哎呀 丹尼你怎麼辦
[00:06:26.280 --> 00:06:27.360]  他把他扔入獅子坑
[00:06:27.360 --> 00:06:29.480]  是不是被獅子吃了呢
[00:06:29.480 --> 00:06:31.400]  被獅子抓傷了
[00:06:31.400 --> 00:06:35.000]  弄得他身體變體鱗傷了
[00:06:35.000 --> 00:06:37.040]  翌日早上一早起床
[00:06:37.040 --> 00:06:39.520]  馬上走到獅子坑那裡
[00:06:39.520 --> 00:06:40.960]  他大聲喊
[00:06:40.960 --> 00:06:42.680]  丹尼 丹尼
[00:06:42.680 --> 00:06:44.800]  你還在不在
[00:06:44.800 --> 00:06:47.240]  哇 丹尼聽到王叫他
[00:06:47.240 --> 00:06:48.120]  馬上說
[00:06:48.120 --> 00:06:49.640]  王啊 我在
[00:06:49.640 --> 00:06:53.280]  因為神保護我
[00:06:53.280 --> 00:06:56.160]  哇 多美的見證
[00:06:56.160 --> 00:07:00.120]  丹尼沒有被獅子吃了
[00:07:00.120 --> 00:07:02.040]  他知道他的神
[00:07:02.040 --> 00:07:04.200]  必定保護他
[00:07:04.200 --> 00:07:07.200]  哇 皇帝馬上吩咐人
[00:07:07.200 --> 00:07:08.800]  把坑口打開
[00:07:08.800 --> 00:07:11.440]  把他救回來
[00:07:11.440 --> 00:07:15.920]  咦 發覺他身體完全沒有損傷
[00:07:15.920 --> 00:07:18.760]  連衣服都沒有爛
[00:07:18.760 --> 00:07:21.480]  獅子不會抓他的衣服
[00:07:21.480 --> 00:07:24.040]  他安全無恙
[00:07:24.040 --> 00:07:28.200]  哇 這個王就稱眾神
[00:07:28.200 --> 00:07:31.040]  所以在《大義理書》第六章裡面
[00:07:31.040 --> 00:07:34.840]  有幾段是稱眾神的話
[00:07:34.840 --> 00:07:38.000]  是非常之寶貴的
[00:07:38.000 --> 00:07:44.880]  因為這個神是一位偉大的真神
[00:07:44.880 --> 00:07:49.200]  他是獨一的真神
[00:07:49.200 --> 00:07:52.960]  結果皇帝那時候就下令
[00:07:52.960 --> 00:07:56.560]  將立這個禁令那些人
[00:07:56.560 --> 00:07:59.520]  連同他的妻子兒女吩咐
[00:07:59.520 --> 00:08:03.640]  全部將她們扔進獅子坑裡
[00:08:03.640 --> 00:08:07.080]  哇 她們都還沒到獅子坑的底
[00:08:07.080 --> 00:08:09.080]  那些獅子就撲上來
[00:08:09.080 --> 00:08:13.240]  將她們的骨頭咬爛了
[00:08:13.240 --> 00:08:16.720]  哇 這個就是那些下令
[00:08:16.720 --> 00:08:20.640]  要出這個禁令的人的結局
[00:08:20.640 --> 00:08:24.400]  結果《大義理》就是這樣
[00:08:24.400 --> 00:08:27.080]  在這個皇朝當中
[00:08:27.080 --> 00:08:33.560]  做了一個好楷美好美好的見證
[00:08:33.560 --> 00:08:36.000]  我向各位弟兄姊妹挑戰
[00:08:36.000 --> 00:08:39.120]  請問今天你職場裡面
[00:08:39.120 --> 00:08:41.440]  在你的崗位裡面
[00:08:41.440 --> 00:08:46.080]  你有沒有為你的神做美好的見證
[00:08:46.080 --> 00:08:47.960]  因著你的信心
[00:08:47.960 --> 00:08:49.920]  因著你的好行為
[00:08:49.920 --> 00:08:53.640]  因著你信神必保守你
[00:08:53.640 --> 00:08:55.560]  神必帶領你
[00:08:55.560 --> 00:08:59.600]  在凡事上神必賜你聰明智慧
[00:08:59.600 --> 00:09:01.840]  你辦事敏捷
[00:09:01.840 --> 00:09:04.480]  你辦事勝過別人
[00:09:04.480 --> 00:09:07.720]  你得你同事的喜愛
[00:09:07.720 --> 00:09:09.120]  各位弟兄姊妹
[00:09:09.120 --> 00:09:13.920]  我們多麼需要用我們的行動
[00:09:13.920 --> 00:09:16.840]  去為主做見證
[00:09:16.840 --> 00:09:21.880]  我們在世上好像明光照耀一樣
[00:09:21.880 --> 00:09:25.680]  今天這個世代是一個黑暗的世代
[00:09:25.680 --> 00:09:29.080]  到處有很多不見光的東西
[00:09:29.080 --> 00:09:34.280]  我們絕對不可以和人同流合污
[00:09:34.280 --> 00:09:36.480]  我們要被分別出來
[00:09:36.480 --> 00:09:39.080]  我們成為保守自己
[00:09:39.080 --> 00:09:42.560]  幸在光中的一群
[00:09:42.560 --> 00:09:45.560]  我們的行為是光明的
[00:09:45.560 --> 00:09:47.760]  我們是光明之子
[00:09:47.760 --> 00:09:52.560]  我們在世上如明光照耀一樣
[00:09:52.560 --> 00:09:54.880]  所以求神幫助我們
[00:09:54.880 --> 00:09:58.280]  叫我們真的在任何一個時代裡面
[00:09:58.280 --> 00:10:00.080]  可能你轉了工
[00:10:00.080 --> 00:10:03.040]  由一份工轉到一間新的公司
[00:10:03.040 --> 00:10:04.160]  不要緊
[00:10:04.160 --> 00:10:06.240]  靠神的幫助
[00:10:06.240 --> 00:10:07.760]  靠神的恩典
[00:10:07.760 --> 00:10:11.040]  我們站穩我們信仰的立場
[00:10:11.040 --> 00:10:14.720]  表明自己是一個信服神的人
[00:10:14.720 --> 00:10:16.560]  我跟隨耶穌的
[00:10:16.560 --> 00:10:19.440]  我效法聖經的教導
[00:10:19.440 --> 00:10:22.760]  那我們就可以在不同的時代裡面
[00:10:22.760 --> 00:10:26.040]  我們都見證我們的神
[00:10:26.040 --> 00:10:30.040]  在第六章的25到28節
[00:10:30.040 --> 00:10:35.640]  丹尼里就做了一個美好的見證
[00:10:35.640 --> 00:10:38.960]  連這位大利烏王都知道
[00:10:38.960 --> 00:10:42.120]  唯有丹尼里所信的神
[00:10:42.120 --> 00:10:45.480]  才是獨一的真神
[00:10:45.480 --> 00:10:48.040]  他是至高的神
[00:10:48.040 --> 00:10:51.920]  他是幫助人
[00:10:51.920 --> 00:10:53.320]  保守人
[00:10:53.320 --> 00:10:55.440]  引導人的神
[00:10:55.440 --> 00:10:57.600]  哇 丹尼里真是好
[00:10:57.600 --> 00:11:03.240]  連皇帝都知道他要信靠這個神
[00:11:03.240 --> 00:11:04.680]  各位弟兄姊妹
[00:11:04.680 --> 00:11:07.960]  讓我們時時在我們的環境當中
[00:11:07.960 --> 00:11:09.600]  在你的職場中
[00:11:09.600 --> 00:11:11.840]  在你的社會圈子裡面
[00:11:11.840 --> 00:11:14.120]  在你身邊的朋友中
[00:11:14.120 --> 00:11:17.880]  你為耶穌做美好的見證
[00:11:17.880 --> 00:11:20.280]  所以求天父加力給你
[00:11:20.280 --> 00:11:21.840]  讓你成為神
[00:11:21.840 --> 00:11:23.640]  美好的見證
[00:11:23.640 --> 00:11:25.840]  大大使用你
[00:11:25.840 --> 00:11:27.560]  天父祝福各位
