
[00:00:00.000 --> 00:00:03.480]  我想說這段時間我在聽和思考的時候
[00:02:47.240 --> 00:02:48.840]  因為一個多小時就上到頂了
[00:02:48.840 --> 00:02:50.560]  我看大家都沒甚麼可能
[00:02:50.560 --> 00:02:52.120]  有沒有去過那個地方
[00:02:52.120 --> 00:02:53.000]  應該都沒甚麼
[00:02:53.000 --> 00:02:54.640]  其實真的濕濕碎的
[00:02:54.640 --> 00:02:56.400]  但是上到去的時候
[00:02:56.400 --> 00:02:57.680]  那天又青峰送上
[00:02:57.680 --> 00:02:58.920]  然後望到很遠
[00:02:58.920 --> 00:03:00.400]  然後景色又很美
[00:03:00.400 --> 00:03:02.480]  我就感覺我沒有選錯
[00:03:02.480 --> 00:03:04.720]  並且那個感覺就是
[00:03:04.720 --> 00:03:05.600]  很自由
[00:03:05.600 --> 00:03:06.000]  為甚麼呢
[00:03:06.000 --> 00:03:07.040]  因為可以望到很遠
[00:03:07.040 --> 00:03:10.400]  還有覺得上帝的創造是很美好
[00:03:10.400 --> 00:03:11.840]  我想說甚麼呢
[00:03:11.840 --> 00:03:12.840]  其實當我預備的時候
[00:03:12.840 --> 00:03:13.680]  我有個感覺就是
[00:03:13.680 --> 00:03:15.560]  我們說自由自主的時候
[00:03:15.560 --> 00:03:16.640]  很理性
[00:03:16.640 --> 00:03:18.600]  但是更加可能有個層面
[00:03:18.600 --> 00:03:21.440]  就是其實有時候是一些感覺
[00:03:21.440 --> 00:03:24.800]  然後甚至可能有一些狀況
[00:03:24.800 --> 00:03:27.920]  其實是一些靈性上的理解
[00:03:27.920 --> 00:03:30.480]  所以今天其實我主要都是
[00:03:30.480 --> 00:03:31.080]  《聖經》講到
[00:03:31.080 --> 00:03:32.240]  跟大家看《聖經》
[00:03:32.240 --> 00:03:35.880]  但我盼望希望用這個來做一個開始
[00:03:35.880 --> 00:03:38.200]  讓聖靈透過今天我們看
[00:03:38.200 --> 00:03:40.120]  《楊福音》八章三十一到三十六節
[00:03:40.120 --> 00:03:41.720]  我們去明白
[00:03:41.720 --> 00:03:44.360]  究竟《聖經》講的那種真正的自主
[00:03:44.360 --> 00:03:46.640]  真自由是一種怎樣的自主和自由
[00:03:46.640 --> 00:03:48.200]  我們再一次低頭祈禱
[00:03:48.200 --> 00:03:52.240]  我們將今天我們的信息交給上主
[00:03:52.240 --> 00:03:53.960]  我們的天父我們感謝祢 讚美祢
[00:03:53.960 --> 00:03:56.760]  主多謝祢讓我們今天來到祢的殿裡面
[00:03:56.760 --> 00:03:57.800]  一起敬拜祢
[00:03:57.800 --> 00:03:59.160]  我們為了同福堂
[00:03:59.160 --> 00:04:02.440]  我們YAS一班年輕初職的
[00:04:02.440 --> 00:04:03.720]  第一子民領上感謝
[00:04:03.720 --> 00:04:05.840]  剛才看他們很盡心的敬拜
[00:04:05.840 --> 00:04:07.760]  並且一早來到當中去服侍
[00:04:07.760 --> 00:04:11.240]  願意主祂們成為我們的榜樣
[00:04:11.240 --> 00:04:13.240]  我們真的互相激勵
[00:04:13.240 --> 00:04:15.280]  繼續在祢的殿裡面侍奉祢
[00:04:15.280 --> 00:04:17.120]  也將這個侍奉的生命
[00:04:17.120 --> 00:04:18.800]  帶到我們的職場
[00:04:18.800 --> 00:04:19.880]  帶到我們的家庭
[00:04:19.880 --> 00:04:21.040]  以致我們主
[00:04:21.040 --> 00:04:23.200]  原來我們跟著祢的話語走的時候
[00:04:23.200 --> 00:04:26.040]  我們就好像是很多的限制
[00:04:26.040 --> 00:04:28.560]  但其實我們真正裡面那種感受
[00:04:28.560 --> 00:04:29.400]  就是我們可以選擇
[00:04:29.400 --> 00:04:32.600]  我們選擇去將自己綁在神祢的話語裡面
[00:04:32.600 --> 00:04:34.520]  並且做一個真正自由的人
[00:04:34.520 --> 00:04:36.360]  我們恭敬將我們今天的信息交上
[00:04:36.360 --> 00:04:37.280]  求聖靈帶領我們
[00:04:37.280 --> 00:04:39.480]  要祢再恩歌我們
[00:04:39.480 --> 00:04:40.440]  無論講的聽的
[00:04:40.440 --> 00:04:42.800]  我們同錦一鈴地領受祢的話語
[00:04:42.800 --> 00:04:43.600]  聽我們的禱告
[00:04:43.600 --> 00:04:45.040]  是奉耶穌的名祈禱
[00:04:45.040 --> 00:04:46.080]  阿們
[00:04:46.080 --> 00:04:46.960]  好 今天的經文
[00:04:46.960 --> 00:04:47.920]  其實很短的
[00:04:47.920 --> 00:04:49.880]  主要集中看六節
[00:04:49.880 --> 00:04:51.720]  我很喜歡和大家讀聖經的
[00:04:51.720 --> 00:04:53.720]  我會用項方八章
[00:04:53.720 --> 00:04:54.600]  三十一到三十六節
[00:04:54.600 --> 00:04:56.120]  我會用啟應的方式讀
[00:04:56.120 --> 00:04:59.080]  藍色的字請大家讀出 好嗎
[00:04:59.080 --> 00:05:01.240]  好 耶穌對信他的猶太人說
[00:05:01.240 --> 00:05:03.720]  你們若繼續遵守我的道
[00:05:03.720 --> 00:05:06.080]  就珍視我的門徒了
[00:05:06.080 --> 00:05:08.440]  你們將認識真理
[00:05:08.440 --> 00:05:11.400]  真理會使你們自由
[00:05:11.400 --> 00:05:12.920]  他們回答他
[00:05:12.920 --> 00:05:15.120]  我們是阿伯拉罕的後裔
[00:05:15.120 --> 00:05:17.680]  從來沒有作過誰的奴隸
[00:05:17.680 --> 00:05:20.880]  你怎麼說會使你們自由呢
[00:05:20.880 --> 00:05:22.320]  耶穌回答他們
[00:05:22.320 --> 00:05:24.640]  我實實在在地告訴你們
[00:05:24.640 --> 00:05:28.920]  所有犯罪的人就是罪的奴隸
[00:05:28.920 --> 00:05:32.440]  奴隸不能永遠住在家裡
[00:05:32.440 --> 00:05:35.720]  兒子才能永遠住在家裡
[00:05:35.720 --> 00:05:36.560]  所以
[00:05:36.560 --> 00:05:38.800]  神的兒子若使你們自由
[00:05:38.800 --> 00:05:40.920]  你們就真自由了
[00:05:40.920 --> 00:05:42.480]  短的六節經文
[00:05:42.480 --> 00:05:45.080]  今天和我習慣了三個重點
[00:05:45.080 --> 00:05:48.080]  我覺得經文是很清晰的
[00:05:48.080 --> 00:05:51.080]  如果你真的想有那種自主自由
[00:05:51.080 --> 00:05:51.840]  第一
[00:05:51.840 --> 00:05:52.880]  你起碼要有個心願
[00:05:52.880 --> 00:05:55.280]  你要願意做主的真門徒
[00:05:55.280 --> 00:05:56.480]  其實剛才
[00:05:56.480 --> 00:05:59.000]  通常我們讀六節聖經
[00:05:59.000 --> 00:06:00.480]  過了後期有些印象
[00:06:00.480 --> 00:06:01.680]  但其實我想說
[00:06:01.680 --> 00:06:03.840]  頭兩節耶穌一開始說的時候
[00:06:03.840 --> 00:06:07.080]  已經將今天說道的三個重點說出來了
[00:06:07.080 --> 00:06:09.640]  就是說你想要得到真的自由
[00:06:09.640 --> 00:06:10.200]  是什麼呢
[00:06:10.200 --> 00:06:10.920]  第一
[00:06:10.920 --> 00:06:12.200]  藍色底的字你看到就是
[00:06:12.200 --> 00:06:13.240]  繼續遵守的道
[00:06:13.240 --> 00:06:15.120]  第二 你要做我的真門徒
[00:06:15.120 --> 00:06:15.840]  第三
[00:06:15.840 --> 00:06:17.560]  就是要認識真理
[00:06:17.560 --> 00:06:19.520]  因為真理才有自由
[00:06:19.520 --> 00:06:21.680]  不過我中間會和大家
[00:06:21.680 --> 00:06:23.280]  深入一點去看這些字
[00:06:23.280 --> 00:06:25.600]  也未必按照這裡的次序
[00:06:25.600 --> 00:06:27.800]  我們就先看看一個
[00:06:27.800 --> 00:06:30.400]  什麼叫作我的真門徒
[00:06:30.400 --> 00:06:34.080]  然後你就有這個真的自由
[00:06:34.080 --> 00:06:35.360]  留意
[00:06:35.360 --> 00:06:36.160]  這段說話的時候
[00:06:36.160 --> 00:06:37.680]  我們聖經有一段說話
[00:06:37.680 --> 00:06:39.320]  一定要看「上聞下理」
[00:06:39.320 --> 00:06:40.920]  你看得很清楚就是
[00:06:40.920 --> 00:06:42.120]  原來經文是在說
[00:06:42.120 --> 00:06:44.120]  耶穌不是和一般的百姓說
[00:06:44.120 --> 00:06:46.880]  也不是和十二使徒說
[00:06:46.880 --> 00:06:48.240]  這裡是特別提到
[00:06:48.240 --> 00:06:50.320]  「信他的猶太人說」
[00:06:50.320 --> 00:06:52.160]  那我就要問一個問題
[00:06:52.160 --> 00:06:53.800]  為什麼耶穌突然間會對著
[00:06:53.800 --> 00:06:55.680]  「信他的猶太人說」呢
[00:06:55.680 --> 00:07:00.080]  究竟「上聞下理」說什麼呢
[00:07:00.080 --> 00:07:01.680]  先問問大家
[00:07:01.680 --> 00:07:03.600]  我做一個很簡單的詢問
[00:07:03.600 --> 00:07:06.360]  信了耶穌的舉手來看看
[00:07:06.360 --> 00:07:07.600]  應該大部分吧
[00:07:07.600 --> 00:07:09.200]  甚至全部
[00:07:09.200 --> 00:07:10.320]  我想問一個問題
[00:07:10.320 --> 00:07:12.120]  今天你聽完這篇道之後
[00:07:12.120 --> 00:07:16.280]  大概你回去的回應會是怎麼樣
[00:07:16.280 --> 00:07:17.800]  想想有什麼重點
[00:07:17.800 --> 00:07:19.360]  然後看看
[00:07:19.360 --> 00:07:21.360]  可能聖人也有些東西提醒我們
[00:07:21.360 --> 00:07:24.040]  然後我就嘗試去做
[00:07:24.040 --> 00:07:26.400]  有沒有人會今天聽完之後
[00:07:26.400 --> 00:07:29.000]  會找我負氣的
[00:07:29.000 --> 00:07:29.680]  不會吧
[00:07:29.680 --> 00:07:30.520]  這樣也安心一點
[00:07:30.520 --> 00:07:32.800]  證明我們YSD和
[00:07:32.800 --> 00:07:35.200]  有沒有人今天聽完之後說
[00:07:35.200 --> 00:07:36.560]  什麼這樣的要求
[00:07:36.560 --> 00:07:38.080]  都是不相信的
[00:07:38.080 --> 00:07:39.120]  有沒有
[00:07:39.120 --> 00:07:39.680]  應該沒有
[00:07:39.680 --> 00:07:41.320]  我想告訴你
[00:07:41.320 --> 00:07:42.360]  不是
[00:07:42.360 --> 00:07:44.120]  原來你讀聖經就要小心
[00:07:44.120 --> 00:07:45.880]  這段經文其實很奇怪
[00:07:45.880 --> 00:07:46.680]  為什麼呢
[00:07:46.680 --> 00:07:47.680]  因為你看回
[00:07:47.680 --> 00:07:49.760]  「上聞下理」的時候
[00:07:49.760 --> 00:07:51.920]  剛才我們說的只是正路的反應
[00:07:51.920 --> 00:07:53.680]  如果我們看回
[00:07:53.680 --> 00:07:56.520]  我們從三十今是看三十一到三十六節
[00:07:56.520 --> 00:07:58.240]  如果上聞的時候你就看到
[00:07:58.240 --> 00:08:01.040]  耶穌說有許多人信了他
[00:08:01.040 --> 00:08:03.760]  原來上聞你應該由第八章開始
[00:08:03.760 --> 00:08:05.360]  自己回去做功課看了它
[00:08:05.360 --> 00:08:06.400]  大概就是說
[00:08:06.400 --> 00:08:08.400]  當時耶穌在聖殿教導人
[00:08:08.400 --> 00:08:11.040]  然後在聖殿裡面大部分都是猶太人
[00:08:11.040 --> 00:08:12.960]  也都聽完耶穌的教導之後
[00:08:12.960 --> 00:08:16.200]  很多就即時他說他信了他
[00:08:16.200 --> 00:08:17.520]  接著就在那堆人裡面
[00:08:17.520 --> 00:08:20.560]  耶穌特別和信了他的猶太人說
[00:08:20.560 --> 00:08:21.920]  三十一到三十六節這句話
[00:08:21.920 --> 00:08:24.080]  大概就是真理令你們得自由
[00:08:24.080 --> 00:08:25.800]  我們慢慢詳細看
[00:08:25.800 --> 00:08:27.480]  但一路說的時候
[00:08:27.480 --> 00:08:28.680]  你留意
[00:08:28.680 --> 00:08:30.680]  你看三十七到四十節
[00:08:30.680 --> 00:08:31.520]  一路
[00:08:31.520 --> 00:08:32.240]  耶穌特別說
[00:08:32.240 --> 00:08:34.840]  你們這些猶太人自命是亞伯拉罕的後裔
[00:08:34.840 --> 00:08:36.960]  待會你都會聽到這個解釋
[00:08:36.960 --> 00:08:39.680]  但是耶穌說我知你們想殺我
[00:08:39.680 --> 00:08:41.600]  就是聽了那些真理下去
[00:08:41.600 --> 00:08:43.240]  那些道下去
[00:08:43.240 --> 00:08:44.200]  仍然是不對的
[00:08:44.200 --> 00:08:46.280]  原來他懷著一種惡心在裡面
[00:08:46.280 --> 00:08:47.880]  甚至在四十節再說多一次
[00:08:47.880 --> 00:08:49.720]  我已經將真理告訴你了
[00:08:49.720 --> 00:08:51.880]  但是你們仍然打算殺我
[00:08:51.880 --> 00:08:53.400]  接著再下去
[00:08:53.400 --> 00:08:54.640]  四十五到四十六節
[00:08:54.640 --> 00:08:56.480]  再說多兩次就是
[00:08:56.480 --> 00:08:57.760]  我說真理給你聽
[00:08:57.760 --> 00:08:59.320]  就好像現在這樣說道
[00:08:59.320 --> 00:09:00.080]  說給你聽
[00:09:00.080 --> 00:09:01.200]  但是很奇怪
[00:09:01.200 --> 00:09:02.080]  你不信我
[00:09:02.080 --> 00:09:03.440]  甚至耶穌質疑問
[00:09:03.440 --> 00:09:05.280]  為什麼你不信
[00:09:05.280 --> 00:09:07.600]  原來到了五十九節
[00:09:07.600 --> 00:09:09.200]  整張結束的時候
[00:09:09.200 --> 00:09:10.240]  你會看到
[00:09:10.240 --> 00:09:14.480]  就是這些在聖經裡面在傾談
[00:09:14.480 --> 00:09:16.440]  那些信了他的猶太人
[00:09:16.440 --> 00:09:18.160]  原來不單止想殺他
[00:09:18.160 --> 00:09:20.520]  不單止不信他
[00:09:20.520 --> 00:09:21.600]  更加在那裡
[00:09:21.600 --> 00:09:24.320]  最後結束是說拿石頭要扔死耶穌
[00:09:24.320 --> 00:09:25.880]  所以我剛才真的是問你
[00:09:25.880 --> 00:09:26.560]  有沒有哪些人
[00:09:26.560 --> 00:09:28.880]  我說完道之後會找我的腹氣
[00:09:28.880 --> 00:09:29.840]  應該反過來
[00:09:29.840 --> 00:09:32.560]  我找Ivan的腹氣
[00:09:32.560 --> 00:09:33.080]  不奇怪
[00:09:33.080 --> 00:09:34.520]  你不要找我的腹氣
[00:09:34.520 --> 00:09:35.880]  但是我想告訴你
[00:09:35.880 --> 00:09:37.560]  經文真的這樣寫
[00:09:37.560 --> 00:09:38.320]  那我就要問
[00:09:38.320 --> 00:09:40.000]  為什麼會這樣
[00:09:40.000 --> 00:09:41.320]  原來我想告訴你
[00:09:41.320 --> 00:09:42.560]  很簡單
[00:09:42.560 --> 00:09:45.200]  你信耶穌不代表
[00:09:45.200 --> 00:09:46.920]  你真的是耶穌的門徒
[00:09:46.920 --> 00:09:49.720]  或者你願意做真的門徒
[00:09:49.720 --> 00:09:51.480]  對於今天任何一個人都是
[00:09:51.480 --> 00:09:52.240]  我們信耶穌的時候
[00:09:52.240 --> 00:09:54.400]  可能有一刻的感動
[00:09:54.400 --> 00:09:58.560]  接著就開始慢慢聽
[00:09:58.560 --> 00:10:00.360]  不同的道理諸如此類
[00:10:00.360 --> 00:10:02.600]  但是可能一直發展
[00:10:02.600 --> 00:10:03.600]  一直聽的時候
[00:10:03.600 --> 00:10:05.360]  你是帶著很多的
[00:10:05.360 --> 00:10:06.960]  你的想法和期望
[00:10:06.960 --> 00:10:10.840]  然後去一直繼續認識耶穌
[00:10:10.840 --> 00:10:12.160]  可能聽著聽著的時候
[00:10:12.160 --> 00:10:14.240]  有些事情就跟你的想法不同
[00:10:14.240 --> 00:10:16.440]  OK
[00:10:16.440 --> 00:10:18.120]  我們讀一次經文好嗎
[00:10:18.120 --> 00:10:21.560]  《馬可福音》八章三十四節
[00:10:21.560 --> 00:10:23.800]  這裡是說到
[00:10:23.800 --> 00:10:26.680]  原來信耶穌是一個過程
[00:10:26.680 --> 00:10:27.960]  你要不斷地跟隨它
[00:10:27.960 --> 00:10:29.960]  其中你要有些事情做
[00:10:29.960 --> 00:10:30.560]  經文怎麼說呢
[00:10:30.560 --> 00:10:33.680]  「於是耶穌叫眾人和門徒來對他們說」
[00:10:33.680 --> 00:10:34.760]  藍色的字一起讀
[00:10:34.760 --> 00:10:36.200]  預備起
[00:10:36.200 --> 00:10:40.760]  「若有人要我 就當社己」
[00:10:40.760 --> 00:10:44.560]  「背起他的十字架來跟從」
[00:10:44.560 --> 00:10:45.640]  很清楚
[00:10:45.640 --> 00:10:48.720]  原來信耶穌是一個開始
[00:10:48.720 --> 00:10:50.440]  實質你要成為一個真正的門徒
[00:10:50.440 --> 00:10:52.320]  你要不斷跟隨它
[00:10:52.320 --> 00:10:54.440]  跟隨它經文可以很多東西說
[00:10:54.440 --> 00:10:56.120]  不過我主要說一個字
[00:10:56.120 --> 00:10:57.520]  「就當社己」
[00:10:57.520 --> 00:10:59.200]  經文其中一個聖經的翻譯
[00:10:59.200 --> 00:11:00.560]  我很喜歡這個翻譯
[00:11:00.560 --> 00:11:03.000]  叫做「Let him deny himself」
[00:11:03.000 --> 00:11:06.560]  「deny」中文其中一個翻譯就是否定
[00:11:06.560 --> 00:11:07.840]  跟著語文
[00:11:07.840 --> 00:11:10.600]  其實是說你要克制自己
[00:11:10.600 --> 00:11:12.280]  你信了耶穌之後要繼續跟從
[00:11:12.280 --> 00:11:14.280]  你要放下自己
[00:11:14.280 --> 00:11:15.960]  一些你近時的想法
[00:11:15.960 --> 00:11:19.560]  你那個才是真正的門徒
[00:11:19.560 --> 00:11:24.400]  我不知道大家一邊聽信耶穌的時候
[00:11:24.400 --> 00:11:26.440]  會不會一邊跟隨耶穌的時候
[00:11:26.440 --> 00:11:28.480]  有些教導其實和你的想法
[00:11:28.480 --> 00:11:30.200]  是有槍衝突的
[00:11:30.200 --> 00:11:31.440]  你的取捨是
[00:11:31.440 --> 00:11:32.080]  好像剛才所說的
[00:11:32.080 --> 00:11:33.440]  最後你生氣了耶穌
[00:11:33.440 --> 00:11:34.680]  殺了耶穌
[00:11:34.680 --> 00:11:35.840]  想殺耶穌
[00:11:35.840 --> 00:11:37.520]  然後最後不信他就用石頭扔他
[00:11:37.520 --> 00:11:40.320]  要不然你想放下自己
[00:11:40.320 --> 00:11:41.880]  或者你今天坐在這裡
[00:11:41.880 --> 00:11:44.160]  也不是那些不信耶穌的人
[00:11:44.160 --> 00:11:46.440]  但可能你的成長過程中
[00:11:46.440 --> 00:11:49.360]  你都應該有一些朋友
[00:11:49.360 --> 00:11:51.240]  有沒有發覺他沒有回教會
[00:11:51.240 --> 00:11:52.880]  有沒有發覺他沒有信耶穌
[00:11:52.880 --> 00:11:54.600]  可能都有
[00:11:54.600 --> 00:11:56.880]  我想告訴你
[00:11:56.880 --> 00:11:58.800]  大概早前
[00:11:58.800 --> 00:12:01.400]  我就連續講舊約聖經的人物
[00:12:01.400 --> 00:12:02.160]  現在也在講
[00:12:02.160 --> 00:12:04.040]  那時候我特別講創世紀
[00:12:04.040 --> 00:12:05.720]  很多時候講創世紀的時候
[00:12:05.720 --> 00:12:10.000]  我就會引人是按照神的形象所做
[00:12:10.000 --> 00:12:10.600]  大家都知道
[00:12:10.600 --> 00:12:12.600]  就是創世紀一章27、28節
[00:12:12.600 --> 00:12:14.480]  然後很自然地說
[00:12:14.480 --> 00:12:15.560]  神的心意是什麼呢
[00:12:15.560 --> 00:12:18.720]  創造的時候是做一男一女
[00:12:18.720 --> 00:12:21.560]  所以家庭和婚姻都應該是怎樣呢
[00:12:21.560 --> 00:12:22.720]  就是一男一女
[00:12:22.720 --> 00:12:23.680]  一夫一妻
[00:12:23.680 --> 00:12:24.920]  最後是一生一世
[00:12:24.920 --> 00:12:26.680]  這些你們聽過了是吧
[00:12:26.680 --> 00:12:29.560]  我很深印象那次連續幾個禮拜講到
[00:12:29.560 --> 00:12:30.360]  講完之後
[00:12:30.360 --> 00:12:32.600]  都有些弟兄姊妹出來問我
[00:12:32.600 --> 00:12:35.920]  她不是挑戰我
[00:12:35.920 --> 00:12:37.720]  不過她很大的疑惑
[00:12:37.720 --> 00:12:41.600]  她說如果真的要一男一女
[00:12:41.600 --> 00:12:43.640]  那些同性戀那些怎樣呢
[00:12:43.640 --> 00:12:45.120]  那些什麼叫什麼
[00:12:45.120 --> 00:12:46.800]  LGBT 是吧
[00:12:46.800 --> 00:12:49.320]  就是那些類似跨性別的
[00:12:49.320 --> 00:12:51.520]  那他們那些怎樣呢
[00:12:51.520 --> 00:12:52.840]  我很深的印象
[00:12:52.840 --> 00:12:54.440]  有一個初信的
[00:12:54.440 --> 00:12:56.920]  他回來了他就真的信了
[00:12:56.920 --> 00:12:59.320]  我們經常說他缺志祈禱很威風
[00:12:59.320 --> 00:13:01.200]  大家拍手掌一樣
[00:13:01.200 --> 00:13:04.120]  接著他又是聽完我說這個之後出來問
[00:13:04.120 --> 00:13:07.360]  他說但是好像很嚴厲的上帝
[00:13:07.360 --> 00:13:08.920]  他們兩個真心相愛的
[00:13:08.920 --> 00:13:11.960]  為什麼兩個女人或者兩個男性
[00:13:11.960 --> 00:13:13.120]  不可以一起呢
[00:13:13.120 --> 00:13:13.920]  是不是
[00:13:13.920 --> 00:13:15.400]  為什麼不行
[00:13:15.400 --> 00:13:16.680]  Wonald為什麼不行
[00:13:16.680 --> 00:13:17.680]  死了Wonald還是Donald
[00:13:17.680 --> 00:13:18.560]  好像是Donald
[00:13:18.560 --> 00:13:19.040]  不好意思
[00:13:19.040 --> 00:13:20.200]  我都說會搞錯了
[00:13:20.200 --> 00:13:21.080]  不好意思
[00:13:21.080 --> 00:13:22.480]  為什麼不行
[00:13:22.480 --> 00:13:24.600]  我告訴大家我那時候
[00:13:24.600 --> 00:13:26.320]  未在教會服侍之前
[00:13:26.320 --> 00:13:28.240]  我在中學教學
[00:13:28.240 --> 00:13:29.640]  我是聖經科老師
[00:13:29.640 --> 00:13:31.320]  我會教倫理科的
[00:13:31.320 --> 00:13:33.880]  我當時其實用了不少的時間
[00:13:33.880 --> 00:13:38.080]  去研究所謂同性戀的課題
[00:13:38.080 --> 00:13:40.120]  我最後其實只有一個結論
[00:13:40.120 --> 00:13:40.920]  就是什麼呢
[00:13:40.920 --> 00:13:43.080]  如果我不是基督徒
[00:13:43.080 --> 00:13:46.720]  如果我不用做真的門徒去遵守聖經
[00:13:46.720 --> 00:13:47.520]  其實你問我
[00:13:47.520 --> 00:13:49.640]  我覺得真的沒什麼問題
[00:13:49.640 --> 00:13:51.080]  有什麼問題
[00:13:51.080 --> 00:13:51.840]  真的沒什麼問題
[00:13:51.840 --> 00:13:53.160]  我看過很多
[00:13:53.160 --> 00:13:54.480]  我都思考過
[00:13:54.480 --> 00:13:56.960]  但是如果你真的說
[00:13:56.960 --> 00:13:58.800]  我是一個信耶穌
[00:13:58.800 --> 00:13:59.840]  跟隨耶穌的人
[00:13:59.840 --> 00:14:01.520]  你就要deny yourself
[00:14:01.520 --> 00:14:03.200]  你就要放下你一些的想法
[00:14:03.200 --> 00:14:05.560]  縱然你覺得這個想法不是很明白
[00:14:05.560 --> 00:14:07.160]  或者你甚至覺得很harsh
[00:14:07.160 --> 00:14:10.280]  或者最主要可能是整個世界不同了
[00:14:10.280 --> 00:14:12.080]  令你覺得這個想法有問題
[00:14:12.080 --> 00:14:12.600]  但是也好
