
[00:00:00.000 --> 00:00:04.220]  早安,兄弟姐妹
[00:02:49.460 --> 00:02:52.600]  接著又可以休息幾年
[00:02:52.600 --> 00:02:56.900]  所以現在很多年輕人喜歡working holiday
[00:02:56.900 --> 00:03:00.440]  現在很多人對工作的毀身
[00:03:00.440 --> 00:03:04.680]  好像不覺得要做死一份工,做一輩子的工
[00:03:04.680 --> 00:03:08.180]  但我們回顧工作本身
[00:03:08.180 --> 00:03:12.920]  其實不只是為了賺錢糊口,養妻活兒
[00:03:12.920 --> 00:03:15.320]  工作本身是有神聖的價值
[00:03:15.320 --> 00:03:18.860]  因為這是上帝指派我們每一個人
[00:03:18.860 --> 00:03:20.960]  他按照我們不同的才幹
[00:03:20.960 --> 00:03:23.300]  將我們放在不同的位置
[00:03:23.300 --> 00:03:26.960]  擺在這個社會不同的層面,不同的崗位
[00:03:26.960 --> 00:03:32.600]  是為了服侍上帝,敬拜上帝,榮耀上帝
[00:03:32.600 --> 00:03:34.740]  當我們明白這件事的時候
[00:03:34.740 --> 00:03:38.140]  有一個很著名的學者叫Max Weber
[00:03:38.140 --> 00:03:41.980]  他來研究宗教改革的時候
[00:03:41.980 --> 00:03:45.620]  馬丁路德對於工作的觀念和看法
[00:03:45.620 --> 00:03:49.480]  他看見馬丁路德並非完全認同
[00:03:49.480 --> 00:03:52.860]  中古時期一個很著名的神學家
[00:03:52.860 --> 00:03:57.860]  當時的天主教會一切都是以Thomas Aquinas
[00:03:57.860 --> 00:04:05.240]  即多瑪夫娜斯這個神學家所說的
[00:04:05.240 --> 00:04:07.700]  Aquinas他認為世俗的活動
[00:04:07.700 --> 00:04:09.400]  例如肉體的事情
[00:04:09.400 --> 00:04:11.980]  包括我們平時吃飯喝水
[00:04:11.980 --> 00:04:15.680]  他認為這些道德上是中性的
[00:04:15.680 --> 00:04:19.880]  而當時中古時期一般的觀念就是
[00:04:19.880 --> 00:04:23.520]  在修道院裏面,神職人員
[00:04:23.520 --> 00:04:27.360]  這些工作是神聖很多的
[00:04:27.360 --> 00:04:29.600]  如果在地上世俗那些
[00:04:29.600 --> 00:04:32.900]  無論你是做建築,還是各行各業
[00:04:32.900 --> 00:04:36.600]  他認為那些是低層的,低層次的
[00:04:36.600 --> 00:04:40.540]  如果你是做哲學家,他認為是高等一點的
[00:04:40.540 --> 00:04:42.940]  因為這些是型而上學的東西
[00:04:42.940 --> 00:04:46.980]  其實這種觀念是有問題的
[00:04:46.980 --> 00:04:49.320]  馬丁路德可以說撥亂反正
[00:04:49.320 --> 00:04:52.220]  他肯定日常工作的價值
[00:04:52.220 --> 00:04:55.060]  我們每一個人都要相信上帝
[00:04:55.060 --> 00:04:58.160]  差派給我們每一份的工作
[00:04:58.160 --> 00:05:00.120]  只要是正當的職業
[00:05:00.120 --> 00:05:03.460]  就是有祂神聖的使命和價值
[00:05:03.460 --> 00:05:06.160]  甚至我們在不同的崗位裏面
[00:05:06.160 --> 00:05:09.500]  是有這些所謂不同的station
[00:05:09.500 --> 00:05:12.000]  而馬丁路德當時的理解
[00:05:12.000 --> 00:05:13.900]  這個社會裏面
[00:05:13.900 --> 00:05:17.980]  他講到三個station
[00:05:17.980 --> 00:05:20.980]  他當時的社會,你記住是十六世紀的社會
[00:05:20.980 --> 00:05:23.820]  和我們現代社會是有不同的
[00:05:23.820 --> 00:05:25.680]  而且現在複雜了很多
[00:05:25.680 --> 00:05:28.120]  昔日他們看這個社會
[00:05:28.120 --> 00:05:31.820]  就是教皇的權力
[00:05:31.820 --> 00:05:35.020]  等同於一個國家的皇帝
[00:05:35.020 --> 00:05:37.700]  所以他們那種的看法就是
[00:05:37.700 --> 00:05:40.800]  教會界,這裡打錯了,不是教育界
[00:05:40.800 --> 00:05:45.440]  是教會界,是很高層次的
[00:05:45.440 --> 00:05:49.400]  另外婚姻界,婚姻是有界別的
[00:05:49.400 --> 00:05:53.640]  他看為婚姻在神的召命裏面
[00:05:53.640 --> 00:05:56.240]  是很神聖,很重要的
[00:05:56.240 --> 00:05:58.280]  我們今天要查一下經文
[00:05:58.280 --> 00:06:00.020]  在哥倫多前書第七章
[00:06:00.020 --> 00:06:02.460]  我們要來等一會去研讀
[00:06:02.460 --> 00:06:04.260]  但我們要先了解
[00:06:04.260 --> 00:06:07.160]  婚姻在馬丁路德的理解裏面
[00:06:07.160 --> 00:06:09.720]  是上帝賦予我們每一個人
[00:06:09.720 --> 00:06:12.320]  亦都是你的職業
[00:06:12.320 --> 00:06:15.040]  在你人生的不同旅途裏面
[00:06:15.040 --> 00:06:17.860]  你去到某一個階段可能會結婚
[00:06:17.860 --> 00:06:20.300]  但亦都可能你是獨生
[00:06:20.300 --> 00:06:21.980]  無論什麼事情都好
[00:06:21.980 --> 00:06:25.940]  原來都有上帝一個的旨意和命定
[00:06:25.940 --> 00:06:29.580]  所以已婚的人好好守住你的本份
[00:06:29.580 --> 00:06:32.580]  未婚的人亦都需要等候
[00:06:32.580 --> 00:06:34.780]  上主為你安排的另一半
[00:06:34.780 --> 00:06:37.220]  政府界別就是當時
[00:06:37.220 --> 00:06:40.760]  如果一個社會要安定穩定
[00:06:40.760 --> 00:06:42.800]  那些執政掌權的人
[00:06:42.800 --> 00:06:45.800]  要來上善罰惡
[00:06:45.800 --> 00:06:47.960]  要照著上帝的心意
[00:06:47.960 --> 00:06:51.240]  他們成為神手中的一個器皿
[00:06:51.240 --> 00:06:55.240]  所以這三種構成當時的社會
[00:06:55.240 --> 00:07:00.880]  馬丁路德看為是三個重要的崗位
[00:07:00.880 --> 00:07:07.140]  同時Max Weber在當時研究馬丁路德的宗教改革運動
[00:07:07.140 --> 00:07:13.360]  他體會到馬丁路德後期的思想有重大的改變
[00:07:13.360 --> 00:07:17.320]  是他為了要貶抑教皇的地位
[00:07:17.320 --> 00:07:21.160]  亦都是去打破當時日常工作
[00:07:21.160 --> 00:07:23.960]  性俗義婚這個觀念
[00:07:23.960 --> 00:07:27.040]  不要將我們的工作看為在教會裏面
[00:07:27.040 --> 00:07:29.700]  或者宗教界裏面才是神聖
[00:07:29.700 --> 00:07:32.740]  而在教會以外的就是世俗
[00:07:32.740 --> 00:07:35.040]  其實耶穌說的是什麼
[00:07:35.040 --> 00:07:38.040]  他說我要猜你們去到這個世界
[00:07:38.040 --> 00:07:39.840]  你們卻不屬於這個世界
[00:07:39.840 --> 00:07:42.280]  真理要叫我們可以去成聖
[00:07:42.280 --> 00:07:44.780]  在神的兒子耶穌的眼中
[00:07:44.780 --> 00:07:48.260]  他的門徒就是要成為世上的光和炎
[00:07:48.260 --> 00:07:52.160]  所以這種散發力不會只是留在教會裏面
[00:07:52.160 --> 00:07:54.860]  亦都不會只是在宗教界裏面
[00:07:54.860 --> 00:07:56.100]  大家要認定
[00:07:56.100 --> 00:07:58.000]  這件事是很清楚的
[00:07:58.000 --> 00:08:04.200]  聖經的真理並非將我們好像完全劃了線
[00:08:04.200 --> 00:08:06.200]  性俗義婚
[00:08:06.200 --> 00:08:10.840]  我們進入這個雖然充滿著苦難和罪惡的世界
[00:08:10.840 --> 00:08:13.480]  不要被那些東西去污染
[00:08:13.480 --> 00:08:17.480]  反而我們要在當中散發這些正能量
[00:08:17.480 --> 00:08:20.320]  這些是有意義的人生的價值
[00:08:20.320 --> 00:08:23.560]  透過我們各行各業去榮耀上帝
[00:08:23.560 --> 00:08:27.220]  所以這個觀念帶來是重要的
[00:08:27.220 --> 00:08:30.900]  而Max Weber曾經寫了一本很重要的著作
[00:08:30.900 --> 00:08:38.040]  是講資本主義和更正教的精神
[00:08:38.040 --> 00:08:40.040]  這本書是經典的
[00:08:40.040 --> 00:08:43.080]  他在當中提出馬丁路德
[00:08:43.080 --> 00:08:47.840]  他來帶動這種職業觀的改變
[00:08:47.840 --> 00:08:51.860]  而之後在英美的清教徒運動上
[00:08:51.860 --> 00:08:54.160]  他得以承傳這種觀念
[00:08:54.160 --> 00:08:56.160]  帶到西方
[00:08:56.160 --> 00:08:58.160]  而今日我們亦都清楚
[00:08:58.160 --> 00:09:03.860]  不過在教會歷史裏
[00:09:03.860 --> 00:09:05.860]  我們更加要知道
[00:09:05.860 --> 00:09:08.940]  我們需要有這樣的學習
[00:09:08.940 --> 00:09:13.040]  馬丁路德亦有兩個角度的觀念
[00:09:13.040 --> 00:09:15.840]  神是每一個人的救贖主
[00:09:15.840 --> 00:09:17.840]  所以有一個屬靈的角度
[00:09:17.840 --> 00:09:19.840]  祂施行拯救和成聖
[00:09:19.840 --> 00:09:21.840]  但同樣在這個世界
[00:09:21.840 --> 00:09:23.840]  是一個屬世的角度
[00:09:23.840 --> 00:09:27.520]  我們認定上帝不是離開了這個世界
[00:09:27.520 --> 00:09:29.520]  上帝在每一個國家裏面
[00:09:29.520 --> 00:09:33.280]  祂仍然在執政掌權者之上
[00:09:33.280 --> 00:09:36.460]  祂有祂自己管理的權柄
[00:09:36.460 --> 00:09:39.860]  因為祂是所有人的創造主
[00:09:39.860 --> 00:09:42.620]  祂要維持這種創造的秩序
[00:09:42.620 --> 00:09:46.800]  不過魔鬼就要很多時候在這個屬世的角度裏面
[00:09:46.800 --> 00:09:49.080]  興風作浪要迷惑人
[00:09:49.080 --> 00:09:51.440]  要來搞亂當
[00:09:51.440 --> 00:09:54.780]  但上帝在兩個角度裏面
[00:09:54.780 --> 00:09:56.780]  都是為主為王的
[00:09:56.780 --> 00:09:58.780]  我們要認定這個事實
[00:09:58.780 --> 00:10:00.780]  今日我們作為神的兒女
[00:10:00.780 --> 00:10:04.200]  我們是有雙重一個國民的身份
[00:10:04.200 --> 00:10:07.120]  我們一方面知道我們是天上的國民
[00:10:07.120 --> 00:10:10.500]  但同樣我們是地上的國民
[00:10:10.500 --> 00:10:13.920]  我們是屬於一個國家裏面的公民
[00:10:13.920 --> 00:10:19.040]  我們需要行善 依法來生活
[00:10:19.040 --> 00:10:22.860]  我們需要在當中好好照著上帝的心意
[00:10:22.860 --> 00:10:28.440]  我們來將上帝的微善的旨意活在人間
[00:10:28.440 --> 00:10:30.440]  既然是這樣的時候
[00:10:30.440 --> 00:10:34.340]  我們看到今日其實依然有不同的教會
[00:10:34.340 --> 00:10:37.660]  可能對工作官是有一些不同的看法
[00:10:37.660 --> 00:10:39.900]  我在這裏引用一本很重要的書
[00:10:39.900 --> 00:10:41.900]  在很多年前我已經看過了
[00:10:41.900 --> 00:10:44.140]  是楊世禮醫生在加拿大
[00:10:44.140 --> 00:10:47.860]  他本身是一位醫生
[00:10:47.860 --> 00:10:51.900]  但他對於工作官是做了很詳細的一個研究
[00:10:51.900 --> 00:10:53.900]  我引用他這本著作
[00:10:53.900 --> 00:10:56.960]  這本著作叫為誰辛苦為誰亡
[00:10:56.960 --> 00:11:03.580]  他想帶我們去明白上帝賦予工作的神聖的目的是甚麼
[00:11:03.580 --> 00:11:09.960]  有些教會可能還沿用一些很古舊的思維
[00:11:09.960 --> 00:11:11.960]  就是聖俗二分
[00:11:11.960 --> 00:11:13.960]  他就以為是兩層樓的觀念
[00:11:13.960 --> 00:11:18.760]  神父 牧師這些是在樓上工作的
[00:11:18.760 --> 00:11:24.120]  樓下的就是平民百姓 弟兄姊妹
[00:11:24.120 --> 00:11:27.840]  在這個世界工作 勞勞役役
[00:11:27.840 --> 00:11:29.840]  這些是樓下
[00:11:29.840 --> 00:11:31.840]  樓上樓下的觀念
[00:11:31.840 --> 00:11:33.840]  樓上的觀念比較神聖
[00:11:33.840 --> 00:11:35.840]  樓下的觀念比較俗世
[00:11:35.840 --> 00:11:38.640]  所以有時我做牧師也會遇到一些信徒
[00:11:38.640 --> 00:11:42.080]  牧師你們好 你們的工作很神聖
[00:11:42.080 --> 00:11:44.080]  我聽完之後就覺得很不值得
[00:11:44.080 --> 00:11:46.080]  我說你做聖行
[00:11:46.080 --> 00:11:50.080]  他說我是在做投資管理的
[00:11:50.080 --> 00:11:53.080]  你這個工作也可以很神聖的
[00:11:53.080 --> 00:11:56.080]  你要明白你工作的價值和意義
[00:11:56.080 --> 00:12:00.080]  你說今天無論你做服務聖行業
[00:12:00.080 --> 00:12:02.080]  或者做一些銀行管理甚麼也好
[00:12:02.080 --> 00:12:05.080]  你仍然在一個正當的職業裏面
[00:12:05.080 --> 00:12:06.080]  你要持守
[00:12:06.080 --> 00:12:09.080]  原來神給你 是要發揮你的長處
[00:12:09.080 --> 00:12:11.080]  去根深改變這個業界裏面
[00:12:11.080 --> 00:12:14.080]  一些不好的東西
[00:12:14.080 --> 00:12:17.080]  你需要有這種正面的看法
[00:12:17.080 --> 00:12:19.080]  來進入你的業界
[00:12:19.080 --> 00:12:21.080]  第二就是原罪的模式
[00:12:21.080 --> 00:12:23.080]  這個也有問題
[00:12:23.080 --> 00:12:26.080]  他們看了亞當夏娃犯了罪之後
[00:12:26.080 --> 00:12:30.080]  她仍然停留在《創世紀》第三章
[00:12:30.080 --> 00:12:33.080]  仍然以為工作受咒了
[00:12:33.080 --> 00:12:36.080]  工作本身沒有內在的價值
[00:12:36.080 --> 00:12:37.080]  這個不對的
[00:12:37.080 --> 00:12:40.080]  上帝給我們看的亞當夏娃犯罪那一刻
[00:12:40.080 --> 00:12:43.080]  上帝親自來找亞當
[00:12:43.080 --> 00:12:45.080]  找夏娃
[00:12:45.080 --> 00:12:48.080]  為甚麼你們說你們是赤身裸體呢
[00:12:48.080 --> 00:12:50.080]  為甚麼你們
[00:12:50.080 --> 00:12:52.080]  上帝當然知道
[00:12:52.080 --> 00:12:55.080]  上帝要他們知道是你們不聽神的話
[00:12:55.080 --> 00:12:58.080]  吃了禁果所以才弄成這樣
[00:12:58.080 --> 00:13:01.080]  當時這個亞當夏娃
[00:13:01.080 --> 00:13:04.080]  我們看見地是受咒了
[00:13:04.080 --> 00:13:07.080]  但上帝並沒有叫人就受咒了
[00:13:07.080 --> 00:13:12.080]  人只不過是要以後要流汗
[00:13:12.080 --> 00:13:14.080]  才可以去工作糊口
[00:13:14.080 --> 00:13:16.080]  能夠養活妻兒
[00:13:16.080 --> 00:13:19.080]  而婦女也要經歷生產之苦
[00:13:19.080 --> 00:13:23.080]  這一切不是對人賦予一種咒咒
[00:13:23.080 --> 00:13:26.080]  不是要人重新迴轉
[00:13:26.080 --> 00:13:28.080]  亞當夏娃你犯了罪
[00:13:28.080 --> 00:13:32.080]  但你知道上帝為你預備了皮衣來避體
[00:13:32.080 --> 00:13:34.080]  這是預表了上帝的兒子
[00:13:34.080 --> 00:13:36.080]  將來就成為上帝的羔羊
[00:13:36.080 --> 00:13:38.080]  為我們的罪犧牲
[00:13:38.080 --> 00:13:42.080]  當我們明白原罪的模式是有缺陷的
[00:13:42.080 --> 00:13:45.080]  上帝不是放棄了人類
[00:13:45.080 --> 00:13:49.080]  上帝在創世紀第二章和第三章之後
[00:13:49.080 --> 00:13:53.080]  都繼續要人在這個地上好好生活
[00:13:53.080 --> 00:13:56.080]  在我們不同的工作裏繼續去榮神益人
[00:13:56.080 --> 00:13:58.080]  第三個模式都有問題
[00:13:58.080 --> 00:14:00.080]  這個叫大使命模式
[00:14:00.080 --> 00:14:04.080]  你今天可能會遇到一些很熱心的基督徒
[00:14:04.080 --> 00:14:07.080]  他去到工作間去到辦公室
[00:14:07.080 --> 00:14:10.080]  他很喜歡周圍認識朋友
[00:14:10.080 --> 00:14:11.080]  他認識了一些朋友
[00:14:11.080 --> 00:14:13.080]  他只有一個目的
[00:14:13.080 --> 00:14:15.080]  帶他來福音聚會
[00:14:15.080 --> 00:14:16.080]  接下來有方聖會
[00:14:16.080 --> 00:14:18.080]  又求聘又請吃飯
[00:14:18.080 --> 00:14:20.080]  然後就約好他
[00:14:20.080 --> 00:14:22.080]  你來一起去聽
[00:14:22.080 --> 00:14:23.080]  聽完報道會之後
[00:14:23.080 --> 00:14:24.080]  他又未信
[00:14:24.080 --> 00:14:25.080]  未信之後
[00:14:25.080 --> 00:14:26.080]  他很心急
[00:14:26.080 --> 00:14:27.080]  你快點決志
[00:14:27.080 --> 00:14:28.080]  他不決志
[00:14:28.080 --> 00:14:29.080]  那怎麼辦
[00:14:29.080 --> 00:14:30.080]  拜拜
[00:14:30.080 --> 00:14:31.080]  那就有第二個
[00:14:31.080 --> 00:14:33.080]  如果我們基督徒和人做朋友
[00:14:33.080 --> 00:14:35.080]  只是這樣的話
[00:14:35.080 --> 00:14:37.080]  那些人會很害怕你
[00:14:37.080 --> 00:14:42.080]  這些基督徒只是為了一個目的
[00:14:42.080 --> 00:14:43.080]  快點信耶穌
[00:14:43.080 --> 00:14:44.080]  快點信耶穌
[00:14:44.080 --> 00:14:45.080]  你不信耶穌
[00:14:45.080 --> 00:14:46.080]  你就怎樣怎樣
[00:14:46.080 --> 00:14:48.080]  交朋友
[00:14:48.080 --> 00:14:50.080]  有很多層次的
[00:14:50.080 --> 00:14:51.080]  是不是
[00:14:51.080 --> 00:14:52.080]  你試一下
[00:14:52.080 --> 00:14:54.080]  真的了解你的朋友
[00:14:54.080 --> 00:14:55.080]  認識他
[00:14:55.080 --> 00:14:56.080]  喜歡什麼
[00:14:56.080 --> 00:14:57.080]  他的喜愛是什麼
[00:14:57.080 --> 00:14:58.080]  你可以和他
[00:14:58.080 --> 00:15:01.080]  由生活每一個層面都可以說
[00:15:01.080 --> 00:15:05.080]  你看耶穌和撒瑪利亞婦人談到怎樣
[00:15:05.080 --> 00:15:06.080]  撒瑪利亞婦人
[00:15:06.080 --> 00:15:08.080]  你已經有五個丈夫
[00:15:08.080 --> 00:15:09.080]  你現在要悔改
[00:15:09.080 --> 00:15:11.080]  他第一句是不是這樣說
[00:15:11.080 --> 00:15:12.080]  耶穌不是
[00:15:12.080 --> 00:15:14.080]  我們想找水喝
[00:15:14.080 --> 00:15:17.080]  一步步和他講進去
[00:15:17.080 --> 00:15:20.080]  我們今天友誼報道是最有效的
[00:15:20.080 --> 00:15:23.080]  很少人在街上看到街招
[00:15:23.080 --> 00:15:25.080]  或者在電視上看到廣告
[00:15:25.080 --> 00:15:26.080]  自己摸上門
[00:15:26.080 --> 00:15:27.080]  走來報道會
[00:15:27.080 --> 00:15:29.080]  他是需要朋友邀請
[00:15:29.080 --> 00:15:32.080]  所以弟兄姊妹接下來我們一起好好
[00:15:32.080 --> 00:15:34.080]  和人建立一個友誼的關係
[00:15:34.080 --> 00:15:36.080]  好不好
[00:15:36.080 --> 00:15:37.080]  信得主越久
[00:15:37.080 --> 00:15:38.080]  我越害怕
[00:15:38.080 --> 00:15:40.080]  我們越來越沒有什麼
[00:15:40.080 --> 00:15:42.080]  未信主的朋友
[00:15:42.080 --> 00:15:44.080]  因為你已經很享受
[00:15:44.080 --> 00:15:47.080]  教會裡的團契
[00:15:47.080 --> 00:15:48.080]  記住
[00:15:48.080 --> 00:15:49.080]  你公司
[00:15:49.080 --> 00:15:50.080]  你的朋友圈
[00:15:50.080 --> 00:15:51.080]  你的親戚裡面
[00:15:51.080 --> 00:15:54.080]  是不是還有很多未信主
[00:15:54.080 --> 00:15:56.080]  我先挑戰你一個問題
[00:15:56.080 --> 00:15:58.080]  有多少人在這裡
[00:15:58.080 --> 00:16:00.080]  在家裡已經全家歸主
[00:16:00.080 --> 00:16:01.080]  你的父母
[00:16:01.080 --> 00:16:02.080]  你的兒女
[00:16:02.080 --> 00:16:04.080]  全部信主了
[00:16:04.080 --> 00:16:05.080]  你看看
[00:16:05.080 --> 00:16:07.080]  寥寥可數
[00:16:07.080 --> 00:16:08.080]  所以我們明年
[00:16:08.080 --> 00:16:09.080]  教會的主題
[00:16:09.080 --> 00:16:10.080]  很適合
[00:16:10.080 --> 00:16:11.080]  毀身基督
[00:16:11.080 --> 00:16:12.080]  就怎樣
[00:16:12.080 --> 00:16:15.080]  全家歸主
[00:16:15.080 --> 00:16:17.080]  如果上帝給我們的工作
[00:16:17.080 --> 00:16:19.080]  其實你想一想
[00:16:19.080 --> 00:16:20.080]  有一樣東西
[00:16:20.080 --> 00:16:22.080]  最親近你的人
[00:16:22.080 --> 00:16:23.080]  你的家人
[00:16:23.080 --> 00:16:25.080]  我們真的要給他們時間
[00:16:25.080 --> 00:16:26.080]  你工作多忙都好
[00:16:26.080 --> 00:16:28.080]  不要忽略你的兒女
[00:16:28.080 --> 00:16:29.080]  你的配偶
[00:16:29.080 --> 00:16:30.080]  你的父母
[00:16:30.080 --> 00:16:33.080]  他們需要神的恩典和愛
[00:16:33.080 --> 00:16:35.080]  所以大使命的模式
[00:16:35.080 --> 00:16:37.080]  是有缺陷
[00:16:37.080 --> 00:16:38.080]  他的精神可嘉
[00:16:38.080 --> 00:16:40.080]  但是你要小心
[00:16:40.080 --> 00:16:41.080]  第四
[00:16:41.080 --> 00:16:42.080]  創造的模式
[00:16:42.080 --> 00:16:43.080]  就是說
[00:16:43.080 --> 00:16:47.080]  我們需要在神的創造設計底下
[00:16:47.080 --> 00:16:49.080]  我們知道
[00:16:49.080 --> 00:16:51.080]  神是要藉著人
[00:16:51.080 --> 00:16:53.080]  依然做好管家
[00:16:53.080 --> 00:16:54.080]  雖然這個世界墮落
[00:16:54.080 --> 00:16:55.080]  敗壞
[00:16:55.080 --> 00:16:57.080]  神仍然要用我們
[00:16:57.080 --> 00:16:58.080]  去管理
[00:16:58.080 --> 00:16:59.080]  所有天上地下
[00:16:59.080 --> 00:17:01.080]  一切的飛禽走獸
[00:17:01.080 --> 00:17:02.080]  包括大自然
[00:17:02.080 --> 00:17:04.080]  所以我們這十二個題目裏面
[00:17:04.080 --> 00:17:06.080]  其中有一次
[00:17:06.080 --> 00:17:07.080]  是會講
[00:17:07.080 --> 00:17:08.080]  這個環境
[00:17:08.080 --> 00:17:09.080]  生態
[00:17:09.080 --> 00:17:10.080]  氣候
[00:17:10.080 --> 00:17:11.080]  保護的問題
[00:17:11.080 --> 00:17:13.080]  因為這些都是上帝關注的
[00:17:13.080 --> 00:17:15.080]  我們今天住在這個世界
[00:17:15.080 --> 00:17:18.080]  為什麼會有這麼多的混亂
[00:17:18.080 --> 00:17:20.080]  是人離開了神
[00:17:20.080 --> 00:17:21.080]  人的貪婪
[00:17:21.080 --> 00:17:22.080]  人的自私
[00:17:22.080 --> 00:17:24.080]  這些全部是我們的罪性
[00:17:24.080 --> 00:17:26.080]  所以當我們講到創造的模式
[00:17:26.080 --> 00:17:28.080]  這個是非常好的
[00:17:28.080 --> 00:17:29.080]  最後
[00:17:29.080 --> 00:17:30.080]  作者就講出
[00:17:30.080 --> 00:17:32.080]  他自己提出一個新的模式
[00:17:32.080 --> 00:17:34.080]  愛神愛人
[00:17:34.080 --> 00:17:36.080]  因為他認為神呼召我們
[00:17:36.080 --> 00:17:38.080]  身著的信徒
[00:17:38.080 --> 00:17:41.080]  我們每一個信徒都是祭司
[00:17:41.080 --> 00:17:43.080]  我們作祭司的時候是做什麼
[00:17:43.080 --> 00:17:46.080]  我們為世人去代求
[00:17:46.080 --> 00:17:48.080]  不只是為自己的家庭祈禱
[00:17:48.080 --> 00:17:50.080]  為整個世界去祈禱
[00:17:50.080 --> 00:17:52.080]  關心我們的社會
[00:17:52.080 --> 00:17:55.080]  關心我們這個教會四面牆以外的事
[00:17:55.080 --> 00:17:57.080]  我們要作祭司
[00:17:57.080 --> 00:17:58.080]  向神祈禱
[00:17:58.080 --> 00:18:00.080]  但同樣將上帝的心意
[00:18:00.080 --> 00:18:02.080]  透過我們這個人
[00:18:02.080 --> 00:18:04.080]  在我們不同的行業裏
[00:18:04.080 --> 00:18:07.080]  我們是彰顯上帝的心意
[00:18:07.080 --> 00:18:08.080]  這一種
[00:18:08.080 --> 00:18:10.080]  是作祭司
[00:18:10.080 --> 00:18:11.080]  行先
[00:18:11.080 --> 00:18:13.080]  祭司他每一天都是敬拜神
[00:18:13.080 --> 00:18:15.080]  所以
[00:18:15.080 --> 00:18:17.080]  工作神學裏面
[00:18:17.080 --> 00:18:19.080]  一個很重要的思想就是
[00:18:19.080 --> 00:18:21.080]  按照聖經給我們看見
[00:18:21.080 --> 00:18:23.080]  你今天的敬拜生活
[00:18:23.080 --> 00:18:25.080]  不只是星期日
[00:18:25.080 --> 00:18:27.080]  也不只是星期六晚黃昏崇拜
[00:18:27.080 --> 00:18:29.080]  你今天的敬拜生活在哪裏
