
[00:00:00.000 --> 00:00:02.920]  各位網友,早安!平安!
[00:03:37.120 --> 00:03:39.120]  給十五秒想想
[00:03:40.520 --> 00:03:44.960]  十五秒原來很長的,想到沒有?知不知道為什麼?
[00:03:44.960 --> 00:03:50.240]  給多五秒你想想,你自己,你為什麼又會和另外那幾個
[00:03:50.240 --> 00:03:53.800]  剛才我說過,有些同事特別多會在一起連結
[00:03:53.800 --> 00:03:56.160]  有些你見到他會彈開的,你明白嗎?
[00:03:56.160 --> 00:03:58.160]  為什麼?我想問你為什麼?
[00:03:58.160 --> 00:04:00.160]  為什麼一咩咩咩一咩咩?
[00:04:00.160 --> 00:04:10.920]  不一定是和Ranking有關,也不一定是和Department有關
[00:04:10.920 --> 00:04:12.920]  有時候不同Team,你特意和隔壁Team,明白嗎?
[00:04:12.920 --> 00:04:14.920]  好,又給多五秒想想
[00:04:14.920 --> 00:04:21.880]  想完沒有?答案,是沒有答案的,因為聖經沒有說
[00:04:21.880 --> 00:04:23.880]  這個答案,我給十五秒時間想想
[00:04:23.880 --> 00:04:30.200]  想完沒有?答案,是沒有答案的,因為聖經沒有說
[00:04:30.200 --> 00:04:33.200]  這個答案是你的答案,我再說一次,這個是你的答案
[00:04:33.200 --> 00:04:38.200]  Reader respond,詳細不解釋,這個Reader respond是你自己的答案
[00:04:38.200 --> 00:04:43.200]  你一定有些原因,有時可能是Over,想多了,有時可能想少了
[00:04:43.200 --> 00:04:48.200]  但是總有原因,你每個人都可能不同的,你特意會和那個人一起
[00:04:48.200 --> 00:04:51.200]  聖經裡面形容,他就是和這些人在一起
[00:04:51.200 --> 00:04:57.200]  約瑟和他的哥哥們,另外還有這樣的描述,第二節很豐富,還沒說完
[00:04:57.200 --> 00:05:03.200]  約瑟和他的哥哥們將他的哥哥們的惡行報給他們的父親
[00:05:03.200 --> 00:05:08.200]  停到這裡,你覺得這是一個可愛的人,還是一個不太可愛的人呢?
[00:05:08.200 --> 00:05:11.200]  如果你公司有一個這樣的同事,你會怎樣對他呢?
[00:05:11.200 --> 00:05:15.200]  他常將你的惡行告訴你老闆
[00:05:15.200 --> 00:05:21.200]  常將,你要留意他的形容是什麼,是常將,不是一次半次,是常將
[00:05:21.200 --> 00:05:25.200]  就是這個惡行會告訴他的惡行
[00:05:25.200 --> 00:05:32.200]  我想說回來,惡行報給父親,我想說回來,這些人不是很可愛的
[00:05:32.200 --> 00:05:37.200]  不過有需要的,請你留意,聖經沒有說,下一句
[00:05:37.200 --> 00:05:40.200]  於是約瑟的哥哥們就恨他
[00:05:40.200 --> 00:05:45.200]  停停停,不是喔,約瑟的哥哥恨他什麼時候呢?
[00:05:45.200 --> 00:05:50.200]  是後面那一段才開始,第三節才開始,你明白我的意思嗎?
[00:05:50.200 --> 00:05:57.200]  請留意,第二節還沒恨的,其實是很可恨,但還沒恨,你明白我的意思嗎?
[00:05:57.200 --> 00:06:01.200]  還沒恨他,之後才恨他,所以我想說回來
[00:06:01.200 --> 00:06:05.200]  如果你將你身邊的人的惡行去報告的話
[00:06:05.200 --> 00:06:10.200]  未必,如果那個人都覺得那是惡行的話,其實未必恨你,你明白我的意思嗎?
[00:06:10.200 --> 00:06:14.200]  特別我想說,在教會裡面,有些弟兄姊妹真的有惡行
[00:06:14.200 --> 00:06:19.200]  有些人真的得罪你,聖經有教過你怎樣對付,要怎樣?
[00:06:19.200 --> 00:06:23.200]  要找教會裡面的弟兄姊妹跟他說,三兩個人,句句定準
[00:06:23.200 --> 00:06:28.200]  按照聖經所說,要找教會來跟他說,如果他不說就excommunicate他
[00:06:28.200 --> 00:06:37.200]  還有這裡提到報告給他們的父親,什麼意思呢?
[00:06:37.200 --> 00:06:45.200]  如果我們今天告訴天父,他的惡行,特別我們相信,這是我們的信念
[00:06:45.200 --> 00:06:52.200]  我們相信天父會賜下聖靈給屬於他的人,他會分辨到那是惡行
[00:06:52.200 --> 00:06:56.200]  如果你提出他的惡行給他知道,他自己也知道這是惡行
[00:06:56.200 --> 00:07:00.200]  他肯定會提醒他,為罪為義為審判,自己責備自己,他不會生你的氣
[00:07:00.200 --> 00:07:06.200]  或者最多是生你的氣,但之後他會明白這是天父的直覺,你要提醒他
[00:07:06.200 --> 00:07:09.200]  明白,這個並不構成仇恨,OK?
[00:07:09.200 --> 00:07:15.200]  所以你是要為了守望弟兄的時候,把他的惡行跟他說,跟他分享,然後告訴天父
[00:07:15.200 --> 00:07:20.200]  但同一時間,今時今日,社會是很複雜,而且現在人們越來越厲害
[00:07:20.200 --> 00:07:25.200]  厲害到一個地步,有時候連惡行都要蓋住,又再包裝,又再包裝,有時候都分不清
[00:07:25.200 --> 00:07:30.200]  我最近有時候聽到就覺得道理很奇怪,但又說不出哪裡奇怪
[00:07:30.200 --> 00:07:35.200]  譬如我舉個例子,醫生劏開了那個人之後,走了三個小時就回來
[00:07:35.200 --> 00:07:40.200]  其實就不要罰他,你罰他就罰了病人,應該要獎他,獎他去做全職
[00:07:40.200 --> 00:07:45.200]  明白我的意思嗎?我一開始聽到就覺得怪怪的,聽不到什麼漏洞
[00:07:45.200 --> 00:07:52.200]  現在的事情通常都是這樣,譬如那天那個人沒有報道,漏報了那些僭建
[00:07:52.200 --> 00:07:55.200]  其實他看我的時候就覺得很難怪,應該要寬容一下
[00:07:55.200 --> 00:07:57.200]  我有時候覺得好像也是這樣,你明不明白?
[00:07:57.200 --> 00:08:01.200]  我有時候是非難分,現在的人很厲害,不過我們相信一件事
[00:08:01.200 --> 00:08:04.200]  屬於上帝的子民,上帝會透過聖靈提醒他的
[00:08:04.200 --> 00:08:08.200]  我們最重要將那件事告訴天父,告訴他爸爸
[00:08:08.200 --> 00:08:12.200]  天父爸爸聽,特別是天主弟兄姊妹,神會藉著聖靈去提醒他
[00:08:12.200 --> 00:08:16.200]  另外我想多說一件事,事實上有時候我自己都會defence,很厲害
[00:08:16.200 --> 00:08:18.200]  現在的人都defence,自己跟自己說話都很厲害
[00:08:18.200 --> 00:08:21.200]  你說我,我都會懂得反駁你
[00:08:21.200 --> 00:08:24.200]  事實上有時候都是求神光照我們
[00:08:24.200 --> 00:08:28.200]  事實上聖經也提醒過,這是我最喜歡的經文
[00:08:28.200 --> 00:08:30.200]  如果我做你十年牧師,你一定要聽二十次
[00:08:30.200 --> 00:08:32.200]  我今天輕輕說一次給你聽
[00:08:32.200 --> 00:08:38.200]  哥林多前書裡面,我被你們論斷或別人論斷要看成為極小的事
[00:08:38.200 --> 00:08:40.200]  而我自己也不論斷自己
[00:08:40.200 --> 00:08:45.200]  事後被道十開不容說,上帝會顯出個人心裡面的忍情
[00:08:45.200 --> 00:08:47.200]  彰顯個人心裡面的思念
[00:08:47.200 --> 00:08:53.200]  天父會透過我們,最重要是告訴天父,天父幫我們
[00:08:53.200 --> 00:08:55.200]  我們繼續看下去,約瑟的生平
[00:08:55.200 --> 00:08:59.200]  約瑟讓他被仇恨是什麼呢?
[00:08:59.200 --> 00:09:04.200]  原來他的爸爸以色列愛約瑟過於愛眾子
[00:09:04.200 --> 00:09:09.200]  因為約瑟是他年老所生的,他給約瑟做了一件彩衣
[00:09:09.200 --> 00:09:13.200]  不患寡而患不均,個個都沒有彩衣,只有他有彩衣
[00:09:13.200 --> 00:09:17.200]  於是約瑟的哥哥們見父親愛約瑟過於愛他們
[00:09:17.200 --> 00:09:24.200]  就恨約瑟不與他說和,目的說,這才是恨的起始點,不公平
[00:09:24.200 --> 00:09:27.200]  所以說回來,愛他成為害他
[00:09:27.200 --> 00:09:31.200]  因為我額外想跟你說,各位有些家長在這裡,我們也愛子女
[00:09:31.200 --> 00:09:36.200]  你未必偏好一個子女,有時候你每個子女都那麼愛
[00:09:36.200 --> 00:09:39.200]  但我們有時候仇神都是憐憫我們,幫助我們
[00:09:39.200 --> 00:09:43.200]  事實上我們有時候愛子女,不經意會害了子女,是有的,現在經常發生
[00:09:43.200 --> 00:09:46.200]  我最近才發現,其實這些是多到不得了,說一單而已
[00:09:46.200 --> 00:09:49.200]  最近我發現一樣東西,我也聽過什麼言語自由師說
[00:09:49.200 --> 00:09:53.200]  為什麼現在多了小孩子說話不清楚,說得不清楚
[00:09:53.200 --> 00:09:58.200]  原來是跟我們剪輯有關,我現在才知道,對於我來說是新事物
[00:09:58.200 --> 00:10:02.200]  現在小孩子我看到有些,媽媽必備的是什麼呢?
[00:10:02.200 --> 00:10:05.200]  媽媽和阿伯必備的是什麼呢?就是帶教剪輯去吃飯,明白嗎?
[00:10:05.200 --> 00:10:08.200]  一路剪輯,一路剪輯,剪輯到小學一二年級還在剪輯
[00:10:08.200 --> 00:10:12.200]  我看到有些人小學二年級還在剪輯,剪輯到很糟糕,明白嗎?
[00:10:12.200 --> 00:10:15.200]  我說阿伯就說,小孩子也是,剪輯到很糟糕
[00:10:15.200 --> 00:10:20.200]  於是自由師就告訴我,原來他訓練那條牙的肌肉不夠力
[00:10:20.200 --> 00:10:24.200]  所以說話不夠清楚,原因是因為那塊臉不夠力
[00:10:24.200 --> 00:10:27.200]  所以他說話發音不清楚,原因就是你剪輯得太碎
[00:10:27.200 --> 00:10:30.200]  從小就一直剪輯,一直剪輯,明白嗎?
[00:10:30.200 --> 00:10:33.200]  所以我說,愛子女有時候變成害子女
[00:10:33.200 --> 00:10:39.200]  事實上這個也是極小的事,還有更多的事,今天不是主題,先講這麼多
[00:10:39.200 --> 00:10:46.200]  弱勢比爸爸的愛有時候令到他的生活更加困難
[00:10:46.200 --> 00:10:50.200]  接著呢,他的哥哥不說和睦的話是什麼呢?
[00:10:50.200 --> 00:10:54.200]  如果用廣東話說就是夭心夭肺,經常扎來扎去,明白嗎?
[00:10:54.200 --> 00:10:57.200]  你這麼喜歡阿伯,我特意來扎你,於是他就不開心
[00:10:57.200 --> 00:11:01.200]  他不開心,弱勢不開心,於是又做了一個夢
[00:11:01.200 --> 00:11:03.200]  五折,告訴他的哥哥
[00:11:03.200 --> 00:11:07.200]  事實上這個弱勢真的是赤子之心,將這個夢告訴他
[00:11:07.200 --> 00:11:12.200]  這個夢的結果是什麼呢?就是令到他們越發恨他
[00:11:12.200 --> 00:11:14.200]  因為這個夢是什麼呢?請聽我說我的夢
[00:11:14.200 --> 00:11:18.200]  我在田裡面,菌和街
[00:11:18.200 --> 00:11:24.200]  我的菌站起來,你們的菌就圍著我的菌下拜
[00:11:24.200 --> 00:11:28.200]  就是那些扎了之後就站得直直動,就是弱勢那個
[00:11:28.200 --> 00:11:31.200]  接著你們那些就低著頭,好像在拜我一樣,明白嗎?
[00:11:31.200 --> 00:11:35.200]  於是弱勢就很高興,於是兄弟就
[00:11:35.200 --> 00:11:39.200]  他們的哥哥回答說,難道你真的要作我們的王,管轄我們嗎?
[00:11:39.200 --> 00:11:44.200]  於是他們就因為他的夢和他的話就越發恨他,明白嗎?
[00:11:44.200 --> 00:11:49.200]  好了,來到這裡有一個問題,究竟這個夢究竟是不是出自上帝呢?
[00:11:49.200 --> 00:11:52.200]  還是他自己的夢想呢?
[00:11:52.200 --> 00:11:56.200]  在這裡說,有時候看到別人的夢想,會不會覺得有些稀奇
[00:11:56.200 --> 00:11:59.200]  會說有沒有搞錯,你做了這樣的夢,你會不會?
[00:11:59.200 --> 00:12:01.200]  有時候你會有這種感受?
[00:12:01.200 --> 00:12:04.200]  你見到一些青年人,或者我們這些青年人,特別是這幾年
[00:12:04.200 --> 00:12:06.200]  我們有時候見到一些青年人的夢想,我們有時候都會覺得
[00:12:06.200 --> 00:12:09.200]  哇,你做了這樣的夢,有時候你會覺得他過份
[00:12:09.200 --> 00:12:12.200]  有時候會覺得他下流,有時候覺得青年人這麼激進
[00:12:12.200 --> 00:12:15.200]  有時候說青年人這麼廢,你跟著說他廢又激進
[00:12:15.200 --> 00:12:19.200]  有時候都說不完,這些上上落落之間經常出現
[00:12:19.200 --> 00:12:21.200]  在這裡,我本來不應該要說的
[00:12:21.200 --> 00:12:25.200]  不過我都抱著必死的心態告訴你,這是危險的
[00:12:25.200 --> 00:12:28.200]  以下內容是危險的,因為說話很容易起爭論
[00:12:28.200 --> 00:12:31.200]  不過我只說事實,我發生過的事情給你聽
[00:12:31.200 --> 00:12:36.200]  幾年前佔領之前,香港有一個年輕人
[00:12:36.200 --> 00:12:41.200]  其實我想解釋給你聽,年輕人對社會關心其實數量很少
[00:12:41.200 --> 00:12:44.200]  照我,譬如我那時候在康復堂工作的時候
[00:12:44.200 --> 00:12:47.200]  我們教了三百人,年輕人三十個,十分之一左右
[00:12:47.200 --> 00:12:51.200]  但是真正有關心的人只有一個,後來多了一個,有兩個
[00:12:51.200 --> 00:12:56.200]  是這麼多而已,其實大多數講來講去都不是特別太關心
[00:12:56.200 --> 00:12:58.200]  當然最風行火勢的時候多了幾個
[00:12:58.200 --> 00:13:00.200]  不過後來就沒有了,又只剩下一個
[00:13:00.200 --> 00:13:04.200]  多數是這麼上下,我自己見到不同教會都是這麼上下
[00:13:04.200 --> 00:13:10.200]  那個年輕人真的很熱心,他參加了訓練,預了自己去佔中
[00:13:10.200 --> 00:13:16.200]  所以跟牧師說,你為我禱告,然後問牧師你究竟是黃還是藍
[00:13:16.200 --> 00:13:18.200]  這麼刺激地問這些問題
[00:13:18.200 --> 00:13:20.200]  我的答案就是標準,我順便告訴你
[00:13:20.200 --> 00:13:22.200]  我的標準答案是什麼呢?
[00:13:22.200 --> 00:13:24.200]  我是扮中立的,明白嗎?
[00:13:24.200 --> 00:13:27.200]  因為按照我自己的角色和職份,我是扮中立的
[00:13:27.200 --> 00:13:29.200]  如果我扮得不像,下個星期記住提醒我
[00:13:29.200 --> 00:13:31.200]  我扮得像一點給你看
[00:13:31.200 --> 00:13:34.200]  我不會讓你知道的,這麼容易讓你看得出來
[00:13:34.200 --> 00:13:35.200]  所以我是扮中立的
[00:13:35.200 --> 00:13:37.200]  但是這樣,你是我的最小的弟兄
[00:13:37.200 --> 00:13:42.200]  如果你是下在監獄,按照聖經教的要怎麼做呢?
[00:13:42.200 --> 00:13:48.200]  我最小的弟兄下在監獄,要探監,我一定會來探你的
[00:13:48.200 --> 00:13:52.200]  還有,聖經沒有教,但是我會給你多一杯流水
[00:13:52.200 --> 00:13:55.200]  小兄弟,你拿著這張卡片
[00:13:55.200 --> 00:13:58.200]  被捕的時候,你找律師保釋你,不收你錢
[00:13:58.200 --> 00:14:01.200]  他是我的小弟,到時候會解決的
[00:14:01.200 --> 00:14:03.200]  他一定會保你出來的
[00:14:03.200 --> 00:14:07.200]  我幫到你到這裡了,明白嗎?
[00:14:07.200 --> 00:14:11.200]  到時候事情發展跟我們預期不一樣
[00:14:11.200 --> 00:14:13.200]  所以就沒有一天過
[00:14:13.200 --> 00:14:18.200]  最初只打算一天過,他又要上學,又要做兼職
[00:14:18.200 --> 00:14:20.200]  最後當然沒有被抓到,所以沒有用到
[00:14:20.200 --> 00:14:23.200]  不過我想告訴你,事實上也是這樣
[00:14:23.200 --> 00:14:27.200]  有時候對青年人的夢想,有時會有over有under
[00:14:27.200 --> 00:14:29.200]  他現在也不同了
[00:14:29.200 --> 00:14:32.200]  但是我想說,這真的是他們的夢想
[00:14:32.200 --> 00:14:34.200]  有時是會有over的
[00:14:34.200 --> 00:14:37.200]  但是無論如何,我想說,其實這件事對很多弟兄來說
[00:14:37.200 --> 00:14:39.200]  好像一個失戀的經歷
[00:14:39.200 --> 00:14:41.200]  對他們是很大的打擊
[00:14:41.200 --> 00:14:44.200]  但對很少的人,特別是越牽涉的人
[00:14:44.200 --> 00:14:46.200]  他們心靈的創傷也不小
[00:14:46.200 --> 00:14:49.200]  我們求神都是憐憫,幫助他們走更寬闊的路
[00:14:49.200 --> 00:14:51.200]  我還想說這個,約瑟這個夢想
[00:14:51.200 --> 00:14:53.200]  當然是從神而來還是從他而來呢?
[00:14:53.200 --> 00:14:57.200]  你說,從神而來還是從他而來呢?
[00:14:57.200 --> 00:15:00.200]  其實是不知道的,也是不知道的
[00:15:00.200 --> 00:15:04.200]  但是我額外想問,有些聖經是明確地寫從神而來的
[00:15:04.200 --> 00:15:07.200]  瑪利亞的丈夫約瑟當年的夢想
[00:15:07.200 --> 00:15:11.200]  那些聖經是寫明有主的使者在夢中顯現
[00:15:11.200 --> 00:15:13.200]  告訴他要逃往埃及
[00:15:13.200 --> 00:15:16.200]  然後等到希律王死了才回來
[00:15:16.200 --> 00:15:19.200]  那裡寫清楚是從神而來的
[00:15:19.200 --> 00:15:21.200]  但是這裡是沒有說的
[00:15:21.200 --> 00:15:24.200]  所以是不是呢?有一個空白空間在那裡
[00:15:24.200 --> 00:15:26.200]  可能是又可能不是
[00:15:26.200 --> 00:15:27.200]  我一會兒會再解釋
[00:15:27.200 --> 00:15:28.200]  後面那個更明顯
[00:15:28.200 --> 00:15:29.200]  這個我覺得一半一半
[00:15:29.200 --> 00:15:30.200]  你平時想的
[00:15:30.200 --> 00:15:32.200]  哥哥整天在壓著你
[00:15:32.200 --> 00:15:34.200]  你一想就想起那11個哥哥
[00:15:34.200 --> 00:15:35.200]  即是11個兄弟
[00:15:35.200 --> 00:15:37.200]  很自然的,你平時想起
[00:15:37.200 --> 00:15:39.200]  平時你的公司被人逼迫
[00:15:39.200 --> 00:15:41.200]  你夢見公司的老闆在拍桌子
[00:15:41.200 --> 00:15:43.200]  這些都是直接association
[00:15:43.200 --> 00:15:44.200]  也不奇怪
[00:15:44.200 --> 00:15:47.200]  這裡說到他後現第二個夢
[00:15:47.200 --> 00:15:48.200]  其實第一個夢完之後
[00:15:48.200 --> 00:15:51.200]  照理說那些兄弟都會很仇恨他
[00:15:51.200 --> 00:15:53.200]  但是他繼續發這些夢
[00:15:53.200 --> 00:15:54.200]  發也不要緊
[00:15:54.200 --> 00:15:57.200]  你告訴別人也不像是成年人
[00:15:57.200 --> 00:15:58.200]  如果你是大人的話
[00:15:58.200 --> 00:15:59.200]  別人黑黑面對你
[00:15:59.200 --> 00:16:02.200]  下次你發夢自己開心一下就算了
[00:16:02.200 --> 00:16:03.200]  還要告訴別人
[00:16:03.200 --> 00:16:05.200]  後來他又作另一個夢
[00:16:05.200 --> 00:16:07.200]  告訴他的哥哥們雪看
[00:16:07.200 --> 00:16:08.200]  我又作了一個夢
[00:16:08.200 --> 00:16:10.200]  今次夢見更豐富
[00:16:10.200 --> 00:16:11.200]  今次夢見什麼?
[00:16:11.200 --> 00:16:13.200]  夢見太陽、月亮和11個星星
[00:16:13.200 --> 00:16:15.200]  來向我下拜
[00:16:15.200 --> 00:16:17.200]  約瑟今次也擴大了範圍
[00:16:17.200 --> 00:16:19.200]  也告訴他爸爸
[00:16:19.200 --> 00:16:20.200]  因為有太陽
[00:16:20.200 --> 00:16:21.200]  所以也告訴爸爸
[00:16:21.200 --> 00:16:24.200]  約瑟將這夢告訴他父親和哥哥們
[00:16:24.200 --> 00:16:26.200]  他的父親也責備他
[00:16:26.200 --> 00:16:29.200]  聽完爸爸也生氣
[00:16:29.200 --> 00:16:31.200]  難道我也要拜你?
[00:16:31.200 --> 00:16:32.200]  你作的是什麼夢?
[00:16:32.200 --> 00:16:33.200]  難道我和你母親
[00:16:33.200 --> 00:16:35.200]  你弟兄果然要你俯伏在地上
[00:16:35.200 --> 00:16:36.200]  向你下拜?
[00:16:36.200 --> 00:16:38.200]  爸爸也受不了這個夢
[00:16:38.200 --> 00:16:39.200]  這麼厲害?
[00:16:39.200 --> 00:16:40.200]  怎麼搞的?
[00:16:40.200 --> 00:16:41.200]  你想了這麼多
[00:16:41.200 --> 00:16:43.200]  事實上我自己也覺得這個夢
[00:16:43.200 --> 00:16:44.200]  應該不是從神而來的
[00:16:44.200 --> 00:16:46.200]  事實上這個夢是永遠不能夠發生的
[00:16:46.200 --> 00:16:47.200]  你聽清楚
[00:16:47.200 --> 00:16:48.200]  我告訴你
[00:16:48.200 --> 00:16:50.200]  這個夢真的是結束了
[00:16:50.200 --> 00:16:51.200]  為什麼我這麼說呢?
[00:16:51.200 --> 00:16:52.200]  你想清楚了
[00:16:52.200 --> 00:16:53.200]  其實我也想不明白
[00:16:53.200 --> 00:16:55.200]  為什麼太陽能夠拜人
[00:16:55.200 --> 00:16:57.200]  一個禍菌就容易理解
[00:16:57.200 --> 00:16:59.200]  禍菌低頭就當拜
[00:16:59.200 --> 00:17:01.200]  太陽圓圓的又怎麼拜呢?
[00:17:01.200 --> 00:17:02.200]  我不明白
[00:17:02.200 --> 00:17:03.200]  我也想不明白
[00:17:03.200 --> 00:17:04.200]  月亮圓圓的
[00:17:04.200 --> 00:17:05.200]  有時候彎彎的也拜不了
[00:17:05.200 --> 00:17:06.200]  還有
[00:17:06.200 --> 00:17:07.200]  你還記不記得
[00:17:07.200 --> 00:17:09.200]  其實這個夢是不能夠實踐的
[00:17:09.200 --> 00:17:11.200]  是不能夠實現的
[00:17:11.200 --> 00:17:14.200]  約瑟的母親拉傑
[00:17:14.200 --> 00:17:16.200]  在生變雅敏的時候
[00:17:16.200 --> 00:17:19.200]  已經回到天父爸爸身邊
[00:17:19.200 --> 00:17:22.200]  他母親又何來有機會向他下拜呢?
[00:17:22.200 --> 00:17:23.200]  你明白我的意思嗎?
[00:17:23.200 --> 00:17:25.200]  這個夢是不能實踐的
[00:17:25.200 --> 00:17:27.200]  再說一件事
[00:17:27.200 --> 00:17:31.200]  當日約瑟望向天空
[00:17:31.200 --> 00:17:33.200]  他所看見的星星
[00:17:33.200 --> 00:17:35.200]  不是今天的星星
[00:17:35.200 --> 00:17:37.200]  是千千萬萬的星星
[00:17:37.200 --> 00:17:38.200]  你明白我想說什麼嗎?
[00:17:38.200 --> 00:17:39.200]  當日
[00:17:39.200 --> 00:17:41.200]  當日約瑟的時候沒有光污染
[00:17:41.200 --> 00:17:42.200]  你明白嗎?
[00:17:42.200 --> 00:17:43.200]  他能夠走出去望天
[00:17:43.200 --> 00:17:44.200]  應該是千千萬萬
[00:17:44.200 --> 00:17:47.200]  為什麼自得十一火?
[00:17:47.200 --> 00:17:49.200]  因為在他的天空裡
[00:17:49.200 --> 00:17:50.200]  自得十一火星星
[00:17:50.200 --> 00:17:52.200]  不知道你明白我說什麼嗎?
[00:17:52.200 --> 00:17:53.200]  那時候
[00:17:53.200 --> 00:17:55.200]  他生命的階段
[00:17:55.200 --> 00:17:56.200]  他能夠接觸的事物
[00:17:56.200 --> 00:17:58.200]  他的天空就只有這麼狹窄
[00:17:58.200 --> 00:18:00.200]  就是只有十一火
[00:18:00.200 --> 00:18:02.200]  所以他有十一火星星
[00:18:02.200 --> 00:18:04.200]  因為他的天空就只有這麼大
[00:18:04.200 --> 00:18:06.200]  你又想他怎樣呢?
[00:18:06.200 --> 00:18:07.200]  一個十幾歲的人
[00:18:07.200 --> 00:18:09.200]  剛剛出來工作
[00:18:09.200 --> 00:18:10.200]  他的天空就這麼大
[00:18:10.200 --> 00:18:11.200]  正如我剛剛出來工作的時候
[00:18:11.200 --> 00:18:13.200]  我覺得做一個supervisor很厲害
