
[00:00:00.000 --> 00:00:04.360]  我們繼續思想啟示錄七間教會的信息
[00:04:53.560 --> 00:04:59.440]  就是我們從山下看上山上的神廟
[00:04:59.440 --> 00:05:01.680]  種種的神廟看上去
[00:05:01.680 --> 00:05:04.760]  像不像一個寶座
[00:05:04.760 --> 00:05:07.000]  這是一個撒旦的寶座
[00:05:07.000 --> 00:05:10.840]  也就是說這個宗教
[00:05:10.840 --> 00:05:15.680]  有很多其他的宗教混雜在這個城市當中
[00:05:15.680 --> 00:05:20.160]  亞細亞教會有四個很重要的希臘的神
[00:05:20.160 --> 00:05:25.360]  都在別加摩建立他們的神廟
[00:05:25.360 --> 00:05:28.840]  分別有希臘最重要的神宙斯
[00:05:28.840 --> 00:05:31.000]  有雅典娜神
[00:05:31.000 --> 00:05:32.920]  有戴安尼索
[00:05:32.920 --> 00:05:36.880]  是掌管生殖和酒神
[00:05:36.880 --> 00:05:40.160]  還有一個叫阿克里比亞的神
[00:05:40.160 --> 00:05:43.480]  這是一個醫神
[00:05:43.480 --> 00:05:46.000]  不是歌星
[00:05:46.000 --> 00:05:48.760]  就是醫藥的神
[00:05:48.760 --> 00:05:51.400]  是掌管醫藥的一個神
[00:05:51.400 --> 00:05:56.200]  四個大的神廟都在這裡建立
[00:05:56.200 --> 00:05:57.480]  如果你知道
[00:05:57.480 --> 00:06:00.760]  這個希臘的醫藥的神
[00:06:00.760 --> 00:06:04.000]  是一個聽說你去祈求
[00:06:04.000 --> 00:06:08.240]  他就可以去醫好各樣的奇難雜症
[00:06:08.240 --> 00:06:12.360]  以致這個醫藥的神
[00:06:12.360 --> 00:06:17.280]  這個醫藥的神他的記號是一條蛇
[00:06:17.280 --> 00:06:20.800]  在今天很多的醫學院
[00:06:20.800 --> 00:06:22.280]  醫學的標誌
[00:06:22.280 --> 00:06:23.560]  哈佛的圖畫
[00:06:23.560 --> 00:06:27.520]  都是用這個阿克里比亞
[00:06:27.520 --> 00:06:30.000]  這個希臘的醫神
[00:06:30.000 --> 00:06:34.600]  這條蛇是做他們的標記
[00:06:34.600 --> 00:06:38.760]  在大陸在香港
[00:06:38.760 --> 00:06:40.160]  那些醫學院
[00:06:40.160 --> 00:06:42.880]  就是用這個希臘的神話
[00:06:42.880 --> 00:06:46.080]  這條神去做他們的標記
[00:06:46.080 --> 00:06:48.640]  神說我知道你們的居所
[00:06:48.640 --> 00:06:50.560]  我知道你們住在一個什麼樣的城市
[00:06:50.560 --> 00:06:53.760]  是一個宗教
[00:06:53.760 --> 00:06:55.920]  是一個外邦的宗教
[00:06:55.920 --> 00:06:59.800]  非常之興盛的一個地方
[00:06:59.800 --> 00:07:03.240]  是廟宇林立的一個地方
[00:07:03.240 --> 00:07:05.560]  你們能夠可以在這個地方
[00:07:05.560 --> 00:07:09.480]  去保持你們的信仰
[00:07:09.480 --> 00:07:13.600]  所以我要是公開的來稱讚你
[00:07:13.600 --> 00:07:14.960]  七間教會裡面
[00:07:14.960 --> 00:07:17.920]  是只有在比卡摩教會裡面
[00:07:17.920 --> 00:07:20.960]  至於特別去稱讚他們其中一個的見證人
[00:07:20.960 --> 00:07:22.960]  就是安提柏
[00:07:22.960 --> 00:07:25.520]  他面對信仰的衝擊
[00:07:25.520 --> 00:07:29.240]  但是並沒有因為這樣而退縮
[00:07:29.240 --> 00:07:32.360]  在面臨種種的危機的時候
[00:07:32.360 --> 00:07:39.760]  他沒有去在信仰上面有這個妥協
[00:07:39.760 --> 00:07:43.240]  他說是安提柏在你們中間所住的地方
[00:07:43.240 --> 00:07:45.600]  在被殺之前
[00:07:45.600 --> 00:07:49.800]  在傳統的教會的記載當中
[00:07:49.800 --> 00:07:54.360]  比卡摩除了有那麼多的假神的廟宇
[00:07:54.360 --> 00:07:55.960]  是來興建之外
[00:07:55.960 --> 00:07:58.160]  他們都是其中一個很早的城市
[00:07:58.160 --> 00:08:01.280]  是興建了這個該殺的廟宇
[00:08:01.280 --> 00:08:03.400]  我們上一次已經有說過
[00:08:03.400 --> 00:08:05.080]  這個該殺的廟宇
[00:08:05.080 --> 00:08:09.960]  是考驗信徒對主的忠誠的心
[00:08:09.960 --> 00:08:14.040]  也是考驗在羅馬政府裡面考驗
[00:08:14.040 --> 00:08:20.000]  人民對凱撒大帝羅馬帝國的忠誠的心
[00:08:20.000 --> 00:08:25.760]  當安提柏被帶到這個總督的面前的時候
[00:08:25.760 --> 00:08:27.000]  他被問
[00:08:27.000 --> 00:08:29.720]  你要不要在該殺的廟宇的面前
[00:08:29.720 --> 00:08:32.200]  去宣告該殺事主
[00:08:32.200 --> 00:08:36.800]  你都放棄你對於耶穌的信仰
[00:08:36.800 --> 00:08:39.240]  安提柏說我不可以
[00:08:39.240 --> 00:08:42.200]  我不可以去放棄我的信仰
[00:08:42.200 --> 00:08:45.040]  所以他就被放在一個
[00:08:45.040 --> 00:08:50.480]  同濟的一個爐裡面
[00:08:50.480 --> 00:08:53.800]  活生生的被燒死
[00:08:53.800 --> 00:08:56.680]  有可能在比卡摩有很多的信徒
[00:08:56.680 --> 00:08:59.000]  他們都是抗命
[00:08:59.000 --> 00:09:01.960]  他不肯去稱該殺事主
[00:09:01.960 --> 00:09:04.240]  不過是保存了他的生命
[00:09:04.240 --> 00:09:06.680]  但是安提柏卻是因為
[00:09:06.680 --> 00:09:10.240]  他在信仰上不肯去妥協
[00:09:10.240 --> 00:09:14.280]  就負上了一個嚴重的信仰代價
[00:09:14.280 --> 00:09:18.240]  犧牲他的生命
[00:09:18.240 --> 00:09:24.680]  香港並不是一個殺蛋的城市
[00:09:24.680 --> 00:09:26.880]  但是香港基督徒的數目
[00:09:26.880 --> 00:09:31.160]  卻不是很多
[00:09:31.160 --> 00:09:37.000]  2009年香港教會更新有一個普查
[00:09:37.000 --> 00:09:39.040]  就發覺在香港
[00:09:39.040 --> 00:09:41.600]  全部基督徒的數目
[00:09:41.600 --> 00:09:42.880]  就是說每一個禮拜
[00:09:42.880 --> 00:09:49.520]  返教會的人數大概有30萬
[00:09:49.520 --> 00:09:52.360]  全港有700萬的人口
[00:09:52.360 --> 00:09:56.000]  也就是說大概在100個人當中
[00:09:56.000 --> 00:10:01.320]  只有4個人是基督徒
[00:10:01.320 --> 00:10:03.440]  在100個人走在一起的時候
[00:10:03.440 --> 00:10:06.120]  有96個人
[00:10:06.120 --> 00:10:08.520]  他們可能是信佛教
[00:10:08.520 --> 00:10:11.200]  是信回教
[00:10:11.200 --> 00:10:14.680]  是信民間的宗教
[00:10:14.680 --> 00:10:18.040]  是信自己的
[00:10:18.040 --> 00:10:22.640]  我們在一個這樣的環境當中
[00:10:22.640 --> 00:10:29.040]  也會面對很多信仰上的挑戰
[00:10:29.040 --> 00:10:36.240]  我們可不可以為信仰去負上代價呢?
[00:10:36.240 --> 00:10:38.640]  我相信在今天的香港
[00:10:38.640 --> 00:10:40.760]  我們作為一個信徒
[00:10:40.760 --> 00:10:43.840]  我們要犧牲的
[00:10:43.840 --> 00:10:46.640]  我們為信仰而要犧牲的
[00:10:46.640 --> 00:10:50.400]  應該不是我們的生命
[00:10:50.400 --> 00:10:52.280]  我們要返教會
[00:10:52.280 --> 00:10:54.480]  我們要信主
[00:10:54.480 --> 00:10:58.240]  沒有人會拉我們去殺頭的
[00:10:58.240 --> 00:11:04.960]  但是在一個這樣的環境的城市當中
[00:11:04.960 --> 00:11:07.920]  去衝擊我們的是什麼呢?
[00:11:07.920 --> 00:11:11.040]  那個信仰的挑戰是什麼呢?
[00:11:11.040 --> 00:11:14.160]  很可能是物質主義
[00:11:14.160 --> 00:11:17.440]  很可能是享樂主義
[00:11:17.440 --> 00:11:23.680]  很可能是自戀的文化
[00:11:23.680 --> 00:11:32.440]  很可能是一些似是而非的信仰衝擊
[00:11:32.440 --> 00:11:35.760]  這些文化上的衝擊不是我作出來的
[00:11:35.760 --> 00:11:38.880]  是英國一位很出名的牧者
[00:11:38.880 --> 00:11:44.840]  史托德牧師說出來的
[00:11:44.840 --> 00:11:48.120]  我們在一個這樣的環境當中
[00:11:48.120 --> 00:11:52.560]  我們說我們要為信仰去負上代價
[00:11:52.560 --> 00:12:00.000]  我們又怎樣去負上代價呢?
[00:12:00.000 --> 00:12:04.960]  我以前有一位我很尊敬的牧師
[00:12:04.960 --> 00:12:06.480]  他在港島的時候
[00:12:06.480 --> 00:12:11.840]  他就說他有一個兒子
[00:12:11.840 --> 00:12:15.400]  他只有一個兒子就是獨子
[00:12:15.400 --> 00:12:21.360]  他為了他的兒子在學校上
[00:12:21.360 --> 00:12:27.520]  能夠拿到一個品格的獎而獻上感恩
[00:12:27.520 --> 00:12:32.200]  他說我沒有要求我的兒子要科科拿A
[00:12:32.200 --> 00:12:38.040]  我沒有在他的學科成績上去要求他做到最好
[00:12:38.040 --> 00:12:42.680]  但是我很期望我的兒子在品格上
[00:12:42.680 --> 00:12:50.640]  能夠拿到一個品格的獎
[00:12:50.640 --> 00:12:56.120]  作為家長的各位家長
[00:12:56.120 --> 00:13:02.320]  你會不會都期望你的子女
[00:13:02.320 --> 00:13:10.840]  能夠是一個有良好的品格的人呢?
[00:13:10.840 --> 00:13:16.520]  你希望他能夠做一個出色的專業人士
[00:13:16.520 --> 00:13:21.240]  還是他能夠做一個好人呢?
[00:13:21.240 --> 00:13:24.720]  你說最好就是兩個人都有
[00:13:24.720 --> 00:13:27.040]  看你怎樣教他
[00:13:27.040 --> 00:13:32.120]  看你要求他些什麼
[00:13:32.120 --> 00:13:36.800]  我們怎樣去為我們的信仰去付上代價
[00:13:36.800 --> 00:13:39.720]  我們所付的代價可能不是我們的生命
[00:13:39.720 --> 00:13:42.480]  而是一個文化上的代價
[00:13:42.480 --> 00:13:46.160]  是一個文化上的衝擊
[00:13:46.160 --> 00:13:47.800]  上個星期二
[00:13:47.800 --> 00:13:58.400]  高姑娘邀請我和師母去了一個青年發展基金的意象分享會
[00:13:58.400 --> 00:14:05.520]  在那個團隊裏面其中也有一些我認識的一些會友
[00:14:05.520 --> 00:14:07.920]  我離開那個意象分享會的時候
[00:14:07.920 --> 00:14:14.080]  我再一次去想起其中有一位在台上分享的會友
[00:14:14.080 --> 00:14:15.880]  一個姐妹
[00:14:15.880 --> 00:14:18.640]  在哈佛大學博士畢業
[00:14:18.640 --> 00:14:23.600]  她好像是讀經濟學的博士
[00:14:23.600 --> 00:14:26.560]  大好前途
[00:14:26.560 --> 00:14:32.960]  但是她現在的工作是去到北京
[00:14:32.960 --> 00:14:39.240]  去探望那些工人的子女
[00:14:39.240 --> 00:14:46.720]  是為那些工人的子女去爭取有接受教育的機會
[00:14:46.720 --> 00:14:50.720]  是中國大陸經濟向前的時候
[00:14:50.720 --> 00:14:53.200]  要去犧牲的那些群體
[00:14:53.200 --> 00:14:55.520]  就是工人的階級
[00:14:55.520 --> 00:14:57.000]  他們去到北京
[00:14:57.000 --> 00:14:59.360]  他們不可以進入正統的學校
[00:14:59.360 --> 00:15:04.920]  不可以去到大學
[00:15:04.920 --> 00:15:07.120]  如果她是我的女兒
[00:15:07.120 --> 00:15:09.680]  在一個大學裏面畢業
[00:15:09.680 --> 00:15:12.400]  有個大好的前途
[00:15:12.400 --> 00:15:17.240]  我希望她做些什麼工作呢
[00:15:17.240 --> 00:15:20.040]  我不知道她會不會有危險
[00:15:20.040 --> 00:15:26.320]  去到北京周圍的那些文工子女的學校裏面去探訪
[00:15:26.320 --> 00:15:30.800]  去關心那些家庭
[00:15:30.800 --> 00:15:36.000]  值不值得花這麼多的時間去投資去完成了她的學業
[00:15:36.000 --> 00:15:45.200]  去幫一些連中國政府都不是十分願意去幫的一班公民的子弟的教育呢
[00:15:50.920 --> 00:15:54.120]  我回來香港四年
[00:15:54.120 --> 00:15:56.360]  在我們教會
[00:15:56.360 --> 00:16:07.640]  還沒有人是願意全時間去侍奉進入神學院的當中
[00:16:07.640 --> 00:16:11.480]  這個可能是我們同工不力
[00:16:11.480 --> 00:16:17.800]  我們沒有足夠的去鼓勵大家去踏上奉獻的路途
[00:16:17.800 --> 00:16:21.360]  不過我們是一個物質主義
[00:16:21.360 --> 00:16:23.040]  享樂主義
[00:16:23.040 --> 00:16:26.480]  是一個只顧自己的前途
[00:16:26.480 --> 00:16:29.480]  顧自己的社會當中
[00:16:29.480 --> 00:16:31.880]  我們在我們的信仰上
[00:16:31.880 --> 00:16:34.960]  我們肯去為主放棄什麼
[00:16:34.960 --> 00:16:41.200]  我們肯去為主付上什麼代價呢
[00:16:41.200 --> 00:16:46.400]  應該不是像安提柏那樣付上生命的代價
[00:16:46.400 --> 00:16:50.080]  但是我們肯不肯去付代價呢
[00:16:50.080 --> 00:16:53.760]  第二方面
[00:16:53.760 --> 00:16:59.040]  主去責備這一間教會
[00:16:59.040 --> 00:17:03.240]  先他們肯為信仰去付上他們的生命
[00:17:03.240 --> 00:17:09.360]  但是他們在真理上卻是容讓一些不正確的教導
[00:17:09.360 --> 00:17:12.280]  混入在他們教會當中
[00:17:12.280 --> 00:17:18.800]  以致他們要在生活行為上去付上沉重的代價
[00:17:18.800 --> 00:17:21.240]  就是有淫亂的事情
[00:17:21.240 --> 00:17:27.440]  有在吃拜偶像的祭物上犯罪跌倒
[00:17:27.440 --> 00:17:30.240]  沒錯在他們的心意裏面
[00:17:30.240 --> 00:17:34.080]  在信仰上他們願意為主而死
[00:17:34.080 --> 00:17:39.920]  但是卻沒有一個基督徒的生活的行為
[00:17:39.920 --> 00:17:42.320]  在外表上去彰顯出來
[00:17:42.320 --> 00:17:44.200]  神怎樣去責備他們呢
[00:17:44.200 --> 00:17:49.480]  第十四節到第十六節
[00:17:49.480 --> 00:17:50.480]  我們一起讀好不好
[00:17:50.480 --> 00:17:52.360]  十四節到十六節
[00:17:52.360 --> 00:17:55.680]  然而有幾件事我要責備你
[00:17:55.680 --> 00:18:00.360]  因為你在那裏有人服從了巴蘭的教訓
[00:18:00.360 --> 00:18:06.440]  這巴蘭曾教導巴勒將半角石放在以色列人面前
[00:18:06.440 --> 00:18:11.200]  叫他們吃祭偶像之物行奸淫的事
[00:18:11.200 --> 00:18:17.600]  你那裏也有人照樣服從了尼哥拉一黨人的教訓
[00:18:17.600 --> 00:18:19.720]  所以你當悔改
[00:18:19.720 --> 00:18:23.720]  若不悔改我就快臨到你那裏
[00:18:23.720 --> 00:18:28.000]  用我口中的劍攻擊他們
[00:18:28.000 --> 00:18:30.960]  他就說我要責備你們兩件事
[00:18:30.960 --> 00:18:32.640]  其中一件事
[00:18:32.640 --> 00:18:37.680]  你們順從了巴蘭的教訓
[00:18:37.680 --> 00:18:41.880]  又服從了尼哥拉一黨人的教訓
[00:18:41.880 --> 00:18:45.040]  容讓他們的教訓在我們的教會當中
[00:18:45.040 --> 00:18:48.960]  在信仰的群體當中去發揮影響力
[00:18:48.960 --> 00:18:54.920]  以致犯了奸淫和吃祭偶像之物等等
[00:18:54.920 --> 00:18:58.840]  不應該做的一個生活的行為
[00:18:58.840 --> 00:19:04.600]  巴蘭的教訓 尼哥拉一黨人的教訓
[00:19:04.600 --> 00:19:06.520]  巴蘭的教訓
[00:19:06.520 --> 00:19:14.600]  是記載在舊約民訴記第21章至25章的一個歷史事實
[00:19:14.600 --> 00:19:17.760]  就是當時一個外邦的國家
[00:19:17.760 --> 00:19:20.400]  就是摩押 摩押王巴勒
[00:19:20.400 --> 00:19:22.720]  他要攻打以色列人
[00:19:22.720 --> 00:19:25.480]  但是不知道怎樣去打他們
[00:19:25.480 --> 00:19:27.160]  就想了一個方法
[00:19:27.160 --> 00:19:32.080]  不如這樣吧 我收買了以色列人一國的先知巴蘭
[00:19:32.080 --> 00:19:33.960]  因為他是先知
[00:19:33.960 --> 00:19:38.160]  他所說的話就有法力了
[00:19:38.160 --> 00:19:43.960]  收買了巴蘭 叫他去救助以色列人
[00:19:43.960 --> 00:19:46.240]  巴蘭接受收買
[00:19:46.240 --> 00:19:49.920]  要去救助以色列人
[00:19:49.920 --> 00:19:55.920]  被神幾次攔阻 不成功
[00:19:55.920 --> 00:20:00.760]  然後巴蘭就想出一個方法
[00:20:00.760 --> 00:20:02.720]  不如這樣吧
[00:20:02.720 --> 00:20:06.600]  就讓他們在生活上去腐化
[00:20:06.600 --> 00:20:11.280]  剛剛在民訴記第25章所讀的那段經文
[00:20:11.280 --> 00:20:18.720]  就是讓他們能夠去跟當地的女子行淫淫亂
[00:20:18.720 --> 00:20:21.600]  你不需要去用一兵一卒
[00:20:21.600 --> 00:20:26.800]  就是讓他們的生活腐化 他們就死了
[00:20:26.800 --> 00:20:29.520]  讓他們犯罪 得罪神
[00:20:29.520 --> 00:20:33.200]  他們就自取滅亡了
[00:20:33.200 --> 00:20:38.160]  以致他們就做了這件事
[00:20:38.160 --> 00:20:42.320]  在民訴記第31章
[00:20:42.320 --> 00:20:45.200]  他就這樣說
[00:20:45.200 --> 00:20:46.680]  剛剛也讀過了
[00:20:46.680 --> 00:20:51.360]  他說這些婦女因為巴蘭的計謀
[00:20:51.360 --> 00:20:56.080]  叫以色列人在比爾的事上得罪耶和華
[00:20:56.080 --> 00:21:03.400]  以致耶和華的會眾遭遇瘟疫和遭遇殺害
[00:21:03.400 --> 00:21:06.760]  我都不需要出一兵一卒
[00:21:06.760 --> 00:21:12.400]  就是讓你們在生活上去得罪上帝
[00:21:12.400 --> 00:21:17.120]  不遵守真理 不遵守誡命
[00:21:17.120 --> 00:21:24.200]  神自然會去砌你們
[00:21:24.200 --> 00:21:30.240]  這個是巴蘭的教訓 是巴蘭的計謀
[00:21:30.240 --> 00:21:35.680]  尼哥拉黨
[00:21:35.680 --> 00:21:41.200]  人們都不知道尼哥拉黨可以叫做什麼信仰
[00:21:41.200 --> 00:21:45.040]  但是在一些文獻裡面告訴我們
[00:21:45.040 --> 00:21:49.720]  尼哥拉黨他們的教訓就是
[00:21:49.720 --> 00:21:54.520]  一個跟從上帝的人
[00:21:54.520 --> 00:21:56.680]  一方面可以跟從上帝
[00:21:56.680 --> 00:22:00.440]  但是一方面仍然可以在廟宇裡面
[00:22:00.440 --> 00:22:02.880]  去參與那些祭祀
[00:22:02.880 --> 00:22:04.880]  去參與那些敬拜
[00:22:04.880 --> 00:22:09.720]  可以去隨從當地的習俗
[00:22:09.720 --> 00:22:14.120]  我相信這樣的觀念
[00:22:14.120 --> 00:22:17.360]  我們今天的社會 今天的教會當中
[00:22:17.360 --> 00:22:18.720]  我們都有的
[00:22:18.720 --> 00:22:22.200]  在面對一些在信仰上的衝擊的時候
[00:22:22.200 --> 00:22:27.880]  我們會自己去找一些藉口的
[00:22:27.880 --> 00:22:30.480]  譬如我們說
[00:22:30.480 --> 00:22:32.760]  我們可不可以拜祖先
[00:22:32.760 --> 00:22:36.960]  這樣的一些敏感的題目裡面
[00:22:36.960 --> 00:22:40.920]  在最初天主教的一些修士
[00:22:40.920 --> 00:22:42.640]  去到中國傳福音的時候
[00:22:42.640 --> 00:22:47.920]  和尼瑪竇都曾經在拜祖先的事情上
[00:22:47.920 --> 00:22:52.800]  是有一些妥協
[00:22:52.800 --> 00:22:56.720]  我們應該怎樣去持守真理
[00:22:56.720 --> 00:22:59.320]  聖經怎樣去教導我們呢
[00:22:59.320 --> 00:23:01.720]  我們怎樣可以去維繫到
[00:23:01.720 --> 00:23:04.920]  其實我們的教導裡面
[00:23:04.920 --> 00:23:06.960]  我們要孝敬父母
[00:23:06.960 --> 00:23:09.520]  我們去追念我們的先人
[00:23:09.520 --> 00:23:13.760]  這個是聖經的教導
[00:23:13.760 --> 00:23:16.920]  基督徒應該可以說是比起非基督徒
[00:23:16.920 --> 00:23:22.040]  是更加需要更加懂得去孝敬父母
[00:23:22.040 --> 00:23:25.040]  去追念我們的先人
[00:23:25.040 --> 00:23:28.040]  只不過我們在怎樣去孝敬
[00:23:28.040 --> 00:23:29.880]  怎樣去追念的事情上
[00:23:29.880 --> 00:23:33.880]  我們不會好像一些不信主的人一樣
[00:23:33.880 --> 00:23:36.720]  去帶著一些雞 帶著一些燒肉
[00:23:36.720 --> 00:23:40.640]  去做一些祭祀的工作
[00:23:40.640 --> 00:23:42.600]  如果我們不明白
[00:23:42.600 --> 00:23:44.920]  我們說可以 沒問題
[00:23:44.920 --> 00:23:46.360]  我們可以做的
[00:23:46.360 --> 00:23:47.920]  基督徒可不可以做這樣呢
[00:23:47.920 --> 00:23:48.840]  可不可以做那樣呢
[00:23:48.840 --> 00:23:50.280]  可以 沒問題的
[00:23:50.280 --> 00:23:53.280]  只要我肯回教會就可以了
[00:23:53.280 --> 00:23:54.480]  只要我有回教會
[00:23:54.480 --> 00:23:57.320]  我就可以做那些其他的事情
[00:23:57.320 --> 00:24:03.360]  我都可以做的
[00:24:03.360 --> 00:24:07.680]  在上個月基督教論壇報
[00:24:07.680 --> 00:24:11.640]  有一群的基督徒
[00:24:11.640 --> 00:24:14.840]  包括有神學院的教授
[00:24:14.840 --> 00:24:16.800]  包括有教會的領袖
[00:24:16.800 --> 00:24:19.960]  包括有牧師傳道
[00:24:19.960 --> 00:24:23.320]  是包括香港的 加拿大的
[00:24:23.320 --> 00:24:25.440]  美國海外的一些牧者
[00:24:25.440 --> 00:24:31.800]  就聯名出了一個聲明
[00:24:31.800 --> 00:24:38.040]  就說香港有一個機構
[00:24:38.040 --> 00:24:41.880]  我不說它的名字了
[00:24:41.880 --> 00:24:46.080]  為了傳福音
[00:24:46.080 --> 00:24:49.480]  而用一些不實的方法
[00:24:49.480 --> 00:24:51.520]  不誠實的方法
[00:24:51.520 --> 00:24:55.040]  來報導一些事實
[00:24:55.040 --> 00:24:56.080]  如果你知道是什麼
[00:24:56.080 --> 00:24:57.560]  你就知道了
[00:24:57.560 --> 00:25:00.560]  在講道不變公開太多的內容
[00:25:00.560 --> 00:25:06.200]  你自己看這個時代論壇
[00:25:06.200 --> 00:25:10.160]  到底這個機構有沒有做到呢
[00:25:10.160 --> 00:25:13.800]  有做還是沒做
[00:25:13.800 --> 00:25:17.120]  我都不在這裡去講了
[00:25:17.120 --> 00:25:20.520]  不過有一樣東西我們要思想
[00:25:20.520 --> 00:25:23.400]  是不是只要有人信主
[00:25:23.400 --> 00:25:26.320]  我就什麼都可以做呢
[00:25:26.320 --> 00:25:28.440]  只要有人肯回教會
[00:25:28.440 --> 00:25:32.720]  我就什麼都可以做呢
[00:25:32.720 --> 00:25:34.120]  只要我做的事
[00:25:34.120 --> 00:25:37.040]  能夠令到有人去認識上帝
[00:25:37.040 --> 00:25:44.560]  我什麼都可以 是不是呢
[00:25:44.560 --> 00:25:50.360]  有時候我們在教會裡面聚會
[00:25:50.360 --> 00:25:53.320]  我們說我們回到教會
[00:25:53.320 --> 00:25:58.040]  都有一些教會的規矩
[00:25:58.040 --> 00:26:00.960]  是不是只要他肯回教會
[00:26:00.960 --> 00:26:05.720]  我就可以不需要遵守教會的規矩呢
[00:26:05.720 --> 00:26:08.200]  我所謂教會的規矩
[00:26:08.200 --> 00:26:10.520]  當然是一些合理的
[00:26:10.520 --> 00:26:12.840]  而是在聖經出來
