
[00:00:00.000 --> 00:00:02.040]  各位電視姐妹 祝大家平安
[00:02:55.200 --> 00:02:57.800]  其實都心裡有數
[00:02:57.800 --> 00:03:01.400]  因為這麼久以來沒死下來香港的人
[00:03:01.400 --> 00:03:05.040]  其實就有五十六萬人這麼多
[00:03:05.040 --> 00:03:08.320]  其實在不同地方不同時代裡面
[00:03:08.320 --> 00:03:11.040]  每當出現一些苦難的局面
[00:03:11.040 --> 00:03:15.720]  活在苦難的人就會想法子去尋找人世間的天堂
[00:03:15.720 --> 00:03:20.520]  就好像我中學的時候就讀過一個叫陶淵明所寫的《桃花源記》
[00:03:20.520 --> 00:03:24.360]  不知道今天中學有沒有這個課程在裡面
[00:03:24.360 --> 00:03:27.840]  你知道現在經常來不來又說要cut課程
[00:03:27.840 --> 00:03:29.360]  我不知道《桃花源記》行不行
[00:03:29.360 --> 00:03:31.840]  如果知道裡面的內容可能都cut掉
[00:03:31.840 --> 00:03:34.080]  裡面其實就說到有一個漁夫
[00:03:34.080 --> 00:03:37.880]  五打五撞就去到一個叫桃花源的地方
[00:03:37.880 --> 00:03:41.160]  原來住在桃花源裡面的人的祖先
[00:03:41.160 --> 00:03:44.320]  他是為了逃避秦朝的戰亂
[00:03:44.320 --> 00:03:47.440]  而去到這個與世隔絕的地方
[00:03:47.440 --> 00:03:52.000]  文章就提到桃花源描寫去一個怎樣的地方呢
[00:03:52.000 --> 00:03:55.920]  是一個沒有戰亂和沒有壓迫的社會
[00:03:55.920 --> 00:04:00.920]  而活在裡面的人都可以自給自足自得其樂
[00:04:00.920 --> 00:04:05.000]  陶淵明之所以寫《桃花源記》
[00:04:05.000 --> 00:04:09.480]  目的就是要對照出他所身處的黑暗的時代
[00:04:09.480 --> 00:04:14.640]  他想表達的就是世人所嚮往和追求的社會是怎樣
[00:04:14.640 --> 00:04:19.120]  所以《桃花源記》某程度就是在反映當時世人
[00:04:19.120 --> 00:04:23.960]  嚮往對現實的不滿和反抗
[00:04:23.960 --> 00:04:25.320]  說回頭
[00:04:25.320 --> 00:04:32.160]  陶淵明是生於公元365至427年間的晉朝
[00:04:32.160 --> 00:04:36.480]  所以按道理他是沒有辦法知道西方的學說
[00:04:36.480 --> 00:04:37.920]  但不約而同的是
[00:04:37.920 --> 00:04:43.040]  他描繪出來的桃花源的社會景況
[00:04:43.040 --> 00:04:49.800]  竟然和希臘哲學家柏拉圖所寫的《理想國》是一樣
[00:04:49.800 --> 00:04:51.960]  《理想國》的希臘文叫《烏托邦》
[00:04:51.960 --> 00:04:55.080]  我想大家都聽過 有本書大家可以看看
[00:04:55.080 --> 00:04:58.120]  而《烏托邦》這個字是有兩個解釋的
[00:04:58.120 --> 00:05:00.520]  一個就是指好的地方
[00:05:00.520 --> 00:05:04.440]  而另一個就是指不存在的地方
[00:05:04.440 --> 00:05:05.200]  所以有些人說
[00:05:05.200 --> 00:05:08.480]  《烏托邦》這個字其實是在暗示一件事
[00:05:08.480 --> 00:05:11.240]  就是將這兩個的意思合在一起
[00:05:11.240 --> 00:05:15.760]  世界上是不存在一個完美的地方
[00:05:15.760 --> 00:05:17.800]  其實聽起來也有些道理
[00:05:17.800 --> 00:05:20.920]  因為當日被大家視為是天堂的香港
[00:05:20.920 --> 00:05:25.280]  今天已經烏煙瘴氣 已經逃亡了
[00:05:25.280 --> 00:05:27.240]  現在大家覺得它是天堂還是地獄
[00:05:27.240 --> 00:05:29.880]  交給大家自己去想 我不說了
[00:05:29.880 --> 00:05:31.440]  而既然是這樣
[00:05:31.440 --> 00:05:35.000]  《爾賽亞書》65章裏所說的新天新地
[00:05:35.000 --> 00:05:40.120]  又會不會只是一個不能夠出現的理想呢
[00:05:40.120 --> 00:05:43.600]  在開始說《爾賽亞書》的新天新地之前
[00:05:43.600 --> 00:05:46.760]  我們先要了解一下《爾賽亞書》的背景
[00:05:46.760 --> 00:05:50.520]  當中其實也牽涉到猶大國所面對的苦難
[00:05:50.520 --> 00:05:55.200]  《爾賽亞書》的內容是對應著三個時期去寫的
[00:05:55.200 --> 00:05:58.560]  第一個就是在頭三十九章的經文裏
[00:05:58.560 --> 00:06:01.960]  當時是在說一個叫做猶大國的時期
[00:06:01.960 --> 00:06:04.640]  這個時期的人因為犯罪的緣故
[00:06:04.640 --> 00:06:10.120]  所以說的訊息大多數是審判的訊息
[00:06:10.120 --> 00:06:13.280]  而猶大國也因為這樣而經歷了一些戰亂
[00:06:13.280 --> 00:06:15.520]  受制於亞述
[00:06:15.520 --> 00:06:19.920]  而第二個時期就是在四十到五十五章
[00:06:19.920 --> 00:06:24.480]  這個正是猶太人被擄到巴比倫的時期
[00:06:24.480 --> 00:06:26.840]  所以這個時期才說什麼話
[00:06:26.840 --> 00:06:28.480]  說一些安慰的話
[00:06:28.480 --> 00:06:30.480]  被擄啊 還要審判他們
[00:06:30.480 --> 00:06:32.200]  他們已經被審判了
[00:06:32.200 --> 00:06:35.520]  而最後一個的時期就剩下來了
[00:06:35.520 --> 00:06:38.240]  就是五十六到六十六章
[00:06:38.240 --> 00:06:42.240]  這個時期有些猶太人已經被擄歸回到迦南
[00:06:42.240 --> 00:06:44.800]  在面對著一群經歷了亡國
[00:06:44.800 --> 00:06:48.600]  而又期盼著復國的猶太人
[00:06:48.600 --> 00:06:50.760]  才知道對他們說的訊息是什麼呢?
[00:06:50.760 --> 00:06:55.120]  就是說一個新天新地盼望的訊息
[00:06:55.120 --> 00:06:56.920]  正如我之前所說
[00:06:56.920 --> 00:07:01.760]  經歷苦難的人總會對天堂有著一份期盼
[00:07:01.760 --> 00:07:03.720]  但不同的是
[00:07:03.720 --> 00:07:06.000]  以賽亞書所說的新天新地
[00:07:06.000 --> 00:07:08.520]  並不是人自己FF出來的
[00:07:08.520 --> 00:07:10.280]  不是人自己幻想出來
[00:07:10.280 --> 00:07:11.880]  期盼出來的東西
[00:07:11.880 --> 00:07:14.400]  這個是來自於上帝的應許
[00:07:14.400 --> 00:07:16.440]  應許是什麼意思?經常說應許
[00:07:16.440 --> 00:07:18.480]  應許這個字就是
[00:07:18.480 --> 00:07:20.640]  上帝跟你勾了手指尾
[00:07:20.640 --> 00:07:22.920]  答應過我會給你的
[00:07:22.920 --> 00:07:24.800]  所以各位弟兄姊妹
[00:07:24.800 --> 00:07:26.440]  沒錯 近這一年
[00:07:26.440 --> 00:07:30.200]  香港的確是經歷了很多的苦難
[00:07:30.200 --> 00:07:34.760]  但上帝說過新天新地是必定會出現的
[00:07:34.760 --> 00:07:38.080]  我們現在一起看看以賽亞書所說的新天新地
[00:07:38.080 --> 00:07:39.240]  有多麼完美
[00:07:39.240 --> 00:07:40.320]  多麼棒
[00:07:40.320 --> 00:07:44.840]  我想請大家幫我讀出第十八至十九節的經文
[00:07:44.840 --> 00:07:45.240]  麻煩你
[00:08:00.200 --> 00:08:16.040]  (上帝的經文)
[00:08:16.040 --> 00:08:17.240]  十八章都可以讀
[00:08:17.240 --> 00:08:18.680]  我想大家都要大聲一點
[00:08:18.680 --> 00:08:20.880]  原來我寫的版本跟大家不同
[00:08:20.880 --> 00:08:23.320]  我懶得跟大家一起讀就搞得亂七八糟
[00:08:23.320 --> 00:08:25.240]  你們大聲一點比較好
[00:08:25.240 --> 00:08:27.240]  因為之後還有些經文要大家讀
[00:08:27.240 --> 00:08:29.760]  看第十八至十九節的經文
[00:08:29.760 --> 00:08:31.520]  只看這兩節經文
[00:08:31.520 --> 00:08:34.440]  你會覺得新天新地真的很棒
[00:08:34.440 --> 00:08:38.960]  裡面基本上每一句都有歡喜快樂的字眼
[00:08:38.960 --> 00:08:40.320]  除了最後一句
[00:08:40.320 --> 00:08:42.120]  但最後一句都很棒
[00:08:42.120 --> 00:08:42.840]  為什麼?
[00:08:42.840 --> 00:08:44.320]  因為補充了一句
[00:08:44.320 --> 00:08:47.960]  再沒有人會哭
[00:08:47.960 --> 00:08:50.720]  我們都很渴望可以生活得這麼開心
[00:08:50.720 --> 00:08:51.720]  沒有人流淚
[00:08:51.720 --> 00:08:52.840]  只有笑字
[00:08:52.840 --> 00:08:54.440]  是不是很好?
[00:08:54.440 --> 00:08:56.440]  為什麼我們這麼渴望?
[00:08:56.440 --> 00:09:01.680]  因為經文所說的和我們所身處的地方實在相差得太遠了
[00:09:01.680 --> 00:09:03.320]  就好像去年那樣
[00:09:03.320 --> 00:09:05.120]  我們每一天的新聞
[00:09:05.120 --> 00:09:09.640]  聽見的只是哭泣哀號的聲音
[00:09:09.640 --> 00:09:10.640]  我不補充下去了
[00:09:10.640 --> 00:09:14.000]  但願上帝安慰每一位悲傷的香港人
[00:09:14.000 --> 00:09:17.160]  接著我想再請大家讀出第二十節的經文
[00:09:17.160 --> 00:09:20.520]  二十節
[00:09:20.520 --> 00:09:26.720]  有日夭折的嬰孩也沒有受數不滿的老人
[00:09:26.720 --> 00:09:30.360]  因為百歲死的仍算孩童
[00:09:30.360 --> 00:09:34.720]  未達百歲而亡的算是被救助的
[00:09:34.720 --> 00:09:37.200]  這節經文大致上就是說
[00:09:37.200 --> 00:09:39.000]  在新天新地裡面
[00:09:39.000 --> 00:09:41.320]  人人都是長壽的
[00:09:41.320 --> 00:09:44.920]  世界不會再有飛來橫禍的事
[00:09:44.920 --> 00:09:46.040]  但又很可惜
[00:09:46.040 --> 00:09:47.920]  我又要對照一下香港
[00:09:47.920 --> 00:09:50.920]  去年香港就出現了很多英年早逝的人
[00:09:50.920 --> 00:09:54.320]  譬如好像去年差不多這個時間
[00:09:54.320 --> 00:09:57.440]  在將軍澳墜樓的周梓樂弟兄
[00:09:57.440 --> 00:10:01.560]  其實他只是二十二歲的科大學生
[00:10:01.560 --> 00:10:04.800]  我相信周弟兄的家人一定是過得很艱難
[00:10:04.800 --> 00:10:06.080]  到今天都是
[00:10:06.080 --> 00:10:09.640]  前陣子我在網上看到一句話是這樣說的
[00:10:09.640 --> 00:10:11.360]  死亡是公平的
[00:10:11.360 --> 00:10:13.440]  因為人人還有一死
[00:10:13.440 --> 00:10:16.080]  但又是不公平的
[00:10:16.080 --> 00:10:19.480]  因為有些人不應該這麼早走
[00:10:19.480 --> 00:10:22.360]  不知基督徒聽見有這麼多年青人死
[00:10:22.360 --> 00:10:23.680]  會有什麼感受
[00:10:23.680 --> 00:10:26.160]  會不會縱然過世的人是一個弟兄
[00:10:26.160 --> 00:10:28.120]  譬如周梓樂弟兄也好
[00:10:28.120 --> 00:10:30.000]  但大家就因為不同的政見
[00:10:30.000 --> 00:10:31.920]  而對這些事無動於衷
[00:10:31.920 --> 00:10:34.800]  不會為他的家人祈禱呢
[00:10:34.800 --> 00:10:38.560]  如果有的話我想大家要反思一下
[00:10:38.560 --> 00:10:40.640]  願公平公義有憐憫的上帝
[00:10:40.640 --> 00:10:45.560]  監察著這些沒辦法看得清的悲劇
[00:10:45.560 --> 00:10:50.200]  麻煩大家繼續讀出第21至23節的經文
[00:10:50.200 --> 00:10:51.960]  他們建造房屋
[00:10:51.960 --> 00:10:54.960]  居住其中栽葡萄園
[00:10:54.960 --> 00:10:57.200]  吃園中的果子
[00:10:57.200 --> 00:11:00.320]  並非造了給別人居住
[00:11:00.320 --> 00:11:03.440]  也非栽種給別人享用
[00:11:03.440 --> 00:11:07.680]  因為我百姓的日子必長久如樹木
[00:11:07.680 --> 00:11:12.880]  我的選民必享受親手勞碌得來的
[00:11:12.880 --> 00:11:15.080]  還有23節 麻煩你
[00:11:15.080 --> 00:11:17.560]  他們必不徒然勞碌
[00:11:17.560 --> 00:11:21.000]  所生產的也不遭災害
[00:11:21.000 --> 00:11:23.600]  因為他們和他們的子孫
[00:11:23.600 --> 00:11:26.800]  都是蒙耶和華賜福的後裔
[00:11:26.800 --> 00:11:29.360]  總括來說這幾節經文是說
[00:11:29.360 --> 00:11:30.880]  新天新地裏面
[00:11:30.880 --> 00:11:33.000]  人人都可以安居樂業
[00:11:33.000 --> 00:11:34.920]  自己建屋自己住
[00:11:34.920 --> 00:11:37.360]  自己種植自己吃
[00:11:37.360 --> 00:11:40.320]  每個人親手勞碌得來的東西
[00:11:40.320 --> 00:11:42.120]  是不會被人搶走的
[00:11:42.120 --> 00:11:45.200]  多麼好 香港如果是這樣就好了
[00:11:45.200 --> 00:11:47.600]  因為很多人就算付出了多少勞力
[00:11:47.600 --> 00:11:49.360]  打多少份工也好
[00:11:49.360 --> 00:11:53.680]  他們依然沒有辦法得到一個合適的居住環境
[00:11:53.680 --> 00:11:56.760]  我看過有一個關於老宿者的節目
[00:11:56.760 --> 00:12:00.520]  裏面受訪的老宿者其實都很年輕
[00:12:00.520 --> 00:12:02.480]  和我們以前的印象不同
[00:12:02.480 --> 00:12:05.480]  我們老宿者都是很老
[00:12:05.480 --> 00:12:07.560]  很大年紀 但不是
[00:12:07.560 --> 00:12:10.880]  當中有些你簡直看不出他們是老宿者
[00:12:10.880 --> 00:12:13.640]  他們一般都有正常的職業
[00:12:13.640 --> 00:12:16.560]  但因為香港的住屋實在太貴
[00:12:16.560 --> 00:12:17.720]  所以索性露宿街頭
[00:12:17.720 --> 00:12:20.080]  洗澡就找些體育館去洗
[00:12:20.080 --> 00:12:22.040]  我都見過的
[00:12:22.040 --> 00:12:23.240]  我就給大家思考一下
[00:12:23.240 --> 00:12:26.040]  為什麼香港的住屋會這麼貴
[00:12:26.040 --> 00:12:29.000]  最後我們再看第25節的經文
[00:12:29.000 --> 00:12:32.120]  這裏所描寫出來的畫面是我最嚮往的
[00:12:32.120 --> 00:12:34.440]  由我來讀
[00:12:34.440 --> 00:12:37.320]  野狼必與羔羊同食
[00:12:37.320 --> 00:12:40.560]  獅子必吃草 魚 牛一樣
[00:12:40.560 --> 00:12:42.680]  蛇必以塵土為食物
[00:12:42.680 --> 00:12:44.720]  在我的聖山的遍處
[00:12:44.720 --> 00:12:47.440]  他們都不傷人 亦都不害物
[00:12:47.440 --> 00:12:50.120]  這是耶和華所說的
[00:12:50.120 --> 00:12:52.880]  這裏除了說到新天新地裏面
[00:12:52.880 --> 00:12:57.880]  動物界已經消除了那種弱肉強食的法則之外
[00:12:57.880 --> 00:12:59.400]  其實亦都在暗示一件事
[00:12:59.400 --> 00:13:00.840]  是比喻來的
[00:13:00.840 --> 00:13:05.440]  它說人與人之間其實都能夠和平共處
[00:13:05.440 --> 00:13:08.800]  而在社會裏面那些最強最有權力的人
[00:13:08.800 --> 00:13:11.000]  亦都不會再欺凌弱小
[00:13:11.000 --> 00:13:12.400]  大家試想一下
[00:13:12.400 --> 00:13:15.240]  在這個世界 在現今這個世界裏面
[00:13:15.240 --> 00:13:18.400]  最強最有權力的會是那些什麼人呢
[00:13:18.400 --> 00:13:21.520]  肯定就是那些最有錢 最有財富的人
[00:13:21.520 --> 00:13:25.160]  和擁有一些軍事權力的人
[00:13:25.160 --> 00:13:27.600]  但上帝說在他的國度裏面
[00:13:27.600 --> 00:13:30.840]  不會再有這些害人害物的人了
[00:13:30.840 --> 00:13:32.080]  各位弟兄姊妹
[00:13:32.080 --> 00:13:36.320]  我之所以將新天新地和香港做一個對比
[00:13:36.320 --> 00:13:39.520]  是因為以賽亞書其實都是這樣做的
[00:13:39.520 --> 00:13:41.920]  我不是故意在這裏抽水
[00:13:41.920 --> 00:13:43.840]  以賽亞書都是這樣
[00:13:43.840 --> 00:13:47.960]  上帝將新天新地寫得這麼仔細
[00:13:47.960 --> 00:13:50.400]  他的目的就是要呼應第一章
[00:13:50.400 --> 00:13:52.840]  由第六十五章呼應第一章
[00:13:52.840 --> 00:13:55.160]  那個敗壞的猶大國
[00:13:55.160 --> 00:13:56.800]  剛才也說過是敗壞的
[00:13:56.800 --> 00:13:58.720]  前半段三十九章
[00:13:58.720 --> 00:14:00.960]  是要講審判的說話
[00:14:00.960 --> 00:14:04.640]  大家可以看看以賽亞書一章二節讀
[00:14:04.640 --> 00:14:07.280]  經文裏面說 天要聽
[00:14:07.280 --> 00:14:08.840]  地則以耳聽
[00:14:08.840 --> 00:14:11.520]  原來是在講天地
[00:14:11.520 --> 00:14:14.360]  原來想要實現新天新地
[00:14:14.360 --> 00:14:17.080]  首先就是要聽
[00:14:17.080 --> 00:14:19.600]  但是要聽些甚麼呢
[00:14:19.600 --> 00:14:24.360]  當然就是要聽先知替上帝斥責子民的說話
[00:14:24.360 --> 00:14:26.120]  譬如在一章四節裏沒有打出來
[00:14:26.120 --> 00:14:27.400]  我講出來就行
[00:14:27.400 --> 00:14:30.160]  先知就斥責那些國民犯罪
[00:14:30.160 --> 00:14:32.920]  敗壞和利器的禍
[00:14:32.920 --> 00:14:34.480]  一章十五節裏
[00:14:34.480 --> 00:14:38.520]  先知就斥責那些一面舉手禱告的人
[00:14:38.520 --> 00:14:43.520]  但一面就用那雙禱告的手去殺人的人
[00:14:43.520 --> 00:14:45.640]  接著到第二十三節
[00:14:45.640 --> 00:14:46.960]  先知很應景
[00:14:46.960 --> 00:14:49.000]  先知就斥責那些做官的人
[00:14:49.000 --> 00:14:52.880]  和那些賊 黑勢力去勾結
[00:14:52.880 --> 00:14:56.080]  他說那些官只是顧著去賄賂
[00:14:56.080 --> 00:14:58.240]  和侵吞別人的財產
[00:14:58.240 --> 00:15:00.400]  而沒有盡到做官那種
[00:15:00.400 --> 00:15:03.360]  為弱勢人去伸冤的責任
[00:15:03.360 --> 00:15:07.000]  猶大就曾經是一個那麼敗壞的國家
[00:15:07.000 --> 00:15:10.960]  所以新天新地除了是要被人盼望之外
[00:15:10.960 --> 00:15:13.320]  更重要的就是要我們去檢視自己
[00:15:13.320 --> 00:15:15.360]  用新天新地去檢視自己
[00:15:15.360 --> 00:15:18.760]  讓我們知道我們所管理的大地
[00:15:18.760 --> 00:15:22.360]  和新天新地相差多遠
[00:15:22.360 --> 00:15:23.840]  而我們要做的
[00:15:23.840 --> 00:15:27.920]  就是盡力去將我們現刻所身處的這片天地
[00:15:27.920 --> 00:15:31.200]  達至到新天新地的標準
[00:15:31.200 --> 00:15:34.480]  大家心想 哪裡可以啊
[00:15:34.480 --> 00:15:37.520]  多難啊 豺狼和綿羊一起吃東西
[00:15:37.520 --> 00:15:39.520]  你現在抓的豺狼和綿羊
[00:15:39.520 --> 00:15:40.800]  就是那隻綿羊在吃東西了
[00:15:40.800 --> 00:15:41.920]  不是 豺狼在吃東西了
[00:15:41.920 --> 00:15:43.440]  就是吃了那隻綿羊
[00:15:43.440 --> 00:15:45.040]  獅子和牛一起吃草
[00:15:45.040 --> 00:15:46.360]  哪裡可以啊
[00:15:46.360 --> 00:15:47.960]  一起在那片草原裡面
[00:15:47.960 --> 00:15:49.920]  獅子當然吃牛了 是不是
[00:15:49.920 --> 00:15:52.920]  我想告訴大家 其實都可以的 有可能的
[00:15:52.920 --> 00:15:54.680]  話說在六十年代
[00:15:54.680 --> 00:15:57.280]  英國有兩個男孩子
[00:15:57.280 --> 00:15:58.640]  他買了一隻小獅子回家
[00:15:58.640 --> 00:16:00.160]  好像我們今天買貓一樣
[00:16:00.160 --> 00:16:01.720]  買了一隻小獅子回家
[00:16:01.720 --> 00:16:03.200]  那時候在英國逛街
[00:16:03.200 --> 00:16:04.760]  有人拖著一隻豹去購物
[00:16:04.760 --> 00:16:05.920]  我看過那些影片
[00:16:05.920 --> 00:16:07.320]  有些圖片
[00:16:07.320 --> 00:16:08.560]  大家上網找一下
[00:16:08.560 --> 00:16:09.920]  是有一些這樣的東西
[00:16:09.920 --> 00:16:11.600]  說回這兩個男孩子
[00:16:11.600 --> 00:16:14.280]  他養了一隻小獅子
[00:16:14.280 --> 00:16:16.760]  很快就跟那隻小獅子建立感情了
[00:16:16.760 --> 00:16:17.760]  我養貓養了幾個月
[00:16:17.760 --> 00:16:20.480]  都有一些感情了 是不是
[00:16:20.480 --> 00:16:22.160]  只不過這隻獅子
[00:16:22.160 --> 00:16:24.720]  獅子來的 他不是貓來的
[00:16:24.720 --> 00:16:26.520]  這隻獅子去到一歲半而已
[00:16:26.520 --> 00:16:28.000]  只是一歲半
[00:16:28.000 --> 00:16:31.880]  他已經大到連間屋都放不下他了
[00:16:31.880 --> 00:16:35.360]  這兩個男孩子就唯有將這隻獅子
[00:16:35.360 --> 00:16:39.400]  送去非洲野生的動物保護區那裏
[00:16:39.400 --> 00:16:40.920]  起初他們都擔心
[00:16:40.920 --> 00:16:45.200]  獅子會不會適應不了野外獵食的生活
[00:16:45.200 --> 00:16:48.120]  但很快這隻獅子就適應了下來
[00:16:48.120 --> 00:16:51.600]  後來他還成為了一群獅子的首領
[00:16:51.600 --> 00:16:52.440]  嘩 多厲害
[00:16:52.440 --> 00:16:55.040]  一隻本來在溫室裏面長大的獅子
[00:16:55.040 --> 00:16:58.000]  去到野地成為了一個首領
[00:16:58.000 --> 00:17:00.080]  之後過了五年
[00:17:00.080 --> 00:17:02.840]  那兩個男孩子繼續在英國五年
[00:17:02.840 --> 00:17:04.840]  獅子在非洲五年
[00:17:04.840 --> 00:17:06.720]  兩個男孩子很想念這隻獅子
[00:17:06.720 --> 00:17:09.720]  決定去非洲探望這隻獅子
[00:17:09.720 --> 00:17:13.000]  但是很多人都叫他們不要這樣做
[00:17:13.000 --> 00:17:15.680]  因為這隻獅子應該已經恢復了野性
[00:17:15.680 --> 00:17:17.360]  以及已經忘記你了
[00:17:17.360 --> 00:17:19.400]  他會襲擊你的 你不要這樣
[00:17:19.400 --> 00:17:21.200]  但事實又是不是這樣呢
[00:17:21.200 --> 00:17:23.600]  請去片
[00:17:23.600 --> 00:17:25.600]  有片可以看
[00:17:25.600 --> 00:17:42.800]  這隻獅子還在英國的時候
[00:17:53.600 --> 00:17:55.600]  (音樂)
[00:18:24.600 --> 00:18:26.600]  像拍戲一樣
[00:18:26.600 --> 00:18:44.480]  其實男孩子的舞似乎都是獅子
[00:18:44.480 --> 00:18:46.480]  可能這樣就OK了
[00:18:53.600 --> 00:18:55.600]  (音樂)
[00:18:55.600 --> 00:19:17.000]  最好是獅子的老婆都不攻擊他們
[00:19:17.000 --> 00:19:18.600]  沒有相處過
[00:19:18.600 --> 00:19:20.600]  給面子老公不攻擊他
[00:19:23.600 --> 00:19:25.600]  (音樂)
[00:19:25.600 --> 00:19:44.600]  如果大家有興趣
[00:19:44.600 --> 00:19:47.960]  可以回家在YouTube搜尋一下這隻獅子的片
[00:19:47.960 --> 00:19:49.760]  我找過最短的
[00:19:49.760 --> 00:19:53.640]  還有一些音樂 訊息差不多的
[00:19:53.640 --> 00:19:56.120]  後來因為這條片你找了之後
[00:19:56.120 --> 00:19:58.240]  那兩個男孩子再相隔多幾年
[00:19:58.240 --> 00:19:59.720]  又去找這隻獅子
[00:19:59.720 --> 00:20:02.080]  那時候的獅子是不同說法的
[00:20:02.080 --> 00:20:04.840]  毛是超長 超大隻
[00:20:04.840 --> 00:20:06.600]  而且樣子是凶了很多
[00:20:06.600 --> 00:20:11.080]  不過這隻獅子依然都能夠跟男孩子打成一片
[00:20:11.080 --> 00:20:14.080]  說回這隻獅子的名字
[00:20:14.080 --> 00:20:15.400]  不是大家搜尋不到
[00:20:15.400 --> 00:20:17.000]  他叫Christian
[00:20:17.000 --> 00:20:18.440]  基督徒
[00:20:18.440 --> 00:20:20.040]  真的叫Christian
[00:20:20.040 --> 00:20:21.600]  很諷刺吧
[00:20:21.600 --> 00:20:26.120]  分分鐘可能比現在的基督徒還要好
[00:20:26.120 --> 00:20:29.680]  這兩個男孩子跟這隻獅子的事告訴我們
[00:20:29.680 --> 00:20:31.120]  要創造和平
[00:20:31.120 --> 00:20:33.640]  其實需要時間栽培
[00:20:33.640 --> 00:20:35.760]  還有全方位的努力
[00:20:35.760 --> 00:20:39.280]  最重要是有愛在裡面
[00:20:39.280 --> 00:20:40.240]  對大家來說
