
[00:00:00.000 --> 00:00:03.600]  今天我們會繼續看詩篇十九篇
[00:03:36.320 --> 00:03:38.680]  叫我們能夠認識神
[00:03:38.680 --> 00:03:40.480]  所以在普羅羅馬書裡面
[00:03:40.480 --> 00:03:42.840]  也是透過教導告訴我們
[00:03:42.840 --> 00:03:45.040]  藉著神的所造之物
[00:03:45.040 --> 00:03:48.360]  能夠認識這位創造的主宰
[00:03:48.360 --> 00:03:51.440]  而不是去解釋什麼是世界的由來
[00:03:51.440 --> 00:03:53.560]  其實這個世界
[00:03:53.560 --> 00:03:55.160]  從詩篇裡面提到
[00:03:55.160 --> 00:03:57.680]  這些聽不到的聲音、說話
[00:03:57.680 --> 00:04:00.360]  但是可以看得到的言語
[00:04:00.360 --> 00:04:02.680]  是讓我們能夠知道世界的由來
[00:04:02.680 --> 00:04:04.360]  是有一位創造主
[00:04:04.360 --> 00:04:08.320]  而太陽也只是這個創造主的設計之一
[00:04:08.320 --> 00:04:09.440]  所以最重要就是
[00:04:09.440 --> 00:04:12.720]  我們每一個神所創造的受造物
[00:04:12.720 --> 00:04:15.920]  藉著神的創造就是成為一個見證
[00:04:15.920 --> 00:04:21.960]  讓我們能夠讓人認識到這位創造宇宙萬物的神
[00:04:21.960 --> 00:04:25.280]  使人是用這個世界和神的話
[00:04:25.280 --> 00:04:29.200]  來表達他對創造主的讚美和讚嘆
[00:04:29.200 --> 00:04:35.200]  同樣也是在19篇裡面提醒我們對人生的反省
[00:04:35.200 --> 00:04:36.760]  這個世界和神的話
[00:04:36.760 --> 00:04:40.320]  在詩篇19篇裡面其實有些共通的地方
[00:04:40.320 --> 00:04:42.080]  當大家如果可以跟到教會
[00:04:42.080 --> 00:04:44.280]  落在聖賢讀經計劃裡面
[00:04:44.280 --> 00:04:45.360]  你繼續去看的時候
[00:04:45.360 --> 00:04:48.800]  我們在大概再過兩個星期就會看詩篇19篇
[00:04:48.800 --> 00:04:51.640]  你又試一下可以找一下他們兩個對比當中
[00:04:51.640 --> 00:04:53.560]  有些什麼共通的地方
[00:04:53.560 --> 00:04:56.600]  上次我提到最主要有三個共通的地方
[00:04:56.600 --> 00:04:59.080]  就是都是從創造主而來
[00:04:59.080 --> 00:05:00.480]  是神的智慧
[00:05:00.480 --> 00:05:03.640]  他們是主動、有衝勁、充滿了能力
[00:05:03.640 --> 00:05:05.800]  這個能力是源源不絕
[00:05:05.800 --> 00:05:08.760]  而是神向我們沒有停過的啟示
[00:05:08.760 --> 00:05:10.760]  然後祂是普及全被
[00:05:10.760 --> 00:05:13.680]  萬物都會受其影響
[00:05:13.680 --> 00:05:16.520]  所以在詩人最後的時候提到
[00:05:16.520 --> 00:05:20.080]  他心中的言語、心裡的意念
[00:05:20.080 --> 00:05:22.880]  就是在說他怎樣可以思考到
[00:05:22.880 --> 00:05:25.560]  從詩篇19篇第一節裡面提醒我們
[00:05:25.560 --> 00:05:29.560]  「諸天述說神的榮耀,窮倉全揚祂的手段」的時候
[00:05:29.560 --> 00:05:32.160]  我們可以為神述說什麼呢?
[00:05:32.160 --> 00:05:34.480]  我口中的言語、我心裡的意念
[00:05:34.480 --> 00:05:37.560]  正正就是可以為神來述說什麼
[00:05:37.560 --> 00:05:39.680]  是不是在述說神的榮耀?
[00:05:39.680 --> 00:05:42.560]  是不是可以為神來作見證呢?
[00:05:42.560 --> 00:05:44.760]  同樣我們想到神的話
[00:05:44.760 --> 00:05:46.560]  太陽的影響的時候
[00:05:46.560 --> 00:05:47.760]  我們又反思我們
[00:05:47.760 --> 00:05:51.480]  誰的說話對我們最有影響
[00:05:51.480 --> 00:05:53.480]  也是可以從另一個角度去想
[00:05:53.480 --> 00:05:55.120]  就是有沒有一些人說的東西
[00:05:55.120 --> 00:05:57.400]  是我們重視多一點呢?
[00:05:57.400 --> 00:05:59.480]  我們相信應該是讓神的話
[00:05:59.480 --> 00:06:03.840]  先來影響我們每一個基督徒
[00:06:03.840 --> 00:06:05.600]  透過太陽、透過神的話
[00:06:05.600 --> 00:06:07.800]  特別待會我們會看的經文裡面
[00:06:07.800 --> 00:06:09.720]  提醒我們在神的面前
[00:06:09.720 --> 00:06:13.120]  我們沒有一個隱藏的人生
[00:06:13.120 --> 00:06:16.320]  有時候我們可能在我們的生活裡面
[00:06:16.320 --> 00:06:17.960]  或者在我們所有人生經歷裡面
[00:06:17.960 --> 00:06:21.240]  我們都覺得有些東西不是很想人知道的
[00:06:21.240 --> 00:06:23.160]  但其實這裡提醒我們
[00:06:23.160 --> 00:06:25.240]  就好像太陽光可以光照到
[00:06:25.240 --> 00:06:27.320]  普及到不同的地方
[00:06:27.320 --> 00:06:29.600]  其實我們的人生在神的面前
[00:06:29.600 --> 00:06:31.600]  在神的話面前
[00:06:31.600 --> 00:06:33.280]  我們都不可以隱藏
[00:06:33.280 --> 00:06:35.040]  待會我們會說多一點
[00:06:35.040 --> 00:06:37.680]  然後提醒我們生命怎樣對其他人
[00:06:37.680 --> 00:06:40.040]  帶來一些什麼的影響
[00:06:40.040 --> 00:06:41.760]  可能你是一個很有影響力的人
[00:06:41.760 --> 00:06:44.400]  你說的話一句可能都影響到不少人
[00:06:44.400 --> 00:06:47.320]  但有沒有想過你先被神的話來影響
[00:06:47.320 --> 00:06:49.080]  甚至可以想一下你的影響
[00:06:49.080 --> 00:06:51.160]  是到底帶來好的影響呢?
[00:06:51.160 --> 00:06:54.440]  還是帶來一些不好的影響?
[00:06:54.440 --> 00:06:55.760]  今天我們會多一點來看
[00:06:55.760 --> 00:06:59.600]  神的話語的功效和人的回應
[00:06:59.600 --> 00:07:02.840]  如果大自然說話很有威力
[00:07:02.840 --> 00:07:06.080]  我相信神的話語更有威力
[00:07:06.080 --> 00:07:07.880]  大自然的說話很有威力
[00:07:07.880 --> 00:07:12.200]  可能代表著大自然是一些外在的影響
[00:07:12.200 --> 00:07:14.440]  可能透過太陽與水
[00:07:14.440 --> 00:07:16.440]  讓大地得到滋潤
[00:07:16.440 --> 00:07:19.800]  讓百物可以得到熱能的供應
[00:07:19.800 --> 00:07:23.440]  這些可能我會看為是一個外在的影響
[00:07:23.440 --> 00:07:27.200]  但神話語更有威力是影響到內在
[00:07:27.200 --> 00:07:29.920]  影響到人的生命
[00:07:29.920 --> 00:07:31.800]  影響人的心靈
[00:07:31.800 --> 00:07:35.360]  我相信這個更不容易做到
[00:07:35.360 --> 00:07:39.080]  這是可能對外在、大自然有的威力
[00:07:39.080 --> 00:07:40.840]  但每一個人的生命
[00:07:40.840 --> 00:07:43.680]  一個人的生命的轉變
[00:07:43.680 --> 00:07:45.720]  是要靠著神的說話
[00:07:45.720 --> 00:07:47.400]  靠著神的恩典
[00:07:47.400 --> 00:07:51.200]  所以在《詩篇十九篇》裡的七到十四節
[00:07:51.200 --> 00:07:54.160]  其實有三組對應的經文
[00:07:54.160 --> 00:07:57.080]  分別是從七、八、九這三節
[00:07:57.080 --> 00:07:59.720]  對應十一、十二、十三
[00:07:59.720 --> 00:08:01.480]  我會將這三組經文
[00:08:01.480 --> 00:08:04.480]  跟大家放在一起來看
[00:08:04.480 --> 00:08:05.840]  第一組經文是講到
[00:08:05.840 --> 00:08:10.120]  耶和華律法能夠甦醒人心
[00:08:10.120 --> 00:08:11.640]  神話語的功效
[00:08:11.640 --> 00:08:12.960]  然後人的反應
[00:08:12.960 --> 00:08:16.760]  或者人能夠領受神的話語甦醒的時候
[00:08:16.760 --> 00:08:18.360]  得到的幫助是什麼呢?
[00:08:18.360 --> 00:08:21.840]  人因此受到警戒
[00:08:21.840 --> 00:08:26.560]  神的話能夠讓人得到一個預先的警告
[00:08:26.560 --> 00:08:28.080]  一個預警
[00:08:28.080 --> 00:08:29.200]  所以這裡提醒
[00:08:29.200 --> 00:08:31.600]  當神的話來到的時候
[00:08:31.600 --> 00:08:35.560]  其實神是很想我們先收到一些警告
[00:08:35.560 --> 00:08:38.440]  然後我們不要走錯路
[00:08:38.440 --> 00:08:40.720]  這是神話語甦醒人心
[00:08:40.720 --> 00:08:43.560]  以致發出預警
[00:08:43.560 --> 00:08:47.520]  這個在我們跟大自然裡也有機會遇到
[00:08:47.520 --> 00:08:49.680]  我們會關心多一點
[00:08:49.680 --> 00:08:51.800]  我用作為一個比喻
[00:08:51.800 --> 00:08:54.240]  近這十年我個人的體會是
[00:08:54.240 --> 00:08:58.240]  在我們不同的地方、地區、國家裡
[00:08:58.240 --> 00:09:01.760]  其實有很多大自然的災害發生
[00:09:01.760 --> 00:09:03.360]  我們所謂的天災
[00:09:03.360 --> 00:09:10.400]  無論是地震、火山爆發、海嘯、颶風、颱風
[00:09:10.400 --> 00:09:13.920]  以致引起很多不同的環境的改變
[00:09:13.920 --> 00:09:15.160]  我不知道大家有沒有看過
[00:09:15.160 --> 00:09:16.640]  最近有一節新聞是在說
[00:09:16.640 --> 00:09:20.000]  日本有一個島屬於他們原本的地區
[00:09:20.000 --> 00:09:21.160]  突然間不見了
[00:09:21.160 --> 00:09:22.000]  就是發現了
[00:09:22.000 --> 00:09:23.000]  比照的時候
[00:09:23.000 --> 00:09:24.720]  不知道是什麼原因
[00:09:24.720 --> 00:09:25.920]  大家都在找
[00:09:25.920 --> 00:09:30.040]  其實有這些大自然的災害或轉變
[00:09:30.040 --> 00:09:32.680]  其實會令人開始想
[00:09:32.680 --> 00:09:36.000]  當地震、天災的時候
[00:09:36.000 --> 00:09:39.960]  好像是大自然向人發出警告
[00:09:39.960 --> 00:09:41.880]  當然提醒我們很自然想起
[00:09:41.880 --> 00:09:45.240]  我們要好好有環境的保護
[00:09:45.240 --> 00:09:47.640]  我們不可以再對大自然剝削
[00:09:47.640 --> 00:09:50.200]  去榨乾我們這個自然環境
[00:09:50.200 --> 00:09:53.080]  以致將來地球會毀滅
[00:09:53.080 --> 00:09:55.600]  這些我們可能也會很警覺
[00:09:55.600 --> 00:09:58.200]  我們會看為一些警告
[00:09:58.200 --> 00:10:00.200]  由大自然發出
[00:10:00.200 --> 00:10:02.120]  但是當我們今天看神的話的時候
[00:10:02.120 --> 00:10:06.240]  我不知道大家有沒有真的好像有警醒的心
[00:10:06.240 --> 00:10:08.480]  神的話能夠甦醒人心
[00:10:08.480 --> 00:10:11.880]  向我們發出這些警戒預警
[00:10:11.880 --> 00:10:12.720]  一樣
[00:10:12.720 --> 00:10:16.480]  特別是當我們有時候真的可能會做錯事的時候
[00:10:16.480 --> 00:10:17.960]  神就會將這些警告
[00:10:17.960 --> 00:10:21.240]  透過祂的話語來向我們發出
[00:10:21.240 --> 00:10:24.600]  只不過我們有沒有接收到呢?
[00:10:24.600 --> 00:10:27.200]  大自然時不時會發出這些預警
[00:10:27.200 --> 00:10:29.280]  當我們願意看神的話的時候
[00:10:29.280 --> 00:10:32.160]  神就是讓祂的話成為我們的警告
[00:10:32.160 --> 00:10:34.440]  免致我們走錯路
[00:10:34.440 --> 00:10:37.680]  是在我們預備有可能走錯路之前
[00:10:37.680 --> 00:10:39.200]  給我們這個警告
[00:10:39.200 --> 00:10:42.760]  避免我們做錯事
[00:10:42.760 --> 00:10:44.960]  但是第二組的經文
[00:10:44.960 --> 00:10:47.240]  又有另外一個給我看是什麼呢?
[00:10:47.240 --> 00:10:50.840]  就是提到說話的命令是
[00:10:50.840 --> 00:10:53.640]  「讓人明亮眼目」
[00:10:53.640 --> 00:10:54.640]  它的對應是什麼呢?
[00:10:54.640 --> 00:10:56.640]  「誰能知道自己的錯失」
[00:10:56.640 --> 00:10:59.640]  「願祢赦免我隱而未然的過錯」
[00:10:59.640 --> 00:11:03.040]  這個階段是在說已經做錯事
[00:11:03.040 --> 00:11:05.720]  人犯錯、人犯罪的時候
[00:11:05.720 --> 00:11:08.680]  但是做錯事其實對人來說
[00:11:08.680 --> 00:11:10.160]  有可能有兩種的狀況
[00:11:10.160 --> 00:11:12.840]  一種是我們很多時候都會說的
[00:11:12.840 --> 00:11:14.480]  我自己都會說
[00:11:14.480 --> 00:11:15.920]  我們無心之失
[00:11:15.920 --> 00:11:16.760]  不好意思
[00:11:16.760 --> 00:11:19.840]  不經意也不知道做錯了
[00:11:19.840 --> 00:11:21.440]  無心之失
[00:11:21.440 --> 00:11:24.120]  但是有時候自己也不知道
[00:11:24.120 --> 00:11:25.440]  另外一樣可能就是
[00:11:25.440 --> 00:11:26.960]  故意的做錯
[00:11:26.960 --> 00:11:28.520]  明知故犯
[00:11:28.520 --> 00:11:30.040]  但只不過有時候又會覺得
[00:11:30.040 --> 00:11:33.160]  可能是一個可以隱藏、包裝得好
[00:11:33.160 --> 00:11:35.360]  沒有人看到的,放心
[00:11:35.360 --> 00:11:38.600]  但其實是自己故意的犯罪
[00:11:38.600 --> 00:11:40.440]  可能這些就是我們做錯事的時候
[00:11:40.440 --> 00:11:41.800]  一些的狀態
[00:11:41.800 --> 00:11:43.320]  不知道是哪樣比較多
[00:11:43.320 --> 00:11:44.360]  但這裡提醒我們就是
[00:11:44.360 --> 00:11:46.240]  神的話可以幫助我們
[00:11:46.240 --> 00:11:48.320]  明亮我們的眼目
[00:11:48.320 --> 00:11:50.200]  有時候我們故意看不到
[00:11:50.200 --> 00:11:52.480]  或者覺得不關我的事
[00:11:52.480 --> 00:11:54.040]  或者沒有事
[00:11:54.040 --> 00:11:57.360]  其實神的話語就是能夠讓我們眼睛
[00:11:57.360 --> 00:11:59.880]  看清楚自己在做什麼
[00:11:59.880 --> 00:12:02.360]  在走一條怎樣錯的路
[00:12:02.360 --> 00:12:04.520]  神的話就是這樣來幫助我們
[00:12:04.520 --> 00:12:06.120]  照耀我們的路
[00:12:06.120 --> 00:12:07.320]  提醒我們
[00:12:07.320 --> 00:12:08.680]  照亮我們
[00:12:08.680 --> 00:12:10.600]  其實讓我們的眼睛能夠
[00:12:10.600 --> 00:12:13.080]  看到自己錯在哪裡
[00:12:13.080 --> 00:12:15.960]  甚至是一些隱而未然的過錯
[00:12:15.960 --> 00:12:18.480]  我們都要藉著神的話語幫助
[00:12:18.480 --> 00:12:21.400]  來去審查自己
[00:12:21.400 --> 00:12:24.120]  其實這個有一點像什麼呢?
[00:12:24.120 --> 00:12:25.280]  有時候我們覺得
[00:12:25.280 --> 00:12:26.640]  有些弟兄姊妹
[00:12:26.640 --> 00:12:28.560]  他們不太想看聖經
[00:12:28.560 --> 00:12:29.920]  我們經常鼓勵他們
[00:12:29.920 --> 00:12:32.000]  可以希望作為一個基督徒
[00:12:32.000 --> 00:12:34.280]  多看一些神的話
[00:12:34.280 --> 00:12:35.480]  我不知道是不是有些弟兄姊妹
[00:12:35.480 --> 00:12:38.160]  就是因為看見神的話語打開的時候
[00:12:38.160 --> 00:12:39.800]  讀到神的話語覺得
[00:12:39.800 --> 00:12:42.920]  原來神的話語提醒他做錯了什麼
[00:12:42.920 --> 00:12:44.520]  他馬上覺得不行了
[00:12:44.520 --> 00:12:45.800]  要蓋上聖經
[00:12:45.800 --> 00:12:46.520]  不要再看了
[00:12:46.520 --> 00:12:47.960]  越看越錯
[00:12:47.960 --> 00:12:50.920]  可能有些不知道是不是這樣的原因
[00:12:50.920 --> 00:12:52.120]  所以我們希望
[00:12:52.120 --> 00:12:53.640]  為什麼時時響
[00:12:53.640 --> 00:12:55.360]  透過我們不同的機會
[00:12:55.360 --> 00:12:56.360]  來提醒弟兄姊妹
[00:12:56.360 --> 00:12:59.240]  聖經的話就是這樣來幫助我們
[00:12:59.240 --> 00:13:00.760]  明亮我們的眼睛
[00:13:00.760 --> 00:13:03.120]  讓我們能夠知道自己的錯失
[00:13:03.120 --> 00:13:08.960]  不要繼續陷於這個罪惡錯誤裡面
[00:13:08.960 --> 00:13:10.000]  我用一個例子
[00:13:10.000 --> 00:13:11.680]  可能大家都日常會用的
[00:13:11.680 --> 00:13:13.240]  要做的事情
[00:13:13.240 --> 00:13:18.640]  大家每天會不會都照一下鏡子
[00:13:18.640 --> 00:13:19.760]  我曾經
[00:13:19.760 --> 00:13:20.800]  不知道哪一堂崇拜
[00:13:20.800 --> 00:13:22.680]  有些弟兄姊妹說他們不照鏡子
[00:13:22.680 --> 00:13:23.720]  真的很厲害
[00:13:23.720 --> 00:13:24.880]  我想大部分人
[00:13:24.880 --> 00:13:26.680]  我們照鏡子的原因
[00:13:26.680 --> 00:13:28.160]  都可以差不多的
[00:13:28.160 --> 00:13:29.360]  可能有些不同
[00:13:29.360 --> 00:13:32.640]  至少我們通常出街前都會照一下鏡子
[00:13:32.640 --> 00:13:35.080]  大家都可能會做這個動作
[00:13:35.080 --> 00:13:37.280]  甚至有些時時都會照鏡子
[00:13:37.280 --> 00:13:40.160]  照鏡子的目的是什麼
[00:13:40.160 --> 00:13:42.280]  看看自己有沒有弄髒了
[00:13:42.280 --> 00:13:44.880]  看看自己的樣子會不會比較整齊
[00:13:44.880 --> 00:13:45.960]  不要那麼污穢
[00:13:45.960 --> 00:13:47.760]  就出街
[00:13:47.760 --> 00:13:50.280]  大概照鏡子就是要讓自己
[00:13:50.280 --> 00:13:52.640]  知道自己有什麼地方
[00:13:52.640 --> 00:13:55.160]  有什麼部位是不太行的
[00:13:55.160 --> 00:13:57.080]  我們就要快點去整理好
[00:13:57.080 --> 00:13:58.400]  然後你就出街
[00:13:58.400 --> 00:13:59.480]  如果你不照鏡子出街
[00:13:59.480 --> 00:14:00.760]  可能某一天你出街的時候
[00:14:00.760 --> 00:14:02.440]  人人的眼光都見到你
[00:14:02.440 --> 00:14:05.240]  樣子、目光都不知道有什麼事
[00:14:05.240 --> 00:14:06.040]  所以其實都一樣
[00:14:06.040 --> 00:14:06.960]  神的話都是這樣
[00:14:06.960 --> 00:14:08.200]  好像照鏡子一樣
[00:14:08.200 --> 00:14:09.000]  好像一面鏡
[00:14:09.000 --> 00:14:10.640]  神的話幫助我們
[00:14:10.640 --> 00:14:14.440]  去認清楚、看見自己的錯失
[00:14:14.440 --> 00:14:17.080]  到底我真的有什麼是無心之失
[00:14:17.080 --> 00:14:19.280]  還是我們故意犯罪
[00:14:19.280 --> 00:14:21.120]  只不過以為好像是隱而未然
[00:14:21.120 --> 00:14:22.520]  沒有人知道
[00:14:22.520 --> 00:14:26.200]  甚至可能神的話就是透過不同的角度
[00:14:26.200 --> 00:14:27.560]  神的教訓
[00:14:27.560 --> 00:14:29.680]  給我們可能有很多面不同的鏡
[00:14:29.680 --> 00:14:30.720]  在不同的角度
[00:14:30.720 --> 00:14:33.080]  讓我們能夠照得更加清楚
[00:14:33.080 --> 00:14:34.400]  不單單是照一面
[00:14:34.400 --> 00:14:36.120]  可能是照不同的角度
[00:14:36.120 --> 00:14:39.880]  最重要就是讓我們知道自己的錯失
[00:14:39.880 --> 00:14:43.680]  更加能夠願意在神面前求神赦免我們
[00:14:43.680 --> 00:14:46.240]  隱而未然的過錯
[00:14:46.240 --> 00:14:49.080]  這是神話語裡面的功能
[00:14:49.080 --> 00:14:50.160]  幫助我們
[00:14:50.160 --> 00:14:54.080]  第三個就是講到第九節和第十三節
[00:14:54.080 --> 00:14:57.320]  這是和合本裡面的經文
[00:14:57.320 --> 00:15:00.240]  講到神的道理潔淨
[00:15:00.240 --> 00:15:03.200]  然後提到可以難阻人
[00:15:03.200 --> 00:15:05.800]  不會犯任意妄為的罪
[00:15:05.800 --> 00:15:08.440]  又不會被罪所克制
[00:15:08.440 --> 00:15:10.680]  但我覺得在另外一個的《譯本聖經》
[00:15:10.680 --> 00:15:13.920]  可能又有幫我們更加多一點的明白
[00:15:13.920 --> 00:15:16.440]  認識這兩節經文的意思
[00:15:16.440 --> 00:15:18.800]  是在現代中文譯本的《聖經》裡面
[00:15:18.800 --> 00:15:21.320]  可能會更加表達到那個意思
[00:15:21.320 --> 00:15:23.400]  我想大家一起來讀一下
[00:15:23.400 --> 00:15:26.320]  大家讀完括號的敬畏上主就行了
[00:15:26.320 --> 00:15:28.400]  讀完這兩節的經文
[00:15:28.400 --> 00:15:29.680]  讓我們認識更多
[00:15:29.680 --> 00:15:31.040]  預備起
[00:15:31.040 --> 00:15:32.880]  上主的規範
[00:15:32.880 --> 00:15:35.720]  敬畏上主純真
[00:15:35.720 --> 00:15:37.680]  永遠流傳
[00:15:37.680 --> 00:15:40.560]  上主的判斷準確
[00:15:40.560 --> 00:15:42.680]  始終公道
[00:15:42.680 --> 00:15:46.840]  求祢使我不至於故意犯罪
[00:15:46.840 --> 00:15:50.120]  不容許罪惡施配我
[00:15:50.120 --> 00:15:54.920]  這樣我就能成為無可指責的人
[00:15:54.920 --> 00:15:58.040]  免犯活逆重罪
[00:15:58.040 --> 00:16:02.240]  其實這裡提到上主道理潔淨
[00:16:02.240 --> 00:16:05.160]  其實是提到神的話
[00:16:05.160 --> 00:16:08.200]  成為一個規範是純真的
[00:16:08.200 --> 00:16:09.760]  是最好的
[00:16:09.760 --> 00:16:13.440]  因為這是上主可以告訴我們
[00:16:13.440 --> 00:16:16.160]  這個規範是最準確
[00:16:16.160 --> 00:16:18.280]  是最公道
[00:16:18.280 --> 00:16:20.240]  我們提到世界會說話
[00:16:20.240 --> 00:16:22.880]  其實也提到社會上高
[00:16:22.880 --> 00:16:25.520]  如果現代人我們更加體會到
[00:16:25.520 --> 00:16:27.160]  有很多不同的聲音
[00:16:27.160 --> 00:16:29.720]  社會上高有很多不同的意見
[00:16:29.720 --> 00:16:32.760]  所以有時讓我們在這個社會生活的時候
[00:16:32.760 --> 00:16:38.840]  我們會覺得不知道哪個人說的話才是正確
[00:16:38.840 --> 00:16:40.640]  大家都說他是對的
[00:16:40.640 --> 00:16:42.440]  我怎樣去判斷呢?
[00:16:42.440 --> 00:16:44.040]  這裡提醒我們作為基督徒
[00:16:44.040 --> 00:16:48.440]  我們要感恩我們可以有上主的規範
[00:16:48.440 --> 00:16:50.160]  這個就是來自神的話
[00:16:50.160 --> 00:16:51.200]  上主的規範
[00:16:51.200 --> 00:16:53.560]  他提到是判斷準確
[00:16:53.560 --> 00:16:54.920]  是最公道的
[00:16:54.920 --> 00:16:56.240]  所以這個我們相信
[00:16:56.240 --> 00:16:58.640]  就是代表著我們要以神的話
[00:16:58.640 --> 00:17:01.080]  作為我們的價值觀
[00:17:01.080 --> 00:17:04.240]  今天當我們面對不同的議題
[00:17:04.240 --> 00:17:06.240]  不同的事件的時候
[00:17:06.240 --> 00:17:11.120]  我們怎樣去找到一個真正正確的價值觀呢?
[00:17:11.120 --> 00:17:12.560]  有時候我們也不容易
[00:17:12.560 --> 00:17:14.360]  但是我們感恩我們作為基督徒
[00:17:14.360 --> 00:17:16.040]  我們可以有聖經
[00:17:16.040 --> 00:17:20.640]  就成為我們一個價值觀的取向
[00:17:20.640 --> 00:17:23.800]  要不然我們就很艱難的
[00:17:23.800 --> 00:17:24.600]  在這個社會裡面
[00:17:24.600 --> 00:17:26.160]  如果你沒有這個正確價值觀
[00:17:26.160 --> 00:17:27.880]  你就很容易搖擺
[00:17:27.880 --> 00:17:30.720]  你不知道要跟哪個聲音比較好
[00:17:30.720 --> 00:17:32.680]  我最近探訪一個家庭
[00:17:32.680 --> 00:17:33.840]  有一對夫婦
[00:17:33.840 --> 00:17:37.000]  他們的兒子一個已經上了大學
[00:17:37.000 --> 00:17:40.160]  一個明年要考DSE
[00:17:40.160 --> 00:17:44.280]  他就提到他自己掛心他的小朋友是什麼呢?
[00:17:44.280 --> 00:17:45.400]  他最掛心的就是
[00:17:45.400 --> 00:17:48.600]  在現在這樣的社會氛圍裡面
[00:17:48.600 --> 00:17:53.080]  他很怕他的小朋友找不到一個正確的價值觀
[00:17:53.080 --> 00:17:54.120]  大家都明白的
[00:17:54.120 --> 00:17:56.920]  在這幾年在香港的環境
[00:17:56.920 --> 00:18:01.720]  就是大家不知道怎樣去判斷什麼是對什麼是不對
[00:18:01.720 --> 00:18:03.360]  還是怎樣的判斷
[00:18:03.360 --> 00:18:04.440]  所以這裡提醒我們
[00:18:04.440 --> 00:18:07.120]  如果我們可以有上主的規範
[00:18:07.120 --> 00:18:09.120]  我們能夠經歷到的就是
[00:18:09.120 --> 00:18:11.040]  神有最準確的判斷
[00:18:11.040 --> 00:18:12.960]  因為神是最公道的
