
[00:00:00.000 --> 00:00:02.800]  各位粉絲們 早晨
[00:01:39.040 --> 00:01:41.240]  接著18至25節就記載了
[00:01:41.240 --> 00:01:43.560]  天使向約瑟顯現
[00:01:43.560 --> 00:01:44.960]  要祂娶了瑪利亞
[00:01:44.960 --> 00:01:47.240]  並且將瑪利亞所懷的胎兒
[00:01:47.240 --> 00:01:49.920]  起名叫耶穌
[00:01:49.920 --> 00:01:53.400]  在整段經文我勾畫了幾個重點
[00:01:53.400 --> 00:01:55.600]  第一就是經文告訴我們
[00:01:55.600 --> 00:01:58.240]  瑪利亞已經許配了給約瑟
[00:01:58.240 --> 00:02:03.040]  但是未迎娶她就有了身季、有了嬰兒
[00:02:03.040 --> 00:02:06.200]  許配給她即是下了訂
[00:02:06.200 --> 00:02:08.880]  或者已經做了三書六禮
[00:02:08.880 --> 00:02:10.880]  訂了婚等等
[00:02:10.880 --> 00:02:13.600]  已經是約瑟要娶的人了
[00:02:13.600 --> 00:02:16.920]  不過未過門就已經有了嬰兒
[00:02:16.920 --> 00:02:20.840]  聖經的作者就告訴我們是從聖靈而來的
[00:02:20.840 --> 00:02:23.080]  但是當時約瑟是不知道的
[00:02:23.080 --> 00:02:25.440]  所以面對這個未過門
[00:02:25.440 --> 00:02:27.920]  但是有了嬰兒的妻子
[00:02:27.920 --> 00:02:30.360]  就是瑪利亞怎麼辦呢?
[00:02:30.360 --> 00:02:32.040]  約瑟就在惆悵
[00:02:32.040 --> 00:02:34.080]  今天未婚懷孕
[00:02:34.080 --> 00:02:35.880]  甚至是奉子成婚
[00:02:35.880 --> 00:02:37.400]  就等閒之事
[00:02:37.400 --> 00:02:39.200]  早前就有電視藝員
[00:02:39.200 --> 00:02:40.840]  錢嘉樂就娶湯瑩瑩
[00:02:40.840 --> 00:02:42.720]  穿著婚紗戴著肚子
[00:02:42.720 --> 00:02:45.000]  多開心啊
[00:02:45.000 --> 00:02:47.960]  但是二千多年前
[00:02:47.960 --> 00:02:50.440]  東方的文化很難接受
[00:02:50.440 --> 00:02:52.720]  或者不要說二千多年前
[00:02:52.720 --> 00:02:54.520]  如果我們有親戚朋友
[00:02:54.520 --> 00:02:56.400]  就是奉子成婚的
[00:02:56.400 --> 00:02:58.480]  其實都不會這麼明目張膽的
[00:02:58.480 --> 00:03:00.120]  最多快點註冊
[00:03:00.120 --> 00:03:02.120]  吃頓飯就算了
[00:03:02.120 --> 00:03:03.840]  或者最多是多少個月呢?
[00:03:03.840 --> 00:03:05.840]  三個月或者四個月未見肚子
[00:03:05.840 --> 00:03:07.360]  都還可以擺酒的時候
[00:03:07.360 --> 00:03:08.960]  穿著婚紗、穿著晚裝
[00:03:08.960 --> 00:03:10.960]  再大一點就不行了
[00:03:10.960 --> 00:03:15.640]  有一點是令人費解的是
[00:03:15.640 --> 00:03:18.280]  經文告訴我們約瑟是一個異人
[00:03:18.280 --> 00:03:20.280]  是一個大好人
[00:03:20.280 --> 00:03:23.840]  但是為什麼他要想著
[00:03:23.840 --> 00:03:25.760]  把瑪麗亞休了
[00:03:25.760 --> 00:03:28.160]  還要是暗暗的休了她
[00:03:28.160 --> 00:03:30.240]  為什麼要這樣呢?
[00:03:30.240 --> 00:03:32.120]  為什麼不做一個大好人
[00:03:32.120 --> 00:03:33.520]  既然她有了嬰兒
[00:03:33.520 --> 00:03:34.080]  好了好了
[00:03:34.080 --> 00:03:35.480]  雖然不是她經手的
[00:03:35.480 --> 00:03:36.600]  不關她的事
[00:03:36.600 --> 00:03:39.040]  都娶了她、生了她、養大她
[00:03:39.040 --> 00:03:42.040]  為什麼要暗暗的休了她
[00:03:42.040 --> 00:03:43.600]  並且說她是一個異人呢?
[00:03:43.600 --> 00:03:44.400]  原來
[00:03:44.400 --> 00:03:47.560]  今天的社會跟他們以前不同
[00:03:47.560 --> 00:03:51.440]  原來如果有任何的妻子
[00:03:51.440 --> 00:03:53.320]  是發現對丈夫不忠
[00:03:53.320 --> 00:03:55.960]  是可以將她判處死刑的
[00:03:55.960 --> 00:03:57.720]  是根據生命紀
[00:03:57.720 --> 00:03:59.680]  所以約瑟就想
[00:03:59.680 --> 00:04:00.040]  糟糕了
[00:04:00.040 --> 00:04:00.880]  如果娶了她過來
[00:04:00.880 --> 00:04:05.000]  被人發現她不是對我不忠的
[00:04:05.000 --> 00:04:06.240]  那她就會死了
[00:04:06.240 --> 00:04:09.480]  所以為什麼要暗暗的休了她
[00:04:09.480 --> 00:04:12.680]  第三個重點
[00:04:12.680 --> 00:04:15.360]  正當約瑟在思念這件事
[00:04:15.360 --> 00:04:16.840]  是不是這樣做最好呢?
[00:04:16.840 --> 00:04:18.760]  這樣做是否真的對瑪利亞最好
[00:04:18.760 --> 00:04:19.960]  是否應該呢?
[00:04:19.960 --> 00:04:23.440]  主的使者就在夢中向她顯現
[00:04:23.440 --> 00:04:24.560]  吩咐約瑟
[00:04:24.560 --> 00:04:26.320]  你要將瑪利亞娶了過來
[00:04:26.320 --> 00:04:29.480]  並且解釋瑪利亞所懷的人
[00:04:29.480 --> 00:04:30.840]  是從聖靈而來
[00:04:30.840 --> 00:04:33.440]  她不是一個不忠的女子
[00:04:33.440 --> 00:04:36.080]  只是上帝要揀選她
[00:04:36.080 --> 00:04:38.240]  第四
[00:04:38.240 --> 00:04:43.320]  天使吩咐約瑟要將這個小孩子改名
[00:04:43.320 --> 00:04:44.160]  叫做耶穌
[00:04:44.160 --> 00:04:45.640]  今天很多的弟兄姊妹
[00:04:45.640 --> 00:04:47.880]  當有嬰兒的時候就想改名
[00:04:47.880 --> 00:04:48.840]  改什麼名呢?
[00:04:48.840 --> 00:04:50.080]  阿晴又好像很多人叫
[00:04:50.080 --> 00:04:51.800]  阿欣又是很普通
[00:04:51.800 --> 00:04:53.320]  不過意思又很好
[00:04:53.320 --> 00:04:55.280]  改一下單字吧
[00:04:55.280 --> 00:04:56.440]  中國就厲害了
[00:04:56.440 --> 00:04:58.560]  在出生日加上爸爸的姓
[00:04:58.560 --> 00:04:59.520]  加上媽媽的姓
[00:04:59.520 --> 00:05:02.320]  如果很多人是再結婚的
[00:05:02.320 --> 00:05:03.880]  隨時有四個姓氏
[00:05:03.880 --> 00:05:05.440]  不單單是福姓這麼簡單
[00:05:05.440 --> 00:05:06.800]  改名真的很不容易
[00:05:06.800 --> 00:05:08.600]  瑪利亞就不用愁
[00:05:08.600 --> 00:05:09.560]  約瑟也不用愁
[00:05:09.560 --> 00:05:11.480]  因為天使告訴她改了
[00:05:11.480 --> 00:05:12.840]  叫做耶穌
[00:05:12.840 --> 00:05:14.640]  這個名字是有意思的
[00:05:15.640 --> 00:05:18.200]  是祂要將自己的百姓從罪惡中
[00:05:18.200 --> 00:05:19.920]  拯救出來
[00:05:19.920 --> 00:05:23.040]  教了約瑟怎麼做
[00:05:23.040 --> 00:05:24.920]  並且又再說
[00:05:24.920 --> 00:05:26.280]  如果這樣的事
[00:05:26.280 --> 00:05:28.920]  成就是應驗先知所說的話
[00:05:28.920 --> 00:05:30.800]  誰先知曾經說過這番話呢?
[00:05:30.800 --> 00:05:33.120]  以下書
[00:05:33.120 --> 00:05:37.880]  第十七章的第十四節
[00:05:37.880 --> 00:05:40.720]  「因此主自己要給你們一個兆頭
[00:05:40.720 --> 00:05:41.960]  必有同女懷孕生子
[00:05:41.960 --> 00:05:43.960]  給他起名叫爾瑪萊尼」
[00:05:43.960 --> 00:05:45.840]  原來舊約一早已經應驗了
[00:05:45.840 --> 00:05:46.840]  即是預言了
[00:05:46.840 --> 00:05:48.160]  第五
[00:05:48.160 --> 00:05:51.520]  「結果約瑟不是聽了就算
[00:05:51.520 --> 00:05:53.440]  約瑟從夢中醒來的時候
[00:05:53.440 --> 00:05:54.960]  就照天使的吩咐
[00:05:54.960 --> 00:05:56.800]  將瑪利亞娶了過來
[00:05:56.800 --> 00:05:59.280]  強調期間沒有跟她行房
[00:05:59.280 --> 00:06:00.480]  沒有跟她同房
[00:06:00.480 --> 00:06:02.320]  直至她生了嬰兒
[00:06:02.320 --> 00:06:03.560]  按照天使的吩咐
[00:06:03.560 --> 00:06:05.040]  就將她起名叫耶穌」
[00:06:05.040 --> 00:06:07.280]  約瑟照做了
[00:06:07.280 --> 00:06:09.480]  最後一個重點
[00:06:09.480 --> 00:06:10.720]  如果我們細心
[00:06:10.720 --> 00:06:11.760]  就會發現
[00:06:11.760 --> 00:06:12.960]  瑪利亞所生的嬰兒
[00:06:12.960 --> 00:06:14.080]  其實有兩個名字
[00:06:14.080 --> 00:06:15.400]  第一就是叫耶穌
[00:06:15.400 --> 00:06:16.400]  天使改的
[00:06:16.400 --> 00:06:18.960]  就是表明祂的使命
[00:06:18.960 --> 00:06:21.320]  是要將百姓從罪惡裏面拯救出來
[00:06:21.320 --> 00:06:22.720]  第二
[00:06:22.720 --> 00:06:26.240]  祂說人要稱祂的名為爾瑪萊尼
[00:06:26.240 --> 00:06:28.480]  人是怎樣稱呼這個耶穌的呢?
[00:06:28.480 --> 00:06:29.480]  爾瑪萊尼
[00:06:29.480 --> 00:06:32.920]  爾瑪萊尼是表明祂的特性
[00:06:32.920 --> 00:06:33.640]  是甚麼?
[00:06:33.640 --> 00:06:35.760]  神與人同在
[00:06:35.760 --> 00:06:37.040]  祂的出現
[00:06:37.040 --> 00:06:39.680]  就是代表神與人同在
[00:06:39.680 --> 00:06:42.120]  簡單交代了
[00:06:42.120 --> 00:06:43.600]  整段經文的內容
[00:06:43.600 --> 00:06:45.240]  以及一些重點
[00:06:45.240 --> 00:06:47.440]  今天我很想
[00:06:47.440 --> 00:06:51.120]  從一個歷史的角度
[00:06:51.120 --> 00:06:52.840]  去跟大家分享這個訊息
[00:06:52.840 --> 00:06:54.760]  爾瑪萊尼對我們今天的意義
[00:06:54.760 --> 00:06:56.200]  我們知道爾瑪萊尼
[00:06:56.200 --> 00:06:57.720]  是神與我們同在
[00:06:57.720 --> 00:06:59.240]  但如果我們將這個字
[00:06:59.240 --> 00:07:03.280]  放回以前的先知的年代
[00:07:03.280 --> 00:07:05.040]  又放回耶穌的年代
[00:07:05.040 --> 00:07:05.920]  我們就會明白
[00:07:05.920 --> 00:07:08.680]  原來爾瑪萊尼這個字
[00:07:08.680 --> 00:07:11.000]  這個名字是在說
[00:07:11.000 --> 00:07:14.840]  祂是人類黑暗中的盼望
[00:07:14.840 --> 00:07:16.760]  因為在以創下先知的年代
[00:07:16.760 --> 00:07:18.280]  在耶穌的年代
[00:07:18.280 --> 00:07:22.680]  眾人面對著艱難
[00:07:22.680 --> 00:07:25.080]  面對著好像上帝沉默了
[00:07:25.080 --> 00:07:26.840]  上帝不知幫哪一個的時候
[00:07:26.840 --> 00:07:28.680]  上帝就主動告訴人
[00:07:28.680 --> 00:07:31.480]  祂願意與人同在
[00:07:31.480 --> 00:07:34.560]  亦都放在我們今天的年代
[00:07:34.560 --> 00:07:38.200]  頂姐妹或許我們都經歷黑暗的時候
[00:07:38.200 --> 00:07:40.000]  經歷艱難的時候
[00:07:40.000 --> 00:07:42.360]  願我們都同心的確信
[00:07:42.360 --> 00:07:45.200]  上帝與我們同在
[00:07:45.200 --> 00:07:47.960]  說說以塞亞的年代
[00:07:47.960 --> 00:07:52.520]  我們知道以塞亞他做先知的時候
[00:07:52.520 --> 00:07:55.920]  以色列的王國已經分裂
[00:07:55.920 --> 00:07:58.480]  成為南國、北國
[00:07:58.480 --> 00:08:01.920]  以塞亞書第七章的背景
[00:08:01.920 --> 00:08:05.120]  是在說當時大約是
[00:08:05.120 --> 00:08:09.200]  公元前或者主前七百三十年
[00:08:09.200 --> 00:08:11.000]  北國以色列未滅
[00:08:11.000 --> 00:08:13.360]  南國當然都未滅亡
[00:08:13.360 --> 00:08:16.440]  但他們面對的是四周圍
[00:08:16.440 --> 00:08:18.560]  當時的皇帝
[00:08:18.560 --> 00:08:19.960]  猶大王叫做阿哈斯
[00:08:19.960 --> 00:08:22.920]  可以打開第七章一至十二節
[00:08:22.920 --> 00:08:25.200]  交代那個經文
[00:08:25.200 --> 00:08:26.240]  詳細我就不看了
[00:08:26.240 --> 00:08:27.720]  頂姐妹可以不讀
[00:08:27.720 --> 00:08:29.560]  頂姐妹可以看
[00:08:29.560 --> 00:08:32.880]  是在說當時猶大的鄰國
[00:08:32.880 --> 00:08:36.640]  阿南王聯合北國以色列
[00:08:36.640 --> 00:08:39.440]  要來攻打猶大
[00:08:39.440 --> 00:08:40.640]  真的「割打國」
[00:08:40.640 --> 00:08:43.160]  就算大家都是以色列人的後裔也好
[00:08:43.160 --> 00:08:45.320]  北國要攻打猶大
[00:08:45.320 --> 00:08:46.920]  後來又有以東人
[00:08:46.920 --> 00:08:48.920]  和菲律賓人聯盟
[00:08:48.920 --> 00:08:51.480]  同樣要來攻擊猶大
[00:08:51.480 --> 00:08:55.080]  猶大王阿哈斯忘記了
[00:08:55.080 --> 00:08:57.440]  一向來保護他們的上帝
[00:08:57.440 --> 00:08:59.640]  反而去尋求其他的偶像
[00:08:59.640 --> 00:09:01.960]  並且他不要上帝幫助
[00:09:01.960 --> 00:09:03.160]  你幫助我不要
[00:09:03.160 --> 00:09:06.760]  他要的是亞述王的救兵
[00:09:06.760 --> 00:09:08.040]  在急難的時候
[00:09:08.040 --> 00:09:10.520]  阿哈斯王用自己的方法
[00:09:10.520 --> 00:09:11.440]  東奔西走
[00:09:11.440 --> 00:09:13.240]  甚至尋求惡人的幫助
[00:09:13.240 --> 00:09:14.960]  結果就引狼入室
[00:09:14.960 --> 00:09:18.600]  因為亞述王不簡單
[00:09:18.600 --> 00:09:21.160]  但上帝守日思池外
[00:09:21.160 --> 00:09:22.160]  他怎樣做呢?
[00:09:22.160 --> 00:09:26.040]  我們看第十節至十二節
[00:09:26.040 --> 00:09:29.640]  上帝主動的來向阿哈斯說
[00:09:29.640 --> 00:09:34.560]  你向耶和華你的神求一個兆頭
[00:09:34.560 --> 00:09:38.000]  或在深處或在高處
[00:09:38.000 --> 00:09:40.520]  求上帝顯明
[00:09:40.520 --> 00:09:42.360]  這裡是在說甚麼呢?
[00:09:42.360 --> 00:09:44.400]  他說你尋求上帝幫助
[00:09:44.400 --> 00:09:47.000]  上帝就幫助你解決
[00:09:47.000 --> 00:09:53.040]  你怎樣面對當時四面被攻擊的環境
[00:09:53.040 --> 00:09:54.240]  阿哈斯怎樣回應?
[00:09:54.240 --> 00:09:56.200]  第十二節
[00:09:56.200 --> 00:09:57.000]  阿哈斯王說
[00:09:57.000 --> 00:10:00.800]  我不求,我不試探耶和華
[00:10:00.800 --> 00:10:02.200]  表面是我不求
[00:10:02.200 --> 00:10:03.920]  我不敢試探上帝你自己
[00:10:03.920 --> 00:10:05.200]  但其實是甚麼?
[00:10:05.200 --> 00:10:09.200]  他拒絕上帝的幫助
[00:10:09.200 --> 00:10:09.960]  雖然如此
[00:10:09.960 --> 00:10:11.920]  上帝說
[00:10:11.920 --> 00:10:14.600]  七章三至十四節
[00:10:14.600 --> 00:10:17.400]  上帝透過以賽亞說
[00:10:17.400 --> 00:10:19.320]  大衛家,你們當聽
[00:10:19.320 --> 00:10:21.600]  你們使人厭煩豈算小事
[00:10:21.600 --> 00:10:23.600]  還要使我的神厭煩嗎?
[00:10:23.600 --> 00:10:27.600]  因此主自己要給你們一個兆頭
[00:10:27.600 --> 00:10:29.120]  必有同女懷孕生子
[00:10:29.120 --> 00:10:30.720]  給他起名叫爾瑪萊尼
[00:10:30.720 --> 00:10:33.720]  就是神與我們同在的意思
[00:10:33.720 --> 00:10:34.920]  這裡說的是
[00:10:34.920 --> 00:10:38.320]  上帝很想幫助當時的皇帝阿哈斯王
[00:10:38.320 --> 00:10:40.720]  很想幫助當時的猶大國
[00:10:40.720 --> 00:10:43.720]  面對四面的那種仇敵
[00:10:43.720 --> 00:10:46.120]  但是人卻要拒絕他
[00:10:46.120 --> 00:10:47.920]  上帝主動告訴你
[00:10:47.920 --> 00:10:49.920]  我會給你一個徵兆
[00:10:49.920 --> 00:10:51.720]  一個記號
[00:10:51.720 --> 00:10:53.520]  但阿哈斯王拒絕
[00:10:53.520 --> 00:10:54.920]  上帝不厭其煩
[00:10:54.920 --> 00:10:57.520]  去到第八章
[00:10:57.520 --> 00:10:58.320]  我們一起讀
[00:10:58.320 --> 00:10:59.120]  第八章
[00:10:59.120 --> 00:11:00.720]  預備一二三
[00:11:00.720 --> 00:11:03.720]  因此主必使大河翻騰的水
[00:11:03.720 --> 00:11:05.120]  蔓延衝來
[00:11:05.120 --> 00:11:08.120]  就是阿哈斯王和他所有的威勢
[00:11:08.120 --> 00:11:10.520]  必漫過一切的水道
[00:11:10.520 --> 00:11:11.920]  漲過兩岸
[00:11:11.920 --> 00:11:13.320]  必衝入猶大
[00:11:13.320 --> 00:11:14.520]  漲入反南
[00:11:14.520 --> 00:11:15.920]  直到頸旱
[00:11:15.920 --> 00:11:18.920]  爾瑪萊尼他展開翅膀
[00:11:18.920 --> 00:11:20.920]  遍滿了你的地
[00:11:20.920 --> 00:11:23.720]  烈國的人民
[00:11:23.720 --> 00:11:26.920]  因憑你們宣揚終必破壞
[00:11:26.920 --> 00:11:28.320]  遠方的眾人
[00:11:28.320 --> 00:11:29.920]  當則以耳聽
[00:11:29.920 --> 00:11:31.920]  因憑你們促起腰來
[00:11:31.920 --> 00:11:33.320]  終必破壞
[00:11:33.320 --> 00:11:34.920]  你們促起腰來
[00:11:34.920 --> 00:11:36.120]  終必破壞
[00:11:36.120 --> 00:11:37.720]  因憑你們同謀
[00:11:37.720 --> 00:11:39.120]  終歸無有
[00:11:39.120 --> 00:11:40.720]  因憑你們言定
[00:11:40.720 --> 00:11:42.120]  終不成立
[00:11:42.120 --> 00:11:45.120]  因為神與我們同在
[00:11:45.120 --> 00:11:49.320]  上帝在這裡告訴猶大人
[00:11:49.320 --> 00:11:51.520]  亞述不是很可靠的
[00:11:51.520 --> 00:11:54.720]  祂最終會來攻擊你們
[00:11:54.720 --> 00:11:57.120]  就算是任憑祂攻擊上帝
[00:11:57.120 --> 00:11:59.120]  祂最終都要拯救
[00:11:59.120 --> 00:12:02.320]  你願不願意?
[00:12:02.320 --> 00:12:04.520]  猶大王阿哈斯不願意
[00:12:04.520 --> 00:12:06.320]  但上帝沒有停止
[00:12:06.320 --> 00:12:07.120]  去到第九章
[00:12:07.120 --> 00:12:08.520]  我們很熟悉的第九章
[00:12:08.520 --> 00:12:09.320]  有兩節經文
[00:12:09.320 --> 00:12:10.120]  我們一起讀
[00:12:10.120 --> 00:12:11.720]  一二三
[00:12:11.720 --> 00:12:14.320]  因有一鷹孩為我們而生
[00:12:14.320 --> 00:12:16.320]  有一子賜給我們
[00:12:16.320 --> 00:12:19.120]  政權必擔在他的肩頭上
[00:12:19.120 --> 00:12:21.520]  他名稱為奇妙賊士
[00:12:21.520 --> 00:12:22.520]  全能的神
[00:12:22.520 --> 00:12:23.720]  永在的父
[00:12:23.720 --> 00:12:25.120]  和平的君
[00:12:25.120 --> 00:12:26.920]  他的政權與平安
[00:12:26.920 --> 00:12:28.320]  必加增無窮
[00:12:28.320 --> 00:12:30.520]  他必在大位的寶座上
[00:12:30.520 --> 00:12:31.920]  治理他的國
[00:12:31.920 --> 00:12:33.320]  以公平公義
[00:12:33.320 --> 00:12:35.520]  使國堅定穩固
[00:12:35.520 --> 00:12:37.320]  從今直到永遠
[00:12:37.320 --> 00:12:39.520]  萬君之耶和華的熱心
[00:12:39.520 --> 00:12:42.120]  必成就這事
[00:12:42.120 --> 00:12:45.120]  上帝再一次來應許
[00:12:45.120 --> 00:12:47.320]  為什麼上帝要一而再再而三
[00:12:47.320 --> 00:12:49.120]  甚至三而四的來告訴
[00:12:49.120 --> 00:12:51.920]  當時的皇帝和百姓知道
[00:12:51.920 --> 00:12:53.920]  他很願意拯救他們呢
[00:12:53.920 --> 00:12:56.720]  叫他們不要靠那些外邦的勢力
[00:12:56.720 --> 00:13:00.920]  也不要靠那些偶像神明呢
[00:13:00.920 --> 00:13:03.120]  上帝很想拯救他們
[00:13:03.120 --> 00:13:06.120]  當時以蔡霞先知所面對的一個年代
[00:13:06.120 --> 00:13:09.120]  是一個道德日漸低落的時代
[00:13:09.120 --> 00:13:12.120]  百姓君王都背棄上帝
[00:13:12.120 --> 00:13:15.320]  而去叩拜別臣的年代
[00:13:15.320 --> 00:13:19.920]  甚至君王他根本沒有智慧
[00:13:19.920 --> 00:13:22.320]  用智為利是圖
[00:13:22.320 --> 00:13:25.120]  貪圖那些的安樂
[00:13:25.120 --> 00:13:28.120]  上帝主動去給人希望
[00:13:28.120 --> 00:13:30.720]  主動去告訴別人
[00:13:30.720 --> 00:13:31.920]  他要插手
[00:13:31.920 --> 00:13:33.320]  他要來幫助
[00:13:33.320 --> 00:13:36.520]  在一個這樣的背景下
[00:13:36.520 --> 00:13:39.720]  基督徒很喜歡在聖誕節裡唱聖誕歌
[00:13:39.720 --> 00:13:40.920]  不過我們教會也不是
[00:13:40.920 --> 00:13:41.920]  常常唱
[00:13:41.920 --> 00:13:43.520]  幾堂崇拜不是堂堂
[00:13:43.520 --> 00:13:45.120]  就是唱我們所謂的聖誕歌
[00:13:45.120 --> 00:13:46.320]  可以講耶穌降生
[00:13:46.320 --> 00:13:47.520]  降下馬槽
[00:13:47.520 --> 00:13:51.520]  講天使報信
[00:13:51.520 --> 00:13:53.320]  以前我成長的教會
[00:13:53.320 --> 00:13:54.720]  就一定唱的
[00:13:54.720 --> 00:13:56.320]  團契就一定唱
[00:13:56.320 --> 00:13:57.920]  其中唱到一首歌
[00:13:57.920 --> 00:13:59.320]  有少少不明白
[00:13:59.320 --> 00:14:00.120]  這首歌叫做
[00:14:00.120 --> 00:14:02.520]  以馬來尼懇求降臨
[00:14:02.520 --> 00:14:04.520]  大家知不知道會不會唱
[00:14:04.520 --> 00:14:07.320]  有些會有些不會
[00:14:07.320 --> 00:14:09.520]  今早五堂那幾首
[00:14:09.520 --> 00:14:13.120]  都不算在聖誕節裡常唱的詩歌
[00:14:13.120 --> 00:14:15.120]  我們一起唱這首歌
[00:14:44.120 --> 00:14:50.120]  歡欣 以死憐憫
[00:14:50.120 --> 00:14:57.120]  以馬來尼必定降臨
[00:14:57.120 --> 00:14:59.120]  詩歌裡提到歡欣
[00:14:59.120 --> 00:15:01.120]  歡欣 以死憐憫
[00:15:01.120 --> 00:15:03.120]  以馬來尼必定降臨
[00:15:03.120 --> 00:15:06.120]  跟我們第一首唱的歡欣有什麼分別
[00:15:06.120 --> 00:15:07.120]  第一首唱的歡欣
[00:15:07.120 --> 00:15:09.120]  歡欣 心裡感謝神
[00:15:09.120 --> 00:15:11.120]  這首呢
[00:15:11.120 --> 00:15:13.120]  嘗試一下歡欣
[00:15:13.120 --> 00:15:15.120]  我曾經長大很努力
[00:15:15.120 --> 00:15:17.120]  嘗試唱一個開心版來
[00:15:17.120 --> 00:15:19.120]  看看可不可以
[00:15:19.120 --> 00:15:22.120]  以馬來尼懇求降臨
[00:15:22.120 --> 00:15:27.120]  救宿四方以死憐憫
[00:15:27.120 --> 00:15:32.120]  倫樂二傍寂寞上心
[00:15:32.120 --> 00:15:36.120]  人竟看望三子降臨
[00:15:36.120 --> 00:15:42.120]  歡欣 以死憐憫
[00:15:42.120 --> 00:15:47.120]  以馬來尼必定降臨
[00:15:47.120 --> 00:15:49.120]  歡不歡欣?
[00:15:49.120 --> 00:15:51.120]  懂音樂的人知道
[00:15:51.120 --> 00:15:53.120]  難歡欣是因為
[00:15:53.120 --> 00:15:54.120]  它是小調的歌
[00:15:54.120 --> 00:15:56.120]  所以很難
[00:15:56.120 --> 00:15:57.120]  第二它的歌詞
[00:15:57.120 --> 00:15:59.120]  根本是說一個的境況
[00:15:59.120 --> 00:16:01.120]  不是一個歡欣的境況
[00:16:01.120 --> 00:16:04.120]  一個什麼的境況
[00:16:04.120 --> 00:16:06.120]  一個倫樂二傍的境況
[00:16:06.120 --> 00:16:08.120]  一個寂寞傷心的境況
[00:16:08.120 --> 00:16:13.120]  一個等待救主尼賽亞降臨的境況
[00:16:13.120 --> 00:16:16.120]  是心存信心去唱的一首詩歌
[00:16:16.120 --> 00:16:18.120]  所以真的很難唱
[00:16:18.120 --> 00:16:20.120]  其實情況就好像
[00:16:20.120 --> 00:16:23.120]  我們唱另一首的詩歌感謝神一樣
[00:16:23.120 --> 00:16:24.120]  感謝神這首的詩歌
[00:16:24.120 --> 00:16:26.120]  我們熟悉一點
[00:16:26.120 --> 00:16:27.120]  我們很多時候
[00:16:27.120 --> 00:16:29.120]  什麼時候感謝神?
[00:16:29.120 --> 00:16:32.120]  順利的時候感謝神
[00:16:32.120 --> 00:16:34.120]  順利聽我們祈禱的時候
[00:16:34.120 --> 00:16:35.120]  我們感謝神
[00:16:35.120 --> 00:16:37.120]  順利醫治我們的時候感謝神
[00:16:37.120 --> 00:16:40.120]  我們結婚生子的時候感謝神
[00:16:40.120 --> 00:16:41.120]  但詩歌告訴我們
[00:16:41.120 --> 00:16:43.120]  什麼時候感謝神?
