
[00:00:00.000 --> 00:00:03.140]  各位弟兄姊妹平安,很感謝神的恩典
[00:04:25.260 --> 00:04:27.560]  保羅就收了他
[00:04:27.560 --> 00:04:31.420]  於是保羅和提摩太之間
[00:04:31.420 --> 00:04:36.200]  就建立了一個很緊密的關係
[00:04:36.200 --> 00:04:39.280]  保羅不單止一路在宣教行程裡面
[00:04:39.280 --> 00:04:40.360]  一路傳福音
[00:04:40.360 --> 00:04:43.200]  一路去訓練這個年輕人
[00:04:43.200 --> 00:04:48.120]  他看到這個年輕人可以造就
[00:04:48.120 --> 00:04:51.220]  他將來一定是可以成為一個
[00:04:51.220 --> 00:04:54.740]  很有能力侍奉神的人
[00:04:54.740 --> 00:04:59.720]  結果後來保羅就派提摩太
[00:04:59.720 --> 00:05:03.620]  很多很重要的使命
[00:05:03.620 --> 00:05:07.200]  讓他跟他去一些地方
[00:05:07.200 --> 00:05:12.680]  然後後來更加將牧羊一間大教會
[00:05:12.680 --> 00:05:16.040]  就是以弗所教會的重任
[00:05:16.040 --> 00:05:18.600]  交了給提摩太
[00:05:18.600 --> 00:05:20.700]  所以提摩太
[00:05:20.700 --> 00:05:25.840]  他可能是一個生性比較膽怯
[00:05:25.840 --> 00:05:28.280]  不是很有膽的
[00:05:28.280 --> 00:05:30.280]  有一點害羞的
[00:05:30.280 --> 00:05:32.200]  其實我都告訴大家
[00:05:32.200 --> 00:05:34.040]  以前我都很害羞的
[00:05:34.040 --> 00:05:35.960]  很怕在別人面前說話
[00:05:35.960 --> 00:05:37.760]  但是神真的很奇妙
[00:05:37.760 --> 00:05:40.680]  不知為何每一次站上講台
[00:05:40.680 --> 00:05:44.440]  我講話的時候我的聲音都不同了
[00:05:44.440 --> 00:05:46.440]  所以有些弟兄姐妹經常說我
[00:05:46.440 --> 00:05:50.400]  劉牧師跟你講電話你的聲音不同
[00:05:50.400 --> 00:05:52.400]  但是你一講到
[00:05:52.400 --> 00:05:55.800]  你那種洪亮的聲音就出來了
[00:05:55.800 --> 00:05:57.400]  所以我很感謝神
[00:05:57.400 --> 00:05:58.960]  以往我很害羞
[00:05:58.960 --> 00:06:00.360]  不喜歡講話
[00:06:00.360 --> 00:06:02.600]  到現在我都不是那麼喜歡講話
[00:06:02.600 --> 00:06:04.440]  所以師母經常罵我
[00:06:04.440 --> 00:06:05.760]  你講多點東西
[00:06:05.760 --> 00:06:07.760]  講多點東西給我聽
[00:06:07.760 --> 00:06:11.320]  但是我站出來
[00:06:11.320 --> 00:06:13.840]  我全講神的道的時候
[00:06:13.840 --> 00:06:16.840]  不知為何神的靈就好像充滿我
[00:06:16.840 --> 00:06:18.160]  給我有力量
[00:06:18.160 --> 00:06:21.920]  讓我將裡面我所領受的道
[00:06:21.920 --> 00:06:26.120]  好像很流暢那樣傾倒出來
[00:06:26.120 --> 00:06:28.120]  我想提摩太
[00:06:28.120 --> 00:06:31.400]  就是這樣一個比較膽怯的人
[00:06:31.400 --> 00:06:34.400]  所以保羅就鼓勵他
[00:06:34.400 --> 00:06:36.080]  你不要膽怯
[00:06:36.080 --> 00:06:38.080]  劉剛強
[00:06:38.080 --> 00:06:40.080]  因為神賜給我們的
[00:06:40.080 --> 00:06:42.520]  不是一個膽怯的心
[00:06:42.520 --> 00:06:44.400]  是一個勇敢
[00:06:44.400 --> 00:06:46.400]  一個山脈
[00:06:46.400 --> 00:06:50.800]  一個有頭腦的頭腦
[00:06:50.800 --> 00:06:52.960]  然後我們可以為主
[00:06:52.960 --> 00:06:55.800]  來辯論真道
[00:06:55.800 --> 00:06:57.800]  分辨是非
[00:06:57.800 --> 00:07:00.120]  特別今天這個時代
[00:07:00.120 --> 00:07:03.480]  真是一個黑白不分的時代
[00:07:03.480 --> 00:07:06.320]  你都不知道什麼是真什麼是假的
[00:07:06.320 --> 00:07:08.640]  到處那些傳媒
[00:07:08.640 --> 00:07:10.640]  很多消息傳來
[00:07:10.640 --> 00:07:11.840]  所以各位
[00:07:11.840 --> 00:07:14.440]  我們必須要靠著神
[00:07:14.440 --> 00:07:15.920]  給我們的幫助
[00:07:15.920 --> 00:07:17.920]  我們有判斷
[00:07:17.920 --> 00:07:20.280]  懂得去判別
[00:07:20.280 --> 00:07:24.480]  你所聽的東西是真的還是假
[00:07:24.480 --> 00:07:28.520]  保羅在提摩太前書
[00:07:28.520 --> 00:07:32.560]  最主要跟提摩太講的是什麼呢?
[00:07:32.560 --> 00:07:35.880]  就是你管理一間教會
[00:07:35.880 --> 00:07:40.080]  怎樣設立不同的一些職份
[00:07:40.080 --> 00:07:42.560]  譬如好像有監督
[00:07:42.560 --> 00:07:44.080]  有執事
[00:07:44.080 --> 00:07:45.880]  所以保羅就提到
[00:07:45.880 --> 00:07:49.320]  對監督有什麼要求?
[00:07:49.320 --> 00:07:52.760]  做執事有什麼要求?
[00:07:52.760 --> 00:07:54.760]  然後教會
[00:07:54.760 --> 00:07:58.760]  教會就是永生神的家
[00:07:58.760 --> 00:08:01.400]  是真理的柱石
[00:08:01.400 --> 00:08:03.760]  和根基
[00:08:03.760 --> 00:08:05.960]  又勸提摩太
[00:08:05.960 --> 00:08:09.880]  你不要讓人小看你年輕
[00:08:09.880 --> 00:08:11.520]  你年輕
[00:08:11.520 --> 00:08:15.760]  他說你總要在言語行為
[00:08:15.760 --> 00:08:18.680]  信心、愛心、清潔
[00:08:18.680 --> 00:08:20.680]  這五方面上面
[00:08:20.680 --> 00:08:25.800]  你要做信徒的榜樣
[00:08:25.800 --> 00:08:30.360]  保羅實在是一個很有心思的人
[00:08:30.360 --> 00:08:33.200]  他知道提摩太太年輕
[00:08:33.200 --> 00:08:37.200]  所以可能教會裡面會有些長者
[00:08:37.200 --> 00:08:40.520]  有些信了幾十年的信徒
[00:08:40.520 --> 00:08:43.480]  覺得你這個年輕人做牧師
[00:08:43.480 --> 00:08:45.480]  我懂事也比你多
[00:08:45.480 --> 00:08:47.480]  我吃鹽比你吃米多
[00:08:47.480 --> 00:08:50.720]  所以有些長者就會很看不起
[00:08:50.720 --> 00:08:52.720]  這個年輕的牧師
[00:08:52.720 --> 00:08:54.440]  保羅說
[00:08:54.440 --> 00:08:57.360]  你不要小看你年輕
[00:08:57.360 --> 00:08:59.920]  你要在很多方面
[00:08:59.920 --> 00:09:03.600]  你做他們的榜樣
[00:09:03.600 --> 00:09:06.520]  這個也成為我一個很大的激勵
[00:09:06.520 --> 00:09:09.720]  當我在教會被安納做牧師的時候
[00:09:09.720 --> 00:09:11.720]  我剛剛三十歲
[00:09:11.720 --> 00:09:15.640]  那一年也是剛剛我新婚那一年
[00:09:15.640 --> 00:09:17.640]  就被安納做牧師
[00:09:17.640 --> 00:09:19.640]  真的什麼都不懂
[00:09:19.640 --> 00:09:23.320]  結婚之後連怎樣和太太相處都不懂
[00:09:23.320 --> 00:09:25.320]  所以撞了很多板
[00:09:25.320 --> 00:09:29.320]  但是教會有些長者很好
[00:09:29.320 --> 00:09:31.320]  他們教我很多東西
[00:09:31.320 --> 00:09:34.320]  他們在各方面來鼓勵我
[00:09:34.320 --> 00:09:36.320]  特別我講完道之後
[00:09:36.320 --> 00:09:38.320]  有些長者過來握手
[00:09:38.320 --> 00:09:41.320]  他說「紹康,你講得很好」
[00:09:41.320 --> 00:09:43.320]  「你努力講」
[00:09:43.320 --> 00:09:46.320]  所以神給我一個很大的負擔
[00:09:46.320 --> 00:09:50.320]  就要在神身邊侍奉他
[00:09:50.320 --> 00:09:54.320]  全港神活潑上傳的道
[00:09:54.320 --> 00:09:58.320]  所以保羅特別提醒提摩太太
[00:09:58.320 --> 00:10:03.320]  他說「聖經都是神所默示的」
[00:10:03.320 --> 00:10:07.320]  「越教訓督責使人歸正」
[00:10:07.320 --> 00:10:11.320]  「教導人學義都是有益的」
[00:10:11.320 --> 00:10:13.320]  所以提摩太太前後書
[00:10:13.320 --> 00:10:17.320]  充滿了很有智慧的華語
[00:10:17.320 --> 00:10:22.320]  所以今天成為了一本牧師的手冊
[00:10:22.320 --> 00:10:25.320]  如果你要在教會裡面侍奉
[00:10:25.320 --> 00:10:27.320]  多些讀提摩太太前後書
[00:10:27.320 --> 00:10:30.320]  你會在提摩太太前後書裡面
[00:10:30.320 --> 00:10:32.320]  得著很多的啟迪
[00:10:32.320 --> 00:10:34.320]  得著很多的幫助
[00:10:34.320 --> 00:10:38.320]  讓我繼續來介紹提摩太太前書
[00:10:38.320 --> 00:10:41.320]  提摩太太前書一共有六章
[00:10:41.320 --> 00:10:47.320]  第一章就講到對教義的一些指示
[00:10:47.320 --> 00:10:50.320]  特別我很欣賞的就是
[00:10:50.320 --> 00:10:55.320]  保羅在第一章下半章那裡
[00:10:55.320 --> 00:10:58.320]  他就用自己來做例子
[00:10:58.320 --> 00:11:03.320]  他說「在罪人裡面我是一個罪魁」
[00:11:03.320 --> 00:11:06.320]  「因為我迫不及待教會」
[00:11:06.320 --> 00:11:09.320]  於是有首歌唱過
[00:11:09.320 --> 00:11:14.320]  「在罪人中我是個罪魁」
[00:11:14.320 --> 00:11:21.320]  「然而我卻蒙了神的憐憫」
[00:11:21.320 --> 00:11:27.320]  「在罪人中我是個罪魁」
[00:11:27.320 --> 00:11:34.320]  「然而我蒙了憐憫」
[00:11:34.320 --> 00:11:37.320]  我雖然是一個罪魁
[00:11:37.320 --> 00:11:39.320]  但是我在神面前
[00:11:39.320 --> 00:11:41.320]  祂是蒙了憐憫
[00:11:41.320 --> 00:11:45.320]  因為神是要救贖世人
[00:11:45.320 --> 00:11:47.320]  我們很感謝神
[00:11:47.320 --> 00:11:51.320]  神連一個迫不及待教會的人
[00:11:51.320 --> 00:11:55.320]  祂都能夠將他360度轉變過來
[00:11:55.320 --> 00:11:58.320]  成為很偉大的使徒
[00:11:58.320 --> 00:12:00.320]  保羅寫的書信
[00:12:00.320 --> 00:12:04.320]  佔了新約聖經很大的部分
[00:12:04.320 --> 00:12:08.320]  所以保羅呆呆被神使用
[00:12:08.320 --> 00:12:11.320]  雖然他以往的歷史很不光彩
[00:12:11.320 --> 00:12:14.320]  神不是看我們過去的歷史
[00:12:14.320 --> 00:12:18.320]  神要用你,祂就可以用你
[00:12:18.320 --> 00:12:23.320]  第二章就講到我們在公共崇拜裡面
[00:12:23.320 --> 00:12:25.320]  有什麼指示
[00:12:25.320 --> 00:12:30.320]  對那些婦女我們應該有什麼態度
[00:12:30.320 --> 00:12:35.320]  然後第三章就講到監督有什麼要求
[00:12:35.320 --> 00:12:37.320]  執事有什麼要求
[00:12:37.320 --> 00:12:43.320]  然後第四章就對那些假教師指示他們
[00:12:43.320 --> 00:12:48.320]  保羅特別在提摩泰的年代裡面
[00:12:48.320 --> 00:12:51.320]  很多假教師起來
[00:12:51.320 --> 00:12:53.320]  他們混亂神的道
[00:12:53.320 --> 00:13:00.320]  所以保羅叫提摩泰要提醒防備假教師
[00:13:00.320 --> 00:13:05.320]  然後第五章就教會是什麼
[00:13:05.320 --> 00:13:07.320]  就剛才我提到的
[00:13:07.320 --> 00:13:10.320]  這家就是永生神的教會
[00:13:10.320 --> 00:13:14.320]  真理的注釋和根基
[00:13:14.320 --> 00:13:16.320]  還有你怎樣待人
[00:13:16.320 --> 00:13:19.320]  所以不要叫人小看你年輕
[00:13:19.320 --> 00:13:22.320]  你總要在言語行為信心開深
[00:13:22.320 --> 00:13:25.320]  清潔神明都做信徒的榜樣
[00:13:25.320 --> 00:13:27.320]  然後到第六章
[00:13:27.320 --> 00:13:30.320]  就是你要恭敬人
[00:13:30.320 --> 00:13:33.320]  你要做一個僕人
[00:13:33.320 --> 00:13:38.320]  僕人是要聽從主人
[00:13:38.320 --> 00:13:41.320]  如果你打一份工
[00:13:41.320 --> 00:13:43.320]  你要聽你老闆的話
[00:13:43.320 --> 00:13:45.320]  老闆叫你做什麼
[00:13:45.320 --> 00:13:46.320]  你要做什麼
[00:13:46.320 --> 00:13:49.320]  當然不是什麼都討好他
[00:13:49.320 --> 00:13:54.320]  而是有原則地去順從主人
[00:13:54.320 --> 00:13:57.320]  而且保羅在提摩泰前書
[00:13:57.320 --> 00:14:02.320]  幾次提到要打美好的仗
[00:14:02.320 --> 00:14:07.320]  這個好像是他一個很特別的語調一樣
[00:14:07.320 --> 00:14:10.320]  在第一章的十八節
[00:14:10.320 --> 00:14:13.320]  在第六章十二節
[00:14:13.320 --> 00:14:17.320]  和最後在提摩泰後書第四章
[00:14:17.320 --> 00:14:21.320]  都提到打美好的仗
[00:14:21.320 --> 00:14:24.320]  各位今天我們都是打一場仗
[00:14:24.320 --> 00:14:26.320]  一場屬靈的爭戰
[00:14:26.320 --> 00:14:29.320]  我們要和惡者爭戰
[00:14:29.320 --> 00:14:32.320]  所以我們需要求主幫助我們
[00:14:32.320 --> 00:14:33.320]  作我們的力量
[00:14:33.320 --> 00:14:36.320]  我們都要打贏這場仗
[00:14:36.320 --> 00:14:39.320]  今天撒旦用很多方法
[00:14:39.320 --> 00:14:40.320]  要來唆擺我們
[00:14:40.320 --> 00:14:41.320]  要來攻擊我們
[00:14:41.320 --> 00:14:43.320]  要來打擊我們
[00:14:43.320 --> 00:14:46.320]  但是我們不要聽撒旦的話
[00:14:46.320 --> 00:14:49.320]  我們依靠我們的主
[00:14:49.320 --> 00:14:51.320]  我們穿起全副軍裝
[00:14:51.320 --> 00:14:55.320]  我們就能夠抵擋惡者一切的攻擊
[00:14:55.320 --> 00:14:57.320]  後主幫助你
[00:14:57.320 --> 00:14:58.320]  幫助我
[00:14:58.320 --> 00:14:59.320]  幫助我們每一個
[00:14:59.320 --> 00:15:03.320]  我們都上上打美好的仗
[00:15:03.320 --> 00:15:08.320]  我們站立得穩直到再見主的面
[00:15:08.320 --> 00:15:11.320]  願神賜福給各位
