
[00:00:00.000 --> 00:00:03.040]  古羅開始了第二次的旅程
[00:01:29.120 --> 00:01:34.680]  就要去到第十六章的第十節
[00:01:34.680 --> 00:01:37.600]  那裏你才發現有一個人加入去
[00:01:37.600 --> 00:01:39.680]  第十六章第十節
[00:01:39.680 --> 00:01:41.520]  在後面
[00:01:41.520 --> 00:01:43.680]  第十六章第十節
[00:01:43.680 --> 00:01:46.120]  就說有一個很特別的地方
[00:01:46.120 --> 00:01:47.200]  你可能沒有留意
[00:01:47.200 --> 00:01:48.360]  前面對了
[00:01:48.360 --> 00:01:49.320]  第十節
[00:01:49.320 --> 00:01:50.560]  第十節對了
[00:01:50.560 --> 00:01:53.200]  就是保羅漢建這個異象
[00:01:53.200 --> 00:01:55.960]  我們隨即想要往馬其頓去
[00:01:55.960 --> 00:01:59.600]  因為之前是說他們的
[00:01:59.600 --> 00:02:02.440]  第七第八到現在都是說他們的
[00:02:02.440 --> 00:02:05.800]  所以有一個使徒行傳的作者
[00:02:05.800 --> 00:02:09.080]  就在這裏加入了保羅的宣教行列
[00:02:09.080 --> 00:02:11.280]  這個就是路加醫生
[00:02:11.280 --> 00:02:13.960]  要看這個由他們變成我們
[00:02:13.960 --> 00:02:17.120]  你就會知道誰人是使徒行傳的
[00:02:17.120 --> 00:02:20.560]  這隊團隊就開始出發
[00:02:20.560 --> 00:02:23.200]  他們就去到這個
[00:02:23.200 --> 00:02:25.080]  由安提阿
[00:02:25.080 --> 00:02:28.680]  安提阿就差不多在現在黎巴嫩的國家
[00:02:28.680 --> 00:02:31.120]  向上行經過敘利亞
[00:02:31.120 --> 00:02:36.840]  一直去到土耳其的東部
[00:02:36.840 --> 00:02:39.640]  保羅第一次所走的路線
[00:02:39.640 --> 00:02:41.200]  所建立的教會
[00:02:41.200 --> 00:02:45.640]  基本上都是在土耳其的東部
[00:02:45.640 --> 00:02:49.840]  包括以哥廉、盧斯德
[00:02:49.840 --> 00:02:52.480]  剛才提到的這些城市
[00:02:52.480 --> 00:02:57.000]  他們所處的地方就是加拉泰省
[00:02:57.000 --> 00:02:58.680]  加拉泰是一個省
[00:02:58.680 --> 00:03:00.080]  不是一個城市
[00:03:00.080 --> 00:03:03.640]  以哥廉、盧斯德都是屬於這個省
[00:03:03.640 --> 00:03:06.800]  保羅在那裏探望這些教會
[00:03:06.800 --> 00:03:08.400]  講完他要講的東西
[00:03:08.400 --> 00:03:09.480]  送完信
[00:03:09.480 --> 00:03:12.800]  聖經就說他想去亞西亞省
[00:03:12.800 --> 00:03:18.040]  亞西亞省就在加拉泰省的西邊
[00:03:18.040 --> 00:03:21.280]  就是今日的土耳其的西邊
[00:03:21.280 --> 00:03:23.000]  一直去到海邊
[00:03:23.000 --> 00:03:25.840]  就是愛琴海的東岸
[00:03:25.840 --> 00:03:28.480]  沒有地圖可以掃出來
[00:03:28.480 --> 00:03:33.240]  所以我都是用教會聖經的地圖去看
[00:03:33.240 --> 00:03:34.280]  不過現在我不流行
[00:03:34.280 --> 00:03:35.200]  聖經就在椅子裏面
[00:03:35.200 --> 00:03:36.440]  所以你看不到
[00:03:36.440 --> 00:03:40.280]  但是聖經說他們去不了
[00:03:40.280 --> 00:03:43.040]  本來他們在東面向西走
[00:03:43.040 --> 00:03:45.960]  應該進入亞西亞省
[00:03:45.960 --> 00:03:53.000]  但是聖經說聖靈禁止他們在亞西亞港島
[00:03:53.000 --> 00:03:56.400]  怎樣禁止呢?
[00:03:56.400 --> 00:03:57.400]  甚麼事發生呢?
[00:03:57.400 --> 00:03:58.840]  我們就不太知道
[00:03:58.840 --> 00:04:01.800]  聖經沒有很清楚告訴我們
[00:04:01.800 --> 00:04:04.440]  究竟有甚麼事情發生
[00:04:04.440 --> 00:04:08.480]  總之他們就沒有辦法在亞西亞港島
[00:04:08.480 --> 00:04:11.080]  究竟他們去了亞西亞港島
[00:04:11.080 --> 00:04:12.800]  還是不讓他們去亞西亞港島
[00:04:12.800 --> 00:04:14.120]  沒有說不讓他們去
[00:04:14.120 --> 00:04:17.320]  只是他們根本去不了
[00:04:17.320 --> 00:04:19.320]  去不了甚麼原因呢?
[00:04:19.320 --> 00:04:20.480]  是交通的問題
[00:04:20.480 --> 00:04:21.680]  買不到車票
[00:04:21.680 --> 00:04:23.680]  或者山泥傾瀉
[00:04:23.680 --> 00:04:24.520]  封了一條路
[00:04:24.520 --> 00:04:25.880]  還是政治的原因
[00:04:25.880 --> 00:04:26.880]  他們不可以進去
[00:04:26.880 --> 00:04:28.000]  那裏有動亂
[00:04:28.000 --> 00:04:29.720]  或者那裏戒嚴
[00:04:29.720 --> 00:04:32.520]  還是自己的原因
[00:04:32.520 --> 00:04:34.120]  或者他們的同工不肯去
[00:04:34.120 --> 00:04:35.160]  沒有錢去
[00:04:35.160 --> 00:04:36.040]  沒理由沒有錢去
[00:04:36.040 --> 00:04:37.360]  他們有錢去別的地方
[00:04:37.360 --> 00:04:38.760]  聖經是沒有說的
[00:04:38.760 --> 00:04:43.320]  只是說聖靈禁止他們在亞西亞港島
[00:04:43.320 --> 00:04:48.160]  我們今時今日有一種誤解
[00:04:48.160 --> 00:04:51.160]  我們經常覺得聖靈的工作是很奇怪的事情
[00:04:51.160 --> 00:04:57.200]  一定是一些在正常情況下不發生的事情
[00:04:57.200 --> 00:04:59.120]  一些很挑戰的事情
[00:04:59.120 --> 00:05:02.640]  可能突然發夢見到聖靈跟你說話
[00:05:02.640 --> 00:05:07.480]  或者聖靈用了一些超自然的方式
[00:05:07.480 --> 00:05:13.360]  告訴保羅他不可以在亞西亞港島
[00:05:13.360 --> 00:05:17.840]  但事實上聖經提到聖靈的工作時間
[00:05:17.840 --> 00:05:19.640]  不一定是說這些事情的
[00:05:19.640 --> 00:05:20.920]  不一定有這些事情發生
[00:05:20.920 --> 00:05:23.200]  總有些事情發生讓他們知道的
[00:05:23.200 --> 00:05:25.480]  不一定是一種感覺
[00:05:25.480 --> 00:05:27.360]  可能是一些事件
[00:05:27.360 --> 00:05:31.000]  不一定是一些很超自然的事情
[00:05:31.000 --> 00:05:34.280]  可能就是買不到車票這麼簡單
[00:05:34.280 --> 00:05:40.120]  他們就會認為這是聖靈禁止他們做的事情
[00:05:40.120 --> 00:05:44.880]  這是一個我們叫做神學上的解釋
[00:05:44.880 --> 00:05:47.400]  事實發生什麼事情我們不知道
[00:05:47.400 --> 00:05:50.520]  但他們有一個所謂信仰上
[00:05:50.520 --> 00:05:51.680]  神學上的解釋
[00:05:51.680 --> 00:05:54.360]  相信這是聖靈不讓他們做的事情
[00:05:55.600 --> 00:06:00.960]  神的工作有時候不一定要超自然的事情
[00:06:00.960 --> 00:06:05.200]  今天我們有些人追求一些超自然的經驗
[00:06:05.200 --> 00:06:09.440]  認為聖靈的工作總是一些很特別很奇怪的事情
[00:06:09.440 --> 00:06:12.400]  其實我們是限制了聖靈的工作
[00:06:12.400 --> 00:06:15.240]  這個世界是神創造的
[00:06:15.240 --> 00:06:16.960]  這個世界所有事情都是神做的
[00:06:16.960 --> 00:06:20.800]  每天升起太陽降下都是上帝的工作
[00:06:20.800 --> 00:06:24.120]  如果上帝只能夠在超自然的地方工作的話
[00:06:24.120 --> 00:06:26.480]  我們就將上帝縮小了
[00:06:26.480 --> 00:06:28.600]  我們不是覺得上帝偉大了
[00:06:28.600 --> 00:06:31.520]  我們覺得上帝就越來越小了
[00:06:31.520 --> 00:06:33.280]  所以在很多情況下
[00:06:33.280 --> 00:06:36.160]  在很多自然和日常的經驗裏面
[00:06:36.160 --> 00:06:37.680]  我們將神趕走了
[00:06:37.680 --> 00:06:41.120]  而是因為我們相信上帝只在超自然的地方出現
[00:06:41.120 --> 00:06:42.480]  以前我們經常都問
[00:06:42.480 --> 00:06:44.400]  為什麼神不在我的生活中
[00:06:44.400 --> 00:06:45.520]  為什麼看不到神
[00:06:45.520 --> 00:06:47.720]  我看不到上帝的工作呢
[00:06:47.720 --> 00:06:53.160]  就是因為我們以為上帝只是在一些很罕有的事情上工作
[00:06:53.160 --> 00:06:54.640]  但事實上
[00:06:54.640 --> 00:06:58.000]  在所有的事情上上帝都是工作的
[00:06:58.000 --> 00:07:00.320]  所以對於保羅來說
[00:07:00.320 --> 00:07:03.240]  當他們沒有辦法去到亞西亞的時候
[00:07:03.240 --> 00:07:06.200]  他們就會相信這是聖靈的禁止
[00:07:06.200 --> 00:07:10.000]  所以神是全能的神
[00:07:10.000 --> 00:07:15.040]  祂在這個世界所有的地方都是祂掌管之下的
[00:07:15.040 --> 00:07:17.960]  所以神可以藉著超自然工作
[00:07:17.960 --> 00:07:20.120]  神可以藉著自然工作
[00:07:20.120 --> 00:07:20.840]  沒有問題的
[00:07:20.840 --> 00:07:21.640]  沒有分別的
[00:07:21.640 --> 00:07:25.200]  對他們來說是完全沒有分別的事情
[00:07:25.200 --> 00:07:26.360]  對我們好像有分別
[00:07:26.360 --> 00:07:28.480]  因為我們追求超自然的事情
[00:07:28.480 --> 00:07:31.600]  自然的事情就好像覺得不是神做的
[00:07:31.600 --> 00:07:32.880]  天天都是這樣的
[00:07:32.880 --> 00:07:34.240]  但是天天都是這樣的事情
[00:07:34.240 --> 00:07:37.480]  就是上帝的恩典和奇蹟
[00:07:37.480 --> 00:07:38.880]  才會天天都是這樣的
[00:07:38.880 --> 00:07:42.960]  所以他們就相信他們不可以去到亞西亞
[00:07:42.960 --> 00:07:44.800]  講道是神的工作
[00:07:44.800 --> 00:07:46.800]  於是就想了另一個方法
[00:07:46.800 --> 00:07:48.000]  於是他們就想了
[00:07:48.000 --> 00:07:49.200]  既然西邊去不到
[00:07:49.200 --> 00:07:50.280]  他們在東邊
[00:07:50.280 --> 00:07:52.200]  西邊去不到就去北邊
[00:07:52.200 --> 00:07:55.240]  所以他們準備就去這個肥推尼
[00:07:55.240 --> 00:07:57.120]  肥推尼這個地方
[00:07:57.120 --> 00:07:59.280]  保羅後來都沒有怎麼去的
[00:07:59.280 --> 00:08:02.800]  所以我們不是很認識這個省的城市
[00:08:02.800 --> 00:08:05.480]  這個省就是在土耳其北部
[00:08:05.480 --> 00:08:06.880]  貼近黑海的了
[00:08:06.880 --> 00:08:10.440]  亞西亞雖然這一次沒有去的
[00:08:10.440 --> 00:08:13.240]  但是在第三次旅行報道
[00:08:13.240 --> 00:08:15.840]  保羅就會集中在亞西亞了
[00:08:15.840 --> 00:08:18.240]  而重要的城市就是以弗所
[00:08:18.240 --> 00:08:19.640]  我們都認識的了
[00:08:19.640 --> 00:08:22.640]  肥推尼去又去不到
[00:08:22.640 --> 00:08:25.240]  聖經說耶穌的靈又不許
[00:08:25.240 --> 00:08:27.160]  這裡又沒有講發生什麼事
[00:08:27.160 --> 00:08:28.480]  講一些事情發生
[00:08:28.480 --> 00:08:32.960]  令保羅相信這個又是神的禁止了
[00:08:32.960 --> 00:08:34.480]  又去不到了
[00:08:34.480 --> 00:08:37.080]  怎麼去都去不到
[00:08:37.080 --> 00:08:37.960]  真是慘了
[00:08:37.960 --> 00:08:41.480]  為什麼為神工作這麼多阻礙呢?
[00:08:41.480 --> 00:08:43.200]  去不到
[00:08:43.200 --> 00:08:44.360]  傳福音而已
[00:08:44.360 --> 00:08:45.520]  不是去玩
[00:08:45.520 --> 00:08:46.960]  又不是去做什麼
[00:08:46.960 --> 00:08:49.040]  為什麼神又不讓他去呢?
[00:08:49.040 --> 00:08:52.160]  是不是亞西亞的人不需要聽福音呢?
[00:08:52.160 --> 00:08:55.600]  是不是肥推尼的人不需要聽福音呢?
[00:08:55.600 --> 00:08:56.520]  沒理由的
[00:08:56.520 --> 00:08:58.080]  每個人都應該信耶穌的
[00:08:58.080 --> 00:08:59.680]  神都愛他們的
[00:08:59.680 --> 00:09:01.280]  因為去不到
[00:09:01.280 --> 00:09:03.720]  於是就一定不是很開心了
[00:09:03.720 --> 00:09:05.320]  被我們就很不開心了
[00:09:05.320 --> 00:09:06.200]  是不是?
[00:09:06.200 --> 00:09:08.880]  大家湊合時間去短孫
[00:09:08.880 --> 00:09:10.800]  這個星期是吧?
[00:09:10.800 --> 00:09:12.600]  這個星期去
[00:09:12.600 --> 00:09:15.720]  我當然不是講預言了
[00:09:15.720 --> 00:09:20.240]  到時候就颳颱風,飛機延誤
[00:09:20.240 --> 00:09:22.240]  搞來搞去都搞不到
[00:09:22.240 --> 00:09:24.640]  當然我們很不希望這些事情發生
[00:09:24.640 --> 00:09:28.200]  搞不到很沒趣的
[00:09:28.200 --> 00:09:31.360]  我們有一種想法
[00:09:31.360 --> 00:09:34.680]  就是如果是神要我們做的事情
[00:09:34.680 --> 00:09:36.480]  一定很順利的
[00:09:36.480 --> 00:09:39.760]  一定很容易就做得到的
[00:09:39.760 --> 00:09:41.560]  這是一個錯誤的看法
[00:09:41.560 --> 00:09:43.680]  聖經哪裡說一定這樣呢?
[00:09:43.680 --> 00:09:45.800]  我們有時受成功神學的影響
[00:09:45.800 --> 00:09:49.600]  一有阻礙,我們當然覺得有問題的
[00:09:49.600 --> 00:09:52.000]  一有阻礙,我們當然是
[00:09:52.000 --> 00:09:53.680]  第一,我們當然是說魔鬼的
[00:09:53.680 --> 00:09:55.120]  第一,賴魔鬼
[00:09:55.120 --> 00:09:56.600]  第二,就賴自己
[00:09:56.600 --> 00:09:58.200]  我們當然是有罪的
[00:09:58.200 --> 00:09:59.960]  我們要快點悔改認罪
[00:09:59.960 --> 00:10:02.800]  為甚麼會有阻礙呢?
[00:10:02.800 --> 00:10:04.880]  保羅沒有認罪的
[00:10:04.880 --> 00:10:06.960]  保羅又去不到這裡,去不到那裡
[00:10:06.960 --> 00:10:09.520]  他又不是跪在這裡悔改認罪的
[00:10:09.520 --> 00:10:11.360]  這是很正常的
[00:10:11.360 --> 00:10:13.480]  因為我們忘記一件事
[00:10:13.480 --> 00:10:17.360]  就是神有祂的計劃
[00:10:17.360 --> 00:10:18.560]  我們有我們的計劃
[00:10:18.560 --> 00:10:22.320]  我們的計劃不一定按照上帝的意思
[00:10:22.320 --> 00:10:24.840]  神是這個宇宙的主宰
[00:10:24.840 --> 00:10:26.760]  祂有祂的計劃
[00:10:26.760 --> 00:10:31.040]  祂呼召我們來跟從祂
[00:10:31.040 --> 00:10:32.800]  成為耶穌的門徒
[00:10:32.800 --> 00:10:35.520]  是跟從祂的計劃去行
[00:10:35.520 --> 00:10:37.480]  耶穌呼召我們不是來
[00:10:37.480 --> 00:10:40.840]  呼召我們是跟我們的計劃去行
[00:10:40.840 --> 00:10:42.080]  我們信耶穌很多時候
[00:10:42.080 --> 00:10:43.360]  就是我們有我們的計劃
[00:10:43.360 --> 00:10:44.720]  我們有很多我們的期望
[00:10:44.720 --> 00:10:46.040]  我們想得到的東西
[00:10:46.040 --> 00:10:48.120]  我們覺得耶穌幫到我們
[00:10:48.120 --> 00:10:50.040]  我們就跟祂,我們就信祂
[00:10:50.040 --> 00:10:51.360]  但是我們忘記了
[00:10:51.360 --> 00:10:53.080]  現在究竟祂是大的
[00:10:53.080 --> 00:10:54.560]  還是你是大的那個呢?
[00:10:54.560 --> 00:10:56.160]  當然祂是大過你的那個
[00:10:56.160 --> 00:10:57.440]  所以當然是跟祂的計劃
[00:10:57.440 --> 00:10:58.600]  沒有跟你的計劃
[00:10:58.600 --> 00:11:00.200]  跟你的計劃你就變成你大哥
[00:11:00.200 --> 00:11:02.080]  祂不是大哥,祂是弟弟
[00:11:02.080 --> 00:11:03.160]  那怎麼辦呢?
[00:11:03.160 --> 00:11:04.640]  那你只好跟祂
[00:11:04.640 --> 00:11:07.480]  所以我們既然要跟從耶穌
[00:11:07.480 --> 00:11:11.080]  我們要相信神有祂的計劃
[00:11:11.080 --> 00:11:13.680]  但是很多時候我們是想神跟我們的計劃
[00:11:13.680 --> 00:11:18.320]  我們的祈禱就是掌握著神
[00:11:18.320 --> 00:11:22.080]  去掌握祂去完成我們的計劃
[00:11:22.080 --> 00:11:24.120]  我們有時覺得在教會
[00:11:24.120 --> 00:11:26.000]  特別是我們教會的經驗
[00:11:26.000 --> 00:11:29.440]  我們覺得只要有人肯做
[00:11:29.440 --> 00:11:30.960]  肯去侍奉神
[00:11:30.960 --> 00:11:32.880]  就應該任由他做
[00:11:32.880 --> 00:11:35.080]  他有他的想法的
[00:11:35.080 --> 00:11:37.160]  因為難嘛
[00:11:37.160 --> 00:11:39.120]  難得有人肯做
[00:11:39.120 --> 00:11:41.200]  他想做什麼就做什麼
[00:11:41.200 --> 00:11:43.480]  難得有人肯講道
[00:11:43.480 --> 00:11:45.800]  他喜歡講什麼就講什麼
[00:11:45.800 --> 00:11:49.160]  我們給意見就好像很壞一樣
[00:11:49.160 --> 00:11:50.360]  已經很難找了
[00:11:50.360 --> 00:11:52.120]  這麼多意見沒有人來講的了
[00:11:52.120 --> 00:11:53.800]  大家都走投了
[00:11:53.800 --> 00:11:54.920]  又很難的
[00:11:54.920 --> 00:11:58.080]  就因為我們太難找人做事
[00:11:58.080 --> 00:11:59.480]  找人去短孫
[00:11:59.480 --> 00:12:01.640]  那麼辛苦夾到一些人去短孫
[00:12:01.640 --> 00:12:04.800]  所以大家究竟什麼時候有空
[00:12:04.800 --> 00:12:05.960]  什麼時候請到假
[00:12:05.960 --> 00:12:08.600]  夾到大家合適為止就去
[00:12:08.600 --> 00:12:10.360]  我們又沒什麼問
[00:12:10.360 --> 00:12:13.000]  究竟上帝的計劃是怎樣呢
[00:12:13.000 --> 00:12:16.400]  或者那裡是否需要有人去呢
[00:12:16.400 --> 00:12:18.840]  有時這就是短孫最糟糕的問題
[00:12:18.840 --> 00:12:20.360]  就是我們經常詛咒自己
[00:12:20.360 --> 00:12:21.840]  又不詛咒別人
[00:12:21.840 --> 00:12:24.480]  去到發烏蠅而已
[00:12:24.480 --> 00:12:28.880]  我試過很多年前去短孫
[00:12:28.880 --> 00:12:30.600]  和受教院的師伯一起去
[00:12:30.600 --> 00:12:32.800]  去陝西 西安
[00:12:32.800 --> 00:12:35.640]  那次安排有些問題
[00:12:35.640 --> 00:12:38.720]  主要因為我們不是直接和教會聯絡
[00:12:38.720 --> 00:12:40.880]  我們那時候認識一個姐妹
[00:12:40.880 --> 00:12:44.280]  她很熟悉西安和陝西的政府官員
[00:12:44.280 --> 00:12:45.680]  統戰部的人
[00:12:45.680 --> 00:12:48.040]  於是透過他們聯絡教會
[00:12:48.040 --> 00:12:49.400]  所以教會也懵啊懵啊
[00:12:49.400 --> 00:12:50.320]  不知道是什麼人來
[00:12:50.320 --> 00:12:52.040]  不知道你們來做什麼
[00:12:52.040 --> 00:12:54.320]  於是就糟糕了 出事了
[00:12:54.320 --> 00:12:56.040]  因為原來那個時間
[00:12:56.040 --> 00:12:58.000]  那個時間是很遷就香港的
[00:12:58.000 --> 00:13:00.040]  因為神學院剛剛放假
[00:13:00.040 --> 00:13:01.920]  暑假實習還沒開始
[00:13:01.920 --> 00:13:03.920]  當然那個時間去短孫
[00:13:03.920 --> 00:13:05.920]  誰知道原來去到農村
[00:13:05.920 --> 00:13:09.240]  農忙啊 收割啊
[00:13:09.240 --> 00:13:11.600]  就是拍烏蠅啊 有鬼來嗎
[00:13:11.600 --> 00:13:15.320]  個個都趕著下田割東西
[00:13:15.320 --> 00:13:17.160]  就是等於你出糧而已
[00:13:17.160 --> 00:13:19.600]  你當然要收錢啊
[00:13:19.600 --> 00:13:21.120]  人家都收了
[00:13:21.120 --> 00:13:23.640]  那是不行的 那就搞不定了
[00:13:23.640 --> 00:13:25.840]  不是的 有時候我們就以為
[00:13:25.840 --> 00:13:28.000]  人家是很歡迎我們去的
[00:13:28.000 --> 00:13:29.560]  我們這麼熱心來傳福音
[00:13:29.560 --> 00:13:32.320]  當然是要拍鑼鼓歡迎我
[00:13:32.320 --> 00:13:34.040]  那你就你就我吧 我們什麼時候有空來
[00:13:34.040 --> 00:13:35.200]  你就什麼時候有空招呼
[00:13:35.200 --> 00:13:37.080]  雖然也有這樣的地方
[00:13:37.080 --> 00:13:39.240]  不過我經常覺得他客氣地說
[00:13:39.240 --> 00:13:40.440]  什麼時候來方便啊
[00:13:40.440 --> 00:13:42.200]  隨時來都可以 我們都很歡迎
[00:13:42.200 --> 00:13:44.360]  這個客氣說話不要當真
[00:13:44.360 --> 00:13:46.200]  他當然有些時間方便 有些時間不方便
[00:13:46.200 --> 00:13:48.360]  怎麼可能隨時都方便呢
[00:13:48.360 --> 00:13:50.640]  但是因為難得你肯去嘛
[00:13:50.640 --> 00:13:52.040]  當然是這麼說的
[00:13:52.040 --> 00:13:53.440]  我們以為神就是這樣
[00:13:53.440 --> 00:13:54.400]  難得我肯做
[00:13:54.400 --> 00:13:58.440]  所以神一定很願意遷就我的
[00:13:58.440 --> 00:14:01.600]  但不是的 神有祂的計劃的
[00:14:01.600 --> 00:14:03.800]  神不需要遷就我們的
[00:14:03.800 --> 00:14:05.520]  我們不做 神就自己做
[00:14:05.520 --> 00:14:08.480]  我們肯做 就給你機會去做
[00:14:08.480 --> 00:14:10.680]  沒有必要遷就你的
[00:14:10.680 --> 00:14:15.280]  所以保羅知道去不了亞西亞
[00:14:15.280 --> 00:14:17.840]  又去不了這個肥推尼
[00:14:17.840 --> 00:14:21.160]  是因為神的計劃不是這樣
[00:14:21.160 --> 00:14:23.520]  簡單而已 神的計劃不是這樣
[00:14:23.520 --> 00:14:27.360]  也不需要這麼快就說自己有什麼問題
[00:14:27.360 --> 00:14:28.960]  這個計劃有什麼問題
[00:14:28.960 --> 00:14:29.960]  沒有問題的
[00:14:29.960 --> 00:14:33.120]  這是一個很合理的安排
[00:14:33.120 --> 00:14:34.800]  走完東邊就走西邊
[00:14:34.800 --> 00:14:36.760]  西邊走不了就走北邊
[00:14:36.760 --> 00:14:39.680]  誰知道後來馬其頓就叫人跳過那些地方
[00:14:39.680 --> 00:14:41.400]  去一個更遠的地方
[00:14:41.400 --> 00:14:43.320]  我們不會這麼想
[00:14:43.320 --> 00:14:45.880]  我們正常地想
[00:14:45.880 --> 00:14:48.080]  但是上帝有祂的計劃
[00:14:48.080 --> 00:14:49.680]  所以做不到
[00:14:49.680 --> 00:14:53.000]  我們就要接受做不到
[00:14:53.000 --> 00:14:54.760]  有些事情就是做不到的
[00:14:54.760 --> 00:14:56.360]  有些事情上帝的計劃不是這樣
[00:14:56.360 --> 00:14:58.840]  這個世界不是我們創造的世界
[00:14:58.840 --> 00:15:00.840]  這個世界不只是只有我們
[00:15:00.840 --> 00:15:02.800]  不是什麼都要遷就我們
[00:15:02.800 --> 00:15:06.200]  不是什麼我們都要從心所欲
[00:15:06.200 --> 00:15:07.840]  什麼我們想怎樣就怎樣
[00:15:07.840 --> 00:15:09.680]  這個世界不是這樣的
[00:15:09.680 --> 00:15:11.280]  如果你仍然想是這樣
[00:15:11.280 --> 00:15:13.920]  你不是活在這個世界
[00:15:13.920 --> 00:15:15.120]  你不知道活在哪個世界裡面
[00:15:15.120 --> 00:15:17.640]  或者你仍然活在你的夢境裡面
[00:15:17.640 --> 00:15:19.080]  就是你做夢而已
[00:15:19.080 --> 00:15:20.400]  你想怎樣就怎樣
[00:15:20.400 --> 00:15:21.640]  你做夢的時候可以
[00:15:21.640 --> 00:15:23.960]  做夢也不行的 我也試過
[00:15:23.960 --> 00:15:25.200]  所以他們很想那些東西
[00:15:25.200 --> 00:15:26.880]  原來不是這樣的
[00:15:26.880 --> 00:15:29.320]  原來我們的潛意識也不聽我們的
[00:15:29.320 --> 00:15:32.840]  所以就算做夢也不行的
[00:15:32.840 --> 00:15:34.680]  上帝有祂的計劃
[00:15:34.680 --> 00:15:35.640]  有事情做不到
[00:15:35.640 --> 00:15:38.040]  也不一定是我們有問題的
[00:15:38.040 --> 00:15:39.120]  我們沒有問題的
[00:15:39.120 --> 00:15:40.440]  保羅沒有問題的
[00:15:40.440 --> 00:15:42.560]  保羅這樣想事情是很正常的
[00:15:42.560 --> 00:15:43.160]  是不是?
[00:15:43.160 --> 00:15:44.720]  不一定有問題的
[00:15:44.720 --> 00:15:46.800]  當然我們應該經常都認罪的
[00:15:46.800 --> 00:15:49.120]  我們每一個月守主餐都要審查自己
[00:15:49.120 --> 00:15:52.800]  我們常常得罪神
[00:15:52.800 --> 00:15:53.760]  我們沒有信從神的
[00:15:53.760 --> 00:15:54.960]  但是不要將這件事情
[00:15:54.960 --> 00:15:57.800]  與你信不信你賴上關係
[00:15:57.800 --> 00:15:58.960]  有時候你不信你
[00:15:58.960 --> 00:16:01.240]  不是因為你有罪
[00:16:01.240 --> 00:16:02.800]  計劃就不是這樣
[00:16:02.800 --> 00:16:03.800]  神的計劃就不是這樣
[00:16:03.800 --> 00:16:04.600]  就不信你
[00:16:04.600 --> 00:16:05.520]  就不發生的
[00:16:05.520 --> 00:16:07.280]  這個與罪沒有關係
[00:16:07.280 --> 00:16:08.240]  有時候信你
[00:16:08.240 --> 00:16:10.920]  不代表你是在遵從上帝的旨意
[00:16:10.920 --> 00:16:11.960]  聖經告訴我們
[00:16:11.960 --> 00:16:15.520]  有時候神最不喜歡的人
[00:16:15.520 --> 00:16:17.200]  就讓他信你
[00:16:17.200 --> 00:16:19.360]  聖經就是說任憑他
[00:16:19.360 --> 00:16:20.280]  記不記得?
[00:16:20.280 --> 00:16:22.160]  這個埃及的法老
[00:16:22.160 --> 00:16:23.840]  神跟他沒什麼好說的
[00:16:23.840 --> 00:16:25.760]  就任憑他想怎樣就怎樣
[00:16:25.760 --> 00:16:26.640]  那就很順利
[00:16:26.640 --> 00:16:28.640]  想怎樣就怎樣還不順利
[00:16:28.640 --> 00:16:30.400]  那就很順利
[00:16:30.400 --> 00:16:32.160]  你最討厭你的兒子的時候
[00:16:32.160 --> 00:16:33.040]  你就任他
