
[00:00:00.000 --> 00:00:04.640]  我們今天的題目是準備充足
[00:07:20.520 --> 00:07:24.840]  就是說在那個冰天雪地裏面呢騎馬
[00:07:24.840 --> 00:07:27.080]  哦哇
[00:07:27.080 --> 00:07:29.000]  這感覺很好嘛對不對
[00:07:29.000 --> 00:07:30.120]  所以呢
[00:07:30.120 --> 00:07:33.400]  他就帶一些馬去了
[00:07:33.400 --> 00:07:35.360]  後來那些人呢就勸他
[00:07:35.360 --> 00:07:36.800]  你帶那個馬不行了
[00:07:36.800 --> 00:07:40.280]  你一定要帶一些狗去幫你的忙
[00:07:40.280 --> 00:07:41.600]  狗有什麼好
[00:07:41.600 --> 00:07:45.040]  狗不騎那個馬那麼那麼那麼牀上嘛
[00:07:45.040 --> 00:07:45.920]  對不對
[00:07:45.920 --> 00:07:48.160]  那麼那麼那麼強什麼的
[00:07:48.160 --> 00:07:50.840]  後來呢他就帶了一些狗去了
[00:07:50.840 --> 00:07:53.280]  但是呢他還是帶一些馬去
[00:07:53.280 --> 00:07:57.080]  那後來呢那個馬呢一到那個南極的時候呢
[00:07:57.080 --> 00:07:59.360]  很快全部死掉
[00:07:59.360 --> 00:08:01.280]  太冷了
[00:08:01.280 --> 00:08:03.680]  所以呢他的準備也不太好了
[00:08:03.680 --> 00:08:06.120]  還有呢
[00:08:06.120 --> 00:08:10.000]  他就他用那個雪鞘
[00:08:10.000 --> 00:08:14.280]  就是說那個sled
[00:08:14.280 --> 00:08:15.240]  用的不好
[00:08:15.240 --> 00:08:18.640]  然後呢他也呢就用一些就是說叫motor
[00:08:18.640 --> 00:08:22.600]  就是說有一個馬達在裏面的那種
[00:08:22.600 --> 00:08:25.200]  其實他是發明這種
[00:08:25.200 --> 00:08:27.760]  這種雪鞘
[00:08:27.760 --> 00:08:28.600]  有馬達的
[00:08:28.600 --> 00:08:30.080]  以爲呢就是說
[00:08:30.080 --> 00:08:33.720]  那就不需要那個狗去拉了
[00:08:33.720 --> 00:08:35.760]  也不需要人去拉了
[00:08:35.760 --> 00:08:39.120]  那後來呢發覺呢那個雪鞘比較重
[00:08:39.120 --> 00:08:40.880]  一到那個南極的時候呢
[00:08:40.880 --> 00:08:44.760]  有一個就沉到那個海里面去了
[00:08:44.760 --> 00:08:45.120]  沒有
[00:08:45.120 --> 00:08:48.040]  還有兩個呢因爲太冷了
[00:08:48.040 --> 00:08:50.000]  就冷壞掉
[00:08:50.000 --> 00:08:50.720]  不能用
[00:08:50.720 --> 00:08:52.720]  那不能用那怎麼辦呢
[00:08:52.720 --> 00:08:56.840]  那就要那些狗去拉
[00:08:56.840 --> 00:08:58.880]  那還有一個問題就是說
[00:08:58.880 --> 00:09:03.040]  他們也不懂得怎麼去養那些狗
[00:09:03.040 --> 00:09:05.800]  他們呢就怎麼給那個狗喫呢
[00:09:05.800 --> 00:09:08.640]  給那些乾的魚啊
[00:09:08.640 --> 00:09:11.920]  魚乾給那些狗去喫
[00:09:11.920 --> 00:09:16.160]  那狗呢就很不喜歡喫那些魚乾
[00:09:16.160 --> 00:09:19.480]  就是說乾的魚啊
[00:09:19.480 --> 00:09:22.240]  那後來呢那個狗呢都生病了
[00:09:22.240 --> 00:09:24.480]  就是說沒有力氣了什麼的
[00:09:24.480 --> 00:09:31.080]  那後來呢就用人去拉這個雪鞘
[00:09:31.080 --> 00:09:34.640]  那你想想啊在那麼冷的那個環境裏面
[00:09:34.640 --> 00:09:37.360]  還有呢他沒有準備好是怎麼樣呢
[00:09:37.360 --> 00:09:39.560]  他算錯了就是說每一個人
[00:09:39.560 --> 00:09:43.960]  每一天的那個糧食
[00:09:43.960 --> 00:09:46.320]  那個食用應該是多少
[00:09:46.320 --> 00:09:47.120]  他算錯了
[00:09:47.120 --> 00:09:50.040]  本來呢他們應該是四個人去了
[00:09:50.040 --> 00:09:52.160]  後來呢他就加了一個人
[00:09:52.160 --> 00:09:54.000]  就變成五個人
[00:09:54.000 --> 00:09:57.120]  那五個人的話呢就多了那個食物
[00:09:57.120 --> 00:10:00.680]  但是他沒有就是說這麼多那個食物啊什麼的
[00:10:00.680 --> 00:10:03.560]  那那個呢也是一個問題
[00:10:03.560 --> 00:10:08.640]  那還有呢
[00:10:08.640 --> 00:10:10.920]  放那個油的那個油罐
[00:10:10.920 --> 00:10:12.000]  那個油是很重要
[00:10:12.000 --> 00:10:13.320]  那個油呢就是說
[00:10:13.320 --> 00:10:17.800]  比如說你要熱一些東西喫啊
[00:10:17.800 --> 00:10:21.240]  取冷啊什麼的都需要那些油
[00:10:21.240 --> 00:10:24.640]  那個油的罐子呢他也沒有準備好
[00:10:24.640 --> 00:10:25.880]  人家已經告訴他了
[00:10:25.880 --> 00:10:27.960]  就是說在南京那個地方很冷的
[00:10:27.960 --> 00:10:29.600]  你要小心啊
[00:10:29.600 --> 00:10:32.520]  那個那個縫啊那個油罐裏面的縫呢
[00:10:32.520 --> 00:10:34.440]  你要特別的縫好
[00:10:34.440 --> 00:10:36.320]  特別的就是說做的好一點
[00:10:36.320 --> 00:10:38.560]  不然的話呢他一冷的時候呢
[00:10:38.560 --> 00:10:42.320]  那個油啊那個縫呢就會漏油的
[00:10:42.320 --> 00:10:43.720]  那他不聽
[00:10:43.720 --> 00:10:45.200]  他也不準備好
[00:10:45.200 --> 00:10:46.880]  然後他就拿這個油罐去了
[00:10:46.880 --> 00:10:48.560]  然後去到那個地方真的很冷
[00:10:48.560 --> 00:10:52.360]  然後呢一半的油呢都沒有了
[00:10:52.360 --> 00:10:53.680]  And that's not the end of it
[00:10:53.680 --> 00:10:56.640]  My goodness
[00:10:56.640 --> 00:10:59.760]  還有呢你幾個人
[00:10:59.760 --> 00:11:03.880]  他們不懂得怎麼去滑雪
[00:11:03.880 --> 00:11:04.680]  那你想一想
[00:11:04.680 --> 00:11:05.920]  誒
[00:11:05.920 --> 00:11:07.760]  你們去南極誒
[00:11:07.760 --> 00:11:08.280]  對不對
[00:11:08.280 --> 00:11:10.760]  你最起碼最基本的那個
[00:11:10.760 --> 00:11:12.960]  技巧你都要懂嘛對不對
[00:11:12.960 --> 00:11:15.880]  他們幾個人都不懂
[00:11:15.880 --> 00:11:17.080]  How to ski
[00:11:17.080 --> 00:11:18.480]  My my
[00:11:18.480 --> 00:11:20.760]  還有
[00:11:20.760 --> 00:11:21.840]  That's not the end of it
[00:11:21.840 --> 00:11:25.200]  這個這個這個故事真的蠻有蠻有趣的
[00:11:25.200 --> 00:11:28.720]  當然就是說有一個tragic end
[00:11:28.720 --> 00:11:30.920]  後來他們就是因爲自己的那個
[00:11:30.920 --> 00:11:33.280]  那個錯誤沒有準備好
[00:11:33.280 --> 00:11:37.560]  全部就在那個南極呢就就就冷死了
[00:11:37.560 --> 00:11:39.200]  那還有一個問題就是說
[00:11:39.200 --> 00:11:45.560]  他們呢就穿那些什麼羊毛的那個衣服
[00:11:45.560 --> 00:11:46.400]  那你不知道哈
[00:11:46.400 --> 00:11:50.520]  羊毛的衣服呢呃一站到那個水的時候呢
[00:11:50.520 --> 00:11:54.360]  就很冷的啊又冷又硬哈
[00:11:54.360 --> 00:11:55.440]  他們沒有準備好
[00:11:55.440 --> 00:11:59.920]  其實哈去南極的地方啊那麼冷的地方
[00:11:59.920 --> 00:12:03.200]  最好穿什麼的那些動物的那些毛衣啊
[00:12:03.200 --> 00:12:05.800]  那個毛毛那個皮呀
[00:12:05.800 --> 00:12:10.240]  動物的那個毛皮啊才能夠保暖啊
[00:12:10.240 --> 00:12:13.640]  但是他們的缺那個啊一些
[00:12:13.640 --> 00:12:17.760]  那還有另外一個問題呢是怎麼樣呢
[00:12:17.760 --> 00:12:23.120]  嗯他們沒有好好的就是說帶那個墨鏡
[00:12:23.120 --> 00:12:25.240]  太陽眼鏡啊在那個雪地裏面
[00:12:25.240 --> 00:12:29.400]  因爲那個陽光哈啊在那個雪地上面的反射
[00:12:29.400 --> 00:12:32.520]  如果你不帶那個啊墨鏡的話呢
[00:12:32.520 --> 00:12:35.760]  那你的眼睛他們叫那個snow blindness
[00:12:35.760 --> 00:12:37.800]  有雪盲就是說啊
[00:12:37.800 --> 00:12:42.200]  你可以就是說看不見了啊啊就很嚴重啊
[00:12:42.200 --> 00:12:43.520]  這個是其中一個
[00:12:43.520 --> 00:12:47.400]  那還有呢他們的目標不是太明確啊
[00:12:47.400 --> 00:12:51.440]  本來他們啊那個Captain Scott本來想的就是說
[00:12:51.440 --> 00:12:57.040]  他們是第一隊的人能夠啊去那個南極那個地方哈
[00:12:57.040 --> 00:12:59.440]  就是說啊在歷史裏面呢
[00:12:59.440 --> 00:13:01.640]  他想有一個地位啊
[00:13:01.640 --> 00:13:06.120]  但是呢他們又覺得啊不要浪費這個機會嘛
[00:13:06.120 --> 00:13:09.560]  那他們呢啊在那個旅程的時候呢
[00:13:09.560 --> 00:13:14.040]  他們又收集那些石頭
[00:13:14.040 --> 00:13:16.160]  那石頭是很重的東西對不對
[00:13:16.160 --> 00:13:18.880]  你還要啊那些狗要拉了哈
[00:13:18.880 --> 00:13:20.120]  那些狗又不行了
[00:13:20.120 --> 00:13:22.520]  有人又去拉了什麼的
[00:13:22.520 --> 00:13:26.440]  那後來呢啊就是因爲這個原因啊
[00:13:26.440 --> 00:13:29.040]  他們目標不明確啊
[00:13:29.040 --> 00:13:33.680]  然後呢就有一個很悲劇的那種結局啊
[00:13:33.680 --> 00:13:36.920]  那最後呢他們本來呢就是說在南極啊
[00:13:36.920 --> 00:13:40.360]  那個旅行的時候啊就是說探險的時候
[00:13:40.360 --> 00:13:43.800]  他們每一個啊大概徐吉里啊什麼的哈
[00:13:43.800 --> 00:13:48.080]  大概每個一段那個那個路程呢
[00:13:48.080 --> 00:13:49.680]  他們都會有一個供應
[00:13:49.680 --> 00:13:52.640]  就是說自己呢種種一個供應站啊
[00:13:52.640 --> 00:13:56.960]  那回來的時候呢他們就啊可以有東西喫啊
[00:13:56.960 --> 00:13:58.520]  可以有那個油什麼的
[00:13:58.520 --> 00:14:02.000]  但是呢他們沒有好好的做好他們的那個路
[00:14:02.000 --> 00:14:04.360]  啊那個路標啊
[00:14:04.360 --> 00:14:06.800]  就是說那個marker
[00:14:06.800 --> 00:14:09.240]  那最後呢其實那個權長哈
[00:14:09.240 --> 00:14:12.040]  跟他另外一個同伴是最後死的
[00:14:12.040 --> 00:14:16.240]  那他們找不到他們的最後的一個供應站
[00:14:16.240 --> 00:14:18.680]  就在那個地方了就冷死了
[00:14:18.680 --> 00:14:20.600]  啊後來幾個月以後
[00:14:20.600 --> 00:14:22.920]  大概差不多一年以後八個月以後呢
[00:14:22.920 --> 00:14:26.760]  有人就再去找找他們的那個屍體嘛
[00:14:26.760 --> 00:14:28.520]  然後他們就發現了哈
[00:14:28.520 --> 00:14:30.920]  最後那個權長死的地方
[00:14:30.920 --> 00:14:35.400]  離他們的那個供應站大概有11裏
[00:14:35.400 --> 00:14:37.680]  11裏他們找不到
[00:14:37.680 --> 00:14:41.240]  因爲他們做的那個路標做的不好
[00:14:41.240 --> 00:14:44.800]  所以最後呢他們警隊人
[00:14:44.800 --> 00:14:46.080]  都犧牲掉了
[00:14:46.080 --> 00:14:47.560]  死掉了
[00:14:47.560 --> 00:14:49.080]  同樣的時間
[00:14:49.080 --> 00:14:51.720]  另外有一對那個啊
[00:14:51.720 --> 00:14:54.880]  那個呢就是啊他們的那個目的哈
[00:14:54.880 --> 00:14:59.080]  紀念他們啊在那個南極啊死掉
[00:14:59.080 --> 00:15:01.400]  那同樣時間裏面呢
[00:15:01.400 --> 00:15:03.640]  另外一對的那個探險隊呢
[00:15:03.640 --> 00:15:05.800]  是那個Norwegian
[00:15:05.800 --> 00:15:08.200]  就是說那個挪威的那個探險將
[00:15:08.200 --> 00:15:09.280]  我們再看哈
[00:15:09.280 --> 00:15:12.320]  找Ronald Edmundson
[00:15:12.320 --> 00:15:14.880]  他是挪威的一個探險將
[00:15:14.880 --> 00:15:16.200]  那他怎麼做呢
[00:15:16.200 --> 00:15:19.840]  他準備的很充分
[00:15:19.840 --> 00:15:25.320]  他用了三年的時間去訓練他的那個隊員
[00:15:25.320 --> 00:15:26.760]  他們那個隊員呢
[00:15:26.760 --> 00:15:29.200]  總共有五個人
[00:15:29.200 --> 00:15:32.200]  已經準備好了那個食物啊什麼的
[00:15:32.200 --> 00:15:34.000]  然後呢他們儘量就是說
[00:15:34.000 --> 00:15:36.120]  不要帶那麼重的東西
[00:15:36.120 --> 00:15:37.920]  就是說比較輕便的
[00:15:37.920 --> 00:15:39.080]  很輕的
[00:15:39.080 --> 00:15:41.000]  很方便的東西
[00:15:41.000 --> 00:15:43.640]  還有呢他們就養一些狗啊
[00:15:43.640 --> 00:15:45.040]  還訓練一些狗
[00:15:45.040 --> 00:15:48.040]  然後呢就很認識那些狗的那個
[00:15:48.040 --> 00:15:50.240]  特色什麼的
[00:15:50.240 --> 00:15:51.480]  還有呢
[00:15:51.480 --> 00:15:53.560]  他們五個人裏面有四個人
[00:15:53.560 --> 00:15:55.800]  我們是下一個
[00:15:55.800 --> 00:15:57.360]  那個Picture好不好
[00:15:57.360 --> 00:16:00.040]  那個就是四個人
[00:16:00.040 --> 00:16:01.880]  那個呢他們就到那個
[00:16:01.880 --> 00:16:03.400]  South Pole的時候
[00:16:03.400 --> 00:16:04.960]  他們就另外
[00:16:04.960 --> 00:16:07.600]  照上的那個是另外一個隊員
[00:16:07.600 --> 00:16:10.040]  他們就照了一個照片
[00:16:10.040 --> 00:16:12.000]  那個照片呢其實他弄了一個Tent
[00:16:12.000 --> 00:16:14.120]  還有那個挪威的國旗
[00:16:14.120 --> 00:16:17.800]  就在那個南極的那點上面
[00:16:17.800 --> 00:16:21.320]  就弄了一個紀念的那個Tent
[00:16:21.320 --> 00:16:24.720]  五個人裏面有四個人
[00:16:24.720 --> 00:16:28.080]  他們都懂得去領航的
[00:16:28.080 --> 00:16:30.680]  他們是Navigators
[00:16:30.680 --> 00:16:33.640]  五個人裏面有四個人都懂
[00:16:33.640 --> 00:16:35.840]  還有他們的目標很
[00:16:35.840 --> 00:16:37.080]  很簡單
[00:16:37.080 --> 00:16:39.200]  很清楚他們不是去
[00:16:39.200 --> 00:16:41.960]  收集那些石頭啊什麼的
[00:16:41.960 --> 00:16:43.720]  他們也不是去呢就是說
[00:16:43.720 --> 00:16:47.160]  逛去探險什麼過過癮什麼的
[00:16:47.160 --> 00:16:49.320]  他們唯一的目標就是說
[00:16:49.320 --> 00:16:53.400]  能夠成爲第一隊的探險隊
[00:16:53.400 --> 00:16:56.640]  到那個南極那個點那個地方
[00:16:56.640 --> 00:16:58.920]  目標很明確
[00:16:58.920 --> 00:17:00.640]  他們呢穿那個毛衣
[00:17:00.640 --> 00:17:02.480]  那你看到了
[00:17:02.480 --> 00:17:04.480]  穿那個動物的那種毛衣
[00:17:04.480 --> 00:17:05.960]  然後呢他們那個雪橇
[00:17:05.960 --> 00:17:06.840]  他們那個
[00:17:06.840 --> 00:17:09.800]  設計都是特別的
[00:17:09.800 --> 00:17:11.320]  而且呢他們那個
[00:17:11.320 --> 00:17:13.400]  放油的那個油罐呢
[00:17:13.400 --> 00:17:15.840]  他們呢就是說你不需要
[00:17:15.840 --> 00:17:17.880]  很麻煩在那個雪橇上面呢
[00:17:17.880 --> 00:17:20.480]  又要又要剪那個
[00:17:20.480 --> 00:17:21.440]  行啊什麼的
[00:17:21.440 --> 00:17:22.040]  你不需要
[00:17:22.040 --> 00:17:24.080]  他們呢一拿下來就行了
[00:17:24.080 --> 00:17:26.000]  然後呢一放上那個那個雪橇
[00:17:26.000 --> 00:17:27.120]  就可以走
[00:17:27.120 --> 00:17:30.000]  他們已經準備好
[00:17:30.000 --> 00:17:32.320]  所以到最後呢
[00:17:32.320 --> 00:17:34.120]  他們就成功
[00:17:34.120 --> 00:17:35.320]  所以
[00:17:35.320 --> 00:17:37.280]  這個是個很大的那個對比
[00:17:37.280 --> 00:17:40.400]  其實他們兩隊員都是在那個
[00:17:40.400 --> 00:17:44.000]  1911年到1912年的時候呢
[00:17:44.000 --> 00:17:46.360]  去那個南極去探險
[00:17:46.360 --> 00:17:48.360]  到
[00:17:48.360 --> 00:17:50.160]  那個Edmondson
[00:17:50.160 --> 00:17:51.560]  他們那個隊伍呢
[00:17:51.560 --> 00:17:54.560]  比那個Captain Scott那個隊伍呢
[00:17:54.560 --> 00:17:57.680]  快了大概幾個星期
[00:17:57.680 --> 00:18:00.880]  就到了那個南極那個地方
[00:18:00.880 --> 00:18:05.520]  那這個故事呢其實就告訴我們這個
[00:18:05.520 --> 00:18:08.320]  那個準備好那個重要性
[00:18:08.320 --> 00:18:11.760]  我剛纔講第二章的那個約書亞記
[00:18:11.760 --> 00:18:14.360]  第二章就講到了那個約書亞
[00:18:14.360 --> 00:18:16.760]  怎麼去準備好
[00:18:16.760 --> 00:18:20.360]  進到上帝應許他們那個地方
[00:18:20.360 --> 00:18:22.000]  他們過了那個河
[00:18:22.000 --> 00:18:25.760]  就碰到第一個城就是那個耶利哥城
[00:18:25.760 --> 00:18:27.120]  那我剛纔已經說了哈
[00:18:27.120 --> 00:18:28.560]  我們有個問題就是說
[00:18:28.560 --> 00:18:31.280]  好好的準備是不是等於沒有
[00:18:31.280 --> 00:18:33.520]  對上帝沒有信心呢
[00:18:33.520 --> 00:18:36.960]  那我們看看聖經怎麼怎麼怎麼說哈
[00:18:36.960 --> 00:18:39.480]  聖經有沒有說我們要好好準備呢
[00:18:39.480 --> 00:18:40.240]  其實有啊
[00:18:40.240 --> 00:18:43.760]  我們看看哈給那些例子
[00:18:43.760 --> 00:18:45.120]  第一個例子哈
[00:18:45.120 --> 00:18:48.080]  在那個創世紀第六章
[00:18:48.080 --> 00:18:48.760]  那上帝呢
[00:18:48.760 --> 00:18:50.720]  就對那個羅亞哈講了
[00:18:50.720 --> 00:18:53.600]  就是說有有有那個洪水要來了
[00:18:53.600 --> 00:18:54.120]  所以呢
[00:18:54.120 --> 00:18:56.640]  你要爲那些動物呢
[00:18:56.640 --> 00:18:58.960]  準備好那些食物
[00:18:58.960 --> 00:19:00.280]  那聖經就講了
[00:19:00.280 --> 00:19:01.680]  就是說羅亞呢
[00:19:01.680 --> 00:19:03.800]  他就聽上帝的吩咐
[00:19:03.800 --> 00:19:04.280]  然後呢
[00:19:04.280 --> 00:19:07.840]  他就按照上帝的吩咐去做了
[00:19:07.840 --> 00:19:10.640]  他準備好那個動物的那個食物
[00:19:10.640 --> 00:19:12.320]  那個其中的一個例子
[00:19:12.320 --> 00:19:14.400]  還有那個例子
[00:19:14.400 --> 00:19:15.320]  就講到什麼呢
[00:19:15.320 --> 00:19:16.760]  那個以色列哈
[00:19:16.760 --> 00:19:19.600]  他們準備出那個埃及的時候
[00:19:19.600 --> 00:19:20.280]  上帝呢
[00:19:20.280 --> 00:19:21.240]  就叫他們哈
[00:19:21.240 --> 00:19:22.800]  像那個埃及人呢
