
[00:00:00.000 --> 00:00:03.040]  你知道每年在父親節的時候
[00:06:54.600 --> 00:06:58.160]  很多基督徒就是順便行的基督徒
[00:06:58.160 --> 00:07:00.040]  就像羅德一樣
[00:07:00.040 --> 00:07:03.760]  他們並沒有真正建立與神的關係
[00:07:03.760 --> 00:07:07.360]  以致於不但他們自己無法得到神的祝福
[00:07:07.360 --> 00:07:12.680]  而且他們也不能為他們家庭帶來屬靈的影響力
[00:07:12.680 --> 00:07:14.280]  今天作為一個基督徒
[00:07:14.280 --> 00:07:18.800]  你一定要在這最基本的事情上下功夫
[00:07:18.800 --> 00:07:23.600]  你需要花時間來親近你的神
[00:07:23.600 --> 00:07:26.320]  我常說在人的一生當中
[00:07:26.320 --> 00:07:31.720]  總有一個是決定你成敗的地方
[00:07:31.720 --> 00:07:35.280]  而那就是你雙膝跪下
[00:07:35.280 --> 00:07:39.280]  面對面與神相見的地方
[00:07:39.280 --> 00:07:42.440]  所以求神幫助我們不要再做順便行的基督徒
[00:07:42.440 --> 00:07:43.880]  跟你媽說不要再做順便行的基督徒
[00:07:43.880 --> 00:07:47.080]  跟她說
[00:07:47.080 --> 00:07:52.440]  今天讓我在這呼召你回轉來歸向神吧
[00:07:52.440 --> 00:07:55.440]  每一天花時間來讀神的話
[00:07:55.440 --> 00:07:57.440]  聆聽聖靈的聲音
[00:07:57.440 --> 00:07:59.840]  順從聖靈的引導
[00:07:59.840 --> 00:08:00.440]  我告訴你
[00:08:00.440 --> 00:08:05.640]  不但能夠在你生活當中經歷神的突破
[00:08:05.640 --> 00:08:09.440]  你更能夠為你的家人帶來祝福的
[00:08:09.440 --> 00:08:10.440]  Amen
[00:08:10.440 --> 00:08:13.720]  所以第一個一定要來學習來跟隨神
[00:08:13.720 --> 00:08:15.160]  第二個
[00:08:15.160 --> 00:08:18.160]  你要做個信守諾言的人
[00:08:18.160 --> 00:08:23.240]  跟你媽說做個信守諾言的人
[00:08:23.240 --> 00:08:28.840]  剛才我們唱著詩歌講到我們的神是位守約的神
[00:08:28.840 --> 00:08:31.840]  換言之說他是信實的神
[00:08:31.840 --> 00:08:34.840]  神說話算話
[00:08:34.840 --> 00:08:37.240]  路加福音第一章三十七節說
[00:08:37.240 --> 00:08:42.440]  出於神的話語沒有一句是不帶著能力的
[00:08:42.440 --> 00:08:43.640]  不是突然
[00:08:43.640 --> 00:08:46.640]  以賽爾書五十五章十一節更是這樣說
[00:08:46.640 --> 00:08:48.840]  主說我口所出的話也必如此
[00:08:48.840 --> 00:08:51.640]  絕不突然返回
[00:08:51.640 --> 00:08:54.040]  卻要成就我所喜悅的
[00:08:54.040 --> 00:08:57.640]  在我發他去成就的事上必然
[00:08:57.640 --> 00:08:58.640]  神在這裡說
[00:08:58.640 --> 00:09:04.440]  他所發出去的話不是突然必要成就
[00:09:04.440 --> 00:09:07.240]  換言之說只要是主所應許的話語
[00:09:07.240 --> 00:09:10.440]  無論人看是多麼不可能的事情
[00:09:10.440 --> 00:09:14.440]  神自己要用他的熱心來成就這事的
[00:09:14.440 --> 00:09:15.840]  Amen
[00:09:15.840 --> 00:09:21.640]  所以有人說我們的神是一位準時的神
[00:09:21.640 --> 00:09:25.240]  無論你說你今天所面對的難處有多大
[00:09:25.240 --> 00:09:27.240]  你的挑戰有多大
[00:09:27.240 --> 00:09:27.840]  我告訴你
[00:09:27.840 --> 00:09:32.640]  今天我們所信的神也許不是按照你的時候來工作
[00:09:32.640 --> 00:09:34.040]  但我卻要告訴你
[00:09:34.040 --> 00:09:38.840]  今天我們所信的神是按照他自己的時候來工作
[00:09:38.840 --> 00:09:43.440]  而他的時候是不早也不晚
[00:09:43.440 --> 00:09:46.840]  他的時候剛剛好
[00:09:46.840 --> 00:09:47.840]  Amen
[00:09:47.840 --> 00:09:51.240]  他永遠是位準時的神
[00:09:51.240 --> 00:09:55.640]  給你毛說他是位準時的神
[00:09:55.640 --> 00:09:59.840]  我最喜歡摩西帶領以色列人過紅海的故事了
[00:09:59.840 --> 00:10:03.040]  當摩西帶領以色列人準備要過紅海的時候
[00:10:03.040 --> 00:10:04.640]  你看前面是紅海
[00:10:04.640 --> 00:10:07.840]  後面是埃及的追兵
[00:10:07.840 --> 00:10:12.040]  當然神用火柱擋住埃及的追兵
[00:10:12.040 --> 00:10:16.840]  讓埃及的追兵沒有辦法一下子跑到前面來
[00:10:16.840 --> 00:10:19.840]  在那個時候以色列人真的是不知道怎麼辦
[00:10:19.840 --> 00:10:21.640]  哪裡可以出入
[00:10:21.640 --> 00:10:24.040]  哪裡可以逃跑
[00:10:24.040 --> 00:10:26.240]  就在那一髮千鈞的時候
[00:10:26.240 --> 00:10:29.440]  神叫摩西用杖向水一指
[00:10:29.440 --> 00:10:32.040]  海水就分為兩半
[00:10:32.040 --> 00:10:36.640]  神就叫以色列人能夠走過紅海
[00:10:36.640 --> 00:10:42.840]  你可以想像當時以色列人走過紅海那個心情嗎
[00:10:42.840 --> 00:10:44.440]  如果你在其中一個
[00:10:44.440 --> 00:10:47.840]  我相信你心中一定很焦急的
[00:10:47.840 --> 00:10:51.040]  不知道什麼時候海水會復合
[00:10:51.040 --> 00:10:54.040]  也不知道那火柱能夠擋多久
[00:10:54.040 --> 00:10:55.240]  很急啊
[00:10:55.240 --> 00:10:56.840]  追兵快來了
[00:10:56.840 --> 00:10:58.440]  特別是特別是想想看
[00:10:58.440 --> 00:11:02.840]  如果你是走在最後一個的
[00:11:02.840 --> 00:11:07.240]  快點啊拜託前面的人
[00:11:07.240 --> 00:11:10.640]  後面就要來了
[00:11:10.640 --> 00:11:12.040]  但感謝神
[00:11:12.040 --> 00:11:16.640]  我們看見就在以色列人最後一個人
[00:11:16.640 --> 00:11:19.240]  他的腳離開水面的時候
[00:11:19.240 --> 00:11:23.040]  神立刻將海水復合
[00:11:23.040 --> 00:11:26.440]  神的時候不早也不晚
[00:11:26.440 --> 00:11:29.440]  剛剛好
[00:11:29.440 --> 00:11:32.640]  我們的神就是一位準時的神
[00:11:32.640 --> 00:11:37.840]  甚至當耶穌基督被釘在十字架上
[00:11:37.840 --> 00:11:41.240]  死了埋葬了
[00:11:41.240 --> 00:11:43.440]  從當時人的角度來講
[00:11:43.440 --> 00:11:46.640]  一切的希望已經失去了
[00:11:46.640 --> 00:11:48.240]  太晚了
[00:11:48.240 --> 00:11:50.240]  已經無可挽回了
[00:11:50.240 --> 00:11:52.040]  他已經死了
[00:11:52.040 --> 00:11:54.840]  他已經埋葬了
[00:11:54.840 --> 00:11:56.240]  不再有任何可能
[00:11:56.240 --> 00:11:58.840]  不再有任何希望
[00:11:58.840 --> 00:12:02.640]  可是感謝神按照他自己的應許
[00:12:02.640 --> 00:12:04.440]  按照他自己的時候
[00:12:04.440 --> 00:12:06.040]  三天之後
[00:12:06.040 --> 00:12:08.040]  他從死裡復活
[00:12:08.040 --> 00:12:10.040]  正如他所說的
[00:12:10.040 --> 00:12:13.440]  他的確是一位準時的神
[00:12:13.440 --> 00:12:14.440]  Amen
[00:12:14.440 --> 00:12:17.040]  我們的神是信實的弟兄姊妹
[00:12:17.040 --> 00:12:19.240]  那你說這與我們什麼關係呢
[00:12:19.240 --> 00:12:21.040]  當然有關係
[00:12:21.040 --> 00:12:24.440]  如果今天我們所信的神是一位信實的神
[00:12:24.440 --> 00:12:30.440]  我告訴你今天神也要求我們要做一個信實的人
[00:12:30.440 --> 00:12:34.440]  要做一個信守諾言的人
[00:12:34.440 --> 00:12:36.640]  今天我們中間做父親的
[00:12:36.640 --> 00:12:39.440]  我們對我們自己所說的話
[00:12:39.440 --> 00:12:42.440]  是存了怎麼樣的態度呢
[00:12:42.440 --> 00:12:46.040]  很多人也許我們不至於說謊話
[00:12:46.040 --> 00:12:51.040]  但我卻要說我們常常說話不算話
[00:12:51.040 --> 00:12:54.640]  我們也許不會對外人說話不算話
[00:12:54.640 --> 00:12:57.640]  因為有面子的問題
[00:12:57.640 --> 00:13:00.440]  可我們卻常常對我們所最親愛的人
[00:13:00.440 --> 00:13:02.440]  最親近的人
[00:13:02.440 --> 00:13:04.040]  我們的妻子
[00:13:04.040 --> 00:13:05.040]  我們的兒女
[00:13:05.040 --> 00:13:08.440]  我們說話不算話
[00:13:08.440 --> 00:13:10.640]  因為反正是自己人嘛
[00:13:10.640 --> 00:13:12.640]  不是嗎
[00:13:12.640 --> 00:13:15.640]  有時候我們答應孩子說要一起出去
[00:13:15.640 --> 00:13:17.440]  要一起活動
[00:13:17.440 --> 00:13:19.640]  但臨時公司有事嘛
[00:13:19.640 --> 00:13:22.040]  下次OK
[00:13:22.040 --> 00:13:25.240]  但一次又一次
[00:13:25.240 --> 00:13:26.640]  有時候孩子們提起
[00:13:26.640 --> 00:13:29.240]  我們還覺得孩子們不懂事
[00:13:29.240 --> 00:13:32.640]  不明白父親的辛苦
[00:13:32.640 --> 00:13:33.840]  做丈夫了多少次
[00:13:33.840 --> 00:13:36.440]  我們對妻子有多少的承諾
[00:13:36.440 --> 00:13:39.040]  我們答應要做這件事做那件事
[00:13:39.040 --> 00:13:42.640]  但一再的黃牛啊
[00:13:42.640 --> 00:13:44.240]  想想看
[00:13:44.240 --> 00:13:48.640]  在我們人生當中有多少沒有兌現的支票
[00:13:48.640 --> 00:13:52.440]  有多少沒有實現的諾言
[00:13:52.440 --> 00:13:53.640]  很多時候我們以為說
[00:13:53.640 --> 00:13:55.040]  反正是自己人嘛
[00:13:55.040 --> 00:13:55.840]  沒有關係
[00:13:55.840 --> 00:13:58.240]  應該會了解的
[00:13:58.240 --> 00:14:00.240]  我們也不覺得我們有什麼錯
[00:14:00.240 --> 00:14:01.640]  又不是我們故意的
[00:14:01.640 --> 00:14:04.440]  是盲嘛
[00:14:04.440 --> 00:14:06.640]  我們輕忽了這件事情
[00:14:06.640 --> 00:14:07.240]  第二點
[00:14:07.240 --> 00:14:09.640]  正是因為我們常常輕忽
[00:14:09.640 --> 00:14:14.240]  神所對我們做信實的要求
[00:14:14.240 --> 00:14:18.040]  反而這件事情造成我們與親人的關係
[00:14:18.040 --> 00:14:20.240]  最愛我們的親人
[00:14:20.240 --> 00:14:21.640]  我們的妻子
[00:14:21.640 --> 00:14:22.840]  我們的兒女
[00:14:22.840 --> 00:14:28.440]  反而造成這個關係極大的傷害
[00:14:28.440 --> 00:14:30.240]  許多年前
[00:14:30.240 --> 00:14:32.640]  在美國的教會界裡面有一個運動
[00:14:32.640 --> 00:14:35.440]  叫Promise Keeper Movement
[00:14:35.440 --> 00:14:38.640]  信守諾言的運動
[00:14:38.640 --> 00:14:41.840]  它就是提醒弟兄們
[00:14:41.840 --> 00:14:45.240]  要信守諾言
[00:14:45.240 --> 00:14:48.440]  對神要信守你的諾言
[00:14:48.440 --> 00:14:50.440]  多少次我們來到神的面前
[00:14:50.440 --> 00:14:51.640]  我們願意獻身
[00:14:51.640 --> 00:14:53.840]  偽身在神的國度裡面
[00:14:53.840 --> 00:14:55.040]  多少次我們願意說
[00:14:55.040 --> 00:14:56.240]  我們為神而活
[00:14:56.240 --> 00:14:58.440]  為主而用
[00:14:58.440 --> 00:15:02.040]  信守你的諾言
[00:15:02.040 --> 00:15:05.840]  也要信守我們對妻子的諾言
[00:15:05.840 --> 00:15:07.840]  回想起我們在結婚的時候
[00:15:07.840 --> 00:15:10.840]  我們與妻子所立的婚約
[00:15:10.840 --> 00:15:12.640]  無論貧富貴賤
[00:15:12.640 --> 00:15:14.640]  健康或疾病
[00:15:14.640 --> 00:15:20.040]  我要愛你至死不渝
[00:15:20.040 --> 00:15:23.440]  信守我們對兒女的諾言
[00:15:23.440 --> 00:15:24.040]  我告訴你
[00:15:24.040 --> 00:15:25.840]  真正的男子漢大丈夫
[00:15:25.840 --> 00:15:29.840]  不是坐在家裡發號施令而已
[00:15:29.840 --> 00:15:31.440]  真正的男子漢大丈夫
[00:15:31.440 --> 00:15:35.040]  是信守諾言的人
[00:15:35.040 --> 00:15:38.240]  唯有一個信守諾言的父親
[00:15:38.240 --> 00:15:44.240]  能夠帶給家裡心中的平安跟依靠
[00:15:44.240 --> 00:15:45.040]  這是為什麼今天
[00:15:45.040 --> 00:15:47.240]  當我們有個慈愛的天賦
[00:15:47.240 --> 00:15:49.440]  信實的天賦的時候
[00:15:49.440 --> 00:15:52.240]  這就能夠帶給我們在生命當中
[00:15:52.240 --> 00:15:55.040]  平安的確具一樣
[00:15:55.040 --> 00:15:56.640]  你們
[00:15:56.640 --> 00:15:59.240]  所以在我們中間做父親的
[00:15:59.240 --> 00:16:01.640]  讓我們永遠選擇
[00:16:01.640 --> 00:16:05.040]  做一個信守諾言的人
[00:16:05.040 --> 00:16:06.240]  第三
[00:16:06.240 --> 00:16:09.440]  要做一個廉恕兒女的人
[00:16:09.440 --> 00:16:10.040]  跟你們好好說
[00:16:10.040 --> 00:16:14.040]  要做一個廉恕兒女的人
[00:16:14.040 --> 00:16:17.040]  前兩天師母在做她訪問節目的時候
[00:16:17.040 --> 00:16:18.240]  臨時說父親就要到
[00:16:18.240 --> 00:16:20.840]  你趕快幫我上個節目吧
[00:16:20.840 --> 00:16:23.640]  被她抓去上節目
[00:16:23.640 --> 00:16:25.040]  要談什麼呢
[00:16:25.040 --> 00:16:28.840]  談如何擁有為父的心
[00:16:28.840 --> 00:16:30.640]  當她問我說
[00:16:30.640 --> 00:16:33.240]  什麼是為父的心的時候
[00:16:33.240 --> 00:16:37.240]  她很驚訝的發現我的回答
[00:16:37.240 --> 00:16:39.840]  竟然是為父的心
[00:16:39.840 --> 00:16:43.640]  是從憐憫的心開始的
[00:16:43.640 --> 00:16:45.840]  一個為父的心
[00:16:45.840 --> 00:16:50.240]  是從廉恕兒女的心開始
[00:16:50.240 --> 00:16:52.640]  你知道這些年在我腦海當中
[00:16:52.640 --> 00:16:54.840]  有一幅圖畫
[00:16:54.840 --> 00:16:57.440]  這幅圖畫一直讓我明白到
[00:16:57.440 --> 00:17:01.240]  一個為父的心腸是如何
[00:17:01.240 --> 00:17:04.240]  那就是很多時候我看見我自己
[00:17:04.240 --> 00:17:06.840]  就像一個孩子一樣
[00:17:06.840 --> 00:17:10.240]  在生活當中遇到各樣的挫折
[00:17:10.240 --> 00:17:13.240]  心靈遇到各樣的委屈
[00:17:13.240 --> 00:17:17.040]  一路上想跑到父神的面前
[00:17:17.040 --> 00:17:20.640]  但一路跑卻又是跌跌撞撞
[00:17:20.640 --> 00:17:23.240]  一路跑一路哭
[00:17:23.240 --> 00:17:26.040]  一路呼叫我說阿爸天父
[00:17:26.040 --> 00:17:28.240]  阿爸天父
[00:17:28.240 --> 00:17:31.240]  因為我何等需要神的憐憫
[00:17:31.240 --> 00:17:35.240]  我何等需要神的幫助
[00:17:35.240 --> 00:17:37.840]  希伯來書第四章十六節
[00:17:37.840 --> 00:17:40.640]  這裡說所以我們只管坦然無懼
[00:17:40.640 --> 00:17:44.440]  來到施恩的寶座前為要得什麼
[00:17:44.440 --> 00:17:50.240]  廉恕蒙恩會做隨時的幫助
[00:17:50.240 --> 00:17:51.440]  在我腦海這個圖畫
[00:17:51.440 --> 00:17:56.040]  我就常常看見在我人生的過程當中所經歷的
[00:17:56.040 --> 00:17:59.240]  我何等需要父神的廉恕
[00:17:59.240 --> 00:18:01.040]  這幅圖畫也幫助我
[00:18:01.040 --> 00:18:04.040]  讓我看見一個父親的角色
[00:18:04.040 --> 00:18:09.440]  其實就是要廉恕去幫助他的兒女
[00:18:09.440 --> 00:18:12.440]  今天當我們看見我們的兒女
[00:18:12.440 --> 00:18:14.840]  在他們成長的過程當中
[00:18:14.840 --> 00:18:17.440]  不也是充滿各樣的挫折
[00:18:17.440 --> 00:18:21.440]  各樣的挑戰跟委屈嗎
[00:18:21.440 --> 00:18:26.840]  他們何等需要我們的廉恕與幫助呢
[00:18:26.840 --> 00:18:29.040]  甚至你說他是悖逆的情況
[00:18:29.040 --> 00:18:31.240]  難道他在悖逆的情況當中
[00:18:31.240 --> 00:18:34.040]  不也是因為他們並不真正的明白
[00:18:34.040 --> 00:18:36.040]  什麼是真正的價值
[00:18:36.040 --> 00:18:40.640]  什麼是好 什麼是對 什麼是錯嗎
[00:18:40.640 --> 00:18:45.040]  多少時候他們何等需要我們的廉恕
[00:18:45.040 --> 00:18:48.040]  多少時候我們心中很焦急不是嗎
[00:18:48.040 --> 00:18:50.640]  我們巴不得他們立刻能夠回頭
[00:18:50.640 --> 00:18:54.640]  要去惡歸善 發奮圖強
[00:18:54.640 --> 00:18:59.640]  所以我們用盡我們的辦法想要勉強他們
[00:18:59.640 --> 00:19:02.840]  反而帶來極大的傷害
[00:19:02.840 --> 00:19:06.240]  就像中國話所說的拔苗助眼
[00:19:06.240 --> 00:19:11.840]  你想幫苗長大結果把苗弄死了
[00:19:11.840 --> 00:19:15.640]  但事實上弟兄姊妹 孩子就是孩子
[00:19:15.640 --> 00:19:19.840]  跟你朋友說孩子就是孩子
[00:19:19.840 --> 00:19:22.240]  他們在成長的過程當中
[00:19:22.240 --> 00:19:26.640]  他們的想法像孩子不是嗎
[00:19:26.640 --> 00:19:31.040]  他們的行為也就像孩子
[00:19:31.040 --> 00:19:33.840]  他們就是孩子
[00:19:33.840 --> 00:19:38.640]  我們所能做的就像父神廉恕我們一樣
[00:19:38.640 --> 00:19:41.640]  去廉恕你的兒女吧
[00:19:41.640 --> 00:19:45.240]  看他們何等需要你的幫助吧
[00:19:45.240 --> 00:19:51.640]  繼續去愛他們 帶領他們 接納他們
[00:19:51.640 --> 00:19:55.840]  因為知道他們是會成長的
[00:19:55.840 --> 00:19:58.240]  我的意思不是叫你放手不管了
[00:19:58.240 --> 00:20:05.240]  No 我是純的廉恕的心來看待他們
[00:20:05.240 --> 00:20:07.240]  有時候也許你會想說
[00:20:07.240 --> 00:20:11.440]  如果說當時他們能夠不走那一段冤枉路
[00:20:11.440 --> 00:20:14.240]  那該有多好
[00:20:14.240 --> 00:20:18.440]  但我就告訴你 我卻不這麼想的
[00:20:18.440 --> 00:20:22.040]  因為那是他們成長的過程
[00:20:22.040 --> 00:20:25.640]  那是他們必經的過程
[00:20:25.640 --> 00:20:28.040]  而在這過程當中
[00:20:28.040 --> 00:20:34.240]  我們只有純的一個父神廉恕的心來陪伴他們
