
[00:00:00.000 --> 00:00:03.280]  我們讀一段聖經在馬太福音第七章
[00:04:15.000 --> 00:04:18.000]  在基督裏我們都是新造的人不是嗎
[00:04:18.000 --> 00:04:21.100]  但什麼是新造的人呢
[00:04:21.100 --> 00:04:23.300]  哥羅先知第三章第十節
[00:04:23.300 --> 00:04:24.400]  我們看見講得很清楚
[00:04:24.400 --> 00:04:25.100]  我們一同來唸好不好
[00:04:25.100 --> 00:04:25.800]  來
[00:04:25.800 --> 00:04:27.100]  穿上了新人
[00:04:27.100 --> 00:04:30.600]  這新人在知識上漸漸更新
[00:04:30.600 --> 00:04:33.300]  正如造他祖的形象
[00:04:33.300 --> 00:04:34.500]  這很清楚告訴我們
[00:04:34.500 --> 00:04:37.200]  這個新造的人是在什麼
[00:04:37.200 --> 00:04:42.700]  在知識上漸漸更新的
[00:04:42.700 --> 00:04:47.700]  一個基督徒如果在知識上不被更新
[00:04:47.700 --> 00:04:52.100]  那我們的生活常常就是被舊有的思想
[00:04:52.100 --> 00:04:56.300]  舊有的觀念所影響所瑕疵
[00:04:56.300 --> 00:04:57.800]  那你活出來的
[00:04:57.800 --> 00:05:03.000]  當然就跟你舊有的生命是完全一樣的生命
[00:05:03.000 --> 00:05:04.400]  今天有很多的基督徒
[00:05:04.400 --> 00:05:08.500]  雖然憑信心接受了耶穌做你個人的救主
[00:05:08.500 --> 00:05:10.200]  可在信主之後
[00:05:10.200 --> 00:05:13.600]  卻沒有在知識上被更新
[00:05:13.600 --> 00:05:15.900]  所以既不知道神的心意
[00:05:15.900 --> 00:05:18.500]  更不明白神的法則
[00:05:18.500 --> 00:05:20.600]  所以難怪在生活上
[00:05:20.600 --> 00:05:25.000]  還是跟活在世界上的人沒有什麼兩樣
[00:05:25.000 --> 00:05:26.500]  所以有一對夫婦他信主
[00:05:26.500 --> 00:05:28.200]  之後有人就問他們說
[00:05:28.200 --> 00:05:31.400]  請問你們信的主有什麼不同嗎
[00:05:31.400 --> 00:05:32.600]  他們想了一下說
[00:05:32.600 --> 00:05:34.600]  真的還是有一點不同
[00:05:34.600 --> 00:05:36.200]  以前吵架用三字經
[00:05:36.200 --> 00:05:39.300]  現在用聖經吵架了
[00:05:39.300 --> 00:05:41.000]  還是一樣
[00:05:41.000 --> 00:05:44.800]  生命沒有被更新改變
[00:05:44.800 --> 00:05:47.800]  你說怎麼樣能夠讓被更新改變
[00:05:47.800 --> 00:05:52.500]  要用神的話來更新我們的思想意念嗎
[00:05:52.500 --> 00:05:54.900]  詩篇第一篇第二節裏面
[00:05:54.900 --> 00:05:56.300]  很清楚的這作者說
[00:05:56.300 --> 00:05:57.800]  凡喜愛業化律法
[00:05:57.800 --> 00:05:58.800]  然後怎麼樣
[00:05:58.800 --> 00:06:02.800]  晝夜思想的自然便爲有福
[00:06:02.800 --> 00:06:06.800]  一定要神的話充滿在你的思想裏面
[00:06:06.800 --> 00:06:09.400]  要晝夜思想神的話
[00:06:09.400 --> 00:06:12.700]  因爲如果今天你的思想裏沒有神的話
[00:06:12.700 --> 00:06:15.400]  你就會晝夜亂想
[00:06:15.400 --> 00:06:16.600]  不是嗎
[00:06:16.600 --> 00:06:21.200]  這爲什麼今天很多人的生活充滿憂慮跟恐懼
[00:06:21.200 --> 00:06:22.400]  爲什麼
[00:06:22.400 --> 00:06:27.700]  是因爲你的思想裏面沒有上帝的話語做根基
[00:06:27.700 --> 00:06:31.300]  事實上今天很多時候在你心裏的恐懼
[00:06:31.300 --> 00:06:34.900]  其實都是根基在你的想象上
[00:06:34.900 --> 00:06:38.100]  你越想越恐懼
[00:06:38.100 --> 00:06:41.500]  多少時候我們看見思想裏沒有神的話語的時候
[00:06:41.500 --> 00:06:45.100]  你就被世界的環境所攪擾
[00:06:45.100 --> 00:06:46.800]  你一定要決定
[00:06:46.800 --> 00:06:50.800]  不要再讓你的想象力來掌管你的生活
[00:06:50.800 --> 00:06:55.300]  你一定要神的話語來掌管你的生活
[00:06:55.300 --> 00:06:55.800]  另一方面
[00:06:55.800 --> 00:06:57.900]  我看見今天在中國人當中
[00:06:57.900 --> 00:07:00.800]  我們也很注意到我們肉體的需要
[00:07:00.800 --> 00:07:04.300]  只要隨便一講話就知道你年齡層次
[00:07:04.300 --> 00:07:08.200]  健康食物飲食就知道你到了某種年齡了
[00:07:08.200 --> 00:07:10.900]  我們注意這種飲食的健康
[00:07:10.900 --> 00:07:13.700]  我們很害怕食物的污染
[00:07:13.700 --> 00:07:17.300]  可是我們常常很注意到環境跟食物的污染
[00:07:17.300 --> 00:07:19.800]  我們卻忽略了更嚴重的污染
[00:07:19.800 --> 00:07:22.200]  就是心靈的污染
[00:07:22.200 --> 00:07:28.000]  多少時候我們容許我們的心靈向這個世界敞開我們自己
[00:07:28.000 --> 00:07:30.500]  我們容許這個世界用各樣的媒體
[00:07:30.500 --> 00:07:32.600]  用各樣的知識來刺探我們
[00:07:32.600 --> 00:07:34.600]  來引誘我們
[00:07:34.600 --> 00:07:38.100]  可是我們就很少花時間敞開我們的心靈
[00:07:38.100 --> 00:07:40.200]  來到神的話語面前
[00:07:40.200 --> 00:07:42.100]  讓神的話來影響我們
[00:07:42.100 --> 00:07:43.500]  來塑造我們
[00:07:43.500 --> 00:07:47.000]  今天我們若想真實的經歷神
[00:07:47.000 --> 00:07:50.200]  我們一定要花時間來讀神的話
[00:07:50.200 --> 00:07:51.700]  Amen
[00:07:51.700 --> 00:07:53.100]  因爲我告訴你
[00:07:53.100 --> 00:07:56.300]  在你裏面有的是什麼
[00:07:56.300 --> 00:07:58.900]  你活出來就是什麼
[00:07:58.900 --> 00:08:00.300]  騙不了人
[00:08:00.300 --> 00:08:03.600]  就像一個杯子被打翻
[00:08:03.600 --> 00:08:05.200]  本來你不知道杯子裏是什麼
[00:08:05.200 --> 00:08:06.700]  都看不出來
[00:08:06.700 --> 00:08:08.900]  可杯子一打翻之後
[00:08:08.900 --> 00:08:11.400]  你裏面原來有的什麼
[00:08:11.400 --> 00:08:12.700]  打翻出來的
[00:08:12.700 --> 00:08:14.300]  就是什麼
[00:08:14.300 --> 00:08:15.900]  Amen
[00:08:15.900 --> 00:08:16.600]  同樣的
[00:08:16.600 --> 00:08:19.700]  今天如果在你的思想意念裏面
[00:08:19.700 --> 00:08:22.400]  充滿的都是世界上的事情
[00:08:22.400 --> 00:08:24.200]  世界上的道德觀
[00:08:24.200 --> 00:08:25.800]  世界上的金錢觀
[00:08:25.800 --> 00:08:28.200]  世界上的價值觀
[00:08:28.200 --> 00:08:31.200]  那你活出來一定是世界的樣子嗎
[00:08:31.200 --> 00:08:32.700]  不會說一定就是世界
[00:08:32.700 --> 00:08:34.300]  你裏面就是世界的思想
[00:08:34.300 --> 00:08:36.500]  活出來就是世界的樣子
[00:08:36.500 --> 00:08:40.800]  但如果今天你裏面充滿的是神的話語
[00:08:40.800 --> 00:08:43.300]  你願意花時間來研讀神的話
[00:08:43.300 --> 00:08:44.000]  那我告訴你
[00:08:44.000 --> 00:08:48.600]  你活出來當然就自然而然是主的樣式
[00:08:48.600 --> 00:08:51.300]  你不需要勉強自己去活出來
[00:08:51.300 --> 00:08:54.300]  是自然而然去活出來的
[00:08:54.300 --> 00:08:55.200]  Amen
[00:08:55.200 --> 00:08:58.200]  所以你一定要花時間來讀神的話
[00:08:58.200 --> 00:08:59.000]  你知道在教會里面
[00:08:59.000 --> 00:09:00.400]  我們預備了多少
[00:09:00.400 --> 00:09:03.700]  能夠幫助你在神話裏面晉升的材料
[00:09:03.700 --> 00:09:05.700]  每週的週報如果打開來
[00:09:05.700 --> 00:09:08.700]  上面就每週的讀經進度
[00:09:08.700 --> 00:09:10.700]  不但要每週讀經進度
[00:09:10.700 --> 00:09:12.300]  連禱告詞都有
[00:09:12.300 --> 00:09:14.500]  教你怎麼禱告
[00:09:14.500 --> 00:09:17.200]  如果你嫌帶這張單子太麻煩
[00:09:17.200 --> 00:09:19.500]  智慧手機掃描一下
[00:09:19.500 --> 00:09:22.800]  經文禱告詞隨着你走
[00:09:22.800 --> 00:09:25.000]  不但有每週讀經的進度
[00:09:25.000 --> 00:09:28.700]  而且我們還有主日學裝備課程
[00:09:28.700 --> 00:09:31.800]  這個禮拜剛剛好新的一季開始
[00:09:31.800 --> 00:09:33.400]  課程內容豐富
[00:09:33.400 --> 00:09:36.200]  充滿各樣錢金的課程生活的課程
[00:09:36.200 --> 00:09:37.500]  千萬不要隨便錯過
[00:09:37.500 --> 00:09:38.700]  跟你媽說千萬不要隨便錯過
[00:09:38.700 --> 00:09:41.200]  跟她說
[00:09:41.200 --> 00:09:45.700]  如果你擔心一個人上課毅力不足
[00:09:45.700 --> 00:09:47.300]  吆喝一下吧
[00:09:47.300 --> 00:09:48.000]  小組
[00:09:48.000 --> 00:09:49.100]  小組最好
[00:09:49.100 --> 00:09:50.100]  大家一起上
[00:09:50.100 --> 00:09:51.800]  決定一起上一門課
[00:09:51.800 --> 00:09:52.800]  就像打球一樣
[00:09:52.800 --> 00:09:54.600]  一個人打打打就打不下去
[00:09:54.600 --> 00:09:55.500]  兩三個人
[00:09:55.500 --> 00:09:58.700]  你就發現彼此切磋球技會進步
[00:09:58.700 --> 00:10:00.000]  Amen
[00:10:00.000 --> 00:10:01.200]  不但有裝備課程
[00:10:01.200 --> 00:10:03.500]  如果還想晉升的話
[00:10:03.500 --> 00:10:05.300]  我們還有領袖學院的課程
[00:10:05.300 --> 00:10:09.800]  剛纔Andy的這個見證太棒了
[00:10:09.800 --> 00:10:11.700]  所以如果你覺得你想更加晉升
[00:10:11.700 --> 00:10:13.400]  我們有非常多的課程
[00:10:13.400 --> 00:10:14.200]  而且感謝神
[00:10:14.200 --> 00:10:17.100]  我們與這個Kingsway神學院已經合作
[00:10:17.100 --> 00:10:18.800]  他們接納我們所有的課程
[00:10:18.800 --> 00:10:21.200]  所以你只要修完我們這裏所有的學生
[00:10:21.200 --> 00:10:23.200]  就可以得到一個正式的
[00:10:23.200 --> 00:10:26.400]  一個美國承認的一個正式的碩士學位
[00:10:26.400 --> 00:10:27.100]  Amen
[00:10:27.100 --> 00:10:30.400]  換句話說我們不是野雞神學院
[00:10:30.400 --> 00:10:31.900]  我們是正式的神學院
[00:10:31.900 --> 00:10:33.100]  Amen
[00:10:33.100 --> 00:10:35.200]  就算你說我太忙了
[00:10:35.200 --> 00:10:37.800]  根本沒時間坐下來讀神話
[00:10:37.800 --> 00:10:41.500]  那我們還有領袖專線
[00:10:41.500 --> 00:10:42.700]  打個電話
[00:10:42.700 --> 00:10:44.500]  撥個號碼就行了
[00:10:44.500 --> 00:10:45.600]  這麼簡單
[00:10:45.600 --> 00:10:48.500]  每天就五分鐘的信息給你聽
[00:10:48.500 --> 00:10:50.600]  讓你重新得力
[00:10:50.600 --> 00:10:52.000]  九月份
[00:10:52.000 --> 00:10:54.300]  我們看見是一個新的季節
[00:10:54.300 --> 00:10:58.100]  各行各業都整裝待發
[00:10:58.100 --> 00:11:00.900]  我就感覺到今天屬靈的生命也是如此
[00:11:00.900 --> 00:11:01.400]  求神幫助
[00:11:01.400 --> 00:11:05.600]  若是你過去的讀經生活是好像隨意性的讀經
[00:11:05.600 --> 00:11:07.800]  讓我們從九月份開始
[00:11:07.800 --> 00:11:09.500]  讓我們立定心志
[00:11:09.500 --> 00:11:14.700]  讓我們屬靈的生命建造在神話語的根基上
[00:11:14.700 --> 00:11:15.300]  Amen
[00:11:15.300 --> 00:11:16.600]  所以第一個你要研讀什麼
[00:11:16.600 --> 00:11:17.400]  第二個
[00:11:17.400 --> 00:11:19.300]  你一定要聆聽神的話
[00:11:19.300 --> 00:11:22.500]  跟你們說要聆聽神的話
[00:11:22.500 --> 00:11:22.700]  第二個
[00:11:22.700 --> 00:11:26.300]  今天我們的信仰不是一個宗教嗎
[00:11:26.300 --> 00:11:27.600]  什麼是宗教
[00:11:27.600 --> 00:11:30.200]  宗教就是一大堆教條
[00:11:30.200 --> 00:11:31.700]  Do's and Don'ts
[00:11:31.700 --> 00:11:33.900]  要做這個不準做那個
[00:11:33.900 --> 00:11:36.500]  但我們的信仰不是一套教條
[00:11:36.500 --> 00:11:39.700]  我們的信仰是我們與神的關係
[00:11:39.700 --> 00:11:41.200]  不是嗎
[00:11:41.200 --> 00:11:42.600]  既然是一種關係
[00:11:42.600 --> 00:11:44.500]  我請問你在任何一種關係當中
[00:11:44.500 --> 00:11:47.700]  最重要一個要素是什麼
[00:11:47.700 --> 00:11:51.300]  在任何關係當中最重要就是溝通
[00:11:51.300 --> 00:11:52.200]  不是嗎
[00:11:52.200 --> 00:11:53.400]  當你講夫妻關係
[00:11:53.400 --> 00:11:54.100]  你要講什麼
[00:11:54.100 --> 00:11:55.600]  就是夫妻怎麼溝通
[00:11:55.600 --> 00:11:56.500]  講親子關係
[00:11:56.500 --> 00:11:56.900]  講什麼
[00:11:56.900 --> 00:11:58.800]  就講親子怎麼溝通
[00:11:58.800 --> 00:12:01.300]  任何關係當中最重要一件事情
[00:12:01.300 --> 00:12:03.000]  就是要能溝通
[00:12:03.000 --> 00:12:05.400]  如果你今天天天向一個人說話
[00:12:05.400 --> 00:12:07.700]  他從來不回答你一句話
[00:12:07.700 --> 00:12:10.100]  你either是對牛在談情
[00:12:10.100 --> 00:12:11.300]  或講死人在說話
[00:12:11.300 --> 00:12:12.800]  不是嗎
[00:12:12.800 --> 00:12:14.100]  這爲什麼夫妻吵架常有這句話
[00:12:14.100 --> 00:12:17.000]  你講死人啊
[00:12:17.000 --> 00:12:18.700]  爲什麼會這句話冒出來
[00:12:18.700 --> 00:12:21.100]  就是這麼回答嘛
[00:12:21.100 --> 00:12:23.100]  就像死人一樣
[00:12:23.100 --> 00:12:26.300]  這絕對不是一個健康的人際關係
[00:12:26.300 --> 00:12:28.100]  但第二你可知道嗎
[00:12:28.100 --> 00:12:29.800]  今天我們所信的神
[00:12:29.800 --> 00:12:31.400]  他不是個死的神
[00:12:31.400 --> 00:12:33.400]  他是又真又活的神
[00:12:33.400 --> 00:12:34.300]  Amen
[00:12:34.300 --> 00:12:35.600]  什麼意思啊
[00:12:35.600 --> 00:12:38.500]  活的神是會說話的
[00:12:38.500 --> 00:12:40.000]  Hello
[00:12:40.000 --> 00:12:41.300]  跟你媽說活的神會說話
[00:12:41.300 --> 00:12:43.700]  你說
[00:12:43.700 --> 00:12:45.700]  你知道神是會說話的嗎
[00:12:45.700 --> 00:12:48.600]  而且他很樂意向你說話嗎
[00:12:48.600 --> 00:12:51.200]  事實上今天到處充滿神的聲音
[00:12:51.200 --> 00:12:52.600]  聖經十篇二十九篇
[00:12:52.600 --> 00:12:55.900]  甚至說神的聲音像打雷一樣
[00:12:55.900 --> 00:12:57.200]  但很可惜
[00:12:57.200 --> 00:13:00.500]  神的百姓卻不能夠謙卑
[00:13:00.500 --> 00:13:04.000]  渴望來聆聽神的話語
[00:13:04.000 --> 00:13:05.200]  你知道今天有很多基督徒
[00:13:05.200 --> 00:13:06.400]  在讀神的話的時候
[00:13:06.400 --> 00:13:08.100]  從來沒有期待過
[00:13:08.100 --> 00:13:11.200]  神會向他們說些什麼
[00:13:11.200 --> 00:13:13.200]  他們總是這麼匆忙啊
[00:13:13.200 --> 00:13:15.700]  甚至來到神面前也是來去匆匆
[00:13:15.700 --> 00:13:17.600]  像個teenager一樣
[00:13:17.600 --> 00:13:18.300]  teenager一回家
[00:13:18.300 --> 00:13:19.400]  Hi Bye
[00:13:19.400 --> 00:13:21.800]  就走掉了
[00:13:21.800 --> 00:13:23.300]  我們來到神面前也是要
[00:13:23.300 --> 00:13:25.400]  Hi Bye就走了
[00:13:25.400 --> 00:13:29.300]  有時候神想向我們說些知心話
[00:13:29.300 --> 00:13:33.300]  你可知道神有知心話對你說的嗎
[00:13:33.300 --> 00:13:34.800]  神有這想說些知心話
[00:13:34.800 --> 00:13:35.800]  都沒有時間了
[00:13:35.800 --> 00:13:37.700]  我們太匆忙了
[00:13:37.700 --> 00:13:39.600]  所以我鼓勵你在讀神的話的時候
[00:13:39.600 --> 00:13:41.600]  安靜下來一下
[00:13:41.600 --> 00:13:42.900]  慢慢的讀吧
[00:13:42.900 --> 00:13:46.000]  學習聆聽神的話語
[00:13:46.000 --> 00:13:50.600]  因爲神每天都有話對你說的
[00:13:50.600 --> 00:13:51.300]  我再一次說
[00:13:51.300 --> 00:13:55.800]  神每一天都有話對你說的
[00:13:55.800 --> 00:13:58.400]  你不要一天到晚就是聽
[00:13:58.400 --> 00:14:01.700]  神在向別人說什麼
[00:14:01.700 --> 00:14:02.400]  你一定要說
[00:14:02.400 --> 00:14:05.200]  主啊 你要向我說什麼
[00:14:05.200 --> 00:14:08.100]  我不要再聽你向別人說什麼
[00:14:08.100 --> 00:14:10.400]  我們中國基督最喜歡聽道
[00:14:10.400 --> 00:14:11.700]  但聽來聽去都是聽
[00:14:11.700 --> 00:14:15.000]  神在向別人說什麼
[00:14:15.000 --> 00:14:16.500]  聽道是很好
[00:14:16.500 --> 00:14:18.900]  但你自己更是要自己讀神的話
[00:14:18.900 --> 00:14:23.100]  神你向我說什麼嗎
[00:14:23.100 --> 00:14:24.200]  花點時間
[00:14:24.200 --> 00:14:25.300]  安靜下來
[00:14:25.300 --> 00:14:28.100]  你知道在我們讀經進度裏面
[00:14:28.100 --> 00:14:30.400]  還有一個導讀進度
[00:14:30.400 --> 00:14:32.600]  我們每一次在導讀進度選的經文
[00:14:32.600 --> 00:14:34.800]  都只有一兩節的經文
[00:14:34.800 --> 00:14:36.100]  是在那一段聖經裏面
[00:14:36.100 --> 00:14:38.300]  是個最主要的經文
[00:14:38.300 --> 00:14:41.000]  就是能夠幫助你每一天讀聖經的時候
[00:14:41.000 --> 00:14:42.800]  再借着導讀一兩節經文
[00:14:42.800 --> 00:14:45.500]  幫助你能夠反覆的
[00:14:45.500 --> 00:14:48.700]  來回的多讀幾遍
[00:14:48.700 --> 00:14:52.000]  當你讀到一兩個字很有感動的時候
[00:14:52.000 --> 00:14:54.200]  你就可以停留在那裏
[00:14:54.200 --> 00:14:57.200]  讓神的話能夠浸透在你思想裏面
[00:14:57.200 --> 00:14:59.900]  讓神來向你說話
[00:14:59.900 --> 00:15:03.100]  然後你把你需要帶到神的面前來
[00:15:03.100 --> 00:15:04.900]  能夠化爲一個禱告
[00:15:04.900 --> 00:15:06.900]  交託在神的手中
[00:15:06.900 --> 00:15:07.300]  我告訴你
[00:15:07.300 --> 00:15:09.100]  當你每一天能夠這樣子
[00:15:09.100 --> 00:15:11.900]  花點時間來導讀的時候
[00:15:11.900 --> 00:15:13.600]  導讀是一個最好的方法
[00:15:13.600 --> 00:15:14.800]  我告訴你
[00:15:14.800 --> 00:15:19.100]  讓神的話語在你的心中能夠活過來
[00:15:19.100 --> 00:15:20.800]  你就絕對不會再覺得說
[00:15:20.800 --> 00:15:24.200]  讀經是很無聊很boring的事情了
[00:15:24.200 --> 00:15:27.500]  因爲每一天你都會有新鮮的領受
[00:15:27.500 --> 00:15:30.600]  你知道很多時候我自己的講道的內容
[00:15:30.600 --> 00:15:34.000]  都是從導讀所帶出來的信息
[00:15:34.000 --> 00:15:36.600]  當你在導讀當中得到一些感動
[00:15:36.600 --> 00:15:39.500]  就發展成爲後來的講道
[00:15:39.500 --> 00:15:41.200]  所以導讀太重要了
[00:15:41.200 --> 00:15:43.500]  當你每一天照着方法導讀的時候
[00:15:43.500 --> 00:15:47.500]  你每一天都會有新鮮的亮光
[00:15:47.500 --> 00:15:48.100]  我再次說
[00:15:48.100 --> 00:15:51.800]  神每天都有話要對你說的
[00:15:51.800 --> 00:15:52.200]  跟你們說
[00:15:52.200 --> 00:15:53.600]  神每天都有話對你說
[00:15:53.600 --> 00:15:57.700]  跟他說
[00:15:57.700 --> 00:15:58.800]  第三
[00:15:58.800 --> 00:16:00.600]  你一定要信靠神的話
[00:16:00.600 --> 00:16:01.000]  跟你們說
[00:16:01.000 --> 00:16:04.400]  你要信靠神的話
[00:16:04.400 --> 00:16:06.000]  今天我們若是想讓神的話
[00:16:06.000 --> 00:16:07.800]  在我們生命當中帶來動力
[00:16:07.800 --> 00:16:09.400]  有一個祕訣
[00:16:09.400 --> 00:16:14.800]  你一定要選擇來相信神的話
[00:16:14.800 --> 00:16:16.400]  你知道我常聽有人說
[00:16:16.400 --> 00:16:17.700]  我聽不見神的聲音
[00:16:17.700 --> 00:16:18.100]  no no no
[00:16:18.100 --> 00:16:19.600]  你錯了
[00:16:19.600 --> 00:16:22.300]  根據我這麼多年的觀察
[00:16:22.300 --> 00:16:23.600]  我就發現
[00:16:23.600 --> 00:16:27.700]  其實問題不是你沒有聽見神的聲音
[00:16:27.700 --> 00:16:30.300]  事實上你常常聽見神的聲音
[00:16:30.300 --> 00:16:33.200]  有時候神接着講道對你說話
[00:16:33.200 --> 00:16:34.100]  有時候神接着
[00:16:34.100 --> 00:16:36.700]  當你查經的時候對你說話
[00:16:36.700 --> 00:16:38.400]  有時候神接着弟兄姐妹的分享
[00:16:38.400 --> 00:16:39.700]  對你說話
[00:16:39.700 --> 00:16:41.300]  甚至中年以上弟兄姐妹
[00:16:41.300 --> 00:16:44.000]  神接着你的身體向你說話
[00:16:44.000 --> 00:16:47.700]  血壓、血脂、血糖三高
[00:16:47.700 --> 00:16:48.600]  警告你了
[00:16:48.600 --> 00:16:51.000]  就是要向你發出警告
[00:16:51.000 --> 00:16:53.000]  不要再虛度人生
