
[00:00:00.000 --> 00:00:05.000]  我們先來看到大魏的約的前提
[00:01:40.000 --> 00:01:44.000]  就是從創世以前
[00:01:44.000 --> 00:01:47.000]  創世紀一直到啓示錄
[00:01:47.000 --> 00:01:50.000]  都是講到神怎麼把人
[00:01:50.000 --> 00:01:53.000]  從罪裏頭救贖出來
[00:01:53.000 --> 00:01:55.000]  這個是神在一個
[00:01:55.000 --> 00:01:58.000]  他的整個時間裏頭
[00:01:58.000 --> 00:01:59.000]  歷史裏頭
[00:01:59.000 --> 00:02:03.000]  所要做的一個很重要的一個工作
[00:02:03.000 --> 00:02:06.000]  神不但是有創造的工作
[00:02:06.000 --> 00:02:08.000]  他還有救贖的工作
[00:02:08.000 --> 00:02:11.000]  所以救贖的永遠的約呢
[00:02:11.000 --> 00:02:15.000]  是從創世紀一直到啓示錄
[00:02:15.000 --> 00:02:18.000]  你都可以不斷的讀到
[00:02:18.000 --> 00:02:20.000]  有這個神的創造
[00:02:20.000 --> 00:02:24.000]  救贖人的這樣一個約
[00:02:24.000 --> 00:02:26.000]  所以我們讀聖經呢
[00:02:26.000 --> 00:02:29.000]  就可以看到是有次序的
[00:02:29.000 --> 00:02:31.000]  他一步一步的呢
[00:02:31.000 --> 00:02:34.000]  把神救贖這個永約呢
[00:02:34.000 --> 00:02:37.000]  是把它啓示出來
[00:02:37.000 --> 00:02:38.000]  所以聖經呢
[00:02:38.000 --> 00:02:43.000]  是有這樣一個特點
[00:02:43.000 --> 00:02:46.000]  這些約裏頭呢
[00:02:46.000 --> 00:02:47.000]  最基本的約呢
[00:02:47.000 --> 00:02:51.000]  就是亞伯拉罕的約
[00:02:51.000 --> 00:02:52.000]  雖然就七個約
[00:02:52.000 --> 00:02:54.000]  但是他有基本的約
[00:02:54.000 --> 00:02:55.000]  這基本的約呢
[00:02:55.000 --> 00:02:57.000]  就是亞伯拉罕的約
[00:02:57.000 --> 00:02:59.000]  所以救約的
[00:02:59.000 --> 00:03:02.000]  這個整個的說的這些故事
[00:03:02.000 --> 00:03:06.000]  都是記錄以色列人
[00:03:06.000 --> 00:03:08.000]  是怎樣逐步的
[00:03:08.000 --> 00:03:12.000]  在應驗亞伯拉罕的約的過程
[00:03:12.000 --> 00:03:16.000]  從創世紀第十二章
[00:03:16.000 --> 00:03:19.000]  開始就出現了亞伯拉罕
[00:03:19.000 --> 00:03:22.000]  神就呼召亞伯拉罕
[00:03:22.000 --> 00:03:24.000]  讓他從迦勒底
[00:03:24.000 --> 00:03:26.000]  這個烏爾出來
[00:03:26.000 --> 00:03:27.000]  到神
[00:03:27.000 --> 00:03:30.000]  所要指示他的地方去
[00:03:30.000 --> 00:03:32.000]  所以在第十二章呢
[00:03:32.000 --> 00:03:35.000]  就神呼召亞伯拉罕
[00:03:35.000 --> 00:03:37.000]  給他應許
[00:03:37.000 --> 00:03:40.000]  到了創世紀十五章呢
[00:03:40.000 --> 00:03:44.000]  神就跟亞伯拉罕立了約
[00:03:44.000 --> 00:03:47.000]  到第十七章就有割禮
[00:03:47.000 --> 00:03:51.000]  亞伯拉罕就讓他家裏的男丁
[00:03:51.000 --> 00:03:54.000]  都按照神所吩咐的
[00:03:54.000 --> 00:03:55.000]  有割禮
[00:03:55.000 --> 00:03:58.000]  作爲一個約的記號
[00:03:58.000 --> 00:04:03.000]  那麼一直到創世紀二十五章
[00:04:03.000 --> 00:04:06.000]  亞伯拉罕去世了
[00:04:06.000 --> 00:04:08.000]  那以後呢
[00:04:08.000 --> 00:04:09.000]  就有以撒
[00:04:09.000 --> 00:04:11.000]  有雅各
[00:04:11.000 --> 00:04:14.000]  雅各呢就有十二個兒子
[00:04:14.000 --> 00:04:17.000]  他就成爲十二個支派
[00:04:17.000 --> 00:04:21.000]  那麼神所應許亞伯拉罕的後裔呢
[00:04:21.000 --> 00:04:22.000]  一步一步呢
[00:04:22.000 --> 00:04:25.000]  你就看見慢慢的應驗了
[00:04:25.000 --> 00:04:27.000]  這約
[00:04:27.000 --> 00:04:29.000]  給亞伯拉罕的約裏頭就說到
[00:04:29.000 --> 00:04:31.000]  他成交成爲了大國
[00:04:31.000 --> 00:04:34.000]  大國一定是人很多的
[00:04:34.000 --> 00:04:38.000]  那麼也有帝賜給他爲這個產業
[00:04:38.000 --> 00:04:43.000]  也提到萬族都要因亞伯拉罕得福
[00:04:43.000 --> 00:04:49.000]  那麼也有君王要從亞伯拉罕裏面出來
[00:04:49.000 --> 00:04:53.000]  那麼你看到以色列人後來到了
[00:04:53.000 --> 00:04:58.000]  以色列到這個埃及有四百多年
[00:04:58.000 --> 00:04:59.000]  四百多年以後
[00:04:59.000 --> 00:05:02.000]  他們受了苦呼喊神
[00:05:02.000 --> 00:05:04.000]  神就應允他們
[00:05:04.000 --> 00:05:07.000]  就派了摩西跟亞倫
[00:05:07.000 --> 00:05:11.000]  要領他們從埃及地出來
[00:05:11.000 --> 00:05:15.000]  那麼到這個從埃及地要出來的時候
[00:05:15.000 --> 00:05:17.000]  這個以色列呢
[00:05:17.000 --> 00:05:21.000]  已經是一個很很多人了
[00:05:21.000 --> 00:05:23.000]  單單南丁就有六十萬
[00:05:23.000 --> 00:05:27.000]  如果再加上這婦女再加上孩子的話
[00:05:27.000 --> 00:05:29.000]  將近有二百萬人
[00:05:29.000 --> 00:05:31.000]  這二百萬人啊
[00:05:31.000 --> 00:05:34.000]  從亞伯拉罕本來一個人啊
[00:05:34.000 --> 00:05:36.000]  能夠成爲二百萬人
[00:05:36.000 --> 00:05:39.000]  這是一個神
[00:05:39.000 --> 00:05:49.000]  按照他的應許賜給他成爲有一個國
[00:05:49.000 --> 00:05:51.000]  我們就說到巴勒斯坦的約
[00:05:51.000 --> 00:05:53.000]  後來就從西南山的約
[00:05:53.000 --> 00:05:55.000]  說到巴勒斯坦的約
[00:05:55.000 --> 00:05:58.000]  那麼這個是巴勒斯坦的約呢
[00:05:58.000 --> 00:06:02.000]  是有條件的約
[00:06:02.000 --> 00:06:05.000]  當時在西南山的時候
[00:06:05.000 --> 00:06:10.000]  神就賜給他們有西南的約
[00:06:10.000 --> 00:06:12.000]  賜給他們律法
[00:06:12.000 --> 00:06:15.000]  所以從你要讀出埃及記的話
[00:06:15.000 --> 00:06:18.000]  看起來好像是一件故事
[00:06:18.000 --> 00:06:22.000]  或者看起來好像是在說怎麼做閨幕
[00:06:22.000 --> 00:06:27.000]  實際上呢就是整個呢
[00:06:27.000 --> 00:06:30.000]  從十九章到四十章
[00:06:30.000 --> 00:06:35.000]  這個出埃及記的一半
[00:06:35.000 --> 00:06:38.000]  都是講到這個西南的約
[00:06:38.000 --> 00:06:41.000]  那西南的約裏頭我們讀過的
[00:06:41.000 --> 00:06:44.000]  一部分是道德的律法
[00:06:44.000 --> 00:06:46.000]  就是四條戒命
[00:06:46.000 --> 00:06:48.000]  那麼又有這個民事
[00:06:48.000 --> 00:06:50.000]  就是社會性的律例
[00:06:50.000 --> 00:06:52.000]  社會性的律法
[00:06:52.000 --> 00:06:55.000]  有那麼幾章
[00:06:55.000 --> 00:06:57.000]  那後來呢又有禮儀
[00:06:57.000 --> 00:06:59.000]  他們怎麼敬拜神
[00:06:59.000 --> 00:07:01.000]  這個律法
[00:07:01.000 --> 00:07:03.000]  一直到四十章
[00:07:03.000 --> 00:07:05.000]  講到閨幕建成了
[00:07:05.000 --> 00:07:08.000]  神的榮光充滿了這個閨幕
[00:07:08.000 --> 00:07:11.000]  所以整個的出埃及記的一半
[00:07:11.000 --> 00:07:15.000]  都是講到這個西南山
[00:07:15.000 --> 00:07:18.000]  神給以聖人立的約
[00:07:18.000 --> 00:07:21.000]  這個立約是給他們律法
[00:07:21.000 --> 00:07:24.000]  不是叫他們按照律法來行
[00:07:24.000 --> 00:07:27.000]  那是給他們看到這個律法
[00:07:27.000 --> 00:07:29.000]  叫他們看到自己
[00:07:29.000 --> 00:07:31.000]  做不了
[00:07:31.000 --> 00:07:33.000]  行不到這個律法
[00:07:33.000 --> 00:07:35.000]  看到他們裏面的罪
[00:07:35.000 --> 00:07:39.000]  往往是使他們破壞了律法
[00:07:39.000 --> 00:07:41.000]  那另一方面呢
[00:07:41.000 --> 00:07:44.000]  不但看到自己的罪的可怕
[00:07:44.000 --> 00:07:46.000]  而且同時呢
[00:07:46.000 --> 00:07:48.000]  也看到神的恩典
[00:07:48.000 --> 00:07:50.000]  神的憐憫
[00:07:50.000 --> 00:07:53.000]  神的聖潔
[00:07:53.000 --> 00:07:57.000]  我們一般呢比較注重這個西南的約
[00:07:57.000 --> 00:07:59.000]  西南山頂的約
[00:07:59.000 --> 00:08:03.000]  我們會花很多時間來讀十條建命
[00:08:03.000 --> 00:08:06.000]  會花很多時間來讀閨幕
[00:08:06.000 --> 00:08:08.000]  來讀獻祭
[00:08:08.000 --> 00:08:13.000]  但是我們比較不太注重的就是巴勒斯坦的約
[00:08:13.000 --> 00:08:16.000]  因爲這個巴勒斯坦的約呢
[00:08:16.000 --> 00:08:20.000]  是要說你進到迦南地以後
[00:08:20.000 --> 00:08:22.000]  神給你這塊地方
[00:08:22.000 --> 00:08:28.000]  你怎麼能夠長期的在巴勒斯坦這個地方
[00:08:28.000 --> 00:08:30.000]  能夠存活
[00:08:30.000 --> 00:08:32.000]  能夠活下來
[00:08:32.000 --> 00:08:35.000]  而且活得很有幸福
[00:08:35.000 --> 00:08:37.000]  很有福氣
[00:08:37.000 --> 00:08:41.000]  這個是這個摩亞之約
[00:08:41.000 --> 00:08:44.000]  也就是巴勒斯坦的約所要講到的
[00:08:44.000 --> 00:08:47.000]  就是說你進了這個英許地
[00:08:47.000 --> 00:08:51.000]  你怎麼在英許地擁有這塊地
[00:08:51.000 --> 00:08:53.000]  能夠長期的活下來
[00:08:53.000 --> 00:08:57.000]  一直享受神給他們的福分
[00:08:57.000 --> 00:08:59.000]  所以這個巴勒斯坦的約呢
[00:08:59.000 --> 00:09:01.000]  跟西南山的約呢
[00:09:01.000 --> 00:09:03.000]  有相互有關係
[00:09:03.000 --> 00:09:09.000]  那麼就是西南山的約的更新再補充
[00:09:09.000 --> 00:09:11.000]  神就要他們
[00:09:11.000 --> 00:09:13.000]  你要愛神
[00:09:13.000 --> 00:09:16.000]  要盡心儘性的順服神
[00:09:16.000 --> 00:09:18.000]  你們要依靠神
[00:09:18.000 --> 00:09:21.000]  那麼這地是英許給你們的
[00:09:21.000 --> 00:09:22.000]  但是呢
[00:09:22.000 --> 00:09:25.000]  如果你們不好好愛神的話
[00:09:25.000 --> 00:09:27.000]  這個地可能失去
[00:09:27.000 --> 00:09:30.000]  可能你不會一直住在這個地上
[00:09:30.000 --> 00:09:35.000]  可能會被趕到世界各個地方去
[00:09:35.000 --> 00:09:39.000]  所以在生命紀29章到30章
[00:09:39.000 --> 00:09:45.000]  就是講到神在摩亞地
[00:09:45.000 --> 00:09:49.000]  跟以色列人立的巴勒斯坦的約
[00:09:49.000 --> 00:09:51.000]  就是講到裏面
[00:09:51.000 --> 00:09:53.000]  怎麼能夠在這個地上
[00:09:53.000 --> 00:09:57.000]  能夠生活的有福分
[00:09:57.000 --> 00:10:01.000]  能享受神所預備給他們的福氣
[00:10:01.000 --> 00:10:04.000]  如果你們不聽神的話的話
[00:10:04.000 --> 00:10:07.000]  那你們就會受到神的審判
[00:10:07.000 --> 00:10:10.000]  神就會責罰他
[00:10:10.000 --> 00:10:13.000]  我們今天要看到這個大衛的約
[00:10:13.000 --> 00:10:16.000]  也是沒有條件的
[00:10:16.000 --> 00:10:21.000]  雖然現在我們來到大衛的約
[00:10:21.000 --> 00:10:24.000]  離開西南的約
[00:10:24.000 --> 00:10:26.000]  跟巴勒斯坦的約
[00:10:26.000 --> 00:10:29.000]  差不多有四百年了
[00:10:29.000 --> 00:10:31.000]  四五百年的時間
[00:10:31.000 --> 00:10:34.000]  就是從進到迦南以後
[00:10:34.000 --> 00:10:37.000]  一直到大衛的時候
[00:10:37.000 --> 00:10:40.000]  差不多也有四百年了
[00:10:40.000 --> 00:10:45.000]  那麼神過去所警告的事情
[00:10:45.000 --> 00:10:48.000]  就是不斷的發生
[00:10:48.000 --> 00:10:51.000]  我們看到從大衛以後
[00:10:51.000 --> 00:10:54.000]  所羅門王
[00:10:54.000 --> 00:10:56.000]  所羅門王過去以後
[00:10:56.000 --> 00:10:59.000]  以色列國就分裂成兩個國了
[00:10:59.000 --> 00:11:01.000]  一個是北國
[00:11:01.000 --> 00:11:02.000]  還叫以色列國
[00:11:02.000 --> 00:11:03.000]  一個是南國
[00:11:03.000 --> 00:11:06.000]  就叫做猶大國了
[00:11:06.000 --> 00:11:11.000]  北國跟南國都有將近二十個王
[00:11:11.000 --> 00:11:15.000]  每個分裂以後都有將近二十個王
[00:11:15.000 --> 00:11:20.000]  但是你讀獵王記上下的話
[00:11:20.000 --> 00:11:24.000]  你都看見北國的將近二十個王
[00:11:24.000 --> 00:11:26.000]  全部都是壞的
[00:11:26.000 --> 00:11:28.000]  怎麼叫壞呢
[00:11:28.000 --> 00:11:30.000]  就是都記載說
[00:11:30.000 --> 00:11:35.000]  他們行耶和華眼中看未阿的事
[00:11:35.000 --> 00:11:39.000]  他們所做的不是神喜歡的
[00:11:39.000 --> 00:11:42.000]  這就是好王跟壞王的分別
[00:11:42.000 --> 00:11:44.000]  不是講他們的能力
[00:11:44.000 --> 00:11:45.000]  講他們的成就
[00:11:45.000 --> 00:11:48.000]  而是講你到底做的
[00:11:48.000 --> 00:11:51.000]  是不是神所喜悅的
[00:11:51.000 --> 00:11:52.000]  神看爲好的
[00:11:52.000 --> 00:11:55.000]  或者是神看爲不好的
[00:11:55.000 --> 00:11:58.000]  所以以色列北國這個王的話
[00:11:58.000 --> 00:12:04.000]  沒有一個是行耶和華眼中看爲正的事情
[00:12:04.000 --> 00:12:06.000]  南國就稍微好一些
[00:12:06.000 --> 00:12:09.000]  南國也有將近二十個王
[00:12:09.000 --> 00:12:11.000]  南國叫做猶大國
[00:12:11.000 --> 00:12:15.000]  因爲是猶大資派是主要的
[00:12:15.000 --> 00:12:18.000]  將近二十個王裏頭
[00:12:18.000 --> 00:12:20.000]  聖經記載
[00:12:20.000 --> 00:12:23.000]  就有八個王是神所稱讚的
[00:12:23.000 --> 00:12:29.000]  他們行耶和華眼中看爲正的事情
[00:12:29.000 --> 00:12:31.000]  雖然他們的能力
[00:12:31.000 --> 00:12:35.000]  雖然他們的做的工作的成功的程度
[00:12:35.000 --> 00:12:38.000]  都不是很偉大
[00:12:38.000 --> 00:12:44.000]  可是神覺得他們是行耶和華眼中看爲正的事情
[00:12:44.000 --> 00:12:47.000]  那麼其他的十一個王
[00:12:47.000 --> 00:12:50.000]  也都是背叛了神
[00:12:50.000 --> 00:12:53.000]  行耶和華眼中看爲阿的事情
[00:12:53.000 --> 00:13:00.000]  所以你看到在摩亞巴勒斯坦約以後
[00:13:00.000 --> 00:13:02.000]  神所警告的事情
[00:13:02.000 --> 00:13:07.000]  是在這幾百年不斷的發生
[00:13:07.000 --> 00:13:11.000]  以色列人多次的背叛神
[00:13:11.000 --> 00:13:16.000]  但是根據大魏的約
[00:13:16.000 --> 00:13:19.000]  神沒有背棄以色列人
[00:13:19.000 --> 00:13:22.000]  沒有把他們丟在一邊
[00:13:22.000 --> 00:13:24.000]  而且神要定規
[00:13:24.000 --> 00:13:29.000]  神的國最終會在地上建立起來
[00:13:29.000 --> 00:13:31.000]  神應許大魏說
[00:13:31.000 --> 00:13:36.000]  你的國位必存到永遠
[00:13:36.000 --> 00:13:40.000]  這個應驗是最後應驗在耶穌基督
[00:13:40.000 --> 00:13:44.000]  耶穌基督是天國的王
[00:13:44.000 --> 00:13:48.000]  他是永遠的王
[00:13:48.000 --> 00:13:52.000]  這是說到大魏的國的前提
[00:13:52.000 --> 00:13:55.000]  那麼要問了
[00:13:55.000 --> 00:13:59.000]  大魏的約包括什麼內容
[00:13:59.000 --> 00:14:02.000]  我們從伊甸園的約
[00:14:02.000 --> 00:14:05.000]  我們知道是包括什麼內容
[00:14:05.000 --> 00:14:08.000]  然後各個約我們大概都說了一下
[00:14:08.000 --> 00:14:09.000]  是什麼內容
[00:14:09.000 --> 00:14:11.000]  那現在要先看一看
[00:14:11.000 --> 00:14:12.000]  大魏的約
[00:14:12.000 --> 00:14:14.000]  他所應許的
[00:14:14.000 --> 00:14:16.000]  神所應許的是什麼
[00:14:16.000 --> 00:14:19.000]  那麼從舊約聖經
[00:14:19.000 --> 00:14:23.000]  撒瑪爾西亞第七章
[00:14:23.000 --> 00:14:27.000]  歷代至上第十七章
[00:14:27.000 --> 00:14:31.000]  還有一直到新約
[00:14:31.000 --> 00:14:33.000]  好多的經卷
[00:14:33.000 --> 00:14:38.000]  都是提到了大魏的約
[00:14:38.000 --> 00:14:43.000]  那麼剛纔讀的撒瑪爾西亞第七章
[00:14:43.000 --> 00:14:45.000]  是最基本的
[00:14:45.000 --> 00:14:48.000]  就是大魏的約裏頭最基本的
[00:14:48.000 --> 00:14:49.000]  最基本的意思
[00:14:49.000 --> 00:14:52.000]  就是他包括全面
[00:14:52.000 --> 00:14:54.000]  比如像亞伯蘭的約
[00:14:54.000 --> 00:14:56.000]  最基本在什麼地方呢
[00:14:56.000 --> 00:14:59.000]  是在創世紀十二章
[00:14:59.000 --> 00:15:02.000]  哪個地方的約都有一個最基本的
[00:15:02.000 --> 00:15:04.000]  但是在聖經裏頭
[00:15:04.000 --> 00:15:07.000]  並不是說只有一個地方提到大魏的約
[00:15:07.000 --> 00:15:09.000]  就是有好多地方提到
[00:15:09.000 --> 00:15:10.000]  但是呢
[00:15:10.000 --> 00:15:15.000]  就撒瑪爾西亞第七章是個最基本的
[00:15:15.000 --> 00:15:22.000]  那麼這個呢就是說什麼呢
[00:15:22.000 --> 00:15:27.000]  就是應許給大魏一個後裔
[00:15:27.000 --> 00:15:32.000]  剛纔我們讀到第七章的十二節
[00:15:32.000 --> 00:15:38.000]  第七章的十二節就是什麼應許
[00:15:38.000 --> 00:15:40.000]  一直到第十六節
[00:15:40.000 --> 00:15:45.000]  都是這個大魏之約這個內容
[00:15:45.000 --> 00:15:47.000]  第一個神所應許給他的
[00:15:47.000 --> 00:15:50.000]  是一個後裔
[00:15:50.000 --> 00:15:53.000]  他說我必使你的後裔
[00:15:53.000 --> 00:15:56.000]  接替你的位
[00:15:56.000 --> 00:15:57.000]  這就指的
[00:15:57.000 --> 00:16:00.000]  接替他的大魏的王位的
[00:16:00.000 --> 00:16:02.000]  是他的後裔
[00:16:02.000 --> 00:16:04.000]  就是所羅門了
[00:16:04.000 --> 00:16:06.000]  那麼並且將來
[00:16:06.000 --> 00:16:10.000]  一直他的一直這個子孫呢
[00:16:10.000 --> 00:16:13.000]  要做這個他的後裔呢
[00:16:13.000 --> 00:16:15.000]  治理神的國的呢
[00:16:15.000 --> 00:16:18.000]  一定是大魏的子孫
[00:16:18.000 --> 00:16:20.000]  那麼這個也是後來應驗了
[00:16:20.000 --> 00:16:22.000]  就是主耶穌
[00:16:22.000 --> 00:16:26.000]  主耶穌是猶大的支派
[00:16:26.000 --> 00:16:30.000]  猶大支派是大魏的後裔
[00:16:30.000 --> 00:16:35.000]  所以他是神的國的永遠的王
[00:16:35.000 --> 00:16:40.000]  猶大國自從這個大魏過世以後
[00:16:40.000 --> 00:16:42.000]  他一直有二十個王
[00:16:42.000 --> 00:16:46.000]  這二十個王都是大魏的後裔
[00:16:46.000 --> 00:16:48.000]  他傳給他的兒子
[00:16:48.000 --> 00:16:50.000]  兒子給他孫子
[00:16:50.000 --> 00:16:52.000]  那麼再孫子一直傳下去
[00:16:52.000 --> 00:16:55.000]  一直當他這個二十個王
[00:16:55.000 --> 00:16:57.000]  都是大魏的後裔
[00:16:57.000 --> 00:17:02.000]  等到一直到猶大國滅亡
[00:17:02.000 --> 00:17:05.000]  再沒有人做王了
[00:17:05.000 --> 00:17:10.000]  但是這個約呢是永遠的約
[00:17:10.000 --> 00:17:15.000]  隨到這個猶大國亡了以後
[00:17:15.000 --> 00:17:18.000]  差不多過了四百年
[00:17:18.000 --> 00:17:22.000]  主耶穌基督降生了
[00:17:22.000 --> 00:17:24.000]  主耶穌基督降生了
[00:17:24.000 --> 00:17:30.000]  他就是神所應許的天國的王
[00:17:30.000 --> 00:17:36.000]  所以這個後裔就指的耶穌基督
[00:17:36.000 --> 00:17:41.000]  因爲到猶大國亡了以後
[00:17:41.000 --> 00:17:43.000]  那好像就沒有王了
[00:17:43.000 --> 00:17:46.000]  猶大國以色列就再沒有王了
[00:17:46.000 --> 00:17:51.000]  但是一直要到主耶穌降生的時候
[00:17:51.000 --> 00:17:56.000]  就說這個就是永遠的王
[00:17:56.000 --> 00:18:08.000]  第二個音訊呢就是
[00:18:08.000 --> 00:18:10.000]  我們先來看一看
[00:18:10.000 --> 00:18:12.000]  大魏的音訊裏頭呢
[00:18:12.000 --> 00:18:14.000]  有兩個比較
[00:18:14.000 --> 00:18:17.000]  一個就是巴勒斯坦的約
[00:18:17.000 --> 00:18:24.000]  巴勒斯坦的約跟這個
[00:18:24.000 --> 00:18:27.000]  大魏的約有什麼不同
[00:18:27.000 --> 00:18:29.000]  巴勒斯坦的約呢
[00:18:29.000 --> 00:18:31.000]  重點呢就是地
[00:18:31.000 --> 00:18:33.000]  就講到給他們地
[00:18:33.000 --> 00:18:36.000]  你怎麼在地上能夠生存
[00:18:36.000 --> 00:18:39.000]  怎麼在地上能夠享受
[00:18:39.000 --> 00:18:41.000]  神所預備的福氣
[00:18:41.000 --> 00:18:43.000]  按照大魏的約呢
[00:18:43.000 --> 00:18:47.000]  重點是在國
[00:18:47.000 --> 00:18:52.000]  這個是有一個區別
[00:18:52.000 --> 00:18:55.000]  大魏的約是怎麼樣的
[00:18:55.000 --> 00:18:57.000]  神怎麼會應許他呢
[00:18:57.000 --> 00:18:59.000]  剛纔我們讀到的
[00:18:59.000 --> 00:19:01.000]  大魏做了王以後啊
[00:19:01.000 --> 00:19:05.000]  他國家都很平安
[00:19:05.000 --> 00:19:09.000]  他打敗了很多的仇敵
[00:19:09.000 --> 00:19:12.000]  所以他的國家就很安定了
[00:19:12.000 --> 00:19:16.000]  那麼他在王宮裏頭就想到了
[00:19:16.000 --> 00:19:18.000]  第七章開始就想到了
[00:19:18.000 --> 00:19:20.000]  他自己現在很安定
[00:19:20.000 --> 00:19:22.000]  很享福
[00:19:22.000 --> 00:19:25.000]  他住在一個鄉撥木的王宮裏頭
[00:19:25.000 --> 00:19:28.000]  可是那個時候的神的約會呢
[00:19:28.000 --> 00:19:30.000]  還在帳幕裏頭
[00:19:30.000 --> 00:19:33.000]  還沒有固定的一個好的房子
[00:19:33.000 --> 00:19:35.000]  那神所住的地方
[00:19:35.000 --> 00:19:38.000]  比大魏住的房子還要差
[00:19:38.000 --> 00:19:40.000]  所以大魏就覺得
[00:19:40.000 --> 00:19:44.000]  我應該爲神建造一個神殿
[00:19:44.000 --> 00:19:48.000]  那麼在這個裏面就第七章看到
[00:19:48.000 --> 00:19:52.000]  神不要他爲他建造神殿
[00:19:52.000 --> 00:19:55.000]  神呢反倒就說呢
[00:19:55.000 --> 00:19:59.000]  要爲他呢建立他的家
[00:19:59.000 --> 00:20:02.000]  神要建立他的家
[00:20:02.000 --> 00:20:08.000]  要這個就是說蓋神殿的事情呢
[00:20:08.000 --> 00:20:12.000]  就留給你的兒子所羅蒙在那蓋
[00:20:12.000 --> 00:20:14.000]  因爲後來呢
[00:20:14.000 --> 00:20:18.000]  聖殿是所羅蒙所建造的
[00:20:18.000 --> 00:20:23.000]  那麼神呢就在這個第七章呢
[00:20:23.000 --> 00:20:25.000]  十二節到十六節
[00:20:25.000 --> 00:20:30.000]  就跟大魏有立約的話
[00:20:30.000 --> 00:20:34.000]  這就是大魏的約
[00:20:34.000 --> 00:20:41.000]  所以這個大魏就順服神的意思
[00:20:41.000 --> 00:20:45.000]  他不堅持一定要爲這個神建造神殿
[00:20:45.000 --> 00:20:48.000]  他就知道神有他的安排
[00:20:48.000 --> 00:20:51.000]  所以他接受神的安排
[00:20:51.000 --> 00:20:56.000]  他就心裏頭一直想到神的國
[00:20:56.000 --> 00:21:01.000]  所以等到一直到他年紀很老
[00:21:01.000 --> 00:21:03.000]  要離開世界以前呢
[00:21:03.000 --> 00:21:07.000]  他最末了還是想到這個事情
[00:21:07.000 --> 00:21:11.000]  他說神呢跟我立了永遠的約
[00:21:11.000 --> 00:21:15.000]  他說這個約是都很堅固的
[00:21:15.000 --> 00:21:19.000]  是關於我的一切的救恩
[00:21:19.000 --> 00:21:21.000]  也是我所向往的
[00:21:21.000 --> 00:21:25.000]  所以大魏等到離開世界以前
[00:21:25.000 --> 00:21:28.000]  還一直想到神所允許給他
[00:21:28.000 --> 00:21:33.000]  這個一個永遠的國
[00:21:33.000 --> 00:21:36.000]  那麼大魏的約的允許呢
[00:21:36.000 --> 00:21:38.000]  就給他一個後裔
[00:21:38.000 --> 00:21:40.000]  剛纔我們說給他後裔
[00:21:40.000 --> 00:21:45.000]  我必使你的後裔 皆須你的位
[00:21:45.000 --> 00:21:49.000]  那麼知道最後這個後裔呢
[00:21:49.000 --> 00:21:52.000]  是指的耶穌基督
[00:21:52.000 --> 00:21:58.000]  這是大魏的約裏頭一個重要的內容
[00:21:58.000 --> 00:22:02.000]  是一個後裔
[00:22:02.000 --> 00:22:06.000]  第二個呢允許王位
[00:22:06.000 --> 00:22:09.000]  在第七章的十三節說
[00:22:09.000 --> 00:22:13.000]  他必爲我的名建造聖殿
[00:22:13.000 --> 00:22:15.000]  這是他就指的所羅門
[00:22:15.000 --> 00:22:20.000]  所羅門就爲了神建造這個聖殿
