
[00:00:00.000 --> 00:00:02.320]  背景 作者摩西
[00:02:11.680 --> 00:02:13.200]  不是很多人點頭的
[00:02:13.200 --> 00:02:14.720]  什麼叫「角仔」呢?
[00:02:14.720 --> 00:02:17.440]  我爸爸做洋服的
[00:02:17.440 --> 00:02:21.320]  「角仔」就是在我爸爸的店舖最後面的地方
[00:02:21.320 --> 00:02:24.120]  要樓梯爬上去是沒有窗的
[00:02:24.120 --> 00:02:25.640]  我經常去到爸爸的店舖
[00:02:25.640 --> 00:02:27.960]  我喜歡去角仔那裡自己玩自己的東西
[00:02:27.960 --> 00:02:29.080]  沒有人理會我
[00:02:29.080 --> 00:02:30.920]  那裡很安全
[00:02:30.920 --> 00:02:32.280]  我們和上帝的關係就是
[00:02:32.280 --> 00:02:33.720]  我們和上帝有一個角仔
[00:02:33.720 --> 00:02:34.600]  心靈的角仔
[00:02:34.600 --> 00:02:36.560]  我們和祂聊天
[00:02:36.560 --> 00:02:38.080]  挺好的
[00:02:38.080 --> 00:02:39.560]  但我又在想
[00:02:39.560 --> 00:02:41.320]  住在隱密處
[00:02:41.320 --> 00:02:43.960]  到底我們住在上帝那裡
[00:02:43.960 --> 00:02:47.800]  還是上帝在我們那裡呢?
[00:02:47.800 --> 00:02:49.560]  這張照片
[00:02:49.560 --> 00:02:53.720]  那些牌子叫「基督是我家之主」
[00:02:53.720 --> 00:02:55.240]  有誰曾經擁有
[00:02:55.240 --> 00:02:56.200]  現在擁有
[00:02:56.200 --> 00:02:57.800]  請你都舉手
[00:02:57.800 --> 00:02:58.320]  不少的
[00:02:58.320 --> 00:03:01.040]  堂堂都不少的
[00:03:01.040 --> 00:03:02.120]  我們當然要放個牌子在那裡
[00:03:02.120 --> 00:03:03.760]  「基督是我家之主」
[00:03:03.760 --> 00:03:05.920]  但我們是不是真的當祂在那裡呢?
[00:03:05.920 --> 00:03:10.000]  還是放祂在那裡是兩回事呢?
[00:03:10.000 --> 00:03:11.760]  什麼叫「放祂在那裡」呢?
[00:03:11.760 --> 00:03:15.920]  最近在網上有一部片挺好看的
[00:03:15.920 --> 00:03:18.640]  主角叫「宏輝尊」
[00:03:18.640 --> 00:03:21.640]  他是一個公司的高層
[00:03:21.640 --> 00:03:24.520]  說他回到公司他就給老闆坐
[00:03:24.520 --> 00:03:25.400]  給客戶坐
[00:03:25.400 --> 00:03:27.920]  他就做人肉梳化
[00:03:27.920 --> 00:03:29.320]  誰知道回到家裡
[00:03:29.320 --> 00:03:30.040]  他是主角
[00:03:30.040 --> 00:03:31.600]  他是一個人
[00:03:31.600 --> 00:03:33.320]  那些家具變成誰了?
[00:03:33.320 --> 00:03:35.080]  是他的爸爸
[00:03:35.080 --> 00:03:37.640]  媽媽和弟弟
[00:03:37.640 --> 00:03:39.200]  他媽媽就是家裡的燈
[00:03:39.200 --> 00:03:39.640]  一回到家裡
[00:03:39.640 --> 00:03:41.160]  媽媽就開燈
[00:03:41.160 --> 00:03:42.320]  媽媽有東西吃
[00:03:42.320 --> 00:03:43.720]  爸爸更慘
[00:03:43.720 --> 00:03:45.120]  只是畫裡面的頭
[00:03:45.120 --> 00:03:47.800]  他幾乎都看不到他
[00:03:47.800 --> 00:03:49.240]  弟弟呢
[00:03:49.240 --> 00:03:50.720]  就是唱機
[00:03:50.720 --> 00:03:52.960]  播音樂
[00:03:52.960 --> 00:03:56.320]  我們有沒有時候會
[00:03:56.320 --> 00:03:58.320]  放神在那裡
[00:03:58.320 --> 00:04:01.760]  而不是住在那裡呢?
[00:04:01.760 --> 00:04:02.480]  放神在那裡
[00:04:02.480 --> 00:04:04.320]  有時候當祂在那裡
[00:04:04.320 --> 00:04:06.720]  有時候當祂不在那裡
[00:04:06.720 --> 00:04:07.960]  那我又問問你
[00:04:07.960 --> 00:04:10.800]  你又老老實實回答我
[00:04:10.800 --> 00:04:12.320]  你們都祈禱的吧?
[00:04:12.320 --> 00:04:14.840]  都祈禱的吧?
[00:04:14.840 --> 00:04:18.040]  有誰轉工會祈禱的?舉手
[00:04:18.040 --> 00:04:19.320]  轉工
[00:04:19.320 --> 00:04:21.200]  搬屋會祈禱找地方住
[00:04:21.200 --> 00:04:21.800]  祈禱的舉手
[00:04:21.800 --> 00:04:23.560]  都舉手
[00:04:23.560 --> 00:04:27.360]  為子女的婚姻祈禱的舉手
[00:04:27.360 --> 00:04:27.840]  要祈啊
[00:04:27.840 --> 00:04:34.720]  我一天要祈三次
[00:04:34.720 --> 00:04:36.080]  那我又再問
[00:04:36.080 --> 00:04:39.480]  有沒有誰口乾會祈禱的?
[00:04:39.480 --> 00:04:40.560]  口乾
[00:04:40.560 --> 00:04:43.320]  就是口渴
[00:04:43.320 --> 00:04:46.520]  金牆舞
[00:04:46.520 --> 00:04:48.960]  為什麼我會這樣問呢?
[00:04:48.960 --> 00:04:50.760]  大家看看這個故事
[00:04:50.760 --> 00:04:55.680]  上個星期TWA就看參宣
[00:04:55.680 --> 00:04:58.000]  我一直求問
[00:04:58.000 --> 00:05:00.120]  什麼叫住在隱密處
[00:05:00.120 --> 00:05:03.280]  什麼叫我要進到你那裡呢?
[00:05:03.280 --> 00:05:06.040]  參宣大家認識的大力士
[00:05:06.040 --> 00:05:08.040]  他剛剛用了腦腮骨
[00:05:08.040 --> 00:05:10.120]  殺了一千個菲律斯人
[00:05:10.120 --> 00:05:11.440]  很厲害的
[00:05:11.440 --> 00:05:13.240]  然後這裡說他覺得口乾
[00:05:13.240 --> 00:05:14.800]  他就怎樣呢?
[00:05:14.800 --> 00:05:16.200]  祈禱
[00:05:16.200 --> 00:05:18.120]  求高野和
[00:05:18.120 --> 00:05:19.320]  接著十九節是怎樣?
[00:05:19.320 --> 00:05:22.400]  神就使離棄的蛙柱裂開
[00:05:22.400 --> 00:05:26.040]  有水從其中湧出來
[00:05:26.040 --> 00:05:28.400]  口乾祈禱
[00:05:28.400 --> 00:05:29.160]  大家不要忘記
[00:05:29.160 --> 00:05:33.160]  這是參宣和上帝的靈大大感動他
[00:05:33.160 --> 00:05:36.960]  他和上帝很親密的時候
[00:05:36.960 --> 00:05:37.840]  又他祈禱上帝
[00:05:37.840 --> 00:05:38.520]  你給我水喝
[00:05:38.520 --> 00:05:40.480]  然後水就湧出來
[00:05:40.480 --> 00:05:42.800]  你信不信?
[00:05:42.800 --> 00:05:43.480]  我問何牧師
[00:05:43.480 --> 00:05:45.840]  何牧師說我信
[00:05:45.840 --> 00:05:46.880]  信不信?
[00:05:46.880 --> 00:05:49.120]  上帝可以這樣做
[00:05:49.120 --> 00:05:50.440]  可能你會想
[00:05:50.440 --> 00:05:52.640]  是不是真的?
[00:05:52.640 --> 00:05:54.000]  我想起來
[00:05:54.000 --> 00:05:55.560]  我最初
[00:05:55.560 --> 00:05:57.600]  自己開始這個機構的時候
[00:05:57.600 --> 00:06:01.120]  我之前的機構比較大
[00:06:01.120 --> 00:06:02.880]  我要一本計劃書
[00:06:02.880 --> 00:06:04.440]  大家知道行事曆
[00:06:04.440 --> 00:06:05.600]  有六本給我選
[00:06:05.600 --> 00:06:07.320]  任你選喜歡哪一本
[00:06:07.320 --> 00:06:08.680]  到出來
[00:06:08.680 --> 00:06:10.000]  當然沒有計劃書
[00:06:10.000 --> 00:06:11.240]  有一天我就這樣祈禱
[00:06:11.240 --> 00:06:12.240]  耶穌啊
[00:06:12.240 --> 00:06:13.840]  我想要一本計劃書啊
[00:06:13.840 --> 00:06:16.160]  耶穌
[00:06:16.160 --> 00:06:17.640]  那天晚上
[00:06:17.640 --> 00:06:19.520]  何牧師放了一本計劃書在我的桌上
[00:06:19.520 --> 00:06:20.560]  我說你知道我祈禱嗎?
[00:06:20.560 --> 00:06:21.600]  他說不是
[00:06:21.600 --> 00:06:24.320]  是教會有個弟兄將計劃書交給他
[00:06:24.320 --> 00:06:25.360]  因為覺得師母要
[00:06:25.360 --> 00:06:26.720]  叫他給師母
[00:06:26.720 --> 00:06:30.400]  大家明白嗎?
[00:06:30.400 --> 00:06:31.600]  我可以出去買
[00:06:31.600 --> 00:06:34.240]  我當然可以出去買計劃書
[00:06:34.240 --> 00:06:34.840]  我有錢
[00:06:34.840 --> 00:06:35.840]  我不是沒有錢
[00:06:35.840 --> 00:06:37.240]  計劃書也買不到
[00:06:37.240 --> 00:06:38.840]  但當你向上帝求
[00:06:38.840 --> 00:06:40.920]  而有一本計劃書在這裡的時候
[00:06:40.920 --> 00:06:42.560]  我心裏就感恩上帝
[00:06:42.560 --> 00:06:47.480]  你連這些需要你都會眷顧
[00:06:47.480 --> 00:06:48.760]  這位詩人說
[00:06:48.760 --> 00:06:49.960]  我的避難所
[00:06:49.960 --> 00:06:50.800]  我的山寨
[00:06:50.800 --> 00:06:51.400]  我的神
[00:06:51.400 --> 00:06:52.600]  我所倚靠的
[00:06:52.600 --> 00:06:53.880]  這些事我們不要忘記
[00:06:53.880 --> 00:06:55.800]  我們是一個個人的信仰
[00:06:55.800 --> 00:06:58.280]  上帝你是我的避難所
[00:06:58.280 --> 00:07:00.440]  但更加重要的是第三節
[00:07:00.440 --> 00:07:02.600]  他必救你
[00:07:02.600 --> 00:07:04.280]  詩人說這是我的上帝
[00:07:04.280 --> 00:07:06.520]  同樣也是你的上帝
[00:07:06.520 --> 00:07:08.080]  即是說上帝給我計劃
[00:07:08.080 --> 00:07:11.480]  他可能也會給你計劃
[00:07:11.480 --> 00:07:15.960]  信不信呢?
[00:07:15.960 --> 00:07:17.320]  大概一個月前
[00:07:17.320 --> 00:07:21.000]  同學牧師去澳門服侍
[00:07:21.000 --> 00:07:24.280]  那天說了兩場
[00:07:24.280 --> 00:07:25.040]  大家都知道
[00:07:25.040 --> 00:07:27.840]  一去到就去到盡
[00:07:27.840 --> 00:07:29.160]  到晚上打算休息一下
[00:07:29.160 --> 00:07:30.200]  吃一餐飯
[00:07:30.200 --> 00:07:31.920]  誰知言開兩遺
[00:07:31.920 --> 00:07:33.800]  我同學牧師一人一遺
[00:07:33.800 --> 00:07:35.720]  繼續問問題
[00:07:35.720 --> 00:07:38.240]  問什麼呢?
[00:07:38.240 --> 00:07:39.920]  你們怎樣做全福音的?
[00:07:39.920 --> 00:07:41.320]  香港很多人聽福音
[00:07:41.320 --> 00:07:42.320]  怎樣聽?
[00:07:42.320 --> 00:07:43.560]  怎樣信耶穌?
[00:07:43.560 --> 00:07:44.640]  很多見證
[00:07:44.640 --> 00:07:46.800]  不斷數出來
[00:07:46.800 --> 00:07:49.800]  他跟我說這裡是澳門
[00:07:49.800 --> 00:07:51.480]  這裡人的心很硬
[00:07:51.480 --> 00:07:54.880]  不會有人對福音有興趣
[00:07:54.880 --> 00:07:55.600]  我沒話說
[00:07:55.600 --> 00:07:58.400]  也不知道怎樣回答他
[00:07:58.400 --> 00:08:01.480]  十點半說完了
[00:08:01.480 --> 00:08:04.280]  我叫教會的傳導人
[00:08:04.280 --> 00:08:05.320]  我要去洗手間
[00:08:05.320 --> 00:08:06.360]  你陪我去
[00:08:06.360 --> 00:08:07.480]  你知道女人會這樣
[00:08:07.480 --> 00:08:08.560]  去洗手間
[00:08:08.560 --> 00:08:10.800]  去完出來洗手
[00:08:10.800 --> 00:08:14.480]  突然有個女人走過來說
[00:08:14.480 --> 00:08:16.120]  你是基督徒嗎?
[00:08:16.120 --> 00:08:17.520]  我是
[00:08:17.520 --> 00:08:19.400]  你怎麼知道?
[00:08:19.400 --> 00:08:21.080]  你們剛才在講的話
[00:08:21.080 --> 00:08:24.640]  我都在偷聽了
[00:08:24.640 --> 00:08:27.720]  你為什麼會對基督教有興趣?
[00:08:27.720 --> 00:08:30.280]  因為我婆婆是基督徒
[00:08:30.280 --> 00:08:33.200]  我一直在找教會
[00:08:33.200 --> 00:08:35.640]  我找了七年
[00:08:35.640 --> 00:08:38.880]  你的教會就在你對面
[00:08:38.880 --> 00:08:41.680]  然後奇妙吧
[00:08:41.680 --> 00:08:43.600]  我跟她一起在洗手間出來
[00:08:43.600 --> 00:08:45.280]  然後你知道我這個人
[00:08:45.280 --> 00:08:47.920]  機不可失
[00:08:47.920 --> 00:08:49.360]  馬上走過去
[00:08:49.360 --> 00:08:53.000]  抱著這位洗碗的姐姐
[00:08:53.000 --> 00:08:53.880]  你要信耶穌
[00:08:53.880 --> 00:08:57.800]  我幫你做一個絕緻禱告好不好
[00:08:57.800 --> 00:08:58.720]  她說不行
[00:08:58.720 --> 00:09:01.160]  我的經理在那邊看著我們
[00:09:01.160 --> 00:09:03.160]  我要洗碗
[00:09:03.160 --> 00:09:04.280]  我說沒問題
[00:09:04.280 --> 00:09:07.880]  明天教會十一點鐘重拜
[00:09:07.880 --> 00:09:12.520]  你來
[00:09:12.520 --> 00:09:14.160]  有沒有來?
[00:09:14.160 --> 00:09:15.600]  有
[00:09:15.600 --> 00:09:19.760]  她穿得很美
[00:09:19.760 --> 00:09:22.960]  黑白色的套裝
[00:09:22.960 --> 00:09:24.200]  坐在教會裡面
[00:09:24.200 --> 00:09:25.960]  整個教會
[00:09:25.960 --> 00:09:29.560]  跟我聊天的弟兄姊妹都看到
[00:09:29.560 --> 00:09:30.200]  然後他們說
[00:09:30.200 --> 00:09:33.000]  師母你其實認識她嗎?
[00:09:33.000 --> 00:09:33.880]  我說我不認識她
[00:09:33.880 --> 00:09:37.520]  不過耶穌認識她
[00:09:37.520 --> 00:09:39.880]  我的上帝
[00:09:39.880 --> 00:09:41.760]  你的上帝
[00:09:41.760 --> 00:09:43.840]  我的避難所
[00:09:43.840 --> 00:09:48.600]  你的避難所
[00:09:48.600 --> 00:09:49.720]  第二
[00:09:49.720 --> 00:09:51.440]  對招主明
[00:09:51.440 --> 00:09:55.480]  禱告有方
[00:09:55.480 --> 00:09:57.200]  在Rome再一次被提醒
[00:09:57.200 --> 00:10:00.920]  原來祈禱要有策略
[00:10:00.920 --> 00:10:02.320]  策略是什麼呢?
[00:10:02.320 --> 00:10:04.360]  是要有焦點的
[00:10:04.360 --> 00:10:05.160]  說起祈禱
[00:10:05.160 --> 00:10:06.480]  我又說一下
[00:10:06.480 --> 00:10:08.160]  我們怎樣看祈禱呢?
[00:10:08.160 --> 00:10:09.440]  我經常被人叫
[00:10:09.440 --> 00:10:11.040]  師母你幫我祈禱
[00:10:11.040 --> 00:10:11.880]  我說為什麼?
[00:10:11.880 --> 00:10:12.560]  你靚一點
[00:10:12.560 --> 00:10:15.120]  我從來沒說過我靚
[00:10:15.120 --> 00:10:18.800]  那祈禱是不是要靚不靚呢?
[00:10:18.800 --> 00:10:20.400]  有一種祈禱叫做
[00:10:20.400 --> 00:10:21.720]  有事終無厭
[00:10:21.720 --> 00:10:23.320]  你明白我說什麼嗎?
[00:10:23.320 --> 00:10:24.840]  我們經常接觸這些人
[00:10:24.840 --> 00:10:25.720]  一有事走過來
[00:10:25.720 --> 00:10:26.400]  祈禱
[00:10:26.400 --> 00:10:27.040]  回教會
[00:10:27.040 --> 00:10:27.640]  回完一輪
[00:10:27.640 --> 00:10:28.320]  接著沒事了
[00:10:28.320 --> 00:10:29.040]  拜拜
[00:10:29.040 --> 00:10:31.000]  就不見了
[00:10:31.000 --> 00:10:32.880]  還有第二種叫做
[00:10:32.880 --> 00:10:33.800]  祈一下禱
[00:10:33.800 --> 00:10:34.960]  你有沒有聽過?
[00:10:34.960 --> 00:10:35.840]  我經常聽人說
[00:10:35.840 --> 00:10:38.280]  我們也要祈一下禱
[00:10:38.280 --> 00:10:39.120]  祈一下禱
[00:10:39.120 --> 00:10:39.800]  又做一下事
[00:10:39.800 --> 00:10:40.520]  又祈一下禱
[00:10:40.520 --> 00:10:42.080]  做一下事
[00:10:42.080 --> 00:10:43.760]  第三種祈禱
[00:10:43.760 --> 00:10:44.240]  主啊
[00:10:44.240 --> 00:10:44.880]  祢要這樣
[00:10:44.880 --> 00:10:45.800]  祢一定要這樣
[00:10:45.800 --> 00:10:46.280]  祢要
[00:10:46.280 --> 00:10:47.040]  啊 醫治啊
[00:10:47.040 --> 00:10:47.320]  主啊
[00:10:47.320 --> 00:10:47.800]  祢要這樣
[00:10:47.800 --> 00:10:48.120]  這樣
[00:10:48.120 --> 00:10:48.840]  祢要改變啊
[00:10:48.840 --> 00:10:49.040]  這樣
[00:10:49.040 --> 00:10:51.720]  啊 捏著上帝
[00:10:51.720 --> 00:10:54.240]  到底祈禱是什麼呢?
[00:10:54.240 --> 00:10:55.080]  你有沒有問過自己
[00:10:55.080 --> 00:10:57.320]  What is prayer?
[00:10:57.320 --> 00:10:58.880]  那我當然很幸福
[00:10:58.880 --> 00:10:59.960]  我有一個
[00:10:59.960 --> 00:11:01.680]  搭得很好的
[00:11:01.680 --> 00:11:04.360]  人在我家
[00:11:04.360 --> 00:11:06.120]  有一天他回來我就問他
[00:11:06.120 --> 00:11:07.200]  牧師啊
[00:11:07.200 --> 00:11:09.240]  什麼叫做祈禱啊?
[00:11:09.240 --> 00:11:10.200]  他答了三個字
[00:11:10.200 --> 00:11:11.280]  很有智慧
[00:11:11.280 --> 00:11:13.520]  認識神
[00:11:13.520 --> 00:11:18.200]  Prayer is to know God
[00:11:18.200 --> 00:11:19.880]  有一個牧師說得很好
[00:11:19.880 --> 00:11:21.080]  他說太多時候
[00:11:21.080 --> 00:11:23.800]  我們concentrate on the gifts
[00:11:23.800 --> 00:11:25.040]  rather than the giver
[00:11:25.040 --> 00:11:25.920]  你明白嗎?
[00:11:25.920 --> 00:11:27.000]  我們祈禱上帝
[00:11:27.000 --> 00:11:27.440]  你給我
[00:11:27.440 --> 00:11:28.040]  你給我吧
[00:11:28.040 --> 00:11:29.440]  我們就看他給我什麼
[00:11:29.440 --> 00:11:33.840]  但是我們對上帝一無所知
[00:11:33.840 --> 00:11:35.080]  大家都祈禱過了
[00:11:35.080 --> 00:11:35.320]  是不是?
[00:11:35.320 --> 00:11:36.680]  都叫做祈禱了
[00:11:36.680 --> 00:11:38.800]  到最後
[00:11:38.800 --> 00:11:41.040]  祈禱最後說的那句話是什麼?
[00:11:41.040 --> 00:11:42.320]  奉什麼?
[00:11:42.320 --> 00:11:44.200]  耶穌基督的什麼?
[00:11:44.200 --> 00:11:44.800]  名義
[00:11:44.800 --> 00:11:46.400]  哦 是啊
[00:11:46.400 --> 00:11:47.080]  那我們知不知道
[00:11:47.080 --> 00:11:48.320]  耶穌基督有什麼名字呢?
[00:11:48.320 --> 00:11:50.280]  耶穌基督的名字有什麼意思呢?
[00:11:50.280 --> 00:11:51.840]  如果不是我們天天在說
[00:11:51.840 --> 00:11:53.080]  耶穌我奉祢的名字
[00:11:53.080 --> 00:11:54.800]  是為什麼呢?
[00:11:54.800 --> 00:11:56.080]  今天
[00:11:56.080 --> 00:11:57.000]  詩篇九十一篇
[00:11:57.000 --> 00:11:58.680]  起碼給四個名字
[00:11:58.680 --> 00:11:59.480]  我們記住它
[00:11:59.480 --> 00:12:01.280]  第一
[00:12:01.280 --> 00:12:02.920]  The most high
[00:12:02.920 --> 00:12:05.240]  天地都屬於祂的
[00:12:05.240 --> 00:12:06.600]  所有東西都屬於祂
[00:12:06.600 --> 00:12:07.600]  不是屬於我們的
[00:12:07.600 --> 00:12:09.320]  你明白嗎?
[00:12:09.320 --> 00:12:10.320]  我們的家人
[00:12:10.320 --> 00:12:11.080]  我們的子女
[00:12:11.080 --> 00:12:12.000]  我們的老公
[00:12:12.000 --> 00:12:12.880]  我們的家人
[00:12:12.880 --> 00:12:14.120]  都是屬於祂的
[00:12:14.120 --> 00:12:15.000]  我們掛心
[00:12:15.000 --> 00:12:15.960]  祂都一樣掛心
[00:12:15.960 --> 00:12:17.840]  天地都屬於祂
[00:12:17.840 --> 00:12:18.600]  第二
[00:12:18.600 --> 00:12:19.960]  The almighty
[00:12:19.960 --> 00:12:21.400]  El Shaddai
[00:12:21.400 --> 00:12:22.800]  終極的大能者
[00:12:22.800 --> 00:12:24.680]  祂是最有能力的那個
[00:12:24.680 --> 00:12:26.640]  祂是最大能的那個
[00:12:26.640 --> 00:12:29.120]  祂是贏了的那個
[00:12:29.120 --> 00:12:30.800]  你有沒有經歷過?
[00:12:30.800 --> 00:12:33.160]  有沒有經歷過上帝的大能?
[00:12:33.160 --> 00:12:33.840]  我預備的時候
[00:12:33.840 --> 00:12:35.440]  我就問主下
[00:12:35.440 --> 00:12:36.280]  你讓我想一下
[00:12:36.280 --> 00:12:38.440]  想到了
[00:12:38.440 --> 00:12:40.160]  若干年之前
[00:12:40.160 --> 00:12:44.360]  我就去國內
[00:12:44.360 --> 00:12:46.120]  然後有人就跟我說
[00:12:46.120 --> 00:12:47.200]  羅小姐
[00:12:47.200 --> 00:12:48.920]  我們要介紹一個
[00:12:48.920 --> 00:12:51.240]  特異功能人士給你認識
[00:12:51.240 --> 00:12:53.040]  特異功能人士
[00:12:53.040 --> 00:12:54.360]  我說那是什麼?
[00:12:54.360 --> 00:12:54.960]  他說
[00:12:54.960 --> 00:12:56.400]  他可以
[00:12:56.400 --> 00:12:57.640]  咬匙羹
[00:12:57.640 --> 00:12:58.640]  哦
[00:12:58.640 --> 00:12:59.840]  還有呢
[00:12:59.840 --> 00:13:01.200]  可以用念力
[00:13:01.200 --> 00:13:03.520]  叫匙羹動
[00:13:03.520 --> 00:13:05.800]  那天真的見到他
[00:13:05.800 --> 00:13:07.920]  坐著一輛有旗的車
[00:13:07.920 --> 00:13:09.000]  你知道很厲害的
[00:13:09.000 --> 00:13:10.280]  有旗的車
[00:13:10.280 --> 00:13:14.160]  他就安排坐在我旁邊
[00:13:14.160 --> 00:13:16.200]  我心裡面
[00:13:16.200 --> 00:13:18.200]  當時想起了一句經文
[00:13:18.200 --> 00:13:18.960]  有句經文說
[00:13:18.960 --> 00:13:21.440]  那在我裡面的比他更大
[00:13:21.440 --> 00:13:23.520]  唱歌都唱過
[00:13:23.520 --> 00:13:24.760]  我心裡面
[00:13:24.760 --> 00:13:26.680]  他就一直準備表演
[00:13:26.680 --> 00:13:27.520]  我心裡面就說
[00:13:27.520 --> 00:13:29.000]  耶穌大他
[00:13:29.000 --> 00:13:29.640]  不要讓他動
[00:13:29.640 --> 00:13:30.280]  耶穌大他
[00:13:30.280 --> 00:13:32.000]  不要讓他動
[00:13:32.000 --> 00:13:35.200]  結果怎樣?
[00:13:35.200 --> 00:13:37.800]  真的動不了
[00:13:37.800 --> 00:13:39.680]  他在念力
[00:13:39.680 --> 00:13:40.840]  不動
[00:13:40.840 --> 00:13:42.040]  不動
[00:13:42.040 --> 00:13:42.720]  都不動
[00:13:42.720 --> 00:13:43.360]  然後他就說
[00:13:43.360 --> 00:13:49.320]  怎麼今天不念力?
[00:13:49.320 --> 00:13:57.760]  那在我裡面的比他更大
[00:13:57.760 --> 00:14:00.080]  除了能力大之外
[00:14:00.080 --> 00:14:01.160]  還有
[00:14:01.160 --> 00:14:02.480]  我很喜歡這個
[00:14:02.480 --> 00:14:04.880]  全能者代表Bless
[00:14:04.880 --> 00:14:07.080]  Bless是媽媽的胸膛
[00:14:07.080 --> 00:14:08.360]  代表預養
[00:14:08.360 --> 00:14:09.840]  供應
[00:14:09.840 --> 00:14:11.920]  和滿足
[00:14:11.920 --> 00:14:12.960]  給你看兩幅圖畫
[00:14:12.960 --> 00:14:15.440]  我很喜歡這兩幅圖畫
[00:14:15.440 --> 00:14:17.080]  聖經用過兩個比喻
[00:14:17.080 --> 00:14:19.280]  去形容上帝
[00:14:19.280 --> 00:14:20.960]  對我們的懷抱
[00:14:20.960 --> 00:14:22.600]  親近保護
[00:14:22.600 --> 00:14:25.880]  第一個是母雞抱著小雞
[00:14:25.880 --> 00:14:30.560]  第二個是老鷹護著嬰兒
[00:14:30.560 --> 00:14:35.040]  他用自己的玲瓏遮蔽你
[00:14:35.040 --> 00:14:36.720]  耶和華
[00:14:36.720 --> 00:14:38.240]  優惠第三個名字
[00:14:38.240 --> 00:14:39.360]  獨一
[00:14:39.360 --> 00:14:40.800]  自幼永幼的神
[00:14:40.800 --> 00:14:42.200]  也是拯救
[00:14:42.200 --> 00:14:43.080]  饒恕
[00:14:43.080 --> 00:14:46.360]  和引領我們的主
[00:14:46.360 --> 00:14:48.120]  上帝的名字
[00:14:48.120 --> 00:14:49.080]  在我們的生命裡面
[00:14:49.080 --> 00:14:50.640]  你經歷過什麼呢?
[00:14:50.640 --> 00:14:53.560]  你有沒有經歷過祂的拯救呢?
[00:14:53.560 --> 00:14:55.960]  我算是一個很奇怪的人
[00:14:55.960 --> 00:14:58.240]  有很多奇遇
[00:14:58.240 --> 00:14:59.560]  怎樣經歷祂的拯救呢?
[00:14:59.560 --> 00:15:04.440]  話說有一次去以色列旅行
[00:15:04.440 --> 00:15:05.520]  一到以色列
[00:15:05.520 --> 00:15:07.840]  原來不能休息
[00:15:07.840 --> 00:15:11.960]  一去就載你去一個叫皮特拉古城
[00:15:11.960 --> 00:15:13.760]  皮特拉古城
