
[00:00:00.000 --> 00:00:03.660]  我們首先看看這個啟述第一章的第九節
[00:01:11.660 --> 00:01:13.300]  為了神的道
[00:01:13.300 --> 00:01:16.400]  並為給耶穌作見證
[00:01:16.400 --> 00:01:21.600]  曾在那名叫拔摩的海島上
[00:01:21.600 --> 00:01:23.360]  這個有份是什麼意思呢?
[00:01:23.360 --> 00:01:26.560]  有份這個字就是說是有股份的
[00:01:26.560 --> 00:01:27.360]  我想問問你
[00:01:27.360 --> 00:01:29.060]  你有沒有做生意的?
[00:01:29.060 --> 00:01:29.960]  說有
[00:01:29.960 --> 00:01:31.360]  那你有沒有partner的?
[00:01:31.360 --> 00:01:32.060]  說有
[00:01:32.060 --> 00:01:35.360]  他就和人家一起是partnership
[00:01:35.360 --> 00:01:37.360]  是一起是有份
[00:01:37.360 --> 00:01:38.860]  我不知道他是50/50
[00:01:38.860 --> 00:01:41.160]  還是他佔90人家佔10
[00:01:41.160 --> 00:01:42.060]  還是什麼
[00:01:42.060 --> 00:01:42.760]  總而言之
[00:01:42.760 --> 00:01:45.160]  這個就叫做partnership
[00:01:45.160 --> 00:01:46.460]  所以有很多的決定
[00:01:46.460 --> 00:01:48.660]  就不可以一個人去決定了
[00:01:48.660 --> 00:01:50.760]  總要是有人一起決定
[00:01:50.760 --> 00:01:52.160]  你看看這一節聖經
[00:01:52.160 --> 00:01:53.260]  很有趣的
[00:01:53.260 --> 00:01:56.760]  他說我約翰是你們的弟兄
[00:01:56.760 --> 00:01:58.760]  親兄道弟
[00:01:58.760 --> 00:02:01.660]  我們大家是中國人來的
[00:02:01.660 --> 00:02:03.860]  我一次在海洋公園
[00:02:03.860 --> 00:02:06.160]  話說就排隊
[00:02:06.160 --> 00:02:07.060]  排了一排
[00:02:07.060 --> 00:02:12.660]  就一群講一些我不是很懂得聽的語言
[00:02:12.660 --> 00:02:15.560]  他們有些鄉下話
[00:02:15.560 --> 00:02:18.060]  在後面湧來湧去
[00:02:18.060 --> 00:02:19.460]  一群婦女
[00:02:19.460 --> 00:02:20.160]  沒辦法
[00:02:20.160 --> 00:02:21.660]  真的是一群婦女
[00:02:21.660 --> 00:02:23.860]  一群婦女湧來湧去
[00:02:23.860 --> 00:02:25.760]  在我前面
[00:02:25.760 --> 00:02:27.160]  我就覺得
[00:02:27.160 --> 00:02:28.260]  這樣是不行的
[00:02:28.260 --> 00:02:29.060]  這個文化
[00:02:29.060 --> 00:02:30.460]  這是很多年前的
[00:02:30.460 --> 00:02:33.060]  於是我就想和他們對話
[00:02:33.060 --> 00:02:35.360]  但是我知道我不懂得說他的話
[00:02:35.360 --> 00:02:37.860]  他又不懂得聽我的廣東話
[00:02:37.860 --> 00:02:39.260]  於是你猜我用什麼話呢?
[00:02:39.260 --> 00:02:41.460]  我用英文和他說
[00:02:41.460 --> 00:02:43.960]  因為如果我用廣東話和他說
[00:02:43.960 --> 00:02:47.460]  他可能不理我
[00:02:47.460 --> 00:02:48.760]  香港人
[00:02:48.760 --> 00:02:51.760]  我不是在比對什麼
[00:02:51.760 --> 00:02:52.960]  如果我用普通話和他說
[00:02:52.960 --> 00:02:54.160]  我一定輸的
[00:02:54.160 --> 00:02:57.060]  因為我自己也不知道說什麼
[00:02:57.060 --> 00:03:00.060]  但是用英文和他說
[00:03:00.060 --> 00:03:02.760]  他們個個都不出聲
[00:03:02.760 --> 00:03:03.860]  你猜我的內容說什麼呢?
[00:03:03.860 --> 00:03:05.260]  其中一個就說
[00:03:05.260 --> 00:03:07.660]  我們是中國人來的
[00:03:07.660 --> 00:03:09.260]  我也認自己是中國人
[00:03:09.260 --> 00:03:10.860]  平時我在這裡我不認的
[00:03:10.860 --> 00:03:12.260]  因為我是加拿大公民
[00:03:12.260 --> 00:03:15.060]  我哪有資格還叫自己是中國人
[00:03:15.060 --> 00:03:17.260]  你的citizenship已經是一個
[00:03:17.260 --> 00:03:18.660]  不是中國的citizenship
[00:03:18.660 --> 00:03:20.260]  你還說什麼自己是中國人呢?
[00:03:20.260 --> 00:03:21.960]  不過這個不重要的
[00:03:21.960 --> 00:03:22.860]  但是在那個時候
[00:03:22.860 --> 00:03:23.960]  我就和他說
[00:03:23.960 --> 00:03:24.660]  我認同
[00:03:24.660 --> 00:03:26.360]  我們是中國人來的
[00:03:26.360 --> 00:03:29.160]  我們怎麼可以這樣不守規矩呢?
[00:03:29.160 --> 00:03:30.960]  我首先做一個認同
[00:03:30.960 --> 00:03:32.260]  約翰在這裡
[00:03:32.260 --> 00:03:33.160]  他做一個認同
[00:03:33.160 --> 00:03:33.660]  我
[00:03:33.660 --> 00:03:35.460]  約翰是你們的弟兄
[00:03:35.460 --> 00:03:37.960]  我們是兄弟來的
[00:03:37.960 --> 00:03:38.860]  還有
[00:03:38.860 --> 00:03:40.360]  在耶穌基督裡
[00:03:40.360 --> 00:03:41.760]  和你們一同
[00:03:41.760 --> 00:03:42.160]  一同
[00:03:42.160 --> 00:03:43.460]  是不是?
[00:03:43.460 --> 00:03:44.160]  又來一次
[00:03:44.160 --> 00:03:45.060]  又是認同
[00:03:45.060 --> 00:03:46.360]  我們是一起的
[00:03:46.360 --> 00:03:48.460]  同一條船的
[00:03:48.460 --> 00:03:50.460]  忍耐裡有份的
[00:03:50.460 --> 00:03:51.160]  你看
[00:03:51.160 --> 00:03:52.760]  這三樣東西加起來
[00:03:52.760 --> 00:03:53.960]  其實是一個目的
[00:03:53.960 --> 00:03:55.060]  是一個什麼目的呢?
[00:03:55.060 --> 00:03:57.660]  就是這個使徒約翰
[00:03:57.660 --> 00:03:59.560]  且啟示錄的使徒約翰
[00:03:59.560 --> 00:04:02.260]  他是很想給這一幫
[00:04:02.260 --> 00:04:03.060]  他的對象
[00:04:03.060 --> 00:04:05.060]  這一幫弟兄姊妹
[00:04:05.060 --> 00:04:05.760]  是
[00:04:05.760 --> 00:04:06.960]  拿他的attention
[00:04:06.960 --> 00:04:07.960]  對不對?
[00:04:07.960 --> 00:04:09.460]  Draw他的attention
[00:04:09.460 --> 00:04:09.960]  是
[00:04:09.960 --> 00:04:12.860]  要他聽他講以下的說話
[00:04:12.860 --> 00:04:14.960]  還有不單止是Draw他的attention
[00:04:14.960 --> 00:04:15.960]  要讓他知道
[00:04:15.960 --> 00:04:17.360]  其實我是
[00:04:17.360 --> 00:04:18.460]  很明白
[00:04:18.460 --> 00:04:19.360]  很體會
[00:04:19.360 --> 00:04:20.160]  很知道
[00:04:20.160 --> 00:04:21.060]  很了解
[00:04:21.060 --> 00:04:23.960]  你們的情況的
[00:04:23.960 --> 00:04:26.960]  在飛機上坐了十五個多小時
[00:04:26.960 --> 00:04:30.460]  除了買了一堆書回來之外
[00:04:30.460 --> 00:04:31.560]  我這次又去神學院
[00:04:31.560 --> 00:04:33.560]  還有去一間很大的基督教書店
[00:04:33.560 --> 00:04:34.960]  買了一些書回來
[00:04:34.960 --> 00:04:36.160]  全部都是便宜的
[00:04:36.160 --> 00:04:37.660]  不知道為什麼那些人不要
[00:04:37.660 --> 00:04:40.360]  但是是好東西
[00:04:40.360 --> 00:04:41.560]  我看
[00:04:41.560 --> 00:04:42.960]  就有一些時間
[00:04:42.960 --> 00:04:44.360]  睡覺睡不著
[00:04:44.360 --> 00:04:48.260]  我看了四套片
[00:04:48.260 --> 00:04:49.260]  很棒的
[00:04:49.260 --> 00:04:49.860]  其中一套
[00:04:49.860 --> 00:04:50.860]  就是那一套
[00:04:50.860 --> 00:04:51.860]  就是講到
[00:04:51.860 --> 00:04:52.460]  叫做
[00:04:52.460 --> 00:04:54.260]  好像叫Blood Diamond
[00:04:54.260 --> 00:04:55.760]  Blood Diamond
[00:04:55.760 --> 00:04:57.660]  就是那些黑奴
[00:04:57.660 --> 00:04:59.460]  他們很辛苦去挖
[00:04:59.460 --> 00:05:00.160]  挖了
[00:05:00.160 --> 00:05:01.960]  就要悄悄地放在嘴巴裡
[00:05:01.960 --> 00:05:02.960]  放在腳趾裡
[00:05:02.960 --> 00:05:03.760]  有時候被人知道
[00:05:03.760 --> 00:05:04.860]  一槍就打死他
[00:05:04.860 --> 00:05:05.160]  好了
[00:05:05.160 --> 00:05:06.060]  不要講那麼多了
[00:05:06.060 --> 00:05:07.160]  但是這個黑人
[00:05:07.160 --> 00:05:09.260]  他要逃出那個地方
[00:05:09.260 --> 00:05:10.360]  他去村落那裡
[00:05:10.360 --> 00:05:11.060]  一見到
[00:05:11.060 --> 00:05:12.160]  他帶著一個白人去
[00:05:12.160 --> 00:05:12.860]  一見到
[00:05:12.860 --> 00:05:14.060]  就對著那些人說
[00:05:14.060 --> 00:05:15.860]  Brother Brother
[00:05:15.860 --> 00:05:16.560]  一樣
[00:05:16.560 --> 00:05:18.660]  所以當我一路看他出戲的時候
[00:05:18.660 --> 00:05:20.260]  你不要以為牧師只是看戲
[00:05:20.260 --> 00:05:21.460]  那麼簡單
[00:05:21.460 --> 00:05:23.060]  我一路拿資料的
[00:05:23.060 --> 00:05:24.160]  我真的腦袋
[00:05:24.160 --> 00:05:25.260]  時常在想
[00:05:25.260 --> 00:05:27.660]  這個和我在聖經裡面
[00:05:27.660 --> 00:05:28.560]  有什麼關係呢
[00:05:28.560 --> 00:05:29.460]  我看得到
[00:05:29.460 --> 00:05:30.760]  為什麼他那麼緊張
[00:05:30.760 --> 00:05:31.760]  因為他們
[00:05:31.760 --> 00:05:33.360]  在非洲很多部落
[00:05:33.360 --> 00:05:34.460]  彼此之間
[00:05:34.460 --> 00:05:35.160]  他見到你
[00:05:35.160 --> 00:05:35.960]  他拿著箭
[00:05:35.960 --> 00:05:36.760]  或者拿著槍
[00:05:36.760 --> 00:05:37.760]  對著你
[00:05:37.760 --> 00:05:38.660]  但是他馬上
[00:05:38.660 --> 00:05:40.060]  Brother Brother
[00:05:40.060 --> 00:05:41.260]  講他們的土話
[00:05:41.260 --> 00:05:42.260]  那麼大家認同
[00:05:42.260 --> 00:05:42.960]  所以約翰尼奴
[00:05:42.960 --> 00:05:44.560]  其實很重要的一個訊息就是
[00:05:44.560 --> 00:05:45.560]  你看到嗎
[00:05:45.560 --> 00:05:48.160]  是和你們一起在萬難國度
[00:05:48.160 --> 00:05:49.560]  忍耐裡有份的
[00:05:49.560 --> 00:05:51.360]  因為使徒約翰
[00:05:51.360 --> 00:05:54.260]  他自己那時候已經是
[00:05:54.260 --> 00:05:55.660]  應該沒有九十歲
[00:05:55.660 --> 00:05:57.160]  也有八十多歲了
[00:05:57.160 --> 00:05:58.360]  因為當他
[00:05:58.360 --> 00:05:59.760]  接著下面的經文是什麼
[00:05:59.760 --> 00:06:00.560]  他說
[00:06:00.560 --> 00:06:02.860]  原來他在一個白魔的
[00:06:02.860 --> 00:06:04.760]  在一個白魔的海島上
[00:06:04.760 --> 00:06:06.760]  當他在白魔的海島上
[00:06:06.760 --> 00:06:09.060]  很多的學者認為
[00:06:09.060 --> 00:06:10.060]  那個時間
[00:06:10.060 --> 00:06:12.360]  他其實是什麼時候來的呢
[00:06:12.360 --> 00:06:15.060]  就是當時的多米田
[00:06:15.060 --> 00:06:16.360]  這個名字改得好
[00:06:16.360 --> 00:06:17.660]  多米田
[00:06:17.660 --> 00:06:19.860]  多米田皇帝那個時代
[00:06:19.860 --> 00:06:20.960]  多米田的皇帝
[00:06:20.960 --> 00:06:25.360]  大約他是九十四至九十六AD的時間
[00:06:25.360 --> 00:06:28.560]  他就被放逐到白魔海島那裡
[00:06:28.560 --> 00:06:29.760]  那麼白魔海島
[00:06:29.760 --> 00:06:31.560]  詳細我就不講了
[00:06:31.560 --> 00:06:33.660]  大家在這個講道裡面
[00:06:33.660 --> 00:06:34.460]  內容裡面
[00:06:34.460 --> 00:06:35.660]  就會有寫了
[00:06:35.660 --> 00:06:38.160]  白魔海島原來有火山的
[00:06:38.160 --> 00:06:40.260]  還有些人居然說
[00:06:40.260 --> 00:06:43.860]  找到約翰寫啟示錄的那個洞
[00:06:43.860 --> 00:06:44.660]  那個洞
[00:06:44.660 --> 00:06:45.560]  你信不信
[00:06:45.560 --> 00:06:46.560]  我不知道
[00:06:46.560 --> 00:06:48.260]  所以今時今日很多人去
[00:06:48.260 --> 00:06:49.460]  以色列旅行
[00:06:49.460 --> 00:06:51.560]  這個就是什麼什麼
[00:06:51.560 --> 00:06:53.160]  那個就是什麼什麼
[00:06:53.160 --> 00:06:53.960]  是不是
[00:06:53.960 --> 00:06:55.660]  我很多去過那些
[00:06:55.660 --> 00:06:56.960]  弟兄姊妹朋友都說
[00:06:56.960 --> 00:06:58.760]  其實都不知道是真的還是假的
[00:06:58.760 --> 00:06:59.860]  不過不要緊
[00:06:59.860 --> 00:07:01.660]  加利利海仍然是真的
[00:07:01.660 --> 00:07:04.760]  耶路撒冷城仍然是真的
[00:07:04.760 --> 00:07:06.760]  至於那個洞是不是
[00:07:06.760 --> 00:07:10.860]  那個山洞是不是真的白魔海島
[00:07:10.860 --> 00:07:12.960]  約翰就在那個海島的懸崖裡
[00:07:12.960 --> 00:07:14.160]  躲在那個洞裡
[00:07:14.160 --> 00:07:18.560]  因為他應該是去踏石子的
[00:07:18.560 --> 00:07:19.360]  就是這麼說
[00:07:19.360 --> 00:07:21.260]  但是他就在那裡得到
[00:07:21.260 --> 00:07:22.560]  聖靈的感動
[00:07:22.560 --> 00:07:23.960]  這個一會兒要跟大家講
[00:07:23.960 --> 00:07:26.260]  他就在那裡看見那個海
[00:07:26.260 --> 00:07:27.560]  他看見那個海是什麼
[00:07:27.560 --> 00:07:29.260]  他看見那個海
[00:07:29.260 --> 00:07:32.360]  是表示了他和他的教會
[00:07:32.360 --> 00:07:33.360]  他的教會是什麼教會
[00:07:33.360 --> 00:07:35.260]  是以弗所教會
[00:07:35.260 --> 00:07:36.360]  所以我們遲一點
[00:07:36.360 --> 00:07:38.860]  剛才吳永良讀了七個教會
[00:07:38.860 --> 00:07:41.760]  第一個就是以弗所教會
[00:07:41.760 --> 00:07:44.260]  第二個就是仕滿娜教會
[00:07:44.260 --> 00:07:46.260]  第三個就是別加摩教會
[00:07:46.260 --> 00:07:47.060]  你不知道是怎麼樣的
[00:07:47.060 --> 00:07:48.460]  ESP就記住了
[00:07:48.460 --> 00:07:50.760]  第四個就是推拉教會
[00:07:50.760 --> 00:07:52.860]  T又是SP
[00:07:52.860 --> 00:07:54.260]  然後S就是薩迪
[00:07:54.260 --> 00:07:56.460]  然後P就是另外一個
[00:07:56.460 --> 00:07:57.460]  就是飛拉鐵飛
[00:07:57.460 --> 00:07:58.160]  六個講完之後
[00:07:58.160 --> 00:08:00.660]  最後一個就叫做魯底加教會
[00:08:00.660 --> 00:08:03.060]  所以你記住ESP,TSP,L
[00:08:03.060 --> 00:08:04.960]  你就記住了七個教會的名字
[00:08:04.960 --> 00:08:07.260]  不過不記得也不要緊
[00:08:07.260 --> 00:08:09.360]  第一個教會就是以弗所教會
[00:08:09.360 --> 00:08:11.560]  約翰他在那裡是穆會的
[00:08:11.560 --> 00:08:14.260]  但是因為被放逐到密摩海島
[00:08:14.260 --> 00:08:16.760]  在他和他的弟兄姊妹中間
[00:08:16.760 --> 00:08:17.960]  是有一個海
[00:08:17.960 --> 00:08:18.860]  那個海是什麼
[00:08:18.860 --> 00:08:21.460]  是一個最好用來隔著他
[00:08:21.460 --> 00:08:24.460]  和他自己本來同鄉的人一起
[00:08:24.460 --> 00:08:26.360]  所以有些人
[00:08:26.360 --> 00:08:30.560]  將一些人放逐到監獄
[00:08:30.560 --> 00:08:32.860]  放在海島中間
[00:08:32.860 --> 00:08:34.160]  有很多戲都做了
[00:08:34.160 --> 00:08:35.860]  他想逃生也逃不了
[00:08:35.860 --> 00:08:37.360]  甚至到很久之前
[00:08:37.360 --> 00:08:38.760]  這樣講法不行
[00:08:38.760 --> 00:08:39.960]  很久之前
[00:08:39.960 --> 00:08:42.660]  我去過一個大陸叫三敦島
[00:08:42.660 --> 00:08:44.160]  那裡是一個麻風的島
[00:08:44.160 --> 00:08:45.860]  是一百多個麻風的人
[00:08:45.860 --> 00:08:47.160]  全部放在那裡
[00:08:47.160 --> 00:08:48.560]  任由他在那裡
[00:08:48.560 --> 00:08:50.460]  慢慢慢慢
[00:08:50.460 --> 00:08:53.760]  好聽叫什麼怡仰天年
[00:08:53.760 --> 00:08:54.860]  不好聽就是
[00:08:54.860 --> 00:08:56.160]  你知道是什麼意思了
[00:08:56.160 --> 00:08:58.560]  任由他們自己自生自滅
[00:08:58.560 --> 00:09:00.260]  有機會很感謝主
[00:09:00.260 --> 00:09:01.560]  有一個幹部
[00:09:01.560 --> 00:09:03.060]  就是我講幹部
[00:09:03.060 --> 00:09:04.360]  當然是大陸的幹部
[00:09:04.360 --> 00:09:05.260]  他信了主
[00:09:05.260 --> 00:09:09.460]  帶我和姊妹一起去參觀三敦島
[00:09:09.460 --> 00:09:12.060]  不過只剩下十多個
[00:09:12.060 --> 00:09:15.060]  有一個海隔著他們要坐船去
[00:09:15.060 --> 00:09:17.060]  所以去到啟示錄的時候
[00:09:17.060 --> 00:09:18.160]  到一個地步就是說什麼
[00:09:18.160 --> 00:09:19.560]  海也沒有了
[00:09:19.560 --> 00:09:20.360]  是不是
[00:09:20.360 --> 00:09:22.360]  就是說沒有任何的隔絕了
[00:09:22.360 --> 00:09:23.660]  神和人之間
[00:09:23.660 --> 00:09:25.060]  好了講遠了一點
[00:09:25.060 --> 00:09:25.860]  回來這裡
[00:09:25.860 --> 00:09:27.360]  就是在拔摩海島裡面
[00:09:27.360 --> 00:09:29.360]  他其實就在一種坐監
[00:09:29.360 --> 00:09:30.660]  有不同的講法
[00:09:30.660 --> 00:09:31.960]  有些人說他受苦
[00:09:31.960 --> 00:09:34.760]  但是有些人說八九十歲還受什麼苦
[00:09:34.760 --> 00:09:36.860]  不過總之就是要他
[00:09:36.860 --> 00:09:40.260]  不能夠和他的教會有接觸
[00:09:40.260 --> 00:09:41.760]  他為什麼會去到那裡
[00:09:41.760 --> 00:09:43.560]  是因為為了神的道
[00:09:43.560 --> 00:09:45.660]  和為耶穌基督做見證
[00:09:45.660 --> 00:09:46.460]  弟兄姊妹
[00:09:46.460 --> 00:09:48.260]  很多時候我們在問一個問題
[00:09:48.260 --> 00:09:49.460]  今天我們信耶穌
[00:09:49.460 --> 00:09:51.360]  是否需要為主受苦
[00:09:51.360 --> 00:09:52.560]  我可以告訴大家
[00:09:52.560 --> 00:09:55.560]  我們其實應該是仍然為主受苦的
[00:09:55.560 --> 00:09:57.360]  不過不同那種的苦
[00:09:57.360 --> 00:09:59.660]  我們未必在這裡傳福音
[00:09:59.660 --> 00:10:01.760]  傳揚神的真理
[00:10:01.760 --> 00:10:04.260]  或者我們是見證耶穌基督的救恩
[00:10:04.260 --> 00:10:05.260]  就被人抓去坐牢
[00:10:05.260 --> 00:10:06.260]  會不會啊
[00:10:06.260 --> 00:10:08.260]  一般來說在香港不會
[00:10:08.260 --> 00:10:09.260]  但是弟兄姊妹
[00:10:09.260 --> 00:10:10.660]  如果你去到一些
[00:10:10.660 --> 00:10:12.460]  回教的國家
[00:10:12.460 --> 00:10:13.660]  或者某一些的國家
[00:10:13.660 --> 00:10:15.260]  或者某一些的地方
[00:10:15.260 --> 00:10:16.260]  我可以告訴你
[00:10:16.260 --> 00:10:17.460]  是會有逼迫的
[00:10:17.460 --> 00:10:19.560]  那麼我們在香港就沒有逼迫了
[00:10:19.560 --> 00:10:20.360]  不是的
[00:10:20.360 --> 00:10:22.260]  如果你要立志敬虔度日
[00:10:22.260 --> 00:10:24.660]  一樣有很多的苦楚
[00:10:24.660 --> 00:10:26.460]  一樣有的
[00:10:26.460 --> 00:10:27.660]  不要以為沒有
[00:10:27.660 --> 00:10:29.460]  我講一個例子給大家聽就行了
[00:10:29.460 --> 00:10:33.360]  譬如你在一家租車公司
[00:10:33.360 --> 00:10:34.260]  這個也是我的經歷
[00:10:34.260 --> 00:10:35.860]  我這次去加拿大當然是租車
[00:10:35.860 --> 00:10:38.060]  話說有一天我就租了一輛車
[00:10:38.060 --> 00:10:39.160]  早上租了一輛車
[00:10:39.160 --> 00:10:39.560]  不是
[00:10:39.560 --> 00:10:41.160]  是在下午時間租的一輛車
[00:10:41.160 --> 00:10:44.760]  於是師母就和我女兒
[00:10:44.760 --> 00:10:47.060]  就出去開過一些地方
[00:10:47.060 --> 00:10:49.460]  然後發覺輪胎爆了
[00:10:49.460 --> 00:10:50.360]  漏氣
[00:10:50.360 --> 00:10:52.160]  我們就拿回租車公司那裡
[00:10:52.160 --> 00:10:53.560]  但是還沒回去之前
[00:10:53.560 --> 00:10:54.260]  回到那裡她說
[00:10:54.260 --> 00:10:55.960]  你要入滿油
[00:10:55.960 --> 00:10:57.560]  其實走了不是很多路
[00:10:57.560 --> 00:10:59.560]  於是就去附近入油
[00:10:59.560 --> 00:11:00.260]  很近的
[00:11:00.260 --> 00:11:01.360]  看都看不見油站
[00:11:01.360 --> 00:11:02.160]  你說有多遠
[00:11:02.160 --> 00:11:03.160]  入完油拿回來
[00:11:03.160 --> 00:11:03.960]  入了多少錢
[00:11:03.960 --> 00:11:06.660]  入了是大約11塊加幣
[00:11:06.660 --> 00:11:10.160]  然後她就換了另一輛車給我們開
[00:11:10.160 --> 00:11:12.260]  後來我就計一計
[00:11:12.260 --> 00:11:13.660]  到我結帳
[00:11:13.660 --> 00:11:14.660]  我看看究竟
[00:11:14.660 --> 00:11:16.360]  她說我走了多遠
[00:11:16.360 --> 00:11:19.360]  然後走了59公里
[00:11:19.360 --> 00:11:20.760]  但是入的油
[00:11:20.760 --> 00:11:24.160]  是遠超過59公里的一倍
[00:11:24.160 --> 00:11:25.160]  為什麼
[00:11:25.160 --> 00:11:28.060]  就是說根本那輛車是沒有入滿油
[00:11:28.060 --> 00:11:29.560]  就給我開
[00:11:29.560 --> 00:11:31.060]  假如你是一間
[00:11:31.060 --> 00:11:32.560]  我用一個這麼簡單的例子
[00:11:32.560 --> 00:11:35.060]  假如你就是那個入油
[00:11:35.060 --> 00:11:36.960]  就是租車公司的夥計
[00:11:36.960 --> 00:11:38.360]  而你老闆跟你說
[00:11:38.360 --> 00:11:39.760]  那些車回來的時候
[00:11:39.760 --> 00:11:41.360]  不用入滿油
[00:11:41.360 --> 00:11:42.460]  總之入到去
[00:11:42.460 --> 00:11:43.360]  這麼上下看
[00:11:43.360 --> 00:11:44.360]  你都要入到那個full
[00:11:44.360 --> 00:11:45.460]  不是等於full的
[00:11:45.460 --> 00:11:46.160]  就行了
[00:11:46.160 --> 00:11:47.360]  你做不做
[00:11:47.360 --> 00:11:49.060]  你會不會聽他說
[00:11:49.060 --> 00:11:50.760]  如果你不聽他說
[00:11:50.760 --> 00:11:52.760]  你知道後果是什麼
[00:11:52.760 --> 00:11:55.360]  但是如果你立志要做一個經權的人
[00:11:55.360 --> 00:11:57.360]  你會怎樣
[00:11:57.360 --> 00:11:58.560]  你說不可以這樣做
[00:11:58.560 --> 00:12:00.160]  那不就是明騙那些客人
[00:12:00.160 --> 00:12:00.860]  是不是
[00:12:00.860 --> 00:12:01.760]  所以不要以為
[00:12:01.760 --> 00:12:03.560]  今天我們不需要為主受苦
[00:12:03.560 --> 00:12:05.560]  只不過我們很多時候
[00:12:05.560 --> 00:12:07.660]  向這個試探引誘
[00:12:07.660 --> 00:12:09.360]  what for compromise
[00:12:09.360 --> 00:12:12.660]  昔日那些啟示錄裡面所說的
[00:12:12.660 --> 00:12:14.160]  我們一路一路看下去
[00:12:14.160 --> 00:12:16.260]  看到啟示錄尾22章
[00:12:16.260 --> 00:12:17.860]  其實有很多很多
[00:12:17.860 --> 00:12:19.660]  撒旦的攻勢是兩樣東西
[00:12:19.660 --> 00:12:20.260]  很容易
[00:12:20.260 --> 00:12:21.560]  一樣就是威逼
[00:12:21.560 --> 00:12:24.860]  第二樣就是利誘
[00:12:24.860 --> 00:12:26.260]  要麼有些地方
[00:12:26.260 --> 00:12:28.960]  就是用威逼的方法
[00:12:28.960 --> 00:12:31.060]  黃明道先生當他坐牢的時候
[00:12:31.060 --> 00:12:32.560]  他說有兩個人跟他一起
[00:12:32.560 --> 00:12:33.760]  混在一起
[00:12:33.760 --> 00:12:36.560]  那兩個根本就不是真的要坐牢的
[00:12:36.560 --> 00:12:38.660]  他說那兩個天天跟他說什麼
[00:12:38.660 --> 00:12:40.260]  一個就在那裡告訴他
[00:12:40.260 --> 00:12:41.060]  你啊
[00:12:41.060 --> 00:12:42.860]  如果還是繼續傳福音
[00:12:42.860 --> 00:12:43.860]  我告訴你
[00:12:43.860 --> 00:12:47.060]  你小心你的家人
[00:12:47.060 --> 00:12:48.560]  另外一個就跟他說
[00:12:48.560 --> 00:12:51.360]  其實你都可以繼續出去傳福音的
[00:12:51.360 --> 00:12:51.960]  不過呢
[00:12:51.960 --> 00:12:54.860]  你敢敢敢敢敢敢敢敢
[00:12:54.860 --> 00:12:56.260]  這個是軟弓來的
[00:12:56.260 --> 00:12:57.660]  那就沒問題了
[00:12:57.660 --> 00:12:59.960]  你又說一下政府怎麼對你好
[00:12:59.960 --> 00:13:02.460]  或者怎麼樣是三自教會
[00:13:02.460 --> 00:13:04.160]  其實黃明道先生坐牢是什麼
[00:13:04.160 --> 00:13:06.160]  就是當時他不願意
[00:13:06.160 --> 00:13:08.160]  去加入三自教會
[00:13:08.160 --> 00:13:09.060]  他認為三自教會
[00:13:09.060 --> 00:13:10.260]  當時不要說現在
[00:13:10.260 --> 00:13:12.560]  那時候是五十年前
[00:13:12.560 --> 00:13:14.860]  六十年前是會有不同的
[00:13:14.860 --> 00:13:16.260]  現在三自教會
[00:13:16.260 --> 00:13:18.360]  他們真的可以傳福音的
