
[00:00:00.000 --> 00:00:04.540]  正如剛才所說 今年的2020年
[00:02:00.420 --> 00:02:03.540]  就在《馬太福音》第六章 第九至第八章
[00:02:03.540 --> 00:02:06.500]  甚至其實就稱為主禱文
[00:02:06.500 --> 00:02:13.320]  這一段的禱文 本身主耶穌在什麼情況下會說出來的呢?
[00:02:13.320 --> 00:02:20.740]  其實就是有些門徒 他們看到主耶穌經常禱告
[00:02:20.740 --> 00:02:23.620]  如果你說生活的壓力大
[00:02:23.620 --> 00:02:27.480]  如果你說所面對的挑戰很重大
[00:02:27.480 --> 00:02:29.780]  沒有人比主耶穌大
[00:02:29.780 --> 00:02:32.960]  沒有人比主耶穌的挑戰大得多
[00:02:32.960 --> 00:02:38.160]  也都沒有人所負的重擔 比主耶穌在在世的時候更多
[00:02:38.160 --> 00:02:44.440]  但是門徒就看到主耶穌有一個常常禱告的習慣
[00:02:44.440 --> 00:02:47.560]  在科林書看到主耶穌經常禱告
[00:02:47.560 --> 00:02:52.240]  甚至他在天命綱的時候 他已經自己一個人去禱告
[00:02:52.240 --> 00:02:57.960]  所以門徒有一次就去問主耶穌 求主教我們禱告
[00:02:57.960 --> 00:03:01.980]  主耶穌就教了他們主禱文的內容
[00:03:01.980 --> 00:03:03.640]  我們今天一起來思想
[00:03:03.640 --> 00:03:07.800]  我們希望一邊聽道 一邊在講道的時候
[00:03:07.800 --> 00:03:11.760]  不是單單好像一些知識 講一些不關自己的事
[00:03:11.760 --> 00:03:14.120]  希望我們一邊聽的時候 我們用禱告的心情
[00:03:14.120 --> 00:03:20.200]  我們一邊講的時候 我們都好像一起去禱告
[00:03:20.200 --> 00:03:28.240]  跟著內容一起禱告 這樣去學習這段主禱文
[00:03:28.240 --> 00:03:31.000]  去學習怎樣去禱告
[00:03:31.000 --> 00:03:33.180]  首先一開始的時候 第一句他說
[00:03:33.180 --> 00:03:38.400]  「我們在天上的父」「我們在天上的父」是什麼意思呢?
[00:03:38.400 --> 00:03:43.200]  這是一個很簡單明白 也是直接的稱呼
[00:03:43.200 --> 00:03:50.080]  就是說 原來我們跟一位顧念我們的神是有關係的
[00:03:50.080 --> 00:03:53.640]  我們每天的生活 活在一位顧念我們的神面前
[00:03:53.640 --> 00:03:59.120]  這位顧念我們的神 就是我們在天上的父
[00:03:59.120 --> 00:04:04.280]  沒有一個環境是神不在的
[00:04:04.280 --> 00:04:10.520]  沒有一些挑戰是神不會顧察的
[00:04:10.520 --> 00:04:17.160]  也沒有一些混亂是好像出乎神意料之外的
[00:04:17.160 --> 00:04:20.800]  但是這一切我們就要明白
[00:04:20.800 --> 00:04:26.980]  我們不是孤身上路 我們不是自己單獨的前行
[00:04:26.980 --> 00:04:32.240]  我們每天是活在一位顧念我們的神面前
[00:04:32.240 --> 00:04:34.460]  我們每一次禱告的時候
[00:04:34.460 --> 00:04:39.340]  我們好像再一次跟祂建立關係 再一次的被提醒
[00:04:39.340 --> 00:04:43.980]  我們就跟祂說「天上的爸爸 我們現在回到祢的面前」
[00:04:43.980 --> 00:04:48.220]  沒錯 世界給了我們很多的擔心
[00:04:48.220 --> 00:04:50.140]  沒錯 世界給了我們很多的壓力
[00:04:50.140 --> 00:04:53.740]  沒錯 世界給了我們很多的不安
[00:04:53.740 --> 00:04:58.940]  但是天上的爸爸 當我們每一次呼喚祢的名字的時候
[00:04:58.940 --> 00:05:01.040]  好像聖靈在我們裏面
[00:05:01.040 --> 00:05:03.720]  和我們一起呼喚天上的爸爸
[00:05:03.720 --> 00:05:08.200]  那種親切 那份安穩 好像斷過賴的嬰孩
[00:05:08.200 --> 00:05:10.000]  在母親的懷裡
[00:05:10.000 --> 00:05:14.100]  好像一個很若不吭風的小孩
[00:05:14.100 --> 00:05:16.920]  被父親抱起一樣
[00:05:16.920 --> 00:05:21.500]  我們就是這樣活在神面前
[00:05:21.500 --> 00:05:27.840]  第二句話 他說「願人都尊祢的名為聖」
[00:05:27.840 --> 00:05:31.080]  為什麼「願人都尊祢的名為聖」呢?
[00:05:31.080 --> 00:05:36.080]  就是當我們見到這個世界這麼多的不安
[00:05:36.080 --> 00:05:39.940]  或者見到這些這麼重大的挑戰的時候
[00:05:39.940 --> 00:05:43.720]  我們就發覺我們的生命是如此的渺小
[00:05:43.720 --> 00:05:46.900]  當我們發覺我們的生命是如此的渺小的時候
[00:05:46.900 --> 00:05:51.960]  我們就明白到我們所著眼的
[00:05:51.960 --> 00:05:58.320]  我們所關顧的不是單單是這個世界的一切
[00:05:58.320 --> 00:06:02.940]  更值得我們關顧的是神自己的榮耀
[00:06:02.940 --> 00:06:08.780]  在之前可能我們生活一切很安穩
[00:06:08.780 --> 00:06:13.260]  很平淡 也是很安恕地去度過的時候
[00:06:13.260 --> 00:06:15.480]  我們覺得我們自己是很重要的
[00:06:15.480 --> 00:06:18.500]  我們覺得我們身邊所發生的事情
[00:06:18.500 --> 00:06:28.940]  每一樣東西都是很重要 很值得我們去用很多心機去打點的
[00:06:28.940 --> 00:06:32.620]  但是當一個動盪的時代
[00:06:32.620 --> 00:06:35.560]  在一個困難的日子的時候
[00:06:35.560 --> 00:06:42.300]  好像你的世界的根基都開始被搖動的時候
[00:06:42.300 --> 00:06:47.740]  你就發覺原來人是多麼的渺小 我是多麼的渺小
[00:06:47.740 --> 00:06:49.680]  很多東西我都沒辦法去控制
[00:06:49.680 --> 00:06:51.580]  很多東西我都沒辦法去
[00:06:51.580 --> 00:06:56.900]  好像在我的生命當中來去掌控
[00:06:56.900 --> 00:07:01.560]  這樣的時候 我們都要問一個問題
[00:07:01.560 --> 00:07:05.100]  究竟什麼是重要呢?
[00:07:05.100 --> 00:07:09.040]  在我人生當中我所看為很重要的事情
[00:07:09.040 --> 00:07:12.940]  以前看為很重要的事情 現在是否還是那麼重要呢?
[00:07:12.940 --> 00:07:18.880]  現在我的生命 在一個短暫的人生 走過的歷程當中
[00:07:18.880 --> 00:07:25.700]  有什麼重要的事情是值得我全力去追求的呢?
[00:07:25.700 --> 00:07:31.460]  值得我用我所有的精力、能量去
[00:07:31.460 --> 00:07:39.440]  希望去令到它更加達獲的呢?
[00:07:39.440 --> 00:07:41.680]  當想到這樣的時候
[00:07:41.680 --> 00:07:43.900]  我們想起主耶穌教我們
[00:07:43.900 --> 00:07:47.580]  「願人都尊祢的名為聖」
[00:07:47.580 --> 00:07:51.300]  我們人生在世 我們都是一個渺小的人生
[00:07:51.300 --> 00:07:53.600]  在短暫的寒暑當中
[00:07:53.600 --> 00:07:59.400]  我們看到神的榮耀是重要的
[00:07:59.400 --> 00:08:02.500]  當我們走完一生的時候
[00:08:02.500 --> 00:08:06.140]  我們去面見神的時候
[00:08:06.140 --> 00:08:09.840]  我們希望所得到的評價
[00:08:09.840 --> 00:08:11.420]  就是我們跟神說
[00:08:11.420 --> 00:08:17.380]  「神啊 我所走過的路已經榮耀祢的名」
[00:08:17.380 --> 00:08:21.580]  而這一句話是主耶穌自己親自說的
[00:08:21.580 --> 00:08:23.540]  主耶穌在一生差不多走完的時候
[00:08:23.540 --> 00:08:25.140]  在《約翰福音》第17章說
[00:08:25.140 --> 00:08:29.120]  「父啊 我已經榮耀祢的名」
[00:08:29.120 --> 00:08:31.800]  這個就是祂走完一生的時候
[00:08:31.800 --> 00:08:34.280]  祂還沒有走完 祂還沒有上十字架
[00:08:34.280 --> 00:08:36.300]  但是祂接近上十字架
[00:08:36.300 --> 00:08:38.760]  在《赫西瑪利元》去禱告的時候
[00:08:38.760 --> 00:08:42.440]  祂說「神啊 父啊 我已經榮耀祢的名」
[00:08:42.440 --> 00:08:44.540]  在祂去到耶路撒冷最後一個星期的時候
[00:08:44.540 --> 00:08:46.120]  祂也當眾說
[00:08:46.120 --> 00:08:49.740]  「父啊 我已經榮耀祢的名 願祢再榮耀」
[00:08:49.740 --> 00:08:54.400]  在主耶穌看到祂的人生的目標
[00:08:54.400 --> 00:08:56.100]  看到祂所走過的路
[00:08:56.100 --> 00:09:00.820]  所值得重視的就是神的榮耀
[00:09:00.820 --> 00:09:04.120]  弟兄姊妹 我不知道當你去想一想
[00:09:04.120 --> 00:09:08.600]  當你的人生 你走過的路
[00:09:08.600 --> 00:09:12.340]  你覺得有些什麼是值得給人去珍視
[00:09:12.340 --> 00:09:16.180]  值得人們去紀念的呢?
[00:09:16.180 --> 00:09:21.720]  我相信這一樣是非常值得我們去反省的
[00:09:21.720 --> 00:09:23.680]  希望我走過我的人生
[00:09:23.680 --> 00:09:24.640]  我自己跟自己說
[00:09:24.640 --> 00:09:26.140]  我希望我走過我的人生的時候
[00:09:26.140 --> 00:09:29.440]  回望回頭 或者別人看回我的時候
[00:09:29.440 --> 00:09:37.800]  這個人在他的生命當中 確是榮耀了神
[00:09:37.800 --> 00:09:40.300]  在他所過的日子當中
[00:09:40.300 --> 00:09:46.260]  確是一個追求去榮耀神 這樣過日子的人
[00:09:46.260 --> 00:09:48.820]  我不知道你渴不渴慕 想不想慕
[00:09:48.820 --> 00:09:50.300]  做一個這樣的人呢?
[00:09:50.300 --> 00:09:54.980]  我自己就是這樣的祈禱 我自己也是這樣的想慕
[00:09:54.980 --> 00:10:00.360]  接著下面 它說 願你的國光臨
[00:10:00.360 --> 00:10:02.640]  願你的國光臨
[00:10:02.640 --> 00:10:05.400]  沒錯 在2020年你真的發覺
[00:10:05.400 --> 00:10:12.580]  在人世間很多我們以前以為很一片光明的
[00:10:12.580 --> 00:10:17.280]  制度、國家的環境
[00:10:17.280 --> 00:10:20.560]  我們都覺得還不錯 雖然還沒有去到完美
[00:10:20.560 --> 00:10:22.620]  當然也有一段時間都不會完美
[00:10:22.620 --> 00:10:24.460]  也沒有一個世上的國家是完美的
[00:10:24.460 --> 00:10:26.960]  但是起碼美國這個國家都不錯
[00:10:26.960 --> 00:10:31.760]  每樣東西都算不錯的了
[00:10:31.760 --> 00:10:33.800]  但是在2020年的時候
[00:10:33.800 --> 00:10:37.980]  你就發覺很多很醜惡的事情發生
[00:10:37.980 --> 00:10:45.860]  人濫用他的自由 口罩也不肯戴
[00:10:45.860 --> 00:10:50.120]  諸如此類 你都知道發生什麼事了
[00:10:50.120 --> 00:10:54.280]  接著病毒又傳染 人們又繼續開派對
[00:10:54.280 --> 00:11:00.700]  諸如此類 又有國家的制度
[00:11:00.700 --> 00:11:10.700]  我們就覺得美國沒有什麼比一個合法的制度重要
[00:11:10.700 --> 00:11:17.140]  無論有些什麼我們靠著每人投票選舉就能夠公平公正的
[00:11:17.140 --> 00:11:20.040]  來推薦一個共同的目標
[00:11:20.040 --> 00:11:22.900]  你就發覺選舉都有這麼多問題
[00:11:22.900 --> 00:11:27.660]  現在好像整個民主的體系
[00:11:27.660 --> 00:11:30.400]  一個美國一個堂堂的民主大國
[00:11:30.400 --> 00:11:33.640]  現在竟然選舉因為舞弊的原因
[00:11:33.640 --> 00:11:38.280]  就繼續在爭拗不斷
[00:11:38.280 --> 00:11:42.480]  那你說美國應該相信
[00:11:42.480 --> 00:11:51.760]  我們這個民主國家在困難 國家危難的時候
[00:11:51.760 --> 00:11:53.420]  人應該團結一致
[00:11:53.420 --> 00:11:59.140]  人應該大家一起守望相助
[00:11:59.140 --> 00:12:01.060]  你又發覺不是的
[00:12:01.060 --> 00:12:09.920]  現在2020年的國家的分裂比以前很多的時代更加大的分裂
[00:12:09.920 --> 00:12:16.880]  有人說現在差不多去到南北戰爭邊緣那種的對峙和分裂
[00:12:16.880 --> 00:12:22.200]  諸如此類 我不想說這麼多 但是你就發覺
[00:12:22.200 --> 00:12:28.240]  我們在一個世界的醜陋表露無遺的時間的時候
[00:12:28.240 --> 00:12:33.840]  正正就是讓我們想起我們是盼望神國的人
[00:12:33.840 --> 00:12:38.280]  我們需要盼望神的國 我們是盼望天國的
[00:12:38.280 --> 00:12:43.060]  這個是我們最終的盼望
[00:12:43.060 --> 00:12:45.520]  某一個的時代 某一個的國度
[00:12:45.520 --> 00:12:49.760]  某一個人間的政權是永存的
[00:12:49.760 --> 00:12:53.800]  也都沒有一個的國度可以比得上天國
[00:12:53.800 --> 00:12:56.560]  我們現在就是等候著天國
[00:12:56.560 --> 00:12:59.480]  所以在《肥納比書》那裏說
[00:12:59.480 --> 00:13:01.440]  我們是天上的國民
[00:13:01.440 --> 00:13:04.420]  沒錯 我們是地上的國家的國民
[00:13:04.420 --> 00:13:08.080]  是美國的國民 是不同的國家的國民
[00:13:08.080 --> 00:13:11.840]  但是我們也是天上的國民
[00:13:11.840 --> 00:13:14.640]  所以我們願你的國光臨
[00:13:14.640 --> 00:13:16.600]  看到這些醜陋的時候
[00:13:16.600 --> 00:13:21.580]  我們更加盼望神的國 那個是公義的國度
[00:13:21.580 --> 00:13:25.280]  是公義的日光可以照遍大地的國度
[00:13:25.280 --> 00:13:27.840]  可以光臨
[00:13:27.840 --> 00:13:29.960]  接著下面一句 他說
[00:13:29.960 --> 00:13:36.640]  「願祢的旨意行在地上 如同行在天上」
[00:13:36.640 --> 00:13:44.440]  神的旨意如行在天上是毫無疑問的
[00:13:44.440 --> 00:13:48.220]  神一吩咐天使、天君都會達成祂的旨意
[00:13:48.220 --> 00:13:52.080]  神的旨意在天上是暢通無阻
[00:13:52.080 --> 00:13:54.460]  這個是毫無疑問的
[00:13:54.460 --> 00:13:58.280]  但是你又問一個問題
[00:13:58.280 --> 00:14:04.880]  為何神的旨意在地上是有這麼多的阻滯呢?
[00:14:04.880 --> 00:14:07.620]  為何我們現在活在一個時代
[00:14:07.620 --> 00:14:15.580]  好像神的旨意根本是路路都不暢通呢?
[00:14:15.580 --> 00:14:18.360]  當我這樣去思想的時候
[00:14:18.360 --> 00:14:20.360]  這個土文就教導我們
[00:14:20.360 --> 00:14:24.060]  我們要禱告「願祢的旨意行在地上
[00:14:24.060 --> 00:14:26.300]  如同行在天上」的時候
[00:14:26.300 --> 00:14:33.400]  是否也教導我要去做一個遵行神旨意的人呢?
[00:14:33.400 --> 00:14:35.860]  神的旨意在天上之所以暢通無阻
[00:14:35.860 --> 00:14:38.240]  因為祂的旨意
[00:14:38.240 --> 00:14:42.000]  每一樣都是有祂的天使、天君來幫祂
[00:14:42.000 --> 00:14:44.660]  可以暢通無阻的達成
[00:14:44.660 --> 00:14:47.160]  但是今天在地上
[00:14:47.160 --> 00:14:52.940]  哪一個是神旨意的執行者呢?
[00:14:52.940 --> 00:14:55.160]  有天使在那裏做?
[00:14:55.160 --> 00:14:57.420]  那我不見得而已
[00:14:57.420 --> 00:14:59.660]  神地上旨意的執行者
[00:14:59.660 --> 00:15:02.560]  不是靠天使 是靠誰呢?
[00:15:02.560 --> 00:15:05.280]  是靠你和我
[00:15:05.280 --> 00:15:10.660]  當我去禱告「願祢的旨意行在地上如同行在天上」的時候
[00:15:10.660 --> 00:15:13.380]  其實另一方面
[00:15:13.380 --> 00:15:18.220]  換轉另一方面來說就是
[00:15:18.220 --> 00:15:20.100]  我禱告神
[00:15:20.100 --> 00:15:24.180]  我祈求我可以成為祢旨意的執行者
[00:15:24.180 --> 00:15:27.540]  我每天可以達成祢的旨意
[00:15:27.540 --> 00:15:30.480]  今天祢有什麼旨意在我的身邊
[00:15:30.480 --> 00:15:32.560]  在我的範圍之內要我完成的
[00:15:32.560 --> 00:15:34.960]  希望我可以完成到
[00:15:34.960 --> 00:15:40.740]  希望我可以在我身上暢通無阻的達成祢的旨意
[00:15:40.740 --> 00:15:42.640]  求神幫助我們弟兄姊妹
[00:15:42.640 --> 00:15:47.700]  今天在世界上為何很多神的計劃不能達成
[00:15:47.700 --> 00:15:51.220]  是不是我們基督徒 是不是我們自己
[00:15:51.220 --> 00:15:59.940]  其實都是成為了一個難阻神旨意的障礙呢?
[00:15:59.940 --> 00:16:01.480]  是不是很多時候
[00:16:01.480 --> 00:16:05.420]  當神的旨意和我們自己的意思來選擇的時候
[00:16:05.420 --> 00:16:09.060]  我們往往都不選擇神的旨意
[00:16:09.060 --> 00:16:10.180]  求神幫助我們
[00:16:10.180 --> 00:16:11.780]  希望我們每天這樣操練
[00:16:11.780 --> 00:16:13.300]  我們每天去禱告
[00:16:13.300 --> 00:16:16.100]  我們就是希望求神
[00:16:16.100 --> 00:16:19.920]  我的生命 我今天的日子
[00:16:19.920 --> 00:16:23.040]  可以完成祢的旨意
[00:16:23.040 --> 00:16:27.880]  祢的旨意要我去接觸什麼樣的人
[00:16:27.880 --> 00:16:29.220]  我願意去接觸
[00:16:29.220 --> 00:16:34.040]  祢的旨意叫我學習怎樣來施予關心
[00:16:34.040 --> 00:16:35.640]  我去學習施予關心
[00:16:35.640 --> 00:16:40.040]  祢的旨意教導我學習怎樣去放下自己
[00:16:40.040 --> 00:16:42.280]  怎樣去離開罪惡
[00:16:42.280 --> 00:16:45.520]  我願意放下自己離開罪惡
[00:16:45.520 --> 00:16:50.360]  祢的旨意教導我怎樣去完成
[00:16:50.360 --> 00:16:54.860]  在侍奉方面 在奉獻方面
[00:16:54.860 --> 00:16:56.880]  完成神祢的計劃
[00:16:56.880 --> 00:16:59.700]  我願意一同的參與
[00:16:59.700 --> 00:17:02.240]  求神幫助我們每天
[00:17:02.240 --> 00:17:04.780]  真的成為去放下自己
[00:17:04.780 --> 00:17:09.180]  進行神旨意的執行者
[00:17:09.180 --> 00:17:13.520]  接著下一句就說
[00:17:13.520 --> 00:17:18.180]  我們日用的飲食 今日賜給我們
[00:17:18.180 --> 00:17:21.000]  我相信在2020年的時候
[00:17:21.000 --> 00:17:23.380]  當這些環境的改變
[00:17:23.380 --> 00:17:28.140]  可能實在在經濟上面
[00:17:28.140 --> 00:17:34.320]  在生活方面都帶給一些人相當的困難
[00:17:34.320 --> 00:17:36.720]  一部份的人有些困難
[00:17:36.720 --> 00:17:39.600]  而事實上去擔心飲食
[00:17:39.600 --> 00:17:43.520]  這不是單單飲食的意思 這麼狹窄的
[00:17:43.520 --> 00:17:47.920]  其實就是說到今生各樣的需要
[00:17:47.920 --> 00:17:50.360]  可能你的需要 你的飲食
[00:17:50.360 --> 00:17:55.040]  未必真是在說下一餐吃些什麼
[00:17:55.040 --> 00:17:56.720]  可能你擔心的東西
[00:17:56.720 --> 00:17:59.380]  可能是你的安全
[00:17:59.380 --> 00:18:04.240]  可能是你子女的教育
[00:18:04.240 --> 00:18:07.240]  可能是你家庭當中
[00:18:07.240 --> 00:18:10.500]  各樣所面對的挑戰
[00:18:10.500 --> 00:18:16.760]  諸如此類 這裡就是說到今生的需要
[00:18:16.760 --> 00:18:21.180]  今生各樣我們人之所以為人
[00:18:21.180 --> 00:18:25.500]  各樣的東西的需要
[00:18:25.500 --> 00:18:31.080]  而這個絕對不是神不關心的
[00:18:31.080 --> 00:18:32.440]  有些人有個錯覺
[00:18:32.440 --> 00:18:37.280]  以為神不關心我們在世界上的需要
[00:18:37.280 --> 00:18:40.820]  神只是關心我們屬靈的
[00:18:40.820 --> 00:18:44.760]  如果你有這樣的想法 你就錯了
[00:18:44.760 --> 00:18:48.720]  神一樣是好像我們真正的爸爸一樣
[00:18:48.720 --> 00:18:50.540]  他關心你的心靈健康
[00:18:50.540 --> 00:18:52.480]  也都關心你的屬靈健康
[00:18:52.480 --> 00:18:55.800]  同樣也都關心你的身體需要
[00:18:55.800 --> 00:18:56.980]  如果我作為一個爸爸
[00:18:56.980 --> 00:18:58.520]  我只是關心我的女兒
[00:18:58.520 --> 00:19:01.880]  她的心靈有沒有健康發展
[00:19:01.880 --> 00:19:04.200]  但是我不關心她夠不夠吃
[00:19:04.200 --> 00:19:07.260]  穿得夠不夠衣服
[00:19:07.260 --> 00:19:10.700]  這樣不正常
[00:19:10.700 --> 00:19:12.800]  反過來也都當然是
[00:19:12.800 --> 00:19:14.400]  很多中國人的父母
[00:19:14.400 --> 00:19:16.040]  反過來只關心她夠不夠吃
[00:19:16.040 --> 00:19:17.940]  夠不夠錢花 夠不夠衣服穿
[00:19:17.940 --> 00:19:20.160]  但是又不關心她心靈的需要
[00:19:20.160 --> 00:19:22.200]  這樣也都不對
[00:19:22.200 --> 00:19:24.400]  但是我們的神同樣都是關心
[00:19:24.400 --> 00:19:27.120]  我們即使是地上的需要
[00:19:27.120 --> 00:19:29.660]  神是關心的
[00:19:29.660 --> 00:19:33.860]  有時你去擔心你地上的需要
[00:19:33.860 --> 00:19:38.280]  你可以將你的需要帶到神面前
[00:19:38.280 --> 00:19:40.640]  我聽過有些基督徒說
[00:19:40.640 --> 00:19:42.560]  我都不是很好意思求
[00:19:42.560 --> 00:19:48.480]  我工作現在的環境不是很好
[00:19:48.480 --> 00:19:51.560]  但是我家庭又有經濟的需要
[00:19:51.560 --> 00:19:53.800]  其實前面那個職位
[00:19:53.800 --> 00:19:56.080]  我很想申請希望可以升職的
[00:19:56.080 --> 00:19:59.040]  我都照樣申請的
[00:19:59.040 --> 00:20:01.660]  但我都不好意思在祈禱當中求神給我成功
[00:20:01.660 --> 00:20:02.920]  因為好像很嗜賄
[00:20:02.920 --> 00:20:06.480]  好像很貪錢
[00:20:06.480 --> 00:20:08.480]  希望我為了要升職
[00:20:08.480 --> 00:20:10.840]  要求神幫我成功
[00:20:10.840 --> 00:20:15.600]  但是有時有些事我們都不需要這樣想
[00:20:15.600 --> 00:20:16.940]  你所想的就是
[00:20:16.940 --> 00:20:19.200]  神關心你每一樣的需要
[00:20:19.200 --> 00:20:21.440]  當然如果是出於你的貪心
[00:20:21.440 --> 00:20:26.340]  出於你的慾望是想擁有更多
[00:20:26.340 --> 00:20:27.920]  這些是你的私慾而來的
[00:20:27.920 --> 00:20:31.700]  當然你這樣求神也不會聽你的
[00:20:31.700 --> 00:20:33.960]  但是如果你真的有這樣的需要
[00:20:33.960 --> 00:20:34.840]  神是會聽的
[00:20:34.840 --> 00:20:37.200]  我記得在之前
[00:20:37.200 --> 00:20:38.720]  我當然是很久之前了
[00:20:38.720 --> 00:20:39.620]  我還沒有做牧師之前
[00:20:39.620 --> 00:20:45.420]  有一段時間我工作那裏遇到非常忙
[00:20:45.420 --> 00:20:48.880]  令到我的回教會的侍奉、生活
[00:20:48.880 --> 00:20:52.140]  都遇到一些困難
[00:20:52.140 --> 00:20:53.680]  那時候我都在祈禱
[00:20:53.680 --> 00:20:57.960]  「神啊,你會不會讓我換到一份工作呢?」
[00:20:57.960 --> 00:20:59.560]  我為這些事情祈禱
[00:20:59.560 --> 00:21:02.300]  神就很奇妙地開路
[00:21:02.300 --> 00:21:03.860]  我們日用的需要
[00:21:03.860 --> 00:21:05.640]  我們日用的飲食
[00:21:05.640 --> 00:21:07.940]  神會賜給我們
[00:21:07.940 --> 00:21:10.200]  我們不需要為自己擔心
[00:21:10.200 --> 00:21:12.600]  主通文前面那幾樣
[00:21:12.600 --> 00:21:15.000]  祂是先教我們的
[00:21:15.000 --> 00:21:16.620]  我們要關顧神的榮耀
[00:21:16.620 --> 00:21:19.260]  我們追求神的國
[00:21:19.260 --> 00:21:22.820]  我們去遵循神的旨意
[00:21:22.820 --> 00:21:24.520]  當這樣之下
[00:21:24.520 --> 00:21:26.100]  我們日用的需要
[00:21:26.100 --> 00:21:27.300]  神是會顧念
[00:21:27.300 --> 00:21:31.300]  正如主耶穌在《馬太福音》裏說
[00:21:31.300 --> 00:21:35.340]  你們要先求神的國和先求神的義
[00:21:35.340 --> 00:21:37.560]  你們先求神的國和祂的義
[00:21:37.560 --> 00:21:39.240]  你們所需要的一切
[00:21:39.240 --> 00:21:42.560]  我會加添給你們
[00:21:42.560 --> 00:21:45.260]  天父是顧念我們
[00:21:45.260 --> 00:21:50.020]  更加這裏講到「今日賜給我們」
[00:21:50.020 --> 00:21:53.860]  「今日賜給我們」是甚麼意思呢?
[00:21:53.860 --> 00:21:56.120]  意思是祂不會給多
[00:21:56.120 --> 00:21:58.780]  也不會給少
[00:21:58.780 --> 00:22:01.160]  求神都是教導我們
[00:22:01.160 --> 00:22:02.660]  在禱告的時候
[00:22:02.660 --> 00:22:03.880]  我們日用的飲食
[00:22:03.880 --> 00:22:05.600]  今日賜給我們的時候
[00:22:05.600 --> 00:22:08.760]  我們不需要為今天的生活擔憂
[00:22:08.760 --> 00:22:10.040]  因為我們今天的需要
[00:22:10.040 --> 00:22:11.900]  祂一定會給我的
[00:22:11.900 --> 00:22:15.140]  我不需要自己擔心
[00:22:15.140 --> 00:22:16.700]  我記得我最初出來讀的時候
[00:22:16.700 --> 00:22:22.000]  我也講過有一個見證
[00:22:22.000 --> 00:22:23.260]  就是我那時候也考慮
[00:22:23.260 --> 00:22:25.760]  因為我讀神學的時候
[00:22:25.760 --> 00:22:29.180]  我自己其實也在工作那裏一直存錢
[00:22:29.180 --> 00:22:30.540]  知道將來會讀神學
[00:22:30.540 --> 00:22:31.760]  但是也有些擔心
[00:22:31.760 --> 00:22:32.940]  將來辭了一份工
[00:22:32.940 --> 00:22:35.680]  然後去讀神學有沒有收入
[00:22:35.680 --> 00:22:37.040]  諸如此類的時候
[00:22:37.040 --> 00:22:38.480]  我看過有一個姐妹
[00:22:38.480 --> 00:22:39.940]  她是一個神學生的見證
[00:22:39.940 --> 00:22:41.440]  那時候我還沒有讀神學
[00:22:41.440 --> 00:22:43.340]  但是她的見證很鼓勵到我
[00:22:43.340 --> 00:22:45.660]  她說那時候她就考慮
[00:22:45.660 --> 00:22:49.340]  糟了 我讀神學沒錢交學費怎麼辦呢?
[00:22:49.340 --> 00:22:51.020]  但是她禱告的時候
[00:22:51.020 --> 00:22:52.060]  神就跟她說
[00:22:52.060 --> 00:22:53.540]  神就提醒她
[00:22:53.540 --> 00:22:55.140]  孩子呀
