
[00:00:00.000 --> 00:00:02.740]  我想只要你在教會一段時間,
[00:03:45.940 --> 00:03:48.660]  有時候是好像活動多了一點,
[00:03:48.660 --> 00:03:50.740]  好像也是忙碌了一點。
[00:03:50.740 --> 00:03:54.060]  在我們教會的活動,好像一個又接一個。
[00:03:54.060 --> 00:03:58.300]  有時候你在教會的服事會對別人不大滿意,
[00:03:58.300 --> 00:04:01.220]  甚至對教會也不大滿意。
[00:04:01.220 --> 00:04:04.660]  但我要告訴你,這是很正常的。
[00:04:04.660 --> 00:04:08.780]  你們,跟你們說這很正常啦。
[00:04:08.780 --> 00:04:11.220]  因爲我們都不完全嘛。
[00:04:11.220 --> 00:04:14.620]  但雖然如此,求神幫助我們,
[00:04:14.620 --> 00:04:20.020]  讓我們的心不是隻停留在委屈跟抱怨的光景裏面,
[00:04:20.020 --> 00:04:21.980]  而像保羅一樣嘛。
[00:04:21.980 --> 00:04:24.340]  無論是怎麼樣一種情況,
[00:04:24.340 --> 00:04:27.100]  常常紀念別人的好處吧,
[00:04:27.100 --> 00:04:29.860]  常常看見神的恩典吧。
[00:04:29.860 --> 00:04:32.860]  第二點,其實當我們在生命和一同配搭,
[00:04:32.860 --> 00:04:35.060]  一同聚會的時候,我真的要告訴你,
[00:04:35.060 --> 00:04:37.820]  我們教會真的是有一批非常好的童工團隊。
[00:04:37.820 --> 00:04:39.940]  Amen? Hallelujah!
[00:04:39.940 --> 00:04:42.380]  我走遍這麼多地方,我也要告訴你,
[00:04:42.380 --> 00:04:45.980]  生命和真的是一個很好的教會。
[00:04:45.980 --> 00:04:50.580]  Amen!
[00:04:50.580 --> 00:04:53.980]  真的是要,爲了這些我們要獻上感謝。
[00:04:53.980 --> 00:04:56.660]  你們心中就有喜樂。
[00:04:56.660 --> 00:05:00.780]  第二個,我們看見是靠主而得的喜樂。
[00:05:00.780 --> 00:05:04.540]  跟你媽說,靠主而得的喜樂。
[00:05:04.540 --> 00:05:08.780]  保羅在第四節說,你們要靠主常常喜樂。
[00:05:08.780 --> 00:05:12.020]  我再說,你們要喜樂。
[00:05:12.020 --> 00:05:15.780]  靠主,這是第二個很重要的祕訣。
[00:05:15.780 --> 00:05:17.180]  爲什麼要靠主呢?
[00:05:17.180 --> 00:05:22.500]  因爲事實上只有主纔是我們喜樂的源頭嘛。
[00:05:22.500 --> 00:05:25.940]  所以你的眼目不要一天到晚只看見人,
[00:05:25.940 --> 00:05:28.580]  期望人能夠滿足你。
[00:05:28.580 --> 00:05:30.940]  你的眼目也不要只看見環境,
[00:05:30.940 --> 00:05:34.620]  期待環境能夠帶給你喜樂。
[00:05:34.620 --> 00:05:36.540]  其實真正叫我們喜樂的,
[00:05:36.540 --> 00:05:39.500]  你要知道還是主他自己嘛。
[00:05:39.500 --> 00:05:42.220]  就算環境不如意,
[00:05:42.220 --> 00:05:46.460]  就算沒有一件事情按照你的期望在發生,
[00:05:46.460 --> 00:05:50.020]  就算你周圍的人都叫你失望,
[00:05:50.020 --> 00:05:52.300]  但對我們服侍神的人,
[00:05:52.300 --> 00:05:54.940]  我們真的要學習保羅所說的一句話,
[00:05:54.940 --> 00:05:57.780]  在菲利比書第一章十八節,
[00:05:57.780 --> 00:05:59.780]  他說什麼呢?一同來唸吧。
[00:05:59.780 --> 00:06:03.980]  這有何妨呢?或是假意?或是真心?
[00:06:03.980 --> 00:06:07.300]  無論怎樣,基督究竟被傳開了,
[00:06:07.300 --> 00:06:11.100]  爲此我就歡喜,並且還要歡喜。
[00:06:11.100 --> 00:06:14.740]  你看保羅的心胸何等的廣啊!
[00:06:14.740 --> 00:06:16.700]  無論怎麼樣啦,
[00:06:16.700 --> 00:06:19.260]  但是隻要基督被傳開了,
[00:06:19.260 --> 00:06:20.940]  我就有喜樂嘛!
[00:06:20.940 --> 00:06:24.740]  而且是大大才要歡喜,極大的喜樂。
[00:06:24.740 --> 00:06:29.300]  因爲知道我們所侍奉的是主自己嘛!
[00:06:29.300 --> 00:06:34.220]  爲了主就有喜樂,靠主就有喜樂嘛!
[00:06:34.220 --> 00:06:35.860]  怎麼樣能夠靠主喜樂呢?
[00:06:35.860 --> 00:06:37.340]  你一定要明白兩件事情。
[00:06:37.340 --> 00:06:41.980]  第一個,你一定要明白我們的獎賞是從神而來。
[00:06:41.980 --> 00:06:45.700]  給你保證我們的賞賜是從神而來。
[00:06:45.700 --> 00:06:48.620]  我們的獎賞不是從人而來的嘛!
[00:06:48.620 --> 00:06:51.020]  所以你爲什麼期待人呢?
[00:06:51.020 --> 00:06:52.180]  你要知道做一個基督徒,
[00:06:52.180 --> 00:06:56.780]  我們真正的獎賞是從神而來,Amen!
[00:06:56.780 --> 00:07:01.500]  我們生命當中真正的觀衆不是我們旁邊的人,
[00:07:01.500 --> 00:07:03.700]  而是我們的神嘛!
[00:07:03.700 --> 00:07:06.860]  有一次我看到一個電視的影片,
[00:07:06.860 --> 00:07:10.500]  它特別講到足球賽的第二天,
[00:07:10.500 --> 00:07:13.420]  就講到打完足球賽其實第二天是最忙碌的,
[00:07:13.420 --> 00:07:14.700]  對球隊來講。
[00:07:14.700 --> 00:07:19.420]  因爲第二天教練就要把球員召聚在一起,
[00:07:19.420 --> 00:07:22.300]  重播昨天的賽程,
[00:07:22.300 --> 00:07:25.740]  然後教練就講解昨天你們打得怎麼樣,
[00:07:25.740 --> 00:07:28.100]  打得好與不好。
[00:07:28.100 --> 00:07:32.100]  我就看見在那個時刻所有的球員聚精會神,
[00:07:32.100 --> 00:07:35.460]  聽那個教練所說的每一句話,
[00:07:35.460 --> 00:07:38.380]  我就開始明白對那些球員來講,
[00:07:38.380 --> 00:07:43.140]  真正的觀衆從來不是在場上四萬五萬的那些觀衆,
[00:07:43.140 --> 00:07:44.340]  都不是。
[00:07:44.340 --> 00:07:47.420]  對球員來講真正的觀衆只有一個,
[00:07:47.420 --> 00:07:49.540]  就是他們的教練。
[00:07:49.540 --> 00:07:52.060]  我也就明白做基督徒也是這樣,
[00:07:52.060 --> 00:07:53.700]  對我們基督徒來講,
[00:07:53.700 --> 00:07:57.620]  真正我們的觀衆並不是我們身旁周圍的人,
[00:07:57.620 --> 00:07:59.580]  也許別人會對我們讚賞,
[00:07:59.580 --> 00:08:01.860]  也許別人會對我們有吹噓的聲音,
[00:08:01.860 --> 00:08:03.860]  但是這又何妨呢?
[00:08:03.860 --> 00:08:05.900]  真正在神面前,
[00:08:05.900 --> 00:08:10.340]  在我們看見站在神面前審判我們的是神自己嗎?
[00:08:10.340 --> 00:08:11.980]  不是這些人。
[00:08:11.980 --> 00:08:16.140]  真正瞭解我們一生的道路走得好與不好,
[00:08:16.140 --> 00:08:19.860]  忠心良善與否是在乎神自己嗎?
[00:08:19.860 --> 00:08:20.580]  Amen?
[00:08:20.580 --> 00:08:24.980]  你一定要明白我們的獎賞是從神而來,
[00:08:24.980 --> 00:08:28.660]  所以才能夠靠住,才能夠有喜樂。
[00:08:28.660 --> 00:08:30.220]  第二個你要明白什麼?
[00:08:30.220 --> 00:08:34.380]  你要明白神人坐在寶座上仍然掌權。
[00:08:34.380 --> 00:08:40.060]  跟你的朋友說,他人坐在寶座上仍然掌權,跟他說。
[00:08:40.060 --> 00:08:42.460]  你要知道上帝今天人坐在寶座上,
[00:08:42.460 --> 00:08:45.940]  不用失望,不要爲這個世代環境失望。
[00:08:45.940 --> 00:08:48.860]  神人坐在寶座上嘛,
[00:08:48.860 --> 00:08:52.700]  他仍然是那位可以爲我們開路的神嘛,
[00:08:52.700 --> 00:08:55.420]  他今天仍然爲我們在曠野開道路,
[00:08:55.420 --> 00:08:58.660]  在沙漠開江河,Amen?
[00:08:58.660 --> 00:09:04.860]  事實上唯有神自己纔是我們真正的喜樂的源頭啦。
[00:09:04.860 --> 00:09:10.020]  世界上的全員都會叫你越喝越渴的啦,
[00:09:10.020 --> 00:09:16.300]  只有主說,他的活水能夠叫我們永遠不渴,Amen?
[00:09:16.300 --> 00:09:19.580]  當你真的明白獎賞從神而來,
[00:09:19.580 --> 00:09:23.860]  他人坐在寶座上,他仍然能爲你開路的時候,
[00:09:23.860 --> 00:09:25.980]  那無論環境是如何,
[00:09:25.980 --> 00:09:31.500]  我們就能夠靠着主,心中還是有喜樂,Amen?
[00:09:31.500 --> 00:09:34.700]  第三個祕訣,是禱告交託的喜樂。
[00:09:34.700 --> 00:09:38.900]  跟你媽說,禱告交託的喜樂。
[00:09:38.900 --> 00:09:41.620]  第六節保祿說,應當一無掛慮,
[00:09:41.620 --> 00:09:46.940]  只要凡事接着禱告祈求感謝,將你們所要的告訴神。
[00:09:46.940 --> 00:09:52.260]  神所賜出人意外的平安,必要在基督裏保守你們心懷意念,Amen?
[00:09:52.260 --> 00:09:55.060]  這些聲音太寶貴,你應該把它背下來,Amen?
[00:09:55.060 --> 00:09:58.740]  我真的應該把它背下來,我已經背了,背難受了。
[00:09:58.740 --> 00:10:02.820]  那你說,難道基督徒就不會憂慮嗎?
[00:10:02.820 --> 00:10:07.820]  當然不是,只要是個人,一定會憂慮,我告訴你。
[00:10:07.820 --> 00:10:13.020]  爲什麼?因爲我們智慧有限,能力有限,
[00:10:13.020 --> 00:10:17.740]  我們人生的前途從來不是在我們自己掌握當中。
[00:10:17.740 --> 00:10:21.740]  雖然有多少的勵志的書告訴你,
[00:10:21.740 --> 00:10:25.380]  雖然有多少流行歌曲也告訴你,
[00:10:25.380 --> 00:10:28.580]  說我們可以掌握自己的人生,
[00:10:28.580 --> 00:10:33.900]  但我告訴你,當苦難一來,病痛一來,
[00:10:33.900 --> 00:10:39.460]  終究你發現你的人生根本不在你自己掌握當中。
[00:10:39.460 --> 00:10:43.140]  所以作爲一個人,一定會憂慮。
[00:10:43.140 --> 00:10:46.980]  但對基督徒來講,當我們在憂慮的時候,
[00:10:46.980 --> 00:10:52.300]  起碼我們可以做一件事情,這講得很清楚。
[00:10:52.300 --> 00:10:56.300]  什麼事情呢?禱告嘛,禱告。
[00:10:56.300 --> 00:11:00.780]  所以有一本英文聖經翻譯這節聖經,翻譯得非常好。
[00:11:00.780 --> 00:11:02.020]  那英文翻譯說,
[00:11:02.020 --> 00:11:07.540]  Worry about nothing, but pray about everything.
[00:11:07.540 --> 00:11:11.380]  好不好啊?真的好,我們都講了這麼短的。
[00:11:11.380 --> 00:11:15.980]  Worry about nothing, but pray about everything.
[00:11:15.980 --> 00:11:18.300]  不要爲任何事情憂慮,
[00:11:18.300 --> 00:11:24.980]  但是要把每一件事情藉着禱告帶到神的面前來。
[00:11:24.980 --> 00:11:30.780]  因爲知道我們的神是一位顧念我們的神嘛。
[00:11:30.780 --> 00:11:35.420]  Dr.Koshi是我們所支持印度信心神學院的院長,
[00:11:35.420 --> 00:11:40.100]  他每次到我們中間,他一定講這件事情。
[00:11:40.100 --> 00:11:43.820]  他說,今天我們真的來到神的面前,
[00:11:43.820 --> 00:11:47.540]  要知道上帝是顧念我們的神。
[00:11:47.540 --> 00:11:51.700]  他顧念我們,因爲他知道我們的需要。
[00:11:51.700 --> 00:11:56.700]  他就常常講說,神不但知道我們需要什麼,
[00:11:56.700 --> 00:12:00.060]  而且他知道我們需要多少,
[00:12:00.060 --> 00:12:03.740]  甚至知道我們什麼時候需要,Hallelujah!
[00:12:03.740 --> 00:12:08.660]  他不但知道我們需要什麼,也知道我們需要多少,
[00:12:08.660 --> 00:12:11.620]  甚至知道我們什麼時候需要。
[00:12:11.620 --> 00:12:17.380]  神永遠按照他的時候親自來供應我們,Amen!
[00:12:17.380 --> 00:12:20.540]  也許他的時候跟你所想的時候不大一樣,
[00:12:20.540 --> 00:12:22.940]  這是爲什麼你憂慮的原因。
[00:12:22.940 --> 00:12:25.620]  雖然他的時候不見得是你的時候,
[00:12:25.620 --> 00:12:28.180]  但神永遠按照他的時候,
[00:12:28.180 --> 00:12:30.060]  他的時候也許不早也不晚,
[00:12:30.060 --> 00:12:32.580]  他的時候剛剛好,Amen!
[00:12:32.580 --> 00:12:35.700]  跟你們好像說神的時候剛剛好。
[00:12:35.700 --> 00:12:39.020]  所以有人說我們的神是一位準時的神嘛。
[00:12:39.020 --> 00:12:43.420]  當你在等候很焦急,充滿憂慮的時候,
[00:12:43.420 --> 00:12:46.500]  其實在神的時候不早也不晚,
[00:12:46.500 --> 00:12:53.460]  按照他的時候,他要親自成就一切超過你所求所想的,Amen!
[00:12:53.460 --> 00:12:56.780]  所以第三個,禱告交託的喜樂。
[00:12:56.780 --> 00:13:00.620]  第四個喜樂,思念美事的喜樂。
[00:13:00.620 --> 00:13:04.700]  跟你們好像說思念美事的喜樂。
[00:13:04.700 --> 00:13:07.060]  第八節,你看見保羅在這裏勸明,
[00:13:07.060 --> 00:13:09.340]  我們就要思念一切的美事,
[00:13:09.340 --> 00:13:14.540]  凡是真實的、可敬的、公益的、清潔的、可愛的、有美名的,
[00:13:14.540 --> 00:13:19.060]  若有什麼德行,若有什麼稱讚,這些事都要思念。
[00:13:19.060 --> 00:13:21.180]  換句話說,做一個基督徒,
[00:13:21.180 --> 00:13:25.140]  我們需要爲我們所思想的來選擇,
[00:13:25.140 --> 00:13:28.260]  爲我們的思想來做選擇。
[00:13:28.260 --> 00:13:33.260]  因爲你思想的方式一定影響你的生活。
[00:13:33.260 --> 00:13:39.340]  跟你們好像說,你思想的方式會影響你的生活的。
[00:13:39.340 --> 00:13:43.180]  第二節,今天發生在我們身上的每一件事情,
[00:13:43.180 --> 00:13:49.340]  其實我告訴你,都有好的一面,也有不好的一面。
[00:13:49.340 --> 00:13:52.180]  保羅在這裏的意思就是告訴我們,
[00:13:52.180 --> 00:13:56.860]  要永遠去思想那個美善的那一面。
[00:13:56.860 --> 00:14:01.660]  你知道很多人常常問我說,劉牧師,你怎麼那麼樂觀,永遠那麼樂觀呢?
[00:14:01.660 --> 00:14:04.620]  難道你沒有遇到過難處嗎?
[00:14:04.620 --> 00:14:07.820]  其實錯了,我當然遇到很多的難處。
[00:14:07.820 --> 00:14:13.540]  但是我告訴你,我永遠是會從好處來着想。
[00:14:13.540 --> 00:14:17.620]  因爲我告訴你,一個消極悲觀的人,
[00:14:17.620 --> 00:14:23.100]  他永遠會在機會的背後看見好多問題哦!
[00:14:23.100 --> 00:14:26.180]  可是一個積極樂觀的人,
[00:14:26.180 --> 00:14:31.900]  他永遠從問題的背後看見好多機會哦!
[00:14:31.900 --> 00:14:34.380]  請問你是哪一種人呢?
[00:14:34.380 --> 00:14:39.580]  你是在機會的背後看見好多問題的人呢?
[00:14:39.580 --> 00:14:43.340]  還是問題的背後看見好多機會的人呢?
[00:14:43.340 --> 00:14:45.980]  你是哪一種人呢?
[00:14:45.980 --> 00:14:49.740]  你說,在我的生活環境,我請問有沒有問題啊?
[00:14:49.740 --> 00:14:51.740]  當然有問題。
[00:14:51.740 --> 00:14:56.660]  我也會問你,在你生活每一件事,有沒有機會?當然有機會嘛!
[00:14:56.660 --> 00:15:03.180]  問題就在看你怎麼來看,問題就在你怎麼來思想。
[00:15:03.180 --> 00:15:08.580]  在教會里面也是一樣,每一個決定一定有好的一面,
[00:15:08.580 --> 00:15:11.260]  也有一個負代價的一面。
[00:15:11.260 --> 00:15:16.060]  Shakina Glory,多好,Glory,榮耀的聖殿,
[00:15:16.060 --> 00:15:22.140]  當然有負代價的一面,一千五百萬,有負代價的一面。
[00:15:22.140 --> 00:15:25.180]  就看你怎麼去看這些事情嘛!
[00:15:25.180 --> 00:15:29.420]  每一件事情都有好的一面,也有需要解決的一面。
[00:15:29.420 --> 00:15:32.020]  所以我常說在教會里面,
[00:15:32.020 --> 00:15:34.300]  當我們怎麼看教會的事情,
[00:15:34.300 --> 00:15:38.780]  大家一定要儘量的瞭解,不要儘量的誤解。
[00:15:38.780 --> 00:15:43.380]  跟你們要儘量瞭解,不要儘量誤解。
[00:15:43.380 --> 00:15:50.300]  不要往好處想,不要往壞處想,不要往好處想,不要往壞處想。
[00:15:50.300 --> 00:15:56.540]  我們看見思念美事,能夠讓你心胸寬廣,
[00:15:56.540 --> 00:16:02.900]  當你心胸寬廣,自然就能夠喜樂起來。
[00:16:02.900 --> 00:16:10.340]  第五個祕訣,得蒙幫助的喜樂,跟你們說得蒙幫助的喜樂。
[00:16:10.340 --> 00:16:13.740]  因爲師姐保羅說,我靠主大大喜樂,
[00:16:13.740 --> 00:16:16.540]  因爲你們思念我的心如今又發生。
[00:16:16.540 --> 00:16:23.620]  保羅之所以喜樂呢,是因爲有人想到他了,有人幫助他了。
[00:16:23.620 --> 00:16:31.260]  你知道我們人常常會忘記,也就是不記得別人對你的好處,
[00:16:31.260 --> 00:16:36.180]  可常常就只記得別人對不起你的地方,不是嗎?
[00:16:36.180 --> 00:16:40.820]  那其實不是每個人都對你不好的啦,Amen?
[00:16:40.820 --> 00:16:44.380]  跟你媽說不是每個人都對你不好,你跟她說不是。
[00:16:44.380 --> 00:16:52.060]  就算很多人不幫助你,但總有些人,或總有一個人,
[00:16:52.060 --> 00:16:55.180]  會在你需要的時候送杯涼水給你的,不是嗎?
[00:16:55.180 --> 00:16:58.700]  總是有一個,兩個,有一些人。
[00:16:58.700 --> 00:17:04.220]  我們就應當爲這些思念我們的人,幫助我們心存感。
[00:17:04.220 --> 00:17:07.020]  爲了有一個人幫助你,都應當喜樂。
[00:17:07.020 --> 00:17:10.940]  保羅在這,我靠主喜樂,因爲你們思念我了,
[00:17:10.940 --> 00:17:15.140]  你們幫助我,爲了你們,我就歡喜快樂。
[00:17:15.140 --> 00:17:20.020]  所以不要一天到晚埋怨別人都不來旁邊幫助你,
[00:17:20.020 --> 00:17:26.860]  反而你忘記了那些已經站在你旁邊幫助你的人啦,Amen?
[00:17:26.860 --> 00:17:29.980]  就好像有個故事講到一個主人請客嘛,
[00:17:29.980 --> 00:17:35.020]  有很多的人來了,但還有很多的客人沒有來,
[00:17:35.020 --> 00:17:40.060]  主人就說,怎麼那些該來的都沒來呢?
[00:17:40.060 --> 00:17:43.380]  那些站在那裏的人說,哦,該來的,那我們是不該來的咯,
[00:17:43.380 --> 00:17:46.500]  那我們趕快走吧,就走了一半了。
[00:17:46.500 --> 00:17:53.220]  那主人看一半走了就更着急,爲什麼那些不該走的都走了呢?
[00:17:53.220 --> 00:17:57.740]  那些留下來的人說,那我們是該走的,趕快走,全走光了。
[00:17:57.740 --> 00:18:02.140]  那很多人在你旁邊,被你一講全部走光了。
[00:18:02.140 --> 00:18:07.340]  多少時候我們人就是這樣,我們只看見爲什麼別人不來幫助我們,
[00:18:07.340 --> 00:18:10.740]  卻沒有看見很多人已經站在你旁邊了嗎?
[00:18:10.740 --> 00:18:13.420]  你爲什麼忽略了這麼多人在旁邊幫助你?
[00:18:13.420 --> 00:18:19.540]  特別是我告訴你,我們的家人們,是我們最容易忽略在旁邊幫助。
[00:18:19.540 --> 00:18:24.540]  已經站立這麼久,這麼多年在幫助,你都沒看見過。
[00:18:24.540 --> 00:18:29.500]  你現在滿意爲什麼沒有人幫助我,你看見很多人就在你旁邊嗎?
[00:18:29.500 --> 00:18:34.460]  爲了他們獻上感恩,爲了他們心中就有喜樂。
[00:18:34.460 --> 00:18:39.220]  你們要看重那些在你旁邊幫助你的。
[00:18:39.220 --> 00:18:46.580]  第六個喜樂的祕訣,要知足而得的喜樂,跟你媽說知足而得的喜樂。
[00:18:46.580 --> 00:18:52.460]  第十一節保羅說,無論在什麼情況都可以知足,這是我已經學會的。
[00:18:52.460 --> 00:18:57.460]  哇,原來知足不是自然而然就會有的。
[00:18:57.460 --> 00:19:01.940]  原來知足也不是隻要你親近神就會得到,不是。
[00:19:01.940 --> 00:19:06.460]  知足要學會的耶,怎麼能夠學會呢?
[00:19:06.460 --> 00:19:09.940]  兩件事情,第一個,你要常常數算神的恩典。
[00:19:09.940 --> 00:19:13.220]  跟你媽常常數算神的恩典。
[00:19:13.220 --> 00:19:17.900]  你記得有一次一個寡婦來找以麗莎要尋求幫助。
[00:19:17.900 --> 00:19:22.740]  以麗莎就問她一個問題,以麗莎說你家裏有什麼?
[00:19:22.740 --> 00:19:26.540]  很有意思,以麗莎沒有問她你家裏沒有什麼。
[00:19:26.540 --> 00:19:32.220]  如果講沒有什麼,哇,那我們是很長的清單了,好多東西都沒有。
[00:19:32.220 --> 00:19:37.740]  但以麗莎沒有說你沒有什麼,以麗莎說你家裏有什麼?
[00:19:37.740 --> 00:19:40.700]  很多時候我們人常常只看見我們所沒有的事情,
[00:19:40.700 --> 00:19:45.340]  卻忽略了看見神所已經給我們的東西嘛,Amen?
[00:19:45.340 --> 00:19:49.340]  就算,就算,你說我什麼都沒有,真的什麼都沒有,
[00:19:49.340 --> 00:19:52.940]  對一個基督來講,其實我們已經擁有很多恩典了。
[00:19:52.940 --> 00:19:57.060]  什麼恩典?第一個,我們有神啊,Amen?
[00:19:57.060 --> 00:20:00.540]  誒,你可知道有神是最大的恩典嗎?
[00:20:00.540 --> 00:20:02.340]  都不覺得這樣。
[00:20:02.340 --> 00:20:06.180]  你知道有神是最大的恩典嗎?Amen!
[00:20:06.180 --> 00:20:10.100]  只要有神,就有明天嘛!
[00:20:10.100 --> 00:20:12.940]  只要有神,就有盼望嘛!
[00:20:12.940 --> 00:20:15.860]  只要有神,就有無窮的機會嘛!
[00:20:15.860 --> 00:20:19.460]  無論這個世界怎麼抵擋我們,只要有神,
[00:20:19.460 --> 00:20:22.220]  我們就能夠找到出路嘛!Amen!
[00:20:22.220 --> 00:20:25.540]  有神是最大的恩典啊!
[00:20:25.540 --> 00:20:29.940]  你不但有神,你有神給你的生命,這麼寶貴的生命。
[00:20:29.940 --> 00:20:33.740]  在這個生命當中,我們能夠來認識神,
[00:20:33.740 --> 00:20:39.260]  享受神一切的恩典,享受上帝的愛,這是何等美好的事情。
[00:20:39.260 --> 00:20:44.780]  你不但有神的生命,而且你有家庭,神賜給你這麼美好的家庭。
[00:20:44.780 --> 00:20:48.620]  就算你說沒有家庭,你有個屬靈的大家庭啊!
[00:20:48.620 --> 00:20:53.540]  弟兄和睦同居,何等的美啊!Amen!
[00:20:53.540 --> 00:20:57.620]  當你看見神所給你一切的,你越數算神的恩典,
[00:20:57.620 --> 00:21:00.460]  你就越歡喜快樂!Amen!
