
[00:00:00.000 --> 00:00:05.000]  我們剛纔讀的這段經文就是耶穌在晚上
[00:07:02.000 --> 00:07:06.000]  可以說是一種完美的作品
[00:07:06.000 --> 00:07:10.000]  我們這裏每一個都是被神所挑選
[00:07:10.000 --> 00:07:12.000]  我們現在做一個動作
[00:07:12.000 --> 00:07:16.000]  看一看旁邊前後的那些
[00:07:16.000 --> 00:07:19.000]  看一看它
[00:07:19.000 --> 00:07:22.000]  你看到的那個就是神所創造的
[00:07:22.000 --> 00:07:25.000]  神所創造的
[00:07:25.000 --> 00:07:27.000]  當我們面對這些神所創造的
[00:07:27.000 --> 00:07:30.000]  可能每個人都心情不同
[00:07:30.000 --> 00:07:32.000]  又見到你
[00:07:32.000 --> 00:07:34.000]  可能又有人
[00:07:34.000 --> 00:07:36.000]  又見到你
[00:07:36.000 --> 00:07:38.000]  不同的
[00:07:38.000 --> 00:07:41.000]  但是我們都要存着一份感恩的心
[00:07:41.000 --> 00:07:43.000]  存着感恩的心
[00:07:43.000 --> 00:07:46.000]  見到那個又見到你
[00:07:46.000 --> 00:07:48.000]  眼睛都亮了
[00:07:48.000 --> 00:07:49.000]  另外一種人
[00:07:49.000 --> 00:07:51.000]  見到他都眼睛都亮了
[00:07:51.000 --> 00:07:54.000]  不用喫荔枝都已經三把火了
[00:07:54.000 --> 00:07:57.000]  有些是這樣的人
[00:07:57.000 --> 00:07:58.000]  我也是人
[00:07:58.000 --> 00:07:59.000]  我都很明白
[00:07:59.000 --> 00:08:01.000]  有些人一見到他
[00:08:01.000 --> 00:08:05.000]  荔枝怎麼這麼早熟
[00:08:05.000 --> 00:08:08.000]  不用喫都已經幾把火了
[00:08:08.000 --> 00:08:10.000]  又如何呢
[00:08:10.000 --> 00:08:11.000]  但是心去到想
[00:08:11.000 --> 00:08:13.000]  是神所創造的
[00:08:13.000 --> 00:08:15.000]  神所創造的
[00:08:15.000 --> 00:08:19.000]  不開心的都要讚美神
[00:08:19.000 --> 00:08:21.000]  完美的
[00:08:21.000 --> 00:08:22.000]  都是被神揀選的
[00:08:22.000 --> 00:08:25.000]  尤其是坐在這裏的每一個
[00:08:25.000 --> 00:08:28.000]  尤其是坐在這裏的每一個
[00:08:28.000 --> 00:08:30.000]  是不是存着一份感恩的心
[00:08:30.000 --> 00:08:33.000]  我今天有生命氣息坐在這裏
[00:08:33.000 --> 00:08:36.000]  旁邊那個也是
[00:08:36.000 --> 00:08:38.000]  你不喜歡的那個也是
[00:08:38.000 --> 00:08:39.000]  都在這裏
[00:08:39.000 --> 00:08:41.000]  被神所揀選
[00:08:41.000 --> 00:08:43.000]  所以今天在這裏
[00:08:43.000 --> 00:08:44.000]  坐在一起
[00:08:44.000 --> 00:08:47.000]  親近神和敬拜神
[00:08:47.000 --> 00:08:50.000]  一個被揀選的動作
[00:08:50.000 --> 00:08:53.000]  在彼得前書第二章九節
[00:08:53.000 --> 00:08:57.000]  有很多弟兄姊妹都會背
[00:08:57.000 --> 00:08:59.000]  這一節的經文
[00:08:59.000 --> 00:09:02.000]  是提醒我們身份是怎樣
[00:09:02.000 --> 00:09:04.000]  被揀選的人是怎樣的呢
[00:09:04.000 --> 00:09:06.000]  唯有你們是被揀選的族類
[00:09:06.000 --> 00:09:08.000]  是有君尊的祭司
[00:09:08.000 --> 00:09:09.000]  是聖潔的國度
[00:09:09.000 --> 00:09:11.000]  是屬神的子民
[00:09:11.000 --> 00:09:12.000]  要叫你們宣揚那
[00:09:12.000 --> 00:09:13.000]  召你們出黑暗
[00:09:13.000 --> 00:09:16.000]  入奇妙光明者的美德
[00:09:16.000 --> 00:09:19.000]  我們是君尊的祭司
[00:09:19.000 --> 00:09:21.000]  我們在聖潔的國度裏面
[00:09:21.000 --> 00:09:23.000]  去生活
[00:09:23.000 --> 00:09:25.000]  有什麼不開心都好
[00:09:25.000 --> 00:09:29.000]  都要知道自己是君尊的祭司
[00:09:29.000 --> 00:09:31.000]  旁邊那個也是
[00:09:31.000 --> 00:09:33.000]  彼此去學習
[00:09:33.000 --> 00:09:35.000]  去接納
[00:09:35.000 --> 00:09:37.000]  彼此去要知道
[00:09:37.000 --> 00:09:39.000]  他也是被神揀選
[00:09:39.000 --> 00:09:41.000]  揀選完之後
[00:09:41.000 --> 00:09:42.000]  耶穌拿完餅
[00:09:42.000 --> 00:09:43.000]  接着下來
[00:09:43.000 --> 00:09:46.000]  做什麼呢 祝祭
[00:09:46.000 --> 00:09:47.000]  祝祭
[00:09:47.000 --> 00:09:50.000]  這個動作在《馬太福音》
[00:09:50.000 --> 00:09:52.000]  《馬可福音》和《路加福音》
[00:09:52.000 --> 00:09:56.000]  都有講到祝祭的過程
[00:09:56.000 --> 00:09:58.000]  經文裏面也有講到
[00:09:58.000 --> 00:10:02.000]  耶穌祝祭的土文的內容是怎樣
[00:10:02.000 --> 00:10:04.000]  沒有寫到
[00:10:04.000 --> 00:10:06.000]  而這個動作
[00:10:06.000 --> 00:10:09.000]  在《五餅二魚》的記載裏面
[00:10:09.000 --> 00:10:12.000]  和在《路加福音》第24章
[00:10:12.000 --> 00:10:14.000]  耶穌和那兩個
[00:10:14.000 --> 00:10:17.000]  在二馬五師路上的兩個門徒
[00:10:17.000 --> 00:10:19.000]  一起喫飯的時候
[00:10:19.000 --> 00:10:21.000]  也是這樣的祝祭
[00:10:21.000 --> 00:10:23.000]  都是沒有詳細寫到
[00:10:23.000 --> 00:10:25.000]  禱告的內容
[00:10:25.000 --> 00:10:27.000]  似乎是
[00:10:27.000 --> 00:10:29.000]  耶穌只不過是合上嘴巴
[00:10:29.000 --> 00:10:31.000]  望着天也好
[00:10:31.000 --> 00:10:33.000]  望着食物也好
[00:10:33.000 --> 00:10:37.000]  來一個祝祭
[00:10:37.000 --> 00:10:39.000]  當然這個是最後晚餐
[00:10:39.000 --> 00:10:41.000]  這個祝祭對耶穌來說
[00:10:41.000 --> 00:10:44.000]  那個心情是十分之沉重
[00:10:44.000 --> 00:10:46.000]  喫完這一餐
[00:10:46.000 --> 00:10:50.000]  就要回到天父的身邊
[00:10:50.000 --> 00:10:55.000]  要經歷很多的苦難
[00:10:55.000 --> 00:10:59.000]  而門徒也是沒有任何的
[00:10:59.000 --> 00:11:02.000]  觀察到耶穌有什麼異樣
[00:11:02.000 --> 00:11:03.000]  如常的去買東西喫
[00:11:03.000 --> 00:11:04.000]  預備食物
[00:11:04.000 --> 00:11:06.000]  預備地方
[00:11:06.000 --> 00:11:12.000]  耶穌在這裏爲這些食物祝福
[00:11:12.000 --> 00:11:14.000]  很普通
[00:11:14.000 --> 00:11:16.000]  和我們一模一樣
[00:11:16.000 --> 00:11:19.000]  我們早午晚餐都是有祈禱的
[00:11:19.000 --> 00:11:21.000]  應該是這樣
[00:11:21.000 --> 00:11:23.000]  早午晚餐都有祈禱
[00:11:23.000 --> 00:11:27.000]  祈禱的禱文都是差不多的
[00:11:27.000 --> 00:11:29.000]  上個星期是父親節
[00:11:29.000 --> 00:11:32.000]  回家喫飯
[00:11:32.000 --> 00:11:35.000]  小女兒爲晚餐祝禱
[00:11:35.000 --> 00:11:37.000]  我聽聽
[00:11:37.000 --> 00:11:40.000]  今晚祈禱的內容
[00:11:40.000 --> 00:11:42.000]  和平時差不多
[00:11:42.000 --> 00:11:45.000]  趁她還沒有說奉主明求的時候
[00:11:45.000 --> 00:11:46.000]  就截住她
[00:11:46.000 --> 00:11:48.000]  多幾句
[00:11:48.000 --> 00:11:52.000]  她多了兩句
[00:11:52.000 --> 00:11:53.000]  第一句是
[00:11:53.000 --> 00:11:55.000]  感謝天父我們有天父
[00:11:55.000 --> 00:11:56.000]  第二句是什麼呢
[00:11:56.000 --> 00:11:59.000]  感謝天父我們有父親
[00:11:59.000 --> 00:12:00.000]  因爲兩個女兒
[00:12:00.000 --> 00:12:02.000]  我們有父親
[00:12:02.000 --> 00:12:04.000]  就是多了兩句
[00:12:04.000 --> 00:12:06.000]  很特別
[00:12:06.000 --> 00:12:08.000]  我們除了這些之外
[00:12:08.000 --> 00:12:11.000]  我們的祈禱有時候都很特別
[00:12:11.000 --> 00:12:14.000]  爲着摘偶
[00:12:14.000 --> 00:12:17.000]  求神給我們一個好的配偶
[00:12:17.000 --> 00:12:18.000]  爲我們的工作
[00:12:18.000 --> 00:12:22.000]  求主帶領我們有一個工作的環境
[00:12:22.000 --> 00:12:24.000]  如何爲主做見證
[00:12:24.000 --> 00:12:25.000]  去旅行
[00:12:25.000 --> 00:12:27.000]  如何爲我們的行程
[00:12:27.000 --> 00:12:30.000]  有一個很好的平安的去
[00:12:30.000 --> 00:12:32.000]  和平安的回
[00:12:32.000 --> 00:12:35.000]  或者是爲了我們的兒孫去禱告
[00:12:35.000 --> 00:12:37.000]  求神帶領他們
[00:12:37.000 --> 00:12:39.000]  來更加親近主
[00:12:39.000 --> 00:12:41.000]  這些可能是很特別
[00:12:41.000 --> 00:12:42.000]  或者我們的借飯
[00:12:42.000 --> 00:12:43.000]  其實有時候都不同
[00:12:43.000 --> 00:12:45.000]  生日的時候
[00:12:45.000 --> 00:12:47.000]  婚宴的時候
[00:12:47.000 --> 00:12:51.000]  我們的借飯都是有些不同的
[00:12:51.000 --> 00:12:56.000]  而這個借飯的過程裏面
[00:12:56.000 --> 00:12:59.000]  那個祝福我們是不知道
[00:12:59.000 --> 00:13:04.000]  但是我們有一個地方可以參考
[00:13:04.000 --> 00:13:09.000]  就是在《馬太福音》第25章
[00:13:09.000 --> 00:13:16.000]  講到主人按才幹分錢的比喻
[00:13:16.000 --> 00:13:19.000]  按才幹來分錢的比喻
[00:13:19.000 --> 00:13:22.000]  有五千、二千、一千
[00:13:22.000 --> 00:13:31.000]  這個主人就對五千和二千的這兩個僕人
[00:13:31.000 --> 00:13:35.000]  所賺回來的五千、二千來稱讚他們
[00:13:35.000 --> 00:13:38.000]  內容一模一樣
[00:13:38.000 --> 00:13:39.000]  經文這樣說
[00:13:39.000 --> 00:13:42.000]  好,你這又良善又忠心的僕人
[00:13:42.000 --> 00:13:45.000]  你在不多的事上有忠心
[00:13:45.000 --> 00:13:47.000]  我要把許多事派你管理
[00:13:47.000 --> 00:13:50.000]  可以儘量享受你主人的快樂
[00:13:50.000 --> 00:13:52.000]  兩個都是這樣的評語
[00:13:52.000 --> 00:13:55.000]  無多無少
[00:13:55.000 --> 00:13:59.000]  賺五千的那個就不會說
[00:13:59.000 --> 00:14:02.000]  那個主人的好的評語多一兩句
[00:14:02.000 --> 00:14:03.000]  醒他
[00:14:03.000 --> 00:14:04.000]  沒有的
[00:14:04.000 --> 00:14:08.000]  賺二千的那個又是這麼多
[00:14:08.000 --> 00:14:11.000]  有一個故事就是講到清朝的一個皇帝
[00:14:11.000 --> 00:14:13.000]  叫了一班的戲班
[00:14:13.000 --> 00:14:17.000]  來到宮殿皇宮裏面
[00:14:17.000 --> 00:14:19.000]  去演戲
[00:14:19.000 --> 00:14:21.000]  其中有一個就是演皇帝
[00:14:21.000 --> 00:14:23.000]  皇帝見完之後
[00:14:23.000 --> 00:14:24.000]  看完整齣戲之後
[00:14:24.000 --> 00:14:26.000]  就很開心了
[00:14:26.000 --> 00:14:30.000]  不如就叫這班的戲班
[00:14:30.000 --> 00:14:32.000]  來到御前去喫飯
[00:14:32.000 --> 00:14:34.000]  很高級的
[00:14:34.000 --> 00:14:39.000]  來到御前和皇帝一起去喫飯
[00:14:39.000 --> 00:14:43.000]  他們沒喫過這麼好喫的
[00:14:43.000 --> 00:14:45.000]  一路喫一路說好喫
[00:14:45.000 --> 00:14:47.000]  皇帝的東西當然好喫
[00:14:47.000 --> 00:14:49.000]  一路喫一路說好喫
[00:14:49.000 --> 00:14:51.000]  喫到很忘形了
[00:14:51.000 --> 00:14:55.000]  扮皇帝的那個就嘴多了
[00:14:55.000 --> 00:14:57.000]  接着就問皇帝
[00:14:57.000 --> 00:15:00.000]  皇上剛纔我演戲的時候
[00:15:00.000 --> 00:15:02.000]  演得好不好
[00:15:02.000 --> 00:15:06.000]  皇帝一聽到之後就立刻大怒
[00:15:06.000 --> 00:15:07.000]  立刻大怒
[00:15:07.000 --> 00:15:10.000]  叫旁邊的士兵捉了他出去
[00:15:10.000 --> 00:15:13.000]  去到武門用軍打
[00:15:13.000 --> 00:15:16.000]  捉了他出去打
[00:15:16.000 --> 00:15:19.000]  打到不停變成肉醬
[00:15:19.000 --> 00:15:24.000]  皇帝已經在御前和你一起喫飯
[00:15:24.000 --> 00:15:27.000]  還想有什麼好的評語呢
[00:15:27.000 --> 00:15:29.000]  最好的已經在這裏
[00:15:29.000 --> 00:15:31.000]  還想要什麼呢
[00:15:31.000 --> 00:15:32.000]  真是貪心
[00:15:32.000 --> 00:15:34.000]  多了一樣東西
[00:15:34.000 --> 00:15:38.000]  當有一天我們回到天家的時候
[00:15:38.000 --> 00:15:40.000]  天家的主人和我們說
[00:15:40.000 --> 00:15:42.000]  你這個有忠心有良善的僕人
[00:15:42.000 --> 00:15:45.000]  可以來到和我一起坐直
[00:15:45.000 --> 00:15:48.000]  我們還敢不敢說
[00:15:48.000 --> 00:15:50.000]  差幾句
[00:15:50.000 --> 00:15:51.000]  多幾句好不好
[00:15:51.000 --> 00:15:54.000]  我不知道後果是怎樣
[00:15:54.000 --> 00:15:55.000]  不過相信
[00:15:55.000 --> 00:15:58.000]  神在祂的角度
[00:15:58.000 --> 00:16:01.000]  祂給的任何東西都是最好的
[00:16:01.000 --> 00:16:04.000]  不需要再求什麼
[00:16:04.000 --> 00:16:06.000]  這個就是祝福
[00:16:06.000 --> 00:16:08.000]  我們這裏每一個都是被神祝福
[00:16:08.000 --> 00:16:10.000]  不單止是被神減損
[00:16:10.000 --> 00:16:12.000]  也是被神祝福
[00:16:12.000 --> 00:16:14.000]  當我們未信主的時候
[00:16:14.000 --> 00:16:15.000]  整個的世界觀
[00:16:15.000 --> 00:16:16.000]  人生觀
[00:16:16.000 --> 00:16:20.000]  或者是整個的價值觀
[00:16:20.000 --> 00:16:22.000]  都完全不同
[00:16:22.000 --> 00:16:24.000]  以前覺得不好的東西
[00:16:24.000 --> 00:16:26.000]  今天會見得好
[00:16:26.000 --> 00:16:29.000]  我也聽過一些見證
[00:16:29.000 --> 00:16:33.000]  以前爭生意爭得你死我活
[00:16:33.000 --> 00:16:36.000]  二本商人都敢死
[00:16:36.000 --> 00:16:38.000]  他這樣說
[00:16:38.000 --> 00:16:41.000]  信了耶穌之後算了
[00:16:41.000 --> 00:16:42.000]  賺得幾多
[00:16:42.000 --> 00:16:43.000]  賺完之後又不是這樣
[00:16:43.000 --> 00:16:46.000]  都是一圈一圈
[00:16:46.000 --> 00:16:50.000]  整個的人生觀都是完全不同
[00:16:50.000 --> 00:16:52.000]  我們就是拿着這一份
[00:16:52.000 --> 00:16:53.000]  因爲我們知道
[00:16:53.000 --> 00:16:55.000]  神給我們的祝福
[00:16:55.000 --> 00:16:58.000]  是一個永恆的祝福
[00:16:58.000 --> 00:17:01.000]  這個第二個動作完了之後
[00:17:01.000 --> 00:17:03.000]  第三個動作是什麼呢
[00:17:03.000 --> 00:17:09.000]  拿起餅,竹,射鳥,就拔開
[00:17:09.000 --> 00:17:11.000]  拔開
[00:17:11.000 --> 00:17:13.000]  拔開什麼呢
[00:17:13.000 --> 00:17:15.000]  拔開餅
[00:17:15.000 --> 00:17:17.000]  耶穌說這個餅是什麼
[00:17:17.000 --> 00:17:19.000]  就是我的身體
[00:17:19.000 --> 00:17:21.000]  耶穌說這個餅就是我的身體
[00:17:21.000 --> 00:17:23.000]  你想想你自己
[00:17:23.000 --> 00:17:26.000]  五馬分屍
[00:17:26.000 --> 00:17:28.000]  我就是這個身體
[00:17:28.000 --> 00:17:30.000]  五馬分屍
[00:17:30.000 --> 00:17:31.000]  那個情況是什麼
[00:17:31.000 --> 00:17:36.000]  十分之痛苦
[00:17:36.000 --> 00:17:38.000]  在我們信徒的生命裏面
[00:17:38.000 --> 00:17:40.000]  有很多不同的經歷
[00:17:40.000 --> 00:17:44.000]  有開心的時候
[00:17:44.000 --> 00:17:46.000]  也是有痛苦的時候
[00:17:46.000 --> 00:17:48.000]  有被尊重的時候
[00:17:48.000 --> 00:17:51.000]  也是有被人踩到扁的時候
[00:17:51.000 --> 00:17:53.000]  我們看看特首就知道了
[00:17:53.000 --> 00:17:56.000]  有抬得很高的時候
[00:17:56.000 --> 00:17:59.000]  也是被人踩到扁的時候
[00:17:59.000 --> 00:18:01.000]  除了她之外
[00:18:01.000 --> 00:18:04.000]  從事政治的一堆都是
[00:18:04.000 --> 00:18:07.000]  都是同樣的遭遇
[00:18:07.000 --> 00:18:10.000]  除了這些之外
[00:18:10.000 --> 00:18:12.000]  我們身體上
[00:18:12.000 --> 00:18:14.000]  有時候也會受到很多的痛苦
[00:18:14.000 --> 00:18:17.000]  現今有一種
[00:18:17.000 --> 00:18:19.000]  學術的名稱
[00:18:19.000 --> 00:18:21.000]  各位都很知道的
[00:18:21.000 --> 00:18:23.000]  就叫做情緒病
[00:18:23.000 --> 00:18:25.000]  這種情緒病
[00:18:25.000 --> 00:18:27.000]  不是我們被刀割
[00:18:27.000 --> 00:18:29.000]  被針刺
[00:18:29.000 --> 00:18:31.000]  被人刮兩巴那種肉體的痛楚
[00:18:31.000 --> 00:18:34.000]  被人打幾邊
[00:18:34.000 --> 00:18:37.000]  這些我們都很容易
[00:18:37.000 --> 00:18:40.000]  打完之後就算了
[00:18:40.000 --> 00:18:42.000]  過去了很快就沒事了
[00:18:42.000 --> 00:18:44.000]  但是情緒病不是
[00:18:44.000 --> 00:18:47.000]  會纏繞我們整個人的精神狀態
[00:18:47.000 --> 00:18:50.000]  甚至我們的靈魂和骨髓
[00:18:50.000 --> 00:18:53.000]  都會在這裏纏繞着我們
[00:18:53.000 --> 00:18:54.000]  我們可以因爲一些
[00:18:54.000 --> 00:18:56.000]  令我們不開心的事情
[00:18:56.000 --> 00:18:59.000]  睡不着
[00:18:59.000 --> 00:19:00.000]  我們被人打了一巴
[00:19:00.000 --> 00:19:02.000]  痛完就算了
[00:19:02.000 --> 00:19:05.000]  不過打了一巴之後的原因
[00:19:05.000 --> 00:19:08.000]  就令我們睡不着了
[00:19:08.000 --> 00:19:11.000]  這些心靈裏面
[00:19:11.000 --> 00:19:16.000]  好像被刀割的一種感受
[00:19:16.000 --> 00:19:18.000]  被打開
[00:19:18.000 --> 00:19:21.000]  一種撕碎
[00:19:21.000 --> 00:19:25.000]  一種破碎的一個過程
[00:19:25.000 --> 00:19:28.000]  大少林牧師很多人都很認識
[00:19:28.000 --> 00:19:31.000]  他在一次宣教培靈會里面
[00:19:31.000 --> 00:19:34.000]  分享過一次經歷
[00:19:34.000 --> 00:19:38.000]  他和家人去到豐開尋根
[00:19:38.000 --> 00:19:41.000]  去到豐開他就想着
[00:19:41.000 --> 00:19:44.000]  好像和其他的子女一樣
[00:19:44.000 --> 00:19:46.000]  拿着passport去到當地
[00:19:46.000 --> 00:19:50.000]  申請一些居留之旅
[00:19:50.000 --> 00:19:54.000]  一去到那些政府機構
[00:19:54.000 --> 00:19:57.000]  那些政府官員一看到他
[00:19:57.000 --> 00:20:02.000]  大少曾你出生在豐開
[00:20:02.000 --> 00:20:05.000]  你出生在豐開就是我們人的
[00:20:05.000 --> 00:20:07.000]  還用簽證
[00:20:07.000 --> 00:20:09.000]  他聽到這個消息就很開心
[00:20:09.000 --> 00:20:13.000]  令他更加開心的是什麼呢
[00:20:13.000 --> 00:20:17.000]  他可以拿到中國的身份證
