
[00:00:00.000 --> 00:00:02.000]  今日嘅題目係乜嘢呀
[00:02:37.000 --> 00:02:39.000]  願我眼淚汪汪
[00:02:39.000 --> 00:02:41.000]  我就被佢吸引住
[00:02:41.000 --> 00:02:43.000]  因為我一個小喊嘅人
[00:02:43.000 --> 00:02:46.000]  我好怕
[00:02:46.000 --> 00:02:48.000]  我好怕我唔懂得喊
[00:02:51.000 --> 00:02:54.000]  係因為我個心慢慢乾眼冷漠
[00:02:54.000 --> 00:02:56.000]  而我自己唔知道
[00:02:56.000 --> 00:02:58.000]  如果係咁
[00:02:58.000 --> 00:03:00.000]  我就危險
[00:03:00.000 --> 00:03:03.000]  耶利米斯先知喺猶太
[00:03:03.000 --> 00:03:05.000]  喺猶大國同埋以色列國
[00:03:05.000 --> 00:03:08.000]  未被滅亡嘅時候
[00:03:08.000 --> 00:03:10.000]  佢已經出咗世
[00:03:10.000 --> 00:03:13.000]  佢睇住以色列國
[00:03:13.000 --> 00:03:15.000]  被亞述滅咗
[00:03:15.000 --> 00:03:18.000]  佢喺猶太大國嘅時候
[00:03:18.000 --> 00:03:19.000]  神嘅心意
[00:03:19.000 --> 00:03:21.000]  神嘅說話淋到佢向
[00:03:21.000 --> 00:03:23.000]  以色列人去說話
[00:03:23.000 --> 00:03:24.000]  佢預言
[00:03:24.000 --> 00:03:26.000]  以色列要被巴比倫
[00:03:26.000 --> 00:03:28.000]  滅絕
[00:03:28.000 --> 00:03:30.000]  原因
[00:03:30.000 --> 00:03:32.000]  因為以色列人
[00:03:32.000 --> 00:03:34.000]  離棄咗耶和華
[00:03:34.000 --> 00:03:36.000]  拜偶像
[00:03:36.000 --> 00:03:38.000]  原因
[00:03:38.000 --> 00:03:41.000]  因為佢哋離棄耶和華嘅時候
[00:03:41.000 --> 00:03:42.000]  佢哋嘅道德
[00:03:42.000 --> 00:03:44.000]  一路嘅沒落
[00:03:44.000 --> 00:03:46.000]  而且
[00:03:46.000 --> 00:03:47.000]  佢哋
[00:03:47.000 --> 00:03:49.000]  投靠別國
[00:03:49.000 --> 00:03:52.000]  左飄右飄
[00:03:52.000 --> 00:03:54.000]  唔去依靠神
[00:03:54.000 --> 00:03:58.000]  但佢嗰時嘅訊息
[00:03:58.000 --> 00:04:00.000]  係不受歡迎
[00:04:00.000 --> 00:04:03.000]  冇一個國家
[00:04:03.000 --> 00:04:04.000]  鍾意有人講
[00:04:04.000 --> 00:04:06.000]  我哋就嚟被滅國啦
[00:04:06.000 --> 00:04:07.000]  我哋就嚟被滅國啦
[00:04:07.000 --> 00:04:09.000]  冇一個人願意聽耶利米斯講
[00:04:09.000 --> 00:04:10.000]  因為耶利米斯話
[00:04:10.000 --> 00:04:12.000]  當巴比倫嚟到嘅時候
[00:04:12.000 --> 00:04:14.000]  唔好反抗咁多啦
[00:04:14.000 --> 00:04:15.000]  你哋要被擄
[00:04:15.000 --> 00:04:17.000]  上帝會喺被擄之地
[00:04:17.000 --> 00:04:19.000]  會繼續賜福畀你哋
[00:04:19.000 --> 00:04:21.000]  不過呢個係上帝
[00:04:21.000 --> 00:04:22.000]  因為我哋離棄耶和華
[00:04:22.000 --> 00:04:23.000]  上帝嘅認罰
[00:04:23.000 --> 00:04:25.000]  呢啲係叛國嘅說話
[00:04:25.000 --> 00:04:27.000]  點可以有仗打嘅時候
[00:04:27.000 --> 00:04:30.000]  你叫我哋放棄抵抗
[00:04:30.000 --> 00:04:33.000]  所以無論係君王
[00:04:33.000 --> 00:04:34.000]  無論佢嘅親戚
[00:04:34.000 --> 00:04:35.000]  無論朋友
[00:04:35.000 --> 00:04:37.000]  無論佢嘅同胞
[00:04:37.000 --> 00:04:39.000]  都唔鍾意佢
[00:04:39.000 --> 00:04:44.000]  但呢個唔係佢眼淚汪汪嘅原因
[00:04:44.000 --> 00:04:46.000]  耶利米斯好特別
[00:04:46.000 --> 00:04:47.000]  喺聖經裏面
[00:04:47.000 --> 00:04:48.000]  耶利米斯係其中一個
[00:04:48.000 --> 00:04:50.000]  成日流眼淚嘅人
[00:04:50.000 --> 00:04:52.000]  所以耶利米斯之後
[00:04:52.000 --> 00:04:54.000]  有一個耶利米愛國
[00:04:54.000 --> 00:04:56.000]  因為佢成日流眼淚
[00:04:56.000 --> 00:05:01.000]  佢為到百姓流眼淚代求
[00:05:01.000 --> 00:05:04.000]  耶利米斯十四章第十七節
[00:05:04.000 --> 00:05:07.000]  你向他們說這些話
[00:05:07.000 --> 00:05:09.000]  願我眼淚汪汪
[00:05:09.000 --> 00:05:11.000]  晝夜不息
[00:05:11.000 --> 00:05:12.000]  因為少女我百姓
[00:05:12.000 --> 00:05:14.000]  受咗重大嘅打擊
[00:05:14.000 --> 00:05:16.000]  傷口極其嚴重
[00:05:16.000 --> 00:05:18.000]  我若出到田間看
[00:05:18.000 --> 00:05:19.000]  有被刀殺的
[00:05:19.000 --> 00:05:21.000]  我若進入城內看
[00:05:21.000 --> 00:05:23.000]  有因饑荒患病的
[00:05:23.000 --> 00:05:26.000]  先知和祭司也在各地往來
[00:05:26.000 --> 00:05:29.000]  經商不知如何是好
[00:05:29.000 --> 00:05:31.000]  究竟講緊乜嘢
[00:05:31.000 --> 00:05:34.000]  你要向他們說這些話
[00:05:34.000 --> 00:05:35.000]  當我哋睇到呢度嘅時候
[00:05:35.000 --> 00:05:36.000]  我哋就諗
[00:05:36.000 --> 00:05:38.000]  你梗係主耶和華
[00:05:38.000 --> 00:05:40.000]  耶和華要向以色列人
[00:05:40.000 --> 00:05:42.000]  講以下一番嘅說話
[00:05:42.000 --> 00:05:44.000]  就同以色列人講
[00:05:44.000 --> 00:05:47.000]  願我眼淚汪汪等等
[00:05:47.000 --> 00:05:49.000]  但當我睇返耶利米斯
[00:05:49.000 --> 00:05:50.000]  似乎又唔係好通
[00:05:50.000 --> 00:05:53.000]  甚至成本聖經裏面
[00:05:53.000 --> 00:05:55.000]  冇乜編輯都會講
[00:05:55.000 --> 00:05:58.000]  耶和華神流淚
[00:05:58.000 --> 00:06:00.000]  反而講耶利米斯流淚嘅
[00:06:00.000 --> 00:06:02.000]  有好多好多唔同嘅經文
[00:06:02.000 --> 00:06:04.000]  舉例
[00:06:04.000 --> 00:06:06.000]  耶利米斯哀歌第三章
[00:06:06.000 --> 00:06:09.000]  我的眼睛流淚不止流淚不止
[00:06:09.000 --> 00:06:10.000]  直等到耶和華
[00:06:10.000 --> 00:06:12.000]  誰孤在天上觀看
[00:06:12.000 --> 00:06:13.000]  為我城中嘅百姓
[00:06:13.000 --> 00:06:17.000]  我眼所見的是我心痛
[00:06:17.000 --> 00:06:24.000]  究竟我去說這些話
[00:06:24.000 --> 00:06:26.000]  呢個「這些話」三個字
[00:06:26.000 --> 00:06:29.000]  係咪指下文所講嘅說話呢
[00:06:29.000 --> 00:06:33.000]  唐猷子博士當研究呢段經文嘅時候
[00:06:33.000 --> 00:06:36.000]  佢講咗一樣嘢
[00:06:36.000 --> 00:06:39.000]  佢話「這些話」其實係指上文
[00:06:39.000 --> 00:06:41.000]  第十四章之前
[00:06:41.000 --> 00:06:42.000]  第十七節之前
[00:06:42.000 --> 00:06:44.000]  由第十三章起嘅一咋嘅說話
[00:06:44.000 --> 00:06:45.000]  原因
[00:06:45.000 --> 00:06:47.000]  因為耶利米斯比較特別
[00:06:47.000 --> 00:06:49.000]  當我哋睇好多聖經嘅時候
[00:06:49.000 --> 00:06:51.000]  根據時間嘅先後次序
[00:06:51.000 --> 00:06:52.000]  一路去一路去一路去
[00:06:52.000 --> 00:06:54.000]  但係耶利米斯唔係嘅
[00:06:54.000 --> 00:06:55.000]  耶利米斯呢
[00:06:55.000 --> 00:06:58.000]  係講緊下前面
[00:06:58.000 --> 00:06:59.000]  又會講緊後面
[00:06:59.000 --> 00:07:00.000]  講緊後面又返返去前面
[00:07:00.000 --> 00:07:02.000]  講緊前面又返返去後面
[00:07:02.000 --> 00:07:03.000]  所以如果你唔細心睇呢
[00:07:03.000 --> 00:07:05.000]  你會唔知去咗邊嘅
[00:07:05.000 --> 00:07:07.000]  究竟係講緊邊個皇帝呢
[00:07:07.000 --> 00:07:09.000]  究竟講緊邊段時候呢
[00:07:09.000 --> 00:07:12.000]  耶利米斯佢係跟主題
[00:07:12.000 --> 00:07:14.000]  去匯集嗰啲嘅說話
[00:07:14.000 --> 00:07:15.000]  第一
[00:07:15.000 --> 00:07:17.000]  而且耶利米斯呢
[00:07:17.000 --> 00:07:19.000]  都要睇返個文學體裁
[00:07:19.000 --> 00:07:20.000]  原因
[00:07:20.000 --> 00:07:23.000]  耶利米斯唔係一個嘅作者
[00:07:23.000 --> 00:07:24.000]  自己寫哂
[00:07:24.000 --> 00:07:26.000]  有啲時候係耶利米將
[00:07:26.000 --> 00:07:27.000]  神俾佢嘅說話
[00:07:27.000 --> 00:07:29.000]  講出嚟嘅說話寫低
[00:07:29.000 --> 00:07:31.000]  有啲時候係耶利米斯嘅書記
[00:07:31.000 --> 00:07:33.000]  耶利米斯有個書記
[00:07:33.000 --> 00:07:35.000]  就將耶利米斯嘅說話
[00:07:35.000 --> 00:07:37.000]  同埋耶利米斯嘅事件
[00:07:37.000 --> 00:07:39.000]  同佢寫低
[00:07:39.000 --> 00:07:40.000]  咁所以
[00:07:40.000 --> 00:07:41.000]  好多時候係
[00:07:41.000 --> 00:07:45.000]  要分清楚究竟邊個人寫邊啲嘢
[00:07:45.000 --> 00:07:47.000]  所以一拐到耶利米斯嘅時候
[00:07:47.000 --> 00:07:50.000]  我哋要細心細心去睇
[00:07:50.000 --> 00:07:51.000]  這些話
[00:07:51.000 --> 00:07:53.000]  這些話係指啲咩話
[00:07:53.000 --> 00:07:56.000]  這些話係指神審判嘅說話
[00:07:56.000 --> 00:07:58.000]  會有饑荒臨到
[00:07:58.000 --> 00:08:00.000]  由第十三章起
[00:08:00.000 --> 00:08:01.000]  其實之前已經講緊
[00:08:01.000 --> 00:08:03.000]  不過第十三章比較容易點明
[00:08:03.000 --> 00:08:04.000]  第十三章
[00:08:04.000 --> 00:08:07.000]  耶和華用咗一個比喻
[00:08:07.000 --> 00:08:08.000]  叫耶利米斯
[00:08:08.000 --> 00:08:11.000]  將佢買佢新嘅麻布腰帶
[00:08:11.000 --> 00:08:13.000]  帶起身
[00:08:13.000 --> 00:08:15.000]  跟住後來就行到
[00:08:15.000 --> 00:08:16.000]  冇雷公咁遠
[00:08:16.000 --> 00:08:17.000]  去到好遠嘅地方
[00:08:17.000 --> 00:08:18.000]  一條河嗰度
[00:08:18.000 --> 00:08:20.000]  埋咗條
[00:08:20.000 --> 00:08:23.000]  嗰條麻布嘅皮帶
[00:08:23.000 --> 00:08:25.000]  唔係叫皮帶
[00:08:25.000 --> 00:08:26.000]  腰帶
[00:08:26.000 --> 00:08:28.000]  埋咗條腰帶去
[00:08:28.000 --> 00:08:29.000]  過咗一段日子
[00:08:29.000 --> 00:08:33.000]  條腰帶腐爛再攞返出嚟
[00:08:33.000 --> 00:08:35.000]  表達緊
[00:08:35.000 --> 00:08:37.000]  本來以色列人係同神
[00:08:37.000 --> 00:08:40.000]  非常之親近
[00:08:40.000 --> 00:08:43.000]  貼住耶和華
[00:08:43.000 --> 00:08:44.000]  但係
[00:08:44.000 --> 00:08:46.000]  今天已經腐爛咗
[00:08:46.000 --> 00:08:52.000]  要被叼起
[00:08:52.000 --> 00:08:54.000]  藉住饑荒
[00:08:54.000 --> 00:08:57.000]  旱災
[00:08:57.000 --> 00:08:59.000]  藉住戰爭
[00:08:59.000 --> 00:09:01.000]  要被叼起
[00:09:01.000 --> 00:09:04.000]  呢個係審判臨到以色列
[00:09:04.000 --> 00:09:06.000]  唔單止係咁樣
[00:09:06.000 --> 00:09:09.000]  亦都對嗰啲假先知
[00:09:09.000 --> 00:09:10.000]  說話
[00:09:10.000 --> 00:09:12.000]  第十四章
[00:09:12.000 --> 00:09:13.000]  第十三節
[00:09:13.000 --> 00:09:14.000]  第十七節之前
[00:09:14.000 --> 00:09:15.000]  一堆
[00:09:15.000 --> 00:09:18.000]  耶利米斯就同耶和華求情
[00:09:18.000 --> 00:09:20.000]  耶和華嗰啲人搞成咁
[00:09:20.000 --> 00:09:22.000]  係因為嗰啲假先知
[00:09:22.000 --> 00:09:23.000]  亂咁同佢哋講嘢
[00:09:23.000 --> 00:09:24.000]  就同佢哋講
[00:09:24.000 --> 00:09:26.000]  你哋幾時都得平安
[00:09:26.000 --> 00:09:28.000]  你哋做啲嘢唔緊要
[00:09:28.000 --> 00:09:30.000]  你哋照繼續去獻祭
[00:09:30.000 --> 00:09:31.000]  你哋繼續做唔同嘅嘢
[00:09:31.000 --> 00:09:32.000]  你哋能夠得平安
[00:09:32.000 --> 00:09:34.000]  嗰啲百姓問佢點樣可以得平安
[00:09:34.000 --> 00:09:37.000]  就話你哋平平安安都去吧
[00:09:37.000 --> 00:09:39.000]  聖經裏面
[00:09:39.000 --> 00:09:41.000]  喺耶利米斯講到平安呢
[00:09:41.000 --> 00:09:43.000]  呢個字就唔係單止講你心裏面嘅平安
[00:09:43.000 --> 00:09:45.000]  或者身體上面
[00:09:45.000 --> 00:09:47.000]  健康嘅平安嘅意思
[00:09:47.000 --> 00:09:49.000]  聖經裏面講平安嘅意思
[00:09:49.000 --> 00:09:52.000]  係好豐富嘅
[00:09:52.000 --> 00:09:55.000]  楊牧菊牧師佢話
[00:09:55.000 --> 00:09:56.000]  其實平安呢個字
[00:09:56.000 --> 00:10:00.000]  唔能夠用書面語咁樣譯出嚟
[00:10:00.000 --> 00:10:01.000]  平安呢個字呢
[00:10:01.000 --> 00:10:05.000]  用廣東話譯係最好嘅
[00:10:05.000 --> 00:10:08.000]  搞掂哂
[00:10:08.000 --> 00:10:10.000]  你個心唔掂咩
[00:10:10.000 --> 00:10:11.000]  有啲事情發生
[00:10:11.000 --> 00:10:12.000]  搞掂哂
[00:10:12.000 --> 00:10:14.000]  你個健康唔掂咩
[00:10:14.000 --> 00:10:15.000]  搞掂哂
[00:10:15.000 --> 00:10:16.000]  你個財政唔掂咩
[00:10:16.000 --> 00:10:18.000]  搞掂哂
[00:10:18.000 --> 00:10:21.000]  讓我哋嘅心能夠安定落嚟
[00:10:21.000 --> 00:10:23.000]  我哋嘅環境能夠安定落嚟
[00:10:23.000 --> 00:10:26.000]  搞掂哂
[00:10:26.000 --> 00:10:30.000]  所以係耶律米書第六章第十四節
[00:10:30.000 --> 00:10:35.000]  改成嘅假先知
[00:10:35.000 --> 00:10:39.000]  他們興奮地依自我百姓的損傷
[00:10:39.000 --> 00:10:41.000]  說平安了平安了
[00:10:41.000 --> 00:10:44.000]  其實沒有平安
[00:10:44.000 --> 00:10:47.000]  楊牧菊牧師佢點樣譯呢
[00:10:47.000 --> 00:10:49.000]  佢建議嘅廣東話翻譯
[00:10:49.000 --> 00:10:51.000]  搞掂哂
[00:10:51.000 --> 00:10:54.000]  嗰啲先知話搞掂哂
[00:10:54.000 --> 00:10:55.000]  但係其實咩
[00:10:55.000 --> 00:10:56.000]  搞掂哂
[00:10:56.000 --> 00:11:01.000]  其實乜都唔掂
[00:11:01.000 --> 00:11:05.000]  所以班百姓
[00:11:05.000 --> 00:11:08.000]  被氣控
[00:11:08.000 --> 00:11:09.000]  唔會悔改
[00:11:09.000 --> 00:11:12.000]  可能先知講真實嘅說話
[00:11:12.000 --> 00:11:14.000]  佢哋真係會悔改
[00:11:14.000 --> 00:11:16.000]  或者繼續唔悔改
[00:11:16.000 --> 00:11:19.000]  但係最少
[00:11:19.000 --> 00:11:22.000]  講平安嘅訊息
[00:11:22.000 --> 00:11:25.000]  單單平安嘅訊息
[00:11:25.000 --> 00:11:29.000]  唔能夠救贖一班嘅百姓
[00:11:29.000 --> 00:11:32.000]  睇到呢度嘅時候
[00:11:32.000 --> 00:11:34.000]  我自己都停一停
[00:11:34.000 --> 00:11:35.000]  諗一諗
[00:11:35.000 --> 00:11:41.000]  我作為港島者站在港台
[00:11:41.000 --> 00:11:45.000]  我講緊啲咩
[00:11:45.000 --> 00:11:48.000]  好多時候聽到弟兄姊妹話
[00:11:48.000 --> 00:11:49.000]  生活好辛苦
[00:11:49.000 --> 00:11:53.000]  屋企裡邊啲關係好緊張
[00:11:53.000 --> 00:11:57.000]  港台上面可唔可以有多啲安慰嘅訊息
[00:11:57.000 --> 00:11:59.000]  釋放嘅訊息
[00:11:59.000 --> 00:12:03.000]  平安嘅訊息
[00:12:03.000 --> 00:12:05.000]  我再思想
[00:12:05.000 --> 00:12:08.000]  我哋港台上面會唔會對付罪嘅時候
[00:12:08.000 --> 00:12:11.000]  你唔能夠挺起腰骨
[00:12:11.000 --> 00:12:16.000]  硬起來
[00:12:16.000 --> 00:12:18.000]  我喺度思想
[00:12:18.000 --> 00:12:24.000]  我哋被港神嘅審判緊得唔夠多
[00:12:24.000 --> 00:12:27.000]  如果係咁樣
[00:12:27.000 --> 00:12:30.000]  請大家原諒
[00:12:30.000 --> 00:12:33.000]  幫助我哋
[00:12:33.000 --> 00:12:35.000]  能夠挺起腰骨
[00:12:35.000 --> 00:12:44.000]  向罪說不
[00:12:44.000 --> 00:12:53.000]  第十四章十七節前文第七節
[00:12:53.000 --> 00:12:57.000]  耶和華雖然我的罪孽控告我們
[00:12:57.000 --> 00:13:00.000]  求你為李明的怨故行動吧
[00:13:00.000 --> 00:13:04.000]  我們本是多次背道得罪了你
[00:13:04.000 --> 00:13:11.000]  呢個係耶利米為以色列人代求嘅一段
[00:13:11.000 --> 00:13:15.000]  佢話到以色列文佢話我哋嘅罪孽控告我哋
[00:13:15.000 --> 00:13:17.000]  咩叫罪孽呀
[00:13:17.000 --> 00:13:19.000]  明知故犯
[00:13:19.000 --> 00:13:23.000]  背棄扭曲真理
[00:13:23.000 --> 00:13:26.000]  求你為李明嘅怨故行動
[00:13:26.000 --> 00:13:29.000]  我哋多次背道
[00:13:29.000 --> 00:13:31.000]  背道係指面對神嘅時候
[00:13:31.000 --> 00:13:32.000]  故意嘅虧欠
[00:13:32.000 --> 00:13:35.000]  故意嘅虧負
[00:13:35.000 --> 00:13:37.000]  面對耶和華嘅時候
[00:13:37.000 --> 00:13:41.000]  我係轉嚟退後
[00:13:41.000 --> 00:13:43.000]  得罪了你
[00:13:43.000 --> 00:13:46.000]  得罪意思係辜負神嘅恩典
[00:13:46.000 --> 00:13:49.000]  唔去達到神嘅要求
[00:13:49.000 --> 00:13:50.000]  神嘅目標
[00:13:50.000 --> 00:13:55.000]  神嘅願望
[00:13:55.000 --> 00:14:00.000]  所以以色列人災難自招
[00:14:00.000 --> 00:14:03.000]  你自己嘅惡必懲治你
[00:14:03.000 --> 00:14:06.000]  呢個係神同以色列人講
[00:14:06.000 --> 00:14:13.000]  你背道嘅事必責罰你
[00:14:13.000 --> 00:14:17.000]  你嘅作風你嘅行為招惹這事
[00:14:17.000 --> 00:14:21.000]  這是你罪惡嘅結果
[00:14:21.000 --> 00:14:29.000]  實在是苦刺透了你的心
[00:14:29.000 --> 00:14:31.000]  犯罪
[00:14:31.000 --> 00:14:34.000]  唔敬畏耶和華
[00:14:34.000 --> 00:14:37.000]  有些時候落入一些罪嘅後果
[00:14:37.000 --> 00:14:39.000]  我哋一樣會繼續辛苦
[00:14:39.000 --> 00:14:41.000]  因為真係覺得好痛苦
[00:14:41.000 --> 00:14:42.000]  嗰時候我哋求救贖
[00:14:42.000 --> 00:14:44.000]  我哋求神俾我哋平安
[00:14:44.000 --> 00:14:47.000]  求神能夠釋放我哋
[00:14:47.000 --> 00:14:49.000]  不過
[00:14:49.000 --> 00:14:51.000]  會唔會漏咗
[00:14:51.000 --> 00:14:55.000]  知道因為源於自己不敬畏耶和華
[00:14:55.000 --> 00:14:57.000]  先去認罪
[00:14:57.000 --> 00:15:00.000]  先去悔罪
[00:15:00.000 --> 00:15:03.000]  唔係單單求今時今日嘅處境
[00:15:03.000 --> 00:15:05.000]  神俾平安我
[00:15:05.000 --> 00:15:13.000]  但係佢唔去思想點解落到如此嘅處境
[00:15:13.000 --> 00:15:15.000]  但係神嘅目標係乜嘢
[00:15:15.000 --> 00:15:18.000]  我説我多麼樂意把你列在兒女之中
[00:15:18.000 --> 00:15:20.000]  賜給你美地
[00:15:20.000 --> 00:15:22.000]  就算萬國中最好嘅產業
[00:15:22.000 --> 00:15:25.000]  我説你會以我父親父
[00:15:25.000 --> 00:15:31.000]  我不再轉你而跟從我
[00:15:31.000 --> 00:15:33.000]  耶和華說以色列啊
[00:15:33.000 --> 00:15:36.000]  你要迴轉歸向我
[00:15:36.000 --> 00:15:38.000]  列國就必因你蒙福
[00:15:38.000 --> 00:15:43.000]  也必因你誇耀
[00:15:43.000 --> 00:15:47.000]  上帝想同我哋每一個親密
[00:15:47.000 --> 00:15:49.000]  唔單止係親密
[00:15:49.000 --> 00:15:51.000]  更加想列國
[00:15:51.000 --> 00:15:58.000]  更加想其他嘅人因上帝嘅群體蒙福
[00:15:58.000 --> 00:16:01.000]  就如我哋嘅使命
[00:16:01.000 --> 00:16:06.000]  在這世代祝福萬民
[00:16:06.000 --> 00:16:08.000]  以色列民
[00:16:08.000 --> 00:16:11.000]  佢哋離棄耶和華
[00:16:11.000 --> 00:16:18.000]  所以佢哋所犯嘅罪帶嚟後果
[00:16:18.000 --> 00:16:20.000]  願我眼淚汪汪晝夜不息
[00:16:20.000 --> 00:16:22.000]  其實呢個成段
[00:16:22.000 --> 00:16:24.000]  係耶利米
[00:16:24.000 --> 00:16:26.000]  佢知道咗上帝嘅說話
[00:16:26.000 --> 00:16:29.000]  佢宣告上帝嘅說話嘅時候
[00:16:29.000 --> 00:16:31.000]  佢嘅反應
[00:16:31.000 --> 00:16:33.000]  願我就唔係代表
[00:16:33.000 --> 00:16:34.000]  即使而家未流眼淚
[00:16:34.000 --> 00:16:37.000]  不過想流眼淚
[00:16:37.000 --> 00:16:39.000]  佢原文嘅意思
[00:16:39.000 --> 00:16:41.000]  係一個事實
[00:16:41.000 --> 00:16:45.000]  我已經忍唔住我啲眼淚
[00:16:45.000 --> 00:16:46.000]  願我眼淚汪汪
[00:16:46.000 --> 00:16:48.000]  我忍唔住我嘅眼淚
[00:16:48.000 --> 00:16:49.000]  晝夜不息
[00:16:49.000 --> 00:16:51.000]  呢個係中文翻譯
[00:16:51.000 --> 00:16:55.000]  因為中文就晝夜思想
[00:16:55.000 --> 00:16:58.000]  由日頭哭到夜晚
[00:16:58.000 --> 00:17:02.000]  但原文係夜晝不息
[00:17:02.000 --> 00:17:08.000]  即使夜晚太傷心唔能夠瞓
[00:17:08.000 --> 00:17:11.000]  為到以色列民喺度喊
[00:17:11.000 --> 00:17:13.000]  瞓唔到繼續喊
[00:17:13.000 --> 00:17:15.000]  喊通宵繼續喊
[00:17:15.000 --> 00:17:17.000]  喊到天光繼續喊
[00:17:17.000 --> 00:17:21.000]  呢個係耶利米
[00:17:21.000 --> 00:17:24.000]  為到佢所愛嘅百姓
[00:17:24.000 --> 00:17:29.000]  因為少女我百姓受咗重大嘅打擊
[00:17:29.000 --> 00:17:32.000]  當大家睇返啲細節嘅時候
[00:17:32.000 --> 00:17:33.000]  我百姓呢大家知道啦
[00:17:33.000 --> 00:17:34.000]  原文直譯
[00:17:34.000 --> 00:17:36.000]  我百姓嘅女兒
[00:17:36.000 --> 00:17:37.000]  即係簡單啲嚟講
[00:17:37.000 --> 00:17:40.000]  因為我百姓嘅女兒受咗重大嘅打擊
[00:17:40.000 --> 00:17:42.000]  傷口極其嚴重
[00:17:42.000 --> 00:17:44.000]  其實呢個係相關嘅意思
[00:17:44.000 --> 00:17:48.000]  佢講到遲啲巴比倫會殺到嚟
[00:17:48.000 --> 00:17:50.000]  遲啲巴比倫殺到嚟嘅時候
