
[00:00:00.000 --> 00:00:03.800]  主,讓我們每一位坦然無懼的來到您的先神寶座面前
[00:04:02.200 --> 00:04:04.600]  所以路加福音,耶穌說過這樣的說話
[00:04:04.600 --> 00:04:09.000]  他說你們要看見阿伯拉罕、以撒瓦國和眾仙之
[00:04:09.000 --> 00:04:11.600]  都在神的國裡面
[00:04:11.600 --> 00:04:14.400]  但是耶穌第一次來到這個世界
[00:04:14.400 --> 00:04:19.400]  他的使命是釘十字架為我們受死
[00:04:19.400 --> 00:04:22.400]  赦免我們,以致我們可以得著救恩
[00:04:22.400 --> 00:04:25.000]  耶穌第一次來到這個世界
[00:04:25.000 --> 00:04:28.800]  就開始神的國的新的一頁
[00:04:28.800 --> 00:04:31.600]  以致後來耶穌復活
[00:04:31.600 --> 00:04:34.400]  聖天、聖靈大帝降臨耶路撒冷
[00:04:34.400 --> 00:04:36.600]  第一間教會開始興起
[00:04:36.600 --> 00:04:39.400]  之後神的國就不斷擴張
[00:04:39.400 --> 00:04:41.800]  但是神的國不是一個政治性的國圖
[00:04:41.800 --> 00:04:42.600]  為什麼?
[00:04:42.600 --> 00:04:44.800]  因為約翰福音第十八章裡面說
[00:04:44.800 --> 00:04:47.600]  耶穌說我的國不屬於你的世界
[00:04:47.600 --> 00:04:49.000]  《使徒行傳》第一章
[00:04:49.000 --> 00:04:50.800]  當門徒問耶穌
[00:04:50.800 --> 00:04:54.800]  你什麼時候復興神的國就是一個政治性的實體的國
[00:04:54.800 --> 00:04:56.200]  但是耶穌沒有回答他
[00:04:56.200 --> 00:04:58.800]  耶穌說當聖靈降臨,你要得著能力
[00:04:58.800 --> 00:05:02.600]  並且在耶路撒冷、撒瑪利亞、猶太傳遞
[00:05:02.600 --> 00:05:05.200]  直至地極,見證我傳福音
[00:05:05.200 --> 00:05:10.600]  耶穌在說,耶穌叫我們的門徒直著聖靈去傳福音
[00:05:10.600 --> 00:05:13.400]  神的國會不斷擴張
[00:05:13.400 --> 00:05:16.000]  到了耶穌第二次回來的時候
[00:05:16.000 --> 00:05:20.800]  神的國就具體、完全的建立在這個世界
[00:05:20.800 --> 00:05:21.800]  在這個地面上
[00:05:21.800 --> 00:05:23.400]  這個是神的國
[00:05:23.400 --> 00:05:25.000]  那究竟在路加福音裡面
[00:05:25.000 --> 00:05:27.800]  耶穌怎樣形容神的國呢?
[00:05:27.800 --> 00:05:29.400]  我們一起看看今天第一段聖經
[00:05:29.400 --> 00:05:32.600]  路加福音十三章十八至十九節
[00:05:32.600 --> 00:05:35.200]  我們一起讀,一二三
[00:05:35.200 --> 00:05:38.000]  耶穌說,神的國好像什麼?
[00:05:38.000 --> 00:05:40.200]  我拿什麼來比較呢?
[00:05:40.200 --> 00:05:42.000]  好像一粒芥菜種
[00:05:42.000 --> 00:05:44.600]  有人拿去種在原子裡
[00:05:44.600 --> 00:05:46.000]  長大成樹
[00:05:46.000 --> 00:05:47.400]  天上的飛鳥
[00:05:47.400 --> 00:05:50.200]  縮在他的枝上
[00:05:50.200 --> 00:05:53.400]  耶穌用芥菜種來形容神的國
[00:05:53.400 --> 00:05:54.800]  這個芥菜種
[00:05:54.800 --> 00:06:01.800]  這個芥菜就不是大家一般吃的芥菜蛋白肉片湯那些芥菜
[00:06:01.800 --> 00:06:03.600]  或者醃鹹酸菜那些芥菜
[00:06:03.600 --> 00:06:05.000]  不是那些芥菜
[00:06:05.000 --> 00:06:06.800]  而是種了一種植物
[00:06:06.800 --> 00:06:07.600]  這種植物是怎樣呢?
[00:06:07.600 --> 00:06:09.000]  大家看圖就知道了
[00:06:09.000 --> 00:06:11.400]  這種植物其實有兩個特點
[00:06:11.400 --> 00:06:13.600]  第一個特點是種子很小
[00:06:13.600 --> 00:06:15.200]  你將其他植物的種子包起來
[00:06:15.200 --> 00:06:16.400]  它是小很多的
[00:06:16.400 --> 00:06:17.600]  第二個特點是什麼呢?
[00:06:17.600 --> 00:06:19.400]  它雖然種子很小
[00:06:19.400 --> 00:06:20.800]  但是它長大
[00:06:20.800 --> 00:06:22.400]  最低限度有三米高
[00:06:22.400 --> 00:06:24.000]  我們大家知道我們人
[00:06:24.000 --> 00:06:26.400]  通常一個普通人有米多高
[00:06:26.400 --> 00:06:27.600]  有三米高
[00:06:27.600 --> 00:06:30.200]  甚至有些人見過十米高的芥菜
[00:06:30.200 --> 00:06:32.600]  胡伯說耶穌在說什麼?
[00:06:32.600 --> 00:06:34.200]  耶穌在說
[00:06:34.200 --> 00:06:37.200]  神的國一開始好像微不足道
[00:06:37.200 --> 00:06:38.600]  你不顯眼
[00:06:38.600 --> 00:06:40.000]  不知道是什麼
[00:06:40.000 --> 00:06:41.600]  但是到它擴張的時候
[00:06:41.600 --> 00:06:43.600]  它就大到無語倫比
[00:06:43.600 --> 00:06:45.600]  超級龐大
[00:06:45.600 --> 00:06:47.600]  耶穌用芥菜種第一個比喻
[00:06:47.600 --> 00:06:49.000]  去形容神的國
[00:06:49.000 --> 00:06:50.800]  不單止用芥菜種
[00:06:50.800 --> 00:06:52.600]  他用另外一樣東西來形容神的國
[00:06:52.600 --> 00:06:53.600]  我們一起繼續看
[00:06:53.600 --> 00:06:55.800]  路加福音十三章二十至二十一節
[00:06:55.800 --> 00:06:56.400]  我們一起讀
[00:06:56.400 --> 00:06:57.400]  一二三
[00:06:57.400 --> 00:07:01.200]  又說我拿什麼來比神的國呢?
[00:07:01.200 --> 00:07:03.000]  好比麵烤
[00:07:03.000 --> 00:07:06.400]  有婦人拿來藏在三豆麵裡
[00:07:06.400 --> 00:07:09.200]  直等到全團都發起來
[00:07:09.200 --> 00:07:12.600]  麵烤就是大家知道的發粉
[00:07:12.600 --> 00:07:14.200]  做麵包的時候
[00:07:14.200 --> 00:07:16.000]  你不會用很多發粉
[00:07:16.000 --> 00:07:17.800]  你整盤想下去不會這樣
[00:07:17.800 --> 00:07:19.200]  你用很少發粉
[00:07:19.200 --> 00:07:20.600]  你加在麵粉上擦一擦
[00:07:20.600 --> 00:07:22.800]  然後放在麵包爐裡焗
[00:07:22.800 --> 00:07:24.000]  焗完一聲
[00:07:24.000 --> 00:07:25.000]  那個麵包就很大
[00:07:25.000 --> 00:07:26.000]  發得很大
[00:07:26.000 --> 00:07:28.600]  耶穌一樣的意思
[00:07:28.600 --> 00:07:29.800]  神的國一開始
[00:07:29.800 --> 00:07:31.600]  好像發粉的微不足道
[00:07:31.600 --> 00:07:32.600]  不顯眼
[00:07:32.600 --> 00:07:34.400]  但突然當神的國度擴張的時候
[00:07:34.400 --> 00:07:36.200]  就變成超級龐大
[00:07:36.200 --> 00:07:38.400]  超級偉大
[00:07:38.400 --> 00:07:40.200]  我們剛才讀兩段聖經
[00:07:40.200 --> 00:07:42.600]  十三章十八至二十一節
[00:07:42.600 --> 00:07:45.000]  解經家有不同的看法
[00:07:45.000 --> 00:07:46.400]  解經家說
[00:07:46.400 --> 00:07:47.400]  這兩段聖經
[00:07:47.400 --> 00:07:51.800]  耶穌的比喻不是形容神的國度擴張
[00:07:51.800 --> 00:07:54.400]  他們覺得反而是相反
[00:07:54.400 --> 00:07:59.000]  他們反而是撒旦在破壞神的國度的情況
[00:07:59.000 --> 00:08:00.400]  為什麼他們會這樣說呢
[00:08:00.400 --> 00:08:02.200]  我們看這段聖經
[00:08:02.200 --> 00:08:05.200]  大家現在看的聖經是剛才讀的那兩段加起來
[00:08:05.200 --> 00:08:06.600]  他們看到兩個字
[00:08:06.600 --> 00:08:08.200]  第一是飛鳥黃色的字
[00:08:08.200 --> 00:08:09.400]  第二就是面孝
[00:08:09.400 --> 00:08:11.400]  他說這兩個字在舊約聖經裡面
[00:08:11.400 --> 00:08:14.800]  通常是代表撒旦和邪惡勢力
[00:08:14.800 --> 00:08:16.200]  所以結論就是
[00:08:16.200 --> 00:08:19.400]  原來撒旦和邪惡勢力在破壞神的國度
[00:08:19.400 --> 00:08:21.400]  但我就完全不同意這種看法
[00:08:21.400 --> 00:08:23.200]  為什麼呢?我有兩個原因
[00:08:23.200 --> 00:08:25.600]  第一個原因
[00:08:25.600 --> 00:08:31.000]  神用《界賽總》是在說一些東西
[00:08:31.000 --> 00:08:34.600]  如果大家剛才讀《界賽總》的比喻的時候
[00:08:34.600 --> 00:08:38.400]  我一會兒比對舊約聖經的一段聖經
[00:08:38.400 --> 00:08:39.400]  是很相似的
[00:08:39.400 --> 00:08:41.400]  我們先讀多一次
[00:08:41.400 --> 00:08:44.200]  路加福音的十三章十八至二十一節
[00:08:44.200 --> 00:08:47.200]  我們先讀讀那段聖經《界賽總》的部分
[00:08:47.200 --> 00:08:48.600]  我們一起讀一二三
[00:08:48.600 --> 00:08:49.400]  耶穌說
[00:08:49.400 --> 00:08:51.600]  神的國好像什麼
[00:08:51.600 --> 00:08:53.600]  我拿什麼來比較呢
[00:08:53.600 --> 00:08:55.800]  好像一粒界賽種
[00:08:55.800 --> 00:08:58.400]  有人拿去種在原子裡
[00:08:58.400 --> 00:09:00.000]  長大成樹
[00:09:00.000 --> 00:09:01.400]  天上的飛鳥
[00:09:01.400 --> 00:09:03.400]  宿在他的肢上
[00:09:03.400 --> 00:09:04.400]  好,停在這裡
[00:09:04.400 --> 00:09:05.000]  好了
[00:09:05.000 --> 00:09:08.600]  這個聖經跟《但義理書》第四章很相似
[00:09:08.600 --> 00:09:12.000]  我們看看《但義理書》第四章二十至二十二節
[00:09:12.000 --> 00:09:13.200]  我們一起讀的時候
[00:09:13.200 --> 00:09:14.200]  大家留意一下
[00:09:14.200 --> 00:09:17.600]  跟剛才那段《界賽總》的路加福音相不相似
[00:09:17.600 --> 00:09:19.000]  我們一起讀一二三
[00:09:19.000 --> 00:09:21.600]  你所見的樹漸長
[00:09:21.600 --> 00:09:23.000]  而且堅固
[00:09:23.000 --> 00:09:25.000]  高得頂天
[00:09:25.000 --> 00:09:27.400]  地極都能看見
[00:09:27.400 --> 00:09:29.000]  葉子華美
[00:09:29.000 --> 00:09:30.600]  果子甚多
[00:09:30.600 --> 00:09:33.000]  可作眾生的食物
[00:09:33.000 --> 00:09:34.600]  田野的走獸
[00:09:34.600 --> 00:09:36.200]  住在其下
[00:09:36.200 --> 00:09:37.800]  天空的飛鳥
[00:09:37.800 --> 00:09:39.400]  宿在肢上
[00:09:39.400 --> 00:09:40.400]  皇下
[00:09:40.400 --> 00:09:43.800]  這漸長又堅固的樹就是你
[00:09:43.800 --> 00:09:47.000]  你的威勢漸長及天
[00:09:47.000 --> 00:09:48.400]  你的權柄
[00:09:48.400 --> 00:09:49.800]  管道地極
[00:09:49.800 --> 00:09:50.600]  像不像?
[00:09:50.600 --> 00:09:52.000]  差不多
[00:09:52.000 --> 00:09:53.600]  其實耶穌在說什麼?
[00:09:53.600 --> 00:09:59.000]  《但義理書》這段聖經是在形容當時的巴比倫帝國
[00:09:59.000 --> 00:10:02.200]  巴比倫帝國是當時一個超級大
[00:10:02.200 --> 00:10:03.800]  數一數二的大帝國
[00:10:03.800 --> 00:10:05.600]  是超級強國
[00:10:05.600 --> 00:10:07.200]  無論在地域
[00:10:07.200 --> 00:10:08.200]  軍事
[00:10:08.200 --> 00:10:09.000]  政治
[00:10:09.000 --> 00:10:09.800]  經濟
[00:10:09.800 --> 00:10:10.800]  文化
[00:10:10.800 --> 00:10:13.800]  都是無與倫比的超級大國
[00:10:13.800 --> 00:10:14.800]  耶穌在說什麼?
[00:10:14.800 --> 00:10:16.400]  耶穌在說天國
[00:10:16.400 --> 00:10:19.200]  如果巴比倫這個叫做超級大國
[00:10:19.200 --> 00:10:20.800]  比較起天國
[00:10:20.800 --> 00:10:22.200]  簡直微不足道
[00:10:22.200 --> 00:10:22.800]  換句話說
[00:10:22.800 --> 00:10:28.200]  真實的天國比巴比倫帝國更加大
[00:10:28.200 --> 00:10:30.800]  所以就好像芥菜種一樣
[00:10:30.800 --> 00:10:32.200]  開始微不足道
[00:10:32.200 --> 00:10:34.800]  後來變成超越巴比倫
[00:10:34.800 --> 00:10:37.200]  甚至今天任何的超級大國
[00:10:37.200 --> 00:10:38.600]  這是第一個原因
[00:10:38.600 --> 00:10:39.600]  第二個原因
[00:10:39.600 --> 00:10:44.600]  其實耶穌用芥菜種和麵包
[00:10:44.600 --> 00:10:47.800]  其實代表著一些不同的東西
[00:10:47.800 --> 00:10:49.000]  更深的東西
[00:10:49.000 --> 00:10:51.000]  芥菜種的種子
[00:10:51.000 --> 00:10:53.400]  可能有些弟子妹種過東西
[00:10:53.400 --> 00:10:57.000]  芥菜的種子是看得到的
[00:10:57.000 --> 00:10:58.400]  當你放進泥土
[00:10:58.400 --> 00:11:00.400]  它一路發芽
[00:11:00.400 --> 00:11:01.200]  一路長大
[00:11:01.200 --> 00:11:02.000]  一路成為樹
[00:11:02.000 --> 00:11:03.400]  開花結果的時候
[00:11:03.400 --> 00:11:05.400]  是肉眼看得到的
[00:11:05.400 --> 00:11:06.600]  肉眼看得到的
[00:11:06.600 --> 00:11:08.200]  其實它代表什麼?
[00:11:08.200 --> 00:11:09.800]  代表社會上的一些人
[00:11:09.800 --> 00:11:11.800]  可能有些人是有頭有臉的人
[00:11:11.800 --> 00:11:14.400]  可能有些財富地位
[00:11:14.400 --> 00:11:15.600]  可能顯眼的人
[00:11:15.600 --> 00:11:17.600]  就是這些顯眼的人
[00:11:17.600 --> 00:11:19.400]  麵包又代表什麼呢?
[00:11:19.400 --> 00:11:21.400]  麵包就是一些法粉
[00:11:21.400 --> 00:11:22.800]  其實是很細微的
[00:11:22.800 --> 00:11:24.800]  你將這些法粉
[00:11:24.800 --> 00:11:27.400]  丟進麵包裡搓勻就不見了
[00:11:27.400 --> 00:11:30.600]  所以剛才我們讀路加福音第十三章
[00:11:30.600 --> 00:11:32.200]  二十至二十一節裡面
[00:11:32.200 --> 00:11:35.200]  它說用婦人拿來藏在
[00:11:35.200 --> 00:11:36.800]  藏在是什麼意思?
[00:11:36.800 --> 00:11:39.000]  希臘原文是隱蔽的
[00:11:39.000 --> 00:11:40.800]  就是不顯眼的
[00:11:40.800 --> 00:11:42.200]  它代表什麼?
[00:11:42.200 --> 00:11:44.400]  就是社會上一些不顯眼的
[00:11:44.400 --> 00:11:45.600]  就好像你和我
[00:11:45.600 --> 00:11:47.600]  我們這些星斗小市民
[00:11:47.600 --> 00:11:49.000]  在大的群眾裡面
[00:11:49.000 --> 00:11:50.400]  我們完全不顯眼
[00:11:50.400 --> 00:11:52.600]  不會有一些明星明人
[00:11:52.600 --> 00:11:54.200]  被人一眼就看到
[00:11:54.200 --> 00:11:56.400]  就是我們很普通的人
[00:11:56.400 --> 00:12:00.800]  究竟耶穌用芥菜種和麵包
[00:12:00.800 --> 00:12:02.200]  究竟形容什麼?
[00:12:02.200 --> 00:12:04.200]  原來天國就是這樣
[00:12:04.200 --> 00:12:08.400]  天國是歡迎任何人進入天國的
[00:12:08.400 --> 00:12:10.800]  無論你在社會上顯不顯眼
[00:12:10.800 --> 00:12:13.000]  在社會上是星斗小市民
[00:12:13.000 --> 00:12:14.200]  你是什麼出身
[00:12:14.200 --> 00:12:15.200]  什麼背景
[00:12:15.200 --> 00:12:16.400]  你有多少個博士學位
[00:12:16.400 --> 00:12:17.600]  或者不識字的
[00:12:17.600 --> 00:12:18.600]  你做什麼工作
[00:12:18.600 --> 00:12:20.200]  你是什麼級數
[00:12:20.200 --> 00:12:21.200]  你是什麼背景
[00:12:21.200 --> 00:12:22.400]  你是有沒有錢
[00:12:22.400 --> 00:12:23.200]  都不重要
[00:12:23.200 --> 00:12:25.000]  你以前做過什麼都不重要
[00:12:25.000 --> 00:12:26.600]  你是什麼政見都不重要
[00:12:26.600 --> 00:12:29.600]  都一起歡迎進到神的國界裡面
[00:12:29.600 --> 00:12:31.400]  我們一起去敬拜神
[00:12:31.400 --> 00:12:33.000]  一起享受神的恩典
[00:12:33.000 --> 00:12:34.800]  一起經歷神的同在
[00:12:34.800 --> 00:12:36.200]  同意一起說一門吧
[00:12:36.200 --> 00:12:37.200]  Amen
[00:12:37.200 --> 00:12:39.400]  所以我們總結來說
[00:12:39.400 --> 00:12:42.600]  芥菜種和麵包
[00:12:42.600 --> 00:12:43.800]  是代表什麼?
[00:12:43.800 --> 00:12:44.800]  都是那樣東西
[00:12:44.800 --> 00:12:45.800]  就是說耶穌說
[00:12:45.800 --> 00:12:48.400]  本來神的國真是微不足道的
[00:12:48.400 --> 00:12:49.600]  不顯眼的
[00:12:49.600 --> 00:12:53.200]  但當神的旨意要在地上執行的時候
[00:12:53.200 --> 00:12:54.800]  神的國度擴張的時候
[00:12:54.800 --> 00:12:56.400]  是沒有任何人
[00:12:56.400 --> 00:12:57.800]  沒有任何勢力
[00:12:57.800 --> 00:12:59.200]  沒有任何制度
[00:12:59.200 --> 00:13:01.800]  沒有任何其他的東西可以阻礙
[00:13:01.800 --> 00:13:03.400]  一直在擴張
[00:13:03.400 --> 00:13:06.000]  我講三個例子
[00:13:06.000 --> 00:13:09.800]  其實這二千多年的神的國度一直在擴張
[00:13:09.800 --> 00:13:11.600]  留意在《戰狼行傳》裡面記住
[00:13:11.600 --> 00:13:13.800]  耶穌復活
[00:13:13.800 --> 00:13:15.000]  升天
[00:13:15.000 --> 00:13:16.400]  他升天之後
[00:13:16.400 --> 00:13:18.200]  在地上留下什麼?
[00:13:18.200 --> 00:13:20.000]  就是那把門徒
[00:13:20.000 --> 00:13:21.800]  這群門徒是什麼人?
[00:13:21.800 --> 00:13:22.800]  愚夫
[00:13:22.800 --> 00:13:24.000]  小人物
[00:13:24.000 --> 00:13:25.000]  沒有錢
[00:13:25.000 --> 00:13:26.000]  沒有權
[00:13:26.000 --> 00:13:26.800]  沒有勢
[00:13:26.800 --> 00:13:27.600]  沒有才學
[00:13:27.600 --> 00:13:28.800]  沒有學識
[00:13:28.800 --> 00:13:29.800]  沒有任何東西
[00:13:29.800 --> 00:13:31.200]  沒有階級身份
[00:13:31.200 --> 00:13:32.400]  這群人
[00:13:32.400 --> 00:13:33.800]  只是普通人
[00:13:33.800 --> 00:13:35.800]  好像你和他一樣
[00:13:35.800 --> 00:13:36.800]  好了
[00:13:36.800 --> 00:13:39.400]  再加上當時的環境是非常惡劣的
[00:13:39.400 --> 00:13:40.600]  當時羅馬帝國
[00:13:40.600 --> 00:13:43.200]  對信耶穌的人是極大的壓迫
[00:13:43.200 --> 00:13:45.000]  大家快要走投無路
[00:13:45.000 --> 00:13:46.800]  有人要付出生命
[00:13:46.800 --> 00:13:50.000]  如果從人的角度來看
[00:13:50.000 --> 00:13:52.400]  這群人是做不到任何事情的
[00:13:52.400 --> 00:13:54.000]  沒有任何事情做得到
[00:13:54.000 --> 00:13:55.600]  沒有財沒有勢沒有資源
[00:13:55.600 --> 00:13:56.800]  什麼都沒有
[00:13:56.800 --> 00:13:58.400]  但很奇怪
[00:13:58.400 --> 00:14:00.200]  事實上從人的角度
[00:14:00.200 --> 00:14:01.200]  是做不到
[00:14:01.200 --> 00:14:03.800]  但真實的情況就是
[00:14:03.800 --> 00:14:06.200]  早期的教會是爆炸性地增長
[00:14:06.200 --> 00:14:08.200]  如果大家看那些箭咀
[00:14:08.200 --> 00:14:11.000]  那些箭咀發射出來的地方就是耶路撒冷
[00:14:11.000 --> 00:14:13.600]  接著福音就傳去敘利亞
[00:14:13.600 --> 00:14:14.800]  傳去土耳其
[00:14:14.800 --> 00:14:16.800]  接著隨著使徒的腳蹤
[00:14:16.800 --> 00:14:18.000]  去到歐洲
[00:14:18.000 --> 00:14:20.400]  如果大家看英國的米字
[00:14:20.400 --> 00:14:22.400]  其實是三個十字架加起來的
[00:14:22.400 --> 00:14:24.600]  其實有一個傳說
[00:14:24.600 --> 00:14:27.600]  當時的使徒已經去到英格蘭那段時間
[00:14:27.600 --> 00:14:31.800]  那時甚至有些使徒去到北非
[00:14:31.800 --> 00:14:33.800]  有些去到史瓦西
[00:14:33.800 --> 00:14:35.400]  就是現在一帶一路的地方
[00:14:35.400 --> 00:14:37.400]  當時的福音就去到那個地方
[00:14:37.400 --> 00:14:42.400]  後來基督教成為羅馬帝國的國教
[00:14:42.400 --> 00:14:44.600]  因為這樣的情況
[00:14:44.600 --> 00:14:48.400]  基督的信仰更加在歐洲落地生根
[00:14:48.400 --> 00:14:50.000]  如果你現在去到歐洲
[00:14:50.000 --> 00:14:54.000]  你會發覺周圍好像有很多基督教的象徵
[00:14:54.000 --> 00:14:56.400]  點解會是當時顯現的情況
[00:14:56.400 --> 00:14:58.800]  好像是接著的十幾個世紀
[00:14:58.800 --> 00:15:03.800]  福音就從歐洲那邊一直放出去
[00:15:03.800 --> 00:15:07.400]  當時的地方他們覺得沒有人信耶穌
[00:15:07.400 --> 00:15:08.600]  未有人信耶穌
[00:15:08.600 --> 00:15:12.800]  就是美洲、非洲和亞洲
[00:15:12.800 --> 00:15:14.600]  就是我們現在的地方
[00:15:14.600 --> 00:15:16.600]  後來那些地方
[00:15:16.600 --> 00:15:19.200]  最初這十幾個世紀的時候
[00:15:19.200 --> 00:15:20.800]  是福音的和祥
[00:15:20.800 --> 00:15:22.200]  宣教的目的地
[00:15:22.200 --> 00:15:23.600]  傳福音的目的地
[00:15:23.600 --> 00:15:25.000]  後來那裡有人信耶穌
[00:15:25.000 --> 00:15:25.800]  教會建立
[00:15:25.800 --> 00:15:27.000]  教會一直壯大
[00:15:27.000 --> 00:15:30.000]  好像我們現在香港、亞洲、南美的地方
[00:15:30.000 --> 00:15:31.200]  教會壯大了
