
[00:00:00.000 --> 00:00:06.500]  他們認為死亡是一個漸進的過程
[00:04:08.640 --> 00:04:12.240]  第一到第四節其實已經說了這件事
[00:04:12.240 --> 00:04:14.860]  我們可以看看
[00:04:14.860 --> 00:04:16.860]  特別是第三節開始
[00:04:16.860 --> 00:04:20.960]  即是PowerPoint的第五行
[00:04:20.960 --> 00:04:22.700]  開始說的是什麼呢?
[00:04:22.700 --> 00:04:28.540]  他所傳的是基督為我們的罪受死
[00:04:28.540 --> 00:04:33.240]  基督的埋葬和基督的復活
[00:04:33.240 --> 00:04:36.340]  受死、埋葬、復活
[00:04:36.340 --> 00:04:40.540]  都是按照什麼呢?《聖經》所說的
[00:04:40.540 --> 00:04:43.340]  大家看到了嗎?
[00:04:43.340 --> 00:04:45.140]  什麼意思呢?
[00:04:45.140 --> 00:04:51.340]  即是說基督的受死、埋葬和復活
[00:04:51.340 --> 00:04:54.540]  是為我們死、為我們復活
[00:04:54.540 --> 00:04:57.740]  都是上帝預先計劃好的
[00:04:57.740 --> 00:05:02.140]  都是按照祂的整套計劃去進行
[00:05:02.140 --> 00:05:05.240]  這就是保羅所說的福音
[00:05:05.240 --> 00:05:06.440]  保羅亦都說
[00:05:06.440 --> 00:05:09.340]  你們持守我所傳給你們的
[00:05:09.340 --> 00:05:12.840]  就必因這福音得救
[00:05:12.840 --> 00:05:15.840]  第三行那裏
[00:05:15.840 --> 00:05:17.540]  換言之
[00:05:17.540 --> 00:05:20.640]  排除基督為我們的罪死
[00:05:20.640 --> 00:05:23.840]  埋葬、復活任何一部份
[00:05:23.840 --> 00:05:28.740]  其實都會影響你得不得救
[00:05:28.740 --> 00:05:29.940]  可以這樣說
[00:05:29.940 --> 00:05:32.740]  如果我們不相信一個整全的福音的時候
[00:05:32.740 --> 00:05:35.540]  我們就不會得救
[00:05:35.540 --> 00:05:42.340]  雖然保羅清楚說給哥倫多人聽
[00:05:42.340 --> 00:05:45.040]  就是說基督復活的福音
[00:05:45.040 --> 00:05:47.240]  而他們都領受了
[00:05:47.240 --> 00:05:50.340]  但是在教會裏仍然有人
[00:05:50.340 --> 00:05:54.940]  都要說沒有死人復活的事
[00:05:54.940 --> 00:05:58.640]  這正正就是否定了福音的核心
[00:05:58.640 --> 00:06:01.740]  所以保羅要在十五章開始
[00:06:01.740 --> 00:06:05.740]  用大量的篇幅教正他們對復活的概念
[00:06:05.740 --> 00:06:09.440]  今天我們只看十二到二十節
[00:06:09.440 --> 00:06:11.440]  我們留意十二節
[00:06:11.440 --> 00:06:13.040]  保羅說什麼呢?
[00:06:13.040 --> 00:06:15.440]  保羅說在你們中間有人說
[00:06:15.440 --> 00:06:19.040]  沒有死人復活的事
[00:06:19.040 --> 00:06:21.840]  看來哥倫多教會的人
[00:06:21.840 --> 00:06:25.440]  不是直接否定基督復活的事實
[00:06:25.440 --> 00:06:29.740]  而是有人是普遍性的
[00:06:29.740 --> 00:06:32.040]  原則性的認為
[00:06:32.040 --> 00:06:34.440]  死人是不會復活的
[00:06:34.440 --> 00:06:37.640]  當然今天我們都未見過死人復活
[00:06:37.640 --> 00:06:39.940]  可能有些人都有這樣的認為
[00:06:39.940 --> 00:06:43.340]  但是哥倫多人為什麼會這樣看呢?
[00:06:43.340 --> 00:06:45.840]  其實是和他們自己
[00:06:45.840 --> 00:06:48.940]  受希臘的思想影響有關
[00:06:48.940 --> 00:06:52.740]  希臘的二元論認為世界上所有的東西
[00:06:52.740 --> 00:06:55.040]  每一件你看到的東西
[00:06:55.040 --> 00:06:56.840]  都在變化中
[00:06:56.840 --> 00:06:58.540]  都在變壞中
[00:06:58.540 --> 00:07:00.140]  是沒有永恆價值的
[00:07:00.140 --> 00:07:02.140]  所以那些東西是不好的
[00:07:02.140 --> 00:07:04.340]  唯有什麼是看不到的
[00:07:04.340 --> 00:07:07.140]  是形而上的東西
[00:07:07.140 --> 00:07:09.140]  是最有價值的
[00:07:09.140 --> 00:07:09.940]  是真實的
[00:07:09.940 --> 00:07:12.240]  那些是好的東西
[00:07:12.240 --> 00:07:15.640]  如果用這個觀念去看人的時候
[00:07:15.640 --> 00:07:18.040]  他就會看到身體
[00:07:18.040 --> 00:07:19.740]  看得到的
[00:07:19.740 --> 00:07:21.240]  摸得到的
[00:07:21.240 --> 00:07:23.340]  是會病的
[00:07:23.340 --> 00:07:24.940]  會衰殘的
[00:07:24.940 --> 00:07:27.640]  是會腐爛的
[00:07:27.640 --> 00:07:28.740]  是沒有永恆價值的
[00:07:28.740 --> 00:07:30.540]  所以是不好的
[00:07:30.540 --> 00:07:32.140]  靈魂就不同了
[00:07:32.140 --> 00:07:33.140]  靈魂是看不到的
[00:07:33.140 --> 00:07:34.940]  是超越的
[00:07:34.940 --> 00:07:36.440]  可以長存的
[00:07:36.440 --> 00:07:37.340]  是有永恆價值的
[00:07:37.340 --> 00:07:39.240]  就是好的
[00:07:39.240 --> 00:07:42.140]  所以他們看死亡
[00:07:42.140 --> 00:07:43.740]  是一個解脫
[00:07:43.740 --> 00:07:45.940]  就是靈魂脫離了這個
[00:07:45.940 --> 00:07:51.140]  肉身腐朽的枷鎖的時候
[00:07:51.140 --> 00:07:52.740]  對他們來說
[00:07:52.740 --> 00:07:54.840]  救恩的意義在哪裡呢?
[00:07:54.840 --> 00:07:59.340]  救恩就是幫他們的靈魂脫離肉體的前類
[00:07:59.340 --> 00:08:04.240]  肉身既然是必然要扭壞的物質
[00:08:04.240 --> 00:08:08.340]  所以身體在救贖計劃當中
[00:08:08.340 --> 00:08:10.140]  是完全沒有意義的
[00:08:10.140 --> 00:08:11.940]  根本是沒有需要
[00:08:11.940 --> 00:08:15.640]  也都不應該復活
[00:08:15.640 --> 00:08:18.140]  但是我們看聖經
[00:08:18.140 --> 00:08:20.540]  聖經是這樣說的
[00:08:20.540 --> 00:08:25.040]  聖經說:「神創造天地」
[00:08:25.040 --> 00:08:27.840]  我們看得到的世界任何一件事
[00:08:27.840 --> 00:08:29.340]  這個物質世界
[00:08:29.340 --> 00:08:31.240]  都是上帝創造的
[00:08:31.240 --> 00:08:33.840]  而且創世紀告訴我們
[00:08:33.840 --> 00:08:39.340]  神看他所創造的是好的
[00:08:39.340 --> 00:08:42.740]  人是神創造的
[00:08:42.740 --> 00:08:43.840]  人在做人的時候
[00:08:43.840 --> 00:08:50.140]  更加按照他的形象、樣式去做人
[00:08:50.140 --> 00:08:52.740]  用地上的塵土做人
[00:08:52.740 --> 00:08:54.840]  是有硬件的
[00:08:54.840 --> 00:08:59.140]  神也都在人的鼻孔裡吹氣
[00:08:59.140 --> 00:09:01.840]  讓他們成為有靈的活人
[00:09:01.840 --> 00:09:02.940]  是有軟件的
[00:09:02.940 --> 00:09:05.140]  有看到有看不到的
[00:09:05.140 --> 00:09:09.540]  神的創造是完備的
[00:09:09.540 --> 00:09:13.440]  神的救贖同樣都是完備的
[00:09:13.440 --> 00:09:17.240]  身體和靈魂都需要神的拯救
[00:09:17.240 --> 00:09:19.540]  都需要復活
[00:09:19.540 --> 00:09:23.640]  所以這種二元觀念和基督的信仰
[00:09:23.640 --> 00:09:26.540]  你會發覺有明顯的衝突
[00:09:26.540 --> 00:09:30.640]  那麼哥林多人為什麼會領受福音呢?
[00:09:30.640 --> 00:09:33.340]  他們似乎把耶穌基督的復活
[00:09:33.340 --> 00:09:37.540]  看成是歷史上獨立的特殊事件
[00:09:37.540 --> 00:09:38.740]  耶穌是特別的
[00:09:38.740 --> 00:09:42.240]  祂可以做了人做不到的事
[00:09:42.240 --> 00:09:45.340]  現在耶穌救贖了他們
[00:09:45.340 --> 00:09:47.440]  祂的靈魂已經得救
[00:09:47.440 --> 00:09:53.540]  為什麼還需要將來的拯救和復活呢?
[00:09:53.540 --> 00:09:56.840]  如果他們這種認知是正確的話
[00:09:56.840 --> 00:09:59.140]  會有什麼後果呢?
[00:09:59.140 --> 00:10:01.340]  就像十三節所說的
[00:10:01.340 --> 00:10:06.140]  就連基督復活的事實都會被否定
[00:10:06.140 --> 00:10:08.640]  這個後果非常之嚴重
[00:10:08.640 --> 00:10:09.640]  十三節說
[00:10:09.640 --> 00:10:12.440]  若沒有死人復活的事
[00:10:12.440 --> 00:10:15.040]  基督就沒有復活了
[00:10:15.040 --> 00:10:18.340]  這句說話大家讀的時候會看到
[00:10:18.340 --> 00:10:21.040]  十五、十六節又重覆
[00:10:21.040 --> 00:10:24.440]  保羅一共說了三次在這麼短的經文當中
[00:10:24.440 --> 00:10:25.940]  很明顯
[00:10:25.940 --> 00:10:29.740]  這是保羅的主要論據
[00:10:29.740 --> 00:10:31.340]  也看到
[00:10:31.340 --> 00:10:33.140]  死人復活的事
[00:10:33.140 --> 00:10:35.140]  和基督復活
[00:10:35.140 --> 00:10:39.440]  其實是有必然關係的
[00:10:39.440 --> 00:10:42.240]  不可以分割的
[00:10:42.240 --> 00:10:44.440]  當我們仔細看這句說話
[00:10:44.440 --> 00:10:46.440]  我們可能會覺得有點奇怪
[00:10:46.440 --> 00:10:50.740]  似乎和我們一般人的理解有些出入
[00:10:50.740 --> 00:10:52.340]  因為基督復活
[00:10:52.340 --> 00:10:56.040]  所以我們將來必定會復活
[00:10:56.040 --> 00:11:00.140]  這是我們的觀念
[00:11:00.140 --> 00:11:02.140]  因為基督復活是因
[00:11:02.140 --> 00:11:05.840]  死人復活就是果
[00:11:05.840 --> 00:11:11.440]  但是保羅似乎剛剛倒轉了
[00:11:11.440 --> 00:11:14.840]  其實如果我們仔細看十二節的時候
[00:11:14.840 --> 00:11:18.440]  我們會很清楚看到
[00:11:18.440 --> 00:11:21.740]  十二節在新漢語譯本
[00:11:21.740 --> 00:11:24.640]  他能夠將原文的意思譯出來
[00:11:24.640 --> 00:11:28.940]  他說我們既然傳揚基督已經從死人中復活
[00:11:28.940 --> 00:11:31.640]  你們中間為何還有人說
[00:11:31.640 --> 00:11:37.340]  沒有死人復活的事呢
[00:11:37.340 --> 00:11:39.340]  保羅說得很清楚
[00:11:39.340 --> 00:11:45.740]  他所傳的是基督已經從死人中復活的福音
[00:11:45.740 --> 00:11:48.040]  但是哥倫多教會幾年間有人說什麼呢
[00:11:48.040 --> 00:11:51.040]  沒有死人復活的事
[00:11:51.040 --> 00:11:54.540]  這就是明顯和保羅在唱反調
[00:11:54.540 --> 00:11:58.240]  雖然他們沒有直接否定基督的復活
[00:11:58.240 --> 00:12:01.740]  但如果從原則上去否定了
[00:12:01.740 --> 00:12:05.240]  肉身復活的可能性的時候
[00:12:05.240 --> 00:12:08.140]  我們就不管是基督還是誰也好
[00:12:08.140 --> 00:12:13.240]  都不會有肉身復活的可能性
[00:12:13.240 --> 00:12:16.740]  所以不信死人復活
[00:12:16.740 --> 00:12:24.040]  就等於從根本上否定了基督復活的事實
[00:12:24.040 --> 00:12:26.040]  聖經告訴我們
[00:12:26.040 --> 00:12:28.440]  基督是已經復活
[00:12:28.440 --> 00:12:32.640]  而且必定會回來
[00:12:32.640 --> 00:12:39.140]  主在來的時候在基督裡面的人已經死了
[00:12:39.140 --> 00:12:43.040]  叫做睡了之人都會復活
[00:12:43.040 --> 00:12:47.240]  所以復活其實是一件末世的事件
[00:12:47.240 --> 00:12:50.740]  是救贖計劃一個很重要核心的部分
[00:12:50.740 --> 00:12:53.840]  但是神現在提前在歷史裡面
[00:12:53.840 --> 00:12:57.040]  叫基督從死人當中復活
[00:12:57.040 --> 00:13:00.540]  甚至這個復活其實是被動式的
[00:13:00.540 --> 00:13:06.540]  為什麼要這麼強調基督從死人裡面復活呢?
[00:13:06.540 --> 00:13:13.340]  因為神的心意是要叫死人能夠藉著這個救恩可以復活
[00:13:13.340 --> 00:13:15.340]  而我們都是會死
[00:13:15.340 --> 00:13:18.340]  基督從死人當中復活
[00:13:18.340 --> 00:13:23.740]  就是說他的復活是和我們有關係
[00:13:23.740 --> 00:13:27.240]  保羅在《貼薩萊迦前書》也在講
[00:13:27.240 --> 00:13:30.540]  論到睡了之人
[00:13:30.540 --> 00:13:32.240]  他怎麼說呢?
[00:13:32.240 --> 00:13:34.940]  我不願意大家不知道
[00:13:34.940 --> 00:13:37.040]  恐怕你們憂傷
[00:13:37.040 --> 00:13:39.540]  就好像那些沒有指望的人一樣
[00:13:39.540 --> 00:13:44.340]  如果我們信耶穌死而復活
[00:13:44.340 --> 00:13:47.340]  那些在基督裡面睡了的人
[00:13:47.340 --> 00:13:57.140]  神也必將他們和耶穌一同帶來
[00:13:57.140 --> 00:14:01.440]  睡了之人是什麼意思呢?
[00:14:01.440 --> 00:14:04.540]  是不是因為聖經覺得死死聲不好聽
[00:14:04.540 --> 00:14:07.540]  就叫做睡了之人
[00:14:07.540 --> 00:14:09.540]  其實這個不是
[00:14:09.540 --> 00:14:14.540]  是在講一個我們的看法
[00:14:14.540 --> 00:14:17.540]  對人生的看法 對末世的看法
[00:14:17.540 --> 00:14:21.540]  人肉身上的死亡不是一個終極
[00:14:21.540 --> 00:14:26.540]  在耶穌的眼中是睡了之人
[00:14:26.540 --> 00:14:29.840]  在神的眼中我們是會等待復活的
[00:14:29.840 --> 00:14:31.840]  再復活的人
[00:14:31.840 --> 00:14:33.340]  所以在基督教信仰裡面
[00:14:33.340 --> 00:14:35.840]  復活不是可有可無
[00:14:35.840 --> 00:14:37.640]  是否相信基督復活
[00:14:37.640 --> 00:14:42.040]  是直接關乎我們是否得救
[00:14:42.040 --> 00:14:47.840]  剛才在十五章開頭的時候是這樣看
[00:14:47.840 --> 00:14:51.740]  保羅在羅馬書第十章的時候
[00:14:51.740 --> 00:14:53.640]  也講過這件事
[00:14:53.640 --> 00:14:56.640]  很熟悉的經文 大家會記得
[00:14:56.640 --> 00:14:59.140]  「你口裡若承認耶穌基督為主
[00:14:59.140 --> 00:15:03.340]  心裡相信神使祂從死人中復活
[00:15:03.340 --> 00:15:06.640]  就必得救」
[00:15:06.640 --> 00:15:12.140]  所以信不信耶穌的復活
[00:15:12.140 --> 00:15:13.640]  信不信死人的復活
[00:15:13.640 --> 00:15:16.640]  是會影響到我們的得救
[00:15:16.640 --> 00:15:19.140]  所以保羅在十四節
[00:15:19.140 --> 00:15:21.140]  斬釘截鐵地說
[00:15:21.140 --> 00:15:23.140]  若基督會有復活
[00:15:23.140 --> 00:15:25.140]  我們所傳的就是謊言
[00:15:25.140 --> 00:15:28.640]  你們所信的也是謊言
[00:15:28.640 --> 00:15:30.640]  保羅說的是什麼呢?
[00:15:30.640 --> 00:15:33.140]  我們所傳的你們所信的是什麼呢?
[00:15:33.140 --> 00:15:35.140]  很明顯的就是講福音
[00:15:35.140 --> 00:15:37.640]  就是我們一開始跟大家所看的
[00:15:37.640 --> 00:15:40.140]  臨前十五章三至四節所講的
[00:15:40.140 --> 00:15:43.640]  基督為我們的罪死埋葬復活
[00:15:43.640 --> 00:15:45.640]  復活是戰勝死亡
[00:15:45.640 --> 00:15:48.640]  是解決罪的問題
[00:15:48.640 --> 00:15:55.140]  很多時候我都會聽到一些弟兄姐妹說
[00:15:55.140 --> 00:15:58.140]  他們分享得救見證的時候
[00:15:58.140 --> 00:16:00.140]  我都聽過說什麼呢?
[00:16:00.140 --> 00:16:04.640]  是因為耶穌基督為我們受苦受死
[00:16:04.640 --> 00:16:07.640]  神的愛很偉大
[00:16:07.640 --> 00:16:09.140]  令我很感動
[00:16:09.140 --> 00:16:11.640]  所以我就信耶穌
[00:16:11.640 --> 00:16:12.640]  這是對的
[00:16:12.640 --> 00:16:18.140]  事實上上帝的愛是很偉大
[00:16:18.140 --> 00:16:20.640]  但是保羅在這裡提醒我們什麼呢?
[00:16:20.640 --> 00:16:27.640]  救恩不是停留在基督受死的那個位置
[00:16:27.640 --> 00:16:33.640]  如果基督只是為我們的罪受苦和受死
[00:16:33.640 --> 00:16:38.640]  我們其實是紀念耶穌就可以了
[00:16:38.640 --> 00:16:40.640]  我們可以弄個紀念碑
[00:16:40.640 --> 00:16:43.640]  每年到這個日子的時候
[00:16:43.640 --> 00:16:45.640]  我們就獻花紀念耶穌
[00:16:45.640 --> 00:16:48.140]  我們不用信靠祂
[00:16:48.140 --> 00:16:52.640]  如果祂只有受死沒有活的時候
[00:16:52.640 --> 00:16:55.640]  所以如果基督沒有復活
[00:16:55.640 --> 00:16:57.640]  無論是傳的還是信的
[00:16:57.640 --> 00:17:01.640]  都是保羅用「枉然」這個字去說
[00:17:01.640 --> 00:17:05.640]  「Kenneth」這個字是說沒有價值
[00:17:05.640 --> 00:17:07.140]  空的
[00:17:07.140 --> 00:17:10.140]  是沒有意思的
[00:17:10.140 --> 00:17:12.640]  因為基督復活
[00:17:12.640 --> 00:17:17.640]  罪和死的權勢才真正被打倒
[00:17:17.640 --> 00:17:20.140]  因為基督這樣得勝法
[00:17:20.140 --> 00:17:25.140]  我們才不會再受罪和死亡的壓制
[00:17:25.140 --> 00:17:28.640]  所以在林多前書講下去的時候
[00:17:28.640 --> 00:17:30.140]  他說什麼呢?
[00:17:30.140 --> 00:17:32.140]  「死呀!你的權勢在哪裡?」
[00:17:32.140 --> 00:17:36.140]  「死呀!你的毒鉤在哪裡?」
[00:17:36.140 --> 00:17:38.140]  很感謝祂
[00:17:38.140 --> 00:17:41.140]  使我們藉著我們的主耶穌基督
[00:17:41.140 --> 00:17:43.140]  得勝
[00:17:43.140 --> 00:17:49.140]  主耶穌基督的復活
[00:17:49.140 --> 00:17:52.140]  是得勝的
[00:17:52.140 --> 00:17:55.140]  一個沒有了復活的信仰
[00:17:55.140 --> 00:17:58.140]  不是基督的信仰
[00:17:58.140 --> 00:18:01.140]  因為最關鍵的罪的問題
[00:18:01.140 --> 00:18:03.140]  如果沒有解決
[00:18:03.140 --> 00:18:05.140]  這個不是福音
[00:18:05.140 --> 00:18:08.140]  就好像十七節所講的
[00:18:08.140 --> 00:18:10.140]  我們所信的就是真是徒然
[00:18:10.140 --> 00:18:12.140]  凝聚在罪裏
[00:18:12.140 --> 00:18:14.140]  走不掉這個罪的綑綁
[00:18:14.140 --> 00:18:16.140]  因為罪未被打倒
[00:18:16.140 --> 00:18:18.140]  甚至十八節
[00:18:18.140 --> 00:18:22.140]  古羅進一步說什麼呢?
[00:18:22.140 --> 00:18:26.140]  如果我們否定基督的復活
[00:18:26.140 --> 00:18:31.140]  不單止整個信仰系統會崩潰
[00:18:31.140 --> 00:18:34.140]  還會引起一連串可怕的後果
[00:18:34.140 --> 00:18:37.140]  首先我們就是多一條罪
[00:18:37.140 --> 00:18:39.140]  就是妄作見證
[00:18:39.140 --> 00:18:41.140]  甚至
[00:18:41.140 --> 00:18:46.140]  並且明顯是我們要為神妄作見證
[00:18:46.140 --> 00:18:51.140]  因為我們見證了神叫基督復活了
[00:18:51.140 --> 00:18:54.140]  若死人真的不復活
[00:18:54.140 --> 00:18:58.140]  神也沒有叫耶穌基督復活
[00:18:58.140 --> 00:19:00.140]  如果基督沒有復活
[00:19:00.140 --> 00:19:04.140]  而我們又傳耶穌復活
[00:19:04.140 --> 00:19:07.140]  這個就是妄作見證
[00:19:07.140 --> 00:19:11.140]  妄作見證是法庭的用語
[00:19:11.140 --> 00:19:13.140]  就是作假證供
[00:19:13.140 --> 00:19:15.140]  做假見證
[00:19:15.140 --> 00:19:18.140]  這是直接得罪上帝
[00:19:18.140 --> 00:19:21.140]  而且這不是普通的假證供
[00:19:21.140 --> 00:19:23.140]  古羅是怎樣呢?
[00:19:23.140 --> 00:19:27.140]  古羅一直奉神的名去傳揚基督的福音
[00:19:27.140 --> 00:19:29.140]  古羅很多的書信
[00:19:29.140 --> 00:19:31.140]  包括哥林多前書這一卷
[00:19:31.140 --> 00:19:33.140]  一落筆的時候就說什麼呢?
[00:19:33.140 --> 00:19:35.140]  奉神的旨意
[00:19:35.140 --> 00:19:38.140]  蒙召作基督
[00:19:38.140 --> 00:19:40.140]  使徒的保羅
[00:19:40.140 --> 00:19:42.140]  既然
[00:19:42.140 --> 00:19:46.140]  保羅是奉上帝的旨意為主做見證
[00:19:46.140 --> 00:19:47.140]  你想想
[00:19:47.140 --> 00:19:50.140]  如果這個見證是假的時候
[00:19:50.140 --> 00:19:53.140]  他就連上帝的名
[00:19:53.140 --> 00:19:55.140]  上帝的榮耀
[00:19:55.140 --> 00:19:57.140]  都褻瀆了
[00:19:57.140 --> 00:20:00.140]  這個後果很嚴重
[00:20:00.140 --> 00:20:02.140]  十六、十七節
[00:20:02.140 --> 00:20:04.140]  剛才我們已經說過
[00:20:04.140 --> 00:20:07.140]  所有信徒
[00:20:07.140 --> 00:20:09.140]  都會沒有盼望
[00:20:09.140 --> 00:20:12.140]  因為刑在罪裡死路一條
[00:20:12.140 --> 00:20:15.140]  他不單止在世的信徒死路一條
[00:20:15.140 --> 00:20:18.140]  就連死了的
[00:20:18.140 --> 00:20:20.140]  都要滅亡
[00:20:20.140 --> 00:20:22.140]  十八節
[00:20:22.140 --> 00:20:24.140]  以死的基督徒
[00:20:24.140 --> 00:20:25.140]  衰了的人
[00:20:25.140 --> 00:20:30.140]  也都不可能得到基督的拯救和復活
[00:20:30.140 --> 00:20:31.140]  沒有了永生
[00:20:31.140 --> 00:20:33.140]  是徹底的永遠的滅亡
[00:20:33.140 --> 00:20:36.140]  甚至不可以叫衰了之人
[00:20:36.140 --> 00:20:40.140]  所以
[00:20:40.140 --> 00:20:43.140]  如果基督沒有復活的時候
[00:20:43.140 --> 00:20:46.140]  整個世界都會反轉
[00:20:46.140 --> 00:20:49.140]  十九節
[00:20:49.140 --> 00:20:51.140]  就是十二到十八節的總結
[00:20:51.140 --> 00:20:53.140]  十九節說得很清楚
[00:20:53.140 --> 00:20:56.140]  我們如果靠基督
[00:20:56.140 --> 00:20:58.140]  旨在今生有指望
[00:20:58.140 --> 00:21:01.140]  就算比眾人更可憐
[00:21:01.140 --> 00:21:03.140]  指望這個字
[00:21:03.140 --> 00:21:06.140]  其實是指持續的希望
[00:21:06.140 --> 00:21:08.140]  持續的
[00:21:08.140 --> 00:21:10.140]  英文的意思就是說
[00:21:10.140 --> 00:21:13.140]  We have set a hope and continue to hope
[00:21:13.140 --> 00:21:15.140]  是持續性的
[00:21:15.140 --> 00:21:17.140]  這是一個行徹的
[00:21:17.140 --> 00:21:19.140]  長存的盼望
[00:21:19.140 --> 00:21:24.140]  只有今生
[00:21:24.140 --> 00:21:26.140]  旨在今生的盼望
[00:21:26.140 --> 00:21:27.140]  就是說什麼呢
[00:21:27.140 --> 00:21:31.140]  就是說沒有了長遠的
[00:21:31.140 --> 00:21:34.140]  永恆的盼望
[00:21:34.140 --> 00:21:35.140]  一個人沒有了
[00:21:35.140 --> 00:21:38.140]  這種盼望會怎樣呢
[00:21:38.140 --> 00:21:41.140]  你看一切都是短暫的
[00:21:41.140 --> 00:21:46.140]  前書15章同一章聖經
