
[00:00:00.000 --> 00:00:04.240]  相信說在聖經裡面 馬太福音告訴我們說
[00:03:49.800 --> 00:03:52.000]  這前面義父所說第三章十九節
[00:03:52.000 --> 00:03:54.480]  保羅是在講到叫我們認識基督的愛
[00:03:54.480 --> 00:03:56.320]  是何等的長禍高升
[00:03:56.320 --> 00:03:58.080]  然後接著就說什麼呢
[00:03:58.080 --> 00:04:00.960]  就接著就說叫神一切所充滿的
[00:04:00.960 --> 00:04:02.640]  充滿了你們
[00:04:02.640 --> 00:04:05.480]  這個充滿 這個字就是這個字
[00:04:05.480 --> 00:04:07.840]  同樣的這個豐盛這個字
[00:04:07.840 --> 00:04:12.160]  在聖經裡面的 我給大家看一下
[00:04:12.160 --> 00:04:14.480]  這個中文的一個翻譯
[00:04:14.480 --> 00:04:17.680]  是英文的一個版本的net
[00:04:17.680 --> 00:04:19.480]  這一個版本翻譯出來的
[00:04:19.480 --> 00:04:20.760]  他就把它翻成說
[00:04:20.760 --> 00:04:26.760]  便叫神一切的豐盛充滿你們
[00:04:26.760 --> 00:04:28.560]  這個就比較
[00:04:28.560 --> 00:04:31.360]  我覺得這個比較容易了解一點
[00:04:31.360 --> 00:04:32.000]  不然的話
[00:04:32.000 --> 00:04:33.640]  叫神一切所充滿的充滿了你們
[00:04:33.640 --> 00:04:35.480]  這個滿抽象的
[00:04:35.480 --> 00:04:38.040]  然後你看NASB就是一個
[00:04:38.040 --> 00:04:39.480]  比較接近文文的英文版本
[00:04:39.480 --> 00:04:40.480]  他這樣說
[00:04:40.480 --> 00:04:42.680]  That you may be filled up to
[00:04:42.680 --> 00:04:45.160]  all the fullness of God
[00:04:45.160 --> 00:04:46.960]  所以這個豐盛是什麼
[00:04:46.960 --> 00:04:50.680]  是all the fullness of God
[00:04:50.680 --> 00:04:55.000]  神的 神的fullness
[00:04:55.000 --> 00:04:58.840]  神的豐滿 神的豐富
[00:04:58.840 --> 00:05:03.320]  前提是這個豐盛實在說
[00:05:03.320 --> 00:05:06.520]  我必須要用好多這個形容來形容它
[00:05:06.520 --> 00:05:11.240]  就表示說這是一個豐盛的不得了
[00:05:11.240 --> 00:05:15.480]  神的豐盛是沒有辦法用任何的人間的語言
[00:05:15.480 --> 00:05:16.960]  可以去形容它的
[00:05:16.960 --> 00:05:20.360]  前提就是你我經驗的這位耶穌基督
[00:05:20.360 --> 00:05:23.920]  你經驗的是豐盛的嗎
[00:05:23.920 --> 00:05:29.680]  你經驗的是豐盛的嗎
[00:05:29.680 --> 00:05:32.920]  在聖經 在這個世界上面有人講到
[00:05:32.920 --> 00:05:36.880]  講到這個豐盛 講到成功
[00:05:36.880 --> 00:05:39.680]  世紀上人的觀念是什麼樣的觀念
[00:05:39.680 --> 00:05:41.360]  什麼叫成功
[00:05:41.360 --> 00:05:42.080]  前提就是你說
[00:05:42.080 --> 00:05:43.840]  哎呀 我在以前
[00:05:43.840 --> 00:05:46.760]  我在以前我在國內的時候是很成功的
[00:05:46.760 --> 00:05:49.640]  來到美國 結果怎麼樣
[00:05:49.640 --> 00:05:55.920]  虎落平陽 被老外欺
[00:05:55.920 --> 00:05:58.320]  來了這個地方 哎呀
[00:05:58.320 --> 00:06:00.040]  不像在國內 是不是
[00:06:00.040 --> 00:06:02.080]  國內我各樣關係都有
[00:06:02.080 --> 00:06:07.440]  上通 下通 上下都通
[00:06:07.440 --> 00:06:09.400]  帶入這個地方什麼都不通
[00:06:09.400 --> 00:06:11.360]  語言也不通
[00:06:11.360 --> 00:06:13.880]  哎呀 真是物足啊
[00:06:13.880 --> 00:06:17.880]  前提就是世界上的成功是什麼
[00:06:17.880 --> 00:06:18.680]  來 告訴我
[00:06:18.680 --> 00:06:21.000]  世界上的成功什麼叫成功
[00:06:21.000 --> 00:06:23.840]  你希望你的小孩子將來成功嗎
[00:06:23.840 --> 00:06:25.000]  是不是這樣
[00:06:25.000 --> 00:06:25.960]  好 你告訴我
[00:06:25.960 --> 00:06:27.480]  你希望他小孩怎麼樣成功
[00:06:27.480 --> 00:06:30.960]  請告訴我
[00:06:30.960 --> 00:06:37.280]  希望他
[00:06:37.280 --> 00:06:41.480]  幸福健康 感謝戰備主
[00:06:41.480 --> 00:06:43.760]  什麼叫幸福呢
[00:06:43.760 --> 00:06:48.120]  健康我懂 但什麼叫幸福呢
[00:06:48.120 --> 00:06:49.920]  好 開心就好了
[00:06:49.920 --> 00:06:50.720]  看到沒有
[00:06:50.720 --> 00:06:52.680]  現在的父母親太好了
[00:06:52.680 --> 00:06:55.880]  我們以前的父母親希望什麼
[00:06:55.880 --> 00:07:00.280]  望子 望女 乘鳳
[00:07:00.280 --> 00:07:03.680]  什麼叫鳳 什麼叫龍
[00:07:03.680 --> 00:07:05.280]  你懂我意思嗎
[00:07:05.280 --> 00:07:06.880]  所以在中國人裡面
[00:07:06.880 --> 00:07:08.400]  我們對我們自己的孩子
[00:07:08.400 --> 00:07:10.480]  我們希望他成功是怎麼樣
[00:07:10.480 --> 00:07:13.640]  金榜提名詞
[00:07:13.640 --> 00:07:14.320]  是不是
[00:07:14.320 --> 00:07:17.960]  我們希望他功成名就
[00:07:17.960 --> 00:07:20.680]  我們希望他名利
[00:07:20.680 --> 00:07:26.720]  我們希望他讀長春藤
[00:07:26.720 --> 00:07:27.240]  千多之輩
[00:07:27.240 --> 00:07:32.880]  這就是世界上面的成功觀對不對
[00:07:32.880 --> 00:07:34.520]  世界的成功觀
[00:07:34.520 --> 00:07:38.680]  強調的是物質上的豐盛
[00:07:38.680 --> 00:07:42.000]  誰是全世界最有錢的人
[00:07:42.000 --> 00:07:46.720]  這個人你認識嗎
[00:07:46.720 --> 00:07:48.320]  這人認識嗎
[00:07:48.320 --> 00:07:49.200]  有沒有人不認識他
[00:07:49.200 --> 00:07:50.560]  舉下手
[00:07:50.560 --> 00:07:51.720]  那你就太
[00:07:51.720 --> 00:07:52.920]  那個叫什麼
[00:07:52.920 --> 00:07:56.120]  有眼不識
[00:07:56.120 --> 00:07:59.000]  千多之輩這個人是誰
[00:07:59.000 --> 00:08:03.040]  這個人現在根據富士比的調查
[00:08:03.040 --> 00:08:07.400]  他是全世界最有錢的人
[00:08:07.400 --> 00:08:14.000]  他叫做馬斯克
[00:08:14.000 --> 00:08:19.640]  英文名字叫做Alan Musk
[00:08:19.640 --> 00:08:29.520]  伊朗啊
[00:08:29.520 --> 00:08:33.160]  現在大家知道了
[00:08:33.160 --> 00:08:34.320]  馬斯克
[00:08:34.320 --> 00:08:35.360]  很多人羨慕他
[00:08:35.360 --> 00:08:36.800]  是不是
[00:08:36.800 --> 00:08:41.080]  連吳克蘭總統都要找他幫忙
[00:08:41.080 --> 00:08:42.040]  是不是
[00:08:42.040 --> 00:08:42.480]  哎呀
[00:08:42.480 --> 00:08:44.160]  都有錢
[00:08:44.160 --> 00:08:50.000]  有多少人會開這個Tesla
[00:08:50.000 --> 00:08:51.600]  你開他的車
[00:08:51.600 --> 00:08:54.440]  他不是只是開車
[00:08:54.440 --> 00:08:55.160]  他怎麼樣
[00:08:55.160 --> 00:08:56.800]  他還有太空船啊
[00:08:56.800 --> 00:08:58.520]  是不是
[00:08:58.520 --> 00:09:01.200]  所以很多人都羨慕這些有錢的人
[00:09:01.200 --> 00:09:02.720]  全世界最有錢的人
[00:09:02.720 --> 00:09:04.760]  他是一個對不對
[00:09:04.760 --> 00:09:06.760]  我告訴你他的資產總額多少
[00:09:06.760 --> 00:09:16.240]  他的資產總額是大約兩千六百億美金
[00:09:16.240 --> 00:09:17.360]  他的薪水是多少
[00:09:17.360 --> 00:09:19.560]  你知道嗎
[00:09:19.560 --> 00:09:22.440]  我們不能用年薪來算
[00:09:22.440 --> 00:09:25.760]  我因為用年薪來算這個天文數字啊
[00:09:25.760 --> 00:09:33.800]  他每一個小時賺一千八百萬美金
[00:09:33.800 --> 00:09:38.400]  每一分鐘賺三十萬美金
[00:09:38.400 --> 00:09:39.880]  他一分鐘賺的錢
[00:09:39.880 --> 00:09:44.320]  就比我們在這裡可能大部分人賺的都還多
[00:09:44.320 --> 00:09:46.880]  是不是
[00:09:46.880 --> 00:09:48.240]  所以我講完到之後
[00:09:48.240 --> 00:09:53.240]  他已經賺多少錢
[00:09:53.240 --> 00:09:53.880]  親愛的兄弟妹
[00:09:53.880 --> 00:09:55.680]  我們好羨慕是不是
[00:09:55.680 --> 00:09:56.000]  哎呀
[00:09:56.000 --> 00:09:57.600]  這麼有錢的人
[00:09:57.600 --> 00:09:58.200]  親愛的兄弟妹
[00:09:58.200 --> 00:10:00.040]  這個就是世界上的成功觀
[00:10:00.040 --> 00:10:02.440]  這就是世界上面的這一種觀念
[00:10:02.440 --> 00:10:04.880]  讓我們覺得說物質豐富有錢
[00:10:04.880 --> 00:10:06.840]  這就叫成功
[00:10:06.840 --> 00:10:07.720]  你說我不
[00:10:07.720 --> 00:10:08.520]  我基督徒
[00:10:08.520 --> 00:10:10.280]  我才不這樣想
[00:10:10.280 --> 00:10:15.200]  是嗎
[00:10:15.200 --> 00:10:18.720]  那我們看看基督徒怎麼想
[00:10:18.720 --> 00:10:24.480]  根據美國做的一個調查
[00:10:24.480 --> 00:10:27.640]  美國基督教機構做的一個調查
[00:10:27.640 --> 00:10:31.720]  就是調查全美國大概一千個基督徒做的抽樣調查
[00:10:31.720 --> 00:10:36.040]  調查說他們的views on prosperity
[00:10:36.040 --> 00:10:38.480]  prosperity是什麼呢
[00:10:38.480 --> 00:10:42.320]  我們今天在教會界有一個用詞叫做成功神學
[00:10:42.320 --> 00:10:44.840]  其實很多美國的基督徒
[00:10:44.840 --> 00:10:47.200]  他不知道什麼叫成功神學
[00:10:47.200 --> 00:10:48.680]  但是他知道什麼
[00:10:48.680 --> 00:10:51.840]  他知道什麼叫做prosperity
[00:10:51.840 --> 00:10:57.600]  他的看法對成功的看法是什麼呢
[00:10:57.600 --> 00:11:00.160]  那你看這裡有三個數據
[00:11:00.160 --> 00:11:01.680]  其實它不是只有這三個
[00:11:01.680 --> 00:11:05.120]  第一個是什麼呢
[00:11:05.120 --> 00:11:11.160]  他說如果我們要從神得到什麼的一些祝福
[00:11:11.160 --> 00:11:16.720]  我們必須為上帝做些事情
[00:11:16.720 --> 00:11:23.680]  來教會做做陰控嗎
[00:11:23.680 --> 00:11:25.400]  這個甚至你說我什麼都不會
[00:11:25.400 --> 00:11:28.520]  沒關係來教會幫忙做什麼
[00:11:28.520 --> 00:11:29.560]  掃掃地吧
[00:11:29.560 --> 00:11:31.320]  地也不用你掃
[00:11:31.320 --> 00:11:32.600]  做點菜吧
[00:11:32.600 --> 00:11:34.800]  學生團聚需要做菜
[00:11:34.800 --> 00:11:37.560]  做這些我去上帝做些什麼事情
[00:11:37.560 --> 00:11:39.720]  這樣子我就可以得到上帝祝福
[00:11:39.720 --> 00:11:43.560]  今天大概有26%的美國人有這種觀念
[00:11:43.560 --> 00:11:45.840]  美國的基督徒
[00:11:45.840 --> 00:11:48.200]  另外38%的人他們說
[00:11:48.200 --> 00:11:53.040]  他說我們的教會教導常常教導是什麼呢
[00:11:53.040 --> 00:11:59.000]  教導就是說如果你奉獻上帝就會祝福你
[00:11:59.000 --> 00:12:00.840]  38%
[00:12:00.840 --> 00:12:03.040]  那麼最後一個是
[00:12:03.040 --> 00:12:11.720]  他說上帝希望我能夠在財務上面能夠富足
[00:12:11.720 --> 00:12:15.000]  這個數據有多少
[00:12:15.000 --> 00:12:17.360]  69%
[00:12:17.360 --> 00:12:22.560]  就這個顏色的代表著是同意的
[00:12:22.560 --> 00:12:25.640]  這個是代表著是不同意的
[00:12:25.640 --> 00:12:31.640]  所以有69%將近的三分之二的基督徒
[00:12:31.640 --> 00:12:33.720]  美國的基督徒他們認為說
[00:12:33.720 --> 00:12:41.120]  上帝希望我在財務上面能夠怎麼樣富足
[00:12:41.120 --> 00:12:43.920]  這個叫做什麼
[00:12:43.920 --> 00:12:49.600]  這個叫做Prosperity Gospel
[00:12:49.600 --> 00:12:54.560]  當然講到這裡的時候
[00:12:54.560 --> 00:12:58.440]  我們說這樣子跟非基督徒有什麼差別
[00:12:58.440 --> 00:13:00.480]  跟世間有什麼差別呢
[00:13:00.480 --> 00:13:04.160]  到底聖經上面對於財富對於富足
[00:13:04.160 --> 00:13:06.440]  對於豐盛的看法是什麼呢
[00:13:06.440 --> 00:13:09.960]  今天我們不是講基督是豐盛之源嗎
[00:13:09.960 --> 00:13:11.240]  那親愛的同志們
[00:13:11.240 --> 00:13:16.360]  在教會界裡面有所謂的成功神學的觀念裡面
[00:13:16.360 --> 00:13:18.880]  或者是說成功的福音的觀念裡面
[00:13:18.880 --> 00:13:20.160]  他們也講
[00:13:20.160 --> 00:13:22.000]  而且他們也引用聖經
[00:13:22.000 --> 00:13:25.320]  而且他們常常引用聖經的一些經文
[00:13:25.320 --> 00:13:27.520]  你乍看之下好像也對
[00:13:27.520 --> 00:13:30.000]  譬如說他引用舊約馬拉基書說
[00:13:30.000 --> 00:13:33.080]  這個十分之一奉獻有沒有
[00:13:33.080 --> 00:13:37.240]  你要將當下的十分之一奉獻給神是不是
[00:13:37.240 --> 00:13:40.080]  然後呢 下面怎麼說
[00:13:40.080 --> 00:13:44.320]  神就要打開天上的窗戶怎麼樣
[00:13:44.320 --> 00:13:46.200]  請福於你
[00:13:46.200 --> 00:13:47.880]  聖智怎麼樣
[00:13:47.880 --> 00:13:50.240]  無處可容
[00:13:50.240 --> 00:13:53.080]  親愛的同志們
[00:13:53.080 --> 00:13:54.720]  親愛的同志們
[00:13:54.720 --> 00:13:57.880]  你有沒有十一奉獻
[00:13:57.880 --> 00:14:01.040]  你有沒有經驗到這樣子的祝福
[00:14:01.040 --> 00:14:02.520]  有啊
[00:14:02.520 --> 00:14:06.520]  倉庫都裝不滿
[00:14:06.520 --> 00:14:08.720]  黃金 美鈔
[00:14:08.720 --> 00:14:10.160]  Cash都放在那邊
[00:14:10.160 --> 00:14:11.200]  都充滿了
[00:14:11.200 --> 00:14:13.400]  這個意思嗎
[00:14:13.400 --> 00:14:14.960]  他們就說 你看到沒有
[00:14:14.960 --> 00:14:15.680]  聖經上說
[00:14:15.680 --> 00:14:17.080]  當你奉獻十分之一的時候
[00:14:17.080 --> 00:14:21.040]  上帝就要祝福你 讓你無處可容啊
[00:14:21.040 --> 00:14:23.000]  對不對
[00:14:23.000 --> 00:14:24.000]  請記得
[00:14:24.000 --> 00:14:25.720]  如果我們看一節聖經
[00:14:25.720 --> 00:14:27.920]  不能夠代表一個整體的觀念
[00:14:27.920 --> 00:14:29.080]  如果我們要看十一奉獻
[00:14:29.080 --> 00:14:31.360]  我們必須要看整本聖經裡面對不對
[00:14:31.360 --> 00:14:32.440]  舊約講十一奉獻
[00:14:32.440 --> 00:14:34.440]  新約有沒有講
[00:14:34.440 --> 00:14:37.320]  新約有沒有講十一奉獻
[00:14:37.320 --> 00:14:39.280]  有沒有嘛
[00:14:39.280 --> 00:14:40.800]  有
[00:14:40.800 --> 00:14:44.040]  耶穌在針對法利塞人做十一奉獻的時候
[00:14:44.040 --> 00:14:46.880]  耶穌講到十一奉獻的事情對不對
[00:14:46.880 --> 00:14:49.080]  這是新約耶穌親自講的
[00:14:49.080 --> 00:14:52.720]  而且耶穌講得更厲害
[00:14:52.720 --> 00:14:54.160]  保羅講得更厲害
[00:14:54.160 --> 00:14:58.040]  保羅講說你要當將你自己怎麼樣
[00:14:58.040 --> 00:14:59.920]  身體獻上當作活祭
[00:14:59.920 --> 00:15:01.800]  換句話說不僅僅是金錢奉獻
[00:15:01.800 --> 00:15:02.720]  而且要是什麼
[00:15:02.720 --> 00:15:05.520]  全人都奉獻的
[00:15:05.520 --> 00:15:09.600]  是不是
[00:15:09.600 --> 00:15:11.200]  但是第二點你會發現
[00:15:11.200 --> 00:15:13.120]  如果你讀舊約聖經
[00:15:13.120 --> 00:15:16.000]  聖經是比較多
[00:15:16.000 --> 00:15:18.320]  在講到祝福的時候
[00:15:18.320 --> 00:15:21.760]  是強調物質上面的祝福
[00:15:21.760 --> 00:15:24.480]  譬如說凡事順利有沒有
[00:15:24.480 --> 00:15:27.600]  譬如說這個子孫滿堂
[00:15:27.600 --> 00:15:30.000]  這見代充滿的有沒有
[00:15:30.000 --> 00:15:32.760]  這些都是在講到物質上面的
[00:15:32.760 --> 00:15:35.120]  這個實際上面的
[00:15:35.120 --> 00:15:37.960]  講到健康得醫治這些
[00:15:37.960 --> 00:15:42.320]  確實舊約比較多是在講到這裡
[00:15:42.320 --> 00:15:44.040]  但其他東西沒
[00:15:44.040 --> 00:15:45.880]  同樣當我們來看
[00:15:45.880 --> 00:15:47.280]  一個主題一個觀念的時候
[00:15:47.280 --> 00:15:49.040]  不能夠只看舊約
[00:15:49.040 --> 00:15:50.600]  我們要看新約怎麼說
[00:15:50.600 --> 00:15:51.640]  是不是
[00:15:51.640 --> 00:15:53.760]  新約裡面講到祝福的時候
[00:15:53.760 --> 00:15:55.120]  保羅在以福所說
[00:15:55.120 --> 00:15:56.160]  講到什麼
[00:15:56.160 --> 00:15:58.320]  他說他曾經賜給我們
[00:15:58.320 --> 00:16:03.120]  天上各樣屬靈的福氣
[00:16:03.120 --> 00:16:04.760]  看到沒有
[00:16:04.760 --> 00:16:09.080]  然後那邊講到罪惡得以赦免
[00:16:09.080 --> 00:16:09.560]  是不是
[00:16:09.560 --> 00:16:10.960]  講到因他的愛子的血
[00:16:10.960 --> 00:16:11.800]  我們得以赦免
[00:16:11.800 --> 00:16:12.800]  罪過得以赦免
[00:16:12.800 --> 00:16:15.720]  然後我們得以成聖等等
[00:16:15.720 --> 00:16:16.760]  你會發現
[00:16:16.760 --> 00:16:19.280]  新約比較多強調
[00:16:19.280 --> 00:16:20.880]  屬靈的
[00:16:20.880 --> 00:16:24.600]  屬天層面的祝福
[00:16:24.600 --> 00:16:25.880]  這意思不是說
[00:16:25.880 --> 00:16:29.920]  上帝不可以祝福我們在財物上面
[00:16:29.920 --> 00:16:31.680]  但是這不是
[00:16:31.680 --> 00:16:33.680]  不是成功神學所說的
[00:16:33.680 --> 00:16:35.560]  上帝只有在
[00:16:35.560 --> 00:16:37.840]  好像他們強調的就是這位神
[00:16:37.840 --> 00:16:41.360]  就是只有在我們物質上面來祝福我們
[00:16:41.360 --> 00:16:44.200]  而且這個有點變成是一個功利主義
[00:16:44.200 --> 00:16:45.680]  當你越多的奉獻
[00:16:45.680 --> 00:16:47.320]  你就得到越多的祝福
[00:16:47.320 --> 00:16:49.280]  懂這意思嗎
[00:16:49.280 --> 00:16:50.480]  其實嚴格講起來
[00:16:50.480 --> 00:16:56.760]  十一奉獻是當納的
[00:16:56.760 --> 00:16:59.720]  當納的
[00:16:59.720 --> 00:17:03.560]  如果是為了得祝福而奉獻
[00:17:03.560 --> 00:17:07.200]  這個動機有問題
[00:17:07.200 --> 00:17:08.720]  因為這是主的話
[00:17:08.720 --> 00:17:10.120]  主教導我的
[00:17:10.120 --> 00:17:11.440]  所以我十一奉獻
[00:17:11.440 --> 00:17:14.240]  懂這意思嗎
[00:17:14.240 --> 00:17:16.040]  我的全人都奉獻給他了
[00:17:16.040 --> 00:17:18.200]  十分之一算什麼
[00:17:18.200 --> 00:17:19.040]  這是主的教導
[00:17:19.040 --> 00:17:19.880]  這是主的命令
[00:17:19.880 --> 00:17:21.960]  所以我做這件事情
[00:17:21.960 --> 00:17:24.640]  這才是一個對的態度
[00:17:24.640 --> 00:17:26.680]  好
[00:17:26.680 --> 00:17:28.360]  那麼
[00:17:28.360 --> 00:17:30.480]  根據
[00:17:30.480 --> 00:17:32.480]  所以根據這個調查
[00:17:32.480 --> 00:17:34.080]  我們就可以看見
[00:17:34.080 --> 00:17:37.640]  事實上今天在美國教會裡面
[00:17:37.640 --> 00:17:41.600]  受到兩個神學的影響很厲害
[00:17:41.600 --> 00:17:43.640]  一個叫做新派神學
[00:17:43.640 --> 00:17:45.000]  新派神學
[00:17:45.000 --> 00:17:46.200]  那就不用講了
[00:17:46.200 --> 00:17:48.000]  今天你會聽見長老會
[00:17:48.000 --> 00:17:48.880]  信義會
[00:17:48.880 --> 00:17:51.280]  衛理工會這些美國的大教派
[00:17:51.280 --> 00:17:54.760]  他們竟然會認同LGBT的人
[00:17:54.760 --> 00:17:56.920]  案例他們做這個牧師
[00:17:56.920 --> 00:17:58.680]  或者是同意為他們證婚
[00:17:58.680 --> 00:18:00.560]  這些是表明一件事情怎麼樣
[00:18:00.560 --> 00:18:03.200]  今天教會受到新派神學
[00:18:03.200 --> 00:18:05.160]  自由神學的影響
[00:18:05.160 --> 00:18:06.680]  對於聖經的真理
[00:18:06.680 --> 00:18:09.160]  已經不能夠堅持了
[00:18:09.160 --> 00:18:11.120]  OK 這是第一個
[00:18:11.120 --> 00:18:12.280]  第二個
[00:18:12.280 --> 00:18:13.800]  第二個受到
[00:18:13.800 --> 00:18:17.280]  受到這個另外一個神學影響的
[00:18:17.280 --> 00:18:20.320]  而這個影響可能比第一個影響
[00:18:20.320 --> 00:18:27.800]  更不知不覺就是成功神學
[00:18:27.800 --> 00:18:34.760]  你們都認識這兩個人嗎
[00:18:34.760 --> 00:18:37.360]  其實你Google一下
[00:18:37.360 --> 00:18:41.680]  在全世界
[00:18:41.680 --> 00:18:46.680]  前二十名傳道人
[00:18:46.680 --> 00:18:49.440]  最有錢的
[00:18:49.440 --> 00:18:54.000]  喬·奧斯汀不是第一名
[00:18:54.000 --> 00:18:56.600]  可是他的影響力
[00:18:56.600 --> 00:19:01.120]  卻可能超過這些前面的人
[00:19:01.120 --> 00:19:06.880]  他在推特有八百萬的粉絲
[00:19:06.880 --> 00:19:09.840]  他的書《活出美好》
[00:19:09.840 --> 00:19:12.840]  還有什麼等等
[00:19:12.840 --> 00:19:14.480]  他的書他的講道
[00:19:14.480 --> 00:19:15.680]  他的各方面
[00:19:15.680 --> 00:19:18.400]  在全世界各地的廣播
[00:19:18.400 --> 00:19:23.400]  電台等等這些播出
[00:19:23.400 --> 00:19:28.040]  但是請問喬·奧斯汀
[00:19:28.040 --> 00:19:30.160]  他自己的生活如何呢
[00:19:30.160 --> 00:19:33.280]  根據有一個Networth
[00:19:33.280 --> 00:19:37.320]  這一個的調查統計
[00:19:37.320 --> 00:19:43.600]  他的資產有一億美金
[00:19:43.600 --> 00:19:45.600]  這個叫做淨資產
[00:19:45.600 --> 00:19:47.480]  你們比較懂會計的人告訴我
[00:19:47.480 --> 00:19:52.040]  淨資產是什麼意思
[00:19:52.040 --> 00:19:55.720]  存款包不包刮房子
[00:19:55.720 --> 00:19:57.600]  包不包刮
[00:19:57.600 --> 00:20:02.640]  包刮嗎
[00:20:02.640 --> 00:20:09.560]  包不包刮私人的飛機
[00:20:09.560 --> 00:20:14.560]  都包刮
[00:20:14.560 --> 00:20:16.960]  我沒有這個概念
[00:20:16.960 --> 00:20:19.960]  一億美金
[00:20:19.960 --> 00:20:25.040]  聽懂什麼意思
[00:20:25.040 --> 00:20:32.600]  如果當他所傳講的福音
[00:20:32.600 --> 00:20:35.560]  最後的結果
[00:20:35.560 --> 00:20:38.480]  他的收入是這麼樣子的高
[00:20:38.480 --> 00:20:41.760]  他的淨資產是這麼樣子的高
[00:20:41.760 --> 00:20:43.080]  那麼我們要問
