
[00:00:00.000 --> 00:00:02.640]  最近全香港以至全世界的人
[00:01:47.880 --> 00:01:49.200]  第一集
[00:01:49.200 --> 00:01:51.720]  接待耶穌
[00:01:51.720 --> 00:01:53.960]  耶穌三十歲開始出來傳道
[00:01:53.960 --> 00:01:55.960]  去到大概三年之後
[00:01:55.960 --> 00:01:59.480]  祂就釘十字架離開這個世界
[00:01:59.480 --> 00:02:00.760]  《聖經》第一次記載
[00:02:00.760 --> 00:02:03.280]  耶穌和這一家人的事件
[00:02:03.280 --> 00:02:05.480]  就是在祂這三年傳道生涯裏面
[00:02:05.480 --> 00:02:07.640]  一個比較後期的時間
[00:02:07.640 --> 00:02:09.920]  究竟之前祂們是否已經認識呢?
[00:02:09.920 --> 00:02:11.440]  《聖經》沒有交代
[00:02:11.440 --> 00:02:13.080]  不過我們都知道
[00:02:13.080 --> 00:02:15.440]  當時耶穌已經傳道了一段時間
[00:02:15.440 --> 00:02:18.360]  所以祂的名聲已經傳開了
[00:02:18.360 --> 00:02:22.000]  我們相信馬大、瑪利亞、拉薩路
[00:02:22.000 --> 00:02:24.200]  他們這一家人都有聽過耶穌的事
[00:02:24.200 --> 00:02:26.040]  或者已經親身見過祂
[00:02:26.040 --> 00:02:30.880]  或者在某一座山上曾經聽過祂講道
[00:02:30.880 --> 00:02:34.240]  今天耶穌和門徒如常地上路
[00:02:34.240 --> 00:02:35.600]  來到這條村
[00:02:35.600 --> 00:02:37.880]  有一個女人叫做馬大
[00:02:37.880 --> 00:02:41.480]  就將耶穌接到她家裏作客
[00:02:41.480 --> 00:02:42.520]  大家都可能知道
[00:02:42.520 --> 00:02:44.040]  在當時那個時代
[00:02:44.040 --> 00:02:45.400]  不是很普遍
[00:02:45.400 --> 00:02:48.440]  周圍有餐廳、有旅館
[00:02:48.440 --> 00:02:49.600]  可以坐一坐
[00:02:49.600 --> 00:02:52.520]  所以將一些旅客接回家
[00:02:52.520 --> 00:02:53.880]  坐一坐、吃點東西
[00:02:53.880 --> 00:02:56.360]  都是一個很普遍的習俗
[00:02:56.360 --> 00:03:00.040]  而且當時耶穌已經是一個有名氣的老師
[00:03:00.040 --> 00:03:03.800]  能夠接待這個貴賓更加是榮幸
[00:03:03.800 --> 00:03:06.960]  我們看看在馬大家裏發生了甚麼事
[00:03:06.960 --> 00:03:09.000]  我們先讀一次第一段的經文
[00:03:09.000 --> 00:03:12.000]  在《路加福音》十章三十八至四十二節
[00:03:12.000 --> 00:03:19.240]  「他們繼續前行
[00:03:19.240 --> 00:03:21.120]  耶穌進了一個村莊
[00:03:21.120 --> 00:03:23.240]  有一個女人名叫馬大
[00:03:23.240 --> 00:03:25.160]  接她到自己家裏
[00:03:25.160 --> 00:03:27.800]  她有一個妹妹名叫瑪利亞
[00:03:27.800 --> 00:03:30.800]  在主的腳前坐著聽她的道
[00:03:30.800 --> 00:03:32.480]  馬大事後的事多
[00:03:32.480 --> 00:03:35.040]  心裡忙亂進前來說
[00:03:35.040 --> 00:03:38.120]  主啊!我的妹妹留下我一個人事後
[00:03:38.120 --> 00:03:39.600]  你不在意嗎?
[00:03:39.600 --> 00:03:42.600]  請吩咐她來幫助我
[00:03:42.600 --> 00:03:44.200]  主回答說
[00:03:44.200 --> 00:03:45.840]  馬大!馬大!
[00:03:45.840 --> 00:03:49.160]  你為許多的事操心煩惱
[00:03:49.160 --> 00:03:51.960]  但是不可少的只有一件
[00:03:51.960 --> 00:03:55.640]  瑪利亞已經選擇了那上好的福分
[00:03:55.640 --> 00:03:58.640]  是沒有人能從她奪去的」
[00:03:58.640 --> 00:04:04.560]  馬大將耶穌和祂的門徒接到家裏後
[00:04:04.560 --> 00:04:06.160]  安頓了他們
[00:04:06.160 --> 00:04:10.200]  大姐姐馬大就匆匆去準備接待客人的事
[00:04:10.200 --> 00:04:11.720]  出出入入
[00:04:11.720 --> 00:04:13.160]  很多事忙
[00:04:13.160 --> 00:04:14.920]  「妹妹瑪利亞呢?」
[00:04:14.920 --> 00:04:16.360]  「跟了耶穌一起
[00:04:16.360 --> 00:04:18.600]  聽著祂說道」
[00:04:18.600 --> 00:04:22.320]  「姐姐就繼續在打點一切好嗎?」
[00:04:22.320 --> 00:04:25.960]  妹妹就繼續在安靜的聽著
[00:04:25.960 --> 00:04:28.120]  過了一會
[00:04:28.120 --> 00:04:30.000]  馬大的心就開始亂了
[00:04:30.000 --> 00:04:31.440]  開始急了
[00:04:31.440 --> 00:04:32.480]  這麼多事要做
[00:04:32.480 --> 00:04:34.920]  你只是坐著不幫忙
[00:04:34.920 --> 00:04:36.280]  於是在客人面前
[00:04:36.280 --> 00:04:38.200]  他也顧不了那麼多了
[00:04:38.200 --> 00:04:40.400]  他就跟耶穌說
[00:04:40.400 --> 00:04:42.280]  主啊!這麼多事
[00:04:42.280 --> 00:04:44.120]  只有我一個人去做
[00:04:44.120 --> 00:04:45.360]  妹妹都不來幫忙
[00:04:45.360 --> 00:04:46.920]  你看不到嗎?
[00:04:46.920 --> 00:04:50.480]  你叫祂來幫忙吧
[00:04:50.480 --> 00:04:51.080]  說完之後
[00:04:51.080 --> 00:04:54.760]  你猜猜馬大會期望有什麼事發生呢?
[00:04:54.760 --> 00:04:56.280]  很可能他就期望
[00:04:56.280 --> 00:04:58.240]  耶穌就跟他說
[00:04:58.240 --> 00:04:59.880]  「好」
[00:04:59.880 --> 00:05:01.240]  「我們一會兒再談」
[00:05:01.240 --> 00:05:02.400]  「瑪利亞你們去忙」
[00:05:02.400 --> 00:05:03.440]  「你們先去做事」
[00:05:03.440 --> 00:05:07.240]  「我和門徒自己在這裏坐一會兒就行了」
[00:05:07.240 --> 00:05:08.440]  又或者
[00:05:08.440 --> 00:05:11.320]  馬大就期望瑪利亞自己醒目
[00:05:11.320 --> 00:05:12.200]  「對不起啊!姐姐」
[00:05:12.200 --> 00:05:14.520]  「我現在來幫你了」
[00:05:14.520 --> 00:05:17.360]  但是還未等得及瑪利亞反應
[00:05:17.360 --> 00:05:20.360]  耶穌已經說了一句
[00:05:20.360 --> 00:05:23.280]  不是瑪大預期的答案
[00:05:23.280 --> 00:05:24.320]  耶穌說
[00:05:24.320 --> 00:05:25.640]  「瑪大!瑪大!」
[00:05:25.640 --> 00:05:27.800]  「你為太多的事操心了」
[00:05:27.800 --> 00:05:30.000]  「但是只有一件是必要的」
[00:05:30.000 --> 00:05:32.600]  「瑪利亞已經做了最正確的選擇」
[00:05:32.600 --> 00:05:35.280]  「是沒有人能夠拿走的」
[00:05:35.280 --> 00:05:39.240]  「只有一件必要的事」
[00:05:39.240 --> 00:05:41.920]  在英文的訊息版本
[00:05:41.920 --> 00:05:44.280]  用了一個很生動的詞語
[00:05:44.280 --> 00:05:47.400]  就是「Main Course 主菜」
[00:05:47.400 --> 00:05:50.360]  令我們想起在吃西餐的時候
[00:05:50.360 --> 00:05:52.400]  也會有一個主菜
[00:05:52.400 --> 00:05:54.440]  可能是一個很好的牛扒
[00:05:54.440 --> 00:05:57.560]  或者大蝦、魚柳
[00:05:57.560 --> 00:06:00.280]  然後旁邊就有一些前菜、配菜
[00:06:00.280 --> 00:06:02.800]  餐飲、餐湯
[00:06:02.800 --> 00:06:04.880]  那些都是好的
[00:06:04.880 --> 00:06:07.920]  但是沒有理由把全副心機
[00:06:07.920 --> 00:06:09.880]  都放在配菜上
[00:06:09.880 --> 00:06:12.640]  但是忽略了主菜
[00:06:12.640 --> 00:06:16.520]  這次接待耶穌最重要的是什麼呢?
[00:06:16.520 --> 00:06:17.920]  就是耶穌
[00:06:17.920 --> 00:06:20.720]  不需要為了旁邊的事過份緊張
[00:06:20.720 --> 00:06:24.880]  甚至去到忽略耶穌這個地步
[00:06:24.880 --> 00:06:26.800]  聖經沒有再記在下文
[00:06:26.800 --> 00:06:28.320]  相信因為作者認為
[00:06:28.320 --> 00:06:31.080]  他想記的事已經到此為止
[00:06:31.080 --> 00:06:33.240]  這個場景讓我們看到
[00:06:33.240 --> 00:06:35.200]  兩姐妹性格很不同
[00:06:35.200 --> 00:06:37.400]  待人處事的方式很不同
[00:06:37.400 --> 00:06:40.680]  姐姐瑪大比較有熱誠、有幹勁
[00:06:40.680 --> 00:06:42.280]  口直心快
[00:06:42.280 --> 00:06:45.680]  妹妹瑪利亞就比較文靜、內斂
[00:06:45.680 --> 00:06:47.560]  姐姐的待客之道
[00:06:47.560 --> 00:06:50.720]  就是盡力服侍、款待
[00:06:50.720 --> 00:06:52.240]  妹妹的待客之道
[00:06:52.240 --> 00:06:54.680]  就是要陪著客人
[00:06:54.680 --> 00:06:57.000]  主耶穌不是要責備瑪大
[00:06:57.000 --> 00:06:58.680]  而是要調教瑪大
[00:06:58.680 --> 00:07:02.520]  因為忙亂而偏差了的焦點
[00:07:02.520 --> 00:07:04.240]  在這段時間
[00:07:04.240 --> 00:07:05.800]  一直思想這段經文的時候
[00:07:05.800 --> 00:07:09.120]  都有一些很特別的感覺
[00:07:09.120 --> 00:07:10.320]  在耶穌的時代
[00:07:10.320 --> 00:07:12.960]  祂就周遊去港島
[00:07:12.960 --> 00:07:15.120]  有時候就在山上講
[00:07:15.120 --> 00:07:18.320]  有時候就在海邊講
[00:07:18.320 --> 00:07:22.400]  其他人知道了耶穌去哪裏講道
[00:07:22.400 --> 00:07:23.360]  你想聽的話
[00:07:23.360 --> 00:07:25.120]  你就出去聽
[00:07:25.120 --> 00:07:28.800]  聖經記載了一些很經典的人群聚集的場面
[00:07:28.800 --> 00:07:29.560]  其中有一次
[00:07:29.560 --> 00:07:32.080]  只是男人都有五千個
[00:07:32.080 --> 00:07:34.280]  這次很特別
[00:07:34.280 --> 00:07:38.400]  瑪大邀請了耶穌去他家裏講
[00:07:38.400 --> 00:07:42.120]  在外面和在家裏就很不同了
[00:07:42.120 --> 00:07:45.480]  今天我們竟然都是
[00:07:45.480 --> 00:07:47.360]  我們沒有出去聽道
[00:07:47.360 --> 00:07:49.080]  沒有人群聚集
[00:07:49.080 --> 00:07:51.120]  而是透過網上的平台
[00:07:51.120 --> 00:07:53.720]  在家裏去聽道
[00:07:53.720 --> 00:07:56.600]  旁邊的不是群眾、街坊
[00:07:56.600 --> 00:07:59.160]  而是你的家人
[00:07:59.160 --> 00:08:02.000]  有些可能跟你坐在一起聽
[00:08:02.000 --> 00:08:05.320]  有些人就去忙他們的事
[00:08:05.320 --> 00:08:06.840]  雖然我現在見不到你
[00:08:06.840 --> 00:08:09.480]  但是我也嘗試了一些互動
[00:08:09.480 --> 00:08:10.400]  我問一下你
[00:08:10.400 --> 00:08:11.320]  今天在你家裏
[00:08:11.320 --> 00:08:14.040]  是誰負責按著這個連結
[00:08:14.040 --> 00:08:18.640]  打開這個崇拜的頻道呢?
[00:08:18.640 --> 00:08:19.600]  是的
[00:08:19.600 --> 00:08:20.640]  為你感恩
[00:08:20.640 --> 00:08:22.880]  因為你就好像昔日的瑪大那樣
[00:08:22.880 --> 00:08:25.760]  將耶穌接到你的家裏
[00:08:25.760 --> 00:08:29.120]  讓你和你的家人有機會一起參與
[00:08:29.120 --> 00:08:32.160]  一起敬拜聽主的道
[00:08:32.160 --> 00:08:35.200]  這個轉變我們都需要一些時間去適應
[00:08:35.200 --> 00:08:37.240]  所以教會之前都發出了一個
[00:08:37.240 --> 00:08:40.840]  「參加網上崇拜的會眾指引」
[00:08:40.840 --> 00:08:44.400]  例如早15分鐘就弄好器材
[00:08:44.400 --> 00:08:46.080]  穿上整齊的衣服
[00:08:46.080 --> 00:08:47.720]  安靜坐好
[00:08:47.720 --> 00:08:49.120]  不要一邊吃早餐
[00:08:49.120 --> 00:08:50.480]  一邊在聽
[00:08:50.480 --> 00:08:51.840]  不要走來走去
[00:08:51.840 --> 00:08:57.520]  保持上帝對崇拜應有的恭敬
[00:08:57.520 --> 00:08:59.040]  而在我們適應的同時
[00:08:59.040 --> 00:09:01.120]  可能這個也是一個時機
[00:09:01.120 --> 00:09:04.200]  讓平時沒有和你一起出去聽道
[00:09:04.200 --> 00:09:06.120]  回教會的家人
[00:09:06.120 --> 00:09:10.320]  有機會對你的敬拜生活多些了解
[00:09:10.320 --> 00:09:12.400]  可能平時你的家人只知道
[00:09:12.400 --> 00:09:17.680]  耶穌約了你每個星期日早上回教會見面
[00:09:17.680 --> 00:09:20.120]  或者他們不知道你約了誰
[00:09:20.120 --> 00:09:23.720]  總之你逢星期日早上就不出門
[00:09:23.720 --> 00:09:29.240]  但是現在你和耶穌在家裏面見面
[00:09:29.240 --> 00:09:31.240]  最簡單就是
[00:09:31.240 --> 00:09:34.600]  你看待崇拜的態度
[00:09:34.600 --> 00:09:37.760]  已經在傳遞一個訊息
[00:09:37.760 --> 00:09:41.240]  耶穌是值得你尊重
[00:09:41.240 --> 00:09:43.160]  還是只是循例開了
[00:09:43.160 --> 00:09:48.880]  交差敷衍一下就可以了
[00:09:48.880 --> 00:09:51.080]  當中有些姐妹可能你的家人
[00:09:51.080 --> 00:09:52.520]  未認識耶穌是誰
[00:09:52.520 --> 00:09:54.360]  或者有些抗拒
[00:09:54.360 --> 00:09:57.000]  所以你只能躲在房間裏面
[00:09:57.000 --> 00:09:58.560]  或者找一個角落
[00:09:58.560 --> 00:10:01.680]  戴著耳機去聽崇拜
[00:10:01.680 --> 00:10:03.400]  都明白的
[00:10:03.400 --> 00:10:05.200]  但是求主給我們
[00:10:05.200 --> 00:10:08.560]  有這份智慧、勇氣和機會
[00:10:08.560 --> 00:10:10.360]  介紹耶穌給他們認識
[00:10:10.360 --> 00:10:12.400]  也讓家人看到
[00:10:12.400 --> 00:10:15.560]  主耶穌不單只是一個宗教活動
[00:10:15.560 --> 00:10:17.000]  不單只是因為
[00:10:17.000 --> 00:10:17.720]  我回教會
[00:10:17.720 --> 00:10:20.240]  不單只是因為我教會裏面有朋友
[00:10:20.240 --> 00:10:22.760]  而是主耶穌是我日常生活裏面
[00:10:22.760 --> 00:10:27.080]  所尊重、所愛的那位主
[00:10:27.080 --> 00:10:30.000]  然後我又問一下
[00:10:30.000 --> 00:10:32.360]  現在你正在參與崇拜
[00:10:32.360 --> 00:10:34.040]  當你安頓下來之後
[00:10:34.040 --> 00:10:37.600]  由崇拜正式開始到現在
[00:10:37.600 --> 00:10:39.880]  如果你都有投入參與
[00:10:39.880 --> 00:10:41.520]  人道、心道
[00:10:41.520 --> 00:10:43.600]  包括沒有離開座位
[00:10:43.600 --> 00:10:48.320]  沒有游魂
[00:10:48.320 --> 00:10:49.680]  我為你感恩
[00:10:49.680 --> 00:10:52.120]  因為你就好像昔日的瑪利亞一樣
[00:10:52.120 --> 00:10:53.080]  專心聽道
[00:10:53.080 --> 00:10:55.040]  選上了最好的福分
[00:10:55.040 --> 00:10:58.680]  把握了親近神的機會
[00:10:58.680 --> 00:11:00.560]  用期待的心去聽一下
[00:11:00.560 --> 00:11:02.840]  今天主耶穌有什麼關於神
[00:11:02.840 --> 00:11:04.960]  關於你的人生的重要訊息
[00:11:04.960 --> 00:11:08.640]  想告訴你
[00:11:08.640 --> 00:11:11.000]  如果你打算參加崇拜
[00:11:11.000 --> 00:11:12.720]  或者已經坐在那裏
[00:11:12.720 --> 00:11:15.520]  但是你的心不能安靜下來
[00:11:15.520 --> 00:11:18.440]  在家裏的環境始終比較難專心
[00:11:18.440 --> 00:11:21.160]  可能有家人在那裏走來走去
[00:11:21.160 --> 00:11:25.440]  可能你的人正在做早餐、沖咖啡
[00:11:25.440 --> 00:11:27.560]  或者你只是為了周圍的事
[00:11:27.560 --> 00:11:31.000]  覺得很煩惱、很焦急、很忙亂
[00:11:31.000 --> 00:11:32.360]  可能有人在崇拜之前
[00:11:32.360 --> 00:11:35.480]  還在看新聞最新的疫情
[00:11:35.480 --> 00:11:39.000]  或者在管教你的孩子
[00:11:39.000 --> 00:11:41.600]  或者在想待會午餐的安排
[00:11:41.600 --> 00:11:42.960]  要打點的事
[00:11:42.960 --> 00:11:44.880]  還沒有空間招呼耶穌
[00:11:44.880 --> 00:11:46.880]  或者你的眼睛是看著
[00:11:46.880 --> 00:11:50.200]  但是你的腦袋其實在想其他的事情
[00:11:50.200 --> 00:11:53.200]  希望今天主耶穌提醒你
[00:11:53.200 --> 00:11:55.200]  耶穌沒有否定你的努力
[00:11:55.200 --> 00:11:57.280]  飯是要煮的
[00:11:57.280 --> 00:11:59.520]  在這段時間我們特別多在家裏吃飯
[00:11:59.520 --> 00:12:01.000]  所以我們真的很感謝
[00:12:01.000 --> 00:12:07.280]  有份幫忙買菜、煮飯和洗碗的家人
[00:12:07.280 --> 00:12:11.800]  也有人去買物資、去清潔家居
[00:12:11.800 --> 00:12:13.480]  這些都是很好的
[00:12:13.480 --> 00:12:17.360]  但是記得一切的打點都要適可而止
[00:12:17.360 --> 00:12:20.480]  不要為了這些事情過分擔憂
[00:12:20.480 --> 00:12:23.640]  太多的思慮反而錯過了最重要的東西
[00:12:23.640 --> 00:12:28.800]  連屬於神的時間和空間都用了
[00:12:28.800 --> 00:12:33.320]  我也想到可能有一些比較資深的信徒
[00:12:33.320 --> 00:12:36.720]  初信主的時候是瑪利亞
[00:12:36.720 --> 00:12:39.160]  有姐姐瑪大介紹耶穌給你認識
[00:12:39.160 --> 00:12:40.440]  祂打點好一切
[00:12:40.440 --> 00:12:43.640]  你只需要安靜、乖乖地專心聽到
[00:12:43.640 --> 00:12:47.240]  去享受你和耶穌的時間
[00:12:47.240 --> 00:12:50.760]  但是後來你開始幫忙做家務了
[00:12:50.760 --> 00:12:52.560]  之後越做越多
[00:12:52.560 --> 00:12:53.640]  你很盡責
[00:12:53.640 --> 00:12:57.760]  不單想做到也想做得好
[00:12:57.760 --> 00:13:00.000]  見到沒人做的事你又不忍心
[00:13:00.000 --> 00:13:01.400]  你又去幫忙
[00:13:01.400 --> 00:13:04.720]  於是你有十萬樣東西要顧
[00:13:04.720 --> 00:13:07.760]  你一心一意很想服侍主、服侍人
[00:13:07.760 --> 00:13:10.720]  但是有時可能會亮起黃燈
[00:13:10.720 --> 00:13:12.000]  甚至紅燈
[00:13:12.000 --> 00:13:14.640]  可能你的頭頂開始冒煙
[00:13:14.640 --> 00:13:17.120]  你心裏面很多抱怨
[00:13:17.120 --> 00:13:19.600]  為著很多的事思慮煩擾
[00:13:19.600 --> 00:13:23.920]  甚至開始看其他人不順眼
[00:13:23.920 --> 00:13:26.000]  向人、向耶穌抱怨
[00:13:26.000 --> 00:13:28.160]  你們有沒有看到我做得多辛苦
[00:13:28.160 --> 00:13:31.560]  他們只是坐在那裏聽道
[00:13:31.560 --> 00:13:35.080]  這段時間可能少了一些侍奉
[00:13:35.080 --> 00:13:37.400]  你又可以做回瑪利亞
[00:13:37.400 --> 00:13:39.280]  崇拜的時候沒有其他事做
[00:13:39.280 --> 00:13:42.880]  只是專心在那裏聽道
[00:13:42.880 --> 00:13:46.360]  親近主、感謝主
[00:13:46.360 --> 00:13:48.960]  不過不要因為今天聽完
[00:13:48.960 --> 00:13:52.480]  之後就紛紛去辭退侍奉崗位
[00:13:52.480 --> 00:13:56.320]  否則要被辭退的就是我
[00:13:56.320 --> 00:13:58.040]  做家務本身是好事
[00:13:58.040 --> 00:14:00.760]  家務理應每人都分擔一點
[00:14:00.760 --> 00:14:02.760]  如果大部份的人都坐在那裏
[00:14:02.760 --> 00:14:05.440]  只是少數忙碌的人在忙的話
[00:14:05.440 --> 00:14:06.240]  就更加忙亂
[00:14:06.240 --> 00:14:08.120]  更加多的思慮煩擾
[00:14:08.120 --> 00:14:10.640]  更加沒有機會安心聽道
[00:14:10.640 --> 00:14:13.360]  當中平時殷勤服侍的人
[00:14:13.360 --> 00:14:16.240]  多謝你們對主的忠誠擺上
[00:14:16.240 --> 00:14:19.440]  多謝你們對弟兄姊妹的關愛行動
[00:14:19.440 --> 00:14:21.360]  多謝你們對未得救的靈魂
[00:14:21.360 --> 00:14:23.640]  不計較的付出
[00:14:23.640 --> 00:14:26.400]  有一本書的書名叫做
[00:14:26.400 --> 00:14:29.680]  「瑪大的腳 瑪利亞的心」
[00:14:29.680 --> 00:14:31.240]  我相信這個結合
[00:14:31.240 --> 00:14:34.520]  就是主耶穌對我們的教導和期望
[00:14:34.520 --> 00:14:36.160]  既有服侍的行動
[00:14:36.160 --> 00:14:40.080]  也有學務親近主的心
[00:14:40.080 --> 00:14:42.640]  你認為你自己像瑪大多些
[00:14:42.640 --> 00:14:45.520]  還是像瑪利亞多些呢?
[00:14:45.520 --> 00:14:48.800]  在腳方面你需要活動多些
[00:14:48.800 --> 00:14:50.160]  還是在心方面
[00:14:50.160 --> 00:14:55.280]  你需要操練多些安靜聆聽
[00:14:55.280 --> 00:14:56.680]  第二集
[00:14:56.680 --> 00:14:58.760]  「拉薩路復活」
[00:14:58.760 --> 00:15:00.400]  因為這段經文太長了
[00:15:00.400 --> 00:15:02.520]  今天我們省略一些細節
[00:15:02.520 --> 00:15:04.600]  我們只讀開始的部份
[00:15:04.600 --> 00:15:10.080]  在約翰福音十一章一至五節
[00:15:10.080 --> 00:15:12.560]  有一個患病的人名叫拉薩路
[00:15:12.560 --> 00:15:14.040]  住在白大尼
[00:15:14.040 --> 00:15:18.040]  就是瑪利亞和她姐姐瑪大的村莊
[00:15:18.040 --> 00:15:20.560]  這瑪利亞就是那用香膏抹主
[00:15:20.560 --> 00:15:23.160]  又用頭髮刷她腳的
[00:15:23.160 --> 00:15:26.160]  患病的拉薩路是她的弟弟
[00:15:26.160 --> 00:15:28.800]  姐妹兩個就打發人去見耶穌
[00:15:28.800 --> 00:15:33.080]  說:主呀!你所愛的人病了
[00:15:33.080 --> 00:15:35.360]  耶穌聽見後卻說:
[00:15:35.360 --> 00:15:37.000]  這病不至於死
[00:15:37.000 --> 00:15:39.320]  而是為了上帝的榮耀
[00:15:39.320 --> 00:15:43.200]  為要使上帝的兒子藉此得榮耀
[00:15:43.200 --> 00:15:46.120]  耶穌素來愛瑪大和她妹妹
[00:15:46.120 --> 00:15:49.400]  以及拉薩路
[00:15:49.400 --> 00:15:50.720]  來到這裡
[00:15:50.720 --> 00:15:52.200]  大件事了
[00:15:52.200 --> 00:15:54.600]  弟弟病了
[00:15:54.600 --> 00:15:56.680]  而且病得很重
[00:15:56.680 --> 00:15:59.480]  這兩姐妹很迫切地快點去找耶穌
[00:15:59.480 --> 00:16:02.520]  他們相信只要趕得及找到耶穌
[00:16:02.520 --> 00:16:04.120]  耶穌一定願意並且有能力
[00:16:04.120 --> 00:16:08.120]  治好拉薩路的
[00:16:08.120 --> 00:16:11.080]  可惜等不到耶穌來
[00:16:11.080 --> 00:16:13.840]  弟弟已經死了
[00:16:13.840 --> 00:16:15.920]  而且耶穌來到的時候
[00:16:15.920 --> 00:16:18.640]  拉薩路已經死了四天
[00:16:18.640 --> 00:16:21.040]  主耶穌來到墳墓前
[00:16:21.040 --> 00:16:26.800]  竟然叫人將封住墳墓的大石移開
[00:16:26.800 --> 00:16:28.760]  瑪大馬上阻止他
[00:16:28.760 --> 00:16:29.880]  沒有用的
[00:16:29.880 --> 00:16:31.120]  他已經死了四天
[00:16:31.120 --> 00:16:35.240]  他的屍體一定已經臭了
[00:16:35.240 --> 00:16:36.680]  但結果
[00:16:36.680 --> 00:16:39.480]  耶穌竟然令拉薩路復活
[00:16:39.480 --> 00:16:44.520]  每人會想到有這個結果
[00:16:44.520 --> 00:16:46.960]  這段經文除了告訴我們
[00:16:46.960 --> 00:16:48.560]  當時的耶穌
[00:16:48.560 --> 00:16:51.440]  真的不是一個普通人
[00:16:51.440 --> 00:16:54.400]  祂有能力使人復活
[00:16:54.400 --> 00:16:55.840]  但是
[00:16:55.840 --> 00:16:58.680]  對我們今天有什麼意義呢?
[00:16:58.680 --> 00:17:00.400]  難道今天我的親人死了
[00:17:00.400 --> 00:17:04.680]  我可以求耶穌使他復活嗎?
[00:17:04.680 --> 00:17:06.840]  現在全球肺炎的疫情
[00:17:06.840 --> 00:17:09.200]  不僅影響了患病的人
[00:17:09.200 --> 00:17:11.560]  連仍然健康的人來說
[00:17:11.560 --> 00:17:13.360]  也大受影響
[00:17:13.360 --> 00:17:14.760]  不僅物質上
[00:17:14.760 --> 00:17:16.120]  生活上
[00:17:16.120 --> 00:17:20.080]  心靈上也多了很多憂慮、恐懼
[00:17:20.080 --> 00:17:22.640]  因為真的會死人的
[00:17:22.640 --> 00:17:23.680]  看著每一天
[00:17:23.680 --> 00:17:26.520]  世界各地感染死亡的數字
[00:17:26.520 --> 00:17:29.360]  我們不得不嚴陣以待
[00:17:29.360 --> 00:17:33.080]  信耶穌可以保護我們不染病嗎?
[00:17:33.080 --> 00:17:34.600]  萬一染病
[00:17:34.600 --> 00:17:36.840]  我們可以不死嗎?
[00:17:36.840 --> 00:17:38.080]  萬一死了
[00:17:38.080 --> 00:17:40.080]  我們可以求耶穌
[00:17:40.080 --> 00:17:42.120]  讓我們復活嗎?
[00:17:42.120 --> 00:17:43.880]  如果也不行
