
[00:00:00.000 --> 00:00:01.400]  各位音福家的大型節目
[00:01:30.140 --> 00:01:33.040]  聖經給我們很多一些處事的原則
[00:01:33.040 --> 00:01:34.340]  我們要好一點研究
[00:01:34.340 --> 00:01:36.240]  今天我們就在抉擇上面
[00:01:36.240 --> 00:01:38.440]  能夠配合到神的心意
[00:01:38.440 --> 00:01:40.140]  按神的心意而行
[00:01:40.140 --> 00:01:43.640]  好 我們就從舊約的一件事來看看
[00:01:43.640 --> 00:01:45.440]  我們先看看那個背景
[00:01:45.440 --> 00:01:47.940]  大家很熟悉就是阿哈王
[00:01:47.940 --> 00:01:50.240]  他因為娶了一個不信的妻子
[00:01:50.240 --> 00:01:51.240]  就是耶穌別
[00:01:51.240 --> 00:01:56.540]  於是引導整個的子民去敬拜巴力
[00:01:56.540 --> 00:01:58.740]  那時候還有阿舍拉
[00:01:58.740 --> 00:02:00.740]  因為領導人不好的緣故
[00:02:00.740 --> 00:02:04.540]  就影響到他下面那幫子民
[00:02:04.540 --> 00:02:06.840]  神就興起先知以利
[00:02:06.840 --> 00:02:08.540]  力還狂瀾
[00:02:08.540 --> 00:02:13.240]  巴力是加拿大一位風暴和降雨的神
[00:02:13.240 --> 00:02:14.740]  神是很幽默的
[00:02:14.740 --> 00:02:17.440]  所以神就作出針對性的行動
[00:02:17.440 --> 00:02:19.440]  你拜這個神有娛樂
[00:02:19.440 --> 00:02:21.540]  就令到你們乾汗
[00:02:21.540 --> 00:02:24.040]  正如十災裡面有很多災
[00:02:24.040 --> 00:02:26.940]  其實都是針對他們所拜的神
[00:02:26.940 --> 00:02:29.240]  黑禁之災就是因為他們相信
[00:02:29.240 --> 00:02:32.440]  法老王就是天子的代表
[00:02:32.440 --> 00:02:33.740]  是光明的
[00:02:33.740 --> 00:02:37.740]  刑災就是他們皇冠上面的蒼蠅
[00:02:37.740 --> 00:02:39.740]  刑災就困擾著他們
[00:02:39.740 --> 00:02:41.740]  好了 所以你留意到
[00:02:41.740 --> 00:02:45.140]  神就透過以利先知
[00:02:45.140 --> 00:02:48.240]  去宣告一件事
[00:02:48.240 --> 00:02:52.540]  他說 激烈寄居的提斯比人
[00:02:52.540 --> 00:02:55.040]  以利亞對阿哈說
[00:02:55.040 --> 00:02:58.240]  我子爵所侍奉永生耶和華
[00:02:58.240 --> 00:03:00.240]  以色列的神起誓
[00:03:00.240 --> 00:03:02.640]  借幾年 我若不禱告
[00:03:02.640 --> 00:03:05.440]  必不降露 不下雨
[00:03:05.440 --> 00:03:07.040]  這裡是很清楚的
[00:03:07.040 --> 00:03:08.540]  但是他指出
[00:03:08.540 --> 00:03:12.740]  神是會讓他們面對旱災的
[00:03:12.740 --> 00:03:14.740]  但是不要忘記
[00:03:14.740 --> 00:03:16.340]  當中還有很多子民
[00:03:16.340 --> 00:03:18.840]  至少有七千人未向巴力屈膝
[00:03:18.840 --> 00:03:20.340]  他們都沒有敬拜巴力
[00:03:20.340 --> 00:03:22.540]  但是同樣的會來受苦
[00:03:22.540 --> 00:03:23.940]  所以你記住
[00:03:23.940 --> 00:03:25.640]  我們不會脫離那個群體
[00:03:25.640 --> 00:03:27.840]  我們仍然有時候有些人犯錯
[00:03:27.840 --> 00:03:29.640]  就是我們來受累的
[00:03:29.640 --> 00:03:34.940]  好了 但是神都要磨練教導才知道
[00:03:34.940 --> 00:03:36.940]  要放下自我
[00:03:36.940 --> 00:03:38.940]  以利亞身為神的僕人
[00:03:38.940 --> 00:03:42.140]  他首先要學習去信服神的教導
[00:03:42.140 --> 00:03:44.840]  神就叫他宣告完之後
[00:03:44.840 --> 00:03:47.040]  去哪裏呢 他就去基納溪旁
[00:03:47.040 --> 00:03:49.040]  那裏帶著他去追著
[00:03:49.040 --> 00:03:51.440]  但是他每天都要用信心仰望
[00:03:51.440 --> 00:03:54.440]  有一隻烏鴉擔東西給你吃
[00:03:54.440 --> 00:03:56.440]  不過我覺得烏鴉擔東西給你吃
[00:03:56.440 --> 00:03:58.240]  第一 就一定不會很多
[00:03:58.240 --> 00:03:59.440]  因為烏鴉不是螞蟻
[00:03:59.440 --> 00:04:00.940]  螞蟻我們擔多一些
[00:04:00.940 --> 00:04:02.640]  但是最特別是什麼呢
[00:04:02.640 --> 00:04:06.840]  原來烏鴉是在《誡命》裏面
[00:04:06.840 --> 00:04:09.240]  是視為不潔的動物
[00:04:09.240 --> 00:04:12.340]  在《生命記》第十四章十二到十四節
[00:04:12.340 --> 00:04:13.840]  就有這個記載
[00:04:13.840 --> 00:04:16.240]  但是有一隻不潔的動物
[00:04:16.240 --> 00:04:19.740]  來帶食物給以利亞
[00:04:19.740 --> 00:04:21.740]  這個就要突破一些思想
[00:04:21.740 --> 00:04:24.240]  不要太死板
[00:04:24.240 --> 00:04:27.240]  而且他還要每一天去仰望
[00:04:27.240 --> 00:04:30.540]  正如《新約》裏面彼得
[00:04:30.540 --> 00:04:33.240]  他在約柏那個地方祈禱
[00:04:33.240 --> 00:04:36.140]  突然看到天上飄了一塊布下來
[00:04:36.140 --> 00:04:39.440]  上面有一些在律法上視為不潔的食物
[00:04:39.440 --> 00:04:41.940]  但是有聲音叫他吃了
[00:04:41.940 --> 00:04:44.240]  彼得說我怎麽可以吃這些東西呢
[00:04:44.240 --> 00:04:47.240]  原來後來就有一些外邦人來請求彼得
[00:04:47.240 --> 00:04:49.040]  到我們宣講福音
[00:04:49.040 --> 00:04:52.440]  所以神在人的心裏面先做一些工作
[00:04:52.440 --> 00:04:53.840]  好了 以利亞
[00:04:53.840 --> 00:04:55.340]  他自己本身
[00:04:55.340 --> 00:04:57.340]  如果不讓神去磨練
[00:04:57.340 --> 00:04:59.640]  他對神有這個信心的時候
[00:04:59.640 --> 00:05:03.140]  他怎麽可以來帶去帶領著群眾呢
[00:05:03.140 --> 00:05:05.540]  所以他一定要有好心的經歷
[00:05:05.540 --> 00:05:07.440]  所以侍奉者記住
[00:05:07.440 --> 00:05:10.040]  我們要讓神來帶去教導
[00:05:10.040 --> 00:05:11.740]  磨練 對付
[00:05:11.740 --> 00:05:14.540]  我們才可以好好的服侍神
[00:05:14.540 --> 00:05:15.540]  好了
[00:05:15.540 --> 00:05:17.640]  在基督教規範住了一段時間
[00:05:17.640 --> 00:05:21.140]  但是溪水就慢慢乾了
[00:05:21.140 --> 00:05:26.340]  神就吩咐以利亞去撒勒法
[00:05:26.340 --> 00:05:30.340]  投靠一個寡婦
[00:05:30.340 --> 00:05:32.740]  我們覺得這樣就去吧
[00:05:32.740 --> 00:05:35.140]  但原來這條是很漫長的路
[00:05:35.140 --> 00:05:36.640]  艱辛的路
[00:05:36.640 --> 00:05:40.040]  他要由約旦河的西岸
[00:05:40.040 --> 00:05:42.640]  這樣就一直走下去
[00:05:42.640 --> 00:05:45.440]  看到在圖裏面
[00:05:45.440 --> 00:05:48.140]  基勒溪旁 我還在學聲軒
[00:05:48.140 --> 00:05:50.340]  約旦河的西岸
[00:05:50.340 --> 00:05:53.740]  他一路要去西頓的時候
[00:05:53.740 --> 00:05:56.940]  就是要向北邊尼泰去上
[00:05:56.940 --> 00:05:59.940]  要經過整個以色列國
[00:05:59.940 --> 00:06:03.140]  但是當時其實王已經下令
[00:06:03.140 --> 00:06:05.840]  要去追捕以利亞
[00:06:05.840 --> 00:06:07.840]  他覺得他是一個罪魁禍首
[00:06:07.840 --> 00:06:09.840]  而沒有想到自己本身
[00:06:09.840 --> 00:06:11.640]  就是一個罪魁禍首
[00:06:11.640 --> 00:06:15.340]  就是說他要經過很凶險的以色列國
[00:06:15.340 --> 00:06:19.840]  然後接著就去到西頓這個地方
[00:06:19.840 --> 00:06:23.140]  所以這條一定是很漫長的路
[00:06:23.140 --> 00:06:25.540]  但是以利亞可能會這樣
[00:06:25.540 --> 00:06:27.440]  不是吧
[00:06:27.440 --> 00:06:30.140]  叫我去外邦人所住的地方
[00:06:30.140 --> 00:06:33.840]  大家知道猶太人是不會入外邦人所住的地方
[00:06:33.840 --> 00:06:36.140]  有得選擇的時候
[00:06:36.140 --> 00:06:38.840]  我想以利亞寧願我留在基勒溪旁
[00:06:38.840 --> 00:06:43.440]  留下來好過我去一個外邦人的地方
[00:06:43.440 --> 00:06:45.240]  所以你會留意到
[00:06:45.240 --> 00:06:48.140]  還有 要投靠什麼
[00:06:48.140 --> 00:06:50.540]  投靠那個寡婦
[00:06:50.540 --> 00:06:53.640]  孤男寡女共處一室
[00:06:53.640 --> 00:06:57.940]  會不會被人有所理解去批評呢
[00:06:57.940 --> 00:07:00.840]  非短留長 是不是
[00:07:00.840 --> 00:07:05.940]  所以它是會一定有心裏面那種的不安
[00:07:05.940 --> 00:07:08.740]  但是神是教導人一步一步來的
[00:07:08.740 --> 00:07:12.140]  先讓她經歷到烏鴉可以給她吃東西
[00:07:12.140 --> 00:07:13.840]  烏鴉視為不潔的
[00:07:13.840 --> 00:07:15.840]  但是現在又怎樣呢
[00:07:15.840 --> 00:07:19.740]  就是要她去投靠一個寡婦
[00:07:19.740 --> 00:07:21.940]  一個強人
[00:07:21.940 --> 00:07:25.140]  是一定要知道自己仍然有不足的地方
[00:07:25.140 --> 00:07:28.840]  同樣需要人的扶助和提點
[00:07:28.840 --> 00:07:30.840]  神的僕人一樣是這樣
[00:07:30.840 --> 00:07:33.940]  是需要人去提醒她
[00:07:33.940 --> 00:07:36.240]  指示她 教導她
[00:07:36.240 --> 00:07:38.540]  我們牧者都要向會友學習
[00:07:38.540 --> 00:07:39.640]  但是更加重要的是
[00:07:39.640 --> 00:07:42.440]  有時候我們都要接受一些的供應
[00:07:42.440 --> 00:07:44.740]  我們要放下自己的面子
[00:07:44.740 --> 00:07:47.940]  這個時候 但是不容易
[00:07:47.940 --> 00:07:50.540]  當我剛剛建立命運堂的時候
[00:07:50.540 --> 00:07:53.840]  我由7000元的工資變成3000元的工資
[00:07:53.840 --> 00:07:55.740]  又沒有地方住
[00:07:55.740 --> 00:07:58.540]  因為以前是有宿舍給我住的
[00:07:58.540 --> 00:08:00.340]  就是他們會租給我住
[00:08:00.340 --> 00:08:02.440]  那個壓力是很大的
[00:08:02.440 --> 00:08:03.640]  我和我太太說
[00:08:03.640 --> 00:08:05.540]  如果我們要來這裡開荒
[00:08:05.540 --> 00:08:07.540]  生活質素會低很多的
[00:08:07.540 --> 00:08:10.340]  你會不會支持我啊
[00:08:10.340 --> 00:08:13.040]  雖然夫婦之間是不應該分彼此的
[00:08:13.040 --> 00:08:14.540]  但是那時候我說出來的時候
[00:08:14.540 --> 00:08:17.040]  我心裡也不是很難受
[00:08:17.040 --> 00:08:18.440]  我看 傻了
[00:08:18.440 --> 00:08:21.240]  我們當然是一起來面對
[00:08:21.240 --> 00:08:22.440]  我笑著跟她說
[00:08:22.440 --> 00:08:24.040]  我吃軟飯的
[00:08:24.040 --> 00:08:25.340]  我笑著跟她說
[00:08:25.340 --> 00:08:27.440]  但我心裡是有滴血的
[00:08:27.440 --> 00:08:28.640]  所以你留意到
[00:08:28.640 --> 00:08:31.040]  其實有時候要接受別人一些的幫助
[00:08:31.040 --> 00:08:31.940]  有時候不容易
[00:08:31.940 --> 00:08:33.440]  但我們要留意一下
[00:08:33.440 --> 00:08:36.240]  主耶穌 保羅
[00:08:36.240 --> 00:08:40.640]  他不是經常都受一些人給他的援助嗎
[00:08:40.640 --> 00:08:43.340]  包括婦女去援助他們
[00:08:43.340 --> 00:08:46.340]  讓他們可以安心地去服侍
[00:08:46.340 --> 00:08:47.340]  菲勒比教會
[00:08:47.340 --> 00:08:49.040]  他不是帶著很多的物質
[00:08:49.040 --> 00:08:51.140]  叫他們來帶去給保羅
[00:08:51.140 --> 00:08:52.540]  讓保羅在監獄裡
[00:08:52.540 --> 00:08:54.540]  也可以好地生活 是不是
[00:08:54.540 --> 00:08:56.840]  我們現在看到原來弱的
[00:08:56.840 --> 00:08:59.540]  是能夠扶助強的
[00:08:59.540 --> 00:09:02.740]  有誰會想到一個外邦人
[00:09:02.740 --> 00:09:04.840]  力量薄弱的寡婦
[00:09:04.840 --> 00:09:09.240]  竟然可以來帶她去輔導神的僕人呢
[00:09:09.240 --> 00:09:10.340]  但神很奇妙
[00:09:10.340 --> 00:09:13.840]  就是揀選了這個外邦的婦人
[00:09:13.840 --> 00:09:17.440]  包括主耶穌都稱讚這個婦人
[00:09:17.440 --> 00:09:19.840]  在《路加坊》第四章25到26節說到
[00:09:19.840 --> 00:09:22.540]  那時以色列中有許多寡婦
[00:09:22.540 --> 00:09:27.740]  以利亞並沒有奉妻往他們一個人那裡去
[00:09:27.740 --> 00:09:33.240]  原來以利亞就是奉妻遣去外邦的婦人那裡
[00:09:33.240 --> 00:09:35.640]  所以神哥的安排計劃
[00:09:35.640 --> 00:09:38.540]  本來不是我們有限的智慧
[00:09:38.540 --> 00:09:42.140]  可以來帶她去完全了解的
[00:09:42.140 --> 00:09:46.440]  一個富有的人去幫助一個人
[00:09:46.440 --> 00:09:48.340]  問題是不大的
[00:09:48.340 --> 00:09:52.040]  但不要忘記現在的投靠的是寡婦
[00:09:52.040 --> 00:09:53.840]  如果我們再詳細探討的時候
[00:09:53.840 --> 00:09:56.240]  知道這個寡婦的細分子
[00:09:56.240 --> 00:09:57.940]  年紀應該是很小的
[00:09:57.940 --> 00:10:01.940]  因為那時她出去撿兩斤柴而已
[00:10:01.940 --> 00:10:04.540]  但如果細分子大的十幾歲
[00:10:04.540 --> 00:10:07.640]  「兒子,再幫忙撿兩條柴回來吧」
[00:10:07.640 --> 00:10:10.040]  但也不會是她自己出去
[00:10:10.040 --> 00:10:12.840]  所以這個細分子還是很小的
[00:10:12.840 --> 00:10:20.140]  但神竟然藉著這個寡婦去幫助以利亞突破她自己
[00:10:20.140 --> 00:10:23.440]  神有祂的時間、祂的安排
[00:10:23.440 --> 00:10:26.440]  祂安排烏鴉、安排寡婦
[00:10:26.440 --> 00:10:29.040]  那時候所以你看到
[00:10:29.040 --> 00:10:31.940]  祂說我已經和你開路了
[00:10:31.940 --> 00:10:33.640]  第十七章第九節
[00:10:33.640 --> 00:10:38.640]  「我已吩咐那類的一個寡婦供養你」
[00:10:38.640 --> 00:10:40.640]  原來神已經在之前
[00:10:40.640 --> 00:10:43.340]  在這個寡婦身邊也做了一些工作
[00:10:43.340 --> 00:10:47.040]  所以今天只要我們有信心的時候
[00:10:47.040 --> 00:10:50.140]  我們就不需要太擔心前面的路怎麼走了
[00:10:50.140 --> 00:10:52.340]  很奇妙的安排
[00:10:52.340 --> 00:10:55.940]  我們有沒有經歷過神隱時刻的時間表呢
[00:10:55.940 --> 00:10:59.740]  正如傳道書第三章第一到第八節裡面
[00:10:59.740 --> 00:11:01.940]  有很多的分享
[00:11:01.940 --> 00:11:03.340]  我只是抽第一第二節
[00:11:03.340 --> 00:11:04.340]  你有讀而已
[00:11:04.340 --> 00:11:06.740]  凡事都有定期
[00:11:06.740 --> 00:11:09.440]  天下萬物都有定時
[00:11:09.440 --> 00:11:10.540]  生有時
[00:11:10.540 --> 00:11:11.840]  死有時
[00:11:11.840 --> 00:11:13.140]  栽種有時
[00:11:13.140 --> 00:11:16.340]  不出所栽種的也有時
[00:11:16.340 --> 00:11:18.340]  我們個人的生命
[00:11:18.340 --> 00:11:21.540]  真是有神奇妙的安排
[00:11:21.540 --> 00:11:26.140]  我們的經歷是會成為我們信心的階梯
[00:11:26.140 --> 00:11:29.340]  以利亞已經很清楚得到指示
[00:11:29.340 --> 00:11:32.240]  去撒臘法投靠寡婦
[00:11:32.240 --> 00:11:34.340]  但是去到撒臘法這麼大的地方
[00:11:34.340 --> 00:11:36.040]  投靠誰的寡婦
[00:11:36.040 --> 00:11:37.940]  那個是不是寡婦
[00:11:37.940 --> 00:11:40.840]  難道你去問女士
[00:11:40.840 --> 00:11:41.940]  請問你是不是寡婦
[00:11:41.940 --> 00:11:42.640]  神經病的
[00:11:42.640 --> 00:11:43.340]  我有老公的
[00:11:43.340 --> 00:11:44.040]  什麼寡婦
[00:11:44.040 --> 00:11:45.340]  你幹什麼
[00:11:45.340 --> 00:11:47.840]  隨時會被人罵
[00:11:47.840 --> 00:11:48.540]  這個時候
[00:11:48.540 --> 00:11:51.040]  但是他有很強的觀察力
[00:11:51.040 --> 00:11:52.740]  因為當時都是男人世界
[00:11:52.740 --> 00:11:54.540]  男人都要做多些事情
[00:11:54.540 --> 00:11:57.640]  如果那個一家之主還在的時候
[00:11:57.640 --> 00:12:01.140]  就不需要那個婦人出去拋頭露面
[00:12:01.140 --> 00:12:03.040]  來來去去撿柴
[00:12:03.040 --> 00:12:06.940]  正如幾乎主耶穌和一個撒瑪利亞婦人談到
[00:12:06.940 --> 00:12:09.340]  主耶穌其實很有強的觀察力
[00:12:09.340 --> 00:12:10.640]  就說他是神的兒子
[00:12:10.640 --> 00:12:11.940]  當然可以了
[00:12:11.940 --> 00:12:13.940]  因為那時候烈日當空
[00:12:13.940 --> 00:12:16.340]  竟然有個女人出來打水
[00:12:16.340 --> 00:12:17.540]  因為在中東地方
[00:12:17.540 --> 00:12:18.740]  中午的時候
[00:12:18.740 --> 00:12:20.240]  烈日當空的時候
[00:12:20.240 --> 00:12:21.440]  是不會出去打水的
[00:12:21.440 --> 00:12:22.640]  在黃昏的時候
[00:12:22.640 --> 00:12:23.940]  沒有公熱車出去的
[00:12:23.940 --> 00:12:26.340]  這個女人很想避開其他人
[00:12:26.340 --> 00:12:28.040]  不想被其他人看到
[00:12:28.040 --> 00:12:29.340]  或者和她有交往
[00:12:29.340 --> 00:12:30.940]  所以她才會這樣做
[00:12:30.940 --> 00:12:33.540]  所以耶穌特地來和她聊天
[00:12:33.540 --> 00:12:35.040]  所以你記住
[00:12:35.040 --> 00:12:38.440]  有時候我們絕對不是偶然遇上的驚喜
[00:12:38.440 --> 00:12:40.440]  實在是自己時間的安排
[00:12:40.440 --> 00:12:43.240]  去年12月聖誕節的時候
[00:12:43.240 --> 00:12:46.040]  我就要去利物浦那裡講到
[00:12:46.040 --> 00:12:50.340]  買了火車票
[00:12:50.340 --> 00:12:52.440]  誰知道後來火車罷工
[00:12:52.440 --> 00:12:54.640]  那怎麼辦呢?
[00:12:54.640 --> 00:12:56.740]  如果坐火車也要四個多小時
[00:12:56.740 --> 00:12:59.140]  隨時有時候不止這個數
[00:12:59.140 --> 00:13:00.440]  但是沒得去的時候
[00:13:00.440 --> 00:13:02.440]  為什麼我又不懂得開車?
[00:13:02.440 --> 00:13:04.040]  坐巴士嗎?
[00:13:04.040 --> 00:13:04.940]  有啊
[00:13:04.940 --> 00:13:06.140]  我就查過了
[00:13:06.140 --> 00:13:08.240]  晚上八點鐘上車
[00:13:08.240 --> 00:13:10.940]  半夜兩點鐘去到利物浦
[00:13:10.940 --> 00:13:12.940]  誰接我?
[00:13:12.940 --> 00:13:14.540]  誰知道在這個時候
[00:13:14.540 --> 00:13:17.240]  我有一個會友在利物浦住
[00:13:17.240 --> 00:13:19.840]  他就打電話給我
[00:13:19.840 --> 00:13:24.240]  穆斯特 我星期三會來你住的那一區
[00:13:24.240 --> 00:13:25.940]  為什麼?
[00:13:25.940 --> 00:13:27.140]  後來分享的時候
[00:13:27.140 --> 00:13:29.440]  他來了英國兩年
[00:13:29.440 --> 00:13:32.740]  但是完全沒有來我住的那一區
[00:13:32.740 --> 00:13:36.340]  但原來他的公司在聖誕節的時候
[00:13:36.340 --> 00:13:38.840]  是有一個晚宴
[00:13:38.840 --> 00:13:42.940]  大家一班來自不同地方的同事一起去吃東西
[00:13:42.940 --> 00:13:45.640]  但是選了我住的那一區
[00:13:45.640 --> 00:13:48.940]  最奇妙的是他的公司不是在我的那一區
[00:13:48.940 --> 00:13:50.740]  也不是很多人住我的那一區
[00:13:50.740 --> 00:13:53.940]  他們就去一間印度店那裡來帶他吃晚飯
[00:13:53.940 --> 00:13:56.140]  所以特地下來住一晚酒店
[00:13:56.140 --> 00:13:58.040]  完了之後第二天
[00:13:58.040 --> 00:14:01.540]  他就再回到利物浦
[00:14:01.540 --> 00:14:05.540]  穆斯 不如我載你上去好不好?
[00:14:05.540 --> 00:14:07.440]  我是沒想過的
[00:14:07.440 --> 00:14:09.340]  我就很深體會到
[00:14:09.340 --> 00:14:11.140]  絕不偶然
[00:14:11.140 --> 00:14:13.640]  背後有神自己的一個經歷
[00:14:13.640 --> 00:14:16.940]  所以有時候這些經歷
[00:14:16.940 --> 00:14:20.340]  就令到我們對神有更大的信心
[00:14:20.340 --> 00:14:22.340]  去面對更大的挑戰
[00:14:22.340 --> 00:14:26.840]  這次的旱災原來都禍及了以色列的鄰邦
[00:14:26.840 --> 00:14:30.240]  薩勒法都照樣面對著旱災
[00:14:30.240 --> 00:14:32.840]  所以以利亞及後應許
[00:14:32.840 --> 00:14:35.840]  一定必無所缺的
[00:14:35.840 --> 00:14:39.640]  直到第十七章 第十四章我們會看
[00:14:39.640 --> 00:14:44.340]  直到有雨降在地上的日子
[00:14:44.340 --> 00:14:46.340]  好了 我們看看以利亞
[00:14:46.340 --> 00:14:47.440]  剛才看到這個寡婦
[00:14:47.440 --> 00:14:49.840]  第一個要求是什麼呢?
[00:14:49.840 --> 00:14:53.040]  以利亞就起身往薩勒法去
[00:14:53.040 --> 00:14:54.340]  到聖門
[00:14:54.340 --> 00:14:57.440]  見有一個寡婦在那裡檢查
[00:14:57.440 --> 00:15:00.440]  以利亞吩咐她說
[00:15:00.440 --> 00:15:05.940]  求你用器皿取點水來給我喝
[00:15:05.940 --> 00:15:07.840]  對著一個過路人
[00:15:07.840 --> 00:15:10.740]  然後叫她拿點水來解渴
[00:15:10.740 --> 00:15:15.240]  在中東地方到現在都是很高客的
[00:15:15.240 --> 00:15:19.340]  問她拿點水來喝是絕對沒問題
[00:15:19.340 --> 00:15:21.440]  表面水都不是很貴重的東西
[00:15:21.440 --> 00:15:24.640]  但是在寒災裡面水就成為很貴重了
[00:15:24.640 --> 00:15:25.840]  你留意一下
[00:15:25.840 --> 00:15:29.340]  她不是入屋倒點水給她喝
[00:15:29.340 --> 00:15:32.640]  是叫她出去外面拿水 後來我們看到
[00:15:32.640 --> 00:15:36.940]  所以這個絕對不是那麼容易
[00:15:36.940 --> 00:15:41.240]  但是這個婦人沒有任何的反對
[00:15:41.240 --> 00:15:43.140]  她真的是很信服
[00:15:43.140 --> 00:15:46.340]  你記不記得當耶穌叫那個
[00:15:46.340 --> 00:15:48.940]  薩瑪利亞井旁的婦人
[00:15:48.940 --> 00:15:51.540]  你跟她說可以給我喝點水
[00:15:51.540 --> 00:15:53.440]  這個女人問很多問題
[00:15:53.440 --> 00:15:56.740]  但是現在以利亞所面對的這個寡婦
[00:15:56.740 --> 00:15:59.540]  她是非常的信服 很沉默
[00:15:59.540 --> 00:16:00.940]  這個很寶貴
[00:16:00.940 --> 00:16:04.240]  這個信服都成為她蒙福的基礎了
[00:16:04.240 --> 00:16:07.940]  但是我們看到以利亞真的是強人所難
[00:16:07.940 --> 00:16:10.340]  以利亞真的是不近人情
[00:16:10.340 --> 00:16:13.140]  你留意到第11節
[00:16:13.140 --> 00:16:15.240]  她去取水的時候
[00:16:15.240 --> 00:16:17.940]  以利亞又呼叫她說
[00:16:17.940 --> 00:16:21.640]  也求你拿點餅來給我
[00:16:21.640 --> 00:16:23.740]  喂 水都沒拿到
[00:16:23.740 --> 00:16:27.540]  又第二個命令 又第二個要求
[00:16:27.540 --> 00:16:29.540]  拿餅給我吃吧
[00:16:29.540 --> 00:16:32.340]  表面很有禮貌 是不是
[00:16:32.340 --> 00:16:35.340]  求你 但是其實她是強人所難
[00:16:35.340 --> 00:16:38.340]  她有沒有關心這個寡婦的感受
[00:16:38.340 --> 00:16:40.140]  如果在家裡
[00:16:40.140 --> 00:16:42.840]  你回去跟她說
[00:16:42.840 --> 00:16:45.240]  好熱啊 給我喝杯水吧
[00:16:45.240 --> 00:16:48.740]  你看她預備去倒水的時候
[00:16:48.740 --> 00:16:51.640]  好餓啊 給我煮個麵吧
[00:16:51.640 --> 00:16:54.140]  有什麼反應
[00:16:54.140 --> 00:16:56.340]  喂 做完一樣就一樣
[00:16:56.340 --> 00:16:57.440]  水又沒倒給你
[00:16:57.440 --> 00:16:59.040]  又馬上叫我煮個麵給你
[00:16:59.040 --> 00:17:00.740]  你不是吧
[00:17:00.740 --> 00:17:02.840]  那你自己做吧
[00:17:02.840 --> 00:17:04.440]  當然是誇張一點
[00:17:04.440 --> 00:17:05.440]  千萬不要投射
[00:17:05.440 --> 00:17:07.740]  這個是私募 私募不是這樣的
[00:17:07.740 --> 00:17:12.740]  好了 如果教會的牧者
[00:17:12.740 --> 00:17:15.240]  叫你又要做這個 又要做那個
[00:17:15.240 --> 00:17:16.240]  這件事還沒做完
[00:17:16.240 --> 00:17:19.040]  又叫你來奉獻 又叫你來參與
[00:17:19.040 --> 00:17:21.240]  可能你有什麼感受
[00:17:21.240 --> 00:17:23.440]  你就會說 沒愛心
[00:17:23.440 --> 00:17:25.440]  你都沒有關注我的需要
[00:17:25.440 --> 00:17:26.740]  這個時候
[00:17:26.740 --> 00:17:30.140]  根據這個緣故 甚至是不會離開教會
[00:17:30.140 --> 00:17:31.940]  但是在神的角度裡面
[00:17:31.940 --> 00:17:34.640]  有時候是要有這種權柄的
[00:17:34.640 --> 00:17:35.940]  等一下會再提
[00:17:35.940 --> 00:17:37.740]  其實以利亞
[00:17:37.740 --> 00:17:42.540]  他是故意故意去留難他某個程度
[00:17:42.540 --> 00:17:46.140]  以便他可以奉神的名利行神職
