
[00:00:00.000 --> 00:00:04.060]  在我們的人生裏面有很多需要做決定的地方
[00:04:12.120 --> 00:04:13.720]  阿門
[00:04:13.720 --> 00:04:17.120]  今天我們發現在保羅的書信裏面
[00:04:17.120 --> 00:04:19.920]  同樣有用這種表達
[00:04:19.920 --> 00:04:21.720]  我們一起來看看今天經文
[00:04:21.720 --> 00:04:23.920]  國民黨後書第一章的二十節
[00:04:23.920 --> 00:04:25.920]  我選取的是新漢語譯本
[00:04:25.920 --> 00:04:27.120]  這個翻譯本
[00:04:27.120 --> 00:04:28.120]  現在只有新約
[00:04:28.120 --> 00:04:29.920]  舊約還在翻譯中
[00:04:29.920 --> 00:04:33.120]  我覺得這個翻譯本拿些平衡
[00:04:33.120 --> 00:04:35.720]  就是說又按着原文
[00:04:35.720 --> 00:04:40.720]  但是我們相對覺得通順的中文
[00:04:40.720 --> 00:04:42.920]  我們一起讀一讀這個譯本
[00:04:42.920 --> 00:04:43.920]  一章二十節
[00:04:43.920 --> 00:04:45.720]  國民黨後書
[00:04:45.720 --> 00:04:47.920]  因爲神的一切應許
[00:04:47.920 --> 00:04:50.720]  在基督裏都是是的
[00:04:50.720 --> 00:04:54.320]  所以我們直着他說阿門
[00:04:54.320 --> 00:04:57.320]  使神直着我們得榮耀
[00:04:57.320 --> 00:04:58.320]  但是這些譯本
[00:04:58.320 --> 00:05:00.320]  阿門就說是信實的
[00:05:00.320 --> 00:05:04.520]  說他是可靠等等的意思
[00:05:04.520 --> 00:05:06.920]  不過這裏就將原本
[00:05:06.920 --> 00:05:08.920]  保羅用的文字阿門
[00:05:08.920 --> 00:05:09.520]  譯了出來
[00:05:09.520 --> 00:05:10.920]  我們讀多一次好嗎
[00:05:10.920 --> 00:05:13.520]  因爲神的一切應許
[00:05:13.520 --> 00:05:16.120]  在基督裏都是是的
[00:05:16.120 --> 00:05:19.320]  所以我們直着他說阿門
[00:05:19.320 --> 00:05:22.520]  使神直着我們得榮耀
[00:05:22.520 --> 00:05:24.920]  今天有三點
[00:05:24.920 --> 00:05:27.120]  在這一句裏我看到三個方面
[00:05:27.120 --> 00:05:29.120]  第一方面是第一個部分
[00:05:29.120 --> 00:05:32.720]  神的一切應許都是是的
[00:05:32.720 --> 00:05:34.720]  都是確實的
[00:05:34.720 --> 00:05:37.720]  爲什麼保羅會這樣說呢
[00:05:37.720 --> 00:05:41.120]  都要解釋一下背後的一些原因
[00:05:41.120 --> 00:05:43.120]  保羅曾經在他和
[00:05:43.120 --> 00:05:45.320]  哥倫多教會的通訊裏面
[00:05:45.320 --> 00:05:47.520]  提過他打算
[00:05:47.520 --> 00:05:51.520]  再一次來探望哥倫多教會
[00:05:51.520 --> 00:05:52.920]  他曾經提過
[00:05:52.920 --> 00:05:54.920]  他會有兩次的機會
[00:05:54.920 --> 00:05:58.120]  前後來探望哥倫多教會
[00:05:58.120 --> 00:06:00.720]  在哥倫多後書一章十六節
[00:06:00.720 --> 00:06:02.120]  他表達過
[00:06:02.120 --> 00:06:04.120]  他打算要從
[00:06:04.120 --> 00:06:06.720]  哥倫多教會你們那裏經過
[00:06:06.720 --> 00:06:08.720]  然後去馬其頓
[00:06:08.720 --> 00:06:09.920]  馬其頓是哪裏呢
[00:06:09.920 --> 00:06:12.320]  北面寫着菲律比的地方
[00:06:12.320 --> 00:06:13.920]  那一帶就叫馬其頓
[00:06:13.920 --> 00:06:15.320]  保羅在伊弗所
[00:06:15.320 --> 00:06:17.120]  他告訴哥倫多教會的人
[00:06:17.120 --> 00:06:19.320]  他有一個這樣的行程打算
[00:06:19.320 --> 00:06:21.920]  希望經過哥倫多
[00:06:21.920 --> 00:06:23.320]  過了海
[00:06:23.320 --> 00:06:24.320]  然後去哥倫多
[00:06:24.320 --> 00:06:28.320]  由哥倫多向北去
[00:06:28.320 --> 00:06:30.520]  馬其頓菲律比的地方
[00:06:30.520 --> 00:06:33.920]  但到後來保羅因爲
[00:06:33.920 --> 00:06:35.920]  想念哥倫多教會
[00:06:35.920 --> 00:06:37.920]  保羅曾經寫過四封信給
[00:06:37.920 --> 00:06:41.120]  以我們所知寫過四封信給哥倫多教會
[00:06:41.120 --> 00:06:42.920]  今天我們在新約聖經裏邊
[00:06:42.920 --> 00:06:45.720]  收錄了其中的兩封信
[00:06:45.720 --> 00:06:46.720]  哥倫多前書
[00:06:46.720 --> 00:06:48.320]  哥倫多後書
[00:06:48.320 --> 00:06:49.920]  原來有四封信的
[00:06:49.920 --> 00:06:51.720]  即是說有兩封信
[00:06:51.720 --> 00:06:54.720]  沒有收錄在我們今天的聖經裏邊
[00:06:54.720 --> 00:06:55.320]  行不行
[00:06:55.320 --> 00:06:57.120]  第一封信和第三封信
[00:06:57.120 --> 00:06:58.720]  我們都不知道在哪裏
[00:06:58.720 --> 00:06:59.920]  失傳了
[00:06:59.920 --> 00:07:00.920]  但是我們從
[00:07:00.920 --> 00:07:02.920]  哥倫多前書和後書
[00:07:02.920 --> 00:07:04.720]  我們隱約看得到
[00:07:04.720 --> 00:07:07.720]  保羅在前書之前寫了一本書
[00:07:07.720 --> 00:07:08.920]  一封信
[00:07:08.920 --> 00:07:11.520]  在後書之前也寫了一封信
[00:07:11.520 --> 00:07:13.920]  而後書之前寫的那封信
[00:07:13.920 --> 00:07:15.920]  教會的歷史普遍
[00:07:15.920 --> 00:07:18.920]  就稱這封失傳了的信
[00:07:18.920 --> 00:07:20.520]  叫做很嚴厲的信
[00:07:20.520 --> 00:07:22.520]  或者叫做眼淚的信
[00:07:22.520 --> 00:07:23.720]  爲什麼呢
[00:07:23.720 --> 00:07:25.920]  因爲我們知道哥倫多教會有很多問題
[00:07:25.920 --> 00:07:27.520]  在哥倫多前書裏面我們看到
[00:07:27.520 --> 00:07:29.920]  有很多的罪有很多的分裂
[00:07:29.920 --> 00:07:31.520]  有很多結黨問題
[00:07:31.520 --> 00:07:33.320]  保羅寫哥倫多前書
[00:07:33.320 --> 00:07:34.920]  是因爲他收到
[00:07:34.920 --> 00:07:37.920]  在當時教會里面的一些消息
[00:07:37.920 --> 00:07:39.720]  所以寫了前書
[00:07:39.720 --> 00:07:40.920]  但是似乎
[00:07:40.920 --> 00:07:42.520]  寫完之後的後果
[00:07:42.520 --> 00:07:44.120]  效果不是很理想
[00:07:44.120 --> 00:07:46.520]  於是寫了另外一本書
[00:07:46.520 --> 00:07:47.720]  另外一封書信
[00:07:47.720 --> 00:07:50.720]  是那份嚴厲的信
[00:07:50.720 --> 00:07:51.720]  提醒他們
[00:07:51.720 --> 00:07:54.320]  差不多要執行教會的紀律
[00:07:54.320 --> 00:07:56.520]  但是保羅寫完那封嚴厲的信之後
[00:07:56.520 --> 00:07:58.320]  看回那封信可能他都覺得
[00:07:58.320 --> 00:08:00.720]  好像會不會寫得太嚴厲
[00:08:00.720 --> 00:08:02.720]  怕着他們的信心受損
[00:08:02.720 --> 00:08:05.320]  所以他就要派他的同工
[00:08:05.320 --> 00:08:08.120]  提多去看教會的情況
[00:08:08.120 --> 00:08:10.920]  提多去到哥倫多教會
[00:08:10.920 --> 00:08:13.720]  很久都沒有音訊
[00:08:13.720 --> 00:08:15.120]  所以保羅很心急
[00:08:15.120 --> 00:08:17.120]  他很想知道教會的情況
[00:08:17.120 --> 00:08:19.320]  於是他改變了他的行程
[00:08:19.320 --> 00:08:22.520]  然後他就向北去了
[00:08:22.520 --> 00:08:23.720]  馬其頓的地方
[00:08:23.720 --> 00:08:25.320]  然後纔去到哥倫多
[00:08:25.320 --> 00:08:26.720]  事情大概是這樣
[00:08:26.720 --> 00:08:29.320]  但是保羅沒有在這一刻
[00:08:29.320 --> 00:08:33.320]  立刻處理這個環境和人事的問題
[00:08:33.320 --> 00:08:35.120]  的確他是改了行程
[00:08:35.120 --> 00:08:36.920]  但是因爲他改行程
[00:08:36.920 --> 00:08:39.320]  本來說答應去哥倫多兩次的
[00:08:39.320 --> 00:08:40.520]  誰不知只是去一次
[00:08:40.520 --> 00:08:42.320]  於是在教會當中有一些
[00:08:42.320 --> 00:08:45.120]  對保羅很有意見的人就批評他
[00:08:45.120 --> 00:08:47.720]  說他或是或非
[00:08:47.720 --> 00:08:49.120]  喜歡那樣說那樣
[00:08:49.120 --> 00:08:50.720]  說我不算數
[00:08:50.720 --> 00:08:51.920]  說他搬龍門
[00:08:51.920 --> 00:08:54.120]  所以對他有很多的說話
[00:08:54.120 --> 00:08:55.720]  甚至是挑釁他
[00:08:55.720 --> 00:09:00.120]  對他仕途的身份有很多的疑惑
[00:09:00.120 --> 00:09:01.920]  其實保羅要解釋這些問題
[00:09:01.920 --> 00:09:02.920]  真的很簡單
[00:09:02.920 --> 00:09:06.120]  我們改行程有多大的問題呢
[00:09:06.120 --> 00:09:07.920]  我都會改行程的
[00:09:07.920 --> 00:09:09.320]  去年的六月
[00:09:09.320 --> 00:09:11.720]  其實我們一家就打算要
[00:09:11.720 --> 00:09:13.320]  有一個畢業旅行
[00:09:13.320 --> 00:09:15.320]  因爲我兒子我女兒
[00:09:15.320 --> 00:09:17.920]  前後兩年終於考完DSE了
[00:09:17.920 --> 00:09:20.120]  我們就應和他們分享
[00:09:20.120 --> 00:09:21.920]  就是說那兩年考DSE
[00:09:21.920 --> 00:09:24.720]  我們就不會在暑假有全家旅行
[00:09:24.720 --> 00:09:26.120]  以往都有這樣的機會
[00:09:26.120 --> 00:09:27.920]  特別是小的時間
[00:09:27.920 --> 00:09:30.320]  但是希望他們能夠專心讀書
[00:09:30.320 --> 00:09:33.120]  就是去年和前年
[00:09:33.120 --> 00:09:35.720]  我們都沒有在暑假的時候一起去旅行
[00:09:35.720 --> 00:09:37.520]  當然那兩年我們都
[00:09:37.520 --> 00:09:39.120]  我和師母都有機會
[00:09:39.120 --> 00:09:43.320]  突然慶喜就去了臺灣幾天
[00:09:43.320 --> 00:09:45.720]  我們也有去日本的東北
[00:09:45.720 --> 00:09:48.320]  一長一點的時間
[00:09:48.320 --> 00:09:51.320]  但是這一次就是一個很特別的時間
[00:09:51.320 --> 00:09:52.920]  我們全家的旅行
[00:09:52.920 --> 00:09:54.320]  已經計劃了很久了
[00:09:54.320 --> 00:09:56.120]  講了兩年終於
[00:09:56.120 --> 00:09:58.320]  去年應該要成行
[00:09:58.320 --> 00:10:00.520]  所以因爲我們大家都有這樣的默契
[00:10:00.520 --> 00:10:02.320]  我們打算四個
[00:10:02.320 --> 00:10:04.720]  結果後來我們打算五個
[00:10:04.720 --> 00:10:06.920]  因爲師母很盼望
[00:10:06.920 --> 00:10:08.920]  能夠和她的媽媽一起去
[00:10:08.920 --> 00:10:11.120]  我當然很遷就師母
[00:10:11.120 --> 00:10:12.520]  她說什麼就什麼
[00:10:12.520 --> 00:10:15.320]  於是我們很早已經下訂了
[00:10:15.320 --> 00:10:16.520]  付了錢
[00:10:16.520 --> 00:10:19.320]  訂了機票、酒店
[00:10:19.320 --> 00:10:20.720]  也租了車
[00:10:20.720 --> 00:10:23.120]  也爲我兩隻狗訂了狗酒店
[00:10:23.120 --> 00:10:25.120]  付了錢
[00:10:25.120 --> 00:10:27.920]  但是去年的三月開始
[00:10:27.920 --> 00:10:30.320]  師母的狀況開始不太妥當
[00:10:30.320 --> 00:10:31.320]  我們知道
[00:10:31.320 --> 00:10:32.720]  剛纔我也有講
[00:10:32.720 --> 00:10:35.720]  四年多前開始知道她有癌病
[00:10:35.720 --> 00:10:37.720]  但是頭三年都相安無事
[00:10:37.720 --> 00:10:39.720]  也是很穩定
[00:10:39.720 --> 00:10:40.920]  好像沒有事一樣
[00:10:40.920 --> 00:10:42.120]  繼續上班
[00:10:42.120 --> 00:10:45.320]  但是過去的一年就開始
[00:10:45.320 --> 00:10:47.320]  在三月的時候開始有痛
[00:10:47.320 --> 00:10:49.120]  發現原來多了一個樓
[00:10:49.120 --> 00:10:50.720]  一個很大的樓
[00:10:50.720 --> 00:10:54.920]  然後又試過急性的腎衰竭
[00:10:54.920 --> 00:10:58.720]  於是去到去年的五月中的時間
[00:10:58.720 --> 00:11:01.520]  突然間有一個很嚴重的
[00:11:01.520 --> 00:11:03.320]  藥物敏感的情況
[00:11:03.320 --> 00:11:06.320]  令到眼睛所有的黏膜發炎
[00:11:06.320 --> 00:11:09.320]  甚至是眼睛看不到
[00:11:09.320 --> 00:11:12.520]  那個情況逼使我們
[00:11:12.520 --> 00:11:13.720]  要想一件事
[00:11:13.720 --> 00:11:15.320]  旅行不是最重要的
[00:11:15.320 --> 00:11:16.720]  付了錢也不要緊
[00:11:16.720 --> 00:11:18.720]  當然大家會想象得到
[00:11:18.720 --> 00:11:21.320]  五個人要去北海道
[00:11:21.320 --> 00:11:23.320]  十天的行程
[00:11:23.320 --> 00:11:25.120]  機票、酒店、食宿
[00:11:25.120 --> 00:11:26.320]  諸如此類的
[00:11:26.320 --> 00:11:28.520]  也是不少錢
[00:11:28.520 --> 00:11:30.720]  但是當時最重要的是
[00:11:30.720 --> 00:11:32.920]  照顧師母的狀況
[00:11:32.920 --> 00:11:34.720]  於是當然要最後決定
[00:11:34.720 --> 00:11:36.720]  來取消行程
[00:11:36.720 --> 00:11:38.920]  取消行程是有代價的
[00:11:38.920 --> 00:11:41.720]  不過我們也會經常做
[00:11:41.720 --> 00:11:44.520]  不過取消完之後
[00:11:44.520 --> 00:11:45.920]  有另外一個想法
[00:11:45.920 --> 00:11:47.720]  會不會可以問一下他們
[00:11:47.720 --> 00:11:49.720]  說一下我們實際的情況
[00:11:49.720 --> 00:11:52.720]  不知道會不會有些差
[00:11:52.720 --> 00:11:54.720]  於是真的
[00:11:54.720 --> 00:11:56.720]  我打電話去中介公司問
[00:11:56.720 --> 00:11:58.720]  他幫我們訂酒店等等
[00:11:58.720 --> 00:12:00.720]  他就說你儘管拿一封醫生信來看
[00:12:00.720 --> 00:12:02.720]  不過不敢包
[00:12:02.720 --> 00:12:04.720]  你寫一下
[00:12:04.720 --> 00:12:08.720]  看看日本的酒店會不會考慮
[00:12:08.720 --> 00:12:09.720]  或者機票怎麼樣
[00:12:09.720 --> 00:12:11.720]  我就分別在幾個不同的機構
[00:12:11.720 --> 00:12:13.720]  公司來問
[00:12:13.720 --> 00:12:16.720]  都是這樣去表達
[00:12:16.720 --> 00:12:19.720]  很有趣
[00:12:19.720 --> 00:12:21.720]  當寄了這封信之後
[00:12:21.720 --> 00:12:23.720]  沒多久就收到
[00:12:23.720 --> 00:12:25.720]  中介公司說
[00:12:25.720 --> 00:12:27.720]  他們酒店肯退款給你
[00:12:27.720 --> 00:12:29.720]  然後航空公司就說
[00:12:29.720 --> 00:12:30.720]  這樣的情況
[00:12:30.720 --> 00:12:32.720]  扣你一點點錢
[00:12:32.720 --> 00:12:33.720]  就退款給你
[00:12:33.720 --> 00:12:36.720]  結果我數數看
[00:12:36.720 --> 00:12:40.720]  就是有95%可以退款
[00:12:40.720 --> 00:12:44.720]  真的想不到
[00:12:44.720 --> 00:12:47.720]  我覺得在我過去這段日子裏
[00:12:47.720 --> 00:12:49.720]  這麼困難的日子
[00:12:49.720 --> 00:12:51.720]  好像很黑暗的日子
[00:12:51.720 --> 00:12:54.720]  但原來上帝仍然有恩典
[00:12:54.720 --> 00:12:56.720]  在這些細微的事情上
[00:12:56.720 --> 00:12:58.720]  我看到上帝仍然有恩典
[00:12:58.720 --> 00:13:01.720]  所以你說改行程有什麼大問題
[00:13:01.720 --> 00:13:04.720]  爲什麼要搞到好像很嚴重
[00:13:04.720 --> 00:13:07.720]  實際上保羅當他收到
[00:13:07.720 --> 00:13:10.720]  哥倫多教會對他改變行程這件事情上
[00:13:10.720 --> 00:13:12.720]  他感受得到
[00:13:12.720 --> 00:13:15.720]  他明白得到這些人對他的挑釁
[00:13:15.720 --> 00:13:16.720]  對他的批評
[00:13:16.720 --> 00:13:18.720]  不只是因爲改行程
[00:13:18.720 --> 00:13:22.720]  而是改行程背後所帶來的影響
[00:13:22.720 --> 00:13:23.720]  保羅說
[00:13:23.720 --> 00:13:29.720]  他所傳遞的福音信息
[00:13:29.720 --> 00:13:32.720]  如果這個被批評成立的時候
[00:13:32.720 --> 00:13:35.720]  其實是直接影響他傳遞的福音信息
[00:13:35.720 --> 00:13:36.720]  爲什麼這麼說
[00:13:36.720 --> 00:13:37.720]  我們看看兩節聖經
[00:13:37.720 --> 00:13:39.720]  在20節之前的兩節
[00:13:39.720 --> 00:13:42.720]  保羅在處理這個困難的時候
[00:13:42.720 --> 00:13:43.720]  要交代的時候
[00:13:43.720 --> 00:13:45.720]  他先提出這件事
[00:13:45.720 --> 00:13:48.720]  我們一起讀18,19節
[00:13:48.720 --> 00:13:50.720]  神是信實的
[00:13:50.720 --> 00:13:52.720]  我們傳給你們的道
[00:13:52.720 --> 00:13:55.720]  並不是又是又非的
[00:13:55.720 --> 00:13:58.720]  因爲我 塞拉 和提摩泰
[00:13:58.720 --> 00:14:01.720]  在你們中間所宣講的
[00:14:01.720 --> 00:14:03.720]  神的兒子耶穌基督
[00:14:03.720 --> 00:14:06.720]  並不是又是又非的
[00:14:06.720 --> 00:14:10.720]  在他從來都是時的
[00:14:10.720 --> 00:14:11.720]  然後才說
[00:14:11.720 --> 00:14:14.720]  然後才說今天我們看的那節經文
[00:14:14.720 --> 00:14:15.720]  在他處理之前
[00:14:15.720 --> 00:14:17.720]  他不是去解釋
[00:14:17.720 --> 00:14:18.720]  因爲什麼環境
[00:14:18.720 --> 00:14:19.720]  因爲什麼事
[00:14:19.720 --> 00:14:22.720]  事實上保羅後來是有這樣處理的
[00:14:22.720 --> 00:14:23.720]  第一章後面
[00:14:23.720 --> 00:14:24.720]  他有解釋情況
[00:14:24.720 --> 00:14:27.720]  但是他要先放在前面的
[00:14:27.720 --> 00:14:29.720]  是他體會到
[00:14:29.720 --> 00:14:30.720]  對他的批評
[00:14:30.720 --> 00:14:33.720]  其實是在批評他傳遞的福音
[00:14:33.720 --> 00:14:35.720]  如果對他的人格批評的時候
[00:14:35.720 --> 00:14:38.720]  其實直接影響他所傳的福音
[00:14:38.720 --> 00:14:40.720]  所以他很清楚
[00:14:40.720 --> 00:14:42.720]  告訴那些教會的信徒
[00:14:42.720 --> 00:14:43.720]  知道他所傳的道
[00:14:43.720 --> 00:14:45.720]  因爲神是信實的
[00:14:45.720 --> 00:14:49.720]  耶穌基督並不是又是又非
[00:14:49.720 --> 00:14:52.720]  這件事可大可小
[00:14:52.720 --> 00:14:55.720]  所以他很嚴正地提出
[00:14:55.720 --> 00:14:56.720]  即是說
[00:14:56.720 --> 00:14:59.720]  神的說話是最確實
[00:14:59.720 --> 00:15:01.720]  是最可靠的 實在的
[00:15:01.720 --> 00:15:05.720]  神的應許無論是多高或多難
[00:15:05.720 --> 00:15:07.720]  我們知道在舊約聖經裏
[00:15:07.720 --> 00:15:09.720]  上帝一早已經透過不同的先知
[00:15:09.720 --> 00:15:11.720]  甚至在創世紀的時候
[00:15:11.720 --> 00:15:14.720]  已經預言那位拯救者要來
[00:15:14.720 --> 00:15:16.720]  上帝一切的應許
[00:15:16.720 --> 00:15:20.720]  是指向那位尼賽亞那位救主
[00:15:20.720 --> 00:15:22.720]  而耶穌基督就是
[00:15:22.720 --> 00:15:25.720]  回應了上帝一切的應許
[00:15:25.720 --> 00:15:26.720]  他是實現那個
[00:15:26.720 --> 00:15:27.720]  保羅的意思就是
[00:15:27.720 --> 00:15:29.720]  上帝一切的應許
[00:15:29.720 --> 00:15:31.720]  在耶穌基督身上
[00:15:31.720 --> 00:15:33.720]  都完全的應驗
[00:15:33.720 --> 00:15:35.720]  不論我們覺得是有多難
[00:15:35.720 --> 00:15:36.720]  多麼渺茫
[00:15:36.720 --> 00:15:38.720]  多麼沒有可能實現的
[00:15:38.720 --> 00:15:43.720]  在耶穌基督身上都完全一一實現
[00:15:43.720 --> 00:15:45.720]  所以的確我們可以回到言下經
[00:15:45.720 --> 00:15:47.720]  就看看舊約裏面一直在說
[00:15:47.720 --> 00:15:50.720]  那位尼賽亞的預言
[00:15:50.720 --> 00:15:53.720]  有沒有在耶穌基督身上來到成就
[00:15:53.720 --> 00:15:56.720]  我想告訴你是一一成就
[00:15:56.720 --> 00:15:59.720]  連耶穌被白布包住
[00:15:59.720 --> 00:16:01.720]  舊約的先知所說的
[00:16:01.720 --> 00:16:04.720]  到新約我們見到耶穌都是這樣
[00:16:04.720 --> 00:16:05.720]  完全的應驗
[00:16:05.720 --> 00:16:08.720]  連這麼細微的東西都應驗
[00:16:08.720 --> 00:16:11.720]  而保羅他想告訴教會知道
[00:16:11.720 --> 00:16:12.720]  他的行動
[00:16:12.720 --> 00:16:14.720]  他一切的決定
[00:16:14.720 --> 00:16:15.720]  不是他自己
[00:16:15.720 --> 00:16:17.720]  喜歡怎樣就怎樣
[00:16:17.720 --> 00:16:18.720]  不是此時而非
