
[00:00:00.000 --> 00:00:02.000]  讓神榮耀的光
[00:02:09.000 --> 00:02:12.000]  現在來到第九章
[00:02:12.000 --> 00:02:14.000]  為什麼會有這個
[00:02:14.000 --> 00:02:18.000]  登山變象的經文呢
[00:02:18.000 --> 00:02:20.000]  為什麼這件事
[00:02:20.000 --> 00:02:22.000]  要在這個時候發生呢
[00:02:22.000 --> 00:02:24.000]  原來在前面
[00:02:24.000 --> 00:02:26.000]  加利利的歲月
[00:02:26.000 --> 00:02:29.000]  主耶穌已經按照天父給他的祝福
[00:02:29.000 --> 00:02:32.000]  來成就了很多奇妙的事
[00:02:32.000 --> 00:02:34.000]  接下來要繼續
[00:02:34.000 --> 00:02:36.000]  信服天父的指引
[00:02:36.000 --> 00:02:39.000]  但是在這個期間
[00:02:39.000 --> 00:02:42.000]  就是在蓋撒尼亞菲勒比那裡
[00:02:42.000 --> 00:02:44.000]  宗門徒
[00:02:44.000 --> 00:02:47.000]  已經是能夠進一步的
[00:02:47.000 --> 00:02:50.000]  來認識這位耶穌基督
[00:02:50.000 --> 00:02:52.000]  你是基督
[00:02:52.000 --> 00:02:55.000]  是永生神的兒子
[00:02:55.000 --> 00:02:57.000]  當他們認識了
[00:02:57.000 --> 00:02:59.000]  耶穌基督的身份之後
[00:02:59.000 --> 00:03:01.000]  主耶穌就繼續將他的工作
[00:03:01.000 --> 00:03:03.000]  很重要的工作
[00:03:03.000 --> 00:03:06.000]  來講出來給他們聽
[00:03:06.000 --> 00:03:08.000]  我要上耶路撒冷在那裡
[00:03:08.000 --> 00:03:11.000]  受祭司長民事等等
[00:03:11.000 --> 00:03:13.000]  是許多的苦
[00:03:13.000 --> 00:03:15.000]  而且要寫明
[00:03:15.000 --> 00:03:17.000]  就在這個時候
[00:03:17.000 --> 00:03:19.000]  就這個門徒
[00:03:19.000 --> 00:03:21.000]  和他之間的關係
[00:03:21.000 --> 00:03:23.000]  出現了一些
[00:03:23.000 --> 00:03:25.000]  很嚴重的改變
[00:03:25.000 --> 00:03:27.000]  包括彼得
[00:03:27.000 --> 00:03:29.000]  雖然是認了他是
[00:03:29.000 --> 00:03:31.000]  永生上帝的兒子
[00:03:31.000 --> 00:03:33.000]  卻膽敢向這位
[00:03:33.000 --> 00:03:35.000]  上主的兒子說
[00:03:35.000 --> 00:03:38.000]  主啊萬萬不可
[00:03:38.000 --> 00:03:40.000]  要阻止他
[00:03:40.000 --> 00:03:43.000]  繼續去成就天父的心意
[00:03:43.000 --> 00:03:47.000]  這是很嚴重很嚴重的事
[00:03:47.000 --> 00:03:49.000]  為什麼會這樣呢
[00:03:49.000 --> 00:03:51.000]  有時候我們不是很明白
[00:03:51.000 --> 00:03:53.000]  原來是這樣
[00:03:53.000 --> 00:03:56.000]  因為在這個時刻
[00:03:56.000 --> 00:03:59.000]  主耶穌開始跟他們說
[00:03:59.000 --> 00:04:03.000]  我會去死
[00:04:03.000 --> 00:04:05.000]  我會寫明
[00:04:05.000 --> 00:04:08.000]  你想想一個能夠這樣
[00:04:08.000 --> 00:04:11.000]  來趕鬼醫病行神蹟的
[00:04:11.000 --> 00:04:13.000]  這一位的主
[00:04:13.000 --> 00:04:15.000]  應該就是一個繼續
[00:04:15.000 --> 00:04:18.000]  所向披靡的尼賽亞
[00:04:18.000 --> 00:04:19.000]  但是他竟然間
[00:04:19.000 --> 00:04:21.000]  自己會受死
[00:04:21.000 --> 00:04:24.000]  這是不能夠接受的一件事
[00:04:24.000 --> 00:04:27.000]  因為死等於失敗
[00:04:27.000 --> 00:04:29.000]  那麼門徒所寄託的
[00:04:29.000 --> 00:04:30.000]  所信的
[00:04:30.000 --> 00:04:32.000]  還有什麼價值呢
[00:04:32.000 --> 00:04:35.000]  最後只不過是一場夢
[00:04:35.000 --> 00:04:37.000]  絕對不可
[00:04:37.000 --> 00:04:39.000]  主啊千萬不可
[00:04:39.000 --> 00:04:41.000]  所以在這樣的情況下
[00:04:41.000 --> 00:04:44.000]  我們來到這一段的經文
[00:04:44.000 --> 00:04:46.000]  這個變象
[00:04:46.000 --> 00:04:48.000]  就是在加里里的傳道
[00:04:48.000 --> 00:04:50.000]  和上耶路撒冷的受苦
[00:04:50.000 --> 00:04:53.000]  中間的一個轉捩點
[00:04:53.000 --> 00:04:55.000]  而在這個轉捩點裡面
[00:04:55.000 --> 00:04:57.000]  讓我們再次來到
[00:04:57.000 --> 00:04:59.000]  這個顯現期裡面
[00:04:59.000 --> 00:05:00.000]  或者應該說
[00:05:00.000 --> 00:05:03.000]  來到這個顯現期的一個巔峰
[00:05:03.000 --> 00:05:05.000]  一個高山
[00:05:05.000 --> 00:05:07.000]  在那裡看見
[00:05:07.000 --> 00:05:10.000]  這一位謙卑降世
[00:05:10.000 --> 00:05:13.000]  披上肉身的這位耶穌
[00:05:13.000 --> 00:05:15.000]  到底他是誰
[00:05:15.000 --> 00:05:18.000]  在前面所發生的一切事
[00:05:18.000 --> 00:05:20.000]  都是透過耶穌基督的神蹟奇事
[00:05:20.000 --> 00:05:22.000]  來造福其他的人
[00:05:22.000 --> 00:05:24.000]  但是現在有一個
[00:05:24.000 --> 00:05:27.000]  比神蹟奇事更加出奇的
[00:05:27.000 --> 00:05:30.000]  更加精彩奧秘的
[00:05:30.000 --> 00:05:32.000]  就是在耶穌基督
[00:05:32.000 --> 00:05:35.000]  自己的身上來發生了
[00:05:35.000 --> 00:05:36.000]  親愛的弟兄姊妹
[00:05:36.000 --> 00:05:39.000]  當我們是這樣照著上主
[00:05:39.000 --> 00:05:43.000]  對他的兒子所作的見證
[00:05:43.000 --> 00:05:45.000]  來認識他的時候
[00:05:45.000 --> 00:05:48.000]  我們的信仰就是充滿著
[00:05:48.000 --> 00:05:50.000]  神的榮光
[00:05:50.000 --> 00:05:52.000]  耶穌基督在山上
[00:05:52.000 --> 00:05:54.000]  發生了什麼事呢
[00:05:54.000 --> 00:05:56.000]  改變形象
[00:05:56.000 --> 00:05:57.000]  用希臘文來說
[00:05:57.000 --> 00:05:59.000]  是metamorphosis
[00:05:59.000 --> 00:06:01.000]  用英文來說
[00:06:01.000 --> 00:06:03.000]  就是metamorphosis
[00:06:03.000 --> 00:06:07.000]  那是不是好像無蟲變成蝴蝶呢
[00:06:07.000 --> 00:06:09.000]  當然不是在說這件事
[00:06:09.000 --> 00:06:12.000]  但是在說這一位
[00:06:12.000 --> 00:06:15.000]  是就這樣平時和門徒
[00:06:15.000 --> 00:06:17.000]  生活一起的耶穌
[00:06:17.000 --> 00:06:22.000]  他在山上竟然間轉變了
[00:06:22.000 --> 00:06:23.000]  怎樣變化
[00:06:23.000 --> 00:06:24.000]  其實我們真的
[00:06:24.000 --> 00:06:26.000]  人的言語似乎沒有辦法
[00:06:26.000 --> 00:06:28.000]  表述出來
[00:06:28.000 --> 00:06:30.000]  路加就告訴我們
[00:06:30.000 --> 00:06:31.000]  他的面貌放光
[00:06:31.000 --> 00:06:33.000]  好像白天一樣
[00:06:33.000 --> 00:06:35.000]  甚至比日光更加光
[00:06:35.000 --> 00:06:36.000]  這裡就說
[00:06:36.000 --> 00:06:38.000]  他的衣服放光潔白
[00:06:38.000 --> 00:06:40.000]  是世上漂泊的人
[00:06:40.000 --> 00:06:43.000]  都沒有辦法漂得更加白
[00:06:43.000 --> 00:06:46.000]  是什麼一回事啊
[00:06:46.000 --> 00:06:50.000]  真的有這樣的可能嗎
[00:06:50.000 --> 00:06:52.000]  為什麼一個普普通通的
[00:06:52.000 --> 00:06:55.000]  加利利的木匠的兒子
[00:06:55.000 --> 00:06:58.000]  能夠這樣的轉變呢
[00:06:58.000 --> 00:07:00.000]  有什麼可能啊
[00:07:00.000 --> 00:07:02.000]  這個簡直是
[00:07:02.000 --> 00:07:05.000]  難以置信的事情
[00:07:05.000 --> 00:07:07.000]  有些人
[00:07:07.000 --> 00:07:09.000]  其實都會這樣告訴我們
[00:07:09.000 --> 00:07:11.000]  加利利的耶穌
[00:07:11.000 --> 00:07:14.000]  是真的真有其人
[00:07:14.000 --> 00:07:17.000]  不過他從來都不是
[00:07:17.000 --> 00:07:20.000]  教會所說的那一位
[00:07:20.000 --> 00:07:23.000]  那麼大能的基督
[00:07:23.000 --> 00:07:25.000]  兩樣東西其實是分開的
[00:07:25.000 --> 00:07:28.000]  其實不止有一些不信派的人
[00:07:28.000 --> 00:07:29.000]  是這樣說
[00:07:29.000 --> 00:07:32.000]  有一些宗教都是這樣說
[00:07:32.000 --> 00:07:35.000]  就說耶穌那時候死了
[00:07:35.000 --> 00:07:37.000]  不知道為什麼不是祂來的
[00:07:37.000 --> 00:07:39.000]  就灌了一個人諸如此類
[00:07:39.000 --> 00:07:42.000]  總而言之就沒有辦法
[00:07:42.000 --> 00:07:44.000]  接受這一位
[00:07:44.000 --> 00:07:46.000]  加利利人耶穌
[00:07:46.000 --> 00:07:49.000]  就真的是上帝的兒子
[00:07:49.000 --> 00:07:51.000]  但是在登山變象這一處
[00:07:51.000 --> 00:07:53.000]  如果聖經的記載
[00:07:53.000 --> 00:07:57.000]  如果福音的作者所記述的是真實的
[00:07:57.000 --> 00:07:59.000]  我們就只有說
[00:07:59.000 --> 00:08:01.000]  聖經是告訴我們
[00:08:01.000 --> 00:08:04.000]  這個普普通通的
[00:08:04.000 --> 00:08:07.000]  披上肉身的這位耶穌
[00:08:07.000 --> 00:08:08.000]  在山上
[00:08:08.000 --> 00:08:10.000]  他改變了形象
[00:08:10.000 --> 00:08:13.000]  只能夠說出一個道理
[00:08:13.000 --> 00:08:15.000]  就是一章十一節
[00:08:15.000 --> 00:08:16.000]  那一個道理
[00:08:16.000 --> 00:08:18.000]  這是我的愛子
[00:08:18.000 --> 00:08:20.000]  我所喜悅的
[00:08:20.000 --> 00:08:22.000]  然後就讓我們看到
[00:08:22.000 --> 00:08:27.000]  將祂的奇妙的神聖的光輝
[00:08:27.000 --> 00:08:28.000]  在那一刻
[00:08:28.000 --> 00:08:31.000]  來彰顯在門徒的面前
[00:08:31.000 --> 00:08:33.000]  大家想想
[00:08:33.000 --> 00:08:35.000]  衣服會變嗎
[00:08:35.000 --> 00:08:37.000]  衣服可以這樣放光嗎
[00:08:37.000 --> 00:08:39.000]  放完光之後
[00:08:39.000 --> 00:08:42.000]  那套衣服會不會被火燒了
[00:08:42.000 --> 00:08:44.000]  還是那套衣服嗎
[00:08:44.000 --> 00:08:47.000]  如果門徒說的這件事情是事實
[00:08:47.000 --> 00:08:49.000]  就真的奇妙到不得了
[00:08:49.000 --> 00:08:52.000]  他們都覺得是其中之奇
[00:08:52.000 --> 00:08:55.000]  我自己就是完全的相信
[00:08:55.000 --> 00:08:57.000]  這一班門徒所作的見證
[00:08:57.000 --> 00:09:00.000]  就是上帝託付他們
[00:09:00.000 --> 00:09:03.000]  因為在這裡第二節那句話告訴我們
[00:09:03.000 --> 00:09:05.000]  耶穌基督的變相
[00:09:05.000 --> 00:09:07.000]  不是無端端的變
[00:09:07.000 --> 00:09:09.000]  是特別的
[00:09:09.000 --> 00:09:13.000]  過了六天才向他們彰顯出來
[00:09:13.000 --> 00:09:15.000]  而且是故意地
[00:09:15.000 --> 00:09:16.000]  第二節說
[00:09:16.000 --> 00:09:18.000]  就在他們面前
[00:09:18.000 --> 00:09:21.000]  是故意給這三個見證人
[00:09:21.000 --> 00:09:22.000]  彼得雅各約翰
[00:09:22.000 --> 00:09:25.000]  是見得一清二楚的
[00:09:25.000 --> 00:09:29.000]  這是上帝給人的一個啟示
[00:09:29.000 --> 00:09:31.000]  上帝的啟示其實
[00:09:31.000 --> 00:09:34.000]  是有一個模式的
[00:09:34.000 --> 00:09:37.000]  在這個救贖歷史裡面的啟示
[00:09:37.000 --> 00:09:40.000]  是有兩座山是很重要的
[00:09:40.000 --> 00:09:42.000]  一座是西乃山
[00:09:42.000 --> 00:09:46.000]  一座是現在耶穌變相的山
[00:09:46.000 --> 00:09:48.000]  在這兩座山裡面
[00:09:48.000 --> 00:09:51.000]  聖經的技術都有一個模式
[00:09:51.000 --> 00:09:53.000]  是什麼模式呢
[00:09:53.000 --> 00:09:55.000]  就是時間的模式
[00:09:55.000 --> 00:09:57.000]  在這個時間
[00:09:57.000 --> 00:09:59.000]  在這個地點上面
[00:09:59.000 --> 00:10:01.000]  也都給我們看見
[00:10:01.000 --> 00:10:03.000]  基督教的信仰
[00:10:03.000 --> 00:10:09.000]  不是一種人主觀心靈經歷的東西
[00:10:09.000 --> 00:10:13.000]  而是一個由創天造地的上帝
[00:10:13.000 --> 00:10:16.000]  親自在他的世界裡面
[00:10:16.000 --> 00:10:18.000]  在歷史時空裡面
[00:10:18.000 --> 00:10:20.000]  向他所創造
[00:10:20.000 --> 00:10:22.000]  向他所要救贖的人
[00:10:22.000 --> 00:10:24.000]  來到一清二楚
[00:10:24.000 --> 00:10:26.000]  留下證據
[00:10:26.000 --> 00:10:28.000]  留下見證
[00:10:28.000 --> 00:10:30.000]  清清楚楚告訴人
[00:10:30.000 --> 00:10:31.000]  他到底是哪一位
[00:10:31.000 --> 00:10:33.000]  他到底所作何事
[00:10:33.000 --> 00:10:35.000]  到底我在說什麼
[00:10:35.000 --> 00:10:37.000]  頭一個六天
[00:10:37.000 --> 00:10:39.000]  是在西乃山
[00:10:39.000 --> 00:10:42.000]  摩西在山上過了六天
[00:10:42.000 --> 00:10:45.000]  上帝先至向他講說話
[00:10:45.000 --> 00:10:47.000]  向他作出重要的啟示
[00:10:47.000 --> 00:10:50.000]  叫他去帶領上帝的百姓
[00:10:50.000 --> 00:10:53.000]  是從這個埃及遺奴之地
[00:10:53.000 --> 00:10:55.000]  能夠走出來
[00:10:55.000 --> 00:10:57.000]  現在這裡說過了六天
[00:10:57.000 --> 00:11:01.000]  上帝的兒子在山上變相
[00:11:01.000 --> 00:11:04.000]  是要將他自己的身份到底是誰
[00:11:04.000 --> 00:11:06.000]  再一次清清楚楚的
[00:11:06.000 --> 00:11:08.000]  給這一班將來要為他
[00:11:08.000 --> 00:11:12.000]  致死作見證的忠心的見證者
[00:11:12.000 --> 00:11:14.000]  來作出啟示
[00:11:14.000 --> 00:11:17.000]  在這裡我們看到
[00:11:17.000 --> 00:11:20.000]  有兩個人物出現
[00:11:20.000 --> 00:11:22.000]  一個是
[00:11:22.000 --> 00:11:24.000]  以利亞
[00:11:24.000 --> 00:11:27.000]  一個是摩西
[00:11:27.000 --> 00:11:29.000]  為什麼是這兩位呢
[00:11:29.000 --> 00:11:32.000]  一個是律法的代表
[00:11:32.000 --> 00:11:34.000]  一個是先知的代表
[00:11:34.000 --> 00:11:36.000]  一個是第一的先知
[00:11:36.000 --> 00:11:38.000]  一個是最後的先知
[00:11:38.000 --> 00:11:41.000]  他們這一切的先知律法書
[00:11:41.000 --> 00:11:43.000]  他們所做的事情
[00:11:43.000 --> 00:11:45.000]  主耶穌講話
[00:11:45.000 --> 00:11:48.000]  都是為了他來作見證
[00:11:48.000 --> 00:11:51.000]  這兩個在以色列民族裡面
[00:11:51.000 --> 00:11:53.000]  是舉足輕重的領袖
[00:11:53.000 --> 00:11:56.000]  他們在那裡和耶穌見面商談
[00:11:56.000 --> 00:11:58.000]  是在講什麼事情
[00:11:58.000 --> 00:11:59.000]  馬可報記載
[00:11:59.000 --> 00:12:01.000]  但是路加告訴我們
[00:12:01.000 --> 00:12:07.000]  就是講到耶穌基督要怎樣離世的事情
[00:12:07.000 --> 00:12:08.000]  這兩位的人物
[00:12:08.000 --> 00:12:10.000]  其實他們自己的生命
[00:12:10.000 --> 00:12:11.000]  他們的離世
[00:12:11.000 --> 00:12:13.000]  都是相當之獨特
[00:12:13.000 --> 00:12:15.000]  一個是坐船風被上帝接了去
[00:12:15.000 --> 00:12:18.000]  一個是上帝餵著他的僕人
[00:12:18.000 --> 00:12:20.000]  來安葬他的僕人
[00:12:20.000 --> 00:12:22.000]  然後墳墓在哪裡都不知道
[00:12:22.000 --> 00:12:24.000]  以利亞摩西
[00:12:24.000 --> 00:12:26.000]  來跟耶穌說
[00:12:26.000 --> 00:12:29.000]  他那個更加獨特的離世
[00:12:29.000 --> 00:12:31.000]  他的離世
[00:12:31.000 --> 00:12:33.000]  是要叫上帝的百姓
[00:12:33.000 --> 00:12:36.000]  來欣著他的Exodus
[00:12:36.000 --> 00:12:38.000]  得了一個屬靈的Exodus
[00:12:38.000 --> 00:12:39.000]  這個真正的
[00:12:39.000 --> 00:12:43.000]  徹底的釋放自由
[00:12:43.000 --> 00:12:45.000]  而這兩個人出現
[00:12:45.000 --> 00:12:47.000]  就是來見證
[00:12:47.000 --> 00:12:50.000]  來襯托出上帝的兒子
[00:12:50.000 --> 00:12:53.000]  是超越了過去的一切
[00:12:53.000 --> 00:12:54.000]  親愛的兄姊妹
[00:12:54.000 --> 00:12:57.000]  在這裡我想重申兩件事
[00:12:57.000 --> 00:12:59.000]  我們的信仰
[00:12:59.000 --> 00:13:01.000]  不是非理性的信仰
[00:13:01.000 --> 00:13:02.000]  我們的信仰
[00:13:02.000 --> 00:13:04.000]  是腳踏實地的信仰
[00:13:04.000 --> 00:13:05.000]  我們的信仰
[00:13:05.000 --> 00:13:08.000]  是歷史時空真實發生的事情
[00:13:08.000 --> 00:13:11.000]  所以我有時候很肉緊的
[00:13:11.000 --> 00:13:12.000]  有一些人
[00:13:12.000 --> 00:13:15.000]  似乎對於聖經歷史的記載
[00:13:15.000 --> 00:13:18.000]  確實的文字的記載見證
[00:13:18.000 --> 00:13:19.000]  是掉以輕心
[00:13:19.000 --> 00:13:21.000]  不喜歡去研究
[00:13:21.000 --> 00:13:22.000]  不喜歡去看
[00:13:22.000 --> 00:13:24.000]  不喜歡去承載
[00:13:24.000 --> 00:13:26.000]  但是我如果寫一本書給你聽
[00:13:26.000 --> 00:13:28.000]  陳一鳴死了之後
[00:13:28.000 --> 00:13:31.000]  其實去遊過天堂地獄
[00:13:31.000 --> 00:13:34.000]  然後將他寫成一本暢銷的書
[00:13:34.000 --> 00:13:36.000]  賣了千萬本
[00:13:36.000 --> 00:13:38.000]  可能很多人很喜歡看
[00:13:38.000 --> 00:13:40.000]  你有沒有最近發現一件事情
[00:13:40.000 --> 00:13:43.000]  有一個基督教的出版社
[00:13:43.000 --> 00:13:45.000]  將他們賣到盆滿缽滿的那個
[00:13:45.000 --> 00:13:47.000]  說弟弟不知道九歲十歲
[00:13:47.000 --> 00:13:48.000]  死了之後上了天堂
[00:13:48.000 --> 00:13:50.000]  遊完天堂之後
[00:13:50.000 --> 00:13:52.000]  然後重申那本書
[00:13:52.000 --> 00:13:55.000]  因為那個弟弟說其實我騙你的
[00:13:55.000 --> 00:13:59.000]  今天很多人追求信仰追求屬靈
[00:13:59.000 --> 00:14:01.000]  都是從那一條路來追的
[00:14:01.000 --> 00:14:03.000]  親愛的兄姊妹
[00:14:03.000 --> 00:14:05.000]  這是極端危險的事
[00:14:05.000 --> 00:14:07.000]  基督教的信仰
[00:14:07.000 --> 00:14:09.000]  耶穌基督的啟示
[00:14:09.000 --> 00:14:13.000]  就是上帝親自在歷史時間空間裡面
[00:14:13.000 --> 00:14:15.000]  有血有肉地
[00:14:15.000 --> 00:14:17.000]  直著他的百姓
[00:14:17.000 --> 00:14:18.000]  直著他的使徒
[00:14:18.000 --> 00:14:19.000]  直著他的先知
[00:14:19.000 --> 00:14:21.000]  來向全世界說話
[00:14:21.000 --> 00:14:23.000]  然後希伯來書說得很清楚
[00:14:23.000 --> 00:14:26.000]  上帝曾經在古時
[00:14:26.000 --> 00:14:28.000]  很多種方法來講說話
[00:14:28.000 --> 00:14:29.000]  但是在這末時
[00:14:29.000 --> 00:14:31.000]  卻是清清楚楚的
[00:14:31.000 --> 00:14:33.000]  用他的義子耶穌基督
[00:14:33.000 --> 00:14:35.000]  來向人們講說話
[00:14:35.000 --> 00:14:39.000]  所以讓我們重新好好地
[00:14:39.000 --> 00:14:44.000]  來接受聖經清楚的啟示
[00:14:44.000 --> 00:14:48.000]  並且是建基於這個聖經裡面
[00:14:48.000 --> 00:14:49.000]  好不好
[00:14:49.000 --> 00:14:50.000]  所以對不起
[00:14:50.000 --> 00:14:55.000]  我真的從來不去看那些遊天堂地獄的書
[00:14:55.000 --> 00:14:56.000]  我只是告訴你
[00:14:56.000 --> 00:14:58.000]  我知道我死了會去哪裡
[00:14:58.000 --> 00:15:00.000]  因為我信耶穌
[00:15:00.000 --> 00:15:01.000]  但是你問我死了之後
[00:15:01.000 --> 00:15:02.000]  那個地方是怎樣
[00:15:02.000 --> 00:15:05.000]  我說啟示錄大概講過一下
[00:15:05.000 --> 00:15:07.000]  但實際是怎樣其實不太清楚
[00:15:07.000 --> 00:15:10.000]  因為其實不知道比知道好
[00:15:10.000 --> 00:15:12.000]  因為不知道已經知道了
[00:15:12.000 --> 00:15:15.000]  因為認識耶穌已經比一切好
[00:15:15.000 --> 00:15:18.000]  因為知道天父愛我已經勝過一切
[00:15:18.000 --> 00:15:20.000]  你告訴我將來那間屋子是怎樣
[00:15:20.000 --> 00:15:21.000]  有什麼意思
[00:15:21.000 --> 00:15:24.000]  有沒有冷氣又關我什麼事
[00:15:24.000 --> 00:15:27.000]  或者地獄有多熱又關我什麼事
[00:15:27.000 --> 00:15:28.000]  是不是
[00:15:28.000 --> 00:15:31.000]  主耶穌給我們的不足夠嗎
[00:15:31.000 --> 00:15:35.000]  就是當你是很想穿越萬子
[00:15:35.000 --> 00:15:37.000]  去到窺探那不能窺探的
[00:15:37.000 --> 00:15:40.000]  結果你就落入這個迷惑當中
[00:15:40.000 --> 00:15:43.000]  讓我們不要走那條路
[00:15:43.000 --> 00:15:46.000]  其實保羅有很高超的經歷
[00:15:46.000 --> 00:15:50.000]  但是他說十幾年來我都沒講過
[00:15:50.000 --> 00:15:53.000]  而且講的時候都講很少
[00:15:53.000 --> 00:15:56.000]  明不明白
[00:15:56.000 --> 00:16:01.000]  主耶穌在那裡榮耀改變
[00:16:01.000 --> 00:16:04.000]  以利亞摩西跟他說
[00:16:04.000 --> 00:16:07.000]  然後彼得亞國約翰站在那裡
[00:16:07.000 --> 00:16:08.000]  如果我們是其中一個
[00:16:08.000 --> 00:16:10.000]  不知道我們又會怎樣
[00:16:10.000 --> 00:16:12.000]  不過彼得就是彼得
[00:16:12.000 --> 00:16:14.000]  他始終要找些東西來講
[00:16:14.000 --> 00:16:16.000]  他開口
[00:16:16.000 --> 00:16:18.000]  我們要做一座棚
[00:16:18.000 --> 00:16:19.000]  兩座棚
[00:16:19.000 --> 00:16:20.000]  三座棚
[00:16:20.000 --> 00:16:22.000]  你們三位一人一座棚
[00:16:22.000 --> 00:16:25.000]  我們在這裡真好
[00:16:25.000 --> 00:16:27.000]  其實我心想
[00:16:27.000 --> 00:16:30.000]  雖然彼得都不知道他在說什麼
[00:16:30.000 --> 00:16:32.000]  不過他其實都說得很好
[00:16:32.000 --> 00:16:37.000]  他至少都沒提到彼得亞國約翰三個要住哪裡
[00:16:37.000 --> 00:16:39.000]  多無私
[00:16:39.000 --> 00:16:41.000]  不過有解經家就告訴我們
[00:16:41.000 --> 00:16:43.000]  其實彼得始終是彼得
[00:16:43.000 --> 00:16:45.000]  待會我們留在這裡真好
[00:16:45.000 --> 00:16:47.000]  因為在這個榮耀裡面
[00:16:47.000 --> 00:16:49.000]  就已經進入一個榮耀的境界
[00:16:49.000 --> 00:16:52.000]  這個符合他的榮耀的理財
[00:16:52.000 --> 00:16:53.000]  不能夠受苦
[00:16:53.000 --> 00:16:54.000]  不需要苦難
[00:16:54.000 --> 00:16:56.000]  不需要經過十字架
[00:16:56.000 --> 00:16:57.000]  不需要經過靈獄
[00:16:57.000 --> 00:16:59.000]  主也萬萬不可
[00:16:59.000 --> 00:17:00.000]  結果
[00:17:00.000 --> 00:17:02.000]  不知道是不是用今天的說話來講
[00:17:02.000 --> 00:17:04.000]  這個Freudian slip
[00:17:04.000 --> 00:17:06.000]  我們在這裡真好
[00:17:06.000 --> 00:17:09.000]  總之你就不可以經過這些苦難
[00:17:09.000 --> 00:17:11.000]  親愛的弟兄姊妹
[00:17:11.000 --> 00:17:14.000]  在這裡我們要學一個很重要的功課
[00:17:14.000 --> 00:17:17.000]  其實上帝的兒子
[00:17:17.000 --> 00:17:18.000]  彌賽亞
[00:17:18.000 --> 00:17:19.000]  耶穌基督
[00:17:19.000 --> 00:17:21.000]  他一定必須經過苦難
[00:17:21.000 --> 00:17:23.000]  經過信服
[00:17:23.000 --> 00:17:24.000]  經過操練
[00:17:24.000 --> 00:17:25.000]  經過試驗
[00:17:25.000 --> 00:17:28.000]  然後進入榮耀
[00:17:28.000 --> 00:17:30.000]  如果我們的老師
[00:17:30.000 --> 00:17:32.000]  如果我們的救主
[00:17:32.000 --> 00:17:34.000]  他都是走這條路
[00:17:34.000 --> 00:17:37.000]  請問作為他的兒女
[00:17:37.000 --> 00:17:38.000]  作為他的學生
[00:17:38.000 --> 00:17:40.000]  作為他的門徒
[00:17:40.000 --> 00:17:43.000]  又怎樣能夠高過先生呢?
