
[00:00:00.000 --> 00:00:03.640]  今天和大家講的話題就是我們的生命的轉變
[00:02:47.680 --> 00:02:49.960]  在福音書裡面常常說到
[00:02:49.960 --> 00:02:51.280]  耶穌在加利利海
[00:02:51.280 --> 00:02:53.200]  其實那個不是海 是一個湖
[00:02:53.200 --> 00:02:57.200]  接著再從南邊流出來
[00:02:57.200 --> 00:02:59.560]  然後再從南邊流出來
[00:02:59.560 --> 00:03:00.840]  那就流到哪裡呢?
[00:03:00.840 --> 00:03:01.680]  流到哪裡呢?
[00:03:01.680 --> 00:03:03.000]  流到死海
[00:03:03.000 --> 00:03:04.400]  就流到死海
[00:03:04.400 --> 00:03:05.600]  為什麼叫死海呢?
[00:03:05.600 --> 00:03:07.040]  為什麼叫死海呢?
[00:03:07.040 --> 00:03:08.880]  其實死海也不是一個海
[00:03:08.880 --> 00:03:10.640]  死海也不是一個海
[00:03:10.640 --> 00:03:12.720]  你可以說是一個很大的湖
[00:03:12.720 --> 00:03:14.520]  你可以說是一個很大的湖
[00:03:14.520 --> 00:03:15.520]  但沒有出口
[00:03:15.520 --> 00:03:16.320]  可是沒有出口
[00:03:16.320 --> 00:03:17.600]  流到那裡就完了
[00:03:17.600 --> 00:03:19.040]  流到那邊就完了
[00:03:19.040 --> 00:03:21.160]  那些水就變成死了
[00:03:21.160 --> 00:03:24.840]  那個水就所謂的死了
[00:03:24.840 --> 00:03:26.320]  其實就不是真的死了
[00:03:26.320 --> 00:03:28.680]  不過就是不再流動了
[00:03:28.680 --> 00:03:30.240]  那些水就定了
[00:03:30.240 --> 00:03:32.040]  而且那裡的鹽分很高
[00:03:32.040 --> 00:03:33.640]  其實不是所謂的死
[00:03:33.640 --> 00:03:35.440]  只是不流動而已
[00:03:35.440 --> 00:03:38.880]  就是水都困在那邊
[00:03:38.880 --> 00:03:40.080]  鹽分很高
[00:03:40.080 --> 00:03:43.560]  大家有機會去參加聖地遊宗
[00:03:43.560 --> 00:03:45.560]  大家有機會去參加聖地遊宗
[00:03:45.560 --> 00:03:47.920]  去以色列的地方看看
[00:03:47.920 --> 00:03:49.760]  去以色列的地方走走
[00:03:49.760 --> 00:03:53.520]  一定會去死海、加利利湖那些地方參觀
[00:03:53.520 --> 00:03:57.560]  那一定會去死海、加利利湖那些地方去參觀
[00:03:57.560 --> 00:04:02.680]  那這條約旦河今天就是一個地域的邊界
[00:04:02.680 --> 00:04:06.040]  約旦河是今天地域的邊界
[00:04:06.040 --> 00:04:08.640]  一邊就是今天的以色列
[00:04:08.640 --> 00:04:09.920]  一邊是今天的以色列
[00:04:09.920 --> 00:04:11.160]  就是西邊
[00:04:11.160 --> 00:04:12.800]  四邊是今天的以色列
[00:04:12.800 --> 00:04:14.040]  東邊是另一個國家
[00:04:14.040 --> 00:04:15.000]  叫做約旦
[00:04:15.000 --> 00:04:16.640]  東邊是另外一個國家
[00:04:16.640 --> 00:04:17.160]  叫做約旦
[00:04:17.160 --> 00:04:18.840]  那條河的名字就叫做約旦河
[00:04:18.840 --> 00:04:20.840]  那條河的名字就叫做約旦河
[00:04:20.840 --> 00:04:24.000]  不單止它是一個地域的轉變
[00:04:24.000 --> 00:04:26.400]  不單止它是一個地域的轉變
[00:04:26.400 --> 00:04:28.200]  就是當你由東橫過西
[00:04:28.200 --> 00:04:29.520]  是地域的轉變
[00:04:29.520 --> 00:04:30.760]  不同國家
[00:04:30.760 --> 00:04:33.120]  當你從東走到西
[00:04:33.120 --> 00:04:34.880]  是一個地域的改變
[00:04:34.880 --> 00:04:35.680]  是不同的國家
[00:04:35.680 --> 00:04:38.040]  是一個屬靈的轉變的意思
[00:04:38.040 --> 00:04:39.760]  還有一個屬靈的轉變的意思
[00:04:39.760 --> 00:04:41.040]  有一個所謂的 metaphor
[00:04:41.040 --> 00:04:42.160]  有一個隱喻在裡面
[00:04:42.160 --> 00:04:43.720]  就是有一個隱喻的意思
[00:04:43.720 --> 00:04:46.160]  代表一個轉變、一個更新的意思
[00:04:46.160 --> 00:04:48.680]  就代表一個轉變、一個更新的意思
[00:04:48.680 --> 00:04:51.120]  大家剛才看了幾節聖經
[00:04:51.120 --> 00:04:52.960]  剛才大家看了幾節聖經
[00:04:52.960 --> 00:04:55.320]  其實約書亞記第三章和第四章
[00:04:55.320 --> 00:04:56.880]  都是記述這件事的
[00:04:56.880 --> 00:04:59.680]  約書亞記第三章和第四章
[00:04:59.680 --> 00:05:01.960]  也是記述這件事情
[00:05:01.960 --> 00:05:07.520]  當時以色列人在礦野兜圈兜了四十年
[00:05:07.520 --> 00:05:13.600]  當時以色列人在礦野兜圈兜了四十年
[00:05:13.600 --> 00:05:17.040]  有整代人已經離開世界了
[00:05:17.040 --> 00:05:18.800]  有整代人已經離開世界了
[00:05:18.800 --> 00:05:23.320]  現在新的一代來到約旦河東邊
[00:05:23.320 --> 00:05:25.960]  新的一代來到約旦河東邊
[00:05:25.960 --> 00:05:29.200]  當時那個地方是屬於摩亞的地方
[00:05:29.200 --> 00:05:31.960]  當時那個地方是屬於摩亞的地方
[00:05:31.960 --> 00:05:35.040]  那個地方是一個平原
[00:05:35.040 --> 00:05:36.280]  沒有山的
[00:05:36.280 --> 00:05:38.000]  那個是一個平原的地方
[00:05:38.000 --> 00:05:38.560]  沒有山的
[00:05:38.560 --> 00:05:40.280]  那叫做摩亞平原
[00:05:40.280 --> 00:05:41.400]  那個叫摩亞平原
[00:05:41.400 --> 00:05:44.560]  那他們幾十萬的以色列人
[00:05:44.560 --> 00:05:48.520]  甚至更多集營在約旦河東邊
[00:05:48.520 --> 00:05:53.840]  甚至更多的以色列人集營在約旦河東邊
[00:05:53.840 --> 00:05:55.080]  他們等候過河
[00:05:55.080 --> 00:05:56.520]  他們等候過河
[00:05:56.520 --> 00:05:58.440]  因為過了河就是巴勒斯坦
[00:05:58.440 --> 00:06:00.240]  過河之後就是巴勒斯坦
[00:06:00.240 --> 00:06:01.440]  就是迦南地
[00:06:01.440 --> 00:06:02.360]  就是迦南地
[00:06:02.360 --> 00:06:03.840]  就是神應許的地
[00:06:03.840 --> 00:06:05.040]  就是神所應許的地
[00:06:05.040 --> 00:06:07.280]  就是所謂的「流奶與麥」之地
[00:06:07.280 --> 00:06:09.600]  就是所謂的「流奶與蜜」之地
[00:06:09.600 --> 00:06:11.400]  他們等候神的指示
[00:06:11.400 --> 00:06:12.960]  他們等候神的指示
[00:06:12.960 --> 00:06:13.960]  橫過約旦河
[00:06:13.960 --> 00:06:15.760]  橫過約旦河
[00:06:15.760 --> 00:06:20.560]  在聖經裏面有一個很大的屬靈的意味
[00:06:20.560 --> 00:06:25.160]  在聖經裏面有一個很大的屬靈的意味
[00:06:25.160 --> 00:06:25.880]  第一
[00:06:25.880 --> 00:06:27.600]  他們的領袖改變了
[00:06:27.600 --> 00:06:29.280]  第一他們的領袖改變了
[00:06:29.280 --> 00:06:31.520]  因為這麼多年都是摩西帶領他們的
[00:06:31.520 --> 00:06:33.800]  因為這麼多年也是摩西帶領他們的
[00:06:33.800 --> 00:06:35.520]  現在摩西離開了世界了
[00:06:35.520 --> 00:06:36.600]  現在摩西離開世界了
[00:06:36.600 --> 00:06:38.040]  現在有一個新的領袖
[00:06:38.040 --> 00:06:39.080]  現在有一個新的領袖
[00:06:39.080 --> 00:06:40.040]  約書亞
[00:06:40.040 --> 00:06:40.800]  約書亞
[00:06:40.800 --> 00:06:41.680]  帶他們過去
[00:06:41.680 --> 00:06:42.840]  帶他們過去
[00:06:42.840 --> 00:06:43.560]  第二
[00:06:43.560 --> 00:06:44.280]  第二
[00:06:44.280 --> 00:06:47.880]  神說你們不要再留在平原那裏
[00:06:47.880 --> 00:06:50.280]  神說你們不要再留在平原那裏
[00:06:50.280 --> 00:06:51.880]  不要再留在曠野那裏
[00:06:51.880 --> 00:06:53.160]  不要再留在曠野那裏
[00:06:53.160 --> 00:06:54.160]  你們要起來
[00:06:54.160 --> 00:06:55.240]  你們要起來
[00:06:55.240 --> 00:06:56.600]  橫過約旦河
[00:06:56.600 --> 00:06:58.000]  橫過約旦河
[00:06:58.000 --> 00:06:59.000]  進入陰虛的地
[00:06:59.000 --> 00:07:00.520]  進入陰虛的地
[00:07:00.520 --> 00:07:01.800]  去那裏打仗
[00:07:01.800 --> 00:07:02.800]  去那裏打仗
[00:07:02.800 --> 00:07:04.120]  做基督的徵兵
[00:07:04.120 --> 00:07:05.560]  做基督的徵兵
[00:07:05.560 --> 00:07:07.360]  這是神的吩咐
[00:07:07.360 --> 00:07:08.840]  這是神的吩咐
[00:07:08.840 --> 00:07:10.160]  不要懶惰
[00:07:10.160 --> 00:07:11.280]  不要懶惰
[00:07:11.280 --> 00:07:12.640]  浪費了四十年了
[00:07:12.640 --> 00:07:13.920]  浪費了四十年了
[00:07:13.920 --> 00:07:15.760]  其實不需要走四十年的
[00:07:15.760 --> 00:07:17.720]  其實不需要走四十年的
[00:07:17.720 --> 00:07:19.440]  是神懲罰他們
[00:07:19.440 --> 00:07:20.640]  是神懲罰他們
[00:07:20.640 --> 00:07:22.000]  是神去鍛鍊他們
[00:07:22.000 --> 00:07:23.080]  是神鍛鍊他們
[00:07:23.080 --> 00:07:25.200]  因為他們的心不得正
[00:07:25.200 --> 00:07:27.560]  因為他們的心不得正
[00:07:27.560 --> 00:07:29.320]  雖然他們都是屬神的人
[00:07:29.320 --> 00:07:31.240]  雖然他們都是屬神的人
[00:07:31.240 --> 00:07:32.920]  但是他們終日埋怨
[00:07:32.920 --> 00:07:34.240]  可是他們終日埋怨
[00:07:34.240 --> 00:07:35.320]  他們很自私
[00:07:35.320 --> 00:07:36.320]  他們很自私
[00:07:36.320 --> 00:07:38.960]  他們經常吵
[00:07:38.960 --> 00:07:40.200]  他們天天在吵
[00:07:40.200 --> 00:07:41.760]  不夠食物又在吵
[00:07:41.760 --> 00:07:43.760]  不夠食物又在吵
[00:07:43.760 --> 00:07:45.160]  不夠雨水又在吵
[00:07:45.160 --> 00:07:46.240]  不夠雨水又在吵
[00:07:46.240 --> 00:07:47.920]  看到敵人很沒有力氣
[00:07:47.920 --> 00:07:49.840]  他們又害怕又在害怕又在吵
[00:07:49.840 --> 00:07:53.720]  看到敵人非常恐怖有力的
[00:07:53.720 --> 00:07:55.280]  又在怕又在吵
[00:07:55.280 --> 00:07:57.200]  經常都去埋怨
[00:07:57.200 --> 00:07:58.640]  經常在埋怨
[00:07:58.640 --> 00:08:01.040]  甚至埋怨到什麼程度呢
[00:08:01.040 --> 00:08:02.320]  甚至埋怨到什麼程度呢
[00:08:02.320 --> 00:08:04.680]  都說寧願回去埃及做奴隸
[00:08:04.680 --> 00:08:05.640]  死在埃及了
[00:08:05.640 --> 00:08:06.760]  他們甚至說
[00:08:06.760 --> 00:08:09.600]  心願回去埃及當奴隸
[00:08:09.600 --> 00:08:10.160]  死在埃及
[00:08:10.160 --> 00:08:12.360]  他們罵摩西為什麼帶我們出來
[00:08:12.360 --> 00:08:14.640]  他們在罵摩西為什麼要把他們帶回來
[00:08:14.640 --> 00:08:17.120]  當摩西上山去取經的時候
[00:08:17.120 --> 00:08:19.240]  當摩西上山去取經的時候
[00:08:19.240 --> 00:08:21.600]  他們甚至忘記了神的同在
[00:08:21.600 --> 00:08:23.200]  他們甚至忘記了神的同在
[00:08:23.200 --> 00:08:24.720]  他做了一個金牛
[00:08:24.720 --> 00:08:26.160]  他們做了一個金牛
[00:08:26.160 --> 00:08:27.200]  做了一個偶像
[00:08:27.200 --> 00:08:27.960]  做了一個偶像
[00:08:27.960 --> 00:08:29.080]  所以神就很生氣
[00:08:29.080 --> 00:08:30.920]  所以神非常氣
[00:08:30.920 --> 00:08:33.080]  所以神要他們在曠野40年
[00:08:33.080 --> 00:08:36.160]  所以神讓他們在曠野40年
[00:08:36.160 --> 00:08:37.480]  但現在時候到了
[00:08:37.480 --> 00:08:38.600]  可現在時候到了
[00:08:38.600 --> 00:08:41.160]  不要再迷戀著曠野的生活
[00:08:41.160 --> 00:08:44.440]  不要再迷戀曠野的生活
[00:08:44.440 --> 00:08:45.680]  要橫過這個約旦河
[00:08:45.680 --> 00:08:47.720]  要橫過這個約旦河
[00:08:47.720 --> 00:08:49.320]  橫過約旦河
[00:08:49.320 --> 00:08:52.400]  另外在獵王記下也出現過
[00:08:52.400 --> 00:08:53.880]  橫過這個約旦河
[00:08:53.880 --> 00:08:55.240]  在獵王記下也出現過
[00:08:55.240 --> 00:08:56.720]  今天沒有時間說
[00:08:56.720 --> 00:08:57.960]  今天我們也有時間去看
[00:08:57.960 --> 00:09:00.600]  當時有個仙姿以利亞
[00:09:00.600 --> 00:09:02.200]  當時有個仙姿以利亞
[00:09:02.200 --> 00:09:03.640]  是一個很出名的仙姿
[00:09:03.640 --> 00:09:04.720]  是一個很出名的仙姿
[00:09:04.720 --> 00:09:08.080]  大家在獵王記上會看到很多她的事跡
[00:09:08.080 --> 00:09:10.320]  大家在獵王記上會看到很多她的事跡
[00:09:10.320 --> 00:09:12.640]  她也有一個徒弟叫以利沙
[00:09:12.640 --> 00:09:17.160]  她也有一個徒弟叫以利沙
[00:09:17.160 --> 00:09:21.880]  當時她們兩個一起橫過約旦河
[00:09:21.880 --> 00:09:24.640]  當時她們兩個一起走過約旦河
[00:09:24.640 --> 00:09:26.200]  當時她們兩個一起走過約旦河
[00:09:26.200 --> 00:09:28.000]  水是分開給他們過
[00:09:28.000 --> 00:09:29.680]  水是分開給他們過
[00:09:29.680 --> 00:09:31.440]  也有一個屬靈的意思在裏面
[00:09:31.440 --> 00:09:32.640]  也有一個屬靈的意思在裏面
[00:09:32.640 --> 00:09:33.840]  也有一個屬靈的意思在裏面
[00:09:33.840 --> 00:09:34.800]  這是一個新的開始
[00:09:34.800 --> 00:09:36.520]  這是一個新的開始
[00:09:36.520 --> 00:09:41.200]  因為仙姿的權柄
[00:09:41.200 --> 00:09:43.200]  因為仙姿的權柄
[00:09:43.200 --> 00:09:45.640]  這個棒
[00:09:45.640 --> 00:09:48.600]  是由以利亞交給了以利沙
[00:09:48.600 --> 00:09:51.040]  是由以利亞交給了以利沙
[00:09:51.040 --> 00:09:52.720]  因為過了河不久之後
[00:09:52.720 --> 00:09:54.360]  因為過了河不久之後
[00:09:54.360 --> 00:09:56.960]  神就接了以利亞上天
[00:09:56.960 --> 00:10:00.200]  神就接了以利亞上天
[00:10:00.200 --> 00:10:03.120]  所以這個約旦河是很重要的
[00:10:03.120 --> 00:10:05.440]  所以這個約旦河非常重要
[00:10:05.440 --> 00:10:07.000]  還有呢
[00:10:07.000 --> 00:10:08.560]  耶穌基督受洗在哪裏呢
[00:10:08.560 --> 00:10:11.120]  耶穌基督受洗在哪裏呢
[00:10:11.120 --> 00:10:12.200]  約旦河
[00:10:12.200 --> 00:10:13.680]  就是在約旦河
[00:10:13.680 --> 00:10:16.640]  那些人是專門走去約旦河洗禮的
[00:10:16.640 --> 00:10:20.400]  有些人是專門跑去約旦河洗禮的
[00:10:20.400 --> 00:10:21.600]  如果讓你選的話
[00:10:21.600 --> 00:10:23.080]  你也會選去約旦河吧
[00:10:23.080 --> 00:10:24.400]  如果讓你選的話
[00:10:24.400 --> 00:10:26.080]  你也會選去約旦河
[00:10:26.080 --> 00:10:27.560]  就不像教會那樣
[00:10:27.560 --> 00:10:28.480]  弄個沖涼缸在那裏
[00:10:28.480 --> 00:10:29.680]  就在那裏浸下去
[00:10:29.680 --> 00:10:39.040]  大家不會選教會洗澡的那個缸那裏
[00:10:39.040 --> 00:10:40.720]  那我是開玩笑的
[00:10:40.720 --> 00:10:41.840]  當然是說笑
[00:10:41.840 --> 00:10:43.920]  其實我們洗禮的意思不是這麼簡單
[00:10:43.920 --> 00:10:45.280]  我們洗禮的意思不是這麼簡單
[00:10:45.280 --> 00:10:47.840]  不過我們也很嚮往去約旦河
[00:10:47.840 --> 00:10:49.400]  約旦河也是很重要
[00:10:49.400 --> 00:10:53.520]  因為施洗約翰為耶穌浸禮的時候
[00:10:53.520 --> 00:10:54.640]  就在約旦河
[00:10:54.640 --> 00:10:58.760]  因為施洗約翰為耶穌洗禮的時候
[00:10:58.760 --> 00:11:00.000]  就是在這個約旦河
[00:11:00.000 --> 00:11:01.960]  但這次不是水分開了
[00:11:01.960 --> 00:11:03.960]  這次不是水分開了
[00:11:03.960 --> 00:11:04.800]  是什麽開了呢?
[00:11:04.800 --> 00:11:05.400]  是什麽開了呢?
[00:11:05.400 --> 00:11:06.400]  是天開了
[00:11:06.400 --> 00:11:07.880]  是天開了
[00:11:07.880 --> 00:11:08.840]  記不記得天開了
[00:11:08.840 --> 00:11:10.040]  還記得那個天開了
[00:11:10.040 --> 00:11:12.640]  聖靈就好像甲子般白甲般下來了
[00:11:12.640 --> 00:11:15.840]  聖經說聖靈好像格子那樣下來了
[00:11:15.840 --> 00:11:17.200]  下了在耶穌的身上
[00:11:17.200 --> 00:11:18.880]  降到耶穌的身上
[00:11:18.880 --> 00:11:21.960]  天上有個聲音就說
[00:11:21.960 --> 00:11:24.120]  你是我的愛子
[00:11:24.120 --> 00:11:26.280]  我喜悅你
[00:11:26.280 --> 00:11:30.560]  這個對耶穌來說是一個新的開始
[00:11:30.560 --> 00:11:32.320]  是一個轉變
[00:11:32.320 --> 00:11:35.120]  本來他是一個普通的木匠的兒子
[00:11:35.120 --> 00:11:35.960]  沒有什麽人認識他
[00:11:35.960 --> 00:11:39.080]  本來他是一個很普通的木匠的兒子
[00:11:39.080 --> 00:11:40.520]  沒有人認識他
[00:11:40.520 --> 00:11:42.120]  但這次發生的事
[00:11:42.120 --> 00:11:44.960]  可是這回所發生的事情
[00:11:44.960 --> 00:11:48.040]  很多人都知道原來他是神的兒子
[00:11:48.040 --> 00:11:50.680]  很多人都知道原來他是神的兒子
[00:11:50.680 --> 00:11:53.960]  耶穌接著就開始了祂三年的傳道
[00:11:53.960 --> 00:11:56.160]  耶穌就開始了祂三年的傳道
[00:11:56.160 --> 00:11:58.160]  滿有能力的
[00:11:58.160 --> 00:12:00.480]  因為聖靈降臨在他身上
[00:12:00.480 --> 00:12:03.600]  因為聖靈降臨在他身上
[00:12:03.600 --> 00:12:05.800]  是一個轉變
[00:12:05.800 --> 00:12:08.640]  是另一個轉變
[00:12:08.640 --> 00:12:09.920]  另外一個轉變
[00:12:09.920 --> 00:12:12.920]  就是可以說由一個舊約的時代
[00:12:12.920 --> 00:12:14.720]  就是從一個舊約的時代
[00:12:14.720 --> 00:12:16.480]  帶進一個新約的時代
[00:12:16.480 --> 00:12:18.440]  帶進了一個新約的時代
[00:12:18.440 --> 00:12:21.600]  那我們說回這個約書亞的時代
[00:12:21.600 --> 00:12:23.600]  我們再說回這個約書亞的時代
[00:12:23.600 --> 00:12:29.120]  大家看回剛才那節聖經就是比較過紅海
[00:12:29.120 --> 00:12:31.200]  我們看剛才所念的那一段聖經
[00:12:31.200 --> 00:12:34.720]  他在比較過紅海
[00:12:34.720 --> 00:12:37.160]  過紅海有什麼屬靈的意思呢?
[00:12:37.160 --> 00:12:39.160]  過紅海有什麼屬靈的意思呢?
[00:12:39.160 --> 00:12:41.520]  有一個救贖的意思
[00:12:41.520 --> 00:12:43.120]  有一個救贖的意思
[00:12:43.120 --> 00:12:45.720]  保羅在哥倫多前書說
[00:12:45.720 --> 00:12:47.280]  保羅在哥倫多前書說
[00:12:47.280 --> 00:12:50.800]  你們的祖宗從前都在雲下
[00:12:50.800 --> 00:12:53.800]  你們的祖宗從前都在雲下
[00:12:53.800 --> 00:12:55.600]  都從海中經過
[00:12:55.600 --> 00:12:57.440]  都從海中經過
[00:12:57.440 --> 00:12:58.800]  這件事很重要
[00:12:58.800 --> 00:13:00.200]  這件事很重要
[00:13:00.200 --> 00:13:02.520]  是一個救贖的意思
[00:13:02.520 --> 00:13:03.640]  是一個救贖的意思
[00:13:03.640 --> 00:13:06.080]  本來以色列人在埃及是做奴隸的
[00:13:06.080 --> 00:13:08.320]  本來以色列人在埃及是當奴隸的
[00:13:08.320 --> 00:13:10.400]  但現在過了紅海之後
[00:13:10.400 --> 00:13:11.720]  可是現在過了紅海之後
[00:13:11.720 --> 00:13:13.280]  他就自由了
[00:13:13.280 --> 00:13:14.760]  他就自由了
[00:13:14.760 --> 00:13:15.960]  屬神的人
[00:13:15.960 --> 00:13:17.080]  屬神的人
[00:13:17.080 --> 00:13:17.840]  很重要
[00:13:17.840 --> 00:13:18.440]  很重要
[00:13:18.440 --> 00:13:19.680]  今天我們都是
[00:13:19.680 --> 00:13:20.800]  今天我們都是
[00:13:20.800 --> 00:13:22.360]  以前我們活在罪裏面
[00:13:22.360 --> 00:13:24.680]  從前我們活在罪裏面
[00:13:24.680 --> 00:13:25.960]  保羅在羅馬書說
[00:13:25.960 --> 00:13:27.840]  我們是罪的奴僕
[00:13:27.840 --> 00:13:29.400]  保羅在羅馬書說
[00:13:29.400 --> 00:13:30.840]  我們是罪的奴僕
[00:13:30.840 --> 00:13:32.160]  我們真的是罪的奴僕
[00:13:32.160 --> 00:13:33.520]  我們真的是罪的奴僕
[00:13:33.520 --> 00:13:35.120]  我們所想的全都是罪
[00:13:35.120 --> 00:13:36.840]  我們所想的全都是罪
[00:13:36.840 --> 00:13:39.280]  我們的言語行為就是被罪困住了
[00:13:39.280 --> 00:13:42.240]  我們的言語行為就是被罪所綑綁
[00:13:42.240 --> 00:13:44.440]  罪就是我們的主人
[00:13:44.440 --> 00:13:46.200]  從前罪就是我們的主人
[00:13:46.200 --> 00:13:47.920]  因為這個世界就是我們的主人
[00:13:47.920 --> 00:13:49.720]  因為這個世界就是我們的主人
[00:13:49.720 --> 00:13:51.400]  世界就是有罪的
[00:13:51.400 --> 00:13:52.680]  世界就是有罪的
[00:13:52.680 --> 00:13:54.360]  世界就是屬於血氣的
[00:13:54.360 --> 00:13:55.600]  世界就是屬於血氣的
[00:13:55.600 --> 00:13:57.160]  屬於肉體的
[00:13:57.160 --> 00:13:59.000]  屬於肉體的
[00:13:59.000 --> 00:14:00.000]  屬魔鬼的
[00:14:00.000 --> 00:14:00.600]  屬魔鬼的
[00:14:00.600 --> 00:14:02.640]  所以以前我們就被罪困綁住
[00:14:02.640 --> 00:14:04.400]  所以從前我們就被罪所綑綁
[00:14:04.400 --> 00:14:05.920]  當我們信了主之後
[00:14:05.920 --> 00:14:07.400]  當我們信主之後
[00:14:07.400 --> 00:14:09.040]  接受這個洗禮之後
[00:14:09.040 --> 00:14:09.960]  接受洗禮之後
[00:14:09.960 --> 00:14:11.800]  就等於過了紅海一樣
[00:14:11.800 --> 00:14:13.640]  就等於過了紅海一樣
[00:14:13.640 --> 00:14:14.960]  釋放出來了
[00:14:14.960 --> 00:14:15.600]  釋放出來了
[00:14:15.600 --> 00:14:17.720]  成為主的兒女
[00:14:17.720 --> 00:14:19.320]  成為主的兒女
[00:14:19.320 --> 00:14:20.640]  成為一個自由的人
[00:14:20.640 --> 00:14:21.560]  成為一個自由的人
[00:14:21.560 --> 00:14:23.760]  不再被罪困綁住
[00:14:23.760 --> 00:14:26.880]  不再被罪所綑綁
[00:14:26.880 --> 00:14:28.920]  所以過紅海的意思就是這樣
[00:14:28.920 --> 00:14:31.400]  所以過紅海的意思就是這樣
