
[00:00:00.000 --> 00:00:04.320]  在這幾年裏面,因爲我們要求塘
[00:03:48.680 --> 00:03:52.680]  從來不覺得是分裂的,也不覺得是不合一的
[00:03:52.680 --> 00:03:54.680]  也覺得是神閱立的
[00:03:54.680 --> 00:03:56.680]  那爲什麼呢?
[00:03:56.680 --> 00:04:01.680]  另外,當我們前幾年開始分開三堂崇拜的時候
[00:04:01.680 --> 00:04:05.680]  有些人就覺得好像有些分裂的跡象
[00:04:05.680 --> 00:04:09.680]  好像有些不合一的感覺
[00:04:09.680 --> 00:04:11.680]  爲什麼又會這樣想呢?
[00:04:11.680 --> 00:04:21.680]  要回答這些問題,其實不難
[00:04:21.680 --> 00:04:26.680]  只要我們知道聖經怎麼去解釋合一
[00:04:26.680 --> 00:04:31.680]  關鍵就是我們怎麼去解釋合一
[00:04:31.680 --> 00:04:34.680]  當我們知道聖經是怎麼去解釋合一的時候
[00:04:34.680 --> 00:04:36.680]  我們就很容易去解答這些問題
[00:04:36.680 --> 00:04:38.680]  和去處理這些問題
[00:04:38.680 --> 00:04:51.680]  當我們知道什麼叫合一的時候
[00:04:51.680 --> 00:04:54.680]  我們就可以去分辨是非
[00:04:54.680 --> 00:04:59.680]  特別是當要處理教會因合一這個問題所引起的紛爭
[00:05:02.680 --> 00:05:07.680]  但是很可惜,很多人對合一是有所誤解的
[00:05:07.680 --> 00:05:11.680]  以致令到教會在當要做決策的時候
[00:05:11.680 --> 00:05:13.680]  就會產生很大的困難
[00:05:13.680 --> 00:05:20.680]  或者會令到信徒之間會產生很多不必要的紛爭
[00:05:20.680 --> 00:05:22.680]  誤會或者對抗
[00:05:22.680 --> 00:05:26.680]  最終都是損害了教會的發展
[00:05:29.680 --> 00:05:32.680]  對合一常有的誤解
[00:05:32.680 --> 00:05:40.680]  就是將合一和合作、合併、聯合、統一、一致
[00:05:40.680 --> 00:05:43.680]  將這些概念混淆了
[00:05:43.680 --> 00:05:46.680]  以致很多的誤解誤會
[00:05:46.680 --> 00:05:49.680]  我們應該要分辨清楚
[00:05:49.680 --> 00:05:54.680]  不合並、不聯合
[00:05:54.680 --> 00:05:57.680]  這樣不是表示不合一
[00:05:57.680 --> 00:06:01.680]  不統一、不一致也不等於不合一
[00:06:01.680 --> 00:06:06.680]  不合作也不等於不合一
[00:06:06.680 --> 00:06:08.680]  我所說的不合作
[00:06:08.680 --> 00:06:13.680]  不是指互相對抗、阻撓對方
[00:06:13.680 --> 00:06:18.680]  或者是杯葛
[00:06:18.680 --> 00:06:20.680]  不是這種不合作
[00:06:20.680 --> 00:06:22.680]  我所說的不合作就是
[00:06:22.680 --> 00:06:27.680]  見到現在時機未成熟的時候
[00:06:27.680 --> 00:06:29.680]  走在一起做某一件事的時候
[00:06:29.680 --> 00:06:31.680]  我們應該放下
[00:06:31.680 --> 00:06:33.680]  平心靜氣
[00:06:33.680 --> 00:06:34.680]  多些禱告
[00:06:34.680 --> 00:06:37.680]  等待時機對的時候
[00:06:37.680 --> 00:06:38.680]  我們再合作
[00:06:38.680 --> 00:06:44.680]  現在可以繼續分工來侍奉
[00:06:44.680 --> 00:06:48.680]  等到適當的時機再合作
[00:06:48.680 --> 00:06:51.680]  我所說的不合作是指這方面
[00:06:53.680 --> 00:06:57.680]  當我們說教會的時候
[00:06:57.680 --> 00:07:01.680]  教會不是指一座建築物
[00:07:01.680 --> 00:07:04.680]  也不只是說是禮堂
[00:07:04.680 --> 00:07:07.680]  根據聖經的解釋
[00:07:07.680 --> 00:07:13.680]  教會就是當一羣神的子民
[00:07:13.680 --> 00:07:17.680]  即是信耶穌的人聚集在一起聚會的時候
[00:07:17.680 --> 00:07:20.680]  這個情況就叫教會
[00:07:20.680 --> 00:07:23.680]  所以我們說教會合一的時候
[00:07:23.680 --> 00:07:26.680]  其實也是說信徒合一
[00:07:26.680 --> 00:07:29.680]  是一樣的
[00:07:29.680 --> 00:07:35.680]  希望藉着今天所選的三段經文
[00:07:35.680 --> 00:07:38.680]  可以幫到我們對合一這個概念
[00:07:38.680 --> 00:07:41.680]  是更加清楚
[00:07:41.680 --> 00:07:43.680]  以致可以令到事工
[00:07:43.680 --> 00:07:47.680]  令到教會的發展都能夠更加有果效
[00:07:47.680 --> 00:07:50.680]  都能夠榮耀神
[00:07:50.680 --> 00:07:54.680]  首先第一點我們就說一下
[00:07:54.680 --> 00:07:57.680]  合一的因由和目的
[00:07:57.680 --> 00:08:01.680]  第一點是合一的因由和目的
[00:08:01.680 --> 00:08:02.680]  我們先看第一段的經文
[00:08:02.680 --> 00:08:08.680]  就是約翰福音十七章二十二節
[00:08:08.680 --> 00:08:10.680]  你賜給我的榮耀
[00:08:10.680 --> 00:08:12.680]  我已經賜給他們
[00:08:12.680 --> 00:08:13.680]  使他們合而爲一
[00:08:13.680 --> 00:08:17.680]  將我們合而爲一
[00:08:17.680 --> 00:08:20.680]  這句話是主耶穌
[00:08:20.680 --> 00:08:25.680]  將要上十字架之前
[00:08:25.680 --> 00:08:30.680]  祂爲門徒討告的內容
[00:08:30.680 --> 00:08:33.680]  祂在上十字架前
[00:08:33.680 --> 00:08:35.680]  都很記掛着這件事
[00:08:35.680 --> 00:08:40.680]  要爲門徒和爲所有將來的信徒來討告
[00:08:40.680 --> 00:08:41.680]  讓他們能夠合一
[00:08:41.680 --> 00:08:46.680]  所以這件事是非常重要
[00:08:46.680 --> 00:08:50.680]  這句聖經裏面也解釋到
[00:08:50.680 --> 00:08:54.680]  我們爲什麼要合一
[00:08:54.680 --> 00:08:56.680]  因爲這是主耶穌的吩咐
[00:08:56.680 --> 00:08:58.680]  另外
[00:08:58.680 --> 00:09:06.680]  這是主耶穌很迫切期待我們要去做到的
[00:09:06.680 --> 00:09:10.680]  合一還可以榮耀神
[00:09:10.680 --> 00:09:11.680]  所以有這麼多理由
[00:09:11.680 --> 00:09:16.680]  所以我們是要尋求合一
[00:09:16.680 --> 00:09:18.680]  二十三節
[00:09:18.680 --> 00:09:20.680]  我在他們裏面
[00:09:20.680 --> 00:09:21.680]  你在我裏面
[00:09:21.680 --> 00:09:24.680]  使他們完完全全地合而爲一
[00:09:24.680 --> 00:09:27.680]  叫世人知道你差了我來
[00:09:27.680 --> 00:09:28.680]  也知道你愛他們
[00:09:28.680 --> 00:09:32.680]  如同愛我一樣
[00:09:32.680 --> 00:09:33.680]  那一句
[00:09:33.680 --> 00:09:35.680]  你差了我來
[00:09:35.680 --> 00:09:37.680]  意思是指
[00:09:37.680 --> 00:09:38.680]  要我們明白
[00:09:38.680 --> 00:09:43.680]  耶穌爲我們釘十字架的大愛
[00:09:43.680 --> 00:09:45.680]  這句聖經告訴我們
[00:09:45.680 --> 00:09:47.680]  合一的目的
[00:09:47.680 --> 00:09:53.680]  就是要叫世人知道耶穌寫生的愛
[00:09:53.680 --> 00:09:57.680]  和要知道神愛世人的愛
[00:09:57.680 --> 00:10:00.680]  總括來說
[00:10:00.680 --> 00:10:01.680]  信徒合一
[00:10:01.680 --> 00:10:06.680]  就能夠叫世人看到神的愛
[00:10:06.680 --> 00:10:15.680]  這就是合一的目的
[00:10:15.680 --> 00:10:17.680]  第二點
[00:10:17.680 --> 00:10:18.680]  我們就看看
[00:10:18.680 --> 00:10:21.680]  合一的根基是什麼
[00:10:21.680 --> 00:10:24.680]  合一應該建基在什麼之上呢
[00:10:24.680 --> 00:10:27.680]  我是指真理方面
[00:10:27.680 --> 00:10:34.680]  合一應該建基在什麼的真理之上呢
[00:10:34.680 --> 00:10:41.680]  我們看看以弗所書四章四節
[00:10:41.680 --> 00:10:43.680]  以弗所書四章四節
[00:10:43.680 --> 00:10:46.680]  身體只有一個
[00:10:46.680 --> 00:10:48.680]  性靈只有一個
[00:10:48.680 --> 00:10:51.680]  正如你們蒙照同有一個指望
[00:10:51.680 --> 00:10:52.680]  第五節
[00:10:52.680 --> 00:10:53.680]  一主一信一使
[00:10:53.680 --> 00:10:54.680]  第六節
[00:10:54.680 --> 00:10:56.680]  一神就是衆人的父
[00:10:56.680 --> 00:10:58.680]  超乎衆人之上
[00:10:58.680 --> 00:11:00.680]  冠乎衆人之中
[00:11:00.680 --> 00:11:06.680]  也住在衆人之內
[00:11:06.680 --> 00:11:10.680]  這段聖經是保羅寫出來提醒我們信徒的
[00:11:10.680 --> 00:11:12.680]  保羅在這裏指出
[00:11:12.680 --> 00:11:18.680]  信徒合一是建基在七個一致的信念上
[00:11:18.680 --> 00:11:19.680]  就是
[00:11:19.680 --> 00:11:20.680]  一體
[00:11:20.680 --> 00:11:21.680]  一靈
[00:11:21.680 --> 00:11:22.680]  一指望
[00:11:22.680 --> 00:11:23.680]  一主
[00:11:23.680 --> 00:11:24.680]  一信
[00:11:24.680 --> 00:11:25.680]  一使
[00:11:25.680 --> 00:11:27.680]  一神
[00:11:27.680 --> 00:11:32.680]  任何信徒的羣體只要一致認信這七個信念
[00:11:32.680 --> 00:11:36.680]  他就是符合合一的要求
[00:11:36.680 --> 00:11:39.680]  符合了合一的真理標準
[00:11:39.680 --> 00:11:42.680]  這就算是在神裏面
[00:11:42.680 --> 00:11:45.680]  在基督裏面合一
[00:11:45.680 --> 00:11:46.680]  當然
[00:11:46.680 --> 00:11:49.680]  這裏每一個的概念
[00:11:49.680 --> 00:11:51.680]  都是需要很詳細的解釋
[00:11:51.680 --> 00:11:53.680]  或者會引申很多其他的細節
[00:11:53.680 --> 00:11:56.680]  我們才完全能夠掌握到
[00:11:56.680 --> 00:12:01.680]  能夠應用得完整
[00:12:01.680 --> 00:12:02.680]  很多時候就是
[00:12:02.680 --> 00:12:04.680]  在解釋細節的時候
[00:12:04.680 --> 00:12:07.680]  或者應用的時候就會產生很多分歧
[00:12:07.680 --> 00:12:10.680]  以致可以有很多不同的宗派
[00:12:10.680 --> 00:12:11.680]  但是
[00:12:11.680 --> 00:12:16.680]  只要他大原則上符合這七個的概念
[00:12:16.680 --> 00:12:25.680]  他都可以被視爲是一個正統的基督教信仰
[00:12:25.680 --> 00:12:31.680]  今天我就不會詳細去解釋每一個信念的細節
[00:12:31.680 --> 00:12:40.680]  我只能夠做一個很概括的解釋
[00:12:40.680 --> 00:12:43.680]  總括來說
[00:12:43.680 --> 00:12:44.680]  即是說
[00:12:44.680 --> 00:12:46.680]  但凡一個信徒的羣體
[00:12:46.680 --> 00:12:50.680]  只要他們肯承認一體
[00:12:50.680 --> 00:12:55.680]  就是相信只要真心認罪悔改信耶穌的人
[00:12:55.680 --> 00:13:00.680]  他們都是同屬於一個基督的身體
[00:13:00.680 --> 00:13:01.680]  是不分種族
[00:13:01.680 --> 00:13:02.680]  不分語言
[00:13:02.680 --> 00:13:03.680]  不分文化
[00:13:03.680 --> 00:13:06.680]  不分地域
[00:13:06.680 --> 00:13:11.680]  全部信耶穌的人都是屬於一個身體
[00:13:11.680 --> 00:13:13.680]  一靈
[00:13:13.680 --> 00:13:15.680]  每一個得救的信徒
[00:13:15.680 --> 00:13:20.680]  都是由同一位的聖靈去呼召他們
[00:13:20.680 --> 00:13:24.680]  去重生他們
[00:13:24.680 --> 00:13:28.680]  一靈也可以包括指聖經的啓示
[00:13:28.680 --> 00:13:31.680]  聖經裏面雖然有很多的書卷
[00:13:31.680 --> 00:13:32.680]  但是
[00:13:32.680 --> 00:13:41.680]  那個啓示的來源都是從同一位聖靈那裏而來的
[00:13:41.680 --> 00:13:45.680]  一子望
[00:13:45.680 --> 00:13:47.680]  這個是指信徒
[00:13:47.680 --> 00:13:49.680]  每一個信主的信徒
[00:13:49.680 --> 00:13:53.680]  都有同一個永生的盼望
[00:13:53.680 --> 00:13:56.680]  同一個內容
[00:13:56.680 --> 00:14:01.680]  這個盼望就是包括有主會再來
[00:14:01.680 --> 00:14:04.680]  將來信徒死後會復活
[00:14:04.680 --> 00:14:06.680]  會有審判
[00:14:06.680 --> 00:14:10.680]  會有天堂
[00:14:10.680 --> 00:14:13.680]  犯罪的人會有審判
[00:14:13.680 --> 00:14:17.680]  會有地獄
[00:14:17.680 --> 00:14:21.680]  這裏面也可以引申出來
[00:14:21.680 --> 00:14:23.680]  包括其中一個聖例
[00:14:23.680 --> 00:14:25.680]  就是守聖餐的聖例
[00:14:25.680 --> 00:14:28.680]  因爲我們知道守聖餐就是一個
[00:14:28.680 --> 00:14:31.680]  見證我們大家都同有一個
[00:14:31.680 --> 00:14:35.680]  有永生和渴慕主再來的盼望
[00:14:35.680 --> 00:14:42.680]  的一個見證行動
[00:14:42.680 --> 00:14:44.680]  一主
[00:14:44.680 --> 00:14:48.680]  一主就是以耶穌基督是唯一的救主
[00:14:48.680 --> 00:14:51.680]  耶穌基督也是萬有的主宰
[00:14:51.680 --> 00:14:57.680]  萬有是藉着他而造的
[00:14:57.680 --> 00:14:59.680]  一信
[00:14:59.680 --> 00:15:01.680]  我們一致都認同
[00:15:01.680 --> 00:15:04.680]  我們得救是因信輕易
[00:15:04.680 --> 00:15:07.680]  人得救純粹是神的恩典
[00:15:07.680 --> 00:15:11.680]  不是靠自己的功德的行爲
[00:15:11.680 --> 00:15:19.680]  是完全靠信心
[00:15:19.680 --> 00:15:22.680]  一洗
[00:15:22.680 --> 00:15:24.680]  這個可以指洗禮
[00:15:24.680 --> 00:15:28.680]  我們是奉三爲一體的真神的名來受洗
[00:15:28.680 --> 00:15:30.680]  這個是表示
[00:15:30.680 --> 00:15:32.680]  當我們接受這個洗禮的時候
[00:15:32.680 --> 00:15:34.680]  我們表示我們也承認
[00:15:34.680 --> 00:15:42.680]  這個三爲一體的神
[00:15:42.680 --> 00:15:47.680]  洗禮也表示我們願意歸入神的家
[00:15:47.680 --> 00:15:49.680]  奉神的名洗禮
[00:15:49.680 --> 00:15:55.680]  就是屬於神的意思
[00:15:55.680 --> 00:15:57.680]  所以在這裏順便一提
[00:15:57.680 --> 00:15:58.680]  洗禮是很重要的
[00:15:58.680 --> 00:16:00.680]  當你明白教會的意義
[00:16:00.680 --> 00:16:02.680]  而當你明白救恩的意義的時候
[00:16:02.680 --> 00:16:08.680]  你一定會重視浸禮
[00:16:08.680 --> 00:16:10.680]  一神
[00:16:10.680 --> 00:16:14.680]  我們所信的神是三爲一體的獨一真神
[00:16:14.680 --> 00:16:19.680]  除他以外再沒有別神
[00:16:19.680 --> 00:16:24.680]  我們這個神是超乎衆人之上
[00:16:24.680 --> 00:16:32.680]  所以人永遠不可以變成神
[00:16:32.680 --> 00:16:36.680]  新紀元的思想
[00:16:36.680 --> 00:16:41.680]  或者一些現代很自我的宗教
[00:16:41.680 --> 00:16:46.680]  人不斷去練就會變成神
[00:16:46.680 --> 00:16:48.680]  聖經很清楚地指出
[00:16:48.680 --> 00:16:57.680]  超乎衆人之上人永遠不可以變成神
[00:16:57.680 --> 00:17:01.680]  我們所信這個神也是貫乎衆人之中
[00:17:01.680 --> 00:17:03.680]  住在衆人之內
[00:17:03.680 --> 00:17:06.680]  所以人可以經歷到神
[00:17:06.680 --> 00:17:12.680]  也可以與神同行
[00:17:12.680 --> 00:17:14.680]  這七個信念
[00:17:14.680 --> 00:17:18.680]  任何信徒的羣體只要你認同
[00:17:18.680 --> 00:17:20.680]  相信這七個信念
[00:17:20.680 --> 00:17:24.680]  就屬於同一個基督的身體
[00:17:24.680 --> 00:17:27.680]  就是在基督裏合一
[00:17:27.680 --> 00:17:34.680]  合一是指在真理上的合一
[00:17:34.680 --> 00:17:37.680]  說回當年十五六世紀的時候
[00:17:37.680 --> 00:17:40.680]  當基督教脫離羅馬天主教的時候
[00:17:40.680 --> 00:17:47.680]  基督徒都想到他們是不是仍然屬於基督的身體
[00:17:47.680 --> 00:17:50.680]  因爲天主教教廷指責他們是分裂
[00:17:50.680 --> 00:17:51.680]  是不合一
[00:17:51.680 --> 00:17:55.680]  是不再屬於基督的教會
[00:17:55.680 --> 00:17:59.680]  因爲他們認爲基督的教會只有一個
[00:17:59.680 --> 00:18:00.680]  就是天主教
[00:18:00.680 --> 00:18:02.680]  所以如果你不在天主教裏
[00:18:02.680 --> 00:18:04.680]  你就不屬於基督的教會
[00:18:04.680 --> 00:18:06.680]  你就不是基督的身體
[00:18:06.680 --> 00:18:07.680]  你就不會得救
[00:18:07.680 --> 00:18:12.680]  因爲教會以外無救恩
[00:18:12.680 --> 00:18:14.680]  所以當時的基督徒都很擔心這件事
[00:18:14.680 --> 00:18:18.680]  他們要在聖經裏找答案
[00:18:18.680 --> 00:18:20.680]  結果他們找出來的答案
[00:18:20.680 --> 00:18:24.680]  和天主教所指責他們的很不同
[00:18:24.680 --> 00:18:27.680]  他們找到什麼答案呢?
[00:18:27.680 --> 00:18:30.680]  就是很多恩訊、清義、得救的答案
[00:18:30.680 --> 00:18:33.680]  包括現在我們所說的經文
[00:18:33.680 --> 00:18:37.680]  譬如馬丁路德
[00:18:37.680 --> 00:18:39.680]  他在羅馬書、加拉太書
[00:18:39.680 --> 00:18:42.680]  他們找到很多恩訊、清義的答案
[00:18:42.680 --> 00:18:47.680]  馬丁路德認爲救恩是靠唯獨信心
[00:18:47.680 --> 00:18:50.680]  是靠唯獨神的恩典
[00:18:50.680 --> 00:18:54.680]  是唯獨聖經的權威
[00:18:54.680 --> 00:18:58.680]  但是天主教卻是在這三點上
[00:18:58.680 --> 00:19:02.680]  針鋒相對地去加多一些東西
[00:19:02.680 --> 00:19:04.680]  他們說
[00:19:04.680 --> 00:19:06.680]  得救是靠信心
[00:19:06.680 --> 00:19:09.680]  但是要加上德行
[00:19:09.680 --> 00:19:11.680]  是靠恩典
[00:19:11.680 --> 00:19:14.680]  但是要加上功德
[00:19:14.680 --> 00:19:16.680]  是靠聖經的權威
[00:19:16.680 --> 00:19:20.680]  但是再要加上教廷的傳統
[00:19:20.680 --> 00:19:22.680]  傳統是什麼意思呢?
[00:19:22.680 --> 00:19:25.680]  傳統是指由歷代教皇
[00:19:25.680 --> 00:19:30.680]  他傳下來對聖經的解釋
[00:19:30.680 --> 00:19:33.680]  是一本很厚的書
[00:19:33.680 --> 00:19:35.680]  所以如果你聖經裏面有什麼疑難
[00:19:35.680 --> 00:19:37.680]  看一句聖經不是很明白
[00:19:37.680 --> 00:19:39.680]  你要揭開這本傳統
[00:19:39.680 --> 00:19:40.680]  看看歷代教皇怎麼解釋
[00:19:40.680 --> 00:19:42.680]  那個就是標準
[00:19:42.680 --> 00:19:46.680]  那個就是最高的權威
[00:19:46.680 --> 00:19:47.680]  那就是說
[00:19:47.680 --> 00:19:49.680]  教廷的傳統
[00:19:49.680 --> 00:19:55.680]  是比聖經的權威更高
[00:19:55.680 --> 00:20:02.680]  基督教的教徒就是不服這件事
[00:20:02.680 --> 00:20:04.680]  當年
[00:20:04.680 --> 00:20:06.680]  更正教的領袖人物之一
[00:20:06.680 --> 00:20:08.680]  嘉爾文
[00:20:08.680 --> 00:20:10.680]  他認爲
[00:20:10.680 --> 00:20:13.680]  只要按聖經的真理來宣講
[00:20:13.680 --> 00:20:16.680]  和謹守兩個聖例
[00:20:16.680 --> 00:20:19.680]  就是浸禮和主餐禮
[00:20:19.680 --> 00:20:21.680]  這樣做就是符合
[00:20:21.680 --> 00:20:27.680]  基督教會里合一的標準和要求
[00:20:27.680 --> 00:20:31.680]  所有信仰純正的基督教
[00:20:31.680 --> 00:20:33.680]  各宗派的教會
[00:20:33.680 --> 00:20:37.680]  都會認同嘉爾文的主張
[00:20:37.680 --> 00:20:42.680]  因爲這個主張是符合聖經的教導
[00:20:42.680 --> 00:20:46.680]  我們T4C也認同這個教導
[00:20:46.680 --> 00:20:48.680]  所以大家可以放心
[00:20:48.680 --> 00:20:50.680]  我們T4C不是分裂出來的
[00:20:50.680 --> 00:20:54.680]  我們T4C不是不合一
[00:20:54.680 --> 00:20:57.680]  我們是符合聖經的教導
[00:20:57.680 --> 00:21:02.680]  我們搞一間獨立的堂會
[00:21:02.680 --> 00:21:03.680]  不是不合一
[00:21:03.680 --> 00:21:05.680]  我們開幾間分堂出去
[00:21:05.680 --> 00:21:07.680]  也不是違反合一
[00:21:07.680 --> 00:21:09.680]  我們分三堂崇拜
[00:21:09.680 --> 00:21:12.680]  也不是違反合一
[00:21:12.680 --> 00:21:16.680]  因爲我們仍然很嚴謹地
[00:21:16.680 --> 00:21:18.680]  遵守聖經的教導
[00:21:18.680 --> 00:21:29.680]  我們仍然是在基督裏合一
[00:21:29.680 --> 00:21:32.680]  第三點
[00:21:32.680 --> 00:21:37.680]  就是合一的表達方法
[00:21:37.680 --> 00:21:40.680]  如何表達合一呢?
[00:21:40.680 --> 00:21:47.680]  是用彼此相愛和合作方面來表達
[00:21:47.680 --> 00:21:51.680]  先前我們在《約翰福音》的經文裏看到
[00:21:51.680 --> 00:21:54.680]  合一的目的就是要叫世人
[00:21:54.680 --> 00:21:56.680]  知道基督的愛
[00:21:56.680 --> 00:21:59.680]  知道神的愛
[00:21:59.680 --> 00:22:01.680]  有點抽象
[00:22:01.680 --> 00:22:03.680]  就是這麼說的時候
[00:22:03.680 --> 00:22:04.680]  什麼叫合一
[00:22:04.680 --> 00:22:09.680]  然後讓人見到基督的愛
[00:22:09.680 --> 00:22:12.680]  是透過信徒
[00:22:12.680 --> 00:22:23.680]  門徒相處的時候彼此相愛的表現
[00:22:23.680 --> 00:22:25.680]  還有看到我們在教會里
[00:22:25.680 --> 00:22:29.680]  侍奉合作的和諧和愛的表現
[00:22:29.680 --> 00:22:33.680]  從而讓人驚歎和羨慕
[00:22:33.680 --> 00:22:38.680]  他們真的有神的愛在他們中間
[00:22:38.680 --> 00:22:42.680]  從而讓他們明白神的愛
[00:22:42.680 --> 00:22:45.680]  當他們明白神的愛的時候
[00:22:45.680 --> 00:22:48.680]  他們明白神的愛在信徒身上的時候
[00:22:48.680 --> 00:22:53.680]  他們也明白神也會愛他們
[00:22:53.680 --> 00:23:08.680]  他們就會接受神的愛
[00:23:08.680 --> 00:23:11.680]  《約翰福音》十三章三十五節說
[00:23:11.680 --> 00:23:15.680]  耶穌說:你們若有彼此相愛的心
[00:23:15.680 --> 00:23:19.680]  衆人因此就認出你們是我的門徒了
[00:23:19.680 --> 00:23:25.680]  這句聖經正是主耶穌告訴我們
[00:23:25.680 --> 00:23:26.680]  我們彼此相愛的時候
[00:23:26.680 --> 00:23:32.680]  人們就會看到神的愛
[00:23:32.680 --> 00:23:40.680]  彼此相愛最大的挑戰就是合作方面
[00:23:40.680 --> 00:23:43.680]  我是指在侍奉上合作
[00:23:43.680 --> 00:23:47.680]  我們相信不少人都有這個經驗
[00:23:47.680 --> 00:23:51.680]  就是相處很容易
[00:23:51.680 --> 00:23:53.680]  是很和諧的
[00:23:53.680 --> 00:23:55.680]  團契很和諧
[00:23:55.680 --> 00:23:59.680]  聚餐更加和諧
[00:23:59.680 --> 00:24:02.680]  但是往往在合作侍奉裏面
[00:24:02.680 --> 00:24:06.680]  就出現很多的紛爭
[00:24:06.680 --> 00:24:09.680]  當侍奉裏面有不同的意見的時候
[00:24:09.680 --> 00:24:11.680]  就很難繼續合作下去
[00:24:11.680 --> 00:24:13.680]  當不能夠合作的時候
[00:24:13.680 --> 00:24:17.680]  很多時候就連關係都沒有了
[00:24:17.680 --> 00:24:18.680]  這個是很可惜的
[00:24:18.680 --> 00:24:21.680]  也是因爲我們不明白
[00:24:21.680 --> 00:24:22.680]  什麼叫合一
[00:24:22.680 --> 00:24:25.680]  什麼叫合作
[00:24:25.680 --> 00:24:29.680]  我們將不合作變成對抗
[00:24:29.680 --> 00:24:36.680]  這個是最大的誤解
[00:24:36.680 --> 00:24:39.680]  弟兄姊妹我們一定要記住
[00:24:39.680 --> 00:24:42.680]  當意見不合的時候
[00:24:42.680 --> 00:24:44.680]  當不能夠合作的時候
[00:24:44.680 --> 00:24:46.680]  就不等於要搞對抗
[00:24:46.680 --> 00:24:50.680]  不等於要生對方的氣
[00:24:50.680 --> 00:24:53.680]  我們應該心平氣和
