
[00:00:00.000 --> 00:00:04.360]  上個月有網民在Facebook上瘋傳一則貼文
[00:01:49.640 --> 00:01:54.680]  就轉一個彎 西比太兒子的母親
[00:01:54.680 --> 00:01:55.840]  西比太有多少個兒子呢
[00:01:55.840 --> 00:01:58.120]  在這裡告訴我們有兩個兒子
[00:01:58.120 --> 00:01:59.200]  西比太是誰呢
[00:01:59.200 --> 00:02:02.720]  《馬太福音》第19至20節告訴我們
[00:02:02.720 --> 00:02:04.520]  耶穌呼召四個門徒
[00:02:04.520 --> 00:02:07.160]  其中兩個是雅各和約翰
[00:02:07.160 --> 00:02:08.880]  他的父親就是西比太
[00:02:08.880 --> 00:02:11.160]  這個西比太是漁夫
[00:02:11.160 --> 00:02:12.480]  他也可能有少許錢
[00:02:12.480 --> 00:02:13.880]  所以有鴿船
[00:02:13.880 --> 00:02:15.600]  並且有工人
[00:02:15.600 --> 00:02:17.920]  當這兩個兒子撇下所有的
[00:02:17.920 --> 00:02:20.160]  來跟從耶穌的時候
[00:02:20.160 --> 00:02:25.400]  就放下他們的家人和船
[00:02:25.400 --> 00:02:27.800]  跟隨耶穌
[00:02:27.800 --> 00:02:31.440]  這位母親
[00:02:31.440 --> 00:02:33.000]  有沒有名字呢
[00:02:33.000 --> 00:02:34.280]  翻查聖經
[00:02:34.280 --> 00:02:36.200]  原來這位母親是有名字的
[00:02:36.200 --> 00:02:38.800]  不過《馬太福音》沒有記載她的名字
[00:02:38.800 --> 00:02:42.760]  可想而知應該凸顯她作為母親的角色
[00:02:42.760 --> 00:02:47.400]  《馬太福音》第27章55至56節
[00:02:47.400 --> 00:02:49.800]  還有《馬太福音》第15章40節
[00:02:49.800 --> 00:02:53.240]  我們做一個比較的時候
[00:02:53.240 --> 00:02:55.080]  你就會看到這位母親
[00:02:55.080 --> 00:02:58.080]  原來她的名字叫撒羅米
[00:02:58.080 --> 00:02:59.840]  第27章55節告訴我們
[00:02:59.840 --> 00:03:01.120]  耶穌被釘十字架之後
[00:03:01.120 --> 00:03:03.440]  一群門徒雖然害怕
[00:03:03.440 --> 00:03:04.520]  但遠遠地跟著
[00:03:04.520 --> 00:03:05.800]  還有一群婦女
[00:03:05.800 --> 00:03:09.160]  「有好些婦女在那裡遠遠地觀看」
[00:03:09.160 --> 00:03:12.240]  他們是從加利利跟隨耶穌來服侍祂
[00:03:12.240 --> 00:03:14.400]  內中有莫大拉的瑪利亞
[00:03:14.400 --> 00:03:17.240]  又有雅各和約西的母親瑪利亞
[00:03:17.240 --> 00:03:20.060]  並且有西比太兩個兒子的母親
[00:03:20.060 --> 00:03:21.560]  就是這個母親
[00:03:21.560 --> 00:03:26.800]  然後到馬考方第十五章四十節的時候說
[00:03:26.800 --> 00:03:29.560]  有一些婦女遠遠的來觀寒
[00:03:29.560 --> 00:03:30.760]  內中有什麼?
[00:03:30.760 --> 00:03:32.480]  內中有穆達拉的瑪利亞
[00:03:32.480 --> 00:03:36.240]  又有小雅各和約西的母親瑪利亞
[00:03:36.240 --> 00:03:37.640]  還有誰?
[00:03:37.640 --> 00:03:39.100]  薩羅米
[00:03:39.100 --> 00:03:41.720]  當我們這樣對照的時候就知道
[00:03:41.720 --> 00:03:45.720]  西比太兩個兒子的媽媽應該就是薩羅米了
[00:03:45.720 --> 00:03:47.520]  薩羅米這個名字
[00:03:47.520 --> 00:03:49.640]  原來如果是用在男性的時候
[00:03:49.640 --> 00:03:50.760]  是所羅門
[00:03:50.760 --> 00:03:52.360]  是平安的意思
[00:03:52.360 --> 00:03:55.120]  這個媽媽來到拜耶穌
[00:03:55.120 --> 00:03:56.680]  帶著兩個兒子一起
[00:03:56.680 --> 00:03:57.680]  求他一件事
[00:03:57.680 --> 00:03:58.280]  什麼事呢?
[00:03:58.280 --> 00:03:59.120]  耶穌問他
[00:03:59.120 --> 00:04:00.520]  你要什麼?
[00:04:00.520 --> 00:04:01.920]  這個媽媽就回答
[00:04:01.920 --> 00:04:05.320]  願你叫我這兩個兒子在你的國裡
[00:04:05.320 --> 00:04:07.240]  一個在你右邊
[00:04:07.240 --> 00:04:09.760]  一個在你左邊
[00:04:09.760 --> 00:04:11.640]  這個媽媽所祈求的
[00:04:11.640 --> 00:04:14.080]  在耶穌的國度裡面
[00:04:14.080 --> 00:04:16.280]  一個在耶穌的右邊
[00:04:16.280 --> 00:04:18.120]  一個在左邊
[00:04:18.120 --> 00:04:20.360]  我相信我們大概都明白
[00:04:20.360 --> 00:04:22.360]  很多的國家、王朝
[00:04:22.360 --> 00:04:26.840]  坐在皇帝的左右兩旁代表什麼?
[00:04:26.840 --> 00:04:27.840]  不同的官階
[00:04:27.840 --> 00:04:28.480]  不同的稱呼
[00:04:28.480 --> 00:04:29.240]  是丞相也好
[00:04:29.240 --> 00:04:30.920]  是宰相也好
[00:04:30.920 --> 00:04:32.160]  坐在皇帝兩邊的
[00:04:32.160 --> 00:04:34.400]  應該都是一些重要的位置
[00:04:34.400 --> 00:04:36.040]  是可以拿著的
[00:04:36.040 --> 00:04:37.640]  可以話事的
[00:04:37.640 --> 00:04:38.800]  某個程度來講
[00:04:38.800 --> 00:04:40.920]  讓他們兩個可以坐高位
[00:04:40.920 --> 00:04:42.640]  可以上位
[00:04:42.640 --> 00:04:44.080]  望子成龍
[00:04:44.080 --> 00:04:46.880]  是薩羅米的心願
[00:04:46.880 --> 00:04:50.520]  也是我們今天很多父母的心願
[00:04:50.520 --> 00:04:52.440]  不過我們很多的父母
[00:04:52.440 --> 00:04:54.680]  他是口是心非的
[00:04:54.680 --> 00:04:55.600]  為什麼呢?
[00:04:55.600 --> 00:04:56.200]  有時候我們說
[00:04:56.200 --> 00:04:57.760]  其實他讀不讀書不要緊
[00:04:57.760 --> 00:04:58.800]  最重要是什麼?
[00:04:58.800 --> 00:05:00.080]  最重要他健健康康
[00:05:00.080 --> 00:05:01.520]  開心心成長
[00:05:01.520 --> 00:05:02.440]  但是這個頭
[00:05:02.440 --> 00:05:03.040]  就告訴我們
[00:05:03.040 --> 00:05:05.200]  可能他進不到我們心儀的幼稚園
[00:05:05.200 --> 00:05:07.320]  又或者是進不到一間心儀的小學
[00:05:07.320 --> 00:05:09.560]  又擔心他去到中學的時候怎麼辦
[00:05:09.560 --> 00:05:11.360]  然後我們就很害怕
[00:05:11.360 --> 00:05:12.920]  幼稚園又敲門敲門敲門
[00:05:12.920 --> 00:05:14.240]  小學又敲門敲門敲門
[00:05:14.240 --> 00:05:15.680]  去中學又敲門敲門
[00:05:15.680 --> 00:05:17.040]  不是小朋友慘
[00:05:17.040 --> 00:05:18.840]  其實最慘的就是父母
[00:05:18.840 --> 00:05:20.080]  他讀書不成
[00:05:20.080 --> 00:05:22.360]  就找誰幫他補習好呢
[00:05:22.360 --> 00:05:23.240]  哪一間好呢
[00:05:23.240 --> 00:05:24.760]  有沒有名師呢
[00:05:24.760 --> 00:05:26.120]  甚至不行
[00:05:26.120 --> 00:05:27.600]  小學還可以
[00:05:27.600 --> 00:05:28.920]  不過上到中學不行的時候
[00:05:28.920 --> 00:05:29.760]  不如這樣
[00:05:29.760 --> 00:05:31.000]  哪一區校網好
[00:05:31.000 --> 00:05:33.000]  我們搬去那一區住
[00:05:33.000 --> 00:05:34.400]  在那裡買一間屋
[00:05:34.400 --> 00:05:35.600]  又不想用假地址
[00:05:35.600 --> 00:05:38.160]  唯有搬去那一區
[00:05:38.160 --> 00:05:39.160]  再想一下
[00:05:39.160 --> 00:05:40.160]  香港
[00:05:40.160 --> 00:05:41.880]  香港教育制度又欺騙混亂
[00:05:41.880 --> 00:05:44.680]  遲些又不知找誰做教育局局長
[00:05:44.680 --> 00:05:45.840]  都是沒有好日子過
[00:05:45.840 --> 00:05:47.720]  不如移民
[00:05:47.720 --> 00:05:50.400]  我們這樣想不是錯
[00:05:50.400 --> 00:05:51.600]  我們很正常的父母
[00:05:51.600 --> 00:05:53.920]  哪一個父母不想自己子女讀到書
[00:05:53.920 --> 00:05:55.040]  因為我們相信
[00:05:55.040 --> 00:05:56.960]  知識是改變命運的
[00:05:56.960 --> 00:05:59.040]  知識是幫助人脫貧
[00:05:59.040 --> 00:06:00.360]  我們是這樣想的
[00:06:00.360 --> 00:06:02.280]  或者我們都走過一些路
[00:06:02.280 --> 00:06:03.200]  讀不成書
[00:06:03.200 --> 00:06:04.880]  真的做些苦工多一點
[00:06:04.880 --> 00:06:05.760]  苦工都賺到錢
[00:06:05.760 --> 00:06:07.880]  不過真的辛苦一點
[00:06:07.880 --> 00:06:10.440]  很正常 我們每個父母都是這樣
[00:06:10.440 --> 00:06:12.520]  很希望他讀到書
[00:06:12.520 --> 00:06:14.120]  將來有一份好的工作
[00:06:14.120 --> 00:06:15.680]  有一些基本的入息
[00:06:15.680 --> 00:06:17.840]  即是不用買樓也好
[00:06:17.840 --> 00:06:20.680]  租地方住也夠錢了
[00:06:20.680 --> 00:06:23.880]  很正常
[00:06:23.880 --> 00:06:26.280]  1985年
[00:06:26.280 --> 00:06:28.600]  大概是132年前
[00:06:28.600 --> 00:06:34.280]  英國有七個被稱為劍橋七傑的英國人
[00:06:34.280 --> 00:06:37.120]  他們接受內地會的差派
[00:06:37.120 --> 00:06:40.720]  一起去到中國宣教
[00:06:40.720 --> 00:06:43.680]  分明是劍橋七傑
[00:06:43.680 --> 00:06:48.360]  是在英國一群年輕有為的人
[00:06:48.360 --> 00:06:50.360]  他們在那場歡送會
[00:06:50.360 --> 00:06:52.800]  或者叫做差遣禮上告
[00:06:52.800 --> 00:06:53.800]  外面下著雨
[00:06:53.800 --> 00:06:55.120]  裡面坐著一千人
[00:06:55.120 --> 00:06:58.240]  他們就在一張中國的地圖前面
[00:06:58.240 --> 00:07:01.360]  來分享上帝怎樣來呼召他們
[00:07:01.360 --> 00:07:04.240]  他們怎樣來領受這個意象和感動
[00:07:04.240 --> 00:07:07.320]  要去到中國傳福音
[00:07:07.320 --> 00:07:09.400]  但他們的父母聽了之後
[00:07:09.400 --> 00:07:10.840]  很震驚
[00:07:10.840 --> 00:07:12.920]  他們的父母
[00:07:12.920 --> 00:07:14.680]  有其中六個父母
[00:07:14.680 --> 00:07:18.000]  因為其中兩個是兩兄弟
[00:07:18.000 --> 00:07:20.640]  有四個是寡母婆
[00:07:20.640 --> 00:07:22.320]  當聽到自己的兒子要離開
[00:07:22.320 --> 00:07:24.840]  英國這個這麼好的地方
[00:07:24.840 --> 00:07:27.160]  還要離開他們這麼好的家
[00:07:27.160 --> 00:07:30.000]  而且他們的前途本來一片光明
[00:07:30.000 --> 00:07:32.600]  但要去到中國不是現在的強國
[00:07:32.600 --> 00:07:34.440]  中國是一個山溝的地方
[00:07:34.440 --> 00:07:35.640]  是一個落後的地方
[00:07:35.640 --> 00:07:37.800]  去到那裡要捱苦
[00:07:37.800 --> 00:07:39.120]  很難接受
[00:07:39.120 --> 00:07:40.640]  其中兩個母親
[00:07:40.640 --> 00:07:41.640]  這樣來分享
[00:07:41.640 --> 00:07:42.920]  這兩個母親
[00:07:42.920 --> 00:07:45.720]  一個是斯達德
[00:07:45.720 --> 00:07:47.920]  她的母親知道之後
[00:07:47.920 --> 00:07:51.000]  她覺得沒辦法改變兒子的決心
[00:07:51.000 --> 00:07:54.160]  唯有偷偷聯絡內地的警察會
[00:07:54.160 --> 00:07:55.160]  寫信給他們
[00:07:55.160 --> 00:07:56.000]  她說這樣好了
[00:07:56.000 --> 00:07:57.120]  兒子已經說要去了
[00:07:57.120 --> 00:07:59.160]  我就捐一大筆錢
[00:07:59.160 --> 00:08:01.680]  等我兒子到了之後
[00:08:01.680 --> 00:08:04.960]  你買最好的食具給他
[00:08:04.960 --> 00:08:07.120]  你又幫我買一張最好的床
[00:08:07.120 --> 00:08:08.480]  和最好的沙發
[00:08:08.480 --> 00:08:09.640]  讓他可以睡得好
[00:08:09.640 --> 00:08:11.480]  讓他可以坐得好
[00:08:11.480 --> 00:08:13.160]  這就是媽媽的心願
[00:08:13.160 --> 00:08:16.360]  因為她不想兒子去到中國捱苦
[00:08:16.360 --> 00:08:19.080]  第二個媽媽是蓋茲莉的媽媽
[00:08:19.080 --> 00:08:21.480]  蓋茲莉的媽媽知道兒子要去中國宣教之後
[00:08:21.480 --> 00:08:23.160]  簡直是瘋了
[00:08:23.160 --> 00:08:24.800]  但她同樣知道
[00:08:24.800 --> 00:08:25.920]  她沒辦法勸導兒子
[00:08:25.920 --> 00:08:27.160]  因為勸了幾次之後
[00:08:27.160 --> 00:08:28.880]  結果都是這樣
[00:08:28.880 --> 00:08:31.240]  她又寫信給內地會
[00:08:31.240 --> 00:08:34.280]  她這次寫信給內地會的負責人
[00:08:34.280 --> 00:08:35.480]  就是戴德生
[00:08:35.480 --> 00:08:38.320]  她說請你不要鼓勵
[00:08:38.320 --> 00:08:39.560]  不要聳動
[00:08:39.560 --> 00:08:42.400]  不要慫恿我的兒子去宣教
[00:08:42.400 --> 00:08:44.120]  戴德生就答應
[00:08:44.120 --> 00:08:46.000]  不這樣做
[00:08:46.000 --> 00:08:47.920]  其實很正常的父母
[00:08:47.920 --> 00:08:49.960]  當自己的兒女本身有
[00:08:49.960 --> 00:08:52.240]  很好的前途的時候
[00:08:52.240 --> 00:08:54.840]  你當然不想他去到一個落後的國家
[00:08:54.840 --> 00:08:56.640]  最重要是傳福音
[00:08:56.640 --> 00:08:58.960]  能夠做些什麼呢
[00:08:58.960 --> 00:09:01.960]  撒羅米和她兩個兒子
[00:09:01.960 --> 00:09:03.200]  她都是這樣祈求
[00:09:03.200 --> 00:09:04.400]  很正常的
[00:09:04.400 --> 00:09:07.200]  希望耶穌在德國的時候
[00:09:07.200 --> 00:09:09.200]  在德國降臨的時候紀念她
[00:09:09.200 --> 00:09:10.960]  在一個右邊一個左邊
[00:09:10.960 --> 00:09:12.720]  坐在高位上
[00:09:12.720 --> 00:09:14.600]  多聰明多威風
[00:09:14.600 --> 00:09:17.480]  做話事人
[00:09:17.480 --> 00:09:19.840]  耶穌有什麼反應呢
[00:09:19.840 --> 00:09:21.800]  第23節
[00:09:21.800 --> 00:09:24.200]  耶穌沒有責備撒羅米和她兩個兒子
[00:09:24.200 --> 00:09:25.960]  只是向他們呈現
[00:09:25.960 --> 00:09:28.960]  他們這個願望的真實面
[00:09:28.960 --> 00:09:30.480]  你們想兩個兒子
[00:09:30.480 --> 00:09:32.400]  好像龍一樣
[00:09:32.400 --> 00:09:34.600]  坐在王的左右兩旁
[00:09:34.600 --> 00:09:35.760]  坐高位
[00:09:35.760 --> 00:09:37.160]  做領袖
[00:09:37.160 --> 00:09:38.640]  耶穌說
[00:09:38.640 --> 00:09:42.160]  你們不知道所求的是什麼
[00:09:42.160 --> 00:09:43.520]  為什麼耶穌會這樣說呢
[00:09:43.520 --> 00:09:45.880]  祂說你們不知道自己求的是什麼
[00:09:45.880 --> 00:09:46.640]  很清楚啊
[00:09:46.640 --> 00:09:48.840]  就是求在兩旁
[00:09:48.840 --> 00:09:50.800]  原來是有背景的
[00:09:50.800 --> 00:09:54.760]  在《馬太福音》第20章17至19節
[00:09:54.760 --> 00:09:56.520]  耶穌上耶路撒冷的時候
[00:09:56.520 --> 00:09:58.840]  祂叫了12個門徒來
[00:09:58.840 --> 00:09:59.880]  帶他們到一旁
[00:09:59.880 --> 00:10:01.320]  是專門跟他們說
[00:10:01.320 --> 00:10:02.080]  說什麼
[00:10:02.080 --> 00:10:04.400]  漢娜我們要上耶路撒冷了
[00:10:04.400 --> 00:10:06.320]  上耶路撒冷的門徒想做什麼呢
[00:10:06.320 --> 00:10:08.280]  耶穌想做王嘛
[00:10:08.280 --> 00:10:09.160]  但耶穌告訴他們
[00:10:09.160 --> 00:10:12.840]  人子要交給祭司長和文士
[00:10:12.840 --> 00:10:14.760]  他們要定人子的罪
[00:10:14.760 --> 00:10:16.680]  又要將他交給外邦人
[00:10:16.680 --> 00:10:18.000]  戲弄他鞭打他
[00:10:18.000 --> 00:10:19.160]  釘在十字架上
[00:10:19.160 --> 00:10:20.560]  第3天復活
[00:10:20.560 --> 00:10:21.920]  門徒聽了
[00:10:21.920 --> 00:10:23.400]  不過我們知道
[00:10:23.400 --> 00:10:25.200]  耶穌復活之前
[00:10:25.200 --> 00:10:27.400]  門徒好像不太聽得明白
[00:10:27.400 --> 00:10:28.400]  耶穌說的是什麼
[00:10:28.400 --> 00:10:29.080]  什麼受苦
[00:10:29.080 --> 00:10:31.280]  什麼第3天復活
[00:10:31.280 --> 00:10:32.520]  所以祂在這裡說
[00:10:32.520 --> 00:10:34.880]  你們不知道自己所求的是什麼
[00:10:34.880 --> 00:10:35.760]  不單單
[00:10:35.760 --> 00:10:36.720]  撒羅米可能不知道
[00:10:36.720 --> 00:10:39.160]  因為耶穌不是跟撒羅米說的
[00:10:39.160 --> 00:10:41.920]  耶穌是跟12個門徒說的
[00:10:41.920 --> 00:10:43.080]  連那12個門徒
[00:10:43.080 --> 00:10:43.880]  特別是那兩個
[00:10:43.880 --> 00:10:44.720]  雅各和約翰
[00:10:44.720 --> 00:10:46.840]  你好像都不知道自己在求什麼
[00:10:46.840 --> 00:10:48.600]  你們知不知道
[00:10:48.600 --> 00:10:49.360]  耶穌就說
[00:10:49.360 --> 00:10:50.920]  我將要喝的杯
[00:10:50.920 --> 00:10:53.480]  你們能不能喝呢
[00:10:53.480 --> 00:10:54.920]  他們說能
[00:10:54.920 --> 00:10:58.160]  究竟耶穌將要喝的杯是什麼呢
[00:10:58.160 --> 00:10:59.880]  當時他們經常都會喝酒
[00:10:59.880 --> 00:11:00.560]  吃飯的時候
[00:11:00.560 --> 00:11:01.680]  因為很多菩提酒
[00:11:01.680 --> 00:11:02.520]  可能他們就想
[00:11:02.520 --> 00:11:03.480]  你喝的我都喝
[00:11:03.480 --> 00:11:04.400]  平時都喝
[00:11:04.400 --> 00:11:06.560]  大家人一杯
[00:11:06.560 --> 00:11:07.080]  但我們知道
[00:11:07.080 --> 00:11:08.800]  耶穌所指的不是這樣
[00:11:08.800 --> 00:11:09.600]  耶穌所說的
[00:11:09.600 --> 00:11:11.280]  我的杯是什麼呢
[00:11:11.280 --> 00:11:13.840]  在舊的聖經
[00:11:13.840 --> 00:11:15.200]  來到告訴我們
[00:11:15.200 --> 00:11:16.800]  耶穌所喝的杯
[00:11:16.800 --> 00:11:23.160]  原來是上帝量給每一個人的份
[00:11:23.160 --> 00:11:24.320]  杯在舊的聖經
[00:11:24.320 --> 00:11:29.200]  是指神所量給人的一份
[00:11:29.200 --> 00:11:31.120]  詩篇十六篇第五至六節
[00:11:31.120 --> 00:11:33.080]  耶穌說是我的產業
[00:11:33.080 --> 00:11:34.400]  是我杯中的份
[00:11:34.400 --> 00:11:35.200]  我所得的
[00:11:35.200 --> 00:11:36.760]  你為我持手
[00:11:36.760 --> 00:11:39.080]  用繩量給我的地界
[00:11:39.080 --> 00:11:40.880]  坐落在街尾之處
[00:11:40.880 --> 00:11:43.640]  我的產業實在美好
[00:11:43.640 --> 00:11:44.480]  全道書也說
[00:11:44.480 --> 00:11:46.360]  每人都有一份
[00:11:46.360 --> 00:11:48.440]  上帝給我們有一份
[00:11:48.440 --> 00:11:49.840]  這份是什麼呢
[00:11:49.840 --> 00:11:51.640]  耶穌那份是什麼呢
[00:11:51.640 --> 00:11:53.200]  耶穌的杯是什麼
[00:11:53.200 --> 00:11:56.280]  耶穌將要喝的杯是什麼
[00:11:56.280 --> 00:11:57.800]  馬太福音第二十六章三十九節
[00:11:57.800 --> 00:11:59.120]  我請弟兄姊妹一起讀
[00:11:59.120 --> 00:12:01.320]  馬太福音第二十六章第三十九節
[00:12:01.320 --> 00:12:02.440]  我請弟兄姊妹一起讀
[00:12:02.440 --> 00:12:03.840]  一二三
[00:12:03.840 --> 00:12:05.880]  他就往前走
[00:12:05.880 --> 00:12:07.120]  俯伏在地
[00:12:07.120 --> 00:12:08.440]  禱告說
[00:12:08.440 --> 00:12:09.440]  我父啊
[00:12:09.440 --> 00:12:10.640]  倘若可行
[00:12:10.640 --> 00:12:13.080]  求你叫這杯離開我
[00:12:13.080 --> 00:12:15.480]  然而不要照我的意思
[00:12:15.480 --> 00:12:17.720]  只要照你的意思
[00:12:17.720 --> 00:12:18.920]  耶穌正在說
[00:12:18.920 --> 00:12:21.240]  祂將要喝的那個杯
[00:12:21.240 --> 00:12:22.680]  祂說如果可以的話
[00:12:22.680 --> 00:12:23.960]  父啊 求你拿走
[00:12:23.960 --> 00:12:25.800]  耶穌將要喝的杯是什麼
[00:12:25.800 --> 00:12:26.800]  我們今天當然知道
[00:12:26.800 --> 00:12:28.080]  當日的人知不知道
[00:12:28.080 --> 00:12:29.320]  耶穌將要喝的杯
[00:12:29.320 --> 00:12:31.240]  就是受苦的那個杯
[00:12:31.240 --> 00:12:32.280]  受什麼苦
[00:12:32.280 --> 00:12:33.160]  祂那份是什麼
[00:12:33.160 --> 00:12:35.560]  上帝差遣祂來到這個世界
[00:12:35.560 --> 00:12:38.400]  就是要背負世人的罪業
[00:12:38.400 --> 00:12:40.040]  被釘死在十字架上
[00:12:40.040 --> 00:12:42.160]  擔當人的罪
[00:12:42.160 --> 00:12:44.200]  在祂的肩頭
[00:12:44.200 --> 00:12:47.640]  祂所要喝的杯就是上帝給祂的使命
[00:12:47.640 --> 00:12:49.200]  祂要喝
[00:12:49.200 --> 00:12:50.920]  你記得這裡沒有說是苦杯
[00:12:50.920 --> 00:12:53.120]  但為什麼我們常常說是苦杯
[00:12:53.120 --> 00:12:56.160]  因為祂要承受的就是十字架的苦難
[00:12:56.160 --> 00:12:57.360]  有人甚至說
[00:12:57.360 --> 00:12:58.360]  這個為什麼是苦杯呢
[00:12:58.360 --> 00:12:59.840]  因為是神憤怒的杯
[00:12:59.840 --> 00:13:02.920]  神要來刑罰人人犯罪
[00:13:02.920 --> 00:13:04.840]  要將這個刑罰給人
[00:13:04.840 --> 00:13:05.800]  不過
[00:13:05.800 --> 00:13:07.560]  神憐憫人
[00:13:07.560 --> 00:13:10.600]  就叫耶穌來承擔
[00:13:10.600 --> 00:13:11.920]  這個刑罰
[00:13:11.920 --> 00:13:13.800]  就是這個杯
[00:13:13.800 --> 00:13:15.400]  耶穌要喝的就是這個杯
[00:13:15.400 --> 00:13:16.720]  門徒想著自己可以喝的
[00:13:16.720 --> 00:13:19.600]  我們也能夠喝
[00:13:19.600 --> 00:13:21.760]  耶穌聽到他們這樣的回答之後
[00:13:21.760 --> 00:13:23.640]  耶穌沒有挑戰他們
[00:13:23.640 --> 00:13:25.240]  耶穌繼續說的是什麼呢
[00:13:25.240 --> 00:13:26.200]  繼續說一個事實
[00:13:26.200 --> 00:13:27.720]  是的
[00:13:27.720 --> 00:13:31.360]  我所喝的杯你們必要喝
[00:13:31.360 --> 00:13:32.400]  是的
[00:13:32.400 --> 00:13:33.680]  我喝的你們也要喝
[00:13:33.680 --> 00:13:34.720]  你們喝得到的
[00:13:34.720 --> 00:13:36.480]  再說一句就是好
[00:13:36.480 --> 00:13:38.080]  但是祂繼續說
[00:13:38.080 --> 00:13:39.960]  只是坐在我的左右
[00:13:39.960 --> 00:13:41.320]  不是我可以賜的
[00:13:41.320 --> 00:13:43.880]  而是我為誰預備的
[00:13:43.880 --> 00:13:45.320]  就賜給誰
[00:13:45.320 --> 00:13:46.440]  言下之意
[00:13:46.440 --> 00:13:48.920]  面對著撒糯米和兩個兒子的祈求
[00:13:48.920 --> 00:13:49.680]  耶穌可以這樣說
[00:13:49.680 --> 00:13:51.480]  我幫不了你
[00:13:51.480 --> 00:13:52.960]  如果我們再加一句
[00:13:52.960 --> 00:13:54.240]  對不起我幫不了你
[00:13:54.240 --> 00:13:55.400]  因為不是我可以給你的
[00:13:55.400 --> 00:13:56.560]  是誰給的
[00:13:56.560 --> 00:13:57.720]  不是我作主的
[00:13:57.720 --> 00:13:58.800]  原來是父作主的
[00:13:58.800 --> 00:14:00.160]  父作主給誰就是給誰
[00:14:00.160 --> 00:14:04.200]  我不可以左右付的意思
[00:14:04.200 --> 00:14:05.280]  就是說
[00:14:05.280 --> 00:14:06.920]  沒事了
[00:14:06.920 --> 00:14:09.800]  你們也不可以給我這個位置
[00:14:09.800 --> 00:14:11.200]  是的 耶穌說我不可以
[00:14:11.200 --> 00:14:12.360]  我不可以決定
[00:14:12.360 --> 00:14:17.080]  你們兩個當時會坐在哪裡
[00:14:17.080 --> 00:14:20.400]  當門徒聽了之後
[00:14:20.400 --> 00:14:22.240]  有什麼反應呢
[00:14:22.240 --> 00:14:23.640]  第24節告訴我們
[00:14:23.640 --> 00:14:26.040]  其餘十個門徒的反應
[00:14:26.040 --> 00:14:29.160]  那十二個門徒聽著撒糯米和兩個兒子
[00:14:29.160 --> 00:14:30.720]  來到耶穌的面前
[00:14:30.720 --> 00:14:32.480]  求坐在高位上
[00:14:32.480 --> 00:14:34.040]  而耶穌又這樣回答他們的時候
[00:14:34.040 --> 00:14:35.320]  他們的反應是什麼
[00:14:35.320 --> 00:14:38.840]  那十個門徒聽見就擄擄
