
[00:00:00.000 --> 00:00:05.000]  有一年的聖誕,Benny和Lily和我們玩了一個遊戲
[00:06:29.000 --> 00:06:32.000]  他帶了一條新的胞胎
[00:06:32.000 --> 00:06:34.000]  原來古時的人的胞胎
[00:06:34.000 --> 00:06:37.000]  有些可以是有兩條絲帶掉下來
[00:06:37.000 --> 00:06:39.000]  他一直在講
[00:06:39.000 --> 00:06:41.000]  有位姊妹一直在聽
[00:06:41.000 --> 00:06:45.000]  但是她聽不到韋斯李在講什麼
[00:06:45.000 --> 00:06:47.000]  因為她的眼睛只注意著
[00:06:47.000 --> 00:06:50.000]  韋斯李胞胎的那兩條絲帶
[00:06:50.000 --> 00:06:53.000]  整篇道他什麼都沒有聽到
[00:06:53.000 --> 00:06:55.000]  於是講完道之後
[00:06:55.000 --> 00:06:56.000]  他去找韋斯李
[00:06:56.000 --> 00:06:58.000]  他說韋斯李先生
[00:06:58.000 --> 00:07:01.000]  你願不願意接受別人給你的批評
[00:07:01.000 --> 00:07:05.000]  韋斯李說他以為要批評他的講道
[00:07:05.000 --> 00:07:06.000]  當然啦
[00:07:06.000 --> 00:07:09.000]  你有什麼不滿你可以跟我說
[00:07:09.000 --> 00:07:12.000]  這個女士說我真的很不滿意
[00:07:12.000 --> 00:07:15.000]  就是不滿意你的胞胎那兩條絲帶
[00:07:15.000 --> 00:07:17.000]  觸犯了我
[00:07:17.000 --> 00:07:19.000]  他說我整篇道都沒有聽到你說什麼
[00:07:19.000 --> 00:07:22.000]  就是因為我太注意你的那兩條絲帶
[00:07:22.000 --> 00:07:24.000]  你那兩條絲帶太長
[00:07:24.000 --> 00:07:28.000]  這個韋斯李就說你們有沒有人有剪刀
[00:07:28.000 --> 00:07:29.000]  拿一把剪刀來
[00:07:29.000 --> 00:07:31.000]  給了這個姐妹
[00:07:31.000 --> 00:07:34.000]  然後說你可不可以幫我修改一下
[00:07:34.000 --> 00:07:37.000]  這個姐妹毫不客氣
[00:07:37.000 --> 00:07:39.000]  將兩條絲帶全部剪掉
[00:07:39.000 --> 00:07:43.000]  於是韋斯李說你可不可以給我一把剪刀
[00:07:43.000 --> 00:07:45.000]  然後就問這位姐妹
[00:07:45.000 --> 00:07:48.000]  你又願不願意接受別人給你的批評
[00:07:48.000 --> 00:07:50.000]  這個姐妹說我做錯了什麼
[00:07:50.000 --> 00:07:52.000]  你有什麼不滿意我
[00:07:52.000 --> 00:07:56.000]  韋斯李說我不滿意的地方就是你的舌頭
[00:07:56.000 --> 00:07:58.000]  冒犯了我得罪了我
[00:07:58.000 --> 00:08:01.000]  你可不可以伸出來給我修改一下
[00:08:01.000 --> 00:08:05.000]  那個女士當然是非常非常的生氣
[00:08:05.000 --> 00:08:07.000]  韋斯李其實是開玩笑
[00:08:07.000 --> 00:08:09.000]  但是其實真的
[00:08:09.000 --> 00:08:12.000]  如果我們說是冒失的話
[00:08:12.000 --> 00:08:15.000]  完全想都沒有想過就說出來
[00:08:15.000 --> 00:08:17.000]  很容易就會得罪人
[00:08:17.000 --> 00:08:21.000]  這個是第一種插位的話
[00:08:21.000 --> 00:08:23.000]  是冒失的話
[00:08:23.000 --> 00:08:25.000]  第二種是叛逆的話
[00:08:25.000 --> 00:08:29.000]  叛逆這個字在和合本
[00:08:29.000 --> 00:08:32.000]  是將它翻譯成乖貓乖僻
[00:08:32.000 --> 00:08:35.000]  這兩個字對我們來說都很陌生
[00:08:35.000 --> 00:08:37.000]  不知道為什麼
[00:08:37.000 --> 00:08:39.000]  但是我們只知道乖字為什麼
[00:08:39.000 --> 00:08:42.000]  我們很多時候都會稱讚別人的弟弟
[00:08:42.000 --> 00:08:45.000]  乖兒子乖女乖孫
[00:08:45.000 --> 00:08:47.000]  乖字是好的
[00:08:47.000 --> 00:08:50.000]  但是你千萬不要去稱讚大人是乖
[00:08:50.000 --> 00:08:52.000]  不要稱讚你的伴偶是乖
[00:08:52.000 --> 00:08:55.000]  原來稱讚大人是另有用意
[00:08:55.000 --> 00:08:59.000]  是說他是一個轉離或者偏離正確
[00:08:59.000 --> 00:09:01.000]  或者適當事的人
[00:09:01.000 --> 00:09:03.000]  說他是任性說他是衝動
[00:09:03.000 --> 00:09:05.000]  不聽話
[00:09:05.000 --> 00:09:08.000]  心想做什麼他就去做什麼那些人
[00:09:08.000 --> 00:09:12.000]  在這三種插位的洩頭當中
[00:09:12.000 --> 00:09:17.000]  最廣泛的就是這種乖貓說話的人
[00:09:17.000 --> 00:09:20.000]  是包括一切不好的話語
[00:09:20.000 --> 00:09:22.000]  例如陰毒的話
[00:09:22.000 --> 00:09:23.000]  貶低人的話
[00:09:23.000 --> 00:09:25.000]  屬血氣的話
[00:09:25.000 --> 00:09:28.000]  甚至是粗言粗語的粗話
[00:09:28.000 --> 00:09:32.000]  現在我們很容易聽見別人說粗口
[00:09:32.000 --> 00:09:37.000]  電影電視說出來的話真是不堪入耳
[00:09:37.000 --> 00:09:40.000]  連在公眾場所辦公室
[00:09:40.000 --> 00:09:43.000]  說的這些粗言粗語都是一樣
[00:09:43.000 --> 00:09:46.000]  我在以前辦公的地方
[00:09:46.000 --> 00:09:50.000]  有一位是前部門的主任
[00:09:50.000 --> 00:09:52.000]  德高望重
[00:09:52.000 --> 00:09:55.000]  很得到別人的器重
[00:09:55.000 --> 00:09:57.000]  但是他樣樣都好
[00:09:57.000 --> 00:10:00.000]  唯有一樣東西就是他喜歡說粗口
[00:10:00.000 --> 00:10:04.000]  三句不埋兩句就會褻瀆神的命
[00:10:04.000 --> 00:10:06.000]  他自己也是天主教徒
[00:10:06.000 --> 00:10:08.000]  但是他就不斷褻瀆神的命
[00:10:08.000 --> 00:10:11.000]  於是有一天我實在忍不住
[00:10:11.000 --> 00:10:12.000]  我跟他說
[00:10:12.000 --> 00:10:13.000]  我說Mel
[00:10:13.000 --> 00:10:14.000]  他的名字叫做Mel
[00:10:14.000 --> 00:10:17.000]  我說我是基督徒
[00:10:17.000 --> 00:10:21.000]  你可不可以不在我面前褻瀆神的命
[00:10:21.000 --> 00:10:23.000]  我說你自己也是天主教徒
[00:10:23.000 --> 00:10:26.000]  神都不會喜歡你褻瀆祂的命
[00:10:26.000 --> 00:10:28.000]  說完之後
[00:10:28.000 --> 00:10:29.000]  他生我的氣
[00:10:29.000 --> 00:10:31.000]  生我的氣有好幾個禮拜
[00:10:31.000 --> 00:10:33.000]  但是慢慢我們又沒事
[00:10:33.000 --> 00:10:36.000]  還變了很好的朋友
[00:10:36.000 --> 00:10:38.000]  但是有件事真的要感謝神
[00:10:38.000 --> 00:10:41.000]  就是自從我跟他說完之後
[00:10:41.000 --> 00:10:43.000]  到他五年前去世
[00:10:43.000 --> 00:10:47.000]  我沒有再聽見他有一次褻瀆神的命
[00:10:47.000 --> 00:10:49.000]  真的要感謝神
[00:10:49.000 --> 00:10:51.000]  在這裡的二章十二節
[00:10:51.000 --> 00:10:53.000]  說謀略必護衛你
[00:10:53.000 --> 00:10:55.000]  聰明必保守你
[00:10:55.000 --> 00:10:57.000]  要救你脫離惡道
[00:10:57.000 --> 00:11:01.000]  脫離說乖貌話的人
[00:11:01.000 --> 00:11:04.000]  神說要透過真言來教導我們
[00:11:04.000 --> 00:11:06.000]  使我們有智慧
[00:11:06.000 --> 00:11:10.000]  能夠脫離乖貌叛逆的話
[00:11:10.000 --> 00:11:13.000]  在這裡的十二章十八節
[00:11:13.000 --> 00:11:17.000]  說話浮躁的如刀似人
[00:11:17.000 --> 00:11:22.000]  智慧人的舌頭卻為醫人的良藥
[00:11:22.000 --> 00:11:24.000]  當我們說叛逆的話
[00:11:24.000 --> 00:11:26.000]  當我們說乖貌的話
[00:11:26.000 --> 00:11:28.000]  就好像利劍一樣
[00:11:28.000 --> 00:11:30.000]  很容易刺傷人
[00:11:30.000 --> 00:11:32.000]  我們需要學習的是
[00:11:32.000 --> 00:11:34.000]  說出智慧人的話語
[00:11:34.000 --> 00:11:38.000]  說出能夠醫治人的話語
[00:11:38.000 --> 00:11:40.000]  很可惜
[00:11:40.000 --> 00:11:42.000]  我們每一個人都說過
[00:11:42.000 --> 00:11:44.000]  一些乖貌叛逆的話
[00:11:44.000 --> 00:11:46.000]  我們都試過傷害別人
[00:11:46.000 --> 00:11:49.000]  希望透過真言
[00:11:49.000 --> 00:11:51.000]  我們能夠學得
[00:11:51.000 --> 00:11:53.000]  能夠說有智慧的話
[00:11:53.000 --> 00:11:55.000]  說出來的話語
[00:11:55.000 --> 00:11:57.000]  成為醫治人的良藥
[00:11:57.000 --> 00:12:01.000]  不單止拆毀的話
[00:12:01.000 --> 00:12:05.000]  是有務失的話
[00:12:05.000 --> 00:12:07.000]  是有乖貌的話
[00:12:07.000 --> 00:12:10.000]  還有說謊的話
[00:12:10.000 --> 00:12:14.000]  針研裡面有很多是關於說謊話
[00:12:14.000 --> 00:12:16.000]  說謊話的教導
[00:12:16.000 --> 00:12:19.000]  例如在這裡針研十二章十九節
[00:12:19.000 --> 00:12:23.000]  說口套真言永遠堅立
[00:12:23.000 --> 00:12:27.000]  說謊話是子存騙事
[00:12:27.000 --> 00:12:29.000]  如果你說出來的是真實的話
[00:12:29.000 --> 00:12:31.000]  你可以這句話是永遠立定
[00:12:31.000 --> 00:12:33.000]  但是如果你是說謊話
[00:12:33.000 --> 00:12:34.000]  說謊話的時候
[00:12:34.000 --> 00:12:37.000]  你很快就會被人識穿
[00:12:37.000 --> 00:12:40.000]  在針研的十二章二十二節
[00:12:40.000 --> 00:12:46.000]  也說說謊言的嘴為耶和華所憎惡
[00:12:46.000 --> 00:12:49.000]  在針研裡面我們也說過
[00:12:49.000 --> 00:12:52.000]  神說有七件事是祂所憎惡
[00:12:52.000 --> 00:12:55.000]  其中一件就是說謊話
[00:12:55.000 --> 00:12:57.000]  說謊的嘴
[00:12:57.000 --> 00:12:59.000]  十三章五節
[00:12:59.000 --> 00:13:03.000]  針研說說謊話的人會臭名遠播
[00:13:03.000 --> 00:13:07.000]  甚至招致自己得到慚愧
[00:13:07.000 --> 00:13:09.000]  針研的二十一章六節
[00:13:09.000 --> 00:13:12.000]  說說詭詐因為是求財
[00:13:12.000 --> 00:13:16.000]  這個人一定會自取滅亡
[00:13:16.000 --> 00:13:17.000]  有人說
[00:13:17.000 --> 00:13:20.000]  唉呀,我很小事,說個謊話
[00:13:20.000 --> 00:13:23.000]  很小事,小小的一個謊話
[00:13:23.000 --> 00:13:25.000]  用不著這麼緊張
[00:13:25.000 --> 00:13:28.000]  你發覺你說了一個小的謊話之後
[00:13:28.000 --> 00:13:30.000]  你就會說第二個更大的謊話
[00:13:30.000 --> 00:13:32.000]  來遮蓋第一個謊話
[00:13:32.000 --> 00:13:34.000]  接著你就要說更大的謊話
[00:13:34.000 --> 00:13:36.000]  來遮蓋第二個謊話
[00:13:36.000 --> 00:13:42.000]  所以不是說很小事,說小小的謊話這麼簡單
[00:13:42.000 --> 00:13:43.000]  很可惜
[00:13:43.000 --> 00:13:48.000]  大部分人現在都是說謊話不眨眼
[00:13:48.000 --> 00:13:52.000]  在1991年美國做了一個調查
[00:13:52.000 --> 00:13:56.000]  這個調查叫做美國說真心話的日子
[00:13:56.000 --> 00:13:58.000]  為什麼會說真心話的日子?
[00:13:58.000 --> 00:14:00.000]  他會跟那些調查的人
[00:14:00.000 --> 00:14:01.000]  被調查的人說
[00:14:01.000 --> 00:14:05.000]  你不用怕,你可以放心回答
[00:14:05.000 --> 00:14:08.000]  因為你的名字不會被公開
[00:14:08.000 --> 00:14:10.000]  所以很多人都說了真心話
[00:14:10.000 --> 00:14:13.000]  原來87%的美國人
[00:14:13.000 --> 00:14:16.000]  八個當中就有七個
[00:14:16.000 --> 00:14:20.000]  認為已經不再需要守十戒
[00:14:20.000 --> 00:14:23.000]  也有91%的人
[00:14:23.000 --> 00:14:27.000]  經常在家裡或者辦公室說謊話
[00:14:27.000 --> 00:14:29.000]  如果我們大家留意的話
[00:14:29.000 --> 00:14:31.000]  這兩件事是有連帶關係的
[00:14:31.000 --> 00:14:34.000]  當一個人認為不再需要守十戒的時候
[00:14:34.000 --> 00:14:37.000]  他就會隨意說謊話
[00:14:37.000 --> 00:14:39.000]  大部分的美國人都承認
[00:14:39.000 --> 00:14:42.000]  在他們工作的時候
[00:14:42.000 --> 00:14:46.000]  一個星期有七個小時他們是偷懶
[00:14:46.000 --> 00:14:50.000]  也就是說一個星期有差不多一天他們是偷懶
[00:14:50.000 --> 00:14:54.000]  也有超過一半的美國人
[00:14:54.000 --> 00:14:57.000]  說他們會打電話去告假
[00:14:57.000 --> 00:15:00.000]  但原因不是因為他們有病
[00:15:00.000 --> 00:15:03.000]  而是他們不想上班,他們懶
[00:15:03.000 --> 00:15:05.000]  有很多人都問我
[00:15:05.000 --> 00:15:09.000]  牧師,白色的謊話能不能夠說?
[00:15:09.000 --> 00:15:11.000]  什麼叫白色的謊話?
[00:15:11.000 --> 00:15:13.000]  西人說白色的謊話
[00:15:13.000 --> 00:15:15.000]  就是那些不傷害人
[00:15:15.000 --> 00:15:18.000]  那些是無傷大雅的謊話
[00:15:18.000 --> 00:15:20.000]  甚至可能還會幫到人
[00:15:20.000 --> 00:15:23.000]  你說謊話都能夠幫到人?
[00:15:23.000 --> 00:15:28.000]  你看看約書亞記裡面記載第二章
[00:15:28.000 --> 00:15:33.000]  說有兩個探子是躲在拉俠的家裡
[00:15:33.000 --> 00:15:37.000]  有官丁來找這兩個探子
[00:15:37.000 --> 00:15:40.000]  於是問拉俠有沒有看到探子
[00:15:40.000 --> 00:15:43.000]  而拉俠說我沒有看到
[00:15:43.000 --> 00:15:45.000]  這個就是謊話
[00:15:45.000 --> 00:15:50.000]  有人說聖經裡面有記載的東西
[00:15:50.000 --> 00:15:53.000]  就是叫我們可以做
[00:15:53.000 --> 00:15:57.000]  如果聖經裡面有記載拉俠說白色的謊話
[00:15:57.000 --> 00:15:59.000]  我們都可以去做
[00:15:59.000 --> 00:16:01.000]  但是我們要很小心
[00:16:01.000 --> 00:16:05.000]  因為聖經裡面記載了很多歷史事實
[00:16:05.000 --> 00:16:08.000]  有人殺人放火,有人監人擄掠
[00:16:08.000 --> 00:16:12.000]  如果我們學足聖經裡面所記載的一切事去做
[00:16:12.000 --> 00:16:15.000]  那就天下大亂
[00:16:15.000 --> 00:16:16.000]  有人又說
[00:16:16.000 --> 00:16:23.000]  但是不是的,在聖經裡面真的讚美拉俠
[00:16:23.000 --> 00:16:25.000]  讚美他說謊話
[00:16:25.000 --> 00:16:27.000]  我們要很小心
[00:16:27.000 --> 00:16:30.000]  是不是真的讚美拉俠說謊話呢?
[00:16:30.000 --> 00:16:32.000]  還是讚美他其他東西呢?
[00:16:32.000 --> 00:16:36.000]  我們看看亞國書裡面的二章二十五節
[00:16:36.000 --> 00:16:39.000]  是讚美拉俠是接待使者
[00:16:39.000 --> 00:16:42.000]  是讚美拉俠是放使者
[00:16:42.000 --> 00:16:45.000]  是運路回到他們自己的地方
[00:16:45.000 --> 00:16:48.000]  不是說讚美拉俠說謊話
[00:16:48.000 --> 00:16:51.000]  在希伯來書的十一章三十一節
[00:16:51.000 --> 00:16:55.000]  也說拉俠是因著信接待探子
[00:16:55.000 --> 00:16:59.000]  不是說褒獎他說謊話
[00:16:59.000 --> 00:17:02.000]  神是接受我們每一個罪人
[00:17:02.000 --> 00:17:04.000]  不是說要我們先改
[00:17:04.000 --> 00:17:07.000]  但是不等於神是接受我們的罪
[00:17:07.000 --> 00:17:11.000]  是接受了我們之後讓我們慢慢能夠有改變
[00:17:11.000 --> 00:17:15.000]  所以說神是接受拉俠
[00:17:15.000 --> 00:17:17.000]  他是誇獎拉俠的信心
[00:17:17.000 --> 00:17:20.000]  但是不是因為他犯罪
[00:17:20.000 --> 00:17:22.000]  不是因為他說謊話
[00:17:22.000 --> 00:17:25.000]  也有人說如果是這樣的話
[00:17:25.000 --> 00:17:27.000]  如果拉俠是說真話
[00:17:27.000 --> 00:17:29.000]  那兩個探子豈不是死定了
[00:17:29.000 --> 00:17:31.000]  如果你是這樣想的時候
[00:17:31.000 --> 00:17:33.000]  你就看得人的作為太高
[00:17:33.000 --> 00:17:36.000]  你就看得神的作為太低
[00:17:36.000 --> 00:17:39.000]  如果神要保護那兩個探子
[00:17:39.000 --> 00:17:40.000]  就算拉俠說真話
[00:17:40.000 --> 00:17:42.000]  這兩個探子都不會死
[00:17:42.000 --> 00:17:47.000]  所以我們不應該用自己的辦法來犯罪
[00:17:47.000 --> 00:17:49.000]  來說謊話
[00:17:49.000 --> 00:17:53.000]  以為自己是做了一件正確的事
[00:17:53.000 --> 00:17:56.000]  我們說了這個謊言
[00:17:56.000 --> 00:18:02.000]  其實謊言裡面又是包括有三種不同的謊言
[00:18:02.000 --> 00:18:06.000]  第一種就是誹謗的話
[00:18:06.000 --> 00:18:08.000]  什麼叫誹謗的話
[00:18:08.000 --> 00:18:13.000]  誹謗的話其實就是謊言的一種
[00:18:13.000 --> 00:18:18.000]  誹謗的話其實是有關第三者的謊言
[00:18:18.000 --> 00:18:20.000]  在聖經裡面
[00:18:20.000 --> 00:18:24.000]  十誡裡面我們很熟悉的第九誡
[00:18:24.000 --> 00:18:27.000]  就是出埃及記二十章的十六節
[00:18:27.000 --> 00:18:30.000]  不可作假見證任何人
[00:18:30.000 --> 00:18:33.000]  這個就是誹謗的話
[00:18:33.000 --> 00:18:36.000]  在這裡的十二章十七節
[00:18:36.000 --> 00:18:39.000]  說說出真話的顯明公義
[00:18:39.000 --> 00:18:42.000]  作假見證的顯出詭詐
[00:18:42.000 --> 00:18:44.000]  神說作假見證絕對是詭詐
[00:18:44.000 --> 00:18:46.000]  不蒙他的喜悅
[00:18:46.000 --> 00:18:48.000]  如果你記得剛才我們說
[00:18:48.000 --> 00:18:50.000]  有七件事是耶和華所不喜愛的
[00:18:50.000 --> 00:18:52.000]  所珍惡的
[00:18:52.000 --> 00:18:55.000]  其中一件就是作假見證
[00:18:55.000 --> 00:19:00.000]  在禎賢的十九章五和九節
[00:19:00.000 --> 00:19:04.000]  都說作假見證的是必不免受罰
[00:19:04.000 --> 00:19:07.000]  套出謊言的終不能逃脫
[00:19:07.000 --> 00:19:09.000]  這個就是中國人所說
[00:19:09.000 --> 00:19:11.000]  天網恢恢疏而不漏
[00:19:11.000 --> 00:19:14.000]  為神所不起悅的作假見證
[00:19:14.000 --> 00:19:17.000]  所以一定會被人發現
[00:19:17.000 --> 00:19:19.000]  在禎賢裡面
[00:19:19.000 --> 00:19:22.000]  對作假見證的人的描述
[00:19:22.000 --> 00:19:24.000]  是非常非常露骨
[00:19:24.000 --> 00:19:27.000]  在禎賢的二十五章十八節
[00:19:27.000 --> 00:19:31.000]  說作假見證的人
[00:19:31.000 --> 00:19:35.000]  好像是大錘、利刀、快箭
[00:19:35.000 --> 00:19:40.000]  很多利器來攻擊他們所攻擊的人
[00:19:40.000 --> 00:19:44.000]  在禎賢的二十六章十八至十九節
[00:19:44.000 --> 00:19:46.000]  說他們好像瘋狂的人
[00:19:46.000 --> 00:19:49.000]  好像神經病、像瘋子一樣
[00:19:49.000 --> 00:19:53.000]  投磚火把、利箭和商人的兵器
[00:19:53.000 --> 00:19:55.000]  暗器都出來了
[00:19:55.000 --> 00:20:00.000]  不斷地像狂人來攻擊他們要攻擊的人
