
[00:00:00.000 --> 00:00:08.000]  我們剛才讀的《老家福音》六章三十九至四十二節
[00:05:47.000 --> 00:05:50.000]  「假冒為善」是什麼意思呢?
[00:05:50.000 --> 00:05:52.000]  這個比喻講到
[00:05:52.000 --> 00:06:00.000]  內心的污穢就會結出一些污穢的果子
[00:06:00.000 --> 00:06:04.000]  如果我們能夠去講出一些好的說話
[00:06:04.000 --> 00:06:06.000]  去行善
[00:06:06.000 --> 00:06:12.000]  需要先去潔淨我們的內心
[00:06:12.000 --> 00:06:14.000]  好像針研提到
[00:06:14.000 --> 00:06:16.000]  你要保守你的心
[00:06:16.000 --> 00:06:18.000]  因為一生的果效
[00:06:18.000 --> 00:06:23.000]  是由你的心發出
[00:06:23.000 --> 00:06:27.000]  一棵樹所產生的果子
[00:06:27.000 --> 00:06:32.000]  是在乎這個樹的本質
[00:06:32.000 --> 00:06:34.000]  讓它可以結一些
[00:06:34.000 --> 00:06:39.000]  是大的、健康、好的果子
[00:06:39.000 --> 00:06:43.000]  還是一些弱小的果子
[00:06:43.000 --> 00:06:45.000]  同樣一個人的言行
[00:06:45.000 --> 00:06:48.000]  也在乎他的內心
[00:06:48.000 --> 00:06:50.000]  他的本質是怎麼樣
[00:06:50.000 --> 00:06:52.000]  來表達
[00:06:52.000 --> 00:06:54.000]  耶利米先知在預告
[00:06:54.000 --> 00:06:58.000]  上帝將會審判他的子民的時候
[00:06:58.000 --> 00:07:05.000]  同樣是引用無花果和葡萄的比喻
[00:07:05.000 --> 00:07:10.000]  在耶利米書八章十三節說
[00:07:10.000 --> 00:07:15.000]  「我必使他們全然滅絕
[00:07:15.000 --> 00:07:18.000]  葡萄樹上必沒有葡萄
[00:07:18.000 --> 00:07:21.000]  無花果樹上必沒有果子
[00:07:21.000 --> 00:07:24.000]  葉子也必枯乾
[00:07:24.000 --> 00:07:26.000]  我所賜給他們的
[00:07:26.000 --> 00:07:29.000]  必離開他們去了」
[00:07:29.000 --> 00:07:34.000]  路加在下文的路加福音十三章二十章
[00:07:34.000 --> 00:07:38.000]  也有提到無花果和葡萄
[00:07:38.000 --> 00:07:45.000]  去形容上帝將要審判他的子民
[00:07:45.000 --> 00:07:48.000]  在六章的四十五節
[00:07:48.000 --> 00:07:52.000]  「善人和他心裡所存的善
[00:07:52.000 --> 00:07:54.000]  就發出善來
[00:07:54.000 --> 00:07:58.000]  惡人和他心裡所存的惡
[00:07:58.000 --> 00:08:00.000]  就發出惡來
[00:08:00.000 --> 00:08:04.000]  因為心裡所充滿的口裡就說出來」
[00:08:04.000 --> 00:08:10.000]  即是說他的內心是否有善
[00:08:10.000 --> 00:08:16.000]  就能夠表達在他的言語當中
[00:08:16.000 --> 00:08:21.000]  耶穌是說到人口裡所說的話
[00:08:21.000 --> 00:08:27.000]  足以反映他內心是藏著什麼呢?
[00:08:27.000 --> 00:08:31.000]  在路加的下文當中
[00:08:31.000 --> 00:08:34.000]  耶穌更加清楚指明
[00:08:34.000 --> 00:08:38.000]  人內心所存的
[00:08:38.000 --> 00:08:43.000]  必須要有屬天的寶庫
[00:08:43.000 --> 00:08:47.000]  正如路加福音十二章三十四節
[00:08:47.000 --> 00:08:50.000]  也是我們很熟悉的經文
[00:08:50.000 --> 00:08:56.000]  提到「因為你的財寶在那裡
[00:08:56.000 --> 00:08:59.000]  你們的心也在那裡」
[00:08:59.000 --> 00:09:01.000]  另外十八章第二節
[00:09:01.000 --> 00:09:05.000]  耶穌對一個官說
[00:09:05.000 --> 00:09:07.000]  「你還缺少一件
[00:09:07.000 --> 00:09:11.000]  是要變賣你一切所有的
[00:09:11.000 --> 00:09:14.000]  分給窮人
[00:09:14.000 --> 00:09:17.000]  就必有財寶在天上
[00:09:17.000 --> 00:09:20.000]  你還要來跟從我」
[00:09:20.000 --> 00:09:22.000]  主勸告跟從他的人
[00:09:22.000 --> 00:09:27.000]  需要注重真正的財寶
[00:09:27.000 --> 00:09:32.000]  即屬天的寶藏是什麼呢?
[00:09:32.000 --> 00:09:37.000]  可以涉及變賣屬地的資財
[00:09:37.000 --> 00:09:42.000]  來周濟有需要的人
[00:09:42.000 --> 00:09:45.000]  這個官他不明白
[00:09:45.000 --> 00:09:47.000]  如果跟從了耶穌
[00:09:47.000 --> 00:09:53.000]  會比他所擁有的財富更加穩妥
[00:09:53.000 --> 00:09:56.000]  雖然耶穌沒有叫我們每一個人
[00:09:56.000 --> 00:10:00.000]  都要變賣我們所有的財產
[00:10:00.000 --> 00:10:03.000]  他當然叫我們除去任何
[00:10:03.000 --> 00:10:13.000]  改變我們去重視神的一些東西
[00:10:13.000 --> 00:10:15.000]  一些事情
[00:10:15.000 --> 00:10:22.000]  如果我們看重一些人
[00:10:22.000 --> 00:10:25.000]  可能是我們的家人
[00:10:25.000 --> 00:10:27.000]  我們的朋友
[00:10:27.000 --> 00:10:29.000]  親戚
[00:10:29.000 --> 00:10:32.000]  或者我們看重一些電視節目
[00:10:32.000 --> 00:10:34.000]  過於神自己
[00:10:34.000 --> 00:10:41.000]  主就是叫我們除去這些喜好
[00:10:41.000 --> 00:10:46.000]  將我們的目標轉向神那裡
[00:10:46.000 --> 00:10:48.000]  你的財寶在哪裡
[00:10:48.000 --> 00:10:50.000]  你的心就在哪裡
[00:10:50.000 --> 00:10:53.000]  這個心是說到一個人
[00:10:53.000 --> 00:10:55.000]  他的能力
[00:10:55.000 --> 00:10:57.000]  他的興趣所在
[00:10:57.000 --> 00:11:04.000]  跟他的財寶連結在一起
[00:11:04.000 --> 00:11:06.000]  他的財寶是說到
[00:11:06.000 --> 00:11:11.000]  他認為對於他最有價值的物品
[00:11:11.000 --> 00:11:15.000]  有什麼是你的財寶呢?
[00:11:15.000 --> 00:11:20.000]  你怎樣去運用你所擁有的呢?
[00:11:20.000 --> 00:11:28.000]  在經文的46至49節提到穩固的根基
[00:11:28.000 --> 00:11:34.000]  有些人證明了他們是一個假的門徒
[00:11:34.000 --> 00:11:36.000]  以致耶穌問他們
[00:11:36.000 --> 00:11:39.000]  為什麼稱呼我主啊主啊
[00:11:39.000 --> 00:11:44.000]  卻不照他的說話來行呢?
[00:11:44.000 --> 00:11:45.000]  主接著說
[00:11:45.000 --> 00:11:49.000]  那些聽了他的說話而肯遵行的人
[00:11:49.000 --> 00:11:53.000]  就好像在堅固的根基上面
[00:11:53.000 --> 00:11:56.000]  來蓋達他的房子
[00:11:56.000 --> 00:11:59.000]  當水沖的時候
[00:11:59.000 --> 00:12:03.000]  這個房子仍然是屹立不倒
[00:12:03.000 --> 00:12:06.000]  因為房子很穩固
[00:12:06.000 --> 00:12:09.000]  有穩固的根基
[00:12:09.000 --> 00:12:14.000]  之前他會深深地挖地去蓋房子
[00:12:14.000 --> 00:12:18.000]  將他的根基建在盆石上面
[00:12:18.000 --> 00:12:20.000]  這是艱苦的工作
[00:12:20.000 --> 00:12:22.000]  但是值得的
[00:12:22.000 --> 00:12:27.000]  正如哥倫多前書三章十一、十二節提到
[00:12:27.000 --> 00:12:30.000]  因為那已經立好的根基
[00:12:30.000 --> 00:12:33.000]  就是耶穌基督
[00:12:33.000 --> 00:12:40.000]  此外沒有人立別的根基
[00:12:40.000 --> 00:12:45.000]  若有人用金銀、寶石、草木、和街
[00:12:45.000 --> 00:12:48.000]  在這根基上建造
[00:12:48.000 --> 00:12:52.000]  講到信徒就是靠著基督
[00:12:52.000 --> 00:12:55.000]  作為他穩固的根基
[00:12:55.000 --> 00:13:00.000]  其他的都比不上基督
[00:13:00.000 --> 00:13:08.000]  我們屬靈的生命根基就是這位主
[00:13:08.000 --> 00:13:14.000]  我們是否將我們的生命建造在這個唯一真實
[00:13:14.000 --> 00:13:17.000]  而恆久的根基上面呢?
[00:13:17.000 --> 00:13:23.000]  還是將我們的生命建基在其他的事物上面?
[00:13:23.000 --> 00:13:29.000]  可能是我們認為可靠的財富、安全感
[00:13:29.000 --> 00:13:35.000]  我們的成就、我們的事業、我們的聲望
[00:13:35.000 --> 00:13:39.000]  那些聽了主的話不去行的
[00:13:39.000 --> 00:13:43.000]  好像將房子蓋在沙土上面
[00:13:43.000 --> 00:13:45.000]  沒有根基
[00:13:45.000 --> 00:13:46.000]  當水一沖
[00:13:46.000 --> 00:13:51.000]  他說這個房子隨即倒塌
[00:13:51.000 --> 00:13:54.000]  房子就完全的破壞
[00:13:54.000 --> 00:14:00.000]  人不聽從耶穌的教導
[00:14:00.000 --> 00:14:06.000]  就會犯罪、得罪這位主
[00:14:06.000 --> 00:14:09.000]  我們不是依靠自己的力量
[00:14:09.000 --> 00:14:13.000]  來建造我們的生命
[00:14:13.000 --> 00:14:19.000]  一個穩固的根基就在基督的裡邊
[00:14:19.000 --> 00:14:25.000]  藉著祂的說話、藉著祂的行動
[00:14:25.000 --> 00:14:31.000]  我們怎樣來體會主自己
[00:14:31.000 --> 00:14:37.000]  在昨天團契講到有關禱告
[00:14:37.000 --> 00:14:43.000]  有弟兄姊妹分享他們自己禱告的經歷
[00:14:43.000 --> 00:14:49.000]  說初時都是為自己的需要
[00:14:49.000 --> 00:14:53.000]  或者弟兄姊妹的需要來禱告
[00:14:53.000 --> 00:14:55.000]  禱告了一段時間
[00:14:55.000 --> 00:15:00.000]  原來發覺這些需要神都滿足了
[00:15:00.000 --> 00:15:02.000]  他們禱告的內容
[00:15:02.000 --> 00:15:07.000]  可以集中更多在感謝
[00:15:07.000 --> 00:15:10.000]  感謝神豐富的供應
[00:15:10.000 --> 00:15:14.000]  也可以是為著其他的人
[00:15:14.000 --> 00:15:16.000]  甚至一些不認識的人
[00:15:16.000 --> 00:15:20.000]  去看新聞、一些災難
[00:15:20.000 --> 00:15:26.000]  近期埃及熱氣球爆炸的事件
[00:15:26.000 --> 00:15:29.000]  我們都可以為著這些死難者
[00:15:29.000 --> 00:15:33.000]  來禱告
[00:15:33.000 --> 00:15:40.000]  一位弟兄姊妹分享
[00:15:40.000 --> 00:15:43.000]  因為我們昨天有一段時間
[00:15:43.000 --> 00:15:45.000]  默想主禱文
[00:15:45.000 --> 00:15:49.000]  我們把房間的燈關上
[00:15:49.000 --> 00:15:53.000]  以致我們可以更加專注、安靜
[00:15:53.000 --> 00:15:59.000]  個人有一個小小的蠟燭點著了
[00:15:59.000 --> 00:16:02.000]  其後有弟兄姊妹分享
[00:16:02.000 --> 00:16:07.000]  這個蠟燭好比耶穌就是真光
[00:16:07.000 --> 00:16:11.000]  在主裡面沒有黑暗
[00:16:11.000 --> 00:16:15.000]  他都盼望自己有一個清潔的心
[00:16:15.000 --> 00:16:20.000]  來生活
[00:16:20.000 --> 00:16:23.000]  亦都收到一個弟兄
[00:16:23.000 --> 00:16:27.000]  他準備受浸的見證
[00:16:27.000 --> 00:16:30.000]  他說我覺得好奇妙
[00:16:30.000 --> 00:16:33.000]  好多謝送第一本聖經給我的
[00:16:33.000 --> 00:16:37.000]  譚文華弟兄和兩位牧師
[00:16:37.000 --> 00:16:40.000]  不離不棄地帶領
[00:16:40.000 --> 00:16:43.000]  天脈社區浸信會林以樂牧師
[00:16:43.000 --> 00:16:49.000]  和榮休天島浸信會的劉兆康牧師
[00:16:49.000 --> 00:16:51.000]  引領我去信主
[00:16:51.000 --> 00:16:56.000]  由潘文信牧師
[00:16:56.000 --> 00:16:59.000]  去年的三月底
[00:16:59.000 --> 00:17:01.000]  在我家當中
[00:17:01.000 --> 00:17:05.000]  有一個做了十年以上的司機Henry
[00:17:05.000 --> 00:17:10.000]  就是剛才提到的譚文華弟兄
[00:17:10.000 --> 00:17:13.000]  突然之間向我辭職
[00:17:13.000 --> 00:17:17.000]  因為找到一份基督徒家庭
[00:17:17.000 --> 00:17:20.000]  為他辦事的工作
[00:17:20.000 --> 00:17:24.000]  他可以在星期日放假回教會
[00:17:24.000 --> 00:17:26.000]  他臨走的時候
[00:17:26.000 --> 00:17:31.000]  就將他用了多年的聖經送給我
[00:17:31.000 --> 00:17:36.000]  當我雙手去接這本聖經的時候
[00:17:36.000 --> 00:17:38.000]  奇蹟就出現
[00:17:38.000 --> 00:17:41.000]  他雙手感到麻痺
[00:17:41.000 --> 00:17:44.000]  好像中了風一樣
[00:17:44.000 --> 00:17:47.000]  是全身不能夠動彈
[00:17:47.000 --> 00:17:52.000]  雖然這個感覺只是短短的時間
[00:17:52.000 --> 00:17:57.000]  卻是令我感到十分奇妙
[00:17:57.000 --> 00:18:01.000]  其後Henry這位譚弟兄
[00:18:01.000 --> 00:18:04.000]  就向他所屬的天島浸信會
[00:18:04.000 --> 00:18:08.000]  邀請劉兆康牧師
[00:18:08.000 --> 00:18:12.000]  來跟我單獨見面
[00:18:12.000 --> 00:18:14.000]  這是我的要求
[00:18:14.000 --> 00:18:19.000]  但是劉牧師邀請了他的好友林以樂牧師
[00:18:19.000 --> 00:18:23.000]  跟我講解有關舊因
[00:18:23.000 --> 00:18:27.000]  之後我參加啟發課程
[00:18:27.000 --> 00:18:35.000]  這位弟兄將會在四月受詐教的教會
[00:18:35.000 --> 00:18:38.000]  原來就是陳振聰先生
[00:18:38.000 --> 00:18:47.000]  是牽涉公元新遺產案件的陳先生
[00:18:47.000 --> 00:18:50.000]  他說他自己每一天都靈修
[00:18:50.000 --> 00:18:54.000]  祈禱和神親近
[00:18:54.000 --> 00:18:59.000]  其後在一次報道會當中決志
[00:18:59.000 --> 00:19:02.000]  他幻想一個新的名字
[00:19:02.000 --> 00:19:09.000]  因為講者那位牧師為他說了一個新的名字
[00:19:09.000 --> 00:19:11.000]  叫做彼得
[00:19:11.000 --> 00:19:14.000]  他說有一句聖經
[00:19:14.000 --> 00:19:18.000]  經文常常陪著他左右
[00:19:18.000 --> 00:19:22.000]  就是詩篇一一九篇一零五節一零七節
[00:19:22.000 --> 00:19:25.000]  他說:你的話是我腳前的燈
[00:19:25.000 --> 00:19:27.000]  是我路上的歌
[00:19:27.000 --> 00:19:30.000]  我甚是受苦
[00:19:30.000 --> 00:19:36.000]  又說求你照你的話將我救活
[00:19:36.000 --> 00:19:40.000]  送信經給他的那位譚弟兄
[00:19:40.000 --> 00:19:43.000]  以主為首
[00:19:43.000 --> 00:19:46.000]  他轉換他的工作
[00:19:46.000 --> 00:19:51.000]  他讓自己可以在主日回來敬拜主
[00:19:51.000 --> 00:19:54.000]  他請辭
[00:19:54.000 --> 00:19:58.000]  以往需要星期日開工的工作
[00:19:58.000 --> 00:20:03.000]  讓他可以全心來敬拜這位主
[00:20:03.000 --> 00:20:06.000]  他不單止辭職
[00:20:06.000 --> 00:20:09.000]  他更加將他的聖經
[00:20:09.000 --> 00:20:13.000]  送了給他之前的僱主陳先生
[00:20:13.000 --> 00:20:16.000]  讓他有機會去看聖經
[00:20:16.000 --> 00:20:18.000]  去認識神
[00:20:18.000 --> 00:20:24.000]  譚弟兄以主的事為寶貴
[00:20:24.000 --> 00:20:30.000]  引領了他的上司去認識劉少康牧師
[00:20:30.000 --> 00:20:34.000]  也為主作見證這個行動
[00:20:34.000 --> 00:20:39.000]  因為他體會自己認識主之後
[00:20:39.000 --> 00:20:43.000]  得著神各樣的賜福
[00:20:43.000 --> 00:20:47.000]  同樣他要祝福他的舊上司
[00:20:47.000 --> 00:20:51.000]  結果讓他有機會信主
[00:20:51.000 --> 00:20:56.000]  讓主去祝福他的生命
[00:20:56.000 --> 00:21:01.000]  當我們承認自己的不足缺乏
[00:21:01.000 --> 00:21:03.000]  或者我們的缺點
[00:21:03.000 --> 00:21:06.000]  我們才有機會去明白
[00:21:06.000 --> 00:21:10.000]  跟隨耶穌的教訓
[00:21:10.000 --> 00:21:13.000]  壞處不能夠結好果子
[00:21:13.000 --> 00:21:21.000]  內心的污穢只有結出污穢的果子
[00:21:21.000 --> 00:21:25.000]  如果我們要發出善言
[00:21:25.000 --> 00:21:27.000]  行善
[00:21:27.000 --> 00:21:34.000]  首先要請主來結淨我們的內心
[00:21:34.000 --> 00:21:39.000]  讓主自己主的話
[00:21:39.000 --> 00:21:44.000]  幫助我們去建造穩固的根基
[00:21:44.000 --> 00:21:48.000]  讓我們去遵行主的道
[00:21:48.000 --> 00:21:55.000]  免得被主來懲罰
[00:21:55.000 --> 00:22:06.000]  唯同心禱告
[00:22:06.000 --> 00:22:09.000]  親愛的主
[00:22:09.000 --> 00:22:14.000]  多謝祢話語的提醒、教導
[00:22:14.000 --> 00:22:18.000]  可以更新我們的生命
[00:22:18.000 --> 00:22:23.000]  願祢親自來結淨
[00:22:23.000 --> 00:22:27.000]  除去我們的污穢
[00:22:27.000 --> 00:22:33.000]  讓我們內心得著祢的恩賢
[00:22:33.000 --> 00:22:38.000]  以致我們全著主的美事
[00:22:38.000 --> 00:22:42.000]  去見證祢的大名
[00:22:42.000 --> 00:22:44.000]  願榮耀歸到您
[00:22:44.000 --> 00:22:48.000]  以上的祈禱是奉耶穌的名
[00:22:48.000 --> 00:22:49.000]  阿們
