
[00:00:00.000 --> 00:00:02.560]  各位電影姊妹,祝你平安喜樂
[00:03:27.620 --> 00:03:28.900]  於是
[00:03:28.900 --> 00:03:30.440]  命令式就會變成
[00:03:30.440 --> 00:03:32.480]  當,中文的
[00:03:32.480 --> 00:03:35.820]  文法沒有命令式,加上要
[00:03:35.820 --> 00:03:37.600]  應該,應當
[00:03:37.600 --> 00:03:38.880]  當
[00:03:38.880 --> 00:03:41.440]  這個當是表示halak
[00:03:41.700 --> 00:03:44.520]  中文翻譯是一個命令式
[00:03:44.520 --> 00:03:46.300]  命令哪一個?
[00:03:46.300 --> 00:03:52.700]  只有一個,就是神和阿伯藍顯現,當在我面前作玄傳人
[00:03:52.700 --> 00:03:55.260]  於是加了「你」這個字
[00:03:55.260 --> 00:03:57.580]  其實我是全能神
[00:03:57.580 --> 00:04:00.380]  當在我面前
[00:04:00.380 --> 00:04:01.420]  玄傳
[00:04:01.420 --> 00:04:03.720]  這個「作」字
[00:04:03.720 --> 00:04:05.260]  其實
[00:04:05.260 --> 00:04:08.060]  haya,haya是成為
[00:04:08.580 --> 00:04:14.460]  「你當在我面前成為一個玄傳」
[00:04:14.460 --> 00:04:17.540]  「你當在我面前成為玄傳」
[00:04:17.540 --> 00:04:20.100]  這個玄傳
[00:04:20.100 --> 00:04:20.860]  tamin
[00:04:20.860 --> 00:04:22.140]  是沒有瑕疵
[00:04:22.140 --> 00:04:24.200]  正直的意思
[00:04:24.200 --> 00:04:27.260]  正直和沒有瑕疵有沒有關係呢?
[00:04:27.260 --> 00:04:28.540]  是有的
[00:04:28.540 --> 00:04:33.920]  沒有瑕疵即是說人完全正直,他說的話你就知道是這樣的意思
[00:04:33.920 --> 00:04:37.760]  沒有花架,你不用去想
[00:04:38.280 --> 00:04:41.100]  好像選擇一樣東西,有沒有花呢?
[00:04:41.100 --> 00:04:42.640]  其實他是沒有花的
[00:04:42.640 --> 00:04:44.160]  沒有瑕疵的
[00:04:44.160 --> 00:04:46.720]  即是說,他說的話你可以相信
[00:04:46.720 --> 00:04:47.760]  知道是真的
[00:04:47.760 --> 00:04:49.280]  其實就是正直
[00:04:49.280 --> 00:04:51.600]  你當在我面前正直
[00:04:51.600 --> 00:04:52.620]  這個意思
[00:04:52.620 --> 00:04:57.740]  正直就是不說假話,說直接的說話
[00:04:57.740 --> 00:05:00.300]  正直一點
[00:05:00.300 --> 00:05:02.860]  委婉一點可以嗎?
[00:05:03.120 --> 00:05:09.260]  BB靚不靚呀?樣子很難看,鼻子很扁,眼睛很小
[00:05:09.260 --> 00:05:10.280]  死啦,這個女兒
[00:05:10.280 --> 00:05:12.080]  將來怎樣嫁人呀?
[00:05:12.080 --> 00:05:13.620]  當人心這樣想
[00:05:13.620 --> 00:05:19.760]  正直就是哪裡靚呢?你女兒眼睛很小,鼻子很扁,將來很難看
[00:05:19.760 --> 00:05:22.060]  口面竟然那麼方形
[00:05:22.060 --> 00:05:24.620]  正直
[00:05:24.620 --> 00:05:25.640]  但是
[00:05:25.640 --> 00:05:27.700]  可不可以
[00:05:27.700 --> 00:05:30.000]  不說呢?
[00:05:30.000 --> 00:05:33.080]  可以的
[00:05:33.320 --> 00:05:37.680]  不違反正直的,例如,我女兒靚不靚呀?抱著這個BB
[00:05:37.680 --> 00:05:41.020]  哎呀,她的樣子很可愛
[00:05:41.020 --> 00:05:44.580]  睡得很舒服
[00:05:44.580 --> 00:05:46.900]  很可愛
[00:05:46.900 --> 00:05:49.700]  可愛說不出,那不要說了
[00:05:49.700 --> 00:05:52.260]  她睡得很軟
[00:05:52.260 --> 00:05:54.840]  睡覺BB,個個都好看
[00:05:54.840 --> 00:05:58.160]  OK,都不影響正直
[00:05:58.420 --> 00:06:04.060]  起碼不會說謊,眼睛那麼小,嘩,眼睛真是大呀,鼻子那麼高
[00:06:04.060 --> 00:06:04.820]  這樣不行
[00:06:04.820 --> 00:06:06.360]  正直意思
[00:06:06.360 --> 00:06:07.380]  是說
[00:06:07.380 --> 00:06:13.520]  對的說話,不會騙人
[00:06:13.520 --> 00:06:15.060]  這一句
[00:06:15.060 --> 00:06:17.120]  第一,很重要的一點就是
[00:06:17.120 --> 00:06:22.740]  要在要行走
[00:06:22.740 --> 00:06:27.360]  行走我面前成為正直
[00:06:28.120 --> 00:06:29.660]  我是全能的神
[00:06:29.660 --> 00:06:31.960]  行在我面前
[00:06:31.960 --> 00:06:34.520]  正直地行在我面前
[00:06:34.520 --> 00:06:37.080]  正直地行在我面前
[00:06:37.080 --> 00:06:38.880]  我是全能的神
[00:06:38.880 --> 00:06:40.400]  正直
[00:06:40.400 --> 00:06:44.500]  成為正直地在我面前行走
[00:06:44.500 --> 00:06:47.580]  成為正直地在我面前行走
[00:06:47.580 --> 00:06:50.400]  來到神面前
[00:06:50.400 --> 00:06:52.180]  正正經經
[00:06:52.180 --> 00:06:53.980]  正正直直
[00:06:53.980 --> 00:06:57.560]  不要以為你騙到神,不要以為祂不知道
[00:06:58.080 --> 00:06:58.600]  正直
[00:06:58.600 --> 00:07:00.640]  這樣
[00:07:00.640 --> 00:07:03.200]  我就,這個「就」字
[00:07:03.200 --> 00:07:04.220]  應該
[00:07:04.220 --> 00:07:04.740]  是
[00:07:04.740 --> 00:07:12.160]  表示「你這樣我就這樣」,這是現代中文的用法
[00:07:12.160 --> 00:07:13.960]  「我就與你納約」
[00:07:13.960 --> 00:07:18.820]  其實是「我將會與你納約」
[00:07:18.820 --> 00:07:24.960]  Nathan,不要讀英文,英文會變成彌敦道
[00:07:24.960 --> 00:07:25.980]  Nathan
[00:07:26.500 --> 00:07:29.320]  Nathan
[00:07:29.320 --> 00:07:32.380]  我就與你納約
[00:07:32.380 --> 00:07:34.700]  「與你」這個意思是
[00:07:34.700 --> 00:07:37.760]  將來式來的,所以這個「就」的意思
[00:07:37.760 --> 00:07:39.040]  是將來式的
[00:07:39.040 --> 00:07:40.320]  I will make
[00:07:40.320 --> 00:07:43.400]  Nathan是I will make
[00:07:43.400 --> 00:07:48.000]  你在我面前正直成為正直地行走
[00:07:48.000 --> 00:07:51.580]  我將會與你納約
[00:07:51.580 --> 00:07:55.180]  意思是甚麼呢?第二個我想說的就是
[00:07:55.680 --> 00:07:58.240]  如果你不正直
[00:07:58.240 --> 00:08:02.080]  神是不會跟你納約
[00:08:02.080 --> 00:08:05.420]  神是與正直的人納約
[00:08:05.420 --> 00:08:10.020]  這個「約」是表示關係與對他的
[00:08:10.020 --> 00:08:12.580]  愛,對他的付出
[00:08:12.580 --> 00:08:13.600]  這個
[00:08:13.600 --> 00:08:16.420]  是「約」的意思
[00:08:16.420 --> 00:08:22.820]  會使你的後裔極其煩多,我的「約」就是使你的後裔極其煩多
[00:08:24.620 --> 00:08:25.900]  在神面前
[00:08:25.900 --> 00:08:29.740]  成為正直地行走
[00:08:29.740 --> 00:08:33.320]  我將會與你納約
[00:08:33.320 --> 00:08:36.640]  使你的後裔極其煩多
[00:08:36.640 --> 00:08:39.720]  在這裡我都先解釋一下這個「約」字
[00:08:39.720 --> 00:08:41.260]  納約
[00:08:41.260 --> 00:08:45.860]  很多時候,譬如我們誤解了
[00:08:45.860 --> 00:08:48.420]  我們很多時候是誤解了
[00:08:48.420 --> 00:08:50.460]  聖經裏面說的「約」
[00:08:51.240 --> 00:08:55.340]  甚至很多傳人都說「約」,就是神與我們納約
[00:08:55.340 --> 00:09:01.740]  其實就是神這樣對我們,要求我們這樣對他
[00:09:01.740 --> 00:09:03.780]  否則這個「約」就沒有了
[00:09:03.780 --> 00:09:05.840]  結婚
[00:09:05.840 --> 00:09:09.420]  兩個人,一男一女,大家納約
[00:09:09.420 --> 00:09:15.300]  很多時候,「約」就是一個合約,多了一個字在前面
[00:09:15.300 --> 00:09:16.340]  合約
[00:09:16.340 --> 00:09:17.620]  合約
[00:09:17.620 --> 00:09:20.940]  多了一個字在前面,盟約,不是
[00:09:21.440 --> 00:09:24.780]  其實神與我們納約只有一個字,「約」
[00:09:24.780 --> 00:09:25.800]  confident
[00:09:25.800 --> 00:09:30.660]  不是大家有一個agreement,有一個contract,不是那件事
[00:09:30.660 --> 00:09:37.580]  今天我和別人納約,買賣合約,我付多少錢
[00:09:37.580 --> 00:09:39.880]  他就給我一個房子,買賣合約
[00:09:39.880 --> 00:09:43.460]  我要付一個按金
[00:09:43.460 --> 00:09:44.740]  然後
[00:09:44.740 --> 00:09:47.040]  什麼時候付尾數
[00:09:47.300 --> 00:09:51.900]  完成了我要履行的部分,於是房子就要給我
[00:09:51.900 --> 00:09:54.460]  還有政府監管著
[00:09:54.460 --> 00:09:58.560]  如果我沒有付尾數,房子不會給我的
[00:09:58.560 --> 00:10:05.220]  或者他不能夠不給我的,後來反價,你多付20萬
[00:10:05.220 --> 00:10:08.800]  我才賣給你,尾數要加,不行的
[00:10:08.800 --> 00:10:10.340]  因為是大家的
[00:10:10.340 --> 00:10:11.620]  合約
[00:10:11.620 --> 00:10:13.160]  明白嗎
[00:10:13.160 --> 00:10:15.200]  但聖經的「約」不是這件事
[00:10:15.200 --> 00:10:17.000]  我要解釋一下這個「約」
[00:10:17.260 --> 00:10:19.820]  「約」是單方面的
[00:10:19.820 --> 00:10:22.380]  我和你納約
[00:10:22.380 --> 00:10:24.940]  神與阿伯拉罕納約
[00:10:24.940 --> 00:10:30.320]  納什麼約呢?我和阿伯拉罕納約,就是我要使後約極其繁多
[00:10:30.320 --> 00:10:35.680]  後面那些約,前面那些約,就是我要把這塊地給你
[00:10:35.680 --> 00:10:38.000]  你見到這些
[00:10:38.000 --> 00:10:40.560]  就是納約,我要令你的子孫多起來
[00:10:40.560 --> 00:10:42.340]  納約
[00:10:42.340 --> 00:10:45.920]  你一定要聽我的誡命,否則我就
[00:10:46.180 --> 00:10:47.720]  不給你這些了
[00:10:47.720 --> 00:10:48.480]  沒有的
[00:10:48.480 --> 00:10:50.280]  好像西乃山那樣
[00:10:50.280 --> 00:10:53.340]  十戒和其他的戒命
[00:10:53.340 --> 00:10:57.960]  如果你不守,我就追討你的罪,直到三四代
[00:10:57.960 --> 00:11:01.540]  守約思慈愛,如果你們守我戒命
[00:11:01.540 --> 00:11:03.080]  我就守約思慈愛
[00:11:03.080 --> 00:11:05.900]  對你的後約祝福,直到千代
[00:11:05.900 --> 00:11:09.480]  聽起來就好像
[00:11:09.480 --> 00:11:15.100]  如果他有這些給我,我要做我那份
[00:11:15.360 --> 00:11:17.920]  就是要守約,不守約就是我
[00:11:17.920 --> 00:11:21.500]  失落了我那部份,於是他也不守他的約
[00:11:21.500 --> 00:11:23.040]  不是,解錯了
[00:11:23.040 --> 00:11:24.580]  只不過是
[00:11:24.580 --> 00:11:29.440]  沒有接受到神,沒有跟隨到神,那樣他
[00:11:29.440 --> 00:11:30.720]  他會懲罰
[00:11:30.720 --> 00:11:34.060]  好像爸爸懲罰,但是
[00:11:34.060 --> 00:11:40.460]  那個約就是神已經納了,我要永遠地祝福我的子民
[00:11:40.460 --> 00:11:44.540]  他永遠是我的子民,雖然我現在鞭打他痛
[00:11:45.320 --> 00:11:46.600]  痛好幾代,不過
[00:11:46.600 --> 00:11:47.880]  他仍然是我的子民
[00:11:47.880 --> 00:11:49.680]  這個納約沒有改
[00:11:49.680 --> 00:11:55.560]  這個是單方面的,譬如好像現在很多人誤解了
[00:11:55.560 --> 00:12:01.960]  各位弟兄姊妹,現在這一男一女在主面前就有一個合約
[00:12:01.960 --> 00:12:02.720]  給錢我對方
[00:12:02.720 --> 00:12:05.040]  那於是隱喻了什麼呢
[00:12:05.040 --> 00:12:08.620]  如果一日有一方不愛對方
[00:12:08.620 --> 00:12:14.000]  沒有跟著這些事做,那另一方就可以都不愛他了
[00:12:14.260 --> 00:12:17.320]  因為他毀了約,所以另一方也可以毀約
[00:12:17.320 --> 00:12:19.380]  其實不是這個意思
[00:12:19.380 --> 00:12:21.420]  兩個人
[00:12:21.420 --> 00:12:25.520]  都自己在神面前向對方納約
[00:12:25.520 --> 00:12:28.840]  無論疾病健康,快樂不快樂,怎樣怎樣
[00:12:28.840 --> 00:12:31.140]  我都願意愛他
[00:12:31.140 --> 00:12:36.020]  那你是否願意?我願意,這是他對他的納約
[00:12:36.020 --> 00:12:42.160]  然後你是否怎樣,我又疾病健康,我都愛他,跟他一起,這是你對他的納約
[00:12:42.420 --> 00:12:45.740]  是兩個都同時納約,但那個並不是合約
[00:12:45.740 --> 00:12:47.020]  那個是約
[00:12:47.020 --> 00:12:50.860]  即是說對方不再愛我
[00:12:50.860 --> 00:12:54.180]  但是我仍然愛他
[00:12:54.180 --> 00:12:56.740]  因為我對他納約
[00:12:56.740 --> 00:12:59.820]  他對他納約,他對他納約
[00:12:59.820 --> 00:13:06.480]  那有一方不再愛了,在約上失去了,那這個人怎樣,我都好了,那我不用愛他了
[00:13:06.480 --> 00:13:12.100]  不是,我仍然愛他,這就是納約的精神,不是合約精神
[00:13:12.360 --> 00:13:15.940]  是納約精神,是信心和合約的分別
[00:13:15.940 --> 00:13:19.540]  我就將會跟你納約
[00:13:19.540 --> 00:13:20.540]  你呢
[00:13:20.540 --> 00:13:23.380]  不過第一步,我要求的是什麼
[00:13:23.380 --> 00:13:27.220]  我想跟你納約,不過我都要求你
[00:13:27.220 --> 00:13:29.000]  是自己在我面前
[00:13:29.000 --> 00:13:30.540]  去行走
[00:13:30.540 --> 00:13:32.080]  成為一個正直的人
[00:13:32.080 --> 00:13:33.620]  我就
[00:13:33.620 --> 00:13:34.900]  跟你納約了
[00:13:34.900 --> 00:13:36.940]  就令到你後裔多
[00:13:36.940 --> 00:13:40.020]  阿伯蘭就俯伏在地有句神說
[00:13:40.020 --> 00:13:42.060]  我與你納約
[00:13:43.080 --> 00:13:49.220]  神就跟他說,我與你納約,你要作多國之父,從此以後你的名字不要叫阿伯蘭,要叫
[00:13:49.220 --> 00:13:50.760]  阿伯拉罕
[00:13:50.760 --> 00:13:53.060]  我以納你作多國之父
[00:13:53.060 --> 00:13:59.460]  阿伯蘭俯伏在地,那是什麼意思,多謝,多謝你
[00:13:59.460 --> 00:14:02.540]  然後神就說,這個約是什麼呢
[00:14:02.540 --> 00:14:05.600]  就是你要做多國之父
[00:14:05.600 --> 00:14:07.400]  所以你要改名
[00:14:07.400 --> 00:14:09.200]  阿伯蘭呢
[00:14:09.460 --> 00:14:12.540]  阿伯蘭這個字是高舉的父
[00:14:12.540 --> 00:14:17.900]  高舉的父即是很厲害,很偉大的父親
[00:14:17.900 --> 00:14:18.940]  阿伯蘭
[00:14:18.940 --> 00:14:20.460]  阿伯蘭
[00:14:20.460 --> 00:14:21.740]  但你要改個名
[00:14:21.740 --> 00:14:23.800]  是要做阿伯拉罕
[00:14:23.800 --> 00:14:25.080]  阿伯蘭
[00:14:25.080 --> 00:14:27.640]  阿伯蘭是多人的父
[00:14:27.640 --> 00:14:33.020]  由偉大的父親變成多人的父親
[00:14:33.020 --> 00:14:34.300]  阿伯蘭
[00:14:34.540 --> 00:14:41.200]  我以納你作多國之父,這就是第三樣說法,大家看看這三樣東西
[00:14:41.200 --> 00:14:42.220]  第一樣
[00:14:42.220 --> 00:14:46.580]  你要先做一個完全的人
[00:14:46.580 --> 00:14:52.200]  然後神就說,我將與你納約,我要這樣給你
[00:14:52.200 --> 00:14:54.760]  我想放一些東西在托盤上
[00:14:54.760 --> 00:14:58.600]  我都會先要求托盤是乾淨的
[00:14:58.600 --> 00:15:00.140]  明白放什麼進去?
[00:15:00.400 --> 00:15:06.540]  就是我要放進去,讓你由普通一個好的父親變成一個
[00:15:06.540 --> 00:15:08.340]  多國的父親
[00:15:08.340 --> 00:15:09.620]  這就是
[00:15:09.620 --> 00:15:11.160]  這段聖經所說的
[00:15:11.160 --> 00:15:17.300]  你的後裔極其繁多,國道從你而出,君王從你而立
[00:15:17.300 --> 00:15:23.180]  我要與你並你世世代代後裔,建立我的約
[00:15:23.180 --> 00:15:28.300]  你的世世代代後裔可能很差,不過我仍然建立我的約,做永遠的約
[00:15:28.560 --> 00:15:31.120]  是你後裔的神
[00:15:31.120 --> 00:15:35.220]  今天的金句就是
[00:15:35.220 --> 00:15:37.260]  創世紀十七章第一節
[00:15:37.260 --> 00:15:39.580]  九十九歲向顯現的不要緊
[00:15:39.580 --> 00:15:42.380]  我是全能神,一起讀一下
[00:15:42.380 --> 00:15:43.920]  我是全能神
[00:15:43.920 --> 00:15:46.480]  你當在我面前
[00:15:46.480 --> 00:15:48.780]  作完全人
[00:15:48.780 --> 00:15:50.320]  作完全人
[00:15:50.320 --> 00:15:51.860]  我是全能的神
[00:15:51.860 --> 00:15:53.660]  你當在我面前
[00:15:53.660 --> 00:15:55.180]  作完全的人
[00:15:55.180 --> 00:15:57.500]  神在這裡要求我們
[00:15:58.000 --> 00:15:59.800]  行走得下
[00:15:59.800 --> 00:16:01.080]  行走
[00:16:01.080 --> 00:16:03.380]  成為一個
[00:16:03.380 --> 00:16:04.920]  正直的人
[00:16:04.920 --> 00:16:07.480]  這就是上帝對我們的要求
[00:16:07.480 --> 00:16:12.860]  神拿到一個很乾淨的器皿
[00:16:12.860 --> 00:16:14.900]  一個很乾淨的瓶
[00:16:14.900 --> 00:16:17.460]  他才可以把自己的東西倒進去
[00:16:17.460 --> 00:16:19.760]  就是這個意思,你要明白
[00:16:19.760 --> 00:16:21.040]  先做一個
[00:16:21.040 --> 00:16:22.060]  完全的人
[00:16:22.060 --> 00:16:23.860]  這個完全的人
[00:16:24.120 --> 00:16:30.000]  不要解釋為perfect,你要perfect,不是,他是說沒有瑕疵正直
[00:16:30.000 --> 00:16:31.280]  是一個
[00:16:31.280 --> 00:16:34.880]  是就說是,不是就說不是,好像主耶穌這樣說
[00:16:34.880 --> 00:16:36.160]  正直的人
[00:16:36.160 --> 00:16:41.020]  你走過去,不怕他後面暗箭射你,他不會陰你
[00:16:41.020 --> 00:16:44.340]  你和他一起,你知道他說的話是真的
[00:16:44.340 --> 00:16:46.400]  歡喜不歡喜,是他說出來的
[00:16:46.400 --> 00:16:48.960]  對與不對,是他說出來的
[00:16:48.960 --> 00:16:50.480]  神是喜歡這樣的人
[00:16:50.480 --> 00:16:52.800]  正直人
[00:16:53.040 --> 00:16:55.600]  不過很多時候我們是喜歡那些滑頭的人
[00:16:55.600 --> 00:16:57.400]  喜歡甜言蜜語
[00:16:57.400 --> 00:16:59.960]  自己都知道是假的,不過都相信
[00:16:59.960 --> 00:17:03.040]  其實是很傻的,神說我不喜歡的
[00:17:03.040 --> 00:17:04.560]  我喜歡人做正直的人
[00:17:04.560 --> 00:17:07.900]  正直的人我才和他有關係的
[00:17:07.900 --> 00:17:09.180]  一起祈禱
[00:17:09.180 --> 00:17:12.760]  主我們在你面前立志要做一個正直的人
[00:17:12.760 --> 00:17:16.600]  雖然我們並不是被要求完全
[00:17:16.600 --> 00:17:20.960]  無可指責,什麼錯都沒有,其實你都沒有這樣的要求
[00:17:21.460 --> 00:17:24.020]  你只是要求我們完全的意思是正直
[00:17:24.020 --> 00:17:27.100]  在你面前成為一個正直的人
[00:17:27.100 --> 00:17:29.140]  你就歡喜我們
[00:17:29.140 --> 00:17:30.680]  你就使用我們
[00:17:30.680 --> 00:17:31.700]  和我們納若
[00:17:31.700 --> 00:17:38.360]  叫一個就算是厲害還是不厲害的人,可以成為很多人的祝福多國的父
[00:17:38.360 --> 00:17:40.660]  阿伯拉罕這個名字就是這樣出來的
[00:17:40.660 --> 00:17:44.240]  主我們都在你面前願意成為阿伯拉罕
[00:17:44.240 --> 00:17:45.780]  不是自己夠好
[00:17:45.780 --> 00:17:47.320]  而是你
[00:17:47.320 --> 00:17:48.860]  教導潔淨我們
[00:17:48.860 --> 00:17:51.420]  讓我們可以成為多人的祝福
[00:17:51.460 --> 00:17:54.460]  隨聽禱告,奉耶穌名禱,阿門。
