
[00:00:00.000 --> 00:00:05.000]  這一年我們第一個禮拜都在講長大成熟,滿有基督長成的聲量。
[00:09:18.000 --> 00:09:21.000]  周師母她說,
[00:09:21.000 --> 00:09:24.000]  十一奉獻是必須的,
[00:09:24.000 --> 00:09:25.000]  是當納的,
[00:09:25.000 --> 00:09:29.000]  她說你要教導你的弟兄姐妹朋友們,
[00:09:29.000 --> 00:09:32.000]  不然擋了他們的財路,
[00:09:32.000 --> 00:09:34.000]  而且不能夠蒙福了,
[00:09:34.000 --> 00:09:38.000]  千千萬萬一定要分享這樣的信息,
[00:09:38.000 --> 00:09:40.000]  十一奉獻,
[00:09:40.000 --> 00:09:42.000]  我們常常會有錯誤的觀念,
[00:09:42.000 --> 00:09:44.000]  會有許多的迷失,
[00:09:44.000 --> 00:09:47.000]  有的時候我們認爲說十一奉獻,
[00:09:47.000 --> 00:09:50.000]  只不過是舊約上面的規定,
[00:09:50.000 --> 00:09:52.000]  其實也是新約的規定,
[00:09:52.000 --> 00:09:55.000]  剛纔我們唸的舊約上面說,
[00:09:55.000 --> 00:09:58.000]  瑪拉紀書第三章第八節,
[00:09:58.000 --> 00:10:01.000]  他說人豈可奪取神之物呢,
[00:10:01.000 --> 00:10:04.000]  你們竟奪取我的貢物,
[00:10:04.000 --> 00:10:08.000]  你們卻說我在何世上奪取了你的貢物呢,
[00:10:08.000 --> 00:10:10.000]  就是在你們當納的十分之一,
[00:10:10.000 --> 00:10:13.000]  和當現的貢物上,
[00:10:13.000 --> 00:10:16.000]  所以我們不奉獻,
[00:10:16.000 --> 00:10:20.000]  不奉獻就是奪取了神的物,
[00:10:20.000 --> 00:10:23.000]  這好像不交稅一樣,
[00:10:23.000 --> 00:10:26.000]  不交稅被抓到也不過是罰款,
[00:10:26.000 --> 00:10:28.000]  甚至於是坐牢,
[00:10:28.000 --> 00:10:30.000]  盜取了神的物,
[00:10:30.000 --> 00:10:34.000]  那後果可嚴重了,不是嗎?
[00:10:34.000 --> 00:10:37.000]  我有一個朋友他已經退休了,
[00:10:37.000 --> 00:10:39.000]  我們一般認爲都是說,
[00:10:39.000 --> 00:10:42.000]  我賺我年薪十萬塊,
[00:10:42.000 --> 00:10:46.000]  我一年十一就是一萬塊獻給神,
[00:10:46.000 --> 00:10:49.000]  我如果再一萬塊就一千塊獻給神,
[00:10:49.000 --> 00:10:51.000]  但他已經退休了,
[00:10:51.000 --> 00:10:53.000]  也沒有什麼收入了,怎麼辦?
[00:10:53.000 --> 00:10:56.000]  但是他有社會福利金,
[00:10:56.000 --> 00:10:57.000]  他有退休金,
[00:10:57.000 --> 00:10:59.000]  他還有銀行的存款,
[00:10:59.000 --> 00:11:01.000]  他還有房地產,
[00:11:01.000 --> 00:11:04.000]  所以他就用他的每個月家用,
[00:11:04.000 --> 00:11:06.000]  他家裏面開銷多少,
[00:11:06.000 --> 00:11:13.000]  他就把十分之一奉獻給教會,獻給神,
[00:11:13.000 --> 00:11:15.000]  這麼做就對了,
[00:11:15.000 --> 00:11:16.000]  很多人都說,
[00:11:16.000 --> 00:11:18.000]  退了休就沒有什麼收入了,
[00:11:18.000 --> 00:11:20.000]  說收入都是以前自己存的,
[00:11:20.000 --> 00:11:21.000]  不是賺的,
[00:11:21.000 --> 00:11:23.000]  但是您知道嗎?
[00:11:23.000 --> 00:11:25.000]  他很清楚,
[00:11:25.000 --> 00:11:27.000]  他說我如果不奉獻,
[00:11:27.000 --> 00:11:29.000]  我就不能夠蒙福了,
[00:11:29.000 --> 00:11:30.000]  不是嗎?
[00:11:30.000 --> 00:11:32.000]  所以不只是舊約上面講,
[00:11:32.000 --> 00:11:33.000]  新約上面說,
[00:11:33.000 --> 00:11:36.000]  哥林多後書九章七節他說,
[00:11:36.000 --> 00:11:38.000]  個人只要隨本心所着定的,
[00:11:38.000 --> 00:11:39.000]  不要做難,
[00:11:39.000 --> 00:11:41.000]  不要勉強,
[00:11:41.000 --> 00:11:43.000]  因爲真的樂意的人,
[00:11:43.000 --> 00:11:45.000]  是神所喜悅。
[00:11:45.000 --> 00:11:46.000]  哈雷勒亞,
[00:11:46.000 --> 00:11:48.000]  有一個小笑話這麼說,
[00:11:48.000 --> 00:11:51.000]  有一個人在教會里面做奉獻的時候,
[00:11:51.000 --> 00:11:53.000]  他本來想要奉獻十塊錢,
[00:11:53.000 --> 00:11:56.000]  卻一不小心拿了丟進去一百塊錢,
[00:11:56.000 --> 00:11:59.000]  你說他這次奉獻奉獻了多少錢?
[00:11:59.000 --> 00:12:00.000]  十塊錢,
[00:12:00.000 --> 00:12:02.000]  甘心樂意,
[00:12:02.000 --> 00:12:03.000]  如果你做難,
[00:12:03.000 --> 00:12:04.000]  你覺得哎呀,
[00:12:04.000 --> 00:12:05.000]  哎呀,
[00:12:05.000 --> 00:12:06.000]  看看,
[00:12:06.000 --> 00:12:07.000]  等下跟牧師講,
[00:12:07.000 --> 00:12:08.000]  看看,
[00:12:08.000 --> 00:12:09.000]  找我九十塊吧,
[00:12:09.000 --> 00:12:11.000]  那你就是十塊錢,
[00:12:11.000 --> 00:12:13.000]  一定要甘心樂意,
[00:12:13.000 --> 00:12:14.000]  因爲你做難,
[00:12:14.000 --> 00:12:15.000]  你勉強,
[00:12:15.000 --> 00:12:16.000]  你不甘心,
[00:12:16.000 --> 00:12:17.000]  你不樂意,
[00:12:17.000 --> 00:12:18.000]  那都是枉然的,
[00:12:18.000 --> 00:12:19.000]  我們的神,
[00:12:19.000 --> 00:12:22.000]  不是這麼樣的又真又活的神嗎?
[00:12:22.000 --> 00:12:24.000]  哈雷勒亞,
[00:12:24.000 --> 00:12:26.000]  蒙福人生,
[00:12:26.000 --> 00:12:27.000]  這個本書,
[00:12:27.000 --> 00:12:29.000]  作者叫做Robert Morse,
[00:12:29.000 --> 00:12:31.000]  我這次回來在飛機上面看,
[00:12:31.000 --> 00:12:33.000]  蠻棒的,
[00:12:33.000 --> 00:12:35.000]  你知道傳導人生活很辛苦,
[00:12:35.000 --> 00:12:37.000]  沒有多少收入,
[00:12:37.000 --> 00:12:40.000]  他常常有的時候靠生活費,
[00:12:40.000 --> 00:12:44.000]  就是靠到各個教堂去講道,
[00:12:44.000 --> 00:12:48.000]  或者是到什麼地方去爲人家辦理婚喪喜慶,
[00:12:48.000 --> 00:12:51.000]  或者是代理特會等等,
[00:12:51.000 --> 00:12:54.000]  所以他都是基本上生活就是靠這個,
[00:12:54.000 --> 00:12:56.000]  那麼有一次,
[00:12:56.000 --> 00:12:58.000]  那個月,
[00:12:58.000 --> 00:13:02.000]  他只有一個機會去外面講道,
[00:13:02.000 --> 00:13:03.000]  他就說,
[00:13:03.000 --> 00:13:04.000]  哇,
[00:13:04.000 --> 00:13:06.000]  那這個月就只有靠這個,
[00:13:06.000 --> 00:13:08.000]  看他們願意給我多少錢,
[00:13:08.000 --> 00:13:10.000]  就多少錢了,
[00:13:10.000 --> 00:13:11.000]  所以他就去了,
[00:13:11.000 --> 00:13:13.000]  滿懷希望,
[00:13:13.000 --> 00:13:15.000]  結果講完了道,
[00:13:15.000 --> 00:13:18.000]  結果有人奉獻給他一張支票,
[00:13:18.000 --> 00:13:21.000]  他一打開一看嚇他一跳,
[00:13:21.000 --> 00:13:24.000]  正好是他一個月所需要的錢,
[00:13:24.000 --> 00:13:26.000]  生活所需的錢,
[00:13:26.000 --> 00:13:28.000]  高興的滿心歡喜,
[00:13:28.000 --> 00:13:32.000]  不住的在心裏面感謝神,
[00:13:32.000 --> 00:13:34.000]  這個大家在那邊喫飯聊天,
[00:13:34.000 --> 00:13:36.000]  開始交通的時候,
[00:13:36.000 --> 00:13:38.000]  有一個聲音跟他說,
[00:13:38.000 --> 00:13:40.000]  你把這個支票,
[00:13:40.000 --> 00:13:42.000]  給那個剛纔,
[00:13:42.000 --> 00:13:45.000]  做見證那個宣教士,
[00:13:45.000 --> 00:13:49.000]  一而再再而三的這個聲音跟他講,
[00:13:49.000 --> 00:13:50.000]  哇,
[00:13:50.000 --> 00:13:51.000]  這樣他坐立不安,
[00:13:51.000 --> 00:13:52.000]  只好聽從,
[00:13:52.000 --> 00:13:53.000]  順服,
[00:13:53.000 --> 00:13:57.000]  就趕快把這個這張一個月的生活費,
[00:13:57.000 --> 00:14:00.000]  就塞給了那個宣教士,
[00:14:00.000 --> 00:14:01.000]  然後就繼續回去,
[00:14:01.000 --> 00:14:02.000]  跟大家一起喫東西,
[00:14:02.000 --> 00:14:04.000]  喝咖啡聊天,
[00:14:04.000 --> 00:14:07.000]  結果有一個弟兄就過來跟他說,
[00:14:07.000 --> 00:14:09.000]  牧師啊,
[00:14:09.000 --> 00:14:11.000]  你可以把剛纔你收的支票,
[00:14:11.000 --> 00:14:13.000]  給我看一下,
[00:14:13.000 --> 00:14:14.000]  他一下愣住了,
[00:14:14.000 --> 00:14:16.000]  這這個很不客氣的一個問,
[00:14:16.000 --> 00:14:18.000]  問法你知道,
[00:14:18.000 --> 00:14:19.000]  他一下子愣住了,
[00:14:19.000 --> 00:14:21.000]  心裏面很不高興,
[00:14:21.000 --> 00:14:23.000]  支票又不在身上了,
[00:14:23.000 --> 00:14:24.000]  他就說,
[00:14:24.000 --> 00:14:25.000]  我支票在我太太那邊,
[00:14:25.000 --> 00:14:27.000]  我過去跟他問問看,
[00:14:27.000 --> 00:14:29.000]  他就趕快走到他太太那邊,
[00:14:29.000 --> 00:14:32.000]  然後就跟他太太隨便寒暄了幾句話,
[00:14:32.000 --> 00:14:34.000]  然後就再回來跟那個人說,
[00:14:34.000 --> 00:14:35.000]  對不起,
[00:14:35.000 --> 00:14:36.000]  我太太說,
[00:14:36.000 --> 00:14:38.000]  他把它放到車上去了,
[00:14:38.000 --> 00:14:41.000]  那個人這個時候就板了臉孔,
[00:14:41.000 --> 00:14:45.000]  他說叫你太太到車上去拿,
[00:14:45.000 --> 00:14:46.000]  哇,
[00:14:46.000 --> 00:14:47.000]  他心裏面真的好難過,
[00:14:47.000 --> 00:14:49.000]  怎麼拿,
[00:14:49.000 --> 00:14:50.000]  這個時候那個人就講說,
[00:14:50.000 --> 00:14:51.000]  你已經給出去了,
[00:14:51.000 --> 00:14:53.000]  對不對,
[00:14:53.000 --> 00:14:55.000]  一句話他不敢講了,
[00:14:55.000 --> 00:14:57.000]  我再給你一張,
[00:14:57.000 --> 00:14:59.000]  又給他一張啊,
[00:14:59.000 --> 00:15:00.000]  他回去一看,
[00:15:00.000 --> 00:15:01.000]  嚇他一跳,
[00:15:01.000 --> 00:15:03.000]  剛纔的十倍,
[00:15:03.000 --> 00:15:05.000]  你知道嗎,
[00:15:05.000 --> 00:15:09.000]  順福就蒙福啊,
[00:15:09.000 --> 00:15:15.000]  神說你們不可奪取那當納的十分之一,
[00:15:15.000 --> 00:15:16.000]  你如果不順福,
[00:15:16.000 --> 00:15:18.000]  你怎麼蒙福,
[00:15:18.000 --> 00:15:20.000]  我如果不跟你講,
[00:15:20.000 --> 00:15:23.000]  就是擋了你的財物不是嗎,
[00:15:23.000 --> 00:15:26.000]  所以真的我們要憑着信心奉主耶穌基督的名,
[00:15:26.000 --> 00:15:27.000]  我們要知道,
[00:15:27.000 --> 00:15:30.000]  這是千真萬確的事情,
[00:15:30.000 --> 00:15:33.000]  是絕對不可以馬虎的,
[00:15:33.000 --> 00:15:37.000]  這個作者他就一個結論他就說,
[00:15:37.000 --> 00:15:40.000]  他說我不管你怎麼做,
[00:15:40.000 --> 00:15:42.000]  不管你給多少,
[00:15:42.000 --> 00:15:47.000]  你給出去的絕對不會比神給你的要多,
[00:15:47.000 --> 00:15:49.000]  是吧,
[00:15:49.000 --> 00:15:50.000]  Hallelujah,
[00:15:50.000 --> 00:15:52.000]  我自己不止有一次見證,
[00:15:52.000 --> 00:15:54.000]  有一次經歷,
[00:15:54.000 --> 00:15:57.000]  我有一次要出去宣教,
[00:15:57.000 --> 00:15:58.000]  宣教要花錢,
[00:15:58.000 --> 00:15:59.000]  要買機票,
[00:15:59.000 --> 00:16:00.000]  要喫住,
[00:16:00.000 --> 00:16:01.000]  要到國外去啊,
[00:16:01.000 --> 00:16:03.000]  一走就是一兩個禮拜,
[00:16:03.000 --> 00:16:05.000]  三四個禮拜啊,
[00:16:05.000 --> 00:16:07.000]  結果我就到了一個團慶,
[00:16:07.000 --> 00:16:08.000]  到了一個小組,
[00:16:08.000 --> 00:16:10.000]  我那個朋友的小組,
[00:16:10.000 --> 00:16:11.000]  他是組長,
[00:16:11.000 --> 00:16:14.000]  我就說今天可不可以讓我來分享一下,
[00:16:14.000 --> 00:16:16.000]  我要宣教的事情,
[00:16:16.000 --> 00:16:20.000]  這樣子我看看有沒有人願意奉獻什麼給我,
[00:16:20.000 --> 00:16:23.000]  他說不要了啦,
[00:16:23.000 --> 00:16:26.000]  我開一張給你就是了,
[00:16:26.000 --> 00:16:28.000]  他開給我一張兩千塊,
[00:16:28.000 --> 00:16:30.000]  好棒啊,
[00:16:30.000 --> 00:16:31.000]  你知道,
[00:16:31.000 --> 00:16:34.000]  飛到中國來回機票就是一千五了,
[00:16:34.000 --> 00:16:37.000]  所以很不錯了,
[00:16:37.000 --> 00:16:39.000]  第二天禮拜一上班,
[00:16:39.000 --> 00:16:40.000]  他打電話來說,
[00:16:40.000 --> 00:16:42.000]  早知道多給你一點,
[00:16:42.000 --> 00:16:47.000]  今天上班拿bonus給了我兩萬塊,
[00:16:47.000 --> 00:16:49.000]  十倍,
