
[00:00:00.000 --> 00:00:02.360]  今天要跟大家分享的題目
[00:02:19.280 --> 00:02:24.880]  把整個巴勒斯坦炸到
[00:02:24.880 --> 00:02:26.880]  沒有原地
[00:02:26.880 --> 00:02:30.360]  死傷沉寂
[00:02:30.360 --> 00:02:31.280]  醫院都炸
[00:02:31.280 --> 00:02:33.120]  學校都炸
[00:02:33.120 --> 00:02:34.640]  是因為這樣的緣故
[00:02:34.640 --> 00:02:36.680]  很多人都問同一個問題
[00:02:36.680 --> 00:02:39.360]  為什麼以色列可以這麼霸道
[00:02:39.360 --> 00:02:42.160]  連聯合國救援人員
[00:02:42.160 --> 00:02:43.880]  各國的外交人員
[00:02:43.880 --> 00:02:45.800]  食物運送的車輛
[00:02:45.800 --> 00:02:47.120]  醫療的車輛
[00:02:47.120 --> 00:02:49.120]  全部都可以炸
[00:02:49.120 --> 00:02:50.200]  他說要打就打
[00:02:50.200 --> 00:02:52.720]  他說要殺就殺
[00:02:52.720 --> 00:02:56.480]  世上無數的人都在問同一個問題
[00:02:56.480 --> 00:02:59.760]  「神啊,你在哪兒?」
[00:02:59.760 --> 00:03:02.320]  就好像這班巴勒斯坦人
[00:03:02.320 --> 00:03:04.760]  他們問完全一樣
[00:03:04.760 --> 00:03:06.000]  我告訴大家
[00:03:06.000 --> 00:03:08.720]  今天巴勒斯坦人信耶穌
[00:03:08.720 --> 00:03:11.880]  是比以色列人重要多的
[00:03:11.880 --> 00:03:13.560]  他們問這些問題
[00:03:13.560 --> 00:03:16.480]  是完全合情合理
[00:03:16.480 --> 00:03:17.840]  但是弟兄姊妹
[00:03:17.840 --> 00:03:20.160]  你有沒有想過面對這些問題的時候
[00:03:20.160 --> 00:03:22.560]  你怎樣回應他們呢
[00:03:22.560 --> 00:03:24.480]  神到底有沒有準則
[00:03:24.480 --> 00:03:26.920]  有沒有律例去管理以色列
[00:03:26.920 --> 00:03:31.520]  和其他各族各國的關係
[00:03:31.520 --> 00:03:33.560]  你熟悉聖經你就知道
[00:03:33.560 --> 00:03:36.880]  當然有
[00:03:36.880 --> 00:03:40.480]  我們一起去看看
[00:03:40.480 --> 00:03:43.680]  在新明記二十八章
[00:03:43.680 --> 00:03:46.720]  我們叫這個做「巴勒斯坦的藥」
[00:03:46.720 --> 00:03:52.600]  是非常清楚地說到必蒙福之路
[00:03:52.600 --> 00:03:54.000]  他告訴猶太人
[00:03:54.000 --> 00:03:55.880]  告訴這些以色列人
[00:03:55.880 --> 00:03:57.840]  你們要留心聽從神的話
[00:03:57.840 --> 00:03:59.720]  進行他一切的誡命
[00:03:59.720 --> 00:04:02.240]  然後一切的福氣
[00:04:02.240 --> 00:04:03.960]  無論你去到哪裡
[00:04:03.960 --> 00:04:06.640]  你生的、你產的、生畜生的
[00:04:06.640 --> 00:04:09.080]  生畜產的都必蒙福
[00:04:09.080 --> 00:04:10.760]  你食的、你用的
[00:04:10.760 --> 00:04:13.080]  全部都蒙福
[00:04:13.080 --> 00:04:14.360]  另一方面
[00:04:14.360 --> 00:04:15.880]  甚至你的下一代
[00:04:15.880 --> 00:04:18.560]  所有的東西都必蒙福
[00:04:18.560 --> 00:04:20.360]  蒙福蒙福蒙福
[00:04:20.360 --> 00:04:22.240]  是必
[00:04:22.240 --> 00:04:24.080]  如果你遵守
[00:04:24.080 --> 00:04:26.880]  而更加清楚的吩咐
[00:04:26.880 --> 00:04:28.320]  是十誡
[00:04:28.320 --> 00:04:29.800]  不可殺人
[00:04:29.800 --> 00:04:30.600]  不可以奸淫
[00:04:30.600 --> 00:04:31.360]  不可以偷盜
[00:04:31.360 --> 00:04:32.720]  不可以作假見證
[00:04:32.720 --> 00:04:33.760]  不可以陷害人
[00:04:33.760 --> 00:04:35.560]  不可以貪婪
[00:04:35.560 --> 00:04:36.760]  然後
[00:04:36.760 --> 00:04:39.560]  新明記十九章更加清楚
[00:04:39.560 --> 00:04:42.200]  先人定下的地誡
[00:04:42.200 --> 00:04:43.200]  或者我們叫做
[00:04:43.200 --> 00:04:47.600]  公開、公平、公正兩方面簽署的合約
[00:04:47.600 --> 00:04:52.120]  這些地誡不可以懦弱
[00:04:52.120 --> 00:04:53.200]  第三
[00:04:53.200 --> 00:04:54.560]  最大的誡命
[00:04:54.560 --> 00:04:55.760]  你要盡心盡性
[00:04:55.760 --> 00:04:57.440]  盡力盡力愛主你的神
[00:04:57.440 --> 00:04:58.440]  其次
[00:04:58.440 --> 00:05:00.800]  愛你的鄰舍如同自己
[00:05:00.800 --> 00:05:02.520]  誰是我的鄰舍
[00:05:02.520 --> 00:05:05.080]  神講得很清楚
[00:05:05.080 --> 00:05:08.280]  住在你們當中的外籍人
[00:05:08.280 --> 00:05:09.960]  外族人
[00:05:09.960 --> 00:05:11.600]  都是你的鄰舍
[00:05:11.600 --> 00:05:15.560]  你要愛他們如同愛自己一樣
[00:05:15.560 --> 00:05:18.720]  這麼清楚的誡命
[00:05:18.720 --> 00:05:21.760]  耶穌也講到這是大誡命
[00:05:21.760 --> 00:05:22.800]  然後講明
[00:05:22.800 --> 00:05:26.120]  如果這些事情你不遵守的時候
[00:05:26.120 --> 00:05:27.680]  你有禍
[00:05:27.680 --> 00:05:29.440]  有甚麼禍
[00:05:29.440 --> 00:05:30.560]  第二
[00:05:30.560 --> 00:05:33.760]  新明記二十八章十五節開始
[00:05:33.760 --> 00:05:36.480]  是必奏助之路
[00:05:36.480 --> 00:05:38.040]  你如果不聽耶穌的話
[00:05:38.040 --> 00:05:39.120]  不聽你的神
[00:05:39.120 --> 00:05:44.120]  這些的話不謹守遵行祂一切的誡命、律例、典章
[00:05:44.120 --> 00:05:47.320]  一切的奏助都會臨到你的身上
[00:05:47.320 --> 00:05:49.560]  無論你去到哪裡都會臨到你的身上
[00:05:49.560 --> 00:05:50.560]  城裡、田裡
[00:05:50.560 --> 00:05:52.240]  奏助
[00:05:52.240 --> 00:05:53.360]  你吃的、用的
[00:05:53.360 --> 00:05:54.240]  奏助
[00:05:54.240 --> 00:05:56.120]  你生所生的
[00:05:56.120 --> 00:05:57.400]  地所產的
[00:05:57.400 --> 00:05:58.760]  你生畜生的
[00:05:58.760 --> 00:06:00.760]  全部都受奏助
[00:06:00.760 --> 00:06:03.440]  然後直到你被除滅
[00:06:03.440 --> 00:06:06.600]  然後疫症會繼續不斷在這裡
[00:06:06.600 --> 00:06:09.640]  路病、熱病、發展和所有的事情
[00:06:09.640 --> 00:06:11.280]  會臨到你的身上
[00:06:11.280 --> 00:06:12.640]  你這塊地
[00:06:12.640 --> 00:06:16.080]  生不出東西
[00:06:16.080 --> 00:06:17.920]  天變成銅
[00:06:17.920 --> 00:06:19.640]  熱到好像熱鍋一樣
[00:06:19.640 --> 00:06:21.040]  地變成鐵
[00:06:21.040 --> 00:06:23.880]  沒有辦法種植
[00:06:23.880 --> 00:06:25.240]  雨
[00:06:25.240 --> 00:06:27.400]  變了下來的時候變成寬陽
[00:06:27.400 --> 00:06:29.520]  塵土就落在你的身上
[00:06:29.520 --> 00:06:31.600]  直到你被除滅
[00:06:31.600 --> 00:06:34.480]  在受的面前顯敗
[00:06:34.480 --> 00:06:39.200]  然後你的屍首作為飛鳥的食物
[00:06:39.200 --> 00:06:43.320]  是神三千五百多年前
[00:06:43.320 --> 00:06:47.040]  很清楚說的
[00:06:47.040 --> 00:06:50.040]  巴勒斯坦的藥
[00:06:50.040 --> 00:06:52.400]  你就問
[00:06:52.400 --> 00:06:55.880]  為什麼我們看不到?
[00:06:55.880 --> 00:06:56.720]  我們看不到?
[00:06:56.720 --> 00:06:58.720]  他們生瘡、潰瘍
[00:06:58.720 --> 00:06:59.640]  疫症
[00:06:59.640 --> 00:07:01.240]  癲狂、眼瞎
[00:07:01.240 --> 00:07:02.960]  心驚
[00:07:02.960 --> 00:07:05.280]  然後這次天天受癌
[00:07:05.280 --> 00:07:07.040]  妻子被人姦
[00:07:07.040 --> 00:07:08.480]  房屋被人住
[00:07:08.480 --> 00:07:10.720]  中藉的被人拿
[00:07:10.720 --> 00:07:13.640]  所有的生粟吃不到
[00:07:13.640 --> 00:07:18.240]  女兒交給別國的人
[00:07:18.240 --> 00:07:20.200]  來喜歡怎麼做就怎麼做
[00:07:20.200 --> 00:07:21.400]  甚至他們失明
[00:07:21.400 --> 00:07:22.760]  手無能為力
[00:07:22.760 --> 00:07:24.080]  天天被欺壓
[00:07:24.080 --> 00:07:25.680]  受壓制
[00:07:25.680 --> 00:07:27.480]  膝上、腿上
[00:07:27.480 --> 00:07:29.640]  腳掌到頭頂掌滿毒瘡
[00:07:29.640 --> 00:07:32.720]  無法醫治
[00:07:32.720 --> 00:07:36.040]  這是三千五百年前
[00:07:36.040 --> 00:07:42.200]  神非常清楚的警告
[00:07:42.200 --> 00:07:44.200]  告訴大家
[00:07:44.200 --> 00:07:48.120]  過去以色列的亡國
[00:07:48.120 --> 00:07:49.800]  《聖經》也說得很清楚
[00:07:49.800 --> 00:07:53.240]  是因為他們沒有聽神的話
[00:07:53.240 --> 00:07:55.240]  亡了給巴比律
[00:07:55.240 --> 00:07:57.960]  《荷西亞書》非常清楚
[00:07:57.960 --> 00:08:00.360]  就是列出這一大堆的東西
[00:08:00.360 --> 00:08:01.680]  為什麼這些亡國?
[00:08:01.680 --> 00:08:04.000]  是因為這樣
[00:08:04.000 --> 00:08:05.480]  去到後來的亡國
[00:08:05.480 --> 00:08:06.520]  為什麼會這樣?
[00:08:06.520 --> 00:08:09.680]  是因為他們沒有聽神的話
[00:08:09.680 --> 00:08:13.120]  我們今天就要問一個問題
[00:08:13.120 --> 00:08:14.960]  到現在為止
[00:08:14.960 --> 00:08:16.920]  我們的心都很急
[00:08:16.920 --> 00:08:19.240]  神為什麼不出手呢?
[00:08:19.240 --> 00:08:21.560]  原來神有一個方法
[00:08:21.560 --> 00:08:24.800]  到底是誰執行呢?
[00:08:24.800 --> 00:08:26.240]  神會用人去執行
[00:08:26.240 --> 00:08:27.440]  這是第一
[00:08:27.440 --> 00:08:27.920]  第二
[00:08:27.920 --> 00:08:29.600]  如果沒有人能夠執行
[00:08:29.600 --> 00:08:31.000]  執行不到的時候
[00:08:31.000 --> 00:08:33.400]  他自己親自執行
[00:08:33.400 --> 00:08:34.680]  這就是《聖經》
[00:08:34.680 --> 00:08:36.200]  在歷史裡面
[00:08:36.200 --> 00:08:38.840]  告訴我們的東西
[00:08:38.840 --> 00:08:42.200]  所以我今天要跟大家說
[00:08:42.200 --> 00:08:44.120]  三千多年前
[00:08:44.120 --> 00:08:45.720]  二千多年前
[00:08:45.720 --> 00:08:48.320]  接著到二千年啟示錄
[00:08:48.320 --> 00:08:51.320]  預言裡面告訴我們
[00:08:51.320 --> 00:08:53.280]  要發生的事情
[00:08:53.280 --> 00:08:54.600]  我希望
[00:08:54.600 --> 00:08:56.560]  我跟別人查了三次《聖經》
[00:08:56.560 --> 00:08:58.480]  都是跟這些有關的
[00:08:58.480 --> 00:09:00.320]  有一個爭辯得七彩的
[00:09:00.320 --> 00:09:03.480]  他能夠順主
[00:09:03.480 --> 00:09:04.520]  而且不單是這樣
[00:09:04.520 --> 00:09:07.920]  他已經開始跟人傳福音
[00:09:07.920 --> 00:09:11.040]  我為了他感恩
[00:09:11.040 --> 00:09:13.160]  另一方面我去監獄
[00:09:13.160 --> 00:09:14.640]  探監的時候
[00:09:14.640 --> 00:09:16.960]  有一個在囚的人告訴我
[00:09:16.960 --> 00:09:17.880]  牧師
[00:09:17.880 --> 00:09:21.000]  不需要掛念我
[00:09:21.000 --> 00:09:24.720]  我享受到從來沒有試過的寧靜
[00:09:24.720 --> 00:09:27.280]  這麼多年沒有這麼親近神
[00:09:27.280 --> 00:09:29.440]  進來了
[00:09:29.440 --> 00:09:31.840]  給我非常親近神
[00:09:31.840 --> 00:09:33.080]  第二
[00:09:33.080 --> 00:09:34.920]  每天除了親近神
[00:09:34.920 --> 00:09:36.960]  寫下自己的心得
[00:09:36.960 --> 00:09:38.520]  他可以跑步
[00:09:38.520 --> 00:09:40.560]  三高都沒有了
[00:09:40.560 --> 00:09:41.760]  第三
[00:09:41.760 --> 00:09:43.480]  他可以有這個時間
[00:09:43.480 --> 00:09:45.680]  跟一些個別的人查經
[00:09:45.680 --> 00:09:48.080]  他已經帶了一個運毒的人
[00:09:48.080 --> 00:09:49.280]  順主
[00:09:49.280 --> 00:09:51.360]  順主是尼泊爾人
[00:09:51.360 --> 00:09:54.280]  他能夠回到他的地方
[00:09:54.280 --> 00:09:55.960]  他也希望能夠
[00:09:55.960 --> 00:10:00.960]  將這個好消息告訴他的同胞
[00:10:00.960 --> 00:10:03.160]  我心裡面充滿著感恩
[00:10:03.160 --> 00:10:04.800]  各位弟兄姊妹
[00:10:04.800 --> 00:10:06.520]  今天也是一樣
[00:10:06.520 --> 00:10:09.080]  我們要受葬備
[00:10:09.080 --> 00:10:11.080]  我們要贖賺
[00:10:11.080 --> 00:10:13.440]  神的話
[00:10:13.440 --> 00:10:15.040]  啟示錄一
[00:10:15.040 --> 00:10:17.640]  第十七章一到六節
[00:10:17.640 --> 00:10:20.960]  在這裡
[00:10:20.960 --> 00:10:26.480]  神一定會興起一個經濟的大霸主
[00:10:26.480 --> 00:10:29.440]  而這個大霸主是怎樣的呢
[00:10:29.440 --> 00:10:31.720]  你可以看一看
[00:10:31.720 --> 00:10:33.840]  地上的君王與行人
[00:10:33.840 --> 00:10:36.000]  喝醉了他淫亂的酒
[00:10:36.000 --> 00:10:39.400]  他是騎在朱紅色的獸上
[00:10:39.400 --> 00:10:41.160]  這個就是七頭十角獸
[00:10:41.160 --> 00:10:43.120]  遍體有褻瀆的名
[00:10:43.120 --> 00:10:46.960]  他要駕馭他
[00:10:46.960 --> 00:10:52.880]  到底經濟的大霸主富有成怎樣呢
[00:10:52.880 --> 00:10:54.360]  第四節
[00:10:54.360 --> 00:10:56.800]  他穿的是紫色和朱紅色的衣服
[00:10:56.800 --> 00:10:58.960]  是最好的時裝
[00:10:58.960 --> 00:11:03.920]  最好的材料來製成的衣服
[00:11:03.920 --> 00:11:09.240]  用的是金紙、寶石、珍珠、金杯
[00:11:09.240 --> 00:11:11.120]  但是淫亂
[00:11:11.120 --> 00:11:13.720]  然後在他額上寫著的名
[00:11:13.720 --> 00:11:15.600]  是大巴比倫
[00:11:15.600 --> 00:11:20.200]  是世上淫婦和一切可憎之物之母
[00:11:20.200 --> 00:11:22.880]  但是我們看到第六節
[00:11:22.880 --> 00:11:26.160]  他會喝醉聖徒的血
[00:11:26.160 --> 00:11:29.640]  和那些為耶穌作見證之人的血
[00:11:29.640 --> 00:11:33.080]  我希望大家謹謹記得
[00:11:33.080 --> 00:11:35.040]  當約翰寫《啟示錄》
[00:11:35.040 --> 00:11:37.480]  寫到十七章的時候
[00:11:37.480 --> 00:11:40.400]  教會已經被剔除了
[00:11:40.400 --> 00:11:42.400]  他講到這裡
[00:11:42.400 --> 00:11:48.640]  是指大災難已經打完六印的災難
[00:11:48.640 --> 00:11:52.200]  全世界已經死了四分之一人
[00:11:52.200 --> 00:11:55.120]  又完了六號的災難
[00:11:55.120 --> 00:11:57.160]  第八、第九章
[00:11:57.160 --> 00:11:59.720]  剩下來的四分之三
[00:11:59.720 --> 00:12:01.520]  死了三分之一
[00:12:01.520 --> 00:12:02.760]  換句話來說
[00:12:02.760 --> 00:12:05.880]  全世界已經死了一半人
[00:12:05.880 --> 00:12:08.360]  在那個時候
[00:12:08.360 --> 00:12:10.000]  這個大巴比倫
[00:12:10.000 --> 00:12:15.600]  他特別針對聖徒的血
[00:12:15.600 --> 00:12:16.720]  我們還要問一個問題
[00:12:16.720 --> 00:12:19.680]  這些聖徒是指誰呢?
[00:12:19.680 --> 00:12:23.160]  如果你知道《啟示錄》的第七章
[00:12:23.160 --> 00:12:25.360]  就是六印災難之後
[00:12:25.360 --> 00:12:32.000]  已經從數不盡的各國、各族、各民、各方來的那些人
[00:12:32.000 --> 00:12:35.520]  已經站在寶座和羔羊面前
[00:12:35.520 --> 00:12:39.080]  你就知道他們已經去了天上
[00:12:39.080 --> 00:12:41.040]  換句話來說
[00:12:41.040 --> 00:12:43.000]  教會的被剔
[00:12:43.000 --> 00:12:49.240]  最遲最遲在第七章、第九節已經發生了
[00:12:49.240 --> 00:12:50.880]  是因為這樣的緣故
[00:12:50.880 --> 00:12:54.120]  第六節喝聖徒的血
[00:12:54.120 --> 00:12:58.760]  這些聖徒是仍然留在地上的
[00:12:58.760 --> 00:13:01.920]  留在地上的是什麼人呢?
[00:13:01.920 --> 00:13:03.720]  第七章《啟示錄》
[00:13:03.720 --> 00:13:05.120]  一到第八節
[00:13:05.120 --> 00:13:09.960]  就是說地上十四萬四千以色列人
[00:13:09.960 --> 00:13:12.560]  每個支派一萬二千
[00:13:12.560 --> 00:13:15.680]  十二個支派就十四萬四千
[00:13:15.680 --> 00:13:19.560]  這些是神選他們在大災難當中
[00:13:19.560 --> 00:13:20.960]  為神作見證
[00:13:20.960 --> 00:13:24.560]  也就是因為見到這個七年的大災難
[00:13:24.560 --> 00:13:30.320]  來到猶太人痛心過去所做的一切
[00:13:30.320 --> 00:13:33.360]  對耶穌所做的一切悔改
[00:13:33.360 --> 00:13:38.280]  所以很多人就悔改歸向了主
[00:13:38.280 --> 00:13:39.880]  而這十四萬四千
[00:13:39.880 --> 00:13:45.960]  是特別神揀選的悔改了的猶太人
[00:13:45.960 --> 00:13:50.080]  大家都知道羅馬書的十一章二十五、二十六節
[00:13:50.080 --> 00:13:52.960]  他講得很清楚
[00:13:52.960 --> 00:13:55.760]  在猶太人復興之前
[00:13:55.760 --> 00:13:57.720]  神講了一個條件
[00:13:57.720 --> 00:14:02.000]  就是外邦人數目要先填滿
[00:14:02.000 --> 00:14:04.480]  外邦人數目填滿是什麼意思
[00:14:04.480 --> 00:14:07.600]  就是得救的數目要先填滿
[00:14:07.600 --> 00:14:09.000]  填滿了之後
[00:14:09.000 --> 00:14:14.080]  然後以色列會全家都得救
[00:14:14.080 --> 00:14:16.400]  很清楚地講
[00:14:16.400 --> 00:14:17.760]  所以有這個緣故
[00:14:17.760 --> 00:14:19.960]  我們看到在這裡裡面
[00:14:19.960 --> 00:14:25.880]  所有這些仍然在地上受迫害的
[00:14:25.880 --> 00:14:27.480]  你可以這樣講
[00:14:27.480 --> 00:14:32.600]  是大災難的時候才信主的人
[00:14:32.600 --> 00:14:36.560]  特別是猶太人
[00:14:36.560 --> 00:14:40.920]  我們看看啟示錄的十八章十一到二十四節
[00:14:40.920 --> 00:14:46.240]  看到大巴比倫是多麼富有
[00:14:46.240 --> 00:14:48.120]  富有到一個地步
[00:14:48.120 --> 00:14:54.480]  全世界的國家都要跟他做生意
[00:14:54.480 --> 00:15:00.240]  全世界最美的東西全部能去買
[00:15:00.240 --> 00:15:05.040]  全世界最美的車入口去他那裡
[00:15:05.040 --> 00:15:08.840]  金銀寶石最美的去他那裡
[00:15:08.840 --> 00:15:14.000]  最大的樂隊去他那裡演奏
[00:15:14.000 --> 00:15:18.960]  他的婚禮一舉行
[00:15:18.960 --> 00:15:22.080]  不是一天不是兩天
[00:15:22.080 --> 00:15:28.360]  是不夜繼續不斷舉行這些婚宴
[00:15:28.360 --> 00:15:32.320]  那些錢多到一個地步難以想像
[00:15:32.320 --> 00:15:34.200]  大家要記得
[00:15:34.200 --> 00:15:38.560]  這本書是二千年前寫的
[00:15:38.560 --> 00:15:41.640]  那些錢在哪裡來的
[00:15:41.640 --> 00:15:46.480]  很明顯那時候還沒有知道石油這回事
[00:15:46.480 --> 00:15:48.480]  現在你跟我知道的時候
[00:15:48.480 --> 00:15:50.840]  我們就比較容易解釋
[00:15:50.840 --> 00:15:54.760]  接著我們就問大巴比倫是甚麼來的
[00:15:54.760 --> 00:15:57.960]  十四章第八節
[00:15:57.960 --> 00:16:00.440]  另外有第二位的天使接著說
[00:16:00.440 --> 00:16:08.400]  傾覆了那曾叫列國鶴淫亂列路之走的大巴比倫傾覆了
[00:16:08.400 --> 00:16:11.240]  十六章第十九節我們一起讀
[00:16:11.240 --> 00:16:13.960]  那大城列為三段
[00:16:13.960 --> 00:16:16.560]  列國的城也都倒塌了
[00:16:16.560 --> 00:16:22.600]  神蹟起了大巴比倫城
[00:16:22.600 --> 00:16:24.400]  帝級塔
[00:16:24.400 --> 00:16:29.480]  然後十七到十八章都指向一座大城
[00:16:29.480 --> 00:16:33.040]  那這座大城是甚麼意思呢
[00:16:33.040 --> 00:16:37.200]  有可能是一個國家的首都
[00:16:37.200 --> 00:16:39.520]  換句話來說
[00:16:39.520 --> 00:16:43.440]  我們相信有一天
[00:16:43.440 --> 00:16:48.440]  就在以前大巴比倫帝國這塊地的上面
[00:16:48.440 --> 00:16:51.120]  會產生一個大帝國
[00:16:51.120 --> 00:16:56.720]  如果你翻開歷史你就知道這塊地大成怎樣
[00:16:56.720 --> 00:16:59.280]  我們問一個問題
[00:16:59.280 --> 00:17:01.960]  如果這個大帝國
[00:17:01.960 --> 00:17:03.840]  他會復興
[00:17:03.840 --> 00:17:06.040]  是在說甚麼
[00:17:06.040 --> 00:17:11.040]  是在說今日阿拉伯的國家
[00:17:11.040 --> 00:17:14.320]  會聯合在一起
[00:17:14.320 --> 00:17:16.400]  各位記者們
[00:17:16.400 --> 00:17:19.120]  我們以前沒有辦法想像
[00:17:19.120 --> 00:17:22.040]  阿拉伯的國家會這麼同心
[00:17:22.040 --> 00:17:24.880]  聯合在一起
[00:17:24.880 --> 00:17:29.560]  來對付以色列
[00:17:29.560 --> 00:17:32.320]  但今次以巴之戰
[00:17:32.320 --> 00:17:35.080]  是令到全世界
[00:17:35.080 --> 00:17:38.480]  這些阿拉伯的國家
[00:17:38.480 --> 00:17:40.520]  他已經醒覺
[00:17:40.520 --> 00:17:42.840]  不聯合在一起
[00:17:42.840 --> 00:17:44.120]  他們以後繼續不變
[00:17:44.120 --> 00:17:47.040]  每一個一個被蠶食
[00:17:47.040 --> 00:17:48.280]  先是以巴
[00:17:48.280 --> 00:17:49.320]  接著以利
[00:17:49.320 --> 00:17:50.400]  第三以罪
[00:17:50.400 --> 00:17:53.760]  第四可能就是以伊
[00:17:53.760 --> 00:17:55.080]  伊朗
[00:17:55.080 --> 00:17:57.560]  你都不知道他將來打成怎樣
[00:17:57.560 --> 00:17:58.760]  但大家可以看到
[00:17:58.760 --> 00:18:01.560]  現在的問題就是這樣
[00:18:01.560 --> 00:18:05.000]  但我們很感恩
[00:18:05.000 --> 00:18:08.960]  神很早很早已經告訴我們
[00:18:08.960 --> 00:18:13.200]  你這樣對人 神也會這樣對你
[00:18:13.200 --> 00:18:15.000]  首先我們弄清楚
[00:18:15.000 --> 00:18:18.880]  到底大巴比倫是甚麼
[00:18:18.880 --> 00:18:22.200]  我很想大家能夠認清楚
[00:18:22.200 --> 00:18:24.000]  舊約耶利米書
[00:18:24.000 --> 00:18:26.840]  五十到五十一章的預言
[00:18:26.840 --> 00:18:31.480]  以及啟示錄十七到十八章的應驗
[00:18:31.480 --> 00:18:34.080]  我就不詳細來說
[00:18:34.080 --> 00:18:37.040]  你們回到網上來看的時候
[00:18:37.040 --> 00:18:38.920]  由頭到尾
[00:18:38.920 --> 00:18:42.880]  你將耶利米書的預言
[00:18:42.880 --> 00:18:45.320]  以及啟示錄的應驗
[00:18:45.320 --> 00:18:47.120]  做一個對比
[00:18:47.120 --> 00:18:48.840]  你做完這個對比的時候
[00:18:48.840 --> 00:18:50.080]  你會發覺到
[00:18:50.080 --> 00:18:56.560]  俗字應驗的是
[00:18:56.560 --> 00:18:59.160]  數來亦說手中的金杯
[00:18:59.160 --> 00:19:00.360]  啟示錄是這樣說
[00:19:00.360 --> 00:19:01.920]  住在眾水之上
[00:19:01.920 --> 00:19:03.320]  坐在眾水之上
[00:19:03.320 --> 00:19:05.080]  萬國害了他
[00:19:05.080 --> 00:19:06.640]  走就癲狂
[00:19:06.640 --> 00:19:07.840]  住在地上的人
[00:19:07.840 --> 00:19:09.600]  喝醉他淫亂地走
[00:19:09.600 --> 00:19:11.160]  他的名字叫做巴比倫
[00:19:11.160 --> 00:19:14.560]  巴比倫
