
[00:00:00.000 --> 00:00:02.100]  我們的主題是
[00:05:38.500 --> 00:05:43.500]  公元前721年
[00:05:43.500 --> 00:05:49.000]  南國本來是應該吸取那個教訓
[00:05:49.000 --> 00:05:51.000]  專心的去敬拜上帝
[00:05:51.000 --> 00:05:52.000]  但是他們也不是
[00:05:52.000 --> 00:05:55.500]  儘管南國有多幾個比較好的君王
[00:05:55.500 --> 00:05:57.500]  其實總體來說
[00:05:57.500 --> 00:06:02.000]  他們還是帶以色列人犯下很大的罪
[00:06:02.000 --> 00:06:05.000]  於是在公元前586年
[00:06:05.000 --> 00:06:11.000]  上帝讓巴比倫把南國也滅掉
[00:06:11.000 --> 00:06:14.000]  在巴比倫把南國滅掉的前後
[00:06:14.000 --> 00:06:16.000]  有三次貝魯巴比倫
[00:06:16.000 --> 00:06:19.000]  這是以色列人最慘痛的一個經驗
[00:06:19.000 --> 00:06:24.000]  在貝魯巴比倫滅國了之後
[00:06:24.000 --> 00:06:29.000]  上帝其實藉着舊約的先知耶利米等等
[00:06:29.000 --> 00:06:32.000]  都有預言他們70年過後
[00:06:32.000 --> 00:06:33.000]  大概的一個數目
[00:06:33.000 --> 00:06:36.000]  他們會有一個迴歸的情況
[00:06:36.000 --> 00:06:37.000]  然後結果真的
[00:06:37.000 --> 00:06:40.000]  70年之後他們有三次的迴歸
[00:06:40.000 --> 00:06:42.000]  迴歸耶路撒冷
[00:06:42.000 --> 00:06:44.000]  然而雖然他們迴歸了
[00:06:44.000 --> 00:06:46.000]  國還是滅掉
[00:06:46.000 --> 00:06:49.000]  然後他們還是繼續在最終在黑暗當中
[00:06:49.000 --> 00:06:52.000]  等待上帝的國的來臨
[00:06:52.000 --> 00:06:55.000]  上帝君王的來臨
[00:06:55.000 --> 00:06:56.000]  最後一本書是馬拉基
[00:06:56.000 --> 00:06:58.000]  馬拉基之後有400年
[00:06:58.000 --> 00:07:01.000]  所有的東西都是在迴歸以後
[00:07:01.000 --> 00:07:04.000]  還在等待上帝的來臨
[00:07:04.000 --> 00:07:07.000]  有一天我們會有機會去讀丹尼裏書
[00:07:07.000 --> 00:07:08.000]  丹尼裏書是很有意思
[00:07:08.000 --> 00:07:10.000]  因爲丹尼裏的一個生命
[00:07:10.000 --> 00:07:14.000]  我們相信他是在第一次貝魯的時候
[00:07:14.000 --> 00:07:17.000]  年輕人被帶去巴比倫
[00:07:17.000 --> 00:07:22.000]  然後他進入老年的時候
[00:07:22.000 --> 00:07:24.000]  可能超過80歲
[00:07:24.000 --> 00:07:25.000]  進入獅子坑
[00:07:25.000 --> 00:07:26.000]  出獅子坑那一年
[00:07:26.000 --> 00:07:29.000]  就是迴歸的前夕
[00:07:29.000 --> 00:07:30.000]  非常有意思
[00:07:30.000 --> 00:07:31.000]  所以整本丹尼裏書
[00:07:31.000 --> 00:07:33.000]  甚至整本舊約聖經
[00:07:33.000 --> 00:07:35.000]  是等待那個真正君王的來臨
[00:07:35.000 --> 00:07:38.000]  大衛之子應許的君王
[00:07:38.000 --> 00:07:40.000]  我們那個君王來的時候
[00:07:40.000 --> 00:07:44.000]  上帝要爲忠心他的人
[00:07:44.000 --> 00:07:46.000]  預備一個赦免
[00:07:46.000 --> 00:07:47.000]  罪的赦免
[00:07:47.000 --> 00:07:49.000]  有時候我們讀這個舊約
[00:07:49.000 --> 00:07:50.000]  我們非常小心
[00:07:50.000 --> 00:07:51.000]  以色列人的貝魯
[00:07:51.000 --> 00:07:53.000]  他們的滅國
[00:07:53.000 --> 00:07:54.000]  不是因爲軍事上面
[00:07:54.000 --> 00:07:56.000]  他失去了勢力
[00:07:56.000 --> 00:08:00.000]  更加不是因爲耶和華
[00:08:00.000 --> 00:08:03.000]  不夠外邦的神明去打
[00:08:03.000 --> 00:08:04.000]  所以輸掉了
[00:08:04.000 --> 00:08:07.000]  整個故事在背後告訴我們
[00:08:07.000 --> 00:08:10.000]  以色列人爲什麼會進入
[00:08:10.000 --> 00:08:12.000]  這個貝魯的狀態
[00:08:12.000 --> 00:08:14.000]  是因爲他們的罪
[00:08:14.000 --> 00:08:15.000]  然後上帝
[00:08:15.000 --> 00:08:17.000]  掌管宇宙萬物的上帝
[00:08:17.000 --> 00:08:19.000]  利用了這兩個國
[00:08:19.000 --> 00:08:22.000]  亞蘇國跟巴比倫國
[00:08:22.000 --> 00:08:25.000]  來作爲以色列人的一個處罰
[00:08:25.000 --> 00:08:27.000]  去審判他們
[00:08:27.000 --> 00:08:29.000]  這是我們在舊約裏面
[00:08:29.000 --> 00:08:32.000]  得到的信息
[00:08:32.000 --> 00:08:33.000]  好 讀過歷史
[00:08:33.000 --> 00:08:35.000]  我想跟大家回去
[00:08:35.000 --> 00:08:37.000]  前面的一些書本
[00:08:37.000 --> 00:08:38.000]  跟大家再複習一下
[00:08:38.000 --> 00:08:40.000]  每一本書的主題
[00:08:40.000 --> 00:08:43.000]  我們開始的是講摩西五經
[00:08:43.000 --> 00:08:45.000]  當然我們非常要強調
[00:08:45.000 --> 00:08:48.000]  它最後是指向主耶穌基督
[00:08:48.000 --> 00:08:52.000]  創世紀的主題是
[00:08:52.000 --> 00:08:55.000]  創造、墮落、救贖三部曲
[00:08:55.000 --> 00:08:57.000]  突哀疾忌是講
[00:08:57.000 --> 00:08:59.000]  從偶像之家逃生
[00:08:59.000 --> 00:09:00.000]  以致他們可以
[00:09:00.000 --> 00:09:02.000]  真正的敬拜耶和華
[00:09:02.000 --> 00:09:03.000]  利未忌其實是在
[00:09:03.000 --> 00:09:05.000]  突哀疾忌的時候
[00:09:05.000 --> 00:09:08.000]  在西乃山所寫的
[00:09:08.000 --> 00:09:10.000]  一年裏面所寫的
[00:09:10.000 --> 00:09:11.000]  是要告訴他們
[00:09:11.000 --> 00:09:13.000]  上帝是一個如何的上帝
[00:09:13.000 --> 00:09:14.000]  他是一個聖潔
[00:09:14.000 --> 00:09:17.000]  不可侵犯的上帝
[00:09:17.000 --> 00:09:20.000]  於是以色列人要學習怎麼樣
[00:09:20.000 --> 00:09:22.000]  他們自己要聖潔
[00:09:22.000 --> 00:09:23.000]  很可惜
[00:09:23.000 --> 00:09:25.000]  以色列人沒有
[00:09:25.000 --> 00:09:28.000]  學到上帝的本性
[00:09:28.000 --> 00:09:29.000]  他們也不敬畏上帝
[00:09:29.000 --> 00:09:31.000]  以致在曠野裏面
[00:09:31.000 --> 00:09:34.000]  他們有大的叛逆
[00:09:34.000 --> 00:09:35.000]  因爲他們的叛逆
[00:09:35.000 --> 00:09:37.000]  所以他們結果要
[00:09:37.000 --> 00:09:39.000]  四十年在曠野裏面
[00:09:39.000 --> 00:09:41.000]  第一代完全的滅亡
[00:09:41.000 --> 00:09:43.000]  以致第二代纔有機會
[00:09:43.000 --> 00:09:46.000]  去進入迦南之地
[00:09:46.000 --> 00:09:49.000]  在他們進入迦南之地的前夕
[00:09:49.000 --> 00:09:51.000]  摩西自己沒有辦法
[00:09:51.000 --> 00:09:54.000]  跟他們一起進去
[00:09:54.000 --> 00:09:58.000]  他卻把他最後的遺言
[00:09:58.000 --> 00:10:02.000]  用講道去留給以色列人
[00:10:02.000 --> 00:10:03.000]  他呼喊他們
[00:10:03.000 --> 00:10:04.000]  叫他們必須要
[00:10:04.000 --> 00:10:06.000]  心受割離
[00:10:06.000 --> 00:10:07.000]  深愛主
[00:10:07.000 --> 00:10:12.000]  這是生命紀的信息
[00:10:12.000 --> 00:10:14.000]  那接下來我們進入了
[00:10:14.000 --> 00:10:15.000]  約蘇亞紀
[00:10:15.000 --> 00:10:16.000]  約蘇亞紀的主題
[00:10:16.000 --> 00:10:17.000]  我可以這樣說
[00:10:17.000 --> 00:10:20.000]  是蘇賤恩仇進迦南
[00:10:20.000 --> 00:10:23.000]  所說的蘇是生命紀
[00:10:23.000 --> 00:10:24.000]  他要紀念着
[00:10:24.000 --> 00:10:26.000]  生命紀裏面一切的教導
[00:10:26.000 --> 00:10:30.000]  這樣你就可以進迦南
[00:10:30.000 --> 00:10:34.000]  賤是因爲他們要打聖戰
[00:10:34.000 --> 00:10:37.000]  他們當中有上帝的恩典
[00:10:37.000 --> 00:10:38.000]  你看到外邦人
[00:10:38.000 --> 00:10:40.000]  拉瑕的得救
[00:10:40.000 --> 00:10:41.000]  但是你也看到
[00:10:41.000 --> 00:10:44.000]  其他外邦人因爲他們的不幸
[00:10:44.000 --> 00:10:46.000]  或者是因爲他們的叛逆
[00:10:46.000 --> 00:10:50.000]  要被上帝所審判
[00:10:50.000 --> 00:10:51.000]  進入了迦南
[00:10:51.000 --> 00:10:54.000]  本來應該是一個美好的開始
[00:10:54.000 --> 00:10:56.000]  但是當我們進入
[00:10:56.000 --> 00:10:58.000]  這個詩詩紀的時候
[00:10:58.000 --> 00:10:59.000]  他們進入詩詩的時代
[00:10:59.000 --> 00:11:02.000]  我們看到原來詩詩的時代
[00:11:02.000 --> 00:11:05.000]  是一個非常混亂的時代
[00:11:05.000 --> 00:11:07.000]  詩詩紀跟路德紀
[00:11:07.000 --> 00:11:09.000]  是有共同的主題
[00:11:09.000 --> 00:11:10.000]  詩詩紀告訴我們
[00:11:10.000 --> 00:11:13.000]  掃羅不是那個賢君
[00:11:13.000 --> 00:11:15.000]  然後路德紀告訴我們
[00:11:15.000 --> 00:11:18.000]  大魏纔是我們真正需要的君王
[00:11:18.000 --> 00:11:19.000]  因爲我們相信
[00:11:19.000 --> 00:11:21.000]  在詩詩紀寫作的背景的時候
[00:11:21.000 --> 00:11:24.000]  以色列其實已經有一個君王
[00:11:24.000 --> 00:11:28.000]  只是是那個掃羅的後裔
[00:11:28.000 --> 00:11:32.000]  然後詩詩紀的作者
[00:11:32.000 --> 00:11:33.000]  跟路德紀的作者
[00:11:33.000 --> 00:11:34.000]  都要告訴我們
[00:11:34.000 --> 00:11:36.000]  其實真正的君王
[00:11:36.000 --> 00:11:38.000]  真正好的上帝應許的君王
[00:11:38.000 --> 00:11:42.000]  是應該從大魏的猶大而出
[00:11:42.000 --> 00:11:44.000]  詩詩紀跟路德紀的主題
[00:11:44.000 --> 00:11:46.000]  是亂世世世拯救主
[00:11:46.000 --> 00:11:50.000]  等待拯救主的來臨
[00:11:50.000 --> 00:11:53.000]  可是當我們進入沙漠紀的時候
[00:11:53.000 --> 00:11:54.000]  我們開始發現
[00:11:54.000 --> 00:11:56.000]  原來大魏也不是
[00:11:56.000 --> 00:12:00.000]  那個最後上帝所揀選的君王
[00:12:00.000 --> 00:12:02.000]  在沙漠紀裏面
[00:12:02.000 --> 00:12:03.000]  有兩個君王的故事
[00:12:03.000 --> 00:12:05.000]  一個是掃羅的故事
[00:12:05.000 --> 00:12:06.000]  它是一個上升
[00:12:06.000 --> 00:12:07.000]  然後隨下的
[00:12:07.000 --> 00:12:10.000]  隨落的一個故事
[00:12:10.000 --> 00:12:12.000]  然後到大魏的故事
[00:12:12.000 --> 00:12:15.000]  你發覺當你把沙漠紀
[00:12:15.000 --> 00:12:17.000]  上下一起來看的時候
[00:12:17.000 --> 00:12:19.000]  大魏也是一個上升
[00:12:19.000 --> 00:12:22.000]  然後隨落的一個君王
[00:12:22.000 --> 00:12:24.000]  結果我們還是等待
[00:12:24.000 --> 00:12:27.000]  那個真正的君王的來臨
[00:12:27.000 --> 00:12:29.000]  我把這個沙漠紀
[00:12:29.000 --> 00:12:30.000]  做一個總結
[00:12:30.000 --> 00:12:31.000]  它會是說
[00:12:31.000 --> 00:12:34.000]  永約上主三君王
[00:12:34.000 --> 00:12:37.000]  是上帝給跟大魏所立的約
[00:12:37.000 --> 00:12:39.000]  這個約指向一個
[00:12:39.000 --> 00:12:40.000]  第三個君王
[00:12:40.000 --> 00:12:42.000]  不是掃羅、不是大魏
[00:12:42.000 --> 00:12:44.000]  不是掃羅家、不是大魏
[00:12:44.000 --> 00:12:45.000]  是大魏家
[00:12:45.000 --> 00:12:47.000]  但是是大魏的後裔
[00:12:47.000 --> 00:12:50.000]  那是主耶穌基督
[00:12:50.000 --> 00:12:51.000]  大魏當然有一個後裔
[00:12:51.000 --> 00:12:52.000]  是所羅門
[00:12:52.000 --> 00:12:55.000]  但是當我們進去
[00:12:55.000 --> 00:12:56.000]  列王紀的時候
[00:12:56.000 --> 00:12:58.000]  我們就馬上發覺
[00:12:58.000 --> 00:13:01.000]  原來所羅門也不是那個君王
[00:13:01.000 --> 00:13:02.000]  如果你上個禮拜
[00:13:02.000 --> 00:13:05.000]  有聽我講加油站的時候
[00:13:05.000 --> 00:13:07.000]  你知道我在說
[00:13:07.000 --> 00:13:09.000]  所羅門的下水
[00:13:09.000 --> 00:13:11.000]  所羅門升得很快
[00:13:11.000 --> 00:13:14.000]  但是它跌得也很快
[00:13:14.000 --> 00:13:15.000]  當我們看到
[00:13:15.000 --> 00:13:18.000]  列王紀上第一章到七十一章
[00:13:18.000 --> 00:13:19.000]  看完的時候
[00:13:19.000 --> 00:13:20.000]  我們已經發覺
[00:13:20.000 --> 00:13:21.000]  所羅門根本不是
[00:13:21.000 --> 00:13:24.000]  那個上帝所應許的君王
[00:13:24.000 --> 00:13:27.000]  我們怎樣去明白列王紀呢?
[00:13:27.000 --> 00:13:30.000]  列王紀我給它一個總結
[00:13:30.000 --> 00:13:34.000]  叫做墮落君王、增盤王
[00:13:34.000 --> 00:13:35.000]  墮落君王
[00:13:35.000 --> 00:13:37.000]  我們看到在列王紀裏面
[00:13:37.000 --> 00:13:39.000]  我們看到的就是
[00:13:39.000 --> 00:13:41.000]  一羣的墮落的君王
[00:13:41.000 --> 00:13:43.000]  從所羅門開始
[00:13:43.000 --> 00:13:45.000]  然後南北國的分裂
[00:13:45.000 --> 00:13:48.000]  北國每一個都是不好的君王
[00:13:48.000 --> 00:13:50.000]  南國儘管有一兩個
[00:13:50.000 --> 00:13:51.000]  比較好的君王
[00:13:51.000 --> 00:13:54.000]  其他還是沒有做上帝的信義
[00:13:54.000 --> 00:13:55.000]  以致到此
[00:13:55.000 --> 00:13:58.000]  北國南國都去被滅亡
[00:13:58.000 --> 00:14:02.000]  然後南國被拉去巴比倫
[00:14:02.000 --> 00:14:04.000]  這個貝魯巴比倫
[00:14:04.000 --> 00:14:06.000]  在君王敗壞的當中
[00:14:06.000 --> 00:14:08.000]  上帝興起了另外一羣人
[00:14:08.000 --> 00:14:09.000]  叫先知
[00:14:09.000 --> 00:14:12.000]  我們當中在列王紀上面
[00:14:12.000 --> 00:14:15.000]  我們看到兩個很主要
[00:14:15.000 --> 00:14:17.000]  很英勇的先知
[00:14:17.000 --> 00:14:18.000]  一個是以利亞
[00:14:18.000 --> 00:14:20.000]  一個是以利沙
[00:14:20.000 --> 00:14:24.000]  這開始了先知的傳統
[00:14:24.000 --> 00:14:26.000]  在整本書的最後
[00:14:26.000 --> 00:14:27.000]  因爲我們相信
[00:14:27.000 --> 00:14:29.000]  這個歷史的寫作背景
[00:14:29.000 --> 00:14:34.000]  是以色列人已經在貝魯當中
[00:14:34.000 --> 00:14:35.000]  他們在問
[00:14:35.000 --> 00:14:37.000]  我們爲什麼會搞成這樣
[00:14:37.000 --> 00:14:39.000]  爲什麼我們會貝魯
[00:14:39.000 --> 00:14:40.000]  是因爲我們的上帝
[00:14:40.000 --> 00:14:42.000]  不夠人家的上帝鬥嗎
[00:14:42.000 --> 00:14:44.000]  還是因爲其他的
[00:14:44.000 --> 00:14:46.000]  原來最後的原因是因爲
[00:14:46.000 --> 00:14:48.000]  他們的上帝
[00:14:48.000 --> 00:14:50.000]  因爲他們的罪的緣故
[00:14:50.000 --> 00:14:51.000]  利用巴比倫
[00:14:51.000 --> 00:14:57.000]  利用亞俗去審判以色列人
[00:14:57.000 --> 00:14:58.000]  有沒有希望
[00:14:58.000 --> 00:14:59.000]  有
[00:14:59.000 --> 00:15:00.000]  在最後的結束的時候
[00:15:00.000 --> 00:15:01.000]  告訴我們
[00:15:01.000 --> 00:15:04.000]  上帝還沒有完全放棄以色列人
[00:15:04.000 --> 00:15:05.000]  還有希望
[00:15:05.000 --> 00:15:06.000]  只要他們悔改
[00:15:06.000 --> 00:15:08.000]  等待上帝的證
[00:15:08.000 --> 00:15:12.000]  所以今天我想跟大家看一看
[00:15:12.000 --> 00:15:15.000]  以利沙蒙昭的故事
[00:15:15.000 --> 00:15:17.000]  以利沙當然是六王紀裏面
[00:15:17.000 --> 00:15:20.000]  第二個非常重要的先知
[00:15:20.000 --> 00:15:22.000]  第一個是以利亞
[00:15:22.000 --> 00:15:26.000]  他跟巴黎的假先知
[00:15:26.000 --> 00:15:32.000]  有一場非常重要的戰事
[00:15:32.000 --> 00:15:33.000]  他雖然贏了
[00:15:33.000 --> 00:15:36.000]  但是他卻要逃跑逃命
[00:15:36.000 --> 00:15:37.000]  在他逃命的過程裏面
[00:15:37.000 --> 00:15:39.000]  他非常的憂傷
[00:15:39.000 --> 00:15:40.000]  他也是覺得
[00:15:40.000 --> 00:15:43.000]  他自己是唯一侍奉上帝
[00:15:43.000 --> 00:15:49.000]  然後上帝在他非常悲傷的時候
[00:15:49.000 --> 00:15:52.000]  用微小的聲音跟他說話
[00:15:52.000 --> 00:15:55.000]  重新讓他再起來
[00:15:55.000 --> 00:15:59.000]  然後把以下的話交給他
[00:15:59.000 --> 00:16:02.000]  耶和華對以利亞說
[00:16:02.000 --> 00:16:03.000]  去吧
[00:16:03.000 --> 00:16:06.000]  你要告亞歇做亞郎王
[00:16:06.000 --> 00:16:09.000]  又告耶惟做以色列王
[00:16:09.000 --> 00:16:12.000]  又告以利沙做先知
[00:16:12.000 --> 00:16:13.000]  結束你
[00:16:13.000 --> 00:16:16.000]  所以他開始可以接受他的侍奉
[00:16:16.000 --> 00:16:21.000]  把他先知的位分交給以利沙
[00:16:21.000 --> 00:16:25.000]  但我在以色列中留下七千人
[00:16:25.000 --> 00:16:29.000]  是未曾向巴黎屈屍
[00:16:29.000 --> 00:16:31.000]  未曾親吻巴黎的
[00:16:31.000 --> 00:16:33.000]  上帝也告訴他
[00:16:33.000 --> 00:16:36.000]  他不是唯一敬拜上帝
[00:16:36.000 --> 00:16:38.000]  忠心耿耿侍奉他
[00:16:38.000 --> 00:16:41.000]  他上帝也留了七千人
[00:16:41.000 --> 00:16:44.000]  以至上帝的國度可以繼續
[00:16:44.000 --> 00:16:49.000]  或者是還有一個迴轉的機會
[00:16:49.000 --> 00:16:50.000]  第十九節
[00:16:50.000 --> 00:16:53.000]  於是以利亞離開那裏走了
[00:16:53.000 --> 00:16:57.000]  遇見以利沙的兒子以利沙
[00:16:57.000 --> 00:16:59.000]  他正在耕田
[00:16:59.000 --> 00:17:02.000]  在他前頭有十二對牛
[00:17:02.000 --> 00:17:04.000]  自己趕着第十二對
[00:17:04.000 --> 00:17:06.000]  以利亞經過他
[00:17:06.000 --> 00:17:10.000]  把自己的外衣搭在他的身上
[00:17:10.000 --> 00:17:11.000]  所以我們一看到這裏
[00:17:11.000 --> 00:17:12.000]  我們在問
[00:17:12.000 --> 00:17:15.000]  以利沙是一個怎麼樣的人
[00:17:15.000 --> 00:17:17.000]  歷王紀上第十九章
[00:17:17.000 --> 00:17:19.000]  是以利沙第一次的出現
[00:17:19.000 --> 00:17:22.000]  我們發覺原來他是一個農夫
[00:17:22.000 --> 00:17:28.000]  他在耕地農耕
[00:17:28.000 --> 00:17:31.000]  然後他家着十二對牛
[00:17:31.000 --> 00:17:33.000]  相信十二對牛
[00:17:33.000 --> 00:17:36.000]  在當時也是一個很不錯的財產
[00:17:36.000 --> 00:17:38.000]  所以他不是一個窮人
[00:17:38.000 --> 00:17:41.000]  可能也是一箇中產起碼的一個人
[00:17:41.000 --> 00:17:43.000]  他自己家着第十二對
[00:17:43.000 --> 00:17:47.000]  當以利亞經過他身邊的時候
[00:17:47.000 --> 00:17:49.000]  把自己的外衣搭在他身上
[00:17:49.000 --> 00:17:51.000]  他很明顯知道
[00:17:51.000 --> 00:17:53.000]  以利亞是在呼召他
[00:17:53.000 --> 00:17:55.000]  把外衣搭在他身上
[00:17:55.000 --> 00:17:57.000]  是一個呼召的一個表現
[00:17:57.000 --> 00:18:01.000]  然後以利亞是以色列人當中
[00:18:01.000 --> 00:18:04.000]  非常有名的一個先知
[00:18:04.000 --> 00:18:07.000]  相信以利沙也認得出他是誰
