
[00:00:00.000 --> 00:00:04.360]  今天要講《士師記》第十章和第十一章的頭
[00:03:15.120 --> 00:03:17.360]  他們缺乏感恩
[00:03:17.360 --> 00:03:19.280]  經文告訴我們
[00:03:19.280 --> 00:03:23.720]  在陀拉和艾爾的大領導之下
[00:03:23.720 --> 00:03:27.600]  以色列人有四十五年的太平
[00:03:27.600 --> 00:03:31.600]  差不多有半個世紀的太平
[00:03:31.600 --> 00:03:34.840]  但是以色列人沒有感謝神
[00:03:34.840 --> 00:03:36.160]  他們還怎樣?
[00:03:36.160 --> 00:03:38.320]  繼續去拜偶像
[00:03:38.320 --> 00:03:40.120]  艾爾死了之後
[00:03:40.120 --> 00:03:43.160]  人民又回去拜偶像
[00:03:43.160 --> 00:03:45.560]  他們根本沒有感恩
[00:03:45.560 --> 00:03:48.520]  他們沒有用這段時間來增加
[00:03:48.520 --> 00:03:51.480]  來增進他們和神的關係
[00:03:51.480 --> 00:03:54.840]  他們沒有用這段時間來接近神
[00:03:54.840 --> 00:03:56.320]  直到士司死了
[00:03:56.320 --> 00:03:58.880]  他們又回去犯他們的罪
[00:03:58.880 --> 00:04:01.520]  來拜偶像
[00:04:01.520 --> 00:04:04.960]  所以我們基督徒都是一樣
[00:04:04.960 --> 00:04:06.600]  我們要很小心
[00:04:06.600 --> 00:04:08.640]  我們是被神救贖
[00:04:08.640 --> 00:04:10.960]  我們要感謝神
[00:04:10.960 --> 00:04:13.520]  千萬不要忘記神
[00:04:13.520 --> 00:04:17.160]  很多基督徒在飯前都會借飯
[00:04:17.160 --> 00:04:20.160]  這絕對是符合聖經的教導
[00:04:20.160 --> 00:04:22.400]  馬太福音的十四章
[00:04:22.400 --> 00:04:24.760]  耶穌基督五餅二魚
[00:04:24.760 --> 00:04:26.960]  餵飽了五千人
[00:04:26.960 --> 00:04:28.440]  之前祂有借飯
[00:04:28.440 --> 00:04:30.640]  有感謝天父
[00:04:30.640 --> 00:04:33.560]  馬太福音的十五章也是一樣
[00:04:33.560 --> 00:04:35.600]  七餅幾條魚
[00:04:35.600 --> 00:04:37.440]  餵飽了四千人
[00:04:37.440 --> 00:04:41.000]  耶穌基督同樣有感謝天父
[00:04:41.000 --> 00:04:43.880]  但是在飯後來借飯
[00:04:43.880 --> 00:04:46.160]  都是符合聖經教導的
[00:04:46.160 --> 00:04:48.120]  在新明記的八章十節
[00:04:48.120 --> 00:04:49.040]  經文說
[00:04:49.040 --> 00:04:50.640]  你吃得飽足
[00:04:50.640 --> 00:04:53.600]  就要稱眾耶和華你的神
[00:04:53.600 --> 00:04:57.200]  因祂將那美地賜給你了
[00:04:57.200 --> 00:05:01.280]  神是給以色列人有牛奶與麥之地
[00:05:01.280 --> 00:05:03.680]  還給他們有很多的祝福
[00:05:03.680 --> 00:05:05.400]  使他們飽足
[00:05:05.400 --> 00:05:07.880]  但我們見到以色列人怎樣
[00:05:07.880 --> 00:05:09.920]  就好像在《時事記》裡
[00:05:09.920 --> 00:05:11.000]  讓我們看到
[00:05:11.000 --> 00:05:13.200]  他們仍然不感恩
[00:05:13.200 --> 00:05:15.040]  仍然忘記了神
[00:05:15.040 --> 00:05:17.040]  所以我們要很小心
[00:05:17.040 --> 00:05:20.840]  《詩人》在詩篇的六十九篇第三十節
[00:05:20.840 --> 00:05:23.840]  說我要以詩歌讚美神的名
[00:05:23.840 --> 00:05:27.120]  以感謝稱祂為大
[00:05:27.120 --> 00:05:29.560]  如果我們感謝神
[00:05:29.560 --> 00:05:32.880]  我們是紀念神為我們所做
[00:05:32.880 --> 00:05:36.360]  我們就不會成為一個自私自我的人
[00:05:36.360 --> 00:05:39.240]  我們就不會去跟隨我們生命當中
[00:05:39.240 --> 00:05:42.120]  有很多的偶像
[00:05:42.120 --> 00:05:44.760]  除了以色列人缺乏感恩
[00:05:44.760 --> 00:05:48.120]  他們亦缺乏服從
[00:05:48.120 --> 00:05:51.080]  如果他們從他們過去的經驗
[00:05:51.080 --> 00:05:53.560]  能夠學到功課的話
[00:05:53.560 --> 00:05:56.680]  他們就不會去拜外邦人的神
[00:05:56.680 --> 00:05:59.280]  就不會來犯罪
[00:05:59.280 --> 00:06:02.920]  在《時事記》裡的七字是很重要的
[00:06:02.920 --> 00:06:04.600]  我跟大家說過
[00:06:04.600 --> 00:06:08.320]  在《時事記》裡一共有七個惡性的循環
[00:06:08.320 --> 00:06:13.440]  就是以色列人不斷地在罪的裏面來循環
[00:06:13.440 --> 00:06:15.920]  他們犯罪、拜偶像
[00:06:15.920 --> 00:06:19.960]  神就差派敵人來攻擊他們
[00:06:19.960 --> 00:06:22.400]  當他們被敵人壓迫
[00:06:22.400 --> 00:06:25.560]  他們很辛苦地向神呼求
[00:06:25.560 --> 00:06:28.960]  神又差派士師來救他們
[00:06:28.960 --> 00:06:31.000]  但是救了他們之後
[00:06:31.000 --> 00:06:32.560]  又忘記了神
[00:06:32.560 --> 00:06:34.600]  又去犯罪
[00:06:34.600 --> 00:06:38.560]  所以一共在《時事記》有七個惡性的循環
[00:06:38.560 --> 00:06:39.800]  但是剛才的經文
[00:06:39.800 --> 00:06:41.160]  我們讀經文的時候
[00:06:41.160 --> 00:06:42.920]  大家有沒有留意到
[00:06:42.920 --> 00:06:48.720]  神說他曾經帶領以色列人戰勝了七個不同的國家
[00:06:48.720 --> 00:06:52.360]  在《時事記》的十章十一至十二節
[00:06:52.360 --> 00:06:53.840]  但是很可惜
[00:06:53.840 --> 00:06:56.080]  戰勝了七個不同的國家
[00:06:56.080 --> 00:06:57.680]  以色列人怎樣呢?
[00:06:57.680 --> 00:07:03.240]  他拜七個不同外邦人國家的神
[00:07:03.240 --> 00:07:07.400]  《時事記》的十章六節
[00:07:07.400 --> 00:07:14.080]  難怪經文說耶和華的怒氣向以色列人發作
[00:07:14.080 --> 00:07:15.280]  你想想
[00:07:15.280 --> 00:07:18.520]  去敬拜神所擊敗敵人的神
[00:07:18.520 --> 00:07:20.840]  是不是一件很愚蠢的事?
[00:07:20.840 --> 00:07:24.120]  耶和華已經戰勝了這些敵人
[00:07:24.120 --> 00:07:25.680]  戰勝了他們的神
[00:07:25.680 --> 00:07:27.760]  你還去敬拜他們的神?
[00:07:27.760 --> 00:07:29.120]  你說是多愚蠢?
[00:07:29.120 --> 00:07:31.840]  這就是以色列人所做的
[00:07:31.840 --> 00:07:34.480]  所以神又一次差派敵人
[00:07:34.480 --> 00:07:36.280]  這次是菲利士人
[00:07:36.280 --> 00:07:40.120]  以及亞門人來攻打以色列人
[00:07:40.120 --> 00:07:44.720]  亞門人可以說是猶太人的遠親
[00:07:44.720 --> 00:07:46.720]  他是阿伯拉罕的侄子
[00:07:46.720 --> 00:07:49.360]  羅德的後人
[00:07:49.360 --> 00:07:50.560]  這些亞門人
[00:07:50.560 --> 00:07:52.280]  他們去到激烈地
[00:07:52.280 --> 00:07:54.400]  就是約旦河的東邊
[00:07:54.400 --> 00:07:56.200]  佔據了那個地方
[00:07:56.200 --> 00:07:59.160]  然後經過過約旦河
[00:07:59.160 --> 00:08:00.640]  去攻打猶太
[00:08:00.640 --> 00:08:02.280]  攻打以法連
[00:08:02.280 --> 00:08:05.080]  以及遍亞門
[00:08:05.080 --> 00:08:07.480]  所以我們都是一樣
[00:08:07.480 --> 00:08:10.040]  我們都是要小心
[00:08:10.040 --> 00:08:11.440]  我們的生命當中
[00:08:11.440 --> 00:08:15.600]  很多時神都會因為我們犯罪而管教我們
[00:08:15.600 --> 00:08:18.240]  我們亦都會向神來呼求
[00:08:18.240 --> 00:08:20.600]  會作出很多的承諾
[00:08:20.600 --> 00:08:22.160]  會答應神很多事情
[00:08:22.160 --> 00:08:24.920]  神啊!你救我吧!
[00:08:24.920 --> 00:08:26.880]  但是當神救了我們之後
[00:08:26.880 --> 00:08:29.560]  我們在舒適的生活就會怎樣?
[00:08:29.560 --> 00:08:31.040]  不記得了神
[00:08:31.040 --> 00:08:33.400]  好像以色列人一樣
[00:08:33.400 --> 00:08:36.480]  其實我說的是我自己
[00:08:36.480 --> 00:08:37.960]  我的小女兒出生的時候
[00:08:37.960 --> 00:08:40.360]  她的眼睛是有問題
[00:08:40.360 --> 00:08:41.320]  我就求神
[00:08:41.320 --> 00:08:43.080]  神啊!你幫她吧!
[00:08:43.080 --> 00:08:47.040]  我會願意一生全時間來侍奉你
[00:08:47.040 --> 00:08:49.000]  向神來承諾
[00:08:49.000 --> 00:08:50.600]  但是當神幫了我之後
[00:08:50.600 --> 00:08:51.720]  我就不記得了
[00:08:51.720 --> 00:08:53.840]  完全沒有了一回事
[00:08:53.840 --> 00:08:55.320]  過著舒適的生活
[00:08:55.320 --> 00:08:56.560]  不知道有多開心
[00:08:56.560 --> 00:08:59.680]  我生命當中有很多其他的偶像
[00:08:59.680 --> 00:09:01.400]  不是拿來拜的那種
[00:09:01.400 --> 00:09:02.440]  是我的事業
[00:09:02.440 --> 00:09:03.640]  是金錢
[00:09:03.640 --> 00:09:05.960]  是其他的東西
[00:09:05.960 --> 00:09:08.320]  但是直到十年前中風
[00:09:08.320 --> 00:09:10.240]  我開始記得
[00:09:10.240 --> 00:09:13.440]  我向神的承諾的應許
[00:09:13.440 --> 00:09:15.760]  所以我就辭掉所有的工作
[00:09:15.760 --> 00:09:19.560]  成為一個全時間的牧師
[00:09:19.560 --> 00:09:21.240]  我們都是一樣
[00:09:21.240 --> 00:09:22.880]  當我們有舒適的生活
[00:09:22.880 --> 00:09:26.080]  很多時候就會忘記了神
[00:09:26.080 --> 00:09:27.760]  所以舒適的生活
[00:09:27.760 --> 00:09:31.600]  絕對是不能培養出屬靈的生活
[00:09:31.600 --> 00:09:33.880]  時時在舒適的生活裡面
[00:09:33.880 --> 00:09:37.560]  其實是一個很危險的一件事
[00:09:37.560 --> 00:09:38.680]  在聖經裡面
[00:09:38.680 --> 00:09:41.240]  希伯來書的十二章告訴我們
[00:09:41.240 --> 00:09:42.880]  神所喜悅的兒女
[00:09:42.880 --> 00:09:45.000]  她一定會管教
[00:09:45.000 --> 00:09:46.600]  你不要告訴我
[00:09:46.600 --> 00:09:47.760]  我沒有罪
[00:09:47.760 --> 00:09:49.000]  我生命當中
[00:09:49.000 --> 00:09:50.640]  沒有東西值得神管教
[00:09:50.640 --> 00:09:55.560]  我們每個人都有值得神管教的地方
[00:09:55.560 --> 00:09:57.520]  所以我們要小心
[00:09:57.520 --> 00:09:59.000]  當神管教
[00:09:59.000 --> 00:10:02.080]  我們要懂得回到神的身邊
[00:10:02.080 --> 00:10:05.280]  不要像以色列人一樣
[00:10:05.280 --> 00:10:11.280]  這次當以色列人呼求神來救他們
[00:10:11.280 --> 00:10:14.760]  神沒有立刻派士司來救他們
[00:10:14.760 --> 00:10:19.400]  但是神派了一個使者去集備他們
[00:10:19.400 --> 00:10:23.120]  在《士司記》的十章十三至十四節
[00:10:23.120 --> 00:10:26.520]  神說:你們竟離棄我侍奉別神
[00:10:26.520 --> 00:10:28.760]  所以我不再救你們了
[00:10:28.760 --> 00:10:32.200]  你們去哀求所揀選的神
[00:10:32.200 --> 00:10:34.920]  你們遭遇急難的時候
[00:10:34.920 --> 00:10:37.480]  讓祂救你們吧
[00:10:37.480 --> 00:10:39.800]  神很幽默
[00:10:39.800 --> 00:10:43.800]  你們拜偶像為什麼來呼求我?
[00:10:43.800 --> 00:10:47.880]  叫你們拜的偶像來救你們
[00:10:47.880 --> 00:10:49.720]  偶像會來救你們的
[00:10:49.720 --> 00:10:51.640]  如果偶像是真的話
[00:10:51.640 --> 00:10:52.840]  你不要叫我
[00:10:52.840 --> 00:10:55.120]  我不會救你們
[00:10:55.120 --> 00:10:58.360]  神的指紋是會離棄神
[00:10:58.360 --> 00:11:01.240]  但是神不會離棄祂的指紋
[00:11:01.240 --> 00:11:06.160]  其實神最大被人審判的奏助
[00:11:06.160 --> 00:11:08.920]  就是任由我們為所欲為
[00:11:08.920 --> 00:11:11.160]  自生自滅
[00:11:11.160 --> 00:11:13.520]  這個在羅馬書
[00:11:13.520 --> 00:11:14.680]  在《新約》
[00:11:14.680 --> 00:11:16.040]  一章二十四
[00:11:16.040 --> 00:11:17.360]  一章二十六
[00:11:17.360 --> 00:11:19.360]  二十八節很清楚
[00:11:19.360 --> 00:11:21.640]  三次重複說什麼?
[00:11:21.640 --> 00:11:25.560]  神就任憑他們全邪癖的心
[00:11:25.560 --> 00:11:28.560]  恨那些不合理的事
[00:11:28.560 --> 00:11:31.120]  當神說:我任由你自生自滅
[00:11:31.120 --> 00:11:32.680]  我任由你為所欲為
[00:11:32.680 --> 00:11:36.600]  其實這是神給人最大的審判
[00:11:36.600 --> 00:11:40.520]  最大的奏助
[00:11:40.520 --> 00:11:42.760]  最後以色列人經文說
[00:11:42.760 --> 00:11:44.880]  他們除去他們的偶像
[00:11:44.880 --> 00:11:46.400]  來侍奉神
[00:11:46.400 --> 00:11:49.160]  並在神面前認罪說
[00:11:49.160 --> 00:11:51.400]  我們犯罪了
[00:11:51.400 --> 00:11:54.400]  任憑你隨意待我們罷
[00:11:54.400 --> 00:11:57.560]  只求你今日拯救我們
[00:11:57.560 --> 00:12:00.840]  《事實記》十章十五至十六節
[00:12:00.840 --> 00:12:03.200]  有沒有看到問題在哪裡?
[00:12:03.200 --> 00:12:05.960]  他們只是要神拯救他們
[00:12:05.960 --> 00:12:10.320]  這不是真真認罪悔改的哀求
[00:12:10.320 --> 00:12:12.760]  這只不過是他們急了
[00:12:12.760 --> 00:12:16.080]  向神說:你拯救我們吧
[00:12:16.080 --> 00:12:19.280]  以色列人之所以有希望
[00:12:19.280 --> 00:12:21.320]  不是因為他們的祈求
[00:12:21.320 --> 00:12:24.160]  甚至不是因為他們肯悔改
[00:12:24.160 --> 00:12:27.280]  完全是因為神的憐憫
[00:12:27.280 --> 00:12:29.800]  憐憫是神的屬性
[00:12:29.800 --> 00:12:32.680]  《尼希米記》九章三十一節
[00:12:32.680 --> 00:12:34.640]  說:然而你大發憐憫
[00:12:34.640 --> 00:12:37.040]  不傳言滅絕他們
[00:12:37.040 --> 00:12:38.880]  也不丟棄他們
[00:12:38.880 --> 00:12:42.520]  因為你是有恩典有憐憫的神
[00:12:42.520 --> 00:12:45.920]  在《書與詩篇》七十八篇三十八節
[00:12:45.920 --> 00:12:47.400]  但他有憐憫
[00:12:47.400 --> 00:12:49.640]  赦免他們的罪孽
[00:12:49.640 --> 00:12:51.040]  不滅絕他們
[00:12:51.040 --> 00:12:53.560]  而且屢次燒他的怒氣
[00:12:53.560 --> 00:12:56.720]  不發盡他的憤怒
[00:12:56.720 --> 00:12:58.480]  我們這位神還是怎樣?
[00:12:58.480 --> 00:13:00.080]  不單止憐憫
[00:13:00.080 --> 00:13:02.240]  當我們在苦難當中
[00:13:02.240 --> 00:13:04.840]  祂還是如同身受
[00:13:04.840 --> 00:13:07.880]  今天的《經文事實記》十章十六節
[00:13:07.880 --> 00:13:11.760]  說耶和華因以色列人受的苦難
[00:13:11.760 --> 00:13:14.160]  就心中擔憂
[00:13:14.160 --> 00:13:17.800]  神是會為我們的苦難而擔憂
[00:13:17.800 --> 00:13:20.160]  在《二塞亞書》六十三章九節
[00:13:20.160 --> 00:13:22.360]  他們在一切的苦難中
[00:13:22.360 --> 00:13:24.920]  他也同受苦難
[00:13:24.920 --> 00:13:27.800]  我們這位神就是愛我們愛到
[00:13:27.800 --> 00:13:31.240]  當我們在水深火熱當中
[00:13:31.240 --> 00:13:32.960]  祂是如同身受
[00:13:32.960 --> 00:13:36.440]  祂是憐憫我們的神
[00:13:36.440 --> 00:13:41.240]  不單止以色列人缺乏感恩
[00:13:41.240 --> 00:13:43.080]  他們缺乏服從
[00:13:43.080 --> 00:13:45.920]  他們還缺乏屬靈的領袖
[00:13:45.920 --> 00:13:49.760]  沒有人肯踏出來成為他們的領袖
[00:13:49.760 --> 00:13:52.960]  Warren Weasby曾經說過
[00:13:52.960 --> 00:13:55.920]  無論是國家還是教會
[00:13:55.920 --> 00:13:58.520]  沒有合格的領袖來帶領
[00:13:58.520 --> 00:14:01.160]  往往就是神的審判
[00:14:01.160 --> 00:14:05.280]  也是人靈命低落的證明
[00:14:05.280 --> 00:14:08.080]  當人是屬靈的時候
[00:14:08.080 --> 00:14:11.280]  聖靈會在信徒的中間工作
[00:14:11.280 --> 00:14:14.280]  神是會裝備呼召祂的僕人
[00:14:14.280 --> 00:14:17.800]  來帶領來教導祂的僕人
[00:14:17.800 --> 00:14:19.760]  但是當他們不屬靈
[00:14:19.760 --> 00:14:22.200]  就沒有這些事情發生
[00:14:22.200 --> 00:14:25.960]  美國的總統甘迺迪曾經說過
[00:14:25.960 --> 00:14:28.040]  人民是老闆
[00:14:28.040 --> 00:14:30.920]  應該得到他們所需要
[00:14:30.920 --> 00:14:34.160]  和他們所配得到的領袖
[00:14:34.160 --> 00:14:36.640]  這些就是政治的領袖
[00:14:36.640 --> 00:14:39.160]  無論是好是壞
[00:14:39.160 --> 00:14:42.040]  這句話真是一針見血
[00:14:42.040 --> 00:14:44.320]  好的子民、好人民
[00:14:44.320 --> 00:14:47.240]  就會得到好的總統來帶領他們
[00:14:47.240 --> 00:14:49.080]  但是不好的人民
[00:14:49.080 --> 00:14:54.200]  就會得到不好的總統領袖來帶領他們
[00:14:54.200 --> 00:14:57.280]  這正是現在美國的問題
[00:14:57.280 --> 00:15:00.600]  是沒有適合的人選來帶領美國
[00:15:00.600 --> 00:15:01.800]  為什麼?
[00:15:01.800 --> 00:15:03.840]  因為美國人的罪
[00:15:03.840 --> 00:15:08.240]  因為美國人離棄神
[00:15:08.240 --> 00:15:12.640]  當神的子民、馴服神、侍奉神的話
[00:15:12.640 --> 00:15:16.440]  他就差遣有恩賜的僕人來帶領
[00:15:16.440 --> 00:15:19.680]  但是當他的子民離棄神
[00:15:19.680 --> 00:15:25.520]  他就會將屬靈的領袖拿開
[00:15:25.520 --> 00:15:28.240]  剛才我們讀經的時候都見到
[00:15:28.240 --> 00:15:30.920]  經過十八年敵人的壓迫
[00:15:30.920 --> 00:15:34.480]  以色列人聚集在米斯巴這個地方
[00:15:34.480 --> 00:15:37.640]  願意來對抗他們的敵人
[00:15:37.640 --> 00:15:41.280]  《述聖經》裡面有很多個米斯巴的地方
[00:15:41.280 --> 00:15:44.520]  這個在《述基列》那裡
[00:15:44.520 --> 00:15:46.680]  他們的軍隊雖然聚集
[00:15:46.680 --> 00:15:51.400]  但是他們沒有領袖來帶領他們
[00:15:51.400 --> 00:15:53.920]  他們甚至 desperate 到
[00:15:53.920 --> 00:15:56.040]  他們的長老說
[00:15:56.040 --> 00:15:59.960]  有任何人願意站出來指揮軍隊的話
[00:15:59.960 --> 00:16:02.760]  就能夠成為全基列的首領
[00:16:02.760 --> 00:16:04.960]  這個就是他們多麼沒辦法
[00:16:04.960 --> 00:16:06.200]  多麼 desperate
[00:16:06.200 --> 00:16:08.560]  有領袖只要你站出來
[00:16:08.560 --> 00:16:11.200]  我們就擁你為我們的領袖
[00:16:11.200 --> 00:16:14.320]  擁你為我們的首領
[00:16:14.320 --> 00:16:18.680]  記不記得伊利沙當年繼承以利亞的時候
[00:16:18.680 --> 00:16:22.680]  他將以利亞的外衣在河水上擊打
[00:16:22.680 --> 00:16:27.440]  他大聲叫伊利亞的神在哪裡
[00:16:27.440 --> 00:16:30.360]  很多時候的問題不是神在哪裡
[00:16:30.360 --> 00:16:32.200]  神是沒有離開
[00:16:32.200 --> 00:16:36.560]  很多時候的問題是領袖在哪裡
[00:16:36.560 --> 00:16:39.000]  以色列人的領袖在哪裡
[00:16:39.000 --> 00:16:42.080]  以色列人的以利亞在哪裡
[00:16:42.080 --> 00:16:46.480]  士司紀時代人民的領袖在哪裡
[00:16:46.480 --> 00:16:50.360]  他們的以利亞又在哪裡
[00:16:50.360 --> 00:16:56.920]  因為這樣神就興起了三個士司
[00:16:56.920 --> 00:16:59.680]  這三個士司我剛才也說過
[00:16:59.680 --> 00:17:04.160]  都與被人厭棄的救主有連帶的關係
[00:17:04.160 --> 00:17:05.480]  很有趣
[00:17:05.480 --> 00:17:09.360]  我又說過耶佛他就是耶穌基督的御像
[00:17:09.360 --> 00:17:13.760]  祂自己是先被厭棄後得榮耀
[00:17:13.760 --> 00:17:17.280]  所以祂反映出一個厭棄的救主
[00:17:17.280 --> 00:17:19.400]  你說陀螺
[00:17:19.400 --> 00:17:23.360]  祂的名字帶出了被厭棄的救主
[00:17:23.360 --> 00:17:26.040]  亞爾是祂的時勢
[00:17:26.040 --> 00:17:27.720]  是祂當政
[00:17:27.720 --> 00:17:29.520]  是祂統治的時勢
[00:17:29.520 --> 00:17:34.760]  這個時間居然是帶出了被救贖的救主
[00:17:34.760 --> 00:17:37.280]  有人又會說我
[00:17:37.280 --> 00:17:41.440]  你經常說不要用寓意來解經
[00:17:41.440 --> 00:17:46.160]  牧師你現在是否在用寓意來解經
[00:17:46.160 --> 00:17:47.000]  不是
[00:17:47.000 --> 00:17:48.440]  我只是說
[00:17:48.440 --> 00:17:50.960]  這些是耶穌基督的御像
[00:17:50.960 --> 00:17:53.520]  聖經有很多耶穌基督的御像
[00:17:53.520 --> 00:17:55.040]  你說我不懂分辨
[00:17:55.040 --> 00:17:55.560]  不用怕
[00:17:55.560 --> 00:17:57.520]  我很快就會說一篇道
[00:17:57.520 --> 00:18:00.160]  相信士司記之後我就會說
[00:18:00.160 --> 00:18:04.160]  就是御意和御像的分別
[00:18:04.160 --> 00:18:08.400]  御意和御像的分別
[00:18:08.400 --> 00:18:11.840]  我們先說第一位的士司陀螺
[00:18:11.840 --> 00:18:15.800]  就是由祂的名字帶出被厭棄的主
[00:18:15.800 --> 00:18:16.960]  陀螺
[00:18:16.960 --> 00:18:20.520]  祂是來自以薩加部落
[00:18:20.520 --> 00:18:23.920]  經文說祂是普亞的兒子
[00:18:23.920 --> 00:18:26.360]  祂興起拯救以色列人
[00:18:26.360 --> 00:18:30.960]  祂是住在以法蓮的山地的沙密
[00:18:30.960 --> 00:18:33.560]  陀螺作以色列人的士司
[00:18:33.560 --> 00:18:36.480]  由二十三年就死了
[00:18:36.480 --> 00:18:38.600]  葬在沙密
[00:18:38.600 --> 00:18:42.440]  祂的父親的名字是普亞
[00:18:42.440 --> 00:18:44.840]  這個名字的意思就是光輝
[00:18:44.840 --> 00:18:46.680]  榮耀和輝煌
[00:18:46.680 --> 00:18:48.280]  這些意思
[00:18:48.280 --> 00:18:49.640]  祂的祖父呢
[00:18:49.640 --> 00:18:50.760]  朵多
[00:18:50.760 --> 00:18:54.920]  這個名字的意思就是被愛的那一位
[00:18:54.920 --> 00:18:58.040]  你只看名字就像耶穌基督
[00:18:58.040 --> 00:19:00.920]  耶穌基督的天父是誰
[00:19:00.920 --> 00:19:03.840]  就是榮耀光輝的那一位
[00:19:03.840 --> 00:19:09.600]  耶穌基督本身就是被愛的那一位
[00:19:09.600 --> 00:19:12.000]  這個名字很有意思
[00:19:12.000 --> 00:19:14.960]  出現在詩篇的二十二篇
[00:19:14.960 --> 00:19:18.560]  詩篇的二十二篇是甚麼詩歌
[00:19:18.560 --> 00:19:21.480]  是大衛的詩歌
[00:19:21.480 --> 00:19:26.560]  詩篇二十二篇是耶穌基督被釘十字架的預象
[00:19:26.560 --> 00:19:29.040]  被釘十字架的預言
[00:19:29.040 --> 00:19:30.320]  如果你讀出來的話
[00:19:30.320 --> 00:19:35.000]  和新約所講耶穌基督被釘十字架真是一模一樣
[00:19:35.000 --> 00:19:36.360]  這個是預言
[00:19:36.360 --> 00:19:41.080]  是大衛在主前七八多年就已經寫了出來
[00:19:41.080 --> 00:19:44.760]  經文一開始二十二章第一節
[00:19:44.760 --> 00:19:47.240]  就說我的神我的神
[00:19:47.240 --> 00:19:49.480]  為甚麼離棄我
[00:19:49.480 --> 00:19:51.400]  如果你讀馬太福音的時候
