
[00:00:00.000 --> 00:00:03.080]  各位女性姐妹 新年蒙福
[00:04:40.560 --> 00:04:42.560]  所以
[00:04:42.560 --> 00:04:44.560]  飲食是要建立
[00:04:44.560 --> 00:04:46.560]  聖靈的電
[00:04:46.560 --> 00:04:48.560]  讓他能夠更加持久
[00:04:48.560 --> 00:04:50.560]  活得更健康
[00:04:50.560 --> 00:04:52.560]  更快樂更長久
[00:04:52.560 --> 00:04:54.560]  去承載
[00:04:54.560 --> 00:04:56.560]  神在你生命裏面的使命
[00:04:56.560 --> 00:04:58.560]  所以飲食
[00:04:58.560 --> 00:05:00.560]  有些人說不怕
[00:05:00.560 --> 00:05:02.560]  今晚膽固醇藥
[00:05:02.560 --> 00:05:04.560]  多喫兩粒
[00:05:04.560 --> 00:05:06.560]  或者有新藥就行
[00:05:06.560 --> 00:05:08.560]  你用你自己的身體
[00:05:08.560 --> 00:05:10.560]  去搞
[00:05:10.560 --> 00:05:12.560]  除此之外
[00:05:12.560 --> 00:05:14.560]  飲食也要爲社會
[00:05:14.560 --> 00:05:16.560]  整個人類的存在
[00:05:16.560 --> 00:05:18.560]  來喫
[00:05:18.560 --> 00:05:20.560]  有些破壞
[00:05:20.560 --> 00:05:22.560]  生態環境的平衡
[00:05:22.560 --> 00:05:24.560]  有些令到生物鏈
[00:05:24.560 --> 00:05:26.560]  出問題
[00:05:26.560 --> 00:05:28.560]  我們有所不喫
[00:05:28.560 --> 00:05:30.560]  我記得十年前
[00:05:30.560 --> 00:05:32.560]  大概25週年
[00:05:32.560 --> 00:05:34.560]  唐慶的時候
[00:05:34.560 --> 00:05:36.560]  我們在會展
[00:05:36.560 --> 00:05:38.560]  有一個全教會的聚餐
[00:05:38.560 --> 00:05:40.560]  聚餐的時候
[00:05:40.560 --> 00:05:42.560]  有一個十幾歲的女孩
[00:05:42.560 --> 00:05:44.560]  走過來
[00:05:44.560 --> 00:05:46.560]  牧師有一個錦囊
[00:05:46.560 --> 00:05:48.560]  原來是一個麥鹹
[00:05:48.560 --> 00:05:50.560]  她說你不要喫東西的時候打開
[00:05:50.560 --> 00:05:52.560]  因爲會掃興
[00:05:52.560 --> 00:05:54.560]  你喫完飯
[00:05:54.560 --> 00:05:56.560]  纔打開
[00:05:56.560 --> 00:05:58.560]  我就遵照她的提示
[00:05:58.560 --> 00:06:00.560]  喫完飯打開
[00:06:00.560 --> 00:06:02.560]  原來裏面
[00:06:02.560 --> 00:06:06.560]  是掛着一條流眼淚的鯊魚
[00:06:06.560 --> 00:06:08.560]  鯊魚淚我們聽過
[00:06:08.560 --> 00:06:10.560]  鯊魚淚也是第一次
[00:06:10.560 --> 00:06:12.560]  跟着寫
[00:06:12.560 --> 00:06:14.560]  牧師以後教會聚餐
[00:06:14.560 --> 00:06:16.560]  可不可以不喫魚翅
[00:06:16.560 --> 00:06:18.560]  她說你看看國家地理雜誌
[00:06:18.560 --> 00:06:20.560]  看看BBC
[00:06:20.560 --> 00:06:22.560]  看看discovery channel
[00:06:22.560 --> 00:06:24.560]  裏面說到鯊魚
[00:06:24.560 --> 00:06:26.560]  被人捉了
[00:06:26.560 --> 00:06:28.560]  然後宰了魚鰭
[00:06:28.560 --> 00:06:30.560]  就扔回海里
[00:06:30.560 --> 00:06:32.560]  原來當她沒有魚鰭的時候
[00:06:32.560 --> 00:06:34.560]  鯊魚這麼惡的動物
[00:06:34.560 --> 00:06:36.560]  甚至是大白鯊
[00:06:36.560 --> 00:06:38.560]  都在海里沒辦法生存
[00:06:38.560 --> 00:06:40.560]  遊不了
[00:06:40.560 --> 00:06:42.560]  平衡不了
[00:06:42.560 --> 00:06:44.560]  會像深水炸彈那樣潛下去
[00:06:44.560 --> 00:06:46.560]  然後去到水的深處
[00:06:46.560 --> 00:06:48.560]  因爲壓力
[00:06:48.560 --> 00:06:50.560]  肺爆炸而死
[00:06:50.560 --> 00:06:52.560]  哦 我這樣才明白
[00:06:52.560 --> 00:06:54.560]  所以在我退休任期內
[00:06:54.560 --> 00:06:56.560]  教會的聚餐
[00:06:56.560 --> 00:06:58.560]  之後就沒有魚翅喫了
[00:06:58.560 --> 00:07:00.560]  只有奈勞神界
[00:07:00.560 --> 00:07:02.560]  那些魚絲
[00:07:02.560 --> 00:07:04.560]  那些粉絲
[00:07:04.560 --> 00:07:06.560]  所以呢
[00:07:06.560 --> 00:07:08.560]  我們不要因爲
[00:07:08.560 --> 00:07:10.560]  是好喫
[00:07:10.560 --> 00:07:12.560]  或者是
[00:07:12.560 --> 00:07:14.560]  時代的輕
[00:07:14.560 --> 00:07:16.560]  我們去追求美食
[00:07:16.560 --> 00:07:18.560]  不節制自己
[00:07:18.560 --> 00:07:20.560]  口舌之慾
[00:07:20.560 --> 00:07:22.560]  不要將美食
[00:07:22.560 --> 00:07:24.560]  將土福變成神
[00:07:24.560 --> 00:07:26.560]  比如說
[00:07:26.560 --> 00:07:28.560]  連沙滿很多人都有
[00:07:28.560 --> 00:07:30.560]  一道意頭菜
[00:07:30.560 --> 00:07:32.560]  這個意頭菜
[00:07:32.560 --> 00:07:34.560]  就是發財好市
[00:07:34.560 --> 00:07:36.560]  你們有沒有喫過
[00:07:36.560 --> 00:07:38.560]  有多少人家裏發財好市
[00:07:38.560 --> 00:07:40.560]  你知道我要說什麼
[00:07:40.560 --> 00:07:42.560]  所以你不敢舉手
[00:07:42.560 --> 00:07:44.560]  原來呢
[00:07:44.560 --> 00:07:46.560]  我很多年前看過一篇文章
[00:07:46.560 --> 00:07:48.560]  你喫一兩髮菜
[00:07:48.560 --> 00:07:50.560]  會令到一個球場
[00:07:50.560 --> 00:07:52.560]  這麼大的地方
[00:07:52.560 --> 00:07:54.560]  易於沙漠化
[00:07:54.560 --> 00:07:56.560]  原來
[00:07:56.560 --> 00:07:58.560]  髮菜這種東西
[00:07:58.560 --> 00:08:00.560]  是在沙漠的地方
[00:08:00.560 --> 00:08:02.560]  它就能夠
[00:08:02.560 --> 00:08:04.560]  拿着沙土
[00:08:04.560 --> 00:08:06.560]  吸收水分
[00:08:06.560 --> 00:08:08.560]  讓它氯化
[00:08:08.560 --> 00:08:10.560]  不會流失
[00:08:10.560 --> 00:08:12.560]  如果你知道這些的時候
[00:08:12.560 --> 00:08:14.560]  你可以用一些
[00:08:14.560 --> 00:08:16.560]  其他的東西
[00:08:16.560 --> 00:08:18.560]  用手污用海蔘
[00:08:18.560 --> 00:08:20.560]  或者其他的東西代替
[00:08:20.560 --> 00:08:22.560]  所以呢在今年裏面
[00:08:22.560 --> 00:08:24.560]  我覺得我們每個人
[00:08:24.560 --> 00:08:26.560]  都要在飲食上
[00:08:26.560 --> 00:08:28.560]  去操練
[00:08:28.560 --> 00:08:30.560]  爲建立一個性靈的殿
[00:08:30.560 --> 00:08:32.560]  能夠更加健康
[00:08:32.560 --> 00:08:34.560]  爲這個世界
[00:08:34.560 --> 00:08:36.560]  各樣東西更加
[00:08:36.560 --> 00:08:38.560]  得到保育
[00:08:38.560 --> 00:08:40.560]  我們有所不孝
[00:08:40.560 --> 00:08:42.560]  第二個戒律呢
[00:08:42.560 --> 00:08:44.560]  就在《以才廈書》
[00:08:44.560 --> 00:08:46.560]  《以才廈書》呢
[00:08:46.560 --> 00:08:48.560]  很多段經文
[00:08:48.560 --> 00:08:50.560]  都講到豬
[00:08:50.560 --> 00:08:52.560]  除了《律法書》
[00:08:52.560 --> 00:08:54.560]  66章是講到
[00:08:54.560 --> 00:08:56.560]  未來的復興
[00:08:56.560 --> 00:08:58.560]  但是這裏有一類的人呢
[00:08:58.560 --> 00:09:00.560]  將來不能夠
[00:09:00.560 --> 00:09:02.560]  得到神子們應該有的東西
[00:09:02.560 --> 00:09:04.560]  他和罪人一樣
[00:09:04.560 --> 00:09:06.560]  承擔一個不好的結局
[00:09:06.560 --> 00:09:08.560]  就是那些
[00:09:08.560 --> 00:09:10.560]  分別爲性
[00:09:10.560 --> 00:09:12.560]  結正自己的人
[00:09:12.560 --> 00:09:14.560]  這些人呢
[00:09:14.560 --> 00:09:16.560]  卻是跟在罪人後面
[00:09:16.560 --> 00:09:18.560]  同流合污
[00:09:18.560 --> 00:09:20.560]  暗地裏
[00:09:20.560 --> 00:09:22.560]  喫一些不乾淨的東西
[00:09:22.560 --> 00:09:24.560]  做一些不乾淨的事
[00:09:24.560 --> 00:09:26.560]  這樣的話呢
[00:09:26.560 --> 00:09:28.560]  這些的聖徒
[00:09:28.560 --> 00:09:30.560]  他的終局
[00:09:30.560 --> 00:09:32.560]  和罪人一樣
[00:09:32.560 --> 00:09:34.560]  這段經文
[00:09:34.560 --> 00:09:36.560]  很嚴肅地提醒我們
[00:09:36.560 --> 00:09:38.560]  不單止在飲食方面要聖潔
[00:09:38.560 --> 00:09:40.560]  在行爲方面要聖潔
[00:09:40.560 --> 00:09:42.560]  是怎樣呢
[00:09:42.560 --> 00:09:44.560]  你不要再有雙重人格
[00:09:44.560 --> 00:09:46.560]  你不要再
[00:09:46.560 --> 00:09:48.560]  表裏一致
[00:09:48.560 --> 00:09:50.560]  在這裏聚會
[00:09:50.560 --> 00:09:52.560]  出去
[00:09:52.560 --> 00:09:54.560]  就過一種隱蔽的生活
[00:09:54.560 --> 00:09:56.560]  這個和你的
[00:09:56.560 --> 00:09:58.560]  身份不相稱
[00:09:58.560 --> 00:10:00.560]  而且將來這一切
[00:10:00.560 --> 00:10:02.560]  在來生今生
[00:10:02.560 --> 00:10:04.560]  都要顯露出來
[00:10:04.560 --> 00:10:06.560]  很可能你已經太習慣
[00:10:06.560 --> 00:10:08.560]  沒有人將這個這麼重要的
[00:10:08.560 --> 00:10:10.560]  信息告訴你
[00:10:10.560 --> 00:10:12.560]  但我很盼望你今年
[00:10:12.560 --> 00:10:14.560]  若然能夠這樣的生活
[00:10:14.560 --> 00:10:16.560]  禁戒曖昧的行爲的話呢
[00:10:16.560 --> 00:10:18.560]  你就能夠
[00:10:18.560 --> 00:10:20.560]  得到上帝的祝福
[00:10:20.560 --> 00:10:22.560]  飲食聖潔
[00:10:22.560 --> 00:10:24.560]  生活行爲聖潔
[00:10:24.560 --> 00:10:26.560]  連敬拜的生活
[00:10:26.560 --> 00:10:28.560]  都要聖潔
[00:10:28.560 --> 00:10:30.560]  在這裏提到
[00:10:30.560 --> 00:10:32.560]  假冒爲善的人
[00:10:32.560 --> 00:10:34.560]  他那種
[00:10:34.560 --> 00:10:36.560]  敬拜
[00:10:36.560 --> 00:10:38.560]  是怎樣呢
[00:10:38.560 --> 00:10:40.560]  是不得神的喜悅的
[00:10:40.560 --> 00:10:42.560]  他一開始
[00:10:42.560 --> 00:10:44.560]  又是以冊書66章
[00:10:44.560 --> 00:10:46.560]  建制本來
[00:10:46.560 --> 00:10:48.560]  是一個極之莊嚴
[00:10:48.560 --> 00:10:50.560]  神聖
[00:10:50.560 --> 00:10:52.560]  宗教虔誠的行爲
[00:10:52.560 --> 00:10:54.560]  但是沒有心的話
[00:10:54.560 --> 00:10:56.560]  假裝出來的話
[00:10:56.560 --> 00:10:58.560]  只是做給人看的話
[00:10:58.560 --> 00:11:00.560]  就會好像
[00:11:00.560 --> 00:11:02.560]  殺人
[00:11:02.560 --> 00:11:04.560]  打斷狗的頸汗
[00:11:04.560 --> 00:11:06.560]  獻豬血
[00:11:06.560 --> 00:11:08.560]  種偶像一樣
[00:11:08.560 --> 00:11:10.560]  成爲一種蝕族的行爲
[00:11:10.560 --> 00:11:12.560]  哇 以才先知
[00:11:12.560 --> 00:11:14.560]  非常之嚴厲
[00:11:14.560 --> 00:11:16.560]  這種指責
[00:11:16.560 --> 00:11:18.560]  是表裏不一致
[00:11:18.560 --> 00:11:20.560]  不是出自由宗的
[00:11:20.560 --> 00:11:22.560]  敬拜生活
[00:11:22.560 --> 00:11:24.560]  所以每天
[00:11:24.560 --> 00:11:26.560]  你或者
[00:11:26.560 --> 00:11:28.560]  都有讀聖經
[00:11:28.560 --> 00:11:30.560]  有靈脩
[00:11:30.560 --> 00:11:32.560]  每個禮拜你都準時回到教會
[00:11:32.560 --> 00:11:34.560]  來聚會
[00:11:34.560 --> 00:11:36.560]  你要省察的不是這些行爲
[00:11:36.560 --> 00:11:38.560]  你要省察的就是
[00:11:38.560 --> 00:11:40.560]  你的內心世界
[00:11:40.560 --> 00:11:42.560]  所做的事
[00:11:42.560 --> 00:11:44.560]  是不是和這些一致
[00:11:44.560 --> 00:11:46.560]  因爲那裏經文說
[00:11:46.560 --> 00:11:48.560]  只等人選擇自己的道路
[00:11:48.560 --> 00:11:50.560]  心裏喜悅
[00:11:50.560 --> 00:11:52.560]  行可增乎的事
[00:11:52.560 --> 00:11:54.560]  是非常之不一致
[00:11:54.560 --> 00:11:56.560]  每次我們來到這個地方
[00:11:56.560 --> 00:11:58.560]  去敬拜的時候
[00:11:58.560 --> 00:12:00.560]  要省察自己的罪
[00:12:00.560 --> 00:12:02.560]  認罪悔改
[00:12:02.560 --> 00:12:04.560]  求改變
[00:12:04.560 --> 00:12:06.560]  然後我們先好憲制
[00:12:06.560 --> 00:12:08.560]  聖經說
[00:12:08.560 --> 00:12:10.560]  憂傷痛悔的靈
[00:12:10.560 --> 00:12:12.560]  絕不輕寒
[00:12:12.560 --> 00:12:14.560]  耶穌也說
[00:12:14.560 --> 00:12:16.560]  那真正拜父的
[00:12:16.560 --> 00:12:18.560]  不是在廣福堂
[00:12:18.560 --> 00:12:20.560]  也不是在某個地方的禮拜堂
[00:12:20.560 --> 00:12:22.560]  是什麼呢
[00:12:22.560 --> 00:12:24.560]  是用心靈和誠實
[00:12:24.560 --> 00:12:26.560]  敬拜他
[00:12:26.560 --> 00:12:28.560]  所以我們要禁戒
[00:12:28.560 --> 00:12:30.560]  信仰在敬拜生活上
[00:12:30.560 --> 00:12:32.560]  一種不一致的
[00:12:32.560 --> 00:12:34.560]  行爲
[00:12:34.560 --> 00:12:36.560]  第四方面
[00:12:36.560 --> 00:12:38.560]  在人際關係上
[00:12:38.560 --> 00:12:40.560]  要禁戒
[00:12:40.560 --> 00:12:42.560]  生人勿近
[00:12:42.560 --> 00:12:44.560]  這裏是
[00:12:44.560 --> 00:12:46.560]  小仙之書
[00:12:46.560 --> 00:12:48.560]  唯一的一段經文
[00:12:48.560 --> 00:12:50.560]  說到這方面
[00:12:50.560 --> 00:12:52.560]  嚴格來說
[00:12:52.560 --> 00:12:54.560]  賤豬是不屬於豬的
[00:12:54.560 --> 00:12:56.560]  不過有個豬字
[00:12:56.560 --> 00:12:58.560]  我把它掃了一堆
[00:12:58.560 --> 00:13:00.560]  都當做是豬
[00:13:00.560 --> 00:13:02.560]  賤豬和豬的不同地方
[00:13:02.560 --> 00:13:04.560]  在哪裏呢
[00:13:04.560 --> 00:13:06.560]  一般豬是能喫
[00:13:06.560 --> 00:13:08.560]  甚至可以成爲寵物
[00:13:08.560 --> 00:13:10.560]  但是賤豬
[00:13:10.560 --> 00:13:12.560]  是不能喫
[00:13:12.560 --> 00:13:14.560]  也不可以成爲寵物
[00:13:14.560 --> 00:13:16.560]  有沒有人養一隻賤豬
[00:13:16.560 --> 00:13:18.560]  夜晚蓋上一張被子
[00:13:18.560 --> 00:13:20.560]  和它睡覺
[00:13:20.560 --> 00:13:22.560]  你說有啊
[00:13:22.560 --> 00:13:24.560]  我旁邊那個就是
[00:13:24.560 --> 00:13:26.560]  我的配偶就是賤豬
[00:13:26.560 --> 00:13:28.560]  就是描寫你們的關係不和諧
[00:13:28.560 --> 00:13:30.560]  或者
[00:13:30.560 --> 00:13:32.560]  這個人是生人勿近
[00:13:32.560 --> 00:13:34.560]  賤豬是代表一些地方
[00:13:34.560 --> 00:13:36.560]  很荒蕪
[00:13:36.560 --> 00:13:38.560]  沒有人敢去的
[00:13:38.560 --> 00:13:40.560]  所以呢
[00:13:40.560 --> 00:13:42.560]  就是這些動物存在
[00:13:42.560 --> 00:13:44.560]  假如我們的人際關係
[00:13:44.560 --> 00:13:46.560]  假如我們做人
[00:13:46.560 --> 00:13:48.560]  都是這樣
[00:13:48.560 --> 00:13:50.560]  人家一見到你的臉色的時候
[00:13:50.560 --> 00:13:52.560]  就拒之於千里
[00:13:52.560 --> 00:13:54.560]  不是很喜歡和你聊天
[00:13:54.560 --> 00:13:56.560]  因爲和你聊天
[00:13:56.560 --> 00:13:58.560]  是一種不愉快的經驗
[00:13:58.560 --> 00:14:00.560]  一走過去
[00:14:00.560 --> 00:14:02.560]  就被你打幾句話
[00:14:02.560 --> 00:14:04.560]  你想想有沒有人和你做朋友
[00:14:04.560 --> 00:14:06.560]  你想想有沒有人
[00:14:06.560 --> 00:14:08.560]  在你的小組裏面敢發言呢
[00:14:08.560 --> 00:14:10.560]  沒有的
[00:14:10.560 --> 00:14:12.560]  所以呢
[00:14:12.560 --> 00:14:14.560]  我們不要成爲一隻
[00:14:14.560 --> 00:14:16.560]  拒人於千里之外
[00:14:16.560 --> 00:14:18.560]  好像賤豬
[00:14:18.560 --> 00:14:20.560]  像刺蝟
[00:14:20.560 --> 00:14:22.560]  甚至像榴蓮一樣
[00:14:22.560 --> 00:14:24.560]  在人際關係上
[00:14:24.560 --> 00:14:26.560]  我們變成一個恩怨的
[00:14:26.560 --> 00:14:28.560]  人喜歡來到
[00:14:28.560 --> 00:14:30.560]  親近你
[00:14:30.560 --> 00:14:32.560]  最後這裏就說到
[00:14:32.560 --> 00:14:34.560]  是鄰里的野豬
[00:14:34.560 --> 00:14:36.560]  會將人糟蹋
[00:14:36.560 --> 00:14:38.560]  詩篇第80篇
[00:14:38.560 --> 00:14:40.560]  前後幾篇
[00:14:40.560 --> 00:14:42.560]  都是說到
[00:14:42.560 --> 00:14:44.560]  神是怎樣
[00:14:44.560 --> 00:14:46.560]  扶起以色列
[00:14:46.560 --> 00:14:48.560]  然後因爲他犯罪
[00:14:48.560 --> 00:14:50.560]  又將他擺在
[00:14:50.560 --> 00:14:52.560]  一個糟蹋
[00:14:52.560 --> 00:14:54.560]  和拆毀的階段
[00:14:54.560 --> 00:14:56.560]  這裏提醒我們
[00:14:56.560 --> 00:14:58.560]  我們要警醒
[00:14:58.560 --> 00:15:00.560]  我們要警醒
[00:15:00.560 --> 00:15:02.560]  不要身在福中
[00:15:02.560 --> 00:15:04.560]  不知福
[00:15:04.560 --> 00:15:06.560]  不曉得感恩
[00:15:06.560 --> 00:15:08.560]  而且在恩典
[00:15:08.560 --> 00:15:10.560]  當中墮落
[00:15:10.560 --> 00:15:12.560]  如果我們這樣的話
[00:15:12.560 --> 00:15:14.560]  有一天
[00:15:14.560 --> 00:15:16.560]  神不需要繼續祝福我們
[00:15:16.560 --> 00:15:18.560]  放開我們的時候
[00:15:18.560 --> 00:15:20.560]  災禍就臨到你
[00:15:20.560 --> 00:15:22.560]  罪就伏在你的門口
[00:15:22.560 --> 00:15:24.560]  假如你不想
[00:15:24.560 --> 00:15:26.560]  落到這個下場的話
[00:15:26.560 --> 00:15:28.560]  你必須要
[00:15:28.560 --> 00:15:30.560]  不要忘記上帝在你生命
[00:15:30.560 --> 00:15:32.560]  裏面的恩典
[00:15:32.560 --> 00:15:34.560]  要常常傳感恩的心
[00:15:34.560 --> 00:15:36.560]  來領受上帝
[00:15:36.560 --> 00:15:38.560]  在生活給你經歷的事
[00:15:38.560 --> 00:15:40.560]  昨晚有一個
[00:15:40.560 --> 00:15:42.560]  癌症第四期的病人
[00:15:42.560 --> 00:15:44.560]  在這裏做見證
[00:15:44.560 --> 00:15:46.560]  這個姐妹說到
[00:15:46.560 --> 00:15:48.560]  她知道她的病之後
[00:15:48.560 --> 00:15:50.560]  從無驚慌
[00:15:50.560 --> 00:15:52.560]  甚至是安慰
[00:15:52.560 --> 00:15:54.560]  身邊的人
[00:15:54.560 --> 00:15:56.560]  不會爲了自己
[00:15:56.560 --> 00:15:58.560]  生命將會結束
[00:15:58.560 --> 00:16:00.560]  而感到難過驚慌
[00:16:00.560 --> 00:16:02.560]  而去承受
[00:16:02.560 --> 00:16:04.560]  上帝給她現時經歷的事
[00:16:04.560 --> 00:16:06.560]  就是一個知道
[00:16:06.560 --> 00:16:08.560]  她生命在
[00:16:08.560 --> 00:16:10.560]  上帝大圖畫裏面的計劃
[00:16:10.560 --> 00:16:12.560]  如果你知道
[00:16:12.560 --> 00:16:14.560]  那個遊戲最後怎麼終局
[00:16:14.560 --> 00:16:16.560]  如果你知道這個迷宮
[00:16:16.560 --> 00:16:18.560]  怎麼走出去
[00:16:18.560 --> 00:16:20.560]  如果你知道在這場戲裏
[00:16:20.560 --> 00:16:22.560]  你那個對白是什麼
[00:16:22.560 --> 00:16:24.560]  你最重要出場的
[00:16:24.560 --> 00:16:26.560]  那個眼神是什麼
[00:16:26.560 --> 00:16:28.560]  你做完之後
[00:16:28.560 --> 00:16:30.560]  你會發現在這幅大圖畫
[00:16:30.560 --> 00:16:32.560]  在這個劇本里面
[00:16:32.560 --> 00:16:34.560]  你的意義在哪裏
[00:16:34.560 --> 00:16:36.560]  信仰就是給我們
