
[00:00:00.000 --> 00:00:03.560]  上一次和大家說我們是新造的人
[00:03:06.280 --> 00:03:07.920]  耶穌基督來到這個世界
[00:03:07.920 --> 00:03:09.160]  在基督耶穌裡面
[00:03:09.160 --> 00:03:11.320]  我們就得著新造
[00:03:11.320 --> 00:03:12.520]  我們感謝神
[00:03:12.520 --> 00:03:16.600]  所以我們新造的人的目的就是要活出基督
[00:03:16.600 --> 00:03:17.640]  將基督活出來
[00:03:17.640 --> 00:03:21.560]  因為這正是我們信仰所有核心的關鍵
[00:03:21.560 --> 00:03:22.840]  最後我們看到
[00:03:22.840 --> 00:03:25.520]  舊造和新造都可以顯出上帝的榮耀
[00:03:25.520 --> 00:03:27.760]  上帝創造宇宙萬物
[00:03:27.760 --> 00:03:30.600]  就是要彰顯祂的榮耀
[00:03:30.600 --> 00:03:33.000]  但是未完全
[00:03:33.000 --> 00:03:34.680]  到新造的時候更加完全
[00:03:34.680 --> 00:03:36.480]  將祂的完全的公義
[00:03:36.480 --> 00:03:38.440]  完全的慈愛
[00:03:38.440 --> 00:03:41.800]  藉著耶穌基督這個新造來彰顯
[00:03:41.800 --> 00:03:43.880]  為著叫我們這些蒙恩的人
[00:03:43.880 --> 00:03:46.600]  將榮耀歸給上帝
[00:03:46.600 --> 00:03:48.760]  Amen
[00:03:48.760 --> 00:03:49.800]  舊造和新造
[00:03:49.800 --> 00:03:51.920]  我們希望我們這個新造的人
[00:03:51.920 --> 00:03:53.640]  配合上帝的作為
[00:03:53.640 --> 00:03:57.720]  所以我們今天繼續說
[00:03:57.720 --> 00:03:59.320]  第二講
[00:03:59.320 --> 00:04:01.360]  從舊造到新造
[00:04:01.360 --> 00:04:05.360]  我們看看原來新造和我們在今生
[00:04:05.360 --> 00:04:08.120]  有些什麼很重要的提醒呢
[00:04:08.120 --> 00:04:09.600]  都是這段經文
[00:04:09.600 --> 00:04:11.600]  特別是這段經文引出來的
[00:04:11.600 --> 00:04:14.720]  我準備下個星期跟大家說第三講
[00:04:14.720 --> 00:04:18.120]  就是新造與永生
[00:04:18.120 --> 00:04:19.680]  所以今天先說今生
[00:04:19.680 --> 00:04:21.480]  下次我們說永生
[00:04:21.480 --> 00:04:23.560]  新造和永生有沒有關係
[00:04:23.560 --> 00:04:24.880]  但是未到永生
[00:04:24.880 --> 00:04:27.080]  我們現在在今生有些什麼呢
[00:04:27.080 --> 00:04:29.120]  我們再看看這段經文
[00:04:29.120 --> 00:04:30.520]  我們看回十六、十七節
[00:04:30.520 --> 00:04:33.440]  我們請大家一起讀出
[00:04:33.440 --> 00:04:36.440]  所以我們從今以後
[00:04:36.440 --> 00:04:39.160]  不憑著外貌認人了
[00:04:39.160 --> 00:04:42.440]  雖然憑著外貌認過基督
[00:04:42.440 --> 00:04:46.000]  如今卻不再這樣認他了
[00:04:46.000 --> 00:04:48.280]  若有人在基督裡
[00:04:48.280 --> 00:04:50.440]  他就是新造的人
[00:04:50.440 --> 00:04:52.040]  舊事已過
[00:04:52.040 --> 00:04:54.880]  都變成新的了
[00:04:54.880 --> 00:04:56.160]  若有人在基督裡
[00:04:56.160 --> 00:04:58.200]  他就是新造的人
[00:04:58.200 --> 00:04:58.960]  為什麼呢
[00:04:58.960 --> 00:05:02.680]  原來以前對基督的認識
[00:05:02.680 --> 00:05:04.640]  只不過是憑外貌的
[00:05:04.640 --> 00:05:06.920]  但是現在對基督的認識
[00:05:06.920 --> 00:05:08.240]  就不是了
[00:05:08.240 --> 00:05:10.120]  過往我們可能讀過基督教學校
[00:05:10.120 --> 00:05:12.440]  讀過基督教的一些團體
[00:05:12.440 --> 00:05:16.120]  甚至我們在基督徒的家庭長大
[00:05:16.120 --> 00:05:17.480]  但是我們對耶穌基督
[00:05:17.480 --> 00:05:19.440]  可能只不過是頭腦的認識
[00:05:19.440 --> 00:05:20.640]  以為祂是一個教主
[00:05:20.640 --> 00:05:23.360]  以為祂是一個宗教的領袖
[00:05:23.360 --> 00:05:26.120]  以為祂是一個普通的老師、人物
[00:05:26.120 --> 00:05:26.880]  偉大
[00:05:26.880 --> 00:05:29.880]  不過未真正認識基督
[00:05:29.880 --> 00:05:31.160]  當我們真正認識基督
[00:05:31.160 --> 00:05:33.400]  了解原來耶穌基督是神的兒子
[00:05:33.400 --> 00:05:34.080]  是救主
[00:05:34.080 --> 00:05:35.440]  是服務的真神
[00:05:35.440 --> 00:05:37.640]  是至高萬有的上帝
[00:05:37.640 --> 00:05:39.360]  我們就有一個新的認識
[00:05:39.360 --> 00:05:40.560]  信靠祂
[00:05:40.560 --> 00:05:41.440]  敬拜祂
[00:05:41.440 --> 00:05:42.440]  跟從祂
[00:05:42.440 --> 00:05:43.320]  生命改變
[00:05:43.320 --> 00:05:44.720]  成為新造的人
[00:05:44.720 --> 00:05:47.360]  所以在基督裏面我們成為新造
[00:05:47.360 --> 00:05:49.920]  是因為我們對耶穌基督有真正的認識
[00:05:49.920 --> 00:05:54.760]  祂說從前我們只不過憑外貌認過基督
[00:05:54.760 --> 00:05:58.480]  如今卻不再這樣認祂了
[00:05:58.480 --> 00:06:02.720]  所以這兩節可以說是整段的核心
[00:06:02.720 --> 00:06:04.560]  但是當我們留意
[00:06:04.560 --> 00:06:05.960]  祂開始第十六節
[00:06:05.960 --> 00:06:07.600]  祂說:所以
[00:06:07.600 --> 00:06:08.720]  我們從今以後
[00:06:08.720 --> 00:06:10.960]  逢有「所以」
[00:06:10.960 --> 00:06:12.640]  「並且」
[00:06:12.640 --> 00:06:13.840]  「因此」
[00:06:13.840 --> 00:06:16.880]  這些我們上了《解經學》
[00:06:16.880 --> 00:06:21.760]  要留意甚麼呢?
[00:06:21.760 --> 00:06:23.040]  上文下理
[00:06:23.040 --> 00:06:25.360]  「所以」即是上面有東西說
[00:06:25.360 --> 00:06:27.680]  所以原來這段經文還未完
[00:06:27.680 --> 00:06:30.080]  整章一到二十一節
[00:06:30.080 --> 00:06:33.600]  原來頭十五節跟這兩節是有關係的
[00:06:33.600 --> 00:06:35.760]  所以引下來「所以」
[00:06:35.760 --> 00:06:37.840]  然後十七節之後
[00:06:37.840 --> 00:06:39.840]  再帶出未講完的東西
[00:06:39.840 --> 00:06:41.760]  所以整章經文
[00:06:41.760 --> 00:06:45.840]  可以說這兩節是貫穿了上下文的
[00:06:45.840 --> 00:06:47.280]  所以我們留意到
[00:06:47.280 --> 00:06:50.160]  這裏是一個觀念的改變
[00:06:50.160 --> 00:06:52.880]  整章都是在講觀念的更新改變
[00:06:52.880 --> 00:06:54.320]  所以新年真是好了
[00:06:54.320 --> 00:06:56.320]  讓我們更新我們的觀念
[00:06:56.320 --> 00:06:58.400]  我們是新造的人
[00:06:58.400 --> 00:06:59.600]  我們是新造的人
[00:06:59.600 --> 00:07:00.480]  觀念改變
[00:07:00.480 --> 00:07:03.360]  第一個改變就是對基督的觀念改變
[00:07:03.360 --> 00:07:04.880]  所以在這裏祂說
[00:07:04.880 --> 00:07:08.160]  從前認過基督的憑外貌認人的
[00:07:08.160 --> 00:07:09.440]  現在不同了
[00:07:09.440 --> 00:07:12.320]  祂的觀念改變了
[00:07:12.320 --> 00:07:13.840]  所以今天跟大家來思想
[00:07:13.840 --> 00:07:15.840]  就是我們今生的人生觀
[00:07:15.840 --> 00:07:17.760]  我們很多方面的價值觀
[00:07:17.760 --> 00:07:19.760]  我們對這個世界的世界觀
[00:07:19.760 --> 00:07:21.760]  因為新造的緣故
[00:07:21.760 --> 00:07:23.120]  我們都更新了
[00:07:23.120 --> 00:07:25.680]  求主再一次幫助我們在新一年
[00:07:25.680 --> 00:07:26.960]  更新我們的觀念
[00:07:26.960 --> 00:07:29.680]  再一次來認定我們新造的身份
[00:07:29.680 --> 00:07:30.960]  配合上帝的工作
[00:07:30.960 --> 00:07:32.960]  使我們的人生真正的
[00:07:32.960 --> 00:07:38.000]  成為一個活出基督的一個人生
[00:07:38.000 --> 00:07:39.600]  所以第一個觀念我們看到
[00:07:39.600 --> 00:07:43.040]  新造的人有新的苦難和死亡觀
[00:07:43.040 --> 00:07:44.800]  這個從第一節開始的
[00:07:44.800 --> 00:07:46.080]  我們來讀讀這幾個經文好嗎
[00:07:46.080 --> 00:07:50.000]  請大家跟我一起讀出這幾個經文
[00:07:50.000 --> 00:07:52.320]  留意當中的重點
[00:07:52.320 --> 00:07:53.200]  請讀
[00:07:53.200 --> 00:07:54.800]  我們原知道
[00:07:54.800 --> 00:07:57.120]  我們這地上的帳篷
[00:07:57.120 --> 00:07:58.560]  若拆毀了
[00:07:58.560 --> 00:08:00.560]  必得上帝所做
[00:08:00.560 --> 00:08:02.560]  不是人手所做
[00:08:02.560 --> 00:08:05.840]  在天上永存的房屋
[00:08:05.840 --> 00:08:09.200]  我們在這帳篷裏嘆息
[00:08:09.200 --> 00:08:12.960]  心想得那從天上來的房屋
[00:08:12.960 --> 00:08:14.960]  好像穿上衣服
[00:08:14.960 --> 00:08:18.720]  這個觀念就是講到苦難和死亡
[00:08:18.720 --> 00:08:19.280]  為什麼呢
[00:08:19.280 --> 00:08:22.880]  因為他告訴我們地上的帳篷
[00:08:22.880 --> 00:08:24.800]  然後講到天上永存的房屋
[00:08:24.800 --> 00:08:26.480]  這個很大對比
[00:08:26.480 --> 00:08:28.720]  地上這個暫時的身體
[00:08:28.720 --> 00:08:30.720]  和天上永恆我們的歸宿
[00:08:30.720 --> 00:08:32.320]  和真正的我們
[00:08:32.320 --> 00:08:36.080]  他說我們這個帳篷在地上的時候會怎樣
[00:08:36.080 --> 00:08:37.520]  嘆息
[00:08:37.520 --> 00:08:41.120]  很多的苦難、痛苦、自嘆、自憐
[00:08:41.120 --> 00:08:43.280]  人生充滿很多嘆息
[00:08:43.280 --> 00:08:46.720]  我們心想能夠得著天上來的房屋
[00:08:46.720 --> 00:08:48.160]  好像穿上衣服
[00:08:48.160 --> 00:08:49.600]  第三節一起讀
[00:08:49.600 --> 00:08:52.640]  倘若穿上被遇見的時候
[00:08:52.640 --> 00:08:55.040]  就不自赤身了
[00:08:55.040 --> 00:08:59.760]  我們在這帳篷裏嘆息勞苦
[00:08:59.760 --> 00:09:04.880]  並非願意脫下這個乃是願意穿上那個
[00:09:04.880 --> 00:09:09.040]  好叫這必死的被生命吞滅了
[00:09:09.040 --> 00:09:12.800]  為此培植我們的就是上帝
[00:09:12.800 --> 00:09:16.400]  他又賜給我們聖靈作憑據
[00:09:16.400 --> 00:09:18.000]  所以原來聖靈幫助我們
[00:09:18.000 --> 00:09:20.640]  在這些嘆息勞苦當中有新的發覺
[00:09:20.640 --> 00:09:23.520]  就是知道原來我們要穿上那個
[00:09:23.520 --> 00:09:27.120]  這個必死的生命總有一天結束
[00:09:27.120 --> 00:09:29.600]  上帝要透過我們人生培植我們
[00:09:29.600 --> 00:09:32.000]  透過苦難甚至死亡
[00:09:32.000 --> 00:09:34.560]  幫助我們有永恆活潑的拍檔
[00:09:34.560 --> 00:09:36.160]  這是聖靈給我們的憑據
[00:09:36.160 --> 00:09:37.680]  第六節請讀
[00:09:37.680 --> 00:09:41.120]  所以我們是常坦然無懼
[00:09:41.120 --> 00:09:45.840]  並且曉得我們住在身內便與主相利
[00:09:45.840 --> 00:09:49.600]  因我們行事為人是憑著信心
[00:09:49.600 --> 00:09:51.680]  不是憑著眼見
[00:09:51.680 --> 00:09:54.080]  我們坦然無懼
[00:09:54.080 --> 00:10:00.240]  是更願意離開身體與主同住
[00:10:00.240 --> 00:10:02.160]  所以這個觀念是一個
[00:10:02.160 --> 00:10:05.120]  面對我們人生有嘆息勞苦
[00:10:05.120 --> 00:10:06.880]  這些是苦難
[00:10:06.880 --> 00:10:10.640]  面對我們人生會有一天死亡
[00:10:10.640 --> 00:10:13.040]  這個舊的身體沒有過去
[00:10:13.040 --> 00:10:14.960]  然後更新改變
[00:10:14.960 --> 00:10:17.520]  知道我們有一個對死亡
[00:10:17.520 --> 00:10:23.040]  對受苦的人生有一個新的觀念
[00:10:23.040 --> 00:10:24.720]  這個新的觀念是因為我們知道
[00:10:24.720 --> 00:10:27.680]  原來我們現在住在身內
[00:10:27.680 --> 00:10:30.080]  其實還未真正見到主
[00:10:30.080 --> 00:10:32.160]  這就是與主相利的意思
[00:10:32.160 --> 00:10:34.000]  但有一天我們要在天上
[00:10:34.000 --> 00:10:35.120]  永存的房屋的時候
[00:10:35.120 --> 00:10:38.960]  我們要與主面對面相見
[00:10:38.960 --> 00:10:41.120]  哎呀 太好了
[00:10:41.120 --> 00:10:44.240]  所以原來這樣幫助我們了解
[00:10:44.240 --> 00:10:45.920]  我們人生觀
[00:10:45.920 --> 00:10:49.200]  我們對於苦難和死亡的觀念
[00:10:49.200 --> 00:10:51.840]  有一個因為我們是新造的人
[00:10:51.840 --> 00:10:55.920]  有一個完全不同的更新的了解
[00:10:55.920 --> 00:10:57.520]  我們人生嘆息勞苦
[00:10:57.520 --> 00:11:00.000]  這個不單止在《哥林多後書》也有說
[00:11:00.000 --> 00:11:02.080]  在《羅馬書》第八章也有說
[00:11:02.080 --> 00:11:04.160]  萬物其實都是嘆息勞苦的
[00:11:04.160 --> 00:11:06.560]  因為在罪的克制下
[00:11:06.560 --> 00:11:08.640]  我們等候釋放的
[00:11:08.640 --> 00:11:13.280]  就是主再來在天上與主同在的日子
[00:11:13.280 --> 00:11:18.720]  苦難和死亡是人生無法逃避的
[00:11:18.720 --> 00:11:20.560]  每一個人都會面對
[00:11:20.560 --> 00:11:23.760]  在人生在人世當中都會有
[00:11:23.760 --> 00:11:26.240]  問題就是我們未信主的時候
[00:11:26.240 --> 00:11:28.080]  或者未認識神的時候
[00:11:28.080 --> 00:11:30.880]  我們只不過是沒有盼望的
[00:11:30.880 --> 00:11:33.360]  認為那個是絕路的
[00:11:33.360 --> 00:11:34.640]  是這樣的
[00:11:34.640 --> 00:11:37.280]  所以中國人說人死了怎麼辦
[00:11:37.280 --> 00:11:38.480]  那就如燈滅了
[00:11:38.480 --> 00:11:39.760]  沒有了
[00:11:39.760 --> 00:11:44.000]  其實甚至有些人是逃避去想死亡
[00:11:44.000 --> 00:11:45.520]  雖然知道是真的
[00:11:45.520 --> 00:11:47.440]  雖然知道必定會有的
[00:11:47.440 --> 00:11:49.760]  但卻是不去想它
[00:11:49.760 --> 00:11:50.560]  為什麼呢?
[00:11:50.560 --> 00:11:51.760]  因為怕了它
[00:11:51.760 --> 00:11:52.560]  不去想它
[00:11:52.560 --> 00:11:53.760]  逃避它
[00:11:53.760 --> 00:11:56.000]  所以新年的時候
[00:11:56.000 --> 00:11:58.080]  千萬不要說什麼
[00:11:58.080 --> 00:12:01.040]  哎呀 死了
[00:12:01.040 --> 00:12:03.600]  這些很多因為迷信的觀念
[00:12:03.600 --> 00:12:05.360]  其實背後的原因
[00:12:05.360 --> 00:12:08.560]  是因為我們很怕去面對
[00:12:08.560 --> 00:12:11.760]  因為沒有辦法去能夠解決
[00:12:11.760 --> 00:12:12.640]  一定會有死
[00:12:12.640 --> 00:12:13.600]  不如不要想了
[00:12:13.600 --> 00:12:17.680]  秦始皇說找些長生不老的獄
[00:12:17.680 --> 00:12:19.760]  這個是人的痛苦
[00:12:19.760 --> 00:12:22.800]  所以我們將死的東西改了
[00:12:22.800 --> 00:12:25.040]  叫受官 受醫
[00:12:25.040 --> 00:12:27.600]  不要說什麼死人三
[00:12:27.600 --> 00:12:29.440]  那些那麼難看
[00:12:29.440 --> 00:12:34.640]  因為死亡沒有辦法能夠去突破解決
[00:12:34.640 --> 00:12:36.480]  但原來我們知道
[00:12:36.480 --> 00:12:38.240]  這個人世間的苦難
[00:12:38.240 --> 00:12:40.160]  死亡只不過是暫時的
[00:12:40.160 --> 00:12:42.640]  當我們在基督裡面有了新的盼望的時候
[00:12:42.640 --> 00:12:43.840]  就沒有絕路了
[00:12:43.840 --> 00:12:45.600]  我們知道有一個新的盼望
[00:12:45.600 --> 00:12:47.040]  原來這個告訴我們
[00:12:47.040 --> 00:12:50.720]  我們在地上的只不過是一個帳棚
[00:12:50.720 --> 00:12:51.520]  帳棚
[00:12:51.520 --> 00:12:53.520]  大家有沒有住過帳棚
[00:12:53.520 --> 00:12:55.040]  就是那些Tent
[00:12:55.040 --> 00:12:56.160]  有沒有住過帳棚
[00:12:56.160 --> 00:13:00.080]  當然在舊約和新約時代
[00:13:00.080 --> 00:13:02.480]  他們仍然是很多時候住帳棚
[00:13:02.480 --> 00:13:04.400]  本來積帳棚為生
[00:13:04.400 --> 00:13:06.640]  所以還有很多帳棚
[00:13:06.640 --> 00:13:08.800]  因為他們沒有石屎樓
[00:13:08.800 --> 00:13:10.560]  最多有磚屋
[00:13:10.560 --> 00:13:12.080]  到新約的時候
[00:13:12.080 --> 00:13:14.480]  但是帳棚就很能夠了解
[00:13:14.480 --> 00:13:20.000]  他們住的地方是一個暫時的地方
[00:13:20.000 --> 00:13:21.520]  有沒有住過帳棚
[00:13:21.520 --> 00:13:22.320]  有
[00:13:22.320 --> 00:13:28.080]  有沒有去露營
[00:13:28.080 --> 00:13:29.120]  住帳棚
[00:13:29.120 --> 00:13:30.800]  眼盲營
[00:13:30.800 --> 00:13:32.800]  真是不容易
[00:13:32.800 --> 00:13:34.720]  去短孫的時候
[00:13:34.720 --> 00:13:35.920]  我們有時候住了帳棚
[00:13:35.920 --> 00:13:37.200]  我還記得
[00:13:37.200 --> 00:13:39.200]  住在一個Tent裡面
[00:13:39.200 --> 00:13:42.000]  有沒有人長期住帳棚
[00:13:42.000 --> 00:13:44.880]  你們有沒有長期住帳棚
[00:13:44.880 --> 00:13:47.440]  有沒有
[00:13:47.440 --> 00:13:50.800]  如果有的就是無家可歸的那些
[00:13:50.800 --> 00:13:52.160]  那些沒有了
[00:13:52.160 --> 00:13:53.680]  主要是給我們一個房子
[00:13:53.680 --> 00:13:55.280]  我們明白到什麼叫帳棚
[00:13:55.280 --> 00:13:57.840]  什麼叫真正的房屋
[00:13:57.840 --> 00:13:59.440]  原來我們在地上的帳棚
[00:13:59.440 --> 00:14:00.880]  有一天都要拆掉的
[00:14:00.880 --> 00:14:03.520]  因為這個不是我們永存的房屋
[00:14:03.520 --> 00:14:05.680]  有一天都會過去的
[00:14:05.680 --> 00:14:06.480]  拆掉的
[00:14:06.480 --> 00:14:09.120]  所以這個是一個暫時性的
[00:14:09.120 --> 00:14:11.680]  這個觀念幫助我們
[00:14:11.680 --> 00:14:13.360]  在嘆息勞苦的時候
[00:14:13.360 --> 00:14:15.200]  仍然有忍耐
[00:14:15.200 --> 00:14:17.360]  在苦難試煉當中的時候
[00:14:17.360 --> 00:14:18.320]  我們知道
[00:14:18.320 --> 00:14:20.480]  在聖經裡面說
[00:14:20.480 --> 00:14:24.080]  你們暫受苦難之後
[00:14:24.080 --> 00:14:26.480]  對於未信主的人
[00:14:26.480 --> 00:14:27.840]  我們可能覺得
[00:14:27.840 --> 00:14:29.360]  人生很痛苦
[00:14:29.360 --> 00:14:30.000]  絕路
[00:14:30.000 --> 00:14:31.040]  死亡
[00:14:31.040 --> 00:14:32.800]  沒有辦法解決
[00:14:32.800 --> 00:14:34.400]  但是對於新做的人
[00:14:34.400 --> 00:14:36.080]  我們觀念不同了
[00:14:36.080 --> 00:14:37.760]  我們知道這些苦難
[00:14:37.760 --> 00:14:39.200]  原來是神透過這些
[00:14:39.200 --> 00:14:42.720]  來幫助我們更加親近他
[00:14:42.720 --> 00:14:44.080]  苦難
[00:14:44.080 --> 00:14:46.160]  我們每個人都不希望有
[00:14:46.160 --> 00:14:47.280]  死亡也不是
[00:14:47.280 --> 00:14:49.600]  基督徒很喜歡死
[00:14:49.600 --> 00:14:51.040]  我們在安息禮拜的時候
[00:14:51.040 --> 00:14:53.280]  仍然去懷念別人
[00:14:53.280 --> 00:14:55.520]  仍然都有眼淚
[00:14:55.520 --> 00:14:57.440]  但是我們不是絕望
[00:14:57.440 --> 00:15:02.880]  我們不故意說要讚揚死亡
[00:15:02.880 --> 00:15:04.320]  我們愛慕生命
[00:15:04.320 --> 00:15:06.480]  但是我們不懼怕死亡
[00:15:06.480 --> 00:15:09.040]  因為我們有永生的把握
[00:15:09.040 --> 00:15:12.640]  這是一個很特別的分別
[00:15:12.640 --> 00:15:13.680]  我們感謝主
[00:15:13.680 --> 00:15:16.240]  因為我們知道這些都是暫時的
[00:15:16.240 --> 00:15:18.080]  神透過這些苦難
[00:15:18.080 --> 00:15:21.120]  幫助我們磨煉出一個更加
[00:15:21.120 --> 00:15:23.360]  有背十字架
[00:15:23.360 --> 00:15:24.880]  跟隨基督的生命
[00:15:24.880 --> 00:15:27.440]  就好像耶穌基督親自擔當苦難
[00:15:27.440 --> 00:15:29.440]  然後成就救恩
[00:15:29.440 --> 00:15:34.080]  我們面對有限的人生
[00:15:34.080 --> 00:15:35.600]  我們知道有一天
[00:15:35.600 --> 00:15:36.720]  再沒有死亡
[00:15:36.720 --> 00:15:37.680]  再沒有眼淚
[00:15:37.680 --> 00:15:38.880]  再沒有哀哭
[00:15:38.880 --> 00:15:41.360]  疾病和疼痛
[00:15:41.360 --> 00:15:44.240]  這就是信耶穌
[00:15:44.240 --> 00:15:47.520]  做基督徒這麼寶貴的生命
[00:15:47.520 --> 00:15:49.360]  因為我們是新造的人
[00:15:49.360 --> 00:15:51.600]  我們有觀念的更新
[00:15:51.600 --> 00:15:52.720]  你相信嗎?
[00:15:52.720 --> 00:15:54.720]  這裡說要憑信心
[00:15:54.720 --> 00:15:56.400]  不是憑眼見
[00:15:56.400 --> 00:15:57.360]  看不看得到?
[00:15:57.360 --> 00:15:58.960]  那個永存的縫在天上
[00:15:58.960 --> 00:16:00.480]  看不看得到?
[00:16:00.480 --> 00:16:01.440]  有沒有人看得到?
[00:16:01.440 --> 00:16:02.720]  還沒看得到是吧?
[00:16:02.720 --> 00:16:05.440]  但是用信心的眼睛就可以看得到
[00:16:05.440 --> 00:16:07.120]  我們相信神的話語
[00:16:07.120 --> 00:16:09.280]  有聖靈成為我們的憑據
[00:16:09.280 --> 00:16:10.880]  當一個人真正信耶穌的時候
[00:16:10.880 --> 00:16:13.120]  他有這個好像開了信心的眼睛
[00:16:13.120 --> 00:16:16.320]  看見天上永恆的英雄一樣
[00:16:16.320 --> 00:16:18.080]  所以我們是憑信心
[00:16:18.080 --> 00:16:20.400]  不是憑眼見看得到
[00:16:20.400 --> 00:16:21.520]  有一個比喻
[00:16:21.520 --> 00:16:23.040]  很難講明什麼叫憑信心
[00:16:23.040 --> 00:16:23.920]  不憑眼見
[00:16:23.920 --> 00:16:25.520]  不過其實是真實的
[00:16:25.520 --> 00:16:26.960]  看不看得到?
[00:16:26.960 --> 00:16:28.560]  有一個比喻
[00:16:28.560 --> 00:16:30.160]  有一個人懷孕
[00:16:30.160 --> 00:16:33.760]  他有一個龍鳳胎在裡面
[00:16:33.760 --> 00:16:36.560]  我們將鏡頭放進媽媽的肚腹裡面
