
[00:00:00.000 --> 00:00:02.900]  有一套電影是這樣的
[00:02:56.300 --> 00:02:58.940]  拿著信德當作藤牌
[00:02:58.940 --> 00:03:02.400]  又或者信心的盾牌
[00:03:02.400 --> 00:03:04.140]  今天
[00:03:04.140 --> 00:03:09.300]  我們想明白的這一件武器
[00:03:09.300 --> 00:03:12.420]  全副軍裝的其中
[00:03:12.420 --> 00:03:17.460]  不可或缺的六件武器之一
[00:03:17.460 --> 00:03:23.340]  就是戴上救恩的頭盔
[00:03:23.340 --> 00:03:25.740]  我們要留意
[00:03:25.740 --> 00:03:27.140]  在第十六節這裡
[00:03:27.140 --> 00:03:29.620]  「此外」這兩個字
[00:03:29.620 --> 00:03:31.660]  它特別有意思
[00:03:31.660 --> 00:03:33.420]  是說出了
[00:03:33.420 --> 00:03:37.340]  前面所說的三樣裝備是一類
[00:03:37.340 --> 00:03:39.340]  接著再說的
[00:03:39.340 --> 00:03:42.180]  那三類又是另一類
[00:03:42.180 --> 00:03:43.460]  前面三樣
[00:03:43.460 --> 00:03:47.140]  即是帶子、護心鏡和鞋
[00:03:47.140 --> 00:03:49.820]  是貼身的穿著
[00:03:49.820 --> 00:03:54.340]  而且是作長時間準備而穿著的
[00:03:54.340 --> 00:03:56.300]  後面三樣
[00:03:56.300 --> 00:03:58.940]  就是採取行動的時候拿起
[00:03:58.940 --> 00:04:01.740]  或者是戴上去的
[00:04:01.740 --> 00:04:03.420]  當戰況平靜
[00:04:03.420 --> 00:04:05.700]  士兵會稍作休息
[00:04:05.700 --> 00:04:11.260]  但是不會脫下帶子、護心鏡和鞋
[00:04:11.260 --> 00:04:14.500]  來一旦戰事開始一觸即發
[00:04:14.500 --> 00:04:21.980]  隨即拿起藤牌、頭盔和寶劍出去戰鬥
[00:04:21.980 --> 00:04:23.980]  真理的認識
[00:04:23.980 --> 00:04:25.860]  公義的性情
[00:04:25.860 --> 00:04:27.940]  福音的腳蹤
[00:04:27.940 --> 00:04:30.260]  信心的生活
[00:04:30.260 --> 00:04:32.100]  救恩的把握
[00:04:32.100 --> 00:04:34.460]  這些保護性的軍裝
[00:04:34.460 --> 00:04:37.500]  都是在日常生活之中操練出來的
[00:04:37.500 --> 00:04:39.740]  屬靈品格
[00:04:39.740 --> 00:04:42.780]  這些品格是保護我們
[00:04:42.780 --> 00:04:46.860]  不受那惡者的傷害的
[00:04:46.860 --> 00:04:50.220]  我們熟悉的頭腦必須要被拯救
[00:04:50.220 --> 00:04:57.460]  我們不敢用自己的聰明、才智、手段、方法
[00:04:57.460 --> 00:05:00.940]  而只是單一的以神的心意為心意
[00:05:00.940 --> 00:05:07.380]  才能夠抵擋魔鬼的攻擊
[00:05:07.380 --> 00:05:10.420]  帶上救恩的頭盔
[00:05:10.420 --> 00:05:18.260]  才能夠保障元首基督在我們身上的絕對主權
[00:05:18.260 --> 00:05:25.620]  不被侵佔、不被掠奪
[00:05:25.620 --> 00:05:29.820]  聖經上是說全副的軍裝
[00:05:29.820 --> 00:05:33.700]  因此我們不能夠裝備不齊
[00:05:33.700 --> 00:05:36.980]  免得罪惡就在那個弱點之中
[00:05:36.980 --> 00:05:39.300]  乘虛而入
[00:05:39.300 --> 00:05:43.900]  巨人哥尼亞雖然身穿全副的軍裝
[00:05:43.900 --> 00:05:51.860]  包括鋼盔、肩甲、盔甲、護身牌
[00:05:51.860 --> 00:05:56.900]  但是他的前額是暴露著的
[00:05:56.900 --> 00:06:00.420]  他可能對身材矮小的大衛
[00:06:00.420 --> 00:06:03.180]  投出了不屑一顧的神色
[00:06:03.180 --> 00:06:10.100]  大衛手中的那顆小石就掉向巨人的前額
[00:06:10.100 --> 00:06:14.740]  就是暴露著的一個小小的部位上
[00:06:14.740 --> 00:06:18.220]  這一顆發揮了足夠的功效
[00:06:18.220 --> 00:06:22.460]  使巨人應聲倒地
[00:06:22.460 --> 00:06:27.500]  帶上救恩的頭盔很重要
[00:06:27.500 --> 00:06:31.220]  它不是普普通通的一個頭盔
[00:06:31.220 --> 00:06:37.980]  更不是現在時下的下排輕輕的潮雨
[00:06:37.980 --> 00:06:43.140]  救恩的頭盔是一件關鍵的軍事裝備
[00:06:43.140 --> 00:06:47.660]  無論士兵的身體得到多麼嚴密的保護
[00:06:47.660 --> 00:06:50.700]  如果他的頭沒有被遮蓋
[00:06:50.700 --> 00:06:54.420]  他倖存的機會是非常微小的
[00:06:54.420 --> 00:06:58.060]  士兵是必須要戴頭盔的
[00:06:58.060 --> 00:07:03.660]  在中國中央電視一個節目叫做「軍情時間到」
[00:07:03.660 --> 00:07:06.980]  裡面其中一集講到頭盔的故事
[00:07:06.980 --> 00:07:12.580]  很到肉的解釋過頭盔的這件武器
[00:07:12.580 --> 00:07:16.460]  他說 頭盔是生命
[00:07:16.460 --> 00:07:19.620]  它緊貼著戰士的頭顱
[00:07:19.620 --> 00:07:21.980]  頭盔是意志
[00:07:21.980 --> 00:07:25.900]  它檢驗著戰場的力度
[00:07:25.900 --> 00:07:27.780]  頭盔是軍威
[00:07:27.780 --> 00:07:32.060]  它標誌著士兵的風度
[00:07:32.060 --> 00:07:34.620]  頭盔是象徵
[00:07:34.620 --> 00:07:38.700]  它飽含著歷史的濃度
[00:07:38.700 --> 00:07:46.380]  換句話說 頭盔是人生
[00:07:46.380 --> 00:07:48.580]  無論古今中外的士兵
[00:07:48.580 --> 00:07:51.700]  都是要戴上頭盔作戰的
[00:07:51.700 --> 00:07:55.820]  其他兵器可能會被淘汰被更換
[00:07:55.820 --> 00:07:59.780]  但是頭盔是不會被淘汰
[00:07:59.780 --> 00:08:03.660]  古代戰士的頭盔也像現在的一樣
[00:08:03.660 --> 00:08:07.660]  很多都是用金屬打成的
[00:08:07.660 --> 00:08:12.340]  承經之中 哥里亞和蘇羅王就有戴頭盔
[00:08:12.340 --> 00:08:15.940]  而歷代之下和耶利米書更加暗示
[00:08:15.940 --> 00:08:21.460]  希伯來士兵是以這樣作為正常的裝備
[00:08:21.460 --> 00:08:23.660]  到了萊馬時代
[00:08:23.660 --> 00:08:26.900]  士兵戴的頭盔是用鐵打成的
[00:08:26.900 --> 00:08:29.540]  也有用皮革製成的
[00:08:29.540 --> 00:08:32.700]  有些還有羽毛作為裝飾
[00:08:32.700 --> 00:08:35.420]  因此保羅的這個比喻
[00:08:35.420 --> 00:08:40.300]  也是令人很容易明白的
[00:08:40.300 --> 00:08:43.940]  頭盔 它保護我們的頭
[00:08:43.940 --> 00:08:48.660]  因此當戴上頭盔 綁緊繩子之後
[00:08:48.660 --> 00:08:53.660]  很多時候 又只是露出了一雙眼睛
[00:08:53.660 --> 00:08:56.660]  又或者鼻子和嘴
[00:08:56.660 --> 00:08:59.900]  在高度戒備和保護之下
[00:08:59.900 --> 00:09:05.100]  頭盔除了阻擋了上次我們所說
[00:09:05.100 --> 00:09:09.060]  敵人的箭和火箭之外
[00:09:09.060 --> 00:09:12.940]  最重要的是抵擋對方的劍
[00:09:12.940 --> 00:09:17.940]  而這些劍雖然沒有揚過那把原鐵劍那麼重
[00:09:17.940 --> 00:09:20.380]  但是金屬的大劍
[00:09:20.380 --> 00:09:24.540]  是當時羅馬士兵最常用的軍備之一
[00:09:24.540 --> 00:09:31.300]  目標是對準 襲擊對方的頭顱
[00:09:31.300 --> 00:09:34.500]  頭是我們的思想所在
[00:09:34.500 --> 00:09:37.380]  是非常重要的部份
[00:09:37.380 --> 00:09:40.420]  頭往往也都代表領導的地位
[00:09:40.420 --> 00:09:44.860]  所以耶穌基督是教會的頭
[00:09:44.860 --> 00:09:50.140]  思想操縱影響我們整個生命
[00:09:50.140 --> 00:09:53.780]  思想是怎樣 我們的行為 操守
[00:09:53.780 --> 00:09:56.500]  也都會跟著是怎樣
[00:09:56.500 --> 00:10:04.900]  所以我們要用救恩的頭盔來保護我們的頭
[00:10:04.900 --> 00:10:09.060]  撒旦的目的不是像血滴子那樣
[00:10:09.060 --> 00:10:11.460]  要我們的頭顱
[00:10:11.460 --> 00:10:14.860]  撒旦他要的是我們的思想
[00:10:14.860 --> 00:10:17.780]  不單止傷害我們自己
[00:10:17.780 --> 00:10:22.340]  還可以污染整個世界
[00:10:22.340 --> 00:10:26.700]  這個就是自從始祖亞當犯罪以後
[00:10:26.700 --> 00:10:30.140]  罪就從一個人進入了世界
[00:10:30.140 --> 00:10:35.060]  而世界在神面前一直的敗壞
[00:10:35.060 --> 00:10:37.540]  世人終日所思想的
[00:10:37.540 --> 00:10:41.780]  盡都是罪都是惡
[00:10:41.780 --> 00:10:44.780]  人到神面前最大的難阻
[00:10:44.780 --> 00:10:50.980]  就是人自己的知識學問以及計謀經驗
[00:10:50.980 --> 00:10:52.900]  這些出於頭腦的東西
[00:10:52.900 --> 00:10:55.780]  都極需要神的拯救
[00:10:55.780 --> 00:11:00.380]  靠主耶穌的保血救贖
[00:11:00.380 --> 00:11:03.700]  我們要做基督的徵兵
[00:11:03.700 --> 00:11:08.220]  頭腦要備受對付
[00:11:08.220 --> 00:11:12.900]  不要單單的依靠自己的頭腦來思考
[00:11:12.900 --> 00:11:19.380]  分析、判斷、支配我們的工作和生活
[00:11:19.380 --> 00:11:23.100]  最主要的是要仰望神的恩典
[00:11:23.100 --> 00:11:28.340]  依靠救主的救恩做頭盔大上
[00:11:28.340 --> 00:11:33.380]  才能夠為主作戰
[00:11:33.380 --> 00:11:37.820]  撒旦很喜歡進入人的思想世界
[00:11:37.820 --> 00:11:43.060]  播種惡念固然是罪大惡極
[00:11:43.060 --> 00:11:44.820]  正如我時時禱告
[00:11:44.820 --> 00:11:47.500]  不是靠自己而是靠著主
[00:11:47.500 --> 00:11:51.700]  靠著主的話語去勝過罪惡
[00:11:51.700 --> 00:11:54.540]  不是靠著自己去勝過罪惡
[00:11:54.540 --> 00:11:55.820]  而是靠著主
[00:11:55.820 --> 00:11:59.260]  靠著主的話語去勝過罪惡
[00:11:59.260 --> 00:12:02.020]  勝過試探
[00:12:02.020 --> 00:12:02.940]  偶一失手
[00:12:02.940 --> 00:12:04.820]  我們就跌入了陷阱
[00:12:04.820 --> 00:12:07.340]  跌到肝腦塗地
[00:12:07.340 --> 00:12:09.340]  因此我們要小心
[00:12:09.340 --> 00:12:15.380]  我們要謹慎如你搏兵一樣
[00:12:15.380 --> 00:12:19.620]  但是撒旦更加令人招架不住的
[00:12:19.620 --> 00:12:23.500]  是在我們追隨基督的過程裡面
[00:12:23.500 --> 00:12:26.220]  在我們不知不覺當中
[00:12:26.220 --> 00:12:28.500]  一點一滴感
[00:12:28.500 --> 00:12:32.700]  種下一些懷疑的、失望的
[00:12:32.700 --> 00:12:35.220]  令人洩氣的毒素
[00:12:35.220 --> 00:12:39.660]  讓我們身中劇毒而不自知
[00:12:39.660 --> 00:12:43.220]  它令我們用撒旦牌的計數機
[00:12:43.220 --> 00:12:46.860]  去計算作主門徒的代價
[00:12:46.860 --> 00:12:51.620]  它令我們佩戴撒旦牌的隱形眼鏡
[00:12:51.620 --> 00:12:54.500]  竟然可以當這位無處不在
[00:12:54.500 --> 00:12:59.660]  時時陪伴我們同行的主真正隱形
[00:12:59.660 --> 00:13:02.540]  它令我們那本記錄恩典的寶
[00:13:02.540 --> 00:13:06.580]  突然間變成無字天書
[00:13:06.580 --> 00:13:13.820]  我們明白十不如意事常八九
[00:13:13.820 --> 00:13:19.860]  但是為什麼八九都要在此時此刻
[00:13:19.860 --> 00:13:22.380]  發生在我身上呢?
[00:13:22.380 --> 00:13:24.980]  耶穌不是會保護我的嗎?
[00:13:24.980 --> 00:13:28.860]  祂去了哪裡?
[00:13:28.860 --> 00:13:32.180]  上帝在哪裡?
[00:13:32.180 --> 00:13:34.300]  每次遇到災難
[00:13:34.300 --> 00:13:37.900]  我們總是聽到人們會問這個問題
[00:13:37.900 --> 00:13:39.300]  特別是這幾年
[00:13:39.300 --> 00:13:40.900]  很多人會問
[00:13:40.900 --> 00:13:43.980]  為什麼會有COVID?
[00:13:43.980 --> 00:13:45.740]  我這麼小心
[00:13:45.740 --> 00:13:48.220]  為什麼會中招?
[00:13:48.220 --> 00:13:50.820]  甚至有些信徒在一生當中
[00:13:50.820 --> 00:13:53.260]  都是多災多難
[00:13:53.260 --> 00:13:54.300]  如果有上帝
[00:13:54.300 --> 00:13:57.060]  祂為什麼不阻止災難?
[00:13:57.060 --> 00:13:59.580]  祂為什麼不拯救?
[00:13:59.580 --> 00:14:00.940]  每次見到災難
[00:14:00.940 --> 00:14:02.580]  人在無助之中
[00:14:02.580 --> 00:14:06.020]  心裡面總會不期然地產生
[00:14:06.020 --> 00:14:07.180]  沒有上帝
[00:14:07.180 --> 00:14:11.140]  又或者上帝不理的失望感
[00:14:11.140 --> 00:14:14.100]  人們會問
[00:14:14.100 --> 00:14:16.380]  如果上帝是愛
[00:14:16.380 --> 00:14:17.780]  如果祂愛我
[00:14:17.780 --> 00:14:19.860]  祂為什麼不理我?
[00:14:19.860 --> 00:14:22.820]  這是一件令人十分沮喪的
[00:14:22.820 --> 00:14:26.700]  十分令人洩氣的一件事
[00:14:26.700 --> 00:14:28.220]  我們失望
[00:14:28.220 --> 00:14:30.300]  是因為我們有期望
[00:14:30.300 --> 00:14:32.260]  我們有所期望
[00:14:32.260 --> 00:14:34.220]  是因為上帝說過
[00:14:34.220 --> 00:14:36.580]  祂愛世人
[00:14:36.580 --> 00:14:38.380]  又說祂是全能的神
[00:14:38.380 --> 00:14:39.820]  要救我們
[00:14:39.820 --> 00:14:42.900]  但是事實不一定是這樣
[00:14:42.900 --> 00:14:45.860]  我們承認有神蹟
[00:14:45.860 --> 00:14:48.180]  但是世界有災難
[00:14:48.180 --> 00:14:51.100]  我屋樓陪天連夜雨
[00:14:51.100 --> 00:14:54.660]  它又是鐵一般的事實
[00:14:54.660 --> 00:14:57.420]  獲救如果不是必然的話
[00:14:57.420 --> 00:15:00.220]  那怎麼辦?
[00:15:00.220 --> 00:15:01.780]  很多人不知道
[00:15:01.780 --> 00:15:04.380]  他們問上帝在哪裡
[00:15:04.380 --> 00:15:06.540]  他們問這個問題的時候
[00:15:06.540 --> 00:15:08.180]  其實並不知道
[00:15:08.180 --> 00:15:11.580]  自己要找的上帝是誰
[00:15:11.580 --> 00:15:13.420]  或者他們自己既定了
[00:15:13.420 --> 00:15:16.380]  上帝是要以什麼形式
[00:15:16.380 --> 00:15:18.660]  什麼樣式出現
[00:15:18.660 --> 00:15:21.060]  所以上帝即使是
[00:15:21.060 --> 00:15:23.100]  跟他們擦身而過
[00:15:23.100 --> 00:15:24.820]  他們見不到
[00:15:24.820 --> 00:15:26.820]  就算站在他們眼前
[00:15:26.820 --> 00:15:29.340]  他們也都認不出
[00:15:29.340 --> 00:15:31.420]  我們其實是需要放棄
[00:15:31.420 --> 00:15:33.140]  我們自己腦海之中
[00:15:33.140 --> 00:15:35.300]  所產生出來的
[00:15:35.300 --> 00:15:37.620]  那個所謂上帝
[00:15:37.620 --> 00:15:39.620]  而是去認識
[00:15:39.620 --> 00:15:44.940]  去敬拜那位真實的創造主
[00:15:44.940 --> 00:15:47.500]  我們需要按照上帝的本性
[00:15:47.500 --> 00:15:49.020]  去認識祂
[00:15:49.020 --> 00:15:50.620]  按照祂的大能
[00:15:50.620 --> 00:15:53.620]  跟祂的作為去認識祂
[00:15:53.620 --> 00:15:56.740]  信祂 愛祂
[00:15:56.740 --> 00:15:59.540]  聽從祂 信服祂
[00:15:59.540 --> 00:16:01.980]  人怎麼能夠跟上帝
[00:16:01.980 --> 00:16:04.500]  相近相親
[00:16:04.500 --> 00:16:06.780]  並且體會祂的同在
[00:16:06.780 --> 00:16:10.820]  眷顧和賜福
[00:16:10.820 --> 00:16:15.100]  答案不是在神職歧視之中去求證
[00:16:15.100 --> 00:16:17.020]  而是要有信心
[00:16:17.020 --> 00:16:20.300]  並且遵行主耶穌的說話
[00:16:20.300 --> 00:16:25.500]  主耶穌在約翰福音14:21-23說
[00:16:25.500 --> 00:16:28.260]  有了我的命令又遵守的
[00:16:28.260 --> 00:16:30.620]  這人就是愛我的
[00:16:30.620 --> 00:16:33.260]  愛我的必蒙我父愛他
[00:16:33.260 --> 00:16:34.980]  我也要愛他
[00:16:34.980 --> 00:16:39.420]  並且要向他顯然
[00:16:39.420 --> 00:16:41.700]  人若愛我就必遵守我的道
[00:16:41.700 --> 00:16:42.940]  我父也必愛他
[00:16:42.940 --> 00:16:46.340]  並且我們要到他那裡去
[00:16:46.340 --> 00:16:51.940]  與他同住
[00:16:51.940 --> 00:16:57.060]  上帝啊 你在哪裡
[00:16:57.060 --> 00:17:00.820]  上帝說 我在這裡
[00:17:00.820 --> 00:17:03.060]  我一直在這裡
[00:17:03.060 --> 00:17:05.340]  我在這裡垂顧
[00:17:05.340 --> 00:17:07.620]  我在這裡哭泣
[00:17:07.620 --> 00:17:09.140]  主耶穌在上十字架之前
[00:17:09.140 --> 00:17:11.220]  他預知耶路撒冷
[00:17:11.220 --> 00:17:14.780]  因為拒絕上帝的護臂
[00:17:14.780 --> 00:17:19.660]  將會遭受到極大的災難
[00:17:19.660 --> 00:17:24.780]  於是在馬太福音23:37
[00:17:24.780 --> 00:17:27.500]  他為耶路撒冷哭泣
[00:17:27.500 --> 00:17:29.860]  耶路撒冷啊 耶路撒冷啊
[00:17:29.860 --> 00:17:32.540]  我多次願意聚集你的兒女
[00:17:32.540 --> 00:17:37.300]  好像母雞把小雞聚集在雌旁底下
[00:17:37.300 --> 00:17:41.620]  只是你們不願意
[00:17:41.620 --> 00:17:43.900]  單單只是預知
[00:17:43.900 --> 00:17:47.580]  就已經令主耶穌傷心哭泣
[00:17:47.580 --> 00:17:51.620]  何況他親眼目睹你的光景
[00:17:51.620 --> 00:17:54.300]  你的慘情
[00:17:54.300 --> 00:18:00.620]  只是你們不願意
[00:18:00.620 --> 00:18:03.500]  上帝啊 你在哪裡
[00:18:03.500 --> 00:18:06.020]  自從人類始早犯罪之後
[00:18:06.020 --> 00:18:09.100]  上帝其實一直在問
[00:18:09.100 --> 00:18:14.300]  人啊 你在哪裡
[00:18:14.300 --> 00:18:19.580]  只是我們不願意
[00:18:19.580 --> 00:18:21.340]  是我們沒有理會到祂
[00:18:21.340 --> 00:18:24.420]  是我們放棄祂
[00:18:24.420 --> 00:18:27.220]  但願上帝為我們而寫的聖經
[00:18:27.220 --> 00:18:29.420]  叫我們在患難之中
[00:18:29.420 --> 00:18:34.180]  因為祂的話語所生的忍耐和安慰
[00:18:34.180 --> 00:18:37.300]  我們可以得著盼望
[00:18:37.300 --> 00:18:40.780]  因此我們要戴上頭盔
[00:18:40.780 --> 00:18:47.860]  更加是要戴上救恩的頭盔
[00:18:47.860 --> 00:18:52.620]  為什麼是救恩的頭盔
[00:18:52.620 --> 00:18:55.580]  聖經所說的救恩
[00:18:55.580 --> 00:18:57.820]  是怎樣的救恩
[00:18:57.820 --> 00:19:01.060]  是哪一個層次的救恩
[00:19:01.060 --> 00:19:07.380]  我們嘗試用三個「P」字去明白
[00:19:07.380 --> 00:19:10.980]  是哪一個層次的救恩
[00:19:10.980 --> 00:19:15.060]  第一 是過去式的
[00:19:15.060 --> 00:19:17.780]  當受感動我們舉手信主
[00:19:17.780 --> 00:19:19.620]  信耶穌的時候
[00:19:19.620 --> 00:19:21.860]  當悔改的時候
[00:19:21.860 --> 00:19:24.260]  當被拯救脫離罪惡
[00:19:24.260 --> 00:19:28.460]  脫離罪人身份地位的時候
[00:19:28.460 --> 00:19:32.540]  那個是個人得救的時刻
[00:19:32.540 --> 00:19:37.780]  這份救恩是我們「因信清義」
[00:19:37.780 --> 00:19:41.700]  英文是justification
[00:19:41.700 --> 00:19:47.100]  祂的resurrection是我的justification
[00:19:47.100 --> 00:19:51.540]  讓我們可以豁免了罪的刑罰
[00:19:51.540 --> 00:19:55.740]  free from the penalty of sin
[00:19:55.740 --> 00:19:58.180]  penalty 第一個「P」
[00:19:58.180 --> 00:20:00.900]  free from the penalty of sin
[00:20:00.900 --> 00:20:03.700]  我們「清義」
[00:20:03.700 --> 00:20:05.860]  麻馬書六章二十三節
[00:20:05.860 --> 00:20:07.540]  罪的公駕乃是死
[00:20:07.540 --> 00:20:09.100]  唯有神的恩賜
[00:20:09.100 --> 00:20:13.540]  在我們的主基督耶穌裡乃是永生
[00:20:13.540 --> 00:20:16.900]  有永生就不需要死
[00:20:16.900 --> 00:20:23.540]  就可以豁免罪的刑罰
[00:20:23.540 --> 00:20:30.380]  這個是不是救恩的頭盔所說的救恩
[00:20:30.380 --> 00:20:32.700]  我們可以很簡單就明白
[00:20:32.700 --> 00:20:34.900]  如果我們不是信耶穌
[00:20:34.900 --> 00:20:36.420]  我們不是信徒
[00:20:36.420 --> 00:20:38.180]  不是基督的門徒
[00:20:38.180 --> 00:20:42.180]  我們根本就不在基督的軍隊裡
[00:20:42.180 --> 00:20:47.700]  我們就沒有神所賜的全副軍裝
[00:20:47.700 --> 00:20:50.300]  因為我們未信的話
[00:20:50.300 --> 00:20:53.660]  我們應該仍然是魔鬼的父老
[00:20:53.660 --> 00:20:55.820]  我們就要敵對神
[00:20:55.820 --> 00:20:59.060]  不是抵擋撒旦
[00:20:59.060 --> 00:21:02.500]  所以當耶穌書六章十七節說
[00:21:02.500 --> 00:21:07.100]  我們需要戴上救恩的頭盔
[00:21:07.100 --> 00:21:10.300]  就代表著我們已經是信徒
[00:21:10.300 --> 00:21:13.300]  我們已經是在基督的軍隊裡
[00:21:13.300 --> 00:21:14.780]  即使不是正兵
[00:21:14.780 --> 00:21:16.660]  都是小兵一名
[00:21:16.660 --> 00:21:18.260]  已經擁有永生
[00:21:18.260 --> 00:21:22.100]  不需要再臨急臨亡衝出去戰陣的時候
[00:21:22.100 --> 00:21:26.340]  才要戴上這一份救恩的頭盔
[00:21:26.340 --> 00:21:30.220]  所以戴上救恩的頭盔所說的
[00:21:30.220 --> 00:21:32.500]  不是這種過去式的
[00:21:32.500 --> 00:21:36.380]  已經享有的救恩
[00:21:36.380 --> 00:21:40.820]  第二種的救恩是現在式的
[00:21:40.820 --> 00:21:46.020]  即是當我們重生得救之後
[00:21:46.020 --> 00:21:49.980]  還需要聖靈在我們生命裡面動工
[00:21:49.980 --> 00:21:51.780]  叫我們繼續追求
[00:21:51.780 --> 00:21:53.540]  不斷地脫離
[00:21:53.540 --> 00:21:56.980]  仍然存在我們生命裡面的罪性
[00:21:56.980 --> 00:22:00.020]  所產生的作用
[00:22:00.020 --> 00:22:02.620]  試探、引誘
[00:22:02.620 --> 00:22:07.140]  所以我們繼續不停地蒙拯救
[00:22:07.140 --> 00:22:12.300]  脫離生命之中的罪和軟弱
[00:22:12.300 --> 00:22:17.540]  這個是成性
[00:22:17.540 --> 00:22:20.540]  Sanctification
[00:22:20.540 --> 00:22:25.420]  讓我們可以豁免罪的剋制
[00:22:25.420 --> 00:22:29.820]  Free from the power of sin
[00:22:29.820 --> 00:22:31.500]  第二個P
[00:22:31.500 --> 00:22:35.020]  Free from the power of sin
[00:22:35.020 --> 00:22:38.420]  成性
[00:22:38.420 --> 00:22:42.940]  貼薩諾尼加前書五章二十三節
[00:22:42.940 --> 00:22:45.340]  願賜平安的神親至
[00:22:45.340 --> 00:22:47.660]  使你們全然成性
[00:22:47.660 --> 00:22:50.340]  又願你們的靈與魂與身子
[00:22:50.340 --> 00:22:51.500]  得蒙保守
[00:22:51.500 --> 00:22:54.420]  在我主耶穌基督降臨的時候
[00:22:54.420 --> 00:22:57.860]  完全無可指責
[00:22:57.860 --> 00:23:00.540]  傳言成性
[00:23:00.540 --> 00:23:02.620]  NIV聖經將它翻譯作為
[00:23:02.620 --> 00:23:06.180]  Sanctify you through and through
[00:23:06.180 --> 00:23:08.700]  就是聖靈在我們生命裡面動工
[00:23:08.700 --> 00:23:10.380]  叫我們追求
[00:23:10.380 --> 00:23:12.100]  不斷地脫離
[00:23:12.100 --> 00:23:15.820]  仍然存在我們生命裡面的罪性
[00:23:15.820 --> 00:23:17.980]  所產生的作用
[00:23:17.980 --> 00:23:20.620]  試探引誘
[00:23:20.620 --> 00:23:24.900]  使我們繼續不停地蒙拯救
[00:23:24.900 --> 00:23:29.820]  可以豁免罪的剋制
[00:23:29.820 --> 00:23:31.180]  成性
[00:23:31.180 --> 00:23:33.900]  就正如我早幾個禮拜之前講
[00:23:33.900 --> 00:23:37.060]  講到用公義
[00:23:37.060 --> 00:23:40.100]  當作護心鏡遮控
