
[00:00:00.000 --> 00:00:05.080]  今天和大家繼續分享神的旨意這個題目
[00:04:35.440 --> 00:04:36.320]  神是靈的
[00:04:36.320 --> 00:04:37.280]  祂怎麼流血呢?
[00:04:37.280 --> 00:04:38.680]  怎麼罪得赦免呢?
[00:04:38.680 --> 00:04:41.560]  所以祂一定是要有這個身體
[00:04:41.560 --> 00:04:42.960]  祂願意來到這個世上
[00:04:42.960 --> 00:04:43.480]  好
[00:04:43.480 --> 00:04:45.760]  聖經裡面說到
[00:04:45.760 --> 00:04:49.240]  神的旨意是有不同的
[00:04:49.240 --> 00:04:51.560]  我給大家第一個部分
[00:04:51.560 --> 00:04:53.960]  我叫做神絕對的旨意
[00:04:53.960 --> 00:04:57.160]  絕對的意思就是命定不會被改變的
[00:04:57.160 --> 00:04:58.440]  無論你是誰
[00:04:58.440 --> 00:05:01.840]  你都改變不了主義神的心意的
[00:05:01.840 --> 00:05:04.280]  《約伯記》23章第13節
[00:05:04.280 --> 00:05:09.240]  「只是祂心意已定,誰能使祂轉移呢?
[00:05:09.240 --> 00:05:12.160]  祂心裡所願的就行出來」
[00:05:12.160 --> 00:05:13.600]  神就是這樣的
[00:05:13.600 --> 00:05:15.960]  神決定了某些事情特別
[00:05:15.960 --> 00:05:22.240]  是不會受到任何情形、情況下會改變的
[00:05:22.240 --> 00:05:24.040]  《詩篇》33篇第11節
[00:05:24.040 --> 00:05:27.000]  「耶華的籌算永遠立定
[00:05:27.000 --> 00:05:30.040]  他心中的計劃萬代長存」
[00:05:30.040 --> 00:05:34.360]  不會說過了一段時間要修改一下它
[00:05:34.360 --> 00:05:36.800]  我最近看報紙
[00:05:36.800 --> 00:05:42.400]  你知道中國人很流行每年有一本叫《通勝》的
[00:05:42.400 --> 00:05:44.960]  好像每年都要出一本新的
[00:05:44.960 --> 00:05:46.400]  我不知道最近看報紙
[00:05:46.400 --> 00:05:47.760]  它不是叫《通勝》
[00:05:47.760 --> 00:05:49.400]  它叫《東勝》
[00:05:49.400 --> 00:05:51.080]  東南西北的東
[00:05:51.080 --> 00:05:53.640]  我不知道哪個正確
[00:05:53.640 --> 00:05:56.160]  因為我從小到大就聽見《通勝》
[00:05:56.160 --> 00:06:02.320]  擇日、結婚要看《通勝》諸如此類
[00:06:02.320 --> 00:06:05.240]  但是它又叫《通勝》
[00:06:05.240 --> 00:06:10.480]  我想說這些所謂東勝也好、通勝也好
[00:06:10.480 --> 00:06:14.600]  是每年都要有些東西要加減下去的
[00:06:14.600 --> 00:06:18.000]  但是神的旨意定了是不會的
[00:06:18.000 --> 00:06:19.520]  是永恆的
[00:06:19.520 --> 00:06:21.040]  所以神的話語
[00:06:21.040 --> 00:06:21.880]  耶穌也說
[00:06:21.880 --> 00:06:25.040]  「律法的一點一滑都不能夠廢棄」
[00:06:25.040 --> 00:06:27.080]  不要說整個字改了它
[00:06:27.080 --> 00:06:30.240]  一點一滑都不能夠廢棄的
[00:06:30.240 --> 00:06:35.240]  在《爾賽瓦書》第46章第9至11節
[00:06:35.240 --> 00:06:36.000]  它就這樣說
[00:06:36.000 --> 00:06:37.560]  「要追念上古的事
[00:06:37.560 --> 00:06:39.760]  因為我是神並無別的
[00:06:39.760 --> 00:06:43.520]  我是神沒有能與我相比的
[00:06:43.520 --> 00:06:46.600]  我從起初就指明末後的事」
[00:06:46.600 --> 00:06:48.680]  這個唯有神才能夠做得到
[00:06:48.680 --> 00:06:50.600]  它不是預測
[00:06:50.600 --> 00:06:52.120]  它是預定
[00:06:52.120 --> 00:06:53.360]  它是預知
[00:06:53.360 --> 00:06:58.800]  就好像我告訴你明天一定是要穿很多衣服的
[00:06:58.800 --> 00:07:00.160]  我講明給你聽
[00:07:00.160 --> 00:07:03.640]  明天天氣一定還是冷的
[00:07:03.640 --> 00:07:05.400]  我不是很厲害而已
[00:07:05.400 --> 00:07:08.800]  根本明天當然還是冷冷的
[00:07:08.800 --> 00:07:10.120]  可能沒有今天那麼冷
[00:07:10.120 --> 00:07:11.760]  或者冷過今天也說不定
[00:07:11.760 --> 00:07:15.240]  你可以看我手機裡面有一個
[00:07:15.240 --> 00:07:19.640]  九天的天氣預告
[00:07:19.640 --> 00:07:20.720]  那裡你就知道了
[00:07:20.720 --> 00:07:24.160]  其實很多時候都挺準確的
[00:07:24.160 --> 00:07:25.320]  但這個不是的
[00:07:25.320 --> 00:07:27.720]  這個意思是不同的
[00:07:27.720 --> 00:07:31.680]  「我從起初就指明末後的事
[00:07:31.680 --> 00:07:35.040]  從古時便言明未成的事
[00:07:35.040 --> 00:07:37.480]  說我的籌算必立定
[00:07:37.480 --> 00:07:39.760]  凡我所喜悅的我必成就」
[00:07:39.760 --> 00:07:43.400]  所以我講這幾節經文給大家聽
[00:07:43.400 --> 00:07:47.320]  其實就是講到神有的旨意是絕對性的
[00:07:47.320 --> 00:07:49.320]  《爾賽瓦書》第14章第27節
[00:07:49.320 --> 00:07:54.240]  他說「萬君子耀我既然定義誰能阻擾呢?
[00:07:54.240 --> 00:07:57.760]  他的手已經伸出誰能使他縮回呢?」
[00:07:57.760 --> 00:07:59.000]  就是如果神一出手
[00:07:59.000 --> 00:08:00.920]  誰能夠叫他收回呢?
[00:08:00.920 --> 00:08:03.280]  《馬太福音》第26章第39節
[00:08:03.280 --> 00:08:05.600]  「他就稍往前行
[00:08:05.600 --> 00:08:06.800]  俯伏在地
[00:08:06.800 --> 00:08:08.440]  普告說:我父啊
[00:08:08.440 --> 00:08:13.080]  如果可能求你使者杯離開我
[00:08:13.080 --> 00:08:15.360]  然而不是照我所願的
[00:08:15.360 --> 00:08:17.320]  而是照你所願的」
[00:08:17.320 --> 00:08:19.040]  大家知道「杯」這個字
[00:08:19.040 --> 00:08:20.480]  在聖經裏面
[00:08:20.480 --> 00:08:22.040]  可以在舊約裏面
[00:08:22.040 --> 00:08:25.920]  很多時候「杯」是裝一些東西的
[00:08:25.920 --> 00:08:27.720]  我們有「福杯滿日」
[00:08:27.720 --> 00:08:29.880]  我很喜歡有些人叫我寫一些東西
[00:08:29.880 --> 00:08:31.720]  我就寫「福杯滿日」
[00:08:31.720 --> 00:08:34.040]  是一個祝福的說話
[00:08:34.040 --> 00:08:35.520]  我不可以賜福的
[00:08:35.520 --> 00:08:36.600]  神先賜得福
[00:08:36.600 --> 00:08:38.560]  但是我可以祝福
[00:08:38.560 --> 00:08:41.160]  這些字有時候很講究的
[00:08:41.160 --> 00:08:43.120]  有些人研究賜福是什麼意思
[00:08:43.120 --> 00:08:44.160]  祝福是什麼意思
[00:08:44.160 --> 00:08:45.760]  有一次我看了一個俠侶
[00:08:45.760 --> 00:08:47.160]  神先是賜福那個
[00:08:47.160 --> 00:08:48.600]  想賜的是耶和華
[00:08:48.600 --> 00:08:50.720]  我們說祝福你
[00:08:50.720 --> 00:08:52.800]  完......
[00:08:52.800 --> 00:08:55.320]  所以主耶穌基督知道
[00:08:55.320 --> 00:08:56.840]  祂要接一個「杯」
[00:08:56.840 --> 00:08:59.040]  但是這個不是一個「福杯」
[00:08:59.040 --> 00:09:00.440]  是一個「苦杯」
[00:09:00.440 --> 00:09:05.000]  就是說裏面承載著一些很痛苦的東西
[00:09:05.000 --> 00:09:08.960]  就是主耶穌知道祂將要上十字架
[00:09:08.960 --> 00:09:10.600]  主耶穌不是怕死的
[00:09:10.600 --> 00:09:11.440]  我也說過
[00:09:11.440 --> 00:09:14.440]  很多這個世界上的人是不怕死的
[00:09:14.440 --> 00:09:16.360]  敢死隊是不是不怕死的
[00:09:16.360 --> 00:09:17.720]  他夠膽去死的
[00:09:17.720 --> 00:09:20.280]  現在那些ISIS
[00:09:20.280 --> 00:09:23.680]  他都真的抱著一堆炸藥衝去人群當中
[00:09:23.680 --> 00:09:25.440]  打一巴掌就死了自己
[00:09:25.440 --> 00:09:26.240]  是不是
[00:09:26.240 --> 00:09:28.720]  難道主耶穌覺得怕死嗎
[00:09:28.720 --> 00:09:30.680]  我也跟大家說過
[00:09:30.680 --> 00:09:32.120]  所以相信很多人都明白
[00:09:32.120 --> 00:09:33.400]  我不需要太詳細說
[00:09:33.400 --> 00:09:37.240]  因為祂要背負全人類的罪在祂身上
[00:09:37.240 --> 00:09:40.040]  聖經說祂簡直成為了罪
[00:09:40.040 --> 00:09:41.640]  所以這件事是一個
[00:09:41.640 --> 00:09:44.440]  聖潔無瑕痴的神的兒子
[00:09:44.440 --> 00:09:46.720]  最不想要的東西
[00:09:46.720 --> 00:09:48.520]  最不想要的東西
[00:09:48.520 --> 00:09:50.480]  如果我現在給你一些嘟嘟
[00:09:50.480 --> 00:09:51.280]  叫你吃掉它
[00:09:51.280 --> 00:09:52.240]  你吃不吃
[00:09:52.240 --> 00:09:53.120]  你吃的話
[00:09:53.120 --> 00:09:54.640]  這裡就不是很正常的了
[00:09:54.640 --> 00:09:55.840]  大家知道什麼叫做嘟嘟嗎
[00:09:55.840 --> 00:09:57.680]  不知道就問旁邊那個
[00:09:57.680 --> 00:09:59.680]  你不吃是很正常的
[00:09:59.680 --> 00:10:00.440]  對不對
[00:10:00.440 --> 00:10:00.960]  是啊
[00:10:00.960 --> 00:10:02.480]  不吃就是很正常的
[00:10:02.480 --> 00:10:03.880]  所以我跟別人吃飯
[00:10:03.880 --> 00:10:04.640]  我告訴大家
[00:10:04.640 --> 00:10:05.400]  一坐下來
[00:10:05.400 --> 00:10:06.640]  我就看看有沒有公筷
[00:10:06.640 --> 00:10:07.160]  沒有的話
[00:10:07.160 --> 00:10:09.840]  我就會叫那些夥計來
[00:10:09.840 --> 00:10:11.360]  請你給我一些公筷
[00:10:11.360 --> 00:10:13.480]  因為我很不習慣
[00:10:13.480 --> 00:10:16.000]  每個人都拿著筷子插進去
[00:10:16.000 --> 00:10:18.000]  我還看到有些人選筷子
[00:10:18.000 --> 00:10:18.800]  我最怕了
[00:10:18.800 --> 00:10:20.520]  拿著筷子插下去
[00:10:20.520 --> 00:10:22.040]  然後你又插進去
[00:10:22.040 --> 00:10:23.680]  我真的寧願不吃了
[00:10:23.680 --> 00:10:25.080]  要不然我一開球的時候
[00:10:25.080 --> 00:10:26.320]  就先插幾球
[00:10:26.320 --> 00:10:27.600]  放在碗裡
[00:10:27.600 --> 00:10:29.640]  接著你們喜歡怎麼插怎麼插
[00:10:29.640 --> 00:10:31.240]  打火鍋更加如此
[00:10:31.240 --> 00:10:33.680]  有些人每一隻筷子都放進水裡
[00:10:33.680 --> 00:10:35.040]  在那裡撈東西
[00:10:35.040 --> 00:10:36.360]  你吃不吃
[00:10:36.360 --> 00:10:38.400]  有誰不介意的舉手
[00:10:38.400 --> 00:10:39.960]  就是這麼說
[00:10:39.960 --> 00:10:42.000]  我如果跟師母和兩個女兒
[00:10:42.000 --> 00:10:43.280]  我都OK的
[00:10:43.280 --> 00:10:48.000]  但是過了這幾個
[00:10:48.000 --> 00:10:51.800]  我真的是很受不了的
[00:10:51.800 --> 00:10:54.160]  在這裡來說
[00:10:54.160 --> 00:10:56.480]  主耶穌基督其實是很辛苦的
[00:10:56.480 --> 00:10:57.520]  很痛苦的
[00:10:57.520 --> 00:11:00.080]  這個不是肉身上痛苦這麼簡單
[00:11:00.080 --> 00:11:01.360]  肉身上真的很痛苦
[00:11:01.360 --> 00:11:02.200]  但是
[00:11:02.200 --> 00:11:03.280]  祂是什麼痛苦呢
[00:11:03.280 --> 00:11:04.280]  祂的痛苦
[00:11:04.280 --> 00:11:05.600]  是遠超過肉身
[00:11:05.600 --> 00:11:07.160]  是祂的靈
[00:11:07.160 --> 00:11:10.120]  祂神的兒子的身份
[00:11:10.120 --> 00:11:14.000]  是不能夠讓罪惡淋到祂身上
[00:11:14.000 --> 00:11:15.640]  在這個時候聖經說
[00:11:15.640 --> 00:11:19.880]  神都掩面天父神都掩面不看祂
[00:11:19.880 --> 00:11:21.200]  不看祂
[00:11:21.200 --> 00:11:22.920]  是不是神在那個時候
[00:11:22.920 --> 00:11:24.040]  哎呀這麼噁心
[00:11:24.040 --> 00:11:24.720]  不看就不看
[00:11:24.720 --> 00:11:25.760]  神怎麼會
[00:11:25.760 --> 00:11:26.760]  神什麼都看見
[00:11:26.760 --> 00:11:29.240]  但是當這些罪惡的時候
[00:11:29.240 --> 00:11:30.600]  神都不想看
[00:11:30.600 --> 00:11:31.640]  神都不想看
[00:11:31.640 --> 00:11:33.200]  因為神是絕對聖潔的
[00:11:33.200 --> 00:11:34.880]  這些全人類的罪
[00:11:34.880 --> 00:11:38.080]  你想一下有人的歷史裡面所有的罪
[00:11:38.080 --> 00:11:39.560]  是全部淋在了祂身上
[00:11:39.560 --> 00:11:42.520]  祂背負世人所有的罪
[00:11:42.520 --> 00:11:44.400]  真是雕刻書包
[00:11:44.400 --> 00:11:47.080]  愚不欲觀之耳
[00:11:47.080 --> 00:11:48.240]  OK 好
[00:11:48.240 --> 00:11:49.840]  接著
[00:11:49.840 --> 00:11:52.360]  在《馬利福音》26章第42節
[00:11:52.360 --> 00:11:54.280]  他說他第二次又去禱告
[00:11:54.280 --> 00:11:56.760]  我父下這杯藥不能離開我
[00:11:56.760 --> 00:11:58.040]  我必須
[00:11:58.040 --> 00:11:59.040]  必須我喝
[00:11:59.040 --> 00:12:00.880]  就願祢的旨意成就
[00:12:00.880 --> 00:12:01.720]  成全
[00:12:01.720 --> 00:12:05.760]  所以主耶穌就是絕對信服
[00:12:05.760 --> 00:12:08.000]  和祂絕對的愛我們
[00:12:08.000 --> 00:12:10.160]  和天父一樣 神愛世人
[00:12:10.160 --> 00:12:11.840]  愛到甚至
[00:12:11.840 --> 00:12:13.000]  將祂的獨生子
[00:12:13.000 --> 00:12:14.200]  有一次我聽一個人說
[00:12:14.200 --> 00:12:15.960]  他說不是就這樣愛下來
[00:12:15.960 --> 00:12:17.160]  甚至
[00:12:17.160 --> 00:12:18.520]  甚至就很厲害了
[00:12:18.520 --> 00:12:19.440]  這個字加進去
[00:12:19.440 --> 00:12:20.840]  加強了語氣
[00:12:20.840 --> 00:12:21.840]  同樣地
[00:12:21.840 --> 00:12:24.720]  聖父 聖子都是同心的
[00:12:24.720 --> 00:12:26.320]  接著以分數書一章十一字
[00:12:26.320 --> 00:12:28.160]  我們也在他面
[00:12:28.160 --> 00:12:29.720]  裡面得了基業
[00:12:29.720 --> 00:12:33.080]  且原是那隨己以行萬事的神
[00:12:33.080 --> 00:12:36.120]  照著自己的旨意所預定的
[00:12:36.120 --> 00:12:37.920]  以分數書三章十一字
[00:12:37.920 --> 00:12:41.800]  這是照著神在我們主基督耶穌裡
[00:12:41.800 --> 00:12:44.520]  所完成的永恆的計劃
[00:12:44.520 --> 00:12:46.920]  我記得很多N年前我讀神學
[00:12:46.920 --> 00:12:48.480]  因為我是1981年神學畢業的
[00:12:48.480 --> 00:12:50.040]  你說是不是N年前呢?
[00:12:50.040 --> 00:12:51.800]  我記得試過有一堂
[00:12:51.800 --> 00:12:54.640]  神學院的教授說的時候就說
[00:12:54.640 --> 00:12:57.120]  說到那個叫做In Christ
[00:12:57.120 --> 00:12:58.240]  In Christ
[00:12:58.240 --> 00:13:00.000]  因為我在加拿大讀的
[00:13:00.000 --> 00:13:02.320]  所以他們都是用英文的
[00:13:02.320 --> 00:13:05.440]  他就說到In Christ
[00:13:05.440 --> 00:13:06.640]  在基督裡
[00:13:06.640 --> 00:13:08.680]  如果我們說什麼就是在基督裡
[00:13:08.680 --> 00:13:09.880]  在耶穌基督裡面
[00:13:09.880 --> 00:13:11.760]  他說到這個In Christ
[00:13:11.760 --> 00:13:16.640]  這個神學的教義是很重要的
[00:13:16.640 --> 00:13:18.640]  很重要的
[00:13:18.640 --> 00:13:19.920]  所以你看看這字經文
[00:13:19.920 --> 00:13:24.200]  這是照著神在我們主耶穌基督裡
[00:13:24.200 --> 00:13:26.000]  這個就叫做In Christ
[00:13:26.000 --> 00:13:28.960]  就是說在主耶穌基督以外
[00:13:28.960 --> 00:13:30.400]  是不行的
[00:13:30.400 --> 00:13:33.120]  在主耶穌基督裡面才能夠得的
[00:13:33.120 --> 00:13:34.520]  大家明白我的意思嗎?
[00:13:34.520 --> 00:13:35.800]  所以聖經說什麼?
[00:13:35.800 --> 00:13:38.040]  他說:除他意外別無拯救
[00:13:38.040 --> 00:13:39.560]  因為天下人間
[00:13:39.560 --> 00:13:41.320]  你找遍了天下人間
[00:13:41.320 --> 00:13:42.800]  每次別的名字
[00:13:42.800 --> 00:13:44.560]  我們都可以靠著得救
[00:13:44.560 --> 00:13:47.880]  所以我試過有時候和人傳福音
[00:13:47.880 --> 00:13:49.200]  或者有些人聊天
[00:13:49.200 --> 00:13:51.920]  他說你們這些基督教都很霸道的
[00:13:51.920 --> 00:13:53.760]  很霸道的
[00:13:53.760 --> 00:13:55.440]  我不是想這麼霸道的
[00:13:55.440 --> 00:13:57.640]  我都想什麼都行
[00:13:57.640 --> 00:13:58.720]  殊途同歸
[00:13:58.720 --> 00:13:59.280]  是不是?
[00:13:59.280 --> 00:14:00.960]  條條大路通羅馬
[00:14:00.960 --> 00:14:04.080]  但是有些東西不是真的條條大路通羅馬的
[00:14:04.080 --> 00:14:05.920]  有些是真的很霸道的
[00:14:05.920 --> 00:14:06.760]  很簡單而已
[00:14:06.760 --> 00:14:07.720]  好像我這樣
[00:14:07.720 --> 00:14:10.600]  我拿個卡塞進去那部機器裡
[00:14:10.600 --> 00:14:12.800]  接著他說我要輸入密碼
[00:14:12.800 --> 00:14:13.520]  對不對?
[00:14:13.520 --> 00:14:15.680]  我的密碼是什麼呢?
[00:14:15.680 --> 00:14:17.400]  就是1237568
[00:14:17.400 --> 00:14:19.040]  告訴你
[00:14:19.040 --> 00:14:20.600]  你信不信?
[00:14:20.600 --> 00:14:21.520]  霸道
[00:14:21.520 --> 00:14:24.560]  如果我說
[00:14:24.560 --> 00:14:27.520]  不如我按1237568行不行?
[00:14:27.520 --> 00:14:28.360]  不行
[00:14:28.360 --> 00:14:31.200]  或者1237865行不行?
[00:14:31.200 --> 00:14:31.840]  都不行
[00:14:31.840 --> 00:14:33.080]  次序錯了都不行
[00:14:33.080 --> 00:14:33.680]  是不是?
[00:14:33.960 --> 00:14:35.680]  他就是這麼霸道的
[00:14:35.680 --> 00:14:37.480]  他就是這麼霸道的
[00:14:37.480 --> 00:14:39.760]  你打他踢他他都是這麼霸道的
[00:14:39.760 --> 00:14:43.000]  這個世界真的有些東西是這麼霸道的
[00:14:43.000 --> 00:14:44.640]  如果我問Kenneth
[00:14:44.640 --> 00:14:46.600]  我知道你姓袁的
[00:14:46.600 --> 00:14:48.600]  我說不要了
[00:14:48.600 --> 00:14:49.440]  姓李吧
[00:14:49.440 --> 00:14:50.280]  行不行?
[00:14:50.280 --> 00:14:51.760]  不行
[00:14:51.760 --> 00:14:52.920]  他說不行
[00:14:52.920 --> 00:14:54.360]  為什麼不行?
[00:14:54.360 --> 00:14:56.240]  他是姓袁的嘛
[00:14:56.240 --> 00:14:57.440]  是不是?
[00:14:57.440 --> 00:15:00.200]  他爸爸也是姓袁的
[00:15:00.200 --> 00:15:00.920]  是不是?
[00:15:01.640 --> 00:15:05.400]  所以有些東西是不可以你喜歡改就改的
[00:15:05.400 --> 00:15:05.960]  是不是?
[00:15:05.960 --> 00:15:06.960]  我叫Mike
[00:15:06.960 --> 00:15:08.400]  其實我以前有個英文名字
[00:15:08.400 --> 00:15:09.240]  我自己改的
[00:15:09.240 --> 00:15:10.680]  很霸道的
[00:15:10.680 --> 00:15:14.560]  Michael Angelo Nienadu Da Vinci
[00:15:14.560 --> 00:15:16.480]  是真的
[00:15:16.480 --> 00:15:17.760]  我讀中學的時候
[00:15:17.760 --> 00:15:18.960]  我改自己的名字叫
[00:15:18.960 --> 00:15:20.720]  Michael Angelo Nienadu
[00:15:20.720 --> 00:15:21.840]  那時候我不懂得讀
[00:15:21.840 --> 00:15:24.680]  叫Michael Angelo Nienadu Da Vinci
[00:15:24.680 --> 00:15:26.560]  我讀Da Vinci
[00:15:26.560 --> 00:15:28.120]  大家知道這是誰了
[00:15:28.120 --> 00:15:30.120]  利安納多·特芬奇
[00:15:30.120 --> 00:15:32.320]  因為我叫Michael
[00:15:32.320 --> 00:15:35.440]  其實Michael是我小時候姐姐幫我改的
[00:15:35.440 --> 00:15:36.080]  三個天使
[00:15:36.080 --> 00:15:37.440]  Michael, Gabriel, and Raphael
[00:15:37.440 --> 00:15:38.680]  三個天使
