
[00:00:00.000 --> 00:00:07.100]  讀一段聖經,在《以西傑書》第三十七章第一節到第三節,
[00:01:45.100 --> 00:01:49.500]  以希捷怎麼看這些骨頭都不大可能復活,
[00:01:49.500 --> 00:01:54.100]  但很有意思,他沒有直接回答說不可能,
[00:01:54.100 --> 00:02:00.000]  他卻回答說,主啊,祢是知道的。
[00:02:00.000 --> 00:02:03.900]  換句話說,我不知道,因為我不能夠,
[00:02:03.900 --> 00:02:06.300]  但主,祢是知道的。
[00:02:06.300 --> 00:02:10.000]  為什麼?因為祢能夠。
[00:02:10.000 --> 00:02:13.000]  所以第九節我們看見神就吩咐以希捷說,
[00:02:13.000 --> 00:02:16.600]  你要發預言說氣息要從四方吹來,
[00:02:16.600 --> 00:02:20.700]  吹在這被殺的人身就使他們活了。
[00:02:20.700 --> 00:02:25.200]  而當神的風吹在這些駭骨中間,
[00:02:25.200 --> 00:02:28.000]  這些駭骨就都活了,
[00:02:28.000 --> 00:02:31.800]  而且成為極大的軍隊。
[00:02:31.800 --> 00:02:35.500]  我就想到今天當我們在面對這樣新冠病毒疫情
[00:02:35.500 --> 00:02:39.600]  所帶來的居家隔離的困境,
[00:02:39.600 --> 00:02:43.300]  多少的行業失去了資源跟市場,
[00:02:43.300 --> 00:02:46.500]  多少人失去了生活的動力,
[00:02:46.500 --> 00:02:50.400]  大選所帶來一片混亂的局面,
[00:02:50.400 --> 00:02:53.300]  甚至在大選前夕你看多麼的動盪,
[00:02:53.300 --> 00:02:57.300]  連股票市場上上下下,
[00:02:57.300 --> 00:03:02.600]  多少時候當我們面對前面不可預測的將來,
[00:03:02.600 --> 00:03:05.500]  我們真的心中很徬徨。
[00:03:05.500 --> 00:03:08.700]  所以今天下午我們同工們要一同為明年
[00:03:08.700 --> 00:03:10.500]  做年度計畫會議的時候,
[00:03:10.500 --> 00:03:16.200]  我們真的,說真的,不知道當如何為明年做計畫。
[00:03:16.200 --> 00:03:18.300]  而在這個時刻,
[00:03:18.300 --> 00:03:24.700]  我心中有個感受,我們何等需要神的氣息吹來,
[00:03:24.700 --> 00:03:27.200]  我們何等需要來發預言說
[00:03:27.200 --> 00:03:31.700]  神的風從四方吹到我們中間,
[00:03:31.700 --> 00:03:35.200]  好叫我們的生命,我們的教會,
[00:03:35.200 --> 00:03:40.600]  我們的社會,我們的國家能夠重新活過來。
[00:03:40.600 --> 00:03:44.500]  所以今天早上從三方面要講到
[00:03:44.500 --> 00:03:47.200]  當神的風吹來的時候,
[00:03:47.200 --> 00:03:51.600]  我們要在神的百姓身上做些什麼。
[00:03:51.600 --> 00:03:53.500]  三方面,第一個,
[00:03:53.500 --> 00:03:58.600]  神的風能在絕路中為我們來開路。
[00:03:58.600 --> 00:04:03.600]  神的風能夠在絕路中為我們來開路。
[00:04:03.600 --> 00:04:07.300]  在今天這段經文當中,我們看見當神的風吹來,
[00:04:07.300 --> 00:04:10.900]  就是駭骨怎麼樣,活了。
[00:04:10.900 --> 00:04:12.700]  駭骨代表什麼?
[00:04:12.700 --> 00:04:15.000]  就是一個沒有盼望的記號。
[00:04:15.000 --> 00:04:20.100]  你看見駭骨就死了,什麼都不能做了。
[00:04:20.100 --> 00:04:21.400]  駭骨代表什麼?
[00:04:21.400 --> 00:04:27.100]  駭骨代表一種枯乾,一種隔絕的光景,
[00:04:27.100 --> 00:04:32.100]  好像是被困在墳墓裡面不得自由。
[00:04:32.100 --> 00:04:34.100]  很有意思,第十一節這裡,
[00:04:34.100 --> 00:04:37.600]  你看見神怎麼對以希節說,
[00:04:37.600 --> 00:04:40.400]  這些駭骨是指誰呀?
[00:04:40.400 --> 00:04:42.100]  是指誰呀?
[00:04:42.100 --> 00:04:44.300]  以色列全疆啊!
[00:04:44.300 --> 00:04:48.100]  是指信主的人,是指神的兒女。
[00:04:48.100 --> 00:04:49.100]  有時候你想,
[00:04:49.100 --> 00:04:54.700]  怎麼一個信主的神的兒女會落入這種光景當中呢?
[00:04:54.700 --> 00:04:57.400]  但第二節,其實很多時候,
[00:04:57.400 --> 00:05:01.100]  我們自己不就是落在這種光景當中嗎?
[00:05:01.100 --> 00:05:04.600]  特別是當我們遇到一些困難,一些困境,
[00:05:04.600 --> 00:05:07.800]  是遠大過於我們所能夠解決的。
[00:05:07.800 --> 00:05:10.100]  特別是當我們很多時候感覺到,
[00:05:10.100 --> 00:05:14.000]  好像我們的禱告神並沒有垂聽,
[00:05:14.000 --> 00:05:19.500]  我們感覺好像就跟駭骨一樣被困在墳墓裡面。
[00:05:19.500 --> 00:05:22.900]  但第二節,你可知道今天我們所信的神,
[00:05:22.900 --> 00:05:25.500]  是因為能夠打開墳墓的神嗎?
[00:05:25.500 --> 00:05:27.000]  Hallelujah!
[00:05:27.000 --> 00:05:28.600]  十二節這裡怎麼說呢?
[00:05:28.600 --> 00:05:30.400]  十二節主耶和華如此說,
[00:05:30.400 --> 00:05:33.000]  我的名啊,我必開你們的墳墓,
[00:05:33.000 --> 00:05:35.200]  使你們從墳墓中出來,
[00:05:35.200 --> 00:05:38.600]  引你們進入以色列地。
[00:05:38.600 --> 00:05:40.900]  換句話說,神在對以色列百姓說,
[00:05:40.900 --> 00:05:45.800]  無論今天你所遇見的環境有多麼絕望,
[00:05:45.800 --> 00:05:47.700]  你的光景有多麼絕望,
[00:05:47.700 --> 00:05:53.100]  就好像要哭哭在絕望的光景,在墳墓裡面一樣。
[00:05:53.100 --> 00:05:56.800]  但神說我的應許必定成就,
[00:05:56.800 --> 00:05:59.800]  神仍然能夠在人的絕望當中,
[00:05:59.800 --> 00:06:03.300]  親自為人來開路,Amen!
[00:06:03.300 --> 00:06:06.600]  那你說牧師那是舊約的應許嗎?
[00:06:06.600 --> 00:06:08.200]  No! No! No!
[00:06:08.200 --> 00:06:10.000]  不只是舊約而已,
[00:06:10.000 --> 00:06:11.600]  來到新約時代,
[00:06:11.600 --> 00:06:14.600]  我們看見主耶穌自己,
[00:06:14.600 --> 00:06:18.600]  就是一位打開墳墓的主,Amen!
[00:06:18.600 --> 00:06:21.400]  主耶穌從死裡復活,
[00:06:21.400 --> 00:06:26.900]  證明祂擁有勝過罪惡,勝過死亡的權柄。
[00:06:26.900 --> 00:06:29.900]  你還記得在復活節的清晨,
[00:06:29.900 --> 00:06:34.700]  那些婦女們一早起來就想到墳墓裡面,
[00:06:34.700 --> 00:06:37.400]  看看耶穌怎麼樣。
[00:06:37.400 --> 00:06:39.300]  當她們一到到墳墓的時候,
[00:06:39.300 --> 00:06:42.400]  就看見墳墓的門已經打開了,
[00:06:42.400 --> 00:06:44.500]  耶穌已經不在墳墓裡,
[00:06:44.500 --> 00:06:47.600]  耶穌已經從死裡復活了,Hallelujah!
[00:06:47.600 --> 00:06:52.200]  祂已經勝過一切罪惡、死亡的權勢。
[00:06:52.200 --> 00:06:54.400]  我們的神是到今天,
[00:06:54.400 --> 00:06:59.200]  仍然能夠打開我們生命墳墓的神,Hallelujah!
[00:06:59.200 --> 00:07:01.100]  事實上你看在聖經裡面,
[00:07:01.100 --> 00:07:03.000]  每一個神蹟,
[00:07:03.000 --> 00:07:05.400]  不都在說明我們的神,
[00:07:05.400 --> 00:07:07.400]  是那個在人的絕路當中,
[00:07:07.400 --> 00:07:10.000]  為我們來開路的神嗎?
[00:07:10.000 --> 00:07:12.000]  神不在舊約時代裡面,
[00:07:12.000 --> 00:07:15.900]  用神蹟祈祀為祂的百姓開路。
[00:07:15.900 --> 00:07:17.100]  在新約時代,
[00:07:17.100 --> 00:07:22.000]  祂跟赤霞聖靈住在我們裡面。
[00:07:22.000 --> 00:07:25.500]  這為什麼保羅在哥林多後書第四章第七節怎麼說,
[00:07:25.500 --> 00:07:26.800]  我們一同來念好不好?
[00:07:26.800 --> 00:07:29.900]  我們有這寶貝放在瓦器裡,
[00:07:29.900 --> 00:07:33.300]  要顯明這莫大的能力是出於神,
[00:07:33.300 --> 00:07:36.200]  不是出於我們。
[00:07:36.200 --> 00:07:38.800]  這裡的瓦器當然指的我們,
[00:07:38.800 --> 00:07:41.300]  但那個寶貝是什麼呢?
[00:07:41.300 --> 00:07:43.300]  這裡說我們有個寶貝在瓦,
[00:07:43.300 --> 00:07:45.500]  我們知道我們自己是瓦器,
[00:07:45.500 --> 00:07:48.100]  但這個寶貝是什麼呢?
[00:07:48.100 --> 00:07:49.200]  你說那是神的同宅,
[00:07:49.200 --> 00:07:52.500]  No,不只是神的同宅。
[00:07:52.500 --> 00:07:55.200]  如果你仔細讀哥林多後書第四章,
[00:07:55.200 --> 00:07:57.900]  你就知道那整個上下文,
[00:07:57.900 --> 00:08:02.000]  是講到耶穌的死裡復活。
[00:08:02.000 --> 00:08:04.500]  換句話說,這個寶貝不只是神的同宅,
[00:08:04.500 --> 00:08:11.200]  這個寶貝是我們看見一個叫耶穌從死裡復活的大能。
[00:08:11.200 --> 00:08:13.600]  換句話說,弟兄姐妹今天作為一個神的兒女,
[00:08:13.600 --> 00:08:16.600]  你知道在你裡面是有個寶貝的,
[00:08:16.600 --> 00:08:18.200]  Hallelujah!
[00:08:18.200 --> 00:08:20.500]  在裡面是有個寶貝的,
[00:08:20.500 --> 00:08:22.100]  那個寶貝是什麼?
[00:08:22.100 --> 00:08:26.700]  那個寶貝就是從死裡復活的救主,
[00:08:26.700 --> 00:08:30.500]  帶著死裡復活的大能,
[00:08:30.500 --> 00:08:32.300]  住在我們的裡面,
[00:08:32.300 --> 00:08:34.200]  Hallelujah!
[00:08:34.200 --> 00:08:38.200]  這是為什麼他能夠在我們人生各樣的困境當中,
[00:08:38.200 --> 00:08:40.900]  來為我們開道路的原因。
[00:08:40.900 --> 00:08:44.300]  所以接下來保羅就在第八節,第九節怎麼說呢?
[00:08:44.300 --> 00:08:47.200]  我們四面受敵,怎麼樣?
[00:08:47.200 --> 00:08:49.300]  好喜歡中文這個翻譯。
[00:08:49.300 --> 00:08:51.800]  我們四面受敵,怎麼樣?
[00:08:51.800 --> 00:08:54.200]  卻不被困住。
[00:08:54.200 --> 00:08:56.300]  心裡作難,怎麼樣?
[00:08:56.300 --> 00:08:58.800]  卻不致失望。
[00:08:58.800 --> 00:09:02.500]  遭逼迫,卻不被丟棄。
[00:09:02.500 --> 00:09:06.100]  打倒了,怎麼樣?卻不致死亡。
[00:09:06.100 --> 00:09:11.900]  換句話說,無論今天你面對多麼令人絕望的光景,
[00:09:11.900 --> 00:09:15.800]  你覺得你的生命的墳墓叫你多麼的絕望,
[00:09:15.800 --> 00:09:18.800]  無論在你身體上怎麼樣的疾病,
[00:09:18.800 --> 00:09:21.100]  無論在環境上面的困境,
[00:09:21.100 --> 00:09:24.300]  神仍然能夠為你打開墳墓,
[00:09:24.300 --> 00:09:27.300]  斷開一切的鎖鏈,Amen!
[00:09:27.300 --> 00:09:34.200]  神今天仍然能夠在他百姓身上成就人所不能夠成就的事,
[00:09:34.200 --> 00:09:35.700]  Hallelujah!
[00:09:35.700 --> 00:09:40.100]  所以你一定要憑信心抓住神的應許,
[00:09:40.100 --> 00:09:43.500]  一步一步來跟隨神。
[00:09:43.500 --> 00:09:47.600]  你還記得在約翰福音十一章記載的
[00:09:47.600 --> 00:09:50.800]  拉撒路從死裡復活的故事嗎?
[00:09:50.800 --> 00:09:53.600]  很有意思,聖經上說
[00:09:53.600 --> 00:09:58.100]  耶穌是等到拉撒路死了四天之後,
[00:09:58.100 --> 00:10:00.100]  才到伯大尼去的。
[00:10:00.100 --> 00:10:03.400]  死了四天之後,聽見了死了四天之後。
[00:10:03.400 --> 00:10:05.300]  為什麼等到四天?
[00:10:05.300 --> 00:10:08.400]  為什麼不馬上聽到祂生病,為什麼不馬上去呢?
[00:10:08.400 --> 00:10:11.300]  要等到四天之後呢?
[00:10:11.300 --> 00:10:16.300]  我相信祂make sure拉撒路是死了,OK?
[00:10:16.300 --> 00:10:19.500]  不然人家以為祂沒有真的死了。
[00:10:19.500 --> 00:10:22.400]  祂make sure祂真的是死了,
[00:10:22.400 --> 00:10:24.700]  祂才到伯大尼去。
[00:10:24.700 --> 00:10:27.600]  那馬大聽見耶穌來了,OK?
[00:10:27.600 --> 00:10:30.000]  立刻去迎接。
[00:10:30.000 --> 00:10:32.500]  約翰福音十一到二十一節怎麼說呢?
[00:10:32.500 --> 00:10:34.900]  馬大對耶穌說:主啊!
[00:10:34.900 --> 00:10:37.600]  祢若早在這裡,怎麼樣?
[00:10:37.600 --> 00:10:40.900]  我的兄弟必不死。
[00:10:40.900 --> 00:10:43.900]  換句話說,太晚了啦!
[00:10:43.900 --> 00:10:47.600]  就算你是耶穌,還是太晚了。
[00:10:47.600 --> 00:10:52.800]  六年多少時候,我們心中不也是常常這樣想的嗎?
[00:10:52.800 --> 00:10:54.600]  當我們在困境當中的時候,
[00:10:54.600 --> 00:10:57.200]  我們心中不是常常埋怨什麼神啊?
[00:10:57.200 --> 00:11:00.400]  祢為什麼不早點來幫助我呢?
[00:11:00.400 --> 00:11:02.600]  現在有點太晚了啦!
[00:11:02.600 --> 00:11:04.100]  不可能了啦!
[00:11:04.100 --> 00:11:05.900]  算了啦!
[00:11:05.900 --> 00:11:08.100]  我還是按照我自己的方法,
[00:11:08.100 --> 00:11:12.100]  解決我自己的問題,走我自己的道路算了。
[00:11:12.100 --> 00:11:15.700]  但很有意思,我們看見馬大沒有停留在這裡喔!
[00:11:15.700 --> 00:11:18.700]  二十二節你看見,他接下來怎麼說呢?
[00:11:18.700 --> 00:11:22.500]  二十二節馬大說:就是現在!
[00:11:22.500 --> 00:11:25.500]  我也知道,你無論向神求什麼,
[00:11:25.500 --> 00:11:27.800]  神也必賜給你。
[00:11:27.800 --> 00:11:29.600]  喔!就是現在!
[00:11:29.600 --> 00:11:34.400]  我喜歡那個英文的翻譯,even now!
[00:11:34.400 --> 00:11:36.600]  就是現在!
[00:11:36.600 --> 00:11:39.800]  在一個充滿絕望的情況,
[00:11:39.800 --> 00:11:42.500]  我仍然相信,
[00:11:42.500 --> 00:11:44.200]  你無論向神求什麼,
[00:11:44.200 --> 00:11:47.000]  神就必賜給你。
[00:11:47.000 --> 00:11:48.200]  哈雷路亞,我告訴你,
[00:11:48.200 --> 00:11:51.000]  無論馬大在說這句話的時候,
[00:11:51.000 --> 00:11:54.800]  他對於神要做的事情有多少了解,
[00:11:54.800 --> 00:11:57.000]  我告訴你,我相信他在說這句話的時候,
[00:11:57.000 --> 00:12:00.900]  他根本不知道神要做什麼,也不知道神能做什麼。
[00:12:00.900 --> 00:12:05.300]  但我告訴你,這句話代表了他的信心,不是嗎?
[00:12:05.300 --> 00:12:08.300]  他相信,無論如何,even到這個地步,
[00:12:08.300 --> 00:12:12.100]  even now,甚至到這樣的地步,
[00:12:12.100 --> 00:12:17.500]  他還相信神仍然要成就偉大奇妙的工作。
[00:12:17.500 --> 00:12:18.400]  哇!我告訴你,
[00:12:18.400 --> 00:12:23.200]  你不得不對馬大的靈命要刮目相看一下,OK?
[00:12:23.200 --> 00:12:26.700]  以前我們都以為馬大比較不屬靈,對不對?
[00:12:26.700 --> 00:12:29.700]  你覺得馬他的妹妹瑪麗亞比較屬靈嗎?
[00:12:29.700 --> 00:12:31.100]  我們都以為是這樣。
[00:12:31.100 --> 00:12:33.400]  喔!當你讀到這一句話,
[00:12:33.400 --> 00:12:38.900]  你就知道其實馬大其實是個大有信心的人。
[00:12:38.900 --> 00:12:41.400]  這為什麼約翰福音11章40節,
[00:12:41.400 --> 00:12:43.500]  耶穌對他說,我不是對你說過嗎?
[00:12:43.500 --> 00:12:47.600]  你若信,就必看見神的榮耀。
[00:12:47.600 --> 00:12:51.300]  我相信耶穌在這裡不是責備馬大的意思,
[00:12:51.300 --> 00:12:54.600]  耶穌在這裡是能夠提醒他,
[00:12:54.600 --> 00:12:58.400]  繼續持守你的信心,你就必看見神的榮耀。
[00:12:58.400 --> 00:13:00.700]  Hallelujah!Amen!
[00:13:00.700 --> 00:13:05.700]  結果主就叫拉撒路從死裡復活了。
[00:13:05.700 --> 00:13:07.100]  Hallelujah!
[00:13:07.100 --> 00:13:15.900]  因為今天我們的神仍然是一位能夠在人的絕路當中為我們開路的神。
[00:13:15.900 --> 00:13:19.100]  所以當你在人生的困境的時候,
[00:13:19.100 --> 00:13:23.900]  你一定要憑著信心抓住神的應許來宣告說,
[00:13:23.900 --> 00:13:28.700]  神的風從四面吹來,
[00:13:28.700 --> 00:13:31.800]  神就要讓你的靈甦醒過來,
[00:13:31.800 --> 00:13:38.000]  神就要親自採取使者在你面前為你開道路的。
[00:13:38.000 --> 00:13:40.200]  所以第一個我們看見神的風能做什麼?
[00:13:40.200 --> 00:13:45.200]  神的風能夠在人的絕路當中為我們開路。
[00:13:45.200 --> 00:13:51.200]  第二,神的風能夠吹散仇敵一切的作為。
[00:13:51.200 --> 00:13:54.000]  神的風能夠吹散仇敵一切的作為。
[00:13:54.000 --> 00:13:59.000]  第68篇第一節到第二節講到神的風,
[00:13:59.000 --> 00:14:01.100]  另外一種工作。
[00:14:01.100 --> 00:14:02.500]  我們看見第一節這裡說:
[00:14:02.500 --> 00:14:05.300]  「願神興起使他的仇敵四散,
[00:14:05.300 --> 00:14:07.800]  叫那恨他的人從他面前逃跑。」
[00:14:07.800 --> 00:14:08.600]  第二節:
[00:14:08.600 --> 00:14:14.400]  「他們被驅逐如煙,被風吹散。」
[00:14:14.400 --> 00:14:17.900]  這裡說:「願神興起使他的仇敵四散。」
[00:14:17.900 --> 00:14:24.100]  可見的第六點為今天我們在地上是有仇敵的工作的。
[00:14:24.100 --> 00:14:25.700]  聖經很清楚的告訴我們說,
[00:14:25.700 --> 00:14:32.400]  仇敵在這個地上的工作就是偷竊、殺害、毀壞。
[00:14:32.400 --> 00:14:38.500]  仇敵在我們信徒身上的工作常常就是欺騙與控告,
[00:14:38.500 --> 00:14:41.600]  叫我們落入憂慮跟恐懼之中,
[00:14:41.600 --> 00:14:44.200]  叫我們懷疑神的美善,
[00:14:44.200 --> 00:14:47.600]  以至於我們無法全心來跟隨神。
[00:14:47.600 --> 00:14:50.100]  這是仇敵的工作。
[00:14:50.100 --> 00:14:52.700]  而第二節這裡說仇敵的工作像什麼?
[00:14:52.700 --> 00:14:56.200]  像煙霧一樣,這裡說。
[00:14:56.200 --> 00:14:58.400]  煙霧的作用是什麼?
[00:14:58.400 --> 00:15:01.100]  煙霧的作用就是遮蓋嘛,
[00:15:01.100 --> 00:15:03.200]  叫你看不見。
[00:15:03.200 --> 00:15:05.600]  很多時候我們在困境當中的時候,
[00:15:05.600 --> 00:15:08.000]  我們常常就看不見,
[00:15:08.000 --> 00:15:10.300]  我們看不見神的作為,
[00:15:10.300 --> 00:15:12.700]  我們看不見在煙霧之上,
[00:15:12.700 --> 00:15:14.500]  神人坐在寶座上,
[00:15:14.500 --> 00:15:18.600]  神的寶座永遠不改變。
[00:15:18.600 --> 00:15:21.100]  我們看不見神的手正在工作,
[00:15:21.100 --> 00:15:25.900]  我們也看不見神的手正在為我們預備道路。
[00:15:25.900 --> 00:15:31.800]  所以我們心中常常落入憂慮跟恐懼當中,不是嗎?
[00:15:31.800 --> 00:15:33.600]  特別在疫情當中,
[00:15:33.600 --> 00:15:38.200]  我們常常看不見神在全世界的作為。
[00:15:38.200 --> 00:15:42.500]  這為什麼今年的宣教主日,前幾個禮拜,
[00:15:42.500 --> 00:15:47.200]  我特別邀請了Iran Alive的總幹事Pastor Hormoz,
[00:15:47.200 --> 00:15:54.800]  專程請他從德州來到我們教會,來講神在回教世界的工作。
[00:15:54.800 --> 00:15:58.700]  因為以前我們總以為在伊朗恐怕沒有什麼基督徒吧?
[00:15:58.700 --> 00:16:02.600]  很多時候我們常常以為神待在伊朗也不能做些什麼吧?
[00:16:02.600 --> 00:16:06.900]  但是這些年我們看見神在伊朗特別年輕人當中,
[00:16:06.900 --> 00:16:10.100]  真的做翻轉的工作。
[00:16:10.100 --> 00:16:12.300]  我記得十年前我有機會,
[00:16:12.300 --> 00:16:15.400]  那個時候還在San Jose的時候,他們的Studio,
[00:16:15.400 --> 00:16:20.600]  十年前到他們的Studio裡面透過他們的衛星信號,
[00:16:20.600 --> 00:16:26.800]  能夠直接向伊朗境內的人傳福音來講道的時候,
[00:16:26.800 --> 00:16:28.300]  那個時候他跟我講起,
[00:16:28.300 --> 00:16:34.800]  當時講起在伊朗境內基督徒人數大概有70萬人。
[00:16:34.800 --> 00:16:39.700]  我那時候已經很驚訝,哇,遠超過我所想像的。
[00:16:39.700 --> 00:16:42.800]  可是這一次他來,他告訴我,
[00:16:42.800 --> 00:16:48.400]  現在在伊朗的基督徒人數已經到兩三百萬人了。
[00:16:48.400 --> 00:16:50.300]  我說怎麼可能啊?
[00:16:50.300 --> 00:16:57.000]  他告訴我,他在伊朗境內的童工還嫌他講得太保守,
[00:16:57.000 --> 00:17:00.500]  意思說比這個人數還更多了。
[00:17:00.500 --> 00:17:02.200]  哦,哈雷路亞,我們真的看見,
[00:17:02.200 --> 00:17:05.200]  無論我們人眼怎麼看現今的環境,
[00:17:05.200 --> 00:17:07.200]  無論這個世界怎麼改變,
[00:17:07.200 --> 00:17:10.600]  無論這個黑暗的權勢怎麼樣籠罩這個世界,
[00:17:10.600 --> 00:17:14.900]  我告訴你,沒有一件事情能夠攔住神手中的工作。
[00:17:14.900 --> 00:17:16.700]  哈雷路亞。
[00:17:16.700 --> 00:17:21.500]  我們看見神的手仍然在全世界在工作。
[00:17:21.500 --> 00:17:23.400]  哈雷路亞。
[00:17:23.400 --> 00:17:25.400]  很多時候在大選期間,
[00:17:25.400 --> 00:17:29.300]  我們也看不見神在美國的工作嘛。
[00:17:29.300 --> 00:17:30.900]  你知道很多時候我常說,
[00:17:30.900 --> 00:17:33.700]  每一場屬靈的征戰,
[00:17:33.700 --> 00:17:38.600]  都有一個屬於神的關鍵時刻。
[00:17:38.600 --> 00:17:43.600]  每一場屬靈的征戰,都有一個屬於神的關鍵時刻。
[00:17:43.600 --> 00:17:47.500]  什麼是這個大選的關鍵時刻?
[00:17:47.500 --> 00:17:51.900]  我告訴你,今年的9月26號,
[00:17:51.900 --> 00:17:56.900]  就是這場屬靈征戰的關鍵時刻。
[00:17:56.900 --> 00:17:59.000]  那一天很奇妙。
[00:17:59.000 --> 00:18:01.700]  如果你還記得,在一個多月前,
[00:18:01.700 --> 00:18:05.800]  神呼召不同的機構、單位,
[00:18:05.800 --> 00:18:11.000]  在同一天,召聚全美國眾教會,
[00:18:11.000 --> 00:18:16.200]  聚集在一起為美國的迴轉來禱告。
[00:18:16.200 --> 00:18:17.700]  那天早上,
[00:18:17.700 --> 00:18:23.000]  由美國靈恩派的教會所主導的 The Return,
[00:18:23.000 --> 00:18:24.500]  那天中午,
[00:18:24.500 --> 00:18:30.000]  由美國保守派教會所主導的 Prayer March,
[00:18:30.000 --> 00:18:35.100]  每一場禱告會都超過上萬人參加。
[00:18:35.100 --> 00:18:37.600]  而奇妙的是,
[00:18:37.600 --> 00:18:40.100]  神也感動我們教會。
[00:18:40.100 --> 00:18:42.700]  其實當我們在預備弟兄禱告會的時候,
[00:18:42.700 --> 00:18:46.400]  我們根本不知道這些事情會發生。
[00:18:46.400 --> 00:18:51.100]  神感動我們就定下9月26號,
[00:18:51.100 --> 00:18:56.600]  我們要呼召全美靈良大家庭的弟兄們,
[00:18:56.600 --> 00:19:00.100]  在同一天的下午,
[00:19:00.100 --> 00:19:04.800]  要一同興起為美國的迴轉來禱告。
[00:19:04.800 --> 00:19:06.200]  而更奇妙的是,
[00:19:06.200 --> 00:19:10.500]  當我們開始禱告那一剎那,
[00:19:10.500 --> 00:19:14.700]  美西時間下午兩點鐘,
[00:19:14.700 --> 00:19:20.000]  正是大法官 Amy Coney Barrett 被提名的時刻。
[00:19:20.000 --> 00:19:21.800]  Hallelujah!
[00:19:21.800 --> 00:19:26.800]  那一天我們全美八個時區,
[00:19:26.800 --> 00:19:30.000]  超過一千位的弟兄,
[00:19:30.000 --> 00:19:33.700]  一同跪在神的面前,
[00:19:33.700 --> 00:19:37.500]  為美國的迴轉來禱告。
[00:19:37.500 --> 00:19:42.600]  我相信我們是站立在神所定的關鍵時刻,
[00:19:42.600 --> 00:19:45.800]  來與神一起同功的。
[00:19:45.800 --> 00:19:49.000]  我們整個靈良大家庭,
[00:19:49.000 --> 00:19:52.300]  是在這個關鍵時刻,
[00:19:52.300 --> 00:19:54.200]  是一同有份的。
[00:19:54.200 --> 00:19:57.100]  你們,我也深深的相信,
[00:19:57.100 --> 00:20:00.000]  主已經約納了我們宗教會,
[00:20:00.000 --> 00:20:02.000]  在那一天,
[00:20:02.000 --> 00:20:05.600]  在神面前的順服我們的回應,
[00:20:05.600 --> 00:20:08.300]  我們的禱告。
[00:20:08.300 --> 00:20:12.600]  神的靈就要推開黑暗詮釋,
[00:20:12.600 --> 00:20:15.100]  打開屬靈的天空,
[00:20:15.100 --> 00:20:17.600]  釋放屬天的能力,
[00:20:17.600 --> 00:20:20.100]  翻轉黑暗的時代。
[00:20:20.100 --> 00:20:21.400]  Amen!
[00:20:21.400 --> 00:20:24.900]  今天我們是可以憑信心來宣告的,
[00:20:24.900 --> 00:20:28.900]  讓神的風從四面吹來,
[00:20:28.900 --> 00:20:32.200]  吹散一切仇敵的工作。
