
[00:00:00.000 --> 00:00:12.000]  耶穌要來了,他很快就要來了,但是他還沒有啊。
[00:07:13.000 --> 00:07:37.000]  我們每一個人都受邀請進入他非凡的故事裡面。聖誕不只是我們去慶祝的一個日子。聖誕應該是來改變我們的。
[00:07:37.000 --> 00:07:48.000]  這就是今天我們去思想的主題。我們大家求低頭禱告。
[00:07:48.000 --> 00:08:13.000]  我們真的歡迎這個聖嬰孩來到我們當中。是由童貞女瑪麗亞所生。在一個玻璃橫的馬槽裡,不是有華麗的毯子,而是一些粗的布條。
[00:08:13.000 --> 00:08:27.000]  這不是一個君王出現的一個方式。但是他選擇來到我們的生命當中。
[00:08:27.000 --> 00:08:47.000]  那麼光明就取代了黑暗。而受傷也變成了醫治。仇恨轉為愛。而悲傷也變成了喜樂。
[00:08:47.000 --> 00:09:14.000]  神啊,當我們來到你面前的時候,求你能夠安靜我們的心,開我們的眼睛,讓我們去看到這個以馬內利,神與我們同在的奇妙。
[00:09:14.000 --> 00:09:40.000]  願你的靈能夠帶我們進入更深的敬拜,能夠更新我們的盼望。提醒我們,你仍然以謙卑的方式來到我們生命當中的每一個處境。
[00:09:40.000 --> 00:09:44.000]  我們禱告奉主耶穌基督的名求。
[00:09:44.000 --> 00:10:05.000]  馬太婚姻裡面告訴我們,瑪麗亞在與耶穌同房之前就被發現懷了孕。
[00:10:05.000 --> 00:10:13.000]  你可想而知,這個是一個多麼大的壓力。
[00:10:13.000 --> 00:10:31.000]  因為是面對很多的困惑,很尷尬,以及他不確定。我們可以聽到很多的流言,很多的計劃都已經崩潰了。
[00:10:31.000 --> 00:10:42.000]  而且,約瑟自己也被捲入一個自己他從來沒有想像到的一個情況裡面。
[00:10:47.000 --> 00:11:06.000]  但是聖經告訴我們,他仍是個義人。在第十九節形容,約瑟是一個忠於律法教訓的人。
[00:11:06.000 --> 00:11:18.000]  所以呢,雖然在這麼極大的壓力之下,約瑟選擇了要純真純潔。
[00:11:18.000 --> 00:11:33.000]  不單只是行為上的純潔,是他內心的純潔,他的動機,還有在他行動上的純潔。
[00:11:36.000 --> 00:11:42.000]  很多時候呢,壓力會塑造我們成為某一個人。
[00:11:42.000 --> 00:11:49.000]  有時候呢,壓力會讓我們感覺自己要看起來很好看。
[00:11:49.000 --> 00:11:53.000]  要凡事都跟得上。
[00:11:53.000 --> 00:12:01.000]  有一些要去表現的壓力。
[00:12:01.000 --> 00:12:13.000]  有時候呢,我們有壓力要說,假裝一切看起來都是很好的。
[00:12:13.000 --> 00:12:29.000]  但是呢,很多時候要看起來很好的那種的壓力呢,使我們失去了形象的動機。
[00:12:29.000 --> 00:12:37.000]  這個聖誕節,神在邀請我們要慢下來,要去珍惜純潔。
[00:12:37.000 --> 00:12:53.000]  在我們敬拜上的純潔,在我們關係上的純潔,而且呢,也要在我們能夠專注的事情上去純真。
[00:12:53.000 --> 00:13:00.000]  聖過呢,這個節期帶來的壓力。
[00:13:00.000 --> 00:13:05.000]  所以聖誕不只是我們去慶祝的一件事情。
[00:13:05.000 --> 00:13:10.000]  聖誕是要來改變我們的。
[00:13:10.000 --> 00:13:22.000]  當你的生命發生改變的時候,不論多大多小,只要是真實的改變,
[00:13:22.000 --> 00:13:35.000]  你就成為一個更新的人,而改變常常藉著這個悔改而臨到。
[00:13:35.000 --> 00:13:45.000]  因為你從舊的罪裡面離開,而且呢,改變也藉著我們更新而來到。
[00:13:45.000 --> 00:13:56.000]  你的思想,你的原意,甚至你在乎的事情都會改變。
[00:13:56.000 --> 00:14:02.000]  而且呢,改變也是藉著智慧來到的。
[00:14:02.000 --> 00:14:20.000]  天上的智慧呢,比財富更寶貴,它使我們能夠看見神美好計畫當中的奧秘。
[00:14:20.000 --> 00:14:23.000]  弟兄姊妹們,
[00:14:23.000 --> 00:14:42.000]  你知道你的生命也包藏在耶穌這個改變的計畫當中嗎?
[00:14:42.000 --> 00:14:53.000]  你有沒有去察覺到天上所給你的使命,在這個地上的使命呢?
[00:14:53.000 --> 00:15:00.000]  不要害怕。
[00:15:00.000 --> 00:15:09.000]  一般人都可以對你說不要怕。
[00:15:09.000 --> 00:15:17.000]  但是當神跟你說不要怕的時候呢,祂是在問你,你信靠誰?
[00:15:17.000 --> 00:15:27.000]  我們知道懼怕是很大聲的,而且它很有說服力。
[00:15:27.000 --> 00:15:34.000]  而且呢,它會讓你想到很糟糕很糟糕的結果。
[00:15:34.000 --> 00:15:39.000]  而且耶穌呢,祂也有很多理由去害怕。
[00:15:39.000 --> 00:15:45.000]  祂很怕人家論斷祂,而且會有羞辱。
[00:15:45.000 --> 00:15:59.000]  而且祂也有那個責任,而且祂也對這個未知的未來有懼怕。
[00:15:59.000 --> 00:16:07.000]  可是呢,約瑟選擇去相信神,而不是他自己的方法。
[00:16:07.000 --> 00:16:12.000]  他起初是有這個想法的哦。
[00:16:12.000 --> 00:16:22.000]  就是暗暗的把瑪利亞給修了。
[00:16:22.000 --> 00:16:28.000]  我很喜歡順經所說的,就是說祂不會隱藏人的軟弱。
[00:16:28.000 --> 00:16:37.000]  祂直接的接觸看出人心裡面的軟弱。
[00:16:37.000 --> 00:17:06.000]  因為在以色列書55章八字九節說,耶和華說我的意念非同你們的意念。
[00:17:06.000 --> 00:17:09.000]  我的道路非同你們的道路。
[00:17:09.000 --> 00:17:14.000]  天怎樣高過地,照樣我的道路高過你們的道路。
[00:17:14.000 --> 00:17:16.000]  我的意念高過你們的意念。
[00:17:16.000 --> 00:17:27.000]  神不是說你不要思想。
[00:17:27.000 --> 00:17:34.000]  神也沒有說你一定要想一些方法來解決一些問題。
[00:17:34.000 --> 00:17:45.000]  神也沒有說你的想法是不對的。
[00:17:45.000 --> 00:17:54.000]  但是呢,如果你把我的想法成為你的想法的話,是很有能力的。
[00:17:54.000 --> 00:17:59.000]  沒有任何人可以這麼說。
[00:17:59.000 --> 00:18:04.000]  所以問問自己,你信靠誰呢?
[00:18:04.000 --> 00:18:11.000]  所以當神說話的時候,
[00:18:11.000 --> 00:18:20.000]  制服就變得容易一點,雖然人生看起來還不是會因此而變得更輕鬆。
[00:18:20.000 --> 00:18:26.000]  所以這個聖誕節,你心裡存著什麼懼怕呢?
[00:18:26.000 --> 00:18:31.000]  你會不會怕別人怎麼看你?
[00:18:31.000 --> 00:18:36.000]  或者你覺得自己好像不夠好。
[00:18:36.000 --> 00:18:42.000]  你很怕失敗。
[00:18:42.000 --> 00:18:47.000]  或者你很怕放下你的掌控。
[00:18:47.000 --> 00:18:58.000]  聖誕提醒我們,順服不是因為我們很厚強,
[00:18:58.000 --> 00:19:05.000]  乃是因為神與我們同在。
[00:19:05.000 --> 00:19:13.000]  我覺得神已經對你們每一位說話了。
[00:19:13.000 --> 00:19:19.000]  神藉著牧師的正道向你們說話,
[00:19:19.000 --> 00:19:26.000]  在念經文的時候,
[00:19:26.000 --> 00:19:33.000]  也藉著你所愛,所關心之人的生命。
[00:19:33.000 --> 00:19:40.000]  那麼即將來的一年當中,神對你說了什麼呢?
[00:19:40.000 --> 00:19:45.000]  讓我們放下我們的懼怕,
[00:19:45.000 --> 00:19:50.000]  讓我們把我們的信心化為行動,
[00:19:50.000 --> 00:19:55.000]  讓我們選擇去順服。
[00:19:55.000 --> 00:20:08.000]  在第二十二節說,這一切的事成就,是要因應主藉先知所說的話。
[00:20:08.000 --> 00:20:20.000]  聖誕是神計劃的展開,讓我們看到,
[00:20:20.000 --> 00:20:26.000]  瑪利亞和約瑟或者他們更喜歡一個比較容易一點的人生,
[00:20:26.000 --> 00:20:31.000]  一個很安靜的訂婚,
[00:20:31.000 --> 00:20:36.000]  或者一個很簡單的婚禮,
[00:20:36.000 --> 00:20:40.000]  而且是沒有一個很多風波的一個生產。
[00:20:40.000 --> 00:20:56.000]  或者他們也很期望有一個好像王子和公主裡面的很好的生活,
[00:20:56.000 --> 00:21:03.000]  快快樂樂的在一起,永永遠遠的。
[00:21:03.000 --> 00:21:13.000]  但是呢,這一個神的使命通常不是在我們喜歡我們的偏好當中。
[00:21:13.000 --> 00:21:18.000]  神的旨意不一定符合我們的期待,
[00:21:18.000 --> 00:21:27.000]  但是呢,他總是會超越我們的期待。
[00:21:27.000 --> 00:21:35.000]  聖誕提醒我們,神進入到我們的痛苦當中,
[00:21:35.000 --> 00:21:45.000]  他也在我們的疑問當中,
[00:21:45.000 --> 00:21:54.000]  而且也在我們的軟弱的時候出生,使我們能夠改變成為神要我們的目的。
[00:21:58.000 --> 00:22:03.000]  那我們要如何更有意義的去慶祝這個聖誕呢?
[00:22:03.000 --> 00:22:17.000]  我們要慶祝聖誕是要帶著我們用心,而不是冷漠對待的。
[00:22:17.000 --> 00:22:21.000]  不要匆匆忙忙的而過,
[00:22:21.000 --> 00:22:26.000]  要停下來我們去反思,
[00:22:26.000 --> 00:22:29.000]  不是只做我們每年都做的事情。
[00:22:29.000 --> 00:22:42.000]  你要去問一問耶穌,今年在聖誕節裡面你對我有什麼要求呢?
[00:22:42.000 --> 00:22:50.000]  也許他要你去重建一個關係,
[00:22:50.000 --> 00:22:54.000]  或者去饒恕人,
[00:22:54.000 --> 00:22:57.000]  或者要去安息,
[00:22:57.000 --> 00:23:00.000]  或者是要更加多的服侍。
[00:23:00.000 --> 00:23:15.000]  第二呢,我們慶祝聖誕不只是為了禮物,而是人與人之間的。
[00:23:25.000 --> 00:23:33.000]  很多時候當你去組織這個團聚的時候,
[00:23:33.000 --> 00:23:39.000]  你通常記得的是坐在桌子旁邊的人,而不是在樹下的禮物。
[00:23:46.000 --> 00:23:56.000]  而且有意義的聖誕,使我們能夠把我們的注意力放在人的身上,送禮的人身上,而不是禮物身上。
[00:23:56.000 --> 00:24:04.000]  從一些很美的裝飾要轉向人與人之間的關係。
[00:24:04.000 --> 00:24:15.000]  從我們匆匆忙忙很忙碌的生活當中,能夠專注在神的身上。
[00:24:17.000 --> 00:24:24.000]  很多時候,連長的人不一定要禮物,他要的是我們的陪伴。
[00:24:45.000 --> 00:24:50.000]  讓我們不要錯過任何一個人和爺爺奶奶在一起的聖誕。
[00:24:50.000 --> 00:25:01.000]  因為你或者還有很多很多的聖誕,但是他們不一定還擁有很多的聖誕。
[00:25:09.000 --> 00:25:17.000]  而且當我們要慶祝聖誕的時候,我們是要用敬拜的心,而不只是一個很溫馨的願望。
[00:25:17.000 --> 00:25:23.000]  這個世界會慶祝這個節期。
[00:25:23.000 --> 00:25:29.000]  但是呢,我們信徒是來慶祝這位救主。
[00:25:29.000 --> 00:25:37.000]  當你還沒有打開你的禮物之前,我們先打開我們的聖經。
[00:25:39.000 --> 00:25:45.000]  當我們圍在一起吃東西的時候,先聚在一起禱告。
[00:25:45.000 --> 00:25:55.000]  當我們還沒去看一場電影之前,我們先來看一看主降生的這個故事。
[00:25:55.000 --> 00:26:04.000]  我們也要以勇氣能夠去慶祝,然後活出不一樣的生活。
[00:26:06.000 --> 00:26:22.000]  我們看到越是他活得不一樣,他信服,他去保護,他也去遵從,他也是信號,我們也可以的。
[00:26:26.000 --> 00:26:40.000]  讓我們在愛人奉獻,饒恕,還有去怎麼樣在我們的生活當中顯明耶穌。
[00:26:40.000 --> 00:26:50.000]  聖誕不只是說你只是相信耶穌,而是要把他活出來。
[00:26:57.000 --> 00:27:05.000]  那就讓我們來到下一個就是說,我們慶祝聖誕是帶著要為主做見證的事情。
[00:27:05.000 --> 00:27:16.000]  這不是我們單單去享受的一件事情,而是我們能夠為主做見證的時候。
[00:27:16.000 --> 00:27:21.000]  因為這一年當中,大家都聚在一起。
[00:27:27.000 --> 00:27:38.000]  因為當我們很熱鬧,氣氛很高昂的時候,很多時候我們就迷失在這一種很大的享受當中。
[00:27:38.000 --> 00:27:45.000]  那我們就要去想一想,我們慶祝這個節期的理由。
[00:27:45.000 --> 00:27:54.000]  第二十一節告訴我們,因為在生產的痛苦當中,
[00:27:56.000 --> 00:27:58.000]  一個孩子誕生了。
[00:27:58.000 --> 00:28:03.000]  他是從神而來的。
[00:28:03.000 --> 00:28:10.000]  要把百姓從罪惡裡面救回來。
[00:28:10.000 --> 00:28:25.000]  這些簡單的真理裡面,可以在你如何去接待,如何去舉辦聖誕聚會裡面表達出來。
[00:28:27.000 --> 00:28:30.000]  或者今天在教會裡面一樣。
[00:28:30.000 --> 00:28:36.000]  不論是什麼理由把你帶來這裡。
[00:28:36.000 --> 00:28:41.000]  請記得,聖誕不只是一個慶祝。
[00:28:41.000 --> 00:28:54.000]  那是神親自向他的兒女們表達他的愛和他對他們的渴望。
[00:28:57.000 --> 00:29:01.000]  你想想,約瑟從來沒有講過一篇道。
[00:29:01.000 --> 00:29:06.000]  他也沒有行過任何的神蹟。
[00:29:06.000 --> 00:29:12.000]  但是他很安靜的順服神。
[00:29:12.000 --> 00:29:16.000]  他娶了瑪麗亞。
[00:29:16.000 --> 00:29:21.000]  他養育了耶穌。
[00:29:25.000 --> 00:29:28.000]  並且他照著神的吩咐給孩子起名。
[00:29:28.000 --> 00:29:41.000]  約瑟向我們顯明,順服是最響亮的聖誕的敬拜。
[00:29:53.000 --> 00:29:57.000]  所以你如果現在明白神有多麼的愛你。
[00:29:57.000 --> 00:30:00.000]  我禱告,你願意能夠踏出下一步。
[00:30:00.000 --> 00:30:11.000]  你要對耶穌說,神啊,耶穌啊,我也愛你。
[00:30:11.000 --> 00:30:17.000]  跟我一起說,我愛你,耶穌。
[00:30:23.000 --> 00:30:25.000]  小聲一點,我們能夠回應。
[00:30:25.000 --> 00:30:32.000]  我愛你,耶穌。
[00:30:32.000 --> 00:30:35.000]  用你的心說出來。
[00:30:35.000 --> 00:30:39.000]  我會跟隨你,耶穌。
[00:30:39.000 --> 00:30:42.000]  我願意跟隨你,耶穌。
[00:30:42.000 --> 00:30:48.000]  我很歡迎聖嬰孩來到我的當中。
[00:30:48.000 --> 00:30:52.000]  我會接受你的邀請。
[00:30:53.000 --> 00:30:55.000]  我會打開你的心門,讓你能夠進到我的心裡面。
[00:30:55.000 --> 00:31:07.000]  我愛你,耶穌。
[00:31:07.000 --> 00:31:10.000]  我願意更有耐心的等待。
[00:31:10.000 --> 00:31:16.000]  我會持守做你給我的言語。
[00:31:16.000 --> 00:31:21.000]  我會走得更近。
[00:31:24.000 --> 00:31:25.000]  我願意更親近你。
[00:31:25.000 --> 00:31:29.000]  我願意更有勇氣的活著。
[00:31:29.000 --> 00:31:37.000]  我願意以信心去活出我生命當中的目的。
[00:31:37.000 --> 00:31:45.000]  如果你有去思想,去默想這些的話語。
[00:31:51.000 --> 00:31:53.000]  你就把最好的生日禮物給了耶穌。
[00:31:53.000 --> 00:31:59.000]  因為每一個聖誕都邀請我們去改變。
[00:31:59.000 --> 00:32:06.000]  改變是可以,是可能的。
[00:32:06.000 --> 00:32:08.000]  只要我們做出正確的選擇。
[00:32:08.000 --> 00:32:13.000]  我們選擇去珍惜這一份的純潔。
[00:32:13.000 --> 00:32:17.000]  我們選擇順服。
[00:32:19.000 --> 00:32:21.000]  我們也要去慶賀神給我們的使命。
[00:32:21.000 --> 00:32:28.000]  所以我們按照聖誕本該有的意義去享受,去慶祝。
[00:32:28.000 --> 00:32:34.000]  如果我再提醒你一次。
[00:32:34.000 --> 00:32:40.000]  耶穌真的快要來了。
[00:32:40.000 --> 00:32:43.000]  聖誕快樂。
