
[00:00:00.000 --> 00:00:04.160]  多謝剛才Chris Chan 弟兄給我的介紹
[00:02:34.040 --> 00:02:36.600]  求主你的令與我們同在
[00:02:36.600 --> 00:02:38.320]  幫助我們同感一靈
[00:02:38.320 --> 00:02:41.040]  以心靈和誠實來敬拜你
[00:02:41.040 --> 00:02:43.760]  叫你的真理放在我們的心中
[00:02:43.760 --> 00:02:46.160]  幫助我們在主的愛中
[00:02:46.160 --> 00:02:49.880]  能夠過一個饒恕人的生命
[00:02:49.880 --> 00:02:51.400]  奉主耶穌基督的名
[00:02:51.400 --> 00:02:53.640]  阿們
[00:02:53.640 --> 00:02:57.360]  記得有一年感恩節
[00:02:57.360 --> 00:03:00.160]  當時師母和我和我們的小孩
[00:03:00.160 --> 00:03:03.160]  住在聖路西聖河西
[00:03:03.160 --> 00:03:06.320]  在感恩節的時候
[00:03:06.320 --> 00:03:07.280]  一家五口
[00:03:07.280 --> 00:03:08.160]  我們三個小孩
[00:03:08.160 --> 00:03:09.880]  兩個女兒一個兒子
[00:03:09.880 --> 00:03:10.800]  一家五口
[00:03:10.800 --> 00:03:13.440]  我們開車從聖路西
[00:03:13.440 --> 00:03:16.200]  去聖路西的盧比斯堡度假
[00:03:16.200 --> 00:03:18.600]  從我們住的地方聖路西
[00:03:18.600 --> 00:03:20.640]  開車去聖路西的盧比斯堡
[00:03:20.640 --> 00:03:22.640]  大約三個小時
[00:03:22.640 --> 00:03:24.480]  我們住的旅館
[00:03:24.480 --> 00:03:27.320]  是在這個Avila Beach
[00:03:27.320 --> 00:03:28.800]  我不知道你有沒有去過這個海灘
[00:03:28.800 --> 00:03:30.160]  Avila Beach
[00:03:30.160 --> 00:03:32.360]  第一天晚上的時候
[00:03:32.360 --> 00:03:35.160]  當我們在外面吃完晚餐
[00:03:35.160 --> 00:03:37.920]  我們就開車回到我們的旅館
[00:03:37.920 --> 00:03:40.440]  然後把我們的車停在這個旅館
[00:03:40.440 --> 00:03:43.640]  外面露天的停車場
[00:03:43.640 --> 00:03:45.200]  當時的停車場
[00:03:45.200 --> 00:03:47.440]  我不知道現在有沒有燈光
[00:03:47.440 --> 00:03:50.960]  當時的停車場是沒有燈光設備的
[00:03:50.960 --> 00:03:52.200]  我想他有些意思
[00:03:52.200 --> 00:03:53.080]  他不想
[00:03:53.080 --> 00:03:55.080]  一會你知了我講下去
[00:03:55.080 --> 00:03:56.160]  沒有燈光的
[00:03:56.160 --> 00:03:57.360]  黑黑的
[00:03:57.360 --> 00:04:01.000]  所以整個停車場是十分的漆黑
[00:04:01.000 --> 00:04:02.680]  在那天晚上
[00:04:02.680 --> 00:04:04.680]  空氣非常之好
[00:04:04.680 --> 00:04:06.800]  空氣十分的清晰
[00:04:06.800 --> 00:04:08.960]  沒有像我們住在這裡的城水
[00:04:08.960 --> 00:04:11.640]  San Leandro 或者Bay Area 灣區
[00:04:11.640 --> 00:04:13.840]  那種污染的空氣
[00:04:13.840 --> 00:04:16.320]  也沒有城市的燈光
[00:04:16.320 --> 00:04:17.960]  我停車之後
[00:04:17.960 --> 00:04:20.080]  從車子出來
[00:04:20.080 --> 00:04:21.080]  開了門
[00:04:21.080 --> 00:04:23.400]  然後舉頭一看
[00:04:23.400 --> 00:04:25.600]  你猜我見到什麼
[00:04:25.600 --> 00:04:27.160]  是星星
[00:04:27.160 --> 00:04:29.400]  密密麻麻的星星
[00:04:29.400 --> 00:04:30.320]  我從來
[00:04:30.320 --> 00:04:31.440]  真的從來
[00:04:31.440 --> 00:04:34.240]  沒有見到這麼多的星星
[00:04:34.240 --> 00:04:36.600]  滿天都是
[00:04:36.600 --> 00:04:38.080]  在那時候
[00:04:38.080 --> 00:04:40.080]  我就想起一首詩歌
[00:04:40.080 --> 00:04:43.320]  一首短短的詩
[00:04:43.320 --> 00:04:44.160]  它說
[00:04:44.160 --> 00:04:45.840]  天上的星星
[00:04:45.840 --> 00:04:49.840]  為何像人群一般的庸濟
[00:04:49.840 --> 00:04:51.400]  地上的人們
[00:04:51.400 --> 00:04:56.360]  為何又像星星一般的疏遠
[00:04:56.360 --> 00:05:01.000]  好一首簡潔動人的詩歌
[00:05:01.000 --> 00:05:05.280]  寫透了我們人間那種的苦澀疏離
[00:05:05.280 --> 00:05:07.720]  為什麼人與人之間
[00:05:07.720 --> 00:05:09.880]  生活得其實很近
[00:05:09.880 --> 00:05:11.480]  你坐在隔壁
[00:05:11.480 --> 00:05:12.760]  去哪裡喝茶
[00:05:12.760 --> 00:05:15.720]  走過的時候
[00:05:15.720 --> 00:05:19.160]  肩膀也碰到別人的肩膀
[00:05:19.160 --> 00:05:21.400]  我們生活得這麼近
[00:05:21.400 --> 00:05:24.720]  但是往往彼此的心靈
[00:05:24.720 --> 00:05:25.560]  相隔
[00:05:25.560 --> 00:05:27.720]  為什麼又這麼遠
[00:05:27.720 --> 00:05:30.000]  好像星與星之間
[00:05:30.000 --> 00:05:31.320]  這麼遠
[00:05:31.320 --> 00:05:36.040]  是否人類永遠不能夠相親相愛
[00:05:36.040 --> 00:05:39.760]  就被這個相親相愛奏作了我們呢
[00:05:39.760 --> 00:05:40.880]  到現在
[00:05:40.880 --> 00:05:47.120]  還沒有找到解除奏作的良方呢
[00:05:47.120 --> 00:05:49.400]  人際關係在社會
[00:05:49.400 --> 00:05:53.800]  當然也是包括教會裡面這個大家庭
[00:05:53.800 --> 00:05:56.600]  是一個非常重要的課題
[00:05:56.600 --> 00:05:59.800]  而我們必須不斷的學習
[00:05:59.800 --> 00:06:01.920]  人與人之間
[00:06:01.920 --> 00:06:04.640]  如果關係搞得好的時候
[00:06:04.640 --> 00:06:06.800]  教會會有和諧
[00:06:06.800 --> 00:06:09.280]  教會可以同心合意
[00:06:09.280 --> 00:06:11.560]  興旺主的福音
[00:06:11.560 --> 00:06:14.760]  假如人際關係處理不當的話
[00:06:14.760 --> 00:06:18.320]  教會會受到傷害
[00:06:18.320 --> 00:06:21.520]  上帝的心意是所有信靠祂的人
[00:06:21.520 --> 00:06:23.640]  我們要和睦同居
[00:06:23.640 --> 00:06:25.680]  如果要做到這一點的時候
[00:06:25.680 --> 00:06:28.040]  整個教會上上下下
[00:06:28.040 --> 00:06:31.280]  弟兄姊妹們和教會的同工們
[00:06:31.280 --> 00:06:34.760]  在溝通上我們必須要注意
[00:06:34.760 --> 00:06:36.400]  而在我們的言語上
[00:06:36.400 --> 00:06:39.560]  需要用愛心來説誠實話
[00:06:39.560 --> 00:06:40.720]  不但如此
[00:06:40.720 --> 00:06:42.520]  還要彼此的包容
[00:06:42.520 --> 00:06:44.840]  彼此的饒恕
[00:06:44.840 --> 00:06:45.640]  因為
[00:06:45.640 --> 00:06:46.880]  這是神的話語
[00:06:46.880 --> 00:06:49.560]  聖經的教導
[00:06:49.560 --> 00:06:53.000]  我想問你們以下幾個問題
[00:06:53.000 --> 00:06:56.520]  你可以在心裡面來回答我
[00:06:56.520 --> 00:07:00.520]  當你內心充滿怨恨的時候
[00:07:00.520 --> 00:07:05.880]  你應如何去面對這些問題呢?
[00:07:05.880 --> 00:07:08.800]  面對你的怨恨呢?
[00:07:08.800 --> 00:07:10.960]  當有人冒犯了你的時候
[00:07:10.960 --> 00:07:12.600]  得罪了你的時候
[00:07:12.600 --> 00:07:15.080]  你的態度又應該怎樣呢?
[00:07:15.080 --> 00:07:16.280]  饒恕他
[00:07:16.280 --> 00:07:18.680]  或者不饒恕他呢?
[00:07:18.680 --> 00:07:19.920]  又另外
[00:07:19.920 --> 00:07:21.840]  饒恕他人
[00:07:21.840 --> 00:07:25.240]  容易做得到嗎?
[00:07:25.240 --> 00:07:28.120]  有人他不肯去饒恕別人
[00:07:28.120 --> 00:07:29.120]  他說
[00:07:29.120 --> 00:07:30.680]  要我饒恕他
[00:07:30.680 --> 00:07:32.600]  萬萬個不能
[00:07:32.600 --> 00:07:34.280]  你不用再勸我
[00:07:34.280 --> 00:07:35.880]  我已經決定了
[00:07:35.880 --> 00:07:38.000]  如果因為我恨他
[00:07:38.000 --> 00:07:39.560]  而要落地獄的話
[00:07:39.560 --> 00:07:43.480]  我寧可不上天堂
[00:07:43.480 --> 00:07:46.360]  有些人說他可以作出饒恕
[00:07:46.360 --> 00:07:48.280]  但是有條件
[00:07:48.280 --> 00:07:50.360]  條件性的饒恕
[00:07:50.360 --> 00:07:51.200]  他們說
[00:07:51.200 --> 00:07:54.160]  只要他肯先向我低頭
[00:07:54.160 --> 00:07:57.320]  我就饒恕他
[00:07:57.320 --> 00:07:59.720]  這種所謂的饒恕
[00:07:59.720 --> 00:08:01.640]  就算是符合條件
[00:08:01.640 --> 00:08:06.600]  但是心裡面仍舊仍然不會滿足
[00:08:06.600 --> 00:08:08.360]  不滿足的原因
[00:08:08.360 --> 00:08:14.520]  是因為看不到真正值得饒恕的理由
[00:08:14.520 --> 00:08:16.400]  如果這樣的話
[00:08:16.400 --> 00:08:17.880]  何謂饒恕?
[00:08:17.880 --> 00:08:19.560]  什麼是饒恕呢?
[00:08:19.560 --> 00:08:22.920]  這就是今早的信息的第一大點
[00:08:22.920 --> 00:08:24.600]  首先我們要知道的就是
[00:08:24.600 --> 00:08:27.400]  關於饒恕不是什麼
[00:08:27.400 --> 00:08:29.600]  饒恕不是什麼呢?
[00:08:29.600 --> 00:08:33.000]  饒恕不是等於忘記
[00:08:33.000 --> 00:08:37.320]  很多人以為將仇恨傷害忘記了
[00:08:37.320 --> 00:08:38.880]  一了百了
[00:08:38.880 --> 00:08:42.800]  其實這個世界上並沒有永遠忘記
[00:08:42.800 --> 00:08:47.000]  時間會令傷口淡化
[00:08:47.000 --> 00:08:50.600]  但是問題一天沒有解決的時候
[00:08:50.600 --> 00:08:54.800]  一天仍會浮現在我們腦海當中
[00:08:54.800 --> 00:08:58.240]  當這個浮現再出現在我們腦海的時候
[00:08:58.240 --> 00:09:00.240]  或者眼前的時候
[00:09:00.240 --> 00:09:03.080]  它會再來傷害你
[00:09:03.080 --> 00:09:05.080]  所以忘記
[00:09:05.080 --> 00:09:09.760]  只不過是一個在無可奈何的情況之下
[00:09:09.760 --> 00:09:11.800]  來處理的方法
[00:09:11.800 --> 00:09:16.440]  絕對不能夠代替饒恕
[00:09:16.440 --> 00:09:21.480]  另外饒恕不等於消解衝突
[00:09:21.480 --> 00:09:23.560]  保證以後不再發生
[00:09:23.560 --> 00:09:24.760]  不再有衝突
[00:09:24.760 --> 00:09:25.760]  不是
[00:09:25.760 --> 00:09:30.800]  另外饒恕並不等於妥協
[00:09:30.800 --> 00:09:38.480]  並不等於認同或者贊成對方那種錯誤的行為
[00:09:38.480 --> 00:09:45.640]  另外饒恕並不是無限度的容忍
[00:09:45.640 --> 00:09:49.760]  最後饒恕不是感情用事
[00:09:49.760 --> 00:09:52.400]  不是基於一時的衝動
[00:09:52.400 --> 00:09:54.520]  雖然是饒恕了對方
[00:09:54.520 --> 00:09:58.840]  但心裡面仍然抱怨
[00:09:58.840 --> 00:10:02.800]  很多人誤解了饒恕
[00:10:02.800 --> 00:10:08.920]  他們說這個世代還需要饒恕?
[00:10:08.920 --> 00:10:12.160]  隨著這個急促的生活的節奏
[00:10:12.160 --> 00:10:13.000]  很多人
[00:10:13.000 --> 00:10:15.400]  特別是在我們灣區這裡的人
[00:10:15.400 --> 00:10:17.680]  都變得很瀟灑
[00:10:17.680 --> 00:10:19.720]  他們說我從來不記仇的
[00:10:19.720 --> 00:10:21.400]  也不記恨的
[00:10:21.400 --> 00:10:25.000]  我根本沒有時間去記仇
[00:10:25.000 --> 00:10:28.400]  我又怎需要去饒恕呢?
[00:10:28.400 --> 00:10:32.880]  但是另一個相反的現象
[00:10:32.880 --> 00:10:35.440]  就令我們有些疑惑
[00:10:35.440 --> 00:10:39.160]  越來越多人接受心理的輔導
[00:10:39.160 --> 00:10:42.680]  他們心中抑壓的東西越來越多
[00:10:42.680 --> 00:10:45.440]  包括怨恨
[00:10:45.440 --> 00:10:49.480]  其實我們並不是說沒有怨恨
[00:10:49.480 --> 00:10:52.440]  並不是沒有傷恨
[00:10:52.440 --> 00:10:54.960]  只不過是生命的節奏
[00:10:54.960 --> 00:10:58.680]  快到令我們沒有時間去處理
[00:10:58.680 --> 00:11:02.720]  人只能傾向忘記
[00:11:02.720 --> 00:11:04.680]  但是日積月累
[00:11:04.680 --> 00:11:09.200]  會將怨恨堆積在我們的心頭
[00:11:09.200 --> 00:11:10.840]  如果這樣的時候
[00:11:10.840 --> 00:11:13.720]  饒恕又是什麼呢?
[00:11:13.720 --> 00:11:17.040]  一本好的書是英文書
[00:11:17.040 --> 00:11:18.800]  它的名字叫做
[00:11:18.800 --> 00:11:20.760]  《The Art of Forgiving》
[00:11:20.760 --> 00:11:23.600]  我將它翻譯為《饒恕的藝術》
[00:11:23.600 --> 00:11:26.320]  是Louis Smith所寫的
[00:11:26.320 --> 00:11:28.760]  他在書裡面這樣說
[00:11:28.760 --> 00:11:30.320]  一個很有意思的
[00:11:30.320 --> 00:11:31.000]  他說
[00:11:31.000 --> 00:11:32.720]  When we forgive
[00:11:32.720 --> 00:11:35.080]  we set the prisoner free
[00:11:35.080 --> 00:11:36.960]  and discover that
[00:11:36.960 --> 00:11:41.200]  the prisoner we set free is us
[00:11:41.200 --> 00:11:42.440]  翻譯過來說
[00:11:42.440 --> 00:11:44.280]  當我們饒恕
[00:11:44.280 --> 00:11:47.600]  我們就是將一個囚犯釋放出來
[00:11:47.600 --> 00:11:48.680]  有自由
[00:11:48.680 --> 00:11:51.160]  並且我們發現釋放的囚犯
[00:11:51.160 --> 00:11:55.440]  原來是我們自己
[00:11:55.440 --> 00:11:56.760]  是的
[00:11:56.760 --> 00:11:59.680]  饒恕是一種釋放
[00:11:59.680 --> 00:12:01.360]  Set free
[00:12:01.360 --> 00:12:04.880]  是從心裡面釋放對方
[00:12:04.880 --> 00:12:06.760]  同時你也釋放了
[00:12:06.760 --> 00:12:09.080]  你自己
[00:12:09.080 --> 00:12:10.320]  另外
[00:12:10.320 --> 00:12:12.160]  饒恕是知道
[00:12:12.160 --> 00:12:14.960]  人家他人冒犯了我
[00:12:14.960 --> 00:12:16.440]  而我不寄怨
[00:12:16.440 --> 00:12:17.960]  我不寄恨
[00:12:17.960 --> 00:12:21.040]  我不再聲聲地追討
[00:12:21.040 --> 00:12:23.680]  人與人之間那種怨恨
[00:12:23.680 --> 00:12:26.800]  是難以所謂計算清楚
[00:12:26.800 --> 00:12:28.600]  是很難講清楚
[00:12:28.600 --> 00:12:32.440]  誰欠誰
[00:12:32.440 --> 00:12:34.000]  放下這個報復
[00:12:34.000 --> 00:12:36.000]  這個其實講不清楚
[00:12:36.000 --> 00:12:38.160]  因為不能像一條
[00:12:38.160 --> 00:12:42.320]  所謂數學或者化學的方程式去解決
[00:12:42.320 --> 00:12:47.400]  饒恕就是放下計算
[00:12:47.400 --> 00:12:50.440]  放下報復那種心理
[00:12:50.440 --> 00:12:52.040]  我們饒恕人是因為
[00:12:52.040 --> 00:12:56.240]  我們也會犯同樣的錯誤
[00:12:56.240 --> 00:12:58.920]  所以我們根本沒有資格
[00:12:58.920 --> 00:13:02.160]  不去原諒別人
[00:13:02.160 --> 00:13:04.000]  我們都是罪人
[00:13:04.000 --> 00:13:07.760]  如果不是我們天父在主耶穌基督裡面
[00:13:07.760 --> 00:13:10.960]  饒恕你我的過犯的話
[00:13:10.960 --> 00:13:14.720]  我們的過犯也會得不到饒恕
[00:13:14.720 --> 00:13:17.600]  等一會我會更深入地來探討
[00:13:17.600 --> 00:13:22.200]  如何探討聖經對饒恕的教導
[00:13:22.200 --> 00:13:23.000]  更多的訊息
[00:13:23.000 --> 00:13:25.440]  第二個大點
[00:13:25.440 --> 00:13:28.560]  愛中饒恕
[00:13:28.560 --> 00:13:31.480]  這個也是今天講到的題目
[00:13:31.480 --> 00:13:33.680]  愛中饒恕
[00:13:33.680 --> 00:13:36.600]  是絕對重要的
[00:13:36.600 --> 00:13:37.680]  為什麼重要
[00:13:37.680 --> 00:13:40.360]  因為是聖經的教導
[00:13:40.360 --> 00:13:42.880]  好 我們看看今天早晨的經文
[00:13:42.880 --> 00:13:44.880]  是取自約翰一書
[00:13:44.880 --> 00:13:47.520]  第三章十一至十八節
[00:13:47.520 --> 00:13:49.680]  我們一起讀出請
[00:13:49.680 --> 00:13:52.200]  我們應當彼此相愛
[00:13:52.200 --> 00:13:55.880]  這就是你們從起初所聽見的命令
[00:13:55.880 --> 00:13:57.400]  不可像該人
[00:13:57.400 --> 00:13:59.160]  他是屬那惡者
[00:13:59.160 --> 00:14:00.840]  殺了他的兄弟
[00:14:00.840 --> 00:14:02.680]  為什麼殺了他呢
[00:14:02.680 --> 00:14:05.000]  因自己的行為是惡的
[00:14:05.000 --> 00:14:07.360]  兄弟的行為是善的
[00:14:07.360 --> 00:14:08.280]  弟兄們
[00:14:08.280 --> 00:14:09.960]  世人若恨你們
[00:14:09.960 --> 00:14:11.800]  不要以為稀奇
[00:14:11.800 --> 00:14:14.080]  我們因為愛弟兄
[00:14:14.080 --> 00:14:17.240]  就曉得已經出死入生了
[00:14:17.240 --> 00:14:18.640]  沒有愛心的
[00:14:18.640 --> 00:14:20.440]  仍住在死中
[00:14:20.440 --> 00:14:22.200]  凡恨他弟兄的
[00:14:22.200 --> 00:14:23.800]  就是殺人的
[00:14:23.800 --> 00:14:26.400]  就曉得要殺人的
[00:14:26.400 --> 00:14:29.280]  就沒有永生存在他裡面
[00:14:29.280 --> 00:14:31.160]  主為我們捨命
[00:14:31.160 --> 00:14:34.320]  我們從此就知道為愛
[00:14:34.320 --> 00:14:36.880]  我們也當為弟兄捨命
[00:14:36.880 --> 00:14:39.040]  凡有世上財物的
[00:14:39.040 --> 00:14:41.000]  看見弟兄窮乏
[00:14:41.000 --> 00:14:43.200]  就塞住憐恤的心
[00:14:43.200 --> 00:14:44.320]  愛神的心
[00:14:44.320 --> 00:14:46.720]  怎能存在他裡面呢
[00:14:46.720 --> 00:14:47.960]  小子們
[00:14:47.960 --> 00:14:49.320]  我們相愛
[00:14:49.320 --> 00:14:52.320]  不要只在言語或舌頭上
[00:14:52.320 --> 00:14:56.560]  總要在行為和誠實上
[00:14:56.560 --> 00:14:58.640]  約翰一書是仕途保羅
[00:14:58.640 --> 00:15:01.120]  他晚年所寫的
[00:15:01.120 --> 00:15:04.480]  大約是主後九十年左右
[00:15:04.480 --> 00:15:07.400]  約翰這本書裡面指出
[00:15:07.400 --> 00:15:10.520]  神就是愛
[00:15:10.520 --> 00:15:12.560]  凡是認識神的人
[00:15:12.560 --> 00:15:15.600]  一定是彼此相愛
[00:15:15.600 --> 00:15:17.720]  因為神就是愛
[00:15:17.720 --> 00:15:20.760]  因為愛是從神而來的
[00:15:20.760 --> 00:15:25.120]  信住的人應該擁有基督的愛
[00:15:25.120 --> 00:15:29.720]  並且我們住在基督的愛裡面
[00:15:29.720 --> 00:15:31.560]  這段經文開始
[00:15:31.560 --> 00:15:33.960]  約翰他提醒信徒
[00:15:33.960 --> 00:15:37.400]  說神給我們其中一條新的誡命
[00:15:37.400 --> 00:15:38.720]  也是主耶穌基督
[00:15:38.720 --> 00:15:41.960]  祂當天所賜給門徒的
[00:15:41.960 --> 00:15:44.000]  那條新的命令
[00:15:44.000 --> 00:15:47.520]  就是彼此相愛
[00:15:47.520 --> 00:15:49.920]  彼此相愛是信徒
[00:15:49.920 --> 00:15:52.040]  我們的標誌
[00:15:52.040 --> 00:15:54.200]  不可以好像該人
[00:15:54.200 --> 00:15:56.760]  因為嫉妒和憎恨
[00:15:56.760 --> 00:15:59.520]  殺了他的兄弟阿伯
[00:15:59.520 --> 00:16:01.800]  該人殺了他的兄弟的例子
[00:16:01.800 --> 00:16:04.600]  在《創世紀》第四章
[00:16:04.600 --> 00:16:07.520]  三至八節有記載
[00:16:07.520 --> 00:16:08.880]  在這段經文說到
[00:16:08.880 --> 00:16:11.200]  該人和他的弟弟阿伯
[00:16:11.200 --> 00:16:16.200]  他們分別拿些祭物來奉獻給上帝
[00:16:16.200 --> 00:16:18.520]  上帝願立阿伯的祭物
[00:16:18.520 --> 00:16:22.400]  因為阿伯將最好的來獻給神
[00:16:22.400 --> 00:16:23.680]  就是他獻什麼呢
[00:16:23.680 --> 00:16:27.800]  就是獻投生的羊和羊的自由
[00:16:27.800 --> 00:16:32.600]  去見證他對上帝那份的信心
[00:16:32.600 --> 00:16:36.680]  上帝拒絕了該人所獻的
[00:16:36.680 --> 00:16:39.000]  該人是種田的
[00:16:39.000 --> 00:16:42.600]  上帝不是因為該人獻的田產
[00:16:42.600 --> 00:16:43.600]  就不開心
[00:16:43.600 --> 00:16:45.320]  吳元南不是
[00:16:45.320 --> 00:16:52.320]  那是上帝因為該人的獻祭態度是隨便的
[00:16:52.320 --> 00:16:54.600]  該人因為這樣看到的時候
[00:16:54.600 --> 00:16:56.040]  他就很生氣
[00:16:56.040 --> 00:16:57.760]  他惱羞成怒
[00:16:57.760 --> 00:16:59.400]  就在田間的時候
[00:16:59.400 --> 00:17:02.080]  將他弟弟阿伯殺死
[00:17:02.080 --> 00:17:05.360]  就成為人類第一宗的謀殺案
[00:17:05.360 --> 00:17:07.680]  該人殺弟弟的動機
[00:17:07.680 --> 00:17:10.600]  是出於嫉妒和憎恨
[00:17:10.600 --> 00:17:12.800]  而嫉妒和憎恨
[00:17:12.800 --> 00:17:16.960]  就是我們世人的本性
[00:17:16.960 --> 00:17:18.600]  大兄姐妹們
[00:17:18.600 --> 00:17:22.600]  我們要除掉嫉妒和憎恨
[00:17:22.600 --> 00:17:31.160]  約翰福音書在第十五節嚴重提出警告
[00:17:31.160 --> 00:17:36.760]  他說凡恨他弟兄的就是殺人的
[00:17:36.760 --> 00:17:38.880]  你們曉得凡殺人的
[00:17:38.880 --> 00:17:44.000]  沒有永生存在他裡面
[00:17:44.000 --> 00:17:47.880]  人如果有仇恨憎恨的心
[00:17:47.880 --> 00:17:49.880]  就是殺人
[00:17:49.880 --> 00:17:50.800]  因為憎恨
[00:17:50.800 --> 00:17:52.800]  我們憎恨的時候
[00:17:52.800 --> 00:17:57.320]  就好像心裡面握著一把刀
[00:17:57.320 --> 00:18:00.840]  雖然外面沒有實際去殺人
[00:18:00.840 --> 00:18:05.520]  但從主體來看就等同殺人
[00:18:05.520 --> 00:18:07.120]  如果是這樣的話
[00:18:07.120 --> 00:18:11.120]  在這個人的裡面就沒有永生存在
[00:18:11.120 --> 00:18:12.960]  沒有神的生命
[00:18:12.960 --> 00:18:15.480]  如果沒有神的生命的話
[00:18:15.480 --> 00:18:19.480]  結局就會非常害怕
[00:18:19.480 --> 00:18:21.480]  讓我們感謝神
[00:18:21.480 --> 00:18:25.120]  約翰在第十七和第十八節裡面
[00:18:25.120 --> 00:18:28.960]  有進一步的來教導弟兄們他們的心
[00:18:28.960 --> 00:18:30.440]  提醒他們
[00:18:30.440 --> 00:18:32.720]  有愛神的心的人
[00:18:32.720 --> 00:18:34.680]  應該自然地
[00:18:34.680 --> 00:18:36.400]  Naturally
[00:18:36.400 --> 00:18:40.280]  自然地表現出有憐恨他人的心
[00:18:40.280 --> 00:18:42.040]  愛神的心
[00:18:42.040 --> 00:18:43.600]  這個特性
[00:18:43.600 --> 00:18:45.800]  就是我們主動去愛人
[00:18:45.800 --> 00:18:48.680]  我們絕不能夠將神的愛
[00:18:48.680 --> 00:18:52.080]  關閉在我們自己裡面
[00:18:52.080 --> 00:18:55.360]  不去讓這個愛去愛別人
[00:18:55.360 --> 00:18:57.360]  不能夠
[00:18:57.360 --> 00:18:59.360]  弟兄姊妹們
[00:18:59.360 --> 00:19:03.360]  口頭上說我愛神
[00:19:03.360 --> 00:19:05.360]  是不足夠的
[00:19:05.360 --> 00:19:08.360]  我們需要彼此的相愛
[00:19:08.360 --> 00:19:12.360]  而彼此的相愛不僅在我們的言語上面
[00:19:12.360 --> 00:19:14.360]  而且要在我們的行為上
[00:19:14.360 --> 00:19:17.360]  不僅在我們的舌頭上
[00:19:17.360 --> 00:19:20.360]  而且在我們的誠實上
[00:19:20.360 --> 00:19:23.360]  如果言語沒有行為
[00:19:23.360 --> 00:19:26.360]  就會顯得空洞
