
[00:00:00.000 --> 00:00:03.400]  有冇記得以前睇報紙要睇報紙㗎
[00:01:45.520 --> 00:01:48.040]  你就能夠讀一次聖經㗎喇
[00:01:48.040 --> 00:01:50.400]  不過讀到幾多 吸收到幾多
[00:01:50.400 --> 00:01:52.400]  就 嗰啲叫咩呀
[00:01:52.400 --> 00:01:55.520]  就 個個都唔同喇
[00:01:55.520 --> 00:01:57.920]  咁但係你話 咁樣
[00:01:57.920 --> 00:02:00.880]  以前我就會睇呢 聖經1140頁
[00:02:00.880 --> 00:02:05.520]  扣起嗰啲 有啲空白呀 有啲圖畫呀
[00:02:05.520 --> 00:02:07.520]  咁一年360日
[00:02:07.520 --> 00:02:11.040]  當你有四日休息啦 初一初二呀
[00:02:11.040 --> 00:02:15.280]  咁除360 除1440 都係幾多呀
[00:02:15.280 --> 00:02:18.400]  係4 係咩
[00:02:18.400 --> 00:02:23.840]  每日只需要讀四版聖經 你就能夠一年讀哂一次聖經喇喎
[00:02:23.840 --> 00:02:24.720]  係咪呀
[00:02:24.720 --> 00:02:28.000]  所以你每日只需要做40分鐘運動
[00:02:28.000 --> 00:02:30.880]  咁你一年就可以keep fit㗎喇
[00:02:30.880 --> 00:02:33.760]  就類似 屬靈生命點樣keep fit呢
[00:02:33.760 --> 00:02:35.040]  就類似
[00:02:35.040 --> 00:02:38.240]  咁好似賣廣告咁 只需要88個鐘
[00:02:38.240 --> 00:02:41.440]  哈哈 咁你就可以聽哂一次嘅聖經呀
[00:02:41.440 --> 00:02:45.280]  咁你 如果你諗 如果我88個鐘
[00:02:45.280 --> 00:02:47.680]  我哋而家好鍾意速成㗎嘛
[00:02:47.680 --> 00:02:49.680]  好 我一個禮拜就聽8個鐘
[00:02:49.680 --> 00:02:52.480]  咁只係需要11日
[00:02:52.480 --> 00:02:54.480]  咁扣起禮拜六 六日唔做呢
[00:02:54.480 --> 00:02:56.480]  你只係需要嘛
[00:02:56.480 --> 00:02:59.440]  5+5
[00:02:59.440 --> 00:03:02.080]  只係需要兩個禮拜多啲
[00:03:02.080 --> 00:03:03.360]  咁你就能夠讀哂喇
[00:03:03.360 --> 00:03:06.320]  哦 唔使咁速成喎 我一日讀唔到8個鐘喎
[00:03:06.320 --> 00:03:08.800]  因為8個鐘啲返工咁啦
[00:03:08.800 --> 00:03:09.520]  係咪呀
[00:03:09.520 --> 00:03:13.040]  我一日讀1個鐘呢 只係需要88天嘅啫
[00:03:13.040 --> 00:03:15.040]  咁你一日聽唔聽到8個鐘呀
[00:03:15.040 --> 00:03:17.040]  係咪呀 1個鐘呀
[00:03:17.040 --> 00:03:19.040]  睇電視都睇咗啦 係咪呀
[00:03:19.040 --> 00:03:23.040]  咁所以你 啊 會唔會有啲聖經係有埋
[00:03:23.040 --> 00:03:25.040]  有埋公仔睇嘅呢 有㗎喎
[00:03:25.040 --> 00:03:27.040]  喺網上真係有啲
[00:03:27.040 --> 00:03:29.040]  聖經呢 同文並茂
[00:03:29.040 --> 00:03:31.040]  有埋卡通都有㗎喎
[00:03:31.040 --> 00:03:33.040]  咁你話 咦 咁樣都幾好喎
[00:03:33.040 --> 00:03:35.040]  正正下呢
[00:03:35.040 --> 00:03:37.040]  咁我哋會介紹你讀兒童聖經啦
[00:03:37.040 --> 00:03:39.040]  哈哈哈哈
[00:03:39.040 --> 00:03:41.040]  哎呀 鐵棋版又講完一卷啦
[00:03:41.040 --> 00:03:43.040]  啊 幾爽呀 幾爽呀
[00:03:43.040 --> 00:03:45.040]  成功咁呀
[00:03:45.040 --> 00:03:47.040]  撳住兒童個字 聖經
[00:03:47.040 --> 00:03:49.040]  哈哈 同文並茂
[00:03:49.040 --> 00:03:51.040]  但係咁樣講 其實都係想講比你聽
[00:03:51.040 --> 00:03:53.040]  其實聖經呢 有比兒童啦
[00:03:53.040 --> 00:03:55.040]  有比青少年啦
[00:03:55.040 --> 00:03:57.040]  有比學生啦
[00:03:57.040 --> 00:03:59.040]  有比我哋成年人啦
[00:03:59.040 --> 00:04:01.040]  有唔同嘅版本
[00:04:01.040 --> 00:04:03.040]  但係聖經呢 喺世界上
[00:04:03.040 --> 00:04:05.040]  我哋話係最多
[00:04:05.040 --> 00:04:07.040]  被印刷出嚟嘅一個書本
[00:04:07.040 --> 00:04:09.040]  聖經英文叫
[00:04:09.040 --> 00:04:11.040]  Bible
[00:04:11.040 --> 00:04:13.040]  佢原本個字呢叫
[00:04:13.040 --> 00:04:15.040]  Bibliography
[00:04:15.040 --> 00:04:17.040]  嗰個字呢 即係一本書呀
[00:04:17.040 --> 00:04:19.040]  一本屬神嘅書
[00:04:19.040 --> 00:04:21.040]  The Book
[00:04:21.040 --> 00:04:23.040]  一本書 聖經
[00:04:23.040 --> 00:04:25.040]  唔容易讀嘅
[00:04:25.040 --> 00:04:27.040]  因為聖經嘅寫作呢
[00:04:27.040 --> 00:04:29.040]  喺由創世紀
[00:04:29.040 --> 00:04:31.040]  到即係開始
[00:04:31.040 --> 00:04:33.040]  即係由摩西
[00:04:33.040 --> 00:04:35.040]  嗰個年代佢開始 神啟示佢
[00:04:35.040 --> 00:04:37.040]  叫佢寫出嚟
[00:04:37.040 --> 00:04:39.040]  將以色列人嘅始祖
[00:04:39.040 --> 00:04:41.040]  嗰啲記錄落嚟呢
[00:04:41.040 --> 00:04:43.040]  係大概公元前
[00:04:43.040 --> 00:04:45.040]  1400年
[00:04:45.040 --> 00:04:47.040]  1400年之前嘅400年
[00:04:47.040 --> 00:04:49.040]  即係公元前1800年呢
[00:04:49.040 --> 00:04:51.040]  就係阿伯拉罕嘅時代
[00:04:51.040 --> 00:04:53.040]  再早少少
[00:04:53.040 --> 00:04:55.040]  再返轉頭
[00:04:55.040 --> 00:04:57.040]  即係聖經可以記載到
[00:04:57.040 --> 00:04:59.040]  由1800年
[00:04:59.040 --> 00:05:01.040]  阿伯拉罕嘅年代
[00:05:01.040 --> 00:05:03.040]  即係公元前1800年
[00:05:03.040 --> 00:05:05.040]  加埋而家20幾呀
[00:05:05.040 --> 00:05:07.040]  17加1800係幾多呀
[00:05:07.040 --> 00:05:09.040]  即係3800
[00:05:09.040 --> 00:05:11.040]  幾啦
[00:05:11.040 --> 00:05:13.040]  咁再早啲
[00:05:13.040 --> 00:05:15.040]  咁嗰啲嘅統計呢
[00:05:15.040 --> 00:05:17.040]  就唔係最清晰
[00:05:17.040 --> 00:05:19.040]  但係都大概係
[00:05:19.040 --> 00:05:21.040]  即係啲人諗
[00:05:21.040 --> 00:05:23.040]  當1000年或者2000年
[00:05:23.040 --> 00:05:25.040]  因為由阿伯拉罕數返轉頭去阿當呢
[00:05:25.040 --> 00:05:27.040]  咁嗰度有啲記載嗰啲
[00:05:27.040 --> 00:05:29.040]  家譜呀 數出嚟個年日呢
[00:05:29.040 --> 00:05:31.040]  佢就未必會
[00:05:31.040 --> 00:05:33.040]  一代一代寫出嚟
[00:05:33.040 --> 00:05:35.040]  佢可能會隔代咁樣寫
[00:05:35.040 --> 00:05:37.040]  一啲有代表嘅人物
[00:05:37.040 --> 00:05:39.040]  所以呢 最保守估計
[00:05:39.040 --> 00:05:41.040]  都再要多千幾年
[00:05:41.040 --> 00:05:43.040]  千幾二千年
[00:05:43.040 --> 00:05:45.040]  所以按人類嘅歷史
[00:05:45.040 --> 00:05:47.040]  聖經嘅記載呢 大概係
[00:05:47.040 --> 00:05:49.040]  即係5000年
[00:05:49.040 --> 00:05:51.040]  或者多啲嘅時間
[00:05:51.040 --> 00:05:53.040]  咁你話 咦 聖經
[00:05:53.040 --> 00:05:55.040]  同考古
[00:05:55.040 --> 00:05:57.040]  同科學研究話
[00:05:57.040 --> 00:05:59.040]  地球都幾多億
[00:05:59.040 --> 00:06:01.040]  幾多十億年㗎喎
[00:06:01.040 --> 00:06:03.040]  咁你要知道呢 當神創造
[00:06:03.040 --> 00:06:05.040]  阿當嘅時候呢
[00:06:05.040 --> 00:06:07.040]  你上到天堂 你要搵阿當夏娃呢
[00:06:07.040 --> 00:06:09.040]  有個遊戲 就係夏天去游水
[00:06:09.040 --> 00:06:11.040]  嗰陣呢 點樣搵到阿當同夏娃呢
[00:06:11.040 --> 00:06:13.040]  好易嘅啫
[00:06:13.040 --> 00:06:15.040]  邊兩個冇肚臍嘅
[00:06:15.040 --> 00:06:17.040]  嗰個就係阿當同夏娃
[00:06:17.040 --> 00:06:19.040]  因為阿當同夏娃一造出嚟呢
[00:06:19.040 --> 00:06:21.040]  就係牛高馬大
[00:06:21.040 --> 00:06:23.040]  係咪呀 即係佢唔係BB㗎嘛
[00:06:23.040 --> 00:06:25.040]  唔係BB喺度爬呀 唔係嘅
[00:06:25.040 --> 00:06:27.040]  咁聖經講
[00:06:27.040 --> 00:06:29.040]  阿當一出世就已經好英俊㗎啦
[00:06:29.040 --> 00:06:31.040]  識講嘢
[00:06:31.040 --> 00:06:33.040]  咁
[00:06:33.040 --> 00:06:35.040]  女人仲犀利 當阿當大過咗
[00:06:35.040 --> 00:06:37.040]  神為 喺佢肋骨嗰度
[00:06:37.040 --> 00:06:39.040]  攞一舊出嚟 外科手術
[00:06:39.040 --> 00:06:41.040]  攞出嚟
[00:06:41.040 --> 00:06:43.040]  做咗個女人 呢個係我
[00:06:43.040 --> 00:06:45.040]  骨中嘅骨 肉中嘅肉
[00:06:45.040 --> 00:06:47.040]  就唔係一個BB女嚟㗎嘛
[00:06:47.040 --> 00:06:49.040]  所以呢 阿當亦都唔識湊仔㗎喎
[00:06:49.040 --> 00:06:51.040]  即係夏娃
[00:06:51.040 --> 00:06:53.040]  一出世 女人一出世
[00:06:53.040 --> 00:06:55.040]  即係高大㗎
[00:06:55.040 --> 00:06:57.040]  所以我哋話 喺神嘅創造裏面
[00:06:57.040 --> 00:06:59.040]  唔需要經過
[00:06:59.040 --> 00:07:01.040]  我哋人類以為嗰種過程
[00:07:01.040 --> 00:07:03.040]  我記得
[00:07:03.040 --> 00:07:05.040]  我有個朋友
[00:07:05.040 --> 00:07:07.040]  讀生物學嘅
[00:07:07.040 --> 00:07:09.040]  廿幾年前
[00:07:09.040 --> 00:07:11.040]  佢仲研究緊點樣
[00:07:11.040 --> 00:07:13.040]  去將嗰啲鮑魚呢
[00:07:13.040 --> 00:07:15.040]  要整乾
[00:07:15.040 --> 00:07:17.040]  整乾鮑
[00:07:17.040 --> 00:07:19.040]  有冇聽過呀
[00:07:19.040 --> 00:07:21.040]  咁鮑魚點樣整乾 佢哋想用啲科學嘅方法
[00:07:21.040 --> 00:07:23.040]  佢發覺微波呢 已經可以將啲嘢
[00:07:23.040 --> 00:07:25.040]  即係嗰啲嘢嘅水份呢
[00:07:25.040 --> 00:07:27.040]  打走佢喎
[00:07:27.040 --> 00:07:29.040]  你有冇試過用微波 微波爐
[00:07:29.040 --> 00:07:31.040]  整熱一杯水呀
[00:07:31.040 --> 00:07:33.040]  叮幾耐會滾呀
[00:07:33.040 --> 00:07:35.040]  幾多秒呀
[00:07:35.040 --> 00:07:37.040]  十秒得唔得呀
[00:07:37.040 --> 00:07:39.040]  廿秒啦
[00:07:39.040 --> 00:07:41.040]  大概啦
[00:07:41.040 --> 00:07:43.040]  咁你有冇試過煲水一煲廿秒 啲水會滾呀
[00:07:43.040 --> 00:07:45.040]  唔會呀 所以呢
[00:07:45.040 --> 00:07:47.040]  原來有微波呢樣嘢㗎喎
[00:07:47.040 --> 00:07:49.040]  就可以將一杯
[00:07:49.040 --> 00:07:51.040]  平時好耐先滾嘅水呢
[00:07:51.040 --> 00:07:53.040]  去能夠煲滾熱到
[00:07:53.040 --> 00:07:55.040]  好辣手㗎喎
[00:07:55.040 --> 00:07:57.040]  科學
[00:07:57.040 --> 00:07:59.040]  都有啲嘢係超越我哋嘅想像
[00:07:59.040 --> 00:08:01.040]  何況係神嘅能力呢
[00:08:01.040 --> 00:08:03.040]  所以聖經講到
[00:08:03.040 --> 00:08:05.040]  今日我哋手上攞住呢本聖經
[00:08:05.040 --> 00:08:07.040]  對我哋好寶貴
[00:08:07.040 --> 00:08:09.040]  有一節聖經
[00:08:09.040 --> 00:08:11.040]  我想大家可以睇返
[00:08:11.040 --> 00:08:13.040]  詩篇嘅一章
[00:08:13.040 --> 00:08:15.040]  有一章獨立個子嘅
[00:08:15.040 --> 00:08:17.040]  有一段經文係個
[00:08:17.040 --> 00:08:19.040]  詩篇第一章第二節
[00:08:19.040 --> 00:08:21.040]  詩篇第一章第二節
[00:08:21.040 --> 00:08:23.040]  搵到呢請你一齊讀出嚟好嗎
[00:08:23.040 --> 00:08:25.040]  預備起
[00:08:25.040 --> 00:08:27.040]  有福
[00:08:27.040 --> 00:08:29.040]  係啦聖經講呢
[00:08:29.040 --> 00:08:31.040]  為喜愛耶和的律法
[00:08:31.040 --> 00:08:33.040]  晝夜思想
[00:08:33.040 --> 00:08:35.040]  這人便為有福
[00:08:35.040 --> 00:08:37.040]  神嘅話語
[00:08:37.040 --> 00:08:39.040]  俾我哋係好獨特
[00:08:39.040 --> 00:08:41.040]  我頭先講成本聖經咁厚
[00:08:41.040 --> 00:08:43.040]  經過幾千年
[00:08:43.040 --> 00:08:45.040]  神一路逐步向我哋啟示
[00:08:45.040 --> 00:08:47.040]  啟示啲咩呢
[00:08:47.040 --> 00:08:49.040]  就係神要透過文字
[00:08:49.040 --> 00:08:51.040]  透過語言
[00:08:51.040 --> 00:08:53.040]  透過人
[00:08:53.040 --> 00:08:55.040]  透過我哋手上嘅聖經
[00:08:55.040 --> 00:08:57.040]  人會老
[00:08:57.040 --> 00:08:59.040]  會死亡
[00:08:59.040 --> 00:09:01.040]  但神嘅話語
[00:09:01.040 --> 00:09:03.040]  到今時今日點樣傳遞俾我哋呢
[00:09:03.040 --> 00:09:05.040]  咁我話我哋話神嘅啟示呢
[00:09:05.040 --> 00:09:07.040]  大概分為四種
[00:09:07.040 --> 00:09:09.040]  第一種就係
[00:09:09.040 --> 00:09:11.040]  神透過宇宙萬物
[00:09:11.040 --> 00:09:13.040]  你周圍見到個世界呢
[00:09:13.040 --> 00:09:15.040]  宇宙呀日月嘅星辰呀
[00:09:15.040 --> 00:09:17.040]  動物植物呀大自然呀
[00:09:17.040 --> 00:09:19.040]  神就透過被造嘅
[00:09:19.040 --> 00:09:21.040]  宇宙萬物向我哋啟示
[00:09:21.040 --> 00:09:23.040]  又透過佢嘅人先知
[00:09:23.040 --> 00:09:25.040]  神所啟示嘅人嚟同我哋講說話
[00:09:25.040 --> 00:09:27.040]  神又透過呢啲人
[00:09:27.040 --> 00:09:29.040]  寫低聖經
[00:09:29.040 --> 00:09:31.040]  俾我哋去啟示
[00:09:31.040 --> 00:09:33.040]  最後神又靠耶穌基督降世為人
[00:09:33.040 --> 00:09:35.040]  向我哋啟示
[00:09:35.040 --> 00:09:37.040]  所以透過大自然
[00:09:37.040 --> 00:09:39.040]  透過先知透過聖經
[00:09:39.040 --> 00:09:41.040]  又透過耶穌基督
[00:09:41.040 --> 00:09:43.040]  但係今日最接近最就手
[00:09:43.040 --> 00:09:45.040]  喺我哋手上嘅
[00:09:45.040 --> 00:09:47.040]  就係神嘅話語聖經
[00:09:47.040 --> 00:09:49.040]  所以聖經話
[00:09:49.040 --> 00:09:51.040]  我哋要去發就夜思想
[00:09:51.040 --> 00:09:53.040]  即係成日思想住神嘅說話
[00:09:53.040 --> 00:09:55.040]  讓神嘅話
[00:09:55.040 --> 00:09:57.040]  喺我哋腦海裏面
[00:09:57.040 --> 00:09:59.040]  成日留心神有啲咩同我講呢
[00:09:59.040 --> 00:10:01.040]  喺日常生活裏面
[00:10:01.040 --> 00:10:03.040]  佢話呢個人就有福
[00:10:03.040 --> 00:10:05.040]  我哋新年
[00:10:05.040 --> 00:10:07.040]  今日年初九呀
[00:10:07.040 --> 00:10:09.040]  咁我都祝大家今年呢
[00:10:09.040 --> 00:10:11.040]  有真正屬靈嘅福氣
[00:10:11.040 --> 00:10:13.040]  今日同大家讀呢件聖經呢
[00:10:13.040 --> 00:10:15.040]  好特別嘅
[00:10:15.040 --> 00:10:17.040]  講到聖經
[00:10:17.040 --> 00:10:19.040]  有幾咁實在
[00:10:19.040 --> 00:10:21.040]  我哋再讀一讀
[00:10:21.040 --> 00:10:23.040]  我哋返去今日嘅主題經文
[00:10:23.040 --> 00:10:25.040]  我們讀八章一至三節
[00:10:25.040 --> 00:10:27.040]  八章一至三節
[00:10:27.040 --> 00:10:29.040]  預備起
[00:10:29.040 --> 00:10:33.040]  七月嘅第一日
[00:10:33.040 --> 00:10:35.040]  以色列人喺自己嘅
[00:10:35.040 --> 00:10:37.040]  咩呀
[00:10:37.040 --> 00:10:39.040]  自己嘅城
[00:10:39.040 --> 00:10:41.040]  耶路撒冷
[00:10:41.040 --> 00:10:43.040]  嗰度聚集
[00:10:43.040 --> 00:10:45.040]  聖經一開始就講咗
[00:10:45.040 --> 00:10:47.040]  成個尼熙米就係神
[00:10:47.040 --> 00:10:49.040]  帶領佢返去將
[00:10:49.040 --> 00:10:51.040]  回歸由波斯
[00:10:51.040 --> 00:10:53.040]  回歸秘魯嘅
[00:10:53.040 --> 00:10:55.040]  猶太人返返嚟自己嘅國家
[00:10:55.040 --> 00:10:57.040]  第二章
[00:10:57.040 --> 00:10:59.040]  第三章第四章
[00:10:59.040 --> 00:11:01.040]  去到以色列
[00:11:01.040 --> 00:11:03.040]  頭幾章就講
[00:11:03.040 --> 00:11:05.040]  回歸
[00:11:05.040 --> 00:11:07.040]  回歸嘅猶太人呢
[00:11:07.040 --> 00:11:09.040]  就建立咗聖殿
[00:11:09.040 --> 00:11:11.040]  重建返聖殿
[00:11:11.040 --> 00:11:13.040]  佢哋就酷入
[00:11:13.040 --> 00:11:15.040]  以斯拉係第二批
[00:11:15.040 --> 00:11:17.040]  回歸嘅人返到去
[00:11:17.040 --> 00:11:19.040]  以色列
[00:11:19.040 --> 00:11:21.040]  又叫
[00:11:21.040 --> 00:11:23.040]  以色列人悔改
[00:11:23.040 --> 00:11:25.040]  以色列人從罪裡面悔改
[00:11:25.040 --> 00:11:27.040]  佢哋又酷入
[00:11:27.040 --> 00:11:29.040]  嚟到尼熙米記
[00:11:29.040 --> 00:11:31.040]  第二批返嚟
[00:11:31.040 --> 00:11:33.040]  重建
[00:11:33.040 --> 00:11:35.040]  耶路撒冷嘅人
[00:11:35.040 --> 00:11:37.040]  通知尼熙米
[00:11:37.040 --> 00:11:39.040]  耶路撒冷嘅城牆
[00:11:39.040 --> 00:11:41.040]  被毀咗咁耐
[00:11:41.040 --> 00:11:43.040]  十幾年
[00:11:43.040 --> 00:11:45.040]  之後返咗去咁耐
[00:11:45.040 --> 00:11:47.040]  都起唔返
[00:11:47.040 --> 00:11:49.040]  尼熙米喺神面前
[00:11:49.040 --> 00:11:51.040]  又流淚禱告
[00:11:51.040 --> 00:11:53.040]  神就感動佢返去重建返
[00:11:53.040 --> 00:11:55.040]  耶路撒冷呢個聖城
[00:11:55.040 --> 00:11:57.040]  聖殿已經重建
[00:11:57.040 --> 00:11:59.040]  但聖城耶路撒冷仲未
[00:11:59.040 --> 00:12:01.040]  重建好就嚟到呢一刻
[00:12:01.040 --> 00:12:03.040]  尼熙米神直著佢
[00:12:03.040 --> 00:12:05.040]  去重建返整個耶路撒冷
[00:12:05.040 --> 00:12:07.040]  嘅城牆只係用咗
[00:12:07.040 --> 00:12:09.040]  52日
[00:12:09.040 --> 00:12:11.040]  7個多禮拜
[00:12:11.040 --> 00:12:13.040]  一個幾十年
[00:12:13.040 --> 00:12:15.040]  都重建唔到嘅耶路撒冷
[00:12:15.040 --> 00:12:17.040]  嘅城牆呢
[00:12:17.040 --> 00:12:19.040]  起好咗
[00:12:19.040 --> 00:12:21.040]  因為之前好多個阻力信心好缺乏
[00:12:21.040 --> 00:12:23.040]  但係神就話要透過
[00:12:23.040 --> 00:12:25.040]  呢個以斯拉尼熙米
[00:12:25.040 --> 00:12:27.040]  要復興以色列
[00:12:27.040 --> 00:12:29.040]  起返個城牆嚟到呢一日
[00:12:29.040 --> 00:12:31.040]  呢段經文講係第八章
[00:12:31.040 --> 00:12:33.040]  七月嘅時候
[00:12:33.040 --> 00:12:35.040]  佢哋就守節
[00:12:35.040 --> 00:12:37.040]  嚟到耶路撒冷
[00:12:37.040 --> 00:12:39.040]  自己嘅城牆
[00:12:39.040 --> 00:12:41.040]  水門嘅地方
[00:12:41.040 --> 00:12:43.040]  如果耶路撒冷
[00:12:43.040 --> 00:12:45.040]  好似我呢本聖經
[00:12:45.040 --> 00:12:47.040]  耶路撒冷
[00:12:47.040 --> 00:12:49.040]  城呢當時係
[00:12:49.040 --> 00:12:51.040]  係一個上闊
[00:12:51.040 --> 00:12:53.040]  下窄嘅一個城
[00:12:53.040 --> 00:12:55.040]  水門呢就喺
[00:12:55.040 --> 00:12:57.040]  右邊守
[00:12:57.040 --> 00:12:59.040]  陽門就喺
[00:12:59.040 --> 00:13:01.040]  右上角水門呢就
[00:13:01.040 --> 00:13:03.040]  喺右邊守一個空地
[00:13:03.040 --> 00:13:05.040]  聖殿呢就喺上面嘅
[00:13:05.040 --> 00:13:07.040]  聖殿上面
[00:13:07.040 --> 00:13:09.040]  如果你留意
[00:13:09.040 --> 00:13:11.040]  水門就喺耶路撒冷嘅
[00:13:11.040 --> 00:13:13.040]  東邊右邊有個空曠嘅地方
[00:13:13.040 --> 00:13:15.040]  當時回歸咗
[00:13:15.040 --> 00:13:17.040]  以色列人都有兩三萬人
[00:13:17.040 --> 00:13:19.040]  喺度
[00:13:19.040 --> 00:13:21.040]  經文講
[00:13:21.040 --> 00:13:23.040]  以斯拉呢個
[00:13:23.040 --> 00:13:25.040]  祭司帶領住
[00:13:25.040 --> 00:13:27.040]  其他嘅祭司
[00:13:27.040 --> 00:13:29.040]  文士尼米人
[00:13:29.040 --> 00:13:31.040]  嚟到
[00:13:31.040 --> 00:13:33.040]  嚟到水門呢個地方
[00:13:33.040 --> 00:13:35.040]  起好多神嘅殿
[00:13:35.040 --> 00:13:37.040]  佢就帶住神比
[00:13:37.040 --> 00:13:39.040]  以色列人嘅聖經
[00:13:39.040 --> 00:13:41.040]  就喺嗰度向佢哋宣講
[00:13:41.040 --> 00:13:43.040]  以色列人就係嗰啲
[00:13:43.040 --> 00:13:45.040]  無論係大還是細呢
[00:13:45.040 --> 00:13:47.040]  聽咗能夠明白
[00:13:47.040 --> 00:13:49.040]  嘅以色列人
[00:13:49.040 --> 00:13:51.040]  都一齊喺水門嗰度聚集
[00:13:51.040 --> 00:13:53.040]  當時
[00:13:53.040 --> 00:13:55.040]  以斯拉讀神嘅話嘅時候
[00:13:55.040 --> 00:13:57.040]  佢哋就站立
[00:13:57.040 --> 00:13:59.040]  第四節呢好多人名
[00:13:59.040 --> 00:14:01.040]  嗰度講同以斯拉一齊
[00:14:01.040 --> 00:14:03.040]  右邊有六位
[00:14:03.040 --> 00:14:05.040]  左邊有七位
[00:14:05.040 --> 00:14:07.040]  都係祭司即訓
[00:14:07.040 --> 00:14:09.040]  或者係啲長老
[00:14:09.040 --> 00:14:11.040]  喺佢身邊 以斯拉就企喺個高台
[00:14:11.040 --> 00:14:13.040]  上面去宣講神嘅話
[00:14:13.040 --> 00:14:15.040]  我哋就讀埋第
[00:14:15.040 --> 00:14:17.040]  五同第六節
[00:14:17.040 --> 00:14:19.040]  第五同第六 預備起
[00:14:19.040 --> 00:14:23.040]  係啦 以斯拉
[00:14:23.040 --> 00:14:25.040]  宣講神嘅話
[00:14:25.040 --> 00:14:27.040]  啲人就舉手讚美神
[00:14:27.040 --> 00:14:29.040]  讚美呢個至大至高嘅神
[00:14:29.040 --> 00:14:31.040]  佢哋知道神
[00:14:31.040 --> 00:14:33.040]  佢哋又略略
[00:14:33.040 --> 00:14:35.040]  認識神 透過神嘅
[00:14:35.040 --> 00:14:37.040]  話語 佢哋讚美
[00:14:37.040 --> 00:14:39.040]  喺神面前俯伏
[00:14:39.040 --> 00:14:43.040]  呢度講 佢又清早
[00:14:43.040 --> 00:14:45.040]  到幾點呀
[00:14:45.040 --> 00:14:47.040]  講到
[00:14:47.040 --> 00:14:51.040]  中午喎
[00:14:51.040 --> 00:14:53.040]  所以我哋遲咗崇拜
[00:14:53.040 --> 00:14:55.040]  我哋清早
[00:14:55.040 --> 00:14:57.040]  起嚟
[00:14:57.040 --> 00:14:59.040]  同埋聽講冇凳坐嘅
[00:14:59.040 --> 00:15:01.040]  係站喺度
[00:15:01.040 --> 00:15:03.040]  所以
[00:15:03.040 --> 00:15:07.040]  嗰陣
[00:15:07.040 --> 00:15:09.040]  讀神嘅話 你知道以前
[00:15:09.040 --> 00:15:11.040]  未有印刷術
[00:15:11.040 --> 00:15:13.040]  中國同西方都大概
[00:15:13.040 --> 00:15:15.040]  十六世紀
[00:15:15.040 --> 00:15:17.040]  十五世紀末 十六世紀初
