
[00:00:00.000 --> 00:00:02.840]  今天想和大家分享的題目是
[00:02:37.120 --> 00:02:40.840]  而她的情況就是醫生說
[00:02:40.840 --> 00:02:42.080]  即是她小時候已經知道
[00:02:42.080 --> 00:02:44.480]  醫生說她大約到四十歲左右
[00:02:44.480 --> 00:02:46.400]  她會全然盲了
[00:02:46.400 --> 00:02:50.120]  她說年輕的時候她還看到多一點的影像
[00:02:50.120 --> 00:02:52.200]  即是有點模糊,但是看到的
[00:02:52.200 --> 00:02:54.000]  但是到了三、四十歲
[00:02:54.000 --> 00:02:56.920]  她就應該會差到一個地步,就是看不到
[00:02:56.920 --> 00:02:59.280]  我認識她的時候,她大約三十歲左右
[00:02:59.280 --> 00:03:03.400]  她有一個三、四歲的小孩
[00:03:03.400 --> 00:03:05.640]  我們和她逛街,怎樣逛街呢?
[00:03:05.640 --> 00:03:07.000]  她也很喜歡逛街
[00:03:07.000 --> 00:03:10.120]  因為她是活躍的,喜歡逛街
[00:03:10.120 --> 00:03:11.320]  但我們有時會想
[00:03:11.320 --> 00:03:12.800]  逛街其實她看到些什麼呢?
[00:03:12.800 --> 00:03:14.480]  應該是甚麼都看不到的
[00:03:14.480 --> 00:03:16.480]  她說她看到的,看到一點點
[00:03:16.480 --> 00:03:18.800]  看到一些很強烈的顏色的東西
[00:03:18.800 --> 00:03:21.280]  譬如你帶她去買衣服
[00:03:21.280 --> 00:03:22.880]  你問她喜歡甚麼顏色
[00:03:22.880 --> 00:03:25.040]  她也有選擇的
[00:03:25.040 --> 00:03:26.360]  她說她喜歡紅色的
[00:03:26.360 --> 00:03:28.600]  你就拿一些紅色的東西在她眼前
[00:03:28.600 --> 00:03:29.680]  她是看到紅色的
[00:03:29.680 --> 00:03:32.440]  即是看到一些光線是紅色的
[00:03:32.440 --> 00:03:34.240]  綠色她是分辨得到的
[00:03:34.240 --> 00:03:36.240]  紅色、綠色、淺色的東西
[00:03:36.240 --> 00:03:38.280]  或者是深色的東西
[00:03:38.280 --> 00:03:40.880]  譬如什麼灰色、黑色她是分辨不到的
[00:03:40.880 --> 00:03:43.160]  但是譬如紅色、黃色、綠色
[00:03:43.160 --> 00:03:44.960]  那些比較明顯的
[00:03:44.960 --> 00:03:46.360]  還有對比大一點的
[00:03:46.360 --> 00:03:49.200]  她就看到了
[00:03:49.200 --> 00:03:52.600]  這個姐妹她先相信了
[00:03:52.600 --> 00:03:54.640]  她跟我們說的話也很深奧的
[00:03:54.640 --> 00:03:57.600]  因為我小時候,十幾歲
[00:03:57.600 --> 00:03:59.920]  不懂事,就亂問別人的事
[00:03:59.920 --> 00:04:00.880]  我就問她
[00:04:00.880 --> 00:04:02.800]  其實你這個人有什麼希望的?
[00:04:02.800 --> 00:04:05.280]  她的女兒也是視障的
[00:04:05.280 --> 00:04:06.280]  三歲而已
[00:04:06.280 --> 00:04:08.680]  醫生說她女兒的情況比她更差
[00:04:08.680 --> 00:04:11.880]  她說大約十歲她就會完全瞎了
[00:04:11.880 --> 00:04:14.480]  我作為一個媽媽,回想起來
[00:04:14.480 --> 00:04:17.080]  聽到女兒十歲就會完全瞎了
[00:04:17.080 --> 00:04:19.000]  真的不知道為什麼要生她
[00:04:19.000 --> 00:04:20.960]  自己就會有這個想法
[00:04:20.960 --> 00:04:23.200]  很肉痛的
[00:04:23.200 --> 00:04:25.400]  這個太太告訴我
[00:04:25.400 --> 00:04:27.200]  她說其實現在看到就好了
[00:04:27.200 --> 00:04:28.360]  看到比看不到好
[00:04:28.360 --> 00:04:29.760]  起碼也算看過
[00:04:29.760 --> 00:04:31.320]  所以她很喜歡上街
[00:04:31.320 --> 00:04:32.840]  看多一點
[00:04:32.840 --> 00:04:34.480]  她說她將會沒得看的了
[00:04:34.480 --> 00:04:35.680]  遲早沒得看
[00:04:35.680 --> 00:04:36.880]  這個是她的狀態
[00:04:36.880 --> 00:04:39.840]  但是她跟我們認識了一班視障的人
[00:04:39.840 --> 00:04:42.400]  普遍的人,特別是微信主那些
[00:04:42.400 --> 00:04:44.000]  他們都覺得人生沒有希望
[00:04:44.000 --> 00:04:45.360]  真的很沒有希望
[00:04:45.360 --> 00:04:46.520]  他說我可以做些什麼
[00:04:46.520 --> 00:04:47.320]  沒什麼可以做
[00:04:47.320 --> 00:04:50.480]  工作也沒有一些好的工作給我來做
[00:04:50.480 --> 00:04:53.040]  當時的特質不是那麼方便
[00:04:53.040 --> 00:04:55.040]  一本書已經是很大本
[00:04:55.040 --> 00:04:57.080]  也只是在他們的中心裏面
[00:04:57.080 --> 00:04:58.920]  不是人人都可以擁有
[00:04:58.920 --> 00:05:01.640]  所以在學習上面
[00:05:01.640 --> 00:05:03.920]  他們都面對極大的困難
[00:05:03.920 --> 00:05:06.800]  也因此他們的機會很少
[00:05:06.800 --> 00:05:08.960]  他們只可以做一些手作
[00:05:08.960 --> 00:05:13.280]  沒有辦法將生活改善提升
[00:05:13.280 --> 00:05:16.000]  原來眼睛有問題
[00:05:16.000 --> 00:05:17.800]  帶來的是什麼呢?
[00:05:17.800 --> 00:05:19.920]  帶來的是很多不便
[00:05:19.920 --> 00:05:22.360]  甚至生命是毫無盼望
[00:05:22.360 --> 00:05:24.280]  今天我們看的經文裏面
[00:05:24.280 --> 00:05:26.120]  講了兩個的核子
[00:05:26.120 --> 00:05:28.480]  兩個的核子
[00:05:28.480 --> 00:05:30.040]  今天眼睛有問題
[00:05:30.040 --> 00:05:32.280]  原來不只是核子有問題
[00:05:32.280 --> 00:05:34.080]  包括瞞徒也有問題
[00:05:34.080 --> 00:05:35.360]  這裏講什麼呢?
[00:05:35.360 --> 00:05:37.880]  耶穌看出來就說
[00:05:37.880 --> 00:05:41.480]  你們為什麼因為沒有餅就議論呢?
[00:05:41.480 --> 00:05:43.320]  你們還不醒悟?
[00:05:43.320 --> 00:05:44.800]  還不明白嗎?
[00:05:44.800 --> 00:05:49.320]  你們的心還是如幻嗎?
[00:05:49.320 --> 00:05:52.160]  你們有眼睛看不見嗎?
[00:05:52.160 --> 00:05:54.040]  有耳朵聽不見嗎?
[00:05:54.040 --> 00:05:56.120]  也不記得嗎?
[00:05:56.120 --> 00:05:58.560]  這裏講的其實
[00:05:58.560 --> 00:06:01.040]  這一段的經文仍然是在第八章
[00:06:01.040 --> 00:06:03.720]  第八章一開始的時候就講到
[00:06:03.720 --> 00:06:09.360]  耶穌和一群瞞徒進入了外邦人的世界裏面
[00:06:09.360 --> 00:06:12.160]  而這裏有一群人
[00:06:12.160 --> 00:06:15.040]  聖經告訴我們那裏有四千人
[00:06:15.040 --> 00:06:16.520]  有四千人
[00:06:16.520 --> 00:06:18.280]  耶穌在那裏行了一個神蹟
[00:06:18.280 --> 00:06:20.600]  餵飽了這四千人
[00:06:20.600 --> 00:06:23.400]  這四千人是想跟著耶穌
[00:06:23.400 --> 00:06:26.000]  聽耶穌的話
[00:06:26.000 --> 00:06:27.120]  聽耶穌的道理
[00:06:27.120 --> 00:06:29.520]  我相信他們真是有心的追求
[00:06:29.520 --> 00:06:30.880]  為什麼這樣說呢?
[00:06:30.880 --> 00:06:35.200]  因為原來耶穌和他們在那裏三日三夜
[00:06:35.200 --> 00:06:37.680]  耶穌看見他們累了
[00:06:37.680 --> 00:06:38.520]  也要回家了
[00:06:38.520 --> 00:06:40.000]  三日三夜回家了
[00:06:40.000 --> 00:06:41.840]  預備要叫他們回家的時候
[00:06:41.840 --> 00:06:45.000]  耶穌就擔心在路上困乏
[00:06:45.000 --> 00:06:46.120]  沒有吃過東西
[00:06:46.120 --> 00:06:47.120]  沒有休息過
[00:06:47.120 --> 00:06:49.000]  會不會這麼路途遙遠
[00:06:49.000 --> 00:06:50.400]  回去有困難
[00:06:50.400 --> 00:06:52.600]  所以耶穌就和瞞徒說
[00:06:52.600 --> 00:06:55.160]  你找些東西給他們吃吧
[00:06:55.160 --> 00:06:56.680]  瞞徒就很老實
[00:06:56.680 --> 00:06:57.920]  去那裏找東西吃?
[00:06:57.920 --> 00:06:58.920]  有幾千人
[00:06:58.920 --> 00:07:01.400]  如果現在說走下六樓很辛苦
[00:07:01.400 --> 00:07:05.240]  我叫李先生找些東西給大家吃吧
[00:07:05.240 --> 00:07:07.640]  我們一百多二百人
[00:07:07.640 --> 00:07:08.640]  你都搞不定
[00:07:08.640 --> 00:07:10.160]  怎麼辦呢?
[00:07:10.160 --> 00:07:13.000]  瞞徒在那個時候就表達
[00:07:13.000 --> 00:07:14.200]  我們沒有
[00:07:14.200 --> 00:07:15.680]  耶穌說你身上有多少
[00:07:15.680 --> 00:07:17.280]  他說我只有幾個餅
[00:07:17.280 --> 00:07:18.480]  只有一點點
[00:07:18.480 --> 00:07:19.720]  拿出來吧
[00:07:19.720 --> 00:07:20.320]  拿出來
[00:07:20.320 --> 00:07:24.440]  耶穌就好像走五餅二魚的神蹟一樣
[00:07:24.440 --> 00:07:25.880]  也是這樣去祝謝
[00:07:25.880 --> 00:07:27.760]  撒開就給那些人
[00:07:27.760 --> 00:07:31.800]  但是你這裏再退後一點
[00:07:31.800 --> 00:07:35.240]  在馬可福音第六章的時候
[00:07:35.240 --> 00:07:38.080]  就說了耶穌和瞞徒一起
[00:07:38.080 --> 00:07:40.040]  將五千人餵飽了
[00:07:40.040 --> 00:07:45.040]  即是剛剛發生的事不是很久
[00:07:45.040 --> 00:07:47.600]  在猶大地方做了這件事
[00:07:47.600 --> 00:07:48.960]  餵飽五千人
[00:07:48.960 --> 00:07:50.080]  現在來到這裏
[00:07:50.080 --> 00:07:50.960]  又是沒有餅
[00:07:50.960 --> 00:07:52.520]  又是沒有糧食
[00:07:52.520 --> 00:07:54.160]  但是在當日
[00:07:54.160 --> 00:07:55.960]  五千人吃飽的時候
[00:07:55.960 --> 00:07:57.920]  只是耶穌和他們一天
[00:07:57.920 --> 00:07:59.840]  不過也不要被他們困倦
[00:07:59.840 --> 00:08:02.920]  耶穌就為他們來預備食物
[00:08:02.920 --> 00:08:05.680]  但是這次這四千人
[00:08:05.680 --> 00:08:09.320]  是足足和耶穌在一起三天三夜
[00:08:09.320 --> 00:08:10.720]  聖經這樣說
[00:08:10.720 --> 00:08:11.960]  所以耶穌擔心他們
[00:08:11.960 --> 00:08:13.920]  就為他們來準備食物
[00:08:13.920 --> 00:08:18.200]  就祝福那些食物
[00:08:18.200 --> 00:08:21.280]  看得清楚才能夠跟隨
[00:08:21.280 --> 00:08:23.640]  在外邦人的地方裏面
[00:08:23.640 --> 00:08:25.200]  餵飽了四千人
[00:08:25.200 --> 00:08:26.840]  在猶太人的地方裏面
[00:08:26.840 --> 00:08:29.160]  餵飽了五千人
[00:08:29.160 --> 00:08:32.560]  瞞徒仍然不明白耶穌是誰
[00:08:32.560 --> 00:08:35.200]  雖然瞞徒一直跟隨著耶穌
[00:08:35.200 --> 00:08:37.760]  看見耶穌有很多醫治的能力
[00:08:37.760 --> 00:08:39.440]  看見耶穌有很多宣講
[00:08:39.440 --> 00:08:41.000]  做了很多很多事
[00:08:41.000 --> 00:08:44.000]  但是瞞徒卻是不明白
[00:08:44.000 --> 00:08:45.800]  耶穌是誰
[00:08:45.800 --> 00:08:47.840]  他的心眼仍然未開啟
[00:08:47.840 --> 00:08:51.960]  未知道
[00:08:51.960 --> 00:08:54.760]  盲眼的心情是怎樣
[00:08:54.760 --> 00:08:57.240]  盲眼的心情是剛才我說過
[00:08:57.240 --> 00:09:00.280]  問那些眼睛有障礙的
[00:09:00.280 --> 00:09:03.520]  甚至他們有機會是盲的
[00:09:03.520 --> 00:09:05.280]  有一些已經盲了
[00:09:05.280 --> 00:09:08.800]  我們去他們的宿舍關心關懷
[00:09:08.800 --> 00:09:12.480]  所以認識了一班
[00:09:12.480 --> 00:09:15.720]  他們的分享是很沒有希望的
[00:09:15.720 --> 00:09:17.440]  不知道前路可以怎樣
[00:09:17.440 --> 00:09:20.200]  亦都不敢想前路可以怎樣
[00:09:20.200 --> 00:09:23.280]  有一天就做一天人
[00:09:23.280 --> 00:09:24.440]  如果有機會
[00:09:24.440 --> 00:09:27.080]  有些女士如果有機會
[00:09:27.080 --> 00:09:28.600]  別人不嫌棄
[00:09:28.600 --> 00:09:30.920]  嫁到一個稍微好的丈夫
[00:09:30.920 --> 00:09:34.440]  她就覺得是她人生最大的希望
[00:09:34.440 --> 00:09:36.280]  有一些人
[00:09:36.280 --> 00:09:38.920]  有少少的能力
[00:09:38.920 --> 00:09:40.880]  願意奮鬥一些
[00:09:40.880 --> 00:09:43.080]  他們就積極去學按摩
[00:09:43.080 --> 00:09:47.040]  他們在會裏面有這些訓練
[00:09:47.040 --> 00:09:48.520]  因為他們都要謀生
[00:09:48.520 --> 00:09:50.320]  這些叫最積極的
[00:09:50.320 --> 00:09:53.800]  不過普遍的心情都是沒有希望
[00:09:53.800 --> 00:09:59.040]  生命是沒有希望
[00:09:59.040 --> 00:10:03.920]  我們的城市失去了希望
[00:10:03.920 --> 00:10:09.480]  我們的香港成為全球悲觀的地區第五位
[00:10:09.480 --> 00:10:12.680]  大家有沒有想過
[00:10:12.680 --> 00:10:14.680]  我們香港人有沒有想過
[00:10:14.680 --> 00:10:16.280]  我們知不知道原來
[00:10:16.280 --> 00:10:18.480]  我們的城市
[00:10:18.480 --> 00:10:21.080]  在世界裏面有排高位了
[00:10:21.080 --> 00:10:24.880]  不過是悲觀指數高的
[00:10:24.880 --> 00:10:30.160]  我們的負面數是節節的上升
[00:10:30.160 --> 00:10:40.760]  這個排名榜是17至18年度的一個統計
[00:10:40.760 --> 00:10:43.920]  我們是僅次於南韓
[00:10:43.920 --> 00:10:48.720]  而第一位就是約旦
[00:10:48.720 --> 00:10:49.640]  黎巴嫩
[00:10:49.640 --> 00:10:50.360]  意大利
[00:10:50.360 --> 00:10:51.920]  南韓就到香港了
[00:10:51.920 --> 00:10:53.800]  香港是新上榜的
[00:10:53.800 --> 00:10:58.360]  剛剛你見到新上榜的
[00:10:58.360 --> 00:11:00.400]  我相信如果再有這個統計
[00:11:00.400 --> 00:11:03.240]  2019年我們可能再上高一些
[00:11:03.240 --> 00:11:05.320]  全球都焦點我們
[00:11:05.320 --> 00:11:07.480]  都知道我們發生什麼事
[00:11:07.480 --> 00:11:11.080]  我想如果量一量香港人的心理指數
[00:11:11.080 --> 00:11:14.440]  應該都是跌到非常之低
[00:11:14.440 --> 00:11:16.680]  我們在這裏生活了幾十年
[00:11:16.680 --> 00:11:17.920]  當然有些沒有幾十年
[00:11:17.920 --> 00:11:18.680]  有些二十年
[00:11:18.680 --> 00:11:19.480]  二十多年
[00:11:19.480 --> 00:11:21.040]  有些十幾年
[00:11:21.040 --> 00:11:23.560]  但無論如何我們今天坐在這裏
[00:11:23.560 --> 00:11:26.160]  我們大部分的人在香港生活
[00:11:26.160 --> 00:11:30.160]  我相信你或多或少都很愛這個地方
[00:11:30.160 --> 00:11:33.720]  你都很想這個地方被祝福
[00:11:33.720 --> 00:11:40.360]  但我們從沒試過這個地方受這麼大震盪
[00:11:40.360 --> 00:11:42.240]  香港有病
[00:11:42.240 --> 00:11:44.920]  我形容現在香港是有病
[00:11:44.920 --> 00:11:47.040]  我們的城市病了
[00:11:47.040 --> 00:11:51.160]  病到一個地步就是有二百萬人上街
[00:11:51.160 --> 00:11:53.040]  一百萬人上街
[00:11:53.040 --> 00:11:55.480]  但我們的政府聽不見
[00:11:55.480 --> 00:11:57.200]  看不到
[00:11:57.200 --> 00:12:00.560]  我們的政府有病
[00:12:00.560 --> 00:12:04.120]  他的眼睛可能長了白內障
[00:12:04.120 --> 00:12:09.400]  看不到現在的情況
[00:12:09.400 --> 00:12:11.200]  希望是很重要的
[00:12:11.200 --> 00:12:13.680]  希望對於每一個人來說都很重要
[00:12:13.680 --> 00:12:18.800]  唯有希望你才會有動力可以走下去
[00:12:18.800 --> 00:12:20.240]  如果失去了希望
[00:12:20.240 --> 00:12:27.800]  真的失去了所有的東西
[00:12:27.800 --> 00:12:30.080]  當面對這麼大的衝擊的時候
[00:12:30.080 --> 00:12:32.240]  有一群基督徒
[00:12:32.240 --> 00:12:38.560]  他們出來以祈禱敬拜來面對這個衝擊
[00:12:38.560 --> 00:12:45.080]  面對這個社會現在的狀態
[00:12:45.080 --> 00:12:47.160]  我們看到有人在唱歌
[00:12:47.160 --> 00:12:48.920]  後面有警察
[00:12:48.920 --> 00:12:50.520]  前面有示威者
[00:12:50.520 --> 00:12:53.280]  也有一些教務人員
[00:12:53.280 --> 00:12:57.720]  他們在這個地方宣告耶和華在這裡
[00:12:57.720 --> 00:13:02.760]  宣告耶穌在這裡
[00:13:02.760 --> 00:13:04.520]  他們在做什麼呢?
[00:13:04.520 --> 00:13:08.760]  他們希望藉著這個禱告
[00:13:08.760 --> 00:13:11.400]  藉著這個敬拜讚美
[00:13:11.400 --> 00:13:15.320]  讓人知道耶穌在這裡
[00:13:15.320 --> 00:13:17.280]  耶穌不只是在教會那裡
[00:13:17.280 --> 00:13:19.800]  不只是躲在我們的心居那裡
[00:13:19.800 --> 00:13:23.040]  原來耶穌在這裡
[00:13:23.040 --> 00:13:27.400]  一群教務人員站在示威者的後面
[00:13:27.400 --> 00:13:28.440]  在前面
[00:13:28.440 --> 00:13:31.640]  在警察的前面也是
[00:13:31.640 --> 00:13:34.840]  他以他的身體作為一個人牆
[00:13:34.840 --> 00:13:36.200]  阻擋著
[00:13:36.200 --> 00:13:43.360]  讓那些示威者和警察不要直接衝撞
[00:13:43.360 --> 00:13:46.160]  教務人員手牽著手
[00:13:46.160 --> 00:13:50.080]  保護著一群年輕人
[00:13:50.080 --> 00:13:54.280]  這一份就是一份從基督而來的愛
[00:13:54.280 --> 00:13:55.320]  坦白說
[00:13:55.320 --> 00:13:58.440]  後面的未必是他的兒女
[00:13:58.440 --> 00:14:02.360]  更加未必是他教會裡面的信眾
[00:14:02.360 --> 00:14:05.120]  那群人對他來說可能是完全沒有關係的
[00:14:05.120 --> 00:14:07.840]  不過他們願意回應
[00:14:07.840 --> 00:14:09.160]  原因是什麼?
[00:14:09.160 --> 00:14:10.320]  因為他知道
[00:14:10.320 --> 00:14:11.360]  他這樣做
[00:14:11.360 --> 00:14:12.800]  耶穌喜歡
[00:14:12.800 --> 00:14:14.200]  他知道他這樣做是對的
[00:14:14.200 --> 00:14:15.960]  是正確的
[00:14:15.960 --> 00:14:18.400]  他以和平去表達
[00:14:18.400 --> 00:14:21.520]  對這個社會現在的狀態
[00:14:21.520 --> 00:14:23.800]  並且他也以禱告的心
[00:14:23.800 --> 00:14:30.000]  來守護著周圍的環境
[00:14:30.000 --> 00:14:32.480]  我們現在的社會最需要的是什麼呢?
[00:14:32.480 --> 00:14:36.720]  最需要的是被醫治
[00:14:36.720 --> 00:14:39.640]  簡單來說我們需要一個神蹟
[00:14:39.640 --> 00:14:42.640]  就好像那兩個核子一樣
[00:14:42.640 --> 00:14:44.760]  他們需要神蹟
[00:14:44.760 --> 00:14:48.720]  有人牽著這個核子去找耶穌
[00:14:48.720 --> 00:14:50.720]  求耶穌來醫治他
[00:14:50.720 --> 00:14:53.480]  求耶穌去按手摸他
[00:14:53.480 --> 00:14:55.640]  其實這就是求醫治
[00:14:55.640 --> 00:14:58.040]  當他們這樣去求的時候
[00:14:58.040 --> 00:14:59.400]  耶穌應允他
[00:14:59.400 --> 00:15:02.440]  就醫治他
[00:15:02.440 --> 00:15:03.720]  當他被醫治的時候
[00:15:03.720 --> 00:15:05.560]  他的生命有改變
[00:15:05.560 --> 00:15:06.920]  他能夠看見
[00:15:06.920 --> 00:15:12.320]  他可以回到正常的位置裡面
[00:15:12.320 --> 00:15:14.520]  有另外一個就是我沒有打經文出來
[00:15:14.520 --> 00:15:16.520]  只是我們讀過的
[00:15:16.520 --> 00:15:19.880]  在耶利哥城門口的時候
[00:15:19.880 --> 00:15:24.280]  這個核子大聲的呼喊
[00:15:24.280 --> 00:15:26.880]  大衛的子孫可憐我爸
[00:15:26.880 --> 00:15:28.280]  兩次的呼喊
[00:15:28.280 --> 00:15:30.760]  旁邊的人都覺得他很煩
[00:15:30.760 --> 00:15:33.160]  很吵,不要吵,不要在那裡叫
[00:15:33.160 --> 00:15:36.840]  但是他相信耶穌幫到他
[00:15:36.840 --> 00:15:38.880]  他這種相信耶穌幫到他
[00:15:38.880 --> 00:15:41.320]  其實他是沒有真正見過耶穌的
[00:15:41.320 --> 00:15:43.480]  因為他也盲的,怎麼會見到呢?
[00:15:43.480 --> 00:15:45.440]  但是他做一件事就是
[00:15:45.440 --> 00:15:47.160]  他抓住一個機會
[00:15:47.160 --> 00:15:50.560]  他相信這個機會來到,他要把握住
[00:15:50.560 --> 00:15:51.960]  其實他一定是看不到
[00:15:51.960 --> 00:15:53.080]  他不知道誰是耶穌
[00:15:53.080 --> 00:15:54.520]  也不知道發生什麼事
[00:15:54.520 --> 00:15:55.880]  不過他在城門口
[00:15:55.880 --> 00:15:57.680]  很可能就是他們出入的時候
[00:15:57.680 --> 00:15:58.920]  他們聽到
[00:15:58.920 --> 00:16:01.880]  知道耶穌走過很多神蹟
[00:16:01.880 --> 00:16:03.600]  一個這樣的機會放在他心上
[00:16:03.600 --> 00:16:06.960]  他相信如果他有機會碰到耶穌的話
[00:16:06.960 --> 00:16:08.040]  見到耶穌的話
[00:16:08.040 --> 00:16:09.240]  他就有救了
[00:16:09.240 --> 00:16:12.680]  他將這一份信心儲在他裡面
[00:16:12.680 --> 00:16:14.040]  直到可能
[00:16:14.040 --> 00:16:16.920]  因為你知道耶穌是一群人走的
[00:16:16.920 --> 00:16:19.840]  浩浩蕩蕩,最低限度加上耶穌有13個
[00:16:19.840 --> 00:16:22.880]  還有很多不同的跟隨者,婦女等等
[00:16:22.880 --> 00:16:24.080]  是很大群人
[00:16:24.080 --> 00:16:25.120]  出出入入的時候
[00:16:25.120 --> 00:16:26.600]  總有人說:耶穌走過來了
[00:16:26.600 --> 00:16:28.240]  那個就是了
[00:16:28.240 --> 00:16:29.280]  一路說的時候
[00:16:29.280 --> 00:16:31.600]  很可能就挑動了他
[00:16:31.600 --> 00:16:35.000]  渴望機會來到了
[00:16:35.000 --> 00:16:37.480]  所以他不理別人的阻止
[00:16:37.480 --> 00:16:39.280]  別人叫他不要吵,不要在那裡叫
[00:16:39.280 --> 00:16:40.680]  他大聲的呼喊
[00:16:40.680 --> 00:16:43.640]  大衛的子孫可憐我吧
[00:16:43.640 --> 00:16:45.600]  大衛的子孫可憐我吧
[00:16:45.600 --> 00:16:47.440]  很有力量的
[00:16:47.440 --> 00:16:49.840]  他稱呼他為大衛的子孫
[00:16:49.840 --> 00:16:51.280]  他認識
[00:16:51.280 --> 00:16:52.480]  其實在他裡面
[00:16:52.480 --> 00:16:54.600]  他為什麼有這個知識我們不知道
[00:16:54.600 --> 00:16:56.320]  不過他認識
[00:16:56.320 --> 00:16:58.800]  這一位是大衛的子孫
[00:16:58.800 --> 00:17:01.040]  即是說是以色列國
[00:17:01.040 --> 00:17:05.920]  那位上帝所愛的群體
[00:17:05.920 --> 00:17:08.960]  的一個很重要的人
[00:17:08.960 --> 00:17:12.440]  在這裡他宣認耶穌的能力
[00:17:12.440 --> 00:17:13.480]  可憐我吧
[00:17:13.480 --> 00:17:14.360]  幫助我吧
[00:17:14.360 --> 00:17:18.040]  求耶穌來幫助他
[00:17:18.040 --> 00:17:20.200]  第八章那裡說的那個核字
[00:17:20.200 --> 00:17:21.800]  是別人帶他去
[00:17:21.800 --> 00:17:23.640]  究竟是不是他主動去叫
[00:17:23.640 --> 00:17:24.520]  你幫我吧
[00:17:24.520 --> 00:17:25.280]  我看不到
[00:17:25.280 --> 00:17:25.760]  你幫我
[00:17:25.760 --> 00:17:27.040]  帶我去找耶穌吧
[00:17:27.040 --> 00:17:28.680]  他有沒有主動不知道
[00:17:28.680 --> 00:17:30.240]  不過我們最低限度知道
[00:17:30.240 --> 00:17:31.960]  有人願意幫助
[00:17:31.960 --> 00:17:34.120]  就將他帶到耶穌那裡
[00:17:34.120 --> 00:17:35.600]  當他找到耶穌的時候
