
[00:00:00.000 --> 00:00:01.520]  看完節目大家平安
[00:01:19.880 --> 00:01:21.800]  我講的時候
[00:01:21.800 --> 00:01:25.040]  會將它由問句轉回正言的說話
[00:01:25.040 --> 00:01:26.120]  容易明白一點
[00:01:26.120 --> 00:01:28.640]  以利濟斯
[00:01:29.000 --> 00:01:31.320]  「神叫我和你這樣說」
[00:01:31.320 --> 00:01:33.080]  你記不記得
[00:01:33.080 --> 00:01:38.040]  你祖父在埃及法老家做奴僕的時候
[00:01:38.040 --> 00:01:40.400]  是我向他們顯現
[00:01:40.400 --> 00:01:41.920]  帶他們出來
[00:01:41.920 --> 00:01:44.480]  其實意思就是
[00:01:44.480 --> 00:01:46.440]  以利濟斯
[00:01:46.440 --> 00:01:48.480]  「神叫我和你講」
[00:01:48.480 --> 00:01:50.240]  你記得
[00:01:50.240 --> 00:01:54.160]  是耶和華神帶我們的祖先
[00:01:54.160 --> 00:01:56.120]  這個叫祖父
[00:01:56.120 --> 00:01:57.360]  的祖先
[00:01:57.560 --> 00:01:59.320]  在埃及做奴隸的時候
[00:01:59.320 --> 00:02:01.240]  是祂帶我們出來的
[00:02:01.240 --> 00:02:02.600]  意思是什麼?
[00:02:02.600 --> 00:02:05.680]  你記得上帝多麼大能
[00:02:05.680 --> 00:02:07.440]  百多二百萬人
[00:02:07.440 --> 00:02:10.040]  在埃及的手裡面帶出來
[00:02:10.040 --> 00:02:12.160]  過蘆葦海
[00:02:12.160 --> 00:02:13.800]  或者俗稱紅海
[00:02:13.800 --> 00:02:15.800]  然後曠野四十年
[00:02:15.800 --> 00:02:17.040]  然後入迦南
[00:02:17.040 --> 00:02:18.360]  一直到現在
[00:02:18.360 --> 00:02:20.680]  我們的祖先都經歷這些
[00:02:20.680 --> 00:02:22.440]  是耶和華做的
[00:02:22.440 --> 00:02:24.040]  多麼大能
[00:02:24.040 --> 00:02:26.040]  多麼真實的神
[00:02:26.040 --> 00:02:27.000]  你記得嗎?
[00:02:28.160 --> 00:02:29.480]  第二點
[00:02:29.480 --> 00:02:31.400]  你記得的就是
[00:02:31.400 --> 00:02:34.080]  耶和華神是在
[00:02:34.080 --> 00:02:36.640]  我們以色列眾志派裡面
[00:02:36.640 --> 00:02:38.720]  選一些人做祭司
[00:02:38.720 --> 00:02:40.680]  在以色列眾志派中
[00:02:40.680 --> 00:02:43.200]  「我不是揀選人做我的祭司」
[00:02:43.200 --> 00:02:46.320]  「使他燒香在我壇上獻祭」
[00:02:46.320 --> 00:02:49.240]  「在我面前穿耳忽得」
[00:02:49.240 --> 00:02:50.200]  大家記得了
[00:02:50.200 --> 00:02:54.320]  「又將以色列人所獻的火祭都賜給你附加嗎?」
[00:02:54.320 --> 00:02:55.520]  意思就是
[00:02:55.520 --> 00:02:57.480]  你知不知道你記不記得
[00:02:58.160 --> 00:02:59.560]  春哀及的時候
[00:02:59.560 --> 00:03:02.320]  我顯得多麼大能與真實
[00:03:02.320 --> 00:03:03.960]  第二你記不記得
[00:03:03.960 --> 00:03:06.920]  那些祭司全部是我選的
[00:03:06.920 --> 00:03:10.320]  我選了其實是給他們有尊榮
[00:03:10.320 --> 00:03:13.840]  他可以為百姓向我燒香
[00:03:13.840 --> 00:03:16.560]  他可以為百姓向我獻祭
[00:03:16.560 --> 00:03:21.440]  他可以穿起耳忽得來代表他這個祭司的身份
[00:03:22.240 --> 00:03:27.600]  還是他還在享受獻火祭的時候的那些禮物
[00:03:27.600 --> 00:03:31.480]  那你會知道其實祭司是我選的
[00:03:31.480 --> 00:03:32.120]  你知道啦
[00:03:32.120 --> 00:03:34.040]  第一我是大理春哀及的神
[00:03:34.040 --> 00:03:37.160]  第二祭司是我任命與賜福的
[00:03:37.160 --> 00:03:39.040]  給他這個榮譽的
[00:03:39.040 --> 00:03:44.680]  不過為什麼你會
[00:03:44.680 --> 00:03:48.960]  在我所吩咐獻在我居所中的祭物
[00:03:49.480 --> 00:03:53.360]  你們會為何踐踏呢?
[00:03:53.360 --> 00:03:55.360]  意思就是
[00:03:55.360 --> 00:03:58.400]  你知道我是誰的
[00:03:58.400 --> 00:04:00.920]  你做這個位置都是我給的
[00:04:00.920 --> 00:04:02.880]  為什麼你這麼不尊重我
[00:04:02.880 --> 00:04:05.680]  會踐踏百姓獻給我
[00:04:05.680 --> 00:04:08.000]  是屬於我的祭物的
[00:04:08.000 --> 00:04:10.720]  「不是啊,我什麼時候有踐踏啊?」
[00:04:10.720 --> 00:04:13.320]  「沒有啊,我只是帶他過去燒而已」
[00:04:13.320 --> 00:04:15.320]  「沒有踐踏啊,沒有踩過」
[00:04:15.320 --> 00:04:17.880]  其實這個踐踏不是真的用腳踩
[00:04:18.600 --> 00:04:20.840]  是你不尊重我
[00:04:20.840 --> 00:04:22.080]  「啊,怎麼不尊重我啊?」
[00:04:22.080 --> 00:04:24.800]  這個神人直接說了
[00:04:24.800 --> 00:04:29.160]  「就是你尊重你的兒子過於尊重我」
[00:04:29.160 --> 00:04:33.560]  「將我文以色列所獻美好的祭物」
[00:04:33.560 --> 00:04:35.280]  「肥己啊」
[00:04:35.280 --> 00:04:37.880]  「為什麼你會這樣肥己呢?」
[00:04:37.880 --> 00:04:41.000]  「為什麼你尊重你的兒子多過我呢?」
[00:04:41.000 --> 00:04:42.200]  這個神人來到
[00:04:42.200 --> 00:04:44.880]  是神透過他問了一連串問題
[00:04:44.880 --> 00:04:47.520]  那你知道他在說什麼呢?
[00:04:48.120 --> 00:04:49.960]  那如果你有看早幾集
[00:04:49.960 --> 00:04:50.960]  你就會知道
[00:04:50.960 --> 00:04:53.720]  以來那兩個兒子
[00:04:53.720 --> 00:04:56.960]  說做祭司,但是肥己肥到怎樣呢?
[00:04:56.960 --> 00:04:58.920]  惡霸惡到怎樣呢?
[00:04:58.920 --> 00:05:01.160]  就是一人來獻祭
[00:05:01.160 --> 00:05:03.800]  獻祭之後,有些肉就分給祭司
[00:05:03.800 --> 00:05:04.680]  有些肉燒了
[00:05:04.680 --> 00:05:06.000]  有些肉就他家人吃
[00:05:06.000 --> 00:05:10.520]  就在鍋頂、鍋裡煮著
[00:05:10.520 --> 00:05:13.760]  那祭司的僕人就來了
[00:05:13.760 --> 00:05:16.480]  拿著一個三尺的叉
[00:05:16.480 --> 00:05:17.400]  三丫叉
[00:05:18.160 --> 00:05:21.280]  現在祭司要來拿肉
[00:05:21.280 --> 00:05:24.280]  插進鍋裡
[00:05:24.280 --> 00:05:28.040]  鍋頂裡面
[00:05:28.040 --> 00:05:29.760]  有什麼肉插進鍋裡
[00:05:29.760 --> 00:05:32.840]  拿上來的那塊就是屬於祭司的
[00:05:32.840 --> 00:05:36.040]  這樣都可以?
[00:05:36.040 --> 00:05:37.680]  有時候呢
[00:05:37.680 --> 00:05:41.920]  就要將這個牛羊宰了
[00:05:41.920 --> 00:05:43.840]  就預備要獻上
[00:05:44.480 --> 00:05:48.240]  這樣就要獻上燒
[00:05:48.240 --> 00:05:51.560]  那祭司的僕人
[00:05:51.560 --> 00:05:54.120]  就是他以來的兩個兒子又來了
[00:05:54.120 --> 00:05:55.880]  喂!先不要燒
[00:05:55.880 --> 00:05:58.160]  就交給祭司
[00:05:58.160 --> 00:06:03.080]  因為祭司是會要拿些肉去用的
[00:06:03.080 --> 00:06:07.440]  好啊,你祭司要拿就拿,我給你
[00:06:07.440 --> 00:06:11.120]  不過上帝是最喜歡那些肉的脂油
[00:06:11.120 --> 00:06:14.800]  讓我將那些脂油切了然後燒獻給上帝
[00:06:14.800 --> 00:06:16.320]  這樣好不好啊?
[00:06:16.320 --> 00:06:19.600]  我先做了,剩下的肉你拿去就拿去
[00:06:19.600 --> 00:06:21.040]  怕那些祭司
[00:06:21.040 --> 00:06:24.120]  不行,你現在給我
[00:06:24.120 --> 00:06:26.440]  你現在不給我,我就自己搶
[00:06:26.440 --> 00:06:27.920]  這樣說的
[00:06:27.920 --> 00:06:30.320]  嘩!不是吧
[00:06:30.320 --> 00:06:31.520]  這樣都可以?
[00:06:31.520 --> 00:06:34.920]  那我先燒了
[00:06:34.920 --> 00:06:36.560]  獻給上帝,不行
[00:06:36.560 --> 00:06:37.800]  為什麼?
[00:06:37.800 --> 00:06:40.320]  因為祭司要生肉
[00:06:40.320 --> 00:06:41.520]  為什麼要生肉?
[00:06:41.520 --> 00:06:45.200]  生肉可能自己烤得多少成也說不定
[00:06:45.200 --> 00:06:47.920]  或者生肉可以賣錢
[00:06:47.920 --> 00:06:49.920]  嘩!這樣
[00:06:49.920 --> 00:06:51.920]  所以
[00:06:51.920 --> 00:06:53.920]  那些人怨聲載道
[00:06:53.920 --> 00:06:56.080]  以利有沒有聽到呢?
[00:06:56.080 --> 00:06:58.720]  一定聽到,不聽到做祭司
[00:06:58.720 --> 00:07:00.720]  上帝都看到了
[00:07:00.720 --> 00:07:03.320]  那其他祭司都會吵
[00:07:03.320 --> 00:07:05.320]  老闆以利
[00:07:05.320 --> 00:07:08.440]  你那兩個兒子很奇怪,很厲害
[00:07:08.440 --> 00:07:09.640]  這樣真的不行
[00:07:09.640 --> 00:07:10.680]  都會說
[00:07:10.680 --> 00:07:12.120]  但是你看到
[00:07:12.120 --> 00:07:13.680]  以利不理,兩個兒子嘛
[00:07:13.680 --> 00:07:16.920]  你尊重你兩個兒子多過尊重我
[00:07:16.920 --> 00:07:22.840]  竟然將以色列文獻給我的祭物肥己
[00:07:22.840 --> 00:07:25.840]  所以我很生氣
[00:07:25.840 --> 00:07:27.520]  你這樣做真的不行
[00:07:27.520 --> 00:07:29.040]  結果上帝都會說
[00:07:29.040 --> 00:07:30.320]  然後呢
[00:07:30.320 --> 00:07:32.840]  之後再說下去你就知道
[00:07:32.840 --> 00:07:34.840]  他兩個兒子都死了
[00:07:34.840 --> 00:07:36.320]  很慘的
[00:07:36.320 --> 00:07:38.520]  你看到,留意哦
[00:07:38.520 --> 00:07:41.720]  我們要這裡教我們什麼呢?
[00:07:41.720 --> 00:07:43.320]  就是下面這句了
[00:07:43.320 --> 00:07:46.320]  因此耶和華以色列的上帝說
[00:07:46.320 --> 00:07:50.520]  我曾說你和你父家必永遠行在我面前
[00:07:50.520 --> 00:07:51.720]  耶和華說
[00:07:51.720 --> 00:07:55.520]  做祭司的你和你的利微族一路下來
[00:07:55.520 --> 00:07:57.520]  你們會行在我面前
[00:07:57.520 --> 00:07:58.320]  意思就是說
[00:07:58.320 --> 00:08:00.320]  我會看著你們,我會back up
[00:08:00.320 --> 00:08:02.720]  你們去吧,我後面支持你
[00:08:02.720 --> 00:08:03.920]  不怕,放心
[00:08:03.920 --> 00:08:06.520]  去為神做這些獻祭
[00:08:06.520 --> 00:08:08.520]  服侍屬靈的工作你去
[00:08:08.520 --> 00:08:10.720]  我會在後面支持你
[00:08:10.720 --> 00:08:12.720]  現在我卻說
[00:08:12.720 --> 00:08:14.320]  我不會再支持了
[00:08:14.320 --> 00:08:16.920]  我決不容你們這樣行
[00:08:16.920 --> 00:08:19.520]  現在我不單止不再在後面支持你
[00:08:19.520 --> 00:08:21.720]  我是不讓你做了
[00:08:21.720 --> 00:08:23.520]  因為
[00:08:23.520 --> 00:08:25.120]  尊重第三點
[00:08:25.120 --> 00:08:28.320]  尊重我的,我必重看他
[00:08:28.320 --> 00:08:32.120]  藐視我的,他必被輕視
[00:08:32.120 --> 00:08:33.720]  很清楚了
[00:08:33.720 --> 00:08:36.320]  尊重我的,我會尊重他
[00:08:36.320 --> 00:08:41.320]  藐視我的,他必被輕視
[00:08:41.320 --> 00:08:43.120]  不用特別解釋了
[00:08:43.120 --> 00:08:46.520]  不如讀一次這一點
[00:08:46.520 --> 00:08:48.320]  這些字
[00:08:48.320 --> 00:08:52.720]  尊重我的,我必重看他
[00:08:52.720 --> 00:08:57.320]  藐視我的,他必被輕視
[00:08:57.320 --> 00:08:58.120]  留意一下
[00:08:58.120 --> 00:09:00.320]  今天如果你要一節金句
[00:09:00.320 --> 00:09:02.720]  就這一節
[00:09:02.720 --> 00:09:04.120]  尊重上帝
[00:09:04.120 --> 00:09:07.720]  不要以為他看不見
[00:09:07.720 --> 00:09:08.920]  大家留意到
[00:09:08.920 --> 00:09:11.120]  神是看透萬事
[00:09:11.120 --> 00:09:15.920]  什麼事逃不過祂的眼
[00:09:15.920 --> 00:09:18.320]  祂是知道萬事
[00:09:18.320 --> 00:09:20.120]  知道人心
[00:09:20.120 --> 00:09:22.720]  最隱密的事祂都知道
[00:09:22.720 --> 00:09:25.320]  有很多事不要以為人家不知道
[00:09:25.320 --> 00:09:26.920]  神是知道的
[00:09:26.920 --> 00:09:29.920]  經歷了這麼多事做了幾十年人
[00:09:29.920 --> 00:09:32.320]  真的很多事都自己
[00:09:32.320 --> 00:09:34.920]  承受了就算了,但你要發悟
[00:09:34.920 --> 00:09:36.120]  不怕的,因為
[00:09:36.120 --> 00:09:37.520]  我也有一個信念
[00:09:37.520 --> 00:09:39.920]  神是知道的
[00:09:39.920 --> 00:09:43.320]  有些人輕視藐視上帝
[00:09:43.320 --> 00:09:44.120]  為什麼?
[00:09:44.120 --> 00:09:46.920]  認為他不知道,不會看到
[00:09:46.920 --> 00:09:48.920]  他不知道的,他不覺的
[00:09:48.920 --> 00:09:50.320]  所以他就做
[00:09:50.320 --> 00:09:52.120]  但其實神說不會的
[00:09:52.120 --> 00:09:55.520]  你這樣做,你是藐視我
[00:09:55.520 --> 00:09:59.320]  你這樣做是藐視我,我就會輕視你
[00:09:59.320 --> 00:10:02.120]  如果神不看重你,不祝福你
[00:10:02.120 --> 00:10:04.520]  你有多少錢,有多少勢力
[00:10:04.520 --> 00:10:05.720]  沒用的
[00:10:05.720 --> 00:10:08.120]  你的嘴巴多好,不行的
[00:10:08.120 --> 00:10:10.120]  樣子多好,沒用的
[00:10:10.120 --> 00:10:12.720]  樣子真是很真誠,沒用的
[00:10:12.720 --> 00:10:15.120]  人家都會不信你,都會輕視你
[00:10:15.120 --> 00:10:16.720]  因為神輕視你
[00:10:16.720 --> 00:10:19.320]  尊重神的,你用你的辦法尊重神
[00:10:19.320 --> 00:10:20.320]  放心
[00:10:20.320 --> 00:10:22.120]  神是會尊重你的
[00:10:22.120 --> 00:10:24.920]  祂會看重你,祂會賜福
[00:10:24.920 --> 00:10:27.920]  記得我們有一位又真又活的神
[00:10:27.920 --> 00:10:29.520]  就是今天發生了
[00:10:29.520 --> 00:10:31.320]  開始神動手了
[00:10:31.320 --> 00:10:34.120]  我們叫神人和耳裡說
[00:10:34.120 --> 00:10:37.320]  你教子無方
[00:10:37.320 --> 00:10:40.720]  我給這麼多恩典與福氣與簡宣你
[00:10:40.720 --> 00:10:43.320]  今天開始沒有了
[00:10:43.320 --> 00:10:45.120]  我不再尊重
[00:10:45.120 --> 00:10:48.320]  我已經夠了,受夠了
[00:10:48.320 --> 00:10:53.920]  這個災禍開始臨到了
[00:10:53.920 --> 00:10:56.520]  神看重尊重他的
[00:10:56.520 --> 00:10:59.120]  輕視藐視他的
[00:10:59.120 --> 00:11:01.320]  輕慢不得上帝,我們要記住
[00:11:01.320 --> 00:11:02.920]  好,祈禱
[00:11:02.920 --> 00:11:04.920]  求主幫我們
[00:11:04.920 --> 00:11:08.920]  有時候我們在世界上生活久了
[00:11:08.920 --> 00:11:11.320]  我們發覺到有很多辦法
[00:11:11.320 --> 00:11:14.320]  就可以征服別人
[00:11:14.320 --> 00:11:16.920]  有很多辦法是做了人家都不知道
[00:11:16.920 --> 00:11:19.120]  神不知,鬼不覺
[00:11:19.120 --> 00:11:21.520]  我們中國人說神不知,鬼不覺
[00:11:21.520 --> 00:11:24.520]  這句話好像說得很好
[00:11:24.520 --> 00:11:28.120]  但是其實神又知,鬼又覺
[00:11:28.120 --> 00:11:29.320]  主一切求你幫助我們
[00:11:29.320 --> 00:11:31.920]  不會輕慢你,不會藐視你
[00:11:31.920 --> 00:11:35.320]  幫助我們尊重你,小心
[00:11:35.320 --> 00:11:37.320]  垂聽祈禱,奉主名求
[00:11:37.320 --> 00:11:38.320]  阿門
