
[00:00:00.000 --> 00:00:03.000]  好,大型姊妹平安
[00:02:04.000 --> 00:02:06.000]  福音在帖撒羅尼加當時
[00:02:06.000 --> 00:02:12.000]  實在是一個非常不容易和不簡單的情況
[00:02:12.000 --> 00:02:16.000]  有少少圖給大家看一下
[00:02:16.000 --> 00:02:19.000]  保羅由耶路撒冷開始
[00:02:19.000 --> 00:02:24.000]  這次是保羅第二次旅行的一段事跡
[00:02:24.000 --> 00:02:26.000]  所以在當中
[00:02:26.000 --> 00:02:28.000]  大家看帖撒羅尼加前書的時候
[00:02:28.000 --> 00:02:32.000]  亦都可以去看《士道行傳》第十七章裏面
[00:02:32.000 --> 00:02:33.000]  有所涉獵
[00:02:33.000 --> 00:02:37.000]  由耶路撒冷走到安提科
[00:02:37.000 --> 00:02:39.000]  然後又去到特羅亞
[00:02:39.000 --> 00:02:41.000]  然後去到菲臘比
[00:02:41.000 --> 00:02:46.000]  菲臘比之後就在那裏建立了帖撒羅尼加教會
[00:02:46.000 --> 00:02:52.000]  然後繼續下去亞典和哥倫多
[00:02:52.000 --> 00:02:54.000]  下一頁
[00:02:54.000 --> 00:03:00.000]  先停一停
[00:03:00.000 --> 00:03:02.000]  當時去到特羅亞的時候
[00:03:02.000 --> 00:03:05.000]  就有勞加、提摩泰、西拉和保羅
[00:03:05.000 --> 00:03:08.000]  這裏是特羅亞
[00:03:08.000 --> 00:03:09.000]  下一頁
[00:03:09.000 --> 00:03:11.000]  馬奇頓
[00:03:11.000 --> 00:03:13.000]  下面是阿戈
[00:03:13.000 --> 00:03:15.000]  帖撒羅尼加在這裏
[00:03:15.000 --> 00:03:17.000]  下一頁
[00:03:17.000 --> 00:03:22.000]  他們一行人就來到菲臘比
[00:03:22.000 --> 00:03:25.000]  下一頁
[00:03:25.000 --> 00:03:28.000]  去到帖撒羅尼加
[00:03:28.000 --> 00:03:31.000]  之後勞加就留在菲臘比
[00:03:31.000 --> 00:03:36.000]  然後大家會見到在帖撒羅尼加第一章一節
[00:03:36.000 --> 00:03:39.000]  還有提摩泰和西拉
[00:03:39.000 --> 00:03:43.000]  是一行三人去到帖撒羅尼加
[00:03:43.000 --> 00:03:45.000]  然後行程
[00:03:45.000 --> 00:03:47.000]  他們繼續去到比利亞
[00:03:47.000 --> 00:03:51.000]  那裏的人延於帖撒羅尼加的人
[00:03:51.000 --> 00:03:52.000]  去到亞典
[00:03:52.000 --> 00:03:55.000]  亞典是保羅去的
[00:03:55.000 --> 00:03:59.000]  然後因為帖撒羅尼加有需要
[00:03:59.000 --> 00:04:06.000]  就找提摩泰去那裏照顧當時的情況
[00:04:06.000 --> 00:04:08.000]  然後
[00:04:08.000 --> 00:04:11.000]  保羅就去到哥倫多那裏
[00:04:11.000 --> 00:04:20.000]  最後他們在哥倫多有一個聚集的時間
[00:04:20.000 --> 00:04:24.000]  大概在哥倫多
[00:04:24.000 --> 00:04:27.000]  保羅就寫了帖撒羅尼加前後書
[00:04:27.000 --> 00:04:29.000]  下一頁
[00:04:29.000 --> 00:04:35.000]  帖撒羅尼加就是當時馬其頓的首府
[00:04:35.000 --> 00:04:38.000]  是今天希臘第二大的城市
[00:04:38.000 --> 00:04:41.000]  人口很多 猶太人口很多
[00:04:41.000 --> 00:04:44.000]  先看看圖
[00:04:44.000 --> 00:04:48.000]  大概當時是遇到什麼情況呢
[00:04:48.000 --> 00:04:51.000]  如果你看《士路行傳》第十七章
[00:04:51.000 --> 00:04:52.000]  那裏有這樣說
[00:04:52.000 --> 00:04:55.000]  保羅和西拉經過暗非波尼
[00:04:55.000 --> 00:04:57.000]  阿波羅尼亞來到帖撒羅尼加
[00:04:57.000 --> 00:05:00.000]  在那裏有猶太人的會堂
[00:05:00.000 --> 00:05:03.000]  然後他們當然進去會堂
[00:05:03.000 --> 00:05:05.000]  保羅照他素常的規矩進去
[00:05:05.000 --> 00:05:07.000]  一連三個安息日
[00:05:07.000 --> 00:05:09.000]  本著聖經與他們辯論
[00:05:09.000 --> 00:05:12.000]  講解陳明基督必須受害
[00:05:12.000 --> 00:05:13.000]  從死裡復活
[00:05:13.000 --> 00:05:18.000]  又說我所傳與你們的這位耶穌就是基督
[00:05:18.000 --> 00:05:22.000]  他們中間有些人聽了勸
[00:05:22.000 --> 00:05:24.000]  就服從保羅和西拉
[00:05:24.000 --> 00:05:27.000]  並有許多虔敬的希利尼人
[00:05:27.000 --> 00:05:29.000]  尊貴的婦女也不少
[00:05:29.000 --> 00:05:31.000]  下一頁
[00:05:31.000 --> 00:05:35.000]  但那不信的猶太人心裡疾度
[00:05:35.000 --> 00:05:38.000]  朝聚了些使者匪類
[00:05:38.000 --> 00:05:40.000]  火搭成群
[00:05:40.000 --> 00:05:41.000]  搭火成群
[00:05:41.000 --> 00:05:43.000]  聳動合成的人
[00:05:43.000 --> 00:05:45.000]  闖進耶穌的家
[00:05:45.000 --> 00:05:48.000]  要將保羅和西拉帶到百姓那裏
[00:05:48.000 --> 00:05:49.000]  找不著他們
[00:05:49.000 --> 00:05:51.000]  就把耶穌和幾個弟兄
[00:05:51.000 --> 00:05:53.000]  拉到地方官那裏喊叫說
[00:05:53.000 --> 00:05:57.000]  那攪亂天下的也到這裏來了
[00:05:57.000 --> 00:05:59.000]  耶穌收留他們
[00:05:59.000 --> 00:06:02.000]  這些人都違背該撒的名說
[00:06:02.000 --> 00:06:04.000]  另有一個王耶穌
[00:06:04.000 --> 00:06:06.000]  眾人和地方官聽見這話
[00:06:06.000 --> 00:06:07.000]  就驚慌了
[00:06:07.000 --> 00:06:11.000]  於是取了耶穌和其餘之人的寶藏
[00:06:11.000 --> 00:06:14.000]  就釋放了他們
[00:06:14.000 --> 00:06:16.000]  大概這個是當時
[00:06:16.000 --> 00:06:18.000]  保羅去到貼薩羅尼加
[00:06:18.000 --> 00:06:20.000]  有一些背景
[00:06:20.000 --> 00:06:22.000]  他們所面對的處境就是
[00:06:22.000 --> 00:06:25.000]  會堂裏面有些人很不喜歡
[00:06:25.000 --> 00:06:27.000]  大概可能因為
[00:06:27.000 --> 00:06:28.000]  保羅一年三個安息日
[00:06:28.000 --> 00:06:31.000]  都有機會在會堂裏面講到
[00:06:31.000 --> 00:06:35.000]  我想大概他講的都相當之吸引
[00:06:35.000 --> 00:06:38.000]  還有一定的人來歸順他
[00:06:38.000 --> 00:06:40.000]  有一定的果效
[00:06:40.000 --> 00:06:44.000]  所以那裏的猶太人就頂不住
[00:06:44.000 --> 00:06:48.000]  奮起而來就來教唆
[00:06:48.000 --> 00:06:50.000]  煽動當時的群眾
[00:06:50.000 --> 00:06:52.000]  來對保羅一行人
[00:06:52.000 --> 00:06:55.000]  來引起一些的難阻
[00:06:55.000 --> 00:06:58.000]  而當時保羅是面對一個這樣的情況
[00:06:58.000 --> 00:07:02.000]  甚至可能生命會有些危險的時候
[00:07:02.000 --> 00:07:05.000]  他就秘密的離開了
[00:07:05.000 --> 00:07:06.000]  前往比利亞
[00:07:06.000 --> 00:07:09.000]  就去到剛才所講的上面
[00:07:09.000 --> 00:07:12.000]  去到貼薩羅尼加
[00:07:12.000 --> 00:07:13.000]  落少少的地方
[00:07:13.000 --> 00:07:15.000]  去到比利亞之後
[00:07:15.000 --> 00:07:17.000]  同類的事情就繼續發生
[00:07:17.000 --> 00:07:19.000]  因為那班不喜歡他的人
[00:07:19.000 --> 00:07:22.000]  繼續跟著他們去到比利亞
[00:07:22.000 --> 00:07:24.000]  那裏來搞局
[00:07:24.000 --> 00:07:26.000]  於是保羅就留下了
[00:07:26.000 --> 00:07:28.000]  提摩泰和西拉
[00:07:28.000 --> 00:07:30.000]  然後獨自去到雅典
[00:07:30.000 --> 00:07:35.000]  他心裏仍然掛著貼薩羅尼加的信徒
[00:07:35.000 --> 00:07:40.000]  只是短短逗留這三個星期裏面
[00:07:40.000 --> 00:07:42.000]  我相信大家想想
[00:07:42.000 --> 00:07:44.000]  一間新興的教會這樣去建立
[00:07:44.000 --> 00:07:47.000]  一班初信的信徒
[00:07:47.000 --> 00:07:50.000]  大概會有很多聖經的事
[00:07:50.000 --> 00:07:54.000]  他未必會完全掌握得到
[00:07:54.000 --> 00:07:57.000]  所以我想在當中
[00:07:57.000 --> 00:08:02.000]  特別講解到主再來這件事
[00:08:02.000 --> 00:08:07.000]  我想在裏面也會引起很多疑問和不理解的地方
[00:08:07.000 --> 00:08:10.000]  他們甚至是擔心
[00:08:10.000 --> 00:08:13.000]  究竟主何時再來呢
[00:08:13.000 --> 00:08:17.000]  再結合當時的背景的時候
[00:08:17.000 --> 00:08:19.000]  因為有人在搞局
[00:08:19.000 --> 00:08:20.000]  在逼迫他們
[00:08:20.000 --> 00:08:25.000]  猶太人對他們有相當程度的迫迫
[00:08:25.000 --> 00:08:29.000]  亦加劇了他們去問
[00:08:29.000 --> 00:08:31.000]  究竟主何時再來
[00:08:31.000 --> 00:08:34.000]  我還要再等到何時呢
[00:08:34.000 --> 00:08:38.000]  所以對當時第一世紀的信徒來說
[00:08:38.000 --> 00:08:42.000]  基督再來是對他們一個非常重要
[00:08:42.000 --> 00:08:46.000]  和一個非常關注的課題
[00:08:46.000 --> 00:08:49.000]  但是在等待的時候
[00:08:49.000 --> 00:08:54.000]  亦可以說是對信心一個最嚴峻的考驗
[00:08:54.000 --> 00:08:57.000]  不知道大家有沒有行過山呢
[00:08:57.000 --> 00:09:00.000]  我想某些電影節目都很喜歡行山
[00:09:00.000 --> 00:09:04.000]  當時年輕的時候是行足一整天的
[00:09:04.000 --> 00:09:09.000]  由早上真的行到天黑才行完
[00:09:09.000 --> 00:09:12.000]  有些行山隨行的人
[00:09:12.000 --> 00:09:14.000]  很流行
[00:09:14.000 --> 00:09:17.000]  不知道是不是因為體力有限
[00:09:17.000 --> 00:09:19.000]  久不久都會問教練
[00:09:19.000 --> 00:09:22.000]  帶隊的教練
[00:09:22.000 --> 00:09:24.000]  何時再來
[00:09:24.000 --> 00:09:26.000]  如果你有行山
[00:09:26.000 --> 00:09:30.000]  由早上開始問何時再來
[00:09:30.000 --> 00:09:32.000]  其實你才得不到答案
[00:09:32.000 --> 00:09:35.000]  但帶隊的教練很有技巧
[00:09:35.000 --> 00:09:37.000]  他通常都會答你一個答案
[00:09:37.000 --> 00:09:39.000]  一直都要答那個答案
[00:09:39.000 --> 00:09:42.000]  就是三個字
[00:09:42.000 --> 00:09:44.000]  很快到
[00:09:44.000 --> 00:09:47.000]  就快到了
[00:09:47.000 --> 00:09:50.000]  頂硬上就快到了
[00:09:50.000 --> 00:09:51.000]  行多一會兒
[00:09:51.000 --> 00:09:53.000]  那山頭後面就是了
[00:09:53.000 --> 00:09:56.000]  原來還有幾個山頭
[00:09:56.000 --> 00:10:01.000]  類似當時的信徒信了主之後
[00:10:01.000 --> 00:10:03.000]  他們都會問一個問題
[00:10:03.000 --> 00:10:05.000]  何時到
[00:10:05.000 --> 00:10:07.000]  就到了
[00:10:07.000 --> 00:10:08.000]  等多一會兒
[00:10:08.000 --> 00:10:09.000]  等下一天
[00:10:09.000 --> 00:10:10.000]  等下一個星期
[00:10:10.000 --> 00:10:12.000]  等下又一個月
[00:10:12.000 --> 00:10:14.000]  接著等下一年
[00:10:14.000 --> 00:10:15.000]  又一年
[00:10:15.000 --> 00:10:16.000]  兩年
[00:10:16.000 --> 00:10:17.000]  這樣等下去
[00:10:17.000 --> 00:10:20.000]  等下甚至有些信徒等到離世
[00:10:20.000 --> 00:10:22.000]  都未等到
[00:10:22.000 --> 00:10:26.000]  接著信徒就開始有疑惑
[00:10:26.000 --> 00:10:29.000]  甚至漸漸失去信心
[00:10:29.000 --> 00:10:33.000]  究竟我們要等多久呢
[00:10:33.000 --> 00:10:35.000]  而這個問題
[00:10:35.000 --> 00:10:38.000]  對當時的帖撒羅尼加教會
[00:10:38.000 --> 00:10:43.000]  就衍生了一個很大的疑惑
[00:10:43.000 --> 00:10:46.000]  或者是一個信心的危機
[00:10:46.000 --> 00:10:48.000]  究竟還要等多久呢
[00:10:48.000 --> 00:10:52.000]  在基督耶穌還未再來之前
[00:10:52.000 --> 00:10:55.000]  但是當時的信徒仍然要面對
[00:10:55.000 --> 00:10:58.000]  每天在信仰上的逼迫
[00:10:58.000 --> 00:11:02.000]  和在生活上對他們的張力
[00:11:02.000 --> 00:11:04.000]  那要怎麼辦呢
[00:11:04.000 --> 00:11:06.000]  不只是人們逼迫來
[00:11:06.000 --> 00:11:09.000]  甚至他的逼迫
[00:11:09.000 --> 00:11:15.000]  除了直接不讓你傳福音
[00:11:15.000 --> 00:11:18.000]  甚至是對當時的社群
[00:11:18.000 --> 00:11:21.000]  類似今天
[00:11:21.000 --> 00:11:22.000]  可能你信耶穌
[00:11:22.000 --> 00:11:26.000]  你去到某些很不喜歡宗教機構的時候
[00:11:26.000 --> 00:11:29.000]  他就不會請你做事
[00:11:29.000 --> 00:11:31.000]  大概會在當時的社群
[00:11:31.000 --> 00:11:35.000]  對一班剛剛初信主的人
[00:11:35.000 --> 00:11:38.000]  都會有相當程度在生活上的影響
[00:11:38.000 --> 00:11:40.000]  他不請你做事
[00:11:40.000 --> 00:11:41.000]  不賣東西給你
[00:11:41.000 --> 00:11:43.000]  不跟你有聯繫
[00:11:43.000 --> 00:11:45.000]  那你已經很難生活
[00:11:45.000 --> 00:11:47.000]  在當時代的環境
[00:11:47.000 --> 00:11:49.000]  所以他們會問
[00:11:49.000 --> 00:11:51.000]  什麼時候再來
[00:11:51.000 --> 00:11:52.000]  什麼時候到
[00:11:52.000 --> 00:11:53.000]  很煩的
[00:11:53.000 --> 00:11:54.000]  經常都會問
[00:11:54.000 --> 00:11:55.000]  什麼時候呢
[00:11:55.000 --> 00:11:57.000]  每次上主學都會問
[00:11:57.000 --> 00:11:58.000]  什麼時候再來
[00:11:58.000 --> 00:12:00.000]  那個日子是哪一天
[00:12:00.000 --> 00:12:02.000]  所以保羅在那裡
[00:12:02.000 --> 00:12:04.000]  大家去留意五章一節
[00:12:04.000 --> 00:12:06.000]  但已經無論到時候日期
[00:12:06.000 --> 00:12:08.000]  不用寫信給你們
[00:12:08.000 --> 00:12:10.000]  因為你們自己明明已經了解
[00:12:10.000 --> 00:12:13.000]  其實他們是否了解呢
[00:12:13.000 --> 00:12:15.000]  其實他們是知道
[00:12:15.000 --> 00:12:18.000]  不過真的面對生活處境的時候
[00:12:18.000 --> 00:12:23.000]  他們很想得到一個明確的答案
[00:12:23.000 --> 00:12:25.000]  或者很想得到保羅
[00:12:25.000 --> 00:12:26.000]  或者一班師徒
[00:12:26.000 --> 00:12:28.000]  他們一班的導師
[00:12:28.000 --> 00:12:32.000]  有更多的鼓勵和支持
[00:12:32.000 --> 00:12:35.000]  所以在四章
[00:12:35.000 --> 00:12:37.000]  大家如果再看前一點
[00:12:37.000 --> 00:12:39.000]  在四章十三至十六節
[00:12:39.000 --> 00:12:41.000]  保羅亦都告訴過
[00:12:41.000 --> 00:12:43.000]  貼薩萊加教會的信徒
[00:12:43.000 --> 00:12:45.000]  一些關於復活的事
[00:12:45.000 --> 00:12:48.000]  但是在裡面重點
[00:12:48.000 --> 00:12:50.000]  不是說出一個復活的時間表
[00:12:50.000 --> 00:12:52.000]  而是要在他們面對
[00:12:52.000 --> 00:12:54.000]  逼迫困難的時候
[00:12:54.000 --> 00:12:56.000]  讓子妹要警醒
[00:12:56.000 --> 00:12:58.000]  多撐一會兒
[00:12:58.000 --> 00:12:59.000]  就到了
[00:12:59.000 --> 00:13:02.000]  快到了
[00:13:02.000 --> 00:13:03.000]  不用擔心
[00:13:03.000 --> 00:13:04.000]  快到了
[00:13:04.000 --> 00:13:06.000]  但是在這個時候
[00:13:06.000 --> 00:13:09.000]  不只是坐著空空的等待
[00:13:09.000 --> 00:13:14.000]  而是要彼此互相的安慰和勸勉
[00:13:14.000 --> 00:13:19.000]  關於這些發生事件的日期和時間
[00:13:19.000 --> 00:13:22.000]  保羅用了兩個例子
[00:13:22.000 --> 00:13:24.000]  來作出一個比喻
[00:13:24.000 --> 00:13:27.000]  就是他用了主在來的時候
[00:13:27.000 --> 00:13:30.000]  就好像小偷在夜晚裡
[00:13:30.000 --> 00:13:32.000]  忽然來到一樣
[00:13:32.000 --> 00:13:37.000]  和婦人要面臨生產的時候
[00:13:37.000 --> 00:13:39.000]  要生的時候
[00:13:39.000 --> 00:13:41.000]  其實你都不知道什麼時候生
[00:13:41.000 --> 00:13:44.000]  在當中他用了兩個這樣的例子
[00:13:44.000 --> 00:13:47.000]  來向當時的弟兄姊妹講解
[00:13:47.000 --> 00:13:50.000]  其實這個日子真的不是太清楚
[00:13:50.000 --> 00:13:52.000]  正正要留意的
[00:13:52.000 --> 00:13:55.000]  不是在說確實的日子時間
[00:13:55.000 --> 00:13:58.000]  而是當大家正說
[00:13:58.000 --> 00:13:59.000]  大家留意經文
[00:13:59.000 --> 00:14:03.000]  當大家正說一切平安無事的時候
[00:14:03.000 --> 00:14:06.000]  災禍就會突然臨到
[00:14:06.000 --> 00:14:11.000]  就好像陣痛臨到快生產的婦人一樣
[00:14:11.000 --> 00:14:15.000]  保羅講這兩個例子
[00:14:15.000 --> 00:14:18.000]  就是在當中他要提
[00:14:18.000 --> 00:14:21.000]  大家要警醒
[00:14:21.000 --> 00:14:23.000]  就是當大家都在說
[00:14:23.000 --> 00:14:26.000]  一切都平安無事
[00:14:26.000 --> 00:14:28.000]  就是等下等下的時候
[00:14:28.000 --> 00:14:31.000]  開始慢慢對主在來
[00:14:31.000 --> 00:14:34.000]  可能沒了那種警覺性
[00:14:34.000 --> 00:14:37.000]  而在這些沒了警覺性的底下
[00:14:37.000 --> 00:14:40.000]  而弟兄姊妹在信仰
[00:14:40.000 --> 00:14:42.000]  面對這些逼迫來到的時候
[00:14:42.000 --> 00:14:44.000]  可能會有所軟弱
[00:14:44.000 --> 00:14:46.000]  或者是跌倒
[00:14:46.000 --> 00:14:48.000]  所以他將一個這樣的表達
[00:14:48.000 --> 00:14:50.000]  來做一次提醒
[00:14:50.000 --> 00:14:52.000]  就是不知道什麼時候
[00:14:52.000 --> 00:14:54.000]  我們要隨時做好預備
[00:14:54.000 --> 00:14:57.000]  去到第四至第八節那裡
[00:14:57.000 --> 00:14:59.000]  保羅有這樣說
[00:14:59.000 --> 00:15:00.000]  但是弟兄姊妹
[00:15:00.000 --> 00:15:04.000]  你們在這個等候的過程裡面
[00:15:04.000 --> 00:15:05.000]  不單止要警醒
[00:15:05.000 --> 00:15:10.000]  我們更加要好知道自己的身份
[00:15:10.000 --> 00:15:13.000]  正如我很久之前說過
[00:15:13.000 --> 00:15:16.000]  我們是屬於白晝的
[00:15:16.000 --> 00:15:18.000]  不屬於黑夜的
[00:15:18.000 --> 00:15:22.000]  那些日子活在黑夜
[00:15:22.000 --> 00:15:24.000]  活在黑暗裡面的人
[00:15:24.000 --> 00:15:27.000]  他們就會沉睡
[00:15:27.000 --> 00:15:31.000]  他們會減低了他們的警覺性
[00:15:31.000 --> 00:15:35.000]  夜晚的人在夜晚裡面睡覺
[00:15:35.000 --> 00:15:37.000]  酒徒也都在夜晚裡面
[00:15:37.000 --> 00:15:39.000]  來去酗酒
[00:15:39.000 --> 00:15:40.000]  但是我們是屬於白晝
[00:15:40.000 --> 00:15:42.000]  所以我們應該警戒
[00:15:42.000 --> 00:15:43.000]  應該去裝備
[00:15:43.000 --> 00:15:46.000]  所以我們要以信和愛
[00:15:46.000 --> 00:15:50.000]  來做護胸甲來穿上
[00:15:50.000 --> 00:15:55.000]  以致我們也都將我們的救恩
[00:15:55.000 --> 00:15:56.000]  救恩的盼望
[00:15:56.000 --> 00:15:59.000]  作為頭盔來戴上
[00:15:59.000 --> 00:16:01.000]  所以當黑夜來到的時候
[00:16:01.000 --> 00:16:03.000]  當人的意識或者警覺
[00:16:03.000 --> 00:16:05.000]  下降的時候
[00:16:05.000 --> 00:16:07.000]  或者在這些環境
[00:16:07.000 --> 00:16:10.000]  沒有人知道你做什麼的時候
[00:16:10.000 --> 00:16:11.000]  弟兄姊妹
[00:16:11.000 --> 00:16:13.000]  你會變成怎樣
[00:16:13.000 --> 00:16:16.000]  你想想沒有人知道你做什麼
[00:16:16.000 --> 00:16:18.000]  沒有人看到你做什麼
[00:16:18.000 --> 00:16:20.000]  黑漆漆的時候
[00:16:20.000 --> 00:16:22.000]  你會做什麼
[00:16:22.000 --> 00:16:24.000]  其實聖經那裡說了一點點
[00:16:24.000 --> 00:16:28.000]  大家再看五章第十四至第十五節
[00:16:28.000 --> 00:16:30.000]  在《鐵索日來利加前書》那裡
[00:16:30.000 --> 00:16:32.000]  其實他已經說了
[00:16:32.000 --> 00:16:35.000]  當夜幕來到的時候
[00:16:35.000 --> 00:16:37.000]  在黑暗的當中
[00:16:37.000 --> 00:16:38.000]  沒有人會說你
[00:16:38.000 --> 00:16:40.000]  沒有人知道你做什麼
[00:16:40.000 --> 00:16:42.000]  人會做什麼呢大概
[00:16:42.000 --> 00:16:44.000]  他那裡這樣說
[00:16:44.000 --> 00:16:45.000]  在十四節
[00:16:45.000 --> 00:16:47.000]  我們又勸弟兄們
[00:16:47.000 --> 00:16:49.000]  要警戒不守規矩的人
[00:16:49.000 --> 00:16:51.000]  勸勉灰心的人
[00:16:51.000 --> 00:16:53.000]  輔助軟弱的人
[00:16:53.000 --> 00:16:55.000]  也要向眾人忍耐
[00:16:55.000 --> 00:16:57.000]  你們要謹慎
[00:16:57.000 --> 00:16:58.000]  無論是誰
[00:16:58.000 --> 00:17:00.000]  都不可疑惡報惡
[00:17:00.000 --> 00:17:03.000]  或是彼此相
[00:17:03.000 --> 00:17:05.000]  或是彼此相待
[00:17:05.000 --> 00:17:07.000]  或是待眾人要上上的
[00:17:07.000 --> 00:17:10.000]  來追求良善
[00:17:10.000 --> 00:17:12.000]  在黑暗的日子裡
[00:17:12.000 --> 00:17:14.000]  人會變成怎樣
[00:17:14.000 --> 00:17:17.000]  聖經那裡有一點點提醒給我們
[00:17:17.000 --> 00:17:18.000]  不守規矩
[00:17:18.000 --> 00:17:20.000]  因為沒有人知道
[00:17:20.000 --> 00:17:21.000]  沒有人管
[00:17:21.000 --> 00:17:23.000]  容易灰心
[00:17:23.000 --> 00:17:25.000]  經常都黑漆漆的
[00:17:25.000 --> 00:17:26.000]  有什麼盼望呢
[00:17:26.000 --> 00:17:27.000]  沒有盼望
[00:17:27.000 --> 00:17:29.000]  做什麼都可以
[00:17:29.000 --> 00:17:30.000]  都沒有人管
[00:17:30.000 --> 00:17:31.000]  沒有主菜來
[00:17:31.000 --> 00:17:33.000]  也不知道什麼時候來
[00:17:33.000 --> 00:17:35.000]  那不如先玩玩吧
[00:17:35.000 --> 00:17:37.000]  晚上會玩什麼
[00:17:37.000 --> 00:17:38.000]  不要緊
[00:17:38.000 --> 00:17:39.000]  都沒有人知道
[00:17:39.000 --> 00:17:41.000]  或者會容易灰心
[00:17:41.000 --> 00:17:43.000]  容易灰心的人
[00:17:43.000 --> 00:17:45.000]  就會容易跌倒
[00:17:45.000 --> 00:17:47.000]  沒有耐性
[00:17:47.000 --> 00:17:49.000]  這些就是當時
[00:17:49.000 --> 00:17:51.000]  如果你活在黑夜
[00:17:51.000 --> 00:17:53.000]  不在警醒的狀態裡
[00:17:53.000 --> 00:17:55.000]  大概會做這些事情
[00:17:55.000 --> 00:17:57.000]  當中更加
[00:17:57.000 --> 00:17:58.000]  聖經提到
[00:17:58.000 --> 00:18:00.000]  他會以惡報惡
[00:18:00.000 --> 00:18:03.000]  以致待人不會以良善
[00:18:03.000 --> 00:18:05.000]  來彼此相待
[00:18:05.000 --> 00:18:07.000]  因為沒有了人頭
[00:18:07.000 --> 00:18:10.000]  沒有了將來的盼望的時候
[00:18:10.000 --> 00:18:12.000]  我為什麼要持守
[00:18:12.000 --> 00:18:14.000]  這些善行
[00:18:14.000 --> 00:18:16.000]  我為什麼要擇善固執
[00:18:16.000 --> 00:18:17.000]  不需要
[00:18:17.000 --> 00:18:18.000]  你怎麼對我
[00:18:18.000 --> 00:18:19.000]  我就怎麼對你
[00:18:19.000 --> 00:18:21.000]  這些就是活在黑暗
[00:18:21.000 --> 00:18:23.000]  沒有警醒的人裡面
[00:18:23.000 --> 00:18:25.000]  所做出的事情
[00:18:25.000 --> 00:18:27.000]  大概這些事情
[00:18:27.000 --> 00:18:29.000]  在現代的社會
[00:18:29.000 --> 00:18:31.000]  在新聞裡面
[00:18:31.000 --> 00:18:32.000]  會不會有類似
[00:18:32.000 --> 00:18:33.000]  我只是說類似
[00:18:33.000 --> 00:18:35.000]  因為我不是當事人
[00:18:35.000 --> 00:18:37.000]  大概未必
[00:18:37.000 --> 00:18:39.000]  去掌握清楚
[00:18:39.000 --> 00:18:41.000]  但是有時候我們會覺得
[00:18:41.000 --> 00:18:45.000]  在這些時代
[00:18:45.000 --> 00:18:46.000]  如果活在一個
[00:18:46.000 --> 00:18:48.000]  不警醒的狀態
[00:18:48.000 --> 00:18:49.000]  其實你不需要
[00:18:49.000 --> 00:18:51.000]  分白日還是黑夜
[00:18:51.000 --> 00:18:53.000]  你都會活在一個
[00:18:53.000 --> 00:18:55.000]  黑暗的狀態裡面
[00:18:55.000 --> 00:18:57.000]  例如我想最近
[00:18:57.000 --> 00:18:59.000]  在新聞裡面
[00:18:59.000 --> 00:19:01.000]  比較作為家長
