
[00:00:00.000 --> 00:00:01.800]  各位電影節目,早晨!平安!
[00:02:21.800 --> 00:02:23.760]  他看我們好像「站猛」
[00:02:23.760 --> 00:02:25.280]  我們看自己也像「站猛」
[00:02:25.280 --> 00:02:28.120]  真的要「埋牙」對那些「敵人」
[00:02:28.120 --> 00:02:29.360]  即是要過約旦航
[00:02:29.360 --> 00:02:31.560]  是否也很害怕?
[00:02:31.560 --> 00:02:33.160]  管人又麻煩
[00:02:33.160 --> 00:02:34.440]  責任又重大
[00:02:34.440 --> 00:02:36.240]  對手又強大
[00:02:36.240 --> 00:02:37.160]  你想都可以想到
[00:02:37.160 --> 00:02:38.800]  其實有很多事擔心
[00:02:38.800 --> 00:02:40.760]  做了幾十年助手都未升職
[00:02:40.760 --> 00:02:42.920]  要升職的時候也很害怕
[00:02:42.920 --> 00:02:44.280]  幾十年都是他做的
[00:02:44.280 --> 00:02:46.480]  現在輪到你做了
[00:02:46.480 --> 00:02:49.680]  所以我們都想像得到
[00:02:49.680 --> 00:02:52.880]  約書亞有很多思慮煩憂
[00:02:52.880 --> 00:02:53.760]  感不感受到?
[00:02:53.760 --> 00:02:55.560]  回過頭來
[00:02:55.560 --> 00:02:57.680]  你猜擔憂、掛心
[00:02:57.680 --> 00:03:00.120]  這些是否正常?
[00:03:00.120 --> 00:03:01.640]  有時候是正常的
[00:03:01.640 --> 00:03:03.760]  其實我自己很深切體會
[00:03:03.760 --> 00:03:06.960]  因為我女兒和我兒子完全不同性格
[00:03:06.960 --> 00:03:08.920]  兒子是很謹慎的人
[00:03:08.920 --> 00:03:11.760]  自小你看見他也不太玩過山車
[00:03:11.760 --> 00:03:13.520]  跳來跳去的東西不太好玩
[00:03:13.520 --> 00:03:15.680]  我女兒鋸高腳也要去玩
[00:03:15.680 --> 00:03:16.800]  說不夠高
[00:03:16.800 --> 00:03:18.000]  夠高了
[00:03:18.000 --> 00:03:19.240]  他都覺得要玩
[00:03:19.240 --> 00:03:21.080]  而且玩了幾次
[00:03:21.080 --> 00:03:24.320]  鋸高腳排得快點去找鋸高腳
[00:03:24.320 --> 00:03:26.200]  不用我們陪伴
[00:03:26.200 --> 00:03:30.880]  這些女兒很可怕
[00:03:30.880 --> 00:03:32.440]  對於爸爸來說
[00:03:32.440 --> 00:03:33.840]  他什麼都不怕
[00:03:33.840 --> 00:03:36.080]  過馬路又不用你拖
[00:03:36.080 --> 00:03:37.840]  你很害怕
[00:03:37.840 --> 00:03:40.960]  所以害怕有時候都是正常的
[00:03:40.960 --> 00:03:41.800]  但問題是
[00:03:41.800 --> 00:03:43.000]  再說一次
[00:03:43.000 --> 00:03:44.480]  害怕什麼
[00:03:44.480 --> 00:03:46.160]  和害怕多久
[00:03:46.160 --> 00:03:50.440]  這才是我們要面對的情況
[00:03:50.440 --> 00:03:52.600]  究竟害怕什麼
[00:03:52.600 --> 00:03:54.600]  又要害怕多久
[00:03:54.600 --> 00:03:55.920]  聖經有提到
[00:03:55.920 --> 00:03:56.680]  主耶穌說
[00:03:56.680 --> 00:03:59.800]  你害怕誰
[00:03:59.800 --> 00:04:01.400]  殺身體不殺靈魂
[00:04:01.400 --> 00:04:03.480]  你不用太怕他
[00:04:03.480 --> 00:04:06.560]  唯有身體和靈魂都掉在火湖裡才害怕
[00:04:06.560 --> 00:04:07.520]  同意嗎?
[00:04:07.520 --> 00:04:08.160]  感不感受到
[00:04:08.160 --> 00:04:09.560]  看你害怕誰
[00:04:09.560 --> 00:04:11.280]  和你害怕多久
[00:04:11.280 --> 00:04:14.560]  這段時間
[00:04:14.560 --> 00:04:19.520]  我本來猶疑不決重點放在哪
[00:04:19.520 --> 00:04:22.960]  我決定了要說憂慮的事情
[00:04:22.960 --> 00:04:28.600]  因為我今個星期和不同的人
[00:04:28.600 --> 00:04:30.440]  即是我每個星期都見不同的人
[00:04:30.440 --> 00:04:32.360]  今個星期有四位弟兄姊妹
[00:04:32.360 --> 00:04:34.280]  都有不同的思慮煩憂
[00:04:34.280 --> 00:04:35.880]  來到我面前很多掛慮
[00:04:35.880 --> 00:04:37.120]  我想給你三十秒
[00:04:37.120 --> 00:04:37.680]  不要多
[00:04:37.680 --> 00:04:38.520]  三十秒
[00:04:38.520 --> 00:04:39.360]  平時一分鐘
[00:04:39.360 --> 00:04:40.040]  三十秒
[00:04:40.040 --> 00:04:40.840]  你想想
[00:04:40.840 --> 00:04:44.080]  此時此刻你掛心擔憂的是什麼
[00:04:44.080 --> 00:04:44.800]  三十秒
[00:04:50.520 --> 00:04:51.760]  三十秒完成
[00:04:51.760 --> 00:04:53.800]  你知不知道你掛心擔憂的是什麼
[00:04:53.800 --> 00:04:55.280]  想到了嗎?
[00:04:55.280 --> 00:04:56.840]  想到了嗎?
[00:04:56.840 --> 00:04:58.400]  思慮煩憂的事情
[00:04:58.400 --> 00:05:01.080]  今個星期我遇見四組人
[00:05:01.080 --> 00:05:01.960]  四個人
[00:05:01.960 --> 00:05:03.000]  三組東西
[00:05:03.000 --> 00:05:04.520]  我告訴你們好嗎
[00:05:04.520 --> 00:05:07.640]  所以我決定今天要說思慮煩憂的事情
[00:05:07.640 --> 00:05:08.760]  三組人
[00:05:08.760 --> 00:05:12.200]  一個是食物鏈的低層
[00:05:12.200 --> 00:05:13.000]  他自己形容的
[00:05:13.000 --> 00:05:13.760]  不是我說的
[00:05:13.760 --> 00:05:15.000]  即是他剛剛出來工作
[00:05:15.000 --> 00:05:16.040]  濫疹濕疹的
[00:05:16.040 --> 00:05:20.160]  他剛剛出來工作濫疹濕疹的
[00:05:20.160 --> 00:05:22.240]  他做一些很基層的
[00:05:22.240 --> 00:05:25.640]  不是台貨基層
[00:05:25.640 --> 00:05:29.480]  他說他是幫那間機構做一些tendering
[00:05:29.480 --> 00:05:31.560]  他不是說決定了tender
[00:05:31.560 --> 00:05:33.200]  是收集了所有東西
[00:05:33.200 --> 00:05:34.880]  有check list
[00:05:34.880 --> 00:05:36.920]  那些paper全部齊全
[00:05:36.920 --> 00:05:37.440]  什麼東西
[00:05:37.440 --> 00:05:39.040]  那就submit的
[00:05:39.040 --> 00:05:40.720]  他自己形容的食物鏈
[00:05:40.720 --> 00:05:41.840]  食物鏈低層
[00:05:41.840 --> 00:05:43.040]  不用腦袋
[00:05:43.040 --> 00:05:46.320]  全部check了有submit
[00:05:46.320 --> 00:05:47.880]  但是他的思慮在哪裡呢
[00:05:47.880 --> 00:05:48.320]  他跟我說
[00:05:48.320 --> 00:05:49.880]  穆斯林我幾天睡不著
[00:05:49.880 --> 00:05:51.400]  很不安
[00:05:51.400 --> 00:05:52.160]  睡不著什麼
[00:05:52.160 --> 00:05:55.320]  他說我見到有一個supplier
[00:05:55.320 --> 00:05:57.160]  幾單都不是最低標
[00:05:57.160 --> 00:05:59.080]  我老闆給他做
[00:05:59.080 --> 00:06:01.640]  他總有些原因的
[00:06:01.640 --> 00:06:03.520]  當然他要寫東西
[00:06:03.520 --> 00:06:06.880]  但寫東西寫出來的規格
[00:06:06.880 --> 00:06:07.920]  當然有些東西不同
[00:06:07.920 --> 00:06:10.200]  很難完全規格一樣
[00:06:10.200 --> 00:06:12.280]  他報回來大志同
[00:06:12.280 --> 00:06:14.520]  但他總有些東西是圈出來不同的
[00:06:14.520 --> 00:06:19.080]  於是關tender給這個supplier
[00:06:19.080 --> 00:06:20.960]  連續幾單都是這樣
[00:06:20.960 --> 00:06:23.320]  是這個supplier有這個情況
[00:06:23.320 --> 00:06:27.200]  心裡非常不安
[00:06:27.200 --> 00:06:29.720]  他就想過跟他老闆說
[00:06:29.720 --> 00:06:31.200]  但是跟他老闆說
[00:06:31.200 --> 00:06:32.880]  他老闆批的
[00:06:32.880 --> 00:06:36.400]  那會不會得罪他呢
[00:06:36.400 --> 00:06:38.480]  如果我跟老闆的老闆說
[00:06:38.480 --> 00:06:40.400]  會不會插人背脊
[00:06:40.400 --> 00:06:43.160]  比他老闆知道更壞
[00:06:43.160 --> 00:06:44.440]  未必會開除你
[00:06:44.440 --> 00:06:46.880]  每天敲黑面對你都夠死
[00:06:46.880 --> 00:06:49.280]  感不感受到他的思慮煩憂
[00:06:49.280 --> 00:06:50.600]  想了幾天他想不通
[00:06:50.600 --> 00:06:52.560]  所以他來到我面前
[00:06:52.560 --> 00:06:54.800]  我和他一起祈禱
[00:06:54.800 --> 00:06:56.200]  第二個
[00:06:56.200 --> 00:06:58.600]  類近似似的
[00:06:58.600 --> 00:07:01.480]  不過這個食物鏈是中高層
[00:07:01.480 --> 00:07:02.760]  反過來
[00:07:02.760 --> 00:07:04.640]  他三年升兩次職
[00:07:04.640 --> 00:07:06.240]  都挺好的
[00:07:06.240 --> 00:07:09.880]  他說他的位置是需要報政府的
[00:07:09.880 --> 00:07:10.800]  不是要批
[00:07:10.800 --> 00:07:12.960]  主要是要報名字報上政府
[00:07:12.960 --> 00:07:16.400]  所以你見到都是重要職位
[00:07:16.400 --> 00:07:18.760]  以往這些四十多五十歲才做到
[00:07:18.760 --> 00:07:20.680]  但是這幾年走人走得很厲害
[00:07:20.680 --> 00:07:22.400]  三十多歲做到
[00:07:22.400 --> 00:07:23.920]  他自己覺得
[00:07:23.920 --> 00:07:25.720]  最近他發現一件事
[00:07:25.720 --> 00:07:26.240]  不是他發現
[00:07:26.240 --> 00:07:27.080]  其實是他老婆發現
[00:07:27.080 --> 00:07:27.760]  你做什麼事
[00:07:27.760 --> 00:07:30.920]  你回家常常都神不守舍
[00:07:30.920 --> 00:07:33.360]  常常跟女兒玩沒心機
[00:07:33.360 --> 00:07:35.320]  你做什麼你搞成這樣
[00:07:35.320 --> 00:07:37.760]  其實我忍不住
[00:07:37.760 --> 00:07:43.840]  早上在公司的片段經常浮出來
[00:07:43.840 --> 00:07:45.200]  有沒有說錯話
[00:07:45.200 --> 00:07:46.800]  有沒有做錯事
[00:07:46.800 --> 00:07:49.920]  逐格逐格出現
[00:07:49.920 --> 00:07:51.480]  很難
[00:07:51.480 --> 00:07:52.160]  心裡
[00:07:52.160 --> 00:07:53.240]  你有沒有看性
[00:07:53.240 --> 00:07:54.760]  看性也看不進腦袋
[00:07:54.760 --> 00:07:55.640]  看是看了
[00:07:55.640 --> 00:07:57.960]  但看完之後沒有進腦袋
[00:07:57.960 --> 00:08:02.240]  很多焦慮在心裡
[00:08:02.240 --> 00:08:03.360]  第三個
[00:08:03.360 --> 00:08:04.760]  第三和第四個一樣
[00:08:04.760 --> 00:08:05.880]  都是個頂嘴
[00:08:05.880 --> 00:08:08.440]  不過他們兩個都相同跟我說
[00:08:08.440 --> 00:08:09.120]  牧師
[00:08:09.120 --> 00:08:11.520]  我有些故事你不可以說
[00:08:11.520 --> 00:08:14.080]  你說的話我一定會殺了你
[00:08:14.080 --> 00:08:15.800]  這麼嚴重
[00:08:15.800 --> 00:08:16.880]  為了保住性命
[00:08:16.880 --> 00:08:17.960]  其實我也很怕死
[00:08:17.960 --> 00:08:19.440]  所以我不說
[00:08:19.440 --> 00:08:21.040]  不說你的故事
[00:08:21.040 --> 00:08:22.400]  我講一些
[00:08:22.400 --> 00:08:23.400]  印出來的
[00:08:23.400 --> 00:08:24.080]  別人那些
[00:08:24.080 --> 00:08:26.520]  不關那兩位肢體的事
[00:08:26.520 --> 00:08:29.040]  印出來的那些
[00:08:29.040 --> 00:08:30.280]  其實差不多
[00:08:30.280 --> 00:08:31.000]  香港
[00:08:31.000 --> 00:08:31.840]  我講完之後
[00:08:31.840 --> 00:08:33.640]  香港大把
[00:08:33.640 --> 00:08:34.960]  周圍都是
[00:08:34.960 --> 00:08:41.360]  這本是東九龍堂十周年見證集
[00:08:41.360 --> 00:08:44.160]  這位姊妹叫Mandy姊妹
[00:08:44.160 --> 00:08:46.320]  Mandy姊妹其實是童工
[00:08:46.320 --> 00:08:48.240]  她負責家庭事供
[00:08:48.240 --> 00:08:50.640]  她說自認是一個怪獸家長
[00:08:50.640 --> 00:08:52.280]  帶女兒在幼稚園的時候
[00:08:52.280 --> 00:08:53.800]  已經安排她參加興趣班
[00:08:53.800 --> 00:08:55.320]  國際語言考試
[00:08:55.320 --> 00:08:56.760]  參加運動班
[00:08:56.760 --> 00:08:57.600]  藝術班
[00:08:57.600 --> 00:08:58.360]  讀書班
[00:08:58.360 --> 00:08:59.680]  就是三文兩語
[00:08:59.680 --> 00:09:00.640]  牙牙學語的時候
[00:09:00.640 --> 00:09:03.840]  已經帶女兒參加不同名校的面試班
[00:09:03.840 --> 00:09:05.040]  後來我再確認
[00:09:05.040 --> 00:09:07.640]  原來面試班是不同學校
[00:09:07.640 --> 00:09:09.720]  有不同的面試班
[00:09:09.720 --> 00:09:11.120]  這麼可怕
[00:09:11.120 --> 00:09:13.480]  不同學校有不同的面試班
[00:09:13.480 --> 00:09:16.120]  期間期望她的女兒可以贏在氣泡線
[00:09:16.120 --> 00:09:17.960]  Mandy說她有這個觀念
[00:09:17.960 --> 00:09:19.760]  是圓珠的身邊朋友
[00:09:19.760 --> 00:09:20.560]  街坊
[00:09:20.560 --> 00:09:22.520]  個個都是這樣
[00:09:22.520 --> 00:09:26.240]  他們時常比較自己孩子的能力
[00:09:26.240 --> 00:09:28.280]  報了幾間學校的面試班
[00:09:28.280 --> 00:09:30.920]  還有經常要鬥來鬥去
[00:09:30.920 --> 00:09:34.320]  漸漸迷失在這裏好像著了魔一樣
[00:09:34.320 --> 00:09:35.680]  跟著其他家長的做法
[00:09:35.680 --> 00:09:38.400]  竟然人家家長的孩子報了二十間小學
[00:09:38.400 --> 00:09:39.000]  她都不聽話
[00:09:39.000 --> 00:09:41.400]  報了十一間
[00:09:41.400 --> 00:09:44.480]  這個時候上帝非常重的擊在她身上
[00:09:44.480 --> 00:09:48.000]  她說給我一個很重要的提醒
[00:09:48.000 --> 00:09:50.120]  當時報了十一間小學
[00:09:50.120 --> 00:09:54.160]  竟然有十間拒絕我的女兒
[00:09:54.160 --> 00:09:56.800]  記得那天打算全家去礦商場
[00:09:56.800 --> 00:09:58.840]  出門的時候收到這封信
[00:09:58.840 --> 00:10:01.000]  手震震開這封信
[00:10:01.000 --> 00:10:03.320]  原來都是拒絕
[00:10:03.320 --> 00:10:06.160]  全家人的心情跌落谷底
[00:10:06.160 --> 00:10:07.400]  那天逛街
[00:10:07.400 --> 00:10:10.200]  丈夫甚至途中發脾氣失蹤
[00:10:10.200 --> 00:10:12.320]  情景好像家變一樣
[00:10:12.320 --> 00:10:14.440]  母女倆被遺棄在街頭
[00:10:14.440 --> 00:10:17.280]  彼此肚頭痛哭
[00:10:17.280 --> 00:10:18.800]  搞成這樣
[00:10:18.800 --> 00:10:19.480]  是基督徒來的
[00:10:19.480 --> 00:10:22.720]  是同工來的
[00:10:22.720 --> 00:10:26.600]  但是你覺得罕見嗎
[00:10:26.600 --> 00:10:28.640]  你有沒有遇過
[00:10:28.640 --> 00:10:30.920]  我們經常遇到
[00:10:30.920 --> 00:10:36.040]  為何我們會為這些事情擔心成這樣
[00:10:36.040 --> 00:10:38.520]  為何我們會搞成這樣
[00:10:38.520 --> 00:10:40.840]  為何我們會為這些事情
[00:10:40.840 --> 00:10:43.680]  我替她的女兒很痛苦
[00:10:43.680 --> 00:10:47.000]  你不知是否感受到她的女兒痛苦
[00:10:47.000 --> 00:10:48.520]  這麼小的竇聽
[00:10:48.520 --> 00:10:51.280]  已經感受到父母覺得我很無能
[00:10:51.280 --> 00:10:52.480]  很低
[00:10:52.480 --> 00:10:56.360]  我竟然家家學校都不要我
[00:10:56.360 --> 00:10:58.680]  弄得我母親和父親很傷心
[00:10:58.680 --> 00:11:00.600]  我到底是甚麼人
[00:11:00.600 --> 00:11:02.680]  我替她的女兒很痛苦
[00:11:02.680 --> 00:11:05.240]  我看到我們很多弟兄姊妹
[00:11:05.240 --> 00:11:08.040]  在困鎖之中
[00:11:08.040 --> 00:11:10.000]  所以我深信
[00:11:10.000 --> 00:11:13.760]  耶和華說不但臨到約書亞當中
[00:11:13.760 --> 00:11:14.960]  任由我們每個人
[00:11:14.960 --> 00:11:16.520]  我們應該要甚麼
[00:11:16.520 --> 00:11:17.960]  剛強
[00:11:17.960 --> 00:11:19.000]  壯膽
[00:11:19.000 --> 00:11:19.760]  不要懼怕
[00:11:19.760 --> 00:11:21.280]  不要驚惶
[00:11:21.280 --> 00:11:24.400]  我們在神的面前面對這些困難的時候
[00:11:24.400 --> 00:11:25.320]  那怎樣面對
[00:11:25.320 --> 00:11:27.560]  我想說一件事
[00:11:27.560 --> 00:11:33.160]  其實有時是可以去到一個病的情況
[00:11:33.160 --> 00:11:35.520]  病的話就要看醫生
[00:11:35.520 --> 00:11:38.240]  有些情況你只看到睡不著覺
[00:11:38.240 --> 00:11:41.200]  又呼吸也呼吸不了
[00:11:41.200 --> 00:11:44.880]  你自己上網查到這些症狀
[00:11:44.880 --> 00:11:46.040]  去到嚴重的地步
[00:11:46.040 --> 00:11:48.640]  是需要找一些顧問
[00:11:48.640 --> 00:11:49.560]  去看醫生
[00:11:49.560 --> 00:11:51.240]  是需要的
[00:11:51.240 --> 00:11:54.040]  不過天父比我們額外多
[00:11:54.040 --> 00:11:56.680]  額外再給你幾招
[00:11:56.680 --> 00:11:57.720]  可以嗎
[00:11:57.720 --> 00:11:59.240]  是天父送給我們的
[00:11:59.240 --> 00:12:00.400]  所以我們是多一點的
[00:12:00.400 --> 00:12:02.040]  是好一點的
[00:12:02.040 --> 00:12:03.360]  那些都要
[00:12:03.360 --> 00:12:06.120]  不過天父要額外多給我們幾樣東西
[00:12:06.120 --> 00:12:07.360]  這裡順便說
[00:12:07.360 --> 00:12:10.320]  腦裡面有些
[00:12:10.320 --> 00:12:11.480]  Neurotransmitter
[00:12:11.480 --> 00:12:12.360]  就是那些東西
[00:12:12.360 --> 00:12:13.760]  是有時候會
[00:12:13.760 --> 00:12:15.800]  你弄著弄著看見不平衡
[00:12:15.800 --> 00:12:17.320]  那些傷痛不夠
[00:12:17.320 --> 00:12:19.400]  所以要加一些進去
[00:12:19.400 --> 00:12:21.000]  物理
[00:12:21.000 --> 00:12:24.000]  是生理現象
[00:12:24.000 --> 00:12:25.000]  但是同一時間地
[00:12:25.000 --> 00:12:27.720]  天父要額外幫助我們
[00:12:27.720 --> 00:12:28.640]  那些都要
[00:12:28.640 --> 00:12:30.280]  不過再加一些給我們
[00:12:30.280 --> 00:12:32.000]  加幾樣東西給我們
[00:12:32.000 --> 00:12:35.480]  叫我們可以在祂面前蒙恩
[00:12:35.480 --> 00:12:36.520]  加了什麼給我們
[00:12:36.520 --> 00:12:37.640]  我們看聖經怎麼說
[00:12:37.640 --> 00:12:40.400]  聖經給我們三件事情
[00:12:40.400 --> 00:12:42.120]  我們看第五節
[00:12:42.120 --> 00:12:44.920]  聖經第五節
[00:12:44.920 --> 00:12:47.000]  神怎樣跟約瑟說
[00:12:47.000 --> 00:12:48.360]  你平生的日子
[00:12:48.360 --> 00:12:50.040]  必無一人能在你面前
[00:12:50.040 --> 00:12:51.800]  站立得住
[00:12:51.800 --> 00:12:53.280]  我們這裡一起讀
[00:12:53.280 --> 00:12:56.400]  我怎樣與摩西同在
[00:12:56.400 --> 00:12:59.400]  也必照樣與你同在
[00:12:59.400 --> 00:13:01.400]  我必不撇下你
[00:13:01.400 --> 00:13:03.080]  也不丟棄你
[00:13:03.080 --> 00:13:04.640]  神確認一件事情
[00:13:04.640 --> 00:13:06.600]  因為我們獨有的
[00:13:06.600 --> 00:13:07.240]  我們頂子媒
[00:13:07.240 --> 00:13:08.160]  獨有的是什麼呢
[00:13:08.160 --> 00:13:08.680]  再說一次
[00:13:08.680 --> 00:13:10.440]  這個並不是只是給約瑟
[00:13:10.440 --> 00:13:13.400]  是給我們每一個信靠他的人
[00:13:13.400 --> 00:13:14.400]  是給我們什麼
[00:13:14.400 --> 00:13:16.040]  神總不撇下我們
[00:13:16.040 --> 00:13:17.320]  總不丟棄我們
[00:13:17.320 --> 00:13:18.320]  這個應許
[00:13:18.320 --> 00:13:20.040]  答應了
[00:13:20.040 --> 00:13:21.400]  不單止給約瑟
[00:13:21.400 --> 00:13:23.640]  是給我們每一個屬於他的人
[00:13:23.640 --> 00:13:24.440]  我說穆斯特
[00:13:24.440 --> 00:13:25.440]  你也知道的
[00:13:25.440 --> 00:13:27.960]  這裡明明只是跟約瑟說
[00:13:27.960 --> 00:13:28.600]  不是的
[00:13:28.600 --> 00:13:29.560]  是跟我們說
[00:13:29.560 --> 00:13:32.080]  因為主耶穌在地上的時候說過
[00:13:32.080 --> 00:13:33.400]  我雖然離世歸父
[00:13:33.400 --> 00:13:37.240]  但是我總不撇下你們作孤兒
[00:13:37.240 --> 00:13:38.360]  我要賜下聖靈
[00:13:38.360 --> 00:13:41.080]  保衛斯是客與你們同在
[00:13:41.080 --> 00:13:43.360]  所以神總不撇下我們
[00:13:43.360 --> 00:13:45.800]  而且第九節我再讀一點
[00:13:45.800 --> 00:13:47.080]  接著你又讀
[00:13:47.080 --> 00:13:49.200]  我豈沒有吩咐你嗎
[00:13:49.200 --> 00:13:51.680]  你當剛強壯膽不要懼怕
[00:13:51.680 --> 00:13:52.800]  也不要驚慌
[00:13:52.800 --> 00:13:53.560]  一起
[00:13:53.560 --> 00:13:56.480]  因為你無論往哪裏去
[00:13:56.480 --> 00:13:59.880]  耶和華你的神必與你同在
[00:13:59.880 --> 00:14:01.320]  這個我們再讀多一次
[00:14:01.320 --> 00:14:02.720]  說給旁邊的人聽
[00:14:02.720 --> 00:14:04.240]  這次試試
[00:14:04.240 --> 00:14:05.080]  我又讀你又讀
[00:14:05.080 --> 00:14:06.120]  其實你能背的
[00:14:06.120 --> 00:14:08.240]  所以你不用看那個power point
[00:14:08.240 --> 00:14:09.600]  看看旁邊那個
[00:14:09.600 --> 00:14:09.920]  預備
[00:14:09.920 --> 00:14:10.800]  一二三
[00:14:10.800 --> 00:14:13.320]  因為你無論往哪裏去
[00:14:13.320 --> 00:14:16.400]  耶和華你的神與你同在
[00:14:16.400 --> 00:14:18.560]  耶和華你的神必與你同在
[00:14:18.560 --> 00:14:21.760]  這是天父和主耶穌
[00:14:21.760 --> 00:14:24.320]  非常明確的應許
[00:14:24.320 --> 00:14:25.160]  你說不是
[00:14:25.160 --> 00:14:27.600]  我有時感受不到神與我同在
[00:14:27.600 --> 00:14:28.960]  是你走開了
[00:14:28.960 --> 00:14:30.600]  神一定與你同在
[00:14:30.600 --> 00:14:31.440]  你自己走開
[00:14:31.440 --> 00:14:34.160]  你躲避耶和華的面經常有
[00:14:34.160 --> 00:14:35.920]  但是上帝你呼求神
[00:14:35.920 --> 00:14:38.320]  神是不會不與你同在的
[00:14:38.320 --> 00:14:40.320]  真的不認識你牧師
[00:14:40.320 --> 00:14:43.000]  不認識是星期四參加陳姑娘那些班
[00:14:43.000 --> 00:14:46.880]  就是那些Zoom確集親近神禱告
[00:14:46.880 --> 00:14:47.520]  來得兩次
[00:14:47.520 --> 00:14:49.000]  我們有十多位弟兄姊妹
[00:14:49.000 --> 00:14:53.160]  是很固定參加學習的
[00:14:53.160 --> 00:14:54.480]  我覺得在當中
[00:14:54.480 --> 00:14:56.880]  神是只要你尋求
[00:14:56.880 --> 00:14:59.080]  當然有些人是用不同的方法
[00:14:59.080 --> 00:15:02.240]  會尋求感受到神的同在
[00:15:02.240 --> 00:15:04.040]  但是陳姑娘
[00:15:04.040 --> 00:15:07.640]  她幫我們的approach是很好的
[00:15:07.640 --> 00:15:08.480]  幫我們
[00:15:08.480 --> 00:15:10.400]  有些人要去郊外才行
[00:15:10.400 --> 00:15:12.000]  有些人要去
[00:15:12.000 --> 00:15:14.160]  但是神總會讓你知道
