
[00:00:00.000 --> 00:00:03.820]  多謝楊牧師的介紹
[00:06:37.000 --> 00:06:43.000]  歸耶和華為聖在舊約薩加里亞書
[00:06:43.000 --> 00:06:48.000]  十四章第二十節找不找得到?
[00:06:48.000 --> 00:06:53.000]  我不知道 可能你那個浸字版的聖經不同
[00:06:53.000 --> 00:06:55.000]  我這個是和合版 雙行版
[00:06:55.000 --> 00:06:58.000]  又不是新標點 又不是修訂版
[00:06:58.000 --> 00:07:03.000]  還是印著在馬的玲瓏上
[00:07:03.000 --> 00:07:09.000]  必有歸耶和華為聖的這句話
[00:07:09.000 --> 00:07:14.000]  歸耶和華為聖這個句子
[00:07:14.000 --> 00:07:19.000]  我不知道為什麼中文聖經會特別牛這麼大字
[00:07:19.000 --> 00:07:20.000]  怎麼印出來的?
[00:07:20.000 --> 00:07:26.000]  歸耶和華為聖 聖潔
[00:07:26.000 --> 00:07:28.000]  是什麼意思?
[00:07:28.000 --> 00:07:32.000]  歸耶和華為聖
[00:07:32.000 --> 00:07:35.000]  在出埃及記出現的時候
[00:07:35.000 --> 00:07:41.000]  他是在講會幕裡面的器皿
[00:07:41.000 --> 00:07:44.000]  正如在薩加里亞書
[00:07:44.000 --> 00:07:50.000]  他在講的是馬戴著那些鈴鐺
[00:07:50.000 --> 00:07:52.000]  是什麼意思?
[00:07:52.000 --> 00:07:54.000]  他不是在講人
[00:07:54.000 --> 00:07:58.000]  他是在講物件
[00:07:58.000 --> 00:08:00.000]  歸耶和華為聖的
[00:08:00.000 --> 00:08:03.000]  你說如果是祭司利未人
[00:08:03.000 --> 00:08:05.000]  那我們明白了
[00:08:05.000 --> 00:08:08.000]  服侍上帝一定要好聖潔的
[00:08:08.000 --> 00:08:10.000]  不是 是那些物件
[00:08:10.000 --> 00:08:16.000]  物件在會幕裡面歸耶和華為聖
[00:08:16.000 --> 00:08:22.000]  只有一個的解釋是解得通的
[00:08:22.000 --> 00:08:30.000]  物件是沒有道德倫理判斷抉擇的
[00:08:30.000 --> 00:08:35.000]  一件服侍上帝在會幕裡面用的器皿
[00:08:35.000 --> 00:08:37.000]  好了 講到金燈台
[00:08:37.000 --> 00:08:41.000]  他會不會決定有一天要去犯罪?
[00:08:41.000 --> 00:08:43.000]  當然不會
[00:08:43.000 --> 00:08:45.000]  燈台是死物
[00:08:45.000 --> 00:08:52.000]  擺在那裡是為了敬拜上帝而用的
[00:08:52.000 --> 00:08:53.000]  對了
[00:08:53.000 --> 00:08:56.000]  什麼是歸耶和華為聖?
[00:08:56.000 --> 00:09:00.000]  就是只是給上帝用的
[00:09:00.000 --> 00:09:02.000]  都是不明白的
[00:09:02.000 --> 00:09:04.000]  舉例
[00:09:04.000 --> 00:09:07.000]  我不應該用楊牧師來舉例
[00:09:07.000 --> 00:09:09.000]  用大祭司來舉例
[00:09:09.000 --> 00:09:12.000]  大祭司家裡請客
[00:09:12.000 --> 00:09:15.000]  請了全班利尾人
[00:09:15.000 --> 00:09:17.000]  整個支派很多人
[00:09:17.000 --> 00:09:19.000]  你有沒有看過數點文訴的時候
[00:09:19.000 --> 00:09:22.000]  利尾支派服侍上帝有多少人?
[00:09:22.000 --> 00:09:23.000]  全部請客
[00:09:23.000 --> 00:09:24.000]  一年一次
[00:09:24.000 --> 00:09:28.000]  新春大家團年都要
[00:09:28.000 --> 00:09:33.000]  大祭司的太太當然是不夠碗碟的
[00:09:33.000 --> 00:09:37.000]  以前又不能買紙杯紙碟的
[00:09:37.000 --> 00:09:42.000]  過去隔離會幕借
[00:09:42.000 --> 00:09:44.000]  最多用完之後
[00:09:44.000 --> 00:09:46.000]  洗三次
[00:09:46.000 --> 00:09:48.000]  熱水、冷水、暖水
[00:09:48.000 --> 00:09:49.000]  下粥、洗潔精
[00:09:49.000 --> 00:09:51.000]  擦到乾乾淨淨
[00:09:51.000 --> 00:09:53.000]  然後還給上帝
[00:09:53.000 --> 00:09:54.000]  行不行?
[00:09:54.000 --> 00:09:56.000]  不行
[00:09:56.000 --> 00:09:58.000]  即是牧師家裡請客
[00:09:58.000 --> 00:10:01.000]  可不可以借聖餐杯用呢?
[00:10:01.000 --> 00:10:03.000]  當然不行
[00:10:03.000 --> 00:10:05.000]  為什麼不行?
[00:10:05.000 --> 00:10:07.000]  我在這裡說到
[00:10:07.000 --> 00:10:08.000]  我敢這樣問
[00:10:08.000 --> 00:10:11.000]  有些教會我不方便這樣問
[00:10:11.000 --> 00:10:17.000]  你們的禮堂借不借給人開補習班的?
[00:10:17.000 --> 00:10:19.000]  為什麼不行?
[00:10:19.000 --> 00:10:22.000]  你明白聖結的意思嗎?
[00:10:22.000 --> 00:10:27.000]  你去到有老人家家裡的地方拜年
[00:10:27.000 --> 00:10:31.000]  有張椅子不是人人都可以坐的
[00:10:31.000 --> 00:10:33.000]  你家裡有沒有老人家?
[00:10:33.000 --> 00:10:37.000]  只有爺爺可以坐
[00:10:37.000 --> 00:10:39.000]  孫子可以爬上去
[00:10:39.000 --> 00:10:41.000]  不過做兒子的、做媳婦的
[00:10:41.000 --> 00:10:43.000]  做女的、做女婿的不能碰
[00:10:43.000 --> 00:10:46.000]  貓可以爬上去
[00:10:46.000 --> 00:10:47.000]  明白嗎?
[00:10:47.000 --> 00:10:49.000]  明白什麼叫聖結嗎?
[00:10:49.000 --> 00:10:51.000]  還是不明白?
[00:10:51.000 --> 00:10:54.000]  只是給上帝用的
[00:10:54.000 --> 00:10:59.000]  歸爺和華為聖
[00:10:59.000 --> 00:11:03.000]  這個是最基本聖經的教導
[00:11:03.000 --> 00:11:06.000]  什麼是聖結?
[00:11:06.000 --> 00:11:09.000]  如果你說我不犯罪的
[00:11:09.000 --> 00:11:11.000]  我生活很正經的
[00:11:11.000 --> 00:11:14.000]  我由起床那一刻開始就祈禱
[00:11:14.000 --> 00:11:16.000]  求主保守我
[00:11:16.000 --> 00:11:17.000]  直到睡覺那一刻
[00:11:17.000 --> 00:11:20.000]  我連做夢都不會犯罪的
[00:11:20.000 --> 00:11:21.000]  恭喜你
[00:11:21.000 --> 00:11:22.000]  很難得的
[00:11:22.000 --> 00:11:25.000]  很難的
[00:11:25.000 --> 00:11:28.000]  這樣是不是叫聖結?
[00:11:28.000 --> 00:11:30.000]  很多人就頭暈了
[00:11:30.000 --> 00:11:32.000]  那就是聖人了
[00:11:32.000 --> 00:11:33.000]  對不起
[00:11:33.000 --> 00:11:34.000]  所以我說
[00:11:34.000 --> 00:11:36.000]  你要回到聖經來看
[00:11:36.000 --> 00:11:39.000]  聖經說如果你這麼乾淨、祈禮
[00:11:39.000 --> 00:11:41.000]  但是你不給上帝用的
[00:11:41.000 --> 00:11:44.000]  你不是歸爺和華為聖
[00:11:44.000 --> 00:11:46.000]  上帝用不了你的
[00:11:46.000 --> 00:11:48.000]  你永遠是乾乾淨淨
[00:11:48.000 --> 00:11:50.000]  落在玻璃箱裡面
[00:11:50.000 --> 00:11:51.000]  恆溫
[00:11:51.000 --> 00:11:55.000]  四盞射燈照著
[00:11:55.000 --> 00:11:59.000]  那個只是博物館裡面那個什麼白菜
[00:11:59.000 --> 00:12:02.000]  還是你有沒有去過看過?
[00:12:02.000 --> 00:12:04.000]  用不了的
[00:12:04.000 --> 00:12:05.000]  沒得用的
[00:12:05.000 --> 00:12:08.000]  不適合用的
[00:12:08.000 --> 00:12:10.000]  那個不是叫聖結
[00:12:10.000 --> 00:12:13.000]  給上帝用
[00:12:13.000 --> 00:12:15.000]  這個是舊約聖經
[00:12:15.000 --> 00:12:16.000]  新約聖經
[00:12:16.000 --> 00:12:17.000]  你說新約是不是這麼說?
[00:12:17.000 --> 00:12:18.000]  是啊
[00:12:18.000 --> 00:12:21.000]  保羅那八個字你一定會背的
[00:12:21.000 --> 00:12:23.000]  我背上半你背下半
[00:12:23.000 --> 00:12:27.000]  成為聖結
[00:12:27.000 --> 00:12:28.000]  你說的
[00:12:28.000 --> 00:12:29.000]  不是我說的
[00:12:29.000 --> 00:12:30.000]  不是
[00:12:30.000 --> 00:12:32.000]  是聖經說的
[00:12:32.000 --> 00:12:33.000]  這樣才重要
[00:12:33.000 --> 00:12:34.000]  不是誰說的
[00:12:34.000 --> 00:12:36.000]  哎呀這個牧師又這麼說
[00:12:36.000 --> 00:12:37.000]  哎呀那個牧師又這麼說
[00:12:37.000 --> 00:12:39.000]  哎呀這個博士又這麼說
[00:12:39.000 --> 00:12:41.000]  我聽誰的
[00:12:41.000 --> 00:12:42.000]  改革運動
[00:12:42.000 --> 00:12:43.000]  很清楚
[00:12:43.000 --> 00:12:44.000]  馬丁路德說
[00:12:44.000 --> 00:12:45.000]  聽聖經
[00:12:45.000 --> 00:12:46.000]  唯獨聖經
[00:12:46.000 --> 00:12:48.000]  Sola Scriptura
[00:12:48.000 --> 00:12:50.000]  聖經怎麼說
[00:12:50.000 --> 00:12:53.000]  聖結出現在聖經裏面
[00:12:53.000 --> 00:12:55.000]  還特別大隻字
[00:12:55.000 --> 00:12:56.000]  況且你看不到
[00:12:56.000 --> 00:12:58.000]  但你真的看不到的
[00:12:58.000 --> 00:13:00.000]  看完之後都認為
[00:13:00.000 --> 00:13:02.000]  他是在說犯罪不犯罪
[00:13:02.000 --> 00:13:03.000]  不是
[00:13:03.000 --> 00:13:04.000]  那個接下來
[00:13:04.000 --> 00:13:06.000]  那個未曾到
[00:13:06.000 --> 00:13:08.000]  首先最基本
[00:13:08.000 --> 00:13:11.000]  我們必須要認清楚的
[00:13:11.000 --> 00:13:15.000]  歸耶和華為聖
[00:13:15.000 --> 00:13:17.000]  成為聖結
[00:13:17.000 --> 00:13:19.000]  或者更好的翻譯
[00:13:19.000 --> 00:13:23.000]  就是分別為聖
[00:13:23.000 --> 00:13:25.000]  家裏的椅子
[00:13:25.000 --> 00:13:27.000]  是分別
[00:13:27.000 --> 00:13:29.000]  只有爺爺可以坐
[00:13:29.000 --> 00:13:31.000]  所以我們不會叫他聖結
[00:13:31.000 --> 00:13:33.000]  因為他不是給上帝用的
[00:13:33.000 --> 00:13:34.000]  給上帝用的
[00:13:34.000 --> 00:13:38.000]  還要只是給上帝用的
[00:13:38.000 --> 00:13:41.000]  這樣才叫做聖結
[00:13:41.000 --> 00:13:43.000]  可以嗎
[00:13:43.000 --> 00:13:45.000]  這個是我們的出發點
[00:13:45.000 --> 00:13:48.000]  因為這個是聖經的教導
[00:13:48.000 --> 00:13:50.000]  中國人我們的文化
[00:13:50.000 --> 00:13:55.000]  很喜歡說內聖外王
[00:13:55.000 --> 00:13:58.000]  所以我們很緊張是一個聖人
[00:13:58.000 --> 00:14:01.000]  才可以有資格做屬靈的領袖
[00:14:01.000 --> 00:14:03.000]  或者一個屬靈的偉人
[00:14:03.000 --> 00:14:05.000]  我們就會覺得他是一個聖人
[00:14:05.000 --> 00:14:08.000]  所以他樣樣東西都是很完美的
[00:14:08.000 --> 00:14:09.000]  他不發脾氣的
[00:14:09.000 --> 00:14:10.000]  他不生氣的
[00:14:10.000 --> 00:14:13.000]  他沒有七情六慾的
[00:14:13.000 --> 00:14:16.000]  他甚至行路不濟的
[00:14:16.000 --> 00:14:18.000]  僻谷的
[00:14:18.000 --> 00:14:21.000]  只是拿著一本金邊皮面串珠聖經的
[00:14:21.000 --> 00:14:24.000]  這個是我們中國文化傳統
[00:14:24.000 --> 00:14:27.000]  這個不是聖經的教導
[00:14:27.000 --> 00:14:28.000]  聖經的教導
[00:14:28.000 --> 00:14:30.000]  剛才我們讀的那段聖經
[00:14:30.000 --> 00:14:31.000]  你還記不記得
[00:14:31.000 --> 00:14:33.000]  好像講了很遠的
[00:14:33.000 --> 00:14:34.000]  回來了
[00:14:34.000 --> 00:14:37.000]  保羅說我們有這個寶貝
[00:14:37.000 --> 00:14:41.000]  放在瓦稀裏面
[00:14:41.000 --> 00:14:44.000]  寶貝和瓦稀
[00:14:44.000 --> 00:14:47.000]  是兩件事來的
[00:14:47.000 --> 00:14:51.000]  給神用的人
[00:14:51.000 --> 00:14:55.000]  是瓦稀
[00:14:55.000 --> 00:14:56.000]  清楚了
[00:14:56.000 --> 00:14:58.000]  是瓦稀
[00:14:58.000 --> 00:15:00.000]  神用你
[00:15:00.000 --> 00:15:01.000]  你是瓦稀
[00:15:01.000 --> 00:15:03.000]  保羅講得很清楚的
[00:15:03.000 --> 00:15:06.000]  我們有這寶貝
[00:15:06.000 --> 00:15:09.000]  放在瓦稀裏
[00:15:09.000 --> 00:15:11.000]  保羅用的一個比喻
[00:15:11.000 --> 00:15:14.000]  甚麼叫瓦稀
[00:15:14.000 --> 00:15:16.000]  今天我們又用了中國的
[00:15:16.000 --> 00:15:18.000]  那些很漂亮的陶瓷
[00:15:18.000 --> 00:15:20.000]  那些甚麼透明的
[00:15:20.000 --> 00:15:21.000]  不是不是不是
[00:15:21.000 --> 00:15:26.000]  瓦稀在當時羅馬的社會裏面
[00:15:26.000 --> 00:15:29.000]  那不就是那些很容易打得爛的
[00:15:29.000 --> 00:15:31.000]  很便宜的
[00:15:31.000 --> 00:15:37.000]  用來裝著不同的物件的器皿
[00:15:37.000 --> 00:15:39.000]  一個很普通的碗
[00:15:39.000 --> 00:15:41.000]  一個碟
[00:15:41.000 --> 00:15:43.000]  它是很容易打得爛的
[00:15:43.000 --> 00:15:45.000]  所以不值錢的
[00:15:45.000 --> 00:15:47.000]  保羅是這樣講的
[00:15:47.000 --> 00:15:51.000]  我們就是好像有寶貝
[00:15:51.000 --> 00:15:54.000]  放在瓦稀裏面這樣
[00:15:54.000 --> 00:15:56.000]  保羅要講甚麼呢
[00:15:56.000 --> 00:16:01.000]  他說是要顯明這個莫大的能力
[00:16:01.000 --> 00:16:03.000]  是出於神
[00:16:03.000 --> 00:16:06.000]  而不是出於我們
[00:16:06.000 --> 00:16:08.000]  這句說話其實我們很熟的
[00:16:08.000 --> 00:16:10.000]  你們得救是本乎恩
[00:16:10.000 --> 00:16:12.000]  恩著信
[00:16:12.000 --> 00:16:15.000]  這並不是出於自己
[00:16:15.000 --> 00:16:17.000]  也不是出於行為
[00:16:17.000 --> 00:16:19.000]  你會的 你會背的
[00:16:19.000 --> 00:16:20.000]  你個人報道的時候
[00:16:20.000 --> 00:16:22.000]  你經常都背這些聖經的
[00:16:22.000 --> 00:16:23.000]  但這裏講的
[00:16:23.000 --> 00:16:25.000]  不是只是講你得救
[00:16:25.000 --> 00:16:27.000]  稱義那一刻
[00:16:27.000 --> 00:16:32.000]  這裏講的是神用你
[00:16:32.000 --> 00:16:34.000]  你仍然是一個瓦稀
[00:16:34.000 --> 00:16:37.000]  不過有個寶貝在這個瓦稀裏面
[00:16:37.000 --> 00:16:39.000]  保羅講這個比喻
[00:16:39.000 --> 00:16:40.000]  要講的就是
[00:16:40.000 --> 00:16:45.000]  那就證明能力是出於神
[00:16:45.000 --> 00:16:47.000]  而不是出於人
[00:16:47.000 --> 00:16:49.000]  我們自己
[00:16:49.000 --> 00:16:51.000]  寶貝不是瓦稀
[00:16:51.000 --> 00:16:53.000]  瓦稀不是寶貝
[00:16:53.000 --> 00:16:55.000]  貴重的 矜貴的
[00:16:55.000 --> 00:16:57.000]  不是那個瓦稀
[00:16:57.000 --> 00:16:58.000]  是那個寶貝
[00:16:58.000 --> 00:16:59.000]  當這個瓦稀
[00:16:59.000 --> 00:17:01.000]  這個不值錢的瓦稀
[00:17:01.000 --> 00:17:04.000]  裝著一些很貴重的東西的時候
[00:17:04.000 --> 00:17:06.000]  保羅說你要分得開
[00:17:06.000 --> 00:17:11.000]  是你裝著那樣東西是寶貝
[00:17:11.000 --> 00:17:13.000]  你不是寶貝
[00:17:13.000 --> 00:17:16.000]  分得到嗎
[00:17:16.000 --> 00:17:17.000]  我們經常都以為我們是寶貝
[00:17:17.000 --> 00:17:18.000]  不是 不是
[00:17:18.000 --> 00:17:20.000]  保羅說我們服侍上帝
[00:17:20.000 --> 00:17:24.000]  我們被上帝用上帝的能力
[00:17:24.000 --> 00:17:28.000]  透過我們顯明出來
[00:17:28.000 --> 00:17:31.000]  那就證明上帝的能力
[00:17:31.000 --> 00:17:35.000]  不是我們有些甚麼本事
[00:17:35.000 --> 00:17:38.000]  我們只不過是瓦稀
[00:17:38.000 --> 00:17:42.000]  我們始終都是瓦稀
[00:17:42.000 --> 00:17:44.000]  保羅接著就說他的經歷
[00:17:44.000 --> 00:17:46.000]  他說我們四面受敵
[00:17:46.000 --> 00:17:47.000]  不被困住
[00:17:47.000 --> 00:17:48.000]  心裡作難
[00:17:48.000 --> 00:17:50.000]  不致失望
[00:17:50.000 --> 00:17:51.000]  遭逼迫
[00:17:51.000 --> 00:17:52.000]  不被丟棄
[00:17:52.000 --> 00:17:53.000]  打倒了
[00:17:53.000 --> 00:17:55.000]  不致死亡
[00:17:55.000 --> 00:17:58.000]  真是不用想的
[00:17:58.000 --> 00:18:06.000]  保羅是受過希臘修辭演說的訓練
[00:18:06.000 --> 00:18:08.000]  所以他的retreat
[00:18:08.000 --> 00:18:12.000]  你看他寫這些一氣呵成的句子
[00:18:12.000 --> 00:18:14.000]  真是很羨慕的
[00:18:14.000 --> 00:18:16.000]  保羅說的是他的經歷
[00:18:16.000 --> 00:18:17.000]  他想說甚麼
[00:18:17.000 --> 00:18:22.000]  他說身上帶著耶穌的死
[00:18:22.000 --> 00:18:25.000]  洗耶穌的衣服
[00:18:25.000 --> 00:18:26.000]  這裡中文聖經的翻譯
[00:18:26.000 --> 00:18:28.000]  就會令你有少少不是很明白的
[00:18:28.000 --> 00:18:31.000]  讓主的生命
[00:18:31.000 --> 00:18:35.000]  也都顯明在我們的身上
[00:18:35.000 --> 00:18:37.000]  因為我們活著的人
[00:18:37.000 --> 00:18:40.000]  是常為耶穌被交於死地
[00:18:40.000 --> 00:18:43.000]  洗耶穌的生命
[00:18:43.000 --> 00:18:47.000]  在我們這個必死的身上
[00:18:47.000 --> 00:18:50.000]  顯明出來
[00:18:50.000 --> 00:18:54.000]  前後保羅說了兩次顯明
[00:18:54.000 --> 00:18:56.000]  第一次他說
[00:18:56.000 --> 00:18:58.000]  寶貝放在瓦器
[00:18:58.000 --> 00:19:00.000]  顯明能力出於神
[00:19:00.000 --> 00:19:02.000]  後面那句他說
[00:19:02.000 --> 00:19:04.000]  耶穌的生命
[00:19:04.000 --> 00:19:09.000]  在我們必死的身上顯明出來
[00:19:09.000 --> 00:19:15.000]  原來瓦器就是代表著死亡
[00:19:15.000 --> 00:19:20.000]  必死的人生
[00:19:20.000 --> 00:19:23.000]  這個必死的生命
[00:19:23.000 --> 00:19:28.000]  並沒有因為有寶貝在裏面
[00:19:28.000 --> 00:19:30.000]  而變成不死
[00:19:30.000 --> 00:19:32.000]  這個不是保羅的意思
[00:19:32.000 --> 00:19:33.000]  很清楚
[00:19:33.000 --> 00:19:36.000]  所以瓦器始終是瓦器
[00:19:36.000 --> 00:19:40.000]  但是瓦器有寶貝
[00:19:40.000 --> 00:19:43.000]  顯明的是神的能力
[00:19:43.000 --> 00:19:48.000]  顯明的是耶穌基督的生命
[00:19:48.000 --> 00:19:49.000]  我們呢
[00:19:49.000 --> 00:19:58.000]  這個活著的人仍然是帶著必死的身體
[00:19:58.000 --> 00:19:59.000]  對不起
[00:19:59.000 --> 00:20:00.000]  新年嘍嘍
[00:20:00.000 --> 00:20:03.000]  但是聖經就是這樣解釋給我們聽的
[00:20:03.000 --> 00:20:06.000]  你不能避的
[00:20:06.000 --> 00:20:08.000]  你避不到這個事實的
[00:20:08.000 --> 00:20:10.000]  保羅說這個比喻
[00:20:10.000 --> 00:20:13.000]  其實典故是在舊約聖經的
[00:20:13.000 --> 00:20:15.000]  你可能今晚在想
[00:20:15.000 --> 00:20:17.000]  為什麼說這麼久還在說新約呢
[00:20:17.000 --> 00:20:19.000]  還在說哥林多後書
[00:20:19.000 --> 00:20:22.000]  這個是王浩儀博士的論文
[00:20:22.000 --> 00:20:25.000]  其實我是在說舊約的
[00:20:25.000 --> 00:20:30.000]  你記得《創世紀》第二章第七節
[00:20:30.000 --> 00:20:38.000]  耶和華神用地上的塵土做人
[00:20:38.000 --> 00:20:40.000]  這個「做」字
[00:20:40.000 --> 00:20:42.000]  我們每一個讀舊約聖經
[00:20:42.000 --> 00:20:44.000]  讀希伯來文的學生
[00:20:44.000 --> 00:20:45.000]  都一定記得
[00:20:45.000 --> 00:20:48.000]  《創世紀》有三個「做」字
[00:20:48.000 --> 00:20:50.000]  創造
[00:20:50.000 --> 00:20:52.000]  上帝才用得
[00:20:52.000 --> 00:20:53.000]  人沒得創造的
[00:20:53.000 --> 00:20:56.000]  所以創造不等於創作
[00:20:56.000 --> 00:20:57.000]  第二
[00:20:57.000 --> 00:20:59.000]  「阿撒」
[00:20:59.000 --> 00:21:00.000]  人人都做得
[00:21:00.000 --> 00:21:01.000]  上帝都做很多事
[00:21:01.000 --> 00:21:03.000]  但是來到第二章第七節
[00:21:03.000 --> 00:21:07.000]  耶和華神用地上的塵土
[00:21:07.000 --> 00:21:11.000]  「阿撒」第三個的「做」字
[00:21:11.000 --> 00:21:13.000]  中文聖經沒得譯了
[00:21:13.000 --> 00:21:15.000]  於是他重複
[00:21:15.000 --> 00:21:17.000]  又用「做」字出來
[00:21:17.000 --> 00:21:19.000]  其實在希伯來文
[00:21:19.000 --> 00:21:23.000]  就是一個窯醬
[00:21:23.000 --> 00:21:25.000]  一個人
[00:21:25.000 --> 00:21:27.000]  他用泥土
[00:21:27.000 --> 00:21:31.000]  做出瓦器的動詞
[00:21:31.000 --> 00:21:34.000]  所以你可以用「圖」做
[00:21:34.000 --> 00:21:37.000]  你可以用「素」做
