
[00:00:00.000 --> 00:00:05.900]  今年是二零二五年最後一個主日
[00:06:22.000 --> 00:06:26.800]  為什麼聖經會說神會發怒 會怒 憤怒
[00:06:26.800 --> 00:06:29.800]  是因為人犯罪
[00:06:29.800 --> 00:06:31.000]  《創世紀》記載
[00:06:31.000 --> 00:06:32.600]  創造世界的時候
[00:06:32.600 --> 00:06:34.200]  神看什麼都是好的
[00:06:34.200 --> 00:06:37.800]  神所做的都是好的
[00:06:37.800 --> 00:06:39.800]  很多人問
[00:06:39.800 --> 00:06:42.400]  為什麼神要用六天創造一切
[00:06:42.400 --> 00:06:44.600]  還有一天要休息
[00:06:44.600 --> 00:06:46.800]  是不是他創造宇宙的世界的時候
[00:06:46.800 --> 00:06:52.600]  他會累 要休息 休息 再來一天
[00:06:52.600 --> 00:06:54.200]  神不像我們一樣
[00:06:54.200 --> 00:06:56.800]  神不需要休息
[00:06:56.800 --> 00:06:58.600]  因為《創世紀》說
[00:06:58.600 --> 00:07:01.000]  神說有光就有光
[00:07:01.000 --> 00:07:05.600]  說句話就有
[00:07:05.600 --> 00:07:10.400]  可能理論上不需要一天來創造一件事
[00:07:10.400 --> 00:07:12.800]  幾秒鐘就可以
[00:07:12.800 --> 00:07:17.000]  甚至不需要說句話就有
[00:07:17.000 --> 00:07:18.000]  但聖經記載
[00:07:18.000 --> 00:07:21.000]  每一天神創造之後
[00:07:21.000 --> 00:07:23.000]  祂看是好的
[00:07:23.000 --> 00:07:26.400]  因為這些是有組織的
[00:07:26.400 --> 00:07:29.600]  認為是這樣分類
[00:07:29.600 --> 00:07:33.200]  先有水 有陽光
[00:07:33.200 --> 00:07:36.600]  然後有植物 有動物等等
[00:07:36.600 --> 00:07:38.000]  神創造之後
[00:07:38.000 --> 00:07:43.400]  也設立了很多每一樣東西的規限 規矩 規律
[00:07:43.400 --> 00:07:45.800]  一直在運轉
[00:07:45.800 --> 00:07:48.600]  這些就像一個框
[00:07:48.600 --> 00:07:51.200]  每一樣東西有它自己的範圍
[00:07:51.200 --> 00:07:52.800]  不會超越
[00:07:52.800 --> 00:07:54.400]  超越了
[00:07:54.400 --> 00:07:57.800]  好像說亞當夏娃被魔鬼引誘
[00:07:57.800 --> 00:07:59.200]  超越了那個框框
[00:07:59.200 --> 00:08:02.000]  不應該吃 不可以吃的果子
[00:08:02.000 --> 00:08:03.600]  又特意去吃
[00:08:03.600 --> 00:08:06.000]  就得罪了神
[00:08:06.000 --> 00:08:09.800]  所以凡是超越了神所定的界限
[00:08:09.800 --> 00:08:11.600]  破壞了神的創造
[00:08:11.600 --> 00:08:13.200]  就是罪
[00:08:13.200 --> 00:08:14.400]  而是因為這樣
[00:08:14.400 --> 00:08:15.800]  神就把他們趕了出去
[00:08:15.800 --> 00:08:19.800]  離開伊甸園
[00:08:19.800 --> 00:08:24.000]  人類犯罪是人性的一個本質
[00:08:24.000 --> 00:08:27.200]  從亞當夏娃開始沒有停過
[00:08:27.200 --> 00:08:30.800]  那個人殺了他的親弟弟
[00:08:30.800 --> 00:08:34.800]  神刑罰他終生要勞碌更重
[00:08:34.800 --> 00:08:36.000]  到了羅亞的時代
[00:08:36.000 --> 00:08:37.000]  人類犯罪
[00:08:37.000 --> 00:08:40.400]  神把洪水 把人類動物全部毀滅
[00:08:40.400 --> 00:08:42.400]  重新再來
[00:08:42.400 --> 00:08:44.400]  除了羅亞一家八口
[00:08:44.400 --> 00:08:45.600]  到了摩西的時代
[00:08:45.600 --> 00:08:49.600]  更加不需要再重複
[00:08:49.600 --> 00:08:55.000]  人犯罪彼此欺負 傷害大自然
[00:08:55.000 --> 00:08:58.400]  於是神一直刑罰他們
[00:08:58.400 --> 00:08:59.400]  他們就接受
[00:08:59.400 --> 00:09:01.800]  在曠野當中走了這麼多十年
[00:09:01.800 --> 00:09:08.400]  最後那班人進不了監牢
[00:09:08.400 --> 00:09:10.400]  上星期有一個
[00:09:10.400 --> 00:09:13.800]  荷里活的名導演Robert Reiner
[00:09:13.800 --> 00:09:15.400]  大家如果有看他所拍的電影
[00:09:15.400 --> 00:09:17.600]  可能你都看過
[00:09:17.600 --> 00:09:21.600]  兩夫婦被發現死在寓所當中
[00:09:21.600 --> 00:09:27.000]  當然那些是荷里活的豪宅
[00:09:27.000 --> 00:09:33.000]  Robert 78歲 他太太70歲
[00:09:33.000 --> 00:09:35.200]  唯一的嫌疑人
[00:09:35.200 --> 00:09:39.600]  竟然是他們的親生兒子之一
[00:09:39.600 --> 00:09:40.800]  我們很難想像
[00:09:40.800 --> 00:09:42.800]  他們一共有四個兒女
[00:09:42.800 --> 00:09:44.200]  有三個是親生的
[00:09:44.200 --> 00:09:49.800]  為什麼其中一個親生兒子會這麼狠心
[00:09:49.800 --> 00:09:53.000]  雖然這個案件當然還沒有審訊
[00:09:53.000 --> 00:09:55.800]  不過他是唯一的嫌疑人
[00:09:55.800 --> 00:09:59.200]  我們都假設和警察一樣
[00:09:59.200 --> 00:10:01.200]  都是他的
[00:10:01.200 --> 00:10:07.200]  為什麼連親生的父母都不放過呢
[00:10:07.200 --> 00:10:08.800]  《賢利米書》第十七章說
[00:10:08.800 --> 00:10:11.200]  人心比萬物都詭詐
[00:10:11.200 --> 00:10:14.000]  壞到極處
[00:10:14.000 --> 00:10:18.000]  人是在很多被創造的活物當中
[00:10:18.000 --> 00:10:19.400]  最殘忍的
[00:10:19.400 --> 00:10:21.200]  我相信是最殘忍的
[00:10:21.200 --> 00:10:22.800]  有些人未必
[00:10:22.800 --> 00:10:24.400]  因為其他動物殘忍
[00:10:24.400 --> 00:10:27.600]  很少殘害自己同類
[00:10:27.600 --> 00:10:31.000]  除非真的餓到沒辦法
[00:10:31.000 --> 00:10:32.600]  當然有些例外
[00:10:32.600 --> 00:10:34.400]  餓了就會吃掉
[00:10:34.400 --> 00:10:36.400]  但通常都是吃其他類
[00:10:36.400 --> 00:10:38.200]  比我小的
[00:10:38.200 --> 00:10:39.400]  人就不會
[00:10:39.400 --> 00:10:41.200]  人不單止是為了生存
[00:10:41.200 --> 00:10:43.000]  去殘害其他人
[00:10:43.000 --> 00:10:45.600]  還要折磨他
[00:10:45.600 --> 00:10:46.200]  第一件事
[00:10:46.200 --> 00:10:48.600]  鍾愛 古今鍾愛都是
[00:10:48.600 --> 00:10:50.800]  為什麼折磨一個人
[00:10:50.800 --> 00:10:53.600]  讓他求生不得 求死不能
[00:10:53.600 --> 00:10:55.000]  這樣才叫做
[00:10:55.000 --> 00:11:01.600]  人心比萬物都詭詐
[00:11:01.600 --> 00:11:03.800]  我們可能看這些新聞的時候
[00:11:03.800 --> 00:11:05.400]  就會說
[00:11:05.400 --> 00:11:06.800]  我妹妹是這樣的
[00:11:06.800 --> 00:11:09.800]  我不像她
[00:11:09.800 --> 00:11:12.200]  每當我們對一些壞人
[00:11:12.200 --> 00:11:14.800]  過去有更多的理解的時候
[00:11:14.800 --> 00:11:16.800]  多知道他的家庭
[00:11:16.800 --> 00:11:19.400]  多知道他們怎樣去成長
[00:11:19.400 --> 00:11:20.600]  或者他們很小的時候
[00:11:20.600 --> 00:11:23.000]  已經受了傷害的時候
[00:11:23.000 --> 00:11:25.000]  有時我都會想一下
[00:11:25.000 --> 00:11:27.800]  如果我在這樣的環境當中長大
[00:11:27.800 --> 00:11:29.600]  如果我有這樣的父母
[00:11:29.600 --> 00:11:32.400]  如果我有這樣的朋友
[00:11:32.400 --> 00:11:35.600]  我會不會好像他那樣
[00:11:35.600 --> 00:11:38.400]  長大之後變成他那樣
[00:11:38.400 --> 00:11:42.800]  對這個世界是扭曲的看法
[00:11:42.800 --> 00:11:43.800]  可以很兇殘
[00:11:43.800 --> 00:11:48.600]  因為不會不安樂
[00:11:48.600 --> 00:11:50.600]  因為在這樣的環境長大之後
[00:11:50.600 --> 00:11:53.000]  不會有良心
[00:11:53.000 --> 00:11:55.000]  總之我需要生存
[00:11:55.000 --> 00:11:56.200]  這個世界對我不好
[00:11:56.200 --> 00:11:58.400]  那些人對我不好
[00:11:58.400 --> 00:12:01.800]  我可以做什麼都可以
[00:12:01.800 --> 00:12:03.200]  所以有時如果我想一下
[00:12:03.200 --> 00:12:05.000]  如果我都好像他
[00:12:05.000 --> 00:12:06.200]  我可以
[00:12:06.200 --> 00:12:08.600]  或者我能夠像他那樣的時候
[00:12:08.600 --> 00:12:11.000]  真的會冒一身冷汗
[00:12:11.000 --> 00:12:13.200]  不是說我會像他那樣
[00:12:13.200 --> 00:12:15.600]  但是我做人
[00:12:15.600 --> 00:12:16.800]  我有手有腳
[00:12:16.800 --> 00:12:17.600]  我有這樣的力氣
[00:12:17.600 --> 00:12:20.200]  我可以做得出來的
[00:12:20.200 --> 00:12:25.200]  有這樣的能力做得出來
[00:12:25.200 --> 00:12:27.800]  可以說如果說錢
[00:12:27.800 --> 00:12:29.800]  一百元我又不貪
[00:12:29.800 --> 00:12:32.000]  一百元我都有
[00:12:32.000 --> 00:12:35.400]  十萬貪不貪?
[00:12:35.400 --> 00:12:37.800]  五十萬貪不貪?
[00:12:37.800 --> 00:12:39.400]  五十萬
[00:12:39.400 --> 00:12:42.000]  整間屋就買了
[00:12:42.000 --> 00:12:44.400]  會不會貪?
[00:12:44.400 --> 00:12:47.600]  有些人爭身家的時候就是
[00:12:47.600 --> 00:12:50.000]  原來那些錢都不是你的
[00:12:50.000 --> 00:12:53.800]  甚至那些錢是加工的
[00:12:53.800 --> 00:12:55.200]  不是你的
[00:12:55.200 --> 00:12:57.000]  到爭身家的時候
[00:12:57.000 --> 00:12:58.200]  有些聲音
[00:12:58.200 --> 00:13:00.800]  自己的子女可能沒那麼多
[00:13:00.800 --> 00:13:04.000]  但是女婿、媳婦
[00:13:04.000 --> 00:13:06.800]  他們會不會呢?
[00:13:06.800 --> 00:13:08.600]  有些人就在爭論
[00:13:08.600 --> 00:13:10.000]  為什麼只分給子女
[00:13:10.000 --> 00:13:11.600]  不分給女兒
[00:13:11.600 --> 00:13:12.800]  過時了
[00:13:12.800 --> 00:13:14.200]  每個子女都
[00:13:14.200 --> 00:13:16.200]  或者比較下邊的照顧
[00:13:16.200 --> 00:13:18.000]  父母多一點
[00:13:18.000 --> 00:13:20.000]  五十萬可能就會
[00:13:20.000 --> 00:13:23.200]  有一點貪心
[00:13:23.200 --> 00:13:25.000]  有些人做工
[00:13:25.000 --> 00:13:27.000]  捱到死死下
[00:13:27.000 --> 00:13:30.800]  二十五元一個小時
[00:13:30.800 --> 00:13:34.400]  做到真的站都站不穩
[00:13:34.400 --> 00:13:37.000]  如果和律師打個電話
[00:13:37.000 --> 00:13:37.800]  說幾句話
[00:13:37.800 --> 00:13:38.800]  問幾個問題
[00:13:38.800 --> 00:13:42.600]  就收我四十元
[00:13:42.600 --> 00:13:44.000]  律師是怎樣?
[00:13:44.000 --> 00:13:46.200]  四百元一個小時
[00:13:46.200 --> 00:13:49.400]  然後六分鐘就叮一叮
[00:13:49.400 --> 00:13:51.200]  好像坐的士那樣
[00:13:51.200 --> 00:13:53.000]  叮個牌
[00:13:53.000 --> 00:13:54.200]  中六分鐘計
[00:13:54.200 --> 00:13:55.400]  有些人十五分鐘
[00:13:55.400 --> 00:13:57.000]  不知道有什麼律師
[00:13:57.000 --> 00:14:00.200]  總之我們會覺得很不公平
[00:14:00.200 --> 00:14:02.800]  做一個小時才叮個二十五元
[00:14:02.800 --> 00:14:07.000]  他講幾句話就收我四十元
[00:14:07.000 --> 00:14:08.600]  有些人更加
[00:14:08.600 --> 00:14:09.800]  看到新聞
[00:14:09.800 --> 00:14:11.000]  日本地震
[00:14:11.000 --> 00:14:12.600]  死了很多人
[00:14:12.600 --> 00:14:16.000]  活該他們
[00:14:16.000 --> 00:14:17.200]  第二次大戰的時候
[00:14:17.200 --> 00:14:18.800]  殺了我們這麼多中國人
[00:14:18.800 --> 00:14:20.600]  現在地震死了很多日本人
[00:14:20.600 --> 00:14:22.200]  好啊
[00:14:22.200 --> 00:14:23.800]  我們這種的心
[00:14:23.800 --> 00:14:26.600]  這種所謂貪心
[00:14:26.600 --> 00:14:27.600]  妒忌
[00:14:27.600 --> 00:14:29.000]  幸災樂禍
[00:14:29.000 --> 00:14:30.000]  不憐憫人
[00:14:30.000 --> 00:14:31.000]  周災人
[00:14:31.000 --> 00:14:32.600]  不照顧親人等等
[00:14:32.600 --> 00:14:34.200]  聖經說
[00:14:34.200 --> 00:14:37.000]  神將我們這些的隱諾
[00:14:37.000 --> 00:14:39.000]  即是別人不知道的
[00:14:39.000 --> 00:14:40.000]  就在我們心裏面
[00:14:40.000 --> 00:14:41.200]  擺在我們面前
[00:14:41.200 --> 00:14:42.600]  給我們看
[00:14:42.600 --> 00:14:43.400]  神知道
[00:14:43.400 --> 00:14:44.600]  擺在我們面前
[00:14:44.600 --> 00:14:46.800]  無可推諉
[00:14:46.800 --> 00:14:49.800]  其他人只是看到我們的行為
[00:14:49.800 --> 00:14:51.600]  我們沒有做出來
[00:14:51.600 --> 00:14:52.400]  但是
[00:14:52.400 --> 00:14:54.400]  神看到我們的內心
[00:14:54.400 --> 00:14:56.200]  我們有沒有這樣想過呢?
[00:14:56.200 --> 00:14:58.400]  如果今天神施行審判的時候
[00:14:58.400 --> 00:15:00.400]  我們能不能夠通過
[00:15:00.400 --> 00:15:04.400]  這樣的考驗
[00:15:04.400 --> 00:15:06.600]  對基督徒來說
[00:15:06.600 --> 00:15:08.200]  或者可以問自己
[00:15:08.200 --> 00:15:09.800]  有沒有盡心盡性
[00:15:09.800 --> 00:15:11.200]  盡義盡力
[00:15:11.200 --> 00:15:14.200]  愛我們的神
[00:15:14.200 --> 00:15:15.600]  是有很多的侍奉
[00:15:15.600 --> 00:15:20.200]  但是有沒有盡心去做呢?
[00:15:20.200 --> 00:15:22.800]  我們有沒有愛人如己?
[00:15:22.800 --> 00:15:26.400]  好像愛自己一樣
[00:15:26.400 --> 00:15:27.200]  我想我很快
[00:15:27.200 --> 00:15:29.400]  不用想我便沒有了
[00:15:29.400 --> 00:15:30.600]  未做得到
[00:15:30.600 --> 00:15:32.600]  除非神師恩典憐憫
[00:15:32.600 --> 00:15:34.400]  除非耶穌出面
[00:15:34.400 --> 00:15:36.200]  替我們講清
[00:15:36.200 --> 00:15:38.000]  否則沒有一個人
[00:15:38.000 --> 00:15:40.400]  能夠通過神的考驗
[00:15:40.400 --> 00:15:41.600]  所以在年底的時候
[00:15:41.600 --> 00:15:43.600]  我們希望可以多作一些反省
[00:15:43.600 --> 00:15:45.400]  究竟二零二五年
[00:15:45.400 --> 00:15:47.200]  我們做了多少得罪神
[00:15:47.200 --> 00:15:49.000]  得罪人的地方
[00:15:49.000 --> 00:15:50.800]  或者講過多少壞話
[00:15:50.800 --> 00:15:52.800]  求主饒恕
[00:15:52.800 --> 00:15:54.000]  同時也想想
[00:15:54.000 --> 00:15:56.400]  有什麼情況之後
[00:15:56.400 --> 00:15:59.600]  我們並沒有盡力
[00:15:59.600 --> 00:16:01.200]  並沒有盡心
[00:16:01.200 --> 00:16:03.600]  只是隨隨便便
[00:16:03.600 --> 00:16:04.600]  求主赦免
[00:16:04.600 --> 00:16:05.800]  讓我們每一次的
[00:16:05.800 --> 00:16:07.200]  施奉神的時候
[00:16:07.200 --> 00:16:12.400]  都能夠盡力
[00:16:12.400 --> 00:16:14.800]  第九節、第十節
[00:16:14.800 --> 00:16:18.000]  我會想到經文裡說
[00:16:18.000 --> 00:16:19.600]  我們在有限年日當中
[00:16:19.600 --> 00:16:23.600]  應該盡量珍惜
[00:16:23.600 --> 00:16:24.800]  我們經過的日子
[00:16:24.800 --> 00:16:26.600]  都在你震怒之下
[00:16:26.600 --> 00:16:28.000]  我們到盡的年歲
[00:16:28.000 --> 00:16:30.200]  好像一聲嘆息
[00:16:30.200 --> 00:16:31.400]  我們一生的年日
[00:16:31.400 --> 00:16:32.600]  是七十歲
[00:16:32.600 --> 00:16:33.600]  若是強壯
[00:16:33.600 --> 00:16:35.200]  可以活到八十
[00:16:35.200 --> 00:16:36.600]  但其中所驚誇的
[00:16:36.600 --> 00:16:39.200]  不過是勞苦受煩
[00:16:39.200 --> 00:16:40.600]  轉眼即逝
[00:16:40.600 --> 00:16:45.000]  吾變如飛而去
[00:16:45.000 --> 00:16:48.400]  究竟我們可以多長命
[00:16:48.400 --> 00:16:50.600]  是否好像詩人所說
[00:16:50.600 --> 00:16:54.600]  平均來說是七十歲
[00:16:54.600 --> 00:16:56.200]  我們不說世界其他地方
[00:16:56.200 --> 00:16:58.200]  只說美國
[00:16:58.200 --> 00:17:01.400]  這是2023年的數字
[00:17:01.400 --> 00:17:05.000]  應該是COVID之前的一些統計
[00:17:05.000 --> 00:17:07.400]  醫生發表
[00:17:07.400 --> 00:17:10.000]  平均來說女人是長命一點
[00:17:10.000 --> 00:17:11.800]  八十一歲
[00:17:11.800 --> 00:17:14.800]  男人是七十六歲
[00:17:14.800 --> 00:17:17.800]  但不理這些數字
[00:17:17.800 --> 00:17:23.200]  只說我自己同年齡的朋友和同學
[00:17:23.200 --> 00:17:26.200]  最早過世的同學
[00:17:26.200 --> 00:17:29.800]  有一次感冒
[00:17:29.800 --> 00:17:31.400]  然後昏迷
[00:17:31.400 --> 00:17:33.000]  上去醫院
[00:17:33.000 --> 00:17:34.200]  昏迷之後發覺
[00:17:34.200 --> 00:17:39.000]  原來已經變成腦炎
[00:17:39.000 --> 00:17:41.800]  昏迷之後一直沒有醒過
[00:17:41.800 --> 00:17:43.800]  就在醫院過世
[00:17:43.800 --> 00:17:48.000]  當時是三十四歲
[00:17:48.000 --> 00:17:53.600]  有一次陪另一個朋友去看醫生
[00:17:53.600 --> 00:17:55.000]  去醫院
[00:17:55.000 --> 00:18:00.200]  經過X光檢查
[00:18:00.200 --> 00:18:01.600]  他貪好玩
[00:18:01.600 --> 00:18:04.400]  不如我又去照一下
[00:18:04.400 --> 00:18:05.800]  一照出來
[00:18:05.800 --> 00:18:08.200]  原來有肺癌
[00:18:08.200 --> 00:18:09.800]  他不吸煙不喝酒
[00:18:09.800 --> 00:18:12.000]  平時很健康
[00:18:12.000 --> 00:18:15.600]  六個月之內他就過世了
[00:18:15.600 --> 00:18:18.800]  三十五歲
[00:18:18.800 --> 00:18:22.600]  結了婚有個兒子
[00:18:22.600 --> 00:18:25.800]  另外一個朋友四十歲開始
[00:18:25.800 --> 00:18:27.800]  就開始有 Parkinson
[00:18:27.800 --> 00:18:28.800]  柏金遜病
[00:18:28.800 --> 00:18:30.800]  四十歲即是很早開始
[00:18:30.800 --> 00:18:33.000]  Early onset
[00:18:33.000 --> 00:18:34.400]  需要照顧
[00:18:34.400 --> 00:18:37.800]  幸好他家裡環境不錯
[00:18:37.800 --> 00:18:43.600]  在香港可以請菲律賓工人照顧他
[00:18:43.600 --> 00:18:47.800]  過了幾年一個工人都照顧不了
[00:18:47.800 --> 00:18:49.800]  因為情況越來越壞
[00:18:49.800 --> 00:18:57.800]  請兩個工人照顧他
[00:18:57.800 --> 00:19:00.800]  再過了很多年
[00:19:00.800 --> 00:19:03.600]  到六十歲的時候都過世了
[00:19:03.600 --> 00:19:05.400]  由四十歲開始
[00:19:05.400 --> 00:19:07.600]  由柏金遜到六十歲
[00:19:07.600 --> 00:19:08.400]  過了二十年
[00:19:08.400 --> 00:19:14.200]  我想他都幾辛苦
[00:19:14.200 --> 00:19:17.000]  不用一個一個數
[00:19:17.000 --> 00:19:17.800]  如果你問我
[00:19:17.800 --> 00:19:19.600]  我馬上想到的都起碼十幾個
[00:19:19.600 --> 00:19:22.400]  和我年紀出生的
[00:19:22.400 --> 00:19:24.400]  現在已經不在了
[00:19:24.400 --> 00:19:27.800]  生命實在充滿很多變數
[00:19:27.800 --> 00:19:29.600]  除了自然生病
[00:19:29.600 --> 00:19:31.800]  或者身體有些毛病去世
[00:19:31.800 --> 00:19:33.800]  還有很多意外
[00:19:33.800 --> 00:19:36.000]  或者突然
[00:19:36.000 --> 00:19:38.800]  所以難怪斯人是感嘆生命的短暫
[00:19:38.800 --> 00:19:41.200]  一轉眼我們就消失了
[00:19:41.200 --> 00:19:43.200]  沒有人會紀念
