
[00:00:00.000 --> 00:00:03.760]  大部分人都期待說我們其實活著
[00:01:17.800 --> 00:01:21.440]  其實我們也需要一些適當健康的憂傷
[00:01:21.440 --> 00:01:25.120]  這是確實的 最近最新的研究報告
[00:01:25.120 --> 00:01:27.640]  告訴我們 一個嬰孩出生
[00:01:27.640 --> 00:01:30.920]  如果你讓他一直哭的話 其實對他的健康
[00:01:30.920 --> 00:01:34.320]  很有幫助 他會減壓 他睡得更好 身體
[00:01:34.320 --> 00:01:36.040]  大腦發育都有幫助
[00:01:36.040 --> 00:01:38.720]  所以因為父母有時候小孩出生就很緊張
[00:01:38.720 --> 00:01:42.040]  一哭就馬上過去 想盡辦法制止他哭
[00:01:42.040 --> 00:01:44.480]  可是這是不健康的 因為小孩嘛
[00:01:44.480 --> 00:01:44.880]  就是
[00:01:44.880 --> 00:01:48.320]  嬰孩出生他天然知道 我又不是出生
[00:01:48.320 --> 00:01:51.200]  在醫電員是嗎 我沒必要一天到晚對著
[00:01:51.200 --> 00:01:53.080]  你傻笑是嗎 我就是覺得
[00:01:53.720 --> 00:01:56.440]  他們說專家都說 嬰孩哭無非三個原因
[00:01:56.440 --> 00:01:58.560]  要麼肚子餓了 對不對 要麼就
[00:01:58.560 --> 00:02:01.280]  怎麼尿床了 大便小便了 要麼
[00:02:01.280 --> 00:02:04.040]  就是身體不舒服 但很少專家告訴你有
[00:02:04.040 --> 00:02:06.000]  第四個原因 就是他覺得很不爽
[00:02:06.000 --> 00:02:08.920]  我出生在這個豺狼虎豹的世界
[00:02:08.920 --> 00:02:11.080]  我覺得不爽 所以我哭
[00:02:11.080 --> 00:02:14.600]  所以應該你讓他 就讓他好好的嚎啕大哭
[00:02:14.600 --> 00:02:18.560]  一番 把所有的不爽都發洩出來 那他就
[00:02:18.560 --> 00:02:22.240]  覺得很舒服 不然他一哭你就各樣的制止
[00:02:22.240 --> 00:02:25.280]  是嗎 有時候是紅了包啊 怎麼塞個奶瓶
[00:02:25.280 --> 00:02:28.120]  啊 害得就作為一個嬰兒就沒辦法哭得
[00:02:28.120 --> 00:02:31.120]  不爽 是嗎 那就不好 所以就讓他哭得爽
[00:02:31.120 --> 00:02:34.840]  心理學家有告訴我們 人不能夠一直
[00:02:34.840 --> 00:02:37.760]  只是很正面的 就positive thinking 不能夠
[00:02:37.760 --> 00:02:40.960]  所有時間都是這樣的 偶爾需要有一些的
[00:02:40.960 --> 00:02:42.880]  負面情緒 你要去感受它
[00:02:42.880 --> 00:02:45.840]  因為人生是這樣 如果你把
[00:02:45.840 --> 00:02:49.960]  負面的情緒壓抑下去的話呢 你不知不覺
[00:02:49.960 --> 00:02:52.600]  也會把正面的情緒壓抑下去 因為你的
[00:02:52.600 --> 00:02:56.120]  腦是不能夠選擇性的壓抑某些情緒
[00:02:56.120 --> 00:02:59.000]  只感受某些情緒的 所以如果說我不想
[00:02:59.000 --> 00:03:02.000]  面對一些很負面的情緒 很自然的
[00:03:02.000 --> 00:03:05.280]  你的正面情緒也壓下去 表示說你越活
[00:03:05.280 --> 00:03:08.440]  越覺得麻木 人生沒有激情 是因為
[00:03:08.440 --> 00:03:10.480]  這個緣故 所以偶爾得哭一下
[00:03:10.480 --> 00:03:15.080]  但是除了偶爾哭一下 哀傷一下 常哭
[00:03:15.080 --> 00:03:18.160]  太多也不好 比方說如果哭太多就會
[00:03:18.160 --> 00:03:20.480]  造成一種病叫做淚管堵塞
[00:03:20.480 --> 00:03:23.680]  不知道大家有沒有聽過 聽說淚管堵塞
[00:03:23.680 --> 00:03:27.360]  這種病在香港的的病例是最多的 佔
[00:03:27.360 --> 00:03:28.560]  的比例最高
[00:03:28.560 --> 00:03:32.240]  淚管堵塞的症狀就是欲哭無淚
[00:03:32.240 --> 00:03:35.520]  就想要哭 可是因為堵塞了嘛 只要去醫生
[00:03:35.520 --> 00:03:39.160]  要做手術把你通淚管 通完就可以哭得出來
[00:03:39.160 --> 00:03:39.920]  所以
[00:03:39.920 --> 00:03:44.040]  我們人生除了你是什麼小知情調 你是什麼
[00:03:44.040 --> 00:03:47.320]  愉悅的憂傷 或者偶爾健康的哭一哭
[00:03:47.960 --> 00:03:48.880]  除此以外
[00:03:48.880 --> 00:03:52.800]  大部分的人在大部分的時間 我想我們都
[00:03:52.800 --> 00:03:56.640]  期待至少能夠活出一個比較陽光
[00:03:56.640 --> 00:03:59.320]  一樣的生命的生活 就是比較是正面的
[00:03:59.320 --> 00:04:02.200]  充滿正能量的 充滿活力的
[00:04:02.200 --> 00:04:06.000]  情緒是非常的愉悅的 是開心的 是
[00:04:06.000 --> 00:04:09.160]  興奮的 對生活是有激情的 基本上
[00:04:09.160 --> 00:04:12.040]  我們大部分時間是嚮往類似這樣的
[00:04:12.040 --> 00:04:14.320]  就是偶爾尋找一些令人愉悅的憂傷
[00:04:14.320 --> 00:04:15.200]  但除此以外
[00:04:15.200 --> 00:04:17.120]  大部分的人都喜歡說
[00:04:17.720 --> 00:04:19.440]  活得像陽光是不錯的
[00:04:19.440 --> 00:04:22.520]  所以今天我們就來看一段的聖經 來看一下
[00:04:22.520 --> 00:04:26.360]  其實因為陽光生命 其實這是一個聖經的
[00:04:26.360 --> 00:04:26.840]  觀念
[00:04:26.840 --> 00:04:30.080]  聖經一直告訴我們人生大概分兩個
[00:04:30.080 --> 00:04:33.360]  不同的層次 一個是你認識主之前是活在
[00:04:33.360 --> 00:04:34.280]  黑暗裡面
[00:04:34.280 --> 00:04:37.960]  那種是沒有光的生活 那信主了之後呢
[00:04:37.960 --> 00:04:41.880]  我們就成為所謂的光明之子 Children of Light
[00:04:41.880 --> 00:04:46.040]  但是我比較不喜歡用光明之子 因為一用
[00:04:46.040 --> 00:04:48.880]  光明這個字 就讓我想起什麼什麼魔教的
[00:04:48.880 --> 00:04:51.880]  光明頂啊 什麼的 聽起來像邪教
[00:04:51.880 --> 00:04:54.200]  所以後來想用什麼字好了 就想起
[00:04:54.200 --> 00:04:57.680]  現代人都好喜歡用陽光之子 什麼陽光男孩
[00:04:57.680 --> 00:05:00.960]  我自己沒有看太陽的後裔 但是去到
[00:05:00.960 --> 00:05:03.640]  韓國的時候 發現太陽的後裔那個男主角
[00:05:03.640 --> 00:05:05.120]  到處都是他的照片
[00:05:05.120 --> 00:05:07.880]  然後學禮告訴我 為什麼這麼多人喜歡他
[00:05:07.880 --> 00:05:11.280]  是因為他夠陽光 那我看也確實是
[00:05:11.280 --> 00:05:15.000]  那個男生一出來就給我們感覺很陽光 很正面
[00:05:15.680 --> 00:05:17.880]  充滿正力量 對 大概是這種
[00:05:17.880 --> 00:05:20.160]  所以後來我就用了這個字 但其實這個是
[00:05:20.160 --> 00:05:23.400]  聖經的觀念 聖經說我們需要成為
[00:05:23.400 --> 00:05:26.600]  這種光明之子 我們活在光明中
[00:05:26.600 --> 00:05:30.240]  其實也是類似這種生活 是充滿正面的
[00:05:30.240 --> 00:05:31.480]  很多正力量的
[00:05:31.480 --> 00:05:35.320]  也非常的活躍 生命有一個非常豐盛
[00:05:35.320 --> 00:05:38.640]  有一個很好的目標 那我大部分人都想說
[00:05:38.640 --> 00:05:41.560]  我生命如果是這樣的話 活著是非常好的
[00:05:41.560 --> 00:05:43.960]  所以今天我們從一段聖經來看一下
[00:05:44.360 --> 00:05:47.280]  這種陽光的生命 給我們一些什麼樣的提示
[00:05:47.280 --> 00:05:49.400]  或者幫助我們 除了
[00:05:49.400 --> 00:05:53.120]  偶爾健康的憂傷一下以外 我們大部分的
[00:05:53.120 --> 00:05:54.920]  時間 至少可以過得稍微
[00:05:54.920 --> 00:05:56.560]  陽光一點
[00:05:56.560 --> 00:05:59.000]  我們看了經文 今天會看
[00:05:59.000 --> 00:06:01.960]  以夫所書的第五章的一段經文
[00:06:01.960 --> 00:06:05.600]  那麼首先我們看大概一到二節 跟八到九節
[00:06:05.600 --> 00:06:08.320]  那邊講到陽光生命 很重要的一個提示
[00:06:08.320 --> 00:06:08.680]  就是
[00:06:08.680 --> 00:06:12.520]  陽光生命如果要活出 你的生命要陽光一樣的
[00:06:12.520 --> 00:06:16.320]  燦爛 那你需要知道你的源頭到底在哪
[00:06:16.320 --> 00:06:19.960]  那邊是這樣說的 五章一節說 他說既然你們是
[00:06:19.960 --> 00:06:23.880]  上帝所愛的兒女 你們必須效法他
[00:06:23.880 --> 00:06:28.200]  你們的生活要處處表現愛心 正如基督
[00:06:28.200 --> 00:06:31.240]  愛我們 為我們捨命 作為心鄉的
[00:06:31.240 --> 00:06:35.160]  祭物和祭品獻給上帝 你們原在
[00:06:35.160 --> 00:06:38.880]  黑暗中 可是自從成為主的信徒
[00:06:39.040 --> 00:06:42.920]  你們就在光明中 你們的生活必須
[00:06:42.920 --> 00:06:47.200]  向光明的人 光明結出一切豐盛的
[00:06:47.200 --> 00:06:50.560]  果實 是良善正義和真理
[00:06:50.560 --> 00:06:54.960]  你知道保羅寫書信有一個
[00:06:54.960 --> 00:06:59.480]  一直不改的特色 就是他的有一個特定的格式
[00:06:59.480 --> 00:07:00.320]  是他不改的
[00:07:00.320 --> 00:07:04.680]  就是使徒保羅寫的任何一封給教會的書信
[00:07:04.680 --> 00:07:07.160]  他的格式永遠都是分兩部分
[00:07:07.640 --> 00:07:10.840]  第一部分他永遠只告訴你神學的部分
[00:07:10.840 --> 00:07:13.400]  他先講神學 他先告訴你
[00:07:13.400 --> 00:07:17.240]  什麼耶穌基督是誰啊 他為你做過什麼啊
[00:07:17.240 --> 00:07:20.720]  他為什麼這麼做啊 如果你知道了他這麼做
[00:07:20.720 --> 00:07:23.680]  你也信他真的這麼做 你領受了之後
[00:07:23.680 --> 00:07:28.040]  你到底會接受什麼東西 他先把這個講清楚
[00:07:28.040 --> 00:07:31.320]  然後後面那一部分 他才開始告訴你說
[00:07:31.320 --> 00:07:34.800]  那如果你接受這件事 那在生活當中
[00:07:34.960 --> 00:07:38.720]  你慢慢活下去的時候 會有一些什麼表現出來
[00:07:38.720 --> 00:07:40.960]  在實際生活 所以這是兩部分
[00:07:40.960 --> 00:07:45.240]  這個獨特的格式也剛好突出了
[00:07:45.240 --> 00:07:48.560]  基督教的信仰一個最大的特點
[00:07:48.560 --> 00:07:51.920]  就是說如果你把這個特色一改過來說
[00:07:51.920 --> 00:07:55.400]  保羅你下次寫信可不可以先給我寫點實在的東西
[00:07:55.400 --> 00:07:57.840]  不要先寫什麼一些天馬行空的
[00:07:57.840 --> 00:08:01.760]  什麼基督有多少 什麼創世以前就檢選了我們
[00:08:01.760 --> 00:08:03.120]  各樣我聽不懂的話
[00:08:03.320 --> 00:08:07.520]  可不可以一開始就告訴我 作為一個丈夫怎麼樣對太太
[00:08:07.520 --> 00:08:09.360]  作為一個學生怎麼樣好好學習
[00:08:09.360 --> 00:08:11.240]  道德層面可不可以先講
[00:08:11.240 --> 00:08:16.720]  可是你發現如果保羅寫書信先講道德
[00:08:16.720 --> 00:08:19.760]  說你的道德行為要到達某個標準
[00:08:19.760 --> 00:08:23.360]  再講告訴你說 那接下來耶穌基督怎麼愛你
[00:08:23.360 --> 00:08:27.480]  如果是這個的話 基督教基本上會淪為
[00:08:27.480 --> 00:08:30.440]  淪為一個跟其他宗教一模一樣
[00:08:30.440 --> 00:08:34.120]  就是這只是其中一個確認為善的宗教
[00:08:34.120 --> 00:08:36.400]  就是大家比較活得高大上一點
[00:08:36.400 --> 00:08:39.480]  稍微道德水平提高一點
[00:08:39.480 --> 00:08:40.760]  大概變成這樣
[00:08:40.760 --> 00:08:42.960]  但是你發現保羅從來都不是
[00:08:42.960 --> 00:08:45.480]  保羅從來都很注重地告訴你
[00:08:45.480 --> 00:08:49.680]  我先告訴你一個非常你不願意接受的真相
[00:08:49.680 --> 00:08:54.240]  就是你沒辦法活出任何道德高尚的生活
[00:08:54.240 --> 00:08:55.920]  按照神的標準
[00:08:55.920 --> 00:08:58.840]  可是在你沒辦法活出來的時候
[00:08:58.880 --> 00:09:01.960]  主耶穌已經為你釘死在石架上
[00:09:01.960 --> 00:09:04.680]  你一切因為不道德的緣故
[00:09:04.680 --> 00:09:06.160]  所應該領受的懲罰
[00:09:06.160 --> 00:09:08.240]  主耶穌說我幫你釘在石架上
[00:09:08.240 --> 00:09:12.200]  然後我才給你你想像不到的福分
[00:09:12.200 --> 00:09:14.680]  因為了這個事實的緣故
[00:09:14.680 --> 00:09:16.440]  你的生活才變得不一樣
[00:09:16.440 --> 00:09:18.280]  所以這個是完全不一樣的
[00:09:18.280 --> 00:09:20.160]  先告訴你道德怎麼樣
[00:09:20.160 --> 00:09:21.840]  然後再告訴你神愛你
[00:09:21.840 --> 00:09:24.480]  跟我先告訴你神已經愛了你
[00:09:24.480 --> 00:09:27.680]  之後告訴你說因為你接受了神的愛
[00:09:27.720 --> 00:09:31.120]  你的生活表現會慢慢結出一些果子
[00:09:31.120 --> 00:09:32.960]  不是透過你的能力
[00:09:32.960 --> 00:09:36.440]  或者你的思維邏輯
[00:09:36.440 --> 00:09:38.640]  你的意志力活出來
[00:09:38.640 --> 00:09:40.120]  不是是因為你接受
[00:09:40.120 --> 00:09:41.920]  你相信神愛你
[00:09:41.920 --> 00:09:44.640]  你的生命就自然會結出一個
[00:09:44.640 --> 00:09:47.720]  你自己都不敢想像出來的結果
[00:09:47.720 --> 00:09:49.920]  那個果子是好的不得了的
[00:09:49.920 --> 00:09:51.960]  是從裡面轉化出來的
[00:09:51.960 --> 00:09:55.160]  所以這是第一個我們很需要知道的
[00:09:55.360 --> 00:09:57.800]  陽光生命如果找不到源頭
[00:09:57.800 --> 00:10:01.320]  你只不過是普通的勸人向善的宗教
[00:10:01.320 --> 00:10:02.320]  那沒什麼分別
[00:10:02.320 --> 00:10:05.200]  我們需要知道罪到底有多嚴重
[00:10:05.200 --> 00:10:07.960]  也需要知道主耶穌為我們做過什麼
[00:10:07.960 --> 00:10:10.360]  所以以夫所說今天因為我們是第五章
[00:10:10.360 --> 00:10:12.160]  一開始讀就讀第五章
[00:10:12.160 --> 00:10:13.840]  我們跳過了前面
[00:10:13.840 --> 00:10:15.600]  所以我需要補一下前面
[00:10:15.600 --> 00:10:19.600]  大家知道CBS
[00:10:19.600 --> 00:10:22.320]  美國電臺有一個節目叫60分鐘
[00:10:22.320 --> 00:10:24.120]  有沒有聽過60 minutes
[00:10:24.360 --> 00:10:26.840]  那算是在新聞界最紅的一個節目
[00:10:26.840 --> 00:10:30.520]  因為60分鐘裡面有個主持人叫
[00:10:30.520 --> 00:10:31.320]  Mike Wallace
[00:10:31.320 --> 00:10:32.840]  大概好像幾年前過世了
[00:10:32.840 --> 00:10:36.120]  他算是美國新聞界最出名的新聞界紅人
[00:10:36.120 --> 00:10:38.360]  那60 minutes為什麼出名呢
[00:10:38.360 --> 00:10:41.720]  因為他出名的地方在於他訪問的名人最多
[00:10:41.720 --> 00:10:44.240]  當然是任何你沒有想像到
[00:10:44.240 --> 00:10:46.040]  美國電臺能夠訪問到的人
[00:10:46.040 --> 00:10:47.200]  他都能夠訪問得到
[00:10:47.200 --> 00:10:49.680]  第二就是他在訪問名人的時候
[00:10:49.680 --> 00:10:52.680]  問題的尖銳是你沒有辦法想像的
[00:10:52.680 --> 00:10:54.240]  比方說Mike Wallace
[00:10:54.240 --> 00:10:57.000]  Mike Wallace應該是在美國電臺
[00:10:57.000 --> 00:10:59.000]  唯一一個有機會能夠訪問到
[00:10:59.000 --> 00:11:02.160]  鄧小平跟江澤民的美國記者
[00:11:02.160 --> 00:11:04.760]  那當年他好不容易撮合
[00:11:04.760 --> 00:11:08.200]  經過各種的途徑什麼搭關係什麼
[00:11:08.200 --> 00:11:10.880]  最後江澤民終於同意說接受你訪問
[00:11:10.880 --> 00:11:14.080]  那後來就中國新聞部給那個CBS
[00:11:14.080 --> 00:11:16.760]  60分鐘的製作團隊一大堆的框架
[00:11:16.760 --> 00:11:18.800]  說你先把什麼你的問題先發給我
[00:11:18.800 --> 00:11:20.600]  先我審查一下
[00:11:20.600 --> 00:11:21.680]  我告訴你什麼可以問
[00:11:21.680 --> 00:11:23.080]  什麼不可以問再發給你
[00:11:23.440 --> 00:11:25.560]  那當初Mike Wallace就站得很硬
[00:11:25.560 --> 00:11:27.240]  說我們60分鐘的節目
[00:11:27.240 --> 00:11:30.320]  這原則從來不預先把問題發給你
[00:11:30.320 --> 00:11:32.080]  你必須給我絕對的自由
[00:11:32.080 --> 00:11:34.240]  我問什麼你都讓我問
[00:11:34.240 --> 00:11:35.400]  我就來不然就不來
[00:11:35.400 --> 00:11:37.360]  那後來新聞部找到江澤民
[00:11:37.360 --> 00:11:39.800]  江澤民說好放馬過來隨便你問
[00:11:39.800 --> 00:11:41.120]  愛怎麼問怎麼問
[00:11:41.120 --> 00:11:43.400]  所以最後這個訪問就變得好像
[00:11:43.400 --> 00:11:45.520]  聽說訪問了三個小時
[00:11:45.520 --> 00:11:47.640]  最後剪掉了60分鐘
[00:11:47.640 --> 00:11:49.840]  三個小時你就看到Mike Wallace
[00:11:49.840 --> 00:11:52.360]  真的是不斷的那種的攻擊
[00:11:52.360 --> 00:11:53.320]  那種的尖銳
[00:11:53.600 --> 00:11:54.600]  最經典的一句
[00:11:54.600 --> 00:11:55.880]  他就追著江澤民說
[00:11:55.880 --> 00:11:57.160]  你就是個獨裁者
[00:11:57.160 --> 00:11:58.360]  你承認嗎這樣子
[00:11:58.360 --> 00:12:00.200]  那就是江澤民發飆這樣子
[00:12:00.200 --> 00:12:01.880]  所以就整個訪問過程很精彩
[00:12:01.880 --> 00:12:04.120]  所以60分鐘之所以他出名
[00:12:04.120 --> 00:12:05.880]  是因為他什麼問題都敢問
[00:12:05.880 --> 00:12:08.200]  哪一種尖銳就問哪一種
[00:12:08.200 --> 00:12:10.680]  哪邊是死穴就點哪邊
[00:12:10.680 --> 00:12:13.080]  所以後來60 minutes這邊出名
[00:12:13.080 --> 00:12:15.640]  那後來其中有一集Mike Wallace
[00:12:15.640 --> 00:12:17.400]  他訪問一個很特殊的人
[00:12:17.400 --> 00:12:19.480]  那個人是一個納粹
[00:12:19.480 --> 00:12:21.520]  他是一個納粹的
[00:12:22.000 --> 00:12:24.000]  就是那種集中營的生存者
[00:12:24.000 --> 00:12:25.960]  那麼這個生存者
[00:12:25.960 --> 00:12:28.040]  就是你知道當時納粹
[00:12:28.040 --> 00:12:29.240]  因為在二戰時期
[00:12:29.240 --> 00:12:32.800]  他們屠殺了600萬的猶太人
[00:12:32.800 --> 00:12:35.000]  然後整個大屠殺裡面
[00:12:35.000 --> 00:12:36.240]  猶太人的大屠殺裡面
[00:12:36.240 --> 00:12:37.440]  背後的操守
[00:12:37.440 --> 00:12:40.040]  其中一個主將的名字叫做
[00:12:40.040 --> 00:12:41.080]  Adolf Eichmann
[00:12:41.080 --> 00:12:43.680]  那Adolf Eichmann他在二戰之後
[00:12:43.680 --> 00:12:45.600]  就逃亡自己就躲起來了
[00:12:45.600 --> 00:12:48.640]  Hitler就自殺了
[00:12:48.640 --> 00:12:49.480]  他就躲起來
[00:12:49.480 --> 00:12:51.840]  他一開始躲到了澳洲
[00:12:52.120 --> 00:12:53.440]  那麼幾年過後
[00:12:53.440 --> 00:12:55.320]  他就從澳洲轉到了阿根廷
[00:12:55.320 --> 00:12:56.600]  那麼他在阿根廷
[00:12:56.600 --> 00:12:58.320]  躲了大概十年的時間
[00:12:58.320 --> 00:13:00.720]  那後來就被以色列的一些情報局
[00:13:00.720 --> 00:13:01.600]  給逮著了
[00:13:01.600 --> 00:13:03.920]  那逮到就把他送回去耶路撒冷
[00:13:03.920 --> 00:13:06.440]  去有一個世紀的大審判
[00:13:06.440 --> 00:13:07.960]  因為他做到一個大魔頭
[00:13:07.960 --> 00:13:10.800]  就是怎麼殘害600萬猶太人的
[00:13:10.800 --> 00:13:12.520]  幕後操守在這
[00:13:12.520 --> 00:13:14.000]  去把他做
[00:13:14.000 --> 00:13:15.360]  那後來有本書叫做
[00:13:15.360 --> 00:13:17.160]  《Adolf Eichmann at Jerusalem》
[00:13:17.160 --> 00:13:19.640]  就是把整件事寫得很精彩
[00:13:19.640 --> 00:13:20.600]  那本書值得看
[00:13:21.000 --> 00:13:22.920]  那後來在整個審判的過程當中
[00:13:22.920 --> 00:13:25.760]  就是很出名的Nuremberg trial
[00:13:25.760 --> 00:13:28.000]  在當中的其中有一個
[00:13:28.000 --> 00:13:30.000]  納粹集中營的生存者
[00:13:30.000 --> 00:13:32.720]  因為他當時好像有130幾個
[00:13:32.720 --> 00:13:34.600]  還是多少個證人出庭
[00:13:34.600 --> 00:13:35.840]  他是其中一個證人
[00:13:35.840 --> 00:13:37.960]  但是他很dramatic的是
[00:13:37.960 --> 00:13:40.520]  他因為他被關的時候
[00:13:40.520 --> 00:13:41.840]  因為他是幕後操守
[00:13:41.840 --> 00:13:43.040]  那個Adolf Eichmann
[00:13:43.040 --> 00:13:45.480]  但是這個生存者是從來沒有見過他的
[00:13:45.480 --> 00:13:47.200]  因為他是比較高級
[00:13:47.200 --> 00:13:48.320]  他只是一個囚犯
[00:13:48.800 --> 00:13:51.400]  他是在法庭上人生第一次
[00:13:51.400 --> 00:13:53.120]  見到整個
[00:13:53.120 --> 00:13:55.880]  就屠殺了600萬猶太人的幕後操守是誰
[00:13:55.880 --> 00:13:58.280]  他說他走進庭的時候
[00:13:58.280 --> 00:14:00.720]  那個人第一眼看到那個Adolf Eichmann的時候
[00:14:00.720 --> 00:14:03.640]  他突然間整個人不能夠呼吸
[00:14:03.640 --> 00:14:05.160]  就整個人不能呼吸
[00:14:05.160 --> 00:14:06.520]  他整個人就collapse
[00:14:06.520 --> 00:14:07.880]  就整個人倒在地上
[00:14:07.880 --> 00:14:10.320]  那當時因為電視就是
[00:14:10.320 --> 00:14:12.160]  當時全國的媒體
[00:14:12.160 --> 00:14:13.640]  就全世界的媒體都在
[00:14:13.640 --> 00:14:14.840]  都照到他說
[00:14:14.840 --> 00:14:16.640]  他整個人當庭就collapse
[00:14:16.640 --> 00:14:17.320]  就倒下
[00:14:17.560 --> 00:14:19.920]  那結果當時就法庭一邊混亂
[00:14:19.920 --> 00:14:22.120]  法官要停止暫停休息什麼的
[00:14:22.120 --> 00:14:23.120]  各種的事情
[00:14:23.120 --> 00:14:25.960]  那後來Mike Wallace就找他來
[00:14:25.960 --> 00:14:27.400]  就做了一個訪問
[00:14:27.400 --> 00:14:29.800]  他就特別播了那段視頻給他看
[00:14:29.800 --> 00:14:32.800]  說你看你進法庭要對證的時候
[00:14:32.800 --> 00:14:33.840]  你看了一眼
[00:14:33.840 --> 00:14:35.000]  Adolf Eichmann
[00:14:35.000 --> 00:14:36.760]  結果你就整個倒下
[00:14:36.760 --> 00:14:37.560]  癱在地上
[00:14:37.560 --> 00:14:38.520]  無法呼吸
[00:14:38.520 --> 00:14:39.360]  他問他
[00:14:39.360 --> 00:14:40.480]  當時
[00:14:40.480 --> 00:14:41.760]  發生什麼事情
[00:14:41.760 --> 00:14:43.920]  你想的是什麼
[00:14:43.920 --> 00:14:45.520]  為什麼你有這個表現
[00:14:47.120 --> 00:14:48.640]  你知道沒有辦法想像
[00:14:48.640 --> 00:14:49.520]  這個
[00:14:49.520 --> 00:14:51.160]  這個人好像叫
[00:14:51.160 --> 00:14:52.520]  好像叫什麼
[00:14:52.520 --> 00:14:53.360]  好像叫
[00:14:53.360 --> 00:14:56.120]  Diner還是什麼的
[00:14:56.120 --> 00:14:58.520]  什麼以膚Diner還是什麼
[00:14:58.520 --> 00:14:59.880]  是個以色列人
[00:14:59.880 --> 00:15:01.400]  他是這樣說的
[00:15:01.400 --> 00:15:01.840]  他說
[00:15:01.840 --> 00:15:04.760]  因為他從來沒有見過Adolf Eichmann
[00:15:04.760 --> 00:15:07.000]  他想像中的Eichmann是一個
[00:15:07.000 --> 00:15:08.520]  神級的魔頭
[00:15:08.520 --> 00:15:09.760]  就是那種好像是
[00:15:09.760 --> 00:15:12.200]  什麼頭上長兩個腳什麼的
[00:15:12.200 --> 00:15:14.200]  就是這種極其兇惡的那種
[00:15:14.200 --> 00:15:16.600]  好像一看應該是很有霸氣
[00:15:16.600 --> 00:15:17.440]  很有氣派
[00:15:17.440 --> 00:15:19.800]  可是他都進去的時候發現
[00:15:19.800 --> 00:15:20.760]  如果你有看照片
[00:15:20.760 --> 00:15:21.360]  你發現
[00:15:21.360 --> 00:15:23.640]  當已經潛逃了十幾年
[00:15:23.640 --> 00:15:25.160]  被抓來審判的時候
[00:15:25.160 --> 00:15:27.640]  其實當年的Adolf Eichmann
[00:15:27.640 --> 00:15:29.040]  已經變成一個糟老頭了
[00:15:29.040 --> 00:15:31.040]  這個年輕時候蠻帥氣的
[00:15:31.040 --> 00:15:32.480]  是那時候已經很老了
[00:15:32.480 --> 00:15:34.520]  他說他進去的時候
[00:15:34.520 --> 00:15:36.720]  他發現說當年那個
[00:15:36.720 --> 00:15:39.280]  屠殺六百萬的猶太人的背後操守
[00:15:39.280 --> 00:15:41.800]  居然不是他想像中的一個
[00:15:41.800 --> 00:15:43.680]  神級般的魔頭
[00:15:44.400 --> 00:15:48.040]  居然是一個平常的不能夠再平常的糟老頭
[00:15:48.040 --> 00:15:50.480]  他說那一分鐘他是這樣說的
[00:15:50.480 --> 00:15:52.360]  他說這個Eichmann
[00:15:52.360 --> 00:15:54.000]  was an ordinary man
[00:15:54.000 --> 00:15:54.960]  他說這個Eichmann
[00:15:54.960 --> 00:15:56.520]  他印象中以為是
[00:15:56.520 --> 00:15:58.760]  這個超級魔頭
[00:15:58.760 --> 00:16:00.400]  居然是個很普通的人
[00:16:00.400 --> 00:16:03.240]  他說I was afraid about myself
[00:16:03.240 --> 00:16:06.520]  他說我突然為自己感到很可怕
