
[00:00:00.000 --> 00:00:03.560]  今天在這裡分享 正正過年
[00:04:27.880 --> 00:04:29.880]  我不搬屋都不知道
[00:04:29.880 --> 00:04:31.880]  家裡這麼多東西要扔
[00:04:31.880 --> 00:04:33.880]  是真的
[00:04:33.880 --> 00:04:35.880]  今天我們不單止說
[00:04:35.880 --> 00:04:38.880]  真的需要外在大掃除
[00:04:38.880 --> 00:04:42.880]  耶穌有一句話非常啟發
[00:04:42.880 --> 00:04:44.880]  他說更重要的
[00:04:44.880 --> 00:04:46.880]  不是外面
[00:04:46.880 --> 00:04:48.880]  更重要的是什麼呢
[00:04:48.880 --> 00:04:49.880]  《貓福音》七章十五節
[00:04:49.880 --> 00:04:50.880]  我們一起讀 好不好
[00:04:50.880 --> 00:04:51.880]  一二三
[00:04:51.880 --> 00:04:53.880]  從外面進去的
[00:04:53.880 --> 00:04:55.880]  不能污穢人
[00:04:55.880 --> 00:04:58.880]  不能污穢人
[00:04:58.880 --> 00:05:01.880]  在外面進去都不可以嗎
[00:05:01.880 --> 00:05:03.880]  當時的門徒一聽到
[00:05:03.880 --> 00:05:05.880]  呆了
[00:05:05.880 --> 00:05:06.880]  說什麼
[00:05:06.880 --> 00:05:08.880]  因為《舊約之道》
[00:05:08.880 --> 00:05:09.880]  經常說潔淨
[00:05:09.880 --> 00:05:11.880]  有什麼可以做什麼不行
[00:05:11.880 --> 00:05:15.880]  不過耶穌更加推前一步
[00:05:15.880 --> 00:05:16.880]  他說什麼呢
[00:05:16.880 --> 00:05:19.880]  當門徒不明白的時候
[00:05:19.880 --> 00:05:21.880]  耶穌繼續講解
[00:05:21.880 --> 00:05:22.880]  我們一起讀 好不好
[00:05:22.880 --> 00:05:23.880]  一二三
[00:05:23.880 --> 00:05:25.880]  凡從外面進入的
[00:05:25.880 --> 00:05:26.880]  不能污穢人
[00:05:26.880 --> 00:05:28.880]  因為不是入他的心
[00:05:28.880 --> 00:05:30.880]  乃是入他的土腹
[00:05:30.880 --> 00:05:33.880]  又落到茅刺裡
[00:05:33.880 --> 00:05:35.880]  從人裡面出來的
[00:05:35.880 --> 00:05:37.880]  那才污穢人
[00:05:37.880 --> 00:05:38.880]  因為從裡面
[00:05:38.880 --> 00:05:40.880]  就是從人心
[00:05:40.880 --> 00:05:42.880]  發出惡念
[00:05:42.880 --> 00:05:43.880]  糾合
[00:05:43.880 --> 00:05:44.880]  偷渡
[00:05:44.880 --> 00:05:45.880]  兇殺
[00:05:45.880 --> 00:05:46.880]  姦淫
[00:05:46.880 --> 00:05:47.880]  貪婪
[00:05:47.880 --> 00:05:48.880]  邪惡
[00:05:48.880 --> 00:05:49.880]  詭詐
[00:05:49.880 --> 00:05:50.880]  淫蕩
[00:05:50.880 --> 00:05:53.880]  嫉妒
[00:05:53.880 --> 00:05:54.880]  驕傲
[00:05:54.880 --> 00:05:55.880]  狂傲
[00:05:55.880 --> 00:05:56.880]  這一切的惡
[00:05:56.880 --> 00:06:01.880]  都是從裡面出來的
[00:06:01.880 --> 00:06:03.880]  耶穌很直接
[00:06:03.880 --> 00:06:05.880]  說一些骯髒的事
[00:06:05.880 --> 00:06:07.880]  排泄物也說了
[00:06:07.880 --> 00:06:09.880]  他說你吃了骯髒的東西
[00:06:09.880 --> 00:06:11.880]  窩了
[00:06:11.880 --> 00:06:12.880]  不好意思
[00:06:12.880 --> 00:06:13.880]  真的直接一點
[00:06:13.880 --> 00:06:16.880]  沒事的了
[00:06:16.880 --> 00:06:20.880]  見得到的不是最害怕
[00:06:20.880 --> 00:06:22.880]  見不到才害怕
[00:06:22.880 --> 00:06:25.880]  在你裡面
[00:06:25.880 --> 00:06:29.880]  耶穌說這件事要處理
[00:06:29.880 --> 00:06:31.880]  今天我想
[00:06:31.880 --> 00:06:34.880]  和大家一起大掃除
[00:06:34.880 --> 00:06:35.880]  我們除三樣東西
[00:06:35.880 --> 00:06:36.880]  當然很多東西
[00:06:36.880 --> 00:06:38.880]  我們試著集中三樣東西
[00:06:38.880 --> 00:06:40.880]  在進入這三樣
[00:06:40.880 --> 00:06:43.880]  除去掃走前
[00:06:43.880 --> 00:06:45.880]  我想大家想一個動作
[00:06:45.880 --> 00:06:47.880]  掃走的動作
[00:06:47.880 --> 00:06:49.880]  剛才那堂和那堂都有
[00:06:49.880 --> 00:06:51.880]  掃走的動作
[00:06:51.880 --> 00:06:53.880]  我想就是掃走它
[00:06:53.880 --> 00:06:55.880]  有剛才的弟兄姊妹想
[00:06:55.880 --> 00:06:57.880]  掃走抹走也可以
[00:06:57.880 --> 00:06:58.880]  掃走也可以
[00:06:58.880 --> 00:07:00.880]  我們做一個動作
[00:07:00.880 --> 00:07:03.880]  希望我們從我們內心的東西
[00:07:03.880 --> 00:07:04.880]  一同掃走
[00:07:04.880 --> 00:07:05.880]  我們數三聲
[00:07:05.880 --> 00:07:06.880]  我們一起做這個動作
[00:07:06.880 --> 00:07:07.880]  每個人都可以不同
[00:07:07.880 --> 00:07:09.880]  一二三
[00:07:09.880 --> 00:07:11.880]  掃走
[00:07:11.880 --> 00:07:13.880]  代表我們裡面有不同的東西
[00:07:13.880 --> 00:07:16.880]  需要給神幫助我們掃走
[00:07:16.880 --> 00:07:21.880]  掃走一罪的捆綁
[00:07:21.880 --> 00:07:23.880]  罪的捆綁
[00:07:23.880 --> 00:07:25.880]  剛才我們讀到這句經文
[00:07:25.880 --> 00:07:27.880]  我們先集中在
[00:07:27.880 --> 00:07:29.880]  有形有體的行為
[00:07:29.880 --> 00:07:30.880]  不難明白的
[00:07:30.880 --> 00:07:35.880]  糾合是不合而的性關係
[00:07:35.880 --> 00:07:37.880]  偷渡
[00:07:37.880 --> 00:07:38.880]  偷別人的東西
[00:07:38.880 --> 00:07:40.880]  暗藏
[00:07:40.880 --> 00:07:42.880]  別人的名聲
[00:07:42.880 --> 00:07:43.880]  別人的擁有物
[00:07:43.880 --> 00:07:45.880]  兇殺
[00:07:45.880 --> 00:07:47.880]  殺人的生命當然是
[00:07:47.880 --> 00:07:49.880]  人的自尊
[00:07:49.880 --> 00:07:53.880]  又或者鬼壓背後陰人
[00:07:53.880 --> 00:07:57.880]  有人說他挺好的
[00:07:57.880 --> 00:08:00.880]  然後你覺得不值得
[00:08:00.880 --> 00:08:01.880]  他也挺好的
[00:08:01.880 --> 00:08:02.880]  不過
[00:08:02.880 --> 00:08:03.880]  不過有危險
[00:08:03.880 --> 00:08:04.880]  幫督
[00:08:04.880 --> 00:08:06.880]  毀人名聲等等
[00:08:06.880 --> 00:08:08.880]  今天我們試著處理這件事
[00:08:08.880 --> 00:08:09.880]  昨天我也明白
[00:08:09.880 --> 00:08:11.880]  偷竊等等等等
[00:08:11.880 --> 00:08:13.880]  都會在家庭職場發生
[00:08:13.880 --> 00:08:14.880]  殺人
[00:08:14.880 --> 00:08:16.880]  我哪裏有
[00:08:16.880 --> 00:08:19.880]  不知道中間有沒有人殺過人
[00:08:19.880 --> 00:08:21.880]  又舉一下手
[00:08:21.880 --> 00:08:22.880]  不要舉
[00:08:22.880 --> 00:08:24.880]  我有一次真的這樣問
[00:08:24.880 --> 00:08:26.880]  在另一間教會
[00:08:26.880 --> 00:08:27.880]  我問了哪裏
[00:08:27.880 --> 00:08:29.880]  真的有人舉手
[00:08:29.880 --> 00:08:30.880]  怎麼處理呢
[00:08:30.880 --> 00:08:33.880]  不過耶穌不單止處理
[00:08:33.880 --> 00:08:36.880]  真正第六誡不可殺人
[00:08:36.880 --> 00:08:38.880]  耶穌在第二段經文
[00:08:38.880 --> 00:08:40.880]  處理了我們的動機
[00:08:40.880 --> 00:08:41.880]  他這樣說
[00:08:41.880 --> 00:08:43.880]  你聽見有人吩咐說
[00:08:43.880 --> 00:08:44.880]  不可殺人當然重要了
[00:08:44.880 --> 00:08:45.880]  不要殺人
[00:08:45.880 --> 00:08:46.880]  不要殺人
[00:08:46.880 --> 00:08:47.880]  這是真的
[00:08:47.880 --> 00:08:49.880]  他說殺人難免受審判
[00:08:49.880 --> 00:08:51.880]  只是我告訴你們
[00:08:51.880 --> 00:08:53.880]  犯向弟兄動怒
[00:08:53.880 --> 00:08:56.880]  難免受審判
[00:08:56.880 --> 00:08:57.880]  明白了
[00:08:57.880 --> 00:09:00.880]  我們殺人前是有情緒的
[00:09:00.880 --> 00:09:03.880]  我們裏面是醞釀的
[00:09:03.880 --> 00:09:05.880]  耶穌想那裏都停
[00:09:05.880 --> 00:09:07.880]  繼續去說
[00:09:07.880 --> 00:09:09.880]  犯罵弟兄拉家
[00:09:09.880 --> 00:09:10.880]  又是源自希伯來文
[00:09:10.880 --> 00:09:11.880]  即是說什麼呢
[00:09:11.880 --> 00:09:14.880]  這麼蠢的
[00:09:14.880 --> 00:09:16.880]  有沒有說過人
[00:09:16.880 --> 00:09:18.880]  不會沒有吧
[00:09:18.880 --> 00:09:19.880]  有沒有被人說過
[00:09:19.880 --> 00:09:22.880]  有
[00:09:22.880 --> 00:09:24.880]  他說難免公會審判
[00:09:24.880 --> 00:09:25.880]  犯罵弟兄什麼
[00:09:25.880 --> 00:09:26.880]  摩尼
[00:09:26.880 --> 00:09:28.880]  源自希臘文
[00:09:28.880 --> 00:09:29.880]  同一個字
[00:09:29.880 --> 00:09:30.880]  Moros
[00:09:30.880 --> 00:09:31.880]  即是Moron
[00:09:31.880 --> 00:09:32.880]  明白了英文
[00:09:32.880 --> 00:09:33.880]  蠢
[00:09:33.880 --> 00:09:35.880]  沒用的
[00:09:35.880 --> 00:09:38.880]  白痴的
[00:09:38.880 --> 00:09:41.880]  難免地獄的火
[00:09:41.880 --> 00:09:44.880]  嘩
[00:09:44.880 --> 00:09:45.880]  其實都是的
[00:09:45.880 --> 00:09:47.880]  我們有什麼權利
[00:09:47.880 --> 00:09:49.880]  罵神創造的人
[00:09:49.880 --> 00:09:50.880]  蠢而已
[00:09:50.880 --> 00:09:52.880]  那他們罵誰
[00:09:52.880 --> 00:09:54.880]  罵神
[00:09:54.880 --> 00:09:55.880]  真的
[00:09:55.880 --> 00:09:57.880]  你說有沒有那麼嚴重
[00:09:57.880 --> 00:09:58.880]  真的
[00:09:58.880 --> 00:10:00.880]  我們剛剛在這一屆的門號訓練
[00:10:00.880 --> 00:10:01.880]  有一位姊妹
[00:10:01.880 --> 00:10:02.880]  很有智慧
[00:10:02.880 --> 00:10:03.880]  一個很好的太太
[00:10:03.880 --> 00:10:04.880]  是家庭主婦
[00:10:04.880 --> 00:10:06.880]  照顧兩個小孩很好
[00:10:06.880 --> 00:10:09.880]  她說她小時候的經歷
[00:10:09.880 --> 00:10:10.880]  我聽她驚訝
[00:10:10.880 --> 00:10:12.880]  跟這段經歷非常有關
[00:10:12.880 --> 00:10:14.880]  她說小時候哥哥讀書很厲害
[00:10:14.880 --> 00:10:15.880]  父母不用操心
[00:10:15.880 --> 00:10:17.880]  輕易進了名牌大學
[00:10:17.880 --> 00:10:19.880]  她姐姐又轉稅很快
[00:10:19.880 --> 00:10:21.880]  家人很喜歡
[00:10:21.880 --> 00:10:25.880]  父母覺得她簡直是光宗耀祖
[00:10:25.880 --> 00:10:27.880]  她讀書慢一點
[00:10:27.880 --> 00:10:29.880]  數學差一點
[00:10:29.880 --> 00:10:30.880]  父母不斷說
[00:10:30.880 --> 00:10:33.880]  這麼蠢
[00:10:33.880 --> 00:10:34.880]  她這樣寫
[00:10:34.880 --> 00:10:36.880]  家人經常說我蠢
[00:10:36.880 --> 00:10:38.880]  他們的說話一直很傷我
[00:10:38.880 --> 00:10:39.880]  但他們不知道
[00:10:39.880 --> 00:10:41.880]  他們以為我是一個
[00:10:41.880 --> 00:10:42.880]  沒有思想
[00:10:42.880 --> 00:10:45.880]  沒有感覺的人
[00:10:45.880 --> 00:10:47.880]  甚至她姐姐家裡亂發脾氣
[00:10:47.880 --> 00:10:49.880]  情緒失控扔爛東西
[00:10:49.880 --> 00:10:50.880]  父母跟她說
[00:10:50.880 --> 00:10:52.880]  忍一忍
[00:10:52.880 --> 00:10:53.880]  不要說話
[00:10:53.880 --> 00:10:56.880]  結果到了中一那一年
[00:10:56.880 --> 00:10:59.880]  她跌入情緒失控
[00:10:59.880 --> 00:11:02.880]  每晚哭得枕頭都濕了
[00:11:02.880 --> 00:11:05.880]  買了大量安眠藥
[00:11:05.880 --> 00:11:07.880]  自殺
[00:11:07.880 --> 00:11:11.880]  看節目
[00:11:11.880 --> 00:11:12.880]  我不知道你知不知道
[00:11:12.880 --> 00:11:14.880]  今天在香港做了統計
[00:11:14.880 --> 00:11:19.880]  中學生有抑鬱症狀
[00:11:19.880 --> 00:11:21.880]  十個有多少個
[00:11:21.880 --> 00:11:25.880]  剛才有人說十個十個
[00:11:25.880 --> 00:11:26.880]  五個
[00:11:26.880 --> 00:11:29.880]  中學生十個有多少人
[00:11:29.880 --> 00:11:31.880]  有抑鬱症狀
[00:11:31.880 --> 00:11:33.880]  大學生
[00:11:33.880 --> 00:11:35.880]  差不多
[00:11:35.880 --> 00:11:37.880]  七個
[00:11:37.880 --> 00:11:43.880]  小心
[00:11:43.880 --> 00:11:45.880]  今天我們相信
[00:11:45.880 --> 00:11:47.880]  很多我們
[00:11:47.880 --> 00:11:48.880]  故意不故意
[00:11:48.880 --> 00:11:50.880]  我們被傷害傷害別人的事
[00:11:50.880 --> 00:11:52.880]  停了
[00:11:52.880 --> 00:11:53.880]  可能我們被傷害
[00:11:53.880 --> 00:11:55.880]  我們在傷痕中
[00:11:55.880 --> 00:11:56.880]  我們都要學習
[00:11:56.880 --> 00:11:57.880]  Thomas Aquinas
[00:11:57.880 --> 00:11:59.880]  是十三世紀的神學家
[00:11:59.880 --> 00:12:01.880]  他將我們的罪綜合了
[00:12:01.880 --> 00:12:02.880]  有七行
[00:12:02.880 --> 00:12:03.880]  當然不止七行
[00:12:03.880 --> 00:12:04.880]  不過很表達
[00:12:04.880 --> 00:12:06.880]  很代表性
[00:12:06.880 --> 00:12:08.880]  食慾
[00:12:08.880 --> 00:12:09.880]  貪吃
[00:12:09.880 --> 00:12:11.880]  有時我望望自己那裡
[00:12:11.880 --> 00:12:13.880]  都要小心
[00:12:13.880 --> 00:12:15.880]  貪婪
[00:12:15.880 --> 00:12:17.880]  懶惰
[00:12:17.880 --> 00:12:19.880]  憤怒
[00:12:19.880 --> 00:12:21.880]  妒忌
[00:12:21.880 --> 00:12:22.880]  傲慢
[00:12:22.880 --> 00:12:23.880]  這些東西
[00:12:23.880 --> 00:12:25.880]  正正令到我們好像
[00:12:25.880 --> 00:12:27.880]  耶穌說的那種的污穢
[00:12:27.880 --> 00:12:30.880]  外在排泄物都不夠髒
[00:12:30.880 --> 00:12:32.880]  這好像一種內心的排泄物
[00:12:32.880 --> 00:12:36.880]  互相去到傷害
[00:12:36.880 --> 00:12:40.880]  令到神人阻隔
[00:12:40.880 --> 00:12:41.880]  聖經裡面說
[00:12:41.880 --> 00:12:43.880]  因為這件事
[00:12:43.880 --> 00:12:46.880]  令我們和神隔膜
[00:12:46.880 --> 00:12:47.880]  我們讀讀倚塞亞書
[00:12:47.880 --> 00:12:49.880]  五十九章一到二節
[00:12:49.880 --> 00:12:50.880]  在下面這裡
[00:12:50.880 --> 00:12:51.880]  我們讀
[00:12:51.880 --> 00:12:52.880]  一二三
[00:12:52.880 --> 00:13:00.880]  耶和華的膀臂並非縮短
[00:13:00.880 --> 00:13:08.880]  但你們的罪孽使你們與神隔絕
[00:13:08.880 --> 00:13:11.880]  真的
[00:13:11.880 --> 00:13:15.880]  我們要停止被傷害
[00:13:15.880 --> 00:13:16.880]  如果你被傷害
[00:13:16.880 --> 00:13:18.880]  你知道那些說話不是神來的
[00:13:18.880 --> 00:13:19.880]  小心
[00:13:19.880 --> 00:13:21.880]  如果你傷害人你都要小心
[00:13:21.880 --> 00:13:26.880]  怎樣掃走罪的捆綁
[00:13:26.880 --> 00:13:28.880]  我們看福音書
[00:13:28.880 --> 00:13:29.880]  耶穌一出來
[00:13:29.880 --> 00:13:32.880]  第一句的說話
[00:13:32.880 --> 00:13:34.880]  出道的第一句說話
[00:13:34.880 --> 00:13:37.880]  非常啟發性
[00:13:37.880 --> 00:13:40.880]  顛覆地令我們有一個新的生命
[00:13:40.880 --> 00:13:41.880]  是甚麼呢
[00:13:41.880 --> 00:13:44.880]  在路加福音四章十八節這樣說
[00:13:44.880 --> 00:13:45.880]  我們一起讀
[00:13:45.880 --> 00:13:46.880]  一二三
[00:13:46.880 --> 00:13:48.880]  主的靈在我身上
[00:13:48.880 --> 00:13:50.880]  因為他用高高我
[00:13:50.880 --> 00:13:53.880]  叫我傳福音給貧窮人
[00:13:53.880 --> 00:13:54.880]  差遣我
[00:13:54.880 --> 00:13:57.880]  被告被擄的得釋放
[00:13:57.880 --> 00:13:59.880]  核眼的得看見
[00:13:59.880 --> 00:14:02.880]  叫那受壓制的得自由
[00:14:02.880 --> 00:14:06.880]  他描述我們好像一個貧窮人
[00:14:06.880 --> 00:14:08.880]  當然一個貧窮人
[00:14:08.880 --> 00:14:11.880]  不單只是不物質世界
[00:14:11.880 --> 00:14:14.880]  就是物質世界不貧窮更害怕
[00:14:14.880 --> 00:14:17.880]  你裡面是破產的
[00:14:17.880 --> 00:14:19.880]  是空虛的
[00:14:19.880 --> 00:14:21.880]  是控制不了的
[00:14:21.880 --> 00:14:22.880]  他有三類人
[00:14:22.880 --> 00:14:27.880]  第一類受被擄
[00:14:27.880 --> 00:14:28.880]  拖著
[00:14:28.880 --> 00:14:29.880]  我不想講講了
[00:14:29.880 --> 00:14:30.880]  我不想做做了
[00:14:30.880 --> 00:14:33.880]  我想做做不了
[00:14:33.880 --> 00:14:35.880]  我要釋放你
[00:14:35.880 --> 00:14:37.880]  第二種是瞎了
[00:14:37.880 --> 00:14:38.880]  好東西看不到
[00:14:38.880 --> 00:14:41.880]  不要看的你就看到
[00:14:41.880 --> 00:14:44.880]  第三種
[00:14:44.880 --> 00:14:46.880]  很厲害
[00:14:46.880 --> 00:14:48.880]  他提到受壓制
[00:14:48.880 --> 00:14:50.880]  原來是說crush
[00:14:50.880 --> 00:14:52.880]  好像壓迫到
[00:14:52.880 --> 00:14:54.880]  好像玻璃壓迫到
[00:14:54.880 --> 00:14:56.880]  砰散了
[00:14:56.880 --> 00:14:57.880]  所以英倫有說
[00:14:57.880 --> 00:14:58.880]  當你回到家
[00:14:58.880 --> 00:14:59.880]  get yourself together
[00:14:59.880 --> 00:15:03.880]  回到家不要散了
[00:15:03.880 --> 00:15:05.880]  真的原來福音可以
[00:15:05.880 --> 00:15:07.880]  怎樣可以即是怎樣
[00:15:07.880 --> 00:15:10.880]  講剛才那個太太的故事
[00:15:10.880 --> 00:15:11.880]  他說就是那一刻
[00:15:11.880 --> 00:15:14.880]  他很想結束生命
[00:15:14.880 --> 00:15:17.880]  但現在裡面有一種恐懼出來
[00:15:17.880 --> 00:15:20.880]  我相信是神秘的
[00:15:20.880 --> 00:15:22.880]  會去哪呢
[00:15:22.880 --> 00:15:23.880]  即是怎樣呢
[00:15:23.880 --> 00:15:27.880]  接著童年的中一
[00:15:27.880 --> 00:15:30.880]  在學校聽到報道會
[00:15:30.880 --> 00:15:31.880]  說誰在學校工作的
[00:15:31.880 --> 00:15:32.880]  繼續
[00:15:32.880 --> 00:15:33.880]  很感恩
[00:15:33.880 --> 00:15:34.880]  我聽到很多
[00:15:34.880 --> 00:15:35.880]  現在受洗都是
[00:15:35.880 --> 00:15:36.880]  小學中學的時候
[00:15:36.880 --> 00:15:39.880]  遇見主
[00:15:39.880 --> 00:15:41.880]  當時牧師說
[00:15:41.880 --> 00:15:44.880]  一份無條件的愛
[00:15:44.880 --> 00:15:46.880]  真的
[00:15:46.880 --> 00:15:47.880]  剛才來到勁辦
[00:15:47.880 --> 00:15:48.880]  我感受到
[00:15:48.880 --> 00:15:51.880]  耶穌愛無條件
[00:15:51.880 --> 00:15:53.880]  真的
[00:15:53.880 --> 00:15:54.880]  這個姐妹說
[00:15:54.880 --> 00:15:55.880]  家裡的愛有條件
[00:15:55.880 --> 00:15:56.880]  耶穌愛無條件
[00:15:56.880 --> 00:15:57.880]  她很震撼
[00:15:57.880 --> 00:15:58.880]  當然不是每個家都這樣
[00:15:58.880 --> 00:15:59.880]  很多家都很好
[00:15:59.880 --> 00:16:01.880]  好繼續好
[00:16:01.880 --> 00:16:03.880]  但我們有問題要改變
[00:16:03.880 --> 00:16:04.880]  好震撼
[00:16:04.880 --> 00:16:05.880]  她感受不到
[00:16:05.880 --> 00:16:07.880]  我在家裡感受到
[00:16:07.880 --> 00:16:08.880]  又流淚
[00:16:08.880 --> 00:16:09.880]  這次流淚跟家裡不同
[00:16:09.880 --> 00:16:10.880]  她說內心溫暖
[00:16:10.880 --> 00:16:11.880]  感到什麼
[00:16:11.880 --> 00:16:12.880]  釋放
[00:16:12.880 --> 00:16:13.880]  正正這裡說
[00:16:13.880 --> 00:16:14.880]  釋放
[00:16:14.880 --> 00:16:16.880]  開始眼見到
[00:16:16.880 --> 00:16:17.880]  見不到的東西
[00:16:17.880 --> 00:16:19.880]  完全生命很灰暗
[00:16:19.880 --> 00:16:21.880]  今天見到彩虹
[00:16:21.880 --> 00:16:24.880]  黑眼的德漢見
[00:16:24.880 --> 00:16:26.880]  原來真的
[00:16:26.880 --> 00:16:28.880]  她慢慢
