
[00:00:00.000 --> 00:00:01.900]  在分享今天的信息之先
[00:04:57.500 --> 00:05:00.500]  自己比起這一班百姓
[00:05:00.500 --> 00:05:02.500]  這一班猶太人
[00:05:02.500 --> 00:05:05.500]  是更加優越的
[00:05:05.500 --> 00:05:08.500]  更加理所當然
[00:05:08.500 --> 00:05:11.500]  可以優先進入神的國
[00:05:12.500 --> 00:05:15.500]  但是耶穌在這裡
[00:05:15.500 --> 00:05:19.500]  竟然挑戰他們這一種的想法
[00:05:19.500 --> 00:05:25.500]  暗示、明示他們將會被趕出神國之外
[00:05:25.500 --> 00:05:29.500]  被拒於這個閘門之外
[00:05:29.500 --> 00:05:33.500]  最後只能夠在門外
[00:05:33.500 --> 00:05:36.500]  哀哭切齒
[00:05:38.500 --> 00:05:43.500]  面對主耶穌這一番毫不留情的說話
[00:05:43.500 --> 00:05:47.500]  法利賽人就馬上來到耶穌的面前
[00:05:47.500 --> 00:05:51.500]  亦都很不客氣地回敬耶穌
[00:05:51.500 --> 00:05:54.500]  他們說「離開這裡去吧
[00:05:54.500 --> 00:05:58.500]  因為希律想要殺你」
[00:05:58.500 --> 00:06:00.500]  在這裡
[00:06:00.500 --> 00:06:03.500]  法利賽人所說這句話
[00:06:03.500 --> 00:06:07.500]  究竟是真還是假呢?
[00:06:08.500 --> 00:06:13.500]  難道希律真的想殺耶穌?
[00:06:13.500 --> 00:06:18.500]  如果我們根據
[00:06:18.500 --> 00:06:22.500]  《路加福音》23章6至12節裡
[00:06:22.500 --> 00:06:27.500]  記載到希律去審問主耶穌的過程時
[00:06:27.500 --> 00:06:29.500]  我們發覺
[00:06:29.500 --> 00:06:32.500]  希律原來是第一次在這裡
[00:06:32.500 --> 00:06:35.500]  在這個審問的場景裡
[00:06:35.500 --> 00:06:38.500]  見到耶穌
[00:06:38.500 --> 00:06:40.500]  而在審問完之後
[00:06:40.500 --> 00:06:44.500]  希律並沒有下令殺主耶穌
[00:06:44.500 --> 00:06:48.500]  這是一個很重要的事實
[00:06:48.500 --> 00:06:50.500]  告訴我們
[00:06:50.500 --> 00:06:57.500]  其實希律並沒有一開始就想要殺耶穌
[00:06:57.500 --> 00:07:00.500]  如果這樣說的話
[00:07:00.500 --> 00:07:02.500]  在31節裡
[00:07:02.500 --> 00:07:05.500]  法利賽人所說的這句話
[00:07:05.500 --> 00:07:08.500]  可以說是一個謊話
[00:07:08.500 --> 00:07:11.500]  他們欺騙耶穌
[00:07:11.500 --> 00:07:14.500]  欺騙耶穌說希律要殺他
[00:07:14.500 --> 00:07:17.500]  目的就是表示他們
[00:07:17.500 --> 00:07:19.500]  不歡迎耶穌在這裡
[00:07:19.500 --> 00:07:22.500]  不歡迎耶穌的教導
[00:07:22.500 --> 00:07:25.500]  不歡迎耶穌向他們說的
[00:07:25.500 --> 00:07:28.500]  這些刺耳的話
[00:07:28.500 --> 00:07:32.500]  而在這裡也是第一次去揭示出
[00:07:32.500 --> 00:07:35.500]  在法利賽人心底裡
[00:07:35.500 --> 00:07:40.500]  他們是想要殺耶穌的
[00:07:40.500 --> 00:07:45.500]  法利賽人對耶穌發出的這個死亡的恐嚇
[00:07:45.500 --> 00:07:48.500]  實際上是一個謊言
[00:07:48.500 --> 00:07:52.500]  這句話對他們來說
[00:07:52.500 --> 00:07:57.500]  就是要去表達出對耶穌的拒絕
[00:07:57.500 --> 00:08:01.500]  但是極之諷刺的是
[00:08:01.500 --> 00:08:03.500]  這群法利賽人
[00:08:03.500 --> 00:08:05.500]  這群拉比
[00:08:05.500 --> 00:08:07.500]  這群宗教領袖
[00:08:07.500 --> 00:08:12.500]  這群自稱為神子民的人
[00:08:12.500 --> 00:08:16.500]  竟然對這位在他們眼前的耶穌
[00:08:16.500 --> 00:08:19.500]  就是神的獨生兒子
[00:08:19.500 --> 00:08:22.500]  作出這麼大的拒絕
[00:08:22.500 --> 00:08:27.500]  甚至乎是要將他置諸死地
[00:08:27.500 --> 00:08:32.500]  實在是十分的可悲
[00:08:32.500 --> 00:08:36.500]  面對法利賽人的死亡恐嚇
[00:08:36.500 --> 00:08:39.500]  耶穌的回應是怎樣呢?
[00:08:39.500 --> 00:08:41.500]  我們看看三十二節裡面
[00:08:41.500 --> 00:08:43.500]  耶穌這樣說
[00:08:43.500 --> 00:08:48.500]  你們去告訴那個狐狸說
[00:08:48.500 --> 00:08:57.500]  在這裡耶穌是稱希律為那個狐狸
[00:08:57.500 --> 00:09:01.500]  雖然耶穌表面上是稱呼希律為狐狸
[00:09:01.500 --> 00:09:04.500]  但是根據上述的推論
[00:09:04.500 --> 00:09:10.500]  法利賽人才是心裡面想殺耶穌的那群人
[00:09:10.500 --> 00:09:14.500]  所以法利賽人只是假借希律的名字
[00:09:14.500 --> 00:09:17.500]  來恐嚇耶穌
[00:09:17.500 --> 00:09:20.500]  很狡猾的一群人
[00:09:20.500 --> 00:09:23.500]  因此耶穌其實在這裡
[00:09:23.500 --> 00:09:27.500]  用狐狸來稱呼希律
[00:09:27.500 --> 00:09:33.500]  但實際上也是稱呼這一群法利賽人
[00:09:33.500 --> 00:09:36.500]  因為他們是一群狡猾的
[00:09:36.500 --> 00:09:40.500]  說謊話的人
[00:09:40.500 --> 00:09:43.500]  面對法利賽人的奸狡
[00:09:43.500 --> 00:09:46.500]  耶穌一方面就以狐狸這個負面的稱呼
[00:09:46.500 --> 00:09:49.500]  來直斥其非
[00:09:49.500 --> 00:09:51.500]  另一方面
[00:09:51.500 --> 00:09:56.500]  祂又以今天明日我趕鬼致病
[00:09:56.500 --> 00:09:59.500]  第三天我的事就成全了
[00:09:59.500 --> 00:10:01.500]  這一句話
[00:10:01.500 --> 00:10:04.500]  去表明祂原定的計劃
[00:10:04.500 --> 00:10:06.500]  祂要做的事
[00:10:06.500 --> 00:10:09.500]  是絕對不會因為這個死亡的恐嚇
[00:10:09.500 --> 00:10:13.500]  而帶來任何的改變
[00:10:13.500 --> 00:10:16.500]  那麼主耶穌原定的計劃
[00:10:16.500 --> 00:10:18.500]  祂要做的事
[00:10:18.500 --> 00:10:20.500]  是什麼呢?
[00:10:20.500 --> 00:10:22.500]  在這裡就是說
[00:10:22.500 --> 00:10:25.500]  趕鬼致病
[00:10:25.500 --> 00:10:28.500]  這個簡單的四個字
[00:10:28.500 --> 00:10:32.500]  其實是應驗先知以賽亞的預言
[00:10:32.500 --> 00:10:36.500]  也就是主耶穌一開始傳道的時候
[00:10:36.500 --> 00:10:38.500]  在會堂裡面
[00:10:38.500 --> 00:10:42.500]  祂曾經宣讀的經文
[00:10:42.500 --> 00:10:46.500]  在四章的十八節裡面
[00:10:46.500 --> 00:10:47.500]  講到
[00:10:47.500 --> 00:10:49.500]  主的靈在我身上
[00:10:49.500 --> 00:10:52.500]  因為祂用膏告我
[00:10:52.500 --> 00:10:55.500]  叫我傳福音給貧窮的人
[00:10:55.500 --> 00:10:57.500]  差遣我報告
[00:10:57.500 --> 00:10:59.500]  被擄得釋放
[00:10:59.500 --> 00:11:01.500]  黑眼的得看見
[00:11:01.500 --> 00:11:05.500]  叫那受壓制的得自由
[00:11:05.500 --> 00:11:07.500]  然後二十一節
[00:11:07.500 --> 00:11:09.500]  耶穌說
[00:11:09.500 --> 00:11:15.500]  今天這經應驗在你們耳中了
[00:11:15.500 --> 00:11:17.500]  由此可見
[00:11:17.500 --> 00:11:19.500]  趕鬼致病
[00:11:19.500 --> 00:11:23.500]  其實就是以賽亞先知裡面
[00:11:23.500 --> 00:11:25.500]  去預言到
[00:11:25.500 --> 00:11:29.500]  去講述到關於尼賽亞的使命
[00:11:29.500 --> 00:11:33.500]  原來主耶穌
[00:11:33.500 --> 00:11:35.500]  祂要帶出的是
[00:11:35.500 --> 00:11:38.500]  祂願意承擔這個尼賽亞的使命
[00:11:38.500 --> 00:11:43.500]  因為祂就是那位尼賽亞
[00:11:43.500 --> 00:11:46.500]  面對法利塞人的死亡恐嚇
[00:11:46.500 --> 00:11:49.500]  主耶穌面不改容
[00:11:49.500 --> 00:11:52.500]  祂堅定不移地去講
[00:11:52.500 --> 00:11:54.500]  今天、明天
[00:11:54.500 --> 00:11:59.500]  祂仍然會去作尼賽亞的使命
[00:11:59.500 --> 00:12:01.500]  直至第三天
[00:12:01.500 --> 00:12:05.500]  祂完成這個使命為止
[00:12:05.500 --> 00:12:10.500]  換言之主耶穌絕對不會因為貪生怕死
[00:12:10.500 --> 00:12:15.500]  而放棄實踐尼賽亞使命
[00:12:15.500 --> 00:12:19.500]  值得留意的地方是
[00:12:19.500 --> 00:12:21.500]  今天、明天、第三天
[00:12:21.500 --> 00:12:24.500]  這個時間的框架
[00:12:24.500 --> 00:12:27.500]  在接著的三十三節裡面
[00:12:27.500 --> 00:12:30.500]  再次重複的出現
[00:12:30.500 --> 00:12:32.500]  我們一起去看
[00:12:32.500 --> 00:12:35.500]  第三十三節
[00:12:35.500 --> 00:12:37.500]  今天、明天、後天
[00:12:37.500 --> 00:12:41.500]  我必須前行
[00:12:41.500 --> 00:12:43.500]  在這裡兩次重複出現的
[00:12:43.500 --> 00:12:45.500]  今天、明天、後天
[00:12:45.500 --> 00:12:48.500]  這個三天的時間框架
[00:12:48.500 --> 00:12:52.500]  很明顯是要指向主耶穌基督
[00:12:52.500 --> 00:13:00.500]  祂的受難和受死第三天的復活事件
[00:13:00.500 --> 00:13:02.500]  所以我們說
[00:13:02.500 --> 00:13:05.500]  耶穌在這裡提出
[00:13:05.500 --> 00:13:07.500]  祂經歷今天、明天、後天
[00:13:07.500 --> 00:13:10.500]  祂必須前行
[00:13:10.500 --> 00:13:12.500]  其實祂要帶出
[00:13:12.500 --> 00:13:15.500]  要強調的訊息是
[00:13:15.500 --> 00:13:17.500]  祂會堅定地
[00:13:17.500 --> 00:13:21.500]  繼續踏上實價的苦路
[00:13:21.500 --> 00:13:25.500]  祂有這個赴死的決心
[00:13:25.500 --> 00:13:28.500]  因為祂就是尼賽亞先知
[00:13:28.500 --> 00:13:34.500]  所預言到的那位受苦的僕人
[00:13:34.500 --> 00:13:37.500]  所以當我們在這裡
[00:13:37.500 --> 00:13:40.500]  再次見到受苦的僕人
[00:13:40.500 --> 00:13:44.500]  呈現在我們的眼前
[00:13:44.500 --> 00:13:47.500]  這位受苦的僕人被神差遣
[00:13:47.500 --> 00:13:51.500]  來到世界當中為世人受苦
[00:13:51.500 --> 00:13:53.500]  最終的目的
[00:13:53.500 --> 00:13:57.500]  就是要去成就救恩
[00:13:57.500 --> 00:14:00.500]  要去拯救世人
[00:14:00.500 --> 00:14:02.500]  尼賽亞就是那位
[00:14:02.500 --> 00:14:04.500]  透過自身的受苦
[00:14:04.500 --> 00:14:09.500]  來拯救世人的主耶穌基督
[00:14:09.500 --> 00:14:11.500]  所以作為尼賽亞
[00:14:11.500 --> 00:14:13.500]  主耶穌的使命
[00:14:13.500 --> 00:14:18.500]  不單單只是趕鬼治病
[00:14:18.500 --> 00:14:20.500]  祂還要是
[00:14:20.500 --> 00:14:24.500]  我必須前行往耶路撒冷
[00:14:24.500 --> 00:14:28.500]  面對最終被釘十字架的
[00:14:28.500 --> 00:14:31.500]  死亡的命運
[00:14:31.500 --> 00:14:38.500]  這個就是尼賽亞的使命
[00:14:38.500 --> 00:14:43.500]  圓滿地呈現在我們的眼前
[00:14:43.500 --> 00:14:45.500]  所以主耶穌
[00:14:45.500 --> 00:14:47.500]  根本就不會將
[00:14:47.500 --> 00:14:49.500]  伐利賽人的死亡恐嚇
[00:14:49.500 --> 00:14:51.500]  放在眼內
[00:14:51.500 --> 00:14:53.500]  祂很清楚知道
[00:14:53.500 --> 00:14:56.500]  祂自己作為尼賽亞的身份
[00:14:56.500 --> 00:14:58.500]  祂自己作為尼賽亞
[00:14:58.500 --> 00:15:00.500]  要擔負的使命
[00:15:00.500 --> 00:15:03.500]  以致祂下了這個決心
[00:15:03.500 --> 00:15:05.500]  祂要赴死
[00:15:05.500 --> 00:15:09.500]  踏上十架的苦路
[00:15:09.500 --> 00:15:13.500]  最後33節
[00:15:13.500 --> 00:15:17.500]  耶穌說:因為先知在耶路撒冷之外
[00:15:17.500 --> 00:15:20.500]  喪命是不能的
[00:15:20.500 --> 00:15:24.500]  這句話其實是有一個舊約的背景
[00:15:24.500 --> 00:15:28.500]  就是歷代之下24章17至22節
[00:15:28.500 --> 00:15:30.500]  在裏面記載到
[00:15:30.500 --> 00:15:32.500]  猶大王約阿斯
[00:15:32.500 --> 00:15:34.500]  因為撒加利亞
[00:15:34.500 --> 00:15:37.500]  他宣告神的訊息
[00:15:37.500 --> 00:15:40.500]  以致下達命令
[00:15:40.500 --> 00:15:43.500]  要百姓去將撒加利亞
[00:15:43.500 --> 00:15:46.500]  用石頭打死
[00:15:46.500 --> 00:15:49.500]  而最令人驚訝
[00:15:49.500 --> 00:15:51.500]  悲痛的是
[00:15:51.500 --> 00:15:53.500]  這件事件
[00:15:53.500 --> 00:15:57.500]  是發生在聖殿的來源裏面
[00:15:57.500 --> 00:16:02.500]  歷代之下24章20節說
[00:16:02.500 --> 00:16:04.500]  因為你們離棄耶和華
[00:16:04.500 --> 00:16:07.500]  所以他也離棄你們
[00:16:07.500 --> 00:16:11.500]  這個訊息是先知撒加利亞
[00:16:11.500 --> 00:16:15.500]  向這群神的子民
[00:16:15.500 --> 00:16:17.500]  發出的訊息
[00:16:17.500 --> 00:16:20.500]  面對這個訊息
[00:16:20.500 --> 00:16:22.500]  他們很憤怒
[00:16:22.500 --> 00:16:25.500]  於是他們同心謀害撒加利亞
[00:16:25.500 --> 00:16:28.500]  按照約阿斯的吩咐
[00:16:28.500 --> 00:16:32.500]  將他在耶和華殿的來源裏面
[00:16:32.500 --> 00:16:35.500]  用石頭打死
[00:16:35.500 --> 00:16:42.500]  在這個可悲的事件裏面
[00:16:42.500 --> 00:16:45.500]  我們看到撒加利亞
[00:16:45.500 --> 00:16:48.500]  他是神的代言人
[00:16:48.500 --> 00:16:50.500]  他是先知
[00:16:50.500 --> 00:16:53.500]  他忠實地向神子民
[00:16:53.500 --> 00:16:56.500]  傳遞宣告神的訊息
[00:16:56.500 --> 00:16:59.500]  但結果換來的是
[00:16:59.500 --> 00:17:03.500]  在耶路撒冷的聖殿裏面被害
[00:17:03.500 --> 00:17:06.500]  主耶穌透過這件舊約的事件
[00:17:06.500 --> 00:17:09.500]  去指向他自己
[00:17:09.500 --> 00:17:12.500]  亦會像撒加利亞一樣
[00:17:12.500 --> 00:17:15.500]  死在耶路撒冷裏面
[00:17:15.500 --> 00:17:20.500]  這就是耶穌的命運
[00:17:20.500 --> 00:17:23.500]  在這裏耶穌將自己的身份
[00:17:23.500 --> 00:17:26.500]  比喻為先知的身份
[00:17:26.500 --> 00:17:28.500]  他明明知道是死路一條
[00:17:28.500 --> 00:17:31.500]  他仍然要向神的子民
[00:17:31.500 --> 00:17:34.500]  發出先知的訊息
[00:17:34.500 --> 00:17:36.500]  呼求他們
[00:17:36.500 --> 00:17:40.500]  希望他們可以迴轉歸向神
[00:17:40.500 --> 00:17:46.500]  即使這條是死的路
[00:17:46.500 --> 00:17:50.500]  是會帶領耶穌走向死亡的道路
[00:17:50.500 --> 00:17:53.500]  但他仍然無怨無悔
[00:17:53.500 --> 00:17:57.500]  踏上這條十誡的苦路
[00:17:57.500 --> 00:18:02.500]  主耶穌早已做好赴死的準備
[00:18:02.500 --> 00:18:04.500]  因此當法利塞人
[00:18:04.500 --> 00:18:07.500]  向他發出死亡的恐嚇
[00:18:07.500 --> 00:18:11.500]  他仍然理直氣壯地回應
[00:18:11.500 --> 00:18:14.500]  今天、明天、後天
[00:18:14.500 --> 00:18:17.500]  我必須前行
[00:18:17.500 --> 00:18:21.500]  沒有任何人、沒有任何事
[00:18:21.500 --> 00:18:23.500]  可以阻止主耶穌
[00:18:23.500 --> 00:18:26.500]  他在十誡上受死
[00:18:26.500 --> 00:18:29.500]  沒有東西可以阻止主耶穌
[00:18:29.500 --> 00:18:34.500]  踏上這條不歸路
[00:18:34.500 --> 00:18:38.500]  當我們說耶穌是以先知的身份
[00:18:38.500 --> 00:18:41.500]  去講這番說話的時候
[00:18:41.500 --> 00:18:43.500]  我們就能夠去理解
[00:18:43.500 --> 00:18:47.500]  以下34、35節裡主的哀歌
[00:18:47.500 --> 00:18:52.500]  其實是一個先知式的哀歌
[00:18:52.500 --> 00:18:55.500]  哀歌是一種獨特的題材
[00:18:55.500 --> 00:18:57.500]  詩歌的題材
[00:18:57.500 --> 00:19:00.500]  內容通常就是要表達
[00:19:00.500 --> 00:19:04.500]  詩人對神的一些申訴
[00:19:04.500 --> 00:19:08.500]  包括個人對自我、對敵人
[00:19:08.500 --> 00:19:11.500]  對被神離棄的申訴
[00:19:11.500 --> 00:19:13.500]  既然如此
[00:19:13.500 --> 00:19:17.500]  當我們去讀主的哀歌的時候
[00:19:17.500 --> 00:19:20.500]  究竟對象是誰?
[00:19:20.500 --> 00:19:26.500]  作用又在哪裡?
[00:19:26.500 --> 00:19:28.500]  在主的哀歌一開始
[00:19:28.500 --> 00:19:35.500]  就是以耶路撒冷來作為一個開始
[00:19:35.500 --> 00:19:42.500]  這裡主耶穌呼喚耶路撒冷這個城市
[00:19:42.500 --> 00:19:44.500]  這裡重複兩次的呼喚
[00:19:44.500 --> 00:19:50.500]  充分表達出主耶穌對耶路撒冷的愛
[00:19:50.500 --> 00:19:52.500]  而另外一方面
[00:19:52.500 --> 00:19:55.500]  這個開始也表明主的哀歌
[00:19:55.500 --> 00:20:00.500]  接收的對象就是耶路撒冷
[00:20:00.500 --> 00:20:03.500]  但是我們進一步要問的是
[00:20:03.500 --> 00:20:06.500]  耶路撒冷真的只是指聖城
[00:20:06.500 --> 00:20:09.500]  抑或還有另有所指呢?
[00:20:09.500 --> 00:20:12.500]  如果要明白的話
[00:20:12.500 --> 00:20:20.500]  我們就要理解耶路撒冷究竟是一個什麼地方
[00:20:20.500 --> 00:20:24.500]  如果根據舊約裡面的教導
[00:20:24.500 --> 00:20:29.500]  我們知道耶路撒冷就是神的聖城
[00:20:29.500 --> 00:20:34.500]  神的聖殿是在這個聖城當中
[00:20:34.500 --> 00:20:38.500]  而聖殿就代表著神的同在
[00:20:38.500 --> 00:20:42.500]  神是住在其中
[00:20:42.500 --> 00:20:49.500]  所以耶路撒冷其實就是神所揀選居住的地方
[00:20:49.500 --> 00:20:57.500]  因為當中有神的子民住在其中
[00:20:57.500 --> 00:21:01.500]  如果按照上文的脈絡去看
[00:21:01.500 --> 00:21:07.500]  就是耶穌和伐利賽人之間的一個對話
[00:21:07.500 --> 00:21:12.500]  而引伸到主發出這個哀歌
[00:21:12.500 --> 00:21:16.500]  所以我們可以這樣去理解
[00:21:16.500 --> 00:21:19.500]  哀歌裡面的耶路撒冷
[00:21:19.500 --> 00:21:22.500]  可以被視為伐利賽人
[00:21:22.500 --> 00:21:27.500]  或者是一群宗教領袖
[00:21:27.500 --> 00:21:33.500]  為什麼主耶穌要向他們發出這個哀歌呢?
[00:21:33.500 --> 00:21:36.500]  因為神的子民
[00:21:36.500 --> 00:21:39.500]  他們這一群宗教的領袖
[00:21:39.500 --> 00:21:42.500]  自稱為是神子民的人
[00:21:42.500 --> 00:21:46.500]  竟然背棄神的約
[00:21:46.500 --> 00:21:48.500]  背棄神的永約
[00:21:48.500 --> 00:21:52.500]  以致他們眼睛看不見
[00:21:52.500 --> 00:21:55.500]  耳朵聽不到
[00:21:55.500 --> 00:21:59.500]  他們認不出眼前的這位耶穌基督
[00:21:59.500 --> 00:22:03.500]  其實就是神的獨生兒子
[00:22:03.500 --> 00:22:10.500]  就是神所差遣來到要拯救世人的那位利塞亞
[00:22:10.500 --> 00:22:16.500]  因此他們反而作出錯誤的教導
[00:22:16.500 --> 00:22:20.500]  成為了神子民的絆腳石
[00:22:20.500 --> 00:22:24.500]  他們阻止人來到神的面前
[00:22:24.500 --> 00:22:31.500]  確實是令主耶穌感到痛心疾首
[00:22:31.500 --> 00:22:35.500]  十分的哀痛
[00:22:35.500 --> 00:22:37.500]  面對這一群伐利賽人
[00:22:37.500 --> 00:22:41.500]  他們的橫梗,他們的叛逆
[00:22:41.500 --> 00:22:44.500]  一次又一次的拒絕
[00:22:44.500 --> 00:22:50.500]  耶穌所發出的並不是一個充滿怒氣的哀歌
[00:22:50.500 --> 00:22:56.500]  耶穌所發出的是充滿著愛的哀歌
[00:22:56.500 --> 00:23:01.500]  祂為耶路撒冷哀哭
[00:23:01.500 --> 00:23:08.500]  祂為這一群伐利賽人哀傷
[00:23:08.500 --> 00:23:11.500]  令耶穌哀痛的原因
[00:23:11.500 --> 00:23:14.500]  是因為他們的罪
[00:23:14.500 --> 00:23:16.500]  他們的第一宗罪是
[00:23:16.500 --> 00:23:18.500]  「你嘗殺害先知
[00:23:18.500 --> 00:23:26.500]  又用石頭打死那逢差遣到你這裡來的人」
[00:23:26.500 --> 00:23:34.500]  這是長久以來以色列人所面對的所有罪的問題
[00:23:34.500 --> 00:23:38.500]  背棄神和他們所立的榮約
[00:23:38.500 --> 00:23:43.500]  不遵守神的律例典章
