
[00:00:00.000 --> 00:00:08.500]  隔了一段時間沒有在大家當中分享神的話
[00:07:02.420 --> 00:07:06.820]  如果他堅心進行我的誡命和典章
[00:07:06.820 --> 00:07:15.020]  好像今天一樣的話 我就會堅立他的國 直到永遠
[00:07:15.020 --> 00:07:20.940]  今天二十一節的經文 來到《歷代志》下的第六章
[00:07:20.940 --> 00:07:24.820]  其實已經講到聖殿已經建造完畢
[00:07:24.820 --> 00:07:31.140]  上帝沒有揀選大衛 但找了他的兒子所羅門去建殿
[00:07:31.140 --> 00:07:37.580]  來到六章一至二十一節 頭兩節就講到聖殿已經建完畢
[00:07:37.580 --> 00:07:44.820]  接著三到十一節 就是所羅門在百姓面前說話
[00:07:44.820 --> 00:07:52.820]  他為了過去而感恩 十二至二十一節是為了未來的祈禱
[00:07:52.820 --> 00:08:00.220]  當我們仔細看這二十一節時 可能會在當中找到一些閃亮點
[00:08:00.220 --> 00:08:03.620]  我以前讀神學時 教港道的老師說
[00:08:03.620 --> 00:08:09.020]  每看一段經文 都會嘗試找出當中的一些閃亮點
[00:08:09.020 --> 00:08:16.020]  當我看的時候 我發覺可以說是閃亮點 亦可以說是有些弔詭的地方
[00:08:16.020 --> 00:08:19.020]  有三點值得我們注意的
[00:08:19.020 --> 00:08:24.420]  這三個閃亮點 你會看到一些對比
[00:08:24.420 --> 00:08:33.820]  一講到一個超賢的神 但這個超賢的神竟然將自己降尊到與人同住
[00:08:33.820 --> 00:08:40.420]  第二講到一個很有主權的神 但他竟然願意垂聽世人的祈禱
[00:08:40.420 --> 00:08:47.420]  第三就是明明講了很多東西 已經應允了我父的應許
[00:08:47.420 --> 00:08:55.420]  但他又繼續去求 我們嘗試逐點去看這三點
[00:08:55.420 --> 00:08:59.220]  在第一第二節的時候 所羅門說
[00:08:59.220 --> 00:09:03.220]  耶和華曾說他要住在幽暗之中
[00:09:03.220 --> 00:09:09.220]  我已經為你建造了危我的電宇 作你永遠居住的地方
[00:09:09.220 --> 00:09:13.220]  十八節他說 神真的要與人住在地上嗎?
[00:09:13.220 --> 00:09:20.220]  天和天上的天都容不下你 何況我建造的這個電呢?
[00:09:20.220 --> 00:09:27.220]  第一第二節說到幽暗之中 他說神住在幽暗之中
[00:09:27.220 --> 00:09:35.220]  丁姊妹你有沒有留意你的神住在哪裏? 有沒有想過你的神住在幽暗之中?
[00:09:35.220 --> 00:09:41.220]  這個幽暗之中 如果按原文可以翻譯為黑雲之中
[00:09:41.220 --> 00:09:47.220]  其實它是用來比喻上帝的超越性和神秘性
[00:09:47.220 --> 00:09:52.220]  剛才朱先生帶我們唱聖哉聖哉聖哉那首詩歌很好
[00:09:52.220 --> 00:10:01.220]  說到神是創造宇宙萬物的神 其實祂的光芒是無可比擬
[00:10:01.220 --> 00:10:08.220]  我們這班罪人是不可能用我們的肉眼直接去看祂
[00:10:08.220 --> 00:10:12.220]  其實當神說祂在黑雲和幽暗之中的時候
[00:10:12.220 --> 00:10:18.220]  其實是神保護人 同時彰顯祂自己臨在的一種方式
[00:10:18.220 --> 00:10:25.220]  如果大家手上有聖經 大家可以看看歷代之下第五章第五章的尾章提到
[00:10:25.220 --> 00:10:30.220]  當時的祭司和百姓在敬拜讚美神的時候
[00:10:30.220 --> 00:10:36.220]  他說耶和華的殿有雲充滿 甚至祭司不能站立供職
[00:10:36.220 --> 00:10:41.220]  因為耶和華的榮光充滿了神的殿
[00:10:41.220 --> 00:10:51.220]  所以這位在幽暗之中的神 其實是一位超越 是一位有無限榮耀光芒的神
[00:10:51.220 --> 00:11:00.220]  但是現在所羅門來建造這個殿宇 作為神永遠居住的地方
[00:11:00.220 --> 00:11:06.220]  所羅門他自己也承認 神是創造宇宙萬有的神
[00:11:06.220 --> 00:11:15.220]  整個天地都沒有一個地方可以容得下上帝 更何況我這個小殿
[00:11:15.220 --> 00:11:22.220]  言下之意其實是說 上帝仍然願意居住在這個聖殿
[00:11:22.220 --> 00:11:34.220]  是表達了上帝一份超越 是我們無法想像是上帝一份額外的恩典
[00:11:34.220 --> 00:11:44.220]  而神竟然越納這個聖殿 祂願意透過這個聖殿來彰顯祂的同在
[00:11:44.220 --> 00:11:55.220]  這兩段的經文給我們看 一位超然的神 祂竟然願意與人同住
[00:11:55.220 --> 00:12:02.220]  在昔日摩西的時代 去帶領以色列人出埃及 當時有回望
[00:12:02.220 --> 00:12:08.220]  到所羅門建好這個聖殿在當中四百多年的期間
[00:12:08.220 --> 00:12:16.220]  其實以色列人一直以一個流動的敬拜中心來親近神
[00:12:16.220 --> 00:12:21.220]  他們去到那裏 上帝以雲柱火柱帶領他們
[00:12:21.220 --> 00:12:31.220]  何時啟行 他們就抬著藥櫃 抬著會幕一齊去啟行
[00:12:31.220 --> 00:12:36.220]  當時在《出埃及記》講到 當時有雲彩遮蓋會幕
[00:12:36.220 --> 00:12:41.220]  耶和華的榮耀充滿了帳幕 上帝藉著這些方式
[00:12:41.220 --> 00:12:46.220]  透過會幕來表達祂臨在人的當中
[00:12:46.220 --> 00:12:55.220]  所羅門在第十四節那裏這樣說
[00:12:55.220 --> 00:13:00.220]  耶和華以色列的神 天上地下沒有神可以與你相比
[00:13:00.220 --> 00:13:06.220]  你向那些一心行在你面前的僕人 常是守約施慈愛
[00:13:06.220 --> 00:13:11.220]  耶和華不單是那位創造天地萬有的神 亦是獨一的真神
[00:13:11.220 --> 00:13:15.220]  祂樂意同人同在 是甚麼原因呢?
[00:13:15.220 --> 00:13:22.220]  這裏所羅門道出了一個重點 因為神是一位守約的神
[00:13:22.220 --> 00:13:32.220]  這個約指的是甚麼呢? 就是當日西乃之約 就是上帝班比摩西的西乃之約
[00:13:32.220 --> 00:13:40.220]  祂核心的精神是講到 上帝要作以色列人的神 以色列人要作神的子民
[00:13:40.220 --> 00:13:49.220]  所羅門在十一節那裏說 我要將約櫃安放在這個建成的聖殿裏面
[00:13:49.220 --> 00:13:54.220]  約櫃當中有耶和華與以色列人所納的約
[00:13:54.220 --> 00:14:01.220]  約櫃當中所放的 如果我們看《歷代之下》五章十節那裏
[00:14:01.220 --> 00:14:06.220]  你會發現那裏講到 神比摩西頒發的十誡
[00:14:06.220 --> 00:14:13.220]  約櫃裏面只有兩塊石板 就是以色列人出埃及之後
[00:14:13.220 --> 00:14:19.220]  耶和華與他們納約的時候 摩西在荷列山那裏放進去
[00:14:19.220 --> 00:14:31.220]  這個約的關係是講到神與人之間一份彼此毀身的納約的關係
[00:14:31.220 --> 00:14:38.220]  雙方需要彼此來毀身 神私恩救贖 人去遵守律法基礎
[00:14:38.220 --> 00:14:44.220]  這個就是神聖的盟約 聖經那裏亦這樣說
[00:14:44.220 --> 00:14:49.220]  很多時候我們人都是守不住約的 我們都是背約
[00:14:49.220 --> 00:14:57.220]  但是神是信實 我們人背約 但上帝永遠都不會背約
[00:14:57.220 --> 00:15:00.220]  因為祂不會否定自己
[00:15:00.220 --> 00:15:10.220]  今日這位創造天地的主也住在教會 也住在我們每一個信祂的信徒生命當中
[00:15:10.220 --> 00:15:16.220]  不是因為我們能夠守律法 其實我們與以色列人一樣
[00:15:16.220 --> 00:15:23.220]  我們沒有一個人能夠靠著完全守律法來維持約的關係
[00:15:23.220 --> 00:15:31.220]  所以耶穌基督來到這個世界 在十字架上流血 捨身
[00:15:31.220 --> 00:15:35.220]  承傳了舊約 並且開創了新約
[00:15:35.220 --> 00:15:40.220]  使我們能夠因信清義而得到最終的救贖
[00:15:40.220 --> 00:15:45.220]  這個其實是神主動 祂先守約
[00:15:45.220 --> 00:15:49.220]  如果神守約的話 是不會有我們今日
[00:15:49.220 --> 00:15:57.220]  所以在經文裏 祂先說 嘗試守約 接著上帝施慈愛
[00:15:57.220 --> 00:16:03.220]  因為祂是一位守約的神 所以祂不斷向我們施慈愛
[00:16:03.220 --> 00:16:10.220]  我們人可以做的 就是以一個信服的心來回應盟約
[00:16:10.220 --> 00:16:15.220]  正如加拉太書二章說 我已經與基督同釘十字架
[00:16:15.220 --> 00:16:20.220]  現在活著的不再是我 而是基督活在我裏面
[00:16:20.220 --> 00:16:25.220]  如今在肉身活著的我 是因信神的兒子而活
[00:16:25.220 --> 00:16:30.220]  祂愛我 為我捨己
[00:16:30.220 --> 00:16:37.220]  第二個閃亮點是 一個主權的神 竟然願意聽世人的禱告
[00:16:37.220 --> 00:16:51.220]  在五至九節說道 神未曾揀選耶路撒冷作祂名的居所
[00:16:51.220 --> 00:16:57.220]  亦未曾揀選一個人去帶領祂的子民以色列人
[00:16:57.220 --> 00:17:02.220]  但後來神又揀選了耶路撒冷 使祂的名留在那裏
[00:17:02.220 --> 00:17:09.220]  然後又揀選了大衛 這個從未曾揀選到最後揀選
[00:17:09.220 --> 00:17:16.220]  完全是出自神的主權 神有權在祂認為合適的時間
[00:17:16.220 --> 00:17:21.220]  揀選合祂心意的人來執行祂的心意
[00:17:21.220 --> 00:17:25.220]  神不讓大衛來為祂建造聖殿
[00:17:25.220 --> 00:17:32.220]  而是揀選了祂的兒子所羅門王來建造聖殿 亦是祂的主權
[00:17:32.220 --> 00:17:38.220]  儘管神也讚賞大衛為祂建殿的心意極好
[00:17:38.220 --> 00:17:44.220]  但神有祂的考量 所以祂最後沒有揀選大衛 而是揀選祂的兒子
[00:17:44.220 --> 00:17:47.220]  祂的意念高過我們人的意念
[00:17:47.220 --> 00:17:57.220]  頂姊妹在我們日常生活和侍奉中也有很多自己的想法
[00:17:57.220 --> 00:18:01.220]  甚至有時我們的想法也很好
[00:18:01.220 --> 00:18:08.220]  但有時上帝未必會按照我們的想法去執行
[00:18:08.220 --> 00:18:12.220]  他不一定按照我們的心意 因為我們有限
[00:18:12.220 --> 00:18:18.220]  我們的想法也不全面 唯有上帝祂的意念比我們高
[00:18:18.220 --> 00:18:26.220]  所以我們可以做的就是 效法大衛一樣去信服神就夠了
[00:18:26.220 --> 00:18:36.220]  在19到21節 講到這段是所羅門向神的一個祈禱
[00:18:36.220 --> 00:18:43.220]  他是求你隨著你僕人的禱告祈求 聆聽你僕人所發的呼喊和祈禱
[00:18:43.220 --> 00:18:51.220]  雖然神擁有絕對行事的主權 祂是那位天上地下的神
[00:18:51.220 --> 00:18:56.220]  但祂竟然樂意來隨聽我們的祈禱
[00:18:56.220 --> 00:19:02.220]  特別是當人為祂的殿 為祂的名來禱告
[00:19:02.220 --> 00:19:07.220]  這裡所羅門說 求你睜開眼睛 晝夜看顧這殿
[00:19:07.220 --> 00:19:12.220]  看顧你所要納你名的地方
[00:19:12.220 --> 00:19:17.220]  求你聽你僕人向著這個地方所發的禱告
[00:19:17.220 --> 00:19:21.220]  求你隨聽你僕人和你子民的祈禱
[00:19:21.220 --> 00:19:25.220]  這裡講到很多 祂的殿 祂的名
[00:19:25.220 --> 00:19:36.220]  原來聖經特別強調一樣 原來神的殿 神的名其實很重要
[00:19:36.220 --> 00:19:43.220]  神的國度 你有沒有想過神的名呢?
[00:19:43.220 --> 00:19:48.220]  在整段1至21節的經文 我去看的時候
[00:19:48.220 --> 00:19:54.220]  我發覺在5至10節和20節 它一路出現了7次我的名
[00:19:54.220 --> 00:20:01.220]  或者神的名 或者納你名的名
[00:20:01.220 --> 00:20:06.220]  這個聖殿是傳揚神的名的地方
[00:20:06.220 --> 00:20:10.220]  所以所羅門的祈禱裏面有很多篇幅圍繞著
[00:20:10.220 --> 00:20:14.220]  我向這個殿的禱告 這個地方的禱告
[00:20:14.220 --> 00:20:17.220]  這個傳揚神的名的地方的禱告
[00:20:17.220 --> 00:20:27.220]  頂姐妹 你有沒有想過 若果我們常常為著神的殿 為著神的名被尊崇去禱告
[00:20:27.220 --> 00:20:32.220]  上帝是特別喜悅
[00:20:32.220 --> 00:20:37.220]  這個也讓我們反思 有時候我們走在一起很容易祈禱
[00:20:37.220 --> 00:20:43.220]  我們自身的事多 我這裡不舒服 那裡又痛 為我祈禱
[00:20:43.220 --> 00:20:50.220]  這些都不是錯的 不過我們另一方面也要更加去關注
[00:20:50.220 --> 00:20:55.220]  我們有沒有常常為著神的殿 為著神的家 神的教會
[00:20:55.220 --> 00:20:59.220]  為著神的名 德榮耀去禱告呢?
[00:20:59.220 --> 00:21:03.220]  並且不單單是你個人去祈禱 剛才所羅門說
[00:21:03.220 --> 00:21:10.220]  你僕人和你的子民以色列的祈求 是一個群體的祈求
[00:21:10.220 --> 00:21:13.220]  原來這個也很重要
[00:21:13.220 --> 00:21:18.220]  我們除了個人為神的殿 為神的名去禱告
[00:21:18.220 --> 00:21:24.220]  我們有沒有一起為著神的榮耀 神的名同心去禱告呢?
[00:21:24.220 --> 00:21:28.220]  主耶穌也教導我們去禱告
[00:21:28.220 --> 00:21:33.220]  大家記不記得我們主禱文 一開始稱呼神之後
[00:21:33.220 --> 00:21:41.220]  願人都尊祢的名為聖 願祢的國降臨 願祢的旨意行在地上 如同行在天上
[00:21:41.220 --> 00:21:47.220]  而不是我們在天上的符話 求祢今日醫我的膝蓋 醫我的頭 醫我的腳
[00:21:47.220 --> 00:21:51.220]  而是尊神的名為聖
[00:21:51.220 --> 00:21:56.220]  所以這個也值得我們思想 或者今天你聽完之後
[00:21:56.220 --> 00:22:02.220]  希望也能改變我們一些禱告的操練或習慣
[00:22:02.220 --> 00:22:05.220]  我們可以為自己祈禱 當然可以 絕對可以
[00:22:05.220 --> 00:22:14.220]  不過優先我們也要加上這一點 我們更加要關注這一點
[00:22:14.220 --> 00:22:20.220]  第三就是以實現和所羅門的祈求
[00:22:20.220 --> 00:22:24.220]  在這幾節經文裏 第四節所羅門說
[00:22:24.220 --> 00:22:32.220]  耶和華以色列的神是應當稱頌 你親口對我父親大衛應許的 已親手作成
[00:22:32.220 --> 00:22:40.220]  現在耶和華實現了他所說過的話 好像已經實現了
[00:22:40.220 --> 00:22:49.220]  第十五節又說 你對我父親大衛所應許的 你都遵守了 你親口應許都親手成全
[00:22:49.220 --> 00:22:58.220]  明明說已經應許了 為什麼突然間所羅門又去祈求呢?
[00:22:58.220 --> 00:23:03.220]  然後他又說 現在求你應驗 說到有些其他
[00:23:03.220 --> 00:23:11.220]  你應許你僕人我父親大衛的 明明說應許了 為什麼現在又說求你應驗呢?
[00:23:11.220 --> 00:23:15.220]  兩節都這樣說 十六十七節都這樣說
[00:23:15.220 --> 00:23:23.220]  到底 昔日上帝應許大衛是什麼呢?
[00:23:23.220 --> 00:23:29.220]  如果我們回到《撒姆爾記》下的第七章 我們又會看到
[00:23:29.220 --> 00:23:34.220]  我這裏截錄了一些不是完全的經文
[00:23:34.220 --> 00:23:41.220]  在這裏可以看到 每一句都有一些 真是上帝很多很多的應許
[00:23:41.220 --> 00:23:47.220]  神的已經成就的應許 包括我已經興起你親生的後裔 接替你
[00:23:47.220 --> 00:23:55.220]  即是說 所羅門接替了大衛作王 作以色列的王 這個已經是成就了
[00:23:55.220 --> 00:24:00.220]  和他必為我的名 建造一個奠禦 亦都成就了
[00:24:00.220 --> 00:24:10.220]  所羅門亦都明白 他能夠接續父親作王 能夠為神建奠 都是神的恩典
[00:24:10.220 --> 00:24:16.220]  雖然當中他們都做了很多的努力 但一切其實都是上帝的恩典
[00:24:16.220 --> 00:24:23.220]  而未來他的子孫是否能夠謹守自己的行為 遵守神的律法
[00:24:23.220 --> 00:24:26.220]  使大衛的王朝能夠永遠建立呢?
[00:24:26.220 --> 00:24:30.220]  神的慈愛永遠不離開他的家和國呢?
[00:24:30.220 --> 00:24:37.220]  都不是單單靠他個人的努力可以達成 而是需要神的恩典和保守
[00:24:37.220 --> 00:24:41.220]  所以我們後來知道 所羅門他自己都跌倒了
[00:24:41.220 --> 00:24:48.220]  但是大衛的王朝 可以說沒有因此而停止
[00:24:48.220 --> 00:24:55.220]  因為最終在大衛的那條線下來 就去到耶穌基督
[00:24:55.220 --> 00:24:58.220]  因為其實沒有一個王是成功的
[00:24:58.220 --> 00:25:06.220]  到最後在大衛的後裔裏面 就來到有耶穌基督成為我們這位君王
[00:25:06.220 --> 00:25:10.220]  我們這位永恆的救主
[00:25:10.220 --> 00:25:16.220]  所以亦因為這樣 所羅門很明白其實人自己都是靠不住
[00:25:16.220 --> 00:25:21.220]  唯有是單單謙卑來到神面前去祈求
[00:25:21.220 --> 00:25:27.220]  當我們認識神的恩典 和認識我們人的渺小軟弱的時候
[00:25:27.220 --> 00:25:33.220]  我們才會懂得謙卑去仰望神 和學會感恩
[00:25:33.220 --> 00:25:38.220]  梗姐妹 我們有沒有常常為到神過去一路以來
[00:25:38.220 --> 00:25:41.220]  在我們身上的恩典去感恩呢?
[00:25:41.220 --> 00:25:45.220]  並且你都信得過上帝的應許
[00:25:45.220 --> 00:25:50.220]  為你的未來去禱告 將你的未來都交給神
[00:25:50.220 --> 00:25:53.220]  縱然我們自己有時候都不行
[00:25:53.220 --> 00:25:56.220]  但是我們知道我們有這位耶穌基督
[00:25:56.220 --> 00:26:00.220]  祂永遠和我們一起 祂的慈愛不離開我們
[00:26:00.220 --> 00:26:04.220]  祂可以帶領我們去面對一切的境況
[00:26:04.220 --> 00:26:10.220]  今天剛剛和大家講這三個閃亮點 或者一些弔詭的地方
[00:26:10.220 --> 00:26:14.220]  其實都讓我們看到 我們所信的那位神
[00:26:14.220 --> 00:26:17.220]  原來是一個很榮耀 很勁的神
[00:26:17.220 --> 00:26:21.220]  祂的榮耀超越諸天 超越這個世界
[00:26:21.220 --> 00:26:25.220]  祂的榮耀大到一個地步
[00:26:25.220 --> 00:26:28.220]  不是我們可以用肉眼來看到
[00:26:28.220 --> 00:26:34.220]  但是祂竟然願意將自己降卑來到我們當中
[00:26:34.220 --> 00:26:38.220]  甚至住在我們每一個人生命裏面
[00:26:38.220 --> 00:26:44.220]  耶和華神 祂冠符諸天的榮耀
[00:26:44.220 --> 00:26:47.220]  祂震撼著所羅門王的心
[00:26:47.220 --> 00:26:52.220]  同樣 今天是不是也震撼著我們的心呢?
[00:26:52.220 --> 00:26:57.220]  今天我們看到神的偉大 看到神的榮耀
[00:26:57.220 --> 00:27:05.220]  有沒有帶動我們 影響我們對神的態度呢?
[00:27:05.220 --> 00:27:13.220]  第一點 剛才那些詩歌和宣召的經文都說
[00:27:13.220 --> 00:27:22.220]  上帝是來保護那些帶領那些敬畏祂的人
[00:27:22.220 --> 00:27:31.220]  今天我們看到祂的榮耀 但是有沒有令我們對主的心產生更多的敬畏呢?
[00:27:31.220 --> 00:27:36.220]  在《肥納比書》一章二十節裏保羅說
[00:27:36.220 --> 00:27:41.220]  我所以期待和盼望的 就是在凡事上我都不會羞愧
[00:27:41.220 --> 00:27:44.220]  只要沒有膽量 不論生死
[00:27:44.220 --> 00:27:50.220]  總要讓基督在我身上 照常被尊為大
[00:27:50.220 --> 00:27:54.220]  丁姊妹 這位神這麼榮耀 這麼偉大
[00:27:54.220 --> 00:27:58.220]  祂竟然願意成為你的神
[00:27:58.220 --> 00:28:02.220]  你有沒有都以祂為尊呢?
[00:28:02.220 --> 00:28:04.220]  我們有沒有尊祂為大呢?
[00:28:04.220 --> 00:28:09.220]  我們人生的優先次序 有沒有以祂為先呢?
[00:28:09.220 --> 00:28:14.220]  最近在六月的時候 我有機會回到河北
[00:28:14.220 --> 00:28:19.220]  探望我以前工作的時候的一班舊同事
[00:28:19.220 --> 00:28:25.220]  在整個旅程當中 其實我看到很多夢寐不致的因典 很奇妙
[00:28:25.220 --> 00:28:31.220]  包括有一天 我們想去昔日乾隆王的行宮 避暑山莊
[00:28:31.220 --> 00:28:35.220]  但之前那一晚下大雨 行雷閃電 第二天早上還下雨
[00:28:35.220 --> 00:28:39.220]  見到我就在房間裡 祈禱 神啊 我們待會要行公園
[00:28:39.220 --> 00:28:42.220]  你可不可以指著這些雨沒有下
[00:28:42.220 --> 00:28:46.220]  結果我們出門口的時候 到我們全程行
[00:28:46.220 --> 00:28:52.220]  到我離開了城德這個地方 進去以前工作的地方 都沒有下雨
[00:28:52.220 --> 00:28:55.220]  但當我們離開之後 又大雨沙沙的
[00:28:55.220 --> 00:29:02.220]  我就去跟裡面的同事分享 哇 很厲害
[00:29:02.220 --> 00:29:04.220]  跟著我跟他們分享了很多
[00:29:04.220 --> 00:29:08.220]  其中一個最特別的是 到我回來之前在北京
[00:29:08.220 --> 00:29:13.220]  我拿著一個很大的行李箱 要坐地鐵去機場
[00:29:13.220 --> 00:29:20.220]  誰知道沒有電梯 我拿著那條電梯很長 怎麼拿呢
[00:29:20.220 --> 00:29:23.220]  剛好這個時候有一個服務員上來
