
[00:00:00.000 --> 00:00:09.600]  天父帶領我與麥思武在新加坡神學院退休
[00:04:54.000 --> 00:04:57.000]  我祈禱我思想
[00:04:57.000 --> 00:05:06.000]  願意將兩個比喻和兩首詩歌送給各位
[00:05:06.000 --> 00:05:09.000]  做我臨別贈言
[00:05:09.000 --> 00:05:13.000]  兩個比喻兩首詩歌
[00:05:13.000 --> 00:05:17.000]  我們今日大家彼此一同思想
[00:05:17.000 --> 00:05:19.000]  我們打開聖經之前
[00:05:19.000 --> 00:05:22.000]  我們再同心祈禱
[00:05:22.000 --> 00:05:29.000]  親愛的天父多謝你從1992年開始
[00:05:29.000 --> 00:05:35.000]  你給我22年在城北華基
[00:05:35.000 --> 00:05:45.000]  享受一個快樂滿足充滿了安全感的晚年
[00:05:45.000 --> 00:05:49.000]  感謝天父
[00:05:49.000 --> 00:05:52.000]  我們在這22年
[00:05:52.000 --> 00:05:58.000]  我們享受美好的屬靈的情誼
[00:05:58.000 --> 00:06:02.000]  享受你豐豐富富的恩典
[00:06:02.000 --> 00:06:05.000]  感謝天父
[00:06:05.000 --> 00:06:09.000]  現在我和牧師母要回去香港
[00:06:09.000 --> 00:06:13.000]  去老人院居住
[00:06:13.000 --> 00:06:16.000]  臨別贈言
[00:06:16.000 --> 00:06:21.000]  求主加上你屬靈的福氣
[00:06:21.000 --> 00:06:24.000]  讓我們從你的話語裏面
[00:06:24.000 --> 00:06:26.000]  得著造就
[00:06:26.000 --> 00:06:28.000]  得著恩典
[00:06:28.000 --> 00:06:31.000]  銘刻在心中
[00:06:31.000 --> 00:06:33.000]  不但在今日
[00:06:33.000 --> 00:06:35.000]  並且直到永遠
[00:06:35.000 --> 00:06:37.000]  求你賜福
[00:06:37.000 --> 00:06:39.000]  這個時間恭敬祈禱
[00:06:39.000 --> 00:06:42.000]  奉靠耶穌基督成名
[00:06:42.000 --> 00:06:43.000]  阿們
[00:06:46.000 --> 00:06:47.000]  主席
[00:07:17.000 --> 00:07:21.000]  神是按著不同才幹
[00:07:21.000 --> 00:07:24.000]  不同機會的人
[00:07:24.000 --> 00:07:28.000]  吩咐我們要忠心工作
[00:07:28.000 --> 00:07:31.000]  最後他們得到神稱讚
[00:07:31.000 --> 00:07:36.000]  忠心又良善的僕人
[00:07:36.000 --> 00:07:40.000]  這個比喻是提醒
[00:07:40.000 --> 00:07:44.000]  教導我們每一位弟兄姊妹
[00:07:44.000 --> 00:07:48.000]  都有不同的才幹
[00:07:48.000 --> 00:07:51.000]  不同的機會
[00:07:51.000 --> 00:07:56.000]  事實上
[00:07:56.000 --> 00:08:00.000]  每個人是有不同的才幹
[00:08:00.000 --> 00:08:02.000]  不同的機會
[00:08:02.000 --> 00:08:05.000]  有些人有大才幹
[00:08:05.000 --> 00:08:07.000]  大機會
[00:08:07.000 --> 00:08:12.000]  有些人只有小小的才幹
[00:08:12.000 --> 00:08:15.000]  小小的機會
[00:08:15.000 --> 00:08:19.000]  這個比喻不是給我們批評上帝
[00:08:19.000 --> 00:08:22.000]  為什麼不公平
[00:08:22.000 --> 00:08:24.000]  為什麼他有大才幹
[00:08:24.000 --> 00:08:25.000]  大機會
[00:08:25.000 --> 00:08:27.000]  我沒有大才幹
[00:08:27.000 --> 00:08:28.000]  沒有大機會
[00:08:28.000 --> 00:08:30.000]  我的才幹這麼少
[00:08:30.000 --> 00:08:33.000]  我的機會這麼少
[00:08:33.000 --> 00:08:36.000]  這個比喻是告訴我們
[00:08:36.000 --> 00:08:38.000]  不要問
[00:08:38.000 --> 00:08:41.000]  為什麼才幹機會
[00:08:41.000 --> 00:08:43.000]  有不同
[00:08:43.000 --> 00:08:45.000]  你應該問
[00:08:45.000 --> 00:08:49.000]  我應該怎麼做
[00:08:49.000 --> 00:08:52.000]  這個是你和我
[00:08:52.000 --> 00:08:55.000]  應有的態度
[00:08:55.000 --> 00:08:57.000]  不是問
[00:08:57.000 --> 00:09:01.000]  為什麼才幹有大有小
[00:09:01.000 --> 00:09:04.000]  機會有大有小
[00:09:04.000 --> 00:09:06.000]  只應該問
[00:09:06.000 --> 00:09:08.000]  主啊
[00:09:08.000 --> 00:09:11.000]  我應當做什麼
[00:09:11.000 --> 00:09:16.000]  請大家打開你們截住表裡面的講章
[00:09:16.000 --> 00:09:18.000]  我們將馬太福音
[00:09:18.000 --> 00:09:20.000]  剛才讀過一次
[00:09:20.000 --> 00:09:22.000]  現在再讀一次
[00:09:22.000 --> 00:09:25.000]  全教會一個聲音
[00:09:25.000 --> 00:09:27.000]  將這段聖經讀出來
[00:09:27.000 --> 00:09:29.000]  銘刻在心
[00:09:29.000 --> 00:09:30.000]  我們一起讀
[00:09:30.000 --> 00:09:32.000]  一、二、三
[00:09:38.000 --> 00:09:39.000]  我們一起讀
[00:09:39.000 --> 00:09:40.000]  一、二、三
[00:09:40.000 --> 00:09:41.000]  我們一起讀
[00:09:41.000 --> 00:09:42.000]  一、二、三
[00:09:42.000 --> 00:09:43.000]  我們一起讀
[00:09:43.000 --> 00:09:44.000]  一、二、三
[00:09:44.000 --> 00:09:45.000]  我們一起讀
[00:09:45.000 --> 00:09:46.000]  一、二、三
[00:09:46.000 --> 00:09:47.000]  我們一起讀
[00:09:47.000 --> 00:09:48.000]  一、二、三
[00:09:48.000 --> 00:09:49.000]  我們一起讀
[00:09:49.000 --> 00:09:50.000]  一、二、三
[00:09:50.000 --> 00:09:51.000]  我們一起讀
[00:09:51.000 --> 00:09:52.000]  一、二、三
[00:09:52.000 --> 00:09:53.000]  我們一起讀
[00:09:53.000 --> 00:09:54.000]  一、二、三
[00:09:54.000 --> 00:09:55.000]  我們一起讀
[00:09:55.000 --> 00:09:56.000]  一、二、三
[00:09:56.000 --> 00:09:57.000]  我們一起讀
[00:09:57.000 --> 00:09:58.000]  一、二、三
[00:09:58.000 --> 00:09:59.000]  我們一起讀
[00:09:59.000 --> 00:10:00.000]  一、二、三
[00:10:00.000 --> 00:10:01.000]  我們一起讀
[00:10:01.000 --> 00:10:02.000]  一、二、三
[00:10:02.000 --> 00:10:03.000]  我們一起讀
[00:10:03.000 --> 00:10:04.000]  一、二、三
[00:10:04.000 --> 00:10:05.000]  我們一起讀
[00:10:05.000 --> 00:10:06.000]  一、二、三
[00:10:06.000 --> 00:10:07.000]  我們一起讀
[00:10:07.000 --> 00:10:08.000]  一、二、三
[00:10:08.000 --> 00:10:09.000]  我們一起讀
[00:10:09.000 --> 00:10:10.000]  一、二、三
[00:10:10.000 --> 00:10:11.000]  我們一起讀
[00:10:11.000 --> 00:10:12.000]  一、二、三
[00:10:12.000 --> 00:10:13.000]  我們一起讀
[00:10:13.000 --> 00:10:14.000]  一、二、三
[00:10:14.000 --> 00:10:15.000]  我們一起讀
[00:10:15.000 --> 00:10:16.000]  一、二、三
[00:10:16.000 --> 00:10:17.000]  我們一起讀
[00:10:17.000 --> 00:10:18.000]  一、二、三
[00:10:18.000 --> 00:10:19.000]  我們一起讀
[00:10:19.000 --> 00:10:20.000]  一、二、三
[00:10:20.000 --> 00:10:21.000]  我們一起讀
[00:10:21.000 --> 00:10:22.000]  一、二、三
[00:10:22.000 --> 00:10:23.000]  我們一起讀
[00:10:23.000 --> 00:10:24.000]  一、二、三
[00:10:24.000 --> 00:10:25.000]  我們一起讀
[00:10:25.000 --> 00:10:26.000]  一、二、三
[00:10:26.000 --> 00:10:27.000]  我們一起讀
[00:10:27.000 --> 00:10:28.000]  一、二、三
[00:10:28.000 --> 00:10:29.000]  我們一起讀
[00:10:29.000 --> 00:10:30.000]  一、二、三
[00:10:30.000 --> 00:10:31.000]  我們一起讀
[00:10:31.000 --> 00:10:32.000]  一、二、三
[00:10:32.000 --> 00:10:33.000]  我們一起讀
[00:10:33.000 --> 00:10:34.000]  一、二、三
[00:10:34.000 --> 00:10:35.000]  我們一起讀
[00:10:35.000 --> 00:10:36.000]  一、二、三
[00:10:36.000 --> 00:10:37.000]  我們一起讀
[00:10:37.000 --> 00:10:38.000]  一、二、三
[00:10:38.000 --> 00:10:39.000]  我們一起讀
[00:10:39.000 --> 00:10:40.000]  一、二、三
[00:10:40.000 --> 00:10:41.000]  我們一起讀
[00:10:41.000 --> 00:10:42.000]  一、二、三
[00:10:42.000 --> 00:10:43.000]  我們一起讀
[00:10:43.000 --> 00:10:44.000]  一、二、三
[00:10:44.000 --> 00:10:45.000]  我們一起讀
[00:10:45.000 --> 00:10:46.000]  一、二、三
[00:10:46.000 --> 00:10:47.000]  我們一起讀
[00:10:47.000 --> 00:10:48.000]  一、二、三
[00:10:48.000 --> 00:10:49.000]  我們一起讀
[00:10:49.000 --> 00:10:50.000]  一、二、三
[00:10:50.000 --> 00:10:51.000]  我們一起讀
[00:10:51.000 --> 00:10:52.000]  一、二、三
[00:10:52.000 --> 00:10:53.000]  我們一起讀
[00:10:53.000 --> 00:10:54.000]  一、二、三
[00:10:54.000 --> 00:10:55.000]  我們一起讀
[00:10:55.000 --> 00:10:56.000]  一、二、三
[00:10:56.000 --> 00:10:57.000]  我們一起讀
[00:10:57.000 --> 00:10:58.000]  一、二、三
[00:10:58.000 --> 00:10:59.000]  我們一起讀
[00:10:59.000 --> 00:11:00.000]  一、二、三
[00:11:00.000 --> 00:11:01.000]  我們一起讀
[00:11:01.000 --> 00:11:02.000]  一、二、三
[00:11:02.000 --> 00:11:03.000]  我們一起讀
[00:11:03.000 --> 00:11:04.000]  一、二、三
[00:11:04.000 --> 00:11:05.000]  我們一起讀
[00:11:05.000 --> 00:11:06.000]  一、二、三
[00:11:06.000 --> 00:11:07.000]  我們一起讀
[00:11:07.000 --> 00:11:08.000]  一、二、三
[00:11:08.000 --> 00:11:09.000]  我們一起讀
[00:11:09.000 --> 00:11:10.000]  一、二、三
[00:11:10.000 --> 00:11:11.000]  我們一起讀
[00:11:11.000 --> 00:11:12.000]  一、二、三
[00:11:12.000 --> 00:11:13.000]  我們一起讀
[00:11:13.000 --> 00:11:14.000]  一、二、三
[00:11:14.000 --> 00:11:15.000]  我們一起讀
[00:11:15.000 --> 00:11:16.000]  一、二、三
[00:11:16.000 --> 00:11:17.000]  我們一起讀
[00:11:17.000 --> 00:11:18.000]  一、二、三
[00:11:18.000 --> 00:11:19.000]  我們一起讀
[00:11:19.000 --> 00:11:20.000]  一、二、三
[00:11:20.000 --> 00:11:21.000]  我們一起讀
[00:11:21.000 --> 00:11:22.000]  一、二、三
[00:11:22.000 --> 00:11:23.000]  我們一起讀
[00:11:23.000 --> 00:11:24.000]  一、二、三
[00:11:24.000 --> 00:11:25.000]  我們一起讀
[00:11:25.000 --> 00:11:26.000]  一、二、三
[00:11:26.000 --> 00:11:27.000]  我們一起讀
[00:11:27.000 --> 00:11:28.000]  一、二、三
[00:11:28.000 --> 00:11:29.000]  我們一起讀
[00:11:29.000 --> 00:11:30.000]  一、二、三
[00:11:30.000 --> 00:11:31.000]  我們一起讀
[00:11:31.000 --> 00:11:32.000]  一、二、三
[00:11:32.000 --> 00:11:33.000]  我們一起讀
[00:11:33.000 --> 00:11:34.000]  一、二、三
[00:11:34.000 --> 00:11:35.000]  我們一起讀
[00:11:35.000 --> 00:11:36.000]  一、二、三
[00:11:36.000 --> 00:11:37.000]  我們一起讀
[00:11:37.000 --> 00:11:38.000]  一、二、三
[00:11:38.000 --> 00:11:39.000]  我們一起讀
[00:11:39.000 --> 00:11:40.000]  一、二、三
[00:11:40.000 --> 00:11:41.000]  我們一起讀
[00:11:41.000 --> 00:11:42.000]  一、二、三
[00:11:42.000 --> 00:11:43.000]  我們一起讀
[00:11:43.000 --> 00:11:44.000]  一、二、三
[00:11:44.000 --> 00:11:45.000]  我們一起讀
[00:11:45.000 --> 00:11:46.000]  一、二、三
[00:11:46.000 --> 00:11:47.000]  我們一起讀
[00:11:47.000 --> 00:11:48.000]  一、二、三
[00:11:48.000 --> 00:11:49.000]  我們一起讀
[00:11:49.000 --> 00:11:50.000]  一、二、三
[00:11:50.000 --> 00:11:51.000]  我們一起讀
[00:11:51.000 --> 00:11:52.000]  一、二、三
[00:11:52.000 --> 00:11:53.000]  我們一起讀
[00:11:53.000 --> 00:11:54.000]  一、二、三
[00:11:54.000 --> 00:11:55.000]  我們一起讀
[00:11:55.000 --> 00:11:56.000]  一、二、三
[00:11:56.000 --> 00:11:57.000]  我們一起讀
[00:11:57.000 --> 00:11:58.000]  一、二、三
[00:11:58.000 --> 00:11:59.000]  我們一起讀
[00:11:59.000 --> 00:12:00.000]  一、二、三
[00:12:00.000 --> 00:12:01.000]  我們一起讀
[00:12:01.000 --> 00:12:02.000]  一、二、三
[00:12:02.000 --> 00:12:03.000]  我們一起讀
[00:12:03.000 --> 00:12:04.000]  一、二、三
[00:12:04.000 --> 00:12:05.000]  我們一起讀
[00:12:05.000 --> 00:12:06.000]  一、二、三
[00:12:06.000 --> 00:12:07.000]  我們一起讀
[00:12:07.000 --> 00:12:08.000]  一、二、三
[00:12:08.000 --> 00:12:09.000]  我們一起讀
[00:12:09.000 --> 00:12:10.000]  一、二、三
[00:12:10.000 --> 00:12:11.000]  我們一起讀
[00:12:11.000 --> 00:12:12.000]  一、二、三
[00:12:12.000 --> 00:12:13.000]  我們一起讀
[00:12:13.000 --> 00:12:14.000]  一、二、三
[00:12:14.000 --> 00:12:15.000]  我們一起讀
[00:12:15.000 --> 00:12:16.000]  一、二、三
[00:12:16.000 --> 00:12:17.000]  我們一起讀
[00:12:17.000 --> 00:12:18.000]  一、二、三
[00:12:18.000 --> 00:12:19.000]  我們一起讀
[00:12:19.000 --> 00:12:20.000]  一、二、三
[00:12:20.000 --> 00:12:21.000]  我們一起讀
[00:12:21.000 --> 00:12:22.000]  一、二、三
[00:12:22.000 --> 00:12:23.000]  我們一起讀
[00:12:23.000 --> 00:12:24.000]  一、二、三
[00:12:24.000 --> 00:12:25.000]  我們一起讀
[00:12:25.000 --> 00:12:26.000]  一、二、三
[00:12:26.000 --> 00:12:27.000]  我們一起讀
[00:12:27.000 --> 00:12:28.000]  一、二、三
[00:12:28.000 --> 00:12:29.000]  我們一起讀
[00:12:29.000 --> 00:12:30.000]  一、二、三
[00:12:30.000 --> 00:12:31.000]  我們一起讀
[00:12:31.000 --> 00:12:33.000]  一、二、三
[00:12:33.000 --> 00:12:34.000]  我們一起讀
[00:12:34.000 --> 00:12:35.000]  一、二、三
[00:12:35.000 --> 00:12:36.000]  我們一起讀
[00:12:36.000 --> 00:12:37.000]  一、二、三
[00:12:37.000 --> 00:12:38.000]  我們一起讀
[00:12:38.000 --> 00:12:39.000]  一、二、三
[00:12:39.000 --> 00:12:40.000]  我們一起讀
[00:12:40.000 --> 00:12:41.000]  一、二、三
[00:12:41.000 --> 00:12:42.000]  我們一起讀
[00:12:42.000 --> 00:12:43.000]  一、二、三
[00:12:43.000 --> 00:12:44.000]  我們一起讀
[00:12:44.000 --> 00:12:45.000]  一、二、三
[00:12:45.000 --> 00:12:46.000]  我們一起讀
[00:12:46.000 --> 00:12:47.000]  一、二、三
[00:12:47.000 --> 00:12:48.000]  我們一起讀
[00:12:48.000 --> 00:12:49.000]  一、二、三
[00:12:49.000 --> 00:12:50.000]  我們一起讀
[00:12:50.000 --> 00:12:51.000]  一、二、三
[00:12:51.000 --> 00:12:52.000]  我們一起讀
[00:12:52.000 --> 00:12:53.000]  一、二、三
[00:12:53.000 --> 00:12:54.000]  我們一起讀
[00:12:54.000 --> 00:12:55.000]  一、二、三
[00:12:55.000 --> 00:12:56.000]  我們一起讀
[00:12:56.000 --> 00:12:57.000]  一、二、三
[00:12:57.000 --> 00:12:58.000]  我們一起讀
[00:12:58.000 --> 00:12:59.000]  一、二、三
[00:12:59.000 --> 00:13:00.000]  我們一起讀
[00:13:00.000 --> 00:13:01.000]  一、二、三
[00:13:01.000 --> 00:13:02.000]  我們一起讀
[00:13:02.000 --> 00:13:03.000]  一、二、三
[00:13:03.000 --> 00:13:04.000]  我們一起讀
[00:13:04.000 --> 00:13:05.000]  一、二、三
[00:13:05.000 --> 00:13:06.000]  我們一起讀
[00:13:06.000 --> 00:13:07.000]  一、二、三
[00:13:07.000 --> 00:13:08.000]  我們一起讀
[00:13:08.000 --> 00:13:09.000]  一、二、三
[00:13:09.000 --> 00:13:10.000]  我們一起讀
[00:13:10.000 --> 00:13:11.000]  一、二、三
[00:13:11.000 --> 00:13:12.000]  我們一起讀
[00:13:12.000 --> 00:13:13.000]  一、二、三
[00:13:13.000 --> 00:13:14.000]  我們一起讀
[00:13:14.000 --> 00:13:15.000]  一、二、三
[00:13:15.000 --> 00:13:16.000]  我們一起讀
[00:13:16.000 --> 00:13:17.000]  一、二、三
[00:13:17.000 --> 00:13:18.000]  我們一起讀
[00:13:18.000 --> 00:13:19.000]  一、二、三
[00:13:19.000 --> 00:13:20.000]  我們一起讀
[00:13:20.000 --> 00:13:21.000]  一、二、三
[00:13:21.000 --> 00:13:22.000]  我們一起讀
[00:13:22.000 --> 00:13:23.000]  一、二、三
[00:13:23.000 --> 00:13:24.000]  我們一起讀
[00:13:24.000 --> 00:13:25.000]  一、二、三
[00:13:25.000 --> 00:13:26.000]  我們一起讀
[00:13:26.000 --> 00:13:27.000]  一、二、三
[00:13:27.000 --> 00:13:28.000]  我們一起讀
[00:13:28.000 --> 00:13:29.000]  一、二、三
[00:13:29.000 --> 00:13:30.000]  我們一起讀
[00:13:30.000 --> 00:13:31.000]  一、二、三
[00:13:31.000 --> 00:13:32.000]  我們一起讀
[00:13:32.000 --> 00:13:33.000]  一、二、三
[00:13:33.000 --> 00:13:34.000]  我們一起讀
[00:13:34.000 --> 00:13:35.000]  一、二、三
[00:13:35.000 --> 00:13:36.000]  我們一起讀
[00:13:36.000 --> 00:13:37.000]  一、二、三
[00:13:37.000 --> 00:13:38.000]  我們一起讀
[00:13:38.000 --> 00:13:39.000]  一、二、三
[00:13:39.000 --> 00:13:40.000]  我們一起讀
[00:13:40.000 --> 00:13:41.000]  一、二、三
[00:13:41.000 --> 00:13:42.000]  我們一起讀
[00:13:42.000 --> 00:13:43.000]  一、二、三
[00:13:43.000 --> 00:13:44.000]  我們一起讀
[00:13:44.000 --> 00:13:45.000]  一、二、三
[00:13:45.000 --> 00:13:46.000]  我們一起讀
[00:13:46.000 --> 00:13:47.000]  一、二、三
[00:13:47.000 --> 00:13:48.000]  我們一起讀
[00:13:48.000 --> 00:13:49.000]  一、二、三
[00:13:49.000 --> 00:13:50.000]  我們一起讀
[00:13:50.000 --> 00:13:51.000]  一、二、三
[00:13:51.000 --> 00:13:52.000]  我們一起讀
[00:13:52.000 --> 00:13:53.000]  一、二、三
[00:13:53.000 --> 00:13:54.000]  我們一起讀
[00:13:54.000 --> 00:13:55.000]  一、二、三
[00:13:55.000 --> 00:13:56.000]  我們一起讀
[00:13:56.000 --> 00:13:57.000]  一、二、三
[00:13:57.000 --> 00:13:58.000]  我們一起讀
[00:13:58.000 --> 00:13:59.000]  一、二、三
[00:13:59.000 --> 00:14:00.000]  我們一起讀
[00:14:00.000 --> 00:14:01.000]  一、二、三
[00:14:01.000 --> 00:14:02.000]  我們一起讀
[00:14:02.000 --> 00:14:03.000]  一、二、三
[00:14:03.000 --> 00:14:04.000]  我們一起讀
[00:14:04.000 --> 00:14:05.000]  一、二、三
[00:14:05.000 --> 00:14:06.000]  我們一起讀
[00:14:06.000 --> 00:14:07.000]  一、二、三
[00:14:07.000 --> 00:14:08.000]  我們一起讀
[00:14:08.000 --> 00:14:09.000]  一、二、三
[00:14:09.000 --> 00:14:10.000]  我們一起讀
[00:14:10.000 --> 00:14:11.000]  一、二、三
[00:14:11.000 --> 00:14:12.000]  我們一起讀
[00:14:12.000 --> 00:14:13.000]  一、二、三
[00:14:13.000 --> 00:14:14.000]  我們一起讀
[00:14:14.000 --> 00:14:15.000]  一、二、三
[00:14:15.000 --> 00:14:16.000]  我們一起讀
[00:14:16.000 --> 00:14:17.000]  一、二、三
[00:14:17.000 --> 00:14:18.000]  我們一起讀
[00:14:18.000 --> 00:14:19.000]  一、二、三
[00:14:19.000 --> 00:14:20.000]  我們一起讀
[00:14:20.000 --> 00:14:21.000]  一、二、三
[00:14:21.000 --> 00:14:22.000]  我們一起讀
[00:14:22.000 --> 00:14:23.000]  一、二、三
[00:14:23.000 --> 00:14:24.000]  我們一起讀
[00:14:24.000 --> 00:14:25.000]  一、二、三
[00:14:25.000 --> 00:14:26.000]  我們一起讀
[00:14:26.000 --> 00:14:28.000]  一、二、三
[00:14:28.000 --> 00:14:29.000]  我們一起讀
[00:14:29.000 --> 00:14:30.000]  一、二、三
[00:14:30.000 --> 00:14:31.000]  我們一起讀
[00:14:31.000 --> 00:14:32.000]  一、二、三
[00:14:32.000 --> 00:14:33.000]  我們一起讀
[00:14:33.000 --> 00:14:34.000]  一、二、三
[00:14:34.000 --> 00:14:35.000]  我們一起讀
[00:14:35.000 --> 00:14:36.000]  一、二、三
[00:14:36.000 --> 00:14:37.000]  我們一起讀
[00:14:37.000 --> 00:14:38.000]  一、二、三
[00:14:38.000 --> 00:14:39.000]  我們一起讀
[00:14:39.000 --> 00:14:40.000]  一、二、三
[00:14:40.000 --> 00:14:41.000]  我們一起讀
[00:14:41.000 --> 00:14:42.000]  一、二、三
[00:14:42.000 --> 00:14:43.000]  我們一起讀
[00:14:43.000 --> 00:14:44.000]  一、二、三
[00:14:44.000 --> 00:14:45.000]  我們一起讀
[00:14:45.000 --> 00:14:46.000]  一、二、三
[00:14:46.000 --> 00:14:47.000]  我們一起讀
[00:14:47.000 --> 00:14:48.000]  一、二、三
[00:14:48.000 --> 00:14:49.000]  我們一起讀
[00:14:49.000 --> 00:14:50.000]  一、二、三
[00:14:50.000 --> 00:14:51.000]  我們一起讀
[00:14:51.000 --> 00:14:52.000]  一、二、三
[00:14:52.000 --> 00:14:53.000]  我們一起讀
[00:14:53.000 --> 00:14:54.000]  一、二、三
[00:14:54.000 --> 00:14:55.000]  我們一起讀
[00:14:55.000 --> 00:14:56.000]  一、二、三
[00:14:56.000 --> 00:14:57.000]  我們一起讀
[00:14:57.000 --> 00:14:58.000]  一、二、三
[00:14:58.000 --> 00:14:59.000]  我們一起讀
[00:14:59.000 --> 00:15:00.000]  一、二、三
[00:15:00.000 --> 00:15:01.000]  我們一起讀
[00:15:01.000 --> 00:15:02.000]  一、二、三
[00:15:02.000 --> 00:15:03.000]  我們一起讀
[00:15:03.000 --> 00:15:04.000]  一、二、三
[00:15:04.000 --> 00:15:05.000]  我們一起讀
[00:15:05.000 --> 00:15:06.000]  一、二、三
[00:15:06.000 --> 00:15:07.000]  我們一起讀
[00:15:07.000 --> 00:15:08.000]  一、二、三
[00:15:08.000 --> 00:15:09.000]  我們一起讀
[00:15:09.000 --> 00:15:10.000]  一、二、三
[00:15:10.000 --> 00:15:11.000]  我們一起讀
[00:15:11.000 --> 00:15:12.000]  一、二、三
[00:15:12.000 --> 00:15:13.000]  我們一起讀
[00:15:13.000 --> 00:15:14.000]  一、二、三
[00:15:14.000 --> 00:15:15.000]  我們一起讀
[00:15:15.000 --> 00:15:16.000]  一、二、三
[00:15:16.000 --> 00:15:17.000]  我們一起讀
[00:15:17.000 --> 00:15:18.000]  一、二、三
[00:15:18.000 --> 00:15:19.000]  我們一起讀
[00:15:19.000 --> 00:15:20.000]  一、二、三
