
[00:00:00.000 --> 00:00:02.400]  題目就是七個字
[00:03:50.180 --> 00:03:52.420]  神當然選擇這個
[00:03:52.420 --> 00:03:55.080]  神就說不是這個
[00:03:55.080 --> 00:04:00.420]  撒慕爾就叫第二個兒子出來
[00:04:00.420 --> 00:04:02.460]  見到每個撒慕爾都覺得好
[00:04:02.460 --> 00:04:05.160]  覺得還不是這個
[00:04:05.160 --> 00:04:07.280]  叫了很多個出來
[00:04:07.280 --> 00:04:09.220]  神都說不是
[00:04:09.220 --> 00:04:10.660]  撒慕爾心裡想
[00:04:10.660 --> 00:04:12.420]  這麼多個這麼好都不是
[00:04:12.420 --> 00:04:13.660]  再問耶西
[00:04:13.660 --> 00:04:17.760]  你的兒子都出來了
[00:04:17.760 --> 00:04:18.880]  以為都出來了
[00:04:18.880 --> 00:04:21.460]  耶西不知道是忘記了還是怎樣
[00:04:21.460 --> 00:04:25.320]  還有一個小的去了放羊
[00:04:25.320 --> 00:04:26.620]  不是在家附近
[00:04:26.620 --> 00:04:27.920]  很難找到他回來
[00:04:27.920 --> 00:04:30.880]  撒慕爾就說你去找他
[00:04:30.880 --> 00:04:32.080]  找了他回來
[00:04:32.080 --> 00:04:33.660]  找了他回來之後
[00:04:33.660 --> 00:04:39.300]  我們去看十六章第七節
[00:04:39.300 --> 00:04:41.140]  見到的時候
[00:04:41.140 --> 00:04:44.100]  耶和華就對撒慕爾說
[00:04:44.100 --> 00:04:47.280]  其他那幾個他的兄長
[00:04:47.280 --> 00:04:50.020]  就說不要看他的外貌
[00:04:50.020 --> 00:04:52.120]  他的身材高大
[00:04:52.120 --> 00:04:54.320]  他才見到他的兄長
[00:04:54.320 --> 00:04:59.220]  外貌身材都高大靚仔
[00:04:59.220 --> 00:05:01.880]  神就說我不揀選他
[00:05:01.880 --> 00:05:04.580]  因為耶和華不像人看人
[00:05:04.580 --> 00:05:06.380]  人是看外貌
[00:05:06.380 --> 00:05:08.580]  耶和華是看內心
[00:05:08.580 --> 00:05:11.280]  這個就是金句之一
[00:05:11.280 --> 00:05:14.720]  神看人不是看外貌
[00:05:14.720 --> 00:05:16.880]  是看內心
[00:05:16.880 --> 00:05:22.700]  不是說神揀選的人都是一顏一塵
[00:05:22.700 --> 00:05:26.280]  而是神最重要是看他的內心
[00:05:26.280 --> 00:05:29.600]  有些人內心神很喜悅
[00:05:29.600 --> 00:05:31.600]  他也靚仔的
[00:05:31.600 --> 00:05:33.480]  不一定說他這麼醜
[00:05:33.480 --> 00:05:34.880]  內心一定很靚
[00:05:34.880 --> 00:05:35.780]  也不一定
[00:05:35.780 --> 00:05:37.680]  兩件事是沒有關係的
[00:05:37.680 --> 00:05:40.280]  最糟糕是有些人外貌又不靚
[00:05:40.280 --> 00:05:41.080]  內心又不靚
[00:05:41.080 --> 00:05:42.900]  那就慘了
[00:05:42.900 --> 00:05:47.280]  神看人不是像人看人這樣注重外貌
[00:05:47.280 --> 00:05:49.780]  神看人是注重內心
[00:05:49.780 --> 00:05:52.280]  這句說話我們要記住
[00:05:52.280 --> 00:05:54.680]  神看人是看這件事
[00:05:54.680 --> 00:05:57.780]  就一直叫第二個出來
[00:05:57.780 --> 00:05:59.280]  第八節
[00:05:59.280 --> 00:06:01.980]  撒慕爾說耶和華都不揀選他
[00:06:01.980 --> 00:06:03.780]  到第九節
[00:06:03.780 --> 00:06:05.280]  耶和華都不揀選他
[00:06:05.280 --> 00:06:06.480]  個個都不對
[00:06:06.480 --> 00:06:07.680]  撒慕爾就跟耶穌說
[00:06:07.680 --> 00:06:09.480]  你的兒子都在這裡
[00:06:09.480 --> 00:06:13.080]  終於就叫找大衛來
[00:06:13.080 --> 00:06:15.480]  找大衛來的時候
[00:06:15.480 --> 00:06:28.080]  我們看到第十一節中間
[00:06:28.080 --> 00:06:30.080]  耶穌就說還有一個小的
[00:06:30.080 --> 00:06:31.380]  現在放養
[00:06:31.380 --> 00:06:33.880]  撒慕爾就說你打敗人就叫他回來
[00:06:33.880 --> 00:06:37.680]  如果不來我們就必不坐直
[00:06:37.680 --> 00:06:41.280]  等吃飯就先不開飯
[00:06:41.280 --> 00:06:44.780]  十二節耶穌打敗人就叫他來
[00:06:44.780 --> 00:06:46.080]  來到的時候
[00:06:46.080 --> 00:06:47.780]  這裡你看看聖經怎麼記載
[00:06:47.780 --> 00:06:51.280]  他臉色光紅
[00:06:51.280 --> 00:06:53.480]  雙目清瘦
[00:06:53.480 --> 00:06:56.280]  容貌俊美
[00:06:56.280 --> 00:06:57.480]  耶和華就說
[00:06:57.480 --> 00:06:58.980]  這就是他
[00:06:58.980 --> 00:07:00.480]  你起來高他
[00:07:00.480 --> 00:07:01.880]  高他就說
[00:07:01.880 --> 00:07:03.680]  因為有前面那句
[00:07:03.680 --> 00:07:05.680]  我們要知道神高他
[00:07:05.680 --> 00:07:07.680]  不是因為他帥
[00:07:07.680 --> 00:07:09.680]  雖然他是帥
[00:07:09.680 --> 00:07:11.080]  臉色又光紅
[00:07:11.080 --> 00:07:12.080]  雙目又清瘦
[00:07:12.080 --> 00:07:13.080]  容貌又俊美
[00:07:13.080 --> 00:07:14.580]  不過這不是主要因素
[00:07:14.580 --> 00:07:16.580]  主要因素是上面那一節
[00:07:16.580 --> 00:07:19.080]  神看人是看他內心
[00:07:19.080 --> 00:07:22.480]  神揀選大衛是他的內心
[00:07:22.480 --> 00:07:24.280]  但是他也帥
[00:07:24.280 --> 00:07:27.680]  好像很不公平
[00:07:27.680 --> 00:07:29.480]  我們看到
[00:07:29.480 --> 00:07:30.880]  他被揀選了
[00:07:30.880 --> 00:07:32.480]  神說原來這個就是
[00:07:32.480 --> 00:07:33.780]  要起來高他
[00:07:33.780 --> 00:07:36.080]  高他就是在猶太人裡面
[00:07:36.080 --> 00:07:37.880]  用一些膏油
[00:07:37.880 --> 00:07:40.880]  來倒在他的頭上
[00:07:40.880 --> 00:07:42.480]  是一個象徵
[00:07:42.480 --> 00:07:44.880]  就是說高他作王
[00:07:44.880 --> 00:07:47.180]  可能你很難理解這件事
[00:07:47.180 --> 00:07:49.680]  特別是在我們南方香港的社會
[00:07:49.680 --> 00:07:51.080]  油膩膩的
[00:07:51.080 --> 00:07:54.080]  你嘗試去到天氣很乾燥的時候
[00:07:54.080 --> 00:07:57.080]  你也要找潤膚霜或者茶
[00:07:57.080 --> 00:08:01.680]  那時候你就感受到那些潤膚的油
[00:08:01.680 --> 00:08:03.680]  對你多舒服多好
[00:08:03.680 --> 00:08:05.680]  在中東那個地方
[00:08:05.680 --> 00:08:07.680]  就是很乾燥
[00:08:07.680 --> 00:08:10.680]  那些膏油倒下來
[00:08:10.680 --> 00:08:13.680]  又香又滋潤
[00:08:13.680 --> 00:08:16.180]  那個感覺是很好的
[00:08:16.180 --> 00:08:17.680]  是很美好的感覺
[00:08:17.680 --> 00:08:19.680]  不是說忍受了
[00:08:19.680 --> 00:08:21.680]  很不舒服又油膩膩
[00:08:21.680 --> 00:08:22.680]  但不是這樣
[00:08:22.680 --> 00:08:24.680]  是很美好的一件事
[00:08:24.680 --> 00:08:26.680]  這個高他的動作
[00:08:26.680 --> 00:08:28.180]  就是高他作王
[00:08:28.180 --> 00:08:29.680]  大家留意
[00:08:29.680 --> 00:08:32.180]  高他作王這個時候他很小的
[00:08:32.180 --> 00:08:36.180]  小到通常牧羊都是找小朋友去
[00:08:36.180 --> 00:08:39.180]  長大了的就不去牧羊
[00:08:39.180 --> 00:08:42.680]  可能覺得這個牧羊又悶
[00:08:42.680 --> 00:08:44.680]  在山頭趕羊
[00:08:44.680 --> 00:08:46.680]  長大了就不做
[00:08:46.680 --> 00:08:49.180]  就是說他還是很小的時候
[00:08:49.180 --> 00:08:51.680]  如果以我們現在來看很小的時候
[00:08:51.680 --> 00:08:54.680]  可能還是小到好像阿一那些
[00:08:54.680 --> 00:08:57.180]  差不多都是小朋友
[00:08:57.180 --> 00:09:00.180]  雖然他長得好像比我們高大很多
[00:09:00.180 --> 00:09:02.680]  但大家明白面目又光紅
[00:09:02.680 --> 00:09:05.180]  雙目又清瘦
[00:09:05.180 --> 00:09:08.180]  就是小小一個一個叫高他作王
[00:09:08.180 --> 00:09:10.680]  留意這裡高完之後
[00:09:10.680 --> 00:09:12.180]  其實就沒有事情發生
[00:09:12.180 --> 00:09:14.180]  我們待會到後一點的時候
[00:09:14.180 --> 00:09:16.680]  就回來這一段那一段去看看
[00:09:16.680 --> 00:09:19.180]  高他作王就定了
[00:09:19.180 --> 00:09:20.680]  薩姆爾知道了
[00:09:20.680 --> 00:09:22.680]  耶西他們兄弟知道了
[00:09:22.680 --> 00:09:24.680]  大衛也知道了
[00:09:24.680 --> 00:09:27.180]  沒有其他事情發生
[00:09:27.180 --> 00:09:28.680]  繼續下去
[00:09:28.680 --> 00:09:30.180]  那蘇羅呢
[00:09:30.180 --> 00:09:31.680]  蘇羅又怎樣呢
[00:09:31.680 --> 00:09:33.180]  神離開了他
[00:09:33.180 --> 00:09:34.680]  神離開了他之後
[00:09:34.680 --> 00:09:37.180]  十三節十四節那裡就說
[00:09:37.180 --> 00:09:40.180]  他說十四節
[00:09:40.180 --> 00:09:43.680]  耶和華的靈就離開了蘇羅
[00:09:43.680 --> 00:09:47.680]  有惡魔從耶和華那裡來搞擾他
[00:09:47.680 --> 00:09:49.680]  他久不久就發瘋了
[00:09:49.680 --> 00:09:52.180]  那個惡魔來搞擾他
[00:09:52.180 --> 00:09:53.680]  我們這裡要想
[00:09:53.680 --> 00:09:55.680]  聖經說
[00:09:55.680 --> 00:10:00.180]  有惡魔從耶和華那裡來搞擾他
[00:10:00.180 --> 00:10:01.680]  大家覺得怎樣呢
[00:10:01.680 --> 00:10:04.680]  這個惡魔為何從神那裡來的呢
[00:10:04.680 --> 00:10:05.680]  是不是
[00:10:05.680 --> 00:10:08.180]  幸好聖經有約伯記
[00:10:08.180 --> 00:10:11.680]  有約伯記幫我們拆解了一點
[00:10:11.680 --> 00:10:16.180]  撒旦是可以在神面前與神對話的
[00:10:16.180 --> 00:10:18.180]  因為他一直還是一個
[00:10:18.180 --> 00:10:23.180]  未曾臣服於神的背役的天使
[00:10:23.180 --> 00:10:25.680]  神你講的那些東西你就要我聽的
[00:10:25.680 --> 00:10:27.680]  為何我要聽你的呢
[00:10:27.680 --> 00:10:29.680]  是要拿來爭辯的
[00:10:29.680 --> 00:10:31.180]  不肯聽命
[00:10:31.180 --> 00:10:32.680]  所以他是有權與神對話的
[00:10:32.680 --> 00:10:35.680]  約伯記就很清晰講了
[00:10:35.680 --> 00:10:36.680]  與神對話
[00:10:36.680 --> 00:10:37.680]  神就說好
[00:10:37.680 --> 00:10:40.680]  我就讓你去搞約伯
[00:10:40.680 --> 00:10:45.680]  所以在神面前出去的撒旦
[00:10:45.680 --> 00:10:47.180]  這些惡魔
[00:10:47.180 --> 00:10:49.180]  是從神面前出去的
[00:10:49.180 --> 00:10:52.680]  即是說有神的准許之下
[00:10:52.680 --> 00:10:54.180]  去搞擾他
[00:10:54.180 --> 00:10:57.180]  就不是神要專門整蠱他
[00:10:57.180 --> 00:10:58.680]  害他那樣
[00:10:58.680 --> 00:11:00.180]  因為人
[00:11:00.180 --> 00:11:02.680]  剛才見證講得很好
[00:11:02.680 --> 00:11:05.180]  我們不一定在很順境的時候
[00:11:05.180 --> 00:11:06.680]  就說這是神的作為
[00:11:06.680 --> 00:11:07.680]  我們感謝神
[00:11:07.680 --> 00:11:08.680]  我們就親近神
[00:11:08.680 --> 00:11:10.180]  與神要有好的關係
[00:11:10.180 --> 00:11:12.180]  我們要知道人生會面對很多困難
[00:11:12.180 --> 00:11:13.680]  很多困境
[00:11:13.680 --> 00:11:19.180]  那時候你怎樣去處於與神之間的關係
[00:11:19.180 --> 00:11:22.180]  所以素羅這算是有惡魔來搞他
[00:11:22.180 --> 00:11:26.180]  其實如果他是選擇歸向神
[00:11:26.180 --> 00:11:28.180]  可以跟約伯一樣
[00:11:28.180 --> 00:11:30.680]  就說雖然有惡魔來搞我
[00:11:30.680 --> 00:11:32.180]  雖然神的靈離開了我
[00:11:32.180 --> 00:11:34.180]  我現在悔改
[00:11:34.180 --> 00:11:35.680]  我要跟從神
[00:11:35.680 --> 00:11:37.680]  都有轉機
[00:11:37.680 --> 00:11:38.680]  所以上一次的題目
[00:11:38.680 --> 00:11:40.180]  我們說素羅的問題
[00:11:40.180 --> 00:11:42.180]  是一錯再錯
[00:11:42.180 --> 00:11:43.180]  要繼續錯
[00:11:43.180 --> 00:11:45.180]  所以他才會滅亡
[00:11:45.180 --> 00:11:47.680]  他如果稍微回轉是有轉機的
[00:11:47.680 --> 00:11:49.680]  雖然惡魔從神那裡來
[00:11:49.680 --> 00:11:52.680]  但神允許這件事發生
[00:11:52.680 --> 00:11:54.680]  他用什麼態度
[00:11:54.680 --> 00:11:59.180]  用什麼方法去面對這些事情
[00:11:59.180 --> 00:12:02.680]  他是選擇了一個錯誤的方法
[00:12:02.680 --> 00:12:04.180]  惡魔來搞他的時候
[00:12:04.180 --> 00:12:05.680]  他就發瘋
[00:12:05.680 --> 00:12:06.680]  那些神父就說
[00:12:06.680 --> 00:12:08.680]  你發瘋可能聽一下音樂好
[00:12:08.680 --> 00:12:11.680]  就說認識一個人
[00:12:11.680 --> 00:12:13.680]  會彈琴的
[00:12:13.680 --> 00:12:15.680]  不如找他來
[00:12:15.680 --> 00:12:17.680]  你一心煩意亂
[00:12:17.680 --> 00:12:18.680]  惡魔搞你的時候
[00:12:18.680 --> 00:12:20.680]  你彈琴讓你舒暢一下
[00:12:20.680 --> 00:12:22.680]  原來找了大衛
[00:12:22.680 --> 00:12:25.680]  去他面前幫他彈琴
[00:12:25.680 --> 00:12:27.680]  一發瘋的時候
[00:12:27.680 --> 00:12:29.680]  彈琴讓他舒暢一點
[00:12:29.680 --> 00:12:31.680]  聽一下音樂好一點
[00:12:31.680 --> 00:12:33.680]  這件事情就這樣記載了
[00:12:33.680 --> 00:12:36.680]  他素羅和大衛之間
[00:12:36.680 --> 00:12:38.680]  有一些這樣的淵源
[00:12:38.680 --> 00:12:40.680]  還有素羅有惡魔
[00:12:40.680 --> 00:12:41.680]  來搞他的時候
[00:12:41.680 --> 00:12:43.680]  他又會發瘋
[00:12:43.680 --> 00:12:46.680]  再下去記載大衛的故事
[00:12:46.680 --> 00:12:48.680]  當時就最出名
[00:12:48.680 --> 00:12:50.680]  十七章大家都知道
[00:12:50.680 --> 00:12:52.680]  大衛最出名就是打倒哥利亞
[00:12:52.680 --> 00:12:56.680]  十七章就正正記載這個故事
[00:12:56.680 --> 00:12:57.680]  既然大家都比較熟
[00:12:57.680 --> 00:12:59.680]  我就很粗略地講講
[00:12:59.680 --> 00:13:02.680]  當時大衛還是在樹葉牧羊
[00:13:02.680 --> 00:13:05.680]  他幾個哥哥已經去幫素羅打仗
[00:13:05.680 --> 00:13:07.680]  菲律賓人在以色列人的旁邊
[00:13:07.680 --> 00:13:09.680]  經常來搞他們
[00:13:09.680 --> 00:13:11.680]  又來打仗
[00:13:11.680 --> 00:13:12.680]  這次來打仗
[00:13:12.680 --> 00:13:15.680]  他們找了一個很高大威猛的人
[00:13:15.680 --> 00:13:17.680]  我們香港有時候你走在街上
[00:13:17.680 --> 00:13:18.680]  看到很高的人
[00:13:18.680 --> 00:13:20.680]  你都會不敢
[00:13:20.680 --> 00:13:22.680]  劉穎的先生也很高
[00:13:22.680 --> 00:13:24.680]  但是他如果去到外國
[00:13:24.680 --> 00:13:25.680]  一點都不高
[00:13:25.680 --> 00:13:29.680]  你聽美國的籃球員打球就知道
[00:13:29.680 --> 00:13:31.680]  當時林書豪那些
[00:13:31.680 --> 00:13:32.680]  他都六尺多
[00:13:32.680 --> 00:13:36.680]  打籃球NBA那些矮小
[00:13:36.680 --> 00:13:38.680]  其他的都接近七尺
[00:13:38.680 --> 00:13:40.680]  很高大威猛
[00:13:40.680 --> 00:13:43.680]  這個哥利亞可能就會不敢
[00:13:43.680 --> 00:13:45.680]  是特別高大
[00:13:45.680 --> 00:13:47.680]  是一個巨人
[00:13:47.680 --> 00:13:49.680]  聖經見到他是一個巨人
[00:13:49.680 --> 00:13:50.680]  我們如果大家記得
[00:13:50.680 --> 00:13:52.680]  素羅上一次形容的時候
[00:13:52.680 --> 00:13:55.680]  他站在那裡已經比平常人高一個頭
[00:13:55.680 --> 00:13:57.680]  但是都沒有形容他是巨人
[00:13:57.680 --> 00:14:00.680]  這個哥利亞形容他是一個巨人
[00:14:00.680 --> 00:14:03.680]  其他人走過去就沒得打
[00:14:03.680 --> 00:14:06.680]  因為打仗我都是講體力
[00:14:06.680 --> 00:14:09.680]  高大那些東西
[00:14:09.680 --> 00:14:11.680]  以前的人打仗
[00:14:11.680 --> 00:14:13.680]  就站出來罵陣
[00:14:13.680 --> 00:14:16.680]  找一個最大那個走出來
[00:14:16.680 --> 00:14:19.680]  哪一個你們那邊出來打
[00:14:19.680 --> 00:14:21.680]  打贏那個就贏
[00:14:21.680 --> 00:14:23.680]  他站出來沒有人敢出去
[00:14:23.680 --> 00:14:27.680]  以色列人裡面沒有一個人敢出去
[00:14:27.680 --> 00:14:29.680]  素羅最高大威猛
[00:14:29.680 --> 00:14:30.680]  他都不出去
[00:14:30.680 --> 00:14:32.680]  他是王都不出去
[00:14:32.680 --> 00:14:34.680]  其他的兵都不出去
[00:14:34.680 --> 00:14:35.680]  正正在這個時候
[00:14:35.680 --> 00:14:37.680]  耶西就叫大衛
[00:14:37.680 --> 00:14:42.680]  兄弟在戰場那裡拿些東西給他們吃
[00:14:42.680 --> 00:14:44.680]  大衛很聽話
[00:14:44.680 --> 00:14:47.680]  去到的時候就聽到
[00:14:47.680 --> 00:14:49.680]  他們兩個講什麼
[00:14:49.680 --> 00:14:53.680]  我們看十七章二十六節
[00:15:04.680 --> 00:15:08.680]  大衛去到那個陣當中了解了情況
[00:15:08.680 --> 00:15:12.680]  見到飛利士人在那裡兩軍對峙
[00:15:12.680 --> 00:15:14.680]  就問一下什麼情況
[00:15:14.680 --> 00:15:15.680]  他就知道了
[00:15:15.680 --> 00:15:18.680]  以色列人他們彼此說
[00:15:18.680 --> 00:15:20.680]  這個上來的人你看不看到
[00:15:20.680 --> 00:15:22.680]  他上來要向以色列人罵陣
[00:15:22.680 --> 00:15:23.680]  若不能殺他的
[00:15:23.680 --> 00:15:25.680]  王必賞賜他大財
[00:15:25.680 --> 00:15:27.680]  將自己的女兒都給他為妻
[00:15:27.680 --> 00:15:31.680]  並且在以色列人中免他父家納娘當差
[00:15:31.680 --> 00:15:36.680]  非常之優厚的報酬
[00:15:36.680 --> 00:15:38.680]  大衛就問旁邊的人
[00:15:38.680 --> 00:15:40.680]  有人殺這個飛利士人
[00:15:40.680 --> 00:15:43.680]  除掉以色列人的羞恥怎樣代他
[00:15:43.680 --> 00:15:47.680]  大衛看這件事已經角度不同
[00:15:47.680 --> 00:15:50.680]  他不是說這麼豐厚的賞賜
[00:15:50.680 --> 00:15:53.680]  很好的機會有沒有人去
[00:15:53.680 --> 00:15:54.680]  他不是看這個
[00:15:54.680 --> 00:15:58.680]  他是看這些飛利士人來罵陣
[00:15:58.680 --> 00:16:02.680]  是被以色列人帶來羞恥恥辱
[00:16:02.680 --> 00:16:03.680]  他看到這個很大
[00:16:03.680 --> 00:16:06.680]  有沒有人出去殺這個飛利士人
[00:16:06.680 --> 00:16:09.680]  除掉以色列人的恥辱呢
[00:16:09.680 --> 00:16:10.680]  除掉以色列人的恥辱
[00:16:10.680 --> 00:16:12.680]  怎樣代他呢
[00:16:12.680 --> 00:16:15.680]  這個未受國禮的飛利士人是誰呢
[00:16:15.680 --> 00:16:17.680]  看到他們那個民族
[00:16:17.680 --> 00:16:19.680]  一個神揀選的民族
[00:16:19.680 --> 00:16:20.680]  有國禮在他們身上
[00:16:20.680 --> 00:16:21.680]  有神賜福
[00:16:21.680 --> 00:16:22.680]  有律法
[00:16:22.680 --> 00:16:25.680]  但是其他那些是未受國禮
[00:16:25.680 --> 00:16:28.680]  在神的約以外的外邦人
[00:16:28.680 --> 00:16:29.680]  在他們的概念裡面
[00:16:29.680 --> 00:16:34.680]  當時這些是污衊神不要的外邦人
[00:16:34.680 --> 00:16:39.680]  這個外邦人竟然來跟神的選民罵陣
[00:16:39.680 --> 00:16:41.680]  這個未受國禮的飛利士人是誰呢
[00:16:41.680 --> 00:16:47.680]  竟敢向永生神的軍隊罵陣
[00:16:47.680 --> 00:16:48.680]  大衛看到的就是
[00:16:48.680 --> 00:16:51.680]  我們這一班人是永生神的選民
[00:16:51.680 --> 00:16:53.680]  永生神的軍隊
[00:16:53.680 --> 00:16:55.680]  這個未受國禮的外邦人
[00:16:55.680 --> 00:16:57.680]  向永生神的軍隊罵陣
[00:16:57.680 --> 00:17:00.680]  他看到這個很重要
[00:17:00.680 --> 00:17:01.680]  明白嗎
[00:17:01.680 --> 00:17:02.680]  看到這個很重要
[00:17:02.680 --> 00:17:05.680]  所以他就問周圍的士兵
[00:17:05.680 --> 00:17:07.680]  這些問題
[00:17:07.680 --> 00:17:08.680]  那些士兵就回答他
[00:17:08.680 --> 00:17:10.680]  就說給他一個女兒嫁他
[00:17:10.680 --> 00:17:12.680]  又可以變男娘
[00:17:12.680 --> 00:17:14.680]  然後就跟那些兄弟見到面
[00:17:14.680 --> 00:17:16.680]  就有一些對話
[00:17:16.680 --> 00:17:18.680]  那些就跳過了他
[00:17:18.680 --> 00:17:21.680]  有人聽見大衛說得這麼威猛
[00:17:21.680 --> 00:17:22.680]  就告訴了訴羅
[00:17:22.680 --> 00:17:26.680]  就叫大衛來
