
[00:00:00.000 --> 00:00:07.880]  各位早晨 非常奇妙 沒有實體的交往
[00:02:37.660 --> 00:02:41.060]  都打不贏 他的武功多厲害
[00:02:41.060 --> 00:02:45.720]  煉了殘本 四個高手都打不贏
[00:02:45.720 --> 00:02:48.160]  後來另外一個主角任盈盈
[00:02:48.160 --> 00:02:51.040]  就是女主角聰明伶俐
[00:02:51.040 --> 00:02:58.500]  就想去整一下戀男楊延庭
[00:02:58.500 --> 00:03:04.000]  使東方不敗分心之下
[00:03:04.000 --> 00:03:07.300]  然後緊緊打贏
[00:03:07.300 --> 00:03:10.020]  我這樣想 這些都是虛構
[00:03:10.020 --> 00:03:12.220]  不要告訴我是第幾章第幾節
[00:03:12.220 --> 00:03:17.100]  聖經沒有記載的 只是預告成份
[00:03:17.100 --> 00:03:20.300]  東方不敗這麼厲害
[00:03:20.300 --> 00:03:25.480]  講一下笑 厲害的範圍去到哪裡
[00:03:25.480 --> 00:03:31.220]  都是東方 都會被人打敗
[00:03:31.220 --> 00:03:35.040]  但我今天想和大家講一些敬拜上帝的過程
[00:03:35.040 --> 00:03:40.280]  在崇拜裡面 再重溫耶穌的厲害
[00:03:40.280 --> 00:03:43.180]  耶穌比東方不敗還厲害
[00:03:43.180 --> 00:03:46.180]  東方不敗最厲害就是臥在東方
[00:03:46.180 --> 00:03:48.320]  話事於東方
[00:03:48.320 --> 00:03:50.980]  我們的耶穌 你記住這個
[00:03:50.980 --> 00:03:53.940]  是什麼耶穌?
[00:03:53.940 --> 00:03:56.300]  萬方不敗的耶穌
[00:03:56.300 --> 00:04:00.080]  很厲害的 很厲害
[00:04:00.080 --> 00:04:02.540]  在剛才讀的經文《希伯來書》裡面
[00:04:02.540 --> 00:04:05.520]  主要就是說 祂為什麼這麼厲害
[00:04:05.520 --> 00:04:09.420]  因為祂是神 又是人
[00:04:09.420 --> 00:04:13.280]  完全是神 又完全是人
[00:04:13.280 --> 00:04:15.420]  當然在我們的邏輯層面裡面
[00:04:15.420 --> 00:04:17.960]  是不能夠完全理解的
[00:04:17.960 --> 00:04:23.020]  也都合理的 因為關於上帝的整體的知識
[00:04:23.020 --> 00:04:25.740]  是遠超過我們的頭腦
[00:04:25.740 --> 00:04:30.980]  包括邏輯 能夠思想透的
[00:04:30.980 --> 00:04:35.480]  不過暫時我們要接受自己的思想有限
[00:04:35.480 --> 00:04:38.180]  同時接受這個聖經裡面講的一件事
[00:04:38.180 --> 00:04:44.140]  就是耶穌是完全的神 又是完全的人
[00:04:44.140 --> 00:04:46.520]  所以祂很厲害
[00:04:46.520 --> 00:04:47.700]  我們今天就看看
[00:04:47.700 --> 00:04:52.000]  如果祂是完全神 完全人的耶穌這麼厲害
[00:04:52.000 --> 00:04:55.460]  對我們有什麼意義呢?
[00:04:55.460 --> 00:04:56.820]  我們自己信了耶穌之後
[00:04:56.820 --> 00:05:00.020]  就說耶穌最好了 上帝最厲害了
[00:05:00.020 --> 00:05:02.880]  樣樣都是又愛護我們 又有能力愛護
[00:05:02.880 --> 00:05:06.660]  又明白我們 又能夠幫助我們
[00:05:06.660 --> 00:05:09.000]  講就是這樣講
[00:05:09.000 --> 00:05:13.520]  今天讓我們重新一次溫習一下
[00:05:13.520 --> 00:05:15.640]  聖經的教導 聖經的聖名
[00:05:15.640 --> 00:05:22.200]  所感動人所寫出來關於上帝 關於耶穌
[00:05:22.200 --> 00:05:23.700]  以致我們明白上帝
[00:05:23.700 --> 00:05:25.660]  所以今天就看看
[00:05:25.660 --> 00:05:28.160]  耶穌是這麼厲害的話
[00:05:28.160 --> 00:05:29.840]  祂對我們有什麼意義呢?
[00:05:29.840 --> 00:05:35.880]  剛才我講的聖經的譯本差不多一樣這麼好
[00:05:35.880 --> 00:05:38.600]  這個譯本裡面就說
[00:05:38.600 --> 00:05:43.120]  我們既有一位已經升入高天尊名的大祭司
[00:05:43.120 --> 00:05:46.400]  就是神的兒子耶穌
[00:05:46.400 --> 00:05:49.500]  便當持定所承認的道
[00:05:49.500 --> 00:05:52.840]  這個是上帝升到至高
[00:05:52.840 --> 00:05:55.640]  如果真是上帝升到至高
[00:05:55.640 --> 00:06:00.760]  從死裡面復活戰勝一切的黑暗與權勢的話
[00:06:00.760 --> 00:06:04.400]  便當持守所承認的道
[00:06:04.400 --> 00:06:08.640]  上帝 耶穌是完全的上帝
[00:06:08.640 --> 00:06:12.520]  因我們的大祭司並非不能體恤我們的軟弱
[00:06:12.520 --> 00:06:15.400]  他也曾凡事受過試探與我們一樣
[00:06:15.400 --> 00:06:17.080]  只是他沒有犯罪
[00:06:17.080 --> 00:06:19.720]  這裡清晰的可以說
[00:06:19.720 --> 00:06:22.480]  耶穌另外一個方面
[00:06:22.480 --> 00:06:29.480]  祂完全是人用人性去面對世間的試探
[00:06:29.480 --> 00:06:35.760]  是有機會甚至叫祂離開天父上帝的道
[00:06:35.760 --> 00:06:38.280]  但是祂用人的身份
[00:06:38.280 --> 00:06:41.440]  完全有軟弱、完全有危機
[00:06:41.440 --> 00:06:44.280]  完全有失敗的危機的人
[00:06:44.280 --> 00:06:48.360]  靠著上帝經過又戰勝
[00:06:48.360 --> 00:06:49.880]  祂是完全的人
[00:06:49.880 --> 00:06:53.360]  祂是完全的神又是完全的人
[00:06:53.360 --> 00:06:56.640]  所以總括來說
[00:06:56.640 --> 00:07:01.680]  有什麼我們不可以依靠上帝來親近上帝、親近耶穌呢?
[00:07:01.680 --> 00:07:04.640]  我們只管坦然無懼
[00:07:04.640 --> 00:07:07.200]  來到施恩的寶座前
[00:07:07.200 --> 00:07:09.880]  為要得廉恤蒙恩
[00:07:09.880 --> 00:07:11.520]  為作隨時的幫助
[00:07:11.520 --> 00:07:14.520]  這個大體上就是今天的經文
[00:07:14.520 --> 00:07:17.840]  有三方面對我們的異議
[00:07:17.840 --> 00:07:19.840]  第一方面
[00:07:19.840 --> 00:07:27.000]  耶穌指導我們萬道能馳
[00:07:27.000 --> 00:07:30.880]  祂所給予所有的指引
[00:07:30.880 --> 00:07:35.680]  不只是高談闊論
[00:07:35.680 --> 00:07:39.360]  而是這個指引
[00:07:39.360 --> 00:07:41.360]  是幸福的指引
[00:07:41.360 --> 00:07:43.360]  是一定行得到的
[00:07:43.360 --> 00:07:45.360]  一定持守得到的
[00:07:45.360 --> 00:07:48.560]  我們去看一下這裡
[00:07:48.560 --> 00:07:50.560]  第十四節那裡說
[00:07:50.560 --> 00:07:52.080]  祂升到最高
[00:07:52.080 --> 00:07:54.080]  是尊榮的大祭司
[00:07:54.080 --> 00:07:56.080]  是神人當中的宗寶
[00:07:56.080 --> 00:07:58.080]  保證我們是行得通的
[00:07:58.080 --> 00:08:00.080]  推薦我們是行得通的
[00:08:00.080 --> 00:08:02.080]  為什麼這麼行得通?
[00:08:02.080 --> 00:08:07.440]  因為祂已經在地上戰勝死亡、戰勝罪惡、戰勝黑暗
[00:08:07.440 --> 00:08:09.440]  現在升到最高的天上
[00:08:09.440 --> 00:08:11.440]  就是神的兒子了
[00:08:11.440 --> 00:08:15.440]  現在已經在高天之上了
[00:08:15.440 --> 00:08:17.440]  經過了所有的東西
[00:08:17.440 --> 00:08:19.440]  又戰勝了
[00:08:19.440 --> 00:08:21.440]  打贏了
[00:08:21.440 --> 00:08:23.440]  現在在最高之上
[00:08:23.440 --> 00:08:25.440]  沒有一個更高的了
[00:08:25.440 --> 00:08:27.440]  祂說了算
[00:08:27.440 --> 00:08:31.440]  但這個不只是知識
[00:08:31.440 --> 00:08:33.440]  還是有一個
[00:08:33.440 --> 00:08:35.440]  的意識
[00:08:35.440 --> 00:08:39.440]  我們便當持守
[00:08:39.440 --> 00:08:41.440]  所承認的道
[00:08:41.440 --> 00:08:45.440]  祂升到最高
[00:08:45.440 --> 00:08:47.440]  戰勝、打贏、戰勝、說了算
[00:08:47.440 --> 00:08:49.440]  今天仍然說了算
[00:08:49.440 --> 00:08:51.440]  是一個描述
[00:08:51.440 --> 00:08:53.440]  知識
[00:08:53.440 --> 00:08:55.440]  Descriptive
[00:08:55.440 --> 00:08:57.440]  Description
[00:08:57.440 --> 00:08:59.440]  Description
[00:08:59.440 --> 00:09:01.440]  然後接著說
[00:09:01.440 --> 00:09:03.440]  那是什麼意思呢?
[00:09:03.440 --> 00:09:05.440]  Implication
[00:09:05.440 --> 00:09:07.440]  Prescription
[00:09:07.440 --> 00:09:09.440]  醫生開一張藥方
[00:09:09.440 --> 00:09:11.440]  你有頭暈身痛
[00:09:11.440 --> 00:09:13.440]  我開一些退燒藥給你吃
[00:09:13.440 --> 00:09:15.440]  頭暈身痛
[00:09:15.440 --> 00:09:17.440]  你有疾病
[00:09:17.440 --> 00:09:19.440]  你要知道的
[00:09:19.440 --> 00:09:21.440]  是Descriptive
[00:09:21.440 --> 00:09:23.440]  吃一些對的藥
[00:09:23.440 --> 00:09:25.440]  退燒藥
[00:09:25.440 --> 00:09:27.440]  是Prescription
[00:09:27.440 --> 00:09:29.440]  所以是一個
[00:09:29.440 --> 00:09:31.440]  我們去做這件事
[00:09:31.440 --> 00:09:33.440]  指引
[00:09:33.440 --> 00:09:35.440]  如果耶穌真的這麼厲害
[00:09:35.440 --> 00:09:37.440]  已經在高戰之上
[00:09:37.440 --> 00:09:39.440]  的話
[00:09:39.440 --> 00:09:41.440]  我們就應當是命令
[00:09:41.440 --> 00:09:43.440]  來的
[00:09:43.440 --> 00:09:45.440]  持定所承認的道
[00:09:45.440 --> 00:09:47.440]  由心底裡的價值觀
[00:09:47.440 --> 00:09:49.440]  去到生活行為
[00:09:49.440 --> 00:09:51.440]  的指引
[00:09:51.440 --> 00:09:53.440]  一定可以的
[00:09:53.440 --> 00:09:55.440]  因為耶穌是神
[00:09:55.440 --> 00:09:57.440]  大祭司
[00:09:57.440 --> 00:09:59.440]  就是神和人中間
[00:09:59.440 --> 00:10:01.440]  的
[00:10:01.440 --> 00:10:03.440]  保證人
[00:10:05.440 --> 00:10:07.440]  保證我們可以
[00:10:07.440 --> 00:10:11.440]  我在
[00:10:11.440 --> 00:10:13.440]  讀這個
[00:10:13.440 --> 00:10:15.440]  應該是讀
[00:10:15.440 --> 00:10:17.440]  中學大學的期間
[00:10:17.440 --> 00:10:19.440]  差不多畢業
[00:10:19.440 --> 00:10:21.440]  很多年前
[00:10:21.440 --> 00:10:23.440]  收到一封信
[00:10:23.440 --> 00:10:25.440]  是美國運通的
[00:10:25.440 --> 00:10:27.440]  信用卡
[00:10:27.440 --> 00:10:29.440]  綠色的
[00:10:29.440 --> 00:10:31.440]  當時也算是身份的象徵
[00:10:31.440 --> 00:10:33.440]  因為信用卡
[00:10:33.440 --> 00:10:35.440]  不是一個普通學生去申請的
[00:10:35.440 --> 00:10:37.440]  當年不要說多少年了
[00:10:37.440 --> 00:10:39.440]  很多很多很多年前
[00:10:39.440 --> 00:10:41.440]  還是
[00:10:41.440 --> 00:10:43.440]  美國運通的AE
[00:10:43.440 --> 00:10:45.440]  American Express
[00:10:45.440 --> 00:10:47.440]  也是少有的
[00:10:47.440 --> 00:10:49.440]  寫來說你真是一個好人
[00:10:49.440 --> 00:10:51.440]  我們很想要你去申請
[00:10:51.440 --> 00:10:53.440]  我很開心去試一下
[00:10:53.440 --> 00:10:55.440]  誰知道
[00:10:55.440 --> 00:10:57.440]  申請進去他說原來你沒有收入的
[00:10:57.440 --> 00:10:59.440]  我差點想說
[00:10:59.440 --> 00:11:01.440]  你明知道我沒有收入的
[00:11:01.440 --> 00:11:03.440]  他就要一個
[00:11:03.440 --> 00:11:05.440]  保證人
[00:11:05.440 --> 00:11:09.440]  我就找團體的
[00:11:09.440 --> 00:11:11.440]  導師和我簽
[00:11:11.440 --> 00:11:13.440]  團體導師很多的工作
[00:11:13.440 --> 00:11:15.440]  很多的責任
[00:11:15.440 --> 00:11:17.440]  什麼叫保證人
[00:11:17.440 --> 00:11:19.440]  當我還不到的時候
[00:11:19.440 --> 00:11:21.440]  他簽了保證
[00:11:21.440 --> 00:11:23.440]  公司可以再去還
[00:11:23.440 --> 00:11:27.440]  他更有能力
[00:11:27.440 --> 00:11:29.440]  他有工作有經濟
[00:11:29.440 --> 00:11:31.440]  所有的能力可以還
[00:11:31.440 --> 00:11:33.440]  所以保證人
[00:11:33.440 --> 00:11:35.440]  中間保證
[00:11:35.440 --> 00:11:37.440]  在上帝面前保證人
[00:11:37.440 --> 00:11:39.440]  我們不
[00:11:39.440 --> 00:11:41.440]  這個耶穌
[00:11:41.440 --> 00:11:43.440]  今天已經成功了已經升在天上
[00:11:43.440 --> 00:11:45.440]  如果上帝
[00:11:45.440 --> 00:11:47.440]  神的兒子耶穌已經做了
[00:11:47.440 --> 00:11:49.440]  叫我們放心
[00:11:49.440 --> 00:11:51.440]  有什麼他幫我們不到
[00:11:51.440 --> 00:11:53.440]  行在道理當中
[00:11:53.440 --> 00:11:55.440]  他所叫我們
[00:11:55.440 --> 00:11:57.440]  任何的事
[00:11:57.440 --> 00:11:59.440]  他的指引
[00:11:59.440 --> 00:12:01.440]  沒有一樣東西叫我們灰心
[00:12:01.440 --> 00:12:03.440]  太難了
[00:12:03.440 --> 00:12:05.440]  你的壓我不能負
[00:12:05.440 --> 00:12:07.440]  太重了
[00:12:07.440 --> 00:12:09.440]  耶穌說不是
[00:12:09.440 --> 00:12:11.440]  我的指引全部為你好
[00:12:11.440 --> 00:12:13.440]  不單止為你好
[00:12:13.440 --> 00:12:15.440]  是不是沒有挑戰?有挑戰
[00:12:15.440 --> 00:12:17.440]  耶穌都有挑戰的
[00:12:17.440 --> 00:12:19.440]  耶穌都面對挑戰的
[00:12:19.440 --> 00:12:21.440]  耶穌都面對受苦的
[00:12:21.440 --> 00:12:23.440]  行得定的
[00:12:23.440 --> 00:12:25.440]  行得定的
[00:12:25.440 --> 00:12:27.440]  保證你得
[00:12:27.440 --> 00:12:29.440]  所以今天我們有適當的
[00:12:29.440 --> 00:12:31.440]  放心
[00:12:31.440 --> 00:12:33.440]  有相應的行為
[00:12:33.440 --> 00:12:35.440]  因為耶穌已經
[00:12:35.440 --> 00:12:37.440]  升在天上
[00:12:37.440 --> 00:12:39.440]  升到至高的天上
[00:12:39.440 --> 00:12:41.440]  中天之上
[00:12:41.440 --> 00:12:43.440]  所有的天之上
[00:12:43.440 --> 00:12:45.440]  畢竟
[00:12:45.440 --> 00:12:47.440]  至高無上
[00:12:47.440 --> 00:12:49.440]  所有能力
[00:12:49.440 --> 00:12:51.440]  他所指引我們幸福的道路一定行得通
[00:12:51.440 --> 00:12:53.440]  所以起碼
[00:12:53.440 --> 00:12:55.440]  雖然我欣賞
[00:12:55.440 --> 00:12:57.440]  金庸的小說
[00:12:57.440 --> 00:12:59.440]  但是有一句說話
[00:12:59.440 --> 00:13:01.440]  不是很適合聖經的原則
[00:13:01.440 --> 00:13:03.440]  就叫做
[00:13:03.440 --> 00:13:05.440]  人在江湖
[00:13:05.440 --> 00:13:07.440]  身不由己
[00:13:07.440 --> 00:13:09.440]  是不對的
[00:13:09.440 --> 00:13:11.440]  你當娛樂看好了
[00:13:11.440 --> 00:13:13.440]  不要相信這是真理
[00:13:13.440 --> 00:13:15.440]  人在江湖
[00:13:15.440 --> 00:13:17.440]  人人當然在江湖
[00:13:17.440 --> 00:13:19.440]  怎會身不由己有耶穌的指引
[00:13:19.440 --> 00:13:21.440]  耶穌說一定行得通
[00:13:21.440 --> 00:13:23.440]  不要責怪環境
[00:13:23.440 --> 00:13:25.440]  不要責怪壓力
[00:13:25.440 --> 00:13:27.440]  不要責怪自己的脾氣
[00:13:27.440 --> 00:13:29.440]  我是會這樣生氣的
[00:13:29.440 --> 00:13:31.440]  你按了我的按鈕我就會生氣
[00:13:31.440 --> 00:13:33.440]  所以不關我的事
[00:13:33.440 --> 00:13:35.440]  然後就說
[00:13:35.440 --> 00:13:37.440]  完全是你自己的責任
[00:13:37.440 --> 00:13:39.440]  你自己的範圍
[00:13:39.440 --> 00:13:41.440]  你自己的脾氣
[00:13:41.440 --> 00:13:43.440]  你自己的言語
[00:13:43.440 --> 00:13:45.440]  講良善的說話
[00:13:45.440 --> 00:13:47.440]  講建設的說話
[00:13:47.440 --> 00:13:49.440]  講惡毒的說話
[00:13:49.440 --> 00:13:51.440]  完全是我們的範圍與責任
[00:13:51.440 --> 00:13:53.440]  但是
[00:13:53.440 --> 00:13:55.440]  在這個經文裡說
[00:13:55.440 --> 00:13:57.440]  因為耶穌是完全的上帝
[00:13:57.440 --> 00:13:59.440]  所以一定有能力
[00:13:59.440 --> 00:14:01.440]  去保證你行得通
[00:14:01.440 --> 00:14:05.440]  你可以說
[00:14:05.440 --> 00:14:07.440]  你怎樣證明
[00:14:07.440 --> 00:14:09.440]  如果今天我能夠證明給你看
[00:14:09.440 --> 00:14:11.440]  你千萬不要相信
[00:14:11.440 --> 00:14:13.440]  上帝是這麼小的嗎?
[00:14:13.440 --> 00:14:15.440]  我講兩句就證明給你聽了嗎?
[00:14:15.440 --> 00:14:17.440]  去經歷一下
[00:14:17.440 --> 00:14:19.440]  這條道路
[00:14:19.440 --> 00:14:21.440]  從小開始
[00:14:21.440 --> 00:14:23.440]  但是如果你真的
[00:14:23.440 --> 00:14:25.440]  信耶穌是主
[00:14:25.440 --> 00:14:29.440]  耶穌真的身在至高之上
[00:14:29.440 --> 00:14:31.440]  是眾天之上
[00:14:31.440 --> 00:14:35.440]  你應該有相應的行為
[00:14:35.440 --> 00:14:37.440]  有喜樂有放心
[00:14:37.440 --> 00:14:39.440]  不用這麼容易
[00:14:39.440 --> 00:14:41.440]  激氣不用這麼容易
[00:14:41.440 --> 00:14:43.440]  憂鬱
[00:14:45.440 --> 00:14:47.440]  大概一年前
[00:14:47.440 --> 00:14:49.440]  我記得
[00:14:49.440 --> 00:14:51.440]  在佐敦和尖沙咀之間
[00:14:51.440 --> 00:14:53.440]  山林道那條街
[00:14:53.440 --> 00:14:55.440]  很奇怪的
[00:14:55.440 --> 00:14:57.440]  短短的一條滾頭巷
[00:14:57.440 --> 00:14:59.440]  有很多食肆
[00:14:59.440 --> 00:15:01.440]  有很多黑社會的活動
[00:15:01.440 --> 00:15:03.440]  又有酒樓
[00:15:03.440 --> 00:15:05.440]  不是酒樓
[00:15:05.440 --> 00:15:07.440]  酒吧
[00:15:07.440 --> 00:15:09.440]  又有其他娛樂場所
[00:15:09.440 --> 00:15:11.440]  不知怎樣
[00:15:11.440 --> 00:15:13.440]  與警察
[00:15:13.440 --> 00:15:15.440]  其實一出彌敦道
[00:15:15.440 --> 00:15:17.440]  對面就是警察局
[00:15:17.440 --> 00:15:19.440]  不知道他得罪了
[00:15:19.440 --> 00:15:21.440]  哪一隊警察
[00:15:21.440 --> 00:15:23.440]  和他的磨擦
[00:15:23.440 --> 00:15:25.440]  結果是怎樣
[00:15:25.440 --> 00:15:27.440]  其他警察
[00:15:27.440 --> 00:15:29.440]  掃場
[00:15:29.440 --> 00:15:31.440]  場也不是
[00:15:31.440 --> 00:15:33.440]  完全清白合法
[00:15:33.440 --> 00:15:35.440]  灰色地帶等等
[00:15:35.440 --> 00:15:37.440]  不要說你不合法
[00:15:37.440 --> 00:15:39.440]  不要這樣說
[00:15:39.440 --> 00:15:41.440]  灰色地帶等等
[00:15:41.440 --> 00:15:43.440]  然後
[00:15:43.440 --> 00:15:45.440]  看見很多
[00:15:45.440 --> 00:15:47.440]  那幾棟樓宇
[00:15:47.440 --> 00:15:49.440]  又要招租
[00:15:49.440 --> 00:15:51.440]  因為他都要搬走
[00:15:51.440 --> 00:15:53.440]  沒得搵食
[00:15:53.440 --> 00:15:55.440]  然後警察
[00:15:55.440 --> 00:15:57.440]  給我看是高調處理
[00:15:57.440 --> 00:15:59.440]  常常都可以
[00:15:59.440 --> 00:16:01.440]  豬籠車等在那條街
[00:16:01.440 --> 00:16:03.440]  平時
[00:16:03.440 --> 00:16:05.440]  非法泊車全部泊滿
[00:16:05.440 --> 00:16:07.440]  外探人
[00:16:07.440 --> 00:16:09.440]  都無位泊
[00:16:09.440 --> 00:16:11.440]  很難停
[00:16:11.440 --> 00:16:13.440]  那天
[00:16:13.440 --> 00:16:15.440]  很多位
[00:16:15.440 --> 00:16:17.440]  不過
[00:16:17.440 --> 00:16:19.440]  咪錶位泊滿
[00:16:19.440 --> 00:16:21.440]  旁邊有些非法可以停
[00:16:21.440 --> 00:16:23.440]  可以停在那裏
[00:16:23.440 --> 00:16:25.440]  但我停不停
[00:16:25.440 --> 00:16:27.440]  當然不停
[00:16:27.440 --> 00:16:29.440]  豬籠車都停在那裏
[00:16:29.440 --> 00:16:31.440]  警車都停在那裏
[00:16:31.440 --> 00:16:33.440]  即是明停在那裏明招人
[00:16:33.440 --> 00:16:35.440]  有警察在那裏
[00:16:35.440 --> 00:16:37.440]  看著你再非法泊車
[00:16:37.440 --> 00:16:39.440]  就給你一張告票
[00:16:39.440 --> 00:16:41.440]  不是很多錢
[00:16:41.440 --> 00:16:43.440]  一張320元
[00:16:43.440 --> 00:16:45.440]  一日不知道他抄多少張
[00:16:45.440 --> 00:16:47.440]  一張320元
[00:16:47.440 --> 00:16:49.440]  我相信
[00:16:49.440 --> 00:16:51.440]  這輛警車在那裏
[00:16:51.440 --> 00:16:53.440]  有可能給我一張
[00:16:53.440 --> 00:16:55.440]  牛肉乾罰我320元
[00:16:55.440 --> 00:16:57.440]  因為這樣的
[00:16:57.440 --> 00:16:59.440]  信念真相信
[00:16:59.440 --> 00:17:01.440]  所有相應的行為
[00:17:01.440 --> 00:17:03.440]  乖乖地那天不要非法泊車
[00:17:03.440 --> 00:17:05.440]  在那裏
[00:17:07.440 --> 00:17:09.440]  你相信上帝
[00:17:09.440 --> 00:17:11.440]  你相信耶穌已經
[00:17:11.440 --> 00:17:13.440]  升在高天之上
[00:17:13.440 --> 00:17:15.440]  作主作王嗎
[00:17:15.440 --> 00:17:17.440]  你相信耶穌是完全的上帝嗎
[00:17:17.440 --> 00:17:19.440]  如果你相信的話
[00:17:19.440 --> 00:17:21.440]  你就相信
[00:17:21.440 --> 00:17:23.440]  萬道能馳
[00:17:23.440 --> 00:17:25.440]  可以馳首
[00:17:25.440 --> 00:17:27.440]  所以放心
[00:17:27.440 --> 00:17:29.440]  行十字架的道路
[00:17:29.440 --> 00:17:31.440]  放心行耶穌的道路
[00:17:31.440 --> 00:17:35.440]  耶穌不單是完全的神
[00:17:35.440 --> 00:17:37.440]  祂還是完全的人
[00:17:37.440 --> 00:17:41.440]  完全的神
[00:17:41.440 --> 00:17:43.440]  讓我們有放心去馳首這個道理
[00:17:43.440 --> 00:17:47.440]  接著我說的那件事
[00:17:47.440 --> 00:17:49.440]  他說耶穌是完全的人
[00:17:49.440 --> 00:17:51.440]  用人性
[00:17:51.440 --> 00:17:53.440]  用完全的人性
[00:17:53.440 --> 00:17:55.440]  去經歷地上的苦難
[00:17:55.440 --> 00:17:57.440]  與人有
[00:17:57.440 --> 00:17:59.440]  試探
[00:17:59.440 --> 00:18:01.440]  有實際失敗
[00:18:01.440 --> 00:18:03.440]  的可能
[00:18:03.440 --> 00:18:05.440]  而祂沒有
[00:18:05.440 --> 00:18:07.440]  祂這個經歷
[00:18:07.440 --> 00:18:09.440]  告訴我們
[00:18:09.440 --> 00:18:11.440]  第二點
[00:18:11.440 --> 00:18:13.440]  今天要說另外一張的片
[00:18:13.440 --> 00:18:15.440]  就是說
[00:18:15.440 --> 00:18:17.440]  使到我們
[00:18:17.440 --> 00:18:19.440]  萬罪能勝
[00:18:19.440 --> 00:18:23.440]  做人可能
[00:18:23.440 --> 00:18:25.440]  都有偶爾失敗的
[00:18:25.440 --> 00:18:27.440]  但不是注定失敗
[00:18:27.440 --> 00:18:29.440]  我們要明白這一點
[00:18:29.440 --> 00:18:31.440]  偶爾失腳
[00:18:31.440 --> 00:18:33.440]  千萬不要覺得這是常規
[00:18:33.440 --> 00:18:35.440]  以致我們覺得
[00:18:35.440 --> 00:18:37.440]  我失望
[00:18:37.440 --> 00:18:39.440]  我就是不能夠戰勝
[00:18:39.440 --> 00:18:41.440]  這個罪惡
[00:18:41.440 --> 00:18:43.440]  我是差一點
[00:18:43.440 --> 00:18:45.440]  如果其他人信耶穌就會好一點
[00:18:45.440 --> 00:18:47.440]  我信就不是很行
[00:18:47.440 --> 00:18:51.440]  我一定要犯罪
[00:18:51.440 --> 00:18:55.440]  在這段經文
[00:18:55.440 --> 00:18:57.440]  聖靈感動昔日寫希伯來書的作者
[00:18:57.440 --> 00:18:59.440]  告訴昔日的讀者
[00:18:59.440 --> 00:19:01.440]  不是的
[00:19:01.440 --> 00:19:03.440]  罪不是必然
[00:19:03.440 --> 00:19:05.440]  要犯的
[00:19:05.440 --> 00:19:07.440]  不是試探
[00:19:07.440 --> 00:19:09.440]  不是必然失敗的
[00:19:09.440 --> 00:19:11.440]  這個訊息
[00:19:11.440 --> 00:19:13.440]  今天聖靈對我們每一個敬拜上帝的人
[00:19:13.440 --> 00:19:15.440]  說這句話
[00:19:15.440 --> 00:19:17.440]  我們看回張溫澤
[00:19:17.440 --> 00:19:19.440]  剛才第十五節那裡說
