
[00:00:00.000 --> 00:00:03.200]  我相信大部分的成年人都記得
[00:04:35.480 --> 00:04:38.480]  這個就是債血償的規例
[00:04:38.480 --> 00:04:43.480]  目的是爲了維持公義 叫無辜的血不至白流
[00:04:43.480 --> 00:04:49.480]  但其實上帝不僅僅做到這樣 上帝是公義
[00:04:49.480 --> 00:04:53.480]  但他沒有停在公義 血債血償那裏
[00:04:53.480 --> 00:04:59.480]  他還建立了一個祕爛城 或者叫屠城
[00:04:59.480 --> 00:05:02.480]  剛纔Peter和我們讀這段經文
[00:05:02.480 --> 00:05:09.480]  說到祕爛城 和合本叫屠城 屠跑的屠
[00:05:09.480 --> 00:05:16.480]  本來祕爛城 上帝設立了這個祕爛城
[00:05:16.480 --> 00:05:23.480]  叫那些犯了誤殺的 誤國耳殺了的人可以逃生
[00:05:23.480 --> 00:05:28.480]  這個祕爛城的設立 我們剛剛讀過一些
[00:05:28.480 --> 00:05:30.480]  今天我要和大家思想一下
[00:05:30.480 --> 00:05:34.480]  這個祕爛城對於新約的你和我有沒有什麼關係呢
[00:05:34.480 --> 00:05:37.480]  其實有很深切的關係
[00:05:37.480 --> 00:05:42.480]  今天你會看到上帝舊約裏面的記載
[00:05:42.480 --> 00:05:46.480]  其實對新約都仍然非常適用
[00:05:46.480 --> 00:05:49.480]  我記得我在一間神學院教 現在都在教
[00:05:49.480 --> 00:05:52.480]  每年都教一科 叫做識經學
[00:05:52.480 --> 00:05:58.480]  其中一項問題就是舊約所講的
[00:05:58.480 --> 00:06:03.480]  對新約的信徒有沒有作用呢 有沒有聯繫呢
[00:06:03.480 --> 00:06:07.480]  答案是有的 這個叫做continuity
[00:06:07.480 --> 00:06:12.480]  有些神學家提倡沒有的 叫discontinuous
[00:06:12.480 --> 00:06:18.480]  其實正確的解釋方法 你看舊約有益處
[00:06:18.480 --> 00:06:21.480]  因爲其實很多東西是指向新約的
[00:06:21.480 --> 00:06:24.480]  今天你會看到那個奇妙
[00:06:24.480 --> 00:06:36.480]  講這個祕爛城之前 我們首先要看看上帝帶領以色列人出埃及
[00:06:36.480 --> 00:06:41.480]  是怎樣把地分給12個支派 大家都有份
[00:06:41.480 --> 00:06:46.480]  但是唯獨其中一個支派利眉是沒有的
[00:06:46.480 --> 00:06:48.480]  沒有一塊自己的地
[00:06:48.480 --> 00:06:51.480]  你看到圖片上很多不同的顏色
[00:06:51.480 --> 00:06:56.480]  11個支派不見了利眉 爲什麼呢
[00:06:56.480 --> 00:07:01.480]  因爲上帝在約斯亞記13章33節說
[00:07:01.480 --> 00:07:06.480]  我是利眉之派 摩西卻沒有把產業分給他們
[00:07:06.480 --> 00:07:13.480]  因爲耶和華以色列的神就是他們的產業
[00:07:13.480 --> 00:07:16.480]  正如耶和華對他們所說的
[00:07:16.480 --> 00:07:19.480]  你不需要產業 我就是你的產業
[00:07:19.480 --> 00:07:23.480]  上帝沒有把一塊地分給利眉人
[00:07:23.480 --> 00:07:27.480]  但是其實他有些東西給她的
[00:07:27.480 --> 00:07:32.480]  有時候在這一點跟大家分享
[00:07:32.480 --> 00:07:36.480]  有些人在你的生命裏覺得自己有些缺陷
[00:07:36.480 --> 00:07:38.480]  爲什麼別人有份好工作我沒有
[00:07:38.480 --> 00:07:40.480]  爲什麼別人有房子我沒有
[00:07:40.480 --> 00:07:42.480]  爲什麼別人有錢我沒有
[00:07:42.480 --> 00:07:45.480]  爲什麼別人有好的姻緣我沒有
[00:07:45.480 --> 00:07:49.480]  是不是其實沒有呢 其實不是
[00:07:49.480 --> 00:07:53.480]  其實是上帝說這些東西你不需要擔心
[00:07:53.480 --> 00:07:58.480]  我就是你的產業 你有我就有一切
[00:07:58.480 --> 00:08:01.480]  你有上帝 you got everything
[00:08:01.480 --> 00:08:05.480]  所以今天利眉人是侍奉上帝的人
[00:08:05.480 --> 00:08:08.480]  所以上帝不給他們一塊地
[00:08:08.480 --> 00:08:13.480]  但其實上帝給了他們48個城市
[00:08:13.480 --> 00:08:16.480]  分佈在以色列不同的地方
[00:08:16.480 --> 00:08:20.480]  其中6個就成爲避難城
[00:08:20.480 --> 00:08:24.480]  英文叫Cities of Ravage 避難城
[00:08:24.480 --> 00:08:29.480]  48個城市和附近的郊區給利眉人
[00:08:29.480 --> 00:08:32.480]  讓他們可以在不同的支派裏面
[00:08:32.480 --> 00:08:35.480]  服侍照顧侍奉神
[00:08:35.480 --> 00:08:40.480]  而其中6個就是避難城
[00:08:40.480 --> 00:08:47.480]  這些避難城有些特別的意思在裏面
[00:08:47.480 --> 00:08:52.480]  它有幾個特別的意思
[00:08:52.480 --> 00:08:55.480]  第一 避難城是上帝自己選擇的
[00:08:55.480 --> 00:08:57.480]  不是利眉人自己選擇的
[00:08:57.480 --> 00:09:00.480]  有3個在約旦河的東邊
[00:09:00.480 --> 00:09:03.480]  有3個在約旦河的西邊
[00:09:03.480 --> 00:09:09.480]  第二 這6個城市的名稱都有深遠的意義
[00:09:09.480 --> 00:09:13.480]  例如基底斯的意思就是聖地
[00:09:13.480 --> 00:09:16.480]  字劍就是堅搏
[00:09:16.480 --> 00:09:19.480]  希伯倫就是連結
[00:09:19.480 --> 00:09:21.480]  彼色就是保障
[00:09:21.480 --> 00:09:23.480]  拉末就是清縱
[00:09:23.480 --> 00:09:26.480]  多拿就是分開的意思
[00:09:26.480 --> 00:09:31.480]  第三 避難城就在山上高的地方
[00:09:31.480 --> 00:09:33.480]  遠處都看到
[00:09:33.480 --> 00:09:37.480]  而且城牆用白色的石灰石造成
[00:09:37.480 --> 00:09:43.480]  無論白晝夜晚都會發光遠處都看到
[00:09:43.480 --> 00:09:46.480]  你去找避難城是容易找到的
[00:09:46.480 --> 00:09:52.480]  第四 以色列全國都有通到避難城的功勞
[00:09:52.480 --> 00:09:58.480]  而且有很大的目標寫着 避難 避難
[00:09:58.480 --> 00:10:02.480]  如果你找避難城就應該不會迷失的
[00:10:02.480 --> 00:10:08.480]  第五 城牆無論黑夜白晝都開門不關閉
[00:10:08.480 --> 00:10:11.480]  方便逃犯進來
[00:10:11.480 --> 00:10:18.480]  這個避難城設計特別之外
[00:10:18.480 --> 00:10:20.480]  它的管理都有特別安排
[00:10:20.480 --> 00:10:25.480]  避難城或者屠城只是保護誤殺的人
[00:10:25.480 --> 00:10:28.480]  如果是蓄意謀殺的人是不收你的
[00:10:28.480 --> 00:10:33.480]  第二 受保護的人一定要留在城市裏面
[00:10:33.480 --> 00:10:35.480]  不可以出去 出去就死了
[00:10:35.480 --> 00:10:38.480]  第三 無論什麼人都得到保障獎
[00:10:38.480 --> 00:10:40.480]  不單止以色列人
[00:10:40.480 --> 00:10:46.480]  寄居的拿BNO的或者是遊客的都可以得到保障
[00:10:46.480 --> 00:10:48.480]  BNO就不關事了
[00:10:48.480 --> 00:10:54.480]  第四 你留在城市裏面
[00:10:54.480 --> 00:10:56.480]  直到大祭司死了之後
[00:10:56.480 --> 00:10:58.480]  你就可以離開
[00:10:58.480 --> 00:11:01.480]  要追殺你的人就不能再追殺你
[00:11:01.480 --> 00:11:03.480]  那就連累他犯法
[00:11:03.480 --> 00:11:09.480]  這個避難城的設立跟現代有什麼關係呢
[00:11:09.480 --> 00:11:12.480]  剛纔Peter領司跟我們說
[00:11:12.480 --> 00:11:14.480]  舊約有屠城 新約有維修基督
[00:11:14.480 --> 00:11:16.480]  這個說得很對
[00:11:16.480 --> 00:11:18.480]  我們一起做一個比較
[00:11:18.480 --> 00:11:22.480]  舊約的避難城和新約的舊約有很多相似的地方
[00:11:22.480 --> 00:11:25.480]  第一 舊約的避難城是上帝設立
[00:11:25.480 --> 00:11:27.480]  新約的舊約也是上帝設立
[00:11:27.480 --> 00:11:31.480]  第二 避難城是保護逃犯
[00:11:31.480 --> 00:11:33.480]  新約的舊約是拯救罪人
[00:11:33.480 --> 00:11:37.480]  第三 舊約的避難城是建了高處
[00:11:37.480 --> 00:11:40.480]  新約的舊約就是基督被高舉
[00:11:40.480 --> 00:11:44.480]  第四 舊約的避難城是每條大路都可以去到
[00:11:44.480 --> 00:11:48.480]  聖經新約耶穌說 尋找的必尋見
[00:11:48.480 --> 00:11:53.480]  在舊約 避難城 人一定要留在城裏面
[00:11:53.480 --> 00:11:58.480]  新約也說 除了基督以外沒有救法
[00:11:58.480 --> 00:12:00.480]  沒有其他的拯救方法
[00:12:00.480 --> 00:12:04.480]  第六 避難城是保護不單止以色列人
[00:12:04.480 --> 00:12:08.480]  而且是外邦人 所有以色列的人
[00:12:08.480 --> 00:12:11.480]  新約裏面的救恩是普及萬民
[00:12:11.480 --> 00:12:14.480]  每一個人都可以得着救恩
[00:12:14.480 --> 00:12:18.480]  第七 逃在避難城裏面的人
[00:12:18.480 --> 00:12:21.480]  等到大祭司死了之後就得着自由
[00:12:21.480 --> 00:12:26.480]  新約基督的死就爲你們帶來黑的祠
[00:12:26.480 --> 00:12:32.480]  你看不看到舊約和新約的比較是多麼奇妙
[00:12:32.480 --> 00:12:36.480]  避難城的設立其實是一個預表
[00:12:36.480 --> 00:12:39.480]  預表着耶穌基督降臨
[00:12:39.480 --> 00:12:41.480]  但有一樣東西是不同的
[00:12:41.480 --> 00:12:45.480]  舊約的避難城只是保護那些誤殺
[00:12:45.480 --> 00:12:48.480]  你蓄意謀殺 蓄意犯罪就保護
[00:12:48.480 --> 00:12:52.480]  新約耶穌基督的救恩是保護所有的人
[00:12:52.480 --> 00:12:56.480]  無論你是不覺已犯罪 或者是蓄意犯罪
[00:12:56.480 --> 00:12:58.480]  你來到耶穌基督那裏
[00:12:58.480 --> 00:13:01.480]  就是赦免你所有的罪
[00:13:01.480 --> 00:13:03.480]  讓你有一個新的開始
[00:13:03.480 --> 00:13:09.480]  所以新約的救恩是比舊約的避難城更加完美
[00:13:09.480 --> 00:13:11.480]  因爲如果不是這樣的話
[00:13:11.480 --> 00:13:15.480]  你和我什麼時候犯罪是不覺已犯罪
[00:13:15.480 --> 00:13:16.480]  什麼時候是蓄意呢
[00:13:16.480 --> 00:13:18.480]  大部分都是蓄意
[00:13:18.480 --> 00:13:20.480]  那你就沒得救了
[00:13:20.480 --> 00:13:24.480]  但在新約的救恩裏面是有得救的
[00:13:24.480 --> 00:13:36.480]  這個就是基督教宣揚救恩的精神
[00:13:36.480 --> 00:13:44.480]  剛纔有一樣東西我們提到
[00:13:44.480 --> 00:13:46.480]  我們要處理的
[00:13:46.480 --> 00:13:50.480]  就是在舊約這個債血賞制度裏面
[00:13:50.480 --> 00:13:55.480]  是有一個受害者近親被委任爲報仇者
[00:13:55.480 --> 00:14:01.480]  追殺那個犯罪的人 以得着公義
[00:14:01.480 --> 00:14:03.480]  那你如果定了這個救恩
[00:14:03.480 --> 00:14:05.480]  怎樣滿足公義的要求呢
[00:14:05.480 --> 00:14:08.480]  誰是報仇者呢
[00:14:08.480 --> 00:14:12.480]  如果我們看聖經 創世紀
[00:14:12.480 --> 00:14:16.480]  我們又看到 誰是報仇者
[00:14:16.480 --> 00:14:18.480]  創世紀九章五至六節
[00:14:18.480 --> 00:14:21.480]  上帝說 流你們的血 害你們生命的
[00:14:21.480 --> 00:14:23.480]  我必向那人追賞
[00:14:23.480 --> 00:14:26.480]  原來上帝就是那個報仇者
[00:14:26.480 --> 00:14:29.480]  無論是走狩或人類
[00:14:29.480 --> 00:14:31.480]  甚至確認自己的弟兄
[00:14:31.480 --> 00:14:33.480]  我必要他賞命
[00:14:33.480 --> 00:14:36.480]  流人血的人也必流他的血
[00:14:36.480 --> 00:14:39.480]  因爲神造人是按着自己的形
[00:14:39.480 --> 00:14:44.480]  你有沒有留意到 上帝造人是按着自己的形象
[00:14:44.480 --> 00:14:47.480]  每一個人的命在上帝眼中極其寶貴
[00:14:47.480 --> 00:14:49.480]  所以人殺人 上帝一定追
[00:14:49.480 --> 00:14:51.480]  上帝自己就是報仇者
[00:14:51.480 --> 00:14:54.480]  連野獸殺人 上帝也會追討野獸
[00:14:54.480 --> 00:14:56.480]  野獸不懂事 他賭我殺人
[00:14:56.480 --> 00:14:58.480]  上帝也會追討
[00:14:58.480 --> 00:15:01.480]  我記得我年輕時在加拿大北面做事
[00:15:01.480 --> 00:15:03.480]  有很多野獸
[00:15:03.480 --> 00:15:06.480]  有狼 有蟲 有豹
[00:15:06.480 --> 00:15:09.480]  有很多近距離接觸
[00:15:09.480 --> 00:15:11.480]  好在他們沒有咬死我
[00:15:11.480 --> 00:15:13.480]  不然上帝會追討他們
[00:15:13.480 --> 00:15:16.480]  那些野獸也會害怕
[00:15:16.480 --> 00:15:20.480]  所以上帝重視人的命
[00:15:20.480 --> 00:15:26.480]  上帝就是那個報仇者
[00:15:26.480 --> 00:15:29.480]  你說定了耶穌基督的咎因
[00:15:29.480 --> 00:15:32.480]  上帝這個報仇者向誰追呢
[00:15:32.480 --> 00:15:35.480]  向耶穌基督追
[00:15:35.480 --> 00:15:38.480]  耶穌基督就是上帝追殺他
[00:15:38.480 --> 00:15:41.480]  成就了公義的要求
[00:15:41.480 --> 00:15:43.480]  你知你和我得着救贖
[00:15:43.480 --> 00:15:45.480]  你明不明白這個意思
[00:15:45.480 --> 00:15:48.480]  本來犯罪的要受刑罰
[00:15:48.480 --> 00:15:50.480]  要被追殺 滿足要求
[00:15:50.480 --> 00:15:52.480]  你和我犯罪
[00:15:52.480 --> 00:15:55.480]  我們現在不單止不過於犯罪
[00:15:55.480 --> 00:15:57.480]  是蓄意犯罪
[00:15:57.480 --> 00:15:59.480]  而仍然得着赦免
[00:15:59.480 --> 00:16:01.480]  那麼這個追殺者向誰追討呢
[00:16:01.480 --> 00:16:06.480]  上帝向他自己的愛子耶穌基督追討
[00:16:06.480 --> 00:16:09.480]  這個基督教
[00:16:09.480 --> 00:16:11.480]  彼得前書三章十八節
[00:16:11.480 --> 00:16:15.480]  因爲基督也曾一次爲你們的罪死了
[00:16:15.480 --> 00:16:18.480]  就是公義的代替不義的
[00:16:18.480 --> 00:16:21.480]  我要領你到神
[00:16:21.480 --> 00:16:24.480]  滿足了上帝的公義的要求
[00:16:24.480 --> 00:16:26.480]  上帝就是那個追殺者
[00:16:26.480 --> 00:16:29.480]  耶穌基督就是代罪羔羊
[00:16:29.480 --> 00:16:32.480]  滿足了上帝公義的要求
[00:16:32.480 --> 00:16:34.480]  這冊阿師五十三章四節
[00:16:34.480 --> 00:16:39.480]  原來他擔當了我們的憂病
[00:16:39.480 --> 00:16:42.480]  還揹負我們的痛苦
[00:16:42.480 --> 00:16:44.480]  我們卻以爲他受扎打
[00:16:44.480 --> 00:16:49.480]  被神擊打古代了
[00:16:59.480 --> 00:17:05.480]  避難城舊約和新約的比較
[00:17:05.480 --> 00:17:08.480]  我來到一個問題
[00:17:08.480 --> 00:17:12.480]  究竟舊約的避難城在以色列有六個
[00:17:12.480 --> 00:17:15.480]  新約的避難城在哪裏呢
[00:17:15.480 --> 00:17:20.480]  新約的避難城在耶穌基督教會
[00:17:20.480 --> 00:17:23.480]  耶穌基督教會遍佈全世界
[00:17:23.480 --> 00:17:27.480]  每一個教會都是避難城
[00:17:27.480 --> 00:17:38.480]  而殷堂就是其中一個避難城
[00:17:38.480 --> 00:17:45.480]  殷堂就是其中一個避難
[00:17:45.480 --> 00:17:48.480]  每一個罪人都可以來到我們這裏
[00:17:48.480 --> 00:17:51.480]  得着保護,得着耶穌基督的赦免
[00:17:51.480 --> 00:17:52.480]  有個新的開始
[00:17:52.480 --> 00:17:57.480]  不管他偶然犯罪或者故意犯罪
[00:17:57.480 --> 00:18:00.480]  耶穌基督說你相信我
[00:18:00.480 --> 00:18:06.480]  我就吐沒你的過犯從頭開始
[00:18:06.480 --> 00:18:08.480]  所以大家記住這個圖畫
[00:18:08.480 --> 00:18:10.480]  今天你離開的時候記住這個圖畫
[00:18:10.480 --> 00:18:12.480]  殷堂就是避難城
[00:18:12.480 --> 00:18:15.480]  你就是這個避難城的長老
[00:18:15.480 --> 00:18:20.480]  在城口接待那些來到這裏避難的人
[00:18:20.480 --> 00:18:23.480]  安慰他們、保護他們
[00:18:23.480 --> 00:18:27.480]  所以我們基督徒的生命是充實的
[00:18:27.480 --> 00:18:28.480]  是有意義的
[00:18:28.480 --> 00:18:31.480]  因爲我們有一個偉大的使命
[00:18:31.480 --> 00:18:34.480]  讓我們做一些反思
[00:18:34.480 --> 00:18:37.480]  在這個漫天風火的末世裏面
[00:18:37.480 --> 00:18:43.480]  教會怎樣成爲奉佛之人的避難所呢
[00:18:43.480 --> 00:18:47.480]  我今年剛剛70歲
[00:18:47.480 --> 00:18:51.480]  我小的時候是60年前
[00:18:51.480 --> 00:18:54.480]  我們學什麼呢
[00:18:54.480 --> 00:18:57.480]  我們學齊家治國平天下
[00:18:57.480 --> 00:18:59.480]  不知道你有沒有學過這句
[00:18:59.480 --> 00:19:00.480]  有的
[00:19:00.480 --> 00:19:04.480]  丹尼都很年輕
[00:19:04.480 --> 00:19:07.480]  不知道Alex有沒有教呢
[00:19:07.480 --> 00:19:10.480]  有沒有教學生齊家治國平天下
[00:19:10.480 --> 00:19:11.480]  沒有
[00:19:11.480 --> 00:19:14.480]  犧牲小我 完成大我
[00:19:14.480 --> 00:19:18.480]  新亞書院50年代寫的校歌
[00:19:18.480 --> 00:19:23.480]  艱險我奮進 睏乏我多情 愛國愛民
[00:19:23.480 --> 00:19:25.480]  現在很少人講這些
[00:19:25.480 --> 00:19:27.480]  尤其是香港的知識分子
[00:19:27.480 --> 00:19:31.480]  因爲過去幾年疫情加上政治的改變
[00:19:31.480 --> 00:19:33.480]  令到我們疲乏無助
[00:19:33.480 --> 00:19:35.480]  現在出現有幾種情況
[00:19:35.480 --> 00:19:38.480]  一種我以前提到的叫躺平
[00:19:38.480 --> 00:19:42.480]  新一代的人躺平
[00:19:42.480 --> 00:19:44.480]  什麼叫躺平呢 就什麼都不做
[00:19:44.480 --> 00:19:46.480]  最低消費10元一天
[00:19:46.480 --> 00:19:48.480]  去大加拿大買個餐
[00:19:48.480 --> 00:19:52.480]  加多一碗粉就足夠早餐
[00:19:52.480 --> 00:19:55.480]  躺平就很簡單
[00:19:55.480 --> 00:19:57.480]  不做事 不結婚 不生孩子
[00:19:57.480 --> 00:19:59.480]  不買車 不買房子
[00:19:59.480 --> 00:20:02.480]  總之對人生完全沒有建戀
[00:20:02.480 --> 00:20:05.480]  這個叫做生命的耗盡
[00:20:05.480 --> 00:20:09.480]  burn out 情緒的耗盡
[00:20:09.480 --> 00:20:13.480]  你有沒有躺平的情況呢
[00:20:13.480 --> 00:20:15.480]  有些人就不是躺平
[00:20:15.480 --> 00:20:20.480]  這個叫做寧靜辭職
[00:20:20.480 --> 00:20:22.480]  quiet quitting
[00:20:22.480 --> 00:20:24.480]  或者無聲辭職
[00:20:24.480 --> 00:20:25.480]  他不是真的辭職
[00:20:25.480 --> 00:20:27.480]  事實上有些這樣的人
[00:20:27.480 --> 00:20:31.480]  在公司做到剛剛最低要求就放工了
[00:20:31.480 --> 00:20:35.480]  不做OT 不要升級 要加薪
[00:20:35.480 --> 00:20:37.480]  總之做到很低很低
[00:20:37.480 --> 00:20:40.480]  直到老闆不辭職爲止
[00:20:40.480 --> 00:20:42.480]  有些這樣的人
[00:20:42.480 --> 00:20:44.480]  不單止在政府做這樣
[00:20:44.480 --> 00:20:46.480]  私人公司也有這樣的人
[00:20:46.480 --> 00:20:48.480]  到晚都沒有辭職
[00:20:48.480 --> 00:20:51.480]  這叫quiet quitting
[00:20:51.480 --> 00:20:55.480]  工作是爲了勉強滿足生活的要求
[00:20:55.480 --> 00:20:58.480]  工作不成爲你生命裏面的
[00:20:58.480 --> 00:21:00.480]  令你興奮的元素
[00:21:00.480 --> 00:21:04.480]  你只不過靠它生的
[00:21:04.480 --> 00:21:07.480]  有些人只顧着掙錢
[00:21:07.480 --> 00:21:09.480]  越掙越多
[00:21:09.480 --> 00:21:10.480]  香港不知道有多少年
[00:21:10.480 --> 00:21:11.480]  掙完錢之後就去外國
[00:21:11.480 --> 00:21:14.480]  或者在這裏過世
[00:21:14.480 --> 00:21:16.480]  這三種情況
[00:21:16.480 --> 00:21:20.480]  都不應該是我們基督徒有的想法
[00:21:20.480 --> 00:21:21.480]  爲什麼呢
[00:21:21.480 --> 00:21:23.480]  因爲你打工的老闆
[00:21:23.480 --> 00:21:25.480]  不單止是地上那個
[00:21:25.480 --> 00:21:27.480]  你最忠的老闆就是上帝
[00:21:27.480 --> 00:21:29.480]  你是爲上帝打工的
[00:21:29.480 --> 00:21:31.480]  所以你寧靜辭職
[00:21:31.480 --> 00:21:34.480]  其實是違反上帝對你的使命
[00:21:34.480 --> 00:21:36.480]  正經說
[00:21:36.480 --> 00:21:37.480]  保羅說
[00:21:37.480 --> 00:21:39.480]  我已經與基督同釘十字架
[00:21:39.480 --> 00:21:41.480]  現在活着的不再是我
[00:21:41.480 --> 00:21:43.480]  是基督在我裏面活着
[00:21:43.480 --> 00:21:44.480]  耶穌在裏面活着
[00:21:44.480 --> 00:21:45.480]  那你躺平的時候
[00:21:45.480 --> 00:21:47.480]  是不是耶穌也躺平
[00:21:47.480 --> 00:21:50.480]  你什麼時候見過耶穌躺平
[00:21:50.480 --> 00:21:51.480]  如果耶穌不躺平
[00:21:51.480 --> 00:21:52.480]  你也不應該躺平
[00:21:52.480 --> 00:21:55.480]  耶穌說你工作要盡忠
[00:21:55.480 --> 00:21:57.480]  你的工作上也要盡忠
[00:21:57.480 --> 00:22:01.480]  這個工作星期一到星期六
[00:22:01.480 --> 00:22:02.480]  四十四個小時
[00:22:02.480 --> 00:22:04.480]  不是爲了勉強讓你爲生
[00:22:04.480 --> 00:22:07.480]  這個是你的生命很重要的一部分
[00:22:07.480 --> 00:22:12.480]  你侍奉的最終問責者就是上帝
[00:22:12.480 --> 00:22:15.480]  所以我們基督徒應該要傳一個
[00:22:15.480 --> 00:22:17.480]  穩進的心情
[00:22:17.480 --> 00:22:19.480]  是侍奉上帝
[00:22:19.480 --> 00:22:21.480]  不要有躺平的態度
[00:22:21.480 --> 00:22:24.480]  不要有寧靜辭職的態度
[00:22:24.480 --> 00:22:28.480]  不要有爲了爲自己賺錢的態度
[00:22:28.480 --> 00:22:29.480]  賺錢是好的
[00:22:29.480 --> 00:22:30.480]  賺錢是好的
[00:22:30.480 --> 00:22:32.480]  不過要爲上帝賺錢
[00:22:32.480 --> 00:22:33.480]  你賺的錢
[00:22:33.480 --> 00:22:35.480]  那些錢不要成爲你的偶像
[00:22:35.480 --> 00:22:36.480]  你要好好地使用它
[00:22:36.480 --> 00:22:38.480]  讓上帝的國得到榮耀
[00:22:38.480 --> 00:22:39.480]  得到開展
[00:22:39.480 --> 00:22:41.480]  多一些人得到封印
[00:22:41.480 --> 00:22:44.480]  這個纔是對的
[00:22:44.480 --> 00:22:47.480]  所以最後我想大家
[00:22:47.480 --> 00:22:48.480]  來看一句話
[00:22:48.480 --> 00:22:50.480]  就是使徒約翰
[00:22:50.480 --> 00:22:52.480]  在差不多一百歲的時候
[00:22:52.480 --> 00:22:54.480]  在拔摩島寫《啓示錄》
[00:22:54.480 --> 00:22:55.480]  最後那一章
[00:22:55.480 --> 00:22:57.480]  最後他說
[00:22:57.480 --> 00:23:00.480]  主啊主耶穌我願禰來
[00:23:00.480 --> 00:23:02.480]  我願我等候禰回來
[00:23:02.480 --> 00:23:03.480]  弟兄姊妹
[00:23:03.480 --> 00:23:05.480]  如果你等候耶穌回來的話
[00:23:05.480 --> 00:23:08.480]  有幾樣事情你很遲早可以做
[00:23:08.480 --> 00:23:11.480]  不要躺平在那裏等
