
[00:00:00.000 --> 00:00:03.000]  今天分享的題目是復活節的智慧
[00:03:31.000 --> 00:03:33.000]  於是我就跟其他人一起圍著
[00:03:33.000 --> 00:03:37.000]  但我真的不知道在搖什麼
[00:03:37.000 --> 00:03:41.000]  直至有一次我喜愛了一個型號
[00:03:41.000 --> 00:03:43.000]  那個型號很有意思叫
[00:03:43.000 --> 00:03:45.000]  不要放棄的意思
[00:03:45.000 --> 00:03:47.000]  那個型號叫不要放棄
[00:03:47.000 --> 00:03:49.000]  是挺新的
[00:03:49.000 --> 00:03:51.000]  而且是比較扁的
[00:03:51.000 --> 00:03:53.000]  我就不知道怎樣抽
[00:03:53.000 --> 00:03:55.000]  於是有個瘋子跟我說
[00:03:55.000 --> 00:03:57.000]  如果你想抽到這個玩具
[00:03:57.000 --> 00:03:59.000]  我想告訴你智慧是什麼
[00:03:59.000 --> 00:04:01.000]  首先你拿著那個盒子
[00:04:01.000 --> 00:04:03.000]  你按一按它
[00:04:03.000 --> 00:04:05.000]  不要太大力
[00:04:05.000 --> 00:04:07.000]  按一按它
[00:04:07.000 --> 00:04:09.000]  看看它是不是飽滿
[00:04:09.000 --> 00:04:11.000]  如果你按下去比較飽滿
[00:04:11.000 --> 00:04:13.000]  那個就不是你抽的
[00:04:13.000 --> 00:04:15.000]  按下去不飽滿
[00:04:15.000 --> 00:04:17.000]  原來真的要搖
[00:04:17.000 --> 00:04:19.000]  搖一搖它
[00:04:19.000 --> 00:04:21.000]  看看它是不是上輕下重
[00:04:21.000 --> 00:04:23.000]  如果你聽到它是上輕下重
[00:04:23.000 --> 00:04:25.000]  那個應該就是
[00:04:25.000 --> 00:04:27.000]  你想買的那個型號
[00:04:27.000 --> 00:04:31.000]  於是有一次我去門市
[00:04:31.000 --> 00:04:33.000]  我就這樣搖
[00:04:33.000 --> 00:04:35.000]  我發現我搖了四個
[00:04:35.000 --> 00:04:37.000]  都是差不多這樣的聲音
[00:04:37.000 --> 00:04:39.000]  於是我就一次過買了四個
[00:04:39.000 --> 00:04:41.000]  但是感謝主
[00:04:41.000 --> 00:04:45.000]  其中一個我抽中了
[00:04:45.000 --> 00:04:49.000]  所以我抽盲盒玩具
[00:04:49.000 --> 00:04:51.000]  都有一點點智慧
[00:04:51.000 --> 00:04:53.000]  但是今天我們一起去講
[00:04:53.000 --> 00:04:55.000]  復活節的智慧
[00:04:55.000 --> 00:04:57.000]  我們會一起去看
[00:04:57.000 --> 00:04:59.000]  哥林多前書裡面一段經文
[00:04:59.000 --> 00:05:01.000]  我想講一點點有關智慧
[00:05:01.000 --> 00:05:03.000]  在聖經裡面的智慧從來不是
[00:05:03.000 --> 00:05:05.000]  因為很多時候我們想智慧
[00:05:05.000 --> 00:05:07.000]  就是講知識
[00:05:07.000 --> 00:05:09.000]  我們常常想智慧
[00:05:09.000 --> 00:05:11.000]  但是聖經裡面的智慧
[00:05:11.000 --> 00:05:13.000]  其實是講我們怎樣去明白一些東西
[00:05:13.000 --> 00:05:15.000]  然後將它在生活裡面
[00:05:15.000 --> 00:05:17.000]  走出來和應用出來
[00:05:17.000 --> 00:05:19.000]  所以智慧不只是停留在頭腦
[00:05:19.000 --> 00:05:21.000]  而是我們的生命
[00:05:21.000 --> 00:05:23.000]  怎樣去回應神給我們智慧的教導
[00:05:23.000 --> 00:05:25.000]  所以今天我們會藉著
[00:05:25.000 --> 00:05:27.000]  哥林多前書一段的聖經
[00:05:27.000 --> 00:05:29.000]  我們一起去學習
[00:05:29.000 --> 00:05:31.000]  三個復活節的智慧
[00:05:31.000 --> 00:05:33.000]  今天看的第一個智慧
[00:05:33.000 --> 00:05:35.000]  是要確信耶穌
[00:05:35.000 --> 00:05:37.000]  是救恩唯一的道路
[00:05:37.000 --> 00:05:39.000]  我們一起看哥林多前書
[00:05:39.000 --> 00:05:41.000]  十五章第一節到第五節
[00:05:41.000 --> 00:05:43.000]  我們一起讀 一二三
[00:05:43.000 --> 00:05:47.000]  弟兄們 我如今把先前所傳給你們的福音
[00:05:47.000 --> 00:05:49.000]  告訴你們之道
[00:05:49.000 --> 00:05:52.000]  這福音你們也領受了
[00:05:52.000 --> 00:05:55.000]  又靠著站立得住
[00:05:55.000 --> 00:05:58.000]  並且你們若不是徒然相信
[00:05:58.000 --> 00:06:02.000]  能以持守我所傳給你們的
[00:06:02.000 --> 00:06:05.000]  就必因這福音得救
[00:06:05.000 --> 00:06:08.000]  我當日所領受又傳給你們的
[00:06:08.000 --> 00:06:12.000]  第一就是基督照聖經所說
[00:06:12.000 --> 00:06:14.000]  為我們的罪死了
[00:06:14.000 --> 00:06:16.000]  而且埋葬了
[00:06:16.000 --> 00:06:18.000]  又照聖經所說
[00:06:18.000 --> 00:06:20.000]  第三天復活了
[00:06:20.000 --> 00:06:23.000]  並且顯給基伯汗
[00:06:23.000 --> 00:06:26.000]  然後顯給十二使徒汗
[00:06:26.000 --> 00:06:28.000]  在這裡我們首先要明白一點背景
[00:06:28.000 --> 00:06:30.000]  當時原來哥林多教會
[00:06:30.000 --> 00:06:33.000]  他犯了一個很嚴重的錯誤
[00:06:33.000 --> 00:06:35.000]  就是他們不相信身體復活
[00:06:35.000 --> 00:06:38.000]  為什麼他們不相信身體復活呢
[00:06:38.000 --> 00:06:42.000]  原來當時他們有一個錯誤的末世觀
[00:06:42.000 --> 00:06:45.000]  因為他們很多弟兄姊妹都領受了謊言
[00:06:45.000 --> 00:06:48.000]  他們覺得既然今天能夠講謊言
[00:06:48.000 --> 00:06:52.000]  我就已經好像天使活在靈界那樣
[00:06:52.000 --> 00:06:55.000]  所以身體復不復活已經不重要了
[00:06:55.000 --> 00:06:58.000]  保羅說這個很錯誤的觀念
[00:06:58.000 --> 00:07:01.000]  我們要確信復活的耶穌
[00:07:01.000 --> 00:07:04.000]  並且確信我們會因著耶穌復活
[00:07:04.000 --> 00:07:07.000]  所以保羅在這裡說
[00:07:07.000 --> 00:07:10.000]  他說我先前所傳給你們的福音
[00:07:10.000 --> 00:07:12.000]  就是說昔日保羅去到哥林多
[00:07:12.000 --> 00:07:14.000]  跟他們所傳廣的福音
[00:07:14.000 --> 00:07:17.000]  告訴你們知道
[00:07:17.000 --> 00:07:19.000]  我告訴你們很重要的東西
[00:07:19.000 --> 00:07:21.000]  你們領受了
[00:07:21.000 --> 00:07:23.000]  但是你要靠這件事
[00:07:23.000 --> 00:07:25.000]  才能夠站立得住
[00:07:25.000 --> 00:07:27.000]  保羅提醒他們要持守
[00:07:27.000 --> 00:07:30.000]  之前保羅所傳給他們的福音
[00:07:30.000 --> 00:07:34.000]  否則他們就會變成徒然相信
[00:07:34.000 --> 00:07:38.000]  究竟需要持守的福音是什麼呢
[00:07:38.000 --> 00:07:42.000]  如果我們繼續看之後下來的聖經
[00:07:42.000 --> 00:07:45.000]  我們可以將它大概分為四個部份
[00:07:45.000 --> 00:07:49.000]  第一個部份是基督照聖經所說
[00:07:49.000 --> 00:07:51.000]  為我們的罪死了
[00:07:51.000 --> 00:07:54.000]  跟著而且埋葬了
[00:07:54.000 --> 00:07:56.000]  第三又照聖經所說
[00:07:56.000 --> 00:07:58.000]  第三天復活了
[00:07:58.000 --> 00:08:01.000]  第四並且遣給基法漢
[00:08:01.000 --> 00:08:04.000]  然後遣給十二使徒漢
[00:08:04.000 --> 00:08:07.000]  當我們去看這段聖經的時候
[00:08:07.000 --> 00:08:09.000]  第一件事我們發現
[00:08:09.000 --> 00:08:10.000]  第一
[00:08:10.000 --> 00:08:13.000]  其實我們看不到他講第二和第三
[00:08:13.000 --> 00:08:15.000]  因為第一的原文聖經學者說
[00:08:15.000 --> 00:08:18.000]  是有第一最重要的意思
[00:08:18.000 --> 00:08:21.000]  什麼對於我們來說是最重要呢
[00:08:21.000 --> 00:08:24.000]  就是基督照聖經所說
[00:08:24.000 --> 00:08:26.000]  為我們的罪死了
[00:08:26.000 --> 00:08:30.000]  基督讓當時熟悉舊約聖經的人知道
[00:08:30.000 --> 00:08:34.000]  他是舊約所預言的救世主
[00:08:34.000 --> 00:08:37.000]  耶穌來到這個世界為我們的罪死
[00:08:37.000 --> 00:08:39.000]  成為了我們的贖罪祭
[00:08:39.000 --> 00:08:41.000]  在舊約獻祭裡面
[00:08:41.000 --> 00:08:43.000]  他們是揚去為贖罪祭的
[00:08:43.000 --> 00:08:46.000]  但是耶穌來到這個世界為我們死
[00:08:46.000 --> 00:08:49.000]  為我們獻上了贖罪祭
[00:08:49.000 --> 00:08:52.000]  我們是唯有靠著耶穌
[00:08:52.000 --> 00:08:54.000]  才能夠得救
[00:08:54.000 --> 00:08:58.000]  但是我怎麼能夠確定耶穌真的為我死
[00:08:58.000 --> 00:09:01.000]  第二個部份就確認了第一個部份
[00:09:01.000 --> 00:09:03.000]  耶穌真的為我們死了
[00:09:03.000 --> 00:09:06.000]  因為祂真的被埋葬
[00:09:06.000 --> 00:09:08.000]  如果耶穌沒有被埋葬
[00:09:08.000 --> 00:09:11.000]  空墳墓的故事就變得沒有意義了
[00:09:11.000 --> 00:09:14.000]  但是耶穌真的為我們死
[00:09:14.000 --> 00:09:17.000]  因為祂真的被埋葬
[00:09:17.000 --> 00:09:19.000]  而第三件事
[00:09:19.000 --> 00:09:20.000]  最重要的部份就是
[00:09:20.000 --> 00:09:22.000]  耶穌不單止為我們死
[00:09:22.000 --> 00:09:23.000]  祂不單止被埋葬
[00:09:23.000 --> 00:09:25.000]  祂更加為我們復活
[00:09:25.000 --> 00:09:29.000]  復活這個字的動詞是一個完成被動式
[00:09:29.000 --> 00:09:32.000]  代表耶穌今天仍然活著
[00:09:32.000 --> 00:09:34.000]  耶穌復活很重要
[00:09:34.000 --> 00:09:35.000]  因為如果耶穌沒有復活
[00:09:35.000 --> 00:09:36.000]  我們不會復活
[00:09:36.000 --> 00:09:37.000]  但是更加重要
[00:09:37.000 --> 00:09:40.000]  耶穌今天是活著的主
[00:09:40.000 --> 00:09:43.000]  我們的生命就由祂去帶領
[00:09:43.000 --> 00:09:45.000]  而第四就是
[00:09:45.000 --> 00:09:47.000]  我們怎麼知道耶穌真的復活
[00:09:47.000 --> 00:09:49.000]  然後保羅告訴我們
[00:09:49.000 --> 00:09:51.000]  耶穌顯給基法汗
[00:09:51.000 --> 00:09:53.000]  福音書其實是描述第一群
[00:09:53.000 --> 00:09:56.000]  見到耶穌復活的人是一群婦女
[00:09:56.000 --> 00:10:00.000]  但是彼得就是第一個見證耶穌復活的門徒
[00:10:00.000 --> 00:10:03.000]  彼得是十二門徒之首
[00:10:03.000 --> 00:10:04.000]  對於當時的教會
[00:10:04.000 --> 00:10:07.000]  甚至我們現在都很深遠的影響力
[00:10:07.000 --> 00:10:10.000]  保羅這樣說是要他們確實知道
[00:10:10.000 --> 00:10:13.000]  耶穌真的復活
[00:10:13.000 --> 00:10:16.000]  他說不單止顯給基法汗
[00:10:16.000 --> 00:10:19.000]  也顯給十二使徒汗
[00:10:19.000 --> 00:10:23.000]  原來復活節的智慧是我們要確信
[00:10:23.000 --> 00:10:27.000]  耶穌是救恩唯一的道路
[00:10:27.000 --> 00:10:30.000]  我十幾年前曾經有一個這樣的經歷
[00:10:30.000 --> 00:10:35.000]  就是我需要去新界一個地方做視察
[00:10:35.000 --> 00:10:38.000]  於是有一個朋友就教我
[00:10:38.000 --> 00:10:40.000]  怎麼駕車進去
[00:10:40.000 --> 00:10:42.000]  他說同學你要記住
[00:10:42.000 --> 00:10:45.000]  這條路是唯一能夠駕車進去的路
[00:10:45.000 --> 00:10:47.000]  當時十幾年前
[00:10:47.000 --> 00:10:49.000]  Google Map就剛剛開始
[00:10:49.000 --> 00:10:52.000]  當時Google Map就沒有現在這麼準確
[00:10:52.000 --> 00:10:54.000]  但是當時我朋友這樣說的時候
[00:10:54.000 --> 00:10:58.000]  我就想究竟是不是真的唯一一條道路呢
[00:10:58.000 --> 00:11:00.000]  有沒有另外一條的呢
[00:11:00.000 --> 00:11:01.000]  於是我就上Google Map
[00:11:01.000 --> 00:11:02.000]  我上Google Map
[00:11:02.000 --> 00:11:03.000]  Google Map就告訴我
[00:11:03.000 --> 00:11:04.000]  原來有另外一條路
[00:11:04.000 --> 00:11:06.000]  於是我就很開心
[00:11:06.000 --> 00:11:08.000]  因為那條路又短一點
[00:11:08.000 --> 00:11:09.000]  又直接一點
[00:11:09.000 --> 00:11:10.000]  又近一點
[00:11:10.000 --> 00:11:11.000]  於是我的心就說
[00:11:11.000 --> 00:11:13.000]  不用理我朋友說什麼了
[00:11:13.000 --> 00:11:14.000]  有第二條路的
[00:11:14.000 --> 00:11:16.000]  我就跟著Google Map那條路去
[00:11:16.000 --> 00:11:18.000]  走著走著我很開心
[00:11:18.000 --> 00:11:21.000]  因為很快就已經差不多去到我的目的地
[00:11:21.000 --> 00:11:22.000]  還有幾分鐘
[00:11:22.000 --> 00:11:25.000]  他跟我說一直走就去到目的地了
[00:11:25.000 --> 00:11:27.000]  正當我滿心歡喜的時候
[00:11:27.000 --> 00:11:32.000]  我就看到前面出現了一堆的山墳
[00:11:32.000 --> 00:11:34.000]  為什麼會這樣呢
[00:11:34.000 --> 00:11:37.000]  原來當時Google Map應該沒有現在這麼準確
[00:11:37.000 --> 00:11:38.000]  他就跟我說
[00:11:38.000 --> 00:11:41.000]  你穿過了那些山墳就去到你的目的地
[00:11:41.000 --> 00:11:43.000]  我就想
[00:11:43.000 --> 00:11:45.000]  我的朋友可能真的對
[00:11:45.000 --> 00:11:47.000]  除了那條路沒有其他的道路
[00:11:47.000 --> 00:11:50.000]  當然現在Google Map是很準確的
[00:11:50.000 --> 00:11:53.000]  所以如果現在Google Map告訴你很準確的
[00:11:53.000 --> 00:11:54.000]  你要相信
[00:11:54.000 --> 00:11:56.000]  你不要跟著聽了你的朋友說
[00:11:56.000 --> 00:11:58.000]  如果今天有些很確信的東西
[00:11:58.000 --> 00:11:59.000]  你又聽了其他人說
[00:11:59.000 --> 00:12:01.000]  你又不要相信那些確信的東西
[00:12:01.000 --> 00:12:04.000]  我們的生命又反過來走
[00:12:04.000 --> 00:12:06.000]  但是今天我想說很重要
[00:12:06.000 --> 00:12:10.000]  就是耶穌是唯一救恩的道路
[00:12:10.000 --> 00:12:13.000]  我們要一起去確認這件事
[00:12:13.000 --> 00:12:14.000]  為什麼呢
[00:12:14.000 --> 00:12:15.000]  因為聖經說的
[00:12:15.000 --> 00:12:17.000]  我們一起讀
[00:12:17.000 --> 00:12:19.000]  試圖行轉這段聖經
[00:12:19.000 --> 00:12:20.000]  1 2 3
[00:12:20.000 --> 00:12:23.000]  除他以外 別無拯救
[00:12:23.000 --> 00:12:25.000]  因為在天下人間
[00:12:25.000 --> 00:12:27.000]  沒有次下別的名
[00:12:27.000 --> 00:12:30.000]  我們可以得著得救
[00:12:30.000 --> 00:12:31.000]  今天在復活節裡面
[00:12:31.000 --> 00:12:32.000]  我們要再一次確認
[00:12:32.000 --> 00:12:36.000]  唯有耶穌是救恩唯一的道路
[00:12:36.000 --> 00:12:38.000]  沒有第二條路了
[00:12:38.000 --> 00:12:39.000]  剛才我說
[00:12:39.000 --> 00:12:42.000]  智慧不只是在頭腦上面
[00:12:42.000 --> 00:12:44.000]  智慧是我們在說我們的生命
[00:12:44.000 --> 00:12:46.000]  怎樣去實踐和回應
[00:12:46.000 --> 00:12:47.000]  就好像今天
[00:12:47.000 --> 00:12:48.000]  如果你知道
[00:12:48.000 --> 00:12:51.000]  很會煮一樣你很喜歡吃的東西
[00:12:51.000 --> 00:12:53.000]  只是留在頭腦上是沒有用的
[00:12:53.000 --> 00:12:55.000]  沒有的 是的
[00:12:55.000 --> 00:12:58.000]  我很喜歡吃Apple Crumble
[00:12:58.000 --> 00:13:00.000]  就是蘋果甘堡
[00:13:00.000 --> 00:13:03.000]  有沒有人懂得做蘋果甘堡
[00:13:03.000 --> 00:13:05.000]  我認著你 Karina
[00:13:05.000 --> 00:13:07.000]  留在頭腦上是沒有用的
[00:13:07.000 --> 00:13:11.000]  某一天嘗試做來跟大家分享
[00:13:11.000 --> 00:13:12.000]  那就有用 是不是
[00:13:12.000 --> 00:13:13.000]  智慧留在頭腦上
[00:13:13.000 --> 00:13:16.000]  是我們的生命怎樣應用和回應
[00:13:16.000 --> 00:13:18.000]  如果今天
[00:13:18.000 --> 00:13:19.000]  我喜歡吃 真的好久
[00:13:19.000 --> 00:13:20.000]  知道原來是
[00:13:20.000 --> 00:13:21.000]  Karina懂得吃Apple Crumble
[00:13:21.000 --> 00:13:23.000]  好 如果今天
[00:13:23.000 --> 00:13:25.000]  我們只是把我們的知識
[00:13:25.000 --> 00:13:26.000]  留在頭上
[00:13:26.000 --> 00:13:27.000]  但是我們的生命
[00:13:27.000 --> 00:13:29.000]  沒有回應是沒有意思的
[00:13:29.000 --> 00:13:30.000]  但是今天如果我們說
[00:13:30.000 --> 00:13:33.000]  我們確信耶穌是唯一得救的道路
[00:13:33.000 --> 00:13:35.000]  我們的回應是什麼
[00:13:35.000 --> 00:13:38.000]  生命跟隨耶穌
[00:13:38.000 --> 00:13:39.000]  所以復活節的智慧
[00:13:39.000 --> 00:13:41.000]  讓我們再一次肯定
[00:13:41.000 --> 00:13:42.000]  今天我們的生命
[00:13:42.000 --> 00:13:44.000]  唯有跟隨耶穌
[00:13:44.000 --> 00:13:47.000]  再沒有其他的道路
[00:13:47.000 --> 00:13:49.000]  有時候你可能覺得
[00:13:49.000 --> 00:13:51.000]  我從聖經裡面
[00:13:51.000 --> 00:13:53.000]  知道耶穌是唯一的道路
[00:13:53.000 --> 00:13:54.000]  但是有時候
[00:13:54.000 --> 00:13:55.000]  我不知道為什麼
[00:13:55.000 --> 00:13:56.000]  總是覺得信心好像不夠
[00:13:56.000 --> 00:13:58.000]  但是今天這段聖經保羅
[00:13:58.000 --> 00:13:59.000]  再一次跟我們說
[00:13:59.000 --> 00:14:02.000]  耶穌確實為我們死了
[00:14:02.000 --> 00:14:05.000]  祂確實被埋葬
[00:14:05.000 --> 00:14:08.000]  祂更加確實復活了
[00:14:08.000 --> 00:14:11.000]  而這個有很多人的見證
[00:14:11.000 --> 00:14:13.000]  所以今天復活節
[00:14:13.000 --> 00:14:14.000]  我們再一次確認
[00:14:14.000 --> 00:14:18.000]  耶穌是得救唯一的道路
[00:14:18.000 --> 00:14:19.000]  今天第二個功課
[00:14:19.000 --> 00:14:20.000]  我們一起學的
[00:14:20.000 --> 00:14:23.000]  是我們今天仍然繼續
[00:14:23.000 --> 00:14:25.000]  去見證耶穌的真實
[00:14:25.000 --> 00:14:28.000]  我們一起去讀第六至八節
[00:14:28.000 --> 00:14:29.000]  好不好
[00:14:29.000 --> 00:14:30.000]  一起讀 一二三
[00:14:30.000 --> 00:14:33.000]  後來一時遣給五百多弟兄漢
[00:14:33.000 --> 00:14:36.000]  其中一大半到如今還在
[00:14:36.000 --> 00:14:39.000]  卻也有已經睡了的
[00:14:39.000 --> 00:14:41.000]  以後遣給雅各漢
[00:14:41.000 --> 00:14:44.000]  再遣給眾使徒漢
[00:14:44.000 --> 00:14:46.000]  沒了也遣給我漢
[00:14:46.000 --> 00:14:51.000]  我如同未到產期而生的人一般
[00:14:51.000 --> 00:14:53.000]  剛才我們聽到保羅告訴他們
[00:14:53.000 --> 00:14:56.000]  耶穌遣給彼得基法漢
[00:14:56.000 --> 00:14:59.000]  又遣給十二使徒漢
[00:14:59.000 --> 00:15:01.000]  但是保羅沒有停在那裡
[00:15:01.000 --> 00:15:02.000]  保羅繼續說
[00:15:02.000 --> 00:15:04.000]  他說後來一時遣給
[00:15:04.000 --> 00:15:05.000]  五百多弟兄漢
[00:15:05.000 --> 00:15:08.000]  這裡我們知道是包括姊妹的
[00:15:08.000 --> 00:15:09.000]  很多時候我們在聖經講
[00:15:09.000 --> 00:15:11.000]  弟兄我們都知道包括姊妹
[00:15:11.000 --> 00:15:14.000]  原來不單止彼得見過
[00:15:14.000 --> 00:15:16.000]  不單止十二使徒見過
[00:15:16.000 --> 00:15:19.000]  有五百多個弟兄姊妹見過
[00:15:19.000 --> 00:15:21.000]  保羅為什麼要這樣說呢
[00:15:21.000 --> 00:15:23.000]  因為他很想再一次讓我們知道
[00:15:23.000 --> 00:15:25.000]  耶穌復活的真實
[00:15:25.000 --> 00:15:26.000]  但是第二樣東西
[00:15:26.000 --> 00:15:31.000]  他很想將基督復活的距離再拉近
[00:15:31.000 --> 00:15:33.000]  不只是彼得見過
[00:15:33.000 --> 00:15:35.000]  不只是十二使徒見過
[00:15:35.000 --> 00:15:38.000]  很多弟兄姊妹都見過
[00:15:38.000 --> 00:15:40.000]  今天如果我告訴你一件事很好吃
[00:15:40.000 --> 00:15:42.000]  不單止陳牧師吃過
[00:15:42.000 --> 00:15:44.000]  不單止同工團隊吃過
[00:15:44.000 --> 00:15:46.000]  好像我們的兄弟吃過
[00:15:46.000 --> 00:15:48.000]  很多弟兄姊妹都吃過
[00:15:48.000 --> 00:15:51.000]  那你就知道真是好吃了
[00:15:51.000 --> 00:15:53.000]  所以在這裡
[00:15:53.000 --> 00:15:54.000]  保羅再一次說
[00:15:54.000 --> 00:15:57.000]  這五百多個弟兄姊妹
[00:15:57.000 --> 00:16:00.000]  有大半到如今還在
[00:16:00.000 --> 00:16:04.000]  就是說有很多仍然在世的當時
[00:16:04.000 --> 00:16:06.000]  就是說你可以去問他們
[00:16:06.000 --> 00:16:11.000]  你就能夠知道耶穌的真實
[00:16:11.000 --> 00:16:14.000]  當然他說有一些已經是碎了的
[00:16:14.000 --> 00:16:17.000]  碎了的意思就是說他們已經離世
[00:16:17.000 --> 00:16:19.000]  但是保羅用碎了
[00:16:19.000 --> 00:16:20.000]  都要再一次強調
[00:16:20.000 --> 00:16:22.000]  他們雖然離世
[00:16:22.000 --> 00:16:25.000]  但是他們之後將要復活
