
[00:00:00.000 --> 00:00:04.000]  屋頓前輩,讓我們在聆聽主導而先,我們一起同心的低頭禱告
[00:02:54.000 --> 00:02:56.000]  把錢交回,這個關係又恢復
[00:02:56.000 --> 00:03:04.000]  所以簡單一點來說,這些訂閱的活動其實基本上都是一個商業的活動
[00:03:04.000 --> 00:03:11.000]  關係建立在金錢上面,如果你沒有這個金錢付出的話
[00:03:11.000 --> 00:03:17.000]  你可以跟他是完全絕緣沒有關係,他甚至不想跟別人有任何關係
[00:03:18.000 --> 00:03:24.000]  這種思想其實已經廣泛流行在今天我們這個世界當中
[00:03:24.000 --> 00:03:34.000]  但是如果我們將這種思想帶來侍奉或者信主的事情上面就非常糟糕
[00:03:34.000 --> 00:03:40.000]  因為信主的事情不是好像商業世界的運作或者思維
[00:03:40.000 --> 00:03:45.000]  不是一場買賣,而是一份持續的關係
[00:03:46.000 --> 00:03:51.000]  而這種持續的關係一經被確立之後
[00:03:51.000 --> 00:04:00.000]  信徒就會跟神不住的在交往的過程當中去建立、建設
[00:04:00.000 --> 00:04:08.000]  而造成了一個結果,就是人越來越有神的樣式和屬性
[00:04:08.000 --> 00:04:14.000]  而其中一個信徒最能夠表現到他屬於神的屬性之一
[00:04:15.000 --> 00:04:19.000]  就是上帝的連率這個屬性,The Mercy of the Lord
[00:04:19.000 --> 00:04:28.000]  當人有這種屬性之後,行事為人,甚至我們經常稱之為侍奉
[00:04:28.000 --> 00:04:34.000]  就會很類似耶穌基督在地上作過的一個見證
[00:04:34.000 --> 00:04:40.000]  所以當我們去看回聖經其中一卷保羅所寫的書信肥辣比書
[00:04:41.000 --> 00:04:48.000]  在第27節一開始就說到,原來當我們相信了福音之後的人
[00:04:48.000 --> 00:04:54.000]  我們的行為舉止思想就與基督相稱
[00:04:54.000 --> 00:04:58.000]  這就是保羅在他自己的靈性上的一個經歷
[00:04:58.000 --> 00:05:05.000]  因此當我們去談論到我們侍奉的人生或者信主的人生
[00:05:06.000 --> 00:05:15.000]  真正的精髓在哪裏呢?原來就是我們可以漸漸獲得到上帝這份憐憫的屬性
[00:05:15.000 --> 00:05:20.000]  而這個也是今天我們去看這段經文的一個主旨
[00:05:20.000 --> 00:05:24.000]  所以今天我選了這個題目和大家一起思想的
[00:05:24.000 --> 00:05:30.000]  這個題目叫做侍奉的精髓在於領受主的憐憫的屬性
[00:05:31.000 --> 00:05:36.000]  馬太福音第十五章二十九至三十九節的內容一起去看看
[00:05:36.000 --> 00:05:39.000]  不如我們再打開這段經文,一起讀一次好嗎?
[00:05:39.000 --> 00:05:47.000]  很使我們對這段經文更熟悉,然後逐些去思想這段經文當中的教訓
[00:05:47.000 --> 00:05:56.000]  好,請大家一起打開馬太福音第十五章二十九至三十九節
[00:05:56.000 --> 00:05:59.000]  好,我們一起打開之後一起讀
[00:06:00.000 --> 00:06:08.000]  耶穌離開那地方,來到靠近加利利的海邊,就上山坐下
[00:06:08.000 --> 00:06:15.000]  有很多人到他那裏,帶著渠子、核子、啞巴
[00:06:15.000 --> 00:06:21.000]  有殘疾的和好些別的病人都放在他腳前
[00:06:21.000 --> 00:06:26.000]  他就治好了他們,甚至眾人都稀奇
[00:06:27.000 --> 00:06:33.000]  因為看見啞巴說話,殘疾的痊癒,騎主行走
[00:06:33.000 --> 00:06:40.000]  核子看見,他們就歸榮耀給以色列的上帝
[00:06:40.000 --> 00:06:45.000]  耶穌叫門徒來說,我憐憫這中人
[00:06:45.000 --> 00:06:52.000]  因為他們和我在這裏已經三天,也沒有吃的了
[00:06:53.000 --> 00:06:58.000]  我不願意叫他們餓著回去,恐怕在路上困乏
[00:06:58.000 --> 00:07:06.000]  門徒說,我們在這野地哪裏有這麼多的餅,叫這許多人吃飽呢
[00:07:06.000 --> 00:07:15.000]  耶穌說,你們有多少餅?他們說,有七個,還有幾條小魚
[00:07:15.000 --> 00:07:21.000]  他就吩咐眾人坐在地上,拿著這七個餅和幾條魚
[00:07:22.000 --> 00:07:27.000]  祝謝了,擺開,遞給門徒,門徒又遞給眾人
[00:07:27.000 --> 00:07:33.000]  眾人都吃,並且吃飽了,收拾剩下的零碎
[00:07:33.000 --> 00:07:40.000]  裝滿了七個箱子,吃的人除了婦女孩子,共有四千
[00:07:40.000 --> 00:07:48.000]  耶穌叫眾人散去,就上船來到瑪嘉丹的境界
[00:07:49.000 --> 00:07:53.000]  在這段經文詞文,亦都是上文,我們曾經已經講過
[00:07:53.000 --> 00:07:59.000]  在教會裏面,很多時候我們傳揚一些屬靈的術語
[00:07:59.000 --> 00:08:05.000]  其中一句很典型,亦都經常使用的,就是一次得救,永遠得救
[00:08:05.000 --> 00:08:08.000]  我其實知道很多華人教會,甚至西方教會
[00:08:08.000 --> 00:08:13.000]  甚至用這句說話,成為他們教會的匯章,信仰宣條
[00:08:14.000 --> 00:08:21.000]  所以恕我直言,這種陳述其實是一種對於救恩論的一種詐騙術語
[00:08:21.000 --> 00:08:25.000]  其實是荼毒很多信徒,世界不同的人
[00:08:25.000 --> 00:08:29.000]  讓他們以為信耶穌是一件很簡單的事情
[00:08:29.000 --> 00:08:35.000]  一次得救,永遠得救,即是舉了一次手,或者受了一次陣
[00:08:35.000 --> 00:08:41.000]  之後你就搞定了,其實聖經所談論到有關於救恩
[00:08:42.000 --> 00:08:46.000]  是一種持續性,是很需要我們信徒去明白的
[00:08:46.000 --> 00:08:54.000]  信主是一個由信主開始,或者甚至從耶穌基督和我們有第一次的接觸之後
[00:08:54.000 --> 00:08:57.000]  我們就要建立一種永恆的關係
[00:08:57.000 --> 00:09:03.000]  除非你這個不是一個真正的信主,否則的話這個關係一定是一個永恆的關係
[00:09:03.000 --> 00:09:07.000]  而我們在前文所看到的這個家男的婦人
[00:09:08.000 --> 00:09:12.000]  她的女兒被鬼附這個遭遇
[00:09:12.000 --> 00:09:16.000]  她主動來到耶穌基督的面前
[00:09:16.000 --> 00:09:23.000]  帶著一份不離不棄上帝的信,來尋求拯救幫助
[00:09:23.000 --> 00:09:32.000]  甚至她用到的陳述是,就算是狗也吃主人從桌上掉下來的睡渣兒
[00:09:33.000 --> 00:09:38.000]  我們已經用到一個題目,就是「卓下的恩典」,她也不放過
[00:09:38.000 --> 00:09:47.000]  這種屬靈的生命正正就是給我們看見一個對上帝不離不棄持續的生命的表現
[00:09:47.000 --> 00:09:54.000]  今天這段聖經,耶穌不是停止祂在外邦人世界的工作
[00:09:54.000 --> 00:09:59.000]  祂繼續做祂的工作,但是這個工作,這些的陳述
[00:10:00.000 --> 00:10:06.000]  要帶些什麼訊息給我們今天,甚至當天馬太福音的第一讀者
[00:10:06.000 --> 00:10:09.000]  我們稱之為馬太福音的群體
[00:10:09.000 --> 00:10:13.000]  馬太的群體究竟他們要知道些什麼呢
[00:10:13.000 --> 00:10:16.000]  我們今天就透過兩個部份一起去看看
[00:10:16.000 --> 00:10:22.000]  第一個部份,就是從第15節到29節到31節的
[00:10:23.000 --> 00:10:30.000]  他們說要讓我們去認識,清楚認識神的連率的屬性
[00:10:30.000 --> 00:10:37.000]  在前文我們知道,耶穌已經去了一個外邦人的世界的裏面
[00:10:37.000 --> 00:10:41.000]  這個叫做泰爾西頓的境界
[00:10:41.000 --> 00:10:47.000]  耶穌去到那個地方,走到這個,真的可以這麼說
[00:10:47.000 --> 00:10:51.000]  是屬於巴勒斯坦地一個富有地區的環境
[00:10:52.000 --> 00:10:54.000]  現在,接觸完這個婦人了
[00:10:54.000 --> 00:10:58.000]  耶穌主動的去到迎見這個婦人
[00:10:58.000 --> 00:11:02.000]  這個婦人也主動地去尋找耶穌基督
[00:11:02.000 --> 00:11:06.000]  我們上次已經說過,他們有一個完美的組合
[00:11:06.000 --> 00:11:08.000]  perfect match,ok
[00:11:08.000 --> 00:11:11.000]  信主的人就是這樣去接觸了
[00:11:11.000 --> 00:11:15.000]  耶穌做完這件事之後,接著做什麼
[00:11:15.000 --> 00:11:18.000]  耶穌離開那個地方,第29節說
[00:11:19.000 --> 00:11:22.000]  然後就靠近返加利利的海邊
[00:11:22.000 --> 00:11:27.000]  我已經說過,耶穌從加利利海,特別是從祂的家鄉
[00:11:27.000 --> 00:11:33.000]  走到泰爾西頓的地區
[00:11:33.000 --> 00:11:37.000]  是需要50至80公里的距離
[00:11:37.000 --> 00:11:41.000]  專誠迎見了這個婦人之後
[00:11:41.000 --> 00:11:47.000]  現在耶穌又轉移到另一個加利利的地區
[00:11:48.000 --> 00:11:50.000]  這個地區是什麼?
[00:11:50.000 --> 00:11:53.000]  在山的附近,所以在第29節說
[00:11:53.000 --> 00:11:58.000]  去到加利利的海邊之後,就上山坐下
[00:11:58.000 --> 00:12:01.000]  這是什麼地方呢?
[00:12:01.000 --> 00:12:04.000]  似乎從這段聖經裡面告訴我們
[00:12:04.000 --> 00:12:10.000]  是另一個不是人煙主要聚居的地區
[00:12:10.000 --> 00:12:15.000]  耶穌在這裡又接觸了一大批的人
[00:12:16.000 --> 00:12:20.000]  所以第三節說有很多的人來到耶穌基督的面前
[00:12:20.000 --> 00:12:25.000]  這裡我先想停一停,去做少少的註釋
[00:12:25.000 --> 00:12:33.000]  耶穌基督的拯救,或者祂的救恩的運作
[00:12:33.000 --> 00:12:41.000]  對於猶太人和非猶太人是有其中一個很大的分別的
[00:12:42.000 --> 00:12:47.000]  猶太人的拯救是耶穌知道
[00:12:47.000 --> 00:12:51.000]  父神猜他主動進到他們的群體當中
[00:12:51.000 --> 00:12:56.000]  所以無論猶太人那些人追不追求耶穌基督都好
[00:12:56.000 --> 00:13:00.000]  耶穌就會去到他們的群體裡面
[00:13:00.000 --> 00:13:03.000]  主動將上帝的信息
[00:13:03.000 --> 00:13:06.000]  尤其是因為以往他們有上帝的說話
[00:13:06.000 --> 00:13:09.000]  已經藉著舊約的聖經或者陀拉
[00:13:10.000 --> 00:13:12.000]  去介紹給他們知道
[00:13:12.000 --> 00:13:15.000]  重新幫助他們了解
[00:13:15.000 --> 00:13:19.000]  所以我們在《馬太福音》會有登山補訓的部分
[00:13:19.000 --> 00:13:23.000]  但是當我們發覺耶穌的救恩的運作
[00:13:23.000 --> 00:13:27.000]  對於外邦人的世界就有點不同了
[00:13:27.000 --> 00:13:33.000]  往往是有聖靈同時去外邦人的世界裡面
[00:13:34.000 --> 00:13:40.000]  向主動去找耶穌的人生出一個感動和催逼
[00:13:40.000 --> 00:13:44.000]  所以這些人對於他遭遭的靈性的需要
[00:13:44.000 --> 00:13:47.000]  有一個很大的渴求
[00:13:47.000 --> 00:13:51.000]  配合耶穌進到他們的群體當中
[00:13:51.000 --> 00:13:54.000]  然後去接受這個救恩
[00:13:54.000 --> 00:13:59.000]  所以當我們看到耶穌在救恩上的運作不同的時候
[00:14:00.000 --> 00:14:04.000]  這段聖經耶穌離開了泰爾西頓地區
[00:14:04.000 --> 00:14:06.000]  進入了加利里
[00:14:06.000 --> 00:14:10.000]  我們以為他又回到一個猶太人的社群裡面
[00:14:10.000 --> 00:14:14.000]  原來他又回到山的地方
[00:14:14.000 --> 00:14:17.000]  有很多學者在這裡研究
[00:14:17.000 --> 00:14:21.000]  究竟這個山區是指到哪一個地區呢
[00:14:21.000 --> 00:14:26.000]  從那個陳述和記載裡面
[00:14:27.000 --> 00:14:31.000]  我們就會發現到這個地區應該是一個屬於
[00:14:31.000 --> 00:14:34.000]  非猶太人的地區
[00:14:34.000 --> 00:14:38.000]  非猶太人的地區又靠近加利利海的
[00:14:38.000 --> 00:14:43.000]  只有一個地區就是屬於加利利海的東岸
[00:14:43.000 --> 00:14:46.000]  簡單一點來說
[00:14:46.000 --> 00:14:49.000]  就是靠近昔日
[00:14:49.000 --> 00:14:51.000]  如果大家還記得
[00:14:51.000 --> 00:14:56.000]  趕鬼入豬群那兩個被鬼附的男子
[00:14:57.000 --> 00:14:59.000]  在墳營裡敲叫的那個地區
[00:14:59.000 --> 00:15:01.000]  那個的附近
[00:15:01.000 --> 00:15:05.000]  耶穌來到這個地方
[00:15:05.000 --> 00:15:09.000]  再次接觸到一班的外邦人
[00:15:09.000 --> 00:15:11.000]  你說你怎麼知道是外邦人
[00:15:11.000 --> 00:15:13.000]  很簡單的
[00:15:13.000 --> 00:15:15.000]  如果我們大家看回這段聖經
[00:15:15.000 --> 00:15:19.000]  去到第31節的時候有這樣的陳述
[00:15:19.000 --> 00:15:22.000]  他說甚至眾人都稀奇
[00:15:23.000 --> 00:15:27.000]  只看見啞巴說話殘疾的傳譽船只行走
[00:15:27.000 --> 00:15:33.000]  只看見他們歸榮耀給以色列的神
[00:15:33.000 --> 00:15:42.000]  如果他們是猶太人就不會有這樣的陳述
[00:15:42.000 --> 00:15:46.000]  在聖經的裡面
[00:15:46.000 --> 00:15:51.000]  只有在這裡和舊約聖經
[00:15:53.000 --> 00:15:55.000]  的約拿書告訴我們
[00:15:55.000 --> 00:15:58.000]  這班人稱呼他所信的神
[00:15:58.000 --> 00:16:03.000]  或者耶穌基督所傳的信息
[00:16:03.000 --> 00:16:07.000]  是從事於哪一個民族的神
[00:16:07.000 --> 00:16:13.000]  因此這班人一定是一班非以色列的人
[00:16:13.000 --> 00:16:16.000]  當我看見耶穌的作為之後
[00:16:17.000 --> 00:16:25.000]  才會很直率地回應他們歸榮耀給以色列的神
[00:16:25.000 --> 00:16:31.000]  這也是馬太在記載耶穌的侍奉的時候
[00:16:31.000 --> 00:16:35.000]  刻意提出的一個記載的特點
[00:16:35.000 --> 00:16:39.000]  所以這班是一班外邦人
[00:16:39.000 --> 00:16:42.000]  耶穌仍然將這個福音
[00:16:42.000 --> 00:16:45.000]  帶到這個外邦世界裡面
[00:16:46.000 --> 00:16:48.000]  接觸外邦的人
[00:16:48.000 --> 00:16:52.000]  希望他們能夠在聖靈的催迫之下
[00:16:52.000 --> 00:16:54.000]  迎見耶穌基督
[00:16:54.000 --> 00:16:56.000]  所以我們回到彌端聖經看看
[00:16:56.000 --> 00:16:58.000]  二十九節說
[00:16:58.000 --> 00:17:04.000]  是否這班人是被趕去見耶穌
[00:17:04.000 --> 00:17:09.000]  不是 是這班人主動來到耶穌基督的裡面
[00:17:09.000 --> 00:17:12.000]  所以當耶穌來到靠近加利利海邊
[00:17:12.000 --> 00:17:14.000]  坐在山上
[00:17:15.000 --> 00:17:17.000]  到他那裡來
[00:17:17.000 --> 00:17:19.000]  這班人是主動來的
[00:17:19.000 --> 00:17:21.000]  不是
[00:17:21.000 --> 00:17:24.000]  看看有人邀請就先來
[00:17:24.000 --> 00:17:26.000]  沒有人邀請就不來了
[00:17:26.000 --> 00:17:28.000]  或者今天在加拿大
[00:17:28.000 --> 00:17:30.000]  你要我去參加報道會
[00:17:30.000 --> 00:17:32.000]  參加培靈會
[00:17:32.000 --> 00:17:34.000]  參加什麼聚會
[00:17:34.000 --> 00:17:36.000]  你來接我嗎
[00:17:36.000 --> 00:17:38.000]  不來接我就不去了
[00:17:38.000 --> 00:17:40.000]  不是這樣的心態
[00:17:40.000 --> 00:17:43.000]  這班人一知道耶穌走回來加利利海邊
[00:17:44.000 --> 00:17:46.000]  簡單來說他們一直收著信息
[00:17:46.000 --> 00:17:48.000]  聽到信息
[00:17:48.000 --> 00:17:55.000]  這種信息情況和加南的婦人的情況是一樣的
[00:17:55.000 --> 00:17:58.000]  他一直留心著耶穌基督的動向
[00:17:58.000 --> 00:18:00.000]  當他一來到的時候
[00:18:00.000 --> 00:18:02.000]  他主動去找他
[00:18:02.000 --> 00:18:05.000]  他們不單止
[00:18:05.000 --> 00:18:07.000]  他們自己主動來
[00:18:07.000 --> 00:18:09.000]  他們並且怎麼樣
[00:18:10.000 --> 00:18:15.000]  他們帶了一些其他的人來
[00:18:15.000 --> 00:18:18.000]  這些人我們再看看包括什麼類別的人
[00:18:18.000 --> 00:18:20.000]  包括
[00:18:20.000 --> 00:18:22.000]  駕腿的人
[00:18:22.000 --> 00:18:24.000]  核眼的人
[00:18:24.000 --> 00:18:26.000]  啞巴不能講的人
[00:18:26.000 --> 00:18:28.000]  有殘疾的人
[00:18:28.000 --> 00:18:31.000]  還有很多各式各樣的人
[00:18:31.000 --> 00:18:35.000]  帶著不同的病來到耶穌基督面前
[00:18:35.000 --> 00:18:37.000]  怎麼樣
[00:18:38.000 --> 00:18:41.000]  都放在他腳前
[00:18:41.000 --> 00:18:48.000]  這個陳述聽起來就像是平平無奇
[00:18:48.000 --> 00:18:51.000]  帶到耶穌基督的腳前
[00:18:51.000 --> 00:18:54.000]  不是這樣的
[00:18:54.000 --> 00:18:58.000]  但是有沒有來回憶
[00:18:58.000 --> 00:19:03.000]  耶穌基督醫治過一個血流的女子
[00:19:03.000 --> 00:19:07.000]  你記不記得耶穌曾經去到
[00:19:08.000 --> 00:19:09.000]  一個地區去報到的時候
[00:19:09.000 --> 00:19:12.000]  在加利海的西岸
[00:19:12.000 --> 00:19:14.000]  一去到的時候
[00:19:14.000 --> 00:19:15.000]  那些人懇求怎麼樣
[00:19:15.000 --> 00:19:18.000]  來摸一下耶穌的水紙
[00:19:18.000 --> 00:19:20.000]  水紙是什麼
[00:19:20.000 --> 00:19:25.000]  水紙是衣服的邊緣
[00:19:25.000 --> 00:19:30.000]  適合的人無論男女穿長袍
[00:19:30.000 --> 00:19:33.000]  邊緣在哪裡
[00:19:33.000 --> 00:19:36.000]  腳硬的位置
[00:19:39.000 --> 00:19:41.000]  他們來到那個心態
[00:19:41.000 --> 00:19:43.000]  我都不需要耶穌神蹟其事
[00:19:43.000 --> 00:19:45.000]  我只是放在那裡
[00:19:45.000 --> 00:19:47.000]  希望怎麼碰你的腳
[00:19:47.000 --> 00:19:50.000]  靠近一下都可以得到醫治
[00:19:50.000 --> 00:19:53.000]  但是我們要去剖析一下這幫人的心態
[00:19:53.000 --> 00:19:55.000]  很多時候我們就
[00:19:55.000 --> 00:19:58.000]  甚至靈恩派都很喜歡用這段聖經來說
[00:19:58.000 --> 00:20:01.000]  所以報道一定要包括神蹟
[00:20:01.000 --> 00:20:06.000]  所以基督教會有很多神蹟醫治大會
[00:20:07.000 --> 00:20:08.000]  神蹟聚會
[00:20:08.000 --> 00:20:10.000]  為什麼要搞這些東西
[00:20:10.000 --> 00:20:12.000]  搞這些東西才證明有神在那裡
[00:20:12.000 --> 00:20:14.000]  沒有神蹟就沒有神在那裡
[00:20:14.000 --> 00:20:15.000]  沒有神在那裡就不靈
[00:20:15.000 --> 00:20:17.000]  所以教會都是
[00:20:17.000 --> 00:20:19.000]  為什麼教會經常要說很多神蹟見證
[00:20:19.000 --> 00:20:25.000]  因為有神蹟就等同於教會有神在裡面
[00:20:25.000 --> 00:20:27.000]  聖經是不是這樣說
[00:20:27.000 --> 00:20:30.000]  有神蹟才有神在裡面
[00:20:30.000 --> 00:20:35.000]  如果看一段聖經
[00:20:35.000 --> 00:20:38.000]  特別當耶穌在祂整個侍奉的過程當中
[00:20:38.000 --> 00:20:40.000]  在第四章十三節裡面
[00:20:40.000 --> 00:20:42.000]  我們回頭看一下
[00:20:42.000 --> 00:20:43.000]  馬太福音第四章十三節
[00:20:43.000 --> 00:20:49.000]  二十三節
[00:20:49.000 --> 00:20:50.000]  對不起
[00:20:50.000 --> 00:20:51.000]  二十三節
[00:20:51.000 --> 00:20:52.000]  四章第二十三節
[00:20:52.000 --> 00:20:56.000]  我們看一下耶穌基督的報道
[00:20:56.000 --> 00:20:57.000]  再重溫一下
[00:20:57.000 --> 00:21:00.000]  第二十三節這樣說
[00:21:00.000 --> 00:21:02.000]  馬太福音第四章二十三節
[00:21:02.000 --> 00:21:06.000]  耶穌走遍加利利在國會堂裡教訓人
[00:21:06.000 --> 00:21:08.000]  傳天國的福音
[00:21:08.000 --> 00:21:12.000]  醫治百姓各樣的病症
[00:21:12.000 --> 00:21:13.000]  有沒有留意
[00:21:13.000 --> 00:21:16.000]  到會堂教訓人
[00:21:16.000 --> 00:21:18.000]  傳天國的福音
[00:21:18.000 --> 00:21:23.000]  全部都是有關於上帝的啟示
[00:21:23.000 --> 00:21:26.000]  不是神蹟
[00:21:26.000 --> 00:21:28.000]  神蹟到了最後才怎麼樣
[00:21:28.000 --> 00:21:31.000]  醫治百姓各樣的病症
[00:21:32.000 --> 00:21:33.000]  於是怎麼樣
[00:21:33.000 --> 00:21:36.000]  耶穌的名聲就傳遍了敘利亞
[00:21:36.000 --> 00:21:40.000]  然而有很多人帶很多不同的病人來
[00:21:40.000 --> 00:21:42.000]  我們又看一下這個表列是怎麼樣
[00:21:42.000 --> 00:21:44.000]  這幫人是怎麼樣
[00:21:44.000 --> 00:21:46.000]  那裡的人把一切害病的
[00:21:46.000 --> 00:21:48.000]  甚至害各樣疾病
[00:21:48.000 --> 00:21:50.000]  各樣疼痛的
[00:21:50.000 --> 00:21:52.000]  和被鬼附的
[00:21:52.000 --> 00:21:53.000]  癲癇的
[00:21:53.000 --> 00:21:55.000]  癱瘓的都帶來
[00:21:55.000 --> 00:21:58.000]  耶穌都一一將他們醫治好
[00:21:58.000 --> 00:21:59.000]  有沒有留意這段聖經
[00:21:59.000 --> 00:22:02.000]  那個陳述很像我們今天這段聖經
[00:22:02.000 --> 00:22:06.000]  第29至到第31節
[00:22:06.000 --> 00:22:11.000]  尤其是是第30節和31節的經文
[00:22:11.000 --> 00:22:15.000]  這兩節的經文是告訴我們
[00:22:15.000 --> 00:22:18.000]  耶穌的傳道
[00:22:18.000 --> 00:22:20.000]  和人心
[00:22:20.000 --> 00:22:22.000]  是有一些落差
[00:22:22.000 --> 00:22:25.000]  但不代表耶穌在這裡
[00:22:26.000 --> 00:22:29.000]  就嘗試只是將落差滿足了你的需要
[00:22:29.000 --> 00:22:31.000]  耶穌在這裡
[00:22:31.000 --> 00:22:36.000]  雖然記載這幫人帶到祂的面前
[00:22:36.000 --> 00:22:37.000]  將祂治好
[00:22:37.000 --> 00:22:40.000]  但是這幫人在這裡做了些什麼呢
[00:22:40.000 --> 00:22:44.000]  一會我們就32節就會知道
[00:22:44.000 --> 00:22:47.000]  原來他們在那裡進行了
[00:22:47.000 --> 00:22:52.000]  很長時間聽講道的過程活動
[00:22:54.000 --> 00:22:57.000]  耶穌甚至馬太
[00:22:57.000 --> 00:22:59.000]  在這裡刻意先賣個關子
[00:22:59.000 --> 00:23:02.000]  不講這件事給我們看
[00:23:02.000 --> 00:23:07.000]  就是要將焦點調教讓每一個人知道
[00:23:07.000 --> 00:23:09.000]  我們的神
[00:23:09.000 --> 00:23:13.000]  其實拯救人的基礎是祂的說話
[00:23:13.000 --> 00:23:14.000]  沒錯
[00:23:14.000 --> 00:23:17.000]  但是祂從來不會托你手肘
[00:23:17.000 --> 00:23:20.000]  為什麼不托手肘
[00:23:20.000 --> 00:23:22.000]  因為祂出於憐憫
[00:23:23.000 --> 00:23:26.000]  才會來施行這些神蹟
[00:23:26.000 --> 00:23:28.000]  簡單的說
[00:23:28.000 --> 00:23:32.000]  上帝的憐憫是驅動能夠差耶穌來到
[00:23:32.000 --> 00:23:34.000]  而差耶穌來到
[00:23:34.000 --> 00:23:38.000]  也是主動地將上帝的說話再次陳明
[00:23:38.000 --> 00:23:40.000]  但是在這個過程裡面
[00:23:40.000 --> 00:23:42.000]  上帝也不會
[00:23:42.000 --> 00:23:44.000]  淪陷
[00:23:44.000 --> 00:23:47.000]  將拯救醫治人的病症
[00:23:47.000 --> 00:23:49.000]  將祂放下來
[00:23:49.000 --> 00:23:50.000]  如果要解釋
[00:23:51.000 --> 00:23:54.000]  仔細研究臼腿、核子、啞巴、殘疾
[00:23:54.000 --> 00:23:58.000]  跟很多病症比對第四章二十三節的時候
[00:23:58.000 --> 00:23:59.000]  有很多東西可以講
[00:23:59.000 --> 00:24:01.000]  不過在這裡我不詳細講了
[00:24:01.000 --> 00:24:03.000]  不過
[00:24:03.000 --> 00:24:05.000]  總括了我講了這麼久這一段的聖經
[00:24:05.000 --> 00:24:07.000]  一幫外邦的人
[00:24:07.000 --> 00:24:11.000]  他們帶著一種只是最初以為
[00:24:11.000 --> 00:24:14.000]  可以得到病得醫治
[00:24:14.000 --> 00:24:16.000]  面前的問題得到解決
[00:24:16.000 --> 00:24:17.000]  原來
[00:24:17.000 --> 00:24:19.000]  原來
[00:24:20.000 --> 00:24:22.000]  在背後有講到的基礎
[00:24:22.000 --> 00:24:23.000]  正在運作中
[00:24:23.000 --> 00:24:24.000]  一會兒我會講
[00:24:24.000 --> 00:24:27.000]  不過首先馬太先給我們看
[00:24:27.000 --> 00:24:28.000]  上帝不
[00:24:28.000 --> 00:24:29.000]  孤寒
[00:24:29.000 --> 00:24:33.000]  將這個拯救醫病給我們看到
[00:24:33.000 --> 00:24:35.000]  所以
[00:24:35.000 --> 00:24:38.000]  上帝憐恤人的心
[00:24:38.000 --> 00:24:42.000]  就是先讓我們了解
[00:24:42.000 --> 00:24:44.000]  那個報道的基礎
[00:24:44.000 --> 00:24:46.000]  而每一次
[00:24:46.000 --> 00:24:48.000]  當我們看回馬太福音
[00:24:48.000 --> 00:24:51.000]  耶穌去醫治人的病
[00:24:51.000 --> 00:24:54.000]  都帶著這句說話
[00:24:54.000 --> 00:24:57.000]  因為耶穌憐憫他們
[00:24:57.000 --> 00:24:59.000]  才怎麼樣
[00:24:59.000 --> 00:25:02.000]  將這個神蹟
[00:25:02.000 --> 00:25:03.000]  顯在祂身上
[00:25:03.000 --> 00:25:06.000]  等待節目
[00:25:06.000 --> 00:25:10.000]  那個時候我們跟人去談道
[00:25:10.000 --> 00:25:11.000]  跟人去
[00:25:11.000 --> 00:25:13.000]  講傳福音
[00:25:15.000 --> 00:25:18.000]  講到有關信仰的問題
